Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000179163,FUCA1,5,-1.2138,17,0.52331,21,0.91018,13,0.05431,12,-0.0780,16,0.52199,9,-0.5172,5,-1.2385,8,-0.7003
ENSG00000189266,PNRC2,70,0.29957,82,0.56515,67,0.23306,35,-0.7547,42,-0.5001,58,0.02253,46,-0.3675,60,0.06727,59,0.03662
ENSG00000188529,SRSF10,49,0.02160,81,0.84891,54,0.19154,63,0.41888,37,-0.4010,41,-0.2674,34,-0.5664,34,-0.5610,49,0.00850
ENSG00000001460,STPG1,5,-0.9733,9,-0.0275,12,0.50436,8,-0.1871,17,1.00632,10,0.12926,5,-0.7709,10,0.11331,5,-0.8660
ENSG00000001461,NIPAL3,147,1.23143,148,1.25455,93,0.45274,31,-1.2419,40,-0.8750,53,-0.5055,18,-2.0468,51,-0.5049,71,0.01627
ENSG00000133226,SRRM1,130,1.25843,62,-0.0019,54,-0.2189,39,-0.7164,42,-0.6174,42,-0.6775,27,-1.2617,88,0.58240,93,0.66755
ENSG00000169504,CLIC4,236,3.74351,97,1.56054,5,-2.8648,13,-1.6173,4,-3.2666,4,-3.3961,8,-2.2871,10,-2.0378,8,-2.3132
ENSG00000117614,SYF2,124,1.04670,78,0.26231,71,0.11323,55,-0.3102,48,-0.5122,54,-0.3688,50,-0.4300,63,-0.0828,67,0.00923
ENSG00000117616,RSRP1,70,1.11534,39,0.14435,36,0.02545,48,0.46640,29,-0.3387,34,-0.0738,22,-0.7769,20,-0.8940,26,-0.5200
ENSG00000183726,TMEM50A,111,0.54059,88,0.16771,79,-0.0060,86,0.12843,129,0.80492,76,-0.0828,56,-0.5405,50,-0.7233,43,-0.9489
ENSG00000204178,MACO1,28,0.19374,28,0.20004,28,0.15267,20,-0.3228,26,0.06629,23,-0.1228,20,-0.3807,29,0.25134,24,-0.0625
ENSG00000117643,MAN1C1,10,-1.8942,8,-2.3305,29,-0.3870,116,2.02816,82,1.36679,27,-0.5033,24,-0.6663,27,-0.4905,17,-1.1457
ENSG00000162430,SELENON,55,1.10023,28,-0.0221,19,-0.6218,35,0.36822,38,0.46640,18,-0.7679,31,0.13866,20,-0.4951,20,-0.4955
ENSG00000117640,MTFR1L,34,-0.9182,56,-0.1409,60,-0.0425,70,0.19895,74,0.29744,71,0.26751,56,-0.1346,55,-0.1699,67,0.14147
ENSG00000117632,STMN1,926,-0.7493,1771,0.27562,2214,0.64724,1083,-0.5068,1466,-0.0301,1735,0.27541,820,-0.9347,1571,0.08104,1615,0.12633
ENSG00000158008,EXTL1,6,-2.6225,32,-0.1505,54,0.69588,36,0.01866,37,0.07368,43,0.36246,26,-0.4744,41,0.23098,35,0.00405
ENSG00000175087,PDIK1L,9,-0.6103,23,0.94301,12,-0.1597,9,-0.5965,10,-0.3628,14,0.09102,8,-0.7581,20,0.65754,13,-0.0547
ENSG00000142684,ZNF593,23,-0.1762,32,0.35864,26,0.02014,28,0.15815,22,-0.1872,26,0.04026,27,0.12953,19,-0.4139,24,-0.0747
ENSG00000142669,SH3BGRL3,194,-0.3243,268,0.18725,309,0.42140,165,-0.5764,205,-0.2449,255,0.12094,205,-0.2441,215,-0.1675,315,0.45348
ENSG00000158062,UBXN11,12,-0.8772,11,-0.9654,20,-0.1362,15,-0.5092,25,0.21973,25,0.29944,24,0.18625,34,0.72272,23,0.12187
ENSG00000117682,DHDDS,7,-1.0648,28,0.97439,20,0.38488,9,-0.7344,14,-0.0856,19,0.38422,9,-0.8587,12,-0.3803,16,0.06131
ENSG00000198830,HMGN2,258,1.37716,176,0.69953,67,-0.8318,94,-0.3246,73,-0.7066,100,-0.2494,108,-0.0937,72,-0.7338,102,-0.1947
ENSG00000117713,ARID1A,59,0.00661,110,1.04411,63,0.10646,56,-0.0666,69,0.25138,45,-0.4707,47,-0.3396,52,-0.1751,41,-0.5514
ENSG00000060642,PIGV,6,-0.5405,15,0.84092,14,0.64407,7,-0.4143,6,-0.4988,9,0.02215,11,0.28506,7,-0.2880,5,-0.7966
ENSG00000204160,ZDHHC18,13,-0.7121,28,0.51630,24,0.28475,20,0.00131,21,0.01958,22,0.10390,13,-0.6556,19,-0.1202,22,0.13026
ENSG00000142751,GPN2,11,-0.6351,10,-0.7457,20,0.31996,20,0.30895,26,0.77909,15,-0.1701,12,-0.4056,19,0.21498,15,-0.0864
ENSG00000198746,GPATCH3,12,0.39816,13,0.49704,9,-0.0455,12,0.36469,10,0.03117,7,-0.4568,6,-0.7797,11,0.26795,8,-0.3627
ENSG00000090273,NUDC,162,-0.1377,148,-0.2839,159,-0.1709,152,-0.2336,192,0.13599,227,0.46569,156,-0.1956,170,-0.0577,173,-0.0303
ENSG00000253368,TRNP1,12,-2.0022,32,-0.5994,62,0.45477,45,-0.0526,59,0.37144,53,0.22847,50,0.09634,39,-0.3020,63,0.48659
ENSG00000090020,SLC9A1,4,-2.3311,10,-0.9807,35,1.08545,18,-0.0673,18,-0.0258,25,0.55161,11,-0.8305,26,0.53232,14,-0.4627
ENSG00000142784,WDTC1,38,0.45188,30,0.07204,16,-0.8876,30,0.06375,18,-0.7405,30,0.10909,22,-0.3811,29,0.00802,43,0.65546
ENSG00000186501,TMEM222,48,-0.3756,71,0.23483,68,0.16844,56,-0.1489,65,0.08582,66,0.12160,63,0.03428,56,-0.1581,56,-0.1440
ENSG00000158195,WASF2,135,2.57982,63,1.03646,13,-1.4525,17,-0.9966,9,-2.0089,9,-2.0508,30,-0.1677,19,-0.8623,31,-0.1311
ENSG00000126705,AHDC1,21,-1.2378,66,0.53195,75,0.74015,43,-0.1616,48,0.02879,54,0.23526,29,-0.7512,43,-0.1602,42,-0.2009
ENSG00000126709,IFI6,186,0.83828,287,1.63025,149,0.46866,72,-0.6934,69,-0.7556,70,-0.8097,74,-0.6403,60,-0.9586,82,-0.4842
ENSG00000009780,FAM76A,13,0.06329,16,0.40375,17,0.47445,12,-0.0296,13,0.04493,13,0.14767,10,-0.3750,8,-0.5740,8,-0.6104
ENSG00000117758,STX12,76,-0.4572,189,1.04444,117,0.23589,75,-0.4659,94,-0.1189,81,-0.3896,81,-0.3424,95,-0.1015,123,0.30955
ENSG00000117751,PPP1R8,40,0.60816,52,1.08152,27,-0.0155,22,-0.3589,30,0.16648,25,-0.1250,13,-1.1148,16,-0.8324,22,-0.3317
ENSG00000117748,RPA2,42,-0.7818,128,1.01267,91,0.43640,69,-0.0025,85,0.32423,75,0.13382,52,-0.4548,39,-0.9101,40,-0.8666
ENSG00000126698,DNAJC8,144,0.12400,150,0.19155,133,-0.0011,111,-0.2925,176,0.45219,117,-0.2322,105,-0.3808,143,0.11323,137,0.04655
ENSG00000130770,ATP5IF1,208,-1.3673,424,-0.2785,576,0.21054,771,0.69495,571,0.19540,545,0.13812,450,-0.1836,381,-0.4482,583,0.23124
ENSG00000130766,SESN2,9,-0.2416,6,-0.7915,13,0.29859,13,0.36033,10,-0.0894,16,0.71101,10,-0.0929,7,-0.5215,6,-0.8631
ENSG00000204138,PHACTR4,39,1.78914,26,1.05104,8,-0.9082,4,-1.7247,3,-2.1169,6,-1.2668,13,-0.0925,11,-0.3721,22,0.71724
ENSG00000242125,SNHG3,12,0.31846,15,0.72229,10,0.05969,15,0.71632,10,0.09245,9,-0.1972,7,-0.4425,4,-1.4213,6,-0.6791
ENSG00000180098,TRNAU1AP,21,0.45217,25,0.74891,20,0.34711,13,-0.3002,10,-0.7583,10,-0.6935,12,-0.3775,19,0.31860,17,0.12525
ENSG00000197989,SNHG12,22,0.93601,11,-0.1757,9,-0.4606,7,-0.7969,10,-0.3070,9,-0.5968,10,-0.2804,5,-1.3305,32,1.58440
ENSG00000120656,TAF12,19,0.25841,18,0.22846,18,0.18871,10,-0.6476,19,0.25727,13,-0.3027,14,-0.1340,12,-0.4618,22,0.50900
ENSG00000198492,YTHDF2,48,-0.7119,92,0.32359,120,0.77339,53,-0.5531,89,0.27354,87,0.26589,42,-0.9139,64,-0.2418,70,-0.1108
ENSG00000116350,SRSF4,61,0.46865,37,-0.3372,54,0.26198,52,0.20229,39,-0.2320,46,0.02203,35,-0.4167,32,-0.5344,54,0.26800
ENSG00000116353,MECR,15,-1.1370,34,0.13429,39,0.36844,27,-0.1888,43,0.51882,31,0.00578,22,-0.5549,36,0.23515,33,0.07840
ENSG00000060656,PTPRU,9,-0.8324,35,1.30769,28,0.88373,2,-2.7357,4,-1.9458,14,-0.2702,3,-2.5520,20,0.35939,32,1.13283
ENSG00000162511,LAPTM5,91,1.53710,56,0.69122,12,-1.7149,23,-0.7109,19,-0.9999,20,-1.0538,50,0.47522,34,-0.1310,45,0.31893
ENSG00000162512,SDC3,145,0.01369,221,0.70471,135,-0.1049,173,0.29594,106,-0.4881,138,-0.0767,151,0.07859,112,-0.3940,121,-0.2742
ENSG00000134644,PUM1,80,-0.8555,232,0.85526,177,0.40443,121,-0.2073,121,-0.2110,156,0.21926,79,-0.8645,104,-0.4452,156,0.19449
ENSG00000060688,SNRNP40,33,0.96427,14,-0.3832,18,0.00981,21,0.18890,16,-0.2065,14,-0.4300,8,-1.3047,20,0.16962,24,0.45057
ENSG00000121766,ZCCHC17,73,-0.7640,143,0.29059,161,0.48245,97,-0.3337,140,0.25408,124,0.06557,93,-0.3901,130,0.12707,111,-0.1191
ENSG00000121769,FABP3,27,-2.2607,60,-1.0899,194,0.76947,150,0.33695,131,0.12730,164,0.56907,84,-0.5739,137,0.19861,102,-0.2751
ENSG00000162517,PEF1,42,-0.9636,46,-0.8180,91,0.25316,129,0.83891,108,0.54356,98,0.42685,47,-0.7747,61,-0.3698,56,-0.4966
ENSG00000084636,COL16A1,65,1.39768,24,-0.2954,39,0.51102,27,-0.1017,24,-0.2380,20,-0.6270,17,-0.7927,13,-1.2126,37,0.40892
ENSG00000121753,ADGRB2,60,-1.8078,165,-0.2846,280,0.56813,298,0.67354,216,0.14330,244,0.38584,149,-0.4494,161,-0.3258,161,-0.3250
ENSG00000184007,PTP4A2,652,2.28535,265,0.58703,141,-0.4313,109,-0.8272,123,-0.6384,122,-0.7140,87,-1.1639,147,-0.3665,83,-1.2340
ENSG00000121774,KHDRBS1,82,-0.4482,158,0.60591,97,-0.1824,131,0.28674,129,0.27116,113,0.05271,79,-0.5148,75,-0.5847,116,0.09736
ENSG00000121775,TMEM39B,14,0.38743,10,-0.1619,14,0.42104,8,-0.4862,25,1.32526,7,-0.6860,8,-0.5194,10,-0.1355,7,-0.7076
ENSG00000025800,KPNA6,49,0.05064,59,0.36173,67,0.56427,26,-0.9403,50,0.08748,50,0.09499,33,-0.5410,50,0.07518,40,-0.2779
ENSG00000084652,TXLNA,19,0.29376,29,1.03016,19,0.32156,12,-0.3359,19,0.30582,13,-0.3496,15,-0.0211,6,-1.3228,10,-0.6448
ENSG00000160050,CCDC28B,18,-0.0905,8,-1.3014,12,-0.7176,32,0.79649,14,-0.5001,27,0.61418,27,0.48695,13,-0.5722,16,-0.2873
ENSG00000084623,EIF3I,67,-0.4548,113,0.37989,120,0.47749,77,-0.2282,107,0.29637,101,0.22281,78,-0.2223,63,-0.5438,66,-0.4674
ENSG00000175130,MARCKSL1,1171,2.51744,510,0.87478,96,-1.7472,140,-1.1889,80,-2.0114,136,-1.3327,250,-0.2942,205,-0.6062,286,-0.0788
ENSG00000160058,BSDC1,67,0.00426,105,0.75979,66,-0.0160,52,-0.3727,53,-0.3627,70,0.10215,38,-0.8477,79,0.27773,63,-0.0754
ENSG00000160062,ZBTB8A,13,0.52229,2,-2.1552,12,0.35991,13,0.50395,9,-0.1921,7,-0.4471,7,-0.4202,15,0.69515,10,0.06911
ENSG00000176261,ZBTB8OS,44,-0.0061,23,-0.9850,45,0.01683,53,0.27389,43,-0.0581,46,0.06100,50,0.18006,42,-0.0647,52,0.24870
ENSG00000162521,RBBP4,106,0.31430,103,0.27717,105,0.30840,113,0.41761,90,0.04389,80,-0.1403,63,-0.5058,65,-0.4531,65,-0.4658
ENSG00000162522,KIAA1522,2,-2.6917,0,-4.9473,12,-0.3452,26,0.88533,18,0.25669,14,-0.1620,24,0.73740,25,0.85766,16,0.07951
ENSG00000134684,YARS,53,-1.1174,119,0.13849,140,0.40704,106,-0.0482,118,0.12931,134,0.38020,79,-0.5101,113,0.06018,95,-0.2248
ENSG00000116497,S100PBP,23,1.05300,24,1.09237,8,-0.6238,6,-0.9491,10,-0.3466,9,-0.5048,9,-0.3751,12,0.02472,11,-0.1886
ENSG00000160097,FNDC5,2,-3.3577,3,-3.1243,27,0.14910,22,-0.1453,35,0.58521,46,1.22220,14,-0.8932,19,-0.4007,32,0.43215
ENSG00000121905,HPCA,20,-3.7022,42,-2.6582,392,0.79037,236,-0.0472,292,0.29982,340,0.63971,225,-0.1197,312,0.40823,228,-0.0982
ENSG00000121900,TMEM54,41,0.25794,16,-1.1772,40,0.24074,38,0.14738,37,0.10071,36,0.06816,39,0.17396,36,0.06172,28,-0.3375
ENSG00000116514,RNF19B,10,-1.5573,23,-0.2957,48,0.84907,30,0.11358,37,0.40949,30,0.10425,27,-0.0564,22,-0.3994,26,-0.1349
ENSG00000004455,AK2,79,1.85742,46,0.87946,20,-0.4960,24,-0.2098,18,-0.6153,18,-0.7107,24,-0.2158,15,-0.9157,10,-1.4347
ENSG00000142920,AZIN2,25,0.13076,22,-0.1192,38,0.78099,22,-0.0942,30,0.39690,23,-0.0224,9,-1.3834,27,0.21971,15,-0.7103
ENSG00000160094,ZNF362,14,-0.3785,43,1.41285,16,-0.2511,13,-0.5311,10,-0.8917,15,-0.3277,19,0.03807,10,-0.8998,29,0.72280
ENSG00000134686,PHC2,98,1.00799,61,0.22252,63,0.26020,56,0.07972,53,-0.0067,46,-0.2753,43,-0.3395,34,-0.6961,34,-0.6911
ENSG00000163866,SMIM12,25,-1.1162,31,-0.7651,67,0.43516,68,0.44738,56,0.14238,74,0.68476,41,-0.3466,38,-0.4753,40,-0.4046
ENSG00000116544,DLGAP3,4,-3.0939,8,-2.2244,31,-0.2721,76,1.22004,44,0.30000,38,0.03624,64,0.91328,37,-0.0034,28,-0.4166
ENSG00000163867,ZMYM6,11,-0.3703,14,0.01853,16,0.28789,20,0.62266,17,0.36771,15,0.19412,13,-0.0755,7,-0.9583,7,-0.8813
ENSG00000116560,SFPQ,166,0.18119,180,0.31752,144,-0.0507,96,-0.6753,159,0.10823,144,-0.0510,122,-0.3051,171,0.23321,156,0.08116
ENSG00000146463,ZMYM4,21,-0.5619,23,-0.4551,32,0.10214,36,0.27196,30,-0.0217,33,0.14502,27,-0.1821,30,-0.0300,39,0.39694
ENSG00000142687,KIAA0319L,48,-0.1986,60,0.16056,79,0.59257,44,-0.3284,71,0.42576,56,0.04898,33,-0.7651,58,0.10961,40,-0.5034
ENSG00000020129,NCDN,74,-2.7298,296,-0.6640,590,0.43530,684,0.68309,712,0.75181,563,0.40949,327,-0.5093,328,-0.5032,379,-0.2770
ENSG00000126067,PSMB2,91,-0.2722,167,0.71154,135,0.35465,87,-0.3390,157,0.60600,107,-0.0188,70,-0.6717,84,-0.3970,77,-0.5381
ENSG00000142686,C1orf216,12,-2.4650,63,-0.0106,90,0.56716,63,0.00018,70,0.14839,72,0.22610,30,-1.1507,95,0.67062,67,0.08950
ENSG00000134698,AGO4,18,0.72328,19,0.77688,10,-0.1686,13,0.13297,11,-0.0339,9,-0.4207,12,0.09987,5,-1.1798,9,-0.3920
ENSG00000092847,AGO1,26,0.16472,44,1.01424,19,-0.3711,21,-0.2128,18,-0.4366,25,0.10525,17,-0.5033,23,-0.0832,20,-0.2779
ENSG00000126070,AGO3,32,0.93686,27,0.64968,11,-0.7105,10,-0.9296,11,-0.7500,17,-0.1086,9,-1.0840,18,0.03312,28,0.72750
ENSG00000116863,ADPRHL2,25,0.38197,27,0.48332,25,0.34450,17,-0.2414,26,0.40951,17,-0.2912,15,-0.4336,9,-1.1534,22,0.11931
ENSG00000054116,TRAPPC3,32,-0.7479,46,-0.1775,62,0.29960,76,0.63896,63,0.33004,53,0.04494,44,-0.2312,47,-0.1520,39,-0.4397
ENSG00000116871,MAP7D1,217,0.49321,158,-0.0278,174,0.12836,165,0.04878,186,0.23866,146,-0.1631,146,-0.1501,143,-0.1818,123,-0.4248
ENSG00000054118,THRAP3,56,0.16475,56,0.15986,54,0.10248,43,-0.2452,48,-0.0907,51,0.00814,35,-0.5539,56,0.16676,55,0.15203
ENSG00000196182,STK40,11,-0.6001,20,0.36910,18,0.14309,17,0.11232,15,-0.0849,15,-0.0819,15,-0.1251,15,-0.1522,19,0.30165
ENSG00000181817,LSM10,33,-0.4270,29,-0.6383,50,0.21074,38,-0.2242,49,0.18329,48,0.16591,54,0.35180,47,0.10149,41,-0.0906
ENSG00000116885,OSCP1,1,-3.4997,14,-0.1464,25,0.81205,17,0.16894,27,0.91441,15,-0.0982,15,-0.0657,16,0.05118,10,-0.7230
ENSG00000116898,MRPS15,30,-0.7500,43,-0.1566,49,0.04525,56,0.24664,65,0.48902,55,0.23687,41,-0.2510,23,-1.1099,63,0.44304
ENSG00000163873,GRIK3,5,-2.5677,125,2.54044,42,0.45409,5,-2.6643,2,-3.5572,27,-0.2595,7,-2.2763,28,-0.2154,47,0.64218
ENSG00000163875,MEAF6,54,-0.8679,104,0.13779,124,0.43318,95,-0.0027,126,0.45181,114,0.33120,68,-0.5260,75,-0.3657,77,-0.3303
ENSG00000163877,SNIP1,13,0.10491,7,-0.8688,12,-0.0987,10,-0.3986,19,0.63024,18,0.68604,7,-0.8689,15,0.23914,7,-0.8703
ENSG00000134697,GNL2,23,0.42085,12,-0.6192,17,-0.0679,13,-0.4329,21,0.30630,18,0.04808,10,-0.8595,21,0.33199,22,0.35706
ENSG00000116922,C1orf109,6,-1.0710,10,-0.4267,17,0.40061,15,0.25508,15,0.21393,13,0.07261,15,0.22175,9,-0.6079,16,0.34182
ENSG00000183317,EPHA10,0,-7.5571,6,-0.5906,11,0.34819,20,1.39959,12,0.54250,8,-0.0761,10,0.14229,8,-0.0488,3,-1.3102
ENSG00000185090,MANEAL,6,-2.3775,37,0.34335,41,0.50234,28,-0.1255,48,0.74953,36,0.29494,28,-0.1410,25,-0.3201,18,-0.7566
ENSG00000196449,YRDC,10,-0.6299,26,0.95666,14,-0.0085,16,0.17338,12,-0.2340,13,-0.2417,10,-0.5770,11,-0.3946,20,0.51106
ENSG00000197982,C1orf122,429,1.16531,238,0.16615,154,-0.5224,205,-0.0739,131,-0.7771,183,-0.2853,234,0.13897,196,-0.1468,196,-0.1494
ENSG00000188786,MTF1,29,1.53781,27,1.42923,5,-1.2331,11,0.00553,6,-0.8372,9,-0.3836,4,-1.5997,3,-1.8865,11,-0.0587
ENSG00000183431,SF3A3,22,-0.5643,58,0.97055,39,0.30937,25,-0.4210,40,0.36907,35,0.16798,23,-0.5483,14,-1.2342,30,-0.1129
ENSG00000183386,FHL3,6,-0.5078,5,-0.7186,4,-1.1315,11,0.48033,16,1.06527,8,-0.1618,7,-0.2148,11,0.45215,8,-0.1471
ENSG00000183520,UTP11,20,-0.6245,22,-0.5284,30,-0.0357,40,0.43397,45,0.64714,33,0.15431,28,-0.1234,24,-0.3947,29,-0.0558
ENSG00000185668,POU3F1,1,-3.0482,0,-7.5830,6,-0.5484,22,1.43318,30,2.05098,7,-0.5442,8,-0.2151,8,-0.2054,4,-1.1432
ENSG00000116954,RRAGC,39,-0.1048,73,0.91941,52,0.34799,40,-0.0667,47,0.19083,43,0.05941,28,-0.6421,28,-0.5916,24,-0.8375
ENSG00000174574,AKIRIN1,64,-0.3985,83,0.00726,91,0.16000,105,0.39311,123,0.65538,95,0.25444,48,-0.8273,70,-0.2584,50,-0.7625
ENSG00000168653,NDUFS5,423,-0.6645,493,-0.4253,623,-0.0559,702,0.13610,778,0.30256,616,-0.0842,674,0.06992,671,0.06321,858,0.46399
ENSG00000127603,MACF1,139,0.48793,160,0.72914,95,-0.1298,51,-1.0719,65,-0.7116,102,-0.0072,90,-0.2183,81,-0.3808,143,0.53565
ENSG00000090621,PABPC4,118,1.35970,53,0.02157,46,-0.2303,40,-0.4129,32,-0.7896,46,-0.2329,47,-0.1827,50,-0.0717,49,-0.1220
ENSG00000116983,HPCAL4,52,-2.1659,289,0.45881,211,-0.0515,228,0.06791,235,0.11649,254,0.27691,218,0.00031,227,0.06633,214,-0.0325
ENSG00000084072,PPIE,29,-0.1447,31,-0.0198,33,0.09754,34,0.11413,27,-0.2420,32,0.01303,30,-0.0480,36,0.23813,30,-0.0641
ENSG00000168389,MFSD2A,17,0.65601,29,1.59234,8,-0.4464,11,-0.0063,10,-0.2313,6,-0.9191,7,-0.7555,7,-0.6990,11,-0.0651
ENSG00000131236,CAP1,147,0.04352,123,-0.2363,185,0.41760,168,0.26278,149,0.07319,151,0.10464,102,-0.5286,133,-0.1155,119,-0.2931
ENSG00000131238,PPT1,90,-0.4086,146,0.36662,127,0.14971,122,0.07938,112,-0.0528,131,0.21567,101,-0.2154,76,-0.6702,126,0.12863
ENSG00000117000,RLF,13,0.30694,11,0.04221,13,0.30965,10,0.00691,9,-0.2842,7,-0.7316,6,-0.8381,18,0.92154,11,0.12649
ENSG00000259943,AL050341.2,15,0.03752,14,-0.0608,19,0.36657,13,-0.2228,11,-0.4449,21,0.59958,12,-0.2933,11,-0.4985,12,-0.2980
ENSG00000084073,ZMPSTE24,49,0.67310,31,-0.0763,37,0.21571,26,-0.3690,37,0.22423,37,0.26630,24,-0.4946,29,-0.1794,17,-1.0136
ENSG00000049089,COL9A2,67,2.89772,32,1.32177,3,-2.3588,2,-2.5371,1,-3.2583,4,-1.9119,8,-0.8287,5,-1.5241,17,0.29306
ENSG00000084070,SMAP2,31,-1.9104,81,-0.4785,149,0.50963,140,0.40797,153,0.55459,119,0.15563,81,-0.4688,114,0.06771,104,-0.0714
ENSG00000117016,RIMS3,10,-3.2939,40,-1.3145,113,0.27977,100,0.08948,97,0.04071,131,0.61526,90,-0.0877,122,0.40477,113,0.28290
ENSG00000066136,NFYC,12,-1.5682,53,0.74509,34,0.05163,19,-0.8773,38,0.22081,43,0.48089,25,-0.4364,33,-0.0088,33,-0.0330
ENSG00000179862,CITED4,18,-0.0987,7,-1.4310,26,0.50184,18,-0.0796,36,1.06806,23,0.31488,13,-0.6061,13,-0.5922,14,-0.5070
ENSG00000171793,CTPS1,5,-1.0216,6,-0.7462,13,0.51430,21,1.28913,12,0.41184,6,-0.7108,13,0.55774,4,-1.2158,8,-0.2039
ENSG00000010803,SCMH1,4,-1.4037,11,-0.0551,9,-0.3957,21,0.96572,10,-0.2196,14,0.40017,10,-0.1542,6,-0.8489,14,0.33378
ENSG00000127124,HIVEP3,8,-1.3026,18,-0.1267,30,0.64896,6,-1.7657,12,-0.8078,18,-0.1693,19,-0.0410,39,1.11286,31,0.68699
ENSG00000198815,FOXJ3,22,-1.2228,60,0.33829,67,0.52293,39,-0.3462,63,0.43804,54,0.20288,37,-0.4187,41,-0.2520,47,-0.0491
ENSG00000177181,RIMKLA,7,-1.9666,12,-1.2587,38,0.53124,36,0.44280,34,0.36687,37,0.58976,18,-0.6429,30,0.14543,23,-0.2802
ENSG00000127125,PPCS,43,-0.4867,72,0.34000,65,0.18202,53,-0.1611,88,0.67043,52,-0.1931,51,-0.2178,58,-0.0140,49,-0.2606
ENSG00000186409,CCDC30,14,0.09315,16,0.27801,9,-0.6444,8,-0.7945,9,-0.6728,10,-0.4828,15,0.16546,13,-0.1163,32,1.41091
ENSG00000171960,PPIH,12,-0.1454,11,-0.1918,17,0.45468,11,-0.2398,16,0.33178,12,-0.1817,12,-0.1296,10,-0.4114,17,0.41879
ENSG00000065978,YBX1,214,1.79447,106,0.52766,44,-0.8423,54,-0.5406,45,-0.8246,49,-0.7504,84,0.15272,56,-0.4884,63,-0.3018
ENSG00000164008,C1orf50,16,-0.3847,33,0.76610,22,0.10812,18,-0.1449,17,-0.2597,17,-0.2646,23,0.17986,20,-0.0280,20,-0.0464
ENSG00000177868,SVBP,35,-0.0805,38,0.05650,35,-0.0749,39,0.11224,53,0.60682,36,-0.0242,31,-0.2384,24,-0.6660,38,0.08031
ENSG00000117394,SLC2A1,73,1.01649,89,1.37786,28,-0.5429,37,-0.1022,16,-1.3527,20,-1.1037,40,0.01999,32,-0.3173,39,-0.0204
ENSG00000117395,EBNA1BP2,52,-0.9399,65,-0.6123,121,0.38086,115,0.29608,151,0.74876,113,0.31212,77,-0.3424,70,-0.4927,79,-0.2937
ENSG00000179178,TMEM125,167,5.59647,23,0.27672,3,-2.8435,1,-3.9790,0,-6.0510,0,-7.1686,0,-4.7203,0,-5.6939,1,-4.1515
ENSG00000066322,ELOVL1,225,3.83951,72,1.13873,5,-2.8221,17,-1.1351,6,-2.5926,4,-3.4607,12,-1.6054,7,-2.3301,10,-1.9115
ENSG00000159479,MED8,19,-0.1890,14,-0.7075,27,0.33641,25,0.23194,28,0.44049,22,0.06273,19,-0.1760,19,-0.1943,20,-0.1176
ENSG00000178922,HYI,33,0.87484,25,0.43971,13,-0.5514,21,0.18429,12,-0.6880,16,-0.3000,22,0.22180,14,-0.4894,18,-0.0679
ENSG00000142949,PTPRF,106,-0.1491,37,-1.7610,125,0.11644,193,0.83756,222,1.07893,108,-0.1406,101,-0.2260,97,-0.2859,68,-0.8311
ENSG00000066135,KDM4A,18,-0.0471,7,-1.3296,21,0.24886,16,-0.2069,22,0.27561,23,0.46902,11,-0.7596,17,-0.0788,23,0.34554
ENSG00000126091,ST3GAL3,13,-1.3921,36,0.18457,30,-0.1111,42,0.41630,36,0.14446,38,0.27512,26,-0.3564,34,0.09099,32,-0.0397
ENSG00000117408,IPO13,145,1.69032,88,0.78385,34,-0.7349,43,-0.3645,46,-0.2547,33,-0.8328,45,-0.3101,42,-0.4232,36,-0.6434
ENSG00000132768,DPH2,6,-0.6315,14,0.58684,13,0.45204,16,0.79804,12,0.31772,7,-0.5211,8,-0.3315,9,-0.1960,5,-0.8875
ENSG00000117410,ATP6V0B,256,-0.5477,257,-0.5378,477,0.44996,350,-0.0526,656,0.99298,434,0.33484,246,-0.6044,282,-0.3951,227,-0.7272
ENSG00000117411,B4GALT2,30,-1.1403,37,-0.7928,57,-0.1366,52,-0.2802,61,-0.0379,78,0.39866,82,0.44706,87,0.54603,62,-0.0086
ENSG00000159214,CCDC24,5,-1.7323,9,-0.7328,18,0.25921,13,-0.2252,20,0.45013,19,0.41107,12,-0.3458,22,0.58857,15,-0.0658
ENSG00000178028,DMAP1,40,-0.1139,38,-0.1929,48,0.20086,48,0.19928,37,-0.2102,53,0.40438,33,-0.4108,38,-0.1927,38,-0.1689
ENSG00000117419,ERI3,110,-0.6790,231,0.49719,186,0.14426,167,-0.0249,209,0.33479,153,-0.1878,149,-0.2124,153,-0.1652,189,0.17096
ENSG00000187147,RNF220,123,0.11915,137,0.30043,127,0.16839,131,0.22118,118,0.04944,119,0.07335,75,-0.6601,101,-0.1953,92,-0.3391
ENSG00000126106,TMEM53,6,-0.9540,10,-0.3457,11,-0.1119,8,-0.6263,23,1.00305,14,0.21316,12,-0.0915,16,0.38439,9,-0.4122
ENSG00000142937,RPS8,2258,1.37433,1181,0.25431,739,-0.4921,952,-0.0943,657,-0.6742,782,-0.4479,970,-0.0630,804,-0.3594,970,-0.0645
