feature,value,ctype,gene_name,ENTREZID,abs_value,weight_pos,datatype,rank,GO_group
ENSG00000260788,2.3698201179504395,Oligo.3,AC009063.2,124903732,2.3698201179504395,TRUE,snRNA-seq,5,Oligo3_F4+
ENSG00000185352,-2.359477996826172,Oligo.5,HS6ST3,266722,2.359477996826172,FALSE,snRNA-seq,7,Oligo5_F4-
ENSG00000171189,-2.3544509410858154,Oligo.5,GRIK1,2897,2.3544509410858154,FALSE,snRNA-seq,8,Oligo5_F4-
ENSG00000157168,-2.353799819946289,Oligo.5,NRG1,3084,2.353799819946289,FALSE,snRNA-seq,9,Oligo5_F4-
ENSG00000133019,-2.3405635356903076,Oligo.5,CHRM3,1131,2.3405635356903076,FALSE,snRNA-seq,10,Oligo5_F4-
ENSG00000250072,2.3209471702575684,Oligo.3,SH3TC2-DT,255187,2.3209471702575684,TRUE,snRNA-seq,6,Oligo3_F4+
ENSG00000157152,-2.3180227279663086,Oligo.5,SYN2,6854,2.3180227279663086,FALSE,snRNA-seq,11,Oligo5_F4-
ENSG00000241345,2.3096721172332764,Oligo.3,AC004690.2,105375483,2.3096721172332764,TRUE,snRNA-seq,7,Oligo3_F4+
ENSG00000173988,2.2990574836730957,Oligo.5,LRRC63,220416,2.2990574836730957,TRUE,snRNA-seq,2,Oligo5_F4+
ENSG00000108684,-2.287771701812744,Oligo.5,ASIC2,40,2.287771701812744,FALSE,snRNA-seq,12,Oligo5_F4-
ENSG00000145864,-2.279571056365967,Oligo.5,GABRB2,2561,2.279571056365967,FALSE,snRNA-seq,13,Oligo5_F4-
ENSG00000010278,2.276756525039673,Oligo.3,CD9,928,2.276756525039673,TRUE,snRNA-seq,8,Oligo3_F4+
ENSG00000186487,-2.265303373336792,Oligo.5,MYT1L,23040,2.265303373336792,FALSE,snRNA-seq,14,Oligo5_F4-
ENSG00000132938,-2.25838303565979,Oligo.5,MTUS2,23281,2.25838303565979,FALSE,snRNA-seq,15,Oligo5_F4-
ENSG00000258844,2.257406711578369,Oligo.5,AL162511.1,NA,2.257406711578369,TRUE,snRNA-seq,3,Oligo5_F4+
ENSG00000145526,-2.2537903785705566,Oligo.5,CDH18,1016,2.2537903785705566,FALSE,snRNA-seq,16,Oligo5_F4-
ENSG00000196376,-2.2504703998565674,Oligo.5,SLC35F1,222553,2.2504703998565674,FALSE,snRNA-seq,17,Oligo5_F4-
ENSG00000253877,2.247573137283325,Oligo.3,LINC01608,101927459,2.247573137283325,TRUE,snRNA-seq,9,Oligo3_F4+
ENSG00000183098,-2.246501922607422,Oligo.4,GPC6,10082,2.246501922607422,FALSE,snRNA-seq,1,Oligo4_F4-
ENSG00000150275,-2.2428689002990723,Oligo.5,PCDH15,65217,2.2428689002990723,FALSE,snRNA-seq,18,Oligo5_F4-
ENSG00000184408,-2.2380530834198,Oligo.5,KCND2,3751,2.2380530834198,FALSE,snRNA-seq,19,Oligo5_F4-
ENSG00000166206,-2.2335588932037354,Oligo.5,GABRB3,2562,2.2335588932037354,FALSE,snRNA-seq,20,Oligo5_F4-
ENSG00000136541,2.232696056365967,Oligo.3,ERMN,57471,2.232696056365967,TRUE,snRNA-seq,10,Oligo3_F4+
ENSG00000123560,2.2287800312042236,Oligo.3,PLP1,5354,2.2287800312042236,TRUE,snRNA-seq,11,Oligo3_F4+
ENSG00000101489,-2.2254860401153564,Oligo.5,CELF4,56853,2.2254860401153564,FALSE,snRNA-seq,21,Oligo5_F4-
ENSG00000163013,-2.21769380569458,vWMd,FBXO41,150726,2.21769380569458,FALSE,Visium,2,vWMd_F4-
ENSG00000156103,-2.2173726558685303,Oligo.5,MMP16,4325,2.2173726558685303,FALSE,snRNA-seq,22,Oligo5_F4-
ENSG00000080224,-2.216493606567383,Oligo.5,EPHA6,285220,2.216493606567383,FALSE,snRNA-seq,23,Oligo5_F4-
ENSG00000155974,-2.205010175704956,Oligo.5,GRIP1,23426,2.205010175704956,FALSE,snRNA-seq,24,Oligo5_F4-
ENSG00000152495,-2.2042720317840576,Oligo.5,CAMK4,814,2.2042720317840576,FALSE,snRNA-seq,25,Oligo5_F4-
ENSG00000174482,-2.1943445205688477,Oligo.5,LINGO2,158038,2.1943445205688477,FALSE,snRNA-seq,26,Oligo5_F4-
ENSG00000185737,-2.190220594406128,Oligo.5,NRG3,10718,2.190220594406128,FALSE,snRNA-seq,27,Oligo5_F4-
ENSG00000170579,-2.1787211894989014,Oligo.5,DLGAP1,9229,2.1787211894989014,FALSE,snRNA-seq,28,Oligo5_F4-
ENSG00000196277,-2.178441286087036,Oligo.5,GRM7,2917,2.178441286087036,FALSE,snRNA-seq,29,Oligo5_F4-
ENSG00000152818,-2.172105073928833,Oligo.4,UTRN,7402,2.172105073928833,FALSE,snRNA-seq,2,Oligo4_F4-
ENSG00000124496,-2.170853614807129,Oligo.5,TRERF1,55809,2.170853614807129,FALSE,snRNA-seq,30,Oligo5_F4-
ENSG00000117114,-2.168330430984497,Oligo.5,ADGRL2,23266,2.168330430984497,FALSE,snRNA-seq,31,Oligo5_F4-
ENSG00000239828,2.1662204265594482,Oligo.3,AC063944.1,NA,2.1662204265594482,TRUE,snRNA-seq,12,Oligo3_F4+
ENSG00000285051,2.1641290187835693,Oligo.3,SLC7A14-AS1,101928583,2.1641290187835693,TRUE,snRNA-seq,13,Oligo3_F4+
ENSG00000135951,2.160719394683838,Oligo.5,TSGA10,80705,2.160719394683838,TRUE,snRNA-seq,4,Oligo5_F4+
ENSG00000145824,-2.158546209335327,vWMd,CXCL14,9547,2.158546209335327,FALSE,Visium,3,vWMd_F4-
ENSG00000167641,2.156480312347412,Oligo.3,PPP1R14A,94274,2.156480312347412,TRUE,snRNA-seq,14,Oligo3_F4+
ENSG00000144724,-2.154207706451416,Oligo.4,PTPRG,5793,2.154207706451416,FALSE,snRNA-seq,3,Oligo4_F4-
ENSG00000286856,2.1490488052368164,Oligo.5,AC061708.1,NA,2.1490488052368164,TRUE,snRNA-seq,5,Oligo5_F4+
ENSG00000164588,-2.1482458114624023,Oligo.5,HCN1,348980,2.1482458114624023,FALSE,snRNA-seq,32,Oligo5_F4-
ENSG00000168234,-2.142207384109497,Oligo.5,TTC39C,125488,2.142207384109497,FALSE,snRNA-seq,33,Oligo5_F4-
ENSG00000134121,-2.1389968395233154,Oligo.5,CHL1,10752,2.1389968395233154,FALSE,snRNA-seq,34,Oligo5_F4-
ENSG00000286558,2.135655164718628,Oligo.3,AC098679.5,NA,2.135655164718628,TRUE,snRNA-seq,15,Oligo3_F4+
ENSG00000048740,-2.1345455646514893,Oligo.5,CELF2,10659,2.1345455646514893,FALSE,snRNA-seq,35,Oligo5_F4-
ENSG00000067715,-2.132265567779541,Oligo.5,SYT1,6857,2.132265567779541,FALSE,snRNA-seq,36,Oligo5_F4-
ENSG00000198010,-2.127246141433716,Oligo.5,DLGAP2,9228,2.127246141433716,FALSE,snRNA-seq,37,Oligo5_F4-
ENSG00000183715,-2.125075101852417,Oligo.5,OPCML,4978,2.125075101852417,FALSE,snRNA-seq,38,Oligo5_F4-
ENSG00000145934,-2.123063564300537,Oligo.5,TENM2,57451,2.123063564300537,FALSE,snRNA-seq,39,Oligo5_F4-
ENSG00000154864,2.1159074306488037,Oligo.3,PIEZO2,63895,2.1159074306488037,TRUE,snRNA-seq,16,Oligo3_F4+
ENSG00000204442,-2.11531400680542,Oligo.5,FAM155A,728215,2.11531400680542,FALSE,snRNA-seq,40,Oligo5_F4-
ENSG00000111913,-2.1119544506073,Oligo.5,RIPOR2,9750,2.1119544506073,FALSE,snRNA-seq,41,Oligo5_F4-
ENSG00000154975,-2.1100692749023438,Oligo.5,CA10,56934,2.1100692749023438,FALSE,snRNA-seq,42,Oligo5_F4-
ENSG00000206052,-2.1068520545959473,Oligo.5,DOK6,220164,2.1068520545959473,FALSE,snRNA-seq,43,Oligo5_F4-
ENSG00000164303,2.105783462524414,Oligo.5,ENPP6,133121,2.105783462524414,TRUE,snRNA-seq,6,Oligo5_F4+
ENSG00000145087,-2.1029586791992188,Oligo.5,STXBP5L,9515,2.1029586791992188,FALSE,snRNA-seq,44,Oligo5_F4-
ENSG00000069424,-2.099519968032837,vWMd,KCNAB2,8514,2.099519968032837,FALSE,Visium,4,vWMd_F4-
ENSG00000164124,2.0950586795806885,Oligo.3,TMEM144,55314,2.0950586795806885,TRUE,snRNA-seq,17,Oligo3_F4+
ENSG00000154162,-2.0913496017456055,Oligo.5,CDH12,1010,2.0913496017456055,FALSE,snRNA-seq,45,Oligo5_F4-
ENSG00000158715,2.0831871032714844,vWMd,SLC45A3,85414,2.0831871032714844,TRUE,Visium,1,vWMd_F4+
ENSG00000183049,-2.0813851356506348,Oligo.5,CAMK1D,57118,2.0813851356506348,FALSE,snRNA-seq,46,Oligo5_F4-
ENSG00000128283,2.0779242515563965,Oligo.3,CDC42EP1,11135,2.0779242515563965,TRUE,snRNA-seq,18,Oligo3_F4+
ENSG00000110427,-2.0751049518585205,Oligo.5,KIAA1549L,25758,2.0751049518585205,FALSE,snRNA-seq,47,Oligo5_F4-
ENSG00000186094,-2.0738558769226074,Oligo.5,AGBL4,84871,2.0738558769226074,FALSE,snRNA-seq,48,Oligo5_F4-
ENSG00000273079,-2.072983980178833,Oligo.5,GRIN2B,2904,2.072983980178833,FALSE,snRNA-seq,49,Oligo5_F4-
ENSG00000240405,2.0704424381256104,Oligo.5,SAMMSON,101927152,2.0704424381256104,TRUE,snRNA-seq,7,Oligo5_F4+
ENSG00000155052,-2.0690534114837646,Oligo.5,CNTNAP5,129684,2.0690534114837646,FALSE,snRNA-seq,50,Oligo5_F4-
ENSG00000168314,2.046799898147583,Oligo.3,MOBP,4336,2.046799898147583,TRUE,snRNA-seq,19,Oligo3_F4+
ENSG00000173193,-2.0352559089660645,Oligo.4,PARP14,54625,2.0352559089660645,FALSE,snRNA-seq,4,Oligo4_F4-
ENSG00000181418,-2.021873712539673,vWMd,DDN,23109,2.021873712539673,FALSE,Visium,5,vWMd_F4-
ENSG00000123700,2.006194591522217,Oligo.5,KCNJ2,3759,2.006194591522217,TRUE,snRNA-seq,8,Oligo5_F4+
ENSG00000081479,1.9965968132019043,Oligo.3,LRP2,4036,1.9965968132019043,TRUE,snRNA-seq,20,Oligo3_F4+
ENSG00000238217,1.9898103475570679,Oligo.3,LINC01877,101927641,1.9898103475570679,TRUE,snRNA-seq,21,Oligo3_F4+
ENSG00000078114,-1.9895622730255127,Oligo.4,NEBL,10529,1.9895622730255127,FALSE,snRNA-seq,5,Oligo4_F4-
ENSG00000127585,-1.9881865978240967,vWMd,FBXL16,146330,1.9881865978240967,FALSE,Visium,6,vWMd_F4-
ENSG00000145730,-1.9844422340393066,Oligo.4,PAM,5066,1.9844422340393066,FALSE,snRNA-seq,6,Oligo4_F4-
ENSG00000117114,-1.9840558767318726,Oligo.4,ADGRL2,23266,1.9840558767318726,FALSE,snRNA-seq,7,Oligo4_F4-
ENSG00000144331,-1.9826444387435913,Oligo.4,ZNF385B,151126,1.9826444387435913,FALSE,snRNA-seq,8,Oligo4_F4-
ENSG00000119121,1.9813660383224487,Oligo.3,TRPM6,140803,1.9813660383224487,TRUE,snRNA-seq,22,Oligo3_F4+
ENSG00000170775,1.9805408716201782,Oligo.3,GPR37,2861,1.9805408716201782,TRUE,snRNA-seq,23,Oligo3_F4+
ENSG00000259678,1.9722460508346558,Oligo.5,AC066613.2,NA,1.9722460508346558,TRUE,snRNA-seq,9,Oligo5_F4+
ENSG00000286541,1.970974326133728,Oligo.3,AC105941.1,NA,1.970974326133728,TRUE,snRNA-seq,24,Oligo3_F4+
ENSG00000244274,1.9651031494140625,Oligo.3,DBNDD2,55861,1.9651031494140625,TRUE,snRNA-seq,25,Oligo3_F4+
ENSG00000277829,1.9602652788162231,Oligo.3,AL031651.2,NA,1.9602652788162231,TRUE,snRNA-seq,26,Oligo3_F4+
ENSG00000081803,-1.955414891242981,Oligo.4,CADPS2,93664,1.955414891242981,FALSE,snRNA-seq,9,Oligo4_F4-
ENSG00000182732,-1.9512840509414673,Oligo.4,RGS6,9628,1.9512840509414673,FALSE,snRNA-seq,10,Oligo4_F4-
ENSG00000186417,1.94669508934021,vWMd,GLDN,342035,1.94669508934021,TRUE,Visium,2,vWMd_F4+
ENSG00000105695,1.9394420385360718,Oligo.3,MAG,4099,1.9394420385360718,TRUE,snRNA-seq,27,Oligo3_F4+
ENSG00000185274,-1.9363727569580078,Oligo.4,GALNT17,64409,1.9363727569580078,FALSE,snRNA-seq,11,Oligo4_F4-
ENSG00000141404,-1.9313771724700928,vWMd,GNAL,2774,1.9313771724700928,FALSE,Visium,7,vWMd_F4-
ENSG00000137962,-1.927051067352295,Oligo.4,ARHGAP29,9411,1.927051067352295,FALSE,snRNA-seq,12,Oligo4_F4-
ENSG00000137962,-1.927051067352295,Oligo.4,ARHGAP29,105378858,1.927051067352295,FALSE,snRNA-seq,13,Oligo4_F4-
ENSG00000183077,1.9268878698349,Oligo.5,AFMID,125061,1.9268878698349,TRUE,snRNA-seq,10,Oligo5_F4+
ENSG00000231427,1.9175622463226318,Oligo.3,LINC01445,102723605,1.9175622463226318,TRUE,snRNA-seq,28,Oligo3_F4+
ENSG00000169562,1.9123495817184448,Oligo.3,GJB1,2705,1.9123495817184448,TRUE,snRNA-seq,29,Oligo3_F4+
ENSG00000183230,1.9107224941253662,Oligo.3,CTNNA3,29119,1.9107224941253662,TRUE,snRNA-seq,30,Oligo3_F4+
ENSG00000010282,1.9071823358535767,Oligo.4,HHATL,57467,1.9071823358535767,TRUE,snRNA-seq,1,Oligo4_F4+
ENSG00000233828,1.9071186780929565,Oligo.3,LINC01949,117751736,1.9071186780929565,TRUE,snRNA-seq,31,Oligo3_F4+
ENSG00000274265,1.9064561128616333,Oligo.5,AC245297.3,NA,1.9064561128616333,TRUE,snRNA-seq,11,Oligo5_F4+
ENSG00000186417,1.9038203954696655,Oligo.3,GLDN,342035,1.9038203954696655,TRUE,snRNA-seq,32,Oligo3_F4+
ENSG00000157110,-1.902238368988037,Oligo.4,RBPMS,11030,1.902238368988037,FALSE,snRNA-seq,14,Oligo4_F4-
ENSG00000115756,-1.899937629699707,vWMd,HPCAL1,3241,1.899937629699707,FALSE,Visium,8,vWMd_F4-
ENSG00000136750,-1.8997178077697754,vWMd,GAD2,2572,1.8997178077697754,FALSE,Visium,9,vWMd_F4-
ENSG00000273507,1.8964403867721558,Oligo.3,AL354809.1,105370169,1.8964403867721558,TRUE,snRNA-seq,33,Oligo3_F4+
ENSG00000213949,-1.8947725296020508,Oligo.4,ITGA1,3672,1.8947725296020508,FALSE,snRNA-seq,15,Oligo4_F4-
ENSG00000167755,1.8937615156173706,Oligo.3,KLK6,5653,1.8937615156173706,TRUE,snRNA-seq,34,Oligo3_F4+
ENSG00000240687,1.8929955959320068,Oligo.3,AC082651.1,105373418,1.8929955959320068,TRUE,snRNA-seq,35,Oligo3_F4+
ENSG00000101298,-1.8911794424057007,vWMd,SNPH,9751,1.8911794424057007,FALSE,Visium,10,vWMd_F4-
ENSG00000084453,1.8820968866348267,Oligo.3,SLCO1A2,6579,1.8820968866348267,TRUE,snRNA-seq,36,Oligo3_F4+
ENSG00000158715,1.8766242265701294,Oligo.3,SLC45A3,85414,1.8766242265701294,TRUE,snRNA-seq,37,Oligo3_F4+
ENSG00000198835,1.8761488199234009,Oligo.3,GJC2,57165,1.8761488199234009,TRUE,snRNA-seq,38,Oligo3_F4+
ENSG00000187730,-1.8760902881622314,vWMd,GABRD,2563,1.8760902881622314,FALSE,Visium,11,vWMd_F4-
ENSG00000026025,-1.8757368326187134,Oligo.4,VIM,7431,1.8757368326187134,FALSE,snRNA-seq,16,Oligo4_F4-
ENSG00000086205,1.8717689514160156,vWMpv,FOLH1,2346,1.8717689514160156,TRUE,Visium,1,vWMpv_F4+
ENSG00000162804,-1.8671642541885376,Oligo.4,SNED1,25992,1.8671642541885376,FALSE,snRNA-seq,17,Oligo4_F4-
ENSG00000123243,-1.864700436592102,Oligo.4,ITIH5,80760,1.864700436592102,FALSE,snRNA-seq,18,Oligo4_F4-
ENSG00000086205,1.8593088388442993,Oligo.3,FOLH1,2346,1.8593088388442993,TRUE,snRNA-seq,39,Oligo3_F4+
ENSG00000158859,1.8547202348709106,Oligo.3,ADAMTS4,9507,1.8547202348709106,TRUE,snRNA-seq,40,Oligo3_F4+
ENSG00000287645,1.8481780290603638,Oligo.3,AC092939.1,NA,1.8481780290603638,TRUE,snRNA-seq,41,Oligo3_F4+
ENSG00000147488,1.8475581407546997,Oligo.3,ST18,9705,1.8475581407546997,TRUE,snRNA-seq,42,Oligo3_F4+
ENSG00000268518,1.8470473289489746,Oligo.5,AC020909.2,NA,1.8470473289489746,TRUE,snRNA-seq,12,Oligo5_F4+
ENSG00000166091,1.8424487113952637,Oligo.5,CMTM5,116173,1.8424487113952637,TRUE,snRNA-seq,13,Oligo5_F4+
ENSG00000067840,-1.841185450553894,vWMd,PDZD4,57595,1.841185450553894,FALSE,Visium,12,vWMd_F4-
ENSG00000099814,-1.840956211090088,vWMd,CEP170B,283638,1.840956211090088,FALSE,Visium,13,vWMd_F4-
ENSG00000110777,1.8401399850845337,Oligo.3,POU2AF1,5450,1.8401399850845337,TRUE,snRNA-seq,43,Oligo3_F4+
ENSG00000170802,1.8383541107177734,vWMd,FOXN2,3344,1.8383541107177734,TRUE,Visium,3,vWMd_F4+
ENSG00000092871,1.838059663772583,vWMpv,RFFL,117584,1.838059663772583,TRUE,Visium,2,vWMpv_F4+
ENSG00000227088,1.8350107669830322,Oligo.3,AC012494.1,NA,1.8350107669830322,TRUE,snRNA-seq,44,Oligo3_F4+
ENSG00000116983,-1.8344205617904663,vWMd,HPCAL4,51440,1.8344205617904663,FALSE,Visium,14,vWMd_F4-
ENSG00000145920,-1.8281033039093018,vWMd,CPLX2,10814,1.8281033039093018,FALSE,Visium,15,vWMd_F4-
ENSG00000069702,-1.8186558485031128,Oligo.4,TGFBR3,7049,1.8186558485031128,FALSE,snRNA-seq,19,Oligo4_F4-
ENSG00000122367,1.8168619871139526,vWMd,LDB3,11155,1.8168619871139526,TRUE,Visium,4,vWMd_F4+
ENSG00000152689,1.8143454790115356,Oligo.3,RASGRP3,25780,1.8143454790115356,TRUE,snRNA-seq,45,Oligo3_F4+
ENSG00000233828,1.813859462738037,Oligo.5,LINC01949,117751736,1.813859462738037,TRUE,snRNA-seq,14,Oligo5_F4+
ENSG00000075651,1.8132622241973877,Oligo.3,PLD1,5337,1.8132622241973877,TRUE,snRNA-seq,46,Oligo3_F4+
ENSG00000286279,1.811146855354309,Oligo.3,AC108721.2,NA,1.811146855354309,TRUE,snRNA-seq,47,Oligo3_F4+
ENSG00000119280,1.8090726137161255,Oligo.5,C1orf198,84886,1.8090726137161255,TRUE,snRNA-seq,15,Oligo5_F4+
ENSG00000170681,1.8058052062988281,Oligo.3,CAVIN4,347273,1.8058052062988281,TRUE,snRNA-seq,48,Oligo3_F4+
ENSG00000127329,-1.8046952486038208,Oligo.4,PTPRB,5787,1.8046952486038208,FALSE,snRNA-seq,20,Oligo4_F4-
ENSG00000018625,-1.8034862279891968,Oligo.4,ATP1A2,477,1.8034862279891968,FALSE,snRNA-seq,21,Oligo4_F4-
