Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000189337,KAZN,19,-1.0367,48,0.35567,29,-0.4581,30,-0.4106,54,0.78735,64,0.79668,20,-1.1872
ENSG00000142634,EFHD2,4,-4.3824,33,-1.4353,28,-1.6949,61,-0.5073,188,2.46508,74,-0.2279,23,-2.1560
ENSG00000116138,DNAJC16,58,1.19495,6,-2.1524,12,-1.2654,33,0.28170,27,-0.0886,27,-0.0258,30,0.14962
ENSG00000197312,DDI2,29,0.19422,6,-2.0617,12,-1.0887,35,0.48957,38,0.90317,34,0.42960,14,-1.0582
ENSG00000116786,PLEKHM2,26,-1.6964,62,-0.4183,106,0.41289,59,-0.4925,101,0.49644,67,-0.3003,84,0.06093
ENSG00000065526,SPEN,15,-0.9391,58,1.18702,28,-0.0142,24,-0.2458,27,-0.1083,27,-0.0609,26,-0.1384
ENSG00000116809,ZBTB17,45,1.46550,20,0.12331,15,-0.3219,19,0.07962,17,-0.1653,5,-1.8473,16,-0.2345
ENSG00000185519,FAM131C,0,-4.2084,4,-1.7972,18,0.31795,7,-1.1015,19,0.61699,37,1.51487,11,-0.5357
ENSG00000037637,FBXO42,2,-2.8624,16,0.08893,12,-0.3327,30,1.10000,15,0.03783,11,-0.4339,16,0.12682
ENSG00000055070,SZRD1,12,-1.0857,80,1.94678,29,0.20716,9,-1.5745,20,-0.4454,17,-0.5960,25,-0.0037
ENSG00000157191,NECAP2,0,-4.1411,44,1.95629,14,0.02031,3,-1.9387,14,0.05699,14,0.07664,11,-0.4435
ENSG00000058453,CROCC,0,-4.2320,21,0.57696,8,-0.9493,19,0.39533,15,0.10872,26,0.91178,13,-0.1773
ENSG00000159363,ATP13A2,182,0.27752,47,-1.7782,122,-0.3443,202,0.44473,165,0.16768,223,0.60538,132,-0.2676
ENSG00000117118,SDHB,92,-0.0196,71,-0.4073,92,-0.0133,88,-0.0885,87,-0.1309,110,0.25982,104,0.22616
ENSG00000117115,PADI2,12,-1.8123,221,3.16338,38,-0.1077,2,-4.0202,32,-0.4613,16,-1.3884,23,-1.0036
ENSG00000179051,RCC2,0,-4.3856,20,0.29611,9,-0.8150,15,-0.0995,15,-0.1245,18,0.17324,24,0.75806
ENSG00000074964,ARHGEF10L,40,1.33292,24,0.50178,16,-0.1309,10,-0.8630,19,0.21378,11,-0.7357,11,-0.8446
ENSG00000117154,IGSF21,72,0.25252,18,-1.8329,36,-0.8092,74,0.28688,89,0.89618,64,0.06700,39,-0.8151
ENSG00000159423,ALDH4A1,0,-5.3425,31,-0.0472,45,0.53431,12,-1.4331,46,0.90111,28,-0.2064,27,-0.3084
ENSG00000127463,EMC1,54,0.60513,29,-0.3659,26,-0.5276,63,0.86490,36,-0.0652,40,0.14537,29,-0.4464
ENSG00000053372,MRTO4,0,-5.3534,30,-0.3038,34,-0.1007,33,-0.1490,46,0.52147,39,0.07910,40,0.14868
ENSG00000053371,AKR7A2,2,-4.5091,96,1.27758,55,0.36374,24,-0.9179,40,-0.1888,62,0.54396,43,-0.0554
ENSG00000077549,CAPZB,160,-0.3834,225,0.14498,167,-0.3217,233,0.20307,219,0.14596,208,0.02262,197,-0.0760
ENSG00000173436,MICOS10,192,-0.8670,291,-0.2261,444,0.43914,328,-0.0397,374,0.23013,343,0.03006,316,-0.1193
ENSG00000158747,NBL1,157,-0.1583,250,0.58132,140,-0.3308,125,-0.5054,224,0.59002,176,0.01533,114,-0.7673
ENSG00000169914,OTUD3,1,-3.3852,4,-1.9253,10,-0.6213,19,0.26020,18,0.25038,30,1.02451,18,0.25794
ENSG00000162545,CAMK2N1,1090,-0.4556,468,-1.7271,1882,0.40307,1758,0.29356,1207,-0.3966,1208,-0.2971,2101,0.75110
ENSG00000090432,MUL1,0,-5.0880,15,-0.8552,24,-0.1339,38,0.57697,37,0.77974,29,0.15558,21,-0.4176
ENSG00000158828,PINK1,273,-0.5210,213,-0.9038,393,0.04137,439,0.21731,431,0.26389,406,0.09221,382,-0.0041
ENSG00000244038,DDOST,74,1.29804,32,-0.0589,23,-0.5430,52,0.69955,23,-0.7676,32,-0.0547,32,-0.0609
ENSG00000117245,KIF17,2,-3.2823,5,-1.9180,8,-1.3022,33,0.81849,29,0.97059,24,0.29149,15,-0.4286
ENSG00000189410,SH2D5,25,-0.5653,9,-2.0107,43,0.23949,64,0.89141,38,0.07487,20,-0.9201,42,0.27935
ENSG00000127483,HP1BP3,106,-0.5966,151,-0.0491,109,-0.5475,149,-0.0660,178,0.30671,166,0.10328,157,0.02280
ENSG00000075151,EIF4G3,115,-0.0090,64,-0.9042,56,-1.1138,127,0.14338,122,0.10523,149,0.39643,131,0.24133
ENSG00000117298,ECE1,3,-2.2269,61,2.29046,9,-0.8105,10,-0.7138,20,0.43905,7,-1.3241,8,-1.1286
ENSG00000076864,RAP1GAP,114,-0.5226,35,-2.2915,88,-0.9172,236,0.62044,203,0.54022,132,-0.2984,169,0.10491
ENSG00000090686,USP48,93,1.13943,40,-0.2036,32,-0.5603,58,0.35290,43,-0.1529,46,-0.0157,38,-0.3687
ENSG00000070831,CDC42,70,-1.6855,161,-0.4337,129,-0.7674,315,0.62519,264,0.49578,291,0.49603,178,-0.3383
ENSG00000173372,C1QA,26,-0.6057,204,3.09995,35,-0.1340,12,-1.7616,16,-1.6503,29,-0.4323,31,-0.3928
ENSG00000159189,C1QC,22,-0.6104,178,3.10586,29,-0.2076,6,-2.5492,20,-0.9955,10,-1.7632,25,-0.5077
ENSG00000173369,C1QB,86,0.40066,309,2.76275,73,0.13087,18,-1.9464,35,-1.2257,28,-1.3019,50,-0.5446
ENSG00000004487,KDM1A,15,-1.7761,42,-0.2940,44,-0.2088,94,1.01716,51,0.02317,52,0.04418,51,0.03198
ENSG00000169641,LUZP1,10,-1.9196,16,-1.1790,27,-0.4646,27,-0.4258,49,0.71186,40,0.16897,39,0.14844
ENSG00000125944,HNRNPR,24,-2.2303,107,0.01598,77,-0.4866,149,0.54228,105,-0.0283,168,0.73724,110,0.06382
ENSG00000125945,ZNF436,18,-0.4239,3,-2.8199,9,-1.5194,44,0.96029,26,0.19882,21,-0.1967,29,0.39457
ENSG00000117318,ID3,37,-0.8603,660,5.96611,4,-4.0988,13,-2.3672,5,-4.0483,1,-5.9064,12,-2.7089
ENSG00000142676,RPL11,1169,1.09531,1308,1.29093,675,0.19018,258,-1.2875,481,-0.4488,552,-0.1277,432,-0.5968
ENSG00000011007,ELOA,0,-4.3987,24,0.58313,9,-0.8701,24,0.62959,17,0.05815,12,-0.4746,20,0.37220
ENSG00000057757,PITHD1,103,-1.0719,63,-1.8062,127,-0.7539,288,0.52805,241,0.34308,296,0.57050,215,0.06941
ENSG00000011009,LYPLA2,32,-0.7360,24,-1.1924,41,-0.3692,76,0.59489,53,0.03632,62,0.24926,60,0.27238
ENSG00000117308,GALE,16,-0.0986,7,-1.3272,12,-0.5720,28,0.77859,11,-0.8973,29,0.81203,24,0.65988
ENSG00000117305,HMGCL,2,-3.5566,36,0.80789,23,0.10689,22,0.04228,23,0.10989,20,-0.1018,22,0.01304
ENSG00000179163,FUCA1,0,-4.2191,19,0.40734,11,-0.4126,24,0.82797,15,0.05772,11,-0.4458,16,0.22107
ENSG00000189266,PNRC2,169,1.68831,78,0.36671,41,-0.6281,31,-1.0402,63,0.02194,47,-0.4188,42,-0.7005
ENSG00000188529,SRSF10,16,-1.9150,69,0.31989,43,-0.4030,72,0.38273,62,0.20442,74,0.43440,52,-0.1638
ENSG00000001461,NIPAL3,66,0.21074,34,-0.7909,34,-0.7874,56,-0.0594,83,0.86810,45,-0.3727,42,-0.5846
ENSG00000133226,SRRM1,28,-0.6498,84,1.07860,31,-0.5206,45,0.08116,41,-0.0988,34,-0.3660,43,0.02045
ENSG00000169504,CLIC4,12,-1.2557,136,2.91461,14,-0.9746,2,-3.3927,28,0.00378,23,-0.2836,11,-1.5781
ENSG00000117614,SYF2,112,0.83204,114,0.86430,40,-0.7831,49,-0.4570,51,-0.5565,62,-0.1183,73,0.18955
ENSG00000117616,RSRP1,84,0.35260,64,-0.0899,48,-0.5248,62,-0.1222,75,0.24418,64,-0.0851,62,-0.1589
ENSG00000183726,TMEM50A,145,0.74912,84,-0.1256,66,-0.4925,124,0.49239,70,-0.5286,63,-0.5572,109,0.36863
ENSG00000204178,MACO1,30,0.01995,18,-0.7629,13,-1.2321,22,-0.3983,37,0.55177,34,0.23787,28,-0.0527
ENSG00000117643,MAN1C1,19,-1.3356,44,-0.0438,36,-0.3602,86,1.03006,17,-1.8068,56,0.32565,80,1.20279
ENSG00000162430,SELENON,99,1.16407,78,0.76284,39,-0.3435,47,-0.0639,41,-0.3380,42,-0.2221,38,-0.4650
ENSG00000117640,MTFR1L,60,-0.2479,58,-0.2846,75,0.10731,97,0.51010,76,0.16878,87,0.34774,54,-0.4872
ENSG00000117632,STMN1,558,-1.0506,346,-1.7641,688,-0.7341,1374,0.34234,1454,0.63731,1185,0.10622,1108,0.00089
ENSG00000158008,EXTL1,38,-0.4826,8,-2.7669,37,-0.5119,61,0.25098,55,0.09168,44,-0.2704,73,0.69501
ENSG00000142684,ZNF593,82,1.42814,33,-0.0573,31,-0.1585,30,-0.2314,30,-0.3133,30,-0.2014,30,-0.2772
ENSG00000142669,SH3BGRL3,366,0.41953,236,-0.2746,242,-0.2394,227,-0.3350,353,0.51999,256,-0.1515,214,-0.5094
ENSG00000158062,UBXN11,15,-0.8573,38,0.61284,23,-0.1758,44,0.84439,16,-0.9670,28,0.11384,33,0.51154
ENSG00000117682,DHDDS,1,-3.9336,13,-0.3531,14,-0.2678,12,-0.5085,21,0.53578,20,0.33632,18,0.18039
ENSG00000198830,HMGN2,167,0.28783,320,1.37618,134,-0.0637,89,-0.6978,109,-0.5051,149,0.10102,126,-0.1850
ENSG00000117713,ARID1A,42,-0.4560,53,-0.1092,32,-0.8568,73,0.40018,61,0.14450,70,0.32521,56,-0.0231
ENSG00000204160,ZDHHC18,7,-2.0185,16,-0.9029,21,-0.4445,35,0.32810,33,0.30740,50,0.90310,27,-0.0851
ENSG00000142751,GPN2,0,-4.3222,9,-0.8779,16,0.04656,15,-0.0244,22,0.80780,10,-0.6276,16,0.06203
ENSG00000090273,NUDC,198,0.29630,96,-0.8274,159,-0.0552,173,0.07817,162,-0.0294,142,-0.2238,185,0.23511
ENSG00000253368,TRNP1,36,-0.8457,20,-1.7546,56,-0.1977,45,-0.5230,81,0.56228,103,0.78523,59,-0.1379
ENSG00000090020,SLC9A1,0,-5.2462,5,-2.4553,10,-1.5758,49,0.78829,45,1.00626,20,-0.6000,31,0.06352
ENSG00000142784,WDTC1,23,-0.4806,26,-0.2940,29,-0.1210,27,-0.2462,29,-0.1912,20,-0.6999,46,0.77941
ENSG00000186501,TMEM222,50,-0.6109,58,-0.3872,82,0.15168,61,-0.3103,77,0.06961,89,0.27314,82,0.19128
ENSG00000158195,WASF2,0,-4.8573,78,2.11926,23,0.04518,6,-1.9789,27,0.36721,14,-0.7571,15,-0.7825
ENSG00000126705,AHDC1,0,-6.0275,36,-0.5883,27,-1.0097,49,-0.1028,79,1.00931,58,0.17092,47,-0.1919
ENSG00000126709,IFI6,175,0.44541,174,0.43227,69,-1.0000,129,-0.0407,160,0.42602,174,0.43679,76,-0.9807
ENSG00000009780,FAM76A,3,-2.1164,10,-0.6416,8,-0.8232,15,-0.0248,17,0.26354,29,1.09433,15,0.04483
ENSG00000117758,STX12,69,-0.4499,79,-0.2456,61,-0.6377,116,0.35987,124,0.69026,85,-0.1428,68,-0.5629
ENSG00000117751,PPP1R8,27,-0.0511,23,-0.3203,19,-0.6064,28,-0.0217,35,0.48448,25,-0.1541,25,-0.1927
ENSG00000117748,RPA2,44,-0.4063,66,0.22904,38,-0.6076,89,0.71531,49,-0.3222,50,-0.2120,67,0.32739
ENSG00000126698,DNAJC8,140,0.19567,137,0.16232,118,-0.0742,154,0.35397,113,-0.1775,103,-0.2797,125,0.02715
ENSG00000130770,ATP5IF1,376,-0.4933,256,-1.0764,548,0.09214,530,0.03932,306,-1.0218,765,0.63066,833,1.01952
ENSG00000180098,TRNAU1AP,18,0.00406,14,-0.3561,15,-0.3027,25,0.47214,19,0.07371,15,-0.3149,19,0.05056
ENSG00000120656,TAF12,48,1.58338,18,0.00927,13,-0.5504,17,-0.0847,15,-0.3566,26,0.53600,12,-0.7295
ENSG00000198492,YTHDF2,49,-0.8082,33,-1.4087,43,-1.0257,118,0.53917,103,0.46156,62,-0.4591,97,0.28138
ENSG00000116350,SRSF4,11,-2.0955,53,0.28014,31,-0.5723,36,-0.3283,58,0.62661,45,0.01649,42,-0.1197
ENSG00000116353,MECR,27,-0.4052,15,-1.2617,33,-0.1053,44,0.34486,38,0.18108,34,-0.0591,39,0.19197
ENSG00000162511,LAPTM5,76,0.63169,151,1.82506,73,0.55658,9,-2.5557,40,-0.5185,46,-0.1690,34,-0.7417
ENSG00000162512,SDC3,60,-1.8543,156,-0.4267,184,-0.1657,197,-0.0659,241,0.36103,216,0.08589,228,0.20954
ENSG00000134644,PUM1,121,-0.3699,57,-1.4986,94,-0.7615,188,0.31999,211,0.76107,156,0.02150,127,-0.3516
ENSG00000060688,SNRNP40,0,-4.6318,19,-0.0586,14,-0.4787,29,0.61993,29,0.91811,12,-0.6893,15,-0.4784
ENSG00000121766,ZCCHC17,159,0.35077,47,-1.5146,107,-0.2644,200,0.72791,114,-0.2373,93,-0.4892,156,0.39943
ENSG00000121769,FABP3,4,-4.9573,23,-2.5912,119,-0.1384,195,0.65741,163,0.52328,145,0.18083,140,0.14247
ENSG00000162517,PEF1,20,-2.2989,48,-0.9942,67,-0.4917,118,0.38928,93,0.02396,92,0.00141,130,0.69598
ENSG00000084636,COL16A1,19,-1.2653,90,1.17180,26,-0.8178,33,-0.4513,58,0.63471,34,-0.4085,32,-0.5924
ENSG00000121753,ADGRB2,63,-2.2518,64,-2.2358,244,-0.2286,392,0.52481,318,0.26857,222,-0.3696,376,0.58303
