ensembl,gene,dataset,layer,top,marker_anno,SpD,layer_combo
ENSG00000104722,NEFM,spatialDLPFC,L3,57,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000128656,CHN1,spatialDLPFC,L3,58,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000115290,GRB14,spatialDLPFC,L3,59,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000183798,EMILIN3,spatialDLPFC,L3,60,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000185352,HS6ST3,spatialDLPFC,L3,61,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000172348,RCAN2,spatialDLPFC,L3,62,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000184602,SNN,spatialDLPFC,L3,63,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000007171,NOS2,spatialDLPFC,L3,64,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000177301,KCNA2,spatialDLPFC,L3,65,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000163827,LRRC2,spatialDLPFC,L3,66,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000003249,DBNDD1,spatialDLPFC,L3,67,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000144152,FBLN7,spatialDLPFC,L3,68,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000125827,TMX4,spatialDLPFC,L3,69,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000164733,CTSB,spatialDLPFC,L3,70,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000022355,GABRA1,spatialDLPFC,L3,71,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000143420,ENSA,spatialDLPFC,L3,72,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000124140,SLC12A5,spatialDLPFC,L3,73,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000157470,FAM81A,spatialDLPFC,L3,74,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000277586,NEFL,spatialDLPFC,L3,75,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000163536,SERPINI1,spatialDLPFC,L3,76,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000127588,GNG13,spatialDLPFC,L3,77,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000270321,AC007953.2,spatialDLPFC,L3,78,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000146242,TPBG,spatialDLPFC,L3,79,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000120899,PTK2B,spatialDLPFC,L3,80,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000162706,CADM3,spatialDLPFC,L3,81,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000163399,ATP1A1,spatialDLPFC,L3,82,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000141668,CBLN2,spatialDLPFC,L3,83,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000138207,RBP4,spatialDLPFC,L3,84,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000140015,KCNH5,spatialDLPFC,L3,85,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000163032,VSNL1,spatialDLPFC,L3,86,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000185668,POU3F1,spatialDLPFC,L3,87,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000117069,ST6GALNAC5,spatialDLPFC,L3,88,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000198668,CALM1,spatialDLPFC,L3,89,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000074211,PPP2R2C,spatialDLPFC,L3,90,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000162543,UBXN10,spatialDLPFC,L3,91,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000175874,CREG2,spatialDLPFC,L3,92,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000185774,KCNIP4,spatialDLPFC,L3,93,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000189195,BTBD8,spatialDLPFC,L3,94,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000170579,DLGAP1,spatialDLPFC,L3,95,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000152894,PTPRK,spatialDLPFC,L3,96,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000168490,PHYHIP,spatialDLPFC,L3,97,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000091664,SLC17A6,spatialDLPFC,L3,98,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000128564,VGF,spatialDLPFC,L3,99,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000007516,BAIAP3,spatialDLPFC,L3,100,Sp09D05 ~ L3,Sp09D05,Sp09D05 ~ L3
ENSG00000107331,ABCA2,spatialDLPFC,WM,1,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000244274,DBNDD2,spatialDLPFC,WM,2,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000173786,CNP,spatialDLPFC,WM,3,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000080822,CLDND1,spatialDLPFC,WM,4,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000123560,PLP1,spatialDLPFC,WM,5,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000164176,EDIL3,spatialDLPFC,WM,6,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000242808,SOX2-OT,spatialDLPFC,WM,7,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000176485,PLAAT3,spatialDLPFC,WM,8,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000070214,SLC44A1,spatialDLPFC,WM,9,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000109099,PMP22,spatialDLPFC,WM,10,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000102934,PLLP,spatialDLPFC,WM,11,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000118785,SPP1,spatialDLPFC,WM,12,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000091513,TF,spatialDLPFC,WM,13,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000149557,FEZ1,spatialDLPFC,WM,14,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000165566,AMER2,spatialDLPFC,WM,15,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000129538,RNASE1,spatialDLPFC,WM,16,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000184144,CNTN2,spatialDLPFC,WM,17,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000160781,PAQR6,spatialDLPFC,WM,18,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000066322,ELOVL1,spatialDLPFC,WM,19,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000105695,MAG,spatialDLPFC,WM,20,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000250722,SELENOP,spatialDLPFC,WM,21,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000136960,ENPP2,spatialDLPFC,WM,22,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000117691,NENF,spatialDLPFC,WM,23,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000107902,LHPP,spatialDLPFC,WM,24,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000112531,QKI,spatialDLPFC,WM,25,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000167191,GPRC5B,spatialDLPFC,WM,26,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000139737,SLAIN1,spatialDLPFC,WM,27,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000005893,LAMP2,spatialDLPFC,WM,28,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000143418,CERS2,spatialDLPFC,WM,29,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000164124,TMEM144,spatialDLPFC,WM,30,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000167641,PPP1R14A,spatialDLPFC,WM,31,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000172508,CARNS1,spatialDLPFC,WM,32,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000013297,CLDN11,spatialDLPFC,WM,33,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000126860,EVI2A,spatialDLPFC,WM,34,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000068903,SIRT2,spatialDLPFC,WM,35,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000138152,BTBD16,spatialDLPFC,WM,36,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000126878,AIF1L,spatialDLPFC,WM,37,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000108387,SEPTIN4,spatialDLPFC,WM,38,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000197971,MBP,spatialDLPFC,WM,39,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000141540,TTYH2,spatialDLPFC,WM,40,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000148826,NKX6-2,spatialDLPFC,WM,41,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000175130,MARCKSL1,spatialDLPFC,WM,42,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000187164,SHTN1,spatialDLPFC,WM,43,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000124920,MYRF,spatialDLPFC,WM,44,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000136541,ERMN,spatialDLPFC,WM,45,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000159228,CBR1,spatialDLPFC,WM,46,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000109846,CRYAB,spatialDLPFC,WM,47,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000010278,CD9,spatialDLPFC,WM,48,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000197430,OPALIN,spatialDLPFC,WM,49,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000065361,ERBB3,spatialDLPFC,WM,50,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000019144,PHLDB1,spatialDLPFC,WM,51,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000184221,OLIG1,spatialDLPFC,WM,52,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000021300,PLEKHB1,spatialDLPFC,WM,53,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000168314,MOBP,spatialDLPFC,WM,54,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000170775,GPR37,spatialDLPFC,WM,55,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000150656,CNDP1,spatialDLPFC,WM,56,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000172005,MAL,spatialDLPFC,WM,57,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000012171,SEMA3B,spatialDLPFC,WM,58,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000184007,PTP4A2,spatialDLPFC,WM,59,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000166091,CMTM5,spatialDLPFC,WM,60,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000174607,UGT8,spatialDLPFC,WM,61,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000100242,SUN2,spatialDLPFC,WM,62,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000103089,FA2H,spatialDLPFC,WM,63,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000204655,MOG,spatialDLPFC,WM,64,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000011426,ANLN,spatialDLPFC,WM,65,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000124251,TP53TG5,spatialDLPFC,WM,66,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000186417,GLDN,spatialDLPFC,WM,67,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000066468,FGFR2,spatialDLPFC,WM,68,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000148180,GSN,spatialDLPFC,WM,69,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000115935,WIPF1,spatialDLPFC,WM,70,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000115468,EFHD1,spatialDLPFC,WM,71,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000126803,HSPA2,spatialDLPFC,WM,72,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000081479,LRP2,spatialDLPFC,WM,73,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000166086,JAM3,spatialDLPFC,WM,74,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000054690,PLEKHH1,spatialDLPFC,WM,75,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000185896,LAMP1,spatialDLPFC,WM,76,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000099194,SCD,spatialDLPFC,WM,77,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000167996,FTH1,spatialDLPFC,WM,78,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000198121,LPAR1,spatialDLPFC,WM,79,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000113578,FGF1,spatialDLPFC,WM,80,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000227392,HPN-AS1,spatialDLPFC,WM,81,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000005513,SOX8,spatialDLPFC,WM,82,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000158859,ADAMTS4,spatialDLPFC,WM,83,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000107798,LIPA,spatialDLPFC,WM,84,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000237949,LINC00844,spatialDLPFC,WM,85,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000064787,BCAS1,spatialDLPFC,WM,86,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000086205,FOLH1,spatialDLPFC,WM,87,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000167123,CERCAM,spatialDLPFC,WM,88,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000169562,GJB1,spatialDLPFC,WM,89,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000164171,ITGA2,spatialDLPFC,WM,90,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000060237,WNK1,spatialDLPFC,WM,91,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000152910,CNTNAP4,spatialDLPFC,WM,92,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000132702,HAPLN2,spatialDLPFC,WM,93,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000104419,NDRG1,spatialDLPFC,WM,94,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000163517,HDAC11,spatialDLPFC,WM,95,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000129757,CDKN1C,spatialDLPFC,WM,96,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000167755,KLK6,spatialDLPFC,WM,97,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000159176,CSRP1,spatialDLPFC,WM,98,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000113269,RNF130,spatialDLPFC,WM,99,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000092529,CAPN3,spatialDLPFC,WM,100,Sp09D06 ~ WM,Sp09D06,Sp09D06 ~ WM
ENSG00000171246,NPTX1,spatialDLPFC,L6,1,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000271824,SMIM32,spatialDLPFC,L6,2,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000165023,DIRAS2,spatialDLPFC,L6,3,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000169032,MAP2K1,spatialDLPFC,L6,4,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000170290,SLN,spatialDLPFC,L6,5,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000172673,THEMIS,spatialDLPFC,L6,6,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000154027,AK5,spatialDLPFC,L6,7,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000276644,DACH1,spatialDLPFC,L6,8,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000050165,DKK3,spatialDLPFC,L6,9,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000129009,ISLR,spatialDLPFC,L6,10,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000224982,TMEM233,spatialDLPFC,L6,11,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000135447,PPP1R1A,spatialDLPFC,L6,12,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000162745,OLFML2B,spatialDLPFC,L6,13,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000082556,OPRK1,spatialDLPFC,L6,14,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000163630,SYNPR,spatialDLPFC,L6,15,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000104888,SLC17A7,spatialDLPFC,L6,16,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000122254,HS3ST2,spatialDLPFC,L6,17,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000153234,NR4A2,spatialDLPFC,L6,18,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000178531,CTXN1,spatialDLPFC,L6,19,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000118242,MREG,spatialDLPFC,L6,20,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000158089,GALNT14,spatialDLPFC,L6,21,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000128422,KRT17,spatialDLPFC,L6,22,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000162630,B3GALT2,spatialDLPFC,L6,23,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000145335,SNCA,spatialDLPFC,L6,24,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000167323,STIM1,spatialDLPFC,L6,25,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000186469,GNG2,spatialDLPFC,L6,26,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000166501,PRKCB,spatialDLPFC,L6,27,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000070961,ATP2B1,spatialDLPFC,L6,28,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000185518,SV2B,spatialDLPFC,L6,29,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000108960,MMD,spatialDLPFC,L6,30,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000215218,UBE2QL1,spatialDLPFC,L6,31,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000145920,CPLX2,spatialDLPFC,L6,32,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000196376,SLC35F1,spatialDLPFC,L6,33,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000087258,GNAO1,spatialDLPFC,L6,34,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000149927,DOC2A,spatialDLPFC,L6,35,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000187122,SLIT1,spatialDLPFC,L6,36,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000180616,SSTR2,spatialDLPFC,L6,37,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000187094,CCK,spatialDLPFC,L6,38,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000067715,SYT1,spatialDLPFC,L6,39,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000158258,CLSTN2,spatialDLPFC,L6,40,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000132872,SYT4,spatialDLPFC,L6,41,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000241973,PI4KA,spatialDLPFC,L6,42,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000167178,ISLR2,spatialDLPFC,L6,43,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000075213,SEMA3A,spatialDLPFC,L6,44,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000154096,THY1,spatialDLPFC,L6,45,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000176956,LY6H,spatialDLPFC,L6,46,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000058668,ATP2B4,spatialDLPFC,L6,47,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000163618,CADPS,spatialDLPFC,L6,48,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000196358,NTNG2,spatialDLPFC,L6,49,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000107758,PPP3CB,spatialDLPFC,L6,50,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000060656,PTPRU,spatialDLPFC,L6,51,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000136535,TBR1,spatialDLPFC,L6,52,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000175874,CREG2,spatialDLPFC,L6,53,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000176194,CIDEA,spatialDLPFC,L6,54,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000006210,CX3CL1,spatialDLPFC,L6,55,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000165752,STK32C,spatialDLPFC,L6,56,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000171509,RXFP1,spatialDLPFC,L6,57,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000053438,NNAT,spatialDLPFC,L6,58,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000114757,PEX5L,spatialDLPFC,L6,59,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000172575,RASGRP1,spatialDLPFC,L6,60,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000170381,SEMA3E,spatialDLPFC,L6,61,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000118407,FILIP1,spatialDLPFC,L6,62,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000137267,TUBB2A,spatialDLPFC,L6,63,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000126214,KLC1,spatialDLPFC,L6,64,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000157152,SYN2,spatialDLPFC,L6,65,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000132359,RAP1GAP2,spatialDLPFC,L6,66,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000088986,DYNLL1,spatialDLPFC,L6,67,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000066248,NGEF,spatialDLPFC,L6,68,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000124772,CPNE5,spatialDLPFC,L6,69,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000163873,GRIK3,spatialDLPFC,L6,70,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000134333,LDHA,spatialDLPFC,L6,71,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000088832,FKBP1A,spatialDLPFC,L6,72,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000152377,SPOCK1,spatialDLPFC,L6,73,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000135046,ANXA1,spatialDLPFC,L6,74,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000169764,UGP2,spatialDLPFC,L6,75,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000165966,PDZRN4,spatialDLPFC,L6,76,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000125814,NAPB,spatialDLPFC,L6,77,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000118971,CCND2,spatialDLPFC,L6,78,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000121753,ADGRB2,spatialDLPFC,L6,79,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000167371,PRRT2,spatialDLPFC,L6,80,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000182601,HS3ST4,spatialDLPFC,L6,81,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
