Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000160072,ATAD3B,11,-0.5520,15,-0.1377,10,-0.6647,20,0.40319,17,0.19801
ENSG00000197785,ATAD3A,11,-0.7016,15,-0.3058,11,-0.7698,10,-0.9427,28,1.26544
ENSG00000205090,TMEM240,57,0.01094,47,-0.3018,65,0.23831,63,0.19755,53,-0.1588
ENSG00000160075,SSU72,189,-0.0182,151,-0.3818,216,0.20231,171,-0.2101,210,0.22806
ENSG00000228594,FNDC10,58,0.00508,43,-0.4885,65,0.17134,79,0.62213,47,-0.4543
ENSG00000272106,AL691432.2,29,-0.1698,40,0.38358,29,-0.1385,17,-1.1269,41,0.63850
ENSG00000197530,MIB2,43,-0.1035,45,-0.0340,34,-0.4645,55,0.33640,45,-0.0297
ENSG00000189339,SLC35E2B,17,0.02463,25,0.63756,17,0.00242,17,0.03611,14,-0.4080
ENSG00000215790,SLC35E2A,35,-0.4765,37,-0.3674,52,0.18525,45,-0.0599,53,0.30191
ENSG00000008130,NADK,33,-0.0525,33,-0.0624,27,-0.3684,26,-0.4603,42,0.52844
ENSG00000078369,GNB1,405,-0.3534,432,-0.2471,505,0.00787,507,0.01385,556,0.23921
ENSG00000187730,GABRD,38,-1.9988,88,-0.7172,151,0.15534,69,-1.2160,228,1.46040
ENSG00000067606,PRKCZ,189,-0.0723,141,-0.5439,203,0.03910,238,0.36778,191,-0.0781
ENSG00000162585,FAAP20,85,0.54198,93,0.70976,50,-0.3453,64,0.07482,45,-0.6436
ENSG00000157933,SKI,32,0.10093,34,0.17805,27,-0.1768,38,0.45312,24,-0.4685
ENSG00000157916,RER1,89,0.33697,70,-0.0746,46,-0.7335,53,-0.5719,91,0.53704
ENSG00000157911,PEX10,35,-0.0261,35,-0.0062,33,-0.1070,41,0.27861,33,-0.1725
ENSG00000149527,PLCH2,9,-1.4906,17,-0.5832,13,-0.9316,20,-0.3809,39,1.26852
ENSG00000157881,PANK4,15,-0.4872,10,-1.0885,22,0.09703,14,-0.7087,30,0.98352
ENSG00000197921,HES5,28,1.08909,24,0.82573,13,-0.1748,9,-0.8350,11,-0.5192
ENSG00000272449,AL139246.5,23,0.68690,18,0.31880,10,-0.7112,8,-1.1488,18,0.45240
ENSG00000157873,TNFRSF14,9,-0.1449,15,0.66891,2,-2.3838,6,-0.8633,14,0.84665
ENSG00000157870,PRXL2B,51,-0.2765,51,-0.2712,37,-0.7717,81,0.58579,61,0.01836
ENSG00000177133,PRDM16-DT,98,1.91984,35,0.01080,33,-0.0722,19,-1.0542,24,-0.7320
ENSG00000158109,TPRG1L,141,-0.2618,117,-0.5594,164,-0.0141,192,0.29303,173,0.09926
ENSG00000116213,WRAP73,19,0.22036,7,-1.2739,22,0.47231,15,-0.0952,17,0.14175
ENSG00000130764,LRRC47,52,-0.3755,44,-0.6389,66,0.02317,66,0.01292,77,0.37922
ENSG00000116198,CEP104,11,-0.3118,23,0.84261,8,-0.8128,17,0.37797,12,-0.3811
ENSG00000198912,C1orf174,11,-0.1716,6,-1.0201,13,0.17519,15,0.40090,12,0.01309
ENSG00000196581,AJAP1,18,-1.2276,26,-0.6771,30,-0.4087,36,-0.1790,56,0.94437
ENSG00000131697,NPHP4,7,-0.8760,16,0.45316,5,-1.3211,12,0.02374,15,0.48833
ENSG00000069424,KCNAB2,173,-0.5275,239,-0.0047,282,0.26594,194,-0.3984,280,0.37001
ENSG00000116254,CHD5,133,-0.4690,127,-0.5354,173,-0.0446,250,0.70243,162,-0.1981
ENSG00000116251,RPL22,899,0.33138,1245,0.90472,777,0.08679,622,-0.3184,578,-0.5271
ENSG00000158286,RNF207,3,-1.6562,6,-0.8849,13,0.36671,15,0.62071,11,0.09422
ENSG00000116237,ICMT,26,-0.7296,32,-0.4114,36,-0.2374,42,0.03874,51,0.50877
ENSG00000158292,GPR153,9,-1.1346,26,0.48919,19,-0.0466,13,-0.6772,25,0.60921
ENSG00000097021,ACOT7,151,-0.7348,141,-0.8409,239,-0.0061,238,-0.0123,303,0.58768
ENSG00000215788,TNFRSF25,15,-1.0548,22,-0.4771,24,-0.3744,24,-0.3959,43,0.97524
ENSG00000171680,PLEKHG5,12,-1.3339,23,-0.3692,20,-0.5782,27,-0.1676,42,0.91377
ENSG00000162408,NOL9,40,0.41477,24,-0.4152,20,-0.7090,40,0.49684,28,-0.2007
ENSG00000204859,ZBTB48,9,-0.5476,14,0.15441,11,-0.2298,15,0.24770,13,0.04075
ENSG00000162413,KLHL21,34,0.07711,22,-0.5767,38,0.26938,28,-0.2569,36,0.25126
ENSG00000116273,PHF13,12,-0.3522,14,-0.0885,14,-0.1707,12,-0.4666,19,0.58654
ENSG00000041988,THAP3,35,0.72226,18,-0.3761,20,-0.2365,21,-0.1078,22,-0.0574
ENSG00000007923,DNAJC11,24,-0.4764,28,-0.2464,22,-0.5886,40,0.42681,35,0.17132
ENSG00000171735,CAMTA1,237,0.46302,190,0.08842,154,-0.2578,235,0.53415,130,-0.6881
ENSG00000049245,VAMP3,67,1.61432,48,0.99283,24,-0.2247,21,-0.4342,12,-1.5760
ENSG00000049246,PER3,26,-0.1141,24,-0.2425,24,-0.2136,32,0.25099,28,0.04270
ENSG00000116288,PARK7,461,0.03317,502,0.17486,591,0.45039,351,-0.4672,453,0.00617
ENSG00000116285,ERRFI1,18,-0.0458,18,-0.0760,7,-1.5243,26,0.67564,18,-0.0660
ENSG00000162426,SLC45A1,15,-1.2979,13,-1.5153,24,-0.5497,41,0.36026,46,0.78843
ENSG00000142599,RERE,93,-0.3282,111,-0.0403,88,-0.4213,126,0.20357,122,0.16461
ENSG00000074800,ENO1,860,0.20454,621,-0.3293,631,-0.3026,533,-0.6489,968,0.60673
ENSG00000142583,SLC2A5,15,0.55242,22,1.29853,7,-0.5565,8,-0.5533,8,-0.5329
ENSG00000171612,SLC25A33,109,1.21395,47,-0.2561,52,-0.0875,55,0.01604,40,-0.6713
ENSG00000188807,TMEM201,16,-0.1136,12,-0.6118,14,-0.3222,21,0.38303,18,0.10582
ENSG00000171608,PIK3CD,7,-0.4691,4,-1.2132,6,-0.7569,22,1.73635,6,-0.8924
ENSG00000171603,CLSTN1,405,-0.9081,395,-0.9494,523,-0.5102,739,0.05957,978,0.80277
ENSG00000178585,CTNNBIP1,43,0.12921,32,-0.3363,53,0.47020,51,0.49563,29,-0.6378
ENSG00000162441,LZIC,39,0.38741,40,0.43220,33,0.12058,31,0.00301,24,-0.5121
ENSG00000173614,NMNAT1,12,0.46141,7,-0.5467,4,-1.2508,12,0.51796,9,-0.0505
ENSG00000130939,UBE4B,34,-0.0114,20,-0.8460,29,-0.2796,48,0.69003,32,-0.1736
ENSG00000054523,KIF1B,319,0.31742,206,-0.3997,285,0.12633,289,0.17854,241,-0.2047
ENSG00000142657,PGD,42,-0.0623,37,-0.2815,55,0.38585,48,0.19726,40,-0.2155
ENSG00000241563,CORT,73,-0.9499,20,-2.8475,783,4.27113,65,-1.2512,19,-3.3677
ENSG00000160049,DFFA,31,0.32058,30,0.28387,31,0.30337,22,-0.2541,23,-0.2707
ENSG00000142655,PEX14,21,-0.2489,14,-0.9165,16,-0.7352,24,-0.0723,33,0.75185
ENSG00000120948,TARDBP,48,-0.4228,53,-0.2535,50,-0.3569,62,-0.0194,75,0.44082
ENSG00000271895,AL109811.2,8,-0.6183,4,-1.4100,10,-0.2626,13,0.27626,15,0.56276
ENSG00000116649,SRM,87,-0.6304,107,-0.2929,134,0.06959,130,0.01630,147,0.32203
ENSG00000171824,EXOSC10,26,-0.0036,22,-0.2715,18,-0.6022,23,-0.1846,31,0.48626
ENSG00000198793,MTOR,28,-0.4858,33,-0.2148,25,-0.6365,34,-0.2352,50,0.69653
ENSG00000204624,DISP3,7,-0.8346,19,0.66724,6,-1.2220,5,-1.4709,20,1.17823
ENSG00000116661,FBXO2,401,0.44103,505,0.84744,313,0.02580,253,-0.3696,248,-0.4783
ENSG00000132879,FBXO44,154,-0.1968,119,-0.6031,168,-0.0550,154,-0.2229,213,0.50659
ENSG00000116663,FBXO6,14,0.20454,15,0.32211,23,1.00197,9,-0.6784,10,-0.4020
ENSG00000116670,MAD2L2,33,-0.0714,41,0.29301,32,-0.0901,18,-1.1334,44,0.62803
ENSG00000177674,AGTRAP,36,1.80869,29,1.36260,7,-1.0246,11,-0.3605,4,-2.0561
ENSG00000177000,MTHFR,20,0.19526,17,-0.0874,14,-0.3789,24,0.57092,15,-0.4122
ENSG00000011021,CLCN6,48,-0.3763,35,-0.8750,67,0.14177,89,0.76586,54,-0.2802
ENSG00000116685,KIAA2013,37,0.16508,34,0.03850,22,-0.6485,35,0.07894,35,0.09204
ENSG00000083444,PLOD1,29,0.48099,26,0.33486,7,-1.6139,20,-0.1443,23,0.18073
ENSG00000116688,MFN2,72,-0.1845,62,-0.4189,83,0.04453,80,0.00125,89,0.23101
ENSG00000116691,MIIP,15,0.01164,14,-0.0121,11,-0.4778,13,-0.1283,16,0.29087
ENSG00000048707,VPS13D,47,0.13852,29,-0.6254,33,-0.4014,50,0.31709,44,0.08153
ENSG00000162496,DHRS3,81,1.94774,43,0.71103,23,-0.3594,17,-0.8717,15,-1.2551
ENSG00000116731,PRDM2,45,-0.4915,45,-0.4989,71,0.24210,61,-0.0275,70,0.30073
ENSG00000189337,KAZN,37,0.11255,26,-0.4639,37,0.08046,51,0.78109,26,-0.6475
ENSG00000142634,EFHD2,218,0.87219,39,-1.8781,91,-0.5892,311,2.11940,27,-2.8461
ENSG00000132906,CASP9,19,1.09186,14,0.55002,6,-0.7653,6,-0.8362,9,-0.1009
ENSG00000116138,DNAJC16,25,0.14187,16,-0.5755,26,0.18904,21,-0.1701,25,0.19854
ENSG00000197312,DDI2,16,-0.2808,11,-0.9195,21,0.07231,28,0.71394,18,-0.2168
ENSG00000116786,PLEKHM2,83,-0.1274,76,-0.2714,96,0.11445,91,0.03565,93,0.09112
ENSG00000065526,SPEN,40,0.36643,38,0.24229,27,-0.2700,45,0.64747,22,-0.8405
ENSG00000116809,ZBTB17,19,0.10286,17,-0.0695,12,-0.6692,15,-0.2911,22,0.45122
ENSG00000185519,FAM131C,27,0.36824,16,-0.4464,39,1.02759,26,0.36749,12,-1.0625
ENSG00000037637,FBXO42,21,0.47973,12,-0.5095,11,-0.5425,17,0.16521,16,0.03854
ENSG00000055070,SZRD1,36,0.40824,51,1.00173,32,0.20204,18,-0.8223,24,-0.3607
ENSG00000157191,NECAP2,26,1.07385,29,1.25468,12,-0.2640,12,-0.2514,7,-1.3594
ENSG00000219481,NBPF1,18,0.55418,11,-0.2280,9,-0.5230,15,0.35832,11,-0.2972
ENSG00000058453,CROCC,16,-0.2061,14,-0.4131,19,0.06605,27,0.72885,15,-0.4378
ENSG00000238142,BX284668.5,22,0.23776,22,0.21205,31,0.79766,13,-0.6419,17,-0.2270
ENSG00000159363,ATP13A2,121,-0.2871,75,-1.0366,196,0.51515,191,0.56031,127,-0.2782
ENSG00000117118,SDHB,137,0.05165,92,-0.5939,170,0.41502,112,-0.3153,146,0.23142
ENSG00000117115,PADI2,69,1.29257,79,1.56229,33,0.00707,19,-0.9915,15,-1.5006
ENSG00000179051,RCC2,12,-0.5346,18,0.07116,10,-0.8543,16,-0.1337,21,0.58386
ENSG00000074964,ARHGEF10L,20,0.39873,11,-0.4984,20,0.42938,22,0.64851,10,-0.8856
ENSG00000117154,IGSF21,89,0.34484,58,-0.3600,53,-0.4941,101,0.67496,59,-0.4386
ENSG00000159423,ALDH4A1,85,1.57081,39,0.17833,29,-0.2923,21,-0.9195,29,-0.4267
ENSG00000169991,IFFO2,11,0.01398,9,-0.2527,6,-0.9279,16,0.90067,9,-0.3942
ENSG00000127481,UBR4,6,-0.6849,8,-0.2917,8,-0.2295,10,0.10126,11,0.40008
ENSG00000127463,EMC1,29,-0.0439,22,-0.4386,37,0.37432,32,0.15533,28,-0.1183
ENSG00000053372,MRTO4,22,-0.9064,33,-0.2765,45,0.23212,40,0.01551,45,0.31842
ENSG00000053371,AKR7A2,67,0.60784,61,0.46676,35,-0.4747,43,-0.1282,41,-0.2885
ENSG00000040487,SLC66A1,18,0.97072,4,-1.2381,6,-0.7563,8,-0.4028,12,0.41730
ENSG00000077549,CAPZB,149,-0.3085,159,-0.1987,163,-0.1632,209,0.29109,184,0.04929
ENSG00000173436,MICOS10,589,0.29190,479,-0.0514,744,0.69793,440,-0.2196,421,-0.3551
ENSG00000158747,NBL1,240,0.15861,168,-0.4192,253,0.24980,264,0.37924,185,-0.3616
ENSG00000169914,OTUD3,16,-0.2402,15,-0.2979,18,-0.0496,24,0.54360,17,-0.2217
ENSG00000162545,CAMK2N1,779,-1.1596,1495,-0.1331,1677,0.05621,946,-0.9637,2375,1.02277
ENSG00000090432,MUL1,38,0.59057,16,-0.7628,16,-0.8241,28,0.08694,29,0.20696
ENSG00000183114,FAM43B,23,0.83861,7,-1.0236,28,1.21132,15,0.11090,8,-1.1092
ENSG00000158828,PINK1,429,0.29464,275,-0.4340,357,-0.0125,399,0.20517,339,-0.1332
ENSG00000244038,DDOST,27,-0.3409,30,-0.1735,34,0.04599,29,-0.2098,38,0.35360
ENSG00000117245,KIF17,20,0.04004,6,-1.7959,8,-1.4189,29,0.80690,22,0.23184
ENSG00000189410,SH2D5,21,-0.7803,20,-0.7933,22,-0.6720,43,0.46107,41,0.44887
ENSG00000127483,HP1BP3,195,0.45630,135,-0.1566,162,0.13795,149,0.00865,133,-0.2486
ENSG00000075151,EIF4G3,58,-0.8408,54,-0.9374,108,0.15540,119,0.37536,109,0.25699
ENSG00000117298,ECE1,37,0.94162,29,0.49891,16,-0.4506,12,-1.0514,22,0.05230
ENSG00000162551,ALPL,6,-1.1933,21,0.78773,5,-1.5070,27,1.62806,6,-1.3733
ENSG00000076864,RAP1GAP,92,-0.9343,91,-0.9503,129,-0.4079,232,0.68299,184,0.24640
ENSG00000090686,USP48,27,-0.3192,32,-0.0747,31,-0.1041,29,-0.2384,39,0.39023
ENSG00000218510,LINC00339,10,-0.3896,10,-0.3891,10,-0.3436,14,0.20594,14,0.29749
ENSG00000070831,CDC42,169,-0.4468,133,-0.8216,186,-0.2906,308,0.66287,226,0.03273
ENSG00000173372,C1QA,58,0.73841,80,1.31853,30,-0.3858,30,-0.3861,24,-0.9019
ENSG00000159189,C1QC,27,-0.1369,79,1.79065,37,0.39433,22,-0.5415,16,-1.1759
ENSG00000173369,C1QB,70,0.32653,124,1.37118,65,0.20127,39,-0.7130,41,-0.7112
ENSG00000004487,KDM1A,37,-0.3988,30,-0.7242,34,-0.5048,58,0.42036,53,0.28729
ENSG00000169641,LUZP1,36,0.23843,17,-0.9144,30,-0.0579,44,0.69377,26,-0.3881
ENSG00000125944,HNRNPR,103,-0.1275,110,-0.0216,93,-0.2976,105,-0.1071,125,0.27442
ENSG00000125945,ZNF436,14,-0.5064,7,-1.6034,13,-0.6769,20,0.00452,28,0.91670
ENSG00000249087,ZNF436-AS1,15,-0.0778,22,0.51861,14,-0.2368,16,0.01594,15,-0.1516
ENSG00000117318,ID3,31,0.46216,134,4.12557,1,-4.2421,5,-2.3544,3,-3.4189
ENSG00000142676,RPL11,798,0.32706,1419,1.37196,564,-0.2481,548,-0.3364,458,-0.7581
ENSG00000011007,ELOA,15,0.06842,14,0.02017,8,-0.9589,18,0.50614,13,-0.1345
ENSG00000057757,PITHD1,156,-0.5221,143,-0.6633,192,-0.1902,220,0.03701,266,0.50953
ENSG00000011009,LYPLA2,26,-0.8987,37,-0.3493,45,-0.0523,49,0.10021,55,0.41046
ENSG00000117308,GALE,14,-0.4106,18,-0.0325,16,-0.1860,11,-0.8401,25,0.80548
ENSG00000117305,HMGCL,19,-0.1875,26,0.27049,13,-0.8545,20,-0.1984,26,0.40793
ENSG00000179163,FUCA1,9,-0.5816,7,-0.8782,11,-0.3054,15,0.24110,16,0.47371
ENSG00000189266,PNRC2,60,0.23543,56,0.13390,47,-0.1783,54,0.06271,49,-0.1549
ENSG00000188529,SRSF10,41,-0.1490,41,-0.1773,25,-0.9624,43,-0.0979,57,0.55155
ENSG00000001461,NIPAL3,67,0.57083,47,-0.0300,50,0.08452,59,0.42501,33,-0.7609
ENSG00000133226,SRRM1,41,0.00180,54,0.46527,41,0.02513,40,-0.0110,36,-0.2545
ENSG00000169504,CLIC4,50,2.22121,41,1.78139,4,-2.0553,9,-0.8327,3,-2.7871
ENSG00000117614,SYF2,62,0.21019,62,0.21076,69,0.40545,44,-0.3778,51,-0.1369
ENSG00000117616,RSRP1,61,-0.0729,52,-0.3288,36,-0.8883,60,-0.1060,79,0.56476
ENSG00000183726,TMEM50A,85,-0.1425,78,-0.2824,70,-0.4397,64,-0.6576,126,0.79799
ENSG00000204178,MACO1,12,-0.9421,17,-0.4449,13,-0.7975,31,0.70910,24,0.19487
ENSG00000117643,MAN1C1,16,-1.7145,31,-0.7367,24,-1.0859,19,-1.5919,94,2.07610
ENSG00000162430,SELENON,45,-0.1268,56,0.25403,56,0.22921,40,-0.3402,50,0.07272
ENSG00000117640,MTFR1L,56,-0.3211,54,-0.3926,97,0.58516,52,-0.5104,80,0.34873
ENSG00000117632,STMN1,1047,-0.7812,992,-0.8646,1551,-0.1550,2123,0.43934,1935,0.30382
ENSG00000158008,EXTL1,53,0.08196,42,-0.2653,49,-0.0446,49,-0.0336,53,0.12261
ENSG00000175087,PDIK1L,4,-1.8679,8,-0.7947,9,-0.6154,24,1.33195,12,-0.1898
ENSG00000142684,ZNF593,54,0.33679,38,-0.2348,80,1.01053,46,0.05789,30,-0.7884
ENSG00000142669,SH3BGRL3,464,0.53058,287,-0.2701,414,0.33412,405,0.35021,246,-0.6817
ENSG00000158062,UBXN11,14,-1.0952,35,0.28655,36,0.34743,37,0.47972,25,-0.3650
ENSG00000117682,DHDDS,15,-0.2536,14,-0.3929,15,-0.2848,19,0.15197,20,0.26926
ENSG00000198830,HMGN2,190,0.52026,218,0.75929,127,-0.1557,92,-0.7499,133,-0.1173
ENSG00000117713,ARID1A,70,0.51632,34,-0.6676,39,-0.4245,53,0.04906,54,0.12307
ENSG00000060642,PIGV,16,0.67079,10,-0.1295,11,0.10831,15,0.59565,6,-0.9998
ENSG00000204160,ZDHHC18,22,-0.2712,18,-0.6283,21,-0.3631,33,0.46154,28,0.12186
ENSG00000142751,GPN2,13,-0.4700,9,-1.0759,13,-0.4318,21,0.32437,21,0.46382
ENSG00000198746,GPATCH3,12,0.33811,5,-0.9466,11,0.09749,10,-0.0002,11,0.12481
ENSG00000090273,NUDC,152,-0.3503,172,-0.1569,222,0.26962,147,-0.4675,224,0.41535
ENSG00000253368,TRNP1,74,0.19473,46,-0.5538,85,0.44592,74,0.23264,57,-0.3079
ENSG00000090020,SLC9A1,12,-1.0671,12,-1.0262,13,-0.9204,37,0.94179,26,0.21240
ENSG00000142784,WDTC1,43,0.55639,31,0.01973,26,-0.2881,40,0.51359,22,-0.6781
ENSG00000186501,TMEM222,68,-0.4769,92,0.01470,98,0.12471,94,0.06896,94,0.07316
ENSG00000158195,WASF2,82,2.05622,41,0.68215,25,-0.1310,13,-1.2784,15,-1.2217
ENSG00000126705,AHDC1,55,0.14211,22,-1.2957,36,-0.5317,84,1.08411,41,-0.4523
ENSG00000126709,IFI6,130,0.25222,103,-0.1261,112,0.00460,172,0.90911,68,-1.0183
ENSG00000009780,FAM76A,12,-0.3955,14,-0.1149,9,-0.7963,19,0.46081,16,0.12189
ENSG00000117758,STX12,100,0.14990,66,-0.5212,102,0.17362,127,0.66714,70,-0.5703
ENSG00000117751,PPP1R8,42,0.47328,21,-0.6747,26,-0.3122,38,0.36259,30,-0.1613
ENSG00000117748,RPA2,50,-0.2477,46,-0.3612,60,0.06811,49,-0.3232,70,0.45850
ENSG00000126698,DNAJC8,129,-0.0843,124,-0.1471,109,-0.3587,131,-0.0685,154,0.30416
ENSG00000130770,ATP5IF1,507,-0.5755,565,-0.4032,967,0.48802,484,-0.7315,929,0.62681
ENSG00000242125,SNHG3,16,-0.2168,21,0.23299,12,-0.6906,17,-0.1906,22,0.38565
ENSG00000180098,TRNAU1AP,35,0.76640,24,0.10791,9,-1.3586,26,0.32248,19,-0.3232
ENSG00000197989,SNHG12,12,-0.3216,22,0.63258,16,0.09261,15,-0.0649,14,-0.2055
ENSG00000120656,TAF12,23,0.56330,18,0.17129,13,-0.3661,17,0.03857,14,-0.2697
ENSG00000198492,YTHDF2,76,0.20611,35,-1.0369,60,-0.1963,86,0.49427,65,-0.0740
ENSG00000116329,OPRD1,7,-0.7681,10,-0.2257,15,0.36896,11,-0.1186,13,0.28957
ENSG00000116350,SRSF4,43,-0.0401,51,0.24889,34,-0.3971,46,0.06737,44,0.00719
ENSG00000116353,MECR,28,-0.4354,33,-0.1445,52,0.60624,37,-0.0024,35,-0.0824
ENSG00000060656,PTPRU,24,0.37606,11,-0.8087,14,-0.5206,42,1.79819,7,-1.8729
ENSG00000162511,LAPTM5,59,1.04266,71,1.41264,30,-0.1054,17,-1.1269,21,-0.8676
ENSG00000162512,SDC3,170,0.37103,117,-0.2402,116,-0.2661,126,-0.1512,145,0.14673
ENSG00000134644,PUM1,115,-0.2511,79,-0.8480,91,-0.6222,207,0.90366,126,-0.1542
ENSG00000060688,SNRNP40,16,-0.6066,29,0.30515,21,-0.2110,22,-0.1745,28,0.30876
ENSG00000121766,ZCCHC17,114,-0.3807,121,-0.2823,125,-0.2327,137,-0.0960,173,0.44678
ENSG00000121769,FABP3,169,-0.2498,119,-0.8114,258,0.44920,216,0.17357,201,0.03701
ENSG00000162517,PEF1,93,-0.3112,87,-0.4194,97,-0.2576,124,0.18123,127,0.26667
ENSG00000084636,COL16A1,56,0.75526,26,-0.5335,16,-1.2525,55,0.87439,27,-0.6254
ENSG00000121753,ADGRB2,165,-0.7654,178,-0.6516,235,-0.2089,283,0.10869,331,0.53310
ENSG00000184007,PTP4A2,216,0.88006,154,0.28709,157,0.31419,122,-0.1150,89,-0.7931
ENSG00000121774,KHDRBS1,105,-0.0595,109,0.00419,125,0.22404,94,-0.2809,115,0.12693
ENSG00000121775,TMEM39B,16,-0.3495,9,-1.1237,31,0.74181,20,0.06494,20,0.06912
ENSG00000025800,KPNA6,18,-0.9714,27,-0.3601,37,0.12295,45,0.58261,33,-0.0659
ENSG00000084652,TXLNA,24,0.22460,26,0.31249,9,-1.2334,24,0.20935,21,-0.0257
ENSG00000160050,CCDC28B,31,0.41505,29,0.29788,30,0.35847,17,-0.5966,23,-0.1233
ENSG00000084623,EIF3I,73,-0.5713,109,0.08145,94,-0.1715,104,-0.0050,116,0.26583
ENSG00000116478,HDAC1,19,0.99266,21,1.18141,8,-0.3457,6,-0.8417,8,-0.6538
ENSG00000175130,MARCKSL1,547,1.17825,465,0.87485,300,0.11246,224,-0.4094,159,-1.1425
ENSG00000225828,FAM229A,16,0.50433,21,1.03614,11,-0.0680,11,-0.1280,8,-0.8382
ENSG00000160058,BSDC1,70,-0.1412,53,-0.6030,58,-0.4510,87,0.23904,87,0.28554
ENSG00000176261,ZBTB8OS,53,-0.2964,57,-0.1757,72,0.20430,54,-0.2935,72,0.32083
ENSG00000162521,RBBP4,83,-0.2720,106,0.13076,58,-0.8159,80,-0.3716,125,0.61597
ENSG00000162520,SYNC,16,0.24516,8,-0.8898,18,0.49768,9,-0.7111,16,0.42767
ENSG00000162522,KIAA1522,21,-0.3540,24,-0.1305,41,0.73820,16,-0.9371,31,0.40844
ENSG00000134684,YARS,65,-0.5681,52,-0.9036,83,-0.1749,111,0.34690,107,0.33691
ENSG00000116497,S100PBP,27,1.31593,16,0.41243,6,-1.1187,11,-0.2899,10,-0.4721
ENSG00000160097,FNDC5,13,-0.6142,7,-1.3897,16,-0.2835,22,0.29468,23,0.55025
ENSG00000121905,HPCA,197,-0.7769,166,-1.0393,224,-0.5780,450,0.69794,359,0.26987
ENSG00000121900,TMEM54,66,0.20826,73,0.37507,46,-0.3869,66,0.25489,49,-0.3573
ENSG00000116514,RNF19B,13,-0.9790,16,-0.6651,25,0.09412,13,-1.0827,37,1.21145
ENSG00000004455,AK2,34,0.57831,37,0.76835,21,-0.1688,22,-0.1047,18,-0.6320
ENSG00000142920,AZIN2,21,-0.3318,12,-1.2151,24,-0.1577,31,0.37168,30,0.30233
ENSG00000160094,ZNF362,19,0.05319,17,-0.0904,8,-1.3019,24,0.48635,19,0.02777
ENSG00000134686,PHC2,64,-0.1102,55,-0.3430,51,-0.4680,95,0.68410,62,-0.2231
ENSG00000121904,CSMD2,12,0.49463,7,-0.3624,6,-0.7059,11,0.43778,8,-0.2144
ENSG00000163866,SMIM12,43,-0.5468,57,-0.0987,70,0.22739,58,-0.0834,66,0.21561
ENSG00000116544,DLGAP3,51,-0.7020,83,0.07753,98,0.37131,57,-0.5753,94,0.44453
ENSG00000163867,ZMYM6,18,0.32241,8,-0.8767,8,-1.0241,18,0.32828,16,0.24518
ENSG00000116560,SFPQ,171,-0.0327,176,0.01376,176,0.01319,157,-0.1948,186,0.15122
