Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000121775,TMEM39B,112,2.82164,15,-0.6112,8,-1.9063,25,0.14037,26,0.20329,15,-0.6863,17,-0.5158
ENSG00000025800,KPNA6,112,1.21338,36,-0.5804,35,-0.7933,48,-0.1601,33,-0.7638,53,0.01816,89,0.94704
ENSG00000084652,TXLNA,112,2.84482,17,-0.4674,14,-0.8499,15,-0.5670,13,-0.8429,15,-0.6421,18,-0.3983
ENSG00000160050,CCDC28B,112,2.40879,35,0.38595,17,-0.9472,33,0.26983,24,-0.2497,24,-0.2071,8,-1.8598
ENSG00000084623,EIF3I,112,0.06647,76,-0.5337,86,-0.4233,180,0.83111,125,0.26278,121,0.20531,94,-0.2214
ENSG00000175130,MARCKSL1,112,-1.1499,698,1.80379,251,0.11629,278,0.24380,267,0.20104,117,-1.1444,115,-1.1728
ENSG00000160058,BSDC1,112,0.87746,55,-0.2358,33,-1.2169,48,-0.4673,77,0.31199,70,0.13734,98,0.74043
ENSG00000176261,ZBTB8OS,112,1.53553,41,-0.1100,38,-0.2806,27,-0.7123,49,0.17604,47,0.11017,23,-1.0059
ENSG00000162521,RBBP4,112,0.49353,75,-0.1311,62,-0.5417,123,0.64689,100,0.35302,69,-0.2743,83,0.02174
ENSG00000162522,KIAA1522,112,3.13541,4,-2.4188,13,-0.7805,0,-6.5219,12,-0.8124,28,0.59879,6,-1.9229
ENSG00000134684,YARS,112,0.23308,54,-0.8840,73,-0.5518,81,-0.2567,134,0.58053,130,0.52230,93,-0.0553
ENSG00000160097,FNDC5,112,2.19211,4,-2.8339,15,-1.3257,30,-0.0402,45,0.66213,27,-0.1968,25,-0.3250
ENSG00000121905,HPCA,112,-1.5562,147,-1.1512,287,-0.1767,80,-2.0490,421,0.52421,404,0.44991,464,0.70061
ENSG00000121900,TMEM54,112,1.76953,38,-0.0352,33,-0.3171,14,-1.5233,41,0.10955,37,-0.0845,25,-0.6777
ENSG00000116514,RNF19B,112,2.03761,13,-1.3606,22,-0.7911,32,-0.0781,42,0.41008,35,0.07335,17,-1.0452
ENSG00000004455,AK2,112,2.40199,65,1.38414,18,-0.8375,34,0.32914,13,-1.2219,10,-1.5490,16,-0.8639
ENSG00000142920,AZIN2,112,2.28321,23,-0.3767,15,-1.2634,23,-0.3691,27,-0.1148,24,-0.3311,31,0.11223
ENSG00000160094,ZNF362,112,2.79463,11,-1.1433,13,-1.0602,23,-0.0347,23,-0.0368,10,-1.2935,19,-0.3248
ENSG00000134686,PHC2,112,0.95618,56,-0.1317,43,-0.7098,43,-0.5377,90,0.68134,45,-0.5085,73,0.30204
ENSG00000163866,SMIM12,112,1.14430,35,-0.6872,38,-0.6889,58,0.08332,60,0.13698,62,0.19901,57,0.05337
ENSG00000116544,DLGAP3,112,0.95351,41,-0.6154,64,0.07269,62,0.01737,41,-0.6844,54,-0.2163,71,0.23421
ENSG00000163867,ZMYM6,112,3.13926,6,-1.7275,12,-0.9056,17,-0.2277,9,-1.1583,14,-0.6162,14,-0.5198
ENSG00000116560,SFPQ,112,-0.3081,136,-0.0093,117,-0.3142,129,-0.0817,159,0.26999,134,-0.0233,171,0.39165
ENSG00000146463,ZMYM4,112,2.24075,32,0.08147,17,-1.0828,12,-1.3067,30,0.01166,30,0.00658,24,-0.4009
ENSG00000142687,KIAA0319L,112,1.26270,36,-0.5520,40,-0.4681,53,0.04432,35,-0.6083,36,-0.5764,81,0.81269
ENSG00000020129,NCDN,112,-2.1424,171,-1.5123,295,-0.8761,433,-0.1105,680,0.67432,787,0.95067,610,0.47344
ENSG00000126067,PSMB2,112,-0.0031,103,-0.1339,81,-0.6314,169,0.65504,154,0.56623,109,-0.0474,111,-0.0207
ENSG00000142686,C1orf216,112,0.54097,40,-1.0465,60,-0.5388,78,-0.0172,93,0.27398,67,-0.2843,120,0.73755
ENSG00000092847,AGO1,112,2.42791,24,-0.2228,19,-0.7116,14,-0.9931,15,-0.9655,13,-1.2181,38,0.56925
ENSG00000126070,AGO3,112,3.29219,21,0.21403,7,-1.6132,12,-0.6754,9,-1.1374,10,-0.9856,15,-0.3406
ENSG00000116863,ADPRHL2,112,2.58527,13,-1.0492,16,-0.8722,6,-2.0583,34,0.50471,25,-0.0414,9,-1.5694
ENSG00000054116,TRAPPC3,112,1.05823,30,-1.0113,41,-0.6594,60,0.05772,78,0.51317,64,0.17934,51,-0.2048
ENSG00000116871,MAP7D1,112,-0.4946,153,-0.0127,128,-0.3716,172,0.17548,191,0.37284,184,0.30748,152,-0.0215
ENSG00000054118,THRAP3,112,1.31173,39,-0.3836,40,-0.4398,44,-0.2075,32,-0.7255,49,-0.0361,67,0.50219
ENSG00000196182,STK40,112,2.67075,17,-0.5592,16,-0.7461,22,-0.1830,14,-0.9279,23,-0.0952,14,-0.8914
ENSG00000181817,LSM10,112,1.14747,51,-0.1088,47,-0.3186,43,-0.3834,61,0.16866,55,0.01717,44,-0.3537
ENSG00000116885,OSCP1,112,2.61382,9,-1.5037,10,-1.5691,4,-2.6040,25,0.02848,30,0.31915,24,-0.0596
ENSG00000116898,MRPS15,112,0.90228,48,-0.4343,48,-0.5541,90,0.55500,91,0.62484,63,-0.0257,39,-0.7891
ENSG00000163873,GRIK3,112,1.70274,18,-1.2006,16,-1.6093,149,2.25345,2,-4.4096,0,-5.8740,86,1.42825
ENSG00000163875,MEAF6,112,0.36155,61,-0.5740,68,-0.5230,77,-0.2181,124,0.58342,113,0.42180,79,-0.1928
ENSG00000134697,GNL2,112,3.03096,8,-1.3242,12,-1.0541,0,-4.8413,15,-0.5369,17,-0.3185,20,-0.1023
ENSG00000183317,EPHA10,112,3.31521,9,-1.0118,5,-2.0654,14,-0.4594,8,-1.2892,23,0.40332,11,-0.8662
ENSG00000185090,MANEAL,112,1.51887,21,-1.1512,23,-1.2303,32,-0.4854,70,0.82370,50,0.22107,39,-0.1921
ENSG00000196449,YRDC,112,2.70247,13,-0.8703,12,-1.2248,6,-1.9819,28,0.27453,18,-0.4808,20,-0.2989
ENSG00000197982,C1orf122,112,-1.0295,373,0.85222,231,0.10920,265,0.29870,223,0.02804,175,-0.3806,191,-0.2319
ENSG00000183431,SF3A3,112,1.79542,35,-0.1452,22,-1.0284,26,-0.5710,49,0.44538,36,-0.0815,32,-0.3026
ENSG00000183520,UTP11,112,1.75018,23,-0.7813,26,-0.7477,23,-0.7629,43,0.17312,44,0.22374,34,-0.2395
ENSG00000116954,RRAGC,112,1.92329,23,-0.6590,22,-0.9001,35,-0.0016,43,0.32727,28,-0.3989,31,-0.2378
ENSG00000174574,AKIRIN1,112,0.68966,67,-0.1125,46,-0.8545,52,-0.5046,88,0.34304,84,0.25030,90,0.38578
ENSG00000168653,NDUFS5,112,-2.4674,594,0.03432,576,-0.0156,577,-0.0092,734,0.40811,699,0.32090,548,-0.0977
ENSG00000127603,MACF1,112,0.30674,116,0.36641,83,-0.2000,101,0.14387,101,0.15826,62,-0.6520,104,0.21127
ENSG00000183682,BMP8A,112,3.13345,0,-4.7324,10,-1.3068,0,-6.5230,17,-0.3052,33,0.89175,5,-2.0969
ENSG00000090621,PABPC4,112,1.24050,65,0.33930,56,0.13992,32,-0.7287,40,-0.4327,34,-0.6759,48,-0.1282
ENSG00000116983,HPCAL4,112,-0.8682,132,-0.6165,192,-0.0493,145,-0.4739,163,-0.3171,281,0.62625,258,0.47052
ENSG00000084072,PPIE,112,1.93023,31,-0.1880,21,-0.9916,41,0.24762,32,-0.1822,35,0.00661,29,-0.3408
ENSG00000168389,MFSD2A,112,3.19778,18,-0.1499,10,-1.1386,0,-6.4862,8,-1.3287,17,-0.2287,16,-0.3330
ENSG00000131236,CAP1,112,-0.4011,141,-0.0469,109,-0.5549,78,-0.9422,194,0.51089,174,0.31404,190,0.47769
ENSG00000131238,PPT1,112,0.08486,88,-0.2894,76,-0.6478,132,0.35018,157,0.69731,126,0.29724,88,-0.3132
ENSG00000084073,ZMPSTE24,112,1.87971,23,-0.6984,24,-0.7519,65,0.93369,27,-0.4811,29,-0.3504,31,-0.2794
ENSG00000084070,SMAP2,112,0.02006,51,-1.1718,80,-0.6315,132,0.28662,157,0.62441,136,0.36492,117,0.09455
ENSG00000117016,RIMS3,112,1.22459,20,-1.4736,33,-0.8636,92,0.89231,82,0.78764,40,-0.4474,41,-0.4003
ENSG00000066136,NFYC,112,1.58207,24,-0.8643,31,-0.6410,44,0.04548,35,-0.3506,40,-0.1245,52,0.34719
ENSG00000179862,CITED4,112,2.93585,7,-1.7328,10,-1.4194,3,-2.6514,40,1.09894,19,-0.2290,2,-3.4820
ENSG00000171793,CTPS1,112,2.94492,9,-1.3176,10,-1.4526,6,-1.7646,13,-0.7738,32,0.70560,12,-0.9082
ENSG00000010803,SCMH1,112,3.34651,11,-0.7812,10,-1.0988,9,-1.0299,8,-1.3198,11,-0.7981,14,-0.3964
ENSG00000127124,HIVEP3,112,2.50697,13,-1.0980,19,-0.6048,4,-2.7922,20,-0.4177,21,-0.4011,28,0.09111
ENSG00000198815,FOXJ3,112,1.37148,34,-0.5459,26,-1.1280,38,-0.3707,52,0.12760,55,0.21678,62,0.44994
ENSG00000177181,RIMKLA,112,2.08007,11,-1.5941,21,-0.8189,24,-0.4456,26,-0.3500,51,0.79411,19,-0.8933
ENSG00000127125,PPCS,112,1.02898,50,-0.2562,52,-0.2586,23,-1.4380,60,0.04055,54,-0.1528,73,0.37350
ENSG00000171960,PPIH,112,2.66126,24,-0.0411,15,-0.9640,6,-2.0992,26,0.10864,12,-1.1709,22,-0.2002
ENSG00000065978,YBX1,112,0.52654,215,1.63882,79,-0.0247,56,-0.5496,60,-0.4781,61,-0.4603,50,-0.7643
ENSG00000164008,C1orf50,112,2.28956,24,-0.3186,20,-0.7268,19,-0.6398,33,0.18607,15,-1.1030,26,-0.2080
ENSG00000177868,SVBP,112,1.02714,51,-0.2305,54,-0.1874,37,-0.7124,71,0.33225,65,0.15717,40,-0.6389
ENSG00000117394,SLC2A1,112,1.46665,89,1.07940,51,0.24568,38,-0.2664,29,-0.7348,21,-1.2042,24,-1.0341
ENSG00000117395,EBNA1BP2,112,0.33824,62,-0.5805,79,-0.2721,71,-0.3672,119,0.48002,116,0.44845,71,-0.3998
ENSG00000179178,TMEM125,112,3.50888,77,2.59140,2,-3.3747,14,-0.2966,0,-5.3093,0,-8.4838,7,-1.2910
ENSG00000066322,ELOVL1,112,2.32209,162,3.15662,8,-2.1165,39,0.47473,7,-2.1275,3,-3.3094,4,-2.8355
ENSG00000159479,MED8,112,1.94421,15,-1.2278,31,-0.2433,50,0.55116,35,-0.0058,24,-0.5904,18,-1.0646
ENSG00000178922,HYI,112,3.04479,46,1.29031,13,-0.8749,4,-2.4116,9,-1.2233,9,-1.3417,10,-1.1956
ENSG00000142949,PTPRF,112,0.07617,54,-1.0236,74,-0.7125,73,-0.5735,167,0.80617,157,0.69442,100,-0.1014
ENSG00000066135,KDM4A,112,3.21709,13,-0.6362,8,-1.6407,0,-6.4516,16,-0.2820,17,-0.1685,15,-0.4496
ENSG00000126091,ST3GAL3,112,1.72872,20,-0.9977,21,-1.1481,34,-0.2199,27,-0.6280,59,0.72739,44,0.20298
ENSG00000117408,IPO13,112,1.06762,75,0.40829,45,-0.4770,69,0.29161,37,-0.7072,56,-0.0412,62,0.13863
ENSG00000132768,DPH2,112,3.24951,15,-0.3736,8,-1.4902,10,-0.9181,14,-0.5499,16,-0.3029,10,-1.0701
ENSG00000117410,ATP6V0B,112,-2.0500,228,-0.9922,264,-0.9560,432,-0.0170,789,1.08054,689,0.81630,447,0.03839
ENSG00000117411,B4GALT2,112,0.61291,58,-0.4204,75,-0.0179,38,-1.0465,53,-0.5780,109,0.64312,76,0.01044
ENSG00000159214,CCDC24,112,2.53507,9,-1.5214,15,-0.9887,15,-0.8296,18,-0.5523,31,0.31003,21,-0.3601
ENSG00000178028,DMAP1,112,1.27165,30,-0.8147,35,-0.7339,62,0.31626,54,0.09150,35,-0.6276,71,0.58955
ENSG00000117419,ERI3,112,-0.8520,110,-0.8798,182,-0.1428,288,0.61986,231,0.29172,180,-0.1364,238,0.34900
ENSG00000187147,RNF220,112,0.23491,90,-0.1059,91,-0.1142,74,-0.4011,114,0.30169,84,-0.2348,107,0.18679
ENSG00000126106,TMEM53,112,2.83939,19,-0.2348,8,-1.8528,16,-0.4855,28,0.34299,20,-0.1853,10,-1.2884
ENSG00000142937,RPS8,112,-2.8987,1853,1.42294,887,0.27410,725,-0.1150,622,-0.3804,778,-0.0046,554,-0.5670
ENSG00000070785,EIF2B3,112,2.14101,19,-0.7772,15,-1.2962,31,-0.0503,34,0.13486,24,-0.4506,36,0.20541
ENSG00000126107,HECTD3,112,3.07123,8,-1.4076,7,-1.8564,0,-6.2049,15,-0.5300,20,-0.0210,24,0.30483
ENSG00000126088,UROD,112,0.76801,73,0.08085,56,-0.4084,74,0.10163,76,0.15685,79,0.22973,53,-0.4492
ENSG00000117450,PRDX1,112,-1.4594,563,1.05642,301,0.05521,373,0.38270,324,0.17445,197,-0.6516,257,-0.2205
ENSG00000117448,AKR1A1,112,1.38444,45,-0.0842,40,-0.3391,35,-0.4929,29,-0.7957,54,0.22417,51,0.09432
ENSG00000132780,NASP,112,2.15909,38,0.30188,30,-0.0842,1,-4.3673,26,-0.3335,23,-0.5170,20,-0.7533
ENSG00000159592,GPBP1L1,112,2.05212,28,-0.2650,21,-0.8648,17,-1.0135,19,-0.9135,35,0.08189,42,0.39637
ENSG00000159596,TMEM69,112,2.97332,16,-0.4588,11,-1.1597,4,-2.4735,17,-0.3292,19,-0.2110,14,-0.6416
ENSG00000086015,MAST2,112,2.09107,27,-0.2609,27,-0.3704,50,0.68042,31,-0.0534,13,-1.4881,19,-0.8901
ENSG00000085998,POMGNT1,112,1.15921,63,0.22065,32,-0.9739,74,0.47764,59,0.13631,64,0.28816,42,-0.4446
ENSG00000132128,LRRC41,112,1.38746,40,-0.2577,29,-0.9266,51,0.11364,55,0.23391,56,0.28657,39,-0.3351
ENSG00000173660,UQCRH,112,-2.4724,412,-0.5339,583,-0.0005,816,0.53422,826,0.61660,527,-0.1699,600,0.04946
ENSG00000117480,FAAH,112,1.91630,36,0.01483,20,-1.0515,33,-0.1124,30,-0.2656,28,-0.3846,42,0.28468
ENSG00000282881,TMEM275,112,3.20066,20,0.05052,8,-1.6247,15,-0.3520,0,-7.8767,0,-8.6876,38,1.22524
ENSG00000079277,MKNK1,112,2.50572,19,-0.5238,14,-1.2017,1,-4.2753,20,-0.4520,38,0.62535,21,-0.3959
ENSG00000123472,ATPAF1,112,0.27769,77,-0.3018,88,-0.1324,123,0.43180,102,0.14974,87,-0.1158,87,-0.1138
ENSG00000159658,EFCAB14,112,1.41296,80,0.85045,46,-0.0371,42,-0.1897,29,-0.7672,32,-0.6275,35,-0.4757
ENSG00000186377,CYP4X1,112,2.48516,5,-2.2995,7,-2.1945,12,-1.1740,37,0.56797,27,0.00516,30,0.21709
ENSG00000162368,CMPK1,112,0.42414,77,-0.1607,79,-0.1599,53,-0.7295,102,0.30739,78,-0.1478,96,0.20204
ENSG00000186094,AGBL4,112,3.36368,0,-9.0041,5,-2.2545,6,-1.6159,19,0.03726,17,-0.1014,15,-0.3573
ENSG00000162373,BEND5,112,1.97745,11,-1.6314,22,-0.8359,9,-1.8981,57,0.89806,38,0.18877,18,-1.0491
ENSG00000162374,ELAVL4,112,-0.3175,53,-1.4461,94,-0.7372,41,-1.8162,226,0.89967,106,-0.4225,269,1.24590
ENSG00000185104,FAF1,112,1.79052,28,-0.4910,28,-0.5865,35,-0.1099,49,0.45331,23,-0.8391,32,-0.3009
ENSG00000123091,RNF11,112,-1.6937,166,-1.1065,337,-0.0380,287,-0.2771,416,0.33599,408,0.30067,450,0.47334
ENSG00000085832,EPS15,112,-0.6370,89,-0.9728,158,-0.1458,211,0.34839,230,0.53994,131,-0.4225,217,0.43571
ENSG00000117859,OSBPL9,112,3.22087,18,-0.0908,8,-1.4504,20,0.06052,15,-0.4537,10,-0.9972,8,-1.2793
ENSG00000078618,NRDC,112,0.49553,48,-0.8155,58,-0.6477,97,0.26806,94,0.24820,79,-0.0538,112,0.55512
ENSG00000169213,RAB3B,112,-0.2575,50,-1.4634,81,-0.9313,336,1.54460,165,0.38691,131,-0.0080,151,0.22973
ENSG00000117862,TXNDC12,112,2.04071,37,0.17752,25,-0.5544,29,-0.2351,27,-0.3563,25,-0.4694,26,-0.4195
ENSG00000134717,BTF3L4,112,0.58026,57,-0.4636,65,-0.3624,100,0.40654,81,0.07206,69,-0.2005,90,0.25993
ENSG00000157077,ZFYVE9,112,2.54185,12,-1.1417,14,-1.1407,14,-0.9373,24,-0.1182,25,-0.0387,22,-0.2381
ENSG00000134748,PRPF38A,112,2.64124,35,0.53302,23,-0.1207,14,-0.8273,9,-1.6448,17,-0.6435,9,-1.6125
ENSG00000134744,TUT4,112,2.88139,27,0.30021,9,-1.5128,32,0.56434,5,-2.3487,16,-0.5332,20,-0.2085
ENSG00000162377,COA7,112,2.78542,16,-0.5935,8,-1.7721,16,-0.5499,27,0.27706,15,-0.7096,20,-0.2427
ENSG00000162378,ZYG11B,112,-0.0811,47,-1.3803,102,-0.2897,103,-0.2114,133,0.20897,123,0.07266,175,0.69995
ENSG00000116171,SCP2,112,0.79248,85,0.35691,47,-0.7163,63,-0.1128,77,0.21755,91,0.50251,50,-0.5040
ENSG00000162384,CZIB,112,1.10050,56,-0.0013,54,-0.1008,77,0.48912,49,-0.2444,42,-0.4935,46,-0.3296
ENSG00000162385,MAGOH,112,1.53628,40,-0.1525,22,-1.2952,19,-1.2793,65,0.70475,39,-0.1759,52,0.28981
ENSG00000157193,LRP8,112,1.08250,26,-1.1567,31,-1.1571,259,2.66999,23,-1.4612,15,-2.0580,73,0.43638
ENSG00000058804,NDC1,112,3.19226,6,-1.7439,7,-1.8467,11,-0.8573,19,-0.0328,11,-0.8556,19,-0.0749
ENSG00000058799,YIPF1,112,2.15956,11,-1.5913,24,-0.5344,34,0.14090,25,-0.3577,21,-0.6258,31,-0.0074
ENSG00000081870,HSPB11,112,1.35964,51,0.08415,37,-0.5176,39,-0.3361,50,0.05972,35,-0.5426,55,0.20778
ENSG00000116209,TMEM59,112,-0.5051,246,0.73731,126,-0.4174,119,-0.4060,232,0.71846,144,-0.1281,142,-0.1500
ENSG00000116221,MRPL37,112,0.86139,49,-0.4297,56,-0.2972,51,-0.3696,90,0.56312,52,-0.3881,64,-0.0395
ENSG00000157216,SSBP3,112,-0.2851,113,-0.2605,120,-0.2363,111,-0.2969,131,-0.0412,83,-0.7968,252,1.15774
ENSG00000243725,TTC4,112,3.01717,12,-0.8724,8,-1.6567,11,-0.9542,17,-0.3581,16,-0.4449,20,-0.0799
ENSG00000116133,DHCR24,112,-0.4430,98,-0.6340,89,-0.9674,166,0.16592,280,1.16113,160,0.12616,161,0.12993
ENSG00000162402,USP24,112,2.34584,15,-0.9444,19,-0.8011,16,-0.8385,23,-0.3796,20,-0.5859,34,0.29625
ENSG00000162407,PLPP3,112,0.39777,178,1.16870,159,1.52808,45,-0.9913,21,-2.1847,9,-3.4269,48,-0.9461
ENSG00000162409,PRKAA2,112,1.80042,11,-1.8127,19,-1.2921,42,0.15915,39,0.04412,57,0.73268,30,-0.3715
ENSG00000173406,DAB1,112,2.46260,5,-2.4600,15,-1.0902,0,-6.2881,30,0.21190,48,1.02911,9,-1.7295
ENSG00000162601,MYSM1,112,2.70584,3,-3.0278,10,-1.4871,5,-2.3617,35,0.68120,25,0.07500,15,-0.7360
ENSG00000177606,JUN,112,1.35766,67,0.51664,17,-1.8811,0,-6.1570,58,0.30957,99,1.31852,35,-0.5162
ENSG00000172456,FGGY,112,3.54379,8,-1.1443,11,-0.8479,2,-2.9266,11,-0.6489,10,-0.8561,7,-1.3456
ENSG00000134709,HOOK1,112,2.30356,3,-3.1889,15,-1.1947,3,-3.3643,28,-0.0815,37,0.43307,35,0.32133
ENSG00000162599,NFIA,112,1.00092,142,1.40866,67,0.24500,37,-0.7409,17,-1.9786,11,-2.6079,82,0.55103
ENSG00000162604,TM2D1,112,0.97182,48,-0.3552,45,-0.5909,55,-0.1441,93,0.74448,66,0.12876,40,-0.6932
ENSG00000162607,USP1,112,2.79854,25,0.11097,11,-1.3352,11,-1.1566,13,-0.9022,11,-1.1164,30,0.44685
ENSG00000116641,DOCK7,112,2.37182,18,-0.6591,24,-0.3381,11,-1.4125,14,-1.0614,21,-0.5049,30,0.11316
ENSG00000125703,ATG4C,112,2.79352,33,0.55095,12,-1.1541,9,-1.3098,17,-0.5106,14,-0.8408,18,-0.4056
ENSG00000079739,PGM1,112,1.83176,35,-0.1162,35,-0.1112,15,-1.3289,41,0.18380,34,-0.1422,15,-1.4209
ENSG00000158966,CACHD1,112,2.93469,20,-0.1212,11,-1.1798,0,-6.3607,15,-0.6189,17,-0.3536,20,-0.1097
ENSG00000162437,RAVER2,112,3.21662,12,-0.6586,9,-1.3174,1,-3.8648,15,-0.3666,16,-0.2637,13,-0.6914
ENSG00000162434,JAK1,112,1.01808,32,-0.9505,39,-0.8029,29,-1.0616,99,0.91641,68,0.24770,54,-0.1617
ENSG00000162433,AK4,112,1.49916,27,-0.7480,54,0.38553,23,-0.9936,28,-0.7359,31,-0.5871,43,-0.0636
ENSG00000116675,DNAJC6,112,-1.4748,136,-1.1800,209,-0.6800,438,0.62317,387,0.47068,398,0.51825,378,0.42902
ENSG00000213625,LEPROT,112,2.79897,34,0.59314,17,-0.5958,29,0.33303,2,-3.3964,13,-0.8741,14,-0.8470
ENSG00000184588,PDE4B,112,1.26452,50,-0.0330,33,-0.8552,70,0.48631,58,0.20170,50,-0.0435,44,-0.2424
ENSG00000118473,SGIP1,112,0.36941,50,-0.8628,63,-0.6551,114,0.40673,78,-0.2046,94,0.11498,137,0.78558
ENSG00000198160,MIER1,112,2.88718,23,0.06247,15,-0.7545,4,-2.4381,21,-0.1031,10,-1.2038,14,-0.7594
ENSG00000142864,SERBP1,112,0.08600,149,0.54729,101,-0.1021,102,-0.0564,109,0.04783,97,-0.1473,99,-0.1128
ENSG00000116717,GADD45A,112,2.26757,28,-0.0965,21,-0.6315,54,0.96275,21,-0.5491,13,-1.2613,19,-0.7483
ENSG00000116729,WLS,112,0.18790,71,-0.5171,72,-0.6167,445,2.65364,82,-0.3109,73,-0.5044,31,-1.8461
ENSG00000033122,LRRC7,112,0.78488,17,-2.0964,45,-0.7828,34,-1.0564,77,0.21160,96,0.60377,98,0.64281
ENSG00000066557,LRRC40,112,2.33308,9,-1.6332,18,-0.8489,20,-0.5568,29,0.03101,21,-0.4735,29,0.00321
ENSG00000116754,SRSF11,112,0.65951,72,-0.0358,58,-0.4732,22,-1.8127,74,0.00061,66,-0.1740,120,0.87546
ENSG00000118454,ANKRD13C,112,1.86164,28,-0.3852,19,-1.2006,10,-1.8603,49,0.51561,25,-0.5938,50,0.54164
ENSG00000197568,HHLA3,112,2.09522,37,0.22146,19,-1.0062,12,-1.5045,33,0.01895,29,-0.1829,31,-0.0942
ENSG00000132485,ZRANB2,112,1.01525,74,0.34232,36,-0.9651,36,-0.7743,86,0.65282,52,-0.2349,67,0.19484
ENSG00000172260,NEGR1,112,-0.1151,83,-0.5604,103,-0.3159,84,-0.5545,144,0.30876,67,-0.9585,226,1.16007
ENSG00000178965,ERICH3,112,1.74352,19,-1.0787,24,-0.9126,42,0.12279,31,-0.3926,26,-0.6516,62,0.83039
ENSG00000162623,TYW3,112,2.50862,28,0.10558,14,-1.2125,41,0.68129,17,-0.7392,15,-0.8594,22,-0.3095
ENSG00000117054,ACADM,112,1.76540,46,0.26744,30,-0.5165,50,0.40562,27,-0.5778,34,-0.2109,27,-0.5973
ENSG00000137955,RABGGTB,112,1.65868,54,0.42404,26,-0.8594,49,0.27409,42,0.02626,42,0.04477,23,-0.9020
ENSG00000117069,ST6GALNAC5,112,1.13004,13,-2.1397,24,-1.4947,42,-0.4218,91,0.88565,102,1.12002,35,-0.7478
ENSG00000142892,PIGK,112,1.91681,32,-0.1558,22,-0.9265,58,0.76614,36,0.04108,16,-1.2336,34,-0.0651
ENSG00000154027,AK5,112,-1.2732,210,-0.3233,203,-0.4819,202,-0.3774,280,0.14021,141,-0.9836,591,1.57529
ENSG00000036549,AC118549.1,112,2.98810,32,0.65850,8,-1.7508,36,0.82382,16,-0.4513,7,-1.7719,10,-1.2153
ENSG00000077254,USP33,112,0.46388,39,-1.1604,60,-0.6210,73,-0.2101,117,0.59304,94,0.20957,98,0.27797
ENSG00000180488,MIGA1,112,0.66609,56,-0.4274,57,-0.4916,45,-0.7392,96,0.47411,82,0.19487,78,0.10167
ENSG00000162613,FUBP1,112,1.51411,24,-0.9560,35,-0.4855,56,0.37184,41,-0.1290,47,0.08550,36,-0.3612
ENSG00000162616,DNAJB4,112,1.92269,12,-1.5765,22,-0.8745,13,-1.4742,42,0.28646,52,0.67962,23,-0.6874
ENSG00000117114,ADGRL2,112,2.00550,2,-3.8611,14,-1.5958,75,1.29348,28,-0.3393,40,0.26812,31,-0.1534
ENSG00000137941,TTLL7,112,0.40308,120,0.52276,45,-1.2138,93,0.11358,102,0.27776,87,0.00318,121,0.59601
ENSG00000142875,PRKACB,112,-1.4390,245,-0.2566,224,-0.4998,316,0.14031,393,0.54278,348,0.32187,351,0.34055
ENSG00000117133,RPF1,112,2.41823,15,-0.8785,14,-1.2289,20,-0.4784,24,-0.1969,24,-0.2266,29,0.08058
ENSG00000174021,GNG5,112,1.44956,112,1.45954,59,0.53248,41,-0.1912,15,-1.7884,18,-1.4669,17,-1.5860
ENSG00000117155,SSX2IP,112,0.59156,19,-2.0726,42,-1.1220,32,-1.3411,118,0.76680,126,0.88448,90,0.27206
ENSG00000162642,C1orf52,112,0.67881,31,-1.2973,44,-0.9363,25,-1.5765,112,0.76157,94,0.44734,95,0.45553
ENSG00000153904,DDAH1,112,-0.3307,149,0.11948,188,0.68773,92,-0.6243,117,-0.2796,57,-1.4135,173,0.38789
ENSG00000117174,ZNHIT6,112,2.60724,32,0.37406,12,-1.2683,9,-1.4727,26,0.08440,15,-0.8443,21,-0.3182
ENSG00000122417,ODF2L,112,1.74591,14,-1.4899,22,-1.0518,30,-0.4145,45,0.23892,39,0.00386,47,0.33452
ENSG00000097033,SH3GLB1,112,2.13909,49,0.70101,25,-0.4748,5,-2.7184,25,-0.4055,26,-0.3503,23,-0.5295
ENSG00000183291,SELENOF,112,0.44105,90,0.10326,60,-0.6607,161,1.04257,103,0.35264,68,-0.3706,76,-0.1769
ENSG00000153936,HS2ST1,112,1.68711,25,-0.7298,25,-0.8918,28,-0.5361,45,0.18583,46,0.23849,38,-0.1003
ENSG00000143013,LMO4,112,-2.6396,188,-1.8806,461,-0.6790,184,-1.9085,1109,0.95874,910,0.58520,1063,0.87646
ENSG00000137947,GTF2B,112,2.14788,13,-1.2939,18,-1.0788,5,-2.6410,49,0.78809,36,0.23972,19,-0.7970
ENSG00000137944,KYAT3,112,2.39791,11,-1.3998,21,-0.5461,36,0.40465,23,-0.3125,20,-0.5496,17,-0.8209
ENSG00000197147,LRRC8B,112,0.34534,30,-1.6527,55,-0.9194,121,0.47318,102,0.22419,146,0.87590,93,0.05770
ENSG00000171492,LRRC8D,112,1.68549,15,-1.4342,20,-1.3207,68,0.82159,41,0.00811,41,0.04686,44,0.13657
