Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000131188,PRR7,112,0.90692,22,-1.6137,37,-1.0213,51,-0.3240,95,0.70879,95,0.71132,57,-0.1857
ENSG00000113758,DBN1,112,0.95873,34,-0.9169,38,-0.9277,27,-1.2460,72,0.27814,69,0.19821,97,0.81038
ENSG00000196923,PDLIM7,112,2.70288,13,-0.9070,15,-0.9039,5,-2.3650,18,-0.4403,13,-0.9677,31,0.41066
ENSG00000183258,DDX41,112,1.22600,23,-1.2144,42,-0.4154,56,0.09381,68,0.45174,39,-0.4761,53,0.02201
ENSG00000146067,FAM193B,112,2.56478,16,-0.7064,17,-0.7566,9,-1.5447,15,-0.8266,26,0.04678,22,-0.2321
ENSG00000184840,TMED9,112,0.35858,68,-0.4063,70,-0.4801,71,-0.3378,109,0.34619,87,-0.0450,118,0.48862
ENSG00000027847,B4GALT7,112,1.85248,16,-1.2787,29,-0.4582,8,-2.1938,47,0.41677,40,0.12786,27,-0.5259
ENSG00000170074,FAM153A,112,3.38771,2,-2.7238,6,-1.8793,0,-6.3815,9,-1.1057,32,1.00400,8,-1.3223
ENSG00000204677,FAM153CP,112,2.92677,13,-0.8213,10,-1.4390,10,-1.2138,14,-0.7523,26,0.28928,16,-0.5224
ENSG00000145916,RMND5B,112,1.75366,17,-1.1942,29,-0.5798,24,-0.7104,37,-0.0939,45,0.26464,36,-0.1236
ENSG00000145912,NHP2,112,-0.9700,194,-0.1297,205,-0.0603,155,-0.4735,284,0.52300,283,0.51746,163,-0.4247
ENSG00000197451,HNRNPAB,112,1.32409,50,0.01789,40,-0.4320,49,-0.0034,47,-0.0774,34,-0.6188,55,0.19388
ENSG00000113240,CLK4,112,3.13636,16,-0.3407,8,-1.6054,13,-0.5891,20,-0.0101,18,-0.1565,5,-2.0425
ENSG00000176783,RUFY1,112,3.18645,14,-0.4762,9,-1.2979,0,-4.5789,10,-1.0797,14,-0.5323,21,0.11651
ENSG00000169045,HNRNPH1,112,0.18965,98,-0.0082,87,-0.2643,84,-0.2576,121,0.34977,99,0.00087,103,0.06064
ENSG00000127022,CANX,112,-0.9369,229,0.16520,172,-0.3626,386,1.01044,177,-0.2600,224,0.14199,233,0.20525
ENSG00000213316,LTC4S,112,3.00990,38,0.96175,14,-0.7005,7,-1.5066,9,-1.3637,11,-1.0415,9,-1.3101
ENSG00000161013,MGAT4B,112,0.88417,39,-0.7417,54,-0.3300,66,0.04859,50,-0.4209,96,0.70939,54,-0.2838
ENSG00000161011,SQSTM1,112,-0.8462,236,0.30694,156,-0.4383,244,0.35726,241,0.37222,173,-0.1932,241,0.37784
ENSG00000161010,MRNIP,112,2.76925,22,-0.1066,13,-1.1287,11,-1.0760,19,-0.3271,22,-0.1098,13,-0.9113
ENSG00000197226,TBC1D9B,112,0.72072,96,0.47609,60,-0.3435,49,-0.5627,75,0.09620,38,-1.0205,101,0.61307
ENSG00000113269,RNF130,112,0.60789,186,1.47019,58,-0.5279,97,0.38185,56,-0.5198,32,-1.3892,93,0.35557
ENSG00000146090,RASGEF1C,112,3.21747,17,-0.1672,9,-1.3168,15,-0.3483,5,-2.0368,6,-1.7140,23,0.33424
ENSG00000050748,MAPK9,112,-0.3351,61,-1.2339,94,-0.7475,245,0.91105,146,0.08250,105,-0.4652,254,1.10560
ENSG00000131446,MGAT1,112,2.27377,33,0.15181,25,-0.3602,18,-0.7687,22,-0.4479,16,-0.9311,23,-0.4211
ENSG00000278970,HEIH,112,2.41723,37,0.46272,16,-0.9797,14,-0.9821,15,-0.9421,17,-0.7375,32,0.26985
ENSG00000250222,AC008443.5,112,1.96075,39,0.19154,36,0.06687,31,-0.1962,12,-1.7052,26,-0.5007,26,-0.4699
ENSG00000146063,TRIM41,112,2.37154,24,-0.2245,20,-0.6389,12,-1.2279,18,-0.7610,19,-0.6375,32,0.21425
ENSG00000204628,RACK1,112,-1.3278,488,0.96656,281,0.10182,222,-0.2944,268,0.00241,220,-0.3287,280,0.07515
ENSG00000112679,DUSP22,112,2.23352,17,-0.8334,24,-0.4638,4,-2.7984,22,-0.5239,33,0.16525,27,-0.2005
ENSG00000112685,EXOC2,112,2.81598,11,-1.0576,9,-1.6614,16,-0.5211,19,-0.2648,19,-0.3144,23,0.00857
ENSG00000112699,GMDS,112,2.57714,9,-1.5505,11,-1.4856,1,-4.3082,34,0.52399,26,0.01511,23,-0.2009
ENSG00000124535,WRNIP1,112,1.15413,30,-0.9315,37,-0.7495,45,-0.2947,50,-0.1477,61,0.17637,78,0.61298
ENSG00000124570,SERPINB6,112,2.46320,76,1.71252,20,-0.5708,20,-0.4417,11,-1.4405,12,-1.2316,8,-1.8542
ENSG00000244041,LINC01011,112,3.06368,12,-0.7777,14,-0.7033,13,-0.6964,20,-0.0584,12,-0.8683,5,-2.1084
ENSG00000124588,NQO2,112,1.28288,27,-0.9779,47,-0.1485,37,-0.4626,58,0.23370,59,0.25373,31,-0.8211
ENSG00000137274,BPHL,112,2.58511,16,-0.7367,20,-0.4767,19,-0.4324,16,-0.7488,14,-0.9619,22,-0.2104
ENSG00000137267,TUBB2A,112,-3.9848,880,-0.9587,1278,-0.5031,1906,0.22948,2989,1.09063,1404,-0.2685,2309,0.59657
ENSG00000137285,TUBB2B,112,-1.3483,255,-0.1000,385,0.79640,248,-0.1428,254,-0.1150,268,-0.0238,167,-0.7942
ENSG00000180822,PSMG4,112,2.25300,24,-0.3423,22,-0.5906,47,0.70868,24,-0.3646,23,-0.4310,12,-1.4178
ENSG00000137266,SLC22A23,112,2.48396,19,-0.5358,22,-0.3939,30,0.19541,17,-0.7034,9,-1.7534,24,-0.2054
ENSG00000145945,FAM50B,112,1.97929,31,-0.1834,19,-1.0928,24,-0.5467,45,0.46488,28,-0.3472,29,-0.2545
ENSG00000112739,PRPF4B,112,1.55174,59,0.48322,25,-1.0142,44,0.00790,45,0.07264,42,-0.0377,37,-0.2745
ENSG00000198721,ECI2,112,2.17554,29,-0.1094,28,-0.2178,23,-0.4345,19,-0.8142,21,-0.6388,25,-0.3885
ENSG00000153046,CDYL,112,2.96816,23,0.13895,13,-0.9586,1,-4.0191,7,-1.7482,16,-0.4842,23,0.10581
ENSG00000124787,RPP40,112,3.16117,4,-2.3098,9,-1.3096,16,-0.3107,25,0.39275,11,-0.9460,8,-1.4486
ENSG00000214113,LYRM4,112,1.69389,38,-0.0944,38,-0.1111,9,-2.2016,44,0.16522,39,-0.0611,23,-0.9111
ENSG00000145982,FARS2,112,3.11799,7,-1.5369,13,-0.7782,19,-0.0539,11,-0.9908,12,-0.7985,12,-0.8139
ENSG00000124785,NRN1,112,-0.9448,71,-1.6089,172,-0.3803,87,-1.3249,384,1.12669,269,0.45431,218,0.08376
ENSG00000216863,LY86-AS1,112,2.93234,1,-3.8989,8,-1.6469,0,-6.6427,24,0.19849,25,0.24181,18,-0.2709
ENSG00000124783,SSR1,112,0.95646,78,0.36364,40,-0.8116,73,0.26774,60,-0.0392,64,0.07510,64,0.06326
ENSG00000124784,RIOK1,112,2.81546,7,-1.7808,9,-1.6793,9,-1.4440,16,-0.5381,22,-0.0907,30,0.44052
ENSG00000239264,TXNDC5,112,2.23114,28,-0.1287,11,-1.7900,41,0.46561,27,-0.1551,22,-0.5058,35,0.24234
ENSG00000124802,EEF1E1,112,0.75551,44,-0.6975,33,-1.3482,81,0.24905,107,0.77278,98,0.60875,61,-0.2207
ENSG00000111845,PAK1IP1,112,2.62716,17,-0.5966,12,-1.3400,17,-0.5490,27,0.11820,15,-0.8488,24,-0.0638
ENSG00000111843,TMEM14C,112,0.20429,154,0.71976,74,-0.5465,232,1.41020,110,0.19657,67,-0.6154,63,-0.7333
ENSG00000137210,TMEM14B,112,-0.0397,94,-0.3010,92,-0.4254,178,0.70127,158,0.56974,113,-0.0190,96,-0.2954
ENSG00000224531,SMIM13,112,0.35030,41,-1.1777,70,-0.4779,62,-0.5633,106,0.29590,103,0.24378,124,0.57830
ENSG00000205269,TMEM170B,112,1.41907,24,-0.9874,42,-0.2052,3,-3.8264,46,-0.0165,47,-0.0039,57,0.34392
ENSG00000095951,HIVEP1,112,3.09967,1,-4.4575,9,-1.4053,18,-0.1808,20,-0.0180,4,-2.2911,24,0.26525
ENSG00000112137,PHACTR1,112,-0.3242,126,-0.1332,156,0.25966,73,-0.9760,111,-0.3671,93,-0.6506,226,0.88742
ENSG00000145979,TBC1D7,112,1.91669,18,-1.0549,15,-1.5333,36,0.03191,53,0.68900,26,-0.4819,39,0.15777
ENSG00000145990,GFOD1,112,0.84113,34,-1.0052,54,-0.3936,49,-0.4535,66,0.00429,55,-0.3105,102,0.78054
ENSG00000124523,SIRT5,112,2.13828,23,-0.5070,20,-0.8837,44,0.52837,28,-0.1856,21,-0.6802,28,-0.2195
ENSG00000225921,NOL7,112,0.51985,98,0.31476,75,-0.1461,68,-0.2678,92,0.23067,80,-0.0150,62,-0.4185
ENSG00000010017,RANBP9,112,1.04085,40,-0.5607,42,-0.6620,42,-0.5233,91,0.79550,53,-0.1638,56,-0.0823
ENSG00000050393,MCUR1,112,1.61523,39,-0.1190,35,-0.3372,21,-1.0231,31,-0.4730,40,-0.0844,45,0.10453
ENSG00000112149,CD83,112,2.19581,7,-2.0657,11,-1.8297,34,0.16867,45,0.68388,39,0.42927,17,-0.9748
ENSG00000047579,DTNBP1,112,1.24920,32,-0.7130,35,-0.7637,39,-0.4445,29,-0.9546,126,1.71064,21,-1.4529
ENSG00000007944,MYLIP,112,2.71561,6,-1.9228,11,-1.4616,9,-1.3865,33,0.55364,28,0.29230,9,-1.4560
ENSG00000124788,ATXN1,112,1.31227,39,-0.3790,50,0.00248,31,-0.7133,41,-0.3423,31,-0.7960,62,0.38327
ENSG00000112186,CAP2,112,-1.1142,61,-2.0164,139,-0.9754,104,-1.2238,408,1.02391,382,0.89820,304,0.46773
ENSG00000137414,FAM8A1,112,1.67254,24,-0.8072,27,-0.7535,45,0.17599,26,-0.7059,60,0.67865,33,-0.3574
ENSG00000124789,NUP153,112,2.99426,8,-1.4932,10,-1.3847,16,-0.3943,21,-0.0388,16,-0.4077,13,-0.7719
ENSG00000137364,TPMT,112,2.27027,12,-1.3711,29,-0.0730,10,-1.6154,20,-0.6221,29,-0.0178,19,-0.6997
ENSG00000165097,KDM1B,112,3.35395,5,-1.9613,9,-1.2330,0,-4.8379,10,-1.0018,19,0.10757,13,-0.5562
ENSG00000124795,DEK,112,1.32501,88,0.92929,40,-0.4200,63,0.38890,51,0.05095,35,-0.5783,24,-1.1537
ENSG00000172201,ID4,112,1.52344,117,1.59932,63,0.79678,17,-1.4455,5,-3.1309,3,-4.0321,31,-0.5801
ENSG00000112242,E2F3,112,2.80124,5,-2.2614,8,-1.8470,13,-0.8371,23,-0.0348,24,0.06301,22,-0.0361
ENSG00000124766,SOX4,112,2.88516,16,-0.4573,12,-1.1553,0,-6.6643,16,-0.4866,27,0.35382,13,-0.8581
ENSG00000272168,CASC15,112,2.28655,18,-0.7455,21,-0.6678,38,0.40745,19,-0.7300,25,-0.2568,22,-0.4900
ENSG00000152954,NRSN1,112,-0.2872,48,-1.5572,114,-0.3360,156,0.23375,150,0.18989,211,0.80399,128,-0.0869
ENSG00000124532,MRS2,112,2.72208,11,-1.1182,17,-0.5993,24,-0.0074,21,-0.2191,17,-0.5241,9,-1.5741
ENSG00000112294,ALDH5A1,112,0.86276,36,-0.8863,57,-0.2815,56,-0.2240,57,-0.2251,90,0.57217,61,-0.1177
ENSG00000137261,KIAA0319,112,2.02927,19,-0.8729,30,-0.2315,15,-1.2232,28,-0.2786,19,-0.8747,38,0.20277
ENSG00000111802,TDP2,112,1.50044,27,-0.7512,35,-0.4754,48,0.12542,45,0.02605,33,-0.4935,48,0.12951
ENSG00000112304,ACOT13,112,1.15428,56,0.02627,51,-0.1255,35,-0.6990,66,0.31772,39,-0.5439,47,-0.2653
ENSG00000112308,C6orf62,112,-0.1293,125,0.04760,129,0.12684,100,-0.3066,133,0.15701,113,-0.1278,117,-0.0562
ENSG00000111913,RIPOR2,112,1.13080,12,-2.2145,36,-0.8449,97,0.90052,58,0.08277,48,-0.2337,72,0.45658
ENSG00000079691,CARMIL1,112,3.42024,14,-0.3861,11,-0.8289,1,-3.9867,3,-2.7416,14,-0.4336,14,-0.4411
ENSG00000197061,HIST1H4C,112,2.35792,47,0.79210,29,0.07299,8,-1.8466,17,-0.8153,11,-1.4224,14,-1.1406
ENSG00000112763,BTN2A1,112,2.68541,9,-1.4232,10,-1.5073,26,0.09383,26,0.14681,20,-0.2824,17,-0.6107
ENSG00000228223,HCG11,112,2.69303,9,-1.4475,18,-0.5762,18,-0.4639,12,-1.0678,21,-0.2272,19,-0.4244
ENSG00000182952,HMGN4,112,2.27976,10,-1.5535,29,0.00054,14,-1.0672,23,-0.3915,25,-0.2497,16,-0.9889
ENSG00000146109,ABT1,112,3.22534,15,-0.4121,8,-1.4436,5,-1.9507,20,0.08926,15,-0.3599,7,-1.6337
ENSG00000096654,ZNF184,112,3.24097,1,-3.6717,6,-1.9379,0,-4.4121,11,-0.9220,42,1.45671,3,-2.8543
ENSG00000269293,ZSCAN16-AS1,112,0.72312,97,0.49228,82,0.30687,117,0.79381,44,-0.7839,51,-0.5335,39,-0.9493
ENSG00000204713,TRIM27,112,1.39626,38,-0.3359,27,-1.0849,72,0.66447,45,-0.0875,46,-0.0521,53,0.20212
ENSG00000204681,GABBR1,112,-1.3698,226,-0.3098,237,-0.3082,441,0.74865,187,-0.6374,189,-0.6278,554,1.29764
ENSG00000204655,MOG,112,3.03109,128,3.36999,3,-2.9130,14,-0.6346,0,-6.2422,0,-7.4982,3,-3.0188
ENSG00000206503,HLA-A,112,-0.3463,389,1.70295,142,0.03291,278,1.11391,52,-1.5721,33,-2.2399,150,0.12026
ENSG00000204619,PPP1R11,112,0.48771,65,-0.3648,82,0.00479,43,-0.9938,102,0.38350,72,-0.2136,85,0.05396
ENSG00000231074,HCG18,112,1.59708,31,-0.4580,27,-0.8323,19,-1.2124,32,-0.4460,42,-0.0024,65,0.76156
ENSG00000241370,RPP21,112,0.81203,60,-0.1749,59,-0.2731,98,0.60309,61,-0.1636,72,0.11641,51,-0.4414
ENSG00000204592,HLA-E,112,1.40685,169,2.17995,48,0.01805,25,-0.9792,20,-1.3903,21,-1.2996,18,-1.5011
ENSG00000204590,GNL1,112,0.61468,70,-0.1169,55,-0.6359,110,0.59099,72,-0.0908,70,-0.1385,96,0.40441
ENSG00000204576,PRR3,112,2.48597,9,-1.6154,10,-1.7927,34,0.39713,24,-0.1491,25,-0.1094,27,0.04106
ENSG00000204574,ABCF1,112,1.61093,32,-0.4224,32,-0.5051,44,0.08432,33,-0.3963,45,0.13304,36,-0.2665
ENSG00000204569,PPP1R10,112,2.25467,20,-0.5725,21,-0.7086,3,-3.1395,31,0.06731,16,-0.9749,38,0.40969
ENSG00000204568,MRPS18B,112,1.27581,57,0.17923,45,-0.2431,14,-1.8795,54,0.09920,43,-0.2624,52,0.02482
ENSG00000137343,ATAT1,112,1.30999,32,-0.6525,47,-0.1317,44,-0.2049,37,-0.4785,45,-0.1695,54,0.14939
ENSG00000204564,C6orf136,112,1.10531,38,-0.6160,37,-0.8101,39,-0.5599,80,0.61391,71,0.40465,47,-0.2958
ENSG00000204560,DHX16,112,3.27968,18,-0.0947,9,-1.3703,6,-1.5658,20,0.07723,13,-0.5570,4,-2.3124
ENSG00000196230,TUBB,112,-2.2244,339,-0.5723,381,-0.5039,629,0.38742,897,1.09971,393,-0.3741,605,0.35884
ENSG00000137312,FLOT1,112,-0.8830,145,-0.4934,169,-0.3325,161,-0.3238,338,0.95807,157,-0.3952,253,0.41489
ENSG00000204580,DDR1,112,1.34563,143,1.79236,51,0.07576,44,-0.1646,15,-1.7971,19,-1.5273,33,-0.6476
ENSG00000213780,GTF2H4,112,3.19006,7,-1.4725,11,-1.1226,10,-0.9282,11,-0.9174,13,-0.6901,17,-0.1800
ENSG00000137411,VARS2,112,3.03582,17,-0.2746,13,-0.9356,13,-0.7231,10,-1.1419,12,-0.8622,17,-0.3356
ENSG00000204525,HLA-C,112,0.11704,219,1.21711,95,-0.1676,213,1.17110,89,-0.2515,44,-1.3788,78,-0.4778
ENSG00000234745,HLA-B,112,-0.1380,308,1.52766,119,-0.0592,170,0.52139,88,-0.5468,37,-1.8959,137,0.20007
ENSG00000198563,DDX39B,112,0.54771,111,0.54193,69,-0.2646,61,-0.3917,89,0.21149,60,-0.4436,83,0.08422
ENSG00000213760,ATP6V1G2,112,-1.4378,138,-1.1215,255,-0.2503,293,0.02164,484,0.93235,375,0.45958,236,-0.3394
ENSG00000204498,NFKBIL1,112,3.05282,26,0.35634,9,-1.4309,14,-0.5831,12,-0.8305,12,-0.8756,16,-0.4472
ENSG00000204482,LST1,112,3.28643,32,0.83023,13,-0.7269,25,0.42664,3,-2.7402,3,-2.6194,6,-1.6469
ENSG00000204472,AIF1,112,1.51107,118,1.60757,48,0.17661,15,-1.6383,10,-2.3418,22,-1.1358,39,-0.2317
ENSG00000204469,PRRC2A,112,0.37404,93,0.07970,89,0.02475,41,-1.1596,69,-0.4088,101,0.24070,101,0.24207
ENSG00000204463,BAG6,112,0.45380,71,-0.2551,64,-0.5226,130,0.69830,94,0.20558,81,-0.0652,85,0.01853
ENSG00000204438,GPANK1,112,3.11675,9,-1.1555,14,-0.7297,14,-0.4913,17,-0.2824,10,-1.0978,9,-1.3015
ENSG00000204435,CSNK2B,112,-0.3039,163,0.28634,125,-0.1644,190,0.52855,155,0.22363,111,-0.3373,135,-0.0170
ENSG00000204427,ABHD16A,112,1.18354,35,-0.6621,31,-1.0393,48,-0.1783,75,0.58201,53,-0.0347,63,0.26943
ENSG00000213722,DDAH2,112,2.33918,79,1.67047,24,-0.3621,21,-0.4484,10,-1.6603,8,-1.8951,14,-1.0987
ENSG00000204394,VARS,112,1.93766,23,-0.6328,25,-0.6690,15,-1.2575,46,0.45228,28,-0.3787,30,-0.2454
ENSG00000204392,LSM2,112,1.82030,57,0.64900,25,-0.7571,18,-1.0702,49,0.46887,29,-0.4484,22,-0.8427
ENSG00000204389,HSPA1A,112,0.55754,129,0.79297,41,-1.2188,90,0.22115,92,0.28105,83,0.08664,88,0.20165
ENSG00000204388,HSPA1B,112,1.30667,52,0.06196,35,-0.6801,56,0.17771,86,0.98340,15,-1.9238,44,-0.2125
ENSG00000204387,SNHG32,112,0.87395,124,1.05070,54,-0.3670,99,0.67781,49,-0.4728,50,-0.4158,46,-0.5478
ENSG00000204386,NEU1,112,1.57062,15,-1.5641,25,-0.9942,53,0.32406,59,0.54334,39,-0.1423,41,-0.0842
ENSG00000204371,EHMT2,112,1.44863,27,-0.8347,40,-0.2796,40,-0.1984,28,-0.8146,59,0.43359,43,-0.1179
ENSG00000204356,NELFE,112,0.88886,57,-0.1817,53,-0.3680,68,0.09690,67,0.07585,53,-0.3024,71,0.17787
ENSG00000204351,SKIV2L,112,2.28073,17,-0.7989,19,-0.8178,37,0.37516,17,-0.8677,17,-0.8588,36,0.32435
ENSG00000204348,DXO,112,2.85357,7,-1.6126,11,-1.3247,21,-0.1019,9,-1.3635,25,0.16613,20,-0.1669
ENSG00000204344,STK19,112,2.60126,26,0.07756,14,-1.1070,11,-1.2620,25,-0.0260,20,-0.3667,17,-0.6534
ENSG00000213676,ATF6B,112,3.06587,18,-0.2107,6,-2.0209,39,1.01921,12,-0.8037,12,-0.9018,13,-0.7821
ENSG00000204314,PRRT1,112,-0.6501,64,-1.4787,116,-0.7538,100,-0.8204,282,0.90746,275,0.85350,183,0.12329
ENSG00000221988,PPT2,112,2.88926,10,-1.1723,10,-1.4383,5,-2.0487,24,0.15083,25,0.23982,11,-1.1184
ENSG00000204310,AGPAT1,112,-0.0041,84,-0.4420,96,-0.3062,115,0.04294,128,0.23552,128,0.23333,123,0.16779
ENSG00000204308,RNF5,112,0.57398,81,0.06273,62,-0.4409,52,-0.6101,105,0.52921,76,-0.0360,77,-0.0129
ENSG00000204304,PBX2,112,3.08766,7,-1.4821,6,-2.0587,7,-1.5763,15,-0.5093,25,0.34493,17,-0.2588
ENSG00000204287,HLA-DRA,112,1.98791,142,2.46809,23,-0.7483,33,-0.0387,7,-2.4162,13,-1.4904,13,-1.5617
ENSG00000196126,HLA-DRB1,112,1.10447,172,1.86795,43,-0.5315,12,-2.2827,59,0.08643,22,-1.4674,51,-0.1678
ENSG00000179344,HLA-DQB1,112,3.29657,31,0.77451,9,-1.2847,0,-5.4017,14,-0.4561,13,-0.5898,5,-1.9820
ENSG00000204256,BRD2,112,1.08688,53,-0.1156,47,-0.3592,41,-0.5134,55,-0.0422,68,0.30108,49,-0.2499
ENSG00000231389,HLA-DPA1,112,2.82683,107,2.73009,12,-1.1054,6,-2.0316,4,-2.4247,0,-4.7691,6,-2.0581
ENSG00000223865,HLA-DPB1,112,2.87356,65,1.77665,9,-1.6586,7,-1.7203,17,-0.4272,7,-1.8064,12,-1.0225
ENSG00000204231,RXRB,112,0.98789,54,-0.1711,35,-1.0164,83,0.50365,78,0.44571,52,-0.2437,67,0.19080
ENSG00000112473,SLC39A7,112,2.27125,20,-0.6239,15,-1.2438,55,0.98468,25,-0.2866,17,-0.8598,27,-0.1419
ENSG00000204227,RING1,112,1.44079,43,-0.1019,29,-0.8891,27,-0.8267,39,-0.3035,45,-0.0449,68,0.69019
ENSG00000223501,VPS52,112,2.21778,23,-0.4005,23,-0.5198,38,0.32797,22,-0.4972,18,-0.8353,24,-0.3698
ENSG00000231500,RPS18,112,-2.8996,1920,1.48447,973,0.48380,734,-0.0956,543,-0.6019,556,-0.5627,648,-0.3133
ENSG00000227057,WDR46,112,2.15711,20,-0.6739,16,-1.2257,40,0.37739,20,-0.7382,26,-0.3276,40,0.43409
ENSG00000204220,PFDN6,112,0.67443,52,-0.5150,59,-0.4229,131,0.94143,87,0.30489,59,-0.3614,63,-0.2427
ENSG00000237441,RGL2,112,2.87739,15,-0.5957,21,-0.1533,20,-0.1571,10,-1.2626,9,-1.4635,11,-1.0525
ENSG00000231925,TAPBP,112,0.47776,78,-0.0895,74,-0.2112,115,0.52106,87,0.08182,63,-0.4588,86,0.07748
ENSG00000236104,ZBTB22,112,2.62661,11,-1.1955,14,-1.1082,8,-1.6805,20,-0.3960,30,0.34033,19,-0.4104
ENSG00000204209,DAXX,112,2.40016,18,-0.6793,17,-0.8971,34,0.32584,17,-0.7883,15,-0.9442,32,0.23458
ENSG00000112511,PHF1,112,1.64732,37,-0.1468,22,-1.1747,59,0.56160,33,-0.3834,37,-0.1689,50,0.34332
ENSG00000112514,CUTA,112,-0.8944,190,-0.0807,177,-0.2572,181,-0.1561,308,0.76606,265,0.48977,135,-0.6497
ENSG00000197283,SYNGAP1,112,0.64206,19,-2.0157,53,-0.6588,31,-1.3275,53,-0.5555,130,1.00113,115,0.76478
ENSG00000137288,UQCC2,112,0.27858,106,0.20198,103,0.19674,97,0.05530,86,-0.1387,82,-0.2257,77,-0.3183
ENSG00000161904,LEMD2,112,3.04886,17,-0.2684,8,-1.6120,18,-0.2461,12,-0.8350,14,-0.6280,18,-0.1982
ENSG00000124493,GRM4,112,3.09912,2,-3.0863,7,-1.7577,2,-3.0152,32,0.78856,23,0.23284,4,-2.4466
ENSG00000137309,HMGA1,112,0.92146,45,-0.4980,59,-0.1191,47,-0.4576,69,0.15812,58,-0.1456,61,-0.0368
ENSG00000186577,SMIM29,112,-0.5260,84,-0.9572,111,-0.6705,174,0.16013,236,0.72493,204,0.45335,174,0.17467
ENSG00000272325,NUDT3,112,-0.2880,131,-0.0394,148,0.19538,146,0.13177,88,-0.7009,127,-0.1000,170,0.40973
ENSG00000124614,RPS10,112,-2.1483,894,1.04989,528,0.26371,593,0.37546,413,-0.2087,417,-0.1895,351,-0.4779
ENSG00000124507,PACSIN1,112,-0.7597,138,-0.4378,199,0.17027,151,-0.3026,172,-0.1056,178,-0.0482,244,0.49844
ENSG00000196821,ILRUN,112,1.66034,40,-0.0149,28,-0.7547,34,-0.2719,31,-0.4428,35,-0.2354,51,0.37238
ENSG00000272288,AL451165.2,112,3.31597,23,0.30930,11,-0.9109,14,-0.4423,6,-1.7135,7,-1.5945,11,-0.7991
ENSG00000124562,SNRPC,112,0.53941,65,-0.3051,64,-0.4242,67,-0.2655,95,0.30888,87,0.16035,84,0.09325
ENSG00000064995,TAF11,112,1.97767,26,-0.4433,17,-1.3117,46,0.44326,36,0.09175,36,0.06474,27,-0.4228
ENSG00000064999,ANKS1A,112,2.32903,11,-1.4534,21,-0.5844,86,1.81161,7,-2.1344,18,-0.7162,15,-1.0452
ENSG00000112033,PPARD,112,3.14776,18,-0.1843,10,-1.1691,17,-0.2534,9,-1.2198,12,-0.7575,14,-0.6018
ENSG00000198755,RPL10A,112,-2.0066,840,1.10772,490,0.30979,480,0.19504,370,-0.2294,300,-0.5727,391,-0.1362
ENSG00000096063,SRPK1,112,2.38056,9,-1.7306,14,-1.3089,48,0.84988,20,-0.5361,24,-0.2659,27,-0.0723
ENSG00000112062,MAPK14,112,1.98215,20,-0.8506,18,-1.1768,38,0.14374,36,0.09082,26,-0.4826,41,0.29314
ENSG00000096070,BRPF3,112,2.25782,27,-0.1315,16,-1.0967,37,0.35497,17,-0.9018,7,-2.2743,49,0.88263
ENSG00000112078,KCTD20,112,2.26118,19,-0.6430,18,-0.9226,21,-0.5509,29,-0.0288,30,-0.0017,22,-0.4818
ENSG00000112081,SRSF3,112,0.11498,93,-0.1655,101,-0.0557,88,-0.2561,126,0.33137,113,0.14731,87,-0.2890
ENSG00000124772,CPNE5,112,0.52027,51,-0.6871,67,-0.3653,49,-0.7647,89,0.18102,56,-0.5939,137,0.96804
ENSG00000137168,PPIL1,112,1.74198,19,-1.0775,27,-0.7247,73,1.00874,34,-0.2102,28,-0.5207,36,-0.1570
ENSG00000198663,C6orf89,112,0.99737,40,-0.6265,38,-0.8695,46,-0.3969,54,-0.1737,70,0.25255,92,0.74958
ENSG00000137409,MTCH1,112,-2.5575,357,-0.8395,525,-0.3269,698,0.19239,892,0.65102,649,0.08500,840,0.54111
ENSG00000065491,TBC1D22B,112,2.98193,10,-1.1262,9,-1.4365,8,-1.4875,18,-0.2602,16,-0.4433,20,-0.0820
ENSG00000112130,RNF8,112,1.81520,14,-1.5108,25,-0.7969,26,-0.5688,35,-0.1270,45,0.29867,40,0.09319
ENSG00000137200,CMTR1,112,2.25943,17,-0.8321,20,-0.7979,15,-1.0041,30,-0.0104,24,-0.3731,29,-0.0362
ENSG00000198937,CCDC167,112,1.68274,42,0.07741,34,-0.3433,30,-0.4621,30,-0.4801,29,-0.5264,43,0.11226
ENSG00000156639,ZFAND3,112,1.20286,79,0.63558,35,-0.8053,72,0.46934,48,-0.1720,42,-0.3704,54,0.02342
ENSG00000183826,BTBD9,112,1.87101,14,-1.3938,24,-0.7841,27,-0.4663,27,-0.4727,45,0.34416,40,0.17448
ENSG00000124767,GLO1,112,-0.0343,88,-0.3969,96,-0.3476,126,0.15341,174,0.74914,109,-0.0808,104,-0.1500
ENSG00000112167,SAYSD1,112,3.26043,13,-0.5222,9,-1.2660,0,-6.4510,10,-1.0287,25,0.46277,7,-1.4589
ENSG00000146122,DAAM2,112,2.25627,143,2.77477,16,-1.1229,37,0.35108,0,-5.1925,5,-2.5488,10,-1.7460
