"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl","rank"
42,"enrichment","Excit.L2","LINC02122",8.88018917584967,2.65712503536306e-15,3.46182797141989e-13,5357,2.68075149739014,"ENSG00000248474",42
43,"enrichment","Excit.L2","ZNF189",8.86863466876898,2.84057009200237e-15,3.67530589627975e-13,9100,0.766279676548165,"ENSG00000136870",43
44,"enrichment","Excit.L2","ENSG00000288321",8.86355274174605,2.92519183795027e-15,3.75887151176609e-13,4453,4.13271423213808,"ENSG00000288321",44
45,"enrichment","Excit.L2","ONECUT2",8.86231504229354,2.94617833836628e-15,3.76008515687686e-13,15860,3.01782137868386,"ENSG00000119547",45
46,"enrichment","Excit.L2","RIC8B",8.82817694580988,3.58795201092797e-15,4.51281308710528e-13,11912,0.341872563533824,"ENSG00000111785",46
47,"enrichment","Excit.L2","ENSG00000288803",8.82720479256871,3.60813369791478e-15,4.51281308710528e-13,901,2.36753587849601,"ENSG00000288803",47
48,"enrichment","Excit.L2","TEK",8.74275031885386,5.8698787492746e-15,7.01431816656947e-13,8774,2.34850491882706,"ENSG00000120156",48
49,"enrichment","Excit.L2","MAP7",8.70083616552329,7.4698422724585e-15,8.81394408010025e-13,6823,0.768031312878497,"ENSG00000135525",49
50,"enrichment","Excit.L2","ARL4A",8.67064524643733,8.88438218785791e-15,1.03527884612672e-12,7102,1.16756925192603,"ENSG00000122644",50
51,"enrichment","Excit.L2","CACNA2D1",8.66840542494868,8.99936491704268e-15,1.04220422968295e-12,7450,0.724635263805541,"ENSG00000153956",51
52,"enrichment","Excit.L2","OPA1",8.66007602089806,9.44009328641614e-15,1.07991213503935e-12,4220,0.288294635708863,"ENSG00000198836",52
53,"enrichment","Excit.L2","ENSG00000234862",8.65786754226995,9.56050572851605e-15,1.08705847256175e-12,17192,2.84263051323505,"ENSG00000234862",53
54,"enrichment","Excit.L2","MBNL1",8.65529518589505,9.70268427413978e-15,1.09657867269359e-12,4015,0.655359728250806,"ENSG00000152601",54
55,"enrichment","Excit.L2","MBNL2",8.65038341873647,9.98003111633403e-15,1.12116984295535e-12,12470,0.768510032116599,"ENSG00000139793",55
56,"enrichment","Excit.L2","RAPH1",8.64738952341922,1.01529356474548e-14,1.12709600995207e-12,2906,0.626246172761188,"ENSG00000173166",56
57,"enrichment","Excit.L2","MFSD4B",8.63935902369606,1.0631564664096e-14,1.16642564130471e-12,6707,0.753964760941443,"ENSG00000173214",57
58,"enrichment","Excit.L2","CDK19",8.60367951364256,1.30441954388659e-14,1.39046676493501e-12,6701,0.68884779387241,"ENSG00000155111",58
59,"enrichment","Excit.L2","LINC01335",8.53734345410359,1.90664087162207e-14,1.98181854660907e-12,5359,2.74197232893915,"ENSG00000248942",59
60,"enrichment","Excit.L2","CFAP54",8.53715795729589,1.90866341864937e-14,1.98181854660907e-12,11847,1.07591876835931,"ENSG00000188596",60
61,"enrichment","Excit.L2","SCRN1",8.53267276968684,1.95822166655251e-14,2.01858223550503e-12,7180,0.427173338337739,"ENSG00000136193",61
62,"enrichment","Excit.L2","TYW1B",8.51817939221434,2.12727380621833e-14,2.16900999339467e-12,7372,0.770689671598483,"ENSG00000277149",62
63,"enrichment","Excit.L2","P2RX2",8.49800496203434,2.38699006490291e-14,2.40765164557223e-12,12148,3.00372628709096,"ENSG00000187848",63
64,"enrichment","Excit.L2","ENSG00000261037",8.4920607361582,2.46935727274555e-14,2.46732311135667e-12,5092,2.60880784615134,"ENSG00000261037",64
65,"enrichment","Excit.L2","ENSG00000250101",8.4797147096098,2.64956630533895e-14,2.63008007695577e-12,5995,2.08939647958112,"ENSG00000250101",65
66,"enrichment","Excit.L2","TMEM132B",8.47375920204026,2.74111015501399e-14,2.70662987464302e-12,12112,0.43422144874883,"ENSG00000139364",66
67,"enrichment","Excit.L2","FAM153CP",8.46228981694008,2.92635581361438e-14,2.87441682823138e-12,5998,0.791554447172279,"ENSG00000204677",67
68,"enrichment","Excit.L2","ZNF184",8.45431015366384,3.06252461969333e-14,2.97699608238687e-12,6213,1.04363509539638,"ENSG00000096654",68
69,"enrichment","Excit.L2","PSD3",8.44534117594042,3.22310291094112e-14,3.11693988207043e-12,8016,0.754421789873294,"ENSG00000156011",69
70,"enrichment","Excit.L2","E2F3",8.4314297891968,3.48887147775448e-14,3.32257450731735e-12,6165,0.457940700315808,"ENSG00000112242",70
71,"enrichment","Excit.L2","NBN",8.42954678905764,3.52647955193861e-14,3.34142842797577e-12,8363,0.599502562313353,"ENSG00000104320",71
72,"enrichment","Excit.L2","TRERF1",8.41904077088822,3.74382408088183e-14,3.52954188851377e-12,6411,0.725019831816994,"ENSG00000124496",72
73,"enrichment","Excit.L2","PPFIA2",8.39701327589668,4.24367034323844e-14,3.92194577879292e-12,11780,0.693528764731665,"ENSG00000139220",73
74,"enrichment","Excit.L2","ENSG00000287530",8.37298747413334,4.86468640061443e-14,4.45201861277695e-12,12195,2.95645066031118,"ENSG00000287530",74
75,"enrichment","Excit.L2","EPHA10",8.34782505364884,5.61199221314671e-14,5.09848568371767e-12,413,1.23343858529693,"ENSG00000183317",75
76,"enrichment","Excit.L2","SH3RF2",8.34677001212889,5.64570263224824e-14,5.09848568371767e-12,5778,3.64184932798159,"ENSG00000156463",76
77,"enrichment","Excit.L2","ZNF365",8.31725228860223,6.67489402243772e-14,5.96322317880733e-12,9712,0.897940410964041,"ENSG00000138311",77
78,"enrichment","Excit.L2","LINC01931",8.28808945692289,7.87436950346941e-14,6.96844557804668e-12,2606,2.8740576430831,"ENSG00000162947",78
79,"enrichment","Excit.L2","SLC12A8",8.28429514511311,8.0454043276894e-14,7.0863770230883e-12,3839,1.1184845885234,"ENSG00000221955",79
80,"enrichment","Excit.L2","ENSG00000248738",8.27287389014205,8.58282144699635e-14,7.48940991474876e-12,8054,2.73592712648781,"ENSG00000248738",80
81,"enrichment","Excit.L2","LINC02388",8.26469967836078,8.98919677102756e-14,7.77171984429714e-12,11666,3.48941216747559,"ENSG00000257259",81
82,"enrichment","Excit.L2","LINC00629",8.24375168069324,1.01199437067275e-13,8.66941844209659e-12,18613,2.26495987533705,"ENSG00000227060",82
83,"enrichment","Excit.L2","ADGRL3",8.22825938040529,1.10460358578205e-13,9.4197581240259e-12,4561,0.748919332510066,"ENSG00000150471",83
84,"enrichment","Excit.L2","ENSG00000254396",8.22683007346936,1.11356029213031e-13,9.45316952065917e-12,8773,2.19797140904071,"ENSG00000254396",84
85,"enrichment","Excit.L2","ACTR3B",8.21535748056838,1.18811475609421e-13,9.99561477088945e-12,7895,0.450981784864703,"ENSG00000133627",85
86,"enrichment","Excit.L2","MLF1",8.20405516434132,1.26640526265305e-13,1.05618138727126e-11,4040,0.554026950838674,"ENSG00000178053",86
87,"enrichment","Excit.L2","LINC01090",8.20401749901443,1.2666745489901e-13,1.05618138727126e-11,2803,4.77673184834748,"ENSG00000231689",87
88,"enrichment","Excit.L2","ZNF706",8.18798724049987,1.38659961162824e-13,1.14637926400546e-11,8435,0.6455085352056,"ENSG00000120963",88
89,"enrichment","Excit.L2","ENSG00000287567",8.18711070811731,1.39347280240831e-13,1.14662031780624e-11,3654,2.15566164309205,"ENSG00000287567",89
90,"enrichment","Excit.L2","FANCL",8.1550285727681,1.66972189495952e-13,1.36198489005807e-11,2116,0.593451416427467,"ENSG00000115392",90
91,"enrichment","Excit.L2","NFAT5",8.15007521190539,1.71696770315852e-13,1.39446021986827e-11,14432,0.395238350193535,"ENSG00000102908",91
92,"enrichment","Excit.L2","ATP7B",8.14662743406126,1.75063405167409e-13,1.40998703578562e-11,12366,0.913272422517257,"ENSG00000123191",92
93,"enrichment","Excit.L2","DLGAP2",8.12226612689015,2.00793117576515e-13,1.60986311062094e-11,7927,0.533454722439607,"ENSG00000198010",93
94,"enrichment","Excit.L2","ZC3H14",8.10727113041971,2.18461815205469e-13,1.74406898513609e-11,13027,0.362097915909733,"ENSG00000100722",94
95,"enrichment","Excit.L2","FKBP14",8.08900250971765,2.4208470430557e-13,1.9003142834631e-11,7182,0.727490020146898,"ENSG00000106080",95
96,"enrichment","Excit.L2","MAPK1",8.07748835654846,2.58258479168917e-13,2.01882805320336e-11,17786,0.517920943786738,"ENSG00000100030",96
97,"enrichment","Excit.L2","LINC02248",8.06962567174111,2.69914797804604e-13,2.08362026028948e-11,13200,3.77113689580737,"ENSG00000235160",97
98,"enrichment","Excit.L2","ENSG00000223930",8.06891780699904,2.70989469383633e-13,2.08362026028948e-11,4114,2.68931018029201,"ENSG00000223930",98
99,"enrichment","Excit.L2","CYP46A1",8.06457289429309,2.77679512742565e-13,2.1141477020446e-11,13096,0.732425686042453,"ENSG00000036530",99
100,"enrichment","Excit.L2","ARHGAP10",8.06333291047368,2.79618653158506e-13,2.11529256125271e-11,4898,3.14755495906966,"ENSG00000071205",100
1,"enrichment","Excit.L2_5.1","PABPN1",9.1624102253483,5.16997052742635e-16,9.69938170650457e-12,12596,0.456547081996908,"ENSG00000100836",1
2,"enrichment","Excit.L2_5.1","PLP1",8.05431110453171,2.94227419141173e-13,1.91928682554477e-09,18506,1.38761324692434,"ENSG00000123560",2
3,"enrichment","Excit.L2_5.1","CD9",8.0467895247763,3.06905840660642e-13,1.91928682554477e-09,11215,1.68630765157843,"ENSG00000010278",3
4,"enrichment","Excit.L2_5.1","BCAS1",7.55580279992842,4.6714149180791e-12,1.79673836395282e-08,17418,2.12598331315869,"ENSG00000064787",4
5,"enrichment","Excit.L2_5.1","TXNIP",7.5249804303929,5.53005557484038e-12,1.79673836395282e-08,1002,1.87788107410077,"ENSG00000265972",5
6,"enrichment","Excit.L2_5.1","APCDD1",7.51065886557341,5.98051966593748e-12,1.79673836395282e-08,15662,1.8776413163415,"ENSG00000154856",6
7,"enrichment","Excit.L2_5.1","ADAM33",7.46787934321033,7.5539302605167e-12,1.79673836395282e-08,17102,1.44563363993079,"ENSG00000149451",7
8,"enrichment","Excit.L2_5.1","OPALIN",7.45747029117523,7.99500020053358e-12,1.79673836395282e-08,9927,1.7554144353381,"ENSG00000197430",8
9,"enrichment","Excit.L2_5.1","SRRM2",7.44367025762802,8.61928749830786e-12,1.79673836395282e-08,13927,0.307985204732159,"ENSG00000167978",9
10,"enrichment","Excit.L2_5.1","EBF1",7.38046220620147,1.2153891908731e-11,2.28019166099702e-08,5873,2.09315556435923,"ENSG00000164330",10
11,"enrichment","Excit.L2_5.1","FGFR2",7.35304475306541,1.41022810898061e-11,2.39579992807069e-08,10098,2.4226301118057,"ENSG00000066468",11
12,"enrichment","Excit.L2_5.1","GRIN1",7.31724321283542,1.71182480778537e-11,2.39579992807069e-08,9405,0.425914373777912,"ENSG00000176884",12
13,"enrichment","Excit.L2_5.1","LPAR1",7.30593234276772,1.81976643679076e-11,2.39579992807069e-08,9131,1.9868949074761,"ENSG00000198121",13
14,"enrichment","Excit.L2_5.1","HNRNPL",7.2978799102677,1.90068929274308e-11,2.39579992807069e-08,16589,0.342961199334943,"ENSG00000104824",14
15,"enrichment","Excit.L2_5.1","IGFBP4",7.29644136890728,1.91551617296841e-11,2.39579992807069e-08,15089,1.77771011466849,"ENSG00000141753",15
16,"enrichment","Excit.L2_5.1","PNISR",7.24840270947319,2.48209821789459e-11,2.91041529162003e-08,6645,0.260578796564497,"ENSG00000132424",16
17,"enrichment","Excit.L2_5.1","ACAP3",7.13617020689742,4.53405601474721e-11,5.00373087603955e-08,20,0.490244390766871,"ENSG00000131584",17
18,"enrichment","Excit.L2_5.1","DOCK5",7.03973638835368,7.58390320414051e-11,7.90453377849334e-08,8071,1.69573840776131,"ENSG00000147459",18
19,"enrichment","Excit.L2_5.1","MIR219A2HG",7.01501259676295,8.64872634886468e-11,8.28652246840508e-08,9269,1.64667035087967,"ENSG00000207955",19
20,"enrichment","Excit.L2_5.1","C1QL2",7.01102511945526,8.83377481840529e-11,8.28652246840508e-08,2492,1.8390502245856,"ENSG00000144119",20
21,"enrichment","Excit.L2_5.1","TMEM63A",6.94835562176801,1.23122384922299e-10,1.06625470867418e-07,1582,1.62189586903321,"ENSG00000196187",21
22,"enrichment","Excit.L2_5.1","UGT8",6.94311670771345,1.26579730681762e-10,1.06625470867418e-07,4783,1.82586284709913,"ENSG00000174607",22
23,"enrichment","Excit.L2_5.1","SLFN11",6.93702983241324,1.30717223492917e-10,1.06625470867418e-07,15014,1.68472141265099,"ENSG00000172716",23
24,"enrichment","Excit.L2_5.1","DSP",6.89652717074979,1.61859679618615e-10,1.23773701449124e-07,6098,2.57331102352799,"ENSG00000096696",24
25,"enrichment","Excit.L2_5.1","FA2H",6.89295473495588,1.64934840159272e-10,1.23773701449124e-07,14489,1.61769542339957,"ENSG00000103089",25
26,"enrichment","Excit.L2_5.1","PARD3",6.86446189232219,1.91616970059145e-10,1.38266383664601e-07,9604,3.0143924106812,"ENSG00000148498",26
27,"enrichment","Excit.L2_5.1","LAMP5",6.8185987673478,2.43776986361671e-10,1.69388890412271e-07,17136,3.14566228602889,"ENSG00000125869",27
28,"enrichment","Excit.L2_5.1","CRTC1",6.79249402876372,2.79485829363658e-10,1.87265487310414e-07,16364,0.364249527644187,"ENSG00000105662",28
29,"enrichment","Excit.L2_5.1","LONRF3",6.78275486292793,2.94090540601467e-10,1.90256297662901e-07,18560,2.63968980284274,"ENSG00000175556",29
30,"enrichment","Excit.L2_5.1","MYO9B",6.75356298986581,3.42528547615147e-10,2.14205936060259e-07,16317,0.516384408679446,"ENSG00000099331",30
31,"enrichment","Excit.L2_5.1","UACA",6.70631378362508,4.38110688460617e-10,2.60790859979732e-07,13556,1.9372233568732,"ENSG00000137831",31
32,"enrichment","Excit.L2_5.1","MAG",6.70338994763285,4.4482210539691e-10,2.60790859979732e-07,16501,1.60532455866648,"ENSG00000105695",32
33,"enrichment","Excit.L2_5.1","LINC01170",6.67824940789103,5.06874964480907e-10,2.881660972311e-07,5575,1.91971561163511,"ENSG00000253807",33
34,"enrichment","Excit.L2_5.1","CST3",6.64853600419399,5.91287439839543e-10,3.26268931142049e-07,17195,1.43383621815067,"ENSG00000101439",34
35,"enrichment","Excit.L2_5.1","LENG8",6.61054229282267,7.19661011480503e-10,3.76751568230868e-07,16934,0.355456274084388,"ENSG00000167615",35
36,"enrichment","Excit.L2_5.1","SLC1A3",6.60966226541799,7.2293888685631e-10,3.76751568230868e-07,5194,1.86821336506774,"ENSG00000079215",36
37,"enrichment","Excit.L2_5.1","ENSG00000249684",6.60176734142141,7.53011399556529e-10,3.81817482894055e-07,5996,1.90477713450564,"ENSG00000249684",37
38,"enrichment","Excit.L2_5.1","S100B",6.58587166266948,8.17348580763517e-10,3.99830002848265e-07,17706,1.3698454653022,"ENSG00000160307",38
39,"enrichment","Excit.L2_5.1","COL4A5",6.58262077353129,8.31158792765969e-10,3.99830002848265e-07,18531,1.58849584660705,"ENSG00000188153",39
40,"enrichment","Excit.L2_5.1","PTGDS",6.51751706535516,1.16154607623601e-09,5.44794148406595e-07,9396,1.12229590927903,"ENSG00000107317",40
41,"enrichment","Excit.L2_5.1","GPRC5B",6.47289489070592,1.45964008043462e-09,6.63899553629485e-07,14079,1.47848980852851,"ENSG00000167191",41
42,"enrichment","Excit.L2_5.1","DPP7",6.46935760895638,1.48626305913535e-09,6.63899553629485e-07,9404,0.537444536353121,"ENSG00000176978",42
43,"enrichment","Excit.L2_5.1","ACVR1C",6.42581497657395,1.85587153767669e-09,8.0972106786866e-07,2635,2.86807247106775,"ENSG00000123612",43
44,"enrichment","Excit.L2_5.1","ENSG00000250101",6.41128476091195,1.99830037840416e-09,8.47490497482459e-07,5995,1.59202580886692,"ENSG00000250101",44
45,"enrichment","Excit.L2_5.1","TFEB",6.40792023251542,2.03278462697674e-09,8.47490497482459e-07,6401,1.73965354414957,"ENSG00000112561",45
46,"enrichment","Excit.L2_5.1","SOX2",6.40027776240834,2.11330644295629e-09,8.58249531281495e-07,4139,1.47165726328301,"ENSG00000181449",46
47,"enrichment","Excit.L2_5.1","PON2",6.39688202015293,2.1500841090683e-09,8.58249531281495e-07,7512,1.60196298242987,"ENSG00000105854",47
48,"enrichment","Excit.L2_5.1","ZCCHC24",6.37865166002772,2.35856314184863e-09,9.2185423133796e-07,9821,1.51514657162224,"ENSG00000165424",48
49,"enrichment","Excit.L2_5.1","NDRG2",6.35104076184148,2.71274422236624e-09,1.03864886440435e-06,12567,1.44616460185142,"ENSG00000165795",49
50,"enrichment","Excit.L2_5.1","ENSG00000254987",6.30817552158196,3.36876299218735e-09,1.25172207964293e-06,10938,2.15069586934309,"ENSG00000254987",50
51,"enrichment","Excit.L2_5.1","MAFB",6.3029393967358,3.45889847832827e-09,1.25172207964293e-06,17318,1.28597061601226,"ENSG00000204103",51
52,"enrichment","Excit.L2_5.1","KCNIP2",6.30233768629191,3.46940718199628e-09,1.25172207964293e-06,9990,1.39844605404583,"ENSG00000120049",52
53,"enrichment","Excit.L2_5.1","APOE",6.28831963746466,3.7233136253017e-09,1.31798277215633e-06,16716,1.24031458757679,"ENSG00000130203",53
54,"enrichment","Excit.L2_5.1","TGFBR3",6.27572742077212,3.96692218898059e-09,1.33942118518484e-06,781,1.98775395547869,"ENSG00000069702",54
55,"enrichment","Excit.L2_5.1","INHBA",6.27417306197054,3.99805907842605e-09,1.33942118518484e-06,7244,2.70185586445269,"ENSG00000122641",55
56,"enrichment","Excit.L2_5.1","ENSG00000288321",6.25900168905701,4.31487591469567e-09,1.42019977255448e-06,4453,3.00226755747897,"ENSG00000288321",56
57,"enrichment","Excit.L2_5.1","OLIG1",6.2523272392989,4.46195686627429e-09,1.44328918565814e-06,17588,1.41891283101968,"ENSG00000184221",57
58,"enrichment","Excit.L2_5.1","COL27A1",6.23077444830034,4.97137714410857e-09,1.58081367119696e-06,9165,2.34198807045705,"ENSG00000196739",58
59,"enrichment","Excit.L2_5.1","ABCA8",6.19442633066306,5.96300869555462e-09,1.85036684030507e-06,15422,1.53414602910087,"ENSG00000141338",59
60,"enrichment","Excit.L2_5.1","PDIA2",6.19264432051198,6.01633053987577e-09,1.85036684030507e-06,13837,0.524818102205523,"ENSG00000185615",60
61,"enrichment","Excit.L2_5.1","RTP5",6.1751113718904,6.56658750204573e-09,1.98702819557871e-06,3148,1.93200891528197,"ENSG00000188011",61
62,"enrichment","Excit.L2_5.1","FOXF2",6.16649196788477,6.8549451611459e-09,2.04135914552791e-06,6051,1.60557550171373,"ENSG00000137273",62
63,"enrichment","Excit.L2_5.1","TAGLN2",6.1632844429468,6.9653981558593e-09,2.04184116878244e-06,1188,1.61624330580772,"ENSG00000158710",63
64,"enrichment","Excit.L2_5.1","ERMN",6.15299458583068,7.33167231705741e-09,2.11614622062022e-06,2634,1.21341578147956,"ENSG00000136541",64
65,"enrichment","Excit.L2_5.1","TG",6.1447615131869,7.63830558237572e-09,2.17124622774168e-06,8563,2.11788611567199,"ENSG00000042832",65
66,"enrichment","Excit.L2_5.1","MEPE",6.13306800069534,8.095583255296e-09,2.2668841410837e-06,4674,1.7819863575984,"ENSG00000152595",66
67,"enrichment","Excit.L2_5.1","ZIC1",6.12648977313092,8.36453787789871e-09,2.27430572648199e-06,3988,1.30931601903216,"ENSG00000152977",67
68,"enrichment","Excit.L2_5.1","EGFR",6.09265931695646,9.89256043211158e-09,2.65134751809779e-06,7311,2.01308971839405,"ENSG00000146648",68
69,"enrichment","Excit.L2_5.1","JAG1",6.06994251955643,1.10691959412869e-08,2.92491809935892e-06,17146,2.46697914318152,"ENSG00000101384",69
70,"enrichment","Excit.L2_5.1","TPM2",6.04210797437454,1.26994385671419e-08,3.30908565219651e-06,8835,1.83964783526124,"ENSG00000198467",70
71,"enrichment","Excit.L2_5.1","NKX6-2",6.03403019161196,1.32151735228293e-08,3.39629959536712e-06,10160,1.24787694867265,"ENSG00000148826",71
72,"enrichment","Excit.L2_5.1","MT2A",6.03104558293564,1.34108853967619e-08,3.40002190444121e-06,14310,1.50712140233948,"ENSG00000125148",72
73,"enrichment","Excit.L2_5.1","MOG",6.02476557184195,1.38320273962446e-08,3.4600355464126e-06,6237,1.35383700246601,"ENSG00000204655",73
74,"enrichment","Excit.L2_5.1","ST18",6.00600485078075,1.51689663210742e-08,3.74453917302201e-06,8191,1.56320330244542,"ENSG00000147488",74
75,"enrichment","Excit.L2_5.1","ARHGAP10",5.9983906933168,1.57470511230166e-08,3.83675878076512e-06,4898,2.35456400579388,"ENSG00000071205",75
76,"enrichment","Excit.L2_5.1","FRMD4B",5.98626574877807,1.67125242645417e-08,4.01979061188548e-06,3627,1.55161286155492,"ENSG00000114541",76
77,"enrichment","Excit.L2_5.1","ENSG00000228434",5.97047678958613,1.80572354781296e-08,4.28825056715429e-06,7261,0.442126373907325,"ENSG00000228434",77
78,"enrichment","Excit.L2_5.1","MPHOSPH8",5.96085214522533,1.8928441292566e-08,4.42386667281523e-06,12165,0.197398899680419,"ENSG00000196199",78
79,"enrichment","Excit.L2_5.1","SLCO1A2",5.95900925744035,1.90998987526269e-08,4.42386667281523e-06,11348,1.37648120389011,"ENSG00000084453",79
80,"enrichment","Excit.L2_5.1","SLC24A4",5.94956610216842,2.00026571172651e-08,4.57646158752452e-06,13055,3.13464994351265,"ENSG00000140090",80
81,"enrichment","Excit.L2_5.1","POLR2F",5.94559264597757,2.03949103208184e-08,4.60998689793824e-06,17955,0.288242508064375,"ENSG00000100142",81
82,"enrichment","Excit.L2_5.1","PPP1R14A",5.93149413073388,2.18485376613118e-08,4.87976684599847e-06,16577,1.36811665299249,"ENSG00000167641",82
83,"enrichment","Excit.L2_5.1","DUSP10",5.91088894401656,2.41574890271086e-08,5.29553625042267e-06,1552,1.3819138239378,"ENSG00000143507",83
