Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000160075,SSU72,118,-0.4227,147,-0.0749,153,-0.0189,182,0.34826,179,0.27164,111,-0.5669
ENSG00000228594,FNDC10,0,-5.4524,14,-1.5067,96,1.64627,32,-0.2534,57,0.82564,24,-0.7387
ENSG00000272106,AL691432.2,7,-1.5550,22,0.17221,13,-0.6489,29,0.91605,22,0.18256,11,-0.9020
ENSG00000197530,MIB2,41,-0.0967,81,1.04738,51,0.25869,42,-0.0779,38,-0.2331,30,-0.6475
ENSG00000215790,SLC35E2A,26,-0.1677,20,-0.5527,32,0.20113,36,0.51623,31,0.17208,18,-0.7874
ENSG00000008130,NADK,35,0.03200,40,0.24702,26,-0.4399,38,0.23104,43,0.40716,21,-0.8455
ENSG00000078369,GNB1,301,-0.4896,256,-0.7392,425,0.05679,531,0.56698,393,-0.0772,370,-0.1803
ENSG00000187730,GABRD,5,-4.1911,18,-2.4804,110,0.28595,169,1.50085,107,0.27035,35,-1.6172
ENSG00000067606,PRKCZ,66,-1.5415,95,-1.0044,253,0.55048,237,0.59327,210,0.26961,132,-0.5420
ENSG00000162585,FAAP20,2,-4.5835,89,0.84485,55,0.05472,44,-0.3629,62,0.29115,64,0.34772
ENSG00000157933,SKI,32,-0.0528,40,0.30814,36,0.16795,24,-0.5525,45,0.62332,27,-0.3165
ENSG00000157916,RER1,22,-1.4909,65,0.16829,33,-0.8720,76,0.57068,63,0.13493,56,-0.0975
ENSG00000157911,PEX10,31,-0.0881,43,0.42145,45,0.48359,28,-0.3076,34,0.06667,29,-0.2204
ENSG00000149527,PLCH2,0,-5.3222,19,-0.3851,22,-0.1712,36,0.85797,35,0.67896,13,-1.0764
ENSG00000197921,HES5,2,-3.6055,7,-1.9630,29,0.18673,19,-0.5736,57,1.67196,23,-0.1489
ENSG00000157870,PRXL2B,34,-0.8438,28,-1.1661,65,0.16634,80,0.67397,59,-0.0031,52,-0.2080
ENSG00000177133,PRDM16-DT,9,-1.4819,18,-0.4207,12,-1.0750,9,-1.7086,65,2.25949,21,-0.2446
ENSG00000158109,TPRG1L,93,-0.5958,90,-0.6452,89,-0.6611,212,1.04681,133,-0.0285,90,-0.7037
ENSG00000130764,LRRC47,57,-0.3431,40,-0.8673,88,0.35363,107,0.94960,49,-0.6411,52,-0.5400
ENSG00000196581,AJAP1,24,-0.3182,3,-3.2954,28,-0.0751,43,0.83107,36,0.37929,20,-0.6972
ENSG00000069424,KCNAB2,48,-2.1518,95,-1.1488,158,-0.3703,246,0.45110,306,0.81922,173,-0.2550
ENSG00000116254,CHD5,49,-1.2784,9,-3.7376,243,1.30259,119,0.12329,133,0.30533,100,-0.2017
ENSG00000116251,RPL22,798,0.46561,1297,1.31121,237,-1.4311,370,-0.9155,461,-0.4587,816,0.58132
ENSG00000116237,ICMT,31,-0.2287,38,0.08252,26,-0.4879,52,0.84300,33,-0.1427,20,-0.9377
ENSG00000158292,GPR153,4,-2.1402,12,-0.4925,24,0.52413,22,0.55372,20,0.27711,12,-0.5507
ENSG00000097021,ACOT7,38,-2.3782,74,-1.4041,189,0.03253,357,1.66550,141,-0.4763,100,-1.0426
ENSG00000215788,TNFRSF25,10,-0.8461,5,-1.7438,12,-0.5181,25,0.89392,21,0.40178,12,-0.5474
ENSG00000171680,PLEKHG5,0,-5.5590,14,-1.1140,26,-0.1429,38,0.60782,42,0.69257,25,-0.2416
ENSG00000162408,NOL9,67,1.19491,15,-1.2246,34,0.08929,30,-0.1720,40,0.36297,21,-0.7777
ENSG00000162413,KLHL21,7,-2.2358,30,-0.2265,26,-0.4311,44,0.53372,49,0.68109,25,-0.5590
ENSG00000116273,PHF13,28,0.67126,20,0.11123,13,-0.5916,19,0.06032,21,0.23967,13,-0.6542
ENSG00000041988,THAP3,8,-1.0800,5,-1.7484,29,0.83859,26,0.92653,18,0.06727,8,-1.2382
ENSG00000007923,DNAJC11,54,0.56677,18,-1.1512,59,0.70820,48,0.47020,24,-0.7621,30,-0.4313
ENSG00000171735,CAMTA1,172,-0.1951,157,-0.3341,311,0.77843,184,-0.1042,232,0.33093,142,-0.5462
ENSG00000049245,VAMP3,29,-0.2721,95,1.77697,13,-1.4058,11,-1.9647,28,-0.3340,58,1.01267
ENSG00000049246,PER3,28,-0.3080,48,0.55792,34,-0.0189,30,-0.2804,39,0.23590,32,-0.0922
ENSG00000116288,PARK7,242,-0.3579,374,0.34007,186,-0.7662,354,0.33216,316,0.07529,267,-0.2204
ENSG00000116285,ERRFI1,10,-1.1049,33,0.78507,36,0.96636,21,0.11651,15,-0.4848,14,-0.5831
ENSG00000162426,SLC45A1,0,-5.7688,2,-3.8122,40,0.29548,62,1.54157,27,-0.3983,26,-0.4401
ENSG00000142599,RERE,115,0.05570,79,-0.5361,176,0.75905,115,0.07271,104,-0.1142,93,-0.3009
ENSG00000074800,ENO1,417,-0.5985,524,-0.2430,476,-0.3927,759,0.46994,799,0.50178,409,-0.6939
ENSG00000171612,SLC25A33,14,-1.6410,45,0.08193,25,-0.8289,40,-0.1469,84,1.34738,28,-0.6965
ENSG00000171603,CLSTN1,229,-1.2756,315,-0.7929,630,0.30030,837,1.10356,476,-0.1677,298,-0.9577
ENSG00000178585,CTNNBIP1,0,-5.3954,38,0.23044,45,0.52263,25,-0.5590,41,0.39561,45,0.57651
ENSG00000162441,LZIC,0,-5.4731,87,1.75809,29,-0.1422,22,-0.6554,37,0.31226,29,-0.1672
ENSG00000130939,UBE4B,15,-1.2615,33,-0.0659,65,1.04710,39,0.25102,29,-0.3250,29,-0.2988
ENSG00000054523,KIF1B,198,-0.3754,135,-0.9637,354,0.56447,278,0.21963,265,0.09839,228,-0.1678
ENSG00000142657,PGD,31,-0.7893,49,-0.0763,77,0.67591,63,0.42746,53,0.05803,31,-0.8560
ENSG00000241563,CORT,914,3.85304,15,-3.3877,117,-0.3696,64,-1.5139,50,-1.7702,70,-1.2464
ENSG00000160049,DFFA,47,0.39865,54,0.63959,39,0.08811,31,-0.3136,33,-0.1654,33,-0.1842
ENSG00000142655,PEX14,6,-1.9936,21,-0.2023,20,-0.2290,37,1.02843,21,-0.2262,18,-0.4392
ENSG00000120948,TARDBP,9,-2.6383,70,0.36264,69,0.33898,71,0.53395,42,-0.4933,56,0.00458
ENSG00000116649,SRM,70,-0.5803,129,0.38708,109,0.11611,130,0.54339,85,-0.3191,74,-0.5588
ENSG00000171824,EXOSC10,9,-1.2401,18,-0.1616,22,0.17218,25,0.49388,19,-0.1293,19,-0.0822
ENSG00000198793,MTOR,46,0.18098,29,-0.5530,54,0.42858,49,0.35350,43,0.09383,25,-0.8311
ENSG00000116661,FBXO2,136,-1.1749,589,1.18989,284,-0.0410,240,-0.3842,300,0.05206,292,0.00332
ENSG00000132879,FBXO44,51,-1.5230,46,-1.6770,171,0.35859,225,1.17371,122,-0.2057,92,-0.6824
ENSG00000116670,MAD2L2,9,-1.3257,43,1.11376,6,-1.8019,32,0.83324,16,-0.5055,16,-0.5010
ENSG00000011021,CLCN6,7,-2.9316,11,-2.3180,97,0.96418,78,0.80411,50,-0.1395,47,-0.2601
ENSG00000116685,KIAA2013,8,-2.1191,49,0.57173,37,0.08603,41,0.34613,38,0.15064,27,-0.4145
ENSG00000083444,PLOD1,36,0.37687,77,1.73790,22,-0.3782,22,-0.4605,16,-0.9229,24,-0.2796
ENSG00000116688,MFN2,40,-0.9338,40,-0.9359,103,0.57409,90,0.45366,65,-0.1966,72,-0.0065
ENSG00000116691,MIIP,5,-1.6283,6,-1.4764,18,0.11899,19,0.26955,19,0.26338,21,0.39796
ENSG00000048707,VPS13D,0,-5.9655,33,-0.2141,67,0.93440,42,0.17037,41,0.11332,38,-0.0233
ENSG00000162496,DHRS3,14,-1.3149,103,1.99692,35,0.07600,16,-1.3516,43,0.48840,23,-0.5983
ENSG00000116731,PRDM2,52,-0.2057,40,-0.6088,57,-0.0761,67,0.23662,69,0.27288,54,-0.1744
ENSG00000189337,KAZN,29,-0.6299,45,0.05643,87,1.16343,48,0.18175,30,-0.6219,35,-0.3571
ENSG00000142634,EFHD2,74,0.03707,25,-1.6110,107,0.64386,47,-0.8186,17,-2.2924,171,1.83009
ENSG00000116138,DNAJC16,18,-0.4081,13,-0.8584,34,0.61630,33,0.82210,22,-0.0470,10,-1.2764
ENSG00000197312,DDI2,4,-2.4095,9,-1.1611,64,2.06223,19,-0.0386,19,-0.1048,13,-0.7146
ENSG00000116786,PLEKHM2,54,-0.5596,33,-1.3006,80,0.04380,83,0.15471,92,0.30700,87,0.21373
ENSG00000065526,SPEN,23,-0.7901,57,0.66013,37,-0.0604,38,-0.0038,34,-0.1944,41,0.13368
ENSG00000185519,FAM131C,1,-3.7293,0,-6.4501,41,1.75664,16,0.14277,19,0.53091,9,-0.7309
ENSG00000037637,FBXO42,47,1.42496,15,-0.4698,24,0.28376,21,0.07304,17,-0.2274,9,-1.3361
ENSG00000055070,SZRD1,5,-2.3467,71,1.62344,30,0.12641,15,-1.0478,31,0.20257,30,0.17663
ENSG00000159363,ATP13A2,125,-0.2927,71,-1.1570,155,0.04664,216,0.82500,156,0.06729,95,-0.7773
ENSG00000117118,SDHB,64,-0.2460,81,0.11468,89,0.27484,96,0.54717,61,-0.3576,52,-0.6175
ENSG00000117115,PADI2,78,0.64782,173,2.13160,13,-2.0565,13,-2.3843,32,-0.8175,79,0.76495
ENSG00000179051,RCC2,20,-0.0789,18,-0.2725,38,0.96472,23,0.12043,20,-0.0759,14,-0.7064
ENSG00000074964,ARHGEF10L,34,0.65377,25,0.13479,23,0.04296,22,-0.0730,26,0.26360,13,-0.8819
ENSG00000117154,IGSF21,56,0.01385,11,-2.3932,106,1.08450,43,-0.4842,30,-1.0423,96,1.07482
ENSG00000159423,ALDH4A1,0,-5.4121,16,-0.7055,20,-0.4414,14,-1.1282,61,1.81904,29,0.21884
ENSG00000127463,EMC1,6,-2.1827,21,-0.4012,44,0.77801,42,0.92841,22,-0.4055,18,-0.7366
ENSG00000053372,MRTO4,31,-0.1242,21,-0.7360,21,-0.6722,43,0.55340,43,0.47798,22,-0.6748
ENSG00000053371,AKR7A2,19,-1.2443,81,1.09110,19,-1.1756,33,-0.4479,62,0.73850,38,-0.1535
ENSG00000077549,CAPZB,263,0.36647,281,0.47347,251,0.29265,216,0.05947,183,-0.2412,145,-0.6436
ENSG00000173436,MICOS10,170,-0.7685,244,-0.2034,214,-0.4104,295,0.12179,296,0.11480,337,0.35720
ENSG00000158747,NBL1,128,-0.7756,351,0.85415,249,0.27984,211,0.00727,185,-0.2226,184,-0.2328
ENSG00000162545,CAMK2N1,597,-0.7224,541,-0.8724,700,-0.4749,1161,0.44150,1329,0.64284,743,-0.4245
ENSG00000090432,MUL1,3,-2.9089,22,-0.0347,29,0.41234,29,0.51481,22,-0.0565,21,-0.1377
ENSG00000158828,PINK1,317,-0.1662,198,-0.8964,358,0.02880,465,0.61359,283,-0.3808,342,-0.0487
ENSG00000244038,DDOST,23,-0.3516,60,1.21686,39,0.47433,34,0.33230,22,-0.4711,11,-1.5701
ENSG00000117245,KIF17,0,-4.4237,6,-1.4730,30,1.03421,17,0.20658,19,0.30599,16,0.03573
ENSG00000189410,SH2D5,8,-1.5864,1,-4.3655,30,0.39826,42,1.40793,21,-0.1604,13,-0.9254
ENSG00000127483,HP1BP3,62,-1.3127,205,0.56766,216,0.65656,149,0.05973,136,-0.1104,123,-0.2880
ENSG00000075151,EIF4G3,95,-0.3747,88,-0.4974,121,0.00588,175,0.84477,96,-0.4112,93,-0.4515
ENSG00000117298,ECE1,11,-1.1103,100,2.77634,13,-0.8542,10,-1.5077,23,0.04744,14,-0.8120
ENSG00000076864,RAP1GAP,38,-1.9613,16,-3.2079,247,0.96821,200,0.83985,83,-0.8597,156,0.22918
ENSG00000090686,USP48,21,-0.7195,33,-0.0136,29,-0.2137,41,0.43919,28,-0.2945,36,0.11765
ENSG00000070831,CDC42,99,-1.1849,233,0.14836,378,0.96105,284,0.64433,144,-0.6757,137,-0.7494
ENSG00000173372,C1QA,31,0.18977,115,2.67184,22,-0.3070,11,-1.6445,14,-1.1390,23,-0.3072
ENSG00000159189,C1QC,47,1.09520,120,3.07847,4,-2.4856,8,-1.9831,12,-1.1503,13,-1.0834
ENSG00000173369,C1QB,10,-2.1419,196,3.06106,18,-1.2063,11,-2.1680,41,0.02409,32,-0.4072
ENSG00000004487,KDM1A,20,-1.2914,27,-0.8101,104,1.36403,59,0.52927,37,-0.3729,30,-0.7344
ENSG00000169641,LUZP1,62,0.35945,38,-0.4132,121,1.52074,51,0.06027,37,-0.5091,24,-1.1986
ENSG00000125944,HNRNPR,24,-2.0330,92,-0.0106,120,0.41272,116,0.47638,79,-0.2835,93,0.01309
ENSG00000125945,ZNF436,5,-1.6503,4,-1.9843,29,1.09258,26,1.36257,8,-1.0295,8,-0.9645
ENSG00000117318,ID3,8,-3.0500,522,5.71420,16,-1.9806,4,-4.2192,6,-3.4953,18,-1.9305
ENSG00000142676,RPL11,1045,0.92822,1402,1.46143,313,-1.0100,276,-1.4157,413,-0.6401,785,0.50779
ENSG00000011007,ELOA,0,-4.6276,18,0.23935,22,0.61058,19,0.49052,21,0.61025,6,-1.4756
ENSG00000057757,PITHD1,20,-2.8745,58,-1.3405,213,0.70440,217,1.03477,129,-0.1280,94,-0.6669
ENSG00000011009,LYPLA2,17,-1.3772,29,-0.5591,72,0.91124,50,0.38130,41,-0.0016,33,-0.4144
ENSG00000117305,HMGCL,34,0.73612,35,0.79280,10,-1.1718,15,-0.7109,30,0.62198,16,-0.5017
ENSG00000189266,PNRC2,75,0.81155,78,0.89773,36,-0.3623,41,-0.1920,42,-0.1493,29,-0.7554
ENSG00000188529,SRSF10,14,-1.7310,61,0.54904,42,-0.0569,53,0.41902,49,0.22185,30,-0.6038
ENSG00000001461,NIPAL3,7,-2.9632,37,-0.5606,72,0.49635,52,-0.0650,40,-0.4793,90,1.02839
ENSG00000133226,SRRM1,29,-1.0673,94,0.78162,68,0.25396,42,-0.6487,59,0.01884,74,0.45712
ENSG00000169504,CLIC4,58,0.44706,218,3.12817,11,-2.1039,5,-3.4978,12,-2.0703,57,0.47412
ENSG00000117614,SYF2,87,0.48037,112,0.90590,64,-0.0315,66,0.03161,44,-0.6653,50,-0.4507
ENSG00000117616,RSRP1,35,-0.2670,35,-0.2418,72,0.91284,39,-0.1298,43,0.06156,35,-0.3058
ENSG00000183726,TMEM50A,65,-0.3092,137,0.90442,48,-0.7992,105,0.61724,64,-0.3899,51,-0.7597
ENSG00000204178,MACO1,8,-1.6170,30,0.35723,40,0.83731,33,0.67966,21,-0.2245,11,-1.3115
ENSG00000117643,MAN1C1,11,-1.9921,111,1.70727,35,-0.2454,62,0.90908,27,-0.6956,8,-2.5381
ENSG00000162430,SELENON,34,-0.3171,77,1.01062,31,-0.4459,33,-0.4804,50,0.31938,39,-0.1201
ENSG00000117640,MTFR1L,21,-1.3167,40,-0.3091,50,0.02449,63,0.53720,47,-0.0982,49,0.00619
ENSG00000117632,STMN1,455,-0.9177,416,-1.0528,896,0.14448,1315,1.11511,633,-0.4511,607,-0.5227
ENSG00000158008,EXTL1,6,-2.3931,12,-1.4571,23,-0.5452,51,1.00984,31,-0.1114,36,0.16118
ENSG00000142684,ZNF593,1,-5.1100,54,0.78895,40,0.28979,35,0.10531,40,0.33714,27,-0.3860
ENSG00000142669,SH3BGRL3,234,0.02725,276,0.28968,202,-0.2067,258,0.23837,198,-0.2665,211,-0.1582
ENSG00000158062,UBXN11,8,-1.4131,21,-0.0167,12,-0.9163,29,0.69387,21,0.00779,21,-0.0445
ENSG00000117682,DHDDS,1,-3.4167,3,-2.4669,26,0.78807,21,0.59110,19,0.31293,14,-0.1901
ENSG00000198830,HMGN2,50,-1.4303,381,1.93088,125,-0.0322,97,-0.5477,90,-0.6001,126,-0.0314
ENSG00000117713,ARID1A,92,0.59926,46,-0.5243,72,0.20319,64,0.00638,70,0.16343,48,-0.4897
ENSG00000204160,ZDHHC18,71,1.15697,19,-0.9568,42,0.26609,50,0.76931,16,-1.2740,20,-0.9638
ENSG00000090273,NUDC,122,-0.1105,112,-0.2436,99,-0.4404,153,0.32667,138,0.09455,121,-0.1398
ENSG00000253368,TRNP1,19,-1.8557,21,-1.7013,105,0.77154,88,0.64023,71,0.14086,53,-0.3795
ENSG00000090020,SLC9A1,1,-4.2939,14,-0.9143,59,1.36548,45,1.31056,14,-1.0186,12,-1.3201
ENSG00000142784,WDTC1,52,0.73413,35,0.09206,44,0.46933,26,-0.4934,38,0.24887,23,-0.5904
ENSG00000186501,TMEM222,64,-0.1673,69,-0.0432,79,0.17613,77,0.15488,78,0.15601,57,-0.3900
ENSG00000158195,WASF2,0,-5.7855,117,2.00775,19,-1.0342,12,-1.9332,38,-0.0034,64,1.02489
ENSG00000126705,AHDC1,55,0.25537,19,-1.4026,56,0.27364,63,0.63323,43,-0.1696,34,-0.5831
ENSG00000126709,IFI6,220,0.80521,161,0.28528,221,0.81371,108,-0.4359,72,-1.0565,140,0.06116
ENSG00000117758,STX12,96,0.18443,40,-1.1732,103,0.30493,115,0.65973,63,-0.5376,72,-0.2916
ENSG00000117751,PPP1R8,0,-5.1877,27,0.32923,21,-0.1079,27,0.41744,21,-0.1101,25,0.24792
ENSG00000117748,RPA2,13,-1.8205,63,0.55150,42,-0.0997,68,0.94182,34,-0.5013,30,-0.6936
ENSG00000126698,DNAJC8,110,-0.0996,118,0.00571,128,0.13862,134,0.28057,110,-0.1183,98,-0.3169
ENSG00000130770,ATP5IF1,187,-1.0932,253,-0.6313,225,-0.8152,649,1.29934,330,-0.2469,259,-0.6572
ENSG00000198492,YTHDF2,21,-1.5798,38,-0.7290,68,0.18899,100,1.19543,51,-0.2893,37,-0.8237
ENSG00000116350,SRSF4,46,0.04618,57,0.41178,59,0.45363,48,0.18793,34,-0.4466,34,-0.4668
ENSG00000116353,MECR,21,-0.3074,22,-0.2282,31,0.31086,35,0.68955,24,-0.0747,14,-1.0265
ENSG00000162511,LAPTM5,83,1.11146,117,1.75223,42,-0.0248,13,-2.0654,31,-0.5755,43,-0.0085
ENSG00000162512,SDC3,66,-1.6200,169,-0.1914,302,0.75602,185,-0.0618,237,0.39978,171,-0.1939
ENSG00000134644,PUM1,37,-1.6832,67,-0.7993,150,0.47885,156,0.75692,100,-0.1853,96,-0.2652
ENSG00000121766,ZCCHC17,71,-0.3890,43,-1.1329,87,-0.0613,127,0.75477,90,-0.0129,72,-0.4020
ENSG00000121769,FABP3,86,-0.3839,32,-1.8563,93,-0.2602,196,1.44026,95,-0.2391,51,-1.2622
ENSG00000162517,PEF1,50,-0.7655,57,-0.5659,60,-0.4864,128,1.03970,80,-0.0321,53,-0.7359
ENSG00000084636,COL16A1,37,0.32604,73,1.51932,10,-1.6429,28,-0.1530,25,-0.3055,23,-0.4425
ENSG00000121753,ADGRB2,99,-1.1387,64,-1.8015,203,-0.0304,294,0.79050,246,0.31328,166,-0.3898
ENSG00000184007,PTP4A2,190,0.08783,130,-0.5091,153,-0.2539,121,-0.7577,128,-0.5830,352,1.36379
ENSG00000121774,KHDRBS1,40,-1.3421,107,0.16784,132,0.51199,120,0.46969,89,-0.1387,74,-0.4713
ENSG00000025800,KPNA6,18,-1.3788,32,-0.5003,61,0.51657,50,0.23652,58,0.49928,34,-0.4752
ENSG00000084652,TXLNA,0,-4.9514,14,-0.4519,24,0.39267,25,0.66130,20,0.10683,17,-0.2082
ENSG00000160050,CCDC28B,10,-0.9993,26,0.48433,8,-1.3571,25,0.61132,27,0.66061,8,-1.2972
ENSG00000084623,EIF3I,118,0.09895,115,0.05533,137,0.33472,144,0.57178,81,-0.5573,74,-0.7058
ENSG00000175130,MARCKSL1,155,-0.8456,485,0.99580,187,-0.5645,175,-0.8055,309,0.26712,351,0.50829
ENSG00000160058,BSDC1,29,-1.1603,54,-0.2180,83,0.46418,79,0.50321,59,-0.1073,52,-0.3258
ENSG00000176261,ZBTB8OS,6,-2.7244,36,-0.0333,38,0.04197,48,0.54681,33,-0.1884,40,0.15664
ENSG00000162521,RBBP4,14,-2.5205,117,0.75985,115,0.73684,85,0.31902,65,-0.2279,52,-0.5936
ENSG00000162522,KIAA1522,3,-2.5554,18,-0.0299,11,-0.7888,21,0.35581,29,0.91335,13,-0.5187
ENSG00000134684,YARS,60,-0.6051,56,-0.7242,121,0.50427,140,1.05338,57,-0.7724,60,-0.6878
ENSG00000160097,FNDC5,3,-2.9936,37,0.86532,72,2.08997,13,-1.0071,21,-0.1019,14,-0.7160
ENSG00000121905,HPCA,73,-1.4034,41,-2.2597,248,0.51104,260,0.81353,179,-0.0282,158,-0.2489
ENSG00000121900,TMEM54,26,-0.6492,71,0.96490,48,0.32760,31,-0.4551,47,0.32127,31,-0.4240
ENSG00000004455,AK2,60,1.10769,62,1.17594,12,-1.4050,20,-0.8133,29,-0.1257,28,-0.1546
ENSG00000142920,AZIN2,0,-5.1120,24,0.24053,54,1.59712,19,-0.2171,15,-0.5263,22,0.10508
ENSG00000160094,ZNF362,0,-4.7139,20,0.38823,14,-0.1732,21,0.57604,14,-0.2136,17,0.10532
ENSG00000134686,PHC2,54,-0.1891,80,0.43631,84,0.52051,58,-0.1035,60,-0.0255,49,-0.3848
ENSG00000163866,SMIM12,61,0.39382,27,-0.8964,51,0.09672,60,0.47563,38,-0.3979,42,-0.2151
ENSG00000116544,DLGAP3,35,-0.9170,29,-1.1751,44,-0.5632,63,-0.0120,96,0.80053,71,0.22399
ENSG00000116560,SFPQ,149,0.20863,130,-0.0080,183,0.54794,128,-0.0391,113,-0.2495,117,-0.1985
ENSG00000146463,ZMYM4,27,-0.6253,41,0.01969,53,0.43630,46,0.25355,39,-0.0681,34,-0.2857
ENSG00000142687,KIAA0319L,61,0.27517,44,-0.2532,78,0.68111,58,0.27050,46,-0.2127,32,-0.7843
ENSG00000020129,NCDN,290,-0.6064,143,-1.6765,357,-0.2870,749,1.36848,392,-0.1532,226,-1.0747
ENSG00000126067,PSMB2,107,0.11723,76,-0.4289,97,-0.0387,142,0.80057,72,-0.5589,73,-0.5471
ENSG00000142686,C1orf216,80,0.02466,30,-1.4969,103,0.42146,109,0.72097,67,-0.2890,58,-0.5343
ENSG00000092847,AGO1,30,0.16277,31,0.19489,32,0.24509,23,-0.3679,34,0.39479,22,-0.3549
ENSG00000116863,ADPRHL2,0,-4.6993,12,-0.3986,20,0.35380,24,0.88156,11,-0.6008,17,0.09674
ENSG00000054116,TRAPPC3,21,-1.3882,52,0.02786,49,-0.0683,71,0.71872,45,-0.2337,44,-0.2592
ENSG00000116871,MAP7D1,60,-1.3910,117,-0.3743,158,0.09861,190,0.53375,161,0.15034,129,-0.2470
ENSG00000054118,THRAP3,94,0.66404,86,0.50589,81,0.41831,59,-0.1124,55,-0.2201,39,-0.8185
ENSG00000196182,STK40,16,-0.6145,55,1.46240,20,-0.1997,26,0.22734,16,-0.6449,16,-0.6456
ENSG00000181817,LSM10,36,-0.0682,37,-0.0400,32,-0.2710,50,0.60123,29,-0.4648,33,-0.2371
ENSG00000116885,OSCP1,22,0.05243,20,-0.1275,26,0.31539,34,1.04295,15,-0.5784,7,-1.7198
ENSG00000116898,MRPS15,47,-0.3122,41,-0.5013,47,-0.3059,72,0.50554,62,0.16319,47,-0.3327
ENSG00000163873,GRIK3,1,-4.3201,0,-5.6446,95,3.14807,6,-1.9243,6,-1.7096,31,0.93615
ENSG00000163875,MEAF6,39,-1.4365,34,-1.6023,138,0.55377,145,0.87999,103,0.08392,66,-0.6844
ENSG00000183317,EPHA10,19,0.18605,8,-1.0914,10,-0.7503,24,0.82952,19,0.28563,9,-1.0110
ENSG00000185090,MANEAL,9,-1.8139,11,-1.4725,29,-0.0023,58,1.75228,23,-0.3842,11,-1.5341
ENSG00000197982,C1orf122,154,-0.5368,282,0.42235,140,-0.6873,160,-0.5960,252,0.27077,307,0.65242
ENSG00000183431,SF3A3,33,-0.0680,63,1.00484,35,0.01218,39,0.29039,18,-1.1092,30,-0.2536
ENSG00000183520,UTP11,20,-0.3977,17,-0.5973,22,-0.2423,42,1.14110,17,-0.7265,19,-0.4938
ENSG00000116954,RRAGC,2,-4.3402,37,0.00857,66,0.94415,47,0.50254,41,0.17473,22,-0.8743
ENSG00000174574,AKIRIN1,32,-1.0668,40,-0.7020,48,-0.4457,93,0.86150,65,0.03826,53,-0.3059
ENSG00000168653,NDUFS5,574,-0.0032,292,-1.0523,430,-0.4577,772,0.65097,531,-0.1421,539,-0.1149
ENSG00000127603,MACF1,49,-1.3835,178,0.61615,183,0.66618,114,-0.1414,130,0.11830,104,-0.2827
ENSG00000090621,PABPC4,30,-0.9771,82,0.61394,51,-0.1368,51,-0.1810,62,0.17968,60,0.12704
ENSG00000116983,HPCAL4,198,-0.3844,104,-1.3575,232,-0.1316,313,0.47315,302,0.33404,221,-0.2341
