Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000149177,PTPRJ,29,-0.1851,17,-0.9664,49,0.67859,43,0.61784,33,0.04696,17,-1.1042
ENSG00000134817,APLNR,0,-5.7750,324,6.81169,0,-8.9322,1,-5.2862,0,-9.5251,10,-1.9513
ENSG00000149115,TNKS1BP1,0,-4.8933,32,0.94526,14,-0.4276,26,0.83413,18,0.00968,10,-1.0233
ENSG00000149136,SSRP1,47,-0.1387,78,0.68515,80,0.72186,56,0.17169,38,-0.5074,32,-0.7844
ENSG00000186907,RTN4RL2,1,-4.7521,9,-2.4235,35,-0.4389,100,2.04762,49,0.09392,11,-2.2479
ENSG00000134809,TIMM10,16,-1.4172,31,-0.4319,24,-0.8238,51,0.47563,43,0.08535,49,0.35169
ENSG00000156587,UBE2L6,18,-0.9723,59,0.88260,50,0.57974,32,-0.1418,33,-0.1005,29,-0.3380
ENSG00000149131,SERPING1,6,-3.1314,336,4.15286,50,0.00757,14,-2.2204,15,-1.9145,19,-1.5922
ENSG00000166793,YPEL4,17,-0.6880,9,-1.5666,43,0.83518,39,0.94447,21,-0.3279,15,-0.9325
ENSG00000156599,ZDHHC5,0,-5.1179,10,-1.1109,61,1.83303,27,0.52408,16,-0.4716,14,-0.7394
ENSG00000156603,MED19,0,-4.9971,20,-0.4364,34,0.40090,29,0.17912,37,0.64830,24,-0.1440
ENSG00000213593,TMX2,88,-0.0329,65,-0.5059,162,0.98992,91,0.04310,88,-0.0368,65,-0.5432
ENSG00000211450,SELENOH,72,-1.4906,128,-0.6349,145,-0.4405,319,1.22100,187,-0.0444,119,-0.8121
ENSG00000198561,CTNND1,32,-0.5018,87,1.15635,78,0.96412,43,-0.0242,40,-0.1618,15,-1.6998
ENSG00000186660,ZFP91,52,-0.0500,59,0.14683,95,0.93622,41,-0.5401,49,-0.1762,56,0.08333
ENSG00000110042,DTX4,0,-4.9280,15,-0.3461,31,0.85159,23,0.48385,22,0.34909,12,-0.7084
ENSG00000110048,OSBP,12,-1.5617,21,-0.7468,20,-0.7922,52,0.99763,30,-0.2196,34,0.03092
ENSG00000166900,STX3,2,-2.8745,9,-1.0019,20,0.23530,32,1.59876,13,-0.4884,8,-1.1580
ENSG00000166902,MRPL16,12,-1.2786,26,-0.0736,52,1.04632,29,0.08132,34,0.37969,16,-0.9206
ENSG00000110107,PRPF19,59,-0.9566,67,-0.7585,206,1.06669,139,0.53540,97,-0.2067,73,-0.6894
ENSG00000110108,TMEM109,34,0.38109,86,2.07589,35,0.46091,18,-0.7105,15,-0.9432,13,-1.1806
ENSG00000006118,TMEM132A,35,-2.1347,122,-0.2363,116,-0.3260,189,0.63530,202,0.66448,88,-0.8169
ENSG00000167986,DDB1,36,-2.0260,191,0.52452,205,0.64532,162,0.33433,139,0.00483,94,-0.6643
ENSG00000149476,TKFC,25,0.21611,16,-0.4476,17,-0.3296,18,-0.3405,11,-1.1531,41,1.26422
ENSG00000149532,CPSF7,13,-1.6771,56,0.57632,63,0.75871,45,0.26317,33,-0.3141,31,-0.4031
ENSG00000167985,SDHAF2,5,-2.2596,40,0.80407,36,0.60103,24,-0.0423,22,-0.2429,25,0.02098
ENSG00000011347,SYT7,61,-1.2446,22,-2.7263,233,0.88447,185,0.67767,159,0.27589,88,-0.7499
ENSG00000134780,DAGLA,26,-0.7178,4,-3.2666,54,0.43603,70,1.25997,40,-0.0746,20,-1.2307
ENSG00000124920,MYRF,0,-5.5424,98,2.22612,1,-4.3760,1,-4.9414,0,-6.0275,91,2.78444
ENSG00000134825,TMEM258,73,-0.7883,242,1.15509,81,-0.6283,125,0.06278,88,-0.5511,133,0.16701
ENSG00000134824,FADS2,90,-0.0011,119,0.45068,109,0.30743,43,-1.3390,109,0.34847,118,0.49877
ENSG00000149485,FADS1,33,-1.1451,143,1.20563,110,0.74615,33,-1.3374,60,-0.2666,96,0.59436
ENSG00000221968,FADS3,82,0.97062,34,-0.4476,52,0.19559,56,0.42835,32,-0.6184,29,-0.7789
ENSG00000167996,FTH1,3279,-0.2092,4040,0.12438,2107,-0.8961,2576,-0.7184,4207,0.21549,5916,0.88811
ENSG00000162174,ASRGL1,114,0.71513,35,-1.1661,63,-0.2360,48,-0.8011,112,0.79848,78,0.10501
ENSG00000124942,AHNAK,137,0.45929,529,3.22055,61,-0.8190,15,-3.2015,50,-1.2178,82,-0.4150
ENSG00000254772,EEF1G,273,-0.2361,807,1.62130,197,-0.7428,224,-0.6705,244,-0.4569,365,0.26149
ENSG00000149489,ROM1,0,-4.8088,43,1.58418,13,-0.3941,7,-1.4837,9,-0.9538,36,1.54029
ENSG00000149541,B3GAT3,2,-4.6389,43,-0.5743,83,0.47303,83,0.64165,67,0.14584,54,-0.2356
ENSG00000089597,GANAB,40,-0.6547,91,0.65563,98,0.78755,66,0.15751,44,-0.5448,47,-0.4525
ENSG00000204922,UQCC3,29,-0.2723,30,-0.1840,35,0.05607,37,0.13114,37,0.14573,32,-0.1199
ENSG00000162191,UBXN1,43,-0.6272,119,1.04149,50,-0.3936,58,-0.1757,58,-0.1681,67,0.10340
ENSG00000168000,BSCL2,283,-0.5022,200,-1.0359,393,0.01219,638,1.16952,306,-0.4223,247,-0.7807
ENSG00000162188,GNG3,153,-1.3286,74,-2.3944,260,-0.5142,580,1.11703,448,0.40084,243,-0.6816
ENSG00000214753,HNRNPUL2,57,-0.6695,47,-0.9790,152,0.91318,98,0.24376,94,0.11629,69,-0.4088
ENSG00000162222,TTC9C,46,0.99626,4,-2.7465,28,0.15540,32,0.53768,17,-0.7007,22,-0.2337
ENSG00000168002,POLR2G,1,-5.4419,85,0.61035,75,0.39695,56,-0.0971,69,0.30552,59,0.02426
ENSG00000185475,TMEM179B,24,0.39429,49,1.63989,3,-2.7649,12,-0.7711,23,0.34756,14,-0.4222
ENSG00000162231,NXF1,22,0.24921,23,0.31949,24,0.39814,18,-0.1002,14,-0.4703,18,-0.0420
ENSG00000162236,STX5,0,-5.3719,45,0.93789,26,0.03238,29,0.25726,30,0.32170,18,-0.5833
ENSG00000133316,WDR74,34,0.36632,24,-0.2034,32,0.29214,28,0.10971,28,0.07300,19,-0.5888
ENSG00000168003,SLC3A2,102,-0.1741,218,1.09106,110,-0.0490,72,-0.8737,166,0.72331,79,-0.6157
ENSG00000168539,CHRM1,40,-1.0931,23,-1.8844,159,1.11732,123,0.94998,54,-0.7051,57,-0.6050
ENSG00000133321,PLAAT4,25,0.11959,116,3.17653,1,-3.8406,7,-1.9649,13,-0.9438,19,-0.2925
ENSG00000176485,PLAAT3,5,-3.7549,259,2.37102,31,-1.2777,30,-1.5202,46,-0.7304,114,0.92640
ENSG00000184743,ATL3,39,0.96139,65,1.90649,14,-0.6448,17,-0.5320,17,-0.4130,8,-1.6241
ENSG00000133318,RTN3,655,-0.8742,453,-1.4340,1396,0.31888,1987,1.33616,872,-0.4785,629,-1.0193
ENSG00000188070,C11orf95,15,-0.4430,6,-1.7828,16,-0.3083,25,0.49179,28,0.63284,15,-0.4419
ENSG00000072518,MARK2,11,-1.8491,28,-0.4118,44,0.28473,45,0.42461,48,0.50416,27,-0.5384
ENSG00000176340,COX8A,233,-1.0479,551,0.29924,241,-0.9971,542,0.36178,621,0.57296,343,-0.5050
ENSG00000167770,OTUB1,168,0.06010,71,-1.2772,154,-0.0786,236,0.85342,143,-0.2201,117,-0.5709
ENSG00000168439,STIP1,101,0.66133,19,-1.8766,99,0.62907,92,0.67585,55,-0.3522,35,-1.1015
ENSG00000149743,TRPT1,68,1.05487,46,0.37488,45,0.35742,35,-0.0868,28,-0.4215,21,-0.9143
ENSG00000149761,NUDT22,1,-4.7758,42,0.40037,37,0.21822,38,0.31698,33,0.05440,32,-0.0050
ENSG00000110011,DNAJC4,27,-0.5060,41,0.15804,21,-0.8551,39,0.09386,43,0.26297,40,0.12879
ENSG00000173511,VEGFB,73,-0.7366,195,0.83681,161,0.51383,66,-1.0885,155,0.51975,120,0.03034
ENSG00000173486,FKBP2,13,-1.0063,25,0.01411,11,-1.2934,31,0.44329,25,-0.0303,30,0.32519
ENSG00000173457,PPP1R14B,48,-0.3595,129,1.28036,56,-0.1126,42,-0.7041,64,0.10282,59,-0.0486
ENSG00000002330,BAD,139,0.16923,94,-0.4451,81,-0.6751,155,0.47003,132,0.10502,102,-0.3495
ENSG00000173264,GPR137,21,-0.8280,37,0.04708,30,-0.2458,40,0.24534,38,0.13492,36,0.00167
ENSG00000182450,KCNK4,8,-1.2563,17,-0.2145,14,-0.5441,32,1.15476,20,-0.0010,11,-1.0281
ENSG00000173153,ESRRA,11,-1.4659,27,-0.1180,46,0.77477,38,0.60079,22,-0.4211,22,-0.4196
ENSG00000173113,TRMT112,164,0.45119,182,0.62130,80,-0.6821,131,0.10835,98,-0.4240,115,-0.1457
ENSG00000126432,PRDX5,144,-1.1550,286,-0.0892,264,-0.2167,386,0.53283,332,0.16944,255,-0.3034
ENSG00000162302,RPS6KA4,33,0.09428,20,-0.6768,55,0.93298,32,0.08191,35,0.19437,18,-0.8816
ENSG00000110076,NRXN2,186,-0.1974,80,-1.4860,369,0.93530,221,0.10608,280,0.53499,122,-0.9202
ENSG00000068831,RASGRP2,23,-0.1715,23,-0.1752,39,0.65341,35,0.63793,14,-1.0778,22,-0.3301
ENSG00000068976,PYGM,69,1.32297,41,0.42815,26,-0.3149,7,-2.6045,54,1.04811,26,-0.3517
ENSG00000168066,SF1,85,0.02242,128,0.69552,85,0.02443,76,-0.2072,77,-0.1439,79,-0.0982
ENSG00000168067,MAP4K2,0,-4.8653,27,0.29214,48,1.27396,19,-0.3750,25,0.19631,22,-0.0583
ENSG00000133895,MEN1,26,-0.0843,10,-1.4976,44,0.80726,31,0.30472,26,-0.0558,22,-0.3446
ENSG00000110047,EHD1,38,0.15510,133,2.43931,12,-1.6314,25,-0.6695,30,-0.2847,17,-1.2234
ENSG00000110046,ATG2A,36,0.47475,34,0.40805,48,0.96533,26,-0.0574,22,-0.3469,14,-1.1146
ENSG00000068971,PPP2R5B,103,0.60601,30,-1.2960,119,0.85071,89,0.48072,41,-0.9279,55,-0.4494
ENSG00000213465,ARL2,140,0.04279,172,0.38666,117,-0.2430,138,0.03000,130,-0.0722,128,-0.1094
ENSG00000110025,SNX15,0,-5.0253,28,0.08073,42,0.76791,33,0.50428,21,-0.4103,26,-0.0367
ENSG00000162300,ZFPL1,9,-1.1923,35,0.85307,5,-2.0606,25,0.38159,25,0.30872,17,-0.3308
ENSG00000149823,VPS51,81,-0.1391,96,0.14100,43,-1.1188,99,0.25033,90,0.04113,92,0.07357
ENSG00000149809,TM7SF2,5,-4.1534,84,-0.1416,173,1.05536,109,0.36444,100,0.15693,65,-0.6050
ENSG00000149806,FAU,693,-0.3207,1580,1.04197,432,-1.0494,654,-0.5099,802,-0.0995,1106,0.49582
ENSG00000162298,SYVN1,27,-0.3969,43,0.35832,41,0.25284,48,0.72909,24,-0.6451,22,-0.7756
ENSG00000149792,MRPL49,1,-3.9568,36,0.74988,10,-1.1824,33,0.87953,26,0.25377,13,-0.8979
ENSG00000014216,CAPN1,21,-1.0575,66,0.75310,46,0.14793,54,0.55449,33,-0.4053,28,-0.6564
ENSG00000133884,DPF2,0,-5.2829,55,1.42513,28,0.26935,19,-0.4280,26,0.13592,23,-0.0717
ENSG00000245532,NEAT1,156,0.26997,695,3.31866,79,-0.8037,17,-3.3402,48,-1.6536,120,-0.1676
ENSG00000251562,MALAT1,3226,0.82326,3535,0.98262,2097,0.10562,326,-3.0299,2003,0.03611,2896,0.74303
ENSG00000142186,SCYL1,120,0.85063,47,-0.6774,89,0.33711,86,0.38007,57,-0.3961,46,-0.7767
ENSG00000168056,LTBP3,39,-0.9869,195,1.70158,41,-0.9017,59,-0.4348,73,-0.0080,68,-0.1345
ENSG00000173465,ZNRD2,0,-4.9161,23,0.16949,7,-1.5096,27,0.63226,25,0.34115,21,0.07136
ENSG00000176973,FAM89B,18,-1.6156,50,-0.1143,48,-0.1501,70,0.58808,60,0.21643,44,-0.3497
ENSG00000173442,EHBP1L1,16,-0.9850,50,0.79039,27,-0.2321,37,0.35908,32,0.05403,21,-0.6374
ENSG00000173327,MAP3K11,7,-1.5178,54,1.63745,24,0.21473,8,-1.5828,14,-0.6606,34,0.97726
ENSG00000197136,PCNX3,22,-0.1210,7,-1.6978,37,0.72683,26,0.16327,35,0.73978,12,-1.1691
ENSG00000173039,RELA,61,1.41155,47,0.93811,8,-1.7222,16,-0.9619,28,0.09054,23,-0.2552
ENSG00000172977,KAT5,1,-4.7376,49,1.11018,22,-0.1753,31,0.47118,25,-0.0053,17,-0.6103
ENSG00000172922,RNASEH2C,43,-0.1824,91,1.04077,28,-0.8269,51,0.08909,46,-0.1127,40,-0.3403
ENSG00000172757,CFL1,705,-0.2394,615,-0.4535,565,-0.5849,1173,0.81133,740,-0.1823,656,-0.3904
ENSG00000172803,SNX32,0,-4.8812,10,-0.8303,22,0.31874,29,1.13943,17,-0.1232,13,-0.5784
ENSG00000172732,MUS81,17,-0.3404,35,0.86253,12,-0.8028,22,0.14830,22,0.13821,16,-0.4623
ENSG00000172638,EFEMP2,0,-5.2841,98,2.62740,14,-0.7687,8,-1.8056,33,0.60841,17,-0.5752
ENSG00000172500,FIBP,14,-2.4134,62,-0.2502,58,-0.3340,111,0.98867,74,0.04742,53,-0.5226
ENSG00000175602,CCDC85B,489,-0.0017,210,-1.3055,441,-0.1653,488,-0.0039,555,0.23218,588,0.34122
ENSG00000175573,C11orf68,80,0.37463,37,-0.8458,86,0.48904,82,0.55746,52,-0.3461,41,-0.7446
ENSG00000175550,DRAP1,30,-1.8838,130,0.35642,88,-0.2585,109,0.09696,128,0.38900,104,0.00287
ENSG00000175467,SART1,0,-5.3542,23,-0.1305,21,-0.2917,32,0.55312,29,0.25252,26,0.05694
ENSG00000175334,BANF1,48,-0.8789,123,0.62341,74,-0.1981,94,0.24253,86,0.04414,70,-0.3165
ENSG00000175229,GAL3ST3,30,0.56012,9,-1.3676,41,1.08256,23,0.18195,15,-0.6322,17,-0.3768
ENSG00000087365,SF3B2,16,-2.6144,122,0.41703,138,0.61358,112,0.35713,93,-0.0263,74,-0.4335
ENSG00000175115,PACS1,85,0.62916,31,-0.9717,80,0.52809,73,0.49668,41,-0.6027,41,-0.5779
ENSG00000174996,KLC2,94,-0.0095,41,-1.2929,129,0.49899,133,0.74947,91,-0.0691,52,-1.0121
ENSG00000174903,RAB1B,15,-2.7225,147,0.70090,120,0.35689,106,0.21210,105,0.16135,75,-0.4395
ENSG00000174871,CNIH2,92,-1.1192,93,-1.1007,141,-0.4720,233,0.44539,232,0.37367,204,0.12940
ENSG00000174851,YIF1A,12,-1.4695,67,1.20398,23,-0.5300,25,-0.5269,34,0.08782,40,0.39190
ENSG00000179292,TMEM151A,39,-1.1120,50,-0.7476,119,0.65183,117,0.85187,58,-0.5521,63,-0.4073
ENSG00000174791,RIN1,0,-4.4538,6,-1.4297,14,-0.1090,26,1.21020,20,0.45871,8,-1.0409
ENSG00000174684,B4GAT1,120,-1.6459,105,-1.8539,542,0.71229,545,1.01436,328,-0.1236,231,-0.7268
ENSG00000174547,MRPL11,12,-0.6254,30,0.77425,15,-0.2640,26,0.75508,15,-0.2997,9,-1.1714
ENSG00000174516,PELI3,4,-3.1690,29,-0.2112,41,0.35349,46,0.72919,29,-0.2383,31,-0.1327
ENSG00000174483,BBS1,54,0.90630,54,0.92505,23,-0.4801,22,-0.6581,34,0.18074,22,-0.5567
ENSG00000174165,ZDHHC24,5,-2.4689,18,-0.5079,18,-0.5644,36,0.77650,36,0.62411,17,-0.6614
ENSG00000174080,CTSF,135,0.02364,162,0.31292,126,-0.0906,142,0.13663,154,0.27061,87,-0.7324
ENSG00000173992,CCS,12,-1.6073,83,1.54620,40,0.28809,33,-0.0316,28,-0.3006,23,-0.6647
ENSG00000239306,RBM14,0,-5.1912,10,-1.2214,25,0.21475,30,0.63412,27,0.32587,22,-0.0069
ENSG00000173933,RBM4,34,-0.8609,89,0.66432,62,0.08023,75,0.53608,59,0.01512,30,-1.1293
ENSG00000173898,SPTBN2,61,-1.2564,58,-1.3208,143,0.06427,150,0.18976,217,0.89030,112,-0.3507
ENSG00000173599,PC,68,0.40537,86,0.78444,56,0.08929,45,-0.3291,56,0.08001,38,-0.5953
ENSG00000173621,LRFN4,49,0.23072,25,-0.8439,73,0.90359,50,0.36036,46,0.13218,18,-1.4412
ENSG00000173227,SYT12,34,-0.2053,6,-2.7888,79,1.20480,46,0.40325,48,0.41599,15,-1.5135
ENSG00000173120,KDM2A,22,-0.5941,32,0.01109,41,0.41933,42,0.63809,22,-0.5905,25,-0.4042
ENSG00000173020,GRK2,127,0.05504,71,-0.8548,225,1.01645,119,-0.0656,128,0.07632,95,-0.4358
ENSG00000172932,ANKRD13D,3,-3.7977,30,-0.6667,72,0.75360,52,0.28634,42,-0.1391,55,0.34188
ENSG00000175482,POLD4,3,-2.9684,49,1.37895,6,-1.8804,23,0.09356,29,0.52637,16,-0.4579
ENSG00000172531,PPP1CA,102,0.27116,78,-0.1615,95,0.15853,107,0.46311,76,-0.2148,57,-0.7114
ENSG00000172508,CARNS1,11,-1.5283,70,1.42622,0,-7.3914,2,-4.1472,0,-6.0801,107,3.25697
ENSG00000175634,RPS6KB2,13,-0.5221,33,0.93666,21,0.17556,17,-0.2044,18,-0.0930,17,-0.1844
ENSG00000172725,CORO1B,22,0.08686,50,1.45596,12,-0.9224,20,-0.1287,17,-0.3971,17,-0.3464
ENSG00000172663,TMEM134,3,-2.9928,35,0.37256,23,-0.3069,27,-0.0357,33,0.36036,33,0.33918
ENSG00000110711,AIP,42,0.03312,48,0.24852,30,-0.5008,39,-0.1153,38,-0.1516,50,0.34739
ENSG00000110697,PITPNM1,24,-1.1519,36,-0.5380,82,0.80672,38,-0.5440,50,-0.0265,74,0.73842
ENSG00000167797,CDK2AP2,26,-0.6436,87,1.35038,38,-0.0470,35,-0.2415,34,-0.2285,34,-0.2487
ENSG00000084207,GSTP1,237,0.22588,545,1.69609,179,-0.2244,137,-0.7810,186,-0.1816,157,-0.4664
ENSG00000167792,NDUFV1,37,-2.1446,205,0.48451,144,-0.0929,180,0.35781,186,0.36885,113,-0.5247
ENSG00000110717,NDUFS8,206,0.32583,218,0.42349,140,-0.2895,190,0.25390,159,-0.1002,115,-0.6501
ENSG00000110721,CHKA,28,-0.0948,49,0.80214,31,0.04039,24,-0.4572,37,0.36922,24,-0.4038
ENSG00000110066,KMT5B,29,0.25195,14,-0.8023,42,0.86353,28,0.27233,14,-0.9271,24,-0.0197
ENSG00000110075,PPP6R3,10,-1.7126,50,0.68316,50,0.68019,35,0.14907,24,-0.5094,32,-0.0624
ENSG00000110090,CPT1A,54,1.34102,44,0.96897,12,-1.0311,13,-1.1633,35,0.67577,12,-1.1047
ENSG00000197345,MRPL21,6,-3.3296,42,-0.5295,45,-0.4109,98,1.19925,55,-0.1056,46,-0.4363
ENSG00000110092,CCND1,4,-2.5762,112,2.88005,19,-0.3704,2,-3.6233,8,-1.8464,44,1.13233
ENSG00000131626,PPFIA1,18,-0.6259,58,1.31930,26,-0.0164,12,-1.4013,39,0.73801,24,-0.1593
ENSG00000085733,CTTN,10,-2.7342,68,0.16086,84,0.52301,90,0.88007,45,-0.5292,45,-0.5390
ENSG00000162105,SHANK2,41,-0.7352,15,-2.1724,45,-0.5811,91,0.75267,86,0.52284,52,-0.3853
ENSG00000172893,DHCR7,7,-2.8362,55,0.11088,37,-0.5369,74,0.82537,47,-0.1640,50,-0.0699
ENSG00000137522,RNF121,18,-0.5341,20,-0.4006,29,0.19723,27,0.11948,31,0.35003,23,-0.1995
ENSG00000137497,NUMA1,47,-0.5962,133,1.10323,104,0.68764,55,-0.4491,59,-0.2620,60,-0.2309
ENSG00000149357,LAMTOR1,54,-1.4118,144,0.08907,157,0.23437,144,0.12222,148,0.14841,138,0.03191
ENSG00000110200,ANAPC15,36,-0.4776,49,0.01500,39,-0.3500,51,0.06996,48,-0.0224,58,0.31458
ENSG00000165458,INPPL1,14,-0.5597,43,1.23642,19,-0.1587,8,-1.6307,35,1.00328,18,-0.2221
ENSG00000162129,CLPB,11,-1.5214,26,-0.2500,42,0.55551,29,-0.0737,41,0.57719,26,-0.2282
ENSG00000186642,PDE2A,110,-0.8569,49,-2.0738,208,0.13710,302,1.06949,218,0.24115,101,-1.0764
ENSG00000186635,ARAP1,40,0.71361,46,0.96608,8,-1.7790,12,-1.4262,23,-0.2233,42,0.92748
ENSG00000214530,STARD10,33,0.16568,29,-0.0444,30,0.05053,28,-0.0983,29,-0.0118,30,0.03710
ENSG00000137478,FCHSD2,6,-2.0990,46,1.14244,47,1.15646,13,-1.0800,13,-0.9663,35,0.75867
ENSG00000110237,ARHGEF17,0,-5.6922,84,1.07107,69,0.73096,50,0.26324,33,-0.5080,36,-0.3527
ENSG00000054965,FAM168A,65,-0.6967,73,-0.5153,144,0.56244,94,-0.1544,128,0.42236,99,-0.0565
ENSG00000021300,PLEKHB1,178,-0.8781,520,0.84413,127,-1.3895,94,-2.0986,220,-0.6099,789,2.02482
ENSG00000175582,RAB6A,195,-0.2244,131,-0.8395,210,-0.1082,362,1.12406,184,-0.3505,128,-0.9532
ENSG00000175581,MRPL48,19,-0.3658,28,0.26731,19,-0.3586,29,0.43892,18,-0.4708,24,0.02352
ENSG00000181924,COA4,15,-1.0018,63,1.30182,9,-1.7165,31,0.14723,33,0.21785,22,-0.4734
ENSG00000175575,PAAF1,49,0.27105,34,-0.3137,30,-0.5275,41,-0.0516,38,-0.1427,52,0.42262
ENSG00000214517,PPME1,49,-0.9157,15,-2.6582,115,0.44166,150,1.29533,62,-0.6073,62,-0.5909
ENSG00000165434,PGM2L1,47,-2.4514,24,-3.4279,410,0.90114,368,1.01084,270,0.22973,128,-1.0472
ENSG00000118363,SPCS2,94,-0.4354,174,0.55506,175,0.56159,113,-0.1817,106,-0.2780,122,-0.0208
ENSG00000137491,SLCO2B1,0,-5.1667,79,2.30950,30,0.52794,8,-1.6633,21,-0.0992,21,-0.0430
ENSG00000137486,ARRB1,47,-0.9365,65,-0.4277,123,0.58873,74,-0.2857,76,-0.2006,123,0.68619
ENSG00000149273,RPS3,607,0.40368,1336,1.82223,317,-0.6309,269,-1.0582,256,-1.0419,577,0.36740
ENSG00000171533,MAP6,66,-0.4304,37,-1.3031,103,0.28795,121,0.74265,92,0.10604,57,-0.7216
ENSG00000137492,THAP12,44,0.48877,23,-0.5127,29,-0.1345,41,0.53391,35,0.15524,16,-1.1656
ENSG00000078124,ACER3,5,-2.3384,14,-0.8010,26,0.09095,20,-0.4119,27,0.16815,43,1.10562
ENSG00000149260,CAPN5,6,-1.8784,19,-0.2585,25,0.19578,37,1.16502,16,-0.5350,15,-0.6726
ENSG00000149269,PAK1,84,-1.3520,34,-2.6714,146,-0.5121,423,1.95813,149,-0.5304,98,-1.2265
ENSG00000074201,CLNS1A,63,-0.3083,81,0.09601,97,0.39152,76,0.00550,87,0.23171,60,-0.4296
ENSG00000048649,RSF1,61,-0.5145,105,0.34343,106,0.34823,69,-0.4062,84,-0.0297,102,0.33128
ENSG00000151366,NDUFC2,130,-0.9160,253,0.11970,147,-0.7339,346,0.88233,225,-0.0808,166,-0.6007
ENSG00000149256,TENM4,0,-4.7526,18,-0.3488,53,1.38407,33,0.80568,18,-0.4077,12,-1.1072
ENSG00000182103,FAM181B,77,0.49501,167,1.90010,25,-1.2706,23,-1.6299,73,0.46341,42,-0.5084
ENSG00000137509,PRCP,11,-1.9146,101,1.53485,36,-0.2219,35,-0.3412,49,0.32390,31,-0.5056
ENSG00000137502,RAB30,12,-1.5661,52,0.69973,39,0.23234,30,-0.2451,31,-0.1650,42,0.39657
ENSG00000165494,PCF11,59,1.23676,44,0.72987,17,-0.7541,29,0.07199,18,-0.7764,19,-0.6535
ENSG00000137494,ANKRD42,11,-0.9462,21,0.10880,14,-0.5991,33,1.19285,16,-0.4054,11,-0.9230
ENSG00000137500,CCDC90B,18,-1.1520,63,0.86701,40,0.10370,41,0.18308,40,0.11006,26,-0.6500
ENSG00000150672,DLG2,39,-1.5939,64,-0.8503,147,0.45972,130,0.33456,124,0.20517,110,-0.0059
ENSG00000171204,TMEM126B,4,-3.6885,64,0.21014,41,-0.5016,80,0.81103,56,-0.0188,50,-0.2103
ENSG00000171202,TMEM126A,32,-0.2981,18,-1.1565,21,-0.9271,58,0.90417,49,0.41548,23,-0.8840
ENSG00000137504,CREBZF,0,-5.2001,43,1.09937,32,0.55279,26,0.32414,18,-0.3571,17,-0.4793
ENSG00000137501,SYTL2,12,-1.8365,4,-3.1710,32,-0.3701,47,0.33770,59,0.71546,48,0.30618
ENSG00000073921,PICALM,57,-0.3795,115,0.73622,74,0.02531,68,-0.1579,52,-0.5771,89,0.35670
ENSG00000149196,HIKESHI,43,-0.2361,57,0.19242,28,-0.8957,77,0.97052,49,-0.0307,23,-1.3079
ENSG00000151376,ME3,35,-0.0756,10,-1.9999,19,-1.0018,70,1.58279,29,-0.4104,19,-1.0980
ENSG00000166575,TMEM135,0,-4.8838,4,-2.1342,18,-0.0178,25,0.76891,20,0.21018,20,0.22634
ENSG00000168959,GRM5,1,-5.5353,18,-2.1834,138,1.00078,126,1.19909,69,-0.1680,43,-0.9602
ENSG00000110172,CHORDC1,20,-0.4428,28,0.06786,22,-0.3349,42,1.04460,21,-0.4023,15,-1.0036
ENSG00000165323,FAT3,60,0.54170,34,-0.3647,73,0.88174,50,0.34227,41,-0.0729,14,-1.7923
ENSG00000180773,SLC36A4,6,-2.0890,7,-1.8497,31,0.44221,30,0.51866,32,0.59881,18,-0.4092
ENSG00000166012,TAF1D,84,-0.0114,87,0.04030,90,0.09601,68,-0.4292,96,0.22833,95,0.20789
ENSG00000182919,C11orf54,10,-0.8784,49,1.76923,25,0.52474,11,-0.8337,11,-0.7613,18,0.07200
ENSG00000166025,AMOTL1,0,-5.2703,41,0.84318,32,0.45505,19,-0.5034,13,-1.0539,44,1.16448
ENSG00000150316,CWC15,44,-0.9111,97,0.31450,49,-0.7559,108,0.67304,80,0.00453,62,-0.4507
ENSG00000263465,SRSF8,61,0.19986,21,-1.4718,60,0.17661,71,0.59386,49,-0.1878,44,-0.3499
ENSG00000149218,ENDOD1,16,-1.6560,85,0.90392,64,0.44103,36,-0.6093,53,0.15382,55,0.22258
ENSG00000149212,SESN3,104,-0.1345,137,0.29718,97,-0.2466,128,0.25081,141,0.39666,66,-0.9161
ENSG00000166037,CEP57,9,-1.3400,31,0.48622,36,0.73355,26,0.25570,14,-0.8278,24,0.04820
ENSG00000087053,MTMR2,17,-0.5049,27,0.19186,25,0.08053,34,0.71957,18,-0.4955,17,-0.5566
ENSG00000149231,CCDC82,54,0.65098,35,-0.0836,48,0.44716,38,0.08764,22,-0.8403,35,-0.0960
ENSG00000149972,CNTN5,2,-4.2839,9,-2.2456,27,-0.6396,84,1.83608,54,0.48474,8,-2.5505
ENSG00000110318,CEP126,24,-1.1140,6,-3.0416,70,0.57104,50,0.05134,77,0.85777,43,-0.2185
ENSG00000137693,YAP1,0,-4.8399,85,2.69846,12,-0.7728,3,-3.1362,36,1.14043,11,-0.9543
ENSG00000110330,BIRC2,30,-0.6357,67,0.62159,63,0.52815,43,-0.1190,41,-0.1834,42,-0.1319
ENSG00000152558,TMEM123,13,-1.7049,213,3.34553,18,-1.1788,2,-4.3471,33,-0.3369,41,0.03594
