"geneName","LFC","FDR"
"CNP","-0.6953","6.684e-50"
"RP11-267C16.1","0.7797","2.772e-49"
"SH3PXD2B","0.8233","4.592e-49"
"PTGDS","-0.5547","4.753e-49"
"PPP2R2B","0.5120","6.614e-49"
"HSP90AB1","-0.7956","2.831e-48"
"DNAJB1","-1.053","6.511e-48"
"CKB","-0.7874","7.742e-48"
"GLDN","0.7396","3.764e-47"
"SEMA3C","0.7684","5.673e-47"
"NDRG1","-0.7392","1.030e-46"
"SOD1","-0.8540","6.482e-46"
"BCL2","0.7783","8.842e-46"
"DDX17","-0.6710","1.105e-45"
"AC004158.3","0.7545","3.061e-45"
"SCML1","0.7161","3.131e-45"
"ANKRD12","0.6456","3.148e-45"
"FTL","-0.6052","9.343e-45"
"ENOX2","0.7638","9.718e-45"
"PTPRM","0.7660","1.434e-44"
"ABCA6","0.6337","1.580e-44"
"SERF2","-0.8323","2.130e-44"
"FKBP4","-0.8919","2.613e-44"
"KIF19","0.7175","4.905e-44"
"PDE1A","0.5727","5.356e-44"
"CALD1","0.7328","6.308e-43"
"JPX","0.7235","1.027e-42"
"FANCB","0.7103","1.049e-42"
"DIP2C","0.6386","1.493e-42"
"LSS","0.7011","3.122e-42"
"KCNQ1OT1","0.7095","3.130e-42"
"DNAJC6","0.6191","3.860e-42"
"DDX3Y","-0.6357","5.108e-42"
"SH3D19","0.6260","2.256e-41"
"ADAM12","0.7285","4.324e-41"
"PCMTD2","-0.7631","4.695e-41"
"HSP90B1","-0.8022","2.056e-40"
"PPM1B","0.6527","4.213e-40"
"POLR2F","0.6243","4.517e-40"
"SRSF6","-0.7797","8.904e-40"
"RP4-565E6.1","0.7033","1.028e-39"
"FGFR3","-0.7263","1.148e-39"
"PDXDC1","0.7415","1.350e-39"
"TRA2A","-0.7524","2.216e-39"
"IRAK2","0.6420","6.013e-39"
"SPOCK1","0.5564","9.400e-39"
"RP11-81H3.2","0.6504","1.253e-38"
"COL5A3","-0.6794","1.899e-38"
"LDLRAD3","0.7131","2.839e-38"
"CD55","0.6988","3.184e-38"
"INF2","-0.7881","8.276e-38"
"LHPP","-0.7751","8.592e-38"
"DPP10","-0.7711","1.469e-37"
"LINC01010","0.5826","1.545e-37"
"ZDHHC20","-0.7950","1.606e-37"
"FADS1","0.6976","2.045e-37"
"LRRFIP2","0.6620","3.721e-37"
"NTRK2","-0.7413","3.807e-37"
"ELMO1","0.5212","3.814e-37"
"PSD3","0.6118","6.871e-37"
"PHLDB1","-0.6386","7.144e-37"
"APBB2","0.5876","1.070e-36"
"SEPW1","-0.6396","3.418e-36"
"DPYD","0.5823","3.649e-36"
"LRP2","0.6660","4.166e-36"
"GRM3","-0.7027","8.436e-36"
"WWOX","0.5695","2.365e-35"
"GTF2IRD1","0.5851","2.609e-35"
"PTOV1","-0.7497","3.483e-35"
"CALR","-0.6913","3.751e-35"
"EEF1A1","-0.6806","3.819e-35"
"CLU","-0.6866","4.435e-35"
"CCDC186","0.6574","5.141e-35"
"TXNIP","-0.7396","8.041e-35"
"LSAMP","-0.5903","8.041e-35"
"MOBP","-0.6213","8.269e-35"
"PARK2","0.6175","8.277e-35"
"NALCN","0.5972","3.734e-34"
"IGSF11","0.6518","4.548e-34"
"EEF1D","-0.7320","5.276e-34"
"TECPR2","0.6647","6.287e-34"
"HEPACAM","-0.6956","6.523e-34"
"AOAH","0.6043","1.170e-33"
"PRNP","-0.6750","1.223e-33"
"LARP6","0.6576","1.559e-33"
"MID1IP1","0.6270","1.585e-33"
"SH3GLB2","-0.7096","2.022e-33"
"NUP107","0.6684","2.126e-33"
"MAPK8IP1","-0.7279","2.362e-33"
"INVS","0.6680","2.364e-33"
"CHADL","-0.6359","3.827e-33"
"SOX8","-0.7327","8.384e-33"
"TMIGD3","0.5431","1.445e-32"
"NAV2","0.6111","1.592e-32"
"HP1BP3","-0.7053","1.697e-32"
"LINC01572","0.6329","2.307e-32"
"CNTN1","-0.7099","3.868e-32"
"HSPA8","-0.6777","8.620e-32"
"BSG","-0.6904","1.898e-31"
"PTPRK","0.5162","1.944e-31"
"RPS19","-0.6892","1.962e-31"
"SRRM2","-0.6726","2.368e-31"
"TNKS","0.5949","2.743e-31"
"USP9Y","-0.5158","3.129e-31"
"CPE","-0.6724","3.485e-31"
"LINC01481","0.6287","3.646e-31"
"ARL17A","0.5957","3.838e-31"
"PABPC4","0.6148","4.364e-31"
"NFASC","0.5419","4.364e-31"
"HSPH1","-0.7490","5.539e-31"
"SLC6A6","0.5498","5.562e-31"
"NRG3","-0.7343","6.158e-31"
"HYDIN","0.6224","6.158e-31"
"BAIAP2L2","0.6336","9.307e-31"
"FAM155A","-0.7751","1.074e-30"
"ZNF708","0.6186","1.681e-30"
"NLN","0.5844","1.818e-30"
"NUTM2A-AS1","0.5468","2.796e-30"
"NAIP","0.6363","3.515e-30"
"SLC22A17","-0.6766","3.735e-30"
"FAIM2","-0.6946","9.147e-30"
"HAVCR2","0.5993","1.061e-29"
"AMD1","0.5815","1.807e-29"
"PCDH7","-0.6754","1.913e-29"
"CYHR1","-0.6909","2.041e-29"
"SNX29","0.6289","2.577e-29"
"LARGE","0.6135","2.910e-29"
"ACADVL","-0.6835","6.273e-29"
"RPTOR","0.6194","7.079e-29"
"ACAP3","-0.6655","1.246e-28"
"SERPINB1","0.5270","1.361e-28"
"FGF14","-0.7805","1.458e-28"
"SGIP1","0.5799","1.505e-28"
"CLK1","-0.6534","1.794e-28"
"GPI","0.5675","1.905e-28"
"LHFPL3","-0.7393","2.067e-28"
"RP11-711K1.8","0.5033","2.078e-28"
"ATP1B3","0.5831","2.139e-28"
"SGMS1","0.5749","2.648e-28"
"LRRC8B","0.6298","2.922e-28"
"RORA","-0.7007","3.492e-28"
"RP11-384F7.2","-0.6801","4.253e-28"
"PLEKHA6","-0.6593","5.740e-28"
"TENM3","-0.5829","7.331e-28"
"ANKRD28","0.5574","9.667e-28"
"PPP1R21","0.5827","1.004e-27"
"FNBP4","0.6084","1.075e-27"
"ZKSCAN1","0.5885","1.125e-27"
"AC018647.3","0.6139","1.162e-27"
"ERBB3","0.5814","1.918e-27"
"TUBA1A","-0.5314","2.664e-27"
"BIRC6-AS2","0.5628","2.762e-27"
"NSMF","-0.7097","2.930e-27"
"MOB3B","0.5660","3.115e-27"
"PTPN13","0.5869","3.182e-27"
"ACTB","-0.5402","3.862e-27"
"PPDPF","-0.6530","4.284e-27"
"NAA25","0.6071","4.535e-27"
"KIAA1328","0.5949","4.546e-27"
"UBE4B","0.5815","4.639e-27"
"EFCAB2","0.5938","4.655e-27"
"RTN3","-0.5937","8.725e-27"
"CPQ","0.5707","8.958e-27"
"ZGRF1","0.5460","9.635e-27"
"DNM1L","0.5762","2.137e-26"
"CALM1","-0.6173","2.580e-26"
"CRELD1","-0.6257","3.541e-26"
"YPEL3","-0.6632","3.579e-26"
"TPT1","-0.6306","3.785e-26"
"SPARCL1","-0.6176","5.254e-26"
"FAM120C","0.5858","6.846e-26"
"TNR","-0.6575","6.866e-26"
"KCNJ10","-0.6255","7.152e-26"
"STIP1","-0.7224","2.042e-25"
"TUBA1B","-0.6383","2.125e-25"
"RANGAP1","-0.7238","2.181e-25"
"NCOA7","0.5175","2.382e-25"
"PCDH15","-0.7648","2.452e-25"
"NDE1","0.5778","2.548e-25"
"PTPN11","0.5872","3.465e-25"
"RELN","-0.5285","4.124e-25"
"GDI1","-0.6187","4.473e-25"
"JAKMIP3","0.5274","5.178e-25"
"SLC6A15","0.5654","6.871e-25"
"TIMM23B","0.5420","7.727e-25"
"STARD9","0.5850","1.667e-24"
"RP4-613B23.1","0.5183","2.101e-24"
"PLXNB1","-0.6162","2.883e-24"
"KANK1","0.5033","3.027e-24"
"TTL","0.5799","4.104e-24"
"SSBP1","0.5590","5.004e-24"
"NHLRC3","0.5387","5.400e-24"
"DNHD1","0.5381","7.878e-24"
"CPEB3","0.5709","7.939e-24"
"PPP1R14A","-0.6043","9.338e-24"
"HSPA5","-0.5925","9.338e-24"
"IDS","-0.6024","1.023e-23"
"MARCKSL1","-0.5321","1.083e-23"
"RP11-1000B6.3","0.5486","1.536e-23"
"KIFC2","-0.6264","2.716e-23"
"TMEM59L","-0.5416","3.265e-23"
"HNRNPH1","-0.6117","3.486e-23"
"SGCZ","-0.6362","3.834e-23"
"GABBR1","-0.5786","3.834e-23"
"PCBP1","-0.6125","4.539e-23"
"SLC25A29","-0.6216","5.132e-23"
"LRP1","-0.5398","6.290e-23"
"PICK1","0.5062","6.777e-23"
"SCFD2","0.5689","1.060e-22"
"TMEM151A","-0.5895","1.071e-22"
"LAMP1","-0.5818","1.107e-22"
"CALM3","-0.5690","1.171e-22"
"GRIA4","-0.5530","1.760e-22"
"APBB1","-0.5718","1.960e-22"
"ATP10B","0.5007","2.693e-22"
"CYB5R2","0.5081","2.705e-22"
"ZNF608","0.5316","2.844e-22"
"PAPOLA","-0.6055","2.923e-22"
"B3GAT1","-0.6059","3.260e-22"
"SVEP1","0.5193","3.303e-22"
"DPH6","0.5212","3.848e-22"
"CHL1","-0.5998","5.533e-22"
"NEDD4L","0.5284","6.688e-22"
"USP32","0.5338","8.997e-22"
"HMGN2","-0.5710","9.136e-22"
"CDK5RAP3","-0.5725","9.763e-22"
"ERMN","-0.5560","1.145e-21"
"AEBP1","-0.7842","1.175e-21"
"RP3-406A7.7","-0.5905","1.178e-21"
"MAP2","-0.6014","1.584e-21"
"B4GALNT4","-0.5986","1.619e-21"
"PLA2G4C","0.5277","1.723e-21"
"IPO13","-0.5731","1.891e-21"
"CRYL1","0.5332","1.906e-21"
"C4orf48","-0.5939","1.979e-21"
"GTF2IRD2B","0.5200","2.805e-21"
"TMEM98","-0.5878","2.813e-21"
"KNOP1","0.5125","3.514e-21"
"ELMO1-AS1","0.5238","4.587e-21"
"LUZP2","-0.6276","4.918e-21"
"RPS6KA5","0.5223","5.212e-21"
"ORC2","0.5252","6.421e-21"
"FXR1","-0.5872","9.726e-21"
"PALM2-AKAP2","0.5334","9.726e-21"
"HDAC11","-0.5486","1.301e-20"
"ST13","-0.5703","1.305e-20"
"VWA1","-0.5605","1.505e-20"
"LGI4","-0.5522","2.095e-20"
"GJC2","-0.5012","2.955e-20"
"DHCR24","-0.6525","3.956e-20"
"GABRB1","-0.5958","5.141e-20"
"RABAC1","-0.5521","5.198e-20"
"DSCAM","-0.7261","5.842e-20"
"CELF2","-0.5613","8.617e-20"
"MTMR2","0.5104","1.271e-19"
"MRPL41","-0.5634","1.482e-19"
"DYNLL2","-0.5640","2.049e-19"
"ENO2","-0.5883","2.211e-19"
"RBCK1","-0.5565","2.301e-19"
"FARP2","0.5053","3.326e-19"
"NAT8L","-0.5778","3.483e-19"
"RBM5","-0.5389","4.476e-19"
"ATP5I","-0.5823","4.509e-19"
"CDKN1B","-0.5335","4.635e-19"
"RPL21","-0.5415","6.219e-19"
"TTYH1","-0.5457","6.543e-19"
"PCSK1N","-0.5165","6.967e-19"
"SOX5","-0.5076","6.967e-19"
"RIMS2","-0.5228","1.526e-18"
"CMTM5","-0.5393","2.214e-18"
"RELA","-0.5883","2.581e-18"
"NRCAM","-0.5717","3.458e-18"
"PITPNC1","-0.5016","5.508e-18"
"LAMTOR4","-0.5337","7.189e-18"
"FKBP2","-0.5047","9.670e-18"
"TBCB","-0.5128","1.356e-17"
"ARPP19","-0.5241","2.169e-17"
"BAIAP2L1","-0.5025","2.215e-17"
"RBFOX1","-0.6198","2.523e-17"
"ZNF692","-0.5167","2.804e-17"
"RPL36","-0.5467","3.030e-17"
"MAST3","-0.5306","3.526e-17"
"ROGDI","-0.5203","5.031e-17"
"HLA-C","-0.5077","5.779e-17"
"SOX10","-0.5069","6.545e-17"
"AHSA1","-0.5153","6.758e-17"
"MYLPF","-0.5667","7.646e-17"
"KLC1","-0.5370","8.724e-17"
"LTBP3","-0.5211","1.029e-16"
"SLIT2","-0.5536","1.034e-16"
"MT-ND5","-0.5017","1.051e-16"
"NUMA1","-0.5281","1.101e-16"
"SLC35F1","-0.5234","1.188e-16"
"NISCH","-0.5433","1.584e-16"
"GRIN1","-0.5454","1.885e-16"
"FSCN1","-0.5531","2.075e-16"
"TMPRSS5","-0.6164","2.438e-16"
"KCND2","-0.6783","4.591e-16"
"ARHGEF4","-0.5015","7.790e-16"
"EEF2","-0.5000","1.163e-15"
"SYT1","-0.5939","1.972e-15"
"MMP16","-0.5218","2.074e-15"
"CNTN5","-0.5086","2.328e-15"
"OPCML","-0.6235","2.493e-15"
"SHC2","-0.5050","1.831e-14"
"SNTG1","-0.5605","2.076e-14"
"CSMD1","-0.5314","2.873e-14"
"WASH1","-0.5467","2.902e-14"
"DNAJA1","-0.5188","3.023e-14"
"TPD52L2","-0.5367","4.727e-14"
"ZNF365","-0.5107","6.883e-14"
"BCAN","-0.5357","3.089e-12"
"VCAN","-0.6014","4.532e-11"
"SLC26A3","-0.5401","5.276e-10"
"HIF3A","-0.5228","1.860e-9"
