"geneName","LFC","FDR"
"SNAP25-AS1","-1.730","4.899e-7"
"BIN1","1.716","5.929e-7"
"CRTAM","-1.719","6.424e-7"
"GPM6B","1.523","7.012e-7"
"CBLB","-1.647","7.909e-7"
"HSPH1","1.747","7.986e-7"
"BTG1","-1.646","8.063e-7"
"NDRG1","1.687","8.890e-7"
"MSR1","-1.576","8.890e-7"
"INF2","1.769","9.687e-7"
"FGF14","-1.394","9.687e-7"
"NOVA1","-1.434","0.000001081"
"GABRA6","-1.651","0.000001171"
"LSAMP-AS1","-1.630","0.000001171"
"CSRP1","1.734","0.000001228"
"ATRNL1","1.665","0.000001228"
"ZNF521","-1.553","0.000001228"
"ADAM22","-1.543","0.000001228"
"LRRC7","1.676","0.000001270"
"RORA","-1.377","0.000001292"
"DGKB","1.752","0.000001530"
"RP11-384F7.2","1.717","0.000001530"
"ADGRL2","1.674","0.000001530"
"FABP7","-1.534","0.000001810"
"CHD5","1.714","0.000001875"
"SPTBN4","1.683","0.000001875"
"CSMD3","1.501","0.000001895"
"SYNE1","-1.415","0.000002357"
"HS6ST3","1.586","0.000002558"
"CNTN1","-1.307","0.000002791"
"FRMPD4","1.711","0.000003012"
"CHN1","1.613","0.000003012"
"KHDRBS2","1.605","0.000003540"
"DNAJB2","1.492","0.000003616"
"KIAA0930","1.675","0.000003828"
"GRIA1","1.628","0.000003828"
"VSNL1","-1.379","0.000004306"
"MT-ND4","1.473","0.000004307"
"CNTNAP2","1.560","0.000004703"
"RABGAP1L","-1.395","0.000004734"
"APOD","1.528","0.000005275"
"H3F3B","-1.382","0.000005771"
"PLCB1","1.513","0.000005900"
"RELN","-1.535","0.000006208"
"GRIN1","1.415","0.000006841"
"ZEB2","1.579","0.000007623"
"CADM1","-1.357","0.000007623"
"RBFOX1","-1.225","0.000008074"
"KCNQ2","1.608","0.000008359"
"ADAMTS18","-1.523","0.000009935"
"VSTM2A","1.507","0.00001003"
"CHSY3","1.463","0.00001003"
"ARPP21","-1.399","0.00001003"
"SCN2A","-1.327","0.00001003"
"BCYRN1","1.503","0.00001057"
"PTCHD1-AS","-1.504","0.00001403"
"GRIP1","1.584","0.00001480"
"SLC24A2","1.570","0.00001480"
"DLG1","-1.319","0.00001564"
"EPB41","-1.499","0.00001627"
"MDGA2","1.544","0.00001630"
"SEC61A1","1.478","0.00001691"
"RP11-123O10.4","1.477","0.00001691"
"CLK1","1.390","0.00001691"
"NRXN1","-1.184","0.00001691"
"KIAA1456","-1.455","0.00001801"
"INADL","-1.355","0.00001833"
"EPHA6","-1.308","0.00001922"
"TSPAN5","-1.289","0.00002079"
"HEPACAM","1.601","0.00002123"
"INPP4B","1.505","0.00002123"
"ANKS1B","-1.232","0.00002357"
"CCNI","-1.399","0.00002369"
"CHGB","-1.465","0.00002703"
"TUBB4A","-1.317","0.00002942"
"GRM7","1.463","0.00002983"
"SLIT2","1.551","0.00003016"
"DHCR24","1.536","0.00003016"
"PAK3","1.515","0.00003016"
"CALN1","-1.312","0.00003016"
"CD81","1.542","0.00003402"
"B3GAT1","1.533","0.00003402"
"PABPN1","1.529","0.00003427"
"SLC22A17","1.513","0.00003427"
"RUNDC3B","-1.455","0.00003453"
"FRMD4A","1.427","0.00003453"
"ATP8A2","-1.259","0.00003486"
"RP11-116O11.1","-1.325","0.00003591"
"MPP7","-1.437","0.00003901"
"IL16","-1.401","0.00003901"
"CNTN4","-1.269","0.00004081"
"TPPP","1.523","0.00004539"
"MEF2C","1.467","0.00004539"
"LRCH1","-1.438","0.00004539"
"KCNIP1","1.396","0.00004705"
"NEGR1","-1.219","0.00004805"
"OLIG1","1.510","0.00004817"
"APLP1","1.354","0.00004974"
"THRB","1.508","0.00005190"
"AATK","1.509","0.00005242"
"PCDH7","1.462","0.00005242"
"ADGRB3","-1.136","0.00005578"
"DNER","1.422","0.00006745"
"ARHGAP29","-1.419","0.00006745"
"ATP1B1","1.353","0.00007280"
"LINC01266","-1.239","0.00007714"
"FOXN3","-1.322","0.00007802"
"B4GALNT4","1.395","0.00007937"
"PTPRO","1.328","0.00007937"
"DAPK1","1.318","0.00007937"
"AEBP1","1.488","0.00008499"
"PIGN","-1.419","0.00008594"
"CHD7","-1.380","0.00008594"
"GRID2","-1.224","0.00009573"
"GRIK2","-1.159","0.00009573"
"STMN2","-1.326","0.00009680"
"DNM3","-1.218","0.00009857"
"PLXNB1","1.460","0.0001113"
"PDE10A","-1.308","0.0001225"
"CAMK2N1","1.466","0.0001254"
"TSPAN7","-1.269","0.0001288"
"RGS12","1.438","0.0001301"
"ADRBK2","1.416","0.0001301"
"MEIS2","-1.374","0.0001315"
"LPCAT1","1.321","0.0001335"
"TFEB","1.276","0.0001335"
"PDZRN3","1.259","0.0001335"
"PCDH15","1.472","0.0001336"
"GRIA4","-1.171","0.0001340"
"CLDND1","1.284","0.0001439"
"TRHDE","-1.344","0.0001609"
"STARD4-AS1","-1.193","0.0001609"
"PAX6","-1.189","0.0001609"
"TENM1","-1.260","0.0001618"
"HSPA1B","1.427","0.0001714"
"CNTN6","-1.355","0.0001751"
"RPL6","-1.329","0.0001790"
"ERBB2IP","1.362","0.0001888"
"LRFN5","1.384","0.0001892"
"KALRN","1.385","0.0002102"
"RANGAP1","1.384","0.0002102"
"MOBP","1.400","0.0002128"
"NSMF","1.390","0.0002128"
"RFX3","-1.323","0.0002131"
"CTNNA1","1.276","0.0002244"
"SNPH","1.275","0.0002244"
"ANKRD36","-1.300","0.0002495"
"NR2C1","-1.328","0.0002525"
"ALS2","-1.308","0.0002525"
"MED13L","-1.153","0.0002860"
"CHL1","1.329","0.0002911"
"MCTP1","-1.181","0.0003079"
"DPP10","1.378","0.0003121"
"PCCA","-1.290","0.0003143"
"MT-CYB","1.224","0.0003163"
"RPL23A","-1.289","0.0003184"
"GRM4","-1.262","0.0003184"
"ANLN","1.380","0.0003396"
"GLUL","1.335","0.0003563"
"UNC80","-1.186","0.0003657"
"SYN1","1.255","0.0003767"
"C1orf122","1.257","0.0003802"
"PNMA3","1.195","0.0003802"
"CNTN3","1.118","0.0003802"
"PCDH9","1.092","0.0003802"
"MYRF","1.349","0.0004152"
"AKT3","-1.105","0.0004711"
"MAT2A","1.254","0.0005344"
"SORT1","1.343","0.0005514"
"AMER2","1.263","0.0005528"
"XKR6","-1.189","0.0005614"
"NR3C1","-1.228","0.0005615"
"SEMA6D","1.275","0.0005653"
"CAMK2D","-1.108","0.0005973"
"MAML3","-1.247","0.0006484"
"TMPRSS5","1.180","0.0006571"
"FGFR2","1.162","0.0006571"
"CAMKV","1.146","0.0006571"
"SHISA9","1.136","0.0006571"
"NECAB1","1.134","0.0006571"
"MIR99AHG","-1.076","0.0006577"
"PSMA1","-1.041","0.0007464"
"ACADVL","1.312","0.0008824"
"PREX1","1.278","0.0008824"
"PTPRM","1.283","0.0009445"
"NKAIN2","-1.092","0.0009468"
"LY6H","1.272","0.001017"
"SLC25A29","1.255","0.001043"
"SRGAP2C","-1.259","0.001044"
"PPM1L","-1.252","0.001044"
"RPL21","-1.246","0.001117"
"ANKRD36C","-1.246","0.001117"
"PTPN4","-1.241","0.001117"
"HMGCLL1","-1.220","0.001118"
"EPB41L5","-1.215","0.001118"
"ADAMTS9-AS2","1.139","0.001126"
"PRNP","1.101","0.001126"
"ZMAT4","1.097","0.001126"
"GABRG3","1.092","0.001126"
"CSRNP3","1.203","0.001139"
"DYNC1I1","-1.110","0.001206"
"BCOR","1.243","0.001336"
"RAB3C","1.209","0.001336"
"ENC1","1.240","0.001385"
"RBM33","1.234","0.001385"
"SSBP2","-1.045","0.001420"
"TMEM132D","1.224","0.001528"
"LINC01481","-1.181","0.001535"
"RUNX1T1","-1.044","0.001582"
"HTRA1","1.245","0.001591"
"MTCL1","-1.212","0.001591"
"FAM13A","-1.177","0.001591"
"LINC00907","-1.014","0.001591"
"NAIP","-1.004","0.001591"
"CCDC138","-0.9756","0.001591"
"ZBTB18","-1.146","0.001780"
"C4orf22","-1.174","0.001894"
"KCTD8","-1.158","0.001899"
"CLVS2","-1.135","0.001899"
"HRH3","1.088","0.001899"
"MT-ATP6","1.085","0.001899"
"ANKRD30BL","1.068","0.001899"
"DLG4","1.063","0.001899"
"CELSR2","1.045","0.001899"
"CACNG8","1.038","0.001899"
"MAML2","-1.175","0.001927"
"REEP3","-1.197","0.001989"
"GALNT7","-1.179","0.001989"
"HIF3A","1.224","0.002155"
"SLC35F1","1.212","0.002155"
"LARGE","1.223","0.002188"
"LAMP2","1.213","0.002188"
"AC074363.1","1.205","0.002188"
"MAGI1","-1.009","0.002257"
"SCD5","1.217","0.002366"
"NKX6-2","1.198","0.002366"
"LGI3","1.180","0.002366"
"LHPP","1.176","0.002366"
"CHRM3","1.176","0.002366"
"PID1","1.175","0.002366"
"RHPN1","1.165","0.002366"
"RP3-406A7.7","1.161","0.002366"
"RGS6","1.155","0.002366"
"SLC6A1","1.150","0.002366"
"ATRX","-1.062","0.002366"
"GABRB2","-0.9355","0.002553"
"SFXN1","-1.108","0.002554"
"ZNF385D-AS2","-1.084","0.002554"
"ACTR3B","-1.084","0.002554"
"CDC27","-1.077","0.002554"
"ROBO1","1.116","0.002697"
"MT2A","1.175","0.002758"
"SRCIN1","1.172","0.002758"
"SRGAP2","-1.078","0.002758"
"DYNLL1","0.9826","0.002937"
"GPHN","-0.9690","0.002937"
"SESN1","-1.133","0.003080"
"NRIP3","1.038","0.003080"
"SHC2","1.030","0.003080"
"GRIP2","1.021","0.003080"
"LSS","1.019","0.003080"
"TESK1","1.011","0.003080"
"MTRNR2L1","1.011","0.003080"
"VMP1","1.009","0.003080"
"GAD1","1.002","0.003080"
"COA3","1.001","0.003080"
"ADGRB1","0.9953","0.003080"
"CYP46A1","0.9936","0.003080"
"CACNA1A","-1.031","0.003086"
"CCDC85A","1.145","0.003195"
"RP11-197K3.1","-0.9351","0.003195"
"SCN1B","-0.9343","0.003195"
"SHROOM3","-0.9317","0.003195"
"Z83001.1","-0.9163","0.003195"
"RP11-545I5.3","-0.8967","0.003195"
"RP11-649G15.2","-1.087","0.003359"
"TTYH2","1.174","0.003371"
"FAM19A2","1.159","0.003371"
"UTY","-1.155","0.003371"
"USP39","-1.145","0.003371"
"HPCAL1","-1.113","0.003415"
"RPS6KA2","1.225","0.003433"
"ARFGAP1","1.201","0.003433"
"ENAH","1.195","0.003433"
"TIMP2","1.143","0.003433"
"CUX1","-1.115","0.003513"
"PDE4DIP","-0.9649","0.003513"
"STAG1","-1.156","0.003563"
"ARMC9","-1.137","0.003563"
"ARRDC2","1.127","0.003619"
"FAM49A","1.088","0.003619"
"DPP6","-0.9218","0.003619"
"PSAP","0.9391","0.003727"
"DOCK10","1.158","0.003827"
"WAC","-1.087","0.004000"
"ITM2B","-0.9157","0.004000"
"CACNB2","-1.043","0.004255"
"BRAF","-1.101","0.004487"
"CANX","1.185","0.004499"
"PTGDS","0.9458","0.004621"
"TMEM259","1.131","0.004661"
"SGK1","1.121","0.004768"
"NMNAT2","-1.088","0.004768"
"DIRAS2","-1.079","0.004768"
"PLCL2","-1.097","0.004777"
"BRINP3","-1.091","0.004777"
"SEPP1","1.156","0.004903"
"GRIA3","1.152","0.004903"
"CARNS1","1.153","0.004957"
"MAPK8IP1","1.130","0.004957"
"NEFL","0.9913","0.004957"
"SDK1","0.9834","0.004957"
"ERI3","0.9680","0.004957"
"CORO6","0.9625","0.004957"
"C2orf72","0.9484","0.004957"
"SIRT7","0.9469","0.004957"
"SOX8","0.9428","0.004957"
"MBD3","0.9428","0.004957"
"EGFR","0.9291","0.004957"
"TMC6","0.8971","0.004957"
"P3H2","0.7920","0.004957"
"GPM6A","-0.8945","0.005024"
"TLL1","-1.095","0.005046"
"SERPINI1","1.124","0.005067"
"RHBDD2","1.113","0.005067"
"EIF4A2","-0.9554","0.005176"
"KIFC2","1.102","0.005181"
"MBD5","-0.9528","0.005406"
"PTPRT","1.116","0.005666"
"MGAT3","1.087","0.005666"
"AGBL4","1.076","0.005666"
"CAPN3","1.063","0.005666"
"PHGDH","1.058","0.005666"
"CPNE1","1.048","0.005666"
"LPGAT1","1.036","0.005666"
"PCBP2","-1.069","0.005735"
"SLC35F4","-1.090","0.005780"
"CCDC175","-1.058","0.006027"
"TCEAL8","-1.023","0.006027"
"AC007563.5","-1.062","0.006200"
"MICAL2","-1.054","0.006200"
"PEX5L","1.131","0.006341"
"RSL24D1","-0.8657","0.006384"
"ZIC2","-0.8579","0.006384"
"CPVL","-0.8564","0.006384"
"AP000462.2","-0.8551","0.006384"
"SEMA6A-AS1","-0.8547","0.006384"
"SCUBE2","-0.8537","0.006384"
"DCLRE1C","-0.8436","0.006384"
"MID1","-0.8423","0.006384"
"HS3ST1","-0.8419","0.006384"
"DNM1","1.011","0.006758"
"KIF5C","-1.051","0.006832"
"WWOX","-0.9131","0.007120"
"MGAT4C","1.044","0.007270"
"TACC1","1.139","0.007284"
"LTBP3","1.086","0.007284"
"GIT1","1.081","0.007284"
"ANKRD28","-1.035","0.007284"
"GDI1","0.9320","0.007312"
"B3GAT3","1.106","0.007591"
"CH507-528H12.1","0.9363","0.008061"
"QSOX1","0.9195","0.008061"
"TOX","0.9172","0.008061"
"SHANK2","0.9120","0.008061"
"GANAB","0.9112","0.008061"
"DPYSL4","0.9076","0.008061"
"SLC7A5","0.9054","0.008061"
"CHORDC1","0.8981","0.008061"
"KCNT2","0.8972","0.008061"
"MID1IP1","0.8955","0.008061"
"KCNB1","0.8907","0.008061"
"TENM4","0.8840","0.008061"
"SMOC1","0.8707","0.008061"
"RHOB","0.8684","0.008061"
"PDIA4","0.8661","0.008061"
"LINC01122","0.8535","0.008061"
"FZR1","0.8526","0.008061"
"MEIS1","-1.070","0.008388"
"GPRIN3","-1.058","0.008388"
"MCU","-1.048","0.008388"
"FUT9","-1.007","0.008531"
"GPATCH8","-0.9893","0.008531"
"MYRIP","-1.039","0.008582"
"PTPRR","-1.022","0.008582"
"FKBP4","1.079","0.008640"
"SCD","1.073","0.008640"
"RGCC","1.060","0.008640"
"ATP5I","1.054","0.008640"
"CSPG5","1.051","0.008640"
"PNPLA6","1.045","0.008640"
"PRKD1","1.028","0.008640"
"THSD7A","1.026","0.008640"
"KCNMA1","1.013","0.008640"
"TJAP1","1.012","0.008640"
"PLEC","1.085","0.008684"
"ARID2","-0.9601","0.008684"
"SVEP1","-0.9579","0.008684"
"SEL1L3","-0.9577","0.008684"
"ELMO2","-0.9466","0.008684"
"HNRNPA0","-0.9359","0.008684"
"CTBP2","-0.9332","0.008684"
"NTM","-0.8598","0.009265"
"PPA1","-1.043","0.009614"
"MAP1A","1.064","0.01016"
"EVL","1.112","0.01073"
"RNF220","1.074","0.01073"
"FAM193B","1.079","0.01085"
"ABCA8","1.060","0.01085"
"MAP3K11","1.048","0.01085"
"ARAP2","1.033","0.01085"
"NCDN","1.023","0.01085"
"ADCY2","1.017","0.01085"
"EBF1","-0.9797","0.01085"
"LUZP2","1.095","0.01085"
"FHIT","1.068","0.01085"
"MYO9B","1.041","0.01085"
"PSD","1.039","0.01085"
"RASAL2","1.026","0.01085"
"COL16A1","1.025","0.01085"
"AK5","1.018","0.01085"
"RPS15","-0.8535","0.01085"
"KCNK1","-1.042","0.01164"
"CHCHD3","-1.021","0.01164"
"ZNF704","-1.015","0.01164"
"FRY","-0.9845","0.01303"
"CHD3","0.8491","0.01303"
"RING1","0.8474","0.01303"
"EPHB6","0.8470","0.01303"
"CD82","0.8454","0.01303"
"FLNA","0.8441","0.01303"
"SH3KBP1","0.8433","0.01303"
"TOX3","0.8406","0.01303"
"SLC22A23","0.8351","0.01303"
"RNF44","0.8319","0.01303"
"PRKAR2B","0.8252","0.01303"
"FGF13","0.8241","0.01303"
"SLC25A28","0.8167","0.01303"
"CA2","0.8123","0.01303"
"PPFIBP1","0.7987","0.01303"
"LDB2","0.7792","0.01303"
"ECE1","0.7736","0.01303"
"RP11-242P2.2","-0.7698","0.01303"
"NRG4","-0.7653","0.01303"
"DGKH","-0.7629","0.01303"
"RPS6KA6","-0.7564","0.01303"
"RP11-525K10.3","-0.7478","0.01303"
"NAAA","0.7109","0.01303"
"ZNF385B","-0.8786","0.01303"
"CUL9","1.031","0.01324"
"KCNJ10","1.006","0.01324"
"ZER1","0.9932","0.01324"
"KIAA1217","0.9823","0.01324"
"GGA2","0.9796","0.01324"
"TMEM232","0.9718","0.01324"
"GAD2","0.9572","0.01324"
"SGCD","0.9412","0.01324"
"SLC26A3","0.9343","0.01324"
"SGSM3","0.9292","0.01324"
"SH3PXD2A","0.9143","0.01324"
"PCLO","-0.8911","0.01328"
"PAK1","-1.029","0.01341"
"ZNF207","-1.012","0.01341"
"PAG1","-1.004","0.01341"
"CADM2","-0.7672","0.01341"
"DLEU2","-0.9878","0.01387"
"SRRM2","1.023","0.01526"
"IL1RAPL1","0.8310","0.01539"
"ASTN2","-0.9089","0.01583"
"STIP1","1.028","0.01604"
"ADCYAP1R1","1.003","0.01615"
"FAM153C","-0.9852","0.01615"
"ADGRG1","0.9745","0.01615"
"BCAN","0.9719","0.01615"
"CDH7","-0.9651","0.01615"
"LRRC16A","-0.9605","0.01615"
"ENPP2","0.9529","0.01615"
"WAC-AS1","-0.9125","0.01642"
"FAM160A1","-0.9071","0.01642"
"CEP57","-0.9024","0.01642"
"ULK2","-0.8934","0.01642"
"NRN1","-0.8812","0.01642"
"SYT9","-0.8601","0.01642"
"CKMT1B","-0.8514","0.01642"
"NREP","-1.003","0.01663"
"KCNH1","-0.9687","0.01663"
"LINGO2","0.9086","0.01727"
"CNTNAP5","1.066","0.01773"
"WASH1","0.9813","0.01827"
"JUND","0.9615","0.01827"
"CSTF3","-0.9932","0.01832"
"RP11-665G4.1","-0.9230","0.01834"
"MAX","-0.9209","0.01911"
"XPR1","-0.9203","0.01911"
"POLR2B","-0.9019","0.01911"
"ATE1","-0.8936","0.01911"
"PHKB","-0.8842","0.01911"
"FTL","0.8013","0.01911"
"MT-CO1","0.9210","0.01926"
"LMBRD1","-0.9428","0.01963"
"RPL15","-0.8951","0.02052"
"SLC44A5","1.029","0.02065"
"KCNAB1","1.028","0.02065"
"PIP4K2A","1.002","0.02065"
"PTPRN2","0.9966","0.02065"
"LAMP1","0.9954","0.02065"
"B4GAT1","0.9553","0.02065"
"BCAR1","0.9444","0.02065"
"DDR1","0.9380","0.02065"
"CERS4","0.9353","0.02065"
"FOS","0.9299","0.02065"
"LDLRAD4","-0.9252","0.02065"
"OTUD4","0.9109","0.02065"
"GRM1","-0.9102","0.02065"
"CYTH1","0.9082","0.02065"
"PRPF19","0.9068","0.02065"
"SLC3A2","0.9037","0.02065"
"QTRT1","0.8761","0.02065"
"PLLP","0.8749","0.02065"
"TMCC2","0.8083","0.02065"
"SNAP23","0.7931","0.02065"
"HMGCS1","0.7869","0.02065"
"OXR1","-0.7834","0.02065"
"RP11-444D3.1","0.7811","0.02065"
"NBEA","-0.7803","0.02065"
"POR","0.7785","0.02065"
"NCKIPSD","0.7760","0.02065"
"RP11-106M3.2","0.7726","0.02065"
"BCL11A","0.7710","0.02065"
"TBKBP1","0.7690","0.02065"
"VWC2L","0.7669","0.02065"
"AMFR","0.7602","0.02065"
"ZFPL1","0.7576","0.02065"
"CREG2","0.7557","0.02065"
"SPEG","0.7553","0.02065"
"DSCAML1","0.7550","0.02065"
"SEC22B","0.7408","0.02065"
"LMO3","0.7396","0.02065"
"L3MBTL4","0.7377","0.02065"
"DLX1","0.7324","0.02065"
"JDP2","0.7187","0.02065"
"PSAT1","0.7099","0.02065"
"PCDH19","0.7069","0.02065"
"ASIC2","0.9719","0.02227"
"LRBA","-0.9561","0.02246"
"RPS6","-0.9552","0.02246"
"AMPH","-0.9355","0.02246"
"PDIA2","1.004","0.02256"
"PHLDB1","0.9853","0.02256"
"SLC12A5","0.9664","0.02256"
"FBXL7","0.9396","0.02256"
"HSP90AB1","0.7902","0.02289"
"RELA","0.9889","0.02338"
"TNPO2","0.9591","0.02338"
"FAM96B","0.9524","0.02338"
"RAMP1","0.9308","0.02338"
"CACNA1E","0.9266","0.02338"
"NPTXR","0.9486","0.02433"
"ERBB4","0.8727","0.02444"
"CDH12","-0.9396","0.02455"
"ST18","-0.8949","0.02455"
"GAPDH","0.7909","0.02455"
"CCDC144NL-AS1","-0.6873","0.02497"
"RP11-39M21.1","-0.6850","0.02497"
"NARS","-0.6835","0.02497"
"FAM13A-AS1","-0.6808","0.02497"
"JAKMIP2-AS1","-0.6808","0.02497"
"RP11-638L3.1","-0.6791","0.02497"
"CTD-2515A14.1","-0.6784","0.02497"
"SLC2A12","-0.6765","0.02497"
"FILIP1L","-0.6722","0.02497"
"ARHGAP26-AS1","-0.6705","0.02497"
"NUP133","-0.6688","0.02497"
"RPS3A","-0.6688","0.02497"
"BID","-0.6684","0.02497"
"CTB-107G13.1","-0.6683","0.02497"
"PGM5","-0.6635","0.02497"
"UST","-0.6610","0.02497"
"RP11-286N3.2","-0.6588","0.02497"
"ZNF37A","-0.6510","0.02497"
"TSPYL2","0.9472","0.02499"
"YPEL3","0.9320","0.02622"
"SV2A","0.9202","0.02622"
"NUTM2B-AS1","-0.9399","0.02720"
"CLDN11","0.9610","0.02756"
"STK39","-0.9301","0.02844"
"FUT8","-0.8846","0.02844"
"DNAJC7","0.9803","0.02889"
"RNF144A","-0.9100","0.03000"
"NDUFA5","-0.8326","0.03010"
"ZNF436-AS1","-0.8289","0.03010"
"LPCAT3","-0.8220","0.03010"
"RAB37","-0.8171","0.03010"
"NAE1","-0.8141","0.03010"
"NMRK1","-0.7998","0.03010"
"MRPS27","-0.7935","0.03010"
"FCHO2","-0.7922","0.03010"
"DLEU1","-0.7916","0.03010"
"RASGRP1","-0.7893","0.03010"
"ZNF804A","-0.8287","0.03017"
"ACTG1","0.9170","0.03027"
"MRPL19","-0.8867","0.03027"
"TMEM163","-0.8862","0.03027"
"GABRD","-0.8829","0.03027"
"PIK3C2A","-0.8699","0.03027"
"CDON","-0.8403","0.03027"
"TTTY14","-0.8239","0.03055"
"RTKN","0.8989","0.03090"
"PCDH11Y","0.8771","0.03090"
"HSD17B4","0.8705","0.03090"
"THSD7B","0.8646","0.03090"
"TMEM87A","0.8597","0.03090"
"ANKRD13D","0.8569","0.03090"
"BCL2","0.8537","0.03090"
"ZDHHC18","0.8470","0.03090"
"ARHGAP32","0.8407","0.03090"
"RHBDD3","0.8249","0.03090"
"SORCS3","0.8214","0.03090"
"ZNF638","-0.8277","0.03158"
"PCDH11X","0.9755","0.03213"
"RBX1","0.9693","0.03213"
"ST6GALNAC6","0.9688","0.03213"
"PIDD1","0.9605","0.03213"
"RP11-436D23.1","0.9537","0.03213"
"RBM10","0.9312","0.03213"
"THY1","0.9262","0.03213"
"FNBP1L","0.8939","0.03213"
"RHEB","0.8909","0.03213"
"CRYM","-0.8666","0.03213"
"MRPL33","-0.8569","0.03213"
"RP11-296O14.3","-0.8557","0.03213"
"BMPER","-0.8120","0.03213"
"MT-ND4L","0.9397","0.03219"
"EMC1","0.7396","0.03219"
"AJAP1","0.7338","0.03219"
"ZNF516","0.7285","0.03219"
"CCDC107","0.7255","0.03219"
"STOML1","0.7195","0.03219"
"SPRYD3","0.7139","0.03219"
"ITGB4","0.7137","0.03219"
"RGMA","0.7120","0.03219"
"SDCCAG3","0.7112","0.03219"
"CDK2AP2","0.7104","0.03219"
"ITGA7","0.7098","0.03219"
"SOWAHA","0.7064","0.03219"
"SLC4A3","0.7039","0.03219"
"SRRT","0.7027","0.03219"
"MIIP","0.7013","0.03219"
"CX3CL1","0.7005","0.03219"
"PTCHD4","0.6999","0.03219"
"UBALD1","0.6996","0.03219"
"MSMO1","0.6989","0.03219"
"HLA-C","0.6984","0.03219"
"OLIG2","0.6962","0.03219"
"SLC6A9","0.6942","0.03219"
"ALDH1L1","0.6938","0.03219"
"MATK","0.6934","0.03219"
"LRFN4","0.6927","0.03219"
"CCDC14","0.6921","0.03219"
"MGAT1","0.6873","0.03219"
