"geneName","LFC","FDR"
"CKB","-0.5892","2.775e-25"
"SMOC1","-0.5906","1.250e-13"
"YPEL3","-0.5938","8.460e-19"
"CD81","-0.5950","7.018e-20"
"ARRDC2","-0.5964","2.875e-20"
"HSPH1","-0.5973","2.567e-14"
"CLSTN1","-0.6030","2.383e-20"
"RELA","-0.6061","3.225e-19"
"METTL7A","-0.6127","8.405e-22"
"PLOD3","-0.6183","5.591e-18"
"NSMF","-0.6208","9.527e-16"
"BCOR","-0.6421","9.907e-20"
"MT2A","-0.6440","6.186e-29"
"DDX5","-0.6655","2.830e-32"
"HTRA1","-0.6663","2.175e-31"
"MICALL2","-0.6740","2.442e-25"
"SLC38A2","-0.6837","1.040e-31"
"STIP1","-0.6871","3.106e-20"
"AEBP1","-0.6883","2.653e-8"
"PLXNB1","-0.6977","9.522e-30"
"TMEM259","-0.6989","6.100e-28"
"WASH1","-0.7053","1.681e-24"
"SLC26A3","-0.7201","3.413e-25"
"DHCR24","-0.7331","7.937e-27"
"HIF3A","-0.7377","5.168e-25"
"KAT2A","-0.7401","9.047e-32"
"FKBP4","-0.7429","6.778e-21"
"SPP1","-0.7565","8.278e-55"
"RANGAP1","-0.7655","9.708e-28"
"HSP90AA1","-0.7781","2.005e-54"
"CLK1","-0.7808","7.732e-39"
"BCYRN1","-0.8322","9.719e-34"
"MT-CO1","-0.8385","1.174e-41"
"CRYAB","-0.8421","1.061e-87"
"NDRG1","-0.8431","6.414e-57"
"PSAP","-0.8464","8.290e-60"
"HSPA1B","-0.8768","5.270e-8"
"RAPGEF3","-0.8797","2.058e-32"
"SLC6A8","-0.8945","1.043e-44"
"NDRG2","-0.9236","4.704e-70"
"PTGES3","-0.9284","7.020e-45"
"DNAJB1","-0.9296","1.633e-29"
"DNAJB2","-0.9533","1.055e-60"
"MT3","-1.043","2.662e-62"
"NEAT1","-1.099","1.001e-91"
"HSPB1","-1.114","3.455e-25"
"HSP90AB1","-1.155","1.822e-96"
"LINC00486","-1.157","0.000"
"BOK","-1.180","1.571e-76"
"FKBP5","-1.256","1.470e-67"
"MT-ND1","-1.347","1.468e-94"
"MT-ND3","-1.429","1.572e-116"
"MT-ND2","-1.447","3.723e-150"
"GFAP","-1.524","9.776e-92"
"MT-CO2","-1.528","9.945e-171"
"MT-CO3","-1.618","3.663e-186"
"HSPA1A","-1.657","3.208e-90"
"MT-CYB","-1.671","2.458e-184"
"MT-ATP6","-1.692","1.556e-179"
"MT-ND4","-2.009","2.439e-284"
"LINGO1","-2.330","0.000"
