"geneName","LFC","FDR"
"SNHG25","0.6907","4.277e-30"
"PKD1","0.6904","3.487e-33"
"RELA","0.6890","1.694e-42"
"RP3-406A7.7","0.6884","1.727e-36"
"COLGALT1","0.6866","1.939e-35"
"SLC38A2","0.6856","1.069e-36"
"TBC1D3P1-DHX40P1","0.6854","2.977e-36"
"FAIM2","0.6845","1.099e-30"
"SPP1","0.6838","1.038e-50"
"ST13","0.6836","1.869e-29"
"SMG5","0.6782","7.512e-30"
"ARAP1","0.6768","1.335e-28"
"ADCK3","0.6757","9.354e-31"
"TPD52L2","0.6717","3.240e-35"
"C7orf61","0.6695","9.080e-35"
"ATP6V0B","0.6687","3.510e-32"
"MRPS6","0.6622","1.779e-32"
"UBB","0.6619","3.422e-38"
"UBA52","0.6615","6.056e-25"
"PER1","0.6608","2.637e-31"
"DLL1","0.6605","2.018e-29"
"SEPP1","0.6563","1.523e-38"
"DAZAP1","0.6550","3.942e-26"
"SLC25A29","0.6548","1.283e-30"
"MAST3","0.6518","5.574e-28"
"GIT1","0.6506","4.228e-26"
"FAM160B2","0.6503","3.630e-32"
"LINC00599","0.6503","5.383e-44"
"EEF1D","0.6463","7.526e-29"
"ATP6AP1","0.6454","3.408e-25"
"MT-ND3","0.6450","3.263e-50"
"ABCC5","0.6441","1.111e-24"
"ANGPTL4","0.6431","4.156e-38"
"PHYHIP","0.6428","1.813e-40"
"GPAT4","0.6423","5.958e-30"
"CPSF3L","0.6422","2.426e-28"
"CACNA2D3","0.6415","1.194e-30"
"ECE1","0.6396","2.472e-26"
"RALGDS","0.6394","3.133e-26"
"EIF4G2","0.6386","2.874e-26"
"FAM107A","0.6384","6.546e-42"
"ANLN","0.6380","2.170e-33"
"DPP7","0.6318","7.448e-27"
"PDIA4","0.6303","2.881e-27"
"DDIT4","0.6281","2.144e-24"
"COL5A3","0.6278","5.004e-36"
"SPTBN4","0.6255","9.354e-31"
"ARFGAP1","0.6253","2.404e-27"
"NSMF","0.6244","8.478e-38"
"RP11-553L6.5","0.6242","3.281e-23"
"MYEOV2","0.6221","6.072e-23"
"ZFAND5","0.6220","7.195e-24"
"SNX6","0.6218","5.088e-23"
"WFS1","0.6209","6.660e-33"
"ST6GALNAC6","0.6208","8.240e-44"
"METTL7A","0.6195","1.814e-25"
"NKX6-2","0.6193","2.170e-27"
"TMCC2","0.6164","8.909e-22"
"KAT2A","0.6160","5.443e-27"
"CPT1C","0.6147","3.607e-28"
"BMI1","0.6143","6.256e-25"
"SDCCAG3","0.6130","7.105e-29"
"YWHAG","0.6122","1.657e-23"
"MYRF","0.6122","1.156e-31"
"LINC00657","0.6121","3.252e-23"
"SRSF6","0.6120","1.413e-28"
"OGT","0.6094","2.899e-23"
"PREX1","0.6062","2.767e-24"
"BCYRN1","0.6060","2.703e-28"
"BAG3","0.6051","9.167e-43"
"PIM3","0.6051","1.086e-20"
"LGI4","0.6036","1.576e-26"
"LTBP3","0.6015","2.218e-24"
"C16orf13","0.5999","2.531e-24"
"DNAJB6","0.5990","1.005e-20"
"MT2A","0.5989","1.138e-26"
"CLSTN1","0.5985","2.524e-25"
"ZSWIM8","0.5976","2.488e-23"
"GNAZ","0.5976","2.730e-25"
"ITGB4","0.5971","8.131e-31"
"RHBDD3","0.5966","1.606e-30"
"ADGRB2","0.5966","1.567e-29"
"B3GAT3","0.5965","3.925e-24"
"ZNF24","0.5964","1.478e-20"
"SNPH","0.5958","2.684e-41"
"MT-ND2","0.5956","4.181e-47"
"AMER2","0.5953","7.817e-30"
"TECR","0.5938","6.450e-22"
"ALDH1L1","0.5938","3.498e-40"
"NUMA1","0.5924","2.034e-23"
"ABCA2","0.5917","2.230e-37"
"PCMTD2","0.5914","1.011e-26"
"FAM20C","0.5910","6.612e-25"
"LGI3","0.5893","5.098e-22"
"DDX3Y","0.5892","4.834e-38"
"GJA1","0.5868","1.567e-28"
"TPRN","0.5853","6.097e-23"
"CKB","0.5828","2.243e-29"
"ZC3H11A","0.5825","5.404e-21"
"SORBS1","0.5824","6.858e-24"
"PDXK","0.5816","3.315e-28"
"DTX4","0.5807","3.408e-25"
"RPS11","0.5770","4.698e-19"
"EIF4A2","0.5770","7.442e-22"
"MT-CO1","0.5768","4.714e-32"
"ARL6IP4","0.5765","3.005e-21"
"IDS","0.5750","1.869e-22"
"LAMP2","0.5748","1.386e-32"
"SHROOM1","0.5732","3.819e-20"
"IL6ST","0.5716","9.555e-20"
"FXR2","0.5703","1.080e-22"
"TTYH2","0.5702","2.398e-25"
"BCAN","0.5697","5.437e-27"
"RHPN1","0.5690","2.891e-39"
"NUPR1","0.5677","1.105e-22"
"FKBP2","0.5672","6.603e-20"
"IPO13","0.5663","3.386e-20"
"SRRM2","0.5661","7.063e-24"
"APLP2","0.5637","1.170e-19"
"RPL35","0.5632","7.630e-20"
"KCNJ10","0.5628","1.691e-20"
"CCT4","0.5623","2.780e-20"
"LHPP","0.5615","8.463e-21"
"ZER1","0.5612","5.108e-20"
"GOLGA3","0.5605","2.168e-23"
"CALM3","0.5604","2.784e-21"
"AATK","0.5602","3.942e-26"
"SDC4","0.5597","1.702e-29"
"RRP1","0.5595","2.112e-22"
"RBM10","0.5595","3.016e-22"
"MORF4L2","0.5591","3.844e-17"
"GRIN1","0.5589","6.496e-31"
"CASKIN1","0.5589","1.041e-37"
"FSD1","0.5584","1.300e-27"
"MKNK2","0.5573","1.799e-30"
"SGTA","0.5572","4.540e-19"
"SEPT8","0.5569","4.102e-21"
"GPS1","0.5567","2.276e-20"
"EIF1","0.5541","3.662e-25"
"JADE2","0.5535","7.998e-21"
"SERPINH1","0.5524","3.034e-41"
"DNAJA4","0.5512","1.083e-29"
"BRSK2","0.5510","2.177e-23"
"RP11-150D5.2","0.5506","7.314e-26"
"RGMA","0.5495","3.047e-31"
"PIDD1","0.5493","8.022e-20"
"VEZF1","0.5490","7.356e-17"
"MXD4","0.5479","8.060e-22"
"GGT7","0.5472","1.518e-17"
"MYO9B","0.5467","1.320e-19"
"MBD3","0.5464","2.537e-25"
"PIAS4","0.5419","4.243e-21"
"RGL2","0.5413","5.638e-22"
"JUND","0.5410","2.409e-19"
"SOX8","0.5404","5.310e-19"
"ZNF358","0.5397","3.976e-22"
"MADD","0.5397","6.891e-20"
"XPO1","0.5393","5.430e-18"
"PYGB","0.5385","3.308e-20"
"FBXW5","0.5379","1.882e-21"
"GLUL","0.5363","1.359e-23"
"SOX10","0.5346","7.833e-18"
"FAM102A","0.5338","2.772e-16"
"NDUFA3","0.5323","7.184e-21"
"BIN1","0.5296","1.533e-26"
"UBXN6","0.5290","4.631e-20"
"NDUFS7","0.5290","2.066e-17"
"LSM7","0.5257","4.167e-18"
"MLLT6","0.5255","6.424e-18"
"HNRNPH3","0.5254","1.277e-15"
"DCXR","0.5254","3.851e-17"
"KEAP1","0.5240","3.270e-17"
"TMEM63B","0.5240","2.529e-25"
"HCFC1R1","0.5239","1.319e-18"
"UBE2B","0.5231","4.603e-17"
"KCNQ2","0.5206","6.607e-30"
"TMC6","0.5193","3.253e-17"
"TIMM13","0.5190","3.903e-17"
"PNPLA6","0.5183","2.921e-19"
"CLDND1","0.5173","1.704e-28"
"APLP1","0.5144","8.194e-30"
"SF3B1","0.5137","4.622e-17"
"PPP1R9B","0.5129","2.020e-28"
"B4GAT1","0.5121","2.874e-18"
"LINC00276","0.5114","4.105e-19"
"DEF8","0.5102","2.827e-19"
"BCL2L14","0.5080","3.981e-16"
"C6orf62","0.5079","6.604e-16"
"ZCCHC3","0.5079","6.123e-25"
"KB-1460A1.5","0.5078","3.120e-22"
"DGCR2","0.5076","1.101e-15"
"AGAP3","0.5063","4.278e-17"
"TMSB4X","0.5061","2.620e-24"
"MAP1A","0.5056","4.318e-15"
"MYL6","0.5050","2.367e-15"
"ZNF692","0.5046","5.174e-20"
"AKT2","0.5035","2.878e-15"
"TAF1C","0.5032","2.740e-19"
"BAIAP2","0.5024","8.410e-27"
"FTL","0.5007","1.895e-30"
"IFITM3","0.5001","2.167e-25"
"GAB2","-0.5010","4.791e-12"
"KDM6A","-0.5011","6.492e-10"
"FMNL2","-0.5018","8.884e-20"
"CFTR","-0.5019","1.536e-10"
"NSMCE2","-0.5022","4.524e-12"
"CD55","-0.5026","2.575e-10"
"L3MBTL4","-0.5031","1.218e-10"
"AGAP1","-0.5032","1.257e-18"
"OTUD7A","-0.5041","9.102e-13"
"DANT2","-0.5049","1.969e-15"
"WWOX","-0.5050","4.671e-17"
"ANKRD12","-0.5069","5.664e-15"
"RNF220","-0.5086","7.902e-24"
"MAML2","-0.5115","2.727e-11"
"FBXL17","-0.5136","1.089e-12"
"NALCN","-0.5142","2.757e-13"
"AGPAT4","-0.5143","5.064e-11"
"MAGI1","-0.5151","1.001e-13"
"DSCAML1","-0.5151","2.781e-12"
"RASGRF2","-0.5168","2.276e-12"
"SHROOM4","-0.5191","7.165e-12"
"TSPAN5","-0.5196","1.943e-14"
"COBL","-0.5207","1.204e-15"
"CMSS1","-0.5210","4.707e-13"
"ZNF708","-0.5214","6.860e-10"
"INVS","-0.5218","1.762e-9"
"FBXL7","-0.5219","1.262e-15"
"JPX","-0.5234","1.737e-11"
"ENTPD1-AS1","-0.5289","6.275e-13"
"PPP1R16B","-0.5338","3.439e-12"
"RP11-160H12.2","-0.5341","7.384e-16"
"LINC01481","-0.5369","6.372e-13"
"STK39","-0.5397","2.638e-12"
"TMTC2","-0.5400","1.913e-23"
"HECW2","-0.5449","2.878e-13"
"KLHL4","-0.5455","9.991e-12"
"HS3ST5","-0.5465","5.416e-12"
"CTNND2","-0.5470","5.830e-20"
"SH3GL3","-0.5479","2.834e-17"
"PPFIA2","-0.5483","1.127e-16"
"UVRAG","-0.5483","4.782e-13"
"SSH2","-0.5488","6.495e-16"
"SLC4A8","-0.5492","3.418e-13"
"AC004158.3","-0.5511","7.079e-11"
"MOB3B","-0.5528","1.796e-13"
"BIRC6-AS2","-0.5551","3.732e-14"
"TCF12","-0.5567","2.894e-25"
"RP11-1055B8.3","-0.5602","1.137e-11"
"FRMD4A","-0.5609","3.652e-10"
"JMJD1C","-0.5626","7.687e-19"
"SLCO3A1","-0.5636","1.189e-18"
"CPB2-AS1","-0.5641","5.141e-13"
"ENOSF1","-0.5646","7.416e-12"
"MYO1E","-0.5673","6.182e-13"
"POLR2F","-0.5680","1.801e-16"
"ANO4","-0.5694","4.045e-17"
"ZKSCAN1","-0.5698","4.012e-13"
"TTC17","-0.5758","3.166e-15"
"MIR181A1HG","-0.5777","8.326e-17"
"AKAP6","-0.5790","5.969e-21"
"SYNJ2","-0.5792","3.178e-13"
"MIR100HG","-0.5804","3.392e-13"
"PDE1C","-0.5816","5.881e-22"
"LRRTM3","-0.5846","5.273e-16"
"RDX","-0.5846","2.733e-16"
"SIK3","-0.5849","5.166e-38"
"MKRN3","-0.5849","4.465e-14"
"PTN","-0.5891","2.308e-16"
"DMD","-0.5915","3.125e-21"
"RP11-1000B6.3","-0.5921","1.900e-14"
"GALNT13","-0.5935","8.326e-17"
"LSAMP","-0.5968","1.961e-26"
"NOVA1","-0.5980","2.830e-21"
"LAMA2","-0.6016","4.248e-16"
"PTK2","-0.6034","6.104e-26"
"GAREM1","-0.6037","2.592e-15"
"FTX","-0.6048","7.519e-23"
"ATP10B","-0.6071","7.135e-16"
"KIRREL3","-0.6074","1.643e-19"
"PSD3","-0.6082","1.051e-17"
"DPYD","-0.6115","3.335e-20"
"DPH6","-0.6133","8.858e-16"
"DNM1L","-0.6142","2.228e-16"
"FNBP1","-0.6163","8.178e-20"
"AUTS2","-0.6174","5.537e-25"
"MYO1D","-0.6238","4.260e-17"
"SUMF1","-0.6245","4.299e-15"
"ADAMTS18","-0.6271","1.024e-7"
"ZBTB20","-0.6291","2.409e-36"
"ZEB2","-0.6308","1.718e-31"
"STARD13","-0.6318","2.460e-17"
"RP11-50D16.4","-0.6340","2.901e-17"
"IL1RAPL1","-0.6373","7.700e-83"
"FRMD5","-0.6378","3.450e-38"
"DOCK3","-0.6391","3.161e-23"
"USP39","-0.6409","1.037e-19"
"ST18","-0.6451","7.268e-41"
"LINC01572","-0.6480","2.228e-16"
"GMDS-AS1","-0.6486","5.624e-20"
"ANKS1B","-0.6513","2.629e-30"
"ANK3","-0.6547","3.542e-39"
"NCKAP5","-0.6603","3.301e-31"
"DLG2","-0.6630","2.630e-64"
"AHI1","-0.6661","5.059e-20"
"CTNNA3","-0.6739","1.920e-55"
"SH3D19","-0.6768","3.788e-25"
"SLC22A15","-0.6791","2.894e-19"
"APBB2","-0.6874","1.899e-26"
"EXOC6B","-0.6897","4.685e-28"
"PDE4B","-0.6946","1.719e-60"
"RP4-613B23.1","-0.7005","2.785e-22"
"C10orf90","-0.7038","6.126e-24"
"KLHL32","-0.7169","1.533e-26"
"RP11-267C16.1","-0.7346","1.968e-20"
"ZNF565","-0.7358","1.078e-17"
"DLC1","-0.7434","3.758e-31"
"LMCD1-AS1","-0.7438","1.534e-23"
"RFX3-AS1","-0.7460","1.886e-19"
"FRMD4B","-0.7469","5.350e-34"
"KCNQ1OT1","-0.7475","4.619e-24"
"SAMD12","-0.7501","4.667e-26"
"PARK2","-0.7534","1.236e-25"
"TMEM144","-0.7564","6.213e-51"
"CNTNAP4","-0.7605","5.017e-25"
"NTM","-0.7671","3.123e-40"
"GRID1","-0.7730","1.285e-24"
"LINC00609","-0.7739","1.140e-22"
"LDB3","-0.7748","1.850e-24"
"GOLGA4","-0.7765","1.925e-23"
"PCDH9-AS2","-0.7775","9.930e-25"
"LINC01170","-0.7788","3.338e-24"
"TMEFF2","-0.7808","4.258e-34"
"ZFYVE16","-0.7898","3.136e-29"
"AC012593.1","-0.7943","3.445e-25"
"PDE8A","-0.7982","8.608e-35"
"KCNH8","-0.7998","5.430e-38"
"PALM2","-0.8291","4.047e-23"
"ZNF536","-0.8349","3.289e-35"
"NAALADL2","-0.8417","5.485e-34"
"SLC5A11","-0.8925","2.030e-21"
"GLDN","-0.8993","2.004e-29"
"LINC01608","-0.9074","2.739e-42"
"RP11-81H3.2","-0.9221","7.761e-34"
"MIR219A2","-0.9718","1.322e-58"
"XIST","-0.9979","2.212e-35"
"NRXN3","-1.007","5.517e-62"
"MALAT1","-1.348","0.000"
"PPP2R2B","-1.452","6.248e-194"
"PDE1A","-1.612","7.153e-99"
