"geneName","LFC","FDR"
"APLNR","0.9996","1.167e-20"
"PDE4DIP","0.7020","1.254e-20"
"SLC26A3","0.9798","1.679e-20"
"TSHZ2","0.9908","3.386e-20"
"C10orf11","-1.026","5.222e-20"
"PSAP","0.8370","6.552e-20"
"DKK3","0.8419","1.268e-19"
"ZBTB20","-0.5446","2.009e-19"
"SLC25A29","0.9177","3.128e-19"
"AC016716.2","-0.9645","3.799e-19"
"SLCO3A1","0.9594","5.436e-19"
"MYO9B","0.9964","8.268e-19"
"ITGB8","0.9005","8.532e-19"
"RBMS3","-0.9171","1.066e-18"
"KNOP1","0.8968","1.173e-18"
"WFS1","0.9669","2.333e-18"
"HSP90AB1","0.9447","2.502e-18"
"SORBS1","0.5870","2.742e-18"
"APC","-0.8001","3.020e-18"
"MARCH3","0.8938","5.198e-18"
"SYTL4","0.9519","5.594e-18"
"RP11-116O11.1","-1.057","5.651e-18"
"SLC8A1","-1.021","5.914e-18"
"ADAMTS17","-1.007","5.914e-18"
"HSPA1B","0.9753","5.914e-18"
"S100A6","0.9395","6.265e-18"
"ADAMTSL3","0.9272","6.287e-18"
"CD81","0.8888","9.080e-18"
"MBP","0.8467","9.164e-18"
"PLEC","0.8818","1.283e-17"
"MATN2","0.9526","1.348e-17"
"LMO3","-0.9350","1.701e-17"
"RP11-436D23.1","-0.8903","2.148e-17"
"PBX1","-0.8838","2.196e-17"
"BRINP3","-0.9457","2.300e-17"
"CST3","-0.7162","2.642e-17"
"IFITM3","0.8384","3.252e-17"
"AHCYL1","0.7169","3.534e-17"
"IRS2","0.9301","3.556e-17"
"RP11-776H12.1","-0.9550","4.634e-17"
"RANGAP1","0.9202","5.374e-17"
"SH3RF1","-1.016","5.596e-17"
"LINC00299","-0.9104","6.580e-17"
"HES5","-1.022","6.997e-17"
"BAIAP3","0.9222","8.976e-17"
"GALNT15","0.9061","1.095e-16"
"PRKX","0.8831","1.259e-16"
"FMNL2","-0.6902","1.585e-16"
"PLXNB1","0.7821","1.634e-16"
"PTGES3","0.9261","2.103e-16"
"SDC4","0.8351","2.465e-16"
"CACNA2D3","0.8438","2.955e-16"
"CACHD1","-0.8262","3.048e-16"
"GNAQ","-0.7756","3.727e-16"
"AKAP6","-0.8609","3.972e-16"
"QDPR","0.8721","6.614e-16"
"CCL2","0.8172","7.030e-16"
"CIRBP","-0.8211","7.523e-16"
"CP","0.7567","9.773e-16"
"RHOJ","-0.9835","1.023e-15"
"DLG2","-0.6662","1.094e-15"
"KLF12","-0.8605","1.242e-15"
"ARFGAP1","0.8958","1.425e-15"
"OSBPL11","0.8370","1.434e-15"
"DAAM1","0.7487","1.626e-15"
"NLGN4Y","-0.9980","2.066e-15"
"FSTL5","-0.9840","2.066e-15"
"POU6F2","-1.003","2.259e-15"
"L3MBTL4","0.8470","2.583e-15"
"PPFIA1","0.7618","3.137e-15"
"FLNA","0.9057","3.492e-15"
"RP11-347C12.1","0.7967","5.603e-15"
"DIO2","-0.9772","6.693e-15"
"ARHGAP39","0.8492","7.149e-15"
"DHCR24","0.8105","8.387e-15"
"TMEM132C","-0.9527","8.507e-15"
"ARHGEF4","0.6740","9.832e-15"
"LRP4-AS1","-0.9801","1.037e-14"
"SLC20A2","0.8443","1.415e-14"
"ABCA2","0.8298","1.415e-14"
"ATP9A","0.8336","1.428e-14"
"ETNPPL","-0.7902","1.662e-14"
"RASL10A","-0.9237","1.695e-14"
"GRID2","-0.9592","2.619e-14"
"NR4A1","-0.9242","2.619e-14"
"NFKBIA","0.8354","3.346e-14"
"CNTN2","0.8786","3.452e-14"
"RGMA","0.7996","3.689e-14"
"DNAJB1","0.8674","3.831e-14"
"ALCAM","-0.8266","3.872e-14"
"FHIT","-0.6874","3.872e-14"
"ENTPD1-AS1","-0.8301","4.414e-14"
"CADM1","-0.5953","4.414e-14"
"C1orf21","-0.8489","4.512e-14"
"AHI1","0.6794","5.044e-14"
"CTD-2282P23.2","-0.9464","5.768e-14"
"RP11-444D3.1","-0.7796","6.369e-14"
"DDAH1","-0.8210","6.639e-14"
"RPL23A","-0.8741","7.639e-14"
"PDE7B","-0.7986","8.458e-14"
"TTTY14","-0.9023","9.645e-14"
"EPHB1","-0.8335","1.151e-13"
"SPON1","-0.7795","1.476e-13"
"GLI3","-0.8007","1.630e-13"
"RP11-436K8.1","-0.8620","2.660e-13"
"PTPRG","-0.7640","2.860e-13"
"FGF14","-0.9055","6.417e-13"
"CTC-498M16.2","-0.9198","6.418e-13"
"NLGN4X","-0.9000","6.814e-13"
"DPYSL2","0.6232","8.886e-13"
"LRRC7","-0.9009","9.360e-13"
"TUBB2B","-0.8079","1.003e-12"
"PHLPP1","-0.6744","1.137e-12"
"AC074363.1","-0.7449","1.578e-12"
"RP11-371F15.3","0.7400","1.682e-12"
"SAMHD1","0.6761","1.682e-12"
"CHD9","-0.6794","1.692e-12"
"HSP90B1","0.8252","1.840e-12"
"C1S","0.8060","1.840e-12"
"RP11-307B6.3","-0.8852","1.850e-12"
"BCL6","0.6831","2.220e-12"
"STIP1","0.7884","2.312e-12"
"RP11-514P8.6","0.7816","2.410e-12"
"CDH23","0.7850","3.357e-12"
"LRRC16A","-0.6364","3.414e-12"
"CEP85L","-0.7822","3.520e-12"
"SLC6A8","0.8041","3.560e-12"
"DCLK1","0.7792","4.325e-12"
"INTU","-0.7691","4.433e-12"
"CABLES1","-0.7754","4.568e-12"
"MCF2L2","-0.8839","5.140e-12"
"STK33","-0.7679","5.140e-12"
"SYNE1","-0.6948","5.656e-12"
"TMBIM1","0.7981","5.844e-12"
"TYRO3","0.7943","6.196e-12"
"SYNM","0.6991","7.309e-12"
"SRGAP3","-0.8033","7.603e-12"
"GNA14","-0.7387","1.068e-11"
"LINC01572","-0.8691","1.203e-11"
"RP11-77K12.4","0.7473","1.215e-11"
"OPHN1","-0.6150","1.277e-11"
"GMPR","0.7672","1.297e-11"
"GPRC5B","0.6523","1.340e-11"
"WASH1","0.7866","1.700e-11"
"SMAD9","0.7555","1.700e-11"
"CSRP1","0.7047","1.700e-11"
"CTC-490E21.12","0.7391","1.703e-11"
"AQP1","0.7556","1.735e-11"
"XKR6","-0.8381","1.875e-11"
"RP11-597D13.9","-0.8271","1.934e-11"
"LINC01314","-0.8529","2.078e-11"
"ENTPD1","-0.8434","2.166e-11"
"FAM107A","0.6816","2.171e-11"
"SCG3","-0.8450","2.449e-11"
"LENG8","0.7370","2.476e-11"
"AUTS2","-0.5907","2.649e-11"
"RLBP1","-0.8201","2.999e-11"
"RASSF4","0.6682","3.202e-11"
"SLC14A1","0.6219","3.542e-11"
"ATL2","-0.8467","3.856e-11"
"TUBB2A","-0.8436","3.856e-11"
"ARHGEF17","0.7531","3.911e-11"
"RNF19B","0.7174","4.240e-11"
"AGFG2","0.7386","4.432e-11"
"MEIS2","-0.6288","5.620e-11"
"RP11-759A24.3","-0.7577","6.629e-11"
"NHS","0.7449","6.629e-11"
"MICALL2","0.6596","7.053e-11"
"LUZP2","-0.8184","7.842e-11"
"SLC24A4","0.6896","8.502e-11"
"ADM","0.6512","8.542e-11"
"RP11-229P13.27","0.6859","9.070e-11"
"USMG5","0.7376","9.106e-11"
"RALGDS","0.7079","1.070e-10"
"SFMBT2","-0.7040","1.080e-10"
"ENOX1","-0.7239","1.211e-10"
"COL5A3","-0.6445","1.362e-10"
"PPP1R3C","-0.7768","1.385e-10"
"SLC25A5","-0.8009","1.463e-10"
"FO538757.2","0.7360","1.559e-10"
"EDNRB","-0.8126","1.722e-10"
"MAPK8IP3","0.7358","1.840e-10"
"HES4","-0.7674","2.000e-10"
"KLHL32","-0.7240","2.078e-10"
"SNCG","-0.8084","2.122e-10"
"SPDYE2","-0.8221","2.132e-10"
"ANLN","0.6948","2.365e-10"
"PLCD3","0.6806","2.420e-10"
"SAFB2","0.7062","2.745e-10"
"B4GALNT4","0.6471","2.758e-10"
"SEMA3D","0.6093","2.758e-10"
"PHYHD1","0.7101","3.218e-10"
"CACNB2","-0.6019","3.218e-10"
"NOL4","-0.7784","3.370e-10"
"OAF","-0.7795","3.779e-10"
"FTX","-0.5784","4.024e-10"
"FAM20C","0.7182","4.335e-10"
"BCAT2","0.6990","4.728e-10"
"RGS20","-0.7189","4.846e-10"
"PLD5","-0.7832","5.058e-10"
"ID3","0.7143","5.105e-10"
"SLC24A3","-0.7713","5.133e-10"
"CLK1","0.6714","5.266e-10"
"SSFA2","0.7141","5.665e-10"
"CCP110","0.7445","6.194e-10"
"AC005009.2","-0.6369","6.614e-10"
"SLCO1C1","-0.6685","7.928e-10"
"RP11-217L21.1","-0.7452","7.974e-10"
"TMEM259","0.6874","8.092e-10"
"AGBL4","-0.6757","8.457e-10"
"HDAC7","0.7113","8.463e-10"
"NKAIN4","-0.7845","8.963e-10"
"ECE1","0.7043","8.963e-10"
"ABI1","-0.6605","8.963e-10"
"LUC7L3","0.5604","8.963e-10"
"SMARCA2","-0.6513","9.579e-10"
"FKBP4","0.6359","1.061e-9"
"LAMP2","0.6905","1.087e-9"
"MYRF","0.7287","1.203e-9"
"PCLO","0.7020","1.299e-9"
"YARS","0.6845","1.462e-9"
"ZNF98","0.6871","1.500e-9"
"RP11-318K12.2","-0.6734","1.583e-9"
"SPTAN1","0.6274","1.583e-9"
"SUMF1","-0.7128","1.627e-9"
"PNPLA6","0.6961","1.695e-9"
"TMEM232","-0.7249","1.906e-9"
"FOXP1","-0.6650","2.071e-9"
"BCOR","0.7092","2.110e-9"
"PLOD3","0.6835","2.239e-9"
"XYLT1","-0.7624","2.354e-9"
"TMC6","0.6464","2.561e-9"
"CPSF4","0.6444","2.561e-9"
"RERG","-0.7619","2.570e-9"
"MAN1C1","0.6848","2.661e-9"
"PDZRN3","-0.6617","2.811e-9"
"FAM182B","0.6187","2.907e-9"
"RP11-627D16.1","0.6719","2.917e-9"
"NRXN3","-0.6808","3.431e-9"
"ZEB1","-0.6738","3.719e-9"
"RP11-133F8.2","-0.7205","3.862e-9"
"GABRA4","-0.6277","4.010e-9"
"DDRGK1","0.6609","4.503e-9"
"APOC1","-0.7131","4.534e-9"
"LINC00693","-0.6449","4.625e-9"
"MAST4","-0.5735","5.472e-9"
"NDRG1","0.7005","5.619e-9"
"VIM","0.6272","5.740e-9"
"PLAGL1","-0.7336","5.770e-9"
"RP11-679C8.2","-0.6868","5.811e-9"
"ZFHX4","-0.6315","6.667e-9"
"CAMK4","-0.7478","7.056e-9"
"CLDND1","0.6929","7.531e-9"
"MT1G","-0.7047","7.638e-9"
"MBD5","-0.5842","8.279e-9"
"SPDYE3","-0.7521","8.657e-9"
"RPS25","-0.6710","9.341e-9"
"EYA1","-0.7235","9.456e-9"
"RPL7","-0.7226","9.860e-9"
"DUSP1","0.6494","1.010e-8"
"SLC27A4","0.6479","1.071e-8"
"APBB1","0.6696","1.309e-8"
"RP13-143G15.4","-0.7386","1.420e-8"
"EGLN3","-0.6511","1.420e-8"
"CNTNAP1","0.5334","1.537e-8"
"SNED1","0.6491","1.556e-8"
"PARK2","-0.5584","1.772e-8"
"PI16","0.6160","1.834e-8"
"NOVA1","-0.6303","1.866e-8"
"RGR","0.6464","1.932e-8"
"F11-AS1","-0.7097","1.975e-8"
"ATN1","0.6711","2.123e-8"
"HSPB8","0.6272","2.226e-8"
"BAZ1B","0.6513","2.310e-8"
"PLXNB2","0.6720","2.365e-8"
"GRID1","-0.6646","2.532e-8"
"SOX2","-0.5949","2.551e-8"
"NFIC","0.6526","2.672e-8"
"FAM157C","0.5937","2.835e-8"
"GFPT2","0.6352","2.888e-8"
"EPB41L2","-0.6694","2.900e-8"
"TCF25","0.6186","2.957e-8"
"LIMK2","0.6326","3.128e-8"
"AHDC1","0.6579","3.692e-8"
"AP003025.2","-0.6584","4.603e-8"
"BNC2","0.6243","4.603e-8"
"PCDH7","-0.6145","4.603e-8"
"RNPC3","-0.6339","4.981e-8"
"DCHS2","-0.7044","5.205e-8"
"CHAC2","-0.5668","5.238e-8"
"PDZD4","0.6249","5.252e-8"
"ATP1B3","0.6241","6.798e-8"
"RP11-563J2.2","0.6298","6.909e-8"
"RP11-248J23.7","-0.7110","7.451e-8"
"BIN1","0.6524","7.604e-8"
"AC016723.4","-0.6999","7.656e-8"
"SLC38A9","0.6445","8.151e-8"
"RSRP1","-0.5998","8.357e-8"
"CD38","-0.6837","8.485e-8"
"FAM189A2","0.5224","9.010e-8"
"CCBE1","-0.6363","9.245e-8"
"COX20","-0.6990","9.459e-8"
"AC012593.1","-0.6558","9.734e-8"
"NRP2","-0.6696","1.006e-7"
"RAPH1","-0.6674","1.029e-7"
"TANC1","0.6206","1.082e-7"
"LINC00903","-0.6541","1.086e-7"
"DYNC1LI2","0.6436","1.113e-7"
"PTP4A3","0.5055","1.450e-7"
"PLOD1","0.5399","1.546e-7"
"PRKCA-AS1","-0.6714","1.706e-7"
"ATP8A1","-0.6167","1.864e-7"
"SOBP","-0.6203","1.866e-7"
"LINC00499","-0.5466","1.962e-7"
"TOMM40","0.5575","1.974e-7"
"SDS","-0.6292","2.016e-7"
"MAP3K14","0.6025","2.016e-7"
"PTH1R","0.5855","2.026e-7"
"PLP1","0.5294","2.210e-7"
"LDHB","-0.6416","2.270e-7"
"GRAMD1B","-0.6667","2.289e-7"
"STXBP5","-0.5517","2.481e-7"
"LRSAM1","0.6223","2.490e-7"
"C11orf80","0.5688","2.594e-7"
"PHLDB1","0.6035","2.618e-7"
"LAMA5","0.5922","2.696e-7"
"TPRN","0.5774","2.872e-7"
"TUBA1A","0.5613","2.981e-7"
"OAT","-0.6694","3.041e-7"
"BCL2","-0.5454","3.123e-7"
"RP11-131L23.1","-0.6255","3.153e-7"
"ARID5B","0.6045","3.385e-7"
"KLF6","0.5901","3.385e-7"
"MARS","0.6028","3.506e-7"
"ACSS1","-0.5563","3.623e-7"
"KCNIP4","-0.6384","3.854e-7"
"TCAP","0.5184","4.146e-7"
"ARHGAP6","0.5309","4.415e-7"
"PABPC1","0.5966","4.639e-7"
"PPP1R9A","-0.5285","4.722e-7"
"PKD1","0.6047","4.777e-7"
"S100A1","-0.6367","4.841e-7"
"SESN3","-0.6449","4.866e-7"
"RAP2C-AS1","-0.6183","5.032e-7"
"VAV3","-0.6158","5.052e-7"
"TRIM47","0.6087","5.084e-7"
"RP11-43D2.2","-0.5624","5.337e-7"
"SPRED1","-0.6288","5.557e-7"
"EDIL3","0.6045","5.557e-7"
"MTCH1","0.5607","5.557e-7"
"TNS3","-0.6416","5.671e-7"
"LDLRAD4","-0.5801","5.713e-7"
"RP11-281A20.2","-0.6545","6.161e-7"
"PELI2","-0.6568","6.343e-7"
"APLP1","0.5955","6.741e-7"
"GATSL3","-0.6114","7.229e-7"
"MYRIP","0.5716","7.471e-7"
"ST6GALNAC6","0.5958","7.597e-7"
"CD163L1","0.5653","7.630e-7"
"COLEC12","0.5781","7.924e-7"
"COLGALT1","0.5634","8.333e-7"
"CLYBL","-0.6359","8.436e-7"
"TNFRSF1A","0.5888","8.707e-7"
"HYI","0.5565","8.835e-7"
"EZH1","0.5891","9.017e-7"
"ATP5EP2","0.5494","9.063e-7"
"PDIA4","0.5425","9.063e-7"
"RP11-452H21.1","-0.5910","9.096e-7"
"APCDD1","-0.6291","9.260e-7"
"ZNF589","0.5373","9.360e-7"
"ITPKC","0.5156","9.610e-7"
"LDAH","-0.6281","0.000001009"
"SIPA1L3","0.5818","0.000001031"
"PTOV1","0.5895","0.000001093"
"ANKFN1","-0.5893","0.000001093"
"SMAD1","0.5806","0.000001115"
"OSBPL6","-0.5710","0.000001126"
"ABCD2","-0.6066","0.000001154"
"GAK","0.5912","0.000001196"
"CTD-2537O9.1","-0.6337","0.000001272"
"ATP5I","0.6044","0.000001298"
"SEC61A1","0.5894","0.000001312"
"INPP5D","0.5368","0.000001313"
"UQCRB","-0.6019","0.000001323"
"MIR181A2HG","-0.5947","0.000001358"
"ENO2","0.5804","0.000001399"
"GPAM","-0.6295","0.000001452"
"CRB2","0.5859","0.000001519"
"DOCK9","0.5875","0.000001527"
"SAP30BP","0.5821","0.000001534"
"SLC38A2","0.5843","0.000001591"
"NKX6-2","0.5619","0.000001591"
"LINC00844","0.5330","0.000001598"
"ATG13","0.5455","0.000001608"
"SORT1","0.5776","0.000001631"
"ENSA","0.5667","0.000001633"
"MAMDC2-AS1","0.5314","0.000001649"
"ST6GALNAC5","-0.5879","0.000001672"
"MIR2052HG","-0.5898","0.000001807"
"ADCK3","0.5548","0.000001895"
"SEPW1","0.5325","0.000001970"
"RBM10","0.5719","0.000001971"
"MAPT","0.5232","0.000002005"
"C2CD2","0.5610","0.000002089"
"RP11-778J15.1","-0.5791","0.000002094"
"CNTNAP2","-0.5625","0.000002175"
"RILPL1","0.5652","0.000002190"
"SLC25A12","-0.6209","0.000002200"
"LMNA","0.5803","0.000002219"
"RP11-431M3.2","-0.5618","0.000002219"
"TMTC1","0.5558","0.000002503"
"GNAO1","-0.5284","0.000002628"
"SHISA5","0.5666","0.000002691"
"MIAT","-0.6103","0.000002715"
"INPP4B","-0.5295","0.000002724"
"SLC13A3","0.5610","0.000002741"
"RASD1","0.5584","0.000002787"
"TTN-AS1","-0.6047","0.000003044"
"NBPF14","0.5552","0.000003152"
"LINC00836","0.5388","0.000003194"
"RP11-197K3.1","-0.5913","0.000003355"
"IZUMO4","-0.5856","0.000003403"
"DOT1L","0.5143","0.000003434"
"IVNS1ABP","0.5375","0.000003455"
"PACS2","0.5723","0.000003560"
"LRRC49","-0.6006","0.000003933"
"ZNF521","-0.5710","0.000003987"
"MFGE8","-0.5898","0.000004108"
"CSPG5","-0.6094","0.000004346"
"MAMDC2","-0.6129","0.000004505"
"CLIP2","0.5580","0.000004505"
"MMD2","-0.5519","0.000004570"
"RPS4Y1","-0.5690","0.000004642"
"SERPINH1","0.5096","0.000004779"
"PRNP","0.5142","0.000004854"
"CCK","-0.5974","0.000004962"
"SPDYE16","-0.5643","0.000004975"
"LINC00623","0.5357","0.000005105"
"ZNF518A","-0.5130","0.000005281"
"RTKN","0.5048","0.000005281"
"GNG12-AS1","-0.5932","0.000005347"
"TEAD1","-0.5159","0.000005433"
"MIB1","0.5373","0.000005873"
"ZMIZ2","0.5442","0.000006145"
"PRRC2B","0.5544","0.000006213"
"EMP3","0.5138","0.000006336"
"ST6GAL1","0.5490","0.000006414"
"GSTM3","-0.5913","0.000006442"
"AP3D1","0.5436","0.000006465"
"UNC5D","-0.5986","0.000006547"
"RAB34","-0.5923","0.000006547"
"C1orf54","-0.5641","0.000006956"
"FAM49A","-0.5864","0.000007344"
"TFEB","0.5338","0.000007372"
"IQCA1","-0.5037","0.000007493"
"HMGN2","-0.5887","0.000007671"
"CLIC4","0.5374","0.000007854"
"SNX19","0.5322","0.000007918"
"CYP7B1","-0.5962","0.000008123"
"PTCHD1","0.5236","0.000008156"
"FAM196A","-0.5625","0.000008478"
"SHISA6","-0.5820","0.000008599"
"SMC5","0.5372","0.000008811"
"SMOC1","0.5315","0.000008811"
"RP11-69E11.4","0.5226","0.000008811"
"RNF150","0.5520","0.000009052"
"CDH10","-0.5261","0.000009052"
"STAT3","0.5326","0.000009081"
"TSPAN7","-0.5890","0.000009416"
"MOBP","0.5590","0.000009416"
"DAP3","0.5534","0.000009416"
"UFL1-AS1","-0.5891","0.000009464"
"PCNXL2","-0.5857","0.000009628"
"SOD2","0.5275","0.000009665"
"USP9Y","-0.5765","0.000009687"
"NOP56","0.5097","0.000009901"
"TPPP","0.5060","0.000009901"
"RP11-142A5.1","-0.5737","0.000009962"
"GRIA1","-0.5693","0.00001004"
"LINC00982","-0.5892","0.00001033"
"SPG7","0.5330","0.00001052"
"DIAPH3","-0.5322","0.00001079"
"NEGR1","-0.5436","0.00001202"
"MEGF10","-0.5174","0.00001240"
"PDGFRB","-0.5325","0.00001241"
"XRRA1","-0.5734","0.00001273"
"NR3C2","-0.5214","0.00001273"
"SLC6A1","-0.5239","0.00001313"
"CDR2","0.5196","0.00001320"
"TRNAU1AP","0.5129","0.00001332"
"ACTN4","0.5274","0.00001333"
"SLC1A4","-0.5697","0.00001363"
"RP1-84O15.2","-0.5597","0.00001432"
"UNC80","-0.5749","0.00001458"
"FAM181B","0.5272","0.00001482"
"RIMS1","0.5380","0.00001510"
"A2ML1-AS1","-0.5284","0.00001510"
"RPS6","-0.5583","0.00001523"
"EEF2K","0.5307","0.00001532"
"KCNMB2-AS1","-0.5603","0.00001545"
"ATF4","0.5514","0.00001584"
"MT-ND5","0.5481","0.00001638"
"ROBO3","-0.5547","0.00001641"
"CLDN11","0.5304","0.00001645"
"SELENBP1","-0.5560","0.00001713"
"BDNF-AS","-0.5414","0.00001829"
"CTC-444N24.11","0.5148","0.00001868"
"SMURF2","-0.5509","0.00001919"
"CH507-513H4.1","0.5523","0.00001938"
"SDK1","-0.5660","0.00001952"
"DNAJA1","0.5212","0.00002014"
"OTUD7B","0.5111","0.00002017"
"SPOCK1","0.5032","0.00002037"
"UGP2","-0.5300","0.00002069"
"SEMA4A","-0.5100","0.00002179"
"CABIN1","0.5261","0.00002199"
"SMPD4","0.5173","0.00002258"
"STXBP5L","-0.5773","0.00002302"
"SYT9","-0.5516","0.00002350"
"SUCLG2-AS1","-0.5291","0.00002471"
"AIG1","-0.5299","0.00002510"
"ABCA3","0.5196","0.00002599"
"BZRAP1","-0.5614","0.00002656"
"CSMD1","-0.5311","0.00002701"
"NFASC","0.5017","0.00002701"
"CHDH","0.5144","0.00002775"
"CDK18","0.5142","0.00002775"
"NONO","0.5057","0.00002818"
"RTN1","0.5014","0.00002911"
"C1orf198","0.5176","0.00003106"
"CPSF3L","0.5297","0.00003199"
"PDE3A","-0.5371","0.00003201"
"CCSER1","-0.5477","0.00003525"
"LINC01266","-0.5486","0.00003716"
"LMNTD1","0.5075","0.00003716"
"BIRC6-AS2","-0.5422","0.00003729"
"RP11-390P2.4","-0.5429","0.00003734"
"DCXR","-0.5223","0.00003734"
"AC144449.1","-0.5065","0.00003895"
"PDK3","0.5028","0.00003942"
"SERGEF","0.5016","0.00004059"
"CTD-2341M24.1","-0.5385","0.00004419"
"SPTBN4","0.5191","0.00004588"
"MFSD11","0.5003","0.00004602"
"Z83001.1","-0.5326","0.00005005"
"CLCN7","0.5063","0.00005272"
"FGFR1","0.5052","0.00005294"
