"geneName","LFC","FDR"
"CRYAB","1.326","0.01909"
"FOXP2","-1.172","0.01910"
"HCN1","-1.424","0.02147"
"NLGN4Y","-1.397","0.02147"
"NR6A1","-1.388","0.02147"
"KIAA0825","-1.383","0.02147"
"SUCLG2-AS1","-1.346","0.02147"
"RP1-78O14.1","-1.333","0.02147"
"SMCHD1","1.306","0.02147"
"MIR4435-2HG","1.300","0.02194"
"GPCPD1","1.436","0.02607"
"MSN","1.431","0.02607"
"PAPOLA","1.419","0.02607"
"NDUFS6","1.385","0.02607"
"RNASE1","1.384","0.02607"
"NKD1","-1.370","0.02735"
"PTMS","1.340","0.02735"
"LRRTM3","-1.338","0.02735"
"ANGPT1","-1.225","0.02735"
"PTPDC1","-1.202","0.02735"
"ATXN7","-1.196","0.02735"
"TMOD1","-1.195","0.02735"
"RALGPS2","-1.192","0.02735"
"ZNF420","-1.189","0.02735"
"LINC00271","-1.181","0.02735"
"MTMR3","-1.174","0.02735"
"TENM4","-1.171","0.02735"
"MLIP","-1.171","0.02735"
"FAT3","-1.169","0.02735"
"PRMT9","-1.166","0.02735"
"RNF219-AS1","-1.159","0.02735"
"AGMO","-1.144","0.02735"
"MAMLD1","-1.138","0.02735"
"TMEM64","-1.137","0.02735"
"PRPSAP1","-1.136","0.02735"
"SLC7A2","-1.118","0.02735"
"ZSCAN31","-1.028","0.02735"
"MT-ND3","1.423","0.02757"
"NOTCH1","1.282","0.02757"
"RNF144B","1.279","0.02757"
"PDXK","1.277","0.02757"
"RUNDC3B","1.250","0.02757"
"AC007319.1","1.231","0.02757"
"SRI","1.230","0.02757"
"EFCAB10","1.221","0.02757"
"PLEKHB2","1.208","0.02757"
"TESC","1.207","0.02757"
"AGT","1.159","0.02757"
"CALD1","1.317","0.02907"
"KCNT2","-1.255","0.03231"
"CELF2","-1.254","0.03314"
"UTRN","1.225","0.03836"
"TECR","1.290","0.03868"
"ABCA10","-1.346","0.03870"
"ZHX3","-1.332","0.03870"
"DUSP16","-1.316","0.03870"
"FAM179B","-1.271","0.03870"
"SNX24","-1.255","0.03870"
"SLC16A12","-1.244","0.03870"
"PCDH9","-1.398","0.03978"
"SH3BGRL3","1.333","0.03978"
"ITM2A","1.308","0.03978"
"MT1E","1.305","0.03978"
"DBI","1.296","0.03978"
"PIAS1","-1.158","0.03978"
"MKL2","1.315","0.03989"
"TIMP1","1.172","0.03989"
"HLA-B","1.333","0.04091"
"PCGF5","-1.246","0.04154"
"CPQ","-1.175","0.04154"
"TCEB2","1.323","0.04178"
"VAMP5","1.288","0.04178"
"TPI1","1.287","0.04178"
"NR2F1","-1.194","0.04178"
"ANKRD28","-1.260","0.04182"
"AFF3","1.249","0.04194"
"PDZRN3","-1.255","0.04235"
"RPS19","1.197","0.04301"
"NNAT","-1.295","0.04514"
"EDA","-1.284","0.04514"
"COL5A3","1.265","0.04514"
"TTC19","-1.258","0.04514"
"DDR2","-1.249","0.04514"
"SAMD4A","-1.244","0.04514"
"R3HDM1","-1.239","0.04514"
"YTHDF3","1.214","0.04645"
"HEG1","1.167","0.04645"
"RASGRP3","1.161","0.04645"
"C19orf70","1.155","0.04645"
"CMTM8","1.145","0.04645"
"TPST2","1.143","0.04645"
"TIMM17B","1.131","0.04645"
"HSPA1B","1.126","0.04645"
"EXOC5","1.122","0.04645"
"VPS29","1.119","0.04645"
"SMTN","1.116","0.04645"
"HLA-C","1.165","0.04657"
"ADAMTS9-AS2","-1.189","0.04661"
"ABCA9","-1.190","0.04834"
"TCF4","1.342","0.04975"
