"geneName","LFC","FDR"
"PCSK6","-0.5160","0.0008787"
"ELP2","-0.5330","0.0009009"
"INVS","-0.5903","0.0009750"
"PPP1R21","-0.5227","0.0009818"
"ZFR","-0.5480","0.0009906"
"ZNF565","-0.6057","0.001015"
"ATP10B","-0.5314","0.001018"
"LINC01170","-0.5645","0.001034"
"SSH2","-0.5094","0.001088"
"FAM124A","-0.5218","0.001220"
"MAPRE2","-0.5226","0.001366"
"IKZF2","-0.5325","0.001388"
"NSMCE2","-0.5176","0.001392"
"CDK13","-0.5193","0.001394"
"ENOX2","-0.5569","0.001468"
"MPP5","-0.5216","0.001509"
"KCTD8","-0.5101","0.001551"
"NIPAL3","-0.5102","0.001595"
"MEGF10","-0.5183","0.001600"
"LARP6","-0.5225","0.001660"
"ZC3H13","-0.5022","0.001700"
"IQGAP1","-0.5145","0.001801"
"TNRC6C","-0.5020","0.001882"
"BTBD3","-0.5086","0.001910"
"GRID1","-0.5085","0.002294"
"XPO5","-0.5102","0.002769"
"ZNF365","-0.5004","0.003898"
"STEAP1B","-0.5068","0.004173"
