"geneName","LFC","FDR"
"RPS4Y1","-0.5451","0.01504"
"KAT2A","0.5700","0.01511"
"RANBP2","0.5804","0.01527"
"AUTS2","-0.5646","0.01592"
"HP1BP3","0.5968","0.01622"
"SNX22","0.5704","0.01645"
"MAPT-AS1","0.5077","0.01645"
"OTUD5","0.5419","0.01820"
"ANGEL1","-0.6440","0.01867"
"RPL28","0.5738","0.01881"
"LRFN5","-0.5657","0.01894"
"TRPC3","0.5495","0.01902"
"CTD-2054N24.2","-0.6226","0.01917"
"LINC01572","-0.6212","0.01935"
"C1QL2","0.5796","0.01964"
"MMP17","0.5780","0.01964"
"MAGI1","-0.5281","0.01964"
"COL9A1","-0.5508","0.01971"
"RP11-231C18.1","-0.6271","0.01985"
"RP11-123O10.4","-0.6348","0.01989"
"ZFYVE16","-0.6236","0.02006"
"ORMDL1","-0.6525","0.02006"
"LRP4-AS1","-0.6512","0.02006"
"ABR","0.5965","0.02006"
"CARS","0.5326","0.02006"
"PDE8B","0.5311","0.02013"
"EFCAB2","0.5693","0.02031"
"HCFC2","0.5481","0.02038"
"NGFRAP1","-0.6221","0.02059"
"MCF2L","0.5699","0.02103"
"SLC6A8","0.5560","0.02117"
"CALCOCO1","0.5473","0.02117"
"KCTD16","-0.5435","0.02158"
"ARHGAP32","0.5162","0.02158"
"CBWD5","0.5715","0.02159"
"NUP107","0.5588","0.02159"
"ARHGAP42","-0.5732","0.02165"
"KSR1","-0.5098","0.02263"
"ATP10B","-0.5037","0.02325"
"CRIM1","0.5609","0.02384"
"PLXNB2","0.5209","0.02414"
"ITM2C","-0.5411","0.02470"
"ATP2C2","-0.6270","0.02486"
"MOB3B","-0.6229","0.02493"
"HMGN3","-0.6123","0.02546"
"CAMK4","-0.6073","0.02546"
"SUMF1","-0.5714","0.02562"
"TLE1","0.5799","0.02574"
"DDX46","0.5462","0.02574"
"SOX4","-0.6360","0.02658"
"RP13-143G15.4","-0.6286","0.02667"
"AGFG1","-0.6218","0.02667"
"ARHGEF28","-0.5761","0.02667"
"ACYP2","-0.6113","0.02677"
"EEF1D","0.5609","0.02677"
"WHSC1L1","0.5176","0.02677"
"SF3B1","0.5609","0.02692"
"ZNF131","0.5585","0.02776"
"GDI1","0.5623","0.02797"
"SNX13","0.5496","0.02797"
"RRBP1","0.5305","0.02823"
"ATP8A2","-0.6148","0.02884"
"DCLK2","-0.5545","0.02884"
"TMTC4","0.5139","0.02884"
"HDAC6","0.5039","0.02884"
"ARFGAP1","0.5628","0.02886"
"SEMA6A-AS1","-0.6057","0.02888"
"RAPGEF4","-0.5024","0.02916"
"JAZF1","-0.5523","0.02920"
"SLC22A3","-0.6154","0.03032"
"YTHDC1","0.5642","0.03037"
"SLC27A1","0.5565","0.03037"
"CRB1","-0.5464","0.03048"
"FAT3","-0.6117","0.03061"
"PIGN","-0.5658","0.03070"
"CERS4","0.5539","0.03219"
"TAF1D","0.5566","0.03229"
"SAMD4B","0.5552","0.03302"
"SEC61A1","0.5522","0.03302"
"CAMK2N1","0.5303","0.03317"
"SPRED1","-0.5294","0.03365"
"RP11-473C19.1","-0.5527","0.03432"
"AC074117.10","0.5184","0.03460"
"ZNF428","-0.6035","0.03475"
"FOXO1","0.5458","0.03516"
"ZNF83","0.5146","0.03592"
"USP22","0.5396","0.03630"
"LGI3","0.5263","0.03630"
"ZNF24","0.5096","0.03630"
"RAB9B","-0.5569","0.03661"
"CLSTN2","-0.5687","0.03718"
"CHORDC1","0.5290","0.03734"
"AC159540.1","0.5188","0.03734"
"CACNG2","0.5394","0.03803"
"FLOT2","0.5265","0.03803"
"BRD4","0.5376","0.03817"
"PHGDH","0.5257","0.03817"
"CHDH","0.5195","0.03817"
"RP11-460M2.1","0.5412","0.03861"
"MUT","0.5012","0.03861"
"CPNE8","-0.5597","0.03971"
"SYT16","-0.5763","0.03988"
"ACTG1","-0.5176","0.03988"
"PTPN13","0.5395","0.04056"
"AC009495.4","-0.5361","0.04063"
"PLCG1","0.5124","0.04084"
"ZNF692","0.5228","0.04388"
"INPP4B","-0.5647","0.04402"
"METTL15","-0.5774","0.04467"
"ATP5B","0.5396","0.04467"
"C11orf58","-0.5784","0.04468"
"AHCTF1","0.5270","0.04556"
"PPP1R12B","-0.5829","0.04578"
"RP11-337C18.8","-0.5063","0.04591"
"NT5C","-0.5008","0.04591"
"ITM2B","-0.5004","0.04647"
"AATK","0.5352","0.04727"
"ZNF521","-0.5647","0.04767"
"TMEM147","-0.5270","0.04767"
"PHF20","-0.5183","0.04767"
"ING5","0.5067","0.04767"
"SELO","0.5189","0.04822"
"SPCS2","-0.5623","0.04885"
"DENND4B","0.5079","0.04885"
"TEK","-0.5734","0.04907"
"CAMK1D","-0.5694","0.04913"
"TCF7L2","-0.5119","0.04913"
"MAP1LC3B","0.5078","0.04913"
"STAT2","0.5010","0.04913"
"SET","-0.5549","0.04916"
"MYRF","0.5291","0.04916"
"ZNF529","0.5088","0.04916"
"AC007682.1","-0.5408","0.04918"
"GNA12","0.5317","0.04918"
