Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000110436,SLC1A2,1123,0.10705,729,-0.5736,580,-1.2659,911,-0.2297,1961,1.37832
ENSG00000149090,PAMR1,8,-0.7458,16,0.27556,11,-0.3559,14,0.06119,18,0.68864
ENSG00000179431,FJX1,25,-0.0058,30,0.31837,28,0.32757,15,-0.6976,20,-0.3586
ENSG00000166326,TRIM44,153,0.47904,89,-0.4300,113,-0.0833,111,-0.0801,111,-0.1024
ENSG00000110442,COMMD9,56,0.13573,49,-0.1079,63,0.50721,31,-0.7711,39,-0.5285
ENSG00000166352,C11orf74,17,-0.4742,16,-0.4775,26,0.40300,28,0.38559,20,-0.2327
ENSG00000148948,LRRC4C,47,0.09537,22,-1.0723,63,0.98328,19,-1.2618,29,-0.8013
ENSG00000166181,API5,85,0.32959,70,-0.0001,85,0.49325,71,0.02151,36,-1.1576
ENSG00000052841,TTC17,16,0.22412,9,-0.7510,16,0.28191,19,0.46083,10,-0.5698
ENSG00000149084,HSD17B12,108,0.59917,56,-0.4840,55,-0.7542,91,0.26779,96,0.43265
ENSG00000166199,ALKBH3,6,-0.8570,12,0.25430,13,0.71110,3,-1.5210,10,-0.1338
ENSG00000187479,C11orf96,37,-2.6249,528,1.64758,117,-1.1292,1006,3.00784,62,-1.9706
ENSG00000151348,EXT2,28,0.37433,30,0.42872,26,0.35146,10,-1.2678,16,-0.6831
ENSG00000085117,CD82,20,0.63469,2,-2.4440,6,-1.4885,44,1.96676,16,0.23332
ENSG00000175274,TP53I11,48,-1.0586,133,0.59838,130,1.01131,57,-0.7205,54,-0.9289
ENSG00000019505,SYT13,184,0.12733,123,-0.5172,246,1.05634,60,-1.5993,92,-1.1047
ENSG00000175264,CHST1,140,-0.5180,235,0.33544,265,0.94989,106,-0.8933,112,-0.9392
ENSG00000205106,LINC02716,8,-1.2135,18,0.11878,18,0.23066,16,-0.0196,19,0.31063
ENSG00000121671,CRY2,88,0.50310,60,-0.1681,73,0.24436,49,-0.4857,49,-0.5542
ENSG00000121653,MAPK8IP1,154,-0.0475,164,0.05548,168,0.14725,132,-0.2858,152,-0.0742
ENSG00000121680,PEX16,32,-0.3328,45,0.19090,51,0.71302,18,-1.2021,30,-0.4922
ENSG00000135365,PHF21A,17,0.24200,23,0.72783,10,-0.7164,27,0.97841,13,-0.2163
ENSG00000149091,DGKZ,266,0.51725,208,0.06696,202,0.03229,129,-0.6673,171,-0.2898
ENSG00000110492,MDK,12,0.13370,9,-0.2978,5,-1.4281,40,2.11392,12,0.06889
ENSG00000110497,AMBRA1,11,-0.7329,16,-0.1143,24,1.07101,4,-2.1454,13,-0.4617
ENSG00000175224,ATG13,71,0.36013,65,0.19065,61,0.13852,59,0.01695,41,-0.6290
ENSG00000175220,ARHGAP1,45,-0.0129,46,0.00882,52,0.31326,65,0.54696,30,-0.7719
ENSG00000175216,CKAP5,85,0.24008,92,0.35280,84,0.33190,76,0.03770,43,-0.9617
ENSG00000134569,LRP4,38,0.75562,15,-0.7435,12,-1.4978,22,-0.2015,42,1.12488
ENSG00000149179,C11orf49,77,-0.0342,55,-0.5582,101,0.69024,33,-1.3155,65,-0.3458
ENSG00000149182,ARFGAP2,103,0.38973,67,-0.3337,88,0.14341,84,0.01804,66,-0.4169
ENSG00000134575,ACP2,44,0.42043,27,-0.3615,41,0.47834,28,-0.3240,21,-0.8475
ENSG00000110514,MADD,135,0.40012,106,-0.0250,131,0.53296,48,-1.2306,70,-0.7686
ENSG00000066336,SPI1,11,0.15003,13,0.37305,3,-2.1477,28,1.63183,15,0.71986
ENSG00000165915,SLC39A13,16,0.16081,16,0.11602,16,0.21135,8,-0.8433,13,-0.1851
ENSG00000165916,PSMC3,159,0.00995,141,-0.1781,157,-0.0105,160,0.01845,163,0.06684
ENSG00000149187,CELF1,135,0.36687,170,0.70899,123,0.29441,63,-0.8496,66,-0.9105
ENSG00000213619,NDUFS3,102,-0.2892,134,0.15416,142,0.40785,69,-0.8610,113,-0.1318
ENSG00000110536,PTPMT1,54,0.33033,54,0.28045,39,-0.3533,50,0.17126,45,-0.0142
ENSG00000123444,KBTBD4,19,-0.0490,14,-0.4871,25,0.59336,7,-1.4309,18,-0.1928
ENSG00000172247,C1QTNF4,280,-0.0934,461,0.71572,350,0.44843,136,-1.1851,213,-0.6007
ENSG00000109919,MTCH2,66,-0.2077,51,-0.5885,100,0.81716,37,-1.0599,59,-0.4480
ENSG00000109920,FNBP4,29,0.73548,22,0.18652,16,-0.3566,21,0.11079,16,-0.3355
ENSG00000149177,PTPRJ,41,0.56061,31,0.03555,33,0.22839,12,-1.3344,23,-0.4458
ENSG00000149115,TNKS1BP1,14,-0.1698,12,-0.3053,17,0.22730,34,1.28513,8,-0.9893
ENSG00000149136,SSRP1,52,0.07064,58,0.23734,61,0.50091,51,0.01490,28,-1.0004
ENSG00000186907,RTN4RL2,57,-0.2451,84,0.39912,96,1.11912,19,-1.8208,30,-1.3533
ENSG00000134809,TIMM10,82,-0.6227,80,-0.6142,141,0.45245,95,-0.3475,128,0.13548
ENSG00000156587,UBE2L6,47,0.05548,30,-0.6266,38,-0.4049,89,1.09833,47,0.06815
ENSG00000149131,SERPING1,33,0.30398,16,-0.8638,8,-2.3256,150,3.10988,21,-0.5073
ENSG00000166793,YPEL4,40,0.25316,33,-0.0926,45,0.69355,17,-1.0598,21,-0.9043
ENSG00000156599,ZDHHC5,27,0.90776,18,0.19686,14,-0.3704,21,0.39991,11,-0.7047
ENSG00000156603,MED19,72,0.63301,27,-0.9444,55,0.24146,27,-0.9151,43,-0.2890
ENSG00000213593,TMX2,89,0.33238,61,-0.2936,74,0.01494,67,-0.1469,69,-0.1199
ENSG00000211450,SELENOH,237,-0.3391,282,-0.0425,363,0.61726,221,-0.4188,227,-0.4525
ENSG00000198561,CTNND1,22,-0.4547,17,-0.8636,32,0.16630,50,0.84910,28,-0.0824
ENSG00000186660,ZFP91,64,0.37573,35,-0.5734,51,-0.0130,52,0.02647,49,-0.1004
ENSG00000110042,DTX4,32,0.80484,10,-1.0668,19,-0.1895,20,-0.0213,19,-0.1408
ENSG00000110048,OSBP,40,0.17569,22,-0.7754,43,0.46891,34,-0.0694,27,-0.5217
ENSG00000166900,STX3,16,0.18543,11,-0.4172,18,0.52762,12,-0.2777,10,-0.6630
ENSG00000166902,MRPL16,38,0.32383,21,-0.6697,33,0.06464,33,0.06794,30,-0.1490
ENSG00000110104,CCDC86,7,-0.6862,16,0.66654,14,0.76198,8,-0.4962,6,-0.8614
ENSG00000110107,PRPF19,140,0.52739,93,-0.1847,131,0.62885,74,-0.5207,49,-1.3203
ENSG00000110108,TMEM109,19,-0.3778,31,0.37920,22,-0.2576,74,1.88560,13,-1.0895
ENSG00000006118,TMEM132A,112,-0.6037,191,0.27959,210,0.75376,105,-0.6589,118,-0.5686
ENSG00000167987,VPS37C,19,0.33306,14,-0.1366,16,0.01134,21,0.43699,12,-0.4677
ENSG00000167986,DDB1,145,0.43258,80,-0.5381,130,0.34635,107,-0.0997,79,-0.6580
ENSG00000149476,TKFC,44,1.03995,9,-1.4992,24,-0.1325,20,-0.3542,22,-0.2703
ENSG00000162144,CYB561A3,9,-0.2461,18,0.73403,10,-0.2603,16,0.53789,10,-0.1243
ENSG00000149532,CPSF7,43,0.10478,61,0.66202,41,0.03230,43,0.10078,30,-0.5419
ENSG00000167985,SDHAF2,42,0.29952,35,-0.0426,37,0.08464,38,0.10857,28,-0.4050
ENSG00000011347,SYT7,276,0.68229,211,0.16768,227,0.48299,72,-1.4700,101,-1.1192
ENSG00000134780,DAGLA,33,0.07142,50,0.74815,42,0.76901,7,-2.2309,16,-1.2106
ENSG00000124920,MYRF,30,0.86767,0,-6.5982,7,-1.9190,51,1.70880,25,0.65196
ENSG00000134825,TMEM258,127,-0.1246,132,-0.0513,146,0.16069,167,0.31650,119,-0.2521
ENSG00000168496,FEN1,15,-0.0928,15,-0.1129,22,0.80375,7,-1.3235,11,-0.6566
ENSG00000134824,FADS2,94,0.32337,48,-0.7327,57,-0.7175,112,0.57890,102,0.53430
ENSG00000149485,FADS1,64,0.72868,18,-1.2767,27,-0.9835,96,1.32408,45,0.10669
ENSG00000221968,FADS3,37,-0.0506,34,-0.1609,51,0.85710,22,-0.7910,22,-0.9290
ENSG00000167995,BEST1,12,0.45128,3,-1.6998,6,-0.7566,22,1.38147,10,0.14569
ENSG00000167996,FTH1,2338,-0.6623,3632,0.07061,2872,-0.4424,5140,0.62997,4623,0.58140
ENSG00000162174,ASRGL1,55,-0.1166,72,0.30208,47,-0.5390,61,0.04594,78,0.55083
ENSG00000124942,AHNAK,51,0.22778,17,-1.4488,14,-2.1739,148,2.03774,67,0.81429
ENSG00000254772,EEF1G,274,0.11382,259,0.01242,187,-0.7185,501,1.09293,281,0.17179
ENSG00000149489,ROM1,8,-0.0929,3,-1.4691,5,-1.0642,10,0.22400,16,1.35184
ENSG00000149541,B3GAT3,62,0.29541,36,-0.6007,63,0.45700,44,-0.2696,38,-0.5912
ENSG00000089597,GANAB,56,0.30981,54,0.23918,52,0.25331,65,0.52211,24,-1.1691
ENSG00000185085,INTS5,18,0.55144,11,-0.1830,14,0.15678,10,-0.4157,10,-0.4874
ENSG00000214756,CSKMT,24,-0.6926,49,0.45690,26,-0.7696,76,1.16771,47,0.45803
ENSG00000204922,UQCC3,38,-0.0402,30,-0.4001,46,0.45249,14,-1.5596,39,-0.0114
ENSG00000162191,UBXN1,51,-0.4185,61,-0.1078,68,0.06516,82,0.34122,69,0.08408
ENSG00000168000,BSCL2,340,-0.3058,457,0.18542,564,0.93722,219,-0.9507,235,-0.9810
ENSG00000162188,GNG3,401,-0.4647,484,-0.1359,718,0.87201,296,-0.8877,387,-0.5678
ENSG00000214753,HNRNPUL2,122,0.45984,79,-0.2787,93,-0.0302,81,-0.2221,87,-0.1527
ENSG00000162222,TTC9C,24,0.01565,17,-0.5369,34,1.00927,15,-0.7211,12,-1.1473
ENSG00000168002,POLR2G,51,-0.0516,40,-0.4478,52,-0.0583,47,-0.1957,63,0.33049
ENSG00000162227,TAF6L,21,1.74280,1,-2.4156,6,-0.8444,3,-1.4936,9,0.12362
ENSG00000168569,TMEM223,16,-0.1569,9,-0.9232,22,0.67437,15,-0.2365,13,-0.4347
ENSG00000185475,TMEM179B,20,0.07405,26,0.44131,14,-0.6796,33,0.84716,21,0.12973
ENSG00000162231,NXF1,24,0.18120,21,-0.0362,27,0.56783,28,0.39371,9,-1.3912
ENSG00000162236,STX5,25,-0.0035,22,-0.2307,27,0.20066,40,0.73625,18,-0.6081
ENSG00000133316,WDR74,30,0.18685,26,-0.0499,27,-0.0040,37,0.50440,22,-0.3826
ENSG00000255717,SNHG1,13,0.46333,13,0.39374,6,-1.0327,14,0.51219,12,0.38722
ENSG00000168003,SLC3A2,97,-0.0250,71,-0.4962,81,-0.4420,164,0.82669,115,0.30535
ENSG00000168539,CHRM1,68,-0.3491,110,0.42576,123,1.11823,51,-0.7758,32,-1.6316
ENSG00000133321,PLAAT4,18,0.24864,4,-1.9303,6,-1.9209,71,2.67435,16,0.06693
ENSG00000176485,PLAAT3,81,0.18286,35,-1.1077,53,-0.7143,197,1.66509,72,-0.0199
ENSG00000184743,ATL3,15,0.17510,10,-0.4183,13,-0.1358,23,0.90240,11,-0.3016
ENSG00000133318,RTN3,1408,0.13238,866,-0.6342,1759,0.84118,763,-0.8269,808,-0.8641
ENSG00000188070,C11orf95,23,0.34805,19,0.00352,19,-0.0315,23,0.32440,15,-0.4150
ENSG00000168005,SPINDOC,19,0.78811,12,-0.0616,14,0.44903,4,-1.5245,7,-1.0478
ENSG00000072518,MARK2,36,-0.0199,46,0.35313,47,0.68407,30,-0.3196,19,-1.1710
ENSG00000176340,COX8A,453,-0.3448,596,0.11332,598,0.19024,464,-0.2805,568,0.04394
ENSG00000167770,OTUB1,181,-0.0240,165,-0.1659,244,0.79683,130,-0.5312,108,-0.9433
ENSG00000133315,MACROD1,11,-0.7368,18,0.15518,22,0.78573,12,-0.5148,12,-0.5139
ENSG00000168439,STIP1,76,0.02885,59,-0.3819,90,0.49116,81,0.12877,52,-0.6629
ENSG00000149743,TRPT1,25,0.41582,8,-1.3127,21,0.23982,20,0.06420,16,-0.3287
ENSG00000149761,NUDT22,28,0.53669,10,-1.1279,16,-0.5462,34,0.81479,22,0.14159
ENSG00000110011,DNAJC4,33,0.10514,29,-0.1122,34,0.24460,34,0.11525,25,-0.4388
ENSG00000173511,VEGFB,86,0.17478,51,-0.6494,51,-0.8937,121,0.71592,110,0.71361
ENSG00000173486,FKBP2,15,-0.3102,6,-1.5186,22,0.44538,17,-0.1378,19,0.08320
ENSG00000173457,PPP1R14B,30,0.01099,20,-0.6009,19,-0.9239,50,0.85469,43,0.76132
ENSG00000002330,BAD,86,-0.4457,93,-0.2992,136,0.50836,86,-0.4099,106,-0.1166
ENSG00000173264,GPR137,43,0.38448,37,0.11290,37,0.15335,18,-1.0175,30,-0.2597
ENSG00000182450,KCNK4,22,-0.1701,26,0.13454,32,0.79262,11,-1.0976,16,-0.7589
ENSG00000173153,ESRRA,20,0.55509,8,-0.8953,12,-0.3725,17,0.27217,16,0.16323
ENSG00000173113,TRMT112,168,0.26535,103,-0.5161,157,0.21840,145,0.01166,120,-0.3385
ENSG00000126432,PRDX5,428,-0.3005,407,-0.3540,580,0.33109,375,-0.4804,530,0.07174
ENSG00000162302,RPS6KA4,25,-0.4772,17,-1.0354,42,0.65933,17,-1.0288,34,0.06962
ENSG00000110076,NRXN2,328,0.72889,241,0.15085,213,-0.0750,133,-0.7696,179,-0.3733
ENSG00000068831,RASGRP2,17,0.51719,2,-2.4355,13,0.16103,25,1.15992,7,-0.9393
ENSG00000068976,PYGM,11,0.01989,16,0.49243,3,-2.2666,24,1.21450,19,1.08698
ENSG00000168066,SF1,96,0.01792,77,-0.3189,106,0.27481,126,0.44934,72,-0.5099
ENSG00000168067,MAP4K2,27,0.86643,9,-0.8962,14,-0.3993,17,-0.0049,17,0.01417
ENSG00000133895,MEN1,34,0.66760,22,-0.1168,25,0.14261,20,-0.2468,16,-0.7075
ENSG00000110047,EHD1,21,0.16763,13,-0.5824,14,-0.6111,50,1.61363,17,-0.2154
ENSG00000110046,ATG2A,22,1.02966,5,-1.2342,9,-0.6945,8,-0.7475,16,0.46614
ENSG00000068971,PPP2R5B,78,1.07841,29,-0.6219,39,-0.2780,39,-0.1630,35,-0.4017
ENSG00000213465,ARL2,121,-0.4060,270,0.91848,169,0.24219,127,-0.2889,120,-0.4604
ENSG00000110025,SNX15,38,0.69589,25,-0.0594,24,-0.1962,35,0.48690,18,-0.6219
ENSG00000168061,SAC3D1,10,-0.6687,29,1.00339,17,0.15876,10,-0.6121,15,-0.1232
ENSG00000162300,ZFPL1,18,-0.6670,23,-0.2327,35,0.72532,22,-0.3441,22,-0.3437
ENSG00000149823,VPS51,82,0.07085,72,-0.1267,89,0.34383,51,-0.6601,69,-0.2438
ENSG00000149809,TM7SF2,96,0.32006,52,-0.6470,100,0.61033,49,-0.7331,55,-0.6837
ENSG00000174276,ZNHIT2,9,-0.4288,13,0.15593,14,0.49775,11,-0.0844,9,-0.4370
ENSG00000149806,FAU,479,-0.8323,817,0.05083,746,-0.1417,1313,0.82003,891,0.23429
ENSG00000162298,SYVN1,29,0.77022,22,0.19717,19,0.03404,17,-0.1731,12,-0.8700
ENSG00000149792,MRPL49,21,-0.4510,28,0.00796,39,0.97337,12,-1.2932,19,-0.7119
ENSG00000014216,CAPN1,41,0.03117,41,0.03307,49,0.52550,24,-0.7637,30,-0.5310
ENSG00000133884,DPF2,20,0.14522,16,-0.2270,18,-0.1246,32,0.89047,15,-0.3548
ENSG00000126391,FRMD8,11,-0.2325,16,0.44292,9,-0.6195,44,2.20350,6,-1.1315
ENSG00000245532,NEAT1,70,-0.5241,77,-0.3512,28,-2.3621,510,3.11821,95,-0.0134
ENSG00000251562,MALAT1,3471,1.09529,865,-1.2291,606,-2.2470,3903,1.15458,2815,0.78097
ENSG00000142186,SCYL1,33,-0.7295,49,-0.0581,72,1.02216,31,-0.7673,34,-0.7086
ENSG00000168056,LTBP3,35,-0.1793,49,0.34892,36,-0.1795,65,0.82260,35,-0.2339
ENSG00000173465,ZNRD2,25,-0.4904,25,-0.4346,43,0.64590,37,0.16037,26,-0.4850
ENSG00000176973,FAM89B,40,-0.5148,51,-0.0840,66,0.52905,39,-0.4791,49,-0.1628
ENSG00000173442,EHBP1L1,21,-0.6426,34,0.16492,35,0.34830,33,0.11451,28,-0.1738
ENSG00000173327,MAP3K11,13,-0.4922,15,-0.2010,10,-1.1983,71,2.45787,16,-0.1439
ENSG00000197136,PCNX3,26,1.13662,16,0.23226,12,-0.4063,12,-0.2322,10,-0.6416
ENSG00000173039,RELA,19,0.00332,18,-0.1027,9,-1.4786,66,2.13966,20,0.11269
ENSG00000172977,KAT5,29,0.20979,21,-0.3095,28,0.16918,25,-0.0302,22,-0.2694
ENSG00000172922,RNASEH2C,21,-1.3090,63,0.45808,53,0.29040,50,0.08054,49,0.07849
ENSG00000172757,CFL1,942,-0.2015,883,-0.2848,1348,0.65767,978,-0.1263,745,-0.6449
ENSG00000172803,SNX32,14,-0.8013,28,0.35622,34,1.23452,10,-1.1936,11,-1.1881
ENSG00000172732,MUS81,20,0.43406,20,0.43215,15,-0.0456,16,0.11076,11,-0.6063
ENSG00000172638,EFEMP2,9,-0.7414,5,-1.3881,8,-1.0637,41,1.80900,20,0.77564
ENSG00000172500,FIBP,107,0.17724,59,-0.7554,117,0.51054,74,-0.4188,76,-0.4473
ENSG00000175602,CCDC85B,336,-0.4388,419,-0.0613,510,0.41153,282,-0.6722,436,0.00092
ENSG00000175573,C11orf68,80,0.42129,71,0.17817,70,0.27405,51,-0.3329,42,-0.7571
ENSG00000175550,DRAP1,122,-0.5028,128,-0.3965,186,0.31351,199,0.29470,159,-0.0689
ENSG00000175467,SART1,17,-0.4815,17,-0.4621,24,0.21789,27,0.30271,23,0.06242
ENSG00000175376,EIF1AD,12,-0.2014,18,0.48273,12,-0.1790,17,0.32208,13,0.00173
ENSG00000175334,BANF1,87,-0.3033,111,0.10554,117,0.30037,83,-0.3498,99,-0.1027
ENSG00000175229,GAL3ST3,22,0.66878,13,-0.2033,15,0.01025,6,-1.3250,14,-0.1406
ENSG00000087365,SF3B2,115,0.18649,97,-0.1012,116,0.30794,102,-0.0165,76,-0.5569
ENSG00000175115,PACS1,67,0.89031,41,0.01790,43,0.11660,22,-0.9633,27,-0.7619
ENSG00000174996,KLC2,83,-0.2286,127,0.46921,120,0.63746,51,-0.9372,65,-0.6947
ENSG00000174903,RAB1B,90,-0.1497,114,0.22226,112,0.33572,108,0.14041,73,-0.5427
ENSG00000174871,CNIH2,112,-0.7110,183,0.09688,212,0.56230,133,-0.3933,154,-0.2037
ENSG00000174851,YIF1A,33,-0.2381,43,0.22569,37,-0.0134,59,0.71024,32,-0.2829
ENSG00000179292,TMEM151A,68,0.02618,52,-0.3975,88,0.78083,69,0.06267,34,-1.1765
ENSG00000174791,RIN1,10,-0.7590,30,1.00234,24,1.16494,1,-3.6811,7,-1.3225
ENSG00000174744,BRMS1,12,-0.3617,11,-0.4385,19,0.73420,11,-0.4095,11,-0.4569
ENSG00000174684,B4GAT1,649,0.65157,395,-0.2107,537,0.45262,305,-0.6097,249,-1.0634
ENSG00000174576,NPAS4,17,-3.4709,823,3.00854,184,0.33259,22,-2.9755,48,-2.0433
ENSG00000174547,MRPL11,22,0.19024,12,-0.6984,20,0.03275,23,0.21146,19,-0.0486
ENSG00000174516,PELI3,29,-0.1488,23,-0.5115,46,1.06576,11,-1.5211,20,-0.8366
ENSG00000174483,BBS1,30,0.86478,14,-0.3902,16,-0.3668,16,-0.2063,18,-0.0885
ENSG00000174165,ZDHHC24,30,-0.0039,35,0.24921,32,0.13480,34,0.20183,24,-0.3971
ENSG00000174080,CTSF,119,-0.0146,123,0.03172,137,0.34151,91,-0.4291,102,-0.3145
ENSG00000173992,CCS,39,0.34572,29,-0.1404,34,0.10685,37,0.21957,24,-0.5007
ENSG00000239306,RBM14,37,0.49353,32,0.22266,22,-0.5753,41,0.58928,27,-0.0778
ENSG00000173933,RBM4,75,0.09406,97,0.50552,72,0.05570,70,-0.0064,57,-0.4087
ENSG00000173914,RBM4B,16,0.20322,6,-1.1729,16,0.36115,13,-0.1883,13,-0.2266
ENSG00000173898,SPTBN2,117,-0.2601,114,-0.2818,143,0.11127,114,-0.2777,154,0.23695
ENSG00000173599,PC,28,0.06241,29,0.08511,25,-0.2407,23,-0.2352,32,0.29906
ENSG00000173621,LRFN4,25,-0.1581,20,-0.4962,41,1.20437,13,-1.1005,13,-1.2261
ENSG00000173227,SYT12,68,1.88040,5,-2.3242,17,-0.9204,26,-0.0396,21,-0.3895
ENSG00000173120,KDM2A,37,0.69593,27,0.12237,23,-0.1607,33,0.41963,17,-0.7337
ENSG00000173020,GRK2,140,0.46224,96,-0.1867,111,0.05603,98,-0.1570,90,-0.3395
ENSG00000172932,ANKRD13D,42,0.21627,43,0.22479,44,0.42420,28,-0.4252,24,-0.7793
ENSG00000175482,POLD4,18,-0.7460,46,0.73947,29,0.03524,37,0.40898,27,-0.1471
ENSG00000172531,PPP1CA,65,-0.1051,60,-0.2165,80,0.36497,74,0.10820,56,-0.3946
ENSG00000172508,CARNS1,37,1.57209,2,-2.7406,4,-2.4823,53,1.98480,15,-0.1120
ENSG00000175634,RPS6KB2,12,0.45643,11,0.28044,9,-0.0739,13,0.48939,6,-0.7254
ENSG00000172725,CORO1B,12,0.07036,11,-0.0523,7,-1.0239,29,1.49394,13,0.23697
ENSG00000172663,TMEM134,16,-0.4524,18,-0.2215,23,0.29605,14,-0.6048,23,0.19734
ENSG00000110711,AIP,39,-0.2055,50,0.21141,49,0.30257,39,-0.1801,37,-0.2891
ENSG00000110697,PITPNM1,56,1.21668,16,-0.9004,16,-1.2753,30,0.07368,37,0.50458
ENSG00000167797,CDK2AP2,38,0.20441,20,-0.7830,32,-0.1114,52,0.68633,32,-0.1027
ENSG00000084207,GSTP1,210,0.08392,183,-0.1382,176,-0.3047,282,0.55080,212,0.11229
ENSG00000167792,NDUFV1,225,0.25857,206,0.08641,206,0.14399,175,-0.1649,158,-0.3899
ENSG00000110717,NDUFS8,146,-0.5053,198,0.00792,227,0.37189,202,0.04519,178,-0.1856
ENSG00000110721,CHKA,20,0.14973,18,-0.0239,19,0.02329,16,-0.1974,18,-0.0599
ENSG00000110066,KMT5B,29,0.63206,24,0.26943,16,-0.5567,35,0.87426,16,-0.4613
ENSG00000171067,C11orf24,12,0.31503,5,-0.9584,10,-0.0176,21,1.17494,7,-0.6814
ENSG00000110075,PPP6R3,22,-0.0292,14,-0.6882,26,0.37770,21,-0.0956,20,-0.2161
ENSG00000110090,CPT1A,16,0.20241,7,-0.9905,9,-1.0085,38,1.58931,17,0.30971
ENSG00000197345,MRPL21,56,-0.6486,70,-0.2465,103,0.60723,55,-0.6219,78,-0.0874
ENSG00000132740,IGHMBP2,11,-0.2932,17,0.39835,17,0.71811,14,0.09691,6,-1.2376
ENSG00000110092,CCND1,16,0.15650,12,-0.2995,6,-1.7293,64,2.58159,13,-0.2470
ENSG00000131626,PPFIA1,28,0.49268,23,0.13300,15,-0.6993,38,0.92913,20,-0.1044
ENSG00000085733,CTTN,59,0.03957,59,0.04539,64,0.26639,76,0.43559,39,-0.6811
ENSG00000162105,SHANK2,31,-0.4904,58,0.52090,52,0.60591,13,-1.6774,35,-0.3135
ENSG00000172893,DHCR7,45,0.43432,22,-0.7242,43,0.49014,35,-0.0049,21,-0.9040
ENSG00000254682,AP002387.2,15,0.49355,11,0.00038,11,0.04831,10,-0.0694,8,-0.4848
ENSG00000137522,RNF121,23,0.32554,24,0.36135,22,0.31499,8,-1.3715,15,-0.5014
ENSG00000137497,NUMA1,72,0.78832,51,0.13152,43,-0.1815,50,0.10024,33,-0.6275
ENSG00000184154,LRTOMT,10,-0.2877,18,0.60958,9,-0.5692,12,0.08044,16,0.52887
ENSG00000149357,LAMTOR1,142,0.02281,119,-0.2529,155,0.26990,122,-0.2182,126,-0.1989
ENSG00000110200,ANAPC15,43,-0.5009,56,-0.0655,67,0.39835,47,-0.3112,56,-0.0538
ENSG00000165457,FOLR2,7,-0.7842,7,-0.7342,2,-2.9823,76,3.53870,12,-0.0191
ENSG00000165458,INPPL1,12,0.18962,13,0.27210,5,-1.4624,31,1.74588,12,0.19250
ENSG00000162129,CLPB,54,0.88230,16,-1.0628,31,-0.1399,30,-0.1793,29,-0.2299
ENSG00000186642,PDE2A,148,-0.5322,291,0.57576,288,1.00614,82,-1.3772,110,-1.0812
ENSG00000186635,ARAP1,9,-0.0077,18,1.02873,3,-2.3078,21,1.27986,14,0.82159
ENSG00000214530,STARD10,35,0.68739,25,0.12092,20,-0.3687,18,-0.3664,23,-0.0434
ENSG00000285693,AP002381.2,6,-0.6692,12,0.45337,8,-0.3279,2,-2.2632,15,0.97795
ENSG00000168010,ATG16L2,3,-1.8792,3,-1.7679,15,0.61753,16,0.45072,14,0.28650
ENSG00000137478,FCHSD2,40,1.52246,4,-2.1637,6,-2.0311,47,1.57932,18,0.02161
ENSG00000110237,ARHGEF17,70,0.99492,33,-0.3140,38,-0.1834,33,-0.3247,31,-0.4784
ENSG00000054965,FAM168A,85,0.23968,65,-0.2057,73,-0.0357,65,-0.2126,75,0.01915
ENSG00000021300,PLEKHB1,196,0.03909,104,-0.9407,102,-1.3197,313,0.78680,328,1.15625
ENSG00000175582,RAB6A,297,0.14277,272,-0.0114,335,0.53619,158,-0.8483,197,-0.6071
ENSG00000175581,MRPL48,31,0.24471,18,-0.5902,30,0.27330,37,0.48608,19,-0.6498
ENSG00000181924,COA4,32,0.44576,12,-1.0568,19,-0.6715,31,0.32780,34,0.57645
ENSG00000175575,PAAF1,44,0.24820,33,-0.2254,38,-0.0133,43,0.17996,35,-0.1737
ENSG00000214517,PPME1,142,0.65677,119,0.29004,109,0.26370,66,-0.6158,56,-1.0031
ENSG00000165434,PGM2L1,442,0.74648,230,-0.3799,362,0.57009,134,-1.1961,153,-1.1494
ENSG00000166439,RNF169,20,0.87104,13,0.05558,7,-1.1346,24,1.06561,12,-0.0738
ENSG00000118363,SPCS2,135,0.31028,85,-0.4494,115,0.02568,106,-0.1137,109,-0.0751
ENSG00000137491,SLCO2B1,6,-2.0363,14,-0.6823,6,-2.2975,139,3.60475,21,-0.0164
ENSG00000137486,ARRB1,117,0.93904,31,-1.2229,50,-0.7421,77,0.14209,83,0.32757
ENSG00000149273,RPS3,302,-0.3319,353,-0.0612,282,-0.5979,742,1.15422,431,0.32002
ENSG00000149243,KLHL35,9,-0.8967,17,0.03679,25,1.13580,9,-0.9751,11,-0.7789
ENSG00000158555,GDPD5,19,1.35130,5,-0.8661,9,-0.0572,3,-1.6718,6,-0.6044
ENSG00000149257,SERPINH1,56,-0.2412,246,2.35309,28,-1.6837,85,0.44833,63,-0.0319
ENSG00000171533,MAP6,90,0.18691,86,0.10287,91,0.30044,69,-0.2356,60,-0.5453
ENSG00000062282,DGAT2,7,-1.3359,13,-0.3869,26,1.39991,18,0.10080,8,-1.2978
ENSG00000198382,UVRAG,20,0.39010,12,-0.4092,18,0.30035,24,0.65200,8,-1.0911
ENSG00000137492,THAP12,31,0.02273,39,0.39222,30,0.01705,49,0.78182,20,-0.7044
ENSG00000179240,GVQW3,24,1.38663,12,0.11406,7,-0.8957,5,-1.1950,11,0.01120
