Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to9,Feature log2 fold change topic 5to9
ENSG00000116251,RPL22,1234,1.70688,565,0.29248,505,0.10815,214,-1.2359,347,-0.8571
ENSG00000116237,ICMT,17,-1.3690,35,-0.3032,13,-1.7537,38,-0.1925,56,1.09487
ENSG00000097021,ACOT7,72,-2.1682,163,-0.9509,206,-0.5902,459,0.72387,357,0.66352
ENSG00000215788,TNFRSF25,2,-3.3939,12,-0.7062,26,0.54697,12,-0.6167,23,0.81415
ENSG00000171680,PLEKHG5,11,-1.3464,14,-0.9946,35,0.46978,60,1.40441,24,-0.3338
ENSG00000162408,NOL9,18,-0.6070,20,-0.4466,30,0.16197,27,0.02855,29,0.28935
ENSG00000162413,KLHL21,25,-0.5648,23,-0.6703,50,0.56063,39,0.12248,37,0.10717
ENSG00000116273,PHF13,7,-1.1873,7,-1.1420,21,0.48352,19,0.37684,17,0.29887
ENSG00000041988,THAP3,19,-0.1716,17,-0.3173,15,-0.5299,17,-0.3560,25,0.50993
ENSG00000007923,DNAJC11,18,-0.8298,32,0.05386,34,0.15631,45,0.64153,29,-0.1254
ENSG00000171735,CAMTA1,101,-0.7035,127,-0.3576,229,0.61647,122,-0.4176,169,0.22369
ENSG00000049245,VAMP3,129,3.37766,30,0.31687,22,-0.1704,10,-1.4285,7,-2.7591
ENSG00000049246,PER3,28,0.53140,17,-0.3068,23,0.19477,13,-0.6628,20,0.00763
ENSG00000116288,PARK7,309,-0.1646,328,-0.0689,459,0.48502,369,0.12136,323,-0.1798
ENSG00000116285,ERRFI1,22,0.07065,12,-0.8073,22,0.12425,27,0.40156,21,0.00066
ENSG00000162426,SLC45A1,15,-1.5067,28,-0.5510,37,-0.1252,38,-0.0809,49,0.70462
ENSG00000142599,RERE,57,-0.6553,68,-0.3942,71,-0.3141,78,-0.1667,101,0.55891
ENSG00000074800,ENO1,478,-0.5612,488,-0.5267,778,0.22124,977,0.60461,679,-0.0022
ENSG00000171612,SLC25A33,26,-0.4140,29,-0.2520,38,0.15635,16,-1.1521,40,0.53144
ENSG00000188807,TMEM201,8,-0.5052,13,0.20170,14,0.22941,12,-0.0247,12,0.00335
ENSG00000171608,PIK3CD,6,-1.4415,14,-0.1770,16,-0.0253,19,0.29290,18,0.34929
ENSG00000171603,CLSTN1,187,-2.0633,391,-0.9543,751,0.07302,914,0.39804,844,0.58850
ENSG00000178585,CTNNBIP1,40,-0.1592,44,0.00169,36,-0.2986,24,-0.9231,50,0.47076
ENSG00000162441,LZIC,63,1.38340,27,-0.0478,12,-1.2911,14,-1.0374,27,-0.0893
ENSG00000130939,UBE4B,38,-0.0094,20,-1.0329,48,0.35982,49,0.40357,38,-0.0216
ENSG00000054523,KIF1B,255,0.03025,218,-0.2191,302,0.31193,232,-0.1200,248,-0.0187
ENSG00000142657,PGD,31,-0.7858,34,-0.6527,53,0.03691,53,0.05444,58,0.44706
ENSG00000241563,CORT,42,-1.6725,51,-1.3737,8,-4.0958,50,-1.4093,194,2.34609
ENSG00000160049,DFFA,54,0.63208,24,-0.6303,22,-0.7667,18,-1.0959,42,0.50379
ENSG00000142655,PEX14,20,-0.6719,18,-0.8097,23,-0.4528,49,0.78432,33,0.26217
ENSG00000120948,TARDBP,51,-0.4073,48,-0.4946,80,0.30664,87,0.44142,66,-0.0127
ENSG00000116649,SRM,63,-0.8551,108,0.00056,87,-0.3446,184,0.89384,106,-0.0550
ENSG00000171824,EXOSC10,38,0.58047,16,-0.7807,36,0.48079,22,-0.3149,26,-0.1204
ENSG00000198793,MTOR,16,-1.4406,35,-0.2950,27,-0.6635,52,0.36057,49,0.58432
ENSG00000116661,FBXO2,393,0.58666,378,0.51971,243,-0.2025,281,0.02879,238,-0.4438
ENSG00000132879,FBXO44,53,-1.5832,92,-0.7296,158,0.12047,198,0.49865,164,0.38511
ENSG00000116663,FBXO6,7,-1.2424,6,-1.3699,15,-0.0473,8,-1.0632,21,1.18208
ENSG00000116670,MAD2L2,34,1.12566,26,0.63765,12,-0.5784,12,-0.6002,15,-0.4983
ENSG00000177000,MTHFR,9,-0.7479,12,-0.3764,12,-0.2986,17,0.16181,17,0.43325
ENSG00000011021,CLCN6,22,-1.3739,32,-0.8339,54,-0.0278,66,0.31038,64,0.53979
ENSG00000116685,KIAA2013,40,-0.0024,19,-1.1251,35,-0.2194,49,0.30761,44,0.28664
ENSG00000083444,PLOD1,26,0.20678,22,-0.0525,27,0.26413,28,0.35066,20,-0.3313
ENSG00000116688,MFN2,63,-0.6654,68,-0.5396,94,-0.0330,115,0.29444,105,0.29902
ENSG00000116691,MIIP,24,0.20527,16,-0.4671,22,0.07691,17,-0.3756,22,0.18378
ENSG00000048707,VPS13D,28,-0.8322,31,-0.6779,58,0.32150,64,0.47828,50,0.13499
ENSG00000162496,DHRS3,54,1.30406,19,-0.4626,32,0.37350,5,-2.2356,23,-0.2309
ENSG00000116731,PRDM2,42,-0.4670,44,-0.4011,119,1.25971,39,-0.6058,54,-0.1813
ENSG00000189337,KAZN,55,0.05513,29,-0.9481,43,-0.3185,27,-1.0490,64,0.74002
ENSG00000142634,EFHD2,81,-0.8816,83,-0.8520,770,3.56699,122,-0.2545,46,-2.5110
ENSG00000116138,DNAJC16,9,-1.5777,16,-0.6619,32,0.36291,29,0.20808,28,0.39613
ENSG00000197312,DDI2,11,-0.8146,15,-0.4148,24,0.38808,17,-0.1341,21,0.29366
ENSG00000116786,PLEKHM2,42,-0.9866,100,0.39138,57,-0.5062,93,0.27170,84,0.19002
ENSG00000065526,SPEN,45,0.84537,25,-0.1244,20,-0.5012,21,-0.4180,27,-0.0496
ENSG00000116809,ZBTB17,22,0.35220,15,-0.2719,24,0.51797,13,-0.4380,17,-0.1353
ENSG00000185519,FAM131C,7,-2.1472,21,-0.5258,3,-3.2024,9,-1.7767,45,2.11466
ENSG00000037637,FBXO42,4,-2.0210,8,-1.0890,30,0.86193,18,0.06356,19,0.34745
ENSG00000055070,SZRD1,56,1.44857,26,0.12236,22,-0.1418,19,-0.4087,19,-0.6814
ENSG00000157191,NECAP2,36,1.96218,12,0.02953,12,-0.0568,11,-0.1121,7,-1.2253
ENSG00000219481,NBPF1,16,0.00624,10,-0.6682,15,-0.1078,11,-0.6263,18,0.48746
ENSG00000058453,CROCC,7,-1.0233,10,-0.6196,17,0.17578,11,-0.4754,18,0.63897
ENSG00000159363,ATP13A2,50,-2.2605,141,-0.7052,149,-0.6270,275,0.35977,275,0.83419
ENSG00000117118,SDHB,82,-0.3977,64,-0.7933,87,-0.3073,128,0.30712,118,0.38666
ENSG00000117115,PADI2,279,4.02381,57,0.36810,11,-2.1648,6,-2.9563,12,-2.8496
ENSG00000179051,RCC2,14,-0.9316,15,-0.7651,13,-1.0305,13,-0.9785,34,1.28370
ENSG00000074964,ARHGEF10L,14,-0.3259,20,0.23714,11,-0.6860,5,-1.6978,21,0.71097
ENSG00000117154,IGSF21,6,-4.1262,58,-0.9184,292,1.82601,78,-0.4725,102,-0.0840
ENSG00000159423,ALDH4A1,19,0.27143,31,1.08425,16,-0.0500,4,-2.1158,15,-0.1854
ENSG00000127481,UBR4,11,-0.4503,7,-1.1758,18,0.27516,31,1.21739,13,-0.2805
ENSG00000127463,EMC1,23,-0.4911,13,-1.3553,29,-0.1637,22,-0.5471,40,0.84969
ENSG00000053372,MRTO4,24,-0.6773,25,-0.6050,22,-0.7774,66,0.98995,39,0.17165
ENSG00000053371,AKR7A2,64,1.05229,38,0.14950,37,0.10016,43,0.34227,26,-0.8028
ENSG00000077549,CAPZB,142,-0.3869,137,-0.4490,195,0.12141,222,0.33513,187,0.10209
ENSG00000173436,MICOS10,333,0.02325,373,0.20625,351,0.10561,320,-0.0423,316,-0.1227
ENSG00000158747,NBL1,136,-0.8469,175,-0.4548,210,-0.1654,322,0.54196,250,0.24622
ENSG00000169914,OTUD3,2,-2.8545,12,-0.2900,11,-0.4024,10,-0.5391,20,1.07412
ENSG00000162545,CAMK2N1,574,-1.0218,1085,-0.0233,209,-2.5322,702,-0.7135,1468,1.19086
ENSG00000090432,MUL1,17,-0.4866,12,-0.9631,30,0.41624,28,0.25830,25,0.17234
ENSG00000183114,FAM43B,18,-0.1482,9,-1.1426,75,2.56951,11,-0.8938,12,-1.1766
ENSG00000158828,PINK1,250,-0.9708,397,-0.2517,479,0.05012,500,0.12019,511,0.32850
ENSG00000244038,DDOST,20,-0.9119,19,-1.0107,37,0.01729,43,0.26627,42,0.48504
ENSG00000117245,KIF17,8,-1.3377,11,-0.8301,48,1.61395,22,0.21502,16,-0.4157
ENSG00000189410,SH2D5,0,-6.2298,25,-0.5362,32,-0.1628,59,0.87514,40,0.45846
ENSG00000127483,HP1BP3,145,0.11622,97,-0.5279,178,0.45466,123,-0.1576,135,-0.0097
ENSG00000075151,EIF4G3,87,-0.7685,74,-1.0203,116,-0.3159,178,0.37807,164,0.52441
ENSG00000117298,ECE1,41,1.67266,12,-0.4237,13,-0.3047,9,-0.8467,13,-0.4783
ENSG00000076864,RAP1GAP,51,-2.0274,105,-0.9426,345,0.99190,335,0.93677,179,-0.2237
ENSG00000090686,USP48,53,0.56855,33,-0.1814,39,0.08152,61,0.80844,30,-0.6235
ENSG00000070831,CDC42,145,-0.9233,152,-0.8592,210,-0.3512,379,0.61925,294,0.40506
ENSG00000173372,C1QA,74,2.40383,36,0.95684,7,-1.5105,5,-2.0959,12,-1.3035
ENSG00000159189,C1QC,62,2.72108,21,0.59479,13,-0.1721,5,-1.6523,6,-1.8971
ENSG00000173369,C1QB,113,2.39438,73,1.45485,17,-0.9206,9,-1.7917,14,-1.8959
ENSG00000004487,KDM1A,26,-0.9773,26,-0.9729,57,0.24246,98,1.17951,47,-0.1430
ENSG00000169641,LUZP1,10,-2.5547,31,-0.8748,44,-0.3498,35,-0.7147,74,1.30380
ENSG00000125944,HNRNPR,86,-0.1399,60,-0.6991,121,0.40756,108,0.21961,95,0.01043
ENSG00000125945,ZNF436,9,-0.7898,5,-1.4526,14,-0.0734,9,-0.7400,19,0.99154
ENSG00000117318,ID3,165,4.28669,22,-0.2254,7,-1.8729,5,-2.3950,6,-2.9659
ENSG00000142676,RPL11,1336,1.94779,547,0.29995,415,-0.1502,234,-1.0425,314,-1.0107
ENSG00000011007,ELOA,12,-0.3027,9,-0.6745,17,0.30047,25,0.89389,13,-0.2442
ENSG00000057757,PITHD1,103,-1.0025,120,-0.7695,171,-0.2159,253,0.42945,222,0.45648
ENSG00000011009,LYPLA2,17,-1.3799,31,-0.4786,57,0.53358,52,0.36565,43,0.14325
ENSG00000117308,GALE,4,-2.1549,12,-0.5590,19,0.07317,20,0.19887,21,0.58893
ENSG00000117305,HMGCL,21,0.27259,21,0.26552,15,-0.2204,22,0.41401,16,-0.3304
ENSG00000179163,FUCA1,14,-0.3413,4,-2.0341,29,0.91553,29,0.92496,15,-0.3336
ENSG00000189266,PNRC2,58,0.91425,33,-0.0354,35,0.04354,51,0.69016,25,-0.7954
ENSG00000188529,SRSF10,40,0.02618,27,-0.6036,44,0.18116,55,0.54390,38,-0.1324
ENSG00000001461,NIPAL3,117,1.05064,43,-0.5910,75,0.29558,62,-0.0212,54,-0.4661
ENSG00000133226,SRRM1,95,1.30781,32,-0.5085,51,0.23176,45,0.00075,36,-0.6479
ENSG00000169504,CLIC4,173,3.81305,27,-0.1534,24,-0.3176,4,-3.0574,8,-2.7603
ENSG00000117614,SYF2,112,1.16450,43,-0.4260,64,0.19815,61,0.10857,46,-0.6007
ENSG00000117616,RSRP1,60,0.62006,37,-0.1824,49,0.27576,56,0.49856,34,-0.5643
ENSG00000183726,TMEM50A,102,0.63460,47,-0.6011,55,-0.3801,125,0.99654,59,-0.4715
ENSG00000204178,MACO1,28,0.11629,16,-0.7813,22,-0.2471,35,0.45649,27,0.09163
ENSG00000117643,MAN1C1,19,-1.4317,15,-1.7873,24,-1.0866,38,-0.4238,69,1.50358
ENSG00000162430,SELENON,43,0.48666,36,0.19136,30,-0.1254,18,-0.8692,32,0.02129
ENSG00000117640,MTFR1L,38,-0.8129,62,-0.0676,77,0.30303,50,-0.4103,70,0.30784
ENSG00000117632,STMN1,711,-0.9254,706,-0.9360,1486,0.24542,1757,0.52691,1371,0.23452
ENSG00000158008,EXTL1,13,-1.4593,39,0.18205,71,1.22898,47,0.50665,28,-0.5828
ENSG00000175087,PDIK1L,6,-1.3090,12,-0.2312,10,-0.5612,17,0.29214,17,0.53888
ENSG00000142684,ZNF593,26,-0.4976,38,0.09496,32,-0.1753,29,-0.3158,39,0.32318
ENSG00000142669,SH3BGRL3,207,0.03984,241,0.29620,314,0.74001,263,0.44041,158,-0.6972
ENSG00000158062,UBXN11,22,-0.3856,20,-0.5310,31,0.11030,19,-0.6473,33,0.50973
ENSG00000117682,DHDDS,8,-1.1917,16,-0.2642,23,0.35460,32,0.90431,17,-0.1691
ENSG00000198830,HMGN2,232,1.48798,109,0.15627,117,0.27390,81,-0.3227,71,-0.9311
ENSG00000117713,ARID1A,43,-0.0940,36,-0.3738,71,0.75008,70,0.71659,38,-0.5354
ENSG00000204160,ZDHHC18,10,-1.8073,21,-0.7011,20,-0.7268,41,0.37494,40,0.79486
ENSG00000142751,GPN2,6,-1.3772,12,-0.2856,12,-0.3174,20,0.53557,16,0.36308
ENSG00000090273,NUDC,156,0.05773,142,-0.0971,180,0.29419,122,-0.3311,151,0.00816
ENSG00000253368,TRNP1,11,-2.9866,63,-0.3577,29,-1.5451,93,0.27741,102,1.06186
ENSG00000090020,SLC9A1,3,-2.8558,15,-0.7238,19,-0.3449,49,1.23684,25,0.23607
ENSG00000142784,WDTC1,28,0.22693,29,0.28533,27,0.18483,28,0.21822,21,-0.3864
ENSG00000186501,TMEM222,68,-0.2535,56,-0.5787,69,-0.2393,108,0.49004,84,0.16014
ENSG00000158195,WASF2,98,2.73459,29,0.30794,19,-0.3713,7,-1.7123,12,-1.6348
ENSG00000126705,AHDC1,11,-1.8221,26,-0.5646,58,0.76011,63,0.90954,35,-0.1887
ENSG00000126709,IFI6,262,0.35237,198,-0.1046,444,1.28207,182,-0.2361,163,-0.7334
ENSG00000009780,FAM76A,20,0.74612,8,-0.6523,25,1.12883,19,0.62319,9,-1.0473
ENSG00000117758,STX12,81,-0.2681,61,-0.7056,118,0.34153,139,0.62072,92,-0.1090
ENSG00000117751,PPP1R8,25,0.09767,18,-0.3978,26,0.18549,30,0.38229,22,-0.1439
ENSG00000117748,RPA2,28,-0.9279,29,-0.8651,93,1.03914,68,0.51177,47,-0.2151
ENSG00000126698,DNAJC8,111,-0.0042,107,-0.0692,108,-0.0491,118,0.09360,112,0.00992
ENSG00000130770,ATP5IF1,274,-1.3311,475,-0.4862,635,-0.0256,721,0.18267,740,0.49021
ENSG00000180098,TRNAU1AP,26,0.83822,20,0.41412,19,0.31191,19,0.33314,11,-0.8817
ENSG00000197989,SNHG12,15,0.32508,10,-0.2846,22,0.89878,11,-0.2324,11,-0.4006
ENSG00000120656,TAF12,12,-0.4735,10,-0.6644,13,-0.2495,12,-0.4556,19,0.67135
ENSG00000198492,YTHDF2,33,-1.2907,27,-1.5860,82,0.12018,98,0.41283,90,0.56570
ENSG00000116350,SRSF4,47,0.16336,27,-0.7490,43,-0.0143,72,0.86692,40,-0.2515
ENSG00000116353,MECR,10,-2.0519,30,-0.4850,45,0.16054,70,0.90793,42,0.12113
ENSG00000060656,PTPRU,10,-0.9524,5,-1.9189,112,3.74906,20,0.02693,5,-2.6363
ENSG00000162511,LAPTM5,105,2.75583,36,0.59892,23,-0.1416,8,-1.7212,11,-1.9477
ENSG00000162512,SDC3,90,-0.7117,121,-0.2491,137,-0.0563,148,0.06728,156,0.32832
ENSG00000134644,PUM1,69,-0.8073,53,-1.2089,168,0.62254,143,0.35565,121,0.16006
ENSG00000060688,SNRNP40,22,0.21330,17,-0.1773,28,0.62567,13,-0.6030,18,-0.1128
ENSG00000121766,ZCCHC17,58,-0.7324,99,0.11042,116,0.36945,134,0.61270,85,-0.2547
ENSG00000121769,FABP3,18,-3.2050,110,-0.5512,70,-1.2459,232,0.66594,194,0.84904
ENSG00000162517,PEF1,49,-0.8863,58,-0.6271,107,0.33627,110,0.38638,91,0.17367
ENSG00000084636,COL16A1,61,1.23123,26,-0.1898,62,1.25363,35,0.28445,16,-1.4586
ENSG00000121753,ADGRB2,58,-2.0995,172,-0.4519,312,0.51737,349,0.71010,233,0.06347
ENSG00000184007,PTP4A2,664,2.25970,156,-0.3685,155,-0.3762,153,-0.3999,128,-1.1339
ENSG00000121774,KHDRBS1,72,-0.4052,79,-0.2655,87,-0.1107,95,0.03851,101,0.27526
ENSG00000121775,TMEM39B,8,-0.8801,8,-0.7775,16,0.18291,28,1.12892,13,-0.1515
ENSG00000025800,KPNA6,36,-0.3561,24,-0.9921,44,-0.0395,57,0.36980,49,0.28960
ENSG00000084652,TXLNA,32,0.96892,15,-0.3415,25,0.51544,12,-0.6136,16,-0.3997
ENSG00000160050,CCDC28B,14,-0.1171,17,0.14721,17,0.17769,11,-0.5551,16,0.10113
ENSG00000084623,EIF3I,60,-1.0174,80,-0.5676,98,-0.2454,127,0.16538,133,0.54413
ENSG00000175130,MARCKSL1,750,2.08832,181,-0.4518,116,-1.1283,59,-2.1423,210,-0.3936
ENSG00000160058,BSDC1,47,-0.6533,56,-0.3657,69,-0.0290,105,0.65751,72,0.05008
ENSG00000176261,ZBTB8OS,44,-0.2493,34,-0.6336,40,-0.4034,60,0.26884,57,0.34188
ENSG00000162521,RBBP4,64,-0.2048,42,-0.8687,91,0.35715,62,-0.2769,80,0.30255
ENSG00000162522,KIAA1522,0,-4.5117,19,0.20784,4,-2.0362,8,-1.1172,24,1.54078
ENSG00000134684,YARS,44,-1.5382,75,-0.7267,70,-0.8292,188,0.76811,139,0.55383
ENSG00000160097,FNDC5,8,-2.3398,15,-1.3831,13,-1.5557,17,-1.1507,56,2.02882
ENSG00000121905,HPCA,85,-1.9221,206,-0.5824,170,-0.8759,364,0.33643,369,0.83875
ENSG00000121900,TMEM54,44,-0.2007,51,0.00689,38,-0.4625,45,-0.1898,55,0.31366
ENSG00000116514,RNF19B,10,-1.4310,15,-0.8264,23,-0.1892,21,-0.2778,32,0.88388
ENSG00000004455,AK2,65,1.38598,25,-0.2465,21,-0.4952,25,-0.2491,25,-0.4269
ENSG00000142920,AZIN2,14,-1.3085,10,-1.7674,19,-0.8600,31,-0.0662,44,1.22827
ENSG00000160094,ZNF362,18,0.05852,15,-0.2921,25,0.55660,19,0.09157,16,-0.2101
ENSG00000134686,PHC2,69,-0.0354,49,-0.5644,64,-0.1523,82,0.25504,74,0.15819
ENSG00000163866,SMIM12,30,-1.2190,34,-1.0328,73,0.18055,73,0.17693,76,0.53050
ENSG00000116544,DLGAP3,17,-1.6106,57,0.24612,64,0.45110,36,-0.4896,53,0.28634
ENSG00000163867,ZMYM6,15,-0.1077,10,-0.8351,13,-0.3806,21,0.41412,18,0.26420
ENSG00000116560,SFPQ,166,0.42614,96,-0.4495,129,0.01903,147,0.23278,122,-0.1379
ENSG00000146463,ZMYM4,16,-1.1257,38,0.18981,28,-0.2921,29,-0.2089,38,0.45097
ENSG00000142687,KIAA0319L,35,-0.7119,39,-0.5749,82,0.64141,57,0.04427,57,0.11023
ENSG00000020129,NCDN,121,-2.4522,330,-0.9486,831,0.53044,832,0.53272,664,0.32808
ENSG00000126067,PSMB2,80,-0.5644,64,-0.9089,160,0.56877,152,0.47961,113,-0.0043
ENSG00000142686,C1orf216,23,-1.9207,66,-0.3471,101,0.33439,112,0.49572,88,0.21852
ENSG00000092847,AGO1,21,-0.1403,23,0.00062,26,0.18716,28,0.28284,22,-0.1462
ENSG00000126070,AGO3,35,1.41355,14,-0.1660,18,0.23490,11,-0.5590,12,-0.6493
ENSG00000116863,ADPRHL2,24,0.12894,15,-0.6178,21,-0.1385,30,0.47395,22,-0.0060
ENSG00000054116,TRAPPC3,31,-1.1410,33,-1.0482,62,-0.0704,84,0.41758,75,0.50758
ENSG00000116871,MAP7D1,187,0.12555,148,-0.2515,129,-0.4715,216,0.36663,175,0.04641
ENSG00000054118,THRAP3,73,0.67155,38,-0.3835,54,0.15511,54,0.15925,44,-0.3112
ENSG00000196182,STK40,6,-1.6359,20,0.15302,23,0.40642,23,0.42232,18,-0.0108
ENSG00000181817,LSM10,36,-0.7041,35,-0.7389,67,0.27090,36,-0.7063,67,0.61481
ENSG00000116885,OSCP1,5,-2.2361,9,-1.3702,22,-0.0270,26,0.28273,28,0.81068
ENSG00000116898,MRPS15,50,-0.3950,57,-0.1819,53,-0.3070,60,-0.1184,72,0.37771
ENSG00000163873,GRIK3,8,-1.6225,12,-1.0883,86,2.37718,6,-1.9887,21,-0.4303
ENSG00000163875,MEAF6,39,-1.5573,63,-0.8519,101,-0.1057,105,-0.0529,133,0.78464
ENSG00000134697,GNL2,13,-0.3965,12,-0.4900,18,0.14023,25,0.63827,16,-0.0464
ENSG00000116922,C1orf109,3,-2.5697,6,-1.4164,19,0.16052,17,0.04917,21,0.88358
ENSG00000185090,MANEAL,8,-2.2154,16,-1.2899,45,0.28312,41,0.16742,45,0.69998
ENSG00000196449,YRDC,6,-1.6090,8,-1.2752,18,0.04520,24,0.51265,21,0.54547
ENSG00000197982,C1orf122,420,1.01299,271,0.25761,219,-0.0873,168,-0.5066,201,-0.4234
ENSG00000183431,SF3A3,22,-0.7351,19,-1.0092,43,0.28396,34,-0.1079,41,0.48103
ENSG00000183520,UTP11,15,-1.0842,18,-0.7902,30,-0.0281,41,0.51357,34,0.36169
ENSG00000185668,POU3F1,0,-5.8678,6,-1.7547,0,-6.1903,10,-1.0725,33,2.91892
ENSG00000116954,RRAGC,36,-0.2731,17,-1.3582,31,-0.4658,44,0.06565,50,0.64199
ENSG00000174574,AKIRIN1,53,-0.4738,44,-0.7589,81,0.20969,80,0.17010,77,0.25729
ENSG00000168653,NDUFS5,501,-0.6091,805,0.14703,684,-0.1178,651,-0.1969,796,0.26939
ENSG00000127603,MACF1,156,0.55363,86,-0.4178,122,0.14559,109,-0.0484,107,-0.1480
ENSG00000090621,PABPC4,97,1.23303,41,-0.2293,57,0.31030,60,0.37819,34,-0.8913
ENSG00000116983,HPCAL4,46,-2.1800,174,-0.1722,244,0.37612,196,0.01772,217,0.39281
ENSG00000084072,PPIE,48,0.47749,27,-0.4421,38,0.09817,38,0.07184,35,-0.1290
ENSG00000131236,CAP1,108,-0.4081,88,-0.7194,143,0.04175,205,0.64513,142,0.06017
