Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000164039,BDH2,14,-0.9032,33,0.47832,6,-2.2377,13,-1.1239,34,0.56634,53,1.50989
ENSG00000168772,CXXC4,18,-0.4218,74,1.92552,14,-0.9270,24,0.01306,13,-1.0462,24,-0.0283
ENSG00000138777,PPA2,58,0.13871,39,-0.4681,71,0.53918,61,0.26727,39,-0.5371,42,-0.3837
ENSG00000145348,TBCK,33,1.12613,18,0.11505,19,0.27752,17,0.06273,6,-1.5529,14,-0.2323
ENSG00000164022,AIMP1,91,1.47915,49,0.42064,22,-0.8579,18,-1.3252,33,-0.2409,55,0.70752
ENSG00000138801,PAPSS1,100,0.38073,150,1.04902,99,0.40132,64,-0.3935,34,-1.3987,81,0.04645
ENSG00000138796,HADH,32,0.02717,21,-0.6292,38,0.36259,30,-0.0671,21,-0.6756,41,0.49778
ENSG00000109475,RPL34,2644,0.40264,1340,-0.6686,1265,-0.8204,1637,-0.4374,2392,0.26947,3218,0.83692
ENSG00000198856,OSTC,51,0.83919,24,-0.4032,42,0.57929,32,0.11713,16,-1.0300,24,-0.4321
ENSG00000164089,ETNPPL,67,-0.3793,76,-0.1802,22,-2.1383,54,-0.8421,199,1.72115,96,0.20232
ENSG00000138802,SEC24B,13,-0.7673,12,-0.9141,30,0.54576,28,0.45783,16,-0.5856,22,-0.0153
ENSG00000123739,PLA2G12A,38,-0.1220,51,0.32690,41,-0.0299,44,0.11844,31,-0.4615,45,0.14615
ENSG00000170522,ELOVL6,30,0.51510,28,0.40179,21,-0.0875,25,0.29665,16,-0.4981,16,-0.5222
ENSG00000138660,AP1AR,41,0.21428,57,0.74761,44,0.34901,35,-0.0436,28,-0.4322,24,-0.6571
ENSG00000174720,LARP7,59,0.09065,66,0.26826,28,-1.1366,37,-0.7745,41,-0.5274,121,1.53125
ENSG00000145362,ANK2,272,-0.3997,578,0.81464,325,-0.1346,410,0.31626,319,-0.1667,247,-0.5972
ENSG00000145349,CAMK2D,76,-1.2593,214,0.35054,311,1.13970,198,0.28346,114,-0.6910,79,-1.2816
ENSG00000174607,UGT8,23,-0.6549,34,-0.0346,8,-2.3136,8,-2.4543,10,-1.9637,135,3.32838
ENSG00000164100,NDST3,2,-2.8170,12,-0.1219,27,1.51130,17,0.67474,9,-0.6077,0,-4.1558
ENSG00000269893,SNHG8,139,0.01640,100,-0.4925,136,-0.0110,111,-0.4038,153,0.19957,179,0.48275
ENSG00000172403,SYNPO2,62,2.12334,45,1.51889,7,-1.6008,5,-2.0729,5,-1.9960,27,0.74170
ENSG00000164096,C4orf3,162,-0.1368,216,0.32396,163,-0.1363,171,-0.0579,137,-0.4396,225,0.43963
ENSG00000164111,ANXA5,99,1.09437,37,-0.5014,8,-2.7873,16,-1.9815,51,0.01888,128,1.91760
ENSG00000164112,TMEM155,49,0.32309,95,1.44817,72,1.12094,24,-0.9293,19,-1.2036,21,-1.0636
ENSG00000123737,EXOSC9,32,0.73673,18,-0.2077,28,0.57865,25,0.41325,8,-1.5486,14,-0.6422
ENSG00000138686,BBS7,28,-0.2905,54,0.78224,52,0.81449,38,0.24122,16,-1.2382,19,-0.9452
ENSG00000138688,KIAA1109,81,0.20240,111,0.72091,70,-0.0262,65,-0.1803,56,-0.4065,72,0.02066
ENSG00000138685,FGF2,70,2.01256,15,-0.5464,6,-1.9810,12,-1.0120,24,0.17194,29,0.49203
ENSG00000151458,ANKRD50,38,0.75300,19,-0.3472,18,-0.4403,37,0.99406,13,-0.9370,14,-0.8373
ENSG00000164066,INTU,12,-0.6794,22,0.28028,20,0.11511,14,-0.5542,32,1.01091,13,-0.6215
ENSG00000164070,HSPA4L,78,0.36477,64,0.03082,71,0.22936,86,0.68890,37,-0.8539,34,-0.9950
ENSG00000138709,LARP1B,30,0.49304,14,-0.6890,19,-0.2742,21,-0.1055,27,0.38053,22,-0.0162
ENSG00000164040,PGRMC2,53,-0.1544,56,-0.0732,65,0.19397,74,0.47643,43,-0.5419,49,-0.3011
ENSG00000077684,JADE1,6,-1.9519,47,1.26559,23,0.06892,21,-0.0433,16,-0.5426,23,0.10382
ENSG00000151466,SCLT1,18,0.32596,12,-0.2712,4,-2.0932,11,-0.4673,19,0.45149,26,1.05697
ENSG00000138650,PCDH10,111,0.42841,143,0.85397,73,-0.2491,80,-0.1215,77,-0.1576,69,-0.3515
ENSG00000151012,SLC7A11,67,0.93082,23,-0.7636,6,-2.8280,14,-1.6516,58,0.81800,76,1.37604
ENSG00000109390,NDUFC1,473,0.73262,171,-0.8792,324,0.12624,343,0.26313,296,-0.0292,201,-0.6833
ENSG00000164134,NAA15,19,-0.4901,61,1.41760,23,-0.2100,18,-0.6625,17,-0.7045,36,0.58522
ENSG00000145391,SETD7,6,-2.0709,33,0.50180,19,-0.3590,21,-0.2346,22,-0.1175,39,0.90152
ENSG00000153130,SCOC,293,0.00720,366,0.36305,404,0.59502,305,0.08669,203,-0.6178,212,-0.5458
ENSG00000109436,TBC1D9,64,0.08982,41,-0.6076,67,0.17471,103,1.19534,34,-0.9387,25,-1.4379
ENSG00000170153,RNF150,9,-2.1332,79,1.28372,40,0.17761,48,0.58826,25,-0.6154,18,-1.1012
ENSG00000109445,ZNF330,48,1.30920,22,0.04788,18,-0.2653,17,-0.4412,22,0.01748,18,-0.3141
ENSG00000109458,GAB1,12,-0.3125,18,0.27490,4,-1.9588,3,-2.4275,8,-1.0748,50,2.77223
ENSG00000153147,SMARCA5,107,0.31287,90,0.02859,66,-0.5003,78,-0.2240,106,0.33929,96,0.15821
ENSG00000164161,HHIP,16,-0.5464,37,0.76602,2,-3.5008,3,-3.0159,13,-0.9006,80,2.88017
ENSG00000164163,ABCE1,39,0.09201,43,0.22681,49,0.52448,38,0.03456,22,-0.8498,34,-0.1235
ENSG00000164164,OTUD4,11,-0.7990,30,0.66592,28,0.62845,21,0.18965,14,-0.5402,13,-0.6922
ENSG00000170365,SMAD1,15,0.12086,20,0.61651,14,0.08236,13,-0.0980,12,-0.1654,11,-0.2912
ENSG00000151612,ZNF827,11,-0.9641,61,1.85664,16,-0.4035,19,-0.1533,17,-0.3000,15,-0.4916
ENSG00000164167,LSM6,26,0.00136,38,0.57840,30,0.24529,22,-0.3094,20,-0.4472,29,0.15311
ENSG00000164168,TMEM184C,21,0.31340,12,-0.5840,21,0.33087,13,-0.5867,19,0.17067,20,0.24626
ENSG00000151623,NR3C2,26,0.76573,8,-1.0602,17,0.07788,23,0.80154,8,-1.0246,11,-0.6348
ENSG00000170390,DCLK2,50,-0.2030,23,-1.3869,84,0.71221,68,0.38378,33,-0.8998,57,-0.0042
ENSG00000145425,RPS3A,1339,0.46738,800,-0.3529,654,-0.7209,810,-0.4073,1079,0.13138,1493,0.74184
ENSG00000059691,GATB,25,-0.8498,24,-0.9067,87,1.33495,46,0.10139,36,-0.3241,24,-1.0009
ENSG00000109670,FBXW7,77,-1.3684,445,1.45705,255,0.56386,203,0.15711,115,-0.8161,96,-1.1138
ENSG00000109654,TRIM2,215,-0.1419,397,0.85856,262,0.19258,196,-0.3445,157,-0.6808,273,0.26839
ENSG00000145428,RNF175,36,0.03038,29,-0.2867,71,1.38203,40,0.25207,18,-1.0689,11,-1.7917
ENSG00000171566,PLRG1,19,-0.4106,22,-0.1682,32,0.46750,21,-0.2736,22,-0.2209,29,0.31335
ENSG00000164114,MAP9,124,0.19552,184,0.84616,94,-0.2667,148,0.62934,53,-1.1889,80,-0.5342
ENSG00000164116,GUCY1A1,53,1.10971,29,0.11385,33,0.35908,29,0.13180,11,-1.3797,20,-0.5327
ENSG00000260244,AC104083.1,0,-5.0505,7,-1.2155,23,0.58656,31,1.49736,7,-1.3888,10,-0.8024
ENSG00000061918,GUCY1B1,203,0.20111,209,0.24825,244,0.56285,247,0.68064,102,-0.9474,64,-1.6801
ENSG00000109738,GLRB,96,-0.1990,108,-0.0132,210,1.27347,125,0.27578,54,-1.1488,46,-1.4152
ENSG00000120251,GRIA2,103,-1.4110,363,0.54077,455,1.07414,306,0.33667,165,-0.7659,115,-1.3329
ENSG00000164125,GASK1B,30,0.86740,36,1.14729,7,-1.4996,3,-2.8278,16,-0.1441,37,1.42635
ENSG00000164124,TMEM144,68,-0.3066,111,0.47177,11,-3.0985,12,-3.1255,31,-1.5709,304,3.17420
ENSG00000171497,PPID,107,0.90416,65,0.08263,90,0.71865,63,0.06942,30,-1.1503,35,-0.9147
ENSG00000052795,FNIP2,11,-1.6103,51,0.73017,40,0.37180,40,0.45112,22,-0.6246,24,-0.4757
ENSG00000109756,RAPGEF2,79,0.32993,37,-0.8586,94,0.70030,79,0.41448,46,-0.5785,38,-0.8760
ENSG00000168843,FSTL5,74,1.88470,29,0.24984,11,-1.3134,29,0.32904,21,-0.2878,9,-1.6125
ENSG00000145416,MARCH1,22,-0.0677,32,0.51547,23,-0.0348,20,-0.2771,18,-0.4284,30,0.43912
ENSG00000170088,TMEM192,24,0.00488,35,0.61821,22,-0.0734,13,-1.0217,19,-0.3800,39,0.94493
ENSG00000109466,KLHL2,49,-0.7409,140,0.93392,127,0.87948,58,-0.5735,62,-0.4235,65,-0.3376
ENSG00000052802,MSMO1,57,-0.5760,71,-0.2383,151,1.14812,86,0.06204,55,-0.7005,58,-0.6063
ENSG00000109472,CPE,1060,-0.3290,1617,0.34209,1267,-0.0538,1119,-0.2987,1707,0.48738,1195,-0.1560
ENSG00000196104,SPOCK3,306,1.57606,140,0.22949,28,-2.3099,135,0.21813,36,-1.9331,176,0.68910
ENSG00000129116,PALLD,36,1.08094,11,-0.8332,5,-1.9629,16,-0.2797,21,0.21660,29,0.78654
ENSG00000145439,CBR4,48,1.35677,22,0.06325,24,0.18205,14,-0.7946,16,-0.5081,22,0.05231
ENSG00000154447,SH3RF1,4,-2.8139,32,0.10713,31,0.09226,35,0.34035,27,-0.1483,34,0.24337
ENSG00000137601,NEK1,35,0.84072,10,-1.0970,14,-0.6438,25,0.39593,16,-0.4550,24,0.25009
ENSG00000109572,CLCN3,125,0.31171,57,-0.9161,125,0.35149,133,0.53287,66,-0.7403,84,-0.3412
ENSG00000056050,HPF1,47,-0.1487,42,-0.3090,55,0.10006,61,0.33658,48,-0.1309,45,-0.2208
ENSG00000198948,MFAP3L,39,0.61779,26,-0.0441,22,-0.3277,16,-0.8897,27,0.02653,41,0.77306
ENSG00000164104,HMGB2,27,0.66683,24,0.46704,9,-1.1340,12,-0.6690,15,-0.2868,30,0.97961
ENSG00000164105,SAP30,14,-0.0811,4,-2.0086,20,0.49041,14,-0.1211,13,-0.3301,21,0.54520
ENSG00000164106,SCRG1,124,-0.0785,104,-0.3553,51,-1.5295,72,-1.0817,178,0.57089,267,1.40727
ENSG00000145451,GLRA3,2,-2.9434,9,-1.0528,39,1.57903,20,0.24299,14,-0.4324,9,-1.1089
ENSG00000150625,GPM6A,992,-0.8542,2962,0.89120,2094,0.35463,1902,0.20235,1540,-0.1936,1001,-0.9101
ENSG00000150627,WDR17,12,-1.4993,29,-0.1750,55,1.02419,37,0.30622,36,0.22505,8,-2.0713
ENSG00000129128,SPCS3,18,-1.5703,63,0.29317,81,0.79931,48,-0.1721,51,-0.0350,44,-0.3162
ENSG00000218336,TENM3,64,0.51244,78,0.84127,50,0.11649,59,0.51097,17,-1.6516,29,-0.7776
ENSG00000129187,DCTD,73,1.18340,32,-0.1535,48,0.55293,27,-0.5209,26,-0.5273,28,-0.3807
ENSG00000168556,ING2,26,0.69002,19,0.20480,15,-0.1710,20,0.33797,9,-0.9930,16,-0.1085
ENSG00000168538,TRAPPC11,25,0.22863,19,-0.2038,33,0.73817,22,0.02232,16,-0.5476,16,-0.4850
ENSG00000173320,STOX2,54,-0.2022,147,1.45825,62,-0.0051,60,-0.0546,38,-0.7959,49,-0.3964
ENSG00000151726,ACSL1,16,-0.5880,46,1.10384,16,-0.5998,11,-1.3056,13,-0.9264,52,1.56354
ENSG00000151729,SLC25A4,133,-1.1060,160,-0.8249,427,0.83852,414,0.91595,172,-0.7803,133,-1.1879
ENSG00000164323,CFAP97,14,-0.9815,51,0.99984,20,-0.5179,25,-0.1630,23,-0.2921,37,0.55641
ENSG00000109762,SNX25,34,0.90833,16,-0.3022,25,0.47482,24,0.48347,13,-0.6797,7,-1.6715
ENSG00000109775,UFSP2,27,0.54537,20,0.06094,26,0.53753,17,-0.1974,11,-0.9062,19,0.00034
ENSG00000154556,SORBS2,53,-0.5705,51,-0.6203,113,0.72869,102,0.61218,43,-0.9311,57,-0.4736
ENSG00000109794,FAM149A,2,-2.5977,12,-0.4610,17,0.05827,22,0.62805,19,0.34077,12,-0.4300
ENSG00000109536,FRG1,89,0.58083,66,0.10086,67,0.13767,60,-0.0545,47,-0.4771,59,-0.0808
ENSG00000164366,CCDC127,5,-2.2298,32,0.43910,43,1.07793,21,-0.2377,21,-0.2302,18,-0.4506
ENSG00000073578,SDHA,97,-0.0393,83,-0.2799,130,0.49301,120,0.38148,74,-0.5051,73,-0.5294
ENSG00000249915,PDCD6,83,-0.6008,102,-0.2815,188,0.81791,135,0.21504,108,-0.2086,77,-0.7587
ENSG00000180104,EXOC3,25,-0.8857,36,-0.3047,47,0.11616,54,0.41516,44,0.00694,40,-0.1822
ENSG00000225138,SLC9A3-AS1,10,-0.4685,13,0.00227,14,0.11623,18,0.65137,10,-0.5117,10,-0.4259
ENSG00000171368,TPPP,244,-0.0338,573,1.39423,219,-0.2318,207,-0.3584,161,-0.7462,275,0.17413
ENSG00000028310,BRD9,17,-1.0197,40,0.33389,37,0.19569,34,0.09193,27,-0.3454,37,0.20375
ENSG00000049656,CLPTM1L,67,-0.0104,75,0.17730,101,0.75736,76,0.25423,46,-0.6322,37,-0.9905
ENSG00000153395,LPCAT1,19,-1.1455,29,-0.4632,57,0.66975,46,0.31421,37,-0.1059,30,-0.4633
ENSG00000171421,MRPL36,50,0.18685,30,-0.6092,54,0.35989,38,-0.2943,53,0.32565,39,-0.1970
ENSG00000145494,NDUFS6,163,-0.5716,228,-0.0471,252,0.12491,262,0.22219,258,0.16378,194,-0.3323
ENSG00000164151,ICE1,17,-1.0036,69,1.20742,36,0.15490,34,0.06314,22,-0.7146,30,-0.1610
ENSG00000133398,MED10,28,-1.0660,78,0.52059,93,0.93390,50,-0.2412,45,-0.3879,45,-0.3908
ENSG00000215218,UBE2QL1,107,0.00651,105,-0.0303,185,1.04621,111,0.08366,73,-0.6353,56,-1.0745
ENSG00000145545,SRD5A1,9,-1.8272,38,0.31582,46,0.73970,36,0.27598,27,-0.2601,21,-0.6710
ENSG00000112941,TENT4A,2,-2.8360,36,1.40743,23,0.78477,13,-0.2801,12,-0.4305,10,-0.6750
ENSG00000078295,ADCY2,200,1.25525,85,-0.1615,61,-0.7417,121,0.51212,66,-0.5916,68,-0.5604
ENSG00000215217,C5orf49,7,-1.1309,14,-0.0209,12,-0.3162,19,0.56348,10,-0.5757,18,0.41724
ENSG00000124275,MTRR,6,-1.3734,13,-0.2552,20,0.45851,16,0.11170,12,-0.3667,18,0.31219
ENSG00000247516,MIR4458HG,49,0.54637,11,-1.6950,22,-0.7752,36,0.04450,36,0.06185,50,0.66477
ENSG00000112902,SEMA5A,4,-2.5458,44,1.10789,12,-1.0557,20,-0.1728,21,-0.1071,36,0.86852
ENSG00000150753,CCT5,131,0.07213,99,-0.3788,204,0.90768,146,0.30328,83,-0.7076,71,-0.9508
ENSG00000164237,CMBL,63,1.07333,26,-0.3875,30,-0.1533,37,0.25090,23,-0.6234,28,-0.2879
ENSG00000145495,MARCH6,176,0.00956,260,0.63931,210,0.32770,186,0.11326,130,-0.5054,127,-0.5501
ENSG00000164236,ANKRD33B,0,-4.9752,35,1.03772,30,0.90546,22,0.39910,11,-0.7781,9,-1.2218
ENSG00000112977,DAP,26,-0.5978,23,-0.7899,33,-0.2101,32,-0.3138,50,0.52403,52,0.57160
ENSG00000169862,CTNND2,187,-0.3937,404,0.84292,207,-0.2651,232,-0.0778,242,0.00582,234,-0.0517
ENSG00000038382,TRIO,69,0.01760,41,-0.7999,100,0.71195,99,0.80558,45,-0.6863,26,-1.5701
ENSG00000154122,ANKH,65,-0.4566,120,0.52915,101,0.27557,94,0.15868,60,-0.6176,82,-0.0931
ENSG00000173545,ZNF622,7,-1.9970,23,-0.3094,39,0.57362,29,0.06762,26,-0.1458,31,0.19666
ENSG00000154153,RETREG1,51,-0.0740,156,1.82405,59,0.15387,29,-1.0845,18,-1.7309,71,0.51111
ENSG00000145555,MYO10,44,-0.5518,72,0.22953,22,-1.6914,23,-1.7347,69,0.19139,160,1.95700
ENSG00000176788,BASP1,665,-0.5613,2040,1.27163,1380,0.68456,832,-0.2630,640,-0.6773,623,-0.7212
ENSG00000248455,LINC02217,11,-1.6967,96,1.73266,36,0.03553,17,-1.2888,33,-0.0869,44,0.41886
ENSG00000145526,CDH18,25,-0.0651,33,0.39381,54,1.43393,24,-0.1634,12,-1.2757,12,-1.2296
ENSG00000286961,AC091938.1,2,-3.4943,1,-4.2300,41,0.97145,29,0.34361,39,0.87983,9,-1.5674
ENSG00000040731,CDH10,20,-0.5603,62,1.29806,43,0.76744,29,0.01111,16,-0.8935,13,-1.2849
ENSG00000113360,DROSHA,29,0.43302,29,0.45655,25,0.20266,17,-0.4634,21,-0.0863,21,-0.1193
ENSG00000082213,C5orf22,18,-0.0376,28,0.63747,30,0.86809,17,-0.1410,13,-0.5805,10,-0.9232
ENSG00000133401,PDZD2,27,-0.3944,26,-0.4415,29,-0.3253,41,0.31604,45,0.46036,30,-0.2477
ENSG00000113384,GOLPH3,48,0.05312,59,0.37964,52,0.19552,53,0.24621,30,-0.7171,41,-0.2107
ENSG00000150712,MTMR12,16,-0.6702,11,-1.2233,48,1.28806,26,0.14234,19,-0.4234,15,-0.8004
ENSG00000056097,ZFR,133,0.38365,102,-0.0394,102,-0.0466,105,-0.0026,104,-0.0204,96,-0.1507
ENSG00000113387,SUB1,280,-0.6451,423,-0.0037,602,0.64425,460,0.16441,399,-0.1062,290,-0.6454
ENSG00000113407,TARS,62,1.03743,17,-1.0026,37,0.23120,34,0.05236,26,-0.4174,27,-0.3028
ENSG00000113456,RAD1,7,-1.4523,18,0.06114,17,-0.0274,23,0.51794,21,0.32623,12,-0.6506
ENSG00000113460,BRIX1,36,0.73765,12,-0.9894,23,0.04297,25,0.15745,20,-0.2459,21,-0.1164
ENSG00000168724,DNAJC21,82,1.41528,13,-1.4563,36,0.05900,32,-0.1444,17,-1.1451,43,0.35799
ENSG00000164187,LMBRD2,97,0.21337,152,0.95167,119,0.62726,94,0.20062,43,-1.1136,39,-1.2730
ENSG00000152620,NADK2,82,1.07024,49,0.22221,38,-0.1757,32,-0.5610,36,-0.2809,47,0.17275
ENSG00000079215,SLC1A3,260,-0.3145,274,-0.2329,86,-2.1027,190,-0.9458,804,1.93626,306,-0.0629
ENSG00000285967,NIPBL-DT,25,0.03087,38,0.69259,18,-0.4639,17,-0.6902,18,-0.4643,41,0.96208
ENSG00000164190,NIPBL,58,1.15016,47,0.79181,16,-1.0124,16,-1.0550,26,-0.1987,41,0.63426
ENSG00000197603,CPLANE1,33,0.67386,37,0.86616,13,-0.7846,18,-0.3631,15,-0.5944,29,0.50658
ENSG00000082068,WDR70,13,-0.3149,33,1.18827,17,0.07589,16,0.01386,6,-1.5248,18,0.20486
ENSG00000113594,LIFR,24,-0.7079,29,-0.4069,25,-0.6656,30,-0.4143,44,0.30213,65,1.04680
ENSG00000164327,RICTOR,22,0.16903,29,0.59927,14,-0.6025,20,0.04373,12,-0.8026,27,0.56885
ENSG00000113638,TTC33,34,-0.1641,42,0.17230,38,-0.0047,55,0.81700,22,-0.8580,27,-0.5927
ENSG00000132356,PRKAA1,10,-0.6639,13,-0.2871,16,0.09228,17,0.19689,9,-0.7813,22,0.64774
ENSG00000145592,RPL37,2277,0.28138,1477,-0.4031,953,-1.1559,1255,-0.7802,2227,0.27510,3568,1.20982
ENSG00000182836,PLCXD3,28,-0.3656,51,0.61939,12,-1.7406,84,2.32316,10,-2.0261,5,-2.9284
ENSG00000083720,OXCT1,149,0.31599,154,0.36854,166,0.55198,132,0.14866,98,-0.3834,60,-1.1676
ENSG00000250722,SELENOP,212,0.66773,93,-0.6384,17,-3.2728,17,-3.4046,50,-1.6556,526,3.25737
ENSG00000172262,ZNF131,54,1.77379,10,-0.9040,25,0.48039,17,-0.2167,9,-1.0943,12,-0.7104
ENSG00000177453,NIM1K,0,-4.0009,16,0.45493,16,0.57266,16,0.59181,9,-0.4412,8,-0.6627
ENSG00000112972,HMGCS1,202,0.22725,175,-0.0022,286,0.92033,168,-0.0836,136,-0.4365,102,-0.9070
ENSG00000172239,PAIP1,48,-0.4581,57,-0.1974,83,0.45640,65,0.02752,46,-0.5515,74,0.25920
ENSG00000248092,NNT-AS1,27,-0.0593,25,-0.1530,16,-0.8931,28,0.01472,31,0.18350,38,0.56015
ENSG00000112992,NNT,57,-0.0574,85,0.58473,66,0.19289,60,0.03453,55,-0.1324,43,-0.5310
ENSG00000251141,MRPS30-DT,28,1.08856,14,-0.0026,20,0.58792,10,-0.6782,14,-0.0646,9,-0.7267
ENSG00000112996,MRPS30,41,0.43137,14,-1.1766,52,0.96744,33,0.08954,21,-0.6655,22,-0.6007
ENSG00000164588,HCN1,69,0.69878,33,-0.4579,65,0.69154,73,1.09981,13,-1.9016,6,-3.0205
ENSG00000151883,PARP8,30,0.77712,20,0.15527,29,0.85269,20,0.18724,10,-0.9458,6,-1.6890
ENSG00000164172,MOCS2,172,0.85861,74,-0.5048,126,0.38891,100,-0.0254,93,-0.1622,67,-0.6997
ENSG00000164258,NDUFS4,77,-0.3444,62,-0.6851,102,0.08804,114,0.34401,110,0.23605,78,-0.3616
ENSG00000185305,ARL15,3,-2.5794,16,-0.1016,25,0.62028,24,0.69837,12,-0.5810,13,-0.4971
ENSG00000067248,DHX29,54,1.26294,22,-0.2007,26,0.06565,19,-0.5069,19,-0.4488,26,0.06789
ENSG00000039123,MTREX,44,0.40353,21,-0.7232,44,0.43017,35,0.02170,25,-0.5312,35,0.04625
ENSG00000067113,PLPP1,16,-1.2721,31,-0.3318,42,0.16067,33,-0.3033,33,-0.2685,63,0.93958
ENSG00000134352,IL6ST,182,0.83720,97,-0.1851,64,-0.8814,109,0.00106,97,-0.1972,135,0.38319
ENSG00000062194,GPBP1,100,0.56783,81,0.23122,65,-0.1498,64,-0.1764,55,-0.4310,81,0.24378
ENSG00000145632,PLK2,12,-2.5544,52,-0.4322,127,1.19437,100,0.80974,46,-0.6527,21,-1.8866
ENSG00000152932,RAB3C,289,0.78448,278,0.71973,242,0.54950,192,0.14218,101,-0.9506,69,-1.5527
ENSG00000113448,PDE4D,30,0.64432,22,0.14217,22,0.12222,28,0.64427,9,-1.2718,13,-0.7476
ENSG00000164182,NDUFAF2,53,-0.3763,57,-0.2588,83,0.38517,70,0.07430,64,-0.0877,63,-0.1136
ENSG00000188725,SMIM15,60,1.61778,17,-0.4183,18,-0.3658,10,-1.3748,16,-0.5951,37,0.90536
ENSG00000130449,ZSWIM6,6,-1.9564,33,0.69246,19,-0.2031,18,-0.3783,15,-0.6060,39,1.10003
ENSG00000068796,KIF2A,54,0.41842,29,-0.5215,56,0.57150,39,-0.0832,21,-1.0795,48,0.27706
ENSG00000086189,DIMT1,10,-0.9513,19,0.00977,24,0.48983,14,-0.4936,22,0.31501,20,0.12088
ENSG00000086200,IPO11,32,0.98056,14,-0.2966,33,1.23533,10,-0.9507,11,-0.7994,13,-0.4404
ENSG00000153006,SREK1IP1,49,0.17396,60,0.50246,41,-0.1082,34,-0.4749,31,-0.5739,63,0.67026
ENSG00000153015,CWC27,9,-1.7196,19,-0.6740,28,-0.0846,31,0.09780,35,0.28286,39,0.49982
ENSG00000113595,TRIM23,53,-0.1890,87,0.59836,86,0.66196,68,0.24686,28,-1.2570,44,-0.5134
ENSG00000113597,TRAPPC13,34,0.25513,47,0.77588,34,0.28676,28,-0.1228,19,-0.6861,25,-0.2615
ENSG00000197860,SGTB,129,0.68748,91,0.11374,114,0.54222,92,0.17750,67,-0.3932,35,-1.4206
ENSG00000123213,NLN,18,0.23565,17,0.18955,11,-0.5132,18,0.30789,12,-0.4121,17,0.14661
ENSG00000112851,ERBIN,35,-0.6402,55,0.06632,25,-1.2214,28,-1.1245,54,0.02774,124,1.74252
ENSG00000153914,SREK1,57,0.77664,87,1.50878,24,-0.6161,25,-0.6260,19,-1.0185,41,0.26939
ENSG00000069020,MAST4,34,0.14208,48,0.67588,30,-0.0875,34,0.15149,26,-0.3001,25,-0.4137
ENSG00000145675,PIK3R1,136,0.12938,252,1.15317,167,0.52083,100,-0.4344,97,-0.4468,83,-0.7002
ENSG00000145740,SLC30A5,45,1.29928,20,0.00891,27,0.48281,17,-0.3043,10,-1.1925,17,-0.3038
ENSG00000134056,MRPS36,84,0.20619,50,-0.5957,89,0.33037,85,0.28796,84,0.22879,39,-1.0744
ENSG00000134058,CDK7,28,0.86468,5,-1.6283,29,1.06637,17,0.14773,15,-0.1670,3,-2.4795
ENSG00000085231,AK6,53,0.28540,52,0.26391,52,0.29458,41,-0.1340,45,0.04046,31,-0.5819
ENSG00000273841,TAF9,119,0.49883,96,0.15823,125,0.65573,104,0.35155,49,-0.9515,43,-1.1715
ENSG00000152942,RAD17,30,0.82737,10,-0.8437,25,0.60568,19,0.10157,10,-1.0073,15,-0.2509
ENSG00000145734,BDP1,80,0.82832,95,1.12692,28,-0.8891,35,-0.5851,33,-0.6074,62,0.47163
ENSG00000131844,MCCC2,0,-4.2971,19,0.61266,11,-0.2777,16,0.46124,13,-0.0244,13,0.05544
ENSG00000164326,CARTPT,17,-1.5860,1,-4.9312,192,3.38945,35,-0.6326,12,-2.2052,6,-3.1651
ENSG00000131711,MAP1B,1407,-0.2544,5026,1.93168,1620,-0.0362,1521,-0.1637,831,-1.1441,1148,-0.6213
ENSG00000113048,MRPS27,14,-1.2448,48,0.70893,47,0.76518,20,-0.7895,39,0.42064,23,-0.4810
ENSG00000083312,TNPO1,14,-1.4599,25,-0.6149,29,-0.4166,47,0.45032,29,-0.4532,59,0.82504
ENSG00000145741,BTF3,268,0.46610,113,-0.8856,204,0.02911,186,-0.1432,170,-0.2842,259,0.46423
ENSG00000164331,ANKRA2,17,0.14073,9,-0.7932,22,0.69785,14,-0.1156,11,-0.5700,16,0.11402
ENSG00000171617,ENC1,478,-1.4987,873,-0.5883,2950,1.71238,1499,0.33581,794,-0.7955,331,-2.1607
ENSG00000049860,HEXB,79,1.21633,22,-0.8223,48,0.43276,38,0.03474,22,-0.8557,29,-0.4454
ENSG00000164347,GFM2,3,-2.6387,38,0.88857,28,0.44015,24,0.19444,15,-0.6412,21,-0.1038
ENSG00000164346,NSA2,472,1.74949,91,-0.9619,161,-0.0932,117,-0.7016,135,-0.3985,183,0.12900
ENSG00000198780,FAM169A,50,0.09034,55,0.24356,53,0.21714,54,0.25608,31,-0.7259,43,-0.1706
ENSG00000113161,HMGCR,40,-1.2604,89,-0.0464,195,1.50478,109,0.35479,44,-1.1984,36,-1.5072
ENSG00000113163,CERT1,76,0.45941,55,-0.0514,78,0.56913,67,0.31886,42,-0.5387,29,-1.1363
ENSG00000122008,POLK,11,-0.1383,5,-1.2587,13,0.08688,7,-1.0383,7,-0.9332,30,1.74573
ENSG00000145708,CRHBP,1300,5.17175,28,-2.5107,20,-3.1598,78,-1.1850,9,-4.2327,18,-3.2767
