cluster_sn,cluster_xenium,n_genes,cor,p_value,n_genes_p01,cor_p01,p_value_p01,cluster_match,FDR,FDR_p01
Astro.2,Vasc.PC,186,0.1358904186228664,0.0644431832192932,74,0.13015920029618658,0.26838126240195187,FALSE,0.26870713580607813,0.66529989216271
Astro.2,Vasc.VLMC,168,0.10424881429026986,0.17851279690651636,67,0.13432835820895525,0.27775316548652423,FALSE,0.46966350894539044,0.6752052541699257
Astro.2,Excit.L2,188,0.08906696140738694,0.22395645246184187,75,0.09997155049786627,0.39263934800704736,FALSE,0.5225650557442977,0.7621020678331232
Astro.2,Excit.L2_5.1,180,0.049242260563597644,0.5111777233045014,70,0.04333829061324468,0.7210934029849184,FALSE,0.7789053699428748,0.9234621128718656
Astro.2,Excit.L2_5.2,181,0.029235221500414868,0.6957688053540766,71,-0.014319248826291077,0.9055195320146238,FALSE,0.8753953923572532,0.9862426188189516
Astro.2,Excit.L5.1,179,-5.335509384219447e-4,0.994349640023595,69,-0.014468396054073804,0.9059384873240154,FALSE,0.9969390922111566,0.9862426188189516
Astro.2,Excit.L5.2,165,0.12273127988673098,0.11624298251502353,61,0.07741935483870967,0.5522145319505899,FALSE,0.3803417699854169,0.8385986258320596
Astro.2,Excit.L6_CT,161,0.14454796411318152,0.06737769219118701,59,0.08322618351841031,0.5298823641633633,FALSE,0.27393249917827367,0.8343781452600566
Astro.2,Excit.L6b,165,-0.029262949803649196,0.7087848138643182,63,-0.07032450076804915,0.5830347192691887,FALSE,0.8824661293736283,0.8565477216070342
Astro.2,Inhib.Pax6,154,-0.02539737302545652,0.7542845952409177,56,0.07218045112781954,0.5961040251316085,FALSE,0.906554326226077,0.8666375814007
Astro.2,Inhib.Lamp5_Lhx6,182,0.06278595962501406,0.3994228721357078,70,-0.048272242148543434,0.6908577570635742,FALSE,0.6968782738923603,0.9086811439965599
Astro.2,Inhib.Pvalb,181,0.12652743205229391,0.08963617590678898,70,0.0778409587962558,0.5209824404874327,FALSE,0.3247210336758977,0.8302987046312085
Astro.2,Inhib.Vip,185,0.13985444069595546,0.05766205539679928,74,0.12681229174379857,0.2809633048057926,FALSE,0.2532306995562858,0.6784383904381776
Astro.2,Inhib.Chandelier,153,0.11228271212791337,0.16684705160516095,61,0.09587519830777365,0.4613380006800427,FALSE,0.4502531415980395,0.8071690254793182
Astro.2,Inhib.Sst,172,-0.03525752140803682,0.6457985504040469,64,0.009844322344322344,0.9384246144179264,FALSE,0.8562872931692366,0.9929297208962766
Astro.3,Astro.1,220,0.21732755560313982,0.0012068323466234972,62,0.3274911233663217,0.009655360040529672,FALSE,0.0170028813698536,0.10088497687207638
Astro.3,Astro.2,222,0.2789465804501415,2.669298517741441e-5,63,0.3759120583717358,0.002551156457697231,FALSE,0.0012845999116630686,0.050040958870574866
Astro.3,Astro.3,171,0.3413636690906473,5.6012047520596406e-6,43,0.5069465418302628,6.168548482557564e-4,TRUE,5.173085180939166e-4,0.021128129247236078
Astro.3,Astro.4,214,0.22635679322621227,8.758181226884064e-4,59,0.3627118644067797,0.004986653493075015,FALSE,0.014395592110694256,0.06798876347875447
Astro.3,Astro.5,223,0.24705122322835324,2.0279257368597907e-4,63,0.24755184331797234,0.05069516837518388,FALSE,0.005091857013202301,0.26747757560560986
Astro.3,Macro,119,0.156530408773679,0.08912643809741604,27,-0.009157509157509156,0.9647886114428791,FALSE,0.3247210336758977,0.9951670090841064
Astro.3,Micro.2,217,0.289664923876229,1.5824049989491367e-5,60,0.29636010002778557,0.021837972264060094,FALSE,8.703227494220252e-4,0.1636755375596509
Astro.3,Micro.3,120,0.3333842627960274,2.1511556062259418e-4,30,0.49855394883203563,0.005572335344527136,FALSE,0.005176218177481173,0.07304114990971658
Astro.3,Micro.5,217,0.26115432855592663,1.0466728311239729e-4,60,0.3023061961656016,0.019237496542279315,FALSE,0.00326731654040051,0.1493577856546408
Astro.3,OPC.2,219,0.28172335393649967,2.5077697451756e-5,62,0.5769434161819144,1.5036361756552672e-6,FALSE,0.0012593365459468776,0.0015640764843503278
Astro.3,OPC.4,178,0.15279771131649306,0.041816467729373245,50,0.3395438175270108,0.016265347405825796,FALSE,0.2012298603338588,0.13674847894023398
Astro.3,OPC.5,220,0.24319210201563143,2.8214737883408894e-4,62,0.4975699428369973,4.906188468170904e-5,FALSE,0.006517604451067455,0.006094576341572301
Astro.3,Oligo.1,214,0.1784186536301049,0.008977977834893883,63,0.15149769585253456,0.23528203366846986,FALSE,0.07304490454363431,0.6203898906635597
Astro.3,Oligo.2,208,0.1733356269969542,0.01237127509893923,62,0.07259953161592506,0.5740664425457135,FALSE,0.08959242921139207,0.8489501094789784
Astro.3,Oligo.3,224,0.3332126841768098,3.876703322375449e-7,64,0.37124542124542126,0.002683168660948357,FALSE,1.4925307791145478e-4,0.050040958870574866
Astro.3,Oligo.4,224,0.001990177236814008,0.9763575529740667,64,-0.16117216117216115,0.20275398500928554,FALSE,0.9950308319466985,0.5853356145417533
Astro.3,Oligo.5,181,0.021640054236739318,0.7722569925189067,57,0.04161265232045632,0.7580180652970673,FALSE,0.9157667621759109,0.9369234925166757
Astro.3,Vasc.Endo,223,0.25029109025745794,1.6624213524779914e-4,63,0.4033218125960062,0.001143823547727442,FALSE,0.004683162590517268,0.03653699218169372
Astro.3,Vasc.PC,220,0.10716149281822127,0.1129284157137517,62,0.1740323839742137,0.17571093111784397,FALSE,0.37565121540446955,0.5338174483417107
Astro.3,Vasc.VLMC,190,0.14878295214475978,0.04057077709675126,53,0.4252539912917271,0.0016469739301820142,FALSE,0.19855613367265978,0.043840877474845046
Astro.3,Excit.L2,223,0.06545310525131152,0.33030167924841214,63,0.12533602150537634,0.32682991829469993,FALSE,0.6379572567423345,0.7146599003284633
Astro.3,Excit.L2_5.1,211,-0.052260446340746794,0.4498586778493738,59,-0.30864991233196964,0.01773287257389811,FALSE,0.7277125671092811,0.14366196766389916
Astro.3,Excit.L2_5.2,211,0.005309078831389482,0.938847804633494,59,0.0021624780829924027,0.9871654245620416,FALSE,0.9875858054204787,0.9987267550761455
Astro.3,Excit.L5.1,209,-0.07790104632209895,0.26198767553061797,58,-0.24716232427943036,0.061626871807926656,FALSE,0.5677218859997444,0.30621707858338665
Astro.3,Excit.L5.2,190,0.1506392508321414,0.03811056330439078,52,0.25467429352002047,0.06865784363052997,FALSE,0.18973146817487652,0.3308597809436746
Astro.3,Excit.L6_CT,186,0.04920998279632055,0.5044158787902168,50,-0.0050420168067226885,0.9724380743680967,FALSE,0.7722751748939641,0.996408874900878
Astro.3,Excit.L6b,192,0.07599422184846595,0.29451865682055456,55,0.04567099567099567,0.7399426989355785,FALSE,0.6091546168709573,0.9335129415160409
Astro.3,Inhib.Pax6,173,0.034241717694721674,0.6543907984823704,45,0.09538866930171276,0.5318734543108505,FALSE,0.8562872931692366,0.834779715602645
Astro.3,Inhib.Lamp5_Lhx6,210,0.03256633613331044,0.638636363334614,60,-0.07029730480689082,0.5926351866241382,FALSE,0.8550335924065449,0.8662655967814481
Astro.3,Inhib.Pvalb,209,0.07007203322992797,0.31309382835648725,57,-0.01633393829401089,0.9038879052968631,FALSE,0.6234885719857635,0.9862426188189516
Astro.3,Inhib.Vip,216,0.05614022553257361,0.41137551444954873,61,0.13818085668958222,0.28742826351817735,FALSE,0.7070516654601618,0.6815908785355168
Astro.3,Inhib.Chandelier,174,0.013151855121159486,0.8631183356525228,44,0.008738548273431995,0.9552733847027856,FALSE,0.9441640776927565,0.9937136084671272
Astro.3,Inhib.Sst,199,-0.013575453022689202,0.8489414133467428,54,-0.024509243377167905,0.8600956535814526,FALSE,0.9428147427072,0.9780524954762826
Astro.4,Astro.1,169,0.14311570782159017,0.06346512165669331,26,0.2943589743589743,0.1442049625356152,FALSE,0.265587737367684,0.47557860800831214
Astro.4,Astro.2,169,0.07424792402167966,0.337014043507937,26,0.01675213675213675,0.9360962171906011,FALSE,0.6444556626683233,0.9927342207766261
Astro.4,Astro.3,133,0.19056120627212533,0.028152835141127843,21,0.2844155844155844,0.21074821403868343,FALSE,0.15194637657945168,0.5886771259387116
Astro.4,Astro.4,166,0.21633884476392232,0.005198268284819378,26,0.1822222222222222,0.3712914450523728,TRUE,0.050881354821749,0.7412568492295586
Astro.4,Astro.5,170,0.04925837043007799,0.5231646973075647,26,0.06940170940170938,0.7355962915216039,FALSE,0.7888449417627117,0.9321252045632219
Astro.4,Macro,95,0.1133538633818589,0.27354888653333426,20,0.07669172932330827,0.7479292041495925,FALSE,0.5807885366654431,0.9338982306120621
Astro.4,Micro.2,166,-0.04301539309114521,0.581764945227569,26,0.11726495726495725,0.5668672022433714,FALSE,0.8287365621886966,0.8484036574405478
Astro.4,Micro.3,89,0.14058563159686757,0.188475872947686,16,0.24411764705882352,0.36091798059070396,FALSE,0.4835424405769366,0.7376714850098849
Astro.4,Micro.5,166,-0.012906060824681416,0.8687891862002076,26,-3.418803418803418e-4,1,FALSE,0.9466523679823017,1
Astro.4,OPC.2,167,-0.01037340121821761,0.8940519333593969,26,0.08239316239316238,0.6881542284377028,FALSE,0.962946702180319,0.9086811439965599
Astro.4,OPC.4,135,0.08751829089844894,0.3123896640299549,20,0.21203007518796993,0.36782905809227306,FALSE,0.6234885719857635,0.7386653553544611
Astro.4,OPC.5,168,-0.020578454249573556,0.7909872299879503,26,0.029059829059829057,0.8884035630999574,FALSE,0.9265621203205707,0.9843758013337486
Astro.4,Oligo.1,162,-0.03993304740170571,0.6135358039716385,26,-0.15965811965811963,0.4342097098747198,FALSE,0.8450233429930453,0.7842572869337843
Astro.4,Oligo.2,158,-0.0092932476774487,0.9076494518831587,25,0.19153846153846155,0.3573919748896231,FALSE,0.9679917977147261,0.7346484016563853
Astro.4,Oligo.3,171,-0.01706386348909209,0.8245196447962233,26,-0.058461538461538454,0.776316329185549,FALSE,0.9320784136311613,0.9402368067522076
Astro.4,Oligo.4,170,-0.11325407148222107,0.14131790166177588,26,-0.1938461538461538,0.341106773976277,FALSE,0.4191904906298413,0.7258355488485936
Astro.4,Oligo.5,134,-0.045050437037868304,0.6048154599489695,20,-0.24812030075187969,0.29019432753390517,FALSE,0.8406279858496507,0.6815908785355168
Astro.4,Vasc.Endo,171,-0.013288693690450479,0.8629090899609978,26,0.11042735042735041,0.5898680620231549,FALSE,0.9441640776927565,0.8643151944192493
Astro.4,Vasc.PC,168,-0.056587585606470925,0.46587901778525154,26,0.031794871794871796,0.8778514754440104,FALSE,0.7384378714792943,0.9824203699163201
Astro.4,Vasc.VLMC,151,0.01983966538863716,0.8087352401332868,24,0.1408695652173913,0.5098163490611766,FALSE,0.9302310229507218,0.8225920628271786
Astro.4,Excit.L2,171,0.049814001487988105,0.5172409294842272,26,-0.034529914529914524,0.8673200549333436,FALSE,0.7829793886687842,0.9780524954762826
Astro.4,Excit.L2_5.1,161,0.040444559466298595,0.6101191358653998,25,0.07076923076923078,0.7361954880405411,FALSE,0.8439372478138164,0.9321252045632219
Astro.4,Excit.L2_5.2,163,-0.16170105463835827,0.03928947328303614,25,-0.1753846153846154,0.3999938811348935,FALSE,0.19392881043549892,0.7657417108027584
Astro.4,Excit.L5.1,159,-0.035559469787437306,0.6559948166291754,24,0.00608695652173913,0.9789123587162916,FALSE,0.8562872931692366,0.9967431849224171
Astro.4,Excit.L5.2,146,-0.014967271745731833,0.8575409978732318,22,0.047995482778091465,0.8324845584946289,FALSE,0.9441640776927565,0.9685152801193799
Astro.4,Excit.L6_CT,140,-0.09710262185388469,0.25339634061637717,21,-0.24155844155844158,0.2901102797639497,FALSE,0.5532566605140182,0.6815908785355168
Astro.4,Excit.L6b,145,-0.1735356636750118,0.036964281646400546,23,-0.34288537549407117,0.1096215794427244,FALSE,0.1864355690025879,0.411230607530084
Astro.4,Inhib.Pax6,136,-0.04349029149372644,0.6147334361934585,20,-0.4616541353383459,0.04198753788322931,FALSE,0.8450233429930453,0.24837072673783261
Astro.4,Inhib.Lamp5_Lhx6,160,-0.08729930856674088,0.2720207898521916,24,-0.2643478260869565,0.21112483369184779,FALSE,0.5800054536506487,0.5886771259387116
Astro.4,Inhib.Pvalb,159,-0.12250716503463101,0.12387733167435401,25,-0.2423076923076923,0.24212683275696323,FALSE,0.39307230242823865,0.6280691392628419
Astro.4,Inhib.Vip,165,-0.08284935751876688,0.28975522717602753,25,-0.1630769230769231,0.4343137115995289,FALSE,0.6051849681524626,0.7842572869337843
Astro.4,Inhib.Chandelier,134,0.029010336787241738,0.7390189858589145,20,-0.12330827067669173,0.603397298635618,FALSE,0.8970411684747566,0.8721009857777641
Astro.4,Inhib.Sst,150,-0.02994088626161163,0.7157714357337354,22,0.08865047995482778,0.6941649650565526,FALSE,0.8824661293736283,0.909269644958047
Astro.5,Astro.1,83,0.1499097435036312,0.17582849554201693,19,0.37894736842105264,0.11039206710224744,FALSE,0.4679306736198838,0.411230607530084
Astro.5,Astro.2,83,0.21401284580832036,0.05221029474252364,19,0.4789473684210526,0.03970562555056507,FALSE,0.23193419395236464,0.24130955692437114
Astro.5,Astro.3,71,0.3093561368209255,0.00890106934090416,12,0.6293706293706295,0.032394749720125744,FALSE,0.07304490454363431,0.21179725255614376
Astro.5,Astro.4,83,0.049053356282271934,0.6590607380098698,19,0.5105263157894737,0.027191564268123976,FALSE,0.8562872931692366,0.19240613197318104
Astro.5,Astro.5,83,0.11605306242391164,0.2954891153241111,19,0.32105263157894737,0.17995617283523271,TRUE,0.6091546168709573,0.5437594627832166
Astro.5,Macro,42,0.12389595656753909,0.43304251863466936,NA,NA,NA,FALSE,0.7155423591173722,NA
Astro.5,Micro.2,80,0.1908345053914674,0.08996600067211019,17,0.37500000000000006,0.13871681396718633,FALSE,0.3247210336758977,0.4679475350100278
Astro.5,Micro.3,46,0.37403638606228795,0.010861278688785624,NA,NA,NA,FALSE,0.0836318459036493,NA
Astro.5,Micro.5,80,0.16078293483356773,0.15397504032063683,17,0.3921568627450981,0.12048059903729978,FALSE,0.43233108223660255,0.4303428425677353
Astro.5,OPC.2,82,0.27549765457493935,0.012466761850054629,18,0.37874097007223945,0.12193108458884593,FALSE,0.08959242921139207,0.43138909041243595
Astro.5,OPC.4,76,0.10665755297334245,0.3583559732797851,16,0.35882352941176465,0.1726696196469234,FALSE,0.6600114641869075,0.5285861393809376
Astro.5,OPC.5,82,0.2740392464165606,0.012954511132036089,18,0.6243550051599587,0.006729930366174191,FALSE,0.09123451437501026,0.08010842287908167
Astro.5,Oligo.1,80,0.2306375996249414,0.039781118219795165,16,0.20882352941176469,0.4363220326232682,FALSE,0.1955199640164401,0.7842572869337843
Astro.5,Oligo.2,79,0.19152872444011687,0.09086272916120099,16,-0.032352941176470584,0.9084007148954913,FALSE,0.32693598810338675,0.9862426188189516
Astro.5,Oligo.3,83,0.2993577095839805,0.006149686978013175,19,0.6035087719298246,0.007302627962222749,FALSE,0.056372130631787434,0.08330957205882687
Astro.5,Oligo.4,83,0.04932622475966583,0.6572830624018312,19,-0.15964912280701754,0.5123593956471149,FALSE,0.8562872931692366,0.8234554533098393
Astro.5,Oligo.5,74,0.09971121806738244,0.3971456922324616,16,0.08823529411764705,0.746217806756849,FALSE,0.6950049614068078,0.9338982306120621
Astro.5,Vasc.Endo,83,0.1363712690483187,0.2184973753970336,19,0.0017543859649122807,0.9971250785367735,FALSE,0.5175488358615216,0.9998848370123079
Astro.5,Vasc.PC,82,0.19151946539545717,0.08480210550624345,18,-0.05263157894736842,0.8370418952003141,FALSE,0.31094105352289264,0.9697542371336282
Astro.5,Vasc.VLMC,76,0.2447026657552973,0.033384651801845765,16,0.2117647058823529,0.42973811038728377,FALSE,0.17291153735933568,0.7838071553697987
Astro.5,Excit.L2,83,-0.051005415389782115,0.6463858807688428,19,-0.07192982456140351,0.7701925648687349,FALSE,0.8562872931692366,0.9390133996981959
Astro.5,Excit.L2_5.1,81,0.02050587172538392,0.8555704801191052,18,-0.0629514963880289,0.805011739019859,FALSE,0.9441640776927565,0.9527144778915664
Astro.5,Excit.L2_5.2,80,-0.02726207219878106,0.8099504205815455,17,-0.3308823529411765,0.19440420720769766,FALSE,0.9302310229507218,0.5696596334541756
Astro.5,Excit.L5.1,82,-0.06180820844353022,0.5805005512519286,18,-0.19917440660474717,0.4265571751916579,FALSE,0.8287365621886966,0.7838071553697987
Astro.5,Excit.L5.2,76,0.2085850991114149,0.07067706865293423,16,0.27058823529411763,0.30968343652581704,FALSE,0.27918611351976796,0.7021116078351043
Astro.5,Excit.L6_CT,71,0.14507042253521124,0.2268495479452325,15,0.4357142857142856,0.10627700921973769,FALSE,0.5240895440392664,0.4055211478077363
Astro.5,Excit.L6b,73,0.088269776625941,0.4568671617181499,16,0.19705882352941176,0.46318549371966594,FALSE,0.7332585466657981,0.8078648704814142
Astro.5,Inhib.Pax6,69,0.12707343807088053,0.29736569621337205,13,0.14285714285714285,0.6428289427232019,FALSE,0.6091546168709573,0.8938840273190793
Astro.5,Inhib.Lamp5_Lhx6,83,0.14491415137903527,0.19079622453299153,19,0.0736842105263158,0.7646733529694035,FALSE,0.4843288776606708,0.9384414782604179
Astro.5,Inhib.Pvalb,81,0.022831978319783196,0.8393867512302737,17,-0.24754901960784317,0.33673358269464276,FALSE,0.9349003834821276,0.7218970010309381
Astro.5,Inhib.Vip,83,0.15595482977204983,0.15889315254486022,19,0.20526315789473687,0.39755920839883585,FALSE,0.44009973906310207,0.7649688342328362
Astro.5,Inhib.Chandelier,69,0.15900621118012426,0.19145406831857673,15,0.33928571428571425,0.21603905084283487,FALSE,0.4849330019911319,0.5886771259387116
Astro.5,Inhib.Sst,78,-0.15024216290039072,0.18881181013004192,15,-0.27499999999999997,0.3202774135700482,FALSE,0.4835424405769366,0.7132589611609603
Macro,Astro.1,77,0.06375203743624797,0.5810095247030513,28,0.004378762999452654,0.9833423253207457,FALSE,0.8287365621886966,0.9985289794034317
Macro,Astro.2,80,0.15553211439287387,0.1680093682046626,28,0.008757525998905308,0.9655819714553329,FALSE,0.45128097738694256,0.9951670090841064
Macro,Astro.3,45,0.2638998682476943,0.08000602597947948,13,0.2087912087912088,0.49348613724357504,FALSE,0.301983529432349,0.8209308489494117
Macro,Astro.4,74,0.15444650129581636,0.18848141602671725,25,0.017692307692307695,0.9340321462960556,FALSE,0.4835424405769366,0.9927342207766261
Macro,Astro.5,80,0.21296296296296297,0.05802462914920341,28,0.11439518336070059,0.560685741372024,FALSE,0.25385775252776493,0.8475067644665333
Macro,Macro,73,0.40697889670492404,3.9394594153767946e-4,23,0.5711462450592886,0.0051178977367232915,TRUE,0.008426065971778144,0.06811678178162667
Macro,Micro.2,80,0.31629160806375994,0.00441913765924109,28,0.38587848932676516,0.04341002078139598,FALSE,0.045572357110923736,0.2502122987245053
Macro,Micro.3,63,0.15164170506912442,0.23483326728213758,21,0.28051948051948056,0.21727846201263906,FALSE,0.5328731310626108,0.5886771259387116
Macro,Micro.5,80,0.23872480075011718,0.033195109848742764,28,0.2583470169677066,0.1837720284172806,FALSE,0.17270428772656707,0.5523041069099992
Macro,OPC.2,78,0.13825415091237872,0.22687859049318895,28,0.1828133552271483,0.3502095434308156,FALSE,0.5240895440392664,0.7346484016563853
Macro,OPC.4,46,0.11452358926919518,0.4472867423956841,16,0.3647058823529412,0.1653463488509255,FALSE,0.7255845329592909,0.5149226128560855
Macro,OPC.5,77,0.2702823492297176,0.017694222816414192,28,0.3908045977011494,0.040636043938916844,FALSE,0.11478413037732278,0.24294704344229429
Macro,Oligo.1,73,0.1854560039491546,0.11611021891179704,24,0.2469565217391304,0.24358905488186616,FALSE,0.3803417699854169,0.6289435643370124
Macro,Oligo.2,70,0.2155017058874989,0.07329080079640139,22,0.20722755505364196,0.35313204503903606,FALSE,0.2831132940462997,0.7346484016563853
