gene_id,gene_name,n_sig_hits,n_sig_up,n_sig_down,consistent_sig_direction,sig_cell_types,sig_vSpDs,n_xenium_contexts,xenium_contexts,xenium_cell_types,n_xenium_up,n_xenium_down,xenium_direction,xenium_validated,discovery_direction,direction_agrees
ENSG00000091428,RAPGEF4,3,3,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000091513,TF,3,0,3,TRUE,sn_broad__Inhib (down); sn_fine__Astro.3 (down); sn_fine__Inhib.VIP (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000103154,NECAB2,3,3,0,TRUE,sn_broad__Excit (up); sn_fine__Oligo.3 (up),vL6 (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000107742,SPOCK2,3,3,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000110848,CD69,3,3,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000124942,AHNAK,3,3,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000136541,ERMN,3,0,3,TRUE,sn_broad__Inhib (down); sn_fine__Inhib.VIP (down); sn_fine__Oligo.3 (down),,1,xSpD,Inhib.VIP,0,1,down,TRUE,down,TRUE
ENSG00000136928,GABBR2,3,3,0,TRUE,sn_broad__Astro (up); sn_fine__Astro.1 (up); sn_fine__Astro.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000141338,ABCA8,3,0,3,TRUE,sn_broad__Inhib (down); sn_fine__Astro.2 (down); sn_fine__Inhib.VIP (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000143119,CD53,3,3,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000147488,ST18,3,0,3,TRUE,sn_broad__Inhib (down); sn_fine__Astro.2 (down); sn_fine__Inhib.VIP (down),,1,xSpD,Astro.2,0,1,down,TRUE,down,TRUE
ENSG00000152818,UTRN,3,3,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000154118,JPH3,3,3,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),vWMuf (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000165194,PCDH19,3,3,0,TRUE,sn_broad__Excit (up); sn_fine__Oligo.3 (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000165434,PGM2L1,3,3,0,TRUE,sn_broad__Astro (up); sn_fine__Astro.2 (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000166949,SMAD3,3,3,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000169499,PLEKHA2,3,3,0,TRUE,sn_broad__Excit (up); sn_fine__Oligo.3 (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000170345,FOS,3,3,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,1,Oligo.3_Nbr,Oligo.3,2,0,up,TRUE,up,TRUE
ENSG00000170775,GPR37,3,0,3,TRUE,sn_broad__Inhib (down); sn_fine__Oligo.3 (down),vWMuf (down),0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000171310,CHST11,3,3,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,2,Oligo.3_Nbr; xSpD,Oligo.3,5,0,up,TRUE,up,TRUE
ENSG00000185774,KCNIP4,3,3,0,TRUE,sn_broad__Astro (up); sn_fine__Micro.4 (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000186487,MYT1L,3,3,0,TRUE,sn_broad__Astro (up); sn_fine__Micro.4 (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000188153,COL4A5,3,0,3,TRUE,sn_broad__Inhib (down); sn_fine__Inhib.VIP (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000197430,OPALIN,3,0,3,TRUE,sn_broad__Inhib (down); sn_fine__Astro.3 (down); sn_fine__Oligo.3 (down),,2,Oligo.3_Nbr; xSpD,Oligo.3,0,10,down,TRUE,down,TRUE
ENSG00000198121,LPAR1,3,0,3,TRUE,sn_broad__Excit (down); sn_fine__Excit.L2_5.mix (down); sn_fine__Oligo.3 (down),,2,Oligo.3_Nbr; xSpD,Oligo.3,0,15,down,TRUE,down,TRUE
ENSG00000198223,CSF2RA,3,3,0,TRUE,sn_broad__Macro (up); sn_fine__Macro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000198597,ZNF536,3,0,3,TRUE,sn_fine__Astro.2 (down); sn_fine__Astro.3 (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000223812,PYDC2-AS1,3,3,0,TRUE,sn_broad__Astro (up); sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000226994,ENSG00000226994,3,0,3,TRUE,sn_broad__Excit (down); sn_broad__Oligo (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000229618,ENSG00000229618,3,3,0,TRUE,sn_broad__Astro (up); sn_fine__Micro.4 (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000253853,ENSG00000253853,3,3,0,TRUE,sn_fine__Astro.2 (up); sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000260788,CEDORA,3,0,3,TRUE,sn_broad__Astro (down); sn_fine__Astro.3 (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000107968,MAP3K8,3,2,1,FALSE,sn_broad__Excit (down); sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
ENSG00000141293,SKAP1,3,2,1,FALSE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),vL5a (down),0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
ENSG00000155974,GRIP1,3,2,1,FALSE,sn_broad__Excit (down); sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
ENSG00000157193,LRP8,3,2,1,FALSE,sn_broad__Excit (down); sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
ENSG00000000971,CFH,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000003147,ICA1,2,2,0,TRUE,sn_broad__Astro (up); sn_broad__Oligo (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000012124,CD22,2,0,2,TRUE,sn_broad__Inhib (down); sn_fine__Astro.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000031081,ARHGAP31,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000059804,SLC2A3,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000060718,COL11A1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000064787,BCAS1,2,0,2,TRUE,sn_fine__Astro.2 (down); sn_fine__Oligo.3 (down),,1,Oligo.3_Nbr,Oligo.3,0,1,down,TRUE,down,TRUE
ENSG00000065809,FAM107B,2,0,2,TRUE,sn_broad__Excit (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000067057,PFKP,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000067182,TNFRSF1A,2,2,0,TRUE,sn_broad__Oligo (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000069849,ATP1B3,2,2,0,TRUE,sn_broad__Macro (up); sn_fine__Macro (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000070214,SLC44A1,2,0,2,TRUE,sn_fine__Astro.3 (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000070808,CAMK2A,2,2,0,TRUE,sn_fine__Oligo.3 (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000071575,TRIB2,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000073331,ALPK1,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000075043,KCNQ2,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000078114,NEBL,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000078304,PPP2R5C,2,2,0,TRUE,sn_broad__Macro (up); sn_fine__Macro (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000081189,MEF2C,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000081237,PTPRC,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000084453,SLCO1A2,2,0,2,TRUE,sn_fine__Astro.3 (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000087076,HSD17B14,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000091409,ITGA6,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000091490,SEL1L3,2,0,2,TRUE,sn_broad__Excit (down),vL5a (down),0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000092758,COL9A3,2,0,2,TRUE,sn_fine__Oligo.3 (down); sn_fine__Oligo.5 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000099204,ABLIM1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000099250,NRP1,2,0,2,TRUE,sn_broad__Macro (down); sn_fine__Macro (down),,1,xSpD,Macro,0,1,down,TRUE,down,TRUE
ENSG00000100351,GRAP2,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000100644,HIF1A,2,2,0,TRUE,sn_broad__Macro (up); sn_fine__Macro (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000101298,SNPH,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Astro.1 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000102038,SMARCA1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000102466,FGF14,2,2,0,TRUE,sn_fine__Micro.4 (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000102934,PLLP,2,0,2,TRUE,sn_fine__Astro.3 (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000104290,FZD3,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000105695,MAG,2,0,2,TRUE,sn_fine__Oligo.3 (down),vWMuf (down),0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000106236,NPTX2,2,2,0,TRUE,sn_broad__Oligo (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000106976,DNM1,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000107105,ELAVL2,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000107518,ATRNL1,2,2,0,TRUE,sn_broad__Astro (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000107669,ATE1,2,0,2,TRUE,sn_broad__Oligo (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000108309,RUNDC3A,2,2,0,TRUE,sn_fine__Oligo.3 (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000111859,NEDD9,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000111879,FAM184A,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000111885,MAN1A1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000113763,UNC5A,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000115165,CYTIP,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000116106,EPHA4,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000116983,HPCAL4,2,2,0,TRUE,sn_fine__Oligo.3 (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000117152,RGS4,2,2,0,TRUE,sn_fine__Oligo.3 (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000117266,CDK18,2,0,2,TRUE,sn_fine__Astro.3 (down),vWMuf (down),0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000117594,HSD11B1,2,0,2,TRUE,sn_fine__Oligo.3 (down); sn_fine__Vasc.VLMC (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000117600,PLPPR4,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Astro.1 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000118432,CNR1,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000118985,ELL2,2,2,0,TRUE,sn_broad__Macro (up); sn_fine__Macro (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000119698,PPP4R4,2,2,0,TRUE,sn_fine__Oligo.3 (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000119900,OGFRL1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000120063,GNA13,2,2,0,TRUE,sn_broad__Macro (up); sn_fine__Macro (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000122359,ANXA11,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000122367,LDB3,2,0,2,TRUE,sn_broad__Inhib (down); sn_fine__Inhib.VIP (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000122584,NXPH1,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000124140,SLC12A5,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000124440,HIF3A,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000124496,TRERF1,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000125851,PCSK2,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Astro.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000127152,BCL11B,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000127951,FGL2,2,2,0,TRUE,sn_broad__Macro (up); sn_fine__Macro (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000128578,STRIP2,2,2,0,TRUE,sn_fine__Oligo.3 (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000128849,CGNL1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000129667,RHBDF2,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000130702,LAMA5,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000131095,GFAP,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000132274,TRIM22,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000133639,BTG1,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000134107,BHLHE40,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000134121,CHL1,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000134532,SOX5,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000135439,AGAP2,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000136531,SCN2A,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000137831,UACA,2,0,2,TRUE,sn_broad__Inhib (down); sn_fine__Inhib.VIP (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000137841,PLCB2,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000138185,ENTPD1,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000138193,PLCE1,2,0,2,TRUE,sn_broad__Excit (down); sn_fine__Astro.2 (down),,1,xSpD,Astro.2,0,1,down,TRUE,down,TRUE
ENSG00000138604,GLCE,2,0,2,TRUE,sn_fine__Oligo.3 (down); sn_fine__Oligo.5 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000139117,CPNE8,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000139278,GLIPR1,2,0,2,TRUE,sn_broad__Macro (down); sn_fine__Macro (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000141540,TTYH2,2,0,2,TRUE,sn_fine__Oligo.3 (down),vWMuf (down),0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000142156,COL6A1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000142303,ADAMTS10,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000143067,ZNF697,2,2,0,TRUE,sn_broad__Excit (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000144893,MED12L,2,2,0,TRUE,sn_fine__Oligo.3 (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000145730,PAM,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000146122,DAAM2,2,0,2,TRUE,sn_fine__Astro.2 (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000148120,AOPEP,2,0,2,TRUE,sn_fine__Oligo.3 (down),vL5a (down),0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000149633,KIAA1755,2,0,2,TRUE,sn_broad__Inhib (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000149654,CDH22,2,2,0,TRUE,sn_broad__Oligo (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000151067,CACNA1C,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000151090,THRB,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000151702,FLI1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000152495,CAMK4,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000152932,RAB3C,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000153071,DAB2,2,0,2,TRUE,sn_broad__Macro (down); sn_fine__Macro (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000153253,SCN3A,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
