Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000158109,TPRG1L,27,-2.3676,51,-1.4381,49,-1.4994,240,0.98327,205,0.71636,119,-0.1510,112,-0.2459,144,0.15977,220,0.83495,116,-0.1870,147,0.18721
ENSG00000116213,WRAP73,27,1.09404,19,0.51607,14,0.01441,11,-0.2829,12,-0.1465,13,-0.0759,4,-1.8021,10,-0.4633,11,-0.3001,12,-0.1290,19,0.52828
ENSG00000130764,LRRC47,27,-1.3292,35,-0.9162,68,0.08370,100,0.69767,106,0.79162,43,-0.6439,50,-0.4015,55,-0.2707,83,0.40330,70,0.11452,84,0.41763
ENSG00000116198,CEP104,27,0.52670,17,-0.1387,38,1.08318,12,-0.7069,16,-0.2966,34,0.91438,28,0.57976,11,-0.9112,11,-0.8871,13,-0.6039,14,-0.5243
ENSG00000198912,C1orf174,27,1.20470,20,0.74443,12,-0.0824,12,-0.0246,12,-0.0456,1,-3.6944,7,-0.8337,14,0.11254,13,0.09122,13,0.04237,7,-0.9365
ENSG00000196581,AJAP1,27,-0.0209,4,-2.8338,20,-0.4414,38,0.54474,49,0.94680,3,-3.2307,12,-1.2530,22,-0.3730,56,1.17273,42,0.68626,32,0.26429
ENSG00000069424,KCNAB2,27,-2.5993,57,-1.4954,19,-3.1200,236,0.69095,194,0.37241,157,0.03803,121,-0.3694,168,0.16157,248,0.77006,163,0.09249,284,1.00014
ENSG00000116254,CHD5,27,-1.5605,12,-2.6876,5,-3.9925,107,0.54643,124,0.80023,64,-0.2583,90,0.27601,95,0.40152,124,0.79244,80,0.08898,85,0.18477
ENSG00000116251,RPL22,235,-1.3005,1037,1.03413,927,0.84473,326,-0.8072,370,-0.6147,801,0.60250,544,-0.0179,571,0.06347,495,-0.1668,385,-0.5546,343,-0.7308
ENSG00000116237,ICMT,533,4.19014,23,-1.6862,19,-1.9724,54,-0.4051,20,-1.8658,28,-1.4123,6,-3.5872,21,-1.9290,43,-0.7607,27,-1.4705,54,-0.4058
ENSG00000097021,ACOT7,27,-3.0017,83,-1.3574,53,-2.0212,498,1.50410,354,0.90953,167,-0.3022,114,-0.8830,155,-0.4471,246,0.31019,218,0.11911,357,0.92286
ENSG00000215788,TNFRSF25,27,0.90513,4,-2.0361,1,-3.8928,20,0.39330,32,1.14703,21,0.45535,6,-1.4101,15,-0.0121,22,0.55030,9,-0.8078,14,-0.1394
ENSG00000171680,PLEKHG5,27,0.60985,3,-2.6845,1,-4.0288,29,0.72843,42,1.37099,10,-0.9149,12,-0.6166,14,-0.4433,17,-0.0913,14,-0.4462,37,1.13109
ENSG00000162408,NOL9,27,0.11524,20,-0.3592,14,-0.8998,25,-0.0072,29,0.25345,19,-0.4226,30,0.26835,31,0.39796,25,0.02481,21,-0.2743,27,0.15061
ENSG00000162413,KLHL21,27,-0.1749,17,-0.8208,50,0.81668,29,-0.0354,37,0.34726,36,0.30293,22,-0.4899,20,-0.6650,29,-0.0484,35,0.25333,37,0.30790
ENSG00000116273,PHF13,27,1.43213,17,0.65580,6,-0.9169,12,0.13404,23,1.14347,0,-6.9510,1,-3.1638,13,0.24324,3,-1.7245,9,-0.2884,10,-0.1526
ENSG00000041988,THAP3,27,0.60700,9,-1.0986,18,-0.0412,22,0.31388,17,-0.0613,22,0.27991,9,-0.9833,19,0.06602,15,-0.3392,24,0.43270,18,-0.0255
ENSG00000007923,DNAJC11,27,-0.0478,18,-0.6546,14,-1.0626,34,0.31942,45,0.77265,16,-0.7942,22,-0.3546,27,-0.0380,49,0.92381,27,-0.0521,26,-0.0717
ENSG00000171735,CAMTA1,60,-1.3922,170,0.18846,92,-0.7638,156,0.05430,158,0.07339,196,0.41889,113,-0.4486,151,0.00819,191,0.37457,258,0.86790,112,-0.4530
ENSG00000049245,VAMP3,28,-1.1816,108,0.93902,260,2.61060,11,-2.5502,17,-1.9221,103,0.86201,93,0.68660,25,-1.4331,14,-2.1504,23,-1.4737,19,-1.7031
ENSG00000049246,PER3,27,-0.0051,51,1.03309,42,0.70930,18,-0.5926,21,-0.3509,10,-1.4804,53,1.08401,23,-0.2446,9,-1.6242,19,-0.5223,26,-0.0337
ENSG00000116288,PARK7,34,-3.3796,362,0.13454,351,0.08866,336,0.01729,500,0.65836,353,0.09672,416,0.35654,333,0.00363,311,-0.1032,304,-0.1387,353,0.09568
ENSG00000116285,ERRFI1,27,0.40490,21,0.04849,28,0.49455,30,0.60551,20,-0.0602,15,-0.4975,23,0.17000,15,-0.5088,15,-0.4631,19,-0.1110,19,-0.1576
ENSG00000162426,SLC45A1,27,0.15194,8,-1.6694,9,-1.4887,52,1.24474,42,0.86865,6,-2.0286,14,-0.7969,21,-0.2623,15,-0.7171,34,0.52244,43,0.92450
ENSG00000142599,RERE,107,0.34917,90,0.06753,68,-0.3605,93,0.11983,57,-0.6399,53,-0.7366,77,-0.1667,84,-0.0325,118,0.50213,110,0.39933,89,0.06335
ENSG00000074800,ENO1,358,-0.8715,826,0.43018,387,-0.7540,827,0.43384,720,0.21097,478,-0.4304,817,0.41358,549,-0.2363,751,0.27688,745,0.26498,558,-0.1906
ENSG00000142583,SLC2A5,27,0.50601,30,0.70463,17,-0.2291,5,-1.9413,5,-1.8537,17,-0.1624,49,1.51212,21,0.14996,18,-0.1259,12,-0.7256,10,-0.9369
ENSG00000171612,SLC25A33,27,-1.0338,58,0.13121,44,-0.2933,27,-0.9984,31,-0.8119,30,-0.8883,80,0.65778,62,0.27576,62,0.24486,101,1.04708,53,-0.0147
ENSG00000188807,TMEM201,27,1.16977,8,-0.7181,15,0.19623,15,0.20319,9,-0.5416,4,-1.7395,9,-0.5573,9,-0.6642,24,0.95581,12,-0.1513,17,0.40842
ENSG00000171608,PIK3CD,27,1.10706,3,-2.2573,4,-1.6969,13,-0.0325,19,0.51900,7,-1.0168,8,-0.6832,11,-0.2743,21,0.69582,20,0.60509,17,0.36970
ENSG00000171603,CLSTN1,27,-4.2146,245,-0.9896,156,-1.6651,895,1.06387,780,0.83058,212,-1.2047,378,-0.3299,373,-0.3778,901,1.07704,721,0.70033,539,0.22761
ENSG00000178585,CTNNBIP1,27,-0.5001,34,-0.1264,41,0.14755,40,0.11286,33,-0.1643,31,-0.2625,38,0.01820,45,0.35005,50,0.45241,31,-0.2889,31,-0.2962
ENSG00000162441,LZIC,462,3.66151,54,-0.4347,79,0.16356,21,-1.8601,24,-1.6480,43,-0.7671,29,-1.3504,36,-1.0963,19,-1.9592,20,-1.9238,34,-1.1225
ENSG00000162444,RBP7,27,-0.0931,38,0.47287,176,3.50429,0,-5.4318,8,-1.8033,59,1.17467,12,-1.2790,7,-2.2005,0,-7.1172,7,-1.9666,0,-5.0650
ENSG00000130939,UBE4B,27,-0.4245,33,-0.1080,36,0.01512,47,0.43996,45,0.37505,21,-0.7819,57,0.76507,24,-0.6528,43,0.28794,40,0.17610,29,-0.2844
ENSG00000054523,KIF1B,27,-3.1972,266,0.22325,316,0.49972,257,0.16539,270,0.24222,249,0.11236,320,0.51960,209,-0.1721,211,-0.1408,218,-0.0934,224,-0.0538
ENSG00000142657,PGD,27,-0.9315,64,0.39524,41,-0.3077,62,0.35373,70,0.54656,33,-0.6394,40,-0.3246,36,-0.5426,68,0.51338,73,0.61358,46,-0.1142
ENSG00000241563,CORT,27,-1.3171,14,-2.2645,34,-0.9687,213,2.06671,17,-1.9925,12,-2.4954,29,-1.1879,91,0.62913,36,-0.8955,124,1.07293,82,0.38446
ENSG00000160049,DFFA,27,-0.3793,58,0.84987,42,0.31429,30,-0.2233,24,-0.5156,61,0.91961,50,0.59738,20,-0.9097,29,-0.2558,24,-0.5299,27,-0.3525
ENSG00000142655,PEX14,27,0.21749,13,-0.8384,17,-0.5105,28,0.29267,32,0.49575,36,0.68643,12,-0.9798,16,-0.6255,35,0.63879,19,-0.3076,29,0.34238
ENSG00000120948,TARDBP,27,-0.9234,31,-0.7185,78,0.72578,67,0.48245,61,0.32442,56,0.19437,56,0.20137,49,0.00161,25,-1.0116,52,0.08304,41,-0.2800
ENSG00000116649,SRM,27,-1.8070,77,-0.2393,41,-1.1835,112,0.36410,117,0.42518,134,0.64562,77,-0.2319,78,-0.2279,116,0.41332,116,0.41250,100,0.17366
ENSG00000171824,EXOSC10,27,0.03231,37,0.54140,29,0.14511,31,0.24377,35,0.45226,16,-0.7517,16,-0.7742,18,-0.6289,35,0.43368,21,-0.3385,34,0.38766
ENSG00000198793,MTOR,345,3.17629,26,-1.3238,19,-1.7959,59,-0.1040,40,-0.7189,27,-1.2779,72,0.19256,29,-1.2859,43,-0.5803,37,-0.8038,34,-0.9427
ENSG00000120942,UBIAD1,344,5.04055,21,-0.8892,22,-0.8425,6,-2.7303,8,-2.2876,5,-2.9925,9,-2.1463,7,-2.5599,2,-4.2054,15,-1.4047,9,-2.0585
ENSG00000116661,FBXO2,163,-0.7048,537,1.20556,191,-0.4644,247,-0.0654,141,-0.9254,218,-0.2642,199,-0.4049,303,0.28551,263,0.03126,267,0.05344,262,0.02383
ENSG00000132879,FBXO44,27,-1.8815,47,-1.0583,32,-1.6507,159,0.83967,168,0.93034,129,0.49818,108,0.20648,89,-0.1107,94,-0.0038,99,0.06568,95,0.00019
ENSG00000116670,MAD2L2,27,-0.0475,35,0.36289,52,0.99801,25,-0.1762,17,-0.7702,23,-0.2538,28,0.04256,29,0.09930,26,-0.0780,23,-0.2787,18,-0.6759
ENSG00000177674,AGTRAP,27,0.35112,60,1.71217,32,0.63803,2,-3.5668,4,-2.3786,11,-1.0002,54,1.52939,19,-0.2284,10,-1.1833,12,-0.8421,8,-1.3716
ENSG00000177000,MTHFR,27,1.19229,6,-1.0386,10,-0.3122,13,-0.0248,11,-0.1891,8,-0.7605,22,0.84106,9,-0.5547,5,-1.4073,23,0.89993,11,-0.2171
ENSG00000011021,CLCN6,27,-0.4195,24,-0.6118,40,0.19513,56,0.73201,44,0.35726,14,-1.3763,35,-0.0264,33,-0.1113,31,-0.2098,51,0.57771,36,0.05164
ENSG00000116685,KIAA2013,27,-0.5435,51,0.45747,74,1.06442,34,-0.1657,45,0.25028,44,0.22461,48,0.34372,26,-0.6109,27,-0.5407,26,-0.5625,30,-0.3643
ENSG00000083444,PLOD1,355,3.53666,47,-0.3059,42,-0.4883,15,-1.9581,27,-1.1185,37,-0.6589,41,-0.5011,24,-1.4158,26,-1.2013,27,-1.1611,22,-1.4323
ENSG00000116688,MFN2,27,-1.4789,59,-0.3068,70,-0.0292,103,0.57761,93,0.41215,40,-0.8996,93,0.40872,58,-0.3557,87,0.31087,84,0.25338,88,0.32673
ENSG00000116691,MIIP,27,0.65905,23,0.42565,11,-0.7015,18,0.04658,20,0.21349,13,-0.4927,28,0.71215,12,-0.5968,14,-0.3032,19,0.10388,14,-0.3450
ENSG00000048707,VPS13D,27,-0.5242,39,0.03749,30,-0.3365,51,0.46484,59,0.70899,14,-1.4632,32,-0.2416,36,-0.0920,42,0.16703,46,0.29669,42,0.17030
ENSG00000162496,DHRS3,27,-0.6444,110,1.65268,25,-0.7384,22,-0.9424,31,-0.4297,14,-1.5627,87,1.22694,36,-0.1940,25,-0.7452,53,0.40808,24,-0.8047
ENSG00000116731,PRDM2,27,-1.1560,24,-1.3272,44,-0.4129,46,-0.3394,120,1.20105,67,0.23156,120,1.19857,56,-0.0447,36,-0.7056,49,-0.2386,46,-0.3586
ENSG00000189337,KAZN,27,-0.6783,47,0.18439,61,0.60876,46,0.16453,53,0.37794,46,0.14330,27,-0.6863,33,-0.3787,42,0.00763,54,0.39634,32,-0.4084
ENSG00000142634,EFHD2,355,1.55407,26,-2.5314,18,-3.0727,20,-2.8713,500,2.21734,174,0.34523,297,1.23577,102,-0.5291,37,-1.9797,40,-1.8726,9,-4.0755
ENSG00000132906,CASP9,27,1.07162,20,0.59010,16,0.19328,10,-0.4617,12,-0.2496,6,-1.2726,10,-0.5320,9,-0.6714,31,1.32686,12,-0.2599,4,-1.6134
ENSG00000116138,DNAJC16,27,0.43154,23,0.18284,21,0.08374,34,0.80285,31,0.64773,18,-0.2275,11,-0.8823,11,-1.0157,18,-0.1977,22,0.08571,19,-0.1174
ENSG00000197312,DDI2,27,0.71867,6,-1.5951,18,0.11480,26,0.68444,26,0.69171,19,0.18294,8,-1.1438,12,-0.6035,13,-0.4500,22,0.37858,16,-0.1026
ENSG00000116786,PLEKHM2,27,-1.3498,36,-0.9290,32,-1.0752,75,0.20629,63,-0.0625,56,-0.2402,70,0.10474,83,0.41667,103,0.71891,81,0.33939,78,0.27477
ENSG00000065526,SPEN,27,-0.2648,47,0.63136,48,0.66549,23,-0.5270,30,-0.1061,45,0.53767,44,0.51021,23,-0.5406,22,-0.5611,20,-0.6884,30,-0.0749
ENSG00000116809,ZBTB17,27,0.62635,16,-0.1811,25,0.48884,10,-0.9115,11,-0.7437,20,0.19875,25,0.48402,22,0.35537,5,-1.9569,18,-0.0256,16,-0.1426
ENSG00000185519,FAM131C,27,0.19691,11,-1.1694,67,1.73477,17,-0.4893,4,-2.4399,6,-1.9401,16,-0.6267,17,-0.5331,16,-0.5995,52,1.29048,34,0.56446
ENSG00000037637,FBXO42,27,0.74834,16,-0.1107,14,-0.2622,24,0.57274,14,-0.3018,16,-0.0272,9,-0.9487,10,-0.8712,15,-0.1617,28,0.82034,19,0.16833
ENSG00000055070,SZRD1,27,-0.1328,62,1.23168,62,1.23737,9,-1.7532,18,-0.7082,20,-0.5600,13,-1.2166,26,-0.1666,28,-0.0483,22,-0.4608,36,0.32613
ENSG00000157191,NECAP2,27,0.48773,51,1.55966,44,1.29986,12,-0.7381,11,-0.8953,23,0.25395,13,-0.6094,11,-0.8705,9,-1.1019,8,-1.2422,15,-0.4075
ENSG00000219481,NBPF1,27,0.82018,16,0.02009,30,0.98249,15,-0.0753,10,-0.7458,15,-0.0937,12,-0.4585,10,-0.7769,8,-0.9656,26,0.75059,14,-0.2297
ENSG00000058453,CROCC,27,1.38096,10,-0.1940,13,0.20863,12,0.12782,25,1.22852,4,-1.4717,2,-2.3946,9,-0.3920,9,-0.3813,4,-1.5065,13,0.23548
ENSG00000159363,ATP13A2,27,-2.3198,58,-1.1991,34,-1.9790,217,0.86862,128,0.01750,129,0.02666,73,-0.8400,110,-0.2343,218,0.87717,172,0.48951,244,1.06924
ENSG00000117118,SDHB,27,-1.9469,78,-0.3539,105,0.10939,132,0.47038,100,0.03132,91,-0.1125,116,0.25590,92,-0.1192,133,0.48262,103,0.06724,111,0.18586
ENSG00000117115,PADI2,27,-1.3901,187,1.71678,306,2.73175,3,-4.3581,23,-1.5937,136,1.14022,44,-0.6454,28,-1.4017,1,-5.5770,8,-3.0808,17,-2.0491
ENSG00000179051,RCC2,27,0.66142,16,-0.1647,15,-0.2095,20,0.21331,12,-0.6137,11,-0.7290,16,-0.1309,16,-0.1524,17,-0.0934,17,-0.0455,29,0.77147
ENSG00000074964,ARHGEF10L,27,0.92715,21,0.50380,8,-0.9575,16,0.10545,11,-0.4663,2,-2.5371,8,-0.9425,11,-0.4544,25,0.81910,20,0.43682,19,0.40041
ENSG00000117154,IGSF21,27,-1.3564,53,-0.3282,9,-2.9907,44,-0.6191,189,1.78427,107,0.78453,135,1.17926,42,-0.7425,70,0.09023,51,-0.3986,21,-1.7169
ENSG00000159423,ALDH4A1,27,-0.2151,66,1.24660,15,-1.0337,10,-1.6952,13,-1.2801,5,-2.7187,94,1.87746,37,0.33401,9,-1.7385,35,0.19223,21,-0.5605
ENSG00000127463,EMC1,27,0.16609,36,0.63009,20,-0.2840,42,0.87377,25,0.05992,15,-0.6704,14,-0.7784,26,0.14141,16,-0.5871,22,-0.1438,19,-0.3383
ENSG00000053372,MRTO4,27,-0.0880,24,-0.2780,9,-1.7141,39,0.48293,46,0.76979,25,-0.1710,15,-0.9256,31,0.12705,40,0.52582,29,0.04477,26,-0.1349
ENSG00000053371,AKR7A2,27,-1.0543,107,1.11652,64,0.28514,37,-0.5683,29,-0.9438,46,-0.2435,97,0.94814,45,-0.2862,59,0.13959,53,-0.0275,36,-0.6041
ENSG00000040487,SLC66A1,27,1.30297,14,0.21997,8,-0.6792,14,0.26451,22,0.99383,14,0.27229,13,0.17492,2,-2.2811,20,0.78513,5,-1.2740,1,-2.8581
ENSG00000077549,CAPZB,36,-2.2716,182,0.18660,147,-0.1475,189,0.24260,197,0.31419,263,0.78366,225,0.52212,151,-0.1162,125,-0.3966,146,-0.1625,130,-0.3412
ENSG00000173436,MICOS10,921,1.55141,311,-0.2463,228,-0.7250,314,-0.2354,289,-0.3640,403,0.15689,261,-0.5193,301,-0.3238,358,-0.0274,356,-0.0377,332,-0.1455
ENSG00000158747,NBL1,27,-2.6216,73,-1.1489,44,-1.8975,162,0.06297,341,1.28771,167,0.11149,265,0.85859,179,0.24383,132,-0.2564,175,0.17779,126,-0.3289
ENSG00000169914,OTUD3,27,1.48978,9,-0.3225,4,-1.4039,27,1.52092,11,0.02421,8,-0.4277,0,-6.7643,8,-0.5478,10,-0.1196,8,-0.4424,10,-0.0700
ENSG00000162545,CAMK2N1,27,-4.8230,340,-1.1308,575,-0.3296,1154,0.78443,255,-1.5561,171,-2.1444,301,-1.3107,821,0.25322,1256,0.92587,891,0.35946,1914,1.67014
ENSG00000090432,MUL1,27,0.15825,25,0.07391,26,0.09033,32,0.45298,31,0.39157,7,-1.8589,24,-0.0176,17,-0.5510,29,0.29585,38,0.72471,16,-0.5851
ENSG00000183114,FAM43B,27,0.27329,8,-1.5316,1,-4.6304,4,-2.4316,78,2.13864,32,0.54628,56,1.51288,23,0.00982,4,-2.4383,12,-0.9561,3,-2.8614
ENSG00000158828,PINK1,435,0.28422,161,-1.2462,145,-1.4038,527,0.59319,541,0.63762,272,-0.4521,434,0.28109,387,0.10627,292,-0.3449,361,-0.0128,425,0.24583
ENSG00000244038,DDOST,27,-0.0578,26,-0.0889,19,-0.5877,31,0.14321,41,0.60576,31,0.16728,24,-0.2466,23,-0.3504,30,0.10187,33,0.26353,28,0.02105
ENSG00000117245,KIF17,27,0.68586,0,-8.0273,0,-9.3525,11,-0.6539,65,2.26500,13,-0.4827,13,-0.3995,18,0.02493,34,1.08164,5,-1.8948,7,-1.3972
ENSG00000189410,SH2D5,27,0.46383,0,-7.2967,2,-3.3597,34,0.83190,37,0.98122,10,-1.0781,9,-1.1629,23,0.22830,20,-0.0029,18,-0.1748,39,1.06676
ENSG00000127483,HP1BP3,27,-2.3820,175,0.44822,145,0.14622,130,-0.0244,175,0.44289,148,0.17676,158,0.28286,104,-0.4066,154,0.24331,160,0.29785,107,-0.3279
ENSG00000075151,EIF4G3,336,1.66323,56,-1.2122,80,-0.6928,163,0.41969,141,0.18624,106,-0.2501,89,-0.5181,102,-0.3463,134,0.11427,98,-0.3718,92,-0.4741
ENSG00000117298,ECE1,172,3.18471,59,1.03511,24,-0.4214,7,-2.2136,10,-1.7022,14,-1.1949,31,-0.0132,12,-1.5162,11,-1.5564,13,-1.2672,10,-1.6630
