Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000179295,PTPN11,27,-2.2964,155,0.33916,196,0.72951,125,0.00391,159,0.38992,119,-0.0697,149,0.27904,101,-0.3508,106,-0.2556,176,0.55112,82,-0.6493
ENSG00000089169,RPH3A,27,-2.0568,33,-1.7674,15,-2.8769,95,-0.1735,266,1.53821,83,-0.3804,139,0.43064,131,0.36937,94,-0.1933,195,0.99263,64,-0.7782
ENSG00000135144,DTX1,27,-0.1512,32,0.12521,5,-2.5690,25,-0.2749,30,0.03279,13,-1.1845,60,1.16110,30,0.01810,39,0.44421,33,0.19211,30,0.01406
ENSG00000111344,RASAL1,27,0.16525,12,-1.0827,28,0.25173,28,0.21567,65,1.65119,24,0.01545,42,0.87177,18,-0.5023,1,-4.3718,11,-1.1200,16,-0.6148
ENSG00000123064,DDX54,27,-0.5080,20,-0.9691,20,-0.9492,34,-0.1545,82,1.29704,46,0.32970,54,0.56996,35,-0.1241,13,-1.5809,41,0.13210,43,0.22223
ENSG00000139405,RITA1,27,-0.1710,14,-1.1623,11,-1.4993,39,0.43389,35,0.24217,30,-0.0209,22,-0.4845,27,-0.1804,51,0.84651,35,0.22668,43,0.56771
ENSG00000186815,TPCN1,27,-0.1416,49,0.80614,38,0.42065,17,-0.8042,12,-1.2989,9,-1.7502,55,1.01033,37,0.38715,19,-0.6789,25,-0.2275,28,-0.0857
ENSG00000151176,PLBD2,27,-0.8503,39,-0.2988,28,-0.7831,65,0.52591,91,1.07216,70,0.62908,58,0.32110,32,-0.6365,37,-0.3462,46,-0.0311,39,-0.2921
ENSG00000123066,MED13L,27,0.02635,20,-0.3996,28,0.07391,19,-0.4800,41,0.69310,17,-0.6581,36,0.48340,19,-0.5165,39,0.61811,26,-0.0195,25,-0.0742
ENSG00000111412,C12orf49,27,-0.5045,58,0.68989,20,-0.9302,42,0.18751,31,-0.2706,23,-0.7365,36,-0.0370,39,0.07423,50,0.44997,40,0.11296,43,0.21446
ENSG00000135119,RNFT2,27,0.06566,14,-0.8648,8,-1.6586,42,0.77219,29,0.20965,23,-0.1498,26,-0.0052,22,-0.2329,34,0.42362,36,0.51272,25,-0.0571
ENSG00000135116,HRK,27,0.81054,4,-1.9990,4,-1.9225,21,0.38289,12,-0.4932,28,0.90489,0,-5.1034,15,-0.1649,17,0.09133,13,-0.3732,39,1.43059
ENSG00000088992,TESC,27,-0.8826,9,-2.3978,4,-3.6852,101,1.22567,26,-0.9400,19,-1.4007,10,-2.3639,66,0.56372,115,1.45458,38,-0.3743,95,1.11663
ENSG00000135108,FBXO21,27,-1.4827,63,-0.2043,57,-0.3531,99,0.50457,88,0.32206,40,-0.8920,79,0.15454,71,-0.0199,100,0.52056,97,0.47193,71,-0.0262
ENSG00000171435,KSR2,27,0.19414,5,-2.1438,5,-2.2528,24,0.03567,34,0.55934,18,-0.4376,14,-0.8066,23,-0.0414,60,1.52247,31,0.39829,21,-0.1767
ENSG00000176871,WSB2,27,-2.8660,105,-0.8633,92,-1.0544,302,0.79766,273,0.63090,118,-0.6899,136,-0.4663,196,0.10431,288,0.71883,184,-0.0050,295,0.75531
ENSG00000089220,PEBP1,71,-4.2145,1339,0.14567,1452,0.27474,1564,0.39401,1553,0.38211,1172,-0.0648,1407,0.22411,1138,-0.1216,1343,0.14959,1367,0.17804,1113,-0.1459
ENSG00000135090,TAOK3,27,-1.1280,85,0.65237,68,0.28299,49,-0.2332,51,-0.1459,82,0.59573,78,0.50768,50,-0.2035,36,-0.6693,65,0.21194,37,-0.6385
ENSG00000111707,SUDS3,27,-0.2212,12,-1.3536,20,-0.6989,49,0.73094,36,0.25189,14,-1.1516,29,-0.1010,46,0.69948,49,0.74363,23,-0.4727,20,-0.6350
ENSG00000139767,SRRM4,27,-0.4212,0,-8.9924,0,-5.7657,51,0.57504,60,0.85430,23,-0.6488,36,0.01332,32,-0.1636,88,1.51556,38,0.09838,38,0.10052
ENSG00000152137,HSPB8,27,-1.7256,445,3.09201,128,0.66661,26,-1.7831,37,-1.2549,41,-1.0918,111,0.43584,39,-1.2465,18,-2.2988,73,-0.2245,30,-1.5775
ENSG00000111725,PRKAB1,27,0.59459,14,-0.4209,21,0.21814,20,0.13564,18,-0.0078,12,-0.6919,17,-0.0928,18,0.00021,19,0.03375,9,-1.0677,27,0.60049
ENSG00000122966,CIT,27,-0.7476,6,-2.9392,15,-1.6139,73,0.81586,31,-0.5103,3,-3.9155,9,-2.3155,41,-0.1269,101,1.38093,84,1.04691,96,1.28974
ENSG00000135127,BICDL1,27,0.90216,0,-7.8413,0,-6.9499,26,0.87724,12,-0.3845,0,-5.4179,8,-1.0181,18,0.29821,28,0.96780,28,0.97930,18,0.29008
ENSG00000111737,RAB35,27,-0.0595,24,-0.2227,20,-0.4827,47,0.84927,48,0.85598,24,-0.1981,30,0.12001,14,-1.0571,31,0.15013,29,0.07250,25,-0.1760
ENSG00000089154,GCN1,27,0.19079,25,0.07479,34,0.55319,26,0.11520,20,-0.2832,29,0.30035,35,0.60538,15,-0.7554,17,-0.5446,17,-0.5138,27,0.20987
ENSG00000089157,RPLP0,345,-0.0934,509,0.52991,587,0.76298,201,-0.9232,270,-0.4729,448,0.32151,456,0.34894,358,-0.0361,290,-0.3637,240,-0.6532,329,-0.1661
ENSG00000089159,PXN,27,0.98924,42,1.77014,20,0.52621,8,-0.9505,2,-2.4742,12,-0.2738,24,0.81555,9,-0.7854,7,-0.9879,6,-1.2615,7,-1.0718
ENSG00000111775,COX6A1,1144,-0.2479,1184,-0.1946,989,-0.4726,1256,-0.1029,847,-0.7098,1599,0.27927,1113,-0.2910,1526,0.22684,1290,-0.0608,1551,0.23072,2066,0.69599
ENSG00000170855,TRIAP1,27,0.55252,9,-1.1620,33,0.88927,21,0.15193,16,-0.2120,11,-0.7960,25,0.43032,14,-0.4860,29,0.68641,17,-0.1463,10,-0.8721
ENSG00000257218,GATC,488,3.61919,34,-1.2372,68,-0.1853,41,-0.9410,39,-1.0463,41,-0.9639,26,-1.6191,30,-1.5215,33,-1.2974,50,-0.6681,42,-0.9269
ENSG00000111786,SRSF9,27,-1.7880,94,0.08622,90,0.03015,101,0.21385,87,-0.0260,79,-0.1694,159,0.95216,76,-0.2507,86,-0.0372,103,0.24636,82,-0.1228
ENSG00000088986,DYNLL1,461,-1.3350,904,-0.3147,1262,0.20875,1195,0.12237,1643,0.63573,1629,0.62164,1563,0.55342,1009,-0.1580,906,-0.3117,823,-0.4598,870,-0.3737
ENSG00000110871,COQ5,27,0.84281,17,0.08696,22,0.55734,19,0.32685,19,0.25491,6,-1.4205,17,0.09267,15,-0.0888,7,-1.1429,13,-0.3389,13,-0.3298
ENSG00000022840,RNF10,27,-1.3547,56,-0.2459,63,-0.0637,72,0.13943,85,0.40892,63,-0.0636,74,0.18348,65,-0.0310,77,0.23756,79,0.29821,64,-0.0430
ENSG00000167272,POP5,355,3.82666,50,-0.0574,26,-1.0465,14,-1.9158,19,-1.5469,6,-3.1820,17,-1.6551,19,-1.6227,34,-0.6542,28,-0.9329,38,-0.4724
ENSG00000157782,CABP1,349,1.43663,13,-3.5627,10,-3.9869,211,0.57630,272,0.99942,202,0.50320,128,-0.2114,124,-0.2879,95,-0.6721,135,-0.1385,102,-0.5604
ENSG00000110917,MLEC,251,2.20484,65,-0.1203,59,-0.2607,64,-0.1438,48,-0.5898,54,-0.4121,48,-0.5775,51,-0.5257,57,-0.3317,66,-0.0886,29,-1.3467
ENSG00000175970,UNC119B,27,0.70929,20,0.22210,13,-0.4413,11,-0.6870,13,-0.3725,20,0.22800,17,-0.0419,15,-0.2614,16,-0.1164,16,-0.0708,24,0.52288
ENSG00000122971,ACADS,27,1.02656,28,1.07533,21,0.61587,4,-1.9120,10,-0.4667,1,-3.6245,21,0.58818,15,0.09760,2,-2.5960,17,0.30735,9,-0.6261
ENSG00000157837,SPPL3,27,-1.3621,71,0.11402,71,0.11422,101,0.67604,95,0.57703,36,-0.9273,42,-0.6921,52,-0.4129,76,0.20997,123,1.00834,48,-0.4798
ENSG00000157895,C12orf43,27,0.29556,21,-0.0933,14,-0.6564,31,0.54642,35,0.71550,6,-1.8993,9,-1.3481,25,0.20769,25,0.18323,13,-0.8271,35,0.73300
ENSG00000089041,P2RX7,27,0.25608,28,0.30646,100,2.64262,7,-1.7392,15,-0.6120,57,1.51642,18,-0.3401,8,-1.6657,0,-6.3156,4,-2.3560,1,-4.1909
ENSG00000110931,CAMKK2,27,-0.8680,2,-4.4288,19,-1.3799,86,0.95947,60,0.37781,16,-1.6499,21,-1.2090,78,0.89701,49,0.04389,51,0.11570,84,0.91133
ENSG00000089053,ANAPC5,27,-1.6733,62,-0.4206,164,1.13503,80,-0.0301,125,0.68323,122,0.63681,52,-0.7063,56,-0.6369,79,-0.0605,69,-0.2639,90,0.15618
ENSG00000170633,RNF34,27,-0.5879,38,-0.0489,53,0.47851,55,0.52928,50,0.36944,34,-0.2183,12,-1.7685,29,-0.4970,52,0.44920,52,0.43407,41,0.05506
ENSG00000089094,KDM2B,27,0.71059,8,-1.1183,18,0.04596,14,-0.3003,27,0.70952,19,0.17324,13,-0.4166,14,-0.3156,18,0.07971,20,0.25327,13,-0.3698
ENSG00000188735,TMEM120B,27,1.28813,14,0.20124,2,-2.3001,20,0.82257,14,0.21121,4,-1.7253,5,-1.3526,12,0.06363,12,-0.0140,10,-0.2054,12,-0.0223
ENSG00000139725,RHOF,27,0.98708,1,-3.4030,1,-3.4686,30,1.18718,21,0.56544,6,-1.2633,22,0.66418,9,-0.8370,22,0.69050,14,-0.0167,11,-0.3384
ENSG00000110801,PSMD9,27,-0.2471,66,1.20674,40,0.36436,34,0.09850,39,0.32866,31,-0.0460,34,0.12136,26,-0.3261,9,-1.8243,23,-0.4690,24,-0.4033
ENSG00000110987,BCL7A,27,-0.1664,12,-1.3559,22,-0.4905,34,0.21236,55,0.97894,13,-1.2937,23,-0.4285,24,-0.3791,54,0.94298,31,0.06085,41,0.51619
ENSG00000175727,MLXIP,27,1.25557,18,0.62591,11,-0.1870,12,-0.0831,14,0.18269,2,-2.5728,9,-0.4855,12,0.01500,7,-0.8807,14,0.17511,10,-0.3209
ENSG00000176383,B3GNT4,27,1.30841,1,-2.7512,0,-4.6232,27,1.28866,31,1.56496,3,-1.8886,1,-2.8987,3,-1.9569,23,1.07511,8,-0.5825,15,0.33006
ENSG00000139719,VPS33A,27,0.12814,16,-0.6835,25,0.04278,42,0.84234,16,-0.6254,14,-0.8398,17,-0.5532,20,-0.3572,36,0.59297,30,0.27823,34,0.48712
ENSG00000130779,CLIP1,27,-1.3623,49,-0.4778,29,-1.2415,80,0.30614,104,0.72634,100,0.65840,48,-0.4882,48,-0.5380,136,1.18192,74,0.18425,50,-0.4171
ENSG00000111011,RSRC2,27,-1.5968,138,0.93274,73,-0.0852,91,0.25777,111,0.57635,83,0.10845,81,0.07030,57,-0.5052,72,-0.1184,71,-0.1468,68,-0.1953
ENSG00000139726,DENR,27,-1.0147,41,-0.3784,23,-1.2194,110,1.21462,83,0.73943,69,0.42936,34,-0.6570,49,-0.1151,66,0.35731,38,-0.5033,40,-0.4115
ENSG00000130787,HIP1R,41,-0.9251,90,0.27352,173,1.36168,26,-1.5999,60,-0.3655,114,0.65232,118,0.70372,86,0.21280,34,-1.2306,47,-0.7454,36,-1.1253
ENSG00000139722,VPS37B,27,0.73381,13,-0.4361,10,-0.7569,16,-0.0481,40,1.40158,6,-1.4524,13,-0.3905,16,-0.0380,25,0.62905,10,-0.7061,9,-0.9787
ENSG00000150967,ABCB9,27,0.89473,7,-1.0810,2,-2.5078,24,0.73476,18,0.26997,16,0.03996,4,-1.9407,17,0.19934,20,0.40182,19,0.32654,11,-0.4261
ENSG00000182196,ARL6IP4,27,-2.9514,254,0.41378,255,0.42303,182,-0.1082,144,-0.4723,193,-0.0193,139,-0.5270,192,-0.0313,258,0.44503,242,0.34103,267,0.49716
ENSG00000090975,PITPNM2,27,0.31790,13,-0.7370,2,-3.4653,30,0.48959,45,1.17691,5,-2.1918,5,-2.1323,28,0.45070,24,0.11478,19,-0.2204,37,0.81835
ENSG00000051825,MPHOSPH9,27,1.27865,11,-0.1524,16,0.43682,11,-0.1920,11,-0.1319,1,-3.6111,4,-1.7327,17,0.54717,11,-0.1411,7,-0.8119,14,0.26108
ENSG00000130921,C12orf65,27,0.66750,18,0.00400,18,0.06415,26,0.61602,21,0.28181,8,-1.0790,9,-1.0626,16,-0.1596,28,0.73649,17,-0.0511,7,-1.3407
ENSG00000111328,CDK2AP1,27,-2.9603,724,2.28019,411,1.21220,103,-0.9955,53,-1.9774,125,-0.7040,102,-1.0076,165,-0.2951,156,-0.3593,135,-0.5797,194,-0.0214
ENSG00000139697,SBNO1,27,-0.6761,22,-0.9928,33,-0.3670,65,0.71712,72,0.86493,44,0.06770,24,-0.8466,46,0.16198,36,-0.2452,43,0.05159,45,0.10870
ENSG00000183955,KMT5A,27,0.12104,18,-0.5113,25,-0.0007,34,0.50619,21,-0.2565,12,-1.0368,17,-0.5507,23,-0.1073,32,0.37552,32,0.37554,34,0.49069
ENSG00000150977,RILPL2,27,0.88542,16,0.06284,10,-0.6884,17,0.19366,20,0.41813,1,-3.7660,18,0.23956,18,0.23141,5,-1.6164,17,0.17510,18,0.25718
ENSG00000184209,SNRNP35,27,0.36083,24,0.21573,44,1.16629,19,-0.2028,17,-0.3675,21,-0.0062,17,-0.3155,20,-0.1054,13,-0.7661,19,-0.1494,14,-0.5848
ENSG00000188026,RILPL1,27,-0.3338,29,-0.2041,75,1.33078,39,0.26037,24,-0.5161,17,-1.0289,23,-0.5536,28,-0.3079,35,0.07168,24,-0.4865,51,0.68221
ENSG00000086598,TMED2,27,-1.5441,69,-0.1335,108,0.58034,90,0.29484,100,0.46622,38,-1.0332,111,0.63164,63,-0.2923,60,-0.3345,71,-0.0801,98,0.42626
ENSG00000111361,EIF2B1,27,0.02527,30,0.20023,41,0.69314,33,0.32703,41,0.70544,24,-0.1161,10,-1.4999,28,0.08692,17,-0.6941,24,-0.1336,15,-0.8605
ENSG00000111358,GTF2H3,27,0.69008,19,0.15534,26,0.61167,28,0.73404,16,-0.0943,23,0.47759,21,0.29781,7,-1.3192,8,-1.1994,12,-0.5341,13,-0.4077
ENSG00000119242,CCDC92,27,-2.2973,63,-1.0519,52,-1.3192,199,0.74925,209,0.83551,167,0.46028,139,0.17246,112,-0.1800,169,0.48325,111,-0.1770,137,0.14297
ENSG00000179195,ZNF664,27,-1.0957,105,1.03337,97,0.90716,34,-0.7540,48,-0.2322,59,0.09206,69,0.35421,63,0.21417,21,-1.4333,36,-0.6605,44,-0.3642
ENSG00000196498,NCOR2,27,-1.3156,61,-0.0737,61,-0.0779,87,0.48266,95,0.63337,89,0.52669,68,0.10006,54,-0.2931,45,-0.5429,34,-0.9557,93,0.60191
ENSG00000073060,SCARB1,27,-0.6402,37,-0.1367,42,0.04667,32,-0.3918,37,-0.1679,68,0.81322,59,0.57360,29,-0.5402,40,-0.0280,38,-0.0946,51,0.36620
ENSG00000150991,UBC,1267,0.27824,1012,-0.0782,706,-0.6350,1495,0.54549,1116,0.07617,674,-0.7044,908,-0.2470,830,-0.4201,1338,0.36510,1462,0.50891,1125,0.08832
ENSG00000184992,BRI3BP,27,-0.8808,8,-2.5919,46,-0.0530,65,0.48450,66,0.51618,57,0.26701,34,-0.5097,46,-0.0509,65,0.48528,62,0.41714,51,0.08695
ENSG00000081760,AACS,27,-0.5863,6,-2.6844,12,-1.8118,89,1.34070,82,1.18654,37,-0.1142,15,-1.4683,24,-0.8099,54,0.49860,48,0.29507,57,0.57491
ENSG00000139364,TMEM132B,27,-1.1813,46,-0.3608,17,-1.8596,100,0.86509,99,0.84725,36,-0.7379,56,-0.0687,58,-0.0056,68,0.23166,81,0.52383,55,-0.0906
ENSG00000256193,LINC00507,27,1.52137,1,-3.2847,0,-8.6590,24,1.34010,0,-6.5155,0,-7.3561,0,-7.0976,3,-1.6785,19,0.95677,8,-0.3957,42,2.37756
ENSG00000139370,SLC15A4,27,0.70053,35,1.12246,29,0.85212,11,-0.6754,23,0.45694,21,0.30435,19,0.19145,10,-0.8406,2,-2.8190,17,-0.0285,2,-3.1271
ENSG00000151948,GLT1D1,27,0.31011,0,-5.1325,0,-4.6598,39,0.89799,27,0.34126,10,-1.1640,24,0.10706,24,0.14455,47,1.23974,16,-0.4371,25,0.21612
ENSG00000060709,RIMBP2,27,-0.6373,9,-2.2790,0,-6.3890,91,1.32271,74,0.95880,0,-5.5978,46,0.18406,25,-0.7781,83,1.16281,47,0.23749,61,0.63930
ENSG00000111450,STX2,27,0.90540,25,0.76788,12,-0.3280,11,-0.5114,19,0.31806,15,-0.0158,14,-0.1229,14,-0.1768,14,-0.1238,9,-0.8141,10,-0.6395
ENSG00000132341,RAN,27,-3.2113,168,-0.5140,175,-0.4517,401,0.87470,350,0.65068,224,-0.0647,206,-0.1945,178,-0.4566,333,0.56554,257,0.15013,307,0.43358
ENSG00000061936,SFSWAP,27,0.18614,26,0.12809,32,0.47264,20,-0.2745,37,0.71883,39,0.78027,18,-0.4447,19,-0.3801,22,-0.1041,13,-0.9391,14,-0.7972
ENSG00000198598,MMP17,27,-0.1282,4,-2.7725,3,-3.0624,39,0.45144,68,1.38327,48,0.78179,31,0.10913,35,0.33865,18,-0.7242,21,-0.5278,21,-0.5291
ENSG00000177169,ULK1,27,-0.7024,20,-1.1361,12,-1.9234,60,0.55840,68,0.74047,31,-0.4941,64,0.66349,38,-0.1752,34,-0.3566,60,0.54097,58,0.50063
ENSG00000183495,EP400,355,3.86420,43,-0.2918,15,-1.7985,29,-0.8854,30,-0.8451,16,-1.6973,10,-2.4092,26,-1.0970,13,-2.0870,26,-1.0508,29,-0.8482
ENSG00000185163,DDX51,27,0.82986,3,-2.1948,17,0.10755,16,0.02680,22,0.52507,13,-0.3222,14,-0.2338,13,-0.2754,12,-0.4330,22,0.49110,18,0.19110
ENSG00000184967,NOC4L,27,0.41824,11,-0.8772,24,0.21311,22,0.08725,28,0.48127,5,-1.9939,28,0.48826,17,-0.3256,29,0.55067,16,-0.3777,23,0.16597
ENSG00000182870,GALNT9,27,-0.6830,7,-2.6730,2,-4.3524,67,0.74682,103,1.49144,58,0.51959,29,-0.5578,45,0.12725,45,0.09884,44,0.07764,32,-0.4353
ENSG00000112787,FBRSL1,27,-0.4910,42,0.21281,29,-0.3757,20,-0.9122,29,-0.3806,38,0.03493,39,0.09872,56,0.73687,39,0.09803,39,0.07284,30,-0.3341
ENSG00000176894,PXMP2,27,-0.0122,34,0.37071,10,-1.4680,22,-0.3249,24,-0.2027,6,-2.2759,31,0.23865,35,0.44376,27,0.02073,43,0.75282,30,0.17395
ENSG00000247077,PGAM5,27,0.13339,15,-0.7296,12,-1.1094,42,0.85957,52,1.23069,11,-1.1958,13,-0.9671,16,-0.6868,34,0.51990,26,0.06471,31,0.35611
ENSG00000176915,ANKLE2,27,-0.4182,25,-0.5098,27,-0.4134,30,-0.2617,82,1.37943,18,-1.0509,47,0.44098,19,-0.9644,67,1.05073,21,-0.7653,41,0.23316
ENSG00000090615,GOLGA3,27,-0.8158,25,-0.9090,35,-0.4051,64,0.53460,53,0.22068,39,-0.2360,37,-0.3214,52,0.22224,41,-0.1571,71,0.70481,52,0.21157
ENSG00000072609,CHFR,27,1.16752,24,0.97458,17,0.43638,9,-0.4856,14,0.07671,10,-0.4267,3,-2.1530,11,-0.3088,14,0.13211,9,-0.5647,8,-0.7895
ENSG00000196458,ZNF605,27,1.19489,26,1.14297,8,-0.6393,13,0.03035,17,0.43019,8,-0.6533,8,-0.7376,14,0.15131,3,-1.8809,7,-0.9573,8,-0.6596
ENSG00000198393,ZNF26,27,1.43529,7,-0.7201,10,-0.1303,9,-0.2663,13,0.27786,9,-0.2517,5,-1.1216,15,0.47729,0,-4.0267,11,-0.0408,12,0.09595
ENSG00000198040,ZNF84,27,-0.0781,25,-0.1960,39,0.49093,30,0.11055,41,0.57544,22,-0.3489,17,-0.8034,35,0.36420,23,-0.3289,28,-0.0305,18,-0.6395
ENSG00000196199,MPHOSPH8,27,-1.6584,77,-0.0724,83,0.04249,71,-0.1910,115,0.55630,221,1.69068,72,-0.1810,75,-0.1257,46,-0.8672,58,-0.5125,50,-0.7364
ENSG00000121390,PSPC1,27,-0.7042,21,-1.0926,27,-0.6680,51,0.28648,62,0.58790,31,-0.4773,47,0.15575,45,0.10921,32,-0.4354,70,0.78801,53,0.33311
ENSG00000121741,ZMYM2,27,-0.8214,30,-0.6292,41,-0.1714,60,0.41756,78,0.84385,34,-0.4549,68,0.62110,30,-0.7177,62,0.46766,49,0.09775,43,-0.0899
ENSG00000121742,GJB6,27,-1.5942,11,-2.8498,0,-7.8453,22,-1.8745,21,-1.9421,3,-4.5861,434,3.25790,81,0.07081,60,-0.3899,80,0.04534,109,0.55019
ENSG00000165475,CRYL1,50,-0.0566,122,1.40674,112,1.24424,21,-1.4046,27,-1.0022,46,-0.1875,70,0.45536,47,-0.1839,30,-0.8277,32,-0.7423,23,-1.2482
ENSG00000032742,IFT88,27,0.85691,17,0.11639,28,0.90859,11,-0.5373,6,-1.4927,20,0.39702,24,0.69017,16,0.09258,1,-3.3237,17,0.10355,4,-1.8666
ENSG00000278291,AL161772.1,27,-1.1357,98,0.87410,37,-0.6423,52,-0.1292,92,0.78017,22,-1.4080,72,0.37167,63,0.17415,54,-0.0663,50,-0.1829,50,-0.1834
ENSG00000172458,IL17D,27,-1.0688,196,2.23190,54,0.00114,18,-1.6510,34,-0.7193,18,-1.6453,68,0.34814,67,0.36710,13,-2.0699,66,0.29863,24,-1.2597
ENSG00000150456,EEF1AKMT1,27,0.92636,19,0.37910,14,-0.0630,13,-0.1558,10,-0.6076,14,-0.1314,24,0.73757,10,-0.6729,11,-0.4719,19,0.40675,8,-0.9030
ENSG00000150459,SAP18,287,0.42044,254,0.22316,250,0.20080,229,0.05994,243,0.15542,250,0.19777,191,-0.2177,177,-0.3655,220,-0.0012,162,-0.4789,203,-0.1302
ENSG00000173141,MRPL57,27,-2.2268,161,0.48241,118,-0.0108,128,0.12006,105,-0.1872,142,0.27760,110,-0.1244,115,-0.0643,146,0.32932,87,-0.4924,174,0.60718
ENSG00000180776,ZDHHC20,27,-0.7686,49,0.16089,216,2.88325,18,-1.3162,52,0.23262,56,0.37716,17,-1.4756,26,-0.8984,12,-1.8927,19,-1.3134,16,-1.5279
ENSG00000165487,MICU2,27,-0.2288,45,0.58478,49,0.72673,35,0.18622,29,-0.0974,26,-0.2610,40,0.38627,22,-0.5684,23,-0.4649,28,-0.1705,27,-0.2047
ENSG00000102678,FGF9,27,1.08527,0,-5.0630,0,-9.0150,19,0.55789,16,0.22599,13,-0.0243,0,-4.3395,13,-0.0921,24,0.90893,27,1.07908,11,-0.2757
ENSG00000151835,SACS,27,-0.3976,15,-1.2485,21,-0.7766,52,0.64863,82,1.41908,33,-0.0747,30,-0.2221,28,-0.3457,29,-0.2937,33,-0.0899,39,0.16386
ENSG00000182957,SPATA13,27,0.50640,22,0.22478,65,2.06750,8,-1.2207,3,-2.4284,16,-0.3289,31,0.76378,11,-0.9681,13,-0.5675,13,-0.5900,12,-0.7635
ENSG00000102699,PARP4,27,0.94456,29,1.10510,45,1.86877,2,-2.6396,4,-1.7869,13,-0.1740,14,-0.0732,9,-0.8086,5,-1.6073,11,-0.4925,9,-0.7299
ENSG00000165566,AMER2,27,-2.6240,238,0.67992,623,2.44920,50,-1.7050,91,-0.8285,168,0.11671,193,0.33665,126,-0.3675,99,-0.7060,77,-1.0876,56,-1.5536
ENSG00000139505,MTMR6,27,-1.0581,37,-0.5938,57,0.07550,98,0.96981,94,0.90295,40,-0.4777,65,0.30512,43,-0.3951,40,-0.4744,59,0.14312,46,-0.2593
ENSG00000139496,NUP58,27,-0.1695,22,-0.5027,24,-0.3226,61,1.14671,46,0.68111,16,-0.8971,12,-1.3574,26,-0.2675,46,0.68815,34,0.19947,20,-0.5935
ENSG00000132932,ATP8A2,27,-0.8858,9,-2.4713,2,-4.6811,107,1.31258,79,0.80551,54,0.17359,21,-1.2207,40,-0.3231,79,0.79262,41,-0.2284,79,0.78845
ENSG00000127870,RNF6,27,-0.7059,35,-0.2949,22,-1.0066,69,0.76590,81,1.03075,37,-0.2424,17,-1.4235,32,-0.4778,68,0.73396,38,-0.1694,56,0.42171
ENSG00000132964,CDK8,27,1.00307,13,-0.1545,12,-0.2861,18,0.33551,32,1.28941,6,-1.3199,14,0.02201,8,-0.8839,20,0.53177,3,-2.0795,10,-0.4688
ENSG00000132970,WASF3,27,-2.1769,121,0.08606,80,-0.5521,108,-0.1035,112,-0.0448,137,0.27906,136,0.26828,142,0.37074,93,-0.3340,168,0.60898,114,-0.0183
ENSG00000132975,GPR12,27,0.55141,6,-1.5684,0,-4.7473,14,-0.4588,73,2.33724,8,-1.2207,8,-1.2138,15,-0.3730,24,0.37906,29,0.66898,7,-1.4851
ENSG00000152484,USP12,27,-0.8431,16,-1.6329,47,0.01666,65,0.51525,53,0.19274,18,-1.4522,35,-0.4416,37,-0.4007,93,1.11235,48,0.03457,87,1.00239
ENSG00000122026,RPL21,246,-2.4318,2426,1.10203,2404,1.08592,575,-1.1732,810,-0.6559,2057,0.82188,1271,0.04125,1274,0.04997,827,-0.6255,758,-0.7577,934,-0.4378
ENSG00000122034,GTF3A,27,-1.6814,81,-0.0205,80,-0.0387,118,0.58513,81,-0.0191,63,-0.4157,77,-0.0987,88,0.11941,77,-0.0942,88,0.10964,117,0.56034
ENSG00000122033,MTIF3,94,0.60259,65,-3.4539,73,0.18198,67,0.04337,50,-0.3925,79,0.31596,52,-0.3323,52,-0.3750,91,0.53355,53,-0.3093,50,-0.4059
ENSG00000186184,POLR1D,27,-1.0129,41,-0.3816,47,-0.1672,75,0.56973,77,0.62360,52,0.00082,36,-0.5660,63,0.33357,36,-0.5647,55,0.08891,54,0.05753
ENSG00000102755,FLT1,551,5.11560,53,-0.1874,6,-3.3165,3,-4.3522,2,-4.5350,42,-0.5631,12,-2.3968,10,-2.7913,6,-3.4378,6,-3.2670,20,-1.6127
ENSG00000132963,POMP,59,-1.8413,262,0.43529,199,-0.0018,236,0.27237,195,-0.0291,268,0.47486,267,0.47014,187,-0.1088,169,-0.2569,179,-0.1651,181,-0.1514
ENSG00000139514,SLC7A1,27,-0.7175,14,-1.7055,16,-1.5152,72,0.82108,18,-1.3163,9,-2.3402,13,-1.8143,34,-0.3921,111,1.58004,72,0.83594,97,1.34550
ENSG00000122042,UBL3,27,-2.8343,230,0.38929,264,0.61046,218,0.30112,118,-0.6517,150,-0.2856,155,-0.2386,149,-0.3184,312,0.88626,240,0.45599,151,-0.2764
ENSG00000102781,KATNAL1,27,-0.1865,11,-1.5654,33,0.15788,55,0.95555,40,0.43296,17,-0.8988,17,-0.8843,36,0.31704,38,0.36260,27,-0.1987,27,-0.1856
ENSG00000189403,HMGB1,34,-3.5953,574,0.62328,694,0.93946,348,-0.1760,430,0.15649,464,0.27764,456,0.24887,334,-0.2646,362,-0.1160,331,-0.2560,314,-0.3367
