Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to8,Feature log2 fold change topic 3to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000130764,LRRC47,45,-0.7201,83,0.87168,49,-0.5041,42,-0.7337
ENSG00000196581,AJAP1,16,-1.0499,40,1.40143,6,-2.4195,22,-0.4874
ENSG00000069424,KCNAB2,199,-0.0163,246,0.87100,92,-1.2069,46,-2.2372
ENSG00000116254,CHD5,72,-0.6838,145,1.51595,22,-2.3552,35,-1.6975
ENSG00000116251,RPL22,739,0.32972,385,-1.3297,1429,1.43619,965,0.73454
ENSG00000116237,ICMT,24,-0.6821,40,0.44613,26,-0.5010,44,0.30855
ENSG00000158292,GPR153,13,-0.6000,23,0.75857,11,-0.7811,15,-0.3466
ENSG00000097021,ACOT7,92,-1.1220,249,1.68693,100,-0.9059,22,-3.1299
ENSG00000215788,TNFRSF25,15,-0.2010,21,0.93940,4,-2.1391,9,-0.9406
ENSG00000171680,PLEKHG5,24,-0.3825,37,1.04014,24,-0.3120,0,-5.9753
ENSG00000162408,NOL9,17,-0.9867,37,0.66492,18,-0.8023,39,0.35059
ENSG00000162413,KLHL21,33,-0.1330,40,0.50952,39,0.16996,7,-2.2927
ENSG00000116273,PHF13,12,-0.6680,17,-0.1548,19,0.05630,35,1.04484
ENSG00000041988,THAP3,8,-1.2929,26,1.59538,5,-2.0044,11,-0.7687
ENSG00000007923,DNAJC11,21,-0.9521,43,0.59594,18,-1.1265,54,0.58919
ENSG00000171735,CAMTA1,164,-0.3811,230,0.46091,181,-0.1945,157,-0.4182
ENSG00000049245,VAMP3,57,1.03253,13,-2.2828,86,1.61186,59,0.90784
ENSG00000049246,PER3,36,-0.0159,32,-0.3958,52,0.61108,45,0.34864
ENSG00000116288,PARK7,297,-0.1113,325,0.09263,372,0.26096,251,-0.3683
ENSG00000116285,ERRFI1,18,-0.3033,20,-0.1562,40,1.02035,16,-0.4783
ENSG00000162426,SLC45A1,23,-0.4494,42,1.76051,2,-3.7980,0,-5.9938
ENSG00000142599,RERE,124,0.20297,118,0.21678,54,-1.1021,102,-0.1354
ENSG00000074800,ENO1,617,0.00366,669,0.32405,460,-0.4599,445,-0.5107
ENSG00000171612,SLC25A33,82,1.04979,44,-0.2966,24,-1.0393,28,-0.8548
ENSG00000171603,CLSTN1,301,-0.8859,647,1.14858,364,-0.5164,201,-1.4170
ENSG00000178585,CTNNBIP1,62,1.20068,30,-0.3681,28,-0.2670,4,-3.0710
ENSG00000162441,LZIC,44,0.46567,25,-0.8694,77,1.37647,23,-0.5928
ENSG00000130939,UBE4B,25,-0.5094,39,0.53831,35,0.06685,20,-0.7747
ENSG00000054523,KIF1B,189,-0.4103,284,0.72807,137,-0.8712,171,-0.5314
ENSG00000142657,PGD,41,-0.3561,58,0.59265,50,-0.0154,22,-1.2672
ENSG00000241563,CORT,38,-0.9154,90,1.77776,17,-2.0136,12,-2.5231
ENSG00000160049,DFFA,35,-0.2011,33,-0.5461,68,0.90753,56,0.57677
ENSG00000142655,PEX14,22,-0.1392,27,0.53897,13,-0.8481,17,-0.5314
ENSG00000120948,TARDBP,57,0.00366,58,0.09583,69,0.32165,35,-0.7535
ENSG00000116649,SRM,102,-0.0245,107,0.11508,108,0.07239,82,-0.3709
ENSG00000171824,EXOSC10,21,0.15295,21,0.39874,13,-0.5891,9,-1.0912
ENSG00000198793,MTOR,30,-0.5314,45,0.38103,31,-0.4193,47,0.21772
ENSG00000116661,FBXO2,536,1.08821,245,-0.7254,303,-0.0282,244,-0.3730
ENSG00000132879,FBXO44,84,-0.7474,176,1.47848,49,-1.4943,33,-2.0861
ENSG00000116670,MAD2L2,28,0.50148,20,-0.1650,27,0.35502,9,-1.3449
ENSG00000011021,CLCN6,40,-0.3989,68,1.43894,12,-2.1075,6,-3.0940
ENSG00000116685,KIAA2013,33,-0.0092,34,0.13267,47,0.58349,12,-1.5547
ENSG00000083444,PLOD1,29,-0.0455,18,-1.2841,71,1.49065,55,1.03919
ENSG00000116688,MFN2,53,-0.4662,83,0.79640,43,-0.7320,42,-0.7629
ENSG00000116691,MIIP,15,-0.1350,20,1.11957,4,-1.8363,3,-2.5071
ENSG00000048707,VPS13D,32,-0.2979,46,0.78105,42,0.13741,0,-6.0886
ENSG00000162496,DHRS3,53,0.61967,22,-1.5258,111,1.85460,36,-0.1102
ENSG00000116731,PRDM2,40,-0.6181,67,0.55547,50,-0.2458,50,-0.2339
ENSG00000189337,KAZN,42,-0.1217,49,0.28929,27,-0.7642,47,0.07438
ENSG00000142634,EFHD2,75,0.70212,47,-0.3338,30,-0.8251,56,0.13073
ENSG00000116138,DNAJC16,16,-0.6136,28,0.81126,15,-0.6535,16,-0.5863
ENSG00000197312,DDI2,13,-0.6768,26,1.44064,11,-0.8560,0,-4.7521
ENSG00000116786,PLEKHM2,78,0.01856,90,0.59463,46,-0.8175,35,-1.2411
ENSG00000065526,SPEN,41,0.17610,35,-0.2485,47,0.36196,36,-0.0526
ENSG00000185519,FAM131C,9,-0.9026,24,2.11664,2,-3.1789,0,-5.1289
ENSG00000037637,FBXO42,17,-0.3398,19,-0.1645,11,-0.8675,42,1.21725
ENSG00000055070,SZRD1,34,0.21851,21,-1.0363,76,1.57057,32,0.06475
ENSG00000159363,ATP13A2,110,-0.4997,181,0.91348,69,-1.1673,94,-0.6997
ENSG00000117118,SDHB,64,-0.2716,81,0.36344,75,0.01363,51,-0.5863
ENSG00000117115,PADI2,81,0.82247,17,-2.5982,92,0.92766,170,2.08528
ENSG00000179051,RCC2,15,-0.6328,24,0.49469,20,-0.1096,19,-0.1861
ENSG00000074964,ARHGEF10L,24,-0.0377,22,-0.3172,14,-0.8617,50,1.17249
ENSG00000117154,IGSF21,56,0.36272,48,0.12753,9,-2.3919,53,0.22575
ENSG00000159423,ALDH4A1,46,0.91923,29,0.10785,17,-0.8164,0,-5.9141
ENSG00000127463,EMC1,18,-0.6589,35,1.19004,19,-0.5513,5,-2.5238
ENSG00000053372,MRTO4,24,-0.5797,40,0.73492,26,-0.3897,21,-0.6877
ENSG00000053371,AKR7A2,56,0.42637,37,-0.6084,97,1.30050,17,-1.5030
ENSG00000077549,CAPZB,143,-0.6604,202,-0.1322,311,0.64921,288,0.51736
ENSG00000173436,MICOS10,311,0.17716,300,0.22597,250,-0.1967,153,-0.9522
ENSG00000158747,NBL1,179,-0.3181,197,-0.2916,452,1.26084,155,-0.5173
ENSG00000162545,CAMK2N1,851,-0.2260,1160,0.77620,490,-1.0581,516,-0.9769
ENSG00000090432,MUL1,27,0.38103,23,0.17404,27,0.34162,0,-5.5301
ENSG00000158828,PINK1,291,-0.2471,384,0.56561,179,-0.9722,277,-0.2965
ENSG00000244038,DDOST,15,-1.1519,27,-0.3581,87,1.82361,23,-0.4059
ENSG00000117245,KIF17,8,-0.9033,20,1.40125,10,-0.5838,2,-2.9052
ENSG00000189410,SH2D5,11,-1.2076,34,2.09718,0,-4.8688,8,-1.6873
ENSG00000127483,HP1BP3,147,-0.0092,150,0.05453,170,0.21939,115,-0.4046
ENSG00000075151,EIF4G3,86,-0.5660,137,0.53352,100,-0.2795,104,-0.2214
ENSG00000117298,ECE1,37,0.69860,10,-2.2321,101,2.53237,20,-0.3915
ENSG00000076864,RAP1GAP,86,-0.5509,162,1.58444,19,-2.7197,23,-2.4806
ENSG00000090686,USP48,34,0.19148,33,0.23893,19,-0.7158,23,-0.4433
ENSG00000070831,CDC42,142,-0.6336,235,0.54576,226,0.15345,133,-0.6825
ENSG00000173372,C1QA,36,0.23213,12,-2.2845,118,2.39667,54,0.86680
ENSG00000159189,C1QC,26,-0.2228,8,-2.9193,130,2.76860,68,1.40384
ENSG00000173369,C1QB,68,0.49866,20,-2.3073,191,2.36362,75,0.58195
ENSG00000004487,KDM1A,33,-0.5629,58,1.05538,33,-0.5058,11,-2.0825
ENSG00000169641,LUZP1,23,-1.1947,57,0.73894,51,0.10641,38,-0.3510
ENSG00000125944,HNRNPR,85,-0.1164,99,0.34122,93,0.03210,50,-0.9223
ENSG00000125945,ZNF436,9,-0.7386,19,1.67941,5,-1.6008,0,-4.0536
ENSG00000117318,ID3,48,-0.9892,2,-6.1826,603,4.36970,148,0.89476
ENSG00000142676,RPL11,736,0.33785,319,-1.7230,1451,1.48002,1293,1.26601
ENSG00000011007,ELOA,16,-0.0253,18,0.48227,10,-0.6762,10,-0.7782
ENSG00000057757,PITHD1,100,-0.5303,183,1.46065,48,-1.6061,16,-3.1669
ENSG00000011009,LYPLA2,30,-0.5669,50,0.78464,31,-0.4190,24,-0.8543
ENSG00000117305,HMGCL,18,-0.4401,19,-0.5243,55,1.46103,23,-0.0052
ENSG00000189266,PNRC2,41,-0.1821,36,-0.7466,89,1.09538,72,0.72938
ENSG00000188529,SRSF10,38,-0.3148,47,0.11066,69,0.67652,29,-0.7104
ENSG00000001461,NIPAL3,65,0.66148,49,0.22460,23,-1.0594,13,-1.8803
ENSG00000133226,SRRM1,76,0.44002,49,-0.6440,89,0.64959,65,0.13199
ENSG00000169504,CLIC4,55,0.26551,5,-4.4264,226,3.01456,110,1.43168
ENSG00000117614,SYF2,60,-0.2384,59,-0.5268,91,0.44025,128,1.02178
ENSG00000117616,RSRP1,39,-0.0914,43,0.21949,17,-1.3281,54,0.44871
ENSG00000183726,TMEM50A,62,-0.4401,75,-0.2300,152,1.06529,76,-0.0894
ENSG00000204178,MACO1,14,-0.9208,28,0.59032,32,0.46670,14,-0.8745
ENSG00000117643,MAN1C1,9,-2.5649,44,-0.2894,170,2.27668,28,-0.8397
ENSG00000162430,SELENON,64,0.76514,35,-0.6384,49,0.20025,42,-0.0345
ENSG00000117640,MTFR1L,36,-0.5149,56,0.60924,53,0.12871,22,-1.1752
ENSG00000117632,STMN1,467,-0.8421,983,1.17241,381,-1.0822,428,-0.9048
ENSG00000158008,EXTL1,28,-0.2675,41,1.01777,21,-0.6800,3,-3.3377
ENSG00000142684,ZNF593,36,0.01043,36,0.07916,59,0.83629,7,-2.4299
ENSG00000142669,SH3BGRL3,169,-0.5307,227,-0.0290,330,0.60035,259,0.19957
ENSG00000158062,UBXN11,23,0.06673,24,0.28071,16,-0.5508,17,-0.4270
ENSG00000117682,DHDDS,16,-0.0338,21,1.09942,6,-1.5418,0,-4.6944
ENSG00000198830,HMGN2,161,0.26800,94,-1.1250,377,1.73920,126,-0.1583
ENSG00000117713,ARID1A,50,-0.4108,69,0.33202,44,-0.5490,74,0.25930
ENSG00000204160,ZDHHC18,15,-1.2912,37,0.36089,21,-0.7481,63,1.04964
ENSG00000090273,NUDC,99,-0.4619,141,0.32879,124,-0.0666,126,-0.0452
ENSG00000253368,TRNP1,54,-0.3255,84,1.17107,27,-1.3255,12,-2.4700
ENSG00000090020,SLC9A1,13,-1.0347,33,1.34850,18,-0.4803,6,-2.1180
ENSG00000142784,WDTC1,29,-0.1688,31,-0.1266,32,0.00257,45,0.54081
ENSG00000186501,TMEM222,60,-0.3586,79,0.24596,86,0.25380,59,-0.3592
ENSG00000158195,WASF2,63,1.01149,15,-2.1570,122,2.10379,34,-0.1681
ENSG00000126705,AHDC1,29,-0.7343,55,0.79924,28,-0.7208,38,-0.2921
ENSG00000126709,IFI6,119,-0.1656,110,-0.5368,165,0.38102,239,1.01150
ENSG00000117758,STX12,64,-0.3250,87,0.48632,38,-1.0942,82,0.10291
ENSG00000117751,PPP1R8,26,0.31264,23,0.23085,25,0.18618,2,-3.0629
ENSG00000117748,RPA2,30,-0.7005,50,0.43786,73,0.80878,15,-1.6772
ENSG00000126698,DNAJC8,102,-0.2318,124,0.23702,105,-0.1620,111,-0.0747
ENSG00000130770,ATP5IF1,270,-0.5510,457,0.91875,251,-0.6098,174,-1.1690
ENSG00000198492,YTHDF2,37,-0.7507,73,1.12240,38,-0.6304,22,-1.4880
ENSG00000116350,SRSF4,33,-0.6267,46,-0.0852,51,0.12079,79,0.85275
ENSG00000116353,MECR,14,-0.9276,29,0.78149,22,-0.1679,18,-0.4904
ENSG00000162511,LAPTM5,53,0.22167,25,-1.6645,126,1.72683,86,1.02306
ENSG00000162512,SDC3,225,0.27604,212,0.34419,126,-0.6753,91,-1.1748
ENSG00000134644,PUM1,81,-0.4948,134,0.97938,74,-0.5822,35,-1.7062
ENSG00000121766,ZCCHC17,59,-0.6152,106,1.00089,38,-1.2361,54,-0.6876
ENSG00000121769,FABP3,56,-1.0237,138,1.44340,49,-1.1355,40,-1.4438
ENSG00000162517,PEF1,54,-0.7142,101,0.87023,64,-0.3991,47,-0.8703
ENSG00000084636,COL16A1,36,0.35541,20,-1.1597,59,1.16169,46,0.74386
ENSG00000121753,ADGRB2,151,-0.5143,264,1.26217,60,-1.8631,78,-1.4568
ENSG00000184007,PTP4A2,215,0.67322,129,-0.5009,120,-0.3605,182,0.30584
ENSG00000121774,KHDRBS1,90,-0.1933,113,0.47685,102,0.03738,42,-1.3378
ENSG00000025800,KPNA6,32,-0.5489,55,1.00198,34,-0.4267,12,-1.9768
ENSG00000084652,TXLNA,13,-0.5999,23,1.07379,18,-0.0643,0,-5.2618
ENSG00000160050,CCDC28B,16,-0.4445,21,0.07683,22,0.10581,26,0.36651
ENSG00000084623,EIF3I,73,-0.7443,123,0.34800,150,0.47344,90,-0.3491
ENSG00000175130,MARCKSL1,455,1.06110,210,-0.7231,257,-0.0510,223,-0.2720
ENSG00000160058,BSDC1,53,-0.2729,70,0.54067,61,-0.0023,26,-1.3069
ENSG00000176261,ZBTB8OS,34,-0.1846,43,0.56300,43,0.22026,6,-2.7697
ENSG00000162521,RBBP4,59,-0.4784,81,0.14725,102,0.44163,72,-0.1241
ENSG00000162522,KIAA1522,14,-0.4771,23,0.81454,23,0.28290,0,-4.9701
ENSG00000134684,YARS,57,-0.7231,106,0.84859,54,-0.7449,66,-0.4239
ENSG00000160097,FNDC5,21,-0.2342,24,0.02714,32,0.47187,21,-0.2273
ENSG00000121905,HPCA,102,-0.8918,234,1.57525,66,-1.4715,44,-2.0823
ENSG00000121900,TMEM54,46,0.06577,38,-0.5408,64,0.57844,64,0.58257
ENSG00000116514,RNF19B,9,-1.1020,17,-0.0959,20,0.20174,36,1.15584
ENSG00000004455,AK2,27,-0.2797,22,-1.0462,70,1.29868,63,1.11369
ENSG00000142920,AZIN2,22,0.05531,23,0.44481,21,0.03132,4,-2.4023
ENSG00000160094,ZNF362,15,-0.0224,17,0.26634,24,0.72842,0,-4.9329
ENSG00000134686,PHC2,53,-0.2289,58,-0.0962,74,0.35297,69,0.24035
ENSG00000163866,SMIM12,31,-0.5673,49,0.47413,21,-1.1383,58,0.45129
ENSG00000116544,DLGAP3,67,0.15522,73,0.67418,20,-1.6836,27,-1.2896
ENSG00000116560,SFPQ,131,0.08680,120,-0.1416,119,-0.0829,149,0.28227
ENSG00000146463,ZMYM4,38,-0.1700,45,0.31947,45,0.10882,25,-0.8148
ENSG00000142687,KIAA0319L,37,-0.5457,57,0.45828,28,-0.9277,64,0.36654
ENSG00000020129,NCDN,185,-1.2997,543,1.51656,186,-1.1943,203,-1.0633
ENSG00000126067,PSMB2,56,-0.9338,113,0.56320,104,0.10395,87,-0.1942
ENSG00000142686,C1orf216,43,-0.8773,92,1.05341,37,-1.0335,52,-0.5213
ENSG00000092847,AGO1,22,-0.4285,29,-0.0121,40,0.51962,31,0.12334
ENSG00000116863,ADPRHL2,17,0.30106,16,0.62374,7,-1.0395,2,-2.8446
ENSG00000054116,TRAPPC3,36,-0.5687,58,0.57075,41,-0.3432,43,-0.2579
ENSG00000116871,MAP7D1,118,-0.4105,177,0.73260,119,-0.3575,72,-1.1330
ENSG00000054118,THRAP3,37,-0.9303,61,-0.1866,97,0.66215,107,0.84015
ENSG00000196182,STK40,26,0.20719,18,-0.7099,53,1.41297,16,-0.5764
ENSG00000181817,LSM10,40,0.05493,40,0.17692,20,-1.0209,43,0.19565
ENSG00000116885,OSCP1,11,-0.9961,24,0.46215,25,0.26006,20,-0.0436
ENSG00000116898,MRPS15,42,-0.5065,64,0.48335,44,-0.3802,53,-0.0886
ENSG00000163873,GRIK3,11,-0.4780,20,1.64924,1,-3.4307,1,-3.0868
ENSG00000163875,MEAF6,69,-0.5963,127,1.29472,34,-1.5910,35,-1.5643
ENSG00000183317,EPHA10,9,-1.0024,20,0.67507,11,-0.6676,20,0.27110
ENSG00000185090,MANEAL,11,-1.4306,39,1.94369,13,-1.1595,4,-2.8234
ENSG00000197982,C1orf122,331,0.74893,195,-0.4558,205,-0.1405,202,-0.1639
ENSG00000183431,SF3A3,28,-0.3256,31,-0.3288,55,0.75725,45,0.44415
ENSG00000183520,UTP11,21,-0.4196,30,0.44758,5,-2.3663,41,0.66488
ENSG00000116954,RRAGC,22,-0.8986,45,0.75603,55,0.60869,7,-2.4524
ENSG00000174574,AKIRIN1,52,-0.2972,75,0.77372,40,-0.6878,29,-1.1728
ENSG00000168653,NDUFS5,521,-0.1239,627,0.45513,287,-1.0371,499,-0.1817
ENSG00000127603,MACF1,122,-0.0985,127,-0.0536,152,0.26397,131,0.03104
ENSG00000183682,BMP8A,12,-0.3027,19,1.28016,1,-3.1035,4,-1.6543
ENSG00000090621,PABPC4,67,0.35319,53,-0.1246,71,0.41468,27,-1.0824
ENSG00000116983,HPCAL4,195,-0.4380,308,0.90362,105,-1.3385,163,-0.6798
ENSG00000084072,PPIE,29,0.15001,25,-0.2749,62,1.40367,0,-5.6911
ENSG00000168389,MFSD2A,21,0.06485,15,-0.9639,49,1.51542,24,0.25319
ENSG00000131236,CAP1,86,-0.7009,140,0.32488,133,0.05025,143,0.16671
ENSG00000131238,PPT1,107,-0.0491,125,0.48426,100,-0.1627,41,-1.4975
ENSG00000084073,ZMPSTE24,23,-0.3551,31,0.39626,30,0.11868,18,-0.6745
ENSG00000084070,SMAP2,55,-1.0789,134,1.18813,49,-1.1487,75,-0.5007
ENSG00000117016,RIMS3,58,-0.3038,86,0.97678,28,-1.3906,30,-1.2729
ENSG00000066136,NFYC,17,-0.8733,36,0.98525,31,0.08984,7,-2.0520
ENSG00000179862,CITED4,13,-0.5320,17,-0.1360,21,0.25738,28,0.75802
ENSG00000127124,HIVEP3,17,0.19426,17,0.43012,14,-0.1785,3,-2.5051
ENSG00000198815,FOXJ3,31,-0.7941,64,1.10133,33,-0.6482,22,-1.2423
ENSG00000177181,RIMKLA,14,-1.2041,40,1.87594,14,-1.0908,1,-4.1439
ENSG00000127125,PPCS,43,-0.1997,51,0.21064,66,0.49234,25,-1.0307
ENSG00000186409,CCDC30,28,0.75712,16,-0.4990,3,-2.6046,33,0.88383
ENSG00000065978,YBX1,152,-0.1214,79,-1.8525,360,1.35477,485,1.93639
ENSG00000164008,C1orf50,21,0.32633,18,0.04857,14,-0.4257,14,-0.4155
ENSG00000177868,SVBP,28,-0.4277,42,0.61059,27,-0.4421,25,-0.5268
ENSG00000117394,SLC2A1,69,-0.4918,39,-2.0863,279,1.98190,259,1.82878
ENSG00000117395,EBNA1BP2,36,-0.6623,61,0.57582,44,-0.2798,47,-0.1894
ENSG00000066322,ELOVL1,39,1.14171,6,-2.9188,38,0.91289,67,1.98827
ENSG00000159479,MED8,13,-0.5647,23,0.94604,20,0.14892,0,-5.2991
ENSG00000178922,HYI,23,0.18576,14,-1.1387,56,1.69528,23,0.13576
ENSG00000142949,PTPRF,81,-0.5481,126,0.51943,127,0.21477,63,-0.8722
ENSG00000126091,ST3GAL3,31,-0.3848,45,0.66226,28,-0.5054,24,-0.7220
ENSG00000117408,IPO13,54,0.22345,52,0.35483,48,-0.0035,8,-2.6875
ENSG00000117410,ATP6V0B,202,-0.8595,428,1.15706,192,-0.8603,171,-1.0366
ENSG00000117411,B4GALT2,87,0.48931,71,0.22847,57,-0.2541,11,-2.6276
ENSG00000159214,CCDC24,11,-0.5540,19,1.08399,13,-0.1642,0,-4.9702
ENSG00000178028,DMAP1,36,-0.4171,49,0.19734,49,0.08428,48,0.07200
ENSG00000117419,ERI3,123,-0.3040,175,0.76230,83,-0.8776,83,-0.8856
ENSG00000187147,RNF220,79,-0.2127,102,0.55955,71,-0.3533,48,-0.9608
ENSG00000142937,RPS8,1263,0.03780,702,-1.5394,3391,1.76415,2245,0.99580
ENSG00000070785,EIF2B3,14,-0.6917,25,0.72014,15,-0.4815,17,-0.3467
ENSG00000126088,UROD,56,-0.3065,73,0.32704,100,0.66551,19,-1.8934
ENSG00000117450,PRDX1,435,0.29747,326,-0.4167,547,0.64126,326,-0.2007
ENSG00000117448,AKR1A1,52,0.64189,33,-0.3639,55,0.62253,13,-1.6122
ENSG00000132780,NASP,40,0.92151,22,-0.3840,31,0.36819,4,-2.5623
ENSG00000159592,GPBP1L1,23,-0.2875,31,0.54061,21,-0.3676,17,-0.6766
ENSG00000086015,MAST2,21,-0.4179,32,0.82184,14,-0.9214,16,-0.7789
ENSG00000117461,PIK3R3,15,-0.6569,18,-0.7075,35,0.71783,53,1.42552
ENSG00000085998,POMGNT1,56,0.01646,54,-0.1042,49,-0.2142,72,0.40455
ENSG00000132128,LRRC41,37,-0.4481,55,0.55990,36,-0.4521,39,-0.3260
ENSG00000173660,UQCRH,371,-0.3684,566,0.93388,303,-0.6496,138,-1.8295
ENSG00000117480,FAAH,27,-0.1637,33,0.50083,13,-1.1834,27,-0.1476
ENSG00000079277,MKNK1,20,-0.3916,29,0.55628,8,-1.6869,30,0.27521
ENSG00000123472,ATPAF1,124,-0.0236,126,0.02590,92,-0.4816,156,0.35733
ENSG00000159658,EFCAB14,90,0.51932,54,-0.7252,117,0.89130,61,-0.1747
ENSG00000186377,CYP4X1,5,-1.8207,20,0.66050,31,0.98214,8,-1.0606
ENSG00000162368,CMPK1,76,-0.3095,102,0.45112,80,-0.2060,66,-0.5163
ENSG00000162373,BEND5,18,-0.1741,23,0.46424,29,0.57265,0,-5.4144
ENSG00000162374,ELAVL4,67,-1.0724,182,2.05101,36,-1.9212,4,-4.8519
ENSG00000185104,FAF1,27,-0.3135,33,0.01440,26,-0.3193,48,0.64888
ENSG00000123091,RNF11,235,-0.7831,475,1.13158,190,-1.0426,205,-0.9254
ENSG00000085832,EPS15,139,-0.2306,180,0.49988,113,-0.5391,117,-0.4813
ENSG00000117859,OSBPL9,23,0.34757,18,-0.1670,25,0.45949,10,-0.9546
ENSG00000078618,NRDC,52,-0.5431,80,0.41226,101,0.55720,33,-1.1782
ENSG00000169213,RAB3B,73,-1.0809,191,1.67493,31,-2.2735,61,-1.2521
ENSG00000117862,TXNDC12,33,0.17926,31,0.23791,28,-0.0725,13,-1.2388
ENSG00000134717,BTF3L4,48,-0.5790,78,0.64497,56,-0.2713,48,-0.5345
ENSG00000157077,ZFYVE9,12,-1.2061,30,0.94997,15,-0.7113,23,-0.0778
ENSG00000134748,PRPF38A,23,-0.6416,30,-0.3722,34,0.01694,76,1.37766
ENSG00000134744,TUT4,37,0.65450,22,-0.5767,32,0.30117,25,-0.0691
ENSG00000162377,COA7,20,0.44303,17,0.40061,2,-2.6445,10,-0.6898
ENSG00000162378,ZYG11B,76,-0.9491,169,1.09539,91,-0.5947,72,-0.9429
ENSG00000116171,SCP2,94,-0.0300,92,-0.1535,129,0.47776,91,-0.0802
ENSG00000162384,CZIB,64,0.38576,47,-0.3285,69,0.45825,40,-0.4126
ENSG00000162385,MAGOH,16,-0.9515,32,0.43374,35,0.32973,26,-0.1080
ENSG00000157193,LRP8,18,-1.2138,49,1.32374,29,-0.3724,12,-1.6594
ENSG00000058799,YIPF1,11,-0.8888,20,0.30532,13,-0.5079,29,0.76704
ENSG00000081870,HSPB11,24,-0.3719,32,0.19030,52,0.89547,10,-1.5894
ENSG00000116209,TMEM59,158,-0.2112,161,-0.3406,386,1.31443,113,-0.7088
ENSG00000116221,MRPL37,39,-0.3880,56,0.54601,43,-0.2115,32,-0.6641
ENSG00000157216,SSBP3,84,-0.5845,157,1.38047,47,-1.4040,24,-2.3959
ENSG00000243725,TTC4,11,-0.6564,22,1.53063,4,-2.0607,4,-2.1361
