"gene","cellType.target","mean.target","cellType.2nd","mean.2nd","MeanRatio","MeanRatio.rank","MeanRatio.anno","gene_ensembl","gene_name"
"TAFA4","Inhib.Chandelier",1.95845177982972,"Inhib.Pvalb",0.565726014415817,3.46183793908093,8,"Inhib.Chandelier/Inhib.Pvalb: 3.462","ENSG00000163377","TAFA4"
"LINC02720","Inhib.Chandelier",0.552203157502767,"Excit.L2",0.168534843814431,3.27649253415384,9,"Inhib.Chandelier/Excit.L2: 3.276","ENSG00000255178","LINC02720"
"NPNT","Inhib.Chandelier",1.83907075238946,"Excit.L2_5.2",0.587307333882837,3.13136010107502,10,"Inhib.Chandelier/Excit.L2_5.2: 3.131","ENSG00000168743","NPNT"
"PTHLH","Inhib.Chandelier",1.17157672351587,"Inhib.Vip",0.408919616216849,2.86505385668411,11,"Inhib.Chandelier/Inhib.Vip: 2.865","ENSG00000087494","PTHLH"
"GPR149","Inhib.Chandelier",1.91396782054442,"Inhib.Pvalb",0.722278023171089,2.64990455080073,12,"Inhib.Chandelier/Inhib.Pvalb: 2.65","ENSG00000174948","GPR149"
"ENSG00000255886","Inhib.Chandelier",0.392372134916216,"Micro.1",0.165362525542294,2.37279960274833,13,"Inhib.Chandelier/Micro.1: 2.373","ENSG00000255886","ENSG00000255886"
"GABRD","Inhib.Chandelier",1.13726933122135,"Inhib.Lamp5_Lhx6",0.506137063910538,2.24695919803724,14,"Inhib.Chandelier/Inhib.Lamp5_Lhx6: 2.247","ENSG00000187730","GABRD"
"NTAN1","Inhib.Chandelier",0.52225764517198,"Inhib.Pvalb",0.251433750506147,2.07711830301482,15,"Inhib.Chandelier/Inhib.Pvalb: 2.077","ENSG00000157045","NTAN1"
"ENSG00000286776","Inhib.Chandelier",0.977945589655144,"Astro.4",0.481027420113852,2.03303501788667,16,"Inhib.Chandelier/Astro.4: 2.033","ENSG00000286776","ENSG00000286776"
"THSD7A","Inhib.Chandelier",5.30052309440842,"Inhib.Vip",2.6125353331224,2.02888092161167,17,"Inhib.Chandelier/Inhib.Vip: 2.029","ENSG00000005108","THSD7A"
"CALB1","Inhib.Chandelier",0.930400399331502,"Inhib.Lamp5_Lhx6",0.484295368368444,1.92114246821305,18,"Inhib.Chandelier/Inhib.Lamp5_Lhx6: 1.921","ENSG00000104327","CALB1"
"ENSG00000254361","Inhib.Chandelier",1.26688380948098,"Inhib.Pvalb",0.674183882918695,1.87913689659319,19,"Inhib.Chandelier/Inhib.Pvalb: 1.879","ENSG00000254361","ENSG00000254361"
"RET","Inhib.Chandelier",0.366690493200948,"Inhib.Pvalb",0.195951830468885,1.87132976672639,20,"Inhib.Chandelier/Inhib.Pvalb: 1.871","ENSG00000165731","RET"
"PDGFRL","Inhib.Chandelier",0.379856685715736,"Vasc.VLMC",0.212615650691306,1.78658854360277,21,"Inhib.Chandelier/Vasc.VLMC: 1.787","ENSG00000104213","PDGFRL"
"CA8","Inhib.Chandelier",2.62962982526614,"Astro.1",1.47343346713668,1.78469532823649,22,"Inhib.Chandelier/Astro.1: 1.785","ENSG00000178538","CA8"
"ADGRA1","Inhib.Chandelier",1.06842983900188,"Excit.L5.2",0.59967570621151,1.7816793775952,23,"Inhib.Chandelier/Excit.L5.2: 1.782","ENSG00000197177","ADGRA1"
"ENSG00000289510","Inhib.Chandelier",0.730752010539375,"Inhib.Pvalb",0.411658547836426,1.77514110755145,24,"Inhib.Chandelier/Inhib.Pvalb: 1.775","ENSG00000289510","ENSG00000289510"
"UNC5B","Inhib.Chandelier",1.88132601789879,"Oligo.2",1.06013736704714,1.77460589200714,25,"Inhib.Chandelier/Oligo.2: 1.775","ENSG00000107731","UNC5B"
"ENSG00000289413","Inhib.Chandelier",0.977476482106635,"Inhib.Lamp5_Lhx6",0.557799191583313,1.75238060014406,26,"Inhib.Chandelier/Inhib.Lamp5_Lhx6: 1.752","ENSG00000289413","ENSG00000289413"
"PRPS2","Inhib.Chandelier",0.423949443679776,"Excit.L6_CT",0.243142375929777,1.74362630972323,27,"Inhib.Chandelier/Excit.L6_CT: 1.744","ENSG00000101911","PRPS2"
"FAM20C","Inhib.Chandelier",0.617749968413822,"Inhib.Pax6",0.358323083781588,1.72400271256419,28,"Inhib.Chandelier/Inhib.Pax6: 1.724","ENSG00000177706","FAM20C"
"NACC2","Inhib.Chandelier",1.80798848948586,"Astro.1",1.04949682960251,1.72271934367884,29,"Inhib.Chandelier/Astro.1: 1.723","ENSG00000148411","NACC2"
"DPP10-AS3","Inhib.Chandelier",1.31890477255115,"Astro.4",0.774883533334953,1.70206839584632,30,"Inhib.Chandelier/Astro.4: 1.702","ENSG00000231538","DPP10-AS3"
"FBLN7","Inhib.Chandelier",0.77497748641096,"Inhib.Pvalb",0.473962351149655,1.63510347294707,31,"Inhib.Chandelier/Inhib.Pvalb: 1.635","ENSG00000144152","FBLN7"
"C1QL1","Inhib.Chandelier",1.43207432153754,"OPC.4",0.878034443929383,1.63100016342037,32,"Inhib.Chandelier/OPC.4: 1.631","ENSG00000131094","C1QL1"
"TMEM263","Inhib.Chandelier",0.635229438562509,"OPC.4",0.390144395713932,1.6281906020977,33,"Inhib.Chandelier/OPC.4: 1.628","ENSG00000151135","TMEM263"
"CITED2","Inhib.Chandelier",0.644613878087051,"Inhib.Pvalb",0.396705571058129,1.62491763442514,34,"Inhib.Chandelier/Inhib.Pvalb: 1.625","ENSG00000164442","CITED2"
"PCTP","Inhib.Chandelier",0.790317961841293,"Astro.1",0.489762997701836,1.61367429869096,35,"Inhib.Chandelier/Astro.1: 1.614","ENSG00000141179","PCTP"
"ZNF385D-AS2","Inhib.Chandelier",0.89812667418503,"Inhib.Pax6",0.556894493913464,1.61274116372318,36,"Inhib.Chandelier/Inhib.Pax6: 1.613","ENSG00000223351","ZNF385D-AS2"
"CHST2","Inhib.Chandelier",0.347809307876043,"Vasc.PC",0.216969954880999,1.60302982072705,37,"Inhib.Chandelier/Vasc.PC: 1.603","ENSG00000175040","CHST2"
"SDK1","Inhib.Chandelier",4.90433564435385,"Excit.L5_6_NP",3.08172136076943,1.59142734537472,38,"Inhib.Chandelier/Excit.L5_6_NP: 1.591","ENSG00000146555","SDK1"
"ING3","Inhib.Chandelier",0.649287586202873,"Inhib.Pvalb",0.411888991227018,1.57636547718511,39,"Inhib.Chandelier/Inhib.Pvalb: 1.576","ENSG00000071243","ING3"
"FH","Inhib.Chandelier",0.370518860794348,"Inhib.Pvalb",0.239515605276096,1.54695081503036,40,"Inhib.Chandelier/Inhib.Pvalb: 1.547","ENSG00000091483","FH"
"HTR5A","Inhib.Chandelier",0.340702877423375,"Inhib.Pax6",0.221745826534884,1.53645677462064,41,"Inhib.Chandelier/Inhib.Pax6: 1.536","ENSG00000157219","HTR5A"
"LSM11","Inhib.Chandelier",0.544858019390863,"Excit.L5_6_NP",0.355436945990164,1.53292454692074,42,"Inhib.Chandelier/Excit.L5_6_NP: 1.533","ENSG00000155858","LSM11"
"COX6C","Inhib.Chandelier",1.05482214663787,"Inhib.Pvalb",0.696708068967017,1.51400879883854,43,"Inhib.Chandelier/Inhib.Pvalb: 1.514","ENSG00000164919","COX6C"
"ENSG00000287032","Inhib.Chandelier",0.339788283731127,"Inhib.Sst",0.224551741685806,1.51318480622858,44,"Inhib.Chandelier/Inhib.Sst: 1.513","ENSG00000287032","ENSG00000287032"
"PCDH8","Inhib.Chandelier",1.00133232133581,"Inhib.Vip",0.66762528551903,1.49984181704165,45,"Inhib.Chandelier/Inhib.Vip: 1.5","ENSG00000136099","PCDH8"
"ATP6V1F","Inhib.Chandelier",0.572071027778348,"Inhib.Sst",0.385571069896056,1.48369800652463,46,"Inhib.Chandelier/Inhib.Sst: 1.484","ENSG00000128524","ATP6V1F"
"CCNJL","Inhib.Chandelier",0.800065948223397,"Inhib.Lamp5_Lhx6",0.540715588992062,1.47964283721648,47,"Inhib.Chandelier/Inhib.Lamp5_Lhx6: 1.48","ENSG00000135083","CCNJL"
"LAPTM4B","Inhib.Chandelier",1.09598745758534,"Inhib.Pax6",0.740807284936052,1.4794501618325,48,"Inhib.Chandelier/Inhib.Pax6: 1.479","ENSG00000104341","LAPTM4B"
"SPTB","Inhib.Chandelier",1.25715003025053,"Inhib.Pvalb",0.857416682363495,1.46620663687713,49,"Inhib.Chandelier/Inhib.Pvalb: 1.466","ENSG00000070182","SPTB"
"ITPRID2","Inhib.Chandelier",1.9027985306407,"Vasc.Endo",1.3019420964891,1.46150780113179,50,"Inhib.Chandelier/Vasc.Endo: 1.462","ENSG00000138434","ITPRID2"
"LINC01344","Inhib.Lamp5_Lhx6",1.25928761374087,"Inhib.Vip",0.1424327280484,8.84127988697203,1,"Inhib.Lamp5_Lhx6/Inhib.Vip: 8.841","ENSG00000228918","LINC01344"
"EYA4","Inhib.Lamp5_Lhx6",3.18618132184933,"Oligo.2",0.489596945380077,6.50776389010328,2,"Inhib.Lamp5_Lhx6/Oligo.2: 6.508","ENSG00000112319","EYA4"
"SV2C","Inhib.Lamp5_Lhx6",2.32100499811964,"Inhib.Vip",0.365950045190209,6.34240937697728,3,"Inhib.Lamp5_Lhx6/Inhib.Vip: 6.342","ENSG00000122012","SV2C"
"PDGFD","Inhib.Lamp5_Lhx6",2.08607957438183,"Excit.L2",0.502699089424392,4.14975801283123,4,"Inhib.Lamp5_Lhx6/Excit.L2: 4.15","ENSG00000170962","PDGFD"
"ENSG00000250842","Inhib.Lamp5_Lhx6",1.01728369626192,"Inhib.Vip",0.262161352273681,3.88037247839619,5,"Inhib.Lamp5_Lhx6/Inhib.Vip: 3.88","ENSG00000250842","ENSG00000250842"
"KIT","Inhib.Lamp5_Lhx6",2.95344624448252,"Inhib.Vip",0.814059053445763,3.62804913474167,6,"Inhib.Lamp5_Lhx6/Inhib.Vip: 3.628","ENSG00000157404","KIT"
"ENSG00000251031","Inhib.Lamp5_Lhx6",2.14974841697672,"Inhib.Vip",0.63527134706804,3.38398453967494,7,"Inhib.Lamp5_Lhx6/Inhib.Vip: 3.384","ENSG00000251031","ENSG00000251031"
"DUSP4","Inhib.Lamp5_Lhx6",0.695214580025408,"Excit.L5_6_NP",0.208041592419082,3.34170956846435,8,"Inhib.Lamp5_Lhx6/Excit.L5_6_NP: 3.342","ENSG00000120875","DUSP4"
"SFRP1","Inhib.Lamp5_Lhx6",0.976693279874427,"Oligo.1",0.300243246887039,3.25300665377459,9,"Inhib.Lamp5_Lhx6/Oligo.1: 3.253","ENSG00000104332","SFRP1"
"HAPLN1","Inhib.Lamp5_Lhx6",1.29009824844504,"Inhib.Pax6",0.456520625790396,2.82593638833171,10,"Inhib.Lamp5_Lhx6/Inhib.Pax6: 2.826","ENSG00000145681","HAPLN1"
"GRPR","Inhib.Lamp5_Lhx6",0.551458646153108,"Inhib.Vip",0.212135607263303,2.59955720431525,11,"Inhib.Lamp5_Lhx6/Inhib.Vip: 2.6","ENSG00000126010","GRPR"
"CA3","Inhib.Lamp5_Lhx6",1.11534282255396,"OPC.3",0.446106233928322,2.5001731375338,12,"Inhib.Lamp5_Lhx6/OPC.3: 2.5","ENSG00000164879","CA3"
"LAMP5","Inhib.Lamp5_Lhx6",1.65692912104669,"Excit.L2",0.667642645774864,2.4817604620263,13,"Inhib.Lamp5_Lhx6/Excit.L2: 2.482","ENSG00000125869","LAMP5"
"ENSG00000228113","Inhib.Lamp5_Lhx6",0.609824922567135,"Excit.L2",0.256001880915868,2.38211110162721,14,"Inhib.Lamp5_Lhx6/Excit.L2: 2.382","ENSG00000228113","ENSG00000228113"
"LINC00298","Inhib.Lamp5_Lhx6",1.05483303271872,"Astro.1",0.481253470128979,2.19184504256357,15,"Inhib.Lamp5_Lhx6/Astro.1: 2.192","ENSG00000235665","LINC00298"
"KCNQ4","Inhib.Lamp5_Lhx6",0.378820333197157,"Excit.L2_5.2",0.174031571265812,2.17673339637068,16,"Inhib.Lamp5_Lhx6/Excit.L2_5.2: 2.177","ENSG00000117013","KCNQ4"
"PRELID2","Inhib.Lamp5_Lhx6",2.87002369132833,"Vasc.Endo",1.33633737921274,2.14767897386745,17,"Inhib.Lamp5_Lhx6/Vasc.Endo: 2.148","ENSG00000186314","PRELID2"
"FAM210B","Inhib.Lamp5_Lhx6",0.372675798105426,"Excit.L5.2",0.17508643772552,2.12852464729258,18,"Inhib.Lamp5_Lhx6/Excit.L5.2: 2.129","ENSG00000124098","FAM210B"
"SOX1","Inhib.Lamp5_Lhx6",0.748189572537056,"Inhib.Vip",0.36101696996447,2.07244987018392,19,"Inhib.Lamp5_Lhx6/Inhib.Vip: 2.072","ENSG00000182968","SOX1"
"SERTM1","Inhib.Lamp5_Lhx6",1.10794674779329,"Excit.L2",0.537394823931239,2.06169970095406,20,"Inhib.Lamp5_Lhx6/Excit.L2: 2.062","ENSG00000180440","SERTM1"
"SOX1-OT","Inhib.Lamp5_Lhx6",1.56538269406076,"Inhib.Chandelier",0.762152890220212,2.05389589693541,21,"Inhib.Lamp5_Lhx6/Inhib.Chandelier: 2.054","ENSG00000224243","SOX1-OT"
"CA13","Inhib.Lamp5_Lhx6",0.811786994960018,"OPC.3",0.405546607032392,2.0017107303654,22,"Inhib.Lamp5_Lhx6/OPC.3: 2.002","ENSG00000185015","CA13"
"TACR1","Inhib.Lamp5_Lhx6",1.97160172009641,"Inhib.Pax6",1.02084141502431,1.93134966026967,23,"Inhib.Lamp5_Lhx6/Inhib.Pax6: 1.931","ENSG00000115353","TACR1"
"CPLX3","Inhib.Lamp5_Lhx6",0.615056635090453,"Excit.L6b",0.326809380511435,1.88200422560678,24,"Inhib.Lamp5_Lhx6/Excit.L6b: 1.882","ENSG00000213578","CPLX3"
"SRM","Inhib.Lamp5_Lhx6",0.589285959873906,"Inhib.Vip",0.328610644614913,1.79326497644186,25,"Inhib.Lamp5_Lhx6/Inhib.Vip: 1.793","ENSG00000116649","SRM"
"RAD21","Inhib.Lamp5_Lhx6",1.46137910874538,"Inhib.Pax6",0.824486080977967,1.77247274691643,26,"Inhib.Lamp5_Lhx6/Inhib.Pax6: 1.772","ENSG00000164754","RAD21"
"PDSS1","Inhib.Lamp5_Lhx6",0.838782152567903,"Inhib.Vip",0.495554902619021,1.69261195507282,27,"Inhib.Lamp5_Lhx6/Inhib.Vip: 1.693","ENSG00000148459","PDSS1"
"ZNF770","Inhib.Lamp5_Lhx6",0.830801336856055,"Astro.1",0.495877854085438,1.67541528626707,28,"Inhib.Lamp5_Lhx6/Astro.1: 1.675","ENSG00000198146","ZNF770"
"TOX2","Inhib.Lamp5_Lhx6",1.731541670589,"Inhib.Chandelier",1.06447286092972,1.62666586828401,29,"Inhib.Lamp5_Lhx6/Inhib.Chandelier: 1.627","ENSG00000124191","TOX2"
"CRTAC1","Inhib.Lamp5_Lhx6",1.08430676229592,"Inhib.Pvalb",0.673895617917565,1.60901292940082,30,"Inhib.Lamp5_Lhx6/Inhib.Pvalb: 1.609","ENSG00000095713","CRTAC1"
"NRIP3","Inhib.Lamp5_Lhx6",2.01577909058281,"Inhib.Pax6",1.30332284513878,1.54664601951957,31,"Inhib.Lamp5_Lhx6/Inhib.Pax6: 1.547","ENSG00000175352","NRIP3"
"MCF2","Inhib.Lamp5_Lhx6",0.553957581007676,"Inhib.Pax6",0.358290150966857,1.54611445364268,32,"Inhib.Lamp5_Lhx6/Inhib.Pax6: 1.546","ENSG00000101977","MCF2"
"UNC13C","Inhib.Lamp5_Lhx6",3.06753575337566,"Excit.L2_5.2",1.99392754489756,1.53843892734491,33,"Inhib.Lamp5_Lhx6/Excit.L2_5.2: 1.538","ENSG00000137766","UNC13C"
"TLE2","Inhib.Lamp5_Lhx6",0.80299685537392,"Inhib.Vip",0.534499194507149,1.5023350149561,34,"Inhib.Lamp5_Lhx6/Inhib.Vip: 1.502","ENSG00000065717","TLE2"
"PRSS12","Inhib.Lamp5_Lhx6",0.785528187614563,"Inhib.Chandelier",0.525795637391193,1.49398004044322,35,"Inhib.Lamp5_Lhx6/Inhib.Chandelier: 1.494","ENSG00000164099","PRSS12"
"FGF13","Inhib.Lamp5_Lhx6",4.5673865414275,"Inhib.Chandelier",3.11518410135214,1.46616905865853,36,"Inhib.Lamp5_Lhx6/Inhib.Chandelier: 1.466","ENSG00000129682","FGF13"
"TMEM74B","Inhib.Lamp5_Lhx6",0.372785070853236,"Excit.L2",0.254390038816586,1.4654075001813,37,"Inhib.Lamp5_Lhx6/Excit.L2: 1.465","ENSG00000125895","TMEM74B"
"CHRD","Inhib.Lamp5_Lhx6",0.550396748078483,"Excit.L2_5.2",0.388042957124471,1.41839128367928,38,"Inhib.Lamp5_Lhx6/Excit.L2_5.2: 1.418","ENSG00000090539","CHRD"
"ZIM2","Inhib.Lamp5_Lhx6",0.385721383312372,"Inhib.Chandelier",0.273048428068057,1.41264824720482,39,"Inhib.Lamp5_Lhx6/Inhib.Chandelier: 1.413","ENSG00000269699","ZIM2"
"HPCAL1","Inhib.Lamp5_Lhx6",1.41945589976709,"Excit.L6b",1.02830975007285,1.38037775064034,40,"Inhib.Lamp5_Lhx6/Excit.L6b: 1.38","ENSG00000115756","HPCAL1"
"NRIP3-DT","Inhib.Lamp5_Lhx6",0.813935996648144,"Inhib.Sst",0.595018291661475,1.36791760531493,41,"Inhib.Lamp5_Lhx6/Inhib.Sst: 1.368","ENSG00000253973","NRIP3-DT"
"HOMER2","Inhib.Lamp5_Lhx6",1.55894923756001,"Excit.L6_CT",1.13973455364566,1.36781782439903,42,"Inhib.Lamp5_Lhx6/Excit.L6_CT: 1.368","ENSG00000103942","HOMER2"
"RERG","Inhib.Lamp5_Lhx6",1.774171986956,"Inhib.Vip",1.30709129821275,1.35734358371287,43,"Inhib.Lamp5_Lhx6/Inhib.Vip: 1.357","ENSG00000134533","RERG"
"MYRFL","Inhib.Lamp5_Lhx6",1.09891255619181,"Inhib.Pvalb",0.815363864341455,1.34775724587619,44,"Inhib.Lamp5_Lhx6/Inhib.Pvalb: 1.348","ENSG00000166268","MYRFL"
"ZNF428","Inhib.Lamp5_Lhx6",0.383594840093285,"Inhib.Vip",0.286823020305148,1.33739209525505,45,"Inhib.Lamp5_Lhx6/Inhib.Vip: 1.337","ENSG00000131116","ZNF428"
"AMMECR1","Inhib.Lamp5_Lhx6",1.27894401974776,"Excit.L2_5.2",0.960330881350459,1.33177433381009,46,"Inhib.Lamp5_Lhx6/Excit.L2_5.2: 1.332","ENSG00000101935","AMMECR1"
"EPHB2","Inhib.Lamp5_Lhx6",0.871010295216219,"Oligo.2",0.65633091231323,1.3270901596671,47,"Inhib.Lamp5_Lhx6/Oligo.2: 1.327","ENSG00000133216","EPHB2"
"MN1","Inhib.Lamp5_Lhx6",0.454729833626608,"Vasc.VLMC",0.342785399142616,1.32657293678199,48,"Inhib.Lamp5_Lhx6/Vasc.VLMC: 1.327","ENSG00000169184","MN1"
"PPP1R2","Inhib.Lamp5_Lhx6",0.96885397041965,"Inhib.Pax6",0.730933814068347,1.32550164156047,49,"Inhib.Lamp5_Lhx6/Inhib.Pax6: 1.326","ENSG00000184203","PPP1R2"
"BPNT2","Inhib.Lamp5_Lhx6",0.932811749613132,"Excit.L5_6_NP",0.706618163264006,1.32010723486684,50,"Inhib.Lamp5_Lhx6/Excit.L5_6_NP: 1.32","ENSG00000104331","BPNT2"
"LINC01162","Inhib.Pax6",0.80754099704605,"Inhib.Vip",0.049216558642987,16.4079126885707,1,"Inhib.Pax6/Inhib.Vip: 16.408","ENSG00000232790","LINC01162"
"HTR3A","Inhib.Pax6",0.440018956571748,"Inhib.Vip",0.0363055896433419,12.1198680669946,2,"Inhib.Pax6/Inhib.Vip: 12.12","ENSG00000166736","HTR3A"
"HGFAC","Inhib.Pax6",0.357008319745319,"Inhib.Vip",0.0796415913167401,4.48268692077576,3,"Inhib.Pax6/Inhib.Vip: 4.483","ENSG00000109758","HGFAC"
"SLC17A8","Inhib.Pax6",0.850465370104742,"Inhib.Pvalb",0.199568229276536,4.26152686320765,4,"Inhib.Pax6/Inhib.Pvalb: 4.262","ENSG00000179520","SLC17A8"
"LINC01470","Inhib.Pax6",2.45593619817399,"Inhib.Pvalb",0.591122933331931,4.15469618871126,5,"Inhib.Pax6/Inhib.Pvalb: 4.155","ENSG00000249484","LINC01470"
"YJEFN3","Inhib.Pax6",1.35703782147827,"Excit.L2",0.378728627425398,3.58314033640244,6,"Inhib.Pax6/Excit.L2: 3.583","ENSG00000250067","YJEFN3"
"SP8","Inhib.Pax6",0.543942795551692,"Inhib.Vip",0.160619559960178,3.38652898617423,7,"Inhib.Pax6/Inhib.Vip: 3.387","ENSG00000164651","SP8"
"LINC01416","Inhib.Pax6",0.644530993817228,"OPC.3",0.208776232781225,3.0871856687472,8,"Inhib.Pax6/OPC.3: 3.087","ENSG00000260930","LINC01416"
"TSPAN5-DT","Inhib.Pax6",0.293266509635973,"Excit.L2",0.100376438711337,2.92166681146508,9,"Inhib.Pax6/Excit.L2: 2.922","ENSG00000260641","TSPAN5-DT"
"NNMT","Inhib.Pax6",0.777383927487265,"Inhib.Lamp5_Lhx6",0.276931614204848,2.80713319683403,10,"Inhib.Pax6/Inhib.Lamp5_Lhx6: 2.807","ENSG00000166741","NNMT"
"CNR1","Inhib.Pax6",5.40807869665404,"Inhib.Vip",2.03701149929935,2.65490828034805,11,"Inhib.Pax6/Inhib.Vip: 2.655","ENSG00000118432","CNR1"
"LRRC39","Inhib.Pax6",1.67797219803389,"Inhib.Vip",0.68610037214978,2.44566577449338,12,"Inhib.Pax6/Inhib.Vip: 2.446","ENSG00000122477","LRRC39"
"MACC1","Inhib.Pax6",0.306614508543513,"Macro",0.130558887572866,2.34847672374956,13,"Inhib.Pax6/Macro: 2.348","ENSG00000183742","MACC1"
"ADRA1D","Inhib.Pax6",0.31276839743633,"Inhib.Chandelier",0.13629264567796,2.29482959906257,14,"Inhib.Pax6/Inhib.Chandelier: 2.295","ENSG00000171873","ADRA1D"
"TP53I11","Inhib.Pax6",1.42023005139415,"Excit.L5_6_NP",0.637267779937236,2.22862365885503,15,"Inhib.Pax6/Excit.L5_6_NP: 2.229","ENSG00000175274","TP53I11"
"CXCL14","Inhib.Pax6",2.92349295265789,"Inhib.Vip",1.35800015984684,2.15279278979438,16,"Inhib.Pax6/Inhib.Vip: 2.153","ENSG00000145824","CXCL14"
"NEB","Inhib.Pax6",0.715132771734979,"Astro.4",0.357026472788255,2.00302449885588,17,"Inhib.Pax6/Astro.4: 2.003","ENSG00000183091","NEB"
"ARSF","Inhib.Pax6",0.340556344899304,"Inhib.Vip",0.171303598474715,1.9880279686569,18,"Inhib.Pax6/Inhib.Vip: 1.988","ENSG00000062096","ARSF"
"BMP3","Inhib.Pax6",0.312636390034195,"Inhib.Lamp5_Lhx6",0.159689939244366,1.95777136314006,19,"Inhib.Pax6/Inhib.Lamp5_Lhx6: 1.958","ENSG00000152785","BMP3"
"SVEP1","Inhib.Pax6",1.98393403060509,"Inhib.Vip",1.02135448141453,1.9424539341693,20,"Inhib.Pax6/Inhib.Vip: 1.942","ENSG00000165124","SVEP1"
"TMEM97","Inhib.Pax6",0.31174886271976,"Excit.L5.2",0.162165479162241,1.92241199748725,21,"Inhib.Pax6/Excit.L5.2: 1.922","ENSG00000109084","TMEM97"
"ENSG00000289007","Inhib.Pax6",0.760918935397241,"Micro.3",0.418157964135963,1.81969255797752,22,"Inhib.Pax6/Micro.3: 1.82","ENSG00000289007","ENSG00000289007"
"LINC02456","Inhib.Pax6",0.306437481992144,"Inhib.Lamp5_Lhx6",0.17138901068502,1.78796458867084,23,"Inhib.Pax6/Inhib.Lamp5_Lhx6: 1.788","ENSG00000283052","LINC02456"
"SLC29A4","Inhib.Pax6",0.600482744418353,"Inhib.Vip",0.336970354915527,1.78200466497679,24,"Inhib.Pax6/Inhib.Vip: 1.782","ENSG00000164638","SLC29A4"
"C12orf29","Inhib.Pax6",0.639424222559976,"Inhib.Lamp5_Lhx6",0.361353155335881,1.76952715956119,25,"Inhib.Pax6/Inhib.Lamp5_Lhx6: 1.77","ENSG00000133641","C12orf29"
"FREM1","Inhib.Pax6",2.34650903212088,"Inhib.Lamp5_Lhx6",1.34001100322473,1.75111176436165,26,"Inhib.Pax6/Inhib.Lamp5_Lhx6: 1.751","ENSG00000164946","FREM1"
"MIR4458HG","Inhib.Pax6",0.221703744190798,"OPC.1",0.127514334319917,1.73865742524735,27,"Inhib.Pax6/OPC.1: 1.739","ENSG00000247516","MIR4458HG"
"FREM2","Inhib.Pax6",1.39979096990433,"Astro.1",0.809884343740188,1.72838378803552,28,"Inhib.Pax6/Astro.1: 1.728","ENSG00000150893","FREM2"
"CHRNA7","Inhib.Pax6",1.687791958307,"Inhib.Vip",0.981195141158861,1.72013892803586,29,"Inhib.Pax6/Inhib.Vip: 1.72","ENSG00000175344","CHRNA7"
"ZDHHC22","Inhib.Pax6",0.640707485257143,"Inhib.Chandelier",0.373339690268172,1.71615154230433,30,"Inhib.Pax6/Inhib.Chandelier: 1.716","ENSG00000177108","ZDHHC22"
"ZBED1","Inhib.Pax6",0.34974433687948,"Vasc.PC",0.206355785859331,1.69486082216223,31,"Inhib.Pax6/Vasc.PC: 1.695","ENSG00000214717","ZBED1"
"PLS3","Inhib.Pax6",2.11427612941471,"Vasc.PC",1.26597846471554,1.67007274479173,32,"Inhib.Pax6/Vasc.PC: 1.67","ENSG00000102024","PLS3"
"FAM238C","Inhib.Pax6",0.421212195295278,"Excit.L5.1",0.25843050289037,1.62988575491014,33,"Inhib.Pax6/Excit.L5.1: 1.63","ENSG00000290706","FAM238C"
"PBX4","Inhib.Pax6",0.87369814646353,"Excit.L5.2",0.537476489671432,1.62555602571126,34,"Inhib.Pax6/Excit.L5.2: 1.626","ENSG00000105717","PBX4"
"ENSG00000261722","Inhib.Pax6",0.221341861691732,"Inhib.Pvalb",0.136250071615325,1.62452657138153,35,"Inhib.Pax6/Inhib.Pvalb: 1.625","ENSG00000261722","ENSG00000261722"
"TMEM182","Inhib.Pax6",0.335760923787086,"Excit.L6_CT",0.20973801642653,1.6008586784013,36,"Inhib.Pax6/Excit.L6_CT: 1.601","ENSG00000170417","TMEM182"
"SCN7A","Inhib.Pax6",1.67057468735365,"Inhib.Chandelier",1.0622263501356,1.57271064414886,37,"Inhib.Pax6/Inhib.Chandelier: 1.573","ENSG00000136546","SCN7A"
"OPRK1","Inhib.Pax6",0.439826291511792,"Excit.L2",0.280402354464145,1.5685542025933,38,"Inhib.Pax6/Excit.L2: 1.569","ENSG00000082556","OPRK1"
"CCK","Inhib.Pax6",3.8371706758963,"Inhib.Lamp5_Lhx6",2.48178822379285,1.54613138990242,39,"Inhib.Pax6/Inhib.Lamp5_Lhx6: 1.546","ENSG00000187094","CCK"
"PPP5C","Inhib.Pax6",0.843796108501278,"Inhib.Lamp5_Lhx6",0.55029349307037,1.53335650725817,40,"Inhib.Pax6/Inhib.Lamp5_Lhx6: 1.533","ENSG00000011485","PPP5C"
"SLCO2A1","Inhib.Pax6",0.687661823733049,"Vasc.Endo",0.449285594216414,1.53056726631171,41,"Inhib.Pax6/Vasc.Endo: 1.531","ENSG00000174640","SLCO2A1"
"LINC00200","Inhib.Pax6",0.798459342980068,"Inhib.Lamp5_Lhx6",0.524116854611099,1.5234376379148,42,"Inhib.Pax6/Inhib.Lamp5_Lhx6: 1.523","ENSG00000229205","LINC00200"
"ZFHX2-AS1","Inhib.Pax6",0.861840015915642,"Inhib.Sst",0.568251266052118,1.51665305016073,43,"Inhib.Pax6/Inhib.Sst: 1.517","ENSG00000157306","ZFHX2-AS1"
"ENSG00000248752","Inhib.Pax6",0.726536389269567,"Oligo.2",0.480911847140076,1.51074753843182,44,"Inhib.Pax6/Oligo.2: 1.511","ENSG00000248752","ENSG00000248752"
