Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to11,Feature log2 fold change topic 7to11
ENSG00000120948,TARDBP,32,-0.8170,40,-0.5038,47,-0.2640,69,0.39227,64,0.48637
ENSG00000116649,SRM,70,-0.4911,95,-0.0209,81,-0.2919,66,-0.5965,114,0.48423
ENSG00000171824,EXOSC10,22,0.24759,14,-0.5216,15,-0.4018,27,0.58349,20,0.17952
ENSG00000198793,MTOR,20,-0.8442,30,-0.2927,29,-0.3644,30,-0.2442,45,0.66159
ENSG00000116661,FBXO2,374,0.38405,239,-0.3566,439,0.74149,213,-0.5050,259,-0.3221
ENSG00000132879,FBXO44,68,-1.0694,140,0.04786,75,-1.0051,120,-0.1982,177,0.77539
ENSG00000116670,MAD2L2,35,0.41535,24,-0.1945,24,-0.2170,26,-0.0705,28,0.10288
ENSG00000177674,AGTRAP,34,1.54598,9,-0.6600,28,1.43872,13,-0.0818,5,-1.8436
ENSG00000177000,MTHFR,7,-0.9854,10,-0.4596,10,-0.5560,14,-0.0297,18,0.80176
ENSG00000011021,CLCN6,21,-1.4075,39,-0.5202,25,-1.2189,60,0.19150,76,1.09237
ENSG00000116685,KIAA2013,24,-0.4416,17,-1.0785,29,-0.1665,62,1.05677,35,0.25576
ENSG00000083444,PLOD1,61,1.64494,10,-1.3470,18,-0.3700,30,0.41362,21,-0.2194
ENSG00000116688,MFN2,58,-0.6289,65,-0.4948,71,-0.3419,110,0.37661,103,0.48833
ENSG00000116691,MIIP,3,-2.2699,12,-0.4013,18,0.27934,20,0.36421,18,0.31618
ENSG00000048707,VPS13D,64,0.54891,34,-0.4940,32,-0.5895,57,0.34688,50,0.23174
ENSG00000162496,DHRS3,50,0.98277,14,-1.0642,58,1.47332,34,0.34873,14,-1.3654
ENSG00000116731,PRDM2,21,-1.4419,48,-0.2086,32,-0.8961,91,0.84524,65,0.51902
ENSG00000189337,KAZN,16,-1.4114,29,-0.6148,40,-0.0645,63,0.66556,48,0.40678
ENSG00000142634,EFHD2,35,-1.1856,58,-0.4886,38,-1.1769,298,2.42565,65,-0.4298
ENSG00000116138,DNAJC16,13,-0.5012,13,-0.4967,8,-1.2206,11,-0.7283,26,1.18138
ENSG00000197312,DDI2,16,-0.1172,13,-0.4174,10,-0.8737,21,0.29785,21,0.58349
ENSG00000116786,PLEKHM2,51,-0.3435,70,0.16618,73,0.25170,32,-1.0716,66,0.10544
ENSG00000065526,SPEN,41,0.48165,22,-0.5602,30,-0.0181,41,0.46861,30,-0.0556
ENSG00000116809,ZBTB17,15,-0.1383,23,0.58808,13,-0.3746,12,-0.4494,16,-0.0162
ENSG00000185519,FAM131C,4,-2.0918,12,-0.3883,21,0.52535,15,-0.0671,17,0.27731
ENSG00000037637,FBXO42,22,0.24693,15,-0.4325,9,-1.2798,24,0.36343,23,0.58003
ENSG00000055070,SZRD1,84,1.86151,13,-1.2102,43,0.77184,28,0.00241,17,-1.1014
ENSG00000219481,NBPF1,6,-1.0066,4,-1.8034,15,0.34674,23,0.97876,14,0.30788
ENSG00000238142,BX284668.5,45,1.73365,14,-0.2424,15,-0.1155,5,-1.5662,14,-0.3857
ENSG00000159363,ATP13A2,70,-1.0987,152,0.10548,100,-0.6068,98,-0.5798,180,0.68377
ENSG00000117118,SDHB,77,-0.2082,81,-0.1506,59,-0.6747,70,-0.3624,109,0.60609
ENSG00000117115,PADI2,60,0.45258,24,-1.0274,94,1.43556,134,1.87326,13,-2.3827
ENSG00000179051,RCC2,39,1.26813,6,-1.7803,15,-0.3419,15,-0.2646,21,0.37342
ENSG00000074964,ARHGEF10L,25,0.47603,21,0.21868,23,0.45033,11,-0.7309,15,-0.4267
ENSG00000117154,IGSF21,16,-1.7402,44,-0.2921,28,-0.9954,128,1.52227,56,0.22781
ENSG00000159423,ALDH4A1,40,0.77709,28,0.23434,37,0.74182,27,0.15945,15,-1.1350
ENSG00000127481,UBR4,12,0.03012,10,-0.3070,9,-0.5368,15,0.35133,14,0.31559
ENSG00000127463,EMC1,22,-0.3003,19,-0.5491,20,-0.4999,26,-0.0458,34,0.66334
ENSG00000053372,MRTO4,41,0.02419,32,-0.4012,33,-0.3361,38,-0.0955,47,0.42710
ENSG00000053371,AKR7A2,78,0.92809,38,-0.2512,50,0.20114,51,0.21926,37,-0.4735
ENSG00000077549,CAPZB,271,0.47758,164,-0.3539,115,-0.9353,208,0.05521,235,0.44462
ENSG00000173436,MICOS10,355,0.14034,340,0.07825,381,0.28564,286,-0.2019,299,-0.2170
ENSG00000158747,NBL1,285,0.50431,227,0.15525,141,-0.6551,228,0.14457,208,-0.0020
ENSG00000162545,CAMK2N1,749,-0.8348,1654,0.46082,1075,-0.3071,417,-1.7150,1499,0.44142
ENSG00000090432,MUL1,22,-0.1063,12,-1.1559,16,-0.6694,34,0.56730,30,0.68540
ENSG00000183114,FAM43B,13,-0.1053,10,-0.5045,11,-0.4398,32,1.33624,13,-0.1015
ENSG00000158828,PINK1,276,-0.6232,411,-0.0012,380,-0.1380,402,-0.0360,453,0.26576
ENSG00000244038,DDOST,49,0.80359,20,-0.6853,19,-0.7114,19,-0.6873,36,0.56431
ENSG00000117245,KIF17,27,0.73825,14,-0.2976,8,-1.2251,19,0.22882,19,0.33359
ENSG00000189410,SH2D5,17,-0.7505,16,-0.8923,26,-0.1082,34,0.29256,34,0.59304
ENSG00000127483,HP1BP3,146,0.07829,97,-0.6145,116,-0.3031,185,0.46650,154,0.28463
ENSG00000075151,EIF4G3,104,-0.2204,100,-0.3153,66,-1.0000,100,-0.2894,157,0.81081
ENSG00000117298,ECE1,23,0.81189,10,-0.5145,22,0.82201,16,0.22594,10,-0.7633
ENSG00000076864,RAP1GAP,84,-0.7349,90,-0.6960,64,-1.2328,155,0.21494,189,1.04525
ENSG00000090686,USP48,34,0.00052,29,-0.2841,34,0.01397,50,0.59938,33,-0.0854
ENSG00000070831,CDC42,205,0.07712,127,-0.7225,119,-0.8269,222,0.20417,245,0.67708
ENSG00000173372,C1QA,254,2.87082,37,-0.6300,67,0.37254,43,-0.3577,18,-2.1708
ENSG00000159189,C1QC,172,2.72946,28,-0.5671,56,0.66891,32,-0.3051,11,-2.4182
ENSG00000173369,C1QB,295,2.47789,54,-0.5574,96,0.45664,65,-0.2127,32,-1.7559
ENSG00000004487,KDM1A,12,-1.6969,39,0.11374,21,-0.9450,31,-0.2596,48,0.82200
ENSG00000169641,LUZP1,25,-0.5737,28,-0.4000,20,-0.9625,39,0.12491,47,0.80139
ENSG00000125944,HNRNPR,61,-0.5329,67,-0.4156,61,-0.5659,122,0.57391,100,0.45060
ENSG00000125945,ZNF436,7,-1.4311,12,-0.7494,5,-2.1608,19,0.04334,29,1.53196
ENSG00000117318,ID3,429,5.29243,0,-9.8279,33,-0.6356,34,-0.5579,1,-5.8432
ENSG00000142676,RPL11,1046,1.47590,363,-0.3193,633,0.68653,559,0.39765,241,-1.3114
ENSG00000011007,ELOA,12,-0.2435,8,-0.9225,9,-0.6585,20,0.56873,18,0.63795
ENSG00000057757,PITHD1,103,-0.7606,182,0.12922,102,-0.8542,169,-0.0022,204,0.54379
ENSG00000011009,LYPLA2,36,-0.2751,40,-0.1398,26,-0.8417,27,-0.7296,56,0.78005
ENSG00000117308,GALE,7,-1.0962,9,-0.6160,7,-1.0728,12,-0.2271,20,1.18430
ENSG00000117305,HMGCL,16,-0.2469,17,-0.1728,18,-0.1141,36,1.04570,17,-0.2253
ENSG00000189266,PNRC2,87,1.08206,28,-0.8048,38,-0.2633,52,0.24911,44,-0.0265
ENSG00000188529,SRSF10,33,-0.3709,42,0.03463,36,-0.2238,53,0.37593,43,0.07857
ENSG00000001461,NIPAL3,15,-2.0820,30,-1.1272,69,0.24651,168,1.74839,56,-0.1761
ENSG00000133226,SRRM1,68,0.57444,32,-0.6851,45,-0.1004,115,1.47277,38,-0.5669
ENSG00000169504,CLIC4,143,2.44110,4,-3.3064,48,0.47513,120,2.06084,7,-2.9772
ENSG00000117614,SYF2,135,1.27259,50,-0.3797,66,0.07768,59,-0.0980,53,-0.4180
ENSG00000117616,RSRP1,71,1.06636,18,-1.1360,24,-0.7109,70,1.03882,36,-0.0553
ENSG00000183726,TMEM50A,127,0.77738,40,-1.1289,54,-0.6430,89,0.19255,93,0.46134
ENSG00000204178,MACO1,33,0.59124,13,-0.8662,9,-1.5196,38,0.85184,27,0.46880
ENSG00000117643,MAN1C1,28,-0.4642,26,-0.6415,13,-1.6406,8,-2.2136,60,1.62624
ENSG00000162430,SELENON,65,0.88701,24,-0.7566,37,-0.0012,26,-0.5636,40,0.16271
ENSG00000117640,MTFR1L,46,-0.2481,42,-0.3921,47,-0.2228,63,0.25362,60,0.32681
ENSG00000117632,STMN1,550,-0.9937,950,-0.1688,695,-0.6936,1419,0.49086,1251,0.51246
ENSG00000158008,EXTL1,2,-3.9117,41,-0.0063,37,-0.1466,33,-0.3256,51,0.67643
ENSG00000142684,ZNF593,34,0.37935,36,0.52472,19,-0.5887,50,1.02470,20,-0.6628
ENSG00000142669,SH3BGRL3,293,0.34685,270,0.24466,213,-0.1765,374,0.75094,192,-0.5023
ENSG00000158062,UBXN11,31,0.39636,29,0.34824,18,-0.4974,5,-2.1499,27,0.29270
ENSG00000117682,DHDDS,23,0.50949,10,-0.8016,15,-0.1874,26,0.66066,17,0.04635
ENSG00000198830,HMGN2,283,1.56269,57,-1.1369,151,0.53095,139,0.34006,80,-0.7928
ENSG00000117713,ARID1A,31,-0.7411,34,-0.6213,49,-0.0328,60,0.29971,58,0.43218
ENSG00000204160,ZDHHC18,7,-1.6872,22,-0.1426,13,-0.9746,18,-0.4345,33,1.04217
ENSG00000142751,GPN2,9,-0.9519,12,-0.6704,9,-1.0174,16,-0.1899,25,1.14861
ENSG00000090273,NUDC,100,-0.5041,147,0.11411,149,0.13767,124,-0.1654,140,0.04297
ENSG00000253368,TRNP1,26,-1.3850,78,0.32487,48,-0.5233,30,-1.1814,81,0.66525
ENSG00000090020,SLC9A1,2,-3.2372,17,-0.6436,7,-1.9882,16,-0.6886,41,1.87524
ENSG00000142784,WDTC1,4,-2.9208,36,0.25791,33,0.12369,32,0.04516,33,0.19711
ENSG00000186501,TMEM222,102,0.43834,77,0.00511,62,-0.3718,57,-0.4672,82,0.17239
ENSG00000158195,WASF2,71,1.36380,16,-1.0711,50,0.88837,87,1.74178,10,-2.1554
ENSG00000126705,AHDC1,23,-0.8707,35,-0.2408,24,-0.8807,53,0.40334,51,0.64240
ENSG00000126709,IFI6,280,-0.0177,244,-0.2551,152,-1.0380,493,0.91045,310,0.24720
ENSG00000117758,STX12,103,0.25434,69,-0.4099,61,-0.6101,139,0.74410,93,0.14521
ENSG00000117751,PPP1R8,24,-0.1512,18,-0.6118,22,-0.2705,42,0.76695,28,0.20218
ENSG00000117748,RPA2,41,-0.3279,38,-0.5082,31,-0.8072,52,0.03301,66,0.76181
ENSG00000126698,DNAJC8,131,0.09840,118,-0.0741,103,-0.3073,154,0.36309,125,0.04795
ENSG00000130770,ATP5IF1,367,-0.5792,586,0.17012,376,-0.5924,258,-1.1152,662,0.63832
ENSG00000180098,TRNAU1AP,10,-0.6159,14,-0.0717,16,0.14685,23,0.69823,14,-0.1603
ENSG00000120656,TAF12,9,-0.6171,14,0.12502,13,-0.0403,19,0.55961,13,-0.0991
ENSG00000198492,YTHDF2,41,-0.7240,44,-0.6766,28,-1.3792,82,0.35169,91,1.02460
ENSG00000116350,SRSF4,32,-0.2949,29,-0.4539,33,-0.2696,48,0.37777,43,0.34622
ENSG00000116353,MECR,21,-0.6844,30,-0.1569,27,-0.3387,32,-0.0181,38,0.47058
ENSG00000162511,LAPTM5,101,1.26995,36,-0.4727,84,1.08760,44,-0.1038,27,-1.2327
ENSG00000162512,SDC3,168,0.07728,128,-0.3802,162,0.02248,121,-0.4341,178,0.29574
ENSG00000134644,PUM1,67,-0.7498,73,-0.6860,57,-1.0757,185,0.85235,138,0.69448
ENSG00000060688,SNRNP40,43,1.74427,13,-0.2252,11,-0.4827,20,0.42543,11,-0.7345
ENSG00000121766,ZCCHC17,95,-0.4180,105,-0.2745,85,-0.6359,156,0.37626,146,0.46633
ENSG00000121769,FABP3,124,-0.2599,159,0.15047,78,-1.0519,65,-1.2504,189,0.77579
ENSG00000162517,PEF1,74,-0.0875,76,-0.0557,52,-0.7081,54,-0.5753,96,0.58298
ENSG00000084636,COL16A1,37,0.51729,24,-0.2026,31,0.28170,44,0.80387,21,-0.6196
ENSG00000121753,ADGRB2,119,-1.0214,283,0.36027,135,-0.9001,167,-0.5052,285,0.60443
ENSG00000184007,PTP4A2,105,-0.6658,113,-0.6087,210,0.48195,436,1.69720,118,-0.7469
ENSG00000121774,KHDRBS1,130,0.34335,78,-0.5170,77,-0.5222,85,-0.3263,126,0.52422
ENSG00000025800,KPNA6,29,-0.8136,33,-0.6263,23,-1.2000,91,1.02562,60,0.62845
ENSG00000084652,TXLNA,18,-0.2820,23,0.08338,15,-0.6684,39,0.90813,22,-0.0104
ENSG00000160050,CCDC28B,28,0.66993,19,0.10544,22,0.35062,7,-1.3253,16,-0.2583
ENSG00000084623,EIF3I,83,-0.3849,106,-0.0078,74,-0.6244,115,0.12407,123,0.39931
ENSG00000175130,MARCKSL1,106,-0.8189,96,-1.0365,360,1.36399,497,1.74273,92,-1.4477
ENSG00000160058,BSDC1,34,-0.8453,53,-0.1911,48,-0.3450,78,0.43304,67,0.35822
ENSG00000176261,ZBTB8OS,43,0.14230,40,0.03407,34,-0.2294,32,-0.3177,42,0.15697
ENSG00000162521,RBBP4,72,0.08793,48,-0.6003,60,-0.2211,95,0.52049,74,0.20836
ENSG00000162522,KIAA1522,7,-1.3923,33,1.11910,12,-0.6092,3,-2.4974,20,0.22379
ENSG00000134684,YARS,64,-0.4449,72,-0.3048,55,-0.7428,53,-0.7451,114,0.88157
ENSG00000160097,FNDC5,11,-0.5622,19,0.18835,7,-1.3363,11,-0.6640,22,0.81362
ENSG00000121905,HPCA,109,-1.1503,251,0.15319,123,-1.0469,143,-0.7405,306,0.87906
ENSG00000121900,TMEM54,31,-0.4231,48,0.30700,58,0.67231,38,-0.1074,33,-0.5141
ENSG00000116514,RNF19B,25,0.41470,15,-0.3662,17,-0.1749,17,-0.2156,21,0.21435
ENSG00000004455,AK2,41,0.81430,14,-0.8957,29,0.31388,42,0.87053,20,-0.4878
ENSG00000142920,AZIN2,2,-2.9832,24,0.33864,11,-0.8860,22,0.20238,24,0.59701
ENSG00000160094,ZNF362,28,0.72181,13,-0.5522,18,0.03591,11,-0.7210,19,0.17110
ENSG00000134686,PHC2,74,0.28436,43,-0.6109,54,-0.2389,76,0.32679,67,0.23130
ENSG00000163866,SMIM12,57,0.25461,47,-0.0321,31,-0.7635,46,-0.0857,55,0.33817
ENSG00000116544,DLGAP3,44,-0.4333,93,0.85829,47,-0.3625,20,-1.6045,60,0.05882
ENSG00000163867,ZMYM6,19,0.50745,8,-0.8459,14,0.07787,9,-0.6540,15,0.35408
ENSG00000116560,SFPQ,105,-0.1205,80,-0.6027,115,0.01084,144,0.37879,123,0.20592
ENSG00000146463,ZMYM4,58,0.88817,36,0.11812,32,-0.0649,31,-0.1416,29,-0.3751
ENSG00000142687,KIAA0319L,33,-0.7074,40,-0.4752,34,-0.7223,68,0.40387,66,0.66332
ENSG00000020129,NCDN,323,-0.7146,435,-0.2817,219,-1.3995,243,-1.1463,752,1.26587
ENSG00000126067,PSMB2,85,-0.3596,75,-0.5980,63,-0.8883,116,0.13090,139,0.81086
ENSG00000142686,C1orf216,42,-1.0039,100,0.40691,37,-1.2760,73,-0.1421,98,0.59800
ENSG00000092847,AGO1,10,-1.2277,25,0.18707,18,-0.3986,40,0.93618,22,-0.0132
ENSG00000126070,AGO3,1,-3.2067,2,-2.2079,19,0.96877,21,1.03579,12,0.09058
ENSG00000116863,ADPRHL2,3,-2.8887,13,-0.6614,14,-0.5712,26,0.41562,27,0.94297
ENSG00000054116,TRAPPC3,42,-0.2773,52,0.05868,28,-0.9337,27,-0.9451,64,0.74202
ENSG00000116871,MAP7D1,104,-0.9503,201,0.08218,165,-0.2586,170,-0.1928,221,0.39731
ENSG00000054118,THRAP3,40,-0.1345,40,-0.1737,37,-0.3047,87,1.12312,41,-0.1990
ENSG00000196182,STK40,36,1.05742,17,-0.2028,16,-0.2396,32,0.88580,14,-0.6202
ENSG00000181817,LSM10,51,0.11565,53,0.18519,34,-0.5592,33,-0.5741,53,0.30087
ENSG00000116885,OSCP1,1,-3.7589,8,-1.2698,16,-0.2248,16,-0.2042,27,1.27588
ENSG00000116898,MRPS15,38,-0.5354,82,0.76951,47,-0.2272,26,-1.1066,54,0.01305
ENSG00000163873,GRIK3,0,-5.3014,13,-0.7977,5,-2.2963,45,1.20536,31,1.17811
ENSG00000163875,MEAF6,67,-0.4776,90,-0.0130,57,-0.7675,96,0.08300,108,0.50178
ENSG00000134697,GNL2,23,0.61551,8,-1.0802,12,-0.4483,8,-0.9240,20,0.74007
ENSG00000116922,C1orf109,18,0.38167,9,-0.7664,4,-1.7942,13,-0.1220,20,0.99891
ENSG00000183317,EPHA10,17,-0.1383,15,-0.3772,8,-1.3616,1,-3.6557,28,1.37142
ENSG00000185090,MANEAL,17,-0.9056,17,-0.9555,19,-0.8211,18,-0.8062,46,1.35514
ENSG00000196449,YRDC,17,0.03345,12,-0.5313,9,-0.9846,18,0.04072,22,0.72665
ENSG00000197982,C1orf122,220,-0.0870,216,-0.1261,371,0.87914,298,0.40230,173,-0.7073
ENSG00000183431,SF3A3,37,0.07482,33,-0.1471,25,-0.5633,42,0.26064,39,0.26225
ENSG00000183520,UTP11,21,-0.5854,29,-0.1258,17,-1.0137,27,-0.2012,40,0.78309
ENSG00000116954,RRAGC,39,-0.0298,26,-0.6939,28,-0.5603,29,-0.4634,52,0.79660
ENSG00000174574,AKIRIN1,77,-0.3138,96,0.04244,49,-1.0682,97,0.04929,113,0.55086
ENSG00000168653,NDUFS5,709,0.06908,796,0.28773,603,-0.2062,479,-0.5435,695,0.06625
ENSG00000127603,MACF1,125,0.37824,80,-0.3735,90,-0.1657,159,0.76632,93,-0.1562
ENSG00000090621,PABPC4,66,0.24982,52,-0.1624,61,0.14197,103,0.97166,46,-0.5221
ENSG00000116983,HPCAL4,130,-1.4609,432,0.44424,234,-0.6300,269,-0.3619,399,0.46554
ENSG00000084072,PPIE,31,0.12467,23,-0.4013,29,-0.0080,30,0.04867,31,0.16456
ENSG00000168389,MFSD2A,65,2.03410,5,-2.2039,19,-0.0464,29,0.57295,16,-0.5868
ENSG00000131236,CAP1,249,0.76773,114,-0.5259,107,-0.6384,187,0.29630,166,0.18520
ENSG00000131238,PPT1,83,-0.3804,100,-0.0969,76,-0.5660,83,-0.3851,129,0.58166
ENSG00000084073,ZMPSTE24,29,0.11867,14,-0.9914,24,-0.1803,47,0.91802,28,0.13973
ENSG00000049089,COL9A2,5,-1.8344,9,-1.0622,31,1.14505,81,2.87946,4,-2.5694
ENSG00000084070,SMAP2,73,-0.7128,122,0.10927,59,-1.1104,86,-0.4575,149,0.77586
ENSG00000117016,RIMS3,22,-1.3558,67,0.42765,30,-0.9551,46,-0.2181,64,0.55420
ENSG00000066136,NFYC,17,-0.7528,15,-0.9936,21,-0.5274,20,-0.5202,41,1.12340
ENSG00000171793,CTPS1,2,-2.8939,9,-0.6597,7,-0.9772,9,-0.6631,21,1.50323
ENSG00000127124,HIVEP3,4,-2.0585,16,-0.0520,12,-0.4873,31,1.02869,18,0.22706
ENSG00000198815,FOXJ3,14,-1.8113,35,-0.5565,24,-1.1610,50,0.06294,70,1.19471
ENSG00000177181,RIMKLA,21,-0.6862,37,0.22769,10,-1.8703,17,-0.9829,46,1.02809
