Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to12,Feature log2 fold change topic 4to12
ENSG00000069424,KCNAB2,284,1.95659,1,-5.6293,72,-0.3523,81,-0.5576
ENSG00000116254,CHD5,284,1.61136,105,-0.0499,2,-5.4214,101,-0.3641
ENSG00000116251,RPL22,284,-1.6982,936,0.11885,2384,1.70606,757,-0.6655
ENSG00000097021,ACOT7,284,2.10500,1,-5.5210,134,0.75007,65,-1.0940
ENSG00000171735,CAMTA1,284,0.97651,1,-6.4106,252,0.77563,148,-0.2754
ENSG00000049245,VAMP3,284,1.27549,85,-0.6575,429,2.04442,86,-1.6288
ENSG00000116288,PARK7,284,0.25256,40,-2.6782,447,1.00149,237,-0.1184
ENSG00000142599,RERE,284,1.85710,24,-2.0559,85,-0.1765,83,-0.6510
ENSG00000074800,ENO1,284,-0.8467,1,-8.0697,990,1.14800,514,0.27371
ENSG00000171603,CLSTN1,284,0.02599,10,-4.9183,296,0.09592,306,0.63939
ENSG00000054523,KIF1B,284,0.24137,40,-2.6809,527,1.27315,230,-0.3012
ENSG00000120948,TARDBP,284,2.21640,43,-0.9278,162,1.16824,51,-1.6557
ENSG00000116649,SRM,284,1.74745,3,-5.1056,243,1.46082,76,-1.2173
ENSG00000116661,FBXO2,284,0.28267,2,-7.0015,161,-0.5953,267,0.83938
ENSG00000132879,FBXO44,284,1.77878,123,0.34777,65,-0.6389,80,-0.9796
ENSG00000011021,CLCN6,284,3.18328,1,-4.8333,2,-4.3581,37,-1.3529
ENSG00000116688,MFN2,284,2.51936,8,-3.2080,76,0.15114,51,-1.2608
ENSG00000116731,PRDM2,284,2.90792,72,0.34996,2,-4.5189,37,-1.6620
ENSG00000116786,PLEKHM2,284,2.36098,85,0.22760,6,-3.6044,57,-1.1309
ENSG00000065526,SPEN,284,3.00186,1,-4.9358,13,-2.1959,41,-1.2591
ENSG00000055070,SZRD1,284,1.92567,1,-5.6524,308,2.09056,56,-1.8025
ENSG00000159363,ATP13A2,284,2.35936,33,-1.2015,35,-1.1193,59,-0.9776
ENSG00000117118,SDHB,284,2.38905,19,-1.9815,135,1.00557,48,-1.5816
ENSG00000117115,PADI2,284,1.57793,42,-1.4689,14,-3.0157,109,-0.0486
ENSG00000077549,CAPZB,284,0.78221,142,-0.3212,304,0.89641,152,-0.6776
ENSG00000173436,MICOS10,284,0.20502,72,-1.8789,565,1.35759,230,-0.4165
ENSG00000158747,NBL1,284,0.77253,313,0.93873,227,0.40833,143,-0.9425
ENSG00000162545,CAMK2N1,284,-0.5761,237,-0.8458,6,-6.0240,490,1.47590
ENSG00000158828,PINK1,284,0.68765,33,-2.5604,300,0.78319,178,-0.2093
ENSG00000127483,HP1BP3,284,1.34681,58,-1.1790,63,-1.0586,122,-0.1369
ENSG00000075151,EIF4G3,284,1.92158,1,-5.6555,186,1.15300,70,-1.1555
ENSG00000076864,RAP1GAP,284,2.50059,46,-0.6134,2,-4.7756,55,-0.9945
ENSG00000070831,CDC42,284,0.49039,156,-0.4498,471,1.34881,177,-0.7777
ENSG00000125944,HNRNPR,284,1.89219,47,-1.0608,134,0.57275,73,-1.0787
ENSG00000117318,ID3,284,1.58221,1,-5.9156,315,1.78024,80,-1.3154
ENSG00000142676,RPL11,284,-1.7781,1054,0.22224,1513,0.81113,905,-0.0704
ENSG00000057757,PITHD1,284,1.55231,68,-0.7678,287,1.57618,78,-1.4373
ENSG00000189266,PNRC2,284,1.83822,63,-0.6492,195,1.15643,68,-1.4035
ENSG00000001461,NIPAL3,284,2.33558,6,-3.5484,3,-4.7684,67,-0.5342
ENSG00000133226,SRRM1,284,2.23864,28,-1.5630,62,-0.3533,63,-0.9790
ENSG00000169504,CLIC4,284,1.18840,163,0.27372,176,0.38940,114,-0.8606
ENSG00000117614,SYF2,284,1.47768,83,-0.5201,201,0.87559,93,-1.0275
ENSG00000117616,RSRP1,284,1.80862,25,-2.0641,212,1.27570,72,-1.2558
ENSG00000183726,TMEM50A,284,1.52758,91,-0.3497,167,0.61551,91,-0.9789
ENSG00000162430,SELENON,284,1.80011,1,-5.7469,302,1.92257,65,-1.5760
ENSG00000117640,MTFR1L,284,2.64099,1,-5.1561,2,-4.6841,55,-0.8042
ENSG00000117632,STMN1,284,-0.3803,75,-2.3669,183,-1.0465,423,1.22562
ENSG00000142669,SH3BGRL3,284,0.12722,333,0.38495,654,1.53027,208,-1.0264
ENSG00000198830,HMGN2,284,0.96511,103,-0.6502,117,-0.4561,153,-0.1326
ENSG00000117713,ARID1A,284,2.41650,1,-5.3037,2,-4.8319,64,-0.5778
ENSG00000090273,NUDC,284,0.97220,3,-5.4838,434,1.72898,128,-0.9089
ENSG00000186501,TMEM222,284,2.11875,2,-5.4637,16,-2.4476,77,-0.3729
ENSG00000158195,WASF2,284,1.89490,27,-1.8658,128,0.49889,76,-0.9447
ENSG00000126709,IFI6,284,-0.2917,209,-0.7572,715,1.21305,322,-0.3227
ENSG00000117758,STX12,284,1.93055,1,-5.6488,65,-0.5166,83,-0.4903
ENSG00000126698,DNAJC8,284,1.31673,131,0.04191,360,1.74997,84,-1.6103
ENSG00000130770,ATP5IF1,284,0.52137,54,-1.9944,474,1.39500,183,-0.5676
ENSG00000116350,SRSF4,284,2.58449,1,-5.1925,10,-2.8454,56,-0.8037
ENSG00000162512,SDC3,284,1.69406,77,-0.4583,2,-5.3569,98,-0.3041
ENSG00000134644,PUM1,284,1.86524,12,-3.0204,231,1.48787,68,-1.3713
ENSG00000121766,ZCCHC17,284,2.11593,80,-0.0698,2,-5.0415,70,-0.7869
ENSG00000121769,FABP3,284,3.00397,2,-4.9214,2,-4.4624,42,-1.1714
ENSG00000162517,PEF1,284,2.57792,1,-5.1967,127,1.03975,43,-1.6528
ENSG00000084636,COL16A1,284,2.31564,2,-5.0620,95,0.36359,58,-1.1133
ENSG00000121753,ADGRB2,284,2.02233,1,-5.5810,2,-5.1053,84,-0.1808
ENSG00000184007,PTP4A2,284,0.07181,127,-1.1543,3,-6.4115,315,1.18941
ENSG00000121774,KHDRBS1,284,1.30209,110,-0.2444,280,1.27695,97,-1.2072
ENSG00000084623,EIF3I,284,2.16148,1,-5.4806,80,-0.0334,68,-0.8339
ENSG00000175130,MARCKSL1,284,-0.6493,69,-2.7417,153,-1.5774,519,1.62132
ENSG00000160058,BSDC1,284,2.83471,1,-5.0352,77,0.40913,39,-1.6073
ENSG00000162521,RBBP4,284,2.00002,85,-0.0539,91,0.05216,67,-1.1979
ENSG00000134684,YARS,284,2.66578,1,-5.1402,131,1.15981,39,-1.8002
ENSG00000121905,HPCA,284,1.96232,1,-5.6245,2,-5.1536,88,-0.1204
ENSG00000121900,TMEM54,284,2.58830,1,-5.1900,2,-4.7181,57,-0.7511
ENSG00000134686,PHC2,284,1.87541,130,0.51338,105,0.16928,68,-1.3404
ENSG00000116544,DLGAP3,284,3.56927,1,-4.6341,2,-4.1615,28,-1.7451
ENSG00000116560,SFPQ,284,0.85091,496,1.84420,79,-1.1466,128,-1.1571
ENSG00000020129,NCDN,284,1.23389,1,-6.1957,66,-1.0886,140,0.25460
ENSG00000126067,PSMB2,284,1.95474,30,-1.6596,19,-2.3338,84,-0.4053
ENSG00000116871,MAP7D1,284,1.05917,69,-1.1621,107,-0.4985,146,-0.0666
ENSG00000054118,THRAP3,284,2.10889,1,-5.5182,231,1.70946,54,-1.6590
ENSG00000163875,MEAF6,284,2.49663,109,0.71917,5,-3.7603,48,-1.4459
ENSG00000197982,C1orf122,284,0.17665,185,-0.4894,169,-0.6287,267,0.33066
ENSG00000174574,AKIRIN1,284,2.36776,1,-5.3367,177,1.45311,47,-1.7057
ENSG00000168653,NDUFS5,284,-0.2335,95,-1.8837,574,0.90106,333,0.07053
ENSG00000127603,MACF1,284,0.94685,139,-0.2025,318,1.14301,129,-0.9367
ENSG00000090621,PABPC4,284,2.29765,86,0.20052,115,0.65963,48,-1.7528
ENSG00000116983,HPCAL4,284,1.42611,47,-1.4089,36,-1.8122,119,-0.0356
ENSG00000131236,CAP1,284,1.65926,46,-1.2614,138,0.42390,89,-0.8067
ENSG00000131238,PPT1,284,1.38105,13,-3.3609,323,1.61798,95,-1.1097
ENSG00000049089,COL9A2,284,2.48097,2,-5.1645,8,-3.1591,61,-0.6871
ENSG00000065978,YBX1,284,0.08795,678,1.55165,825,1.92035,159,-1.9009
ENSG00000117394,SLC2A1,284,0.10463,197,-0.4602,350,0.44217,261,-0.0831
ENSG00000066322,ELOVL1,284,1.19108,21,-2.7868,131,-0.0753,135,-0.1081
ENSG00000142949,PTPRF,284,1.61623,1,-5.8889,143,0.44859,97,-0.5623
ENSG00000126091,ST3GAL3,284,3.54304,2,-4.5539,2,-4.1743,29,-1.7198
ENSG00000117408,IPO13,284,1.57024,35,-1.7226,162,0.60689,94,-0.7611
ENSG00000117410,ATP6V0B,284,0.33492,129,-0.8809,175,-0.4232,241,0.29709
ENSG00000117411,B4GALT2,284,2.40843,1,-5.3091,2,-4.8373,64,-0.5696
ENSG00000117419,ERI3,284,1.50813,114,-0.0125,2,-5.4618,109,-0.2945
ENSG00000187147,RNF220,284,1.66235,7,-3.9682,59,-0.8916,102,-0.1932
ENSG00000142937,RPS8,284,-2.5265,2083,0.49952,2980,1.09874,1438,-0.3098
ENSG00000117450,PRDX1,284,-0.5500,182,-1.2185,1054,1.60856,370,-0.4515
ENSG00000085998,POMGNT1,284,1.78159,13,-3.0092,178,0.95535,79,-0.9948
ENSG00000173660,UQCRH,284,-0.0602,113,-1.4625,660,1.33385,276,-0.3527
ENSG00000123472,ATPAF1,284,1.69056,32,-1.7746,123,0.27333,90,-0.7029
ENSG00000159658,EFCAB14,284,1.51198,65,-0.8561,151,0.44471,97,-0.7787
ENSG00000162368,CMPK1,284,1.21745,55,-1.3701,439,2.02477,94,-1.4609
ENSG00000162374,ELAVL4,284,2.26875,1,-5.4050,2,-4.9333,71,-0.4289
ENSG00000123091,RNF11,284,0.79782,59,-1.6201,37,-2.3263,188,0.57350
ENSG00000085832,EPS15,284,1.82471,1,-5.7282,29,-1.8267,94,-0.1521
ENSG00000078618,NRDC,284,2.90858,1,-4.9906,111,1.05623,33,-1.9770
ENSG00000169213,RAB3B,284,2.30885,1,-5.3772,2,-4.9054,69,-0.4693
ENSG00000134717,BTF3L4,284,2.31896,29,-1.4636,232,1.91868,40,-2.1684
ENSG00000162378,ZYG11B,284,2.12409,2,-5.4974,2,-5.0357,79,-0.2833
ENSG00000116171,SCP2,284,1.21198,147,0.12183,282,1.20090,102,-1.2184
ENSG00000162384,CZIB,284,2.20445,48,-0.7814,147,0.99646,53,-1.5794
ENSG00000116209,TMEM59,284,0.26027,101,-1.3156,469,1.09153,226,-0.3329
ENSG00000157216,SSBP3,284,1.72164,59,-0.8327,215,1.22105,74,-1.3193
ENSG00000116133,DHCR24,284,0.94809,2,-5.9939,296,1.02222,146,-0.4070
ENSG00000162407,PLPP3,284,0.66099,79,-1.3169,84,-1.2272,201,0.43077
ENSG00000177606,JUN,284,0.99898,3,-5.6966,639,2.54152,102,-1.5941
ENSG00000162599,NFIA,284,0.40963,366,0.83026,317,0.59273,185,-0.8014
ENSG00000162434,JAK1,284,2.23938,1,-5.4255,94,0.29441,62,-1.0165
ENSG00000162433,AK4,284,2.74405,1,-5.0910,58,-0.0971,45,-1.3507
ENSG00000116675,DNAJC6,284,1.39009,1,-6.0690,2,-5.5977,131,0.45460
ENSG00000213625,LEPROT,284,2.26975,1,-5.4043,190,1.49897,50,-1.6504
ENSG00000184588,PDE4B,284,2.01366,35,-1.3907,2,-5.1158,81,-0.3943
ENSG00000142864,SERBP1,284,1.17750,172,0.34146,279,1.15001,103,-1.2470
ENSG00000116729,WLS,284,1.23984,1,-6.1917,259,1.08100,117,-0.6234
ENSG00000116754,SRSF11,284,1.12562,114,-0.3451,272,1.05486,116,-0.9467
ENSG00000132485,ZRANB2,284,1.91234,1,-5.6623,210,1.35353,68,-1.2678
ENSG00000172260,NEGR1,284,2.71398,1,-5.1098,2,-4.6378,52,-0.8780
ENSG00000154027,AK5,284,1.66102,66,-0.7230,103,-0.0370,90,-0.7353
ENSG00000077254,USP33,284,2.84496,2,-5.0204,23,-1.4315,45,-1.1812
ENSG00000180488,MIGA1,284,2.74127,1,-5.0927,2,-4.6207,51,-0.9055
ENSG00000137941,TTLL7,284,1.46219,40,-1.6310,53,-1.2218,115,-0.1230
ENSG00000142875,PRKACB,284,0.66052,122,-0.6682,20,-3.3284,203,0.51899
ENSG00000174021,GNG5,284,1.26902,1,-6.1662,303,1.38715,110,-0.8361
ENSG00000117155,SSX2IP,284,2.96485,1,-4.9574,119,1.21715,30,-2.1250
ENSG00000153904,DDAH1,284,0.63840,2,-6.6614,10,-4.3234,221,1.16540
ENSG00000097033,SH3GLB1,284,2.27509,75,-0.0451,113,0.61072,50,-1.6336
ENSG00000183291,SELENOF,284,1.10866,115,-0.3442,148,0.04344,131,-0.4735
ENSG00000143013,LMO4,284,0.68127,248,0.46492,74,-1.3978,180,-0.1651
ENSG00000197147,LRRC8B,284,2.75461,55,-0.1766,2,-4.6124,44,-1.3442
ENSG00000162664,ZNF326,284,2.77785,1,-5.0700,2,-4.5980,50,-0.9425
ENSG00000122406,RPL5,284,-1.2540,530,-0.3035,2353,2.26533,507,-1.0566
ENSG00000117528,ABCD3,284,2.64001,33,-1.0451,46,-0.5368,46,-1.3702
ENSG00000117525,F3,284,1.99809,181,1.17070,24,-1.9362,64,-1.3507
ENSG00000117519,CNN3,284,0.29703,145,-0.7453,612,1.60402,198,-0.8074
ENSG00000117569,PTBP2,284,2.95539,49,-0.2353,2,-4.4908,38,-1.5229
ENSG00000170989,S1PR1,284,1.80698,28,-1.8743,38,-1.4132,91,-0.3524
ENSG00000134186,PRPF38B,284,2.23954,57,-0.4972,139,0.92680,51,-1.6324
ENSG00000116266,STXBP3,284,2.27996,1,-5.3972,122,0.73781,57,-1.2375
ENSG00000197780,TAF13,284,2.13047,68,-0.3055,38,-1.1867,67,-0.9495
ENSG00000215717,TMEM167B,284,2.55160,29,-1.2569,99,0.61670,44,-1.6234
ENSG00000031698,SARS,284,1.85987,136,0.57029,2,-5.2302,80,-0.8137
ENSG00000143126,CELSR2,284,1.94121,31,-1.6393,10,-3.1985,85,-0.3414
ENSG00000134243,SORT1,284,0.44080,177,-0.3009,261,0.30878,206,-0.2207
ENSG00000134201,GSTM5,284,1.64425,1,-5.8649,341,1.99384,72,-1.5196
ENSG00000134202,GSTM3,284,0.80925,14,-3.6751,177,0.04492,176,0.15646
ENSG00000168710,AHCYL1,284,0.42759,79,-1.5234,429,1.11571,201,-0.3911
ENSG00000197106,SLC6A17,284,2.04721,1,-5.5629,2,-5.0913,83,-0.2058
ENSG00000134248,LAMTOR5,284,1.32752,65,-1.0264,123,-0.0457,117,-0.4268
ENSG00000177301,KCNA2,284,3.33061,1,-4.7542,2,-4.2818,33,-1.5024
ENSG00000116459,ATP5PB,284,1.53857,22,-2.4155,237,1.22075,90,-1.0030
ENSG00000116473,RAP1A,284,1.74851,2,-5.7777,231,1.37300,77,-1.1561
ENSG00000171385,KCND3,284,3.17624,1,-4.8372,2,-4.3649,37,-1.3457
ENSG00000155366,RHOC,284,0.86462,140,-0.2657,555,2.08208,113,-1.5287
ENSG00000163349,HIPK1,284,1.53625,1,-5.9519,449,2.44087,69,-1.8198
ENSG00000009307,CSDE1,284,-0.1030,813,1.66290,734,1.47484,200,-1.6038
ENSG00000163399,ATP1A1,284,0.92155,140,-0.2149,397,1.51003,123,-1.1500
ENSG00000198162,MAN1A2,284,0.27652,257,0.11719,349,0.61026,219,-0.4360
ENSG00000092621,PHGDH,284,0.90893,37,-2.2076,84,-0.9951,171,0.33759
ENSG00000134250,NOTCH2,284,2.58141,1,-5.1944,111,0.82063,45,-1.5457
ENSG00000265241,RBM8A,284,1.50687,49,-1.2858,268,1.40477,86,-1.2092
ENSG00000265972,TXNIP,284,0.36419,333,0.62430,623,1.71542,163,-1.3395
ENSG00000178104,PDE4DIP,284,0.88413,1,-6.4909,679,2.52587,112,-1.5176
ENSG00000159164,SV2A,284,1.45659,106,-0.1641,3,-5.3947,114,-0.2000
ENSG00000143401,ANP32E,284,2.05890,22,-2.0412,207,1.46466,57,-1.5671
ENSG00000117362,APH1A,284,2.68279,78,0.32658,2,-4.6575,45,-1.4377
ENSG00000266472,MRPS21,284,1.00802,2,-6.3792,310,1.15910,137,-0.5266
ENSG00000143384,MCL1,284,1.00989,223,0.60581,243,0.75027,120,-1.0533
ENSG00000143420,ENSA,284,0.81247,5,-5.1041,329,1.06262,160,-0.3618
ENSG00000143418,CERS2,284,1.24117,168,0.36544,83,-0.7235,118,-0.5886
ENSG00000213190,MLLT11,284,2.07959,18,-2.3325,2,-5.0444,79,-0.3492
ENSG00000159352,PSMD4,284,1.62224,42,-1.4244,43,-1.4041,103,-0.2554
ENSG00000143393,PI4KB,284,2.04610,102,0.26805,2,-5.0921,72,-0.8436
ENSG00000143416,SELENBP1,284,2.05113,127,0.62119,222,1.58935,44,-2.2371
ENSG00000159377,PSMB4,284,0.96019,1,-6.4259,22,-2.9119,175,0.77243
ENSG00000143376,SNX27,284,2.67397,1,-5.1350,2,-4.6631,53,-0.8375
ENSG00000159409,CELF3,284,3.07711,31,-0.8294,2,-4.4204,37,-1.5100
ENSG00000197956,S100A6,284,-0.2039,159,-1.0895,1776,3.21342,184,-2.0009
ENSG00000188643,S100A16,284,1.63886,13,-3.1059,38,-1.5637,105,-0.0828
ENSG00000189171,S100A13,284,0.13923,103,-1.4005,465,0.94796,251,-0.1755
ENSG00000160678,S100A1,284,0.56792,11,-4.2518,2,-6.2949,232,1.22683
ENSG00000160679,CHTOP,284,1.74735,21,-2.3275,474,2.81728,48,-2.4285
ENSG00000143621,ILF2,284,2.53234,1,-5.2265,4,-4.0002,59,-0.7091
ENSG00000143543,JTB,284,1.17958,13,-3.5004,382,1.71368,109,-1.0504
ENSG00000177954,RPS27,284,-3.2345,2674,0.12261,2339,-0.0884,2711,0.61840
ENSG00000143549,TPM3,284,0.95930,392,1.52409,363,1.38555,94,-1.8710
ENSG00000143612,C1orf43,284,1.52799,3,-5.2433,139,0.32454,104,-0.4462
ENSG00000143569,UBAP2L,284,2.55469,18,-1.9456,27,-1.3852,53,-1.0291
ENSG00000143575,HAX1,284,2.04195,1,-5.5667,274,1.97650,53,-1.8035
ENSG00000160714,UBE2Q1,284,2.14784,4,-4.1616,255,1.94049,49,-1.8797
ENSG00000160710,ADAR,284,1.30640,113,-0.2032,54,-1.3032,121,-0.3091
ENSG00000143603,KCNN3,284,2.27289,1,-5.4021,125,0.77558,57,-1.2490
ENSG00000163344,PMVK,284,1.43929,171,0.57342,148,0.34657,92,-1.1225
ENSG00000163346,PBXIP1,284,0.95913,17,-3.2993,442,1.75002,127,-0.9609
ENSG00000143537,ADAM15,284,2.27663,46,-0.7834,49,-0.6862,60,-1.0565
ENSG00000179085,DPM3,284,1.91346,68,-0.4703,59,-0.6975,77,-0.8156
ENSG00000163463,KRTCAP2,284,1.14782,47,-1.6410,98,-0.5544,140,-0.0327
ENSG00000177628,GBA,284,2.83485,1,-5.0351,2,-4.5630,48,-1.0001
ENSG00000116521,SCAMP3,284,2.49816,18,-2.0194,3,-4.6318,59,-0.7855
ENSG00000160752,FDPS,284,2.18856,96,0.28398,17,-2.3093,63,-1.0638
ENSG00000116539,ASH1L,284,2.14272,7,-3.4956,8,-3.4316,76,-0.3817
ENSG00000132718,SYT11,284,0.47694,130,-0.7408,40,-2.4651,230,0.60164
ENSG00000116584,ARHGEF2,284,2.68205,34,-0.9600,51,-0.3438,44,-1.4691
ENSG00000163479,SSR2,284,2.03442,160,0.99685,35,-1.3889,62,-1.3447
ENSG00000160803,UBQLN4,284,2.52835,2,-5.0020,122,0.93643,46,-1.5564
ENSG00000116586,LAMTOR2,284,2.31976,13,-2.5975,67,-0.1894,60,-1.0048
ENSG00000160781,PAQR6,284,-1.0103,664,0.30514,236,-1.2839,599,0.60118
ENSG00000198952,SMG5,284,2.76193,79,0.38989,64,0.06415,35,-2.0190
ENSG00000163468,CCT3,284,2.26004,1,-5.4111,2,-4.9393,71,-0.4201
ENSG00000125462,C1orf61,284,-1.3876,213,-1.8092,147,-2.3605,868,2.01364
ENSG00000116604,MEF2D,284,2.42700,55,-0.4000,150,1.20898,41,-1.9708
ENSG00000163382,NAXE,284,1.58009,8,-3.8451,548,2.94817,54,-2.3672
ENSG00000132702,HAPLN2,284,1.53884,21,-2.5335,8,-3.8344,116,0.15220
ENSG00000132692,BCAN,284,-0.2293,145,-1.2450,172,-0.9949,371,0.88911
ENSG00000143321,HDGF,284,1.55015,149,0.45136,397,2.19717,57,-2.2609
ENSG00000162706,CADM3,284,1.43834,1,-6.0300,160,0.46730,110,-0.4354
ENSG00000158710,TAGLN2,284,1.68357,71,-0.5962,14,-3.0102,98,-0.3204
ENSG00000177807,KCNJ10,284,0.93435,44,-1.9292,100,-0.7128,165,0.20858
ENSG00000162728,KCNJ9,284,3.35476,3,-3.8667,2,-4.2692,33,-1.5431
ENSG00000162729,IGSF8,284,1.73002,1,-5.8002,49,-1.1102,98,-0.1772
ENSG00000018625,ATP1A2,284,-1.1271,192,-1.7074,468,-0.3671,685,1.12112
ENSG00000162734,PEA15,284,-0.8805,379,-0.4379,329,-0.6546,560,0.75922
ENSG00000132716,DCAF8,284,2.42579,1,-5.2973,21,-1.8627,62,-0.7226
ENSG00000122218,COPA,284,2.00261,3,-4.7551,55,-0.7202,80,-0.5151
ENSG00000143256,PFDN2,284,1.42157,106,-0.1938,2,-5.5721,117,-0.1600
ENSG00000143222,UFC1,284,1.44153,1,-6.0273,367,1.92181,86,-1.3281
ENSG00000158864,NDUFS2,284,1.51425,1,-5.9694,245,1.25364,94,-0.9137
ENSG00000143252,SDHC,284,1.41604,121,0.00469,372,1.91879,75,-1.7850
ENSG00000152332,UHMK1,284,2.34227,1,-5.3542,187,1.53649,47,-1.7376
ENSG00000117152,RGS4,284,2.70496,1,-5.1155,2,-4.6435,52,-0.8688
ENSG00000143248,RGS5,284,0.35313,533,1.41879,62,-1.9526,205,-0.5141
ENSG00000185630,PBX1,284,2.18596,9,-3.1746,6,-3.8387,74,-0.4232
ENSG00000143198,MGST3,284,0.09067,151,-0.8822,209,-0.3816,285,0.41060
ENSG00000143149,ALDH9A1,284,2.08288,42,-1.0844,219,1.58893,52,-1.7809
ENSG00000143183,TMCO1,284,1.98677,18,-2.3632,92,0.04772,75,-0.8055
ENSG00000143157,POGK,284,2.57811,37,-0.9042,108,0.76569,41,-1.7701
ENSG00000143158,MPC2,284,2.19074,1,-5.4598,2,-4.9881,75,-0.3503
ENSG00000143153,ATP1B1,284,-0.5910,96,-2.1990,515,0.34189,454,0.60612
ENSG00000075945,KIFAP3,284,1.77433,1,-5.7666,213,1.25471,77,-1.1023
ENSG00000117523,PRRC2C,284,0.93459,142,-0.1789,242,0.67314,138,-0.6853
ENSG00000197959,DNM3,284,2.87740,20,-1.6166,2,-4.5373,44,-1.1970
ENSG00000117592,PRDX6,284,0.58188,116,-0.8118,88,-1.2336,209,0.35948
ENSG00000234741,GAS5,284,0.55035,155,-0.4081,2,-6.3104,219,0.57593
ENSG00000152061,RABGAP1L,284,2.55402,30,-1.2199,155,1.37638,38,-2.0303
ENSG00000116161,CACYBP,284,1.44975,1,-6.0209,357,1.87911,87,-1.3008
ENSG00000116147,TNR,284,0.82625,7,-4.5498,91,-0.9584,184,0.53171
ENSG00000152092,ASTN1,284,2.68285,1,-5.1294,2,-4.6574,53,-0.8465
ENSG00000143337,TOR1AIP1,284,2.25435,1,-5.4150,185,1.43768,51,-1.5979
ENSG00000135821,GLUL,284,-2.1042,279,-2.1297,839,-0.4793,1368,1.54890
ENSG00000135829,DHX9,284,2.57021,21,-1.7695,8,-3.0923,55,-0.9221
ENSG00000116698,SMG7,284,2.77424,1,-5.0722,44,-0.5084,45,-1.2733
ENSG00000162704,ARPC5,284,1.44025,157,0.43763,92,-0.3996,100,-0.8293
ENSG00000198756,COLGALT2,284,2.62274,1,-5.1677,57,-0.2022,49,-1.2059
ENSG00000116667,C1orf21,284,2.35912,1,-5.3426,142,1.05699,51,-1.4657
ENSG00000047410,TPR,284,2.55141,1,-5.2127,63,-0.1026,51,-1.1674
ENSG00000151414,NEK7,284,2.08313,42,-1.0691,2,-5.0652,76,-0.5128
ENSG00000118200,CAMSAP2,284,1.54539,35,-1.7359,77,-0.5738,106,-0.3199
ENSG00000116857,TMEM9,284,1.37634,55,-1.2289,38,-1.7661,123,-0.0329
ENSG00000174307,PHLDA3,284,1.88231,2,-5.6441,181,1.07405,73,-1.0806
ENSG00000159176,CSRP1,284,-0.6729,428,-0.0377,478,0.13591,452,0.19004
ENSG00000134369,NAV1,284,2.50687,1,-5.2433,44,-0.6884,55,-0.9787
ENSG00000198892,SHISA4,284,1.14491,146,0.06064,22,-2.7599,138,-0.1296
ENSG00000134375,TIMM17A,284,2.03054,1,-5.5751,215,1.50688,60,-1.4581
ENSG00000170075,GPR37L1,284,0.25371,118,-1.0900,48,-2.4340,272,0.85854
ENSG00000143862,ARL8A,284,1.47377,4,-4.9407,154,0.43886,107,-0.4592
ENSG00000159346,ADIPOR1,284,1.88797,103,0.14867,258,1.71176,53,-2.0078
ENSG00000163485,ADORA1,284,1.85458,231,1.47573,2,-5.2342,69,-1.3050
ENSG00000159388,BTG2,284,1.85599,26,-1.9216,165,0.88667,74,-1.0892
