Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000020129,NCDN,16,-4.2996,407,0.54540,1540,3.48868,407,0.54687,132,-1.2392,16,-4.3358,3,-6.5037,19,-4.1052,95,-1.7392
ENSG00000116871,MAP7D1,232,-1.6094,4003,4.07584,171,-2.0633,198,-1.8440,141,-2.3513,16,-5.5021,363,-0.9307,63,-3.5164,712,0.13521
ENSG00000197982,C1orf122,16,-5.5577,3962,3.77040,18,-5.3882,352,-1.0730,225,-1.7507,316,-1.2380,482,-0.5897,425,-0.7849,486,-0.5750
ENSG00000168653,NDUFS5,16,-4.9504,407,-0.1938,406,-0.1968,348,-0.4383,230,-1.0844,938,1.23410,909,1.17423,535,0.25184,339,-0.4811
ENSG00000127603,MACF1,465,1.03620,407,0.79880,214,-0.2673,343,0.50793,142,-0.9050,16,-4.1231,296,0.25654,143,-0.8976,250,-0.0188
ENSG00000116983,HPCAL4,16,-3.8765,407,1.05785,841,2.57382,304,0.54448,184,-0.2742,16,-3.9121,200,-0.1425,0,-8.7531,0,-8.9038
ENSG00000065978,YBX1,164,-1.3669,407,0.05157,1,-8.4785,172,-1.2869,115,-1.8972,1586,2.69239,748,1.09569,124,-1.7831,229,-0.8519
ENSG00000117394,SLC2A1,275,-1.9811,407,-1.3969,139,-2.9876,258,-2.0785,310,-1.8017,1514,0.69756,5978,3.99234,25,-5.4336,73,-3.9176
ENSG00000066322,ELOVL1,16,-3.6198,407,1.38643,23,-3.0990,124,-0.6162,49,-2.0072,16,-3.6553,3,-5.8460,91,-1.0862,919,3.32518
ENSG00000142949,PTPRF,16,-3.3077,407,1.81223,1,-7.0661,456,2.05415,251,0.89045,16,-3.3436,7,-4.3838,84,-0.8779,93,-0.7343
ENSG00000117408,IPO13,16,-3.5951,407,1.41827,130,-0.5157,144,-0.3573,64,-1.6002,246,0.51422,111,-0.7599,92,-1.0434,411,1.43835
ENSG00000117410,ATP6V0B,16,-4.8766,407,-0.1130,1788,2.74001,495,0.20641,198,-1.2344,202,-1.2030,332,-0.4343,101,-2.2394,387,-0.1918
ENSG00000117419,ERI3,16,-3.7674,407,1.19430,713,2.35369,345,0.89531,160,-0.3783,16,-3.8041,16,-3.7827,0,-8.6458,153,-0.4452
ENSG00000187147,RNF220,16,-3.5900,407,1.42510,234,0.43711,135,-0.4543,52,-1.8880,16,-3.6263,88,-1.1186,174,-0.0495,494,1.81304
ENSG00000142937,RPS8,113,-4.3427,407,-2.4800,813,-1.4488,1121,-0.9596,848,-1.3850,4611,1.40119,4002,1.13544,4154,1.20439,2504,0.31818
ENSG00000117450,PRDX1,16,-4.5419,407,0.26496,499,0.61083,702,1.21752,249,-0.5245,16,-4.5773,627,1.01232,143,-1.3699,454,0.45065
ENSG00000173660,UQCRH,16,-4.3265,407,0.51409,696,1.48590,477,0.79053,178,-0.8093,29,-3.4987,243,-0.3242,320,0.11367,316,0.09534
ENSG00000162374,ELAVL4,16,-3.7936,407,1.16267,1065,3.41864,159,-0.4181,176,-0.2552,16,-3.8277,1,-6.9519,0,-8.6708,18,-3.6314
ENSG00000123091,RNF11,237,-0.6229,407,0.24152,1458,2.77524,332,-0.0872,231,-0.6650,16,-4.5981,144,-1.3835,177,-1.0750,157,-1.2531
ENSG00000169213,RAB3B,16,-3.0414,407,2.20701,1,-6.8033,298,1.55200,369,1.99463,16,-3.0775,1,-6.2077,0,-7.9277,0,-8.0787
ENSG00000162378,ZYG11B,16,-3.7206,407,1.25543,911,3.08300,218,0.17225,123,-0.7350,16,-3.7564,8,-4.7769,1,-7.7204,68,-1.6314
ENSG00000116209,TMEM59,16,-4.2373,407,0.61901,234,-0.2881,240,-0.2472,110,-1.4497,725,1.68811,263,-0.1049,60,-2.3431,467,0.86214
ENSG00000157216,SSBP3,16,-3.7480,407,1.21874,581,1.92636,133,-0.6426,125,-0.7474,241,0.30488,193,-0.0552,0,-8.6266,105,-1.0102
ENSG00000116133,DHCR24,16,-4.0984,407,0.78366,698,1.80430,143,-0.9109,84,-1.7184,59,-2.2416,149,-0.8473,103,-1.4013,636,1.61554
ENSG00000162407,PLPP3,16,-3.8299,407,1.11589,1,-7.5840,705,2.22762,97,-1.2107,408,1.12046,122,-0.8714,0,-8.7071,150,-0.5428
ENSG00000162599,NFIA,16,-3.6474,407,1.34975,149,-0.3643,212,0.20777,252,0.49858,16,-3.6836,161,-0.2347,253,0.50388,214,0.22567
ENSG00000116675,DNAJC6,16,-4.2514,407,0.60304,1337,3.13924,166,-0.8395,159,-0.9107,16,-4.2870,3,-6.6731,16,-4.2897,429,0.69424
ENSG00000184588,PDE4B,16,-3.1847,407,1.98626,1,-6.9478,355,1.70070,90,-0.6489,16,-3.2229,7,-4.4382,70,-1.0396,264,1.13322
ENSG00000142864,SERBP1,16,-3.5713,407,1.44802,121,-0.6000,134,-0.4485,110,-0.7559,283,0.78237,153,-0.2365,181,0.03352,192,0.12510
ENSG00000116754,SRSF11,16,-3.8814,407,1.05145,542,1.59595,123,-0.9071,146,-0.6428,16,-3.9165,255,0.24755,139,-0.7189,330,0.68105
ENSG00000154027,AK5,16,-4.3536,407,0.47989,1620,3.53116,66,-2.3392,82,-2.0144,16,-4.3916,218,-0.5309,72,-2.1931,241,-0.3700
ENSG00000137941,TTLL7,16,-4.1508,407,0.72230,238,-0.1699,91,-1.6433,109,-1.3801,462,0.94817,97,-1.5490,186,-0.5584,772,1.94047
ENSG00000142875,PRKACB,16,-4.3438,407,0.49419,924,2.04307,191,-0.7259,136,-1.2419,16,-4.3734,194,-0.6984,238,-0.3816,594,1.16269
ENSG00000153904,DDAH1,16,-3.6226,407,1.38256,183,-0.0039,769,2.79499,191,0.06479,46,-2.1159,10,-4.2305,0,-8.5018,30,-2.7565
ENSG00000143013,LMO4,16,-4.7285,407,0.05312,1741,2.94909,603,0.71321,530,0.49280,16,-4.7639,80,-2.4272,42,-3.3693,107,-1.9942
ENSG00000122406,RPL5,18,-5.4618,407,-0.8887,487,-0.6080,551,-0.4160,440,-0.7674,1228,0.91624,1189,0.85791,1170,0.82973,944,0.45990
ENSG00000117519,CNN3,16,-3.6326,407,1.36964,1,-7.3881,395,1.31570,105,-0.8820,251,0.50375,300,0.81426,103,-0.9162,85,-1.2050
ENSG00000134243,SORT1,16,-5.0560,407,-0.3100,1143,1.47081,193,-1.4575,142,-1.9194,693,0.56359,584,0.27649,128,-2.0726,1135,1.45733
ENSG00000168710,AHCYL1,16,-3.9445,407,0.97309,57,-2.1336,875,2.55556,194,-0.2705,16,-3.9802,232,0.02119,29,-3.1139,237,0.05703
ENSG00000197106,SLC6A17,16,-4.2993,407,0.54531,1700,3.85819,166,-0.8897,181,-0.7548,16,-4.3359,139,-1.1601,0,-9.1737,9,-5.1820
ENSG00000155366,RHOC,16,-4.4059,407,0.42075,1,-8.1568,216,-0.5955,155,-1.1120,729,1.46658,1147,2.43962,68,-2.3452,97,-1.8100
ENSG00000009307,CSDE1,16,-4.6388,407,0.15469,506,0.51815,556,0.68206,236,-0.7125,504,0.51149,307,-0.2974,328,-0.1953,470,0.39432
ENSG00000163399,ATP1A1,16,-4.4393,407,0.38275,1015,2.10313,268,-0.2930,155,-1.1460,16,-4.4751,770,1.52922,1,-7.9819,254,-0.3829
ENSG00000198162,MAN1A2,16,-3.8732,407,1.06123,28,-3.1112,242,0.16699,274,0.37606,16,-3.9094,338,0.73527,466,1.31316,177,-0.3332
ENSG00000092621,PHGDH,16,-3.1706,407,2.01002,1,-6.9318,340,1.63953,118,-0.2136,16,-3.2064,86,-0.7104,45,-1.6977,184,0.51295
ENSG00000265972,TXNIP,16,-4.0398,407,0.85562,1,-7.7926,181,-0.4783,87,-1.6015,567,1.46980,468,1.10938,63,-2.0760,412,0.88110
ENSG00000159164,SV2A,16,-4.0602,407,0.83194,1152,3.08749,405,0.82698,182,-0.4895,16,-4.0959,1,-7.2167,0,-8.9355,53,-2.3587
ENSG00000266472,MRPS21,173,0.32257,407,1.89467,1,-7.0092,320,1.41130,92,-0.6806,16,-3.2857,15,-3.3849,88,-0.7503,168,0.27052
ENSG00000143420,ENSA,16,-4.8983,407,-0.1363,1449,2.19254,364,-0.3144,215,-1.1278,828,1.06916,394,-0.1883,171,-1.4782,139,-1.7817
ENSG00000143393,PI4KB,16,-3.3364,407,1.77152,444,1.95619,182,0.31266,130,-0.2314,16,-3.3723,3,-5.7428,3,-5.5021,155,0.04776
ENSG00000159377,PSMB4,16,-4.0401,407,0.85541,392,0.79286,181,-0.4762,107,-1.2908,16,-4.0763,871,2.38343,72,-1.8787,141,-0.8711
ENSG00000197747,S100A10,16,-5.1954,407,-0.4621,1,-8.9303,33,-4.2001,136,-2.1215,2124,2.61764,2116,2.60834,31,-4.2545,25,-4.5531
ENSG00000197956,S100A6,16,-4.1839,407,0.68303,31,-3.2700,260,-0.0609,70,-2.0758,46,-2.6875,1352,3.31928,106,-1.4443,144,-0.9856
ENSG00000189171,S100A13,16,-3.8214,407,1.12644,17,-3.7845,795,2.52823,167,-0.3728,24,-3.2559,163,-0.4102,159,-0.4449,147,-0.5661
ENSG00000160678,S100A1,16,-3.5391,407,1.49310,1,-7.2959,697,2.68814,137,-0.3699,16,-3.5750,39,-2.2733,65,-1.5170,182,0.07694
ENSG00000143543,JTB,16,-3.4671,407,1.58962,1,-7.2245,442,1.75831,99,-0.8071,41,-2.1337,203,0.33660,70,-1.3202,207,0.36964
ENSG00000177954,RPS27,2390,-0.6558,407,-3.3014,1270,-1.6200,1877,-1.0286,1883,-1.0234,5285,0.63474,7343,1.22263,7723,1.31747,4335,0.29939
ENSG00000143549,TPM3,383,0.13803,407,0.23648,442,0.37534,89,-2.1088,143,-1.4007,1103,2.09346,382,0.13546,45,-3.0988,173,-1.1071
ENSG00000160710,ADAR,16,-3.6764,407,1.31265,348,1.02728,328,0.91716,180,-0.0938,16,-3.7116,213,0.18476,102,-0.9839,105,-0.9384
ENSG00000163346,PBXIP1,16,-3.4562,407,1.60496,36,-2.3062,516,2.10329,130,-0.3716,316,1.12715,14,-3.6378,0,-8.3371,38,-2.2121
ENSG00000132718,SYT11,16,-5.6398,3891,3.49360,541,-0.4964,473,-0.7076,199,-2.0151,677,-0.1418,171,-2.2443,128,-2.6692,556,-0.4551
ENSG00000160781,PAQR6,36,-5.3839,407,-1.8601,412,-1.8426,419,-1.8146,382,-1.9546,981,-0.5201,815,-0.8087,6275,3.07349,2508,1.04451
ENSG00000125462,C1orf61,16,-5.0772,407,-0.3333,49,-3.4794,2587,3.42797,471,-0.0981,44,-3.6518,61,-3.1861,458,-0.1420,413,-0.3093
ENSG00000132702,HAPLN2,16,-3.8647,407,1.07239,1,-7.6183,140,-0.6934,88,-1.3976,16,-3.9002,113,-1.0240,77,-1.6059,1095,3.34795
ENSG00000132692,BCAN,16,-4.2187,407,0.64101,1,-7.9703,1034,2.50237,414,0.67347,16,-4.2544,125,-1.2372,259,-0.1092,220,-0.3706
ENSG00000162706,CADM3,16,-3.9902,407,0.91676,1000,2.82140,319,0.49362,150,-0.7205,221,-0.1055,1,-7.1478,0,-8.8662,14,-4.1961
ENSG00000177807,KCNJ10,16,-3.5202,407,1.51864,51,-1.8441,338,1.16632,79,-1.1946,16,-3.5557,93,-0.9551,146,-0.2557,393,1.45437
ENSG00000162729,IGSF8,16,-3.4252,407,1.64807,1,-7.1820,298,1.05819,125,-0.3902,16,-3.4606,71,-1.2584,4,-5.3007,504,2.09740
ENSG00000018625,ATP1A2,16,-4.7743,407,0.00199,1,-8.5228,2208,3.60560,525,0.42346,16,-4.8097,477,0.26414,0,-9.6457,6,-6.1580
ENSG00000162734,PEA15,240,-2.4193,3794,2.16911,1237,0.08939,1165,-0.0082,546,-1.1924,1253,0.11057,288,-2.1501,759,-0.6872,1256,0.11418
ENSG00000143256,PFDN2,16,-3.9212,407,1.00168,430,1.10376,184,-0.3256,54,-2.1940,297,0.45275,280,0.35522,69,-1.8227,293,0.43441
ENSG00000158864,NDUFS2,16,-3.2252,407,1.93004,1,-6.9852,248,0.97496,114,-0.3290,16,-3.2614,151,0.12446,115,-0.3112,190,0.51021
ENSG00000143248,RGS5,16,-4.5946,407,0.20455,1,-8.3443,86,-2.1825,123,-1.6537,274,-0.4277,2319,4.34429,0,-9.4668,2,-7.0960
ENSG00000143198,MGST3,16,-4.1610,407,0.70949,350,0.45323,396,0.66173,166,-0.7406,17,-4.1062,507,1.10288,128,-1.1467,408,0.71467
ENSG00000143153,ATP1B1,18,-5.3396,407,-0.7742,3284,3.28632,583,-0.2080,274,-1.3754,16,-5.5201,155,-2.2296,226,-1.6691,1011,0.70480
ENSG00000117523,PRRC2C,16,-5.3929,3898,4.18597,191,-1.8190,120,-2.5160,358,-0.8723,16,-5.4291,230,-1.5425,351,-0.9038,427,-0.6000
ENSG00000117592,PRDX6,16,-3.4776,407,1.57573,1,-7.2349,579,2.33467,131,-0.3822,16,-3.5132,242,0.62280,31,-2.5574,74,-1.2675
ENSG00000234741,GAS5,16,-4.3665,407,0.46716,7,-5.5997,244,-0.3670,126,-1.3791,577,1.07834,259,-0.2707,657,1.32177,467,0.70284
ENSG00000116147,TNR,16,-3.5386,407,1.49414,137,-0.3749,420,1.55580,292,0.87855,16,-3.5745,51,-1.8660,118,-0.6112,103,-0.8173
ENSG00000135821,GLUL,16,-6.0904,407,-1.4145,51,-4.4433,4720,3.11205,1013,0.00588,412,-1.3961,334,-1.7114,334,-1.7099,1798,0.98038
ENSG00000162704,ARPC5,16,-3.7102,407,1.26886,313,0.79478,223,0.21915,72,-1.5473,16,-3.7453,323,0.85234,31,-2.7627,354,1.01224
ENSG00000118200,CAMSAP2,16,-3.7562,407,1.20986,824,2.73672,296,0.64280,116,-0.8596,16,-3.7921,1,-6.8934,56,-1.9731,78,-1.4605
ENSG00000116857,TMEM9,16,-3.7035,407,1.27650,651,2.24440,375,1.12698,126,-0.6824,16,-3.7401,12,-4.0693,0,-8.5823,144,-0.4774
ENSG00000159176,CSRP1,16,-5.0308,407,-0.2821,82,-2.6937,717,0.65222,238,-1.1164,465,-0.0673,551,0.20835,364,-0.4574,1524,2.10122
ENSG00000198892,SHISA4,16,-3.3449,407,1.75899,67,-1.2724,329,1.34314,155,0.03175,16,-3.3811,29,-2.4844,40,-2.0394,306,1.20794
ENSG00000170075,GPR37L1,16,-4.0229,407,0.87522,1,-7.7770,874,2.41810,206,-0.2611,481,1.17885,26,-3.3639,43,-2.6086,125,-1.0305
ENSG00000143862,ARL8A,16,-3.8111,407,1.13957,438,1.27559,70,-1.6950,83,-1.4233,220,0.08198,194,-0.1227,60,-1.9146,394,1.08250
ENSG00000163531,NFASC,16,-4.0540,407,0.83915,444,0.99705,114,-1.2093,64,-2.0781,16,-4.0899,267,0.12397,214,-0.2307,683,1.82282
ENSG00000184144,CNTN2,16,-4.8172,407,-0.0459,186,-1.2644,114,-1.9920,124,-1.8747,16,-4.8530,392,-0.1062,458,0.14884,2052,3.25823
ENSG00000117266,CDK18,290,0.66729,407,1.27366,1,-6.9965,63,-1.7348,48,-2.1432,16,-3.7415,2,-6.7020,233,0.29987,690,2.37755
ENSG00000069275,NUCKS1,16,-5.2234,407,-0.4928,1373,1.60353,440,-0.3690,426,-0.4188,16,-5.2593,537,-0.0514,723,0.43963,1048,1.09025
ENSG00000117691,NENF,16,-5.0197,407,-0.2702,401,-0.2933,268,-0.9187,199,-1.3706,313,-0.6795,713,0.65743,897,1.06353,1115,1.47089
ENSG00000143819,EPHX1,16,-3.4194,407,1.65537,1,-7.1773,552,2.31479,72,-1.2454,114,-0.5287,66,-1.3745,23,-2.9000,186,0.24917
ENSG00000163041,H3F3A,16,-5.0539,407,-0.3075,133,-2.0068,551,0.18419,166,-1.6798,1572,2.13494,832,0.88602,122,-2.1411,633,0.41424
ENSG00000143799,PARP1,16,-3.2062,407,1.95715,41,-1.8431,252,1.02708,76,-0.9297,16,-3.2424,28,-2.3932,114,-0.3059,290,1.28510
ENSG00000143772,ITPKB,16,-3.5106,407,1.52920,1,-7.2692,194,0.21866,182,0.10797,55,-1.7319,144,-0.2631,59,-1.6328,473,1.83325
ENSG00000143761,ARF1,16,-4.7433,407,0.03693,1101,1.82946,288,-0.5117,203,-1.0517,1253,2.10681,108,-2.0053,18,-4.5664,183,-1.2122
ENSG00000143774,GUK1,687,-0.3473,407,-1.1602,698,-0.3234,1222,0.59756,499,-0.8461,1573,1.04194,925,0.13048,752,-0.2040,920,0.12176
ENSG00000168159,RNF187,16,-5.3916,4004,4.32366,391,-0.7331,399,-0.7031,138,-2.3074,16,-5.4271,321,-1.0388,120,-2.5051,195,-1.7921
ENSG00000116574,RHOU,16,-3.4869,407,1.56130,42,-2.1255,65,-1.4568,76,-1.2255,16,-3.5246,7,-4.6345,103,-0.7610,774,3.07445
ENSG00000135744,AGT,16,-4.2636,407,0.58738,6,-5.6943,1139,2.66829,125,-1.2857,654,1.44579,111,-1.4716,71,-2.1208,42,-2.9077
ENSG00000119280,C1orf198,16,-3.9681,407,0.94373,117,-1.0811,106,-1.2234,88,-1.5116,16,-4.0043,569,1.57298,142,-0.7817,636,1.79855
ENSG00000168264,IRF2BP2,375,-0.1466,407,-0.0156,209,-1.0547,197,-1.1481,79,-2.5157,1806,2.93245,188,-1.2224,26,-4.1291,409,-0.0057
ENSG00000173726,TOMM20,16,-4.2692,407,0.58163,1048,2.45122,192,-0.6386,164,-0.8759,16,-4.3044,210,-0.4942,222,-0.4086,304,0.09786
ENSG00000153187,HNRNPU,16,-4.2533,407,0.60063,588,1.25871,327,0.23335,207,-0.4982,19,-4.0263,229,-0.3425,258,-0.1520,500,0.96385
ENSG00000171863,RPS7,16,-5.7756,407,-1.0837,403,-1.0970,720,-0.1939,380,-1.1849,1258,0.73449,1709,1.28809,1403,0.92605,1010,0.35983
ENSG00000134313,KIDINS220,525,1.77129,407,1.27206,1,-7.4618,223,0.21974,118,-0.7946,16,-3.7425,151,-0.4012,28,-2.9142,284,0.62916
ENSG00000134308,YWHAQ,16,-4.5129,407,0.29808,591,0.94149,469,0.53913,151,-1.2638,116,-1.6600,369,0.13962,269,-0.3706,664,1.15135
ENSG00000163032,VSNL1,16,-4.8384,407,-0.0701,2859,4.56543,286,-0.6277,189,-1.2643,16,-4.8746,1,-7.9918,35,-3.7312,13,-5.1812
ENSG00000143878,RHOB,16,-5.1055,407,-0.3640,168,-1.7127,489,-0.0704,116,-2.2702,1634,2.14049,938,1.03621,85,-2.7136,742,0.62298
ENSG00000084731,KIF3C,16,-3.3677,407,1.72714,279,1.01063,302,1.15536,267,0.92824,16,-3.4028,37,-2.1846,0,-8.2496,63,-1.3958
ENSG00000084754,HADHA,16,-3.0097,407,2.25519,1,-6.7731,235,1.14285,125,0.05795,16,-3.0460,4,-4.9820,76,-0.7238,206,0.90045
ENSG00000084764,MAPRE3,16,-4.3869,407,0.44396,1706,3.64109,323,0.06215,132,-1.3278,16,-4.4226,116,-1.5206,0,-9.2599,80,-2.0749
ENSG00000228474,OST4,16,-3.8991,407,1.02853,1,-7.6534,267,0.29965,129,-0.8591,302,0.50677,535,1.54503,163,-0.4889,180,-0.3343
ENSG00000213639,PPP1CB,269,-0.4946,407,0.16989,877,1.53260,341,-0.1156,208,-0.8905,16,-4.6611,563,0.71947,252,-0.5943,366,-0.0020
ENSG00000138078,PREPL,16,-4.8904,407,-0.1277,2004,3.03118,508,0.23552,166,-1.5128,333,-0.4442,210,-1.1564,94,-2.3585,223,-1.0629
ENSG00000116016,EPAS1,280,-0.8666,407,-0.2816,1,-8.7776,271,-0.9133,187,-1.4767,121,-2.1239,3036,4.19202,0,-9.8970,59,-3.1879
ENSG00000143933,CALM2,135,-3.3636,407,-1.7360,3116,1.61478,1449,0.24156,547,-1.2895,1328,0.09857,1006,-0.3482,1005,-0.3500,2260,1.00740
