Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7
ENSG00000078369,GNB1,288,-0.4382,95,-2.1445,144,-1.5193,414,0.16121,564,1.25829
ENSG00000187730,GABRD,130,-0.0952,0,-8.6231,11,-3.7568,114,-0.3022,235,1.87474
ENSG00000067606,PRKCZ,11,-4.1335,65,-1.6109,112,-0.7817,285,0.79951,264,1.15580
ENSG00000162585,FAAP20,11,-2.7487,63,-0.1790,99,0.59604,76,0.14730,80,0.35980
ENSG00000157933,SKI,11,-1.5486,0,-6.4952,50,0.81601,43,0.55538,38,0.53430
ENSG00000157916,RER1,298,2.34869,36,-1.4992,59,-0.7173,38,-1.4140,72,-0.5788
ENSG00000157870,PRXL2B,11,-2.6452,0,-7.5142,88,0.51715,78,0.30000,93,1.06217
ENSG00000158109,TPRG1L,176,0.02265,0,-7.6728,128,-0.4975,153,-0.2073,253,1.13765
ENSG00000130764,LRRC47,11,-2.8328,7,-3.5770,73,-0.0235,48,-0.7010,127,1.84637
ENSG00000196581,AJAP1,12,-2.2922,36,-0.6010,7,-2.9961,26,-1.0800,94,2.19561
ENSG00000069424,KCNAB2,297,0.46743,0,-8.0807,83,-1.5934,254,0.19485,317,0.99732
ENSG00000116254,CHD5,160,0.18801,0,-8.6827,69,-1.1682,199,0.57637,191,0.83307
ENSG00000116251,RPL22,719,-0.2200,1630,1.24842,1920,1.58961,471,-0.8981,335,-1.8216
ENSG00000116237,ICMT,11,-1.9614,4,-3.3264,136,2.41007,14,-1.6489,40,-0.0362
ENSG00000097021,ACOT7,45,-2.3554,46,-2.3156,57,-1.9890,120,-0.8612,387,2.52330
ENSG00000007923,DNAJC11,11,-1.8122,22,-0.8271,39,0.10045,33,-0.1753,51,0.93182
ENSG00000171735,CAMTA1,68,-0.9191,19,-2.8533,159,0.47127,152,0.40190,149,0.57852
ENSG00000049245,VAMP3,414,2.74249,248,1.47312,57,-1.0708,18,-2.7530,15,-3.5866
ENSG00000116288,PARK7,268,-0.2041,136,-1.2719,291,-0.0630,305,0.01245,372,0.57412
ENSG00000162426,SLC45A1,40,0.26608,14,-1.4167,4,-3.2101,18,-1.0522,55,1.51711
ENSG00000142599,RERE,60,-0.7027,43,-1.1984,88,-0.0721,66,-0.5392,129,0.99801
ENSG00000074800,ENO1,28,-4.3470,126,-2.1502,690,0.56057,430,-0.2501,741,1.21683
ENSG00000171603,CLSTN1,11,-5.6533,101,-2.5256,380,-0.5037,261,-1.0958,953,2.33566
ENSG00000178585,CTNNBIP1,11,-2.0479,70,0.84297,50,0.21902,47,0.13175,42,-0.0848
ENSG00000162441,LZIC,11,-1.7754,104,2.04960,52,0.61467,34,-0.1251,17,-1.5014
ENSG00000130939,UBE4B,11,-1.3772,0,-6.3219,37,0.47486,18,-0.7023,43,1.35048
ENSG00000054523,KIF1B,11,-4.5299,271,0.22203,142,-0.8291,232,-0.0348,335,1.02641
ENSG00000142657,PGD,11,-2.0207,32,-0.4725,9,-2.3864,34,-0.3568,71,1.68767
ENSG00000241563,CORT,13207,7.32453,0,-12.450,1,-10.843,71,-4.9810,140,-4.5650
ENSG00000120948,TARDBP,11,-2.6059,101,0.80450,74,0.24825,31,-1.1476,76,0.48821
ENSG00000116649,SRM,11,-3.5148,15,-3.1081,161,0.53032,85,-0.5469,186,1.43842
ENSG00000198793,MTOR,11,-1.3772,10,-1.5140,11,-1.4828,34,0.34894,43,1.32841
ENSG00000116661,FBXO2,11,-4.5024,45,-2.5332,293,0.39297,275,0.28426,336,1.09954
ENSG00000132879,FBXO44,11,-3.4985,52,-1.2816,9,-3.7580,130,0.18659,205,1.99775
ENSG00000011021,CLCN6,11,-1.5727,0,-6.1308,1,-5.0150,44,0.55998,55,1.94059
ENSG00000116685,KIAA2013,161,2.25810,41,-0.3624,24,-1.1837,13,-2.0801,40,-0.5718
ENSG00000116688,MFN2,11,-2.9973,50,-0.8043,91,0.16904,56,-0.6389,123,1.23221
ENSG00000048707,VPS13D,87,0.67769,51,-0.2260,60,0.05018,17,-1.9036,65,0.27053
ENSG00000116731,PRDM2,11,-2.0097,41,-0.0565,5,-3.1427,53,0.36566,62,1.16329
ENSG00000189337,KAZN,11,-2.6567,65,-0.0130,43,-0.6892,25,-1.5051,105,1.52482
ENSG00000142634,EFHD2,11,-3.2539,75,-0.4626,137,0.56869,72,-0.5207,132,0.83730
ENSG00000116786,PLEKHM2,11,-3.1481,48,-1.0328,82,-0.1794,108,0.26915,131,1.06444
ENSG00000159363,ATP13A2,12,-3.6112,10,-3.7985,60,-1.2542,117,-0.2016,241,2.26485
ENSG00000117118,SDHB,11,-2.9228,6,-3.7148,60,-0.4389,50,-0.7336,141,2.12084
ENSG00000117115,PADI2,91,-0.5365,575,3.46244,122,-0.0591,49,-1.5050,16,-3.6595
ENSG00000117154,IGSF21,11,-2.1308,32,-0.5971,31,-0.6503,55,0.28976,64,0.99308
ENSG00000053372,MRTO4,61,1.14517,0,-6.4379,23,-0.4974,36,0.19980,34,0.19812
ENSG00000053371,AKR7A2,342,2.91291,21,-2.1987,54,-0.7732,39,-1.2876,52,-1.1269
ENSG00000077549,CAPZB,337,0.63367,136,-0.8758,228,-0.0407,153,-0.6937,261,0.29049
ENSG00000173436,MICOS10,158,-0.9839,362,0.37778,367,0.39962,258,-0.2019,297,0.05236
ENSG00000158747,NBL1,81,-1.5073,55,-2.0884,172,-0.3323,213,0.02634,316,1.27591
ENSG00000162545,CAMK2N1,290,-1.5563,740,-0.0739,392,-1.0919,1092,0.59955,967,0.62045
ENSG00000158828,PINK1,300,-0.3323,252,-0.6180,175,-1.1871,382,0.06697,487,0.81167
ENSG00000127483,HP1BP3,507,1.89907,93,-1.1395,200,0.09797,126,-0.6565,132,-0.8119
ENSG00000075151,EIF4G3,59,-0.9264,37,-1.6363,160,0.75076,64,-0.7947,137,0.77360
ENSG00000076864,RAP1GAP,11,-3.7158,39,-1.9461,105,-0.4179,87,-0.7205,236,1.94854
ENSG00000090686,USP48,11,-2.1905,53,0.16224,42,-0.2166,21,-1.2746,69,1.10724
ENSG00000070831,CDC42,1027,2.23447,166,-1.1179,129,-1.5091,113,-1.7067,300,-0.2592
ENSG00000004487,KDM1A,238,2.10849,0,-7.8680,26,-1.7724,22,-2.0209,94,0.38704
ENSG00000169641,LUZP1,11,-1.7388,0,-6.6810,1,-5.1743,40,0.22587,65,2.26725
ENSG00000125944,HNRNPR,11,-3.1346,77,-0.2822,33,-1.6136,59,-0.7040,153,1.75182
ENSG00000142676,RPL11,1706,0.80313,2360,1.44148,1926,1.03324,506,-1.2166,358,-2.1820
ENSG00000057757,PITHD1,11,-3.7605,50,-1.6314,54,-1.4925,111,-0.3880,251,2.14131
ENSG00000011009,LYPLA2,74,0.50488,10,-2.5887,154,1.99132,36,-0.6926,37,-0.8785
ENSG00000189266,PNRC2,89,1.46423,31,-0.4483,58,0.61862,25,-0.7375,26,-0.9367
ENSG00000188529,SRSF10,125,1.53598,5,-3.5585,114,1.33825,30,-0.9321,36,-0.9231
ENSG00000001461,NIPAL3,11,-2.9845,260,2.29435,112,0.52879,34,-1.4021,53,-0.9733
ENSG00000133226,SRRM1,11,-2.5371,228,2.78670,80,0.47979,36,-0.8536,23,-1.9331
ENSG00000117614,SYF2,11,-2.4485,82,0.63882,86,0.72093,40,-0.5778,60,0.11607
ENSG00000183726,TMEM50A,11,-2.5555,63,0.04064,172,1.97876,44,-0.5601,47,-0.6193
ENSG00000162430,SELENON,403,2.87846,44,-1.3577,147,0.59233,43,-1.3924,31,-2.3565
ENSG00000117640,MTFR1L,11,-2.8066,57,-0.4110,44,-0.8052,51,-0.5870,116,1.49194
ENSG00000117632,STMN1,903,-0.1765,727,-0.5307,336,-1.7307,640,-0.7343,1474,1.17775
ENSG00000158008,EXTL1,11,-1.3714,0,-6.3272,3,-3.2134,53,1.17384,42,1.28591
ENSG00000142684,ZNF593,74,1.10090,0,-6.8432,92,1.54636,45,0.22192,23,-1.2082
ENSG00000142669,SH3BGRL3,517,1.22534,135,-1.0721,192,-0.5158,204,-0.4213,265,0.01467
ENSG00000198830,HMGN2,592,1.95700,153,-0.5533,339,0.79911,114,-1.0270,102,-1.5427
ENSG00000117713,ARID1A,11,-2.2525,57,0.20675,43,-0.2423,33,-0.6797,69,0.92316
ENSG00000090273,NUDC,11,-3.6261,134,0.07961,227,1.03052,107,-0.2890,138,0.20061
ENSG00000253368,TRNP1,11,-2.7071,11,-2.7916,32,-1.2021,68,0.00871,118,1.92755
ENSG00000142784,WDTC1,85,1.06458,0,-7.0740,72,0.76320,44,-0.0904,42,-0.2641
ENSG00000186501,TMEM222,12,-2.6661,74,0.09543,16,-2.2663,68,-0.0505,106,1.31547
ENSG00000126705,AHDC1,207,2.78699,0,-6.8961,23,-1.3777,24,-1.3215,43,-0.5363
ENSG00000126709,IFI6,212,0.71903,97,-0.6122,266,1.15141,89,-0.7349,106,-0.6381
ENSG00000117758,STX12,185,1.29843,62,-0.6230,28,-1.8594,74,-0.3456,96,0.13567
ENSG00000117748,RPA2,11,-2.5118,0,-7.4208,68,0.22840,33,-0.9555,101,1.83638
ENSG00000126698,DNAJC8,295,1.73377,56,-1.1912,160,0.53107,84,-0.5451,76,-0.9565
ENSG00000130770,ATP5IF1,826,0.86948,132,-2.1016,273,-0.9930,335,-0.6721,657,0.74683
ENSG00000198492,YTHDF2,11,-1.9712,9,-2.3047,26,-0.7225,40,-0.0368,67,1.60389
ENSG00000116350,SRSF4,104,1.17289,50,-0.1283,95,1.00541,22,-1.4023,36,-0.9151
ENSG00000116353,MECR,11,-1.4343,15,-0.9947,5,-2.5693,26,-0.1489,48,1.68406
ENSG00000162511,LAPTM5,234,1.37466,186,0.92269,288,1.81812,39,-1.6450,9,-4.2709
ENSG00000162512,SDC3,81,-0.6220,71,-0.8363,110,-0.1393,121,0.01955,151,0.65193
ENSG00000134644,PUM1,321,1.76567,43,-1.6932,41,-1.7697,60,-1.1909,140,0.26849
ENSG00000121766,ZCCHC17,431,2.03457,80,-1.0259,36,-2.2194,107,-0.5681,135,-0.2730
ENSG00000121769,FABP3,11,-3.2811,0,-8.1721,18,-2.6013,100,-0.0196,192,2.55084
ENSG00000162517,PEF1,95,0.54341,33,-1.1876,59,-0.2677,59,-0.2551,80,0.37032
ENSG00000121753,ADGRB2,102,-0.9306,34,-2.5662,94,-1.0560,224,0.36246,272,1.25487
ENSG00000184007,PTP4A2,19,-4.3989,1507,3.27162,363,0.06994,175,-1.1084,126,-2.0347
ENSG00000121774,KHDRBS1,97,-0.1969,40,-1.5649,158,0.64799,88,-0.3564,127,0.40039
ENSG00000025800,KPNA6,114,1.65156,33,-0.5710,18,-1.5356,27,-0.8742,46,-0.0639
ENSG00000084623,EIF3I,11,-3.1682,49,-1.0237,184,1.22636,76,-0.3372,111,0.46656
ENSG00000175130,MARCKSL1,15,-4.4080,743,1.79016,560,1.19306,177,-0.7993,178,-1.0697
ENSG00000160058,BSDC1,11,-1.8678,48,0.38631,17,-1.3055,41,0.10198,51,0.77792
ENSG00000176261,ZBTB8OS,11,-1.9461,40,-0.0490,59,0.62923,45,0.16821,44,0.16687
ENSG00000162521,RBBP4,11,-2.6662,20,-1.8228,119,1.04576,35,-1.0003,92,0.97913
ENSG00000134684,YARS,11,-2.9243,21,-2.0787,99,0.39631,44,-0.9267,125,1.50289
ENSG00000121905,HPCA,11,-4.1694,0,-9.0567,91,-1.1336,195,0.08354,333,2.15676
ENSG00000121900,TMEM54,11,-2.3330,15,-1.9426,31,-0.8500,53,0.00135,86,1.62933
ENSG00000142920,AZIN2,11,-1.4362,33,0.22431,34,0.27477,12,-1.3940,37,0.71374
ENSG00000134686,PHC2,113,0.56181,84,0.05765,72,-0.1997,40,-1.1259,87,0.16663
ENSG00000163866,SMIM12,11,-1.7286,5,-2.9565,39,0.17317,30,-0.2450,54,1.30564
ENSG00000116544,DLGAP3,103,1.00192,0,-7.3963,5,-3.6047,108,1.09971,64,0.25366
ENSG00000116560,SFPQ,11,-3.3985,165,0.72011,80,-0.5034,62,-0.9066,148,0.89367
ENSG00000142687,KIAA0319L,11,-2.1366,9,-2.5235,19,-1.3864,42,-0.1732,81,1.97401
ENSG00000020129,NCDN,174,-1.2747,0,-10.087,307,-0.3801,326,-0.2820,632,1.64662
ENSG00000126067,PSMB2,279,1.53149,38,-1.8086,85,-0.5868,69,-0.9106,128,0.11453
ENSG00000142686,C1orf216,11,-2.8849,0,-7.7908,26,-1.6802,91,0.29558,136,2.06163
ENSG00000092847,AGO1,11,-1.1265,29,0.33541,24,0.02395,31,0.45163,23,-0.0222
ENSG00000054116,TRAPPC3,220,2.27848,0,-7.6548,43,-0.7880,32,-1.2370,65,-0.1818
ENSG00000116871,MAP7D1,497,1.29130,221,-0.1730,193,-0.3949,168,-0.6118,212,-0.3487
ENSG00000054118,THRAP3,11,-2.3642,113,1.35594,54,8.45477,61,0.21422,46,-0.3855
ENSG00000181817,LSM10,337,2.66190,41,-1.2940,47,-1.0906,33,-1.6342,65,-0.8108
ENSG00000116898,MRPS15,87,1.04745,0,-7.1328,64,0.48219,43,-0.1934,48,-0.0119
ENSG00000163875,MEAF6,104,0.49199,29,-1.5479,38,-1.1547,49,-0.7429,109,0.97583
ENSG00000185090,MANEAL,11,-1.0706,0,-6.0476,8,-1.6807,25,0.14962,38,1.76701
ENSG00000197982,C1orf122,11,-4.5829,517,1.35789,249,0.01599,233,-0.0922,238,-0.0841
ENSG00000174574,AKIRIN1,11,-2.0566,20,-1.2337,47,0.13670,55,0.38167,58,0.77493
ENSG00000168653,NDUFS5,183,-1.3446,233,-0.9731,287,-0.6455,461,0.13520,606,1.05526
ENSG00000127603,MACF1,73,-0.9181,126,-0.0264,224,0.99140,86,-0.6492,130,0.02826
ENSG00000090621,PABPC4,11,-3.0627,192,1.46015,114,0.46811,64,-0.4922,76,-0.3357
ENSG00000116983,HPCAL4,11,-4.3404,0,-9.2288,40,-2.5561,345,0.88975,355,1.83579
ENSG00000131236,CAP1,85,-0.4724,70,-0.7753,123,0.13695,73,-0.7141,148,0.74495
ENSG00000131238,PPT1,226,1.21115,11,-3.5759,76,-0.6815,88,-0.4576,137,0.44634
ENSG00000084070,SMAP2,11,-3.2141,39,-1.4163,98,0.02715,108,0.19656,139,1.10932
ENSG00000117016,RIMS3,208,1.60710,0,-7.9902,1,-6.4864,99,0.19550,103,0.41774
ENSG00000066136,NFYC,11,-1.7544,7,-2.5430,16,-1.2849,18,-1.1218,66,2.32621
ENSG00000198815,FOXJ3,11,-1.7254,0,-6.6709,60,0.95030,32,-0.1303,47,0.84903
ENSG00000177181,RIMKLA,11,-1.2829,0,-6.2497,1,-4.7381,21,-0.3261,50,2.50852
ENSG00000127125,PPCS,11,-2.1740,33,-0.5718,105,1.45977,40,-0.2763,47,-0.0018
ENSG00000065978,YBX1,502,1.97459,156,-0.2415,317,1.00455,79,-1.3273,70,-1.8952
ENSG00000117394,SLC2A1,533,2.40741,27,-2.7308,440,1.92435,52,-1.7690,27,-3.2701
ENSG00000117395,EBNA1BP2,11,-2.4375,12,-2.3848,45,-0.3708,37,-0.6837,97,1.85769
ENSG00000066322,ELOVL1,11,-2.7730,274,2.86922,129,1.07212,6,-3.6492,25,-2.0371
ENSG00000142949,PTPRF,11,-3.3221,34,-1.7249,136,0.46885,78,-0.4713,155,1.25053
ENSG00000126091,ST3GAL3,92,1.17232,1,-5.4654,3,-4.0850,51,0.09945,63,0.77439
ENSG00000117408,IPO13,11,-2.5044,124,1.34712,47,-0.3820,49,-0.3046,61,0.07543
ENSG00000117410,ATP6V0B,137,-1.6659,132,-1.7210,266,-0.6444,213,-0.9910,670,1.83731
ENSG00000117411,B4GALT2,99,0.28251,21,-2.1278,106,0.41217,107,0.42383,84,0.01116
ENSG00000178028,DMAP1,11,-2.3664,16,-1.9051,62,0.23504,57,0.09626,77,1.06567
ENSG00000117419,ERI3,11,-3.7026,92,-0.6239,95,-0.5725,175,0.44786,190,1.02264
ENSG00000187147,RNF220,11,-3.1242,61,-0.6450,77,-0.2630,83,-0.1431,134,1.19433
ENSG00000142937,RPS8,1535,-0.0195,2800,1.05741,3345,1.41518,874,-0.9307,772,-1.4692
ENSG00000126088,UROD,357,2.25369,62,-0.9908,13,-3.2725,55,-1.1665,105,-0.2078
ENSG00000117450,PRDX1,163,-0.9751,272,-0.1549,413,0.56390,249,-0.2976,330,0.26812
ENSG00000117448,AKR1A1,302,2.92956,10,-3.1274,78,0.01905,37,-1.1739,37,-1.5087
ENSG00000132780,NASP,12,-1.6750,67,1.19387,62,1.03730,33,-0.0571,22,-0.9374
ENSG00000086015,MAST2,70,1.48908,0,-6.5041,1,-4.9998,30,-0.0893,39,0.63945
ENSG00000085998,POMGNT1,347,2.01389,100,-0.3413,1,-6.4884,42,-1.7017,124,0.01333
ENSG00000132128,LRRC41,296,2.65292,10,-3.2156,52,-0.7409,33,-1.4279,62,-0.6618
ENSG00000173660,UQCRH,79,-2.8856,125,-2.2028,800,0.77765,451,-0.2170,714,0.97227
ENSG00000117480,FAAH,194,2.41824,53,-0.1514,25,-1.3565,17,-1.9312,40,-0.8391
ENSG00000123472,ATPAF1,97,-0.4238,0,-8.4840,154,0.34642,135,0.11235,165,0.77184
ENSG00000159658,EFCAB14,11,-2.5427,134,1.45143,139,1.52834,54,-0.2174,30,-1.5046
ENSG00000162368,CMPK1,11,-3.5423,138,0.23529,173,0.63079,79,-0.6821,147,0.54584
ENSG00000162374,ELAVL4,11,-3.5693,1,-6.5063,2,-5.6485,84,-0.6224,253,3.33553
ENSG00000185104,FAF1,11,-1.7668,24,-0.6501,12,-1.7121,24,-0.6740,60,1.73720
ENSG00000123091,RNF11,209,-0.7245,88,-2.0533,248,-0.4525,380,0.25843,454,0.96989
ENSG00000085832,EPS15,55,-1.2614,56,-1.2328,184,0.71212,110,-0.1785,150,0.56490
ENSG00000078618,NRDC,30,-1.7210,45,-1.0971,39,-1.2983,41,-1.2421,157,2.00244
ENSG00000169213,RAB3B,178,0.49843,6,-4.6089,38,-1.9601,176,0.47662,178,0.84117
ENSG00000134717,BTF3L4,11,-2.8459,41,-0.9723,42,-0.9214,43,-0.8916,129,1.89232
ENSG00000162378,ZYG11B,88,-0.7177,28,-2.4258,119,-0.2218,92,-0.6362,209,1.34643
ENSG00000116171,SCP2,68,-0.2065,56,-0.5312,164,1.38507,50,-0.7063,67,-0.3254
ENSG00000162384,CZIB,11,-1.8041,3,-3.8053,31,-0.2947,31,-0.3000,61,1.66373
ENSG00000157193,LRP8,648,3.92848,3,-5.4392,21,-2.7731,26,-2.4852,68,-1.3598
ENSG00000116209,TMEM59,104,-0.1370,138,0.33382,134,0.28081,81,-0.5405,112,-0.0293
ENSG00000116221,MRPL37,11,-1.7776,15,-1.4267,13,-1.5608,31,-0.2781,61,1.78448
ENSG00000157216,SSBP3,211,0.61797,56,-1.5433,114,-0.4296,130,-0.2120,175,0.45156
ENSG00000116133,DHCR24,11,-3.9686,328,1.29363,95,-0.8509,70,-1.3357,208,0.72132
ENSG00000177606,JUN,314,2.32889,32,-1.7701,185,1.13784,49,-1.1186,36,-1.9983
ENSG00000162599,NFIA,445,2.36858,188,0.54744,183,0.49857,91,-0.6750,18,-3.6481
ENSG00000162604,TM2D1,11,-2.3823,41,-0.4570,19,-1.6231,26,-1.1569,94,1.92318
ENSG00000162434,JAK1,11,-2.6204,0,-7.5292,2,-4.9801,36,-0.9215,133,3.38165
ENSG00000162433,AK4,11,-1.6703,0,-6.6159,38,0.19497,39,0.21946,50,1.15701
ENSG00000116675,DNAJC6,11,-4.4443,121,-0.9878,110,-1.1363,214,-0.0774,370,1.69277
ENSG00000184588,PDE4B,135,1.72901,42,-0.4126,30,-0.9664,38,-0.5827,45,-0.4519
ENSG00000118473,SGIP1,357,2.40948,3,-5.1485,14,-3.1231,36,-1.7354,116,0.17940
ENSG00000142864,SERBP1,443,2.06905,86,-0.9273,242,0.80011,65,-1.3735,79,-1.3898
ENSG00000116729,WLS,496,2.27266,16,-3.4961,120,-0.4598,40,-2.1574,146,-0.1984
ENSG00000033122,LRRC7,11,-1.9683,0,-6.8979,19,-1.2254,31,-0.4408,76,2.25670
ENSG00000116754,SRSF11,12,-3.4265,167,0.68151,164,0.65572,91,-0.3575,119,0.12983
ENSG00000132485,ZRANB2,399,2.54253,41,-1.6258,70,-0.7971,55,-1.1865,81,-0.8048
ENSG00000172260,NEGR1,11,-2.9396,46,-0.8719,55,-0.5893,98,0.35795,115,1.11850
ENSG00000117054,ACADM,11,-2.2165,17,-1.6481,103,1.36241,26,-1.0165,61,0.63940
ENSG00000137955,RABGGTB,11,-1.9235,79,1.22143,33,-0.3304,23,-0.8760,45,0.28665
ENSG00000117069,ST6GALNAC5,11,-1.3443,0,-6.3091,1,-4.7981,23,-0.3049,52,2.52085
ENSG00000154027,AK5,11,-4.2567,114,-0.8764,61,-1.8397,120,-0.7998,356,2.20980
ENSG00000077254,USP33,105,-0.0038,27,-2.1246,63,-0.8374,38,-1.6221,169,1.52900
ENSG00000180488,MIGA1,11,-2.4516,112,1.20932,46,-0.3499,42,-0.5145,63,0.25405
ENSG00000162613,FUBP1,11,-1.9613,51,0.38209,20,-1.1273,34,-0.2973,57,0.94133
ENSG00000137941,TTLL7,16,-2.7766,229,1.59946,90,-0.1330,70,-0.5434,92,-0.1331
ENSG00000142875,PRKACB,305,0.22928,86,-1.7820,150,-0.9244,180,-0.6441,382,1.08006
ENSG00000117155,SSX2IP,11,-2.0235,0,-6.9573,1,-5.4520,45,0.06456,81,2.47961
ENSG00000162642,C1orf52,11,-1.6723,6,-2.6575,12,-1.5589,37,0.16527,57,1.73191
ENSG00000153904,DDAH1,169,0.30243,46,-1.7578,126,-0.1914,202,0.62161,149,0.13182
ENSG00000183291,SELENOF,11,-3.2193,115,0.30383,97,0.00997,51,-1.0259,134,0.95460
ENSG00000143013,LMO4,302,-0.4137,43,-3.3581,66,-2.7320,460,0.28985,616,1.49633
ENSG00000197147,LRRC8B,90,0.14457,7,-3.7703,1,-6.0185,40,-1.1659,147,2.08316
ENSG00000233593,LINC02609,11,-2.0312,37,-0.2424,85,1.23585,29,-0.6495,46,0.18028
ENSG00000189195,BTBD8,12,-2.6588,0,-7.5850,1,-6.0800,69,0.06679,128,2.62567
ENSG00000122406,RPL5,339,-0.9265,972,0.84768,1493,1.71840,349,-0.8844,353,-1.1572
ENSG00000117505,DR1,11,-1.8060,32,-0.2415,42,0.21081,31,-0.2885,47,0.69977
ENSG00000067334,DNTTIP2,11,-1.2955,0,-6.2604,29,0.16876,38,0.65000,35,0.81667
ENSG00000117519,CNN3,283,1.63742,51,-1.3319,212,1.04172,57,-1.1594,75,-1.0086
ENSG00000228971,LINC02607,117,1.46247,0,-7.2605,1,-5.7566,24,-1.2705,76,1.09980
ENSG00000117569,PTBP2,196,2.50640,34,-0.8231,20,-1.6057,33,-0.8615,39,-0.8656
ENSG00000117600,PLPPR4,11,-3.1808,3,-4.7951,41,-1.3223,52,-0.9437,184,2.74145
ENSG00000156875,MFSD14A,90,1.54025,9,-2.2754,4,-3.4070,17,-1.3492,52,0.78271
ENSG00000137996,RTCA,103,0.98997,23,-1.5096,1,-5.4304,21,-1.6058,89,1.24659
ENSG00000118733,OLFM3,11,-1.1216,0,-6.0887,1,-4.5862,7,-1.7549,48,3.18923
ENSG00000162631,NTNG1,11,-1.9419,8,-2.3779,2,-4.5069,11,-2.0214,84,3.29839
ENSG00000162636,FAM102B,11,-1.4654,0,-6.4201,1,-4.9143,32,0.12058,54,2.25993
ENSG00000085433,WDR47,164,0.79791,40,-1.4955,34,-1.7704,43,-1.3816,149,1.07756
ENSG00000197780,TAF13,11,-2.8217,101,0.53895,33,-1.2649,93,0.39113,93,0.63359
ENSG00000215717,TMEM167B,12,-1.5589,51,0.84782,4,-3.0529,29,-0.1255,42,0.78346
ENSG00000031698,SARS,11,-4.1353,103,-0.9122,138,-0.4408,137,-0.4558,292,1.57977
ENSG00000143126,CELSR2,207,0.44929,106,-0.6623,26,-2.7960,78,-1.1468,233,1.15762
ENSG00000134243,SORT1,11,-4.2487,328,0.91511,157,-0.3591,91,-1.2224,261,0.82471
ENSG00000143106,PSMA5,11,-1.7791,19,-1.0618,45,0.38066,22,-0.7674,52,1.07420
ENSG00000181754,AMIGO1,11,-1.5251,0,-5.3607,4,-2.9846,18,-0.8047,60,2.73870
ENSG00000116337,AMPD2,11,-3.5704,0,-8.4636,36,-1.9272,84,-0.6237,243,2.87390
ENSG00000134201,GSTM5,11,-1.6695,11,-1.7824,120,2.59362,61,1.05715,11,-2.1447
ENSG00000134202,GSTM3,11,-3.9809,2,-6.1641,288,1.01872,181,0.17777,219,0.85808
ENSG00000168710,AHCYL1,11,-3.6335,142,0.17448,248,1.19040,141,0.16120,119,-0.1952
ENSG00000143093,STRIP1,11,-1.7761,0,-6.7169,4,-3.2733,30,-0.3206,70,2.57669
ENSG00000197106,SLC6A17,33,-2.1733,0,-8.5829,58,-1.3261,106,-0.3787,245,2.30903
ENSG00000116396,KCNC4,11,-1.9175,18,-1.2129,6,-2.8705,70,0.99659,58,1.11415
ENSG00000134248,LAMTOR5,80,-1.1768,77,-1.2388,245,0.66608,115,-0.6196,218,0.75346
ENSG00000177301,KCNA2,12,-2.9939,6,-3.9148,20,-2.1764,48,-0.8940,166,2.92568
