Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000235098,ANKRD65,19,-0.1963,18,-0.3416,19,-0.1705,17,-0.4162,31,0.59734,26,0.36261
ENSG00000179403,VWA1,52,1.27453,34,0.60893,37,0.67642,15,-0.8187,6,-2.0827,17,-0.6750
ENSG00000197785,ATAD3A,8,-0.8521,5,-1.4732,10,-0.5656,26,1.20005,8,-0.8198,17,0.42687
ENSG00000205090,TMEM240,31,-0.3081,28,-0.4958,51,0.52186,41,0.19077,41,0.13853,37,-0.0103
ENSG00000160075,SSU72,155,-0.0370,137,-0.2615,123,-0.3937,179,0.22811,162,0.03410,171,0.15538
ENSG00000228594,FNDC10,23,-0.2758,20,-0.4903,60,1.32456,30,0.15933,19,-0.5843,23,-0.2872
ENSG00000272106,AL691432.2,19,-0.3857,19,-0.5064,20,-0.3436,35,0.64847,48,1.09924,18,-0.6235
ENSG00000197530,MIB2,11,-1.3362,18,-0.6294,28,0.10810,35,0.55666,28,0.13382,29,0.22839
ENSG00000248333,CDK11B,24,0.88984,9,-0.6976,17,0.34689,15,0.11222,9,-0.6062,13,-0.0614
ENSG00000189339,SLC35E2B,21,0.33002,12,-0.5125,28,0.83375,13,-0.3816,12,-0.4673,18,0.18534
ENSG00000008128,CDK11A,14,0.50887,8,-0.4509,23,1.41125,10,-0.0117,10,0.01080,6,-0.9517
ENSG00000215790,SLC35E2A,18,-0.1729,19,-0.1063,28,0.49889,19,-0.1752,21,0.03907,21,0.01627
ENSG00000008130,NADK,28,0.24894,16,-0.7057,24,0.03432,25,0.09637,33,0.52016,24,-0.0003
ENSG00000078369,GNB1,326,-0.3790,311,-0.4987,391,-0.0899,405,-0.0377,502,0.31246,496,0.38809
ENSG00000187730,GABRD,51,-1.4011,76,-0.8806,83,-0.6630,213,1.00737,159,0.36468,134,0.10082
ENSG00000067606,PRKCZ,156,-0.3009,137,-0.5550,253,0.47754,214,0.23359,182,-0.0605,198,0.09782
ENSG00000162585,FAAP20,52,0.37202,41,-0.0332,48,0.24921,20,-1.2169,23,-0.8853,56,0.68202
ENSG00000157933,SKI,32,-0.0096,32,-0.0050,32,-0.0032,32,-0.0039,30,-0.1219,33,0.06243
ENSG00000157916,RER1,72,0.31716,54,-0.1658,48,-0.3408,72,0.34703,44,-0.4649,59,-0.0017
ENSG00000157911,PEX10,14,-0.5735,22,0.10995,16,-0.4460,20,-0.0958,23,0.17618,24,0.27520
ENSG00000149527,PLCH2,12,-0.1297,9,-0.5739,12,-0.0944,14,0.17673,2,-2.3503,18,0.80461
ENSG00000157881,PANK4,9,-0.8620,12,-0.4453,13,-0.2905,18,0.15089,28,0.87290,17,0.11930
ENSG00000197921,HES5,2,-2.6432,19,0.48973,19,0.38920,4,-2.0697,6,-1.3024,25,1.20131
ENSG00000157870,PRXL2B,64,-0.1753,55,-0.4360,72,0.01946,100,0.63910,54,-0.4242,70,-0.0239
ENSG00000177133,PRDM16-DT,7,-1.0291,30,1.61495,10,-0.5152,1,-3.2314,11,-0.3578,16,0.24515
ENSG00000158109,TPRG1L,142,-0.2337,116,-0.6000,196,0.29005,224,0.58614,167,0.02790,152,-0.1556
ENSG00000130764,LRRC47,69,-0.0356,41,-0.9106,84,0.26087,79,0.18780,69,-0.0452,83,0.31963
ENSG00000116198,CEP104,12,-0.0042,14,0.26038,29,1.52436,12,-0.0250,12,-0.0335,5,-1.4890
ENSG00000198912,C1orf174,16,0.58837,6,-1.0032,19,0.88276,14,0.42339,10,-0.0933,8,-0.5167
ENSG00000196581,AJAP1,20,-1.2549,23,-1.1313,35,-0.4150,61,0.49783,55,0.27473,61,0.61790
ENSG00000069424,KCNAB2,125,-0.8068,173,-0.3283,152,-0.5035,254,0.36270,264,0.37928,231,0.21386
ENSG00000116254,CHD5,67,-0.8932,103,-0.2451,227,1.08090,134,0.22167,78,-0.6574,114,-0.0867
ENSG00000116251,RPL22,823,0.77565,608,0.30554,332,-0.6897,337,-0.7316,505,-0.0324,534,0.07379
ENSG00000116237,ICMT,34,0.01308,28,-0.3332,25,-0.4356,50,0.74759,37,0.13274,28,-0.3361
ENSG00000158292,GPR153,18,0.46851,8,-0.7788,10,-0.3561,16,0.31945,19,0.63661,12,-0.1789
ENSG00000097021,ACOT7,188,-0.6908,168,-0.9372,308,0.08690,451,0.84082,279,-0.0687,301,0.06464
ENSG00000171680,PLEKHG5,11,-1.2909,19,-0.4389,23,-0.1356,39,0.82694,35,0.53736,22,-0.2648
ENSG00000162408,NOL9,52,1.05036,23,-0.2740,32,0.23594,25,-0.1820,22,-0.3664,24,-0.2421
ENSG00000162413,KLHL21,30,0.35626,21,-0.1807,17,-0.4996,29,0.34545,22,-0.1140,23,-0.0852
ENSG00000116273,PHF13,16,0.08454,14,-0.1630,16,0.08127,18,0.28994,14,-0.1336,14,-0.1342
ENSG00000041988,THAP3,17,-0.2592,15,-0.4712,21,0.09613,19,-0.1049,23,0.27358,23,0.32349
ENSG00000007923,DNAJC11,14,-0.9239,22,-0.2335,32,0.36521,24,-0.0868,31,0.35956,28,0.19289
ENSG00000171735,CAMTA1,134,-0.0953,116,-0.3555,260,1.00752,106,-0.5119,145,0.03076,146,0.05882
ENSG00000049245,VAMP3,60,1.60137,26,0.15581,18,-0.4062,10,-1.3964,19,-0.3335,22,-0.1052
ENSG00000049246,PER3,30,0.44160,18,-0.3732,20,-0.2022,22,-0.0614,25,0.17037,24,0.09907
ENSG00000116288,PARK7,336,-0.2110,389,0.02596,195,-1.0508,387,0.01396,365,-0.0807,463,0.40478
ENSG00000116285,ERRFI1,31,0.60827,14,-0.7265,26,0.30700,23,0.11796,25,0.24690,19,-0.1895
ENSG00000162426,SLC45A1,11,-1.0963,13,-0.9894,33,0.56469,34,0.72572,26,0.21148,22,-0.0614
ENSG00000142599,RERE,106,0.12559,74,-0.4897,88,-0.1756,81,-0.3331,110,0.17391,123,0.48065
ENSG00000074800,ENO1,549,-0.3181,590,-0.2304,577,-0.2418,839,0.41384,767,0.21337,655,-0.0508
ENSG00000142583,SLC2A5,6,-0.6878,12,0.46806,8,-0.1434,3,-1.5789,9,0.00240,13,0.69580
ENSG00000171612,SLC25A33,34,0.19851,40,0.52013,38,0.35498,18,-0.8355,41,0.48466,24,-0.4314
ENSG00000188807,TMEM201,3,-1.6975,8,-0.2831,23,1.46479,6,-0.6585,10,0.03445,10,0.15370
ENSG00000171603,CLSTN1,416,-0.6088,331,-1.0462,670,0.14282,915,0.76693,640,0.06915,638,0.08146
ENSG00000178585,CTNNBIP1,12,-1.0271,25,0.05867,52,1.27094,15,-0.8204,10,-1.3193,29,0.41505
ENSG00000162441,LZIC,29,0.14016,29,0.16215,27,0.04507,19,-0.5726,25,-0.0647,29,0.19763
ENSG00000130939,UBE4B,34,0.10905,22,-0.6623,45,0.56359,45,0.64999,25,-0.4034,27,-0.3147
ENSG00000054523,KIF1B,209,-0.0330,195,-0.1563,316,0.64317,197,-0.1384,161,-0.4489,221,0.07213
ENSG00000142657,PGD,52,0.57848,32,-0.2194,51,0.52313,38,0.05757,18,-1.0786,35,-0.0919
ENSG00000175279,CENPS,8,-0.7243,11,-0.2455,11,-0.1886,13,0.14443,14,0.16694,14,0.30763
ENSG00000241563,CORT,65,-0.2039,31,-1.4527,311,2.69565,8,-3.3740,9,-3.1713,92,0.47964
ENSG00000160049,DFFA,64,1.20249,23,-0.4963,34,0.12886,23,-0.5140,29,-0.1304,31,-0.0250
ENSG00000142655,PEX14,25,0.16585,18,-0.4199,27,0.24769,24,0.09115,27,0.26224,22,-0.0884
ENSG00000120948,TARDBP,76,0.43724,44,-0.4854,51,-0.2212,63,0.14418,49,-0.2822,64,0.20400
ENSG00000116649,SRM,77,-0.2856,66,-0.5828,55,-0.7910,119,0.47397,92,-0.0082,109,0.36636
ENSG00000171824,EXOSC10,13,-0.5514,9,-1.0615,18,-0.0091,23,0.46592,15,-0.2639,23,0.52691
ENSG00000198793,MTOR,26,-0.5469,29,-0.4468,30,-0.3478,50,0.52287,31,-0.3056,44,0.31203
ENSG00000116661,FBXO2,242,0.02955,267,0.21660,184,-0.4021,229,-0.0620,182,-0.4195,258,0.17169
ENSG00000132879,FBXO44,129,-0.1659,78,-1.0282,135,-0.0937,226,0.88211,166,0.24440,131,-0.1786
ENSG00000116670,MAD2L2,10,-1.2093,18,-0.4361,9,-1.3258,31,0.58750,40,0.92916,23,0.05487
ENSG00000177674,AGTRAP,26,1.72220,12,0.37457,7,-0.4519,4,-1.3977,7,-0.4353,8,-0.3683
ENSG00000177000,MTHFR,9,-0.4699,10,-0.2764,31,1.59464,9,-0.4978,11,-0.1720,11,-0.2626
ENSG00000011021,CLCN6,26,-0.7105,26,-0.8020,76,1.01794,61,0.75155,25,-0.7756,37,-0.2113
ENSG00000116685,KIAA2013,38,0.46545,18,-0.7272,32,0.21526,37,0.50685,23,-0.2776,26,-0.1728
ENSG00000083444,PLOD1,28,1.10855,11,-0.3849,18,0.32227,18,0.43179,8,-0.8495,10,-0.6563
ENSG00000116688,MFN2,63,-0.3790,53,-0.7188,93,0.22828,87,0.14415,76,-0.0866,97,0.41146
ENSG00000116691,MIIP,13,-0.1149,8,-0.8181,14,0.07320,20,0.73537,19,0.50740,11,-0.3794
ENSG00000028137,TNFRSF1B,169,3.46710,29,-0.0748,8,-1.8997,4,-2.9397,18,-0.8222,14,-1.4296
ENSG00000048707,VPS13D,46,0.13010,31,-0.5511,70,0.81497,44,0.06520,30,-0.5423,43,0.02811
ENSG00000162496,DHRS3,33,1.15735,18,0.19080,27,0.83342,7,-1.4514,12,-0.4959,14,-0.3067
ENSG00000116731,PRDM2,63,-0.2497,64,-0.2696,91,0.33085,103,0.61093,85,0.21910,57,-0.5263
ENSG00000189337,KAZN,47,0.53367,17,-1.1599,79,1.47210,22,-0.7057,15,-1.1690,39,0.29876
ENSG00000142634,EFHD2,129,0.80171,55,-0.6320,305,2.48399,36,-1.2991,9,-3.1960,56,-0.6777
ENSG00000116138,DNAJC16,16,-0.2735,11,-0.9590,29,0.63019,28,0.67058,21,0.14580,17,-0.2790
ENSG00000197312,DDI2,18,-0.1552,12,-0.8042,32,0.75039,30,0.74917,13,-0.7106,18,-0.2338
ENSG00000116786,PLEKHM2,39,-0.3205,50,0.07938,47,-0.0310,46,-0.0758,53,0.15199,50,0.06573
ENSG00000065526,SPEN,47,0.86935,30,0.14741,42,0.68446,27,-0.0283,22,-0.3668,17,-0.9006
ENSG00000116809,ZBTB17,14,0.17436,12,-0.0873,11,-0.1153,16,0.54374,9,-0.5090,11,-0.2452
ENSG00000185519,FAM131C,12,-0.2852,14,-0.0893,24,0.78344,5,-1.8099,11,-0.3915,21,0.76251
ENSG00000037637,FBXO42,7,-1.3058,11,-0.8320,30,0.89994,22,0.42780,18,0.07791,18,0.03755
ENSG00000055070,SZRD1,17,-0.1438,27,0.63338,17,-0.1435,10,-0.9880,18,-0.1170,21,0.21981
ENSG00000157191,NECAP2,13,0.17225,14,0.29903,14,0.32706,5,-1.2167,13,0.20118,12,0.14012
ENSG00000159363,ATP13A2,54,-0.9731,68,-0.6746,142,0.55569,103,0.03291,60,-0.7991,137,0.67901
ENSG00000117118,SDHB,90,-0.0148,77,-0.2811,66,-0.4916,108,0.32218,103,0.20625,92,0.03629
ENSG00000117115,PADI2,72,1.07329,60,0.87810,32,-0.2532,16,-1.4302,36,-0.0949,29,-0.5104
ENSG00000179051,RCC2,7,-0.7142,13,0.31830,16,0.53027,12,0.11924,11,0.01830,9,-0.3938
ENSG00000074964,ARHGEF10L,4,-1.2058,12,0.56211,9,0.07023,5,-0.9766,6,-0.4457,11,0.58818
ENSG00000117154,IGSF21,35,-0.6521,34,-0.7625,92,0.89392,70,0.49807,45,-0.2569,51,-0.0807
ENSG00000159423,ALDH4A1,9,-1.3097,38,1.13821,14,-0.5791,20,-0.0916,15,-0.5323,19,-0.2011
ENSG00000127463,EMC1,28,0.07878,18,-0.6765,38,0.56272,34,0.47094,21,-0.3633,25,-0.1265
ENSG00000053372,MRTO4,37,-0.2059,27,-0.7422,53,0.36585,56,0.53459,39,-0.1321,42,-0.0071
ENSG00000053371,AKR7A2,42,-0.1803,54,0.24393,44,-0.1032,43,-0.1449,47,-0.0140,48,0.03415
ENSG00000077549,CAPZB,218,-0.0691,174,-0.4740,189,-0.2944,244,0.12551,260,0.20818,259,0.26923
ENSG00000173436,MICOS10,220,-0.5680,402,0.45082,213,-0.6204,293,-0.1364,297,-0.0963,346,0.19251
ENSG00000158747,NBL1,155,-0.1498,142,-0.3146,242,0.57792,172,0.02560,141,-0.2895,177,0.08924
ENSG00000169914,OTUD3,8,-1.3175,17,-0.2765,23,0.19309,28,0.65323,33,0.82102,15,-0.5434
ENSG00000162545,CAMK2N1,865,-0.9988,1573,-0.0762,674,-1.3755,2314,0.65039,2849,0.91813,1419,-0.2922
ENSG00000090432,MUL1,21,0.08202,15,-0.4218,32,0.80336,22,0.22986,18,-0.1099,17,-0.3241
ENSG00000158828,PINK1,331,0.05519,271,-0.2916,371,0.23769,341,0.11669,253,-0.3739,340,0.12724
ENSG00000244038,DDOST,22,-0.0089,16,-0.5705,18,-0.3516,38,1.01382,21,-0.0991,18,-0.3863
ENSG00000117245,KIF17,7,-1.3355,7,-1.3902,30,1.00003,18,0.15696,5,-1.8556,24,0.88132
ENSG00000189410,SH2D5,24,-0.6002,23,-0.7107,33,-0.0933,52,0.74273,37,0.08760,36,0.02962
ENSG00000127483,HP1BP3,170,0.20859,103,-0.6467,208,0.53275,145,-0.0584,144,-0.0641,160,0.13742
ENSG00000075151,EIF4G3,106,-0.1355,86,-0.5000,127,0.15851,140,0.36511,116,0.01710,116,0.02024
ENSG00000117298,ECE1,82,2.87167,11,-0.7805,7,-1.4573,8,-1.3167,7,-1.4691,15,-0.3184
ENSG00000076864,RAP1GAP,98,-0.4064,57,-1.3388,172,0.50488,185,0.72052,97,-0.4253,139,0.18985
ENSG00000090686,USP48,55,0.63771,30,-0.3554,47,0.37849,41,0.16645,30,-0.3490,33,-0.2598
ENSG00000070831,CDC42,281,0.42586,153,-0.5937,281,0.42679,236,0.16007,152,-0.5572,223,0.06473
ENSG00000173372,C1QA,268,3.09454,56,0.04177,25,-1.2040,6,-3.3589,41,-0.4535,30,-1.1322
ENSG00000159189,C1QC,208,2.64417,55,0.16780,22,-1.2718,11,-2.3883,47,-0.1264,32,-0.8798
ENSG00000173369,C1QB,310,2.37484,105,0.40800,29,-1.6174,25,-1.9777,77,-0.1437,56,-0.7840
ENSG00000004487,KDM1A,49,-0.0313,37,-0.5364,37,-0.4537,51,0.03027,64,0.39287,58,0.32413
ENSG00000169641,LUZP1,9,-1.7971,25,-0.3870,49,0.73341,36,0.24864,32,0.05102,33,0.13740
ENSG00000125944,HNRNPR,104,0.05880,62,-0.8077,115,0.23280,110,0.18066,115,0.22297,107,0.13643
ENSG00000125945,ZNF436,8,-1.8323,11,-1.4992,24,-0.1409,43,0.92266,43,0.76022,28,0.11523
ENSG00000204219,TCEA3,46,2.50892,10,-0.2868,15,0.35115,3,-2.0231,3,-1.7381,9,-0.5355
ENSG00000117318,ID3,236,4.90774,19,-0.8024,4,-2.9903,2,-4.1365,4,-3.0043,6,-2.6520
ENSG00000142676,RPL11,981,1.55074,443,0.18932,263,-0.6517,278,-0.6251,329,-0.3079,325,-0.4036
ENSG00000011007,ELOA,14,-0.1400,12,-0.5012,29,1.00830,19,0.31960,8,-1.0052,15,-0.1020
ENSG00000057757,PITHD1,163,-0.0889,107,-0.8112,202,0.25571,211,0.37687,145,-0.2753,192,0.22950
ENSG00000011009,LYPLA2,45,0.16732,26,-0.7563,26,-0.7146,65,0.91041,28,-0.5524,41,0.04527
ENSG00000117308,GALE,6,-1.4941,8,-1.1073,7,-1.2051,20,0.36791,26,0.77345,22,0.68873
ENSG00000117305,HMGCL,5,-1.5955,19,0.46634,13,-0.2244,12,-0.3808,16,0.11456,18,0.34526
ENSG00000179163,FUCA1,14,0.06492,7,-1.0250,18,0.52766,16,0.41819,9,-0.5880,14,0.19523
ENSG00000189266,PNRC2,92,0.94779,45,-0.2335,50,-0.0506,46,-0.1951,49,-0.0722,48,-0.1656
ENSG00000188529,SRSF10,57,0.22005,34,-0.6352,49,-0.0364,51,0.04537,52,0.07017,57,0.26210
ENSG00000001461,NIPAL3,62,0.40638,33,-0.6539,115,1.48780,45,-0.1134,32,-0.6314,39,-0.4223
ENSG00000133226,SRRM1,96,0.62081,66,0.00998,91,0.53042,60,-0.1734,57,-0.2367,54,-0.3853
ENSG00000169504,CLIC4,215,3.71227,27,-0.4672,25,-0.5339,8,-2.3788,1,-5.1541,16,-1.4731
ENSG00000117614,SYF2,97,0.55705,56,-0.3613,61,-0.1998,77,0.18962,72,0.06629,65,-0.1236
ENSG00000117616,RSRP1,28,-0.4160,16,-1.3832,35,-0.0668,39,0.10628,94,1.61015,34,-0.1803
ENSG00000183726,TMEM50A,111,0.49614,58,-0.6046,55,-0.6324,93,0.21932,98,0.29057,85,0.07720
ENSG00000204178,MACO1,60,1.21632,17,-0.9045,32,0.16794,26,-0.1867,29,-0.0176,28,-0.0903
ENSG00000117643,MAN1C1,14,-1.5132,23,-0.7862,13,-1.5353,56,0.77051,70,1.03827,39,0.09654
ENSG00000162430,SELENON,45,0.74099,27,-0.0626,28,-0.0499,31,0.17893,38,0.45408,19,-0.7720
ENSG00000117640,MTFR1L,98,0.78512,47,-0.4559,66,0.14101,58,-0.0770,65,0.10180,56,-0.1554
ENSG00000117632,STMN1,1062,-0.5178,1000,-0.6716,1279,-0.2265,1925,0.49859,672,-1.2185,1962,0.63148
ENSG00000158008,EXTL1,14,-1.3925,34,-0.0961,40,0.16910,41,0.26727,44,0.33930,36,0.02913
ENSG00000142684,ZNF593,40,-0.0025,38,-0.1056,38,-0.0654,34,-0.2877,38,-0.0597,46,0.32495
ENSG00000142669,SH3BGRL3,364,0.65652,197,-0.3782,283,0.23427,237,-0.0563,246,0.01121,228,-0.1435
ENSG00000158062,UBXN11,22,0.01559,16,-0.5340,10,-1.1624,29,0.55257,23,0.10172,24,0.19857
ENSG00000117682,DHDDS,18,0.11336,14,-0.2915,25,0.58398,22,0.50364,12,-0.5325,14,-0.3834
ENSG00000198830,HMGN2,208,0.83969,128,0.04732,116,-0.1205,104,-0.3286,98,-0.3799,122,-0.0594
ENSG00000117713,ARID1A,79,0.45264,40,-0.6918,80,0.46952,66,0.18078,67,0.17360,53,-0.2236
ENSG00000204160,ZDHHC18,16,-0.4202,13,-0.8370,25,0.29632,25,0.35817,24,0.23817,22,0.14782
ENSG00000142751,GPN2,4,-2.0557,12,-0.4745,16,0.01905,20,0.42358,13,-0.2523,20,0.53967
ENSG00000090273,NUDC,213,0.12355,192,-0.0556,123,-0.7440,218,0.17991,237,0.29099,195,-0.0307
ENSG00000253368,TRNP1,38,-0.4913,33,-0.7803,35,-0.6331,44,-0.3186,37,-0.5522,87,1.19596
ENSG00000090020,SLC9A1,19,0.08012,11,-0.8495,26,0.54526,21,0.21762,22,0.30998,18,-0.0888
ENSG00000142784,WDTC1,13,-1.0317,29,0.28010,41,0.81546,23,-0.1475,27,0.12537,21,-0.2882
ENSG00000186501,TMEM222,38,-0.6275,42,-0.5327,70,0.31645,64,0.19164,58,0.02106,65,0.26924
ENSG00000158195,WASF2,73,1.98532,26,0.20241,17,-0.4730,12,-1.1254,6,-2.0318,21,-0.2294
ENSG00000126705,AHDC1,36,-0.2046,20,-1.1850,79,1.08821,55,0.56496,33,-0.3490,37,-0.2001
ENSG00000126709,IFI6,389,1.98106,103,-0.3688,245,1.10094,70,-1.0098,53,-1.3520,80,-0.8856
ENSG00000009780,FAM76A,9,-0.5236,10,-0.4484,17,0.37823,26,1.33682,11,-0.2891,8,-0.9966
ENSG00000117758,STX12,129,0.55543,70,-0.4785,126,0.51714,82,-0.1907,46,-1.0629,104,0.26629
ENSG00000117751,PPP1R8,36,0.29878,21,-0.5943,36,0.30862,30,0.02172,25,-0.2776,33,0.20290
ENSG00000117748,RPA2,45,-0.1415,35,-0.6216,55,0.15934,64,0.47452,50,0.00140,50,0.00293
ENSG00000126698,DNAJC8,148,-0.0676,143,-0.1424,133,-0.2409,178,0.25797,141,-0.1437,161,0.08148
ENSG00000130770,ATP5IF1,416,-0.6387,596,-0.0849,333,-0.9800,742,0.31686,673,0.11995,717,0.29189
ENSG00000204138,PHACTR4,11,0.18260,11,0.35912,16,0.82701,6,-0.6777,11,0.22568,7,-0.5175
ENSG00000180098,TRNAU1AP,36,1.20845,12,-0.6103,16,-0.0862,15,-0.2800,17,-0.0174,17,-0.0654
ENSG00000197989,SNHG12,24,0.98319,11,-0.3057,9,-0.6487,9,-0.6448,18,0.50151,14,0.07970
ENSG00000120656,TAF12,17,0.38561,12,-0.2441,13,-0.0454,13,-0.0916,15,0.22545,13,-0.0223
ENSG00000198492,YTHDF2,75,0.14243,40,-0.9407,103,0.66080,101,0.73212,61,-0.1973,56,-0.4064
ENSG00000116350,SRSF4,50,0.25438,39,-0.1553,38,-0.1823,41,-0.0703,28,-0.6675,50,0.34682
ENSG00000116353,MECR,15,-1.1020,26,-0.3578,28,-0.2096,31,-0.0578,30,-0.1052,44,0.71282
ENSG00000060656,PTPRU,9,-0.0293,4,-1.1370,47,3.20007,4,-1.3602,3,-1.4288,5,-1.1049
ENSG00000162511,LAPTM5,198,2.08811,80,0.48728,33,-0.9714,22,-1.6974,43,-0.5643,46,-0.5655
ENSG00000162512,SDC3,188,0.23424,124,-0.4702,159,-0.0393,173,0.11269,132,-0.3322,185,0.26594
ENSG00000134644,PUM1,117,-0.0122,60,-1.1216,216,1.01000,138,0.29401,78,-0.6351,123,0.09150
ENSG00000060688,SNRNP40,5,-1.6362,13,-0.4625,16,-0.1278,18,0.12831,15,-0.1458,23,0.71961
ENSG00000121766,ZCCHC17,110,-0.4688,97,-0.7260,128,-0.2403,197,0.52366,185,0.35096,159,0.13433
ENSG00000121769,FABP3,86,-0.7997,100,-0.6225,137,-0.0684,196,0.59362,97,-0.6018,173,0.40705
ENSG00000162517,PEF1,67,-0.3181,54,-0.7293,58,-0.5427,118,0.69503,105,0.40006,82,0.00192
ENSG00000084636,COL16A1,37,0.64616,17,-0.6528,30,0.30639,26,0.08970,20,-0.3659,25,0.02985
ENSG00000121753,ADGRB2,142,-0.3685,119,-0.7069,174,-0.0492,247,0.60413,205,0.21572,180,0.00909
ENSG00000184007,PTP4A2,280,1.05510,140,-0.1100,154,0.04824,144,-0.0568,122,-0.3183,122,-0.3957
ENSG00000121774,KHDRBS1,99,-0.2542,88,-0.4987,142,0.31175,117,0.00158,120,0.04538,132,0.26675
ENSG00000121775,TMEM39B,2,-2.1869,7,-0.6880,15,0.42584,17,0.77261,16,0.53255,10,-0.1817
ENSG00000025800,KPNA6,38,-0.3461,30,-0.7932,90,1.04699,59,0.39295,46,-0.0585,42,-0.2620
ENSG00000084652,TXLNA,37,1.32216,15,-0.2154,16,-0.0762,19,0.18229,20,0.30394,9,-1.0809
ENSG00000160050,CCDC28B,10,-0.8047,22,0.50322,15,-0.1959,10,-0.8097,29,0.92809,16,-0.0637
ENSG00000084623,EIF3I,142,0.52458,88,-0.2722,86,-0.2804,106,0.05072,118,0.23129,98,-0.0989
ENSG00000175130,MARCKSL1,291,0.74681,233,0.42664,193,0.07004,87,-1.2662,103,-0.9086,208,0.24517
ENSG00000160058,BSDC1,70,0.30189,40,-0.6208,60,0.06988,62,0.13739,76,0.43833,56,-0.0783
ENSG00000160062,ZBTB8A,8,-0.2484,7,-0.4560,13,0.56884,13,0.72473,14,0.69233,5,-1.0222
ENSG00000176261,ZBTB8OS,65,0.61220,43,-0.0701,35,-0.3594,34,-0.4395,58,0.43315,44,-0.0228
ENSG00000162521,RBBP4,90,0.13741,74,-0.1948,95,0.22430,80,-0.0538,93,0.19309,80,-0.0683
ENSG00000162522,KIAA1522,14,-0.5029,24,0.40082,7,-1.4457,20,0.04815,28,0.62341,18,-0.0806
ENSG00000134684,YARS,51,-0.9183,71,-0.4729,91,-0.0324,121,0.49181,71,-0.4259,111,0.37571
ENSG00000116497,S100PBP,16,0.51369,10,-0.2895,19,0.87145,11,-0.0924,11,-0.0388,9,-0.4661
ENSG00000160097,FNDC5,24,0.11204,16,-0.5323,21,-0.1030,18,-0.3032,11,-0.9925,32,0.81751
ENSG00000121905,HPCA,197,-0.5005,155,-0.9467,228,-0.2717,358,0.52803,251,-0.1196,334,0.45667
ENSG00000121900,TMEM54,59,0.37966,44,-0.1343,48,0.04871,39,-0.3222,22,-1.1656,58,0.46244
ENSG00000116514,RNF19B,33,0.31770,16,-0.8803,27,0.00109,30,0.20513,24,-0.1644,31,0.29622
ENSG00000004455,AK2,36,1.11553,19,0.08192,21,0.18864,10,-0.9447,14,-0.3780,18,-0.0650
ENSG00000142920,AZIN2,13,-0.6508,8,-1.4208,22,0.19576,23,0.31345,17,-0.1791,27,0.69268
ENSG00000160094,ZNF362,12,-0.0406,13,0.05235,20,0.79607,15,0.36252,9,-0.4416,9,-0.6370
ENSG00000134686,PHC2,88,0.72721,47,-0.3270,68,0.30674,55,-0.0259,46,-0.3327,52,-0.1442
ENSG00000163866,SMIM12,57,0.11423,41,-0.4476,50,-0.1079,49,-0.1424,45,-0.2536,66,0.48141
