"","SpX","cell_type_anno","n_cell","prop_cell_type","prop_SpX"
"113","Inhib~SpX5","OPC.2",907,0.0535672100165367,0.121581769436997
"114","L5~SpX1","OPC.2",1524,0.0308789561129797,0.204289544235925
"115","L6~SpX9","OPC.2",633,0.0244109367166712,0.0848525469168901
"116","WMtz~SpX8","OPC.2",1163,0.0244651534594106,0.155898123324397
"117","WM~SpX2","OPC.2",935,0.0162962962962963,0.125335120643432
"118","Vasc~SpX3","OPC.3",0,0,0
"119","L1a~SpX6","OPC.3",1,4.51182097094387e-05,0.0833333333333333
"120","L1b~SpX7","OPC.3",1,3.90716574197077e-05,0.0833333333333333
"121","L2.3~SpX4","OPC.3",1,4.87662147664098e-05,0.0833333333333333
"122","Inhib~SpX5","OPC.3",1,5.90597684857075e-05,0.0833333333333333
"123","L5~SpX1","OPC.3",1,2.02617822263646e-05,0.0833333333333333
"124","L6~SpX9","OPC.3",1,3.85638810689908e-05,0.0833333333333333
"125","WMtz~SpX8","OPC.3",1,2.10362454509119e-05,0.0833333333333333
"126","WM~SpX2","OPC.3",5,8.71459694989107e-05,0.416666666666667
"127","Vasc~SpX3","OPC.4",36,0.000975980046630158,0.0208574739281576
"128","L1a~SpX6","OPC.4",238,0.0107381339108464,0.137891077636153
"129","L1b~SpX7","OPC.4",221,0.00863483628975541,0.128041714947856
"130","L2.3~SpX4","OPC.4",81,0.0039500633960792,0.0469293163383546
"131","Inhib~SpX5","OPC.4",151,0.00891802504134184,0.0874855156431054
"132","L5~SpX1","OPC.4",256,0.00518701624994935,0.148319814600232
"133","L6~SpX9","OPC.4",126,0.00485904901469284,0.0730011587485516
"134","WMtz~SpX8","OPC.4",235,0.0049435176809643,0.136152954808806
"135","WM~SpX2","OPC.4",382,0.00665795206971678,0.221320973348783
"136","Vasc~SpX3","OPC.5",133,0.00360570406116142,0.0165422885572139
"137","L1a~SpX6","OPC.5",300,0.0135354629128316,0.0373134328358209
"138","L1b~SpX7","OPC.5",878,0.0343049152145034,0.109203980099502
"139","L2.3~SpX4","OPC.5",662,0.0322832341753633,0.0823383084577114
"140","Inhib~SpX5","OPC.5",700,0.0413418379399953,0.0870646766169154
"141","L5~SpX1","OPC.5",2138,0.0433196903999676,0.26592039800995
"142","L6~SpX9","OPC.5",1128,0.0435000578458216,0.140298507462687
"143","WMtz~SpX8","OPC.5",1463,0.0307760270946841,0.181965174129353
"144","WM~SpX2","OPC.5",638,0.011119825708061,0.0793532338308458
"145","Vasc~SpX3","Oligo.1",141,0.00382258851596812,0.0141936782766257
"146","L1a~SpX6","Oligo.1",962,0.0434037177404801,0.0968391383128649
"147","L1b~SpX7","Oligo.1",180,0.00703289833554739,0.0181195892893094
"148","L2.3~SpX4","Oligo.1",41,0.0019994148054228,0.00412723978256493
"149","Inhib~SpX5","Oligo.1",116,0.00685093314434207,0.0116770686531105
"150","L5~SpX1","Oligo.1",545,0.0110426713133687,0.0548620897926314
"151","L6~SpX9","Oligo.1",631,0.0243338089545332,0.0635192268975237
"152","WMtz~SpX8","Oligo.1",1336,0.0281044239224183,0.134487618280652
"153","WM~SpX2","Oligo.1",5982,0.104261437908497,0.602174350714717
"154","Vasc~SpX3","Oligo.2",89,0.00241283955972456,0.00953401178361007
"155","L1a~SpX6","Oligo.2",822,0.0370871683811586,0.088055704338511
"156","L1b~SpX7","Oligo.2",99,0.00386809408455107,0.0106052490626674
"157","L2.3~SpX4","Oligo.2",13,0.000633960791963328,0.0013926084627745
"158","Inhib~SpX5","Oligo.2",68,0.00401606425702811,0.00728441349758972
"159","L5~SpX1","Oligo.2",265,0.00536937228998663,0.0283877878950187
"160","L6~SpX9","Oligo.2",265,0.0102194284832826,0.0283877878950187
"161","WMtz~SpX8","Oligo.2",694,0.0145991543429329,0.0743438671665774
"162","WM~SpX2","Oligo.2",7020,0.122352941176471,0.752008569898233
"163","Vasc~SpX3","Oligo.3",1470,0.0398525185707314,0.0279706973646656
"164","L1a~SpX6","Oligo.3",2892,0.130481862479697,0.0550280658357911
"165","L1b~SpX7","Oligo.3",2286,0.0893178088614519,0.0434972885548473
"166","L2.3~SpX4","Oligo.3",752,0.0366721935043402,0.0143088193321282
"167","Inhib~SpX5","Oligo.3",1234,0.0728797543113631,0.0234801636380934
"168","L5~SpX1","Oligo.3",7632,0.154637921951615,0.145219294072876
"169","L6~SpX9","Oligo.3",7128,0.274883344259766,0.135629340690705
"170","WMtz~SpX8","Oligo.3",13947,0.293392515303869,0.265379126629246
"171","WM~SpX2","Oligo.3",15214,0.265167755991285,0.289487203881648
"172","Vasc~SpX3","Oligo.4",544,0.0147481429268557,0.018698013336083
"173","L1a~SpX6","Oligo.4",2591,0.116901281357156,0.0890561627827043
"174","L1b~SpX7","Oligo.4",859,0.033562553723529,0.0295249879700282
"175","L2.3~SpX4","Oligo.4",168,0.00819272408075685,0.00577438647143741
"176","Inhib~SpX5","Oligo.4",522,0.0308291991495393,0.0179418436791091
"177","L5~SpX1","Oligo.4",2271,0.0460145074360741,0.0780573314085378
"178","L6~SpX9","Oligo.4",2221,0.0856503798542285,0.0763387640063243
"179","WMtz~SpX8","Oligo.4",5247,0.110377179880935,0.180346463188286
"180","WM~SpX2","Oligo.4",14671,0.255703703703704,0.50426204715749
"181","Vasc~SpX3","Oligo.5",36,0.000975980046630158,0.0174842156386595
"182","L1a~SpX6","Oligo.5",72,0.00324851109907959,0.0349684312773191
"183","L1b~SpX7","Oligo.5",51,0.00199265452840509,0.024769305488101
"184","L2.3~SpX4","Oligo.5",25,0.00121915536916025,0.0121418164157358
"185","Inhib~SpX5","Oligo.5",41,0.00242145050791401,0.0199125789218067
"186","L5~SpX1","Oligo.5",244,0.00494387486323297,0.118504128217581
"187","L6~SpX9","Oligo.5",192,0.00740426516524623,0.0932491500728509
"188","WMtz~SpX8","Oligo.5",295,0.00620569240801902,0.143273433705682
"189","WM~SpX2","Oligo.5",1103,0.0192244008714597,0.535696940262263
"190","Vasc~SpX3","Vasc.Endo",10726,0.290787832782085,0.395268278301887
"191","L1a~SpX6","Vasc.Endo",892,0.0402454430608193,0.0328714622641509
"192","L1b~SpX7","Vasc.Endo",2542,0.0993201531608971,0.0936762971698113
"193","L2.3~SpX4","Vasc.Endo",1160,0.0565688091290354,0.042747641509434
"194","Inhib~SpX5","Vasc.Endo",1075,0.0634892511221356,0.0396152712264151
"195","L5~SpX1","Vasc.Endo",3705,0.075069903148681,0.136534492924528
"196","L6~SpX9","Vasc.Endo",1241,0.0478577764066176,0.0457326061320755
"197","WMtz~SpX8","Vasc.Endo",4231,0.0890043545028083,0.155918337264151
"198","WM~SpX2","Vasc.Endo",1564,0.0272592592592593,0.0576356132075472
"199","Vasc~SpX3","Vasc.PC",13423,0.363905004608795,0.67091517968711
"200","L1a~SpX6","Vasc.PC",443,0.0199873669012814,0.0221422502124257
"201","L1b~SpX7","Vasc.PC",1046,0.0408689536610143,0.0522817014045084
"202","L2.3~SpX4","Vasc.PC",456,0.0222373939334829,0.0227920227920228
"203","Inhib~SpX5","Vasc.PC",491,0.0289983463264824,0.0245414105063228
"204","L5~SpX1","Vasc.PC",1390,0.0281638772946468,0.0694756835107712
"205","L6~SpX9","Vasc.PC",440,0.0169681076703559,0.0219923026940571
"206","WMtz~SpX8","Vasc.PC",1772,0.0372762269390159,0.0885690008497026
"207","WM~SpX2","Vasc.PC",546,0.00951633986928105,0.0272904483430799
"208","Vasc~SpX3","Vasc.VLMC",4625,0.125386325435124,0.911150512214342
"209","L1a~SpX6","Vasc.VLMC",111,0.0050081212777477,0.0218676122931442
"210","L1b~SpX7","Vasc.VLMC",48,0.00187543955614597,0.00945626477541371
"211","L2.3~SpX4","Vasc.VLMC",12,0.000585194577196918,0.00236406619385343
"212","Inhib~SpX5","Vasc.VLMC",18,0.00106307583274274,0.00354609929078014
"213","L5~SpX1","Vasc.VLMC",38,0.000769947724601856,0.00748620961386919
"214","L6~SpX9","Vasc.VLMC",16,0.000617022097103853,0.00315208825847124
"215","WMtz~SpX8","Vasc.VLMC",125,0.00262953068136399,0.0246256895193065
"216","WM~SpX2","Vasc.VLMC",83,0.00144662309368192,0.0163514578408195
"217","Vasc~SpX3","Excit.L2",108,0.00292794013989047,0.00942490618727638
"218","L1a~SpX6","Excit.L2",9,0.000406063887384949,0.000785408848939698
"219","L1b~SpX7","Excit.L2",385,0.0150425881065875,0.0335980452046426
"220","L2.3~SpX4","Excit.L2",6908,0.336877011606359,0.602844925386159
"221","Inhib~SpX5","Excit.L2",487,0.0287621072525396,0.0424993454926259
"222","L5~SpX1","Excit.L2",2991,0.0606029906390566,0.261017540797626
"223","L6~SpX9","Excit.L2",246,0.00948671474297173,0.0214678418710184
"224","WMtz~SpX8","Excit.L2",315,0.00662641731703725,0.0274893097128894
"225","WM~SpX2","Excit.L2",10,0.000174291938997821,0.000872676498821887
"226","Vasc~SpX3","Excit.L2_5.1",74,0.00200618120696199,0.0150804972488282
"227","L1a~SpX6","Excit.L2_5.1",14,0.000631654935932142,0.00285306704707561
"228","L1b~SpX7","Excit.L2_5.1",209,0.00816597640071892,0.0425922152027716
"229","L2.3~SpX4","Excit.L2_5.1",1094,0.0533502389544524,0.222946810678622
"230","Inhib~SpX5","Excit.L2_5.1",231,0.0136428065201984,0.0470756062767475
"231","L5~SpX1","Excit.L2_5.1",1792,0.0363091137496454,0.365192582025678
"232","L6~SpX9","Excit.L2_5.1",817,0.0315066908333655,0.166496841247198
"233","WMtz~SpX8","Excit.L2_5.1",608,0.0127900372341544,0.123904626044426
"234","WM~SpX2","Excit.L2_5.1",68,0.00118518518518519,0.0138577542286529
"235","Vasc~SpX3","Excit.L2_5.2",39,0.00105731171718267,0.0117931660114908
"236","L1a~SpX6","Excit.L2_5.2",5,0.000225591048547194,0.00151194436044754
"237","L1b~SpX7","Excit.L2_5.2",118,0.00461045557552551,0.0356818869065618
"238","L2.3~SpX4","Excit.L2_5.2",159,0.00775382814785916,0.0480798306622316
"239","Inhib~SpX5","Excit.L2_5.2",48,0.00283486888731396,0.0145146658602963
"240","L5~SpX1","Excit.L2_5.2",2617,0.0530250840863962,0.79135167825824
"241","L6~SpX9","Excit.L2_5.2",12,0.000462766572827889,0.00362866646507409
"242","WMtz~SpX8","Excit.L2_5.2",306,0.00643709110797905,0.0925309948593892
"243","WM~SpX2","Excit.L2_5.2",3,5.22875816993464e-05,0.000907166616268521
"244","Vasc~SpX3","Excit.L5.1",24,0.000650653364420105,0.00639658848614072
"245","L1a~SpX6","Excit.L5.1",3,0.000135354629128316,0.000799573560767591
"246","L1b~SpX7","Excit.L5.1",57,0.00222708447292334,0.0151918976545842
"247","L2.3~SpX4","Excit.L5.1",347,0.0169218765239442,0.0924840085287846
"248","Inhib~SpX5","Excit.L5.1",45,0.00265768958185684,0.0119936034115139
"249","L5~SpX1","Excit.L5.1",2582,0.0523159217084735,0.68816631130064
"250","L6~SpX9","Excit.L5.1",477,0.0183949712699086,0.127132196162047
"251","WMtz~SpX8","Excit.L5.1",205,0.00431243031743694,0.054637526652452
"252","WM~SpX2","Excit.L5.1",12,0.000209150326797386,0.00319829424307036
"253","Vasc~SpX3","Excit.L5.2",18,0.000487990023315079,0.0135236664162284
"254","L1a~SpX6","Excit.L5.2",1,4.51182097094387e-05,0.000751314800901578
"255","L1b~SpX7","Excit.L5.2",94,0.00367273579745253,0.0706235912847483
"256","L2.3~SpX4","Excit.L5.2",459,0.0223836925777821,0.344853493613824
"257","Inhib~SpX5","Excit.L5.2",251,0.0148240018899126,0.188580015026296
"258","L5~SpX1","Excit.L5.2",479,0.00970539368642866,0.359879789631856
"259","L6~SpX9","Excit.L5.2",2,7.71277621379816e-05,0.00150262960180316
"260","WMtz~SpX8","Excit.L5.2",26,0.00054694238172371,0.019534184823441
"261","WM~SpX2","Excit.L5.2",1,1.74291938997821e-05,0.000751314800901578
"262","Vasc~SpX3","Excit.L5_6_NP",0,0,0
"263","L1a~SpX6","Excit.L5_6_NP",0,0,0
"264","L1b~SpX7","Excit.L5_6_NP",5,0.000195358287098539,0.0170068027210884
"265","L2.3~SpX4","Excit.L5_6_NP",10,0.000487662147664098,0.0340136054421769
"266","Inhib~SpX5","Excit.L5_6_NP",1,5.90597684857075e-05,0.00340136054421769
"267","L5~SpX1","Excit.L5_6_NP",188,0.00380921505855655,0.639455782312925
"268","L6~SpX9","Excit.L5_6_NP",70,0.00269947167482935,0.238095238095238
"269","WMtz~SpX8","Excit.L5_6_NP",19,0.000399688663567327,0.0646258503401361
"270","WM~SpX2","Excit.L5_6_NP",1,1.74291938997821e-05,0.00340136054421769
"271","Vasc~SpX3","Excit.L6_CT",15,0.000406658352762566,0.0107296137339056
"272","L1a~SpX6","Excit.L6_CT",0,0,0
"273","L1b~SpX7","Excit.L6_CT",8,0.000312573259357662,0.00572246065808298
"274","L2.3~SpX4","Excit.L6_CT",10,0.000487662147664098,0.00715307582260372
"275","Inhib~SpX5","Excit.L6_CT",0,0,0
"276","L5~SpX1","Excit.L6_CT",120,0.00243141386716376,0.0858369098712446
"277","L6~SpX9","Excit.L6_CT",1125,0.0433843662026146,0.804721030042919
"278","WMtz~SpX8","Excit.L6_CT",73,0.00153564591791657,0.0522174535050072
"279","WM~SpX2","Excit.L6_CT",47,0.00081917211328976,0.0336194563662375
"280","Vasc~SpX3","Excit.L6b",5,0.000135552784254189,0.00351123595505618
"281","L1a~SpX6","Excit.L6b",3,0.000135354629128316,0.00210674157303371
"282","L1b~SpX7","Excit.L6b",5,0.000195358287098539,0.00351123595505618
"283","L2.3~SpX4","Excit.L6b",13,0.000633960791963328,0.00912921348314607
"284","Inhib~SpX5","Excit.L6b",2,0.000118119536971415,0.00140449438202247
"285","L5~SpX1","Excit.L6b",51,0.0010333508935446,0.035814606741573
"286","L6~SpX9","Excit.L6b",1163,0.0448497936832363,0.816713483146067
"287","WMtz~SpX8","Excit.L6b",90,0.00189326209058207,0.0632022471910112
"288","WM~SpX2","Excit.L6b",92,0.00160348583877996,0.0646067415730337
"289","Vasc~SpX3","Inhib.Chandelier",12,0.000325326682210053,0.0157068062827225
"290","L1a~SpX6","Inhib.Chandelier",9,0.000406063887384949,0.0117801047120419
"291","L1b~SpX7","Inhib.Chandelier",62,0.00242244276002188,0.081151832460733
"292","L2.3~SpX4","Inhib.Chandelier",138,0.00672973763776456,0.180628272251309
"293","Inhib~SpX5","Inhib.Chandelier",148,0.00874084573588471,0.193717277486911
"294","L5~SpX1","Inhib.Chandelier",268,0.00543015763666572,0.350785340314136
"295","L6~SpX9","Inhib.Chandelier",44,0.00169681076703559,0.0575916230366492
"296","WMtz~SpX8","Inhib.Chandelier",69,0.00145150093611292,0.0903141361256544
"297","WM~SpX2","Inhib.Chandelier",14,0.00024400871459695,0.0183246073298429
"298","Vasc~SpX3","Inhib.Lamp5_Lhx6",64,0.00173507563845361,0.0248350795498642
"299","L1a~SpX6","Inhib.Lamp5_Lhx6",195,0.00879805089334055,0.0756693830034924
"300","L1b~SpX7","Inhib.Lamp5_Lhx6",324,0.0126592170039853,0.125727590221187
"301","L2.3~SpX4","Inhib.Lamp5_Lhx6",327,0.015946552228616,0.126891734575087
"302","Inhib~SpX5","Inhib.Lamp5_Lhx6",470,0.0277580911882825,0.182382615444315
"303","L5~SpX1","Inhib.Lamp5_Lhx6",583,0.0118126190379706,0.226232052774544
"304","L6~SpX9","Inhib.Lamp5_Lhx6",187,0.00721144575990128,0.0725649980597594
"305","WMtz~SpX8","Inhib.Lamp5_Lhx6",308,0.00647916359888087,0.119518820333721
"306","WM~SpX2","Inhib.Lamp5_Lhx6",119,0.00207407407407407,0.0461777260380287
"307","Vasc~SpX3","Inhib.Pax6",27,0.000731985034972618,0.0374479889042996
"308","L1a~SpX6","Inhib.Pax6",38,0.00171449196895867,0.0527045769764216
"309","L1b~SpX7","Inhib.Pax6",147,0.00574353364069704,0.203883495145631
"310","L2.3~SpX4","Inhib.Pax6",96,0.00468155661757534,0.133148404993065
"311","Inhib~SpX5","Inhib.Pax6",257,0.0151783605008268,0.356449375866852
"312","L5~SpX1","Inhib.Pax6",85,0.00172225148924099,0.117891816920943
"313","L6~SpX9","Inhib.Pax6",23,0.000886969264586788,0.0319001386962552
"314","WMtz~SpX8","Inhib.Pax6",43,0.000904558554389213,0.0596393897364771
"315","WM~SpX2","Inhib.Pax6",5,8.71459694989107e-05,0.00693481276005548
"316","Vasc~SpX3","Inhib.Pvalb",31,0.000840427262375969,0.0113386978785662
"317","L1a~SpX6","Inhib.Pvalb",5,0.000225591048547194,0.00182882223847842
"318","L1b~SpX7","Inhib.Pvalb",155,0.0060561069000547,0.056693489392831
"319","L2.3~SpX4","Inhib.Pvalb",311,0.0151662927923535,0.113752743233358
"320","Inhib~SpX5","Inhib.Pvalb",292,0.0172454523978266,0.10680321872714
"321","L5~SpX1","Inhib.Pvalb",1319,0.0267252907565749,0.482443306510607
"322","L6~SpX9","Inhib.Pvalb",255,0.00983378967259265,0.0932699341623994
"323","WMtz~SpX8","Inhib.Pvalb",311,0.00654227233523361,0.113752743233358
"324","WM~SpX2","Inhib.Pvalb",55,0.000958605664488017,0.0201170446232626
"325","Vasc~SpX3","Inhib.Sst",16,0.000433768909613403,0.00863464651915812
"326","L1a~SpX6","Inhib.Sst",7,0.000315827467966071,0.00377765785213168
"327","L1b~SpX7","Inhib.Sst",106,0.00414159568648902,0.0572045331894226
"328","L2.3~SpX4","Inhib.Sst",302,0.0147273968594558,0.16297895304911
"329","Inhib~SpX5","Inhib.Sst",200,0.0118119536971415,0.107933081489477
"330","L5~SpX1","Inhib.Sst",759,0.0153786927098108,0.409606044252563
"331","L6~SpX9","Inhib.Sst",168,0.00647873201959045,0.0906637884511603
"332","WMtz~SpX8","Inhib.Sst",246,0.00517491638092433,0.132757690232056
"333","WM~SpX2","Inhib.Sst",49,0.000854030501089325,0.0264436049649217
"334","Vasc~SpX3","Inhib.Vip",84,0.00227728677547037,0.0135790494665373
"335","L1a~SpX6","Inhib.Vip",182,0.00821151416711785,0.0294212738441642
"336","L1b~SpX7","Inhib.Vip",744,0.0290693131202626,0.120271580989331
"337","L2.3~SpX4","Inhib.Vip",1333,0.0650053642836243,0.215486582605884
"338","Inhib~SpX5","Inhib.Vip",2221,0.131171745806756,0.359036534109279
"339","L5~SpX1","Inhib.Vip",991,0.0200794261863274,0.160200452634982
"340","L6~SpX9","Inhib.Vip",159,0.00613165708996953,0.0257032007759457
"341","WMtz~SpX8","Inhib.Vip",376,0.00790962828954288,0.0607824118978338
"342","WM~SpX2","Inhib.Vip",96,0.00167320261437908,0.0155189136760427
