"","xSpD","cell_type_anno","n_cell","prop_cell_type","prop_xSpD"
"45","xVasc_mural","Astro.5",351,0.018057413314127,0.0119623747529139
"46","xVasc_im","Astro.5",563,0.0468736991091499,0.0191875127803149
"47","xGL","Astro.5",5164,0.209858983216158,0.175993456478768
"48","xL2","Astro.5",1345,0.0630389951256093,0.045838729466294
"49","xL1_inhib","Astro.5",2309,0.143836043107207,0.0786926589871174
"50","xLD_glia","Astro.5",7531,0.163294954357206,0.256662804171495
"51","xVasc_adj","Astro.5",1254,0.0816991334940387,0.0427373730488719
"52","xL5","Astro.5",2489,0.0819423868312757,0.0848272101424579
"53","xL6","Astro.5",2450,0.110879797248371,0.0834980573921341
"54","xWMuf","Astro.5",4078,0.0973362612182547,0.138981664508213
"55","xWMd","Astro.5",1808,0.0341138512047397,0.0616181582714198
"56","xVasc_mural","Macro",240,0.0123469492746167,0.124869927159209
"57","xVasc_im","Macro",1292,0.107568062609275,0.672216441207076
"58","xGL","Macro",66,0.00268216361198033,0.0343392299687825
"59","xL2","Macro",3,0.000140607424071991,0.00156087408949011
"60","xL1_inhib","Macro",9,0.000560642870491497,0.00468262226847034
"61","xLD_glia","Macro",52,0.00112751794271342,0.0270551508844953
"62","xVasc_adj","Macro",144,0.00938171867874129,0.0749219562955255
"63","xL5","Macro",9,0.000296296296296296,0.00468262226847034
"64","xL6","Macro",11,0.000497827661115134,0.00572320499479709
"65","xWMuf","Macro",44,0.0010502195913691,0.0228928199791883
"66","xWMd","Macro",52,0.000981150587746939,0.0270551508844953
"67","xVasc_mural","Micro.1",0,0,0
"68","xVasc_im","Micro.1",13,0.00108234118724503,0.0928571428571429
"69","xGL","Micro.1",11,0.000447027268663388,0.0785714285714286
"70","xL2","Micro.1",0,0,0
"71","xL1_inhib","Micro.1",1,6.2293652276833e-05,0.00714285714285714
"72","xLD_glia","Micro.1",8,0.000173464298878987,0.0571428571428571
"73","xVasc_adj","Micro.1",2,0.000130301648315851,0.0142857142857143
"74","xL5","Micro.1",1,3.29218106995885e-05,0.00714285714285714
"75","xL6","Micro.1",0,0,0
"76","xWMuf","Micro.1",8,0.000190949016612564,0.0571428571428571
"77","xWMd","Micro.1",96,0.00181135493122512,0.685714285714286
"78","xVasc_mural","Micro.2",96,0.00493877970984669,0.0110944181208829
"79","xVasc_im","Micro.2",338,0.0281408708683707,0.039061597133942
"80","xGL","Micro.2",1023,0.0415735359856951,0.118224893100659
"81","xL2","Micro.2",394,0.0184664416947882,0.0455333410377904
"82","xL1_inhib","Micro.2",451,0.0280944371768517,0.0521206517970646
"83","xLD_glia","Micro.2",2001,0.0433877577571066,0.231249277707154
"84","xVasc_adj","Micro.2",492,0.0320542054856994,0.056858892869525
"85","xL5","Micro.2",689,0.0226831275720165,0.0796255633884202
"86","xL6","Micro.2",599,0.0271089790007241,0.0692245464000925
"87","xWMuf","Micro.2",1521,0.0363041817834638,0.175777187102739
"88","xWMd","Micro.2",1049,0.0197928262797411,0.121229631341731
"89","xVasc_mural","Micro.3",15,0.000771684329663546,0.0121163166397415
"90","xVasc_im","Micro.3",58,0.00482890683540088,0.0468497576736672
"91","xGL","Micro.3",194,0.00788393546551794,0.15670436187399
"92","xL2","Micro.3",11,0.000515560554930634,0.00888529886914378
"93","xL1_inhib","Micro.3",33,0.00205569052513549,0.0266558966074313
"94","xLD_glia","Micro.3",77,0.00166959387671025,0.0621970920840065
"95","xVasc_adj","Micro.3",35,0.0022802788455274,0.0282714054927302
"96","xL5","Micro.3",7,0.000230452674897119,0.00565428109854604
"97","xL6","Micro.3",26,0.00117668356263577,0.0210016155088853
"98","xWMuf","Micro.3",124,0.00295970975749475,0.10016155088853
"99","xWMd","Micro.3",658,0.0124153285911055,0.531502423263328
"100","xVasc_mural","Micro.4",1,5.14456219775697e-05,0.00869565217391304
"101","xVasc_im","Micro.4",7,0.000582799100824244,0.0608695652173913
"102","xGL","Micro.4",19,0.000772138009509489,0.165217391304348
"103","xL2","Micro.4",2,9.37382827146607e-05,0.0173913043478261
"104","xL1_inhib","Micro.4",2,0.000124587304553666,0.0173913043478261
"105","xLD_glia","Micro.4",4,8.67321494394935e-05,0.0347826086956522
"106","xVasc_adj","Micro.4",4,0.000260603296631702,0.0347826086956522
"107","xL5","Micro.4",3,9.87654320987654e-05,0.0260869565217391
"108","xL6","Micro.4",5,0.000226285300506879,0.0434782608695652
"109","xWMuf","Micro.4",17,0.000405766660301699,0.147826086956522
"110","xWMd","Micro.4",51,0.000962282307213344,0.443478260869565
"111","xVasc_mural","Micro.5",94,0.00483588846589155,0.00846846846846847
"112","xVasc_im","Micro.5",254,0.0211472816584797,0.0228828828828829
"113","xGL","Micro.5",1149,0.0466940301540212,0.103513513513514
"114","xL2","Micro.5",767,0.0359486314210724,0.0690990990990991
"115","xL1_inhib","Micro.5",701,0.0436678502460599,0.0631531531531531
"116","xLD_glia","Micro.5",2674,0.0579804419003014,0.240900900900901
"117","xVasc_adj","Micro.5",632,0.041175320867809,0.0569369369369369
"118","xL5","Micro.5",955,0.031440329218107,0.086036036036036
"119","xL6","Micro.5",974,0.04408037653874,0.0877477477477478
"120","xWMuf","Micro.5",1865,0.0445149894978041,0.168018018018018
"121","xWMd","Micro.5",1035,0.0195286703522708,0.0932432432432432
"122","xVasc_mural","OPC.1",0,0,0
"123","xVasc_im","OPC.1",0,0,0
"124","xGL","OPC.1",2,8.12776852115252e-05,0.08
"125","xL2","OPC.1",6,0.000281214848143982,0.24
"126","xL1_inhib","OPC.1",2,0.000124587304553666,0.08
"127","xLD_glia","OPC.1",5,0.000108415186799367,0.2
"128","xVasc_adj","OPC.1",1,6.51508241579256e-05,0.04
"129","xL5","OPC.1",6,0.000197530864197531,0.24
"130","xL6","OPC.1",2,9.05141202027516e-05,0.08
"131","xWMuf","OPC.1",0,0,0
"132","xWMd","OPC.1",1,1.8868280533595e-05,0.04
"133","xVasc_mural","OPC.2",22,0.00113180368350653,0.00294906166219839
"134","xVasc_im","OPC.2",43,0.00358005161934893,0.00576407506702413
"135","xGL","OPC.2",669,0.0271873857032552,0.0896782841823056
"136","xL2","OPC.2",824,0.0386201724784402,0.110455764075067
"137","xL1_inhib","OPC.2",829,0.0516414377374945,0.11112600536193
"138","xLD_glia","OPC.2",1474,0.0319607970684533,0.197587131367292
"139","xVasc_adj","OPC.2",328,0.0213694703237996,0.0439678284182306
"140","xL5","OPC.2",903,0.0297283950617284,0.121045576407507
"141","xL6","OPC.2",541,0.0244840695148443,0.0725201072386059
"142","xWMuf","OPC.2",1012,0.0241550506014894,0.135656836461126
"143","xWMd","OPC.2",815,0.0153776486348799,0.109249329758713
"144","xVasc_mural","OPC.3",0,0,0
"145","xVasc_im","OPC.3",0,0,0
"146","xGL","OPC.3",1,4.06388426057626e-05,0.0833333333333333
"147","xL2","OPC.3",1,4.68691413573303e-05,0.0833333333333333
"148","xL1_inhib","OPC.3",1,6.2293652276833e-05,0.0833333333333333
"149","xLD_glia","OPC.3",0,0,0
"150","xVasc_adj","OPC.3",1,6.51508241579256e-05,0.0833333333333333
"151","xL5","OPC.3",1,3.29218106995885e-05,0.0833333333333333
"152","xL6","OPC.3",1,4.52570601013758e-05,0.0833333333333333
"153","xWMuf","OPC.3",1,2.38686270765706e-05,0.0833333333333333
"154","xWMd","OPC.3",5,9.43414026679749e-05,0.416666666666667
"155","xVasc_mural","OPC.4",9,0.000463010597798127,0.0052143684820394
"156","xVasc_im","OPC.4",17,0.00141536924485888,0.00984936268829664
"157","xGL","OPC.4",260,0.0105660990774983,0.15063731170336
"158","xL2","OPC.4",88,0.00412448443944507,0.0509849362688297
"159","xL1_inhib","OPC.4",170,0.0105899208870616,0.0984936268829664
"160","xLD_glia","OPC.4",307,0.00665669246948112,0.177867902665122
"161","xVasc_adj","OPC.4",49,0.00319239038373835,0.0283893395133256
"162","xL5","OPC.4",133,0.00437860082304527,0.0770567786790266
"163","xL6","OPC.4",103,0.00466147719044171,0.059675550405562
"164","xWMuf","OPC.4",226,0.00539430971930495,0.130938586326767
"165","xWMd","OPC.4",364,0.00686805411422857,0.210892236384705
"166","xVasc_mural","OPC.5",26,0.00133758617141681,0.00323383084577114
"167","xVasc_im","OPC.5",26,0.00216468237449005,0.00323383084577114
"168","xGL","OPC.5",427,0.0173527857926606,0.0531094527363184
"169","xL2","OPC.5",730,0.0342144731908511,0.0907960199004975
"170","xL1_inhib","OPC.5",562,0.0350090325795801,0.0699004975124378
"171","xLD_glia","OPC.5",1912,0.0414579674320779,0.237810945273632
"172","xVasc_adj","OPC.5",338,0.0220209785653789,0.0420398009950249
"173","xL5","OPC.5",1270,0.0418106995884774,0.157960199004975
"174","xL6","OPC.5",995,0.0450307748008689,0.123756218905473
"175","xWMuf","OPC.5",1262,0.030122207370632,0.156965174129353
"176","xWMd","OPC.5",492,0.00928319402252873,0.0611940298507463
"177","xVasc_mural","Oligo.1",26,0.00133758617141681,0.00261727400845581
"178","xVasc_im","Oligo.1",78,0.00649404712347015,0.00785182202536742
"179","xGL","Oligo.1",829,0.0336896005201772,0.083450775115764
"180","xL2","Oligo.1",39,0.00182789651293588,0.00392591101268371
"181","xL1_inhib","Oligo.1",126,0.00784900018688096,0.0126837125025166
"182","xLD_glia","Oligo.1",417,0.0090418265790672,0.0419770485202335
"183","xVasc_adj","Oligo.1",225,0.0146589354355333,0.0226494866116368
"184","xL5","Oligo.1",374,0.0123127572016461,0.0376484799677874
"185","xL6","Oligo.1",451,0.0204109341057205,0.0453996376082142
"186","xWMuf","Oligo.1",1642,0.0391922856597289,0.165290920072478
"187","xWMd","Oligo.1",5727,0.108058642615898,0.576504932554862
"188","xVasc_mural","Oligo.2",25,0.00128614054943924,0.00267809319764328
"189","xVasc_im","Oligo.2",38,0.00316376654733161,0.00407070166041778
"190","xGL","Oligo.2",667,0.0271061080180436,0.0714515265131227
"191","xL2","Oligo.2",19,0.000890513685789276,0.00203535083020889
"192","xL1_inhib","Oligo.2",80,0.00498349218214664,0.00856989823245849
"193","xLD_glia","Oligo.2",226,0.00490036644333138,0.0242099625066952
"194","xVasc_adj","Oligo.2",125,0.0081438530197407,0.0133904659882164
"195","xL5","Oligo.2",158,0.00520164609053498,0.0169255490091055
"196","xL6","Oligo.2",183,0.00828204199855177,0.0196036422067488
"197","xWMuf","Oligo.2",899,0.0214578957418369,0.0963042313872523
"198","xWMd","Oligo.2",6915,0.130474159889809,0.740760578468131
"199","xVasc_mural","Oligo.3",275,0.0141475460438317,0.00523261345257349
"200","xVasc_im","Oligo.3",595,0.0495379235700608,0.0113214727428408
"201","xGL","Oligo.3",2928,0.118990531149673,0.0557130625059462
"202","xL2","Oligo.3",805,0.0377296587926509,0.0153172866520788
"203","xL1_inhib","Oligo.3",992,0.0617953030586183,0.0188754637998288
"204","xLD_glia","Oligo.3",7360,0.159587154968668,0.140043763676149
"205","xVasc_adj","Oligo.3",2114,0.137728842269855,0.0402245266863286
"206","xL5","Oligo.3",4411,0.145218106995885,0.0839311197792788
"207","xL6","Oligo.3",5814,0.263124547429399,0.110626962230045
"208","xWMuf","Oligo.3",13936,0.332633186939087,0.265169822091143
"209","xWMd","Oligo.3",13325,0.251419838110153,0.253543906383788
"210","xVasc_mural","Oligo.4",94,0.00483588846589155,0.00323090671616141
"211","xVasc_im","Oligo.4",227,0.0188993422695862,0.00780229600604936
"212","xGL","Oligo.4",2326,0.0945259479010038,0.0799477555509727
"213","xL2","Oligo.4",183,0.00857705286839145,0.00628995669210146
"214","xL1_inhib","Oligo.4",521,0.03245499283623,0.0179074723310648
"215","xLD_glia","Oligo.4",2243,0.048635052798196,0.0770949336632983
"216","xVasc_adj","Oligo.4",864,0.0562903120724477,0.0296968447102495
"217","xL5","Oligo.4",1381,0.0454650205761317,0.0474668316491373
"218","xL6","Oligo.4",1714,0.0775706010137582,0.0589124905478793
"219","xWMuf","Oligo.4",5761,0.137507160588123,0.198013336083041
"220","xWMd","Oligo.4",13780,0.260004905752939,0.473637176050045
"221","xVasc_mural","Oligo.5",2,0.000102891243955139,0.000971345313258863
"222","xVasc_im","Oligo.5",21,0.00174839730247273,0.0101991257892181
"223","xGL","Oligo.5",63,0.00256024708416304,0.0305973773676542
"224","xL2","Oligo.5",22,0.00103112110986127,0.0106847984458475
"225","xL1_inhib","Oligo.5",37,0.00230486513424282,0.017969888295289
"226","xLD_glia","Oligo.5",162,0.00351265205229949,0.0786789703739679
"227","xVasc_adj","Oligo.5",60,0.00390904944947554,0.0291403593977659
"228","xL5","Oligo.5",166,0.00546502057613169,0.0806216610004857
"229","xL6","Oligo.5",155,0.00701484431571325,0.0752792617775619
"230","xWMuf","Oligo.5",320,0.00763796066450258,0.155415250121418
"231","xWMd","Oligo.5",1051,0.0198305628408083,0.510441962117533
"232","xVasc_mural","Vasc.Endo",7021,0.361199711904517,0.258733785377358
"233","xVasc_im","Vasc.Endo",1836,0.152859878444759,0.0676591981132075
"234","xGL","Vasc.Endo",1158,0.0470597797374731,0.0426739386792453
"235","xL2","Vasc.Endo",1213,0.0568522684664417,0.044700766509434
"236","xL1_inhib","Vasc.Endo",879,0.0547561203513362,0.0323923938679245
"237","xLD_glia","Vasc.Endo",4878,0.105769856241462,0.179761202830189
"238","xVasc_adj","Vasc.Endo",3791,0.246986774382696,0.139703714622642
"239","xL5","Vasc.Endo",1454,0.0478683127572016,0.0535819575471698
"240","xL6","Vasc.Endo",1122,0.0507784214337437,0.0413472877358491
"241","xWMuf","Vasc.Endo",2384,0.0569028069505442,0.0878537735849057
"242","xWMd","Vasc.Endo",1400,0.026415592747033,0.0515919811320755
"243","xVasc_mural","Vasc.PC",9226,0.474637308365058,0.461138601489479
"244","xVasc_im","Vasc.PC",3123,0.260011655982016,0.156095366621682
"245","xGL","Vasc.PC",559,0.0227171130166213,0.0279402209226771
"246","xL2","Vasc.PC",495,0.0232002249718785,0.0247413405308142
"247","xL1_inhib","Vasc.PC",430,0.0267862704790382,0.0214924776328285
"248","xLD_glia","Vasc.PC",1811,0.0392679806587307,0.090518318588494
"249","xVasc_adj","Vasc.PC",1982,0.129128933481009,0.0990653271355026
"250","xL5","Vasc.PC",531,0.0174814814814815,0.0265407107512371
"251","xL6","Vasc.PC",405,0.0183291093410572,0.0202429149797571
"252","xWMuf","Vasc.PC",955,0.0227945388581249,0.0477332933473284
"253","xWMd","Vasc.PC",490,0.00924545746146154,0.0244914280001999
"254","xVasc_mural","Vasc.VLMC",1624,0.0835476900915732,0.319936958234831
"255","xVasc_im","Vasc.VLMC",2890,0.240612771626009,0.569345941686367
"256","xGL","Vasc.VLMC",74,0.00300727435282643,0.0145784081954295
"257","xL2","Vasc.VLMC",11,0.000515560554930634,0.00216706067769898
"258","xL1_inhib","Vasc.VLMC",15,0.000934404784152495,0.00295508274231678
"259","xLD_glia","Vasc.VLMC",37,0.000802272382315315,0.00728920409771474
"260","xVasc_adj","Vasc.VLMC",277,0.0180467782917454,0.0545705279747833
"261","xL5","Vasc.VLMC",7,0.000230452674897119,0.00137903861308117
"262","xL6","Vasc.VLMC",15,0.000678855901520637,0.00295508274231678
"263","xWMuf","Vasc.VLMC",40,0.000954745083062822,0.00788022064617809
"264","xWMd","Vasc.VLMC",86,0.00162267212588917,0.0169424743892829
"265","xVasc_mural","Excit.L2",7,0.000360119353842988,0.000610873549175321
"266","xVasc_im","Excit.L2",9,0.000749313129631171,0.000785408848939698
"267","xGL","Excit.L2",17,0.000690860324297964,0.00148355004799721
"268","xL2","Excit.L2",6907,0.323725159355081,0.602757657736277
"269","xL1_inhib","Excit.L2",241,0.0150127701987168,0.0210315036216075
"270","xLD_glia","Excit.L2",1112,0.0241115375441792,0.0970416266689938
"271","xVasc_adj","Excit.L2",405,0.0263860837839599,0.0353433982022864
"272","xL5","Excit.L2",2329,0.0766748971193416,0.203246356575617
"273","xL6","Excit.L2",232,0.0104996379435192,0.0202460947726678
"274","xWMuf","Excit.L2",193,0.00460664502577812,0.0168426564272624
"275","xWMd","Excit.L2",7,0.000132077963735165,0.000610873549175321
"276","xVasc_mural","Excit.L2_5.1",8,0.000411564975820558,0.00163032402690035
"277","xVasc_im","Excit.L2_5.1",13,0.00108234118724503,0.00264927654371306
"278","xGL","Excit.L2_5.1",25,0.00101597106514406,0.00509476258406358
"279","xL2","Excit.L2_5.1",1096,0.051368578927634,0.223354391685347
"280","xL1_inhib","Excit.L2_5.1",135,0.00840964305737245,0.0275117179539433
"281","xLD_glia","Excit.L2_5.1",980,0.0212493766126759,0.199714693295292
"282","xVasc_adj","Excit.L2_5.1",198,0.0128998631832693,0.0403505196657836
"283","xL5","Excit.L2_5.1",1231,0.0405267489711934,0.250866109639291
"284","xL6","Excit.L2_5.1",743,0.0336259956553222,0.15141634399837
"285","xWMuf","Excit.L2_5.1",432,0.0103112468970785,0.0880374974526187
"286","xWMd","Excit.L2_5.1",46,0.000867940904545369,0.00937436315467699
"287","xVasc_mural","Excit.L2_5.2",3,0.000154336865932709,0.000907166616268521
"288","xVasc_im","Excit.L2_5.2",5,0.000416285072017317,0.00151194436044754
"289","xGL","Excit.L2_5.2",9,0.000365749583451863,0.00272149984880556
"290","xL2","Excit.L2_5.2",89,0.0041713535808024,0.0269126096159661
"291","xL1_inhib","Excit.L2_5.2",29,0.00180651591602816,0.00876927729059571
"292","xLD_glia","Excit.L2_5.2",476,0.0103211257832997,0.143937103114605
"293","xVasc_adj","Excit.L2_5.2",125,0.0081438530197407,0.0377986090111884
"294","xL5","Excit.L2_5.2",2372,0.0780905349794239,0.717266404596311
"295","xL6","Excit.L2_5.2",10,0.000452570601013758,0.00302388872089507
"296","xWMuf","Excit.L2_5.2",187,0.00446343326331869,0.0565467190807378
"297","xWMd","Excit.L2_5.2",2,3.77365610671899e-05,0.000604777744179014
"298","xVasc_mural","Excit.L5.1",2,0.000102891243955139,0.000533049040511727
"299","xVasc_im","Excit.L5.1",2,0.000166514028806927,0.000533049040511727
"300","xGL","Excit.L5.1",6,0.000243833055634576,0.00159914712153518
"301","xL2","Excit.L5.1",127,0.00595238095238095,0.0338486140724947
"302","xL1_inhib","Excit.L5.1",18,0.00112128574098299,0.00479744136460554
"303","xLD_glia","Excit.L5.1",308,0.006678375506841,0.082089552238806
"304","xVasc_adj","Excit.L5.1",110,0.00716659065737182,0.029317697228145
"305","xL5","Excit.L5.1",2600,0.08559670781893,0.692963752665245
"306","xL6","Excit.L5.1",413,0.0186911658218682,0.110074626865672
"307","xWMuf","Excit.L5.1",162,0.00386671758640443,0.0431769722814499
"308","xWMd","Excit.L5.1",4,7.54731221343799e-05,0.00106609808102345
"309","xVasc_mural","Excit.L5.2",3,0.000154336865932709,0.00225394440270473
"310","xVasc_im","Excit.L5.2",0,0,0
"311","xGL","Excit.L5.2",12,0.000487666111269151,0.00901577761081893
"312","xL2","Excit.L5.2",396,0.0185601799775028,0.297520661157025
"313","xL1_inhib","Excit.L5.2",200,0.0124587304553666,0.150262960180316
"314","xLD_glia","Excit.L5.2",135,0.00292721004358291,0.101427498121713
"315","xVasc_adj","Excit.L5.2",66,0.00429995439442309,0.0495867768595041
"316","xL5","Excit.L5.2",503,0.016559670781893,0.377911344853494
"317","xL6","Excit.L5.2",2,9.05141202027516e-05,0.00150262960180316
"318","xWMuf","Excit.L5.2",13,0.000310292151995417,0.00976709241172051
"319","xWMd","Excit.L5.2",1,1.8868280533595e-05,0.000751314800901578
"320","xVasc_mural","Excit.L5_6_NP",0,0,0
"321","xVasc_im","Excit.L5_6_NP",0,0,0
"322","xGL","Excit.L5_6_NP",1,4.06388426057626e-05,0.00340136054421769
"323","xL2","Excit.L5_6_NP",6,0.000281214848143982,0.0204081632653061
"324","xL1_inhib","Excit.L5_6_NP",0,0,0
"325","xLD_glia","Excit.L5_6_NP",28,0.000607125046076454,0.0952380952380952
"326","xVasc_adj","Excit.L5_6_NP",10,0.000651508241579256,0.0340136054421769
"327","xL5","Excit.L5_6_NP",169,0.00556378600823045,0.574829931972789
"328","xL6","Excit.L5_6_NP",67,0.00303222302679218,0.227891156462585
"329","xWMuf","Excit.L5_6_NP",12,0.000286423524918847,0.0408163265306122
"330","xWMd","Excit.L5_6_NP",1,1.8868280533595e-05,0.00340136054421769
"331","xVasc_mural","Excit.L6_CT",2,0.000102891243955139,0.00143061516452074
"332","xVasc_im","Excit.L6_CT",6,0.000499542086420781,0.00429184549356223
"333","xGL","Excit.L6_CT",0,0,0
"334","xL2","Excit.L6_CT",3,0.000140607424071991,0.00214592274678112
"335","xL1_inhib","Excit.L6_CT",0,0,0
"336","xLD_glia","Excit.L6_CT",12,0.00026019644831848,0.00858369098712446
"337","xVasc_adj","Excit.L6_CT",25,0.00162877060394814,0.0178826895565093
"338","xL5","Excit.L6_CT",113,0.0037201646090535,0.080829756795422
"339","xL6","Excit.L6_CT",1088,0.0492396813902969,0.778254649499285
"340","xWMuf","Excit.L6_CT",122,0.00291197250334161,0.0872675250357654
"341","xWMd","Excit.L6_CT",27,0.000509443574407064,0.01931330472103
"342","xVasc_mural","Excit.L6b",0,0,0
"343","xVasc_im","Excit.L6b",2,0.000166514028806927,0.00140449438202247
"344","xGL","Excit.L6b",6,0.000243833055634576,0.00421348314606742
"345","xL2","Excit.L6b",8,0.000374953130858643,0.00561797752808989
"346","xL1_inhib","Excit.L6b",1,6.2293652276833e-05,0.000702247191011236
"347","xLD_glia","Excit.L6b",10,0.000216830373598734,0.00702247191011236
"348","xVasc_adj","Excit.L6b",18,0.00117271483484266,0.0126404494382022
"349","xL5","Excit.L6b",43,0.0014156378600823,0.0301966292134831
"350","xL6","Excit.L6b",1107,0.050099565532223,0.777387640449438
"351","xWMuf","Excit.L6b",179,0.00427248424670613,0.125702247191011
"352","xWMd","Excit.L6b",50,0.000943414026679749,0.0351123595505618
"353","xVasc_mural","Inhib.Chandelier",1,5.14456219775697e-05,0.00130890052356021
"354","xVasc_im","Inhib.Chandelier",1,8.32570144034635e-05,0.00130890052356021
"355","xGL","Inhib.Chandelier",12,0.000487666111269151,0.0157068062827225
"356","xL2","Inhib.Chandelier",150,0.00703037120359955,0.196335078534031
"357","xL1_inhib","Inhib.Chandelier",100,0.0062293652276833,0.130890052356021
"358","xLD_glia","Inhib.Chandelier",115,0.00249354929638544,0.150523560209424
"359","xVasc_adj","Inhib.Chandelier",29,0.00188937390057984,0.0379581151832461
"360","xL5","Inhib.Chandelier",252,0.0082962962962963,0.329842931937173
"361","xL6","Inhib.Chandelier",38,0.00171976828385228,0.049738219895288
"362","xWMuf","Inhib.Chandelier",57,0.00136051174336452,0.0746073298429319
"363","xWMd","Inhib.Chandelier",9,0.000169814524802355,0.0117801047120419
"364","xVasc_mural","Inhib.Lamp5_Lhx6",6,0.000308673731865418,0.00232828870779977
"365","xVasc_im","Inhib.Lamp5_Lhx6",22,0.0018316543168762,0.00853705859526581
"366","xGL","Inhib.Lamp5_Lhx6",243,0.00987523875320031,0.0942956926658906
"367","xL2","Inhib.Lamp5_Lhx6",351,0.0164510686164229,0.136204889406286
"368","xL1_inhib","Inhib.Lamp5_Lhx6",448,0.0279075562200212,0.173845556849049
"369","xLD_glia","Inhib.Lamp5_Lhx6",347,0.00752401396387606,0.13465269693442
"370","xVasc_adj","Inhib.Lamp5_Lhx6",118,0.00768779725063522,0.0457896779200621
"371","xL5","Inhib.Lamp5_Lhx6",495,0.0162962962962963,0.192083818393481
"372","xL6","Inhib.Lamp5_Lhx6",168,0.00760318609703114,0.0651920838183935
"373","xWMuf","Inhib.Lamp5_Lhx6",286,0.00682642734389918,0.110981761738456
"374","xWMd","Inhib.Lamp5_Lhx6",93,0.00175475008962433,0.0360884749708964
"375","xVasc_mural","Inhib.Pax6",5,0.000257228109887849,0.00693481276005548
"376","xVasc_im","Inhib.Pax6",4,0.000333028057613854,0.00554785020804438
"377","xGL","Inhib.Pax6",75,0.00304791319543219,0.104022191400832
"378","xL2","Inhib.Pax6",122,0.0057180352455943,0.169209431345354
"379","xL1_inhib","Inhib.Pax6",283,0.0176291035943437,0.39251040221914
"380","xLD_glia","Inhib.Pax6",62,0.00134434831631215,0.0859916782246879
"381","xVasc_adj","Inhib.Pax6",38,0.00247573131800117,0.0527045769764216
"382","xL5","Inhib.Pax6",71,0.00233744855967078,0.0984743411927878
"383","xL6","Inhib.Pax6",17,0.000769370021723389,0.0235783633841886
"384","xWMuf","Inhib.Pax6",39,0.000930876455986252,0.0540915395284327
"385","xWMd","Inhib.Pax6",5,9.43414026679749e-05,0.00693481276005548
"386","xVasc_mural","Inhib.Pvalb",3,0.000154336865932709,0.00109729334308705
"387","xVasc_im","Inhib.Pvalb",7,0.000582799100824244,0.00256035113386979
