cluster_sn,cluster_xenium,n_genes,cor,p_value,n_genes_fdr05,cor_fdr05,p_value_fdr05,FDR,FDR_fdr05
OPC.2,L5~SpX1,190,0.03908287297650758,0.5920815083082861,NA,NA,NA,0.735360081997659,NA
OPC.2,L6~SpX9,178,0.10565159708871627,0.16030853679415707,NA,NA,NA,0.2740758854867847,NA
OPC.2,WMtz~SpX8,184,0.06774672034828841,0.3605140372773654,NA,NA,NA,0.5061521582966985,NA
OPC.2,WM~SpX2,173,0.25740157881806514,6.533673199479973e-4,NA,NA,NA,0.004328558494655482,NA
OPC.4,L1a~SpX6,136,0.149510996612757,0.08235453604019587,NA,NA,NA,0.16787655423578388,NA
OPC.4,L1b~SpX7,168,0.0264677745101513,0.733179142703145,NA,NA,NA,0.8356665497476707,NA
OPC.4,L2.3~SpX4,144,0.21573828470380194,0.009521137408297286,NA,NA,NA,0.03808454963318914,NA
OPC.4,Inhib~SpX5,157,0.14095535199300419,0.07828333722614818,NA,NA,NA,0.1643174999202318,NA
OPC.4,L5~SpX1,176,0.046891921637684346,0.5362176203514136,NA,NA,NA,0.6807073982904173,NA
OPC.4,L6~SpX9,151,-0.05435343325200419,0.5070048674312905,NA,NA,NA,0.6594173735916171,NA
OPC.4,WMtz~SpX8,139,0.2289646543634657,0.00681136185409669,NA,NA,NA,0.02831389633467644,NA
OPC.4,WM~SpX2,141,0.19066740870756455,0.023663921843305256,NA,NA,NA,0.06859618109540411,NA
OPC.5,Vasc~SpX3,52,-0.3590028173823956,0.009302131762103419,NA,NA,NA,0.03792407564549855,NA
OPC.5,L1a~SpX6,57,-0.3128078817733991,0.018193064319803894,NA,NA,NA,0.055897530953600366,NA
OPC.5,L1b~SpX7,66,-0.09708798664022546,0.43711046862029934,NA,NA,NA,0.5865026540981232,NA
OPC.5,L2.3~SpX4,65,0.024606643356643358,0.8454353860589268,NA,NA,NA,0.9144505196147577,NA
OPC.5,Inhib~SpX5,66,-0.059471871412169926,0.6344918107135361,NA,NA,NA,0.7642742265413048,NA
OPC.5,L5~SpX1,69,0.0998903909389843,0.41325036198405574,NA,NA,NA,0.561596645773204,NA
OPC.5,L6~SpX9,68,0.02141466580142764,0.8621382073634988,NA,NA,NA,0.9220372093035719,NA
OPC.5,WMtz~SpX8,67,0.0042301859685529575,0.9729502557244473,NA,NA,NA,0.9822164486361087,NA
OPC.5,WM~SpX2,63,-0.03043394777265745,0.8124364295000421,NA,NA,NA,0.8924172178964193,NA
Oligo.1,Vasc~SpX3,109,-0.16819571865443422,0.08045042735724467,NA,NA,NA,0.1655872873760764,NA
Oligo.1,L1a~SpX6,187,0.10716107744651489,0.1442426346637941,NA,NA,NA,0.25482865457270293,NA
Oligo.1,L1b~SpX7,169,0.17155288150763262,0.025843600575338365,NA,NA,NA,0.07024158105091967,NA
Oligo.1,L2.3~SpX4,177,0.07278267343016914,0.3353496913718676,NA,NA,NA,0.4830985110038682,NA
Oligo.1,Inhib~SpX5,169,0.195398040873154,0.011001175038871339,NA,NA,NA,0.04030554190713633,NA
Oligo.1,L5~SpX1,234,-0.0895761773307203,0.1719238588384783,NA,NA,NA,0.28076017527672675,NA
Oligo.1,L6~SpX9,219,-0.11078867092440048,0.10198546932792833,NA,NA,NA,0.1965538136138255,NA
Oligo.1,WMtz~SpX8,224,0.12422592355327784,0.063483693407449,NA,NA,NA,0.14317598938701262,NA
Oligo.1,WM~SpX2,231,0.027423625849412957,0.6782002077347272,NA,NA,NA,0.7899914507679241,NA
Oligo.2,Vasc~SpX3,84,0.06580945631264554,0.5512930776568885,NA,NA,NA,0.6956793599003593,NA
Oligo.2,L1a~SpX6,161,0.09796123763515067,0.21611028174347904,NA,NA,NA,0.34447653932043276,NA
Oligo.2,L1b~SpX7,115,0.30396117730608385,0.0010067407238868638,NA,NA,NA,0.006277324513647504,NA
Oligo.2,L5~SpX1,157,-0.06197632086529934,0.4402358775115149,NA,NA,NA,0.5869811700153531,NA
Oligo.2,L6~SpX9,159,-0.17704203486983522,0.025700687377913832,NA,NA,NA,0.07024158105091967,NA
Oligo.2,WMtz~SpX8,168,0.13298424284145152,0.08571791891482722,NA,NA,NA,0.17172015769279028,NA
Oligo.2,WM~SpX2,202,0.20058149480855006,0.004266479855043568,NA,NA,NA,0.01966290715802688,NA
Oligo.3,Vasc~SpX3,203,0.08500621142960428,0.2276643182212323,54,0.049590242043072226,0.7210759433266801,0.3601853392753824,0.7210759433266801
Oligo.3,L1a~SpX6,223,0.16010072372179995,0.01680131854245796,57,0.4016722841586726,0.00211027842749136,0.05396787168183465,0.0067528909679723526
Oligo.3,L1b~SpX7,243,0.14491160988925517,0.023943950004999548,58,0.3504567965794088,0.007274776043521793,0.06859618109540411,0.016628059528049813
Oligo.3,L2.3~SpX4,204,-0.11047487119322077,0.1156629169962496,50,0.08340936374549819,0.5636176818889166,0.2189333786000439,0.6441344935873332
Oligo.3,Inhib~SpX5,213,0.2589477971691904,1.3904290173904045e-4,51,0.45149321266968323,9.923749189477964e-4,0.0013398679622125718,0.003969499675791186
Oligo.3,L5~SpX1,265,0.27260475373682924,7.298228767818501e-6,61,0.519672131147541,2.3515915028893667e-5,1.9340306234719027e-4,1.8812732023114933e-4
Oligo.3,L6~SpX9,261,0.24498012297433197,6.664415087016647e-5,60,0.43312031119755495,6.150423019620446e-4,8.830349990297056e-4,0.0032802256104642376
Oligo.3,WMtz~SpX8,268,0.2924191124075541,1.2389077903292078e-6,62,0.5572007756037369,3.842383658093576e-6,6.566211288744802e-5,6.147813852949721e-5
Oligo.3,WM~SpX2,269,-0.06513220761126215,0.28694693317048764,62,-0.07894538037319634,0.5409807905011667,0.43334169954076257,0.6441344935873332
Oligo.4,Vasc~SpX3,152,0.026643839829413814,0.7442798650099367,NA,NA,NA,0.8437825207599283,NA
Oligo.4,L1a~SpX6,224,0.05932094811018579,0.37660620297581715,NA,NA,NA,0.525266546255745,NA
Oligo.4,L1b~SpX7,198,0.1111008047466992,0.11911372701360788,NA,NA,NA,0.22291314679063634,NA
Oligo.4,L2.3~SpX4,161,-0.036602829537612146,0.6444819767725675,NA,NA,NA,0.7675852757066534,NA
Oligo.4,Inhib~SpX5,181,0.3309797016979337,6.051686171450184e-6,NA,NA,NA,1.8327963833534842e-4,NA
Oligo.4,L5~SpX1,235,-0.139490693223113,0.03263715662574385,NA,NA,NA,0.08236996672211544,NA
Oligo.4,L6~SpX9,231,-0.16262485640296734,0.013409188318446076,NA,NA,NA,0.04611471696216662,NA
Oligo.4,WMtz~SpX8,236,-0.01829029475000799,0.7796959964987977,NA,NA,NA,0.8654217343337441,NA
Oligo.4,WM~SpX2,240,-0.17577562110453304,0.006389725327083282,NA,NA,NA,0.027092435386833116,NA
Oligo.5,L2.3~SpX4,132,0.18309131607645063,0.03573944411193931,NA,NA,NA,0.08810188548524574,NA
Oligo.5,L5~SpX1,200,0.17489987249681244,0.013335634279758,NA,NA,NA,0.04611471696216662,NA
Oligo.5,L6~SpX9,151,0.41775531544092026,1.2577661671664417e-7,NA,NA,NA,1.3332321371964282e-5,NA
Oligo.5,WMtz~SpX8,147,0.3131719922326576,1.2133708364294639e-4,NA,NA,NA,0.0012861730866152317,NA
Oligo.5,WM~SpX2,124,0.2132242328874902,0.01757266975734746,NA,NA,NA,0.0547853821846715,NA
Vasc.Endo,Vasc~SpX3,118,0.2366928518473882,0.010008832143690945,NA,NA,NA,0.039293933601157044,NA
Vasc.Endo,L1a~SpX6,100,-0.10873087308730874,0.2810459808435132,NA,NA,NA,0.4286456686246388,NA
Vasc.Endo,L1b~SpX7,114,0.08875073408800958,0.3472041733517081,NA,NA,NA,0.49400862248699406,NA
Vasc.Endo,L2.3~SpX4,109,0.009832267630432767,0.9190789109494527,NA,NA,NA,0.9645778669370494,NA
Vasc.Endo,Inhib~SpX5,106,0.01677204826561201,0.8643133192739618,NA,NA,NA,0.9220372093035719,NA
Vasc.Endo,L5~SpX1,116,0.1847230231038327,0.047256005487835775,NA,NA,NA,0.11131414626023539,NA
Vasc.Endo,L6~SpX9,104,-0.0035847647498132933,0.9711818205848644,NA,NA,NA,0.9822164486361087,NA
Vasc.Endo,WMtz~SpX8,115,0.0901917462321471,0.3372574510781721,NA,NA,NA,0.4830985110038682,NA
Vasc.Endo,WM~SpX2,102,0.23157912593086835,0.0193737835013182,NA,NA,NA,0.05867488717542083,NA
Vasc.VLMC,Vasc~SpX3,141,0.23069480714071663,0.006020487084665084,NA,NA,NA,0.02604782167242853,NA
Vasc.VLMC,L1a~SpX6,70,0.503700463651474,1.1708981227202213e-5,NA,NA,NA,2.758115577963188e-4,NA
Vasc.VLMC,L1b~SpX7,66,0.30170128379083605,0.01411641902571748,NA,NA,NA,0.047502870372255646,NA
Vasc.VLMC,WMtz~SpX8,70,0.20682354999562594,0.08586007884639514,NA,NA,NA,0.17172015769279028,NA
Excit.L2,Vasc~SpX3,195,0.13209632782534106,0.06568254189906877,NA,NA,NA,0.1465757777116061,NA
Excit.L2,L1b~SpX7,245,0.1987123517939763,0.0018059105642725618,NA,NA,NA,0.009816744605789312,NA
Excit.L2,L2.3~SpX4,300,0.1992253247258303,5.305750775796588e-4,NA,NA,NA,0.004093660213358337,NA
Excit.L2,Inhib~SpX5,241,0.12639312780768835,0.05006867852216263,NA,NA,NA,0.11664351479888438,NA
Excit.L2,L5~SpX1,299,0.13002132387600726,0.024610473723220307,NA,NA,NA,0.06865026880687769,NA
Excit.L2,L6~SpX9,225,-0.03285398230088496,0.6237420210445277,NA,NA,NA,0.7556189054939422,NA
Excit.L2,WMtz~SpX8,247,0.029631741400344656,0.6428274468152133,NA,NA,NA,0.7675852757066534,NA
Excit.L2_5.1,Vasc~SpX3,104,0.08497812866744907,0.3904658800230118,NA,NA,NA,0.5375244582134968,NA
Excit.L2_5.1,L1b~SpX7,226,0.05338583291099761,0.4241851996001117,NA,NA,NA,0.5727851102880489,NA
Excit.L2_5.1,L2.3~SpX4,284,-0.002216535216506403,0.9703188430299903,NA,NA,NA,0.9822164486361087,NA
Excit.L2_5.1,Inhib~SpX5,180,-0.031221128224122142,0.6770864002486147,NA,NA,NA,0.7899914507679241,NA
Excit.L2_5.1,L5~SpX1,319,0.19173604128467495,5.875264793547736e-4,NA,NA,NA,0.004093660213358337,NA
Excit.L2_5.1,L6~SpX9,275,0.18538357231470531,0.002052046065026513,NA,NA,NA,0.010875844144640517,NA
Excit.L2_5.1,WMtz~SpX8,252,0.02506968174731903,0.6918709545729332,NA,NA,NA,0.80151170693695,NA
Excit.L2_5.1,WM~SpX2,115,-0.0808569399510771,0.389780631619507,NA,NA,NA,0.5375244582134968,NA
Excit.L2_5.2,L1b~SpX7,169,0.2914350355526826,1.290667633620047e-4,NA,NA,NA,0.0013029597063211904,NA
Excit.L2_5.2,L2.3~SpX4,180,0.25817463501959936,4.861191516390905e-4,NA,NA,NA,0.004072221014029329,NA
Excit.L2_5.2,L5~SpX1,240,0.2590409555721453,5.1665120722736855e-5,NA,NA,NA,8.495280154212417e-4,NA
Excit.L2_5.2,WMtz~SpX8,194,0.23297325504472557,0.0011093691922795692,NA,NA,NA,0.00639014393696502,NA
Excit.L5.1,L1b~SpX7,192,0.13757527873477474,0.05710596718431788,NA,NA,NA,0.13159201133777598,NA
Excit.L5.1,L2.3~SpX4,234,0.18880608023152087,0.003794597544485311,NA,NA,NA,0.018283060896156497,NA
Excit.L5.1,L5~SpX1,280,-0.038823381493568614,0.5174162957464452,NA,NA,NA,0.6665528487644234,NA
Excit.L5.1,L6~SpX9,256,-0.2629742217898832,2.1648127175072448e-5,NA,NA,NA,4.5894029611153587e-4,NA
Excit.L5.1,WMtz~SpX8,208,0.15609447760477507,0.024443673538069886,NA,NA,NA,0.06865026880687769,NA
Excit.L5.2,L1b~SpX7,158,0.06799785201084949,0.39552559589009884,NA,NA,NA,0.5409769440561352,NA
Excit.L5.2,L2.3~SpX4,192,-0.04890235466456882,0.5002354929248024,NA,NA,NA,0.6546291635806056,NA
Excit.L5.2,Inhib~SpX5,184,0.0036504787039355817,0.9607471722490168,NA,NA,NA,0.9822164486361087,NA
Excit.L5.2,L5~SpX1,191,-0.09946955084045192,0.17083131537279436,NA,NA,NA,0.28076017527672675,NA
Excit.L6_CT,L5~SpX1,199,0.006220496421501446,0.930458509781151,NA,NA,NA,0.9669470787921766,NA
Excit.L6_CT,L6~SpX9,239,0.1422101895151366,0.02801143214052,NA,NA,NA,0.07376901719537668,NA
Excit.L6_CT,WMtz~SpX8,172,-0.22422368597929826,0.0031682382137157724,NA,NA,NA,0.015620151193203343,NA
Excit.L6_CT,WM~SpX2,151,0.03665737190658767,0.654626526752616,NA,NA,NA,0.7743138932553301,NA
Excit.L6b,L5~SpX1,158,-0.09174438929108751,0.25130390616957815,NA,NA,NA,0.3888790372843107,NA
Excit.L6b,L6~SpX9,244,0.01963991425349739,0.7600208860272897,NA,NA,NA,0.8537825461529289,NA
Excit.L6b,WMtz~SpX8,163,-0.1621638097771571,0.038724645641601364,NA,NA,NA,0.09329119177294874,NA
Excit.L6b,WM~SpX2,174,0.175785187505339,0.02044054328100766,NA,NA,NA,0.06103373486723414,NA
Inhib.Lamp5_Lhx6,L1a~SpX6,181,-0.16267783781595935,0.028766054287193712,NA,NA,NA,0.07437077449859839,NA
Inhib.Lamp5_Lhx6,L1b~SpX7,189,0.08411987415346879,0.24955661771853455,NA,NA,NA,0.3888790372843107,NA
Inhib.Lamp5_Lhx6,L2.3~SpX4,201,0.02553421013743165,0.7187629974479651,NA,NA,NA,0.823663543021452,NA
Inhib.Lamp5_Lhx6,Inhib~SpX5,206,0.12214203104462451,0.08030884505427717,NA,NA,NA,0.1655872873760764,NA
Inhib.Lamp5_Lhx6,L5~SpX1,214,-0.11585785086524363,0.09089996850328452,NA,NA,NA,0.18010087217473195,NA
Inhib.Lamp5_Lhx6,L6~SpX9,183,0.04759816092674254,0.5219234570513882,NA,NA,NA,0.6665528487644234,NA
Inhib.Lamp5_Lhx6,WMtz~SpX8,186,0.07588174684948877,0.302994771524914,NA,NA,NA,0.4460756358561234,NA
Inhib.Lamp5_Lhx6,WM~SpX2,155,-0.11225226386516708,0.16417656585386342,NA,NA,NA,0.2762335869922147,NA
Inhib.Pvalb,L1b~SpX7,184,0.11261774960990925,0.12791597454422562,NA,NA,NA,0.2317793726784259,NA
Inhib.Pvalb,L2.3~SpX4,210,0.030753531826118508,0.6574363244620727,NA,NA,NA,0.7743138932553301,NA
Inhib.Pvalb,Inhib~SpX5,210,0.24913230944660228,2.773213939138345e-4,NA,NA,NA,0.0024496723129055382,NA
Inhib.Pvalb,L5~SpX1,242,0.11780278157745781,0.06735642560639782,NA,NA,NA,0.1487454398807952,NA
Inhib.Pvalb,L6~SpX9,209,-0.15776197486723803,0.022615498894300177,NA,NA,NA,0.06659008007766164,NA
Inhib.Pvalb,WMtz~SpX8,210,0.026045942084854532,0.7072491003231812,NA,NA,NA,0.8148739634158393,NA
Inhib.Pvalb,WM~SpX2,153,0.11884658169487891,0.1432908700517408,NA,NA,NA,0.25482865457270293,NA
Inhib.Vip,L1a~SpX6,187,0.288691142520526,6.601181164289898e-5,NA,NA,NA,8.830349990297056e-4,NA
Inhib.Vip,L1b~SpX7,266,0.08561099590188105,0.16374685067539946,NA,NA,NA,0.2762335869922147,NA
Inhib.Vip,L2.3~SpX4,284,0.017959645542962067,0.763007898926667,NA,NA,NA,0.8537825461529289,NA
Inhib.Vip,Inhib~SpX5,296,0.1030881420711929,0.076602317947851,NA,NA,NA,0.16403728691863043,NA
Inhib.Vip,L5~SpX1,272,0.06460009493436886,0.2882131114870166,NA,NA,NA,0.43334169954076257,NA
Inhib.Vip,L6~SpX9,182,-0.08370499168434138,0.26098491056235973,NA,NA,NA,0.4009333408639149,NA
Inhib.Vip,WMtz~SpX8,234,0.09985506533766969,0.12766628016108114,NA,NA,NA,0.2317793726784259,NA
Inhib.Vip,WM~SpX2,173,0.07709833079158768,0.31302126217477677,NA,NA,NA,0.456991411209175,NA
Inhib.Chandelier,L2.3~SpX4,137,0.08645248007168592,0.31472050017235637,NA,NA,NA,0.456991411209175,NA
Inhib.Chandelier,Inhib~SpX5,138,-0.1346084034073915,0.11539831644233554,NA,NA,NA,0.2189333786000439,NA
Inhib.Chandelier,L5~SpX1,142,-0.08925776051937274,0.29043907842265826,NA,NA,NA,0.4336132720112926,NA
Inhib.Chandelier,WMtz~SpX8,114,-0.04957777282760577,0.5998903400093296,NA,NA,NA,0.7393997214068481,NA
Inhib.Sst,L1b~SpX7,140,0.10704773567164506,0.207811829324888,NA,NA,NA,0.33375839255209283,NA
Inhib.Sst,L2.3~SpX4,171,0.1292461660306718,0.09201794510543854,NA,NA,NA,0.18062781816993492,NA
Inhib.Sst,Inhib~SpX5,156,0.1976893047367672,0.01348637948893552,NA,NA,NA,0.04611471696216662,NA
Inhib.Sst,L5~SpX1,201,0.4025846017437565,4.315052519242879e-9,NA,NA,NA,9.147911340794904e-7,NA
Inhib.Sst,L6~SpX9,176,0.18145938806955755,0.016047754006124786,NA,NA,NA,0.052340366912283914,NA
Inhib.Sst,WMtz~SpX8,174,0.2587533813605171,5.885564735832253e-4,NA,NA,NA,0.004093660213358337,NA
Inhib.Sst,WM~SpX2,155,0.12449163739486319,0.12265999868709068,NA,NA,NA,0.2261210410579411,NA
