Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000157870,PRXL2B,25,-0.8885,41,-0.1115,42,-0.0906,50,0.26413,47,0.08225,52,0.25043
ENSG00000177133,PRDM16-DT,13,-0.4422,33,1.10619,29,1.06643,9,-1.2612,23,0.46167,1,-3.6426
ENSG00000158109,TPRG1L,58,-1.7463,157,-0.2257,202,0.20644,188,0.09082,199,0.15796,244,0.49431
ENSG00000116213,WRAP73,9,-0.8832,12,-0.3393,10,-0.7211,17,0.28344,24,0.71243,21,0.50405
ENSG00000130764,LRRC47,49,-0.9207,59,-0.6510,97,0.16163,103,0.33054,72,-0.3292,116,0.44737
ENSG00000116198,CEP104,34,1.30066,13,-0.3153,14,-0.2631,15,-0.1137,8,-1.1075,16,-0.0146
ENSG00000198912,C1orf174,10,-0.2759,14,0.27541,11,-0.1520,14,0.44335,3,-1.8696,14,0.29131
ENSG00000196581,AJAP1,10,-1.6020,11,-1.4913,27,-0.0992,39,0.70233,38,0.46056,29,0.01241
ENSG00000069424,KCNAB2,51,-2.2526,246,0.14484,161,-0.5971,301,0.68167,286,0.39402,219,-0.0459
ENSG00000116254,CHD5,40,-1.4908,89,-0.2717,95,-0.1795,132,0.52897,115,0.14775,115,0.14464
ENSG00000116251,RPL22,1222,1.57515,527,0.08499,540,0.14442,301,-0.9906,406,-0.3326,361,-0.5193
ENSG00000116237,ICMT,15,-1.4595,37,-0.1043,35,-0.2525,66,1.27202,18,-1.2497,22,-0.9196
ENSG00000097021,ACOT7,68,-2.0924,182,-0.6166,233,-0.2529,387,0.89069,220,-0.3131,314,0.26086
ENSG00000215788,TNFRSF25,2,-3.2859,12,-0.6542,19,0.07817,21,0.28739,24,0.47040,26,0.55827
ENSG00000171680,PLEKHG5,12,-1.2287,15,-0.8798,16,-0.8342,27,0.02708,45,0.86076,55,1.21668
ENSG00000162408,NOL9,18,-0.6063,19,-0.5810,35,0.48126,27,0.02929,28,0.06285,26,-0.0380
ENSG00000162413,KLHL21,25,-0.5789,23,-0.7120,35,-0.0510,36,0.00607,48,0.45656,51,0.55361
ENSG00000116273,PHF13,7,-1.1109,6,-1.3831,17,0.33374,17,0.31830,9,-0.6618,24,0.78843
ENSG00000041988,THAP3,19,-0.0110,18,-0.1364,14,-0.5592,27,0.73695,9,-1.2516,21,0.13517
ENSG00000007923,DNAJC11,20,-0.6935,31,-0.0088,32,0.05802,33,0.13177,23,-0.4664,42,0.51557
ENSG00000171735,CAMTA1,103,-0.6852,124,-0.3985,183,0.25992,153,-0.0881,187,0.26237,195,0.33328
ENSG00000049245,VAMP3,127,3.25241,27,0.09721,8,-1.7916,9,-1.7839,16,-0.7431,15,-0.8247
ENSG00000049246,PER3,27,0.44765,14,-0.6267,23,0.16846,19,-0.1505,29,0.53556,13,-0.6782
ENSG00000116288,PARK7,318,-0.1383,325,-0.1039,377,0.15873,305,-0.2690,380,0.14927,427,0.34479
ENSG00000116285,ERRFI1,21,0.09137,12,-0.7351,19,-0.0782,18,-0.2109,28,0.58264,25,0.38464
ENSG00000162426,SLC45A1,15,-1.4029,28,-0.4912,39,-0.0075,48,0.46241,49,0.36196,37,-0.0827
ENSG00000142599,RERE,58,-0.5481,70,-0.2365,76,-0.1277,96,0.37025,79,-0.0494,86,0.09370
ENSG00000074800,ENO1,481,-0.5576,461,-0.6232,778,0.24674,675,-0.0239,806,0.27305,815,0.29047
ENSG00000171612,SLC25A33,26,-0.4255,29,-0.2778,44,0.46607,31,-0.2576,54,0.74575,22,-0.7267
ENSG00000188807,TMEM201,8,-0.6214,14,0.18572,12,-0.0304,12,-0.0505,20,0.76094,9,-0.4963
ENSG00000171608,PIK3CD,6,-1.5586,11,-0.6221,23,0.57041,19,0.24036,18,0.03306,16,-0.1448
ENSG00000171603,CLSTN1,184,-1.9922,422,-0.7366,542,-0.3876,904,0.70356,601,-0.1797,1042,0.73598
ENSG00000178585,CTNNBIP1,39,-0.0955,47,0.18823,35,-0.3154,48,0.29896,35,-0.2608,41,-0.0379
ENSG00000162441,LZIC,58,1.21203,24,-0.3072,31,0.12232,27,-0.1332,23,-0.3434,11,-1.4536
ENSG00000130939,UBE4B,37,-0.0493,18,-1.1289,28,-0.5376,38,0.00715,67,0.93400,51,0.45735
ENSG00000054523,KIF1B,249,-0.0582,208,-0.3461,281,0.15450,234,-0.2121,339,0.44635,267,0.05563
ENSG00000142657,PGD,30,-0.8914,32,-0.7990,53,0.00047,60,0.28049,81,0.70362,48,-0.1605
ENSG00000241563,CORT,67,-0.1797,49,-0.6808,37,-1.2131,148,1.90566,17,-2.2469,27,-1.5506
ENSG00000160049,DFFA,52,0.74663,23,-0.5667,30,-0.1870,39,0.35074,29,-0.2137,18,-0.9310
ENSG00000142655,PEX14,18,-0.7497,20,-0.6197,21,-0.6025,38,0.59113,38,0.39876,34,0.20711
ENSG00000120948,TARDBP,51,-0.3062,52,-0.2797,54,-0.2696,65,0.07961,64,0.03056,92,0.65342
ENSG00000116649,SRM,63,-0.8160,113,0.10310,87,-0.3531,127,0.41072,103,-0.0397,119,0.19063
ENSG00000171824,EXOSC10,39,0.77608,16,-0.6349,18,-0.5003,21,-0.2752,20,-0.2947,43,0.96642
ENSG00000198793,MTOR,16,-1.3048,37,-0.0542,42,0.17447,50,0.58820,22,-0.8483,37,-0.0683
ENSG00000116661,FBXO2,396,0.51781,362,0.36291,324,0.20968,236,-0.4278,276,-0.0817,221,-0.4329
ENSG00000132879,FBXO44,52,-1.5813,96,-0.6525,148,0.03246,165,0.28323,208,0.60306,160,0.15599
ENSG00000116663,FBXO6,7,-1.1821,6,-1.3037,14,-0.0537,18,0.56181,20,0.52524,14,-0.0667
ENSG00000116670,MAD2L2,33,1.01719,28,0.74724,14,-0.4672,14,-0.4177,17,-0.0719,12,-0.6300
ENSG00000177000,MTHFR,9,-0.8736,9,-0.7843,18,0.24535,18,0.24407,23,0.64928,11,-0.5307
ENSG00000011021,CLCN6,21,-1.4119,30,-0.8469,58,0.19637,66,0.55764,42,-0.3546,61,0.26417
ENSG00000116685,KIAA2013,37,-0.0605,15,-1.4708,37,-0.0833,48,0.53326,30,-0.3808,45,0.25767
ENSG00000083444,PLOD1,27,0.24297,20,-0.2445,22,-0.0742,20,-0.2835,30,0.45064,26,0.19476
ENSG00000116688,MFN2,64,-0.5637,66,-0.5159,87,-0.0928,107,0.35843,104,0.21481,93,0.02775
ENSG00000116691,MIIP,27,0.47342,14,-0.5716,18,-0.1964,20,0.01386,26,0.39703,18,-0.1998
ENSG00000048707,VPS13D,28,-0.7440,31,-0.5955,43,-0.0812,51,0.25878,45,-0.0235,64,0.58268
ENSG00000162496,DHRS3,53,1.34965,16,-0.5887,25,0.08195,22,-0.1700,10,-1.3883,21,-0.2315
ENSG00000116731,PRDM2,48,-0.4104,37,-0.7917,86,0.65152,48,-0.5008,62,-0.0054,92,0.66161
ENSG00000189337,KAZN,53,0.13393,28,-0.8840,40,-0.3419,61,0.52070,57,0.23828,38,-0.4135
ENSG00000142634,EFHD2,101,-0.8911,97,-0.9618,251,0.66993,13,-4.2824,317,0.97656,549,2.05321
ENSG00000116138,DNAJC16,9,-1.5028,18,-0.4235,26,0.14976,27,0.28953,21,-0.2086,33,0.55221
ENSG00000197312,DDI2,12,-0.7083,13,-0.5797,26,0.57671,16,-0.3835,27,0.53446,22,0.16048
ENSG00000116786,PLEKHM2,41,-0.9822,109,0.57969,83,0.12761,87,0.26368,47,-0.7809,71,-0.1337
ENSG00000065526,SPEN,44,1.03412,25,0.10451,17,-0.5646,22,-0.1557,19,-0.3266,24,0.06150
ENSG00000116809,ZBTB17,22,0.32476,13,-0.5171,22,0.35066,13,-0.6509,28,0.71180,17,-0.0790
ENSG00000185519,FAM131C,7,-1.8577,21,-0.2168,27,0.18375,42,1.37838,5,-2.2941,7,-1.8070
ENSG00000037637,FBXO42,5,-1.7864,11,-0.5580,18,0.17507,15,-0.1866,14,-0.2486,36,1.35634
ENSG00000055070,SZRD1,55,1.33886,22,-0.2113,26,0.07318,17,-0.7309,20,-0.3676,25,0.00392
ENSG00000157191,NECAP2,34,1.69820,10,-0.3035,14,0.18470,7,-0.9950,12,-0.1122,8,-0.7290
ENSG00000219481,NBPF1,16,0.33899,12,-0.1677,7,-1.0448,17,0.56926,8,-0.7509,18,0.45921
ENSG00000058453,CROCC,7,-0.9494,10,-0.4092,10,-0.5023,18,0.62570,10,-0.4523,21,0.67235
ENSG00000159363,ATP13A2,49,-2.1699,151,-0.4812,208,0.03397,271,0.67114,209,0.04181,197,-0.0579
ENSG00000117118,SDHB,79,-0.3061,67,-0.5525,78,-0.3620,121,0.53727,83,-0.2236,112,0.26500
ENSG00000117115,PADI2,261,3.65865,45,-0.0605,27,-0.9642,13,-2.2181,20,-1.3287,3,-3.8478
ENSG00000179051,RCC2,13,-0.9106,15,-0.6835,24,0.07238,37,1.12917,14,-0.8060,9,-1.3963
ENSG00000074964,ARHGEF10L,12,-0.5591,21,0.23339,20,0.20959,17,-0.1235,28,0.74344,9,-1.0298
ENSG00000117154,IGSF21,8,-3.7845,76,-0.5826,144,0.52647,73,-0.8071,136,0.35318,260,1.50954
ENSG00000159423,ALDH4A1,21,0.09737,24,0.34151,36,1.26128,11,-1.1059,21,0.13726,5,-2.0422
ENSG00000127481,UBR4,10,-0.4401,8,-0.8799,10,-0.4953,16,0.35659,15,0.07053,23,0.78444
ENSG00000127463,EMC1,23,-0.3944,11,-1.4892,33,0.23024,34,0.37085,35,0.28345,25,-0.2554
ENSG00000053372,MRTO4,21,-0.7930,26,-0.5193,35,-0.0276,43,0.41543,43,0.31046,32,-0.1812
ENSG00000053371,AKR7A2,66,0.96964,36,-0.0488,30,-0.3629,29,-0.4694,47,0.41508,35,-0.0824
ENSG00000077549,CAPZB,144,-0.3463,138,-0.4172,158,-0.2285,194,0.17890,207,0.23996,223,0.36636
ENSG00000173436,MICOS10,342,-0.0119,356,0.05273,417,0.36653,297,-0.3084,382,0.17175,293,-0.2571
ENSG00000158747,NBL1,138,-0.7586,176,-0.3867,221,-0.0199,259,0.33025,242,0.12546,238,0.09961
ENSG00000169914,OTUD3,2,-2.6080,12,-0.3197,19,0.52230,20,0.71934,11,-0.4736,8,-0.8748
ENSG00000162545,CAMK2N1,556,-0.9119,1091,0.15456,836,-0.3121,1598,1.21000,454,-1.2238,369,-1.5345
ENSG00000090432,MUL1,18,-0.2997,11,-1.0131,16,-0.6129,25,0.21531,32,0.57210,34,0.69275
ENSG00000183114,FAM43B,22,0.14792,12,-0.8251,24,0.37965,4,-2.5584,23,0.26085,61,1.99753
ENSG00000158828,PINK1,251,-0.9765,394,-0.2749,544,0.28876,494,0.12506,481,0.04739,507,0.13427
ENSG00000244038,DDOST,20,-0.8109,18,-0.9622,36,0.08548,41,0.37831,44,0.40629,32,-0.0984
ENSG00000117245,KIF17,8,-1.3406,11,-0.8296,30,0.82956,12,-0.9469,12,-0.7866,49,1.61572
ENSG00000189410,SH2D5,1,-4.8783,25,-0.5376,33,-0.1121,44,0.54537,49,0.58066,40,0.23240
ENSG00000127483,HP1BP3,145,0.13326,99,-0.4805,136,0.03907,125,-0.1370,145,0.13696,164,0.34324
ENSG00000075151,EIF4G3,84,-0.6972,80,-0.7635,91,-0.6307,173,0.66646,168,0.41967,139,0.10291
ENSG00000117298,ECE1,38,1.51106,9,-0.8002,14,-0.2372,16,0.05625,10,-0.6179,8,-1.0248
ENSG00000076864,RAP1GAP,55,-1.8919,118,-0.7501,196,0.06811,169,-0.2355,215,0.21190,415,1.36222
ENSG00000090686,USP48,52,0.63522,36,0.03421,27,-0.4612,32,-0.1802,27,-0.4073,51,0.60534
ENSG00000070831,CDC42,145,-0.8430,151,-0.7764,195,-0.4314,330,0.67817,313,0.38481,239,-0.0572
ENSG00000173372,C1QA,69,2.12539,35,0.78155,18,-0.2880,13,-0.9209,9,-1.3924,5,-2.2146
ENSG00000159189,C1QC,62,2.64419,23,0.68416,10,-0.7874,5,-1.7975,7,-1.1194,10,-0.6898
ENSG00000173369,C1QB,111,2.10740,72,1.23693,30,-0.2533,12,-1.8728,21,-0.7794,13,-1.5478
ENSG00000004487,KDM1A,25,-0.9136,31,-0.5467,41,-0.1633,49,0.23669,31,-0.5840,83,1.07084
ENSG00000169641,LUZP1,11,-2.2949,30,-0.7922,60,0.38639,67,0.73523,38,-0.3927,42,-0.2562
ENSG00000125944,HNRNPR,87,-0.1360,60,-0.7177,91,-0.0757,87,-0.1786,150,0.76451,113,0.28778
ENSG00000125945,ZNF436,7,-0.8729,7,-0.9335,16,0.38498,14,0.16810,16,0.28794,13,-0.0038
ENSG00000117318,ID3,155,4.20071,16,-0.6274,7,-1.9134,6,-2.3770,10,-1.3202,4,-2.4517
ENSG00000142676,RPL11,1304,1.83887,512,0.14472,499,0.11665,259,-1.1428,316,-0.6233,309,-0.6580
ENSG00000011007,ELOA,13,0.03112,11,-0.1399,9,-0.5468,11,-0.1634,8,-0.7020,27,1.34697
ENSG00000057757,PITHD1,96,-0.9864,134,-0.4764,179,-0.0169,216,0.41079,153,-0.2603,234,0.43107
ENSG00000011009,LYPLA2,18,-1.2461,29,-0.5466,43,0.05882,40,-0.0655,60,0.62362,58,0.57470
ENSG00000117308,GALE,4,-1.9770,13,-0.3739,15,-0.1945,19,0.29791,22,0.41487,24,0.58536
ENSG00000117305,HMGCL,20,0.15594,20,0.15716,21,0.30544,17,-0.1320,15,-0.3317,15,-0.3236
ENSG00000179163,FUCA1,14,-0.0705,5,-1.6698,12,-0.3986,14,-0.1391,11,-0.4848,38,1.66209
ENSG00000189266,PNRC2,57,0.78334,30,-0.2610,33,-0.0977,29,-0.3818,37,0.08022,39,0.17583
ENSG00000188529,SRSF10,40,0.09809,30,-0.3645,24,-0.7516,39,0.09243,39,0.08380,62,0.84845
ENSG00000001461,NIPAL3,114,1.05945,39,-0.7064,52,-0.3069,57,-0.1657,53,-0.2335,72,0.25921
ENSG00000133226,SRRM1,94,1.40034,35,-0.3102,25,-0.8938,35,-0.3757,36,-0.2470,58,0.53785
ENSG00000169504,CLIC4,163,3.69250,23,-0.3389,13,-1.2866,8,-2.1791,9,-1.7399,13,-1.1890
ENSG00000117614,SYF2,110,1.20559,41,-0.4391,42,-0.4564,47,-0.2851,43,-0.3561,68,0.37581
ENSG00000117616,RSRP1,56,0.45712,40,-0.0970,44,0.06192,34,-0.4279,30,-0.5182,64,0.69126
ENSG00000183726,TMEM50A,98,0.60263,42,-0.7474,55,-0.3854,71,0.10216,73,0.11875,75,0.16542
ENSG00000204178,MACO1,28,0.34756,16,-0.5260,22,0.00973,22,0.01342,14,-0.6913,31,0.52289
ENSG00000117643,MAN1C1,17,-1.4190,17,-1.3591,29,-0.6642,71,1.31864,36,-0.2634,41,-0.0637
ENSG00000162430,SELENON,43,0.39322,35,0.04754,32,-0.1319,32,-0.1439,48,0.55576,21,-0.7100
ENSG00000117640,MTFR1L,43,-0.6228,61,-0.0453,69,0.17041,60,-0.0998,68,0.11229,78,0.33747
ENSG00000117632,STMN1,705,-0.8845,726,-0.8385,1329,0.13695,1327,0.15758,1467,0.28133,1582,0.40820
ENSG00000158008,EXTL1,17,-1.2331,44,0.27428,42,0.21706,26,-0.7029,45,0.29967,68,1.00505
ENSG00000175087,PDIK1L,5,-1.4590,12,-0.2745,14,-0.1109,17,0.32218,19,0.46740,16,0.14747
ENSG00000142684,ZNF593,28,-0.3521,37,0.07842,44,0.44459,31,-0.2688,32,-0.1136,37,0.08969
ENSG00000142669,SH3BGRL3,221,0.00843,242,0.15809,217,-0.0213,151,-0.7428,344,0.75487,281,0.40492
ENSG00000158062,UBXN11,22,-0.3906,19,-0.6161,34,0.28395,30,0.06328,44,0.71227,17,-0.8152
ENSG00000117682,DHDDS,9,-1.1049,15,-0.3363,16,-0.3278,23,0.34742,22,0.18958,27,0.56419
ENSG00000198830,HMGN2,233,1.45677,105,0.05570,83,-0.3531,65,-0.8783,116,0.22218,96,-0.0811
ENSG00000117713,ARID1A,45,-0.0658,35,-0.4790,51,0.13754,40,-0.3193,48,0.01499,74,0.74952
ENSG00000204160,ZDHHC18,10,-1.7051,19,-0.7777,27,-0.2455,46,0.93390,33,0.10224,26,-0.2674
ENSG00000142751,GPN2,6,-1.2972,13,-0.1188,16,0.19308,16,0.26124,11,-0.3014,17,0.32473
ENSG00000090273,NUDC,157,0.04845,142,-0.1059,167,0.17014,136,-0.2289,168,0.15696,160,0.08172
ENSG00000253368,TRNP1,11,-2.8372,57,-0.4611,85,0.23014,111,0.93341,70,-0.1212,39,-1.0478
ENSG00000090020,SLC9A1,3,-2.6992,16,-0.5632,11,-1.2071,29,0.52911,55,1.51226,23,-0.0011
ENSG00000142784,WDTC1,30,0.25967,28,0.18851,20,-0.3942,24,-0.0649,27,0.13000,28,0.16378
ENSG00000186501,TMEM222,66,-0.1998,58,-0.3857,76,0.03333,85,0.29258,44,-0.8144,96,0.40627
ENSG00000158195,WASF2,94,2.48313,24,-0.0363,18,-0.5664,13,-1.2228,20,-0.3663,12,-1.1474
ENSG00000126705,AHDC1,12,-1.7021,25,-0.6140,35,-0.1351,37,-0.0341,45,0.28424,75,1.18117
ENSG00000126709,IFI6,275,0.30698,196,-0.2468,273,0.33865,102,-1.5151,379,0.85418,354,0.73438
ENSG00000009780,FAM76A,19,0.62096,8,-0.6557,12,-0.1121,8,-0.9056,6,-1.1857,35,1.73205
ENSG00000117758,STX12,80,-0.2512,59,-0.7170,95,0.02481,92,-0.0261,107,0.21827,129,0.52906
ENSG00000117751,PPP1R8,26,0.31672,17,-0.4075,22,0.02447,21,-0.0414,12,-0.9389,32,0.66911
ENSG00000117748,RPA2,28,-0.9059,32,-0.6982,44,-0.2158,40,-0.4361,89,0.98712,90,1.00068
ENSG00000126698,DNAJC8,114,0.00890,100,-0.1973,117,0.04931,119,0.09600,105,-0.1276,113,-0.0039
ENSG00000130770,ATP5IF1,277,-1.2925,438,-0.5876,794,0.43407,739,0.34839,522,-0.3110,659,0.06518
ENSG00000180098,TRNAU1AP,25,0.68424,21,0.34998,16,-0.1242,13,-0.4999,13,-0.4164,21,0.39029
ENSG00000197989,SNHG12,16,0.23412,9,-0.7335,18,0.48758,9,-0.9402,25,0.98071,14,0.00280
ENSG00000120656,TAF12,11,-0.3826,10,-0.6185,13,-0.1498,18,0.45081,17,0.26700,13,-0.2399
ENSG00000198492,YTHDF2,32,-1.2885,20,-1.9474,86,0.31152,94,0.60542,57,-0.3803,91,0.36305
ENSG00000116350,SRSF4,46,0.23591,27,-0.5738,31,-0.4481,42,0.10641,33,-0.2896,64,0.79623
ENSG00000116353,MECR,13,-1.7597,29,-0.5716,45,0.14433,43,0.08109,79,1.07962,34,-0.3045
ENSG00000060656,PTPRU,13,-0.8449,7,-1.6627,22,-0.0371,1,-4.2993,39,0.90080,97,2.79861
ENSG00000162511,LAPTM5,104,2.56573,34,0.38985,19,-0.5643,10,-1.6896,17,-0.6757,15,-0.8403
ENSG00000162512,SDC3,94,-0.6119,124,-0.1776,118,-0.2799,171,0.48707,127,-0.1366,149,0.12891
ENSG00000134644,PUM1,70,-0.7589,50,-1.2708,130,0.26136,108,-0.1067,131,0.23951,185,0.82375
ENSG00000060688,SNRNP40,23,0.21649,15,-0.4495,24,0.38679,18,-0.2469,17,-0.2257,22,0.18407
ENSG00000121766,ZCCHC17,60,-0.7758,102,0.05677,92,-0.1198,96,-0.0418,123,0.37108,126,0.41237
ENSG00000121769,FABP3,18,-3.1703,111,-0.4579,124,-0.3177,231,1.11818,166,0.18932,94,-0.7057
ENSG00000162517,PEF1,49,-0.8635,59,-0.5719,92,0.13621,94,0.20734,84,-0.0239,111,0.42500
ENSG00000084636,COL16A1,65,1.17212,26,-0.3479,30,-0.1545,16,-1.3682,48,0.64507,47,0.61588
ENSG00000121753,ADGRB2,60,-2.0835,182,-0.3969,301,0.48585,228,-0.0509,236,0.01400,340,0.62132
ENSG00000184007,PTP4A2,637,2.24361,132,-0.5770,124,-0.7512,148,-0.5121,111,-0.8388,138,-0.5072
ENSG00000121774,KHDRBS1,70,-0.4024,80,-0.1989,81,-0.1828,103,0.30418,103,0.21926,86,-0.0828
ENSG00000121775,TMEM39B,8,-0.7558,10,-0.3979,9,-0.5305,15,0.36803,6,-1.0006,26,1.24279
ENSG00000025800,KPNA6,35,-0.3665,24,-0.9457,33,-0.4764,47,0.17689,67,0.71194,59,0.48892
ENSG00000084652,TXLNA,32,0.97984,14,-0.3951,14,-0.3949,19,0.15743,5,-1.7425,23,0.41553
ENSG00000160050,CCDC28B,14,-0.1616,18,0.24038,14,-0.2260,14,-0.2248,25,0.71657,15,-0.1000
ENSG00000084623,EIF3I,60,-0.8987,82,-0.4278,101,-0.1137,132,0.46573,115,0.11223,112,0.06679
ENSG00000175130,MARCKSL1,704,2.15532,152,-0.5731,174,-0.4056,199,-0.1924,78,-1.5823,84,-1.4775
ENSG00000160058,BSDC1,47,-0.5832,60,-0.1963,54,-0.4210,77,0.28885,92,0.49817,73,0.11865
ENSG00000176261,ZBTB8OS,45,-0.0868,33,-0.5847,58,0.37081,50,0.10951,33,-0.6053,53,0.14780
ENSG00000162521,RBBP4,61,-0.2206,40,-0.8802,70,-0.0162,71,0.03132,85,0.30934,93,0.46266
ENSG00000162522,KIAA1522,1,-3.9593,21,0.44342,12,-0.4497,25,1.12718,15,-0.0553,6,-1.4299
ENSG00000134684,YARS,44,-1.4460,74,-0.6565,87,-0.4499,163,0.90401,128,0.22361,100,-0.1869
ENSG00000160097,FNDC5,8,-1.9064,18,-0.6880,22,-0.4083,51,1.57224,10,-1.5973,21,-0.5034
ENSG00000121905,HPCA,87,-1.7489,214,-0.3725,233,-0.2737,414,1.05487,201,-0.4712,226,-0.2906
ENSG00000121900,TMEM54,47,-0.1269,45,-0.1768,68,0.56563,54,0.17035,28,-0.9127,35,-0.5593
ENSG00000116514,RNF19B,10,-1.3094,16,-0.5126,22,-0.0402,33,0.86773,10,-1.2225,26,0.20643
ENSG00000004455,AK2,60,1.37152,25,-0.1206,21,-0.4546,22,-0.4441,26,-0.0934,26,-0.0705
ENSG00000142920,AZIN2,12,-1.2867,10,-1.5182,20,-0.6008,49,1.44377,14,-1.0673,30,0.10268
ENSG00000160094,ZNF362,18,-0.0336,16,-0.1991,18,0.00834,16,-0.2835,19,0.10621,26,0.60765
ENSG00000134686,PHC2,65,-0.0683,47,-0.5674,61,-0.2085,73,0.17269,88,0.41846,70,0.03979
ENSG00000163866,SMIM12,29,-1.2003,35,-0.9403,69,0.16088,69,0.18659,89,0.56071,73,0.21656
ENSG00000116544,DLGAP3,18,-1.6524,51,-0.0407,82,0.89313,47,-0.2254,46,-0.2081,52,-0.0231
