region,neighbor,reference,scale,Z,Z_real
GM,Macro,Astro.1,42.5,-8.24,-10.726266827644656
GM,Macro,Astro.2,25,-8.24,-9.074493126262764
GM,Macro,Astro.5,25,-8.24,-10.85685023280004
GM,Macro,Micro.2,27.5,-5.824770124320808,-5.824770124320808
GM,Macro,Micro.5,25,-8.24,-8.4730313968754
GM,Macro,OPC.2,25,-8.24,-8.983342160057855
GM,Macro,OPC.5,25,-8.24,-8.400551974542164
GM,Macro,Oligo.1,1643.75,-4.509774256922466,-4.509774256922466
GM,Macro,Oligo.3,25,-8.24,-10.826027279344675
GM,Macro,Oligo.4,42.5,-6.0580141042932345,-6.0580141042932345
GM,Macro,Vasc.Endo,25,-8.24,-10.563551486194072
GM,Macro,Vasc.PC,25,-7.436780259453645,-7.436780259453645
GM,Macro,Excit.L2,25,-8.24,-26.4729916717505
GM,Macro,Excit.L2_5.1,25,-8.24,-9.998841339880554
GM,Macro,Excit.L2_5.2,250,-5.251533272475363,-5.251533272475363
GM,Macro,Excit.L5.1,1156.25,-5.110126674784488,-5.110126674784488
GM,Macro,Excit.L5.2,208.33333333333334,-4.704987602122143,-4.704987602122143
GM,Macro,Excit.L6_CT,4000,-4.5017299989767805,-4.5017299989767805
GM,Macro,Excit.L6b,2525,-4.316846332311875,-4.316846332311875
GM,Macro,Inhib.Pax6,325,-4.423218979682071,-4.423218979682071
GM,Macro,Inhib.Lamp5_Lhx6,34.375,-6.070492170534945,-6.070492170534945
GM,Macro,Inhib.Pvalb,55,-6.0290048910639245,-6.0290048910639245
GM,Macro,Inhib.Vip,25,-8.24,-10.547536621058175
GM,Macro,Inhib.Chandelier,115,-4.817383105667626,-4.817383105667626
GM,Macro,Inhib.Sst,25,-5.6277408413881655,-5.6277408413881655
GM,Micro.2,Excit.L2,25,-6.419427518225849,-6.419427518225849
GM,Micro.2,Excit.L2_5.1,25,-8.24,-9.749120194049782
GM,Micro.3,Oligo.3,68.75,-8.24,-9.012080718794879
GM,Micro.3,Excit.L2_5.2,25,-8.24,-12.225346657416473
GM,Micro.5,Astro.1,25,6.531102630369427,6.531102630369427
GM,Micro.5,Astro.2,25,5.534200233075382,5.534200233075382
GM,Micro.5,Astro.5,25,8.010624331371025,8.010624331371025
GM,Micro.5,Micro.2,25,5.4537008678607695,5.4537008678607695
GM,Micro.5,Micro.5,27.77777777777778,6.572284169071496,6.572284169071496
GM,Micro.5,OPC.2,25,6.264330997849251,6.264330997849251
GM,Micro.5,OPC.5,271.875,6.109206595467035,6.109206595467035
GM,Micro.5,Oligo.3,25,8.24,9.007190454797993
GM,Micro.5,Oligo.4,93.75,5.862748129140506,5.862748129140506
GM,Micro.5,Vasc.Endo,121.875,6.357372075695354,6.357372075695354
GM,Micro.5,Vasc.PC,1200,4.655849220679976,4.655849220679976
GM,Micro.5,Excit.L2,25,7.9289422242092025,7.9289422242092025
GM,Micro.5,Excit.L2_5.1,37.5,6.767978166289717,6.767978166289717
GM,Micro.5,Inhib.Lamp5_Lhx6,180,4.459993868062943,4.459993868062943
GM,Micro.5,Inhib.Pvalb,129.16666666666666,4.871313975871471,4.871313975871471
GM,Micro.5,Inhib.Vip,55.55555555555556,5.8717812011873205,5.8717812011873205
GM,Micro.5,Inhib.Sst,1268.75,4.8189021129546665,4.8189021129546665
GM,OPC.1,Astro.1,25,-8.24,-8.620381685853937
GM,OPC.1,Astro.2,118.75,-8.021552130690594,-8.021552130690594
GM,OPC.1,Astro.5,25,-8.072552286019969,-8.072552286019969
GM,OPC.1,Micro.5,655,-5.753599700310352,-5.753599700310352
GM,OPC.1,OPC.2,695,-5.719558768244884,-5.719558768244884
GM,OPC.1,OPC.5,235,-6.526762017731572,-6.526762017731572
GM,OPC.1,Oligo.3,60,-8.24,-9.5354332952513
GM,OPC.1,Vasc.Endo,35,-8.24,-8.74989508430698
GM,OPC.1,Excit.L2,68.75,-6.394269481126317,-6.394269481126317
GM,OPC.1,Excit.L2_5.1,68.75,-7.408612007113445,-7.408612007113445
GM,OPC.1,Excit.L5.1,25,-8.24,-21.69226107322411
GM,OPC.2,Astro.1,521.875,6.724870516745859,6.724870516745859
GM,OPC.2,Astro.2,25,5.781461309735739,5.781461309735739
GM,OPC.2,Astro.5,25,6.624172502506406,6.624172502506406
GM,OPC.2,Micro.5,25,6.034667872810516,6.034667872810516
GM,OPC.2,OPC.2,25,6.449841985017011,6.449841985017011
GM,OPC.2,OPC.5,25,6.091867697161744,6.091867697161744
GM,OPC.2,Oligo.3,25,7.60168624034549,7.60168624034549
GM,OPC.2,Oligo.4,354.16666666666663,5.010633159055011,5.010633159055011
GM,OPC.2,Vasc.Endo,25,6.167408464180175,6.167408464180175
GM,OPC.2,Vasc.PC,25,4.9348190452969565,4.9348190452969565
GM,OPC.2,Excit.L2,25,8.041001289952545,8.041001289952545
GM,OPC.2,Excit.L2_5.1,25,4.9248365950736,4.9248365950736
GM,OPC.2,Excit.L5.2,25,-6.295822715161555,-6.295822715161555
GM,OPC.2,Inhib.Pvalb,140,4.712184404410878,4.712184404410878
GM,OPC.2,Inhib.Vip,100,6.635608271092334,6.635608271092334
GM,OPC.4,Astro.5,25,-5.708406934297652,-5.708406934297652
GM,OPC.4,Oligo.3,25,-6.58348274459797,-6.58348274459797
GM,OPC.4,Oligo.4,306.25,-4.408094687863429,-4.408094687863429
GM,OPC.4,Excit.L6_CT,132.14285714285714,-8.23343730499335,-8.23343730499335
GM,OPC.4,Excit.L6b,183.33333333333331,-6.710708922481586,-6.710708922481586
GM,OPC.5,Astro.1,25,6.790889492239037,6.790889492239037
GM,OPC.5,Astro.2,25,6.931528894071685,6.931528894071685
GM,OPC.5,Astro.5,25,8.24,8.603876669203515
GM,OPC.5,Micro.2,70.83333333333334,6.092520746278611,6.092520746278611
GM,OPC.5,Micro.5,46.875,6.480130131192253,6.480130131192253
GM,OPC.5,OPC.2,31.25,5.958624309989343,5.958624309989343
GM,OPC.5,OPC.5,25,7.740787606545117,7.740787606545117
GM,OPC.5,Oligo.3,25,8.24,9.136998926922947
GM,OPC.5,Oligo.4,396.875,5.939383845583036,5.939383845583036
GM,OPC.5,Vasc.Endo,25,6.396323317239554,6.396323317239554
GM,OPC.5,Vasc.PC,266.66666666666663,4.606594377797243,4.606594377797243
GM,OPC.5,Excit.L2,25,7.480611192235895,7.480611192235895
GM,OPC.5,Excit.L2_5.1,133.33333333333331,5.755984455122638,5.755984455122638
GM,OPC.5,Excit.L6b,25,-7.896576341931489,-7.896576341931489
GM,OPC.5,Inhib.Lamp5_Lhx6,31.25,4.670058912858743,4.670058912858743
GM,OPC.5,Inhib.Pvalb,633.3333333333333,4.34933970940228,4.34933970940228
GM,OPC.5,Inhib.Vip,25,6.3166220275752,6.3166220275752
GM,OPC.5,Inhib.Chandelier,25,-5.415988942129321,-5.415988942129321
GM,OPC.5,Inhib.Sst,287.5,4.6551701163712815,4.6551701163712815
GM,Oligo.1,Oligo.1,218.75,5.320022340201433,5.320022340201433
GM,Oligo.1,Oligo.3,25,6.582785985005861,6.582785985005861
GM,Oligo.1,Oligo.4,25,6.208660921126997,6.208660921126997
GM,Oligo.1,Inhib.Lamp5_Lhx6,25,-8.24,-9.51988792512647
GM,Oligo.2,Inhib.Pax6,25,-5.35285091787973,-5.35285091787973
GM,Oligo.2,Inhib.Lamp5_Lhx6,25,-8.24,-8.326380845347751
GM,Oligo.3,Astro.1,25,8.24,10.835588900942753
GM,Oligo.3,Astro.2,25,8.24,12.964192767819043
GM,Oligo.3,Astro.3,155,4.944816249923126,4.944816249923126
GM,Oligo.3,Astro.5,25,8.24,18.300951168789794
GM,Oligo.3,Micro.2,25,8.24,10.792594251316967
GM,Oligo.3,Micro.5,25,8.24,13.781009086811288
GM,Oligo.3,OPC.2,25,8.24,11.661531682685819
GM,Oligo.3,OPC.4,120.83333333333333,6.163146431051474,6.163146431051474
GM,Oligo.3,OPC.5,25,8.24,13.792034567092724
GM,Oligo.3,Oligo.1,25,8.24,8.657758408002776
GM,Oligo.3,Oligo.2,25,6.846477917862944,6.846477917862944
GM,Oligo.3,Oligo.3,25,8.24,25.652991514364974
GM,Oligo.3,Oligo.4,25,8.24,16.141595500426842
GM,Oligo.3,Oligo.5,160.7142857142857,5.858749817736922,5.858749817736922
GM,Oligo.3,Vasc.Endo,25,8.24,13.682305600067194
GM,Oligo.3,Vasc.PC,25,8.24,9.740061660075572
GM,Oligo.3,Excit.L2,25,8.24,12.730569723236918
GM,Oligo.3,Excit.L2_5.1,25,8.24,11.159100540048348
GM,Oligo.3,Excit.L2_5.2,25,8.24,10.212691708222312
GM,Oligo.3,Excit.L5.1,322.5,8.24,8.835410828156915
GM,Oligo.3,Excit.L6_CT,25,8.24,9.845803435092147
GM,Oligo.3,Excit.L6b,25,8.24,11.02345627284749
GM,Oligo.3,Inhib.Lamp5_Lhx6,121.875,6.976727057209758,6.976727057209758
GM,Oligo.3,Inhib.Pvalb,105.55555555555556,6.637543166551128,6.637543166551128
GM,Oligo.3,Inhib.Vip,25,7.1934628880002185,7.1934628880002185
GM,Oligo.3,Inhib.Chandelier,170.83333333333334,5.026939381549052,5.026939381549052
GM,Oligo.3,Inhib.Sst,25,7.57916913099803,7.57916913099803
GM,Oligo.4,Astro.1,35,4.7470128170194075,4.7470128170194075
GM,Oligo.4,Astro.2,25,6.538793640618774,6.538793640618774
GM,Oligo.4,Astro.5,32.142857142857146,8.24,8.62984607763046
GM,Oligo.4,Micro.2,25,6.915508689753169,6.915508689753169
GM,Oligo.4,Micro.5,25,6.598222256995545,6.598222256995545
GM,Oligo.4,OPC.2,25,5.880184318545576,5.880184318545576
GM,Oligo.4,OPC.5,57.142857142857146,6.718918354237516,6.718918354237516
GM,Oligo.4,Oligo.1,25,6.995117221343213,6.995117221343213
GM,Oligo.4,Oligo.3,77.77777777777777,8.24,10.404014488694202
GM,Oligo.4,Oligo.4,25,8.24,8.812203322688092
GM,Oligo.4,Vasc.Endo,25,6.2224307734369,6.2224307734369
GM,Oligo.4,Vasc.PC,37.5,4.740973295652901,4.740973295652901
GM,Oligo.4,Excit.L2,345.83333333333337,3.292289156892826,3.292289156892826
GM,Oligo.4,Excit.L2_5.2,25,6.2197711021736275,6.2197711021736275
GM,Oligo.4,Excit.L6_CT,25,5.850317786353662,5.850317786353662
GM,Oligo.4,Excit.L6b,143.75,5.484881158470629,5.484881158470629
GM,Oligo.4,Inhib.Pvalb,25,-5.940547834897615,-5.940547834897615
GM,Oligo.4,Inhib.Sst,25,-6.139760770096577,-6.139760770096577
GM,Oligo.5,Astro.1,129.16666666666666,-5.894044770039919,-5.894044770039919
GM,Oligo.5,Astro.2,95,-5.90413882375093,-5.90413882375093
GM,Oligo.5,Astro.5,262.5,-5.9232667731002815,-5.9232667731002815
GM,Oligo.5,OPC.2,25,-5.555900467109385,-5.555900467109385
GM,Oligo.5,OPC.5,812.5,-4.733592012263106,-4.733592012263106
GM,Oligo.5,Oligo.3,150,-5.381672379552814,-5.381672379552814
GM,Oligo.5,Vasc.Endo,116.66666666666666,-5.088313186081889,-5.088313186081889
GM,Oligo.5,Vasc.PC,106.25,-4.537845553400389,-4.537845553400389
GM,Oligo.5,Excit.L2,75,-6.707041912263863,-6.707041912263863
GM,Oligo.5,Inhib.Lamp5_Lhx6,187.5,-4.324013690156008,-4.324013690156008
GM,Oligo.5,Inhib.Vip,60,-8.24,-14.644420663511736
GM,Oligo.5,Inhib.Sst,164.2857142857143,-7.359215074379586,-7.359215074379586
GM,Vasc.Endo,Astro.1,25,8.24,8.44678083336087
GM,Vasc.Endo,Astro.2,35,6.247375559869195,6.247375559869195
GM,Vasc.Endo,Astro.5,25,7.507463480152646,7.507463480152646
GM,Vasc.Endo,Micro.2,25,2.483013535085153,2.483013535085153
GM,Vasc.Endo,Micro.5,35.714285714285715,7.023196281781718,7.023196281781718
GM,Vasc.Endo,OPC.2,950,4.968775598187085,4.968775598187085
GM,Vasc.Endo,OPC.5,25,5.592071485840583,5.592071485840583
GM,Vasc.Endo,Oligo.1,180,2.964086768105531,2.964086768105531
GM,Vasc.Endo,Oligo.3,25,8.24,8.825889290369012
GM,Vasc.Endo,Oligo.4,32.142857142857146,5.964381851685376,5.964381851685376
GM,Vasc.Endo,Vasc.Endo,25,8.24,10.555104884104235
GM,Vasc.Endo,Vasc.PC,25,8.24,9.416545908382497
GM,Vasc.Endo,Excit.L2,354.16666666666663,8.24,10.157072194512855
GM,Vasc.Endo,Excit.L2_5.1,450,5.959215360809942,5.959215360809942
GM,Vasc.Endo,Excit.L2_5.2,25,7.304698449245377,7.304698449245377
GM,Vasc.Endo,Excit.L5.1,25,6.474848527888758,6.474848527888758
GM,Vasc.Endo,Excit.L6b,25,5.584375515015749,5.584375515015749
GM,Vasc.Endo,Inhib.Pvalb,25,6.097708071794237,6.097708071794237
GM,Vasc.PC,Astro.1,25,5.83968332568492,5.83968332568492
GM,Vasc.PC,Astro.2,25,5.2833108763004075,5.2833108763004075
GM,Vasc.PC,Astro.5,61.111111111111114,5.378034781160142,5.378034781160142
GM,Vasc.PC,Micro.5,25,5.05679485327942,5.05679485327942
GM,Vasc.PC,OPC.2,25,5.782984930263843,5.782984930263843
GM,Vasc.PC,OPC.5,25,4.942507466063907,4.942507466063907
GM,Vasc.PC,Oligo.3,64.28571428571429,6.691132565091023,6.691132565091023
GM,Vasc.PC,Oligo.4,25,5.362710411076055,5.362710411076055
GM,Vasc.PC,Vasc.Endo,25,8.24,8.589397365930898
GM,Vasc.PC,Vasc.PC,25,5.611163099248809,5.611163099248809
GM,Vasc.PC,Excit.L2,25,6.933880939801274,6.933880939801274
GM,Vasc.PC,Excit.L2_5.1,25,5.086818378420368,5.086818378420368
GM,Vasc.PC,Inhib.Vip,30,5.707955580330423,5.707955580330423
GM,Vasc.VLMC,Astro.1,212.5,-4.528976733786899,-4.528976733786899
GM,Vasc.VLMC,Astro.2,165,-4.99273147358817,-4.99273147358817
GM,Vasc.VLMC,Astro.5,30,-6.193471486890742,-6.193471486890742
GM,Vasc.VLMC,Micro.2,25,-8.24,-11.678420034773568
GM,Vasc.VLMC,Micro.5,287.5,-5.023137422473827,-5.023137422473827
GM,Vasc.VLMC,Oligo.3,25,-7.062163929488734,-7.062163929488734
GM,Vasc.VLMC,Oligo.4,312.5,-5.227238801095105,-5.227238801095105
GM,Vasc.VLMC,Vasc.Endo,60,-5.078489490329465,-5.078489490329465
GM,Vasc.VLMC,Excit.L2,145.83333333333334,-4.761102907317278,-4.761102907317278
GM,Excit.L2,Astro.1,25,8.24,12.511318230504473
GM,Excit.L2,Astro.2,25,8.24,10.60595749373872
GM,Excit.L2,Astro.5,25,8.24,11.522954246091386
GM,Excit.L2,Micro.2,25,7.260488711181154,7.260488711181154
GM,Excit.L2,OPC.2,25,8.24,11.01600169320494
GM,Excit.L2,OPC.5,31.25,8.24,9.666068650925151
GM,Excit.L2,Oligo.3,25,8.24,13.966462201251321
GM,Excit.L2,Oligo.4,50,6.345355752210921,6.345355752210921
GM,Excit.L2,Vasc.Endo,25,8.24,11.463013968603104
GM,Excit.L2,Vasc.PC,25,8.12504755066791,8.12504755066791
GM,Excit.L2,Excit.L2,25,8.24,20.835238143697005
GM,Excit.L2,Excit.L2_5.1,25,8.24,10.93225572640027
GM,Excit.L2,Excit.L5.1,25,5.487867051416984,5.487867051416984
GM,Excit.L2,Inhib.Pax6,35,4.68974397182194,4.68974397182194
GM,Excit.L2,Inhib.Lamp5_Lhx6,25,6.911021615798785,6.911021615798785
GM,Excit.L2,Inhib.Pvalb,25,7.427107593171621,7.427107593171621
GM,Excit.L2,Inhib.Vip,25,8.24,11.946321286962771
GM,Excit.L2,Inhib.Sst,25,5.958107640797435,5.958107640797435
GM,Excit.L2_5.1,Astro.1,25,7.160218300763054,7.160218300763054
GM,Excit.L2_5.1,Astro.2,137.5,5.038666435185936,5.038666435185936
GM,Excit.L2_5.1,Astro.5,54.16666666666667,6.223977742833092,6.223977742833092
GM,Excit.L2_5.1,OPC.2,118.75,6.092919287494346,6.092919287494346
GM,Excit.L2_5.1,OPC.5,25,6.453001505673917,6.453001505673917
GM,Excit.L2_5.1,Oligo.1,25,-4.9958600425355675,-4.9958600425355675
GM,Excit.L2_5.1,Vasc.Endo,170.83333333333331,4.862571751700275,4.862571751700275
GM,Excit.L2_5.1,Excit.L2,103.57142857142857,6.508275602343171,6.508275602343171
GM,Excit.L2_5.1,Excit.L2_5.1,25,8.24,8.831636571498553
GM,Excit.L2_5.1,Inhib.Vip,983.3333333333333,4.150266132225164,4.150266132225164
GM,Excit.L2_5.1,Inhib.Sst,25,4.878164588656009,4.878164588656009
GM,Excit.L2_5.2,Astro.5,25,7.435558714144459,7.435558714144459
GM,Excit.L2_5.2,Oligo.1,25,-8.170878436683328,-8.170878436683328
GM,Excit.L2_5.2,Oligo.4,1018.75,5.849381527949038,5.849381527949038
GM,Excit.L2_5.2,Vasc.Endo,60,5.24053260451558,5.24053260451558
GM,Excit.L2_5.2,Excit.L2_5.2,25,8.24,10.763446878841684
GM,Excit.L2_5.2,Inhib.Pvalb,131.25,5.041088331452027,5.041088331452027
GM,Excit.L5.1,Oligo.1,25,-4.074905257021887,-4.074905257021887
GM,Excit.L5.1,Oligo.2,25,-6.012013821291612,-6.012013821291612
GM,Excit.L5.1,Excit.L5.1,760.7142857142857,8.24,10.199283419374073
GM,Excit.L5.1,Excit.L6b,68.75,-8.24,-8.974101984551934
GM,Excit.L5.2,Astro.1,25,-6.559177469903461,-6.559177469903461
GM,Excit.L5.2,Astro.2,25,-8.24,-8.860098211771534
GM,Excit.L5.2,Astro.3,275,-4.180343922897602,-4.180343922897602
GM,Excit.L5.2,Astro.5,46.875,-8.24,-13.347430081771924
GM,Excit.L5.2,Micro.2,25,-8.099941731956811,-8.099941731956811
GM,Excit.L5.2,Micro.5,107.14285714285715,-8.24,-9.552324348204316
GM,Excit.L5.2,OPC.2,75,-7.583564886926856,-7.583564886926856
GM,Excit.L5.2,OPC.4,87.5,-4.583845491448946,-4.583845491448946
GM,Excit.L5.2,OPC.5,68.75,-8.24,-10.014550552773379
GM,Excit.L5.2,Oligo.1,104.16666666666667,-7.712702955722176,-7.712702955722176
GM,Excit.L5.2,Oligo.2,35,-6.265937094568834,-6.265937094568834
GM,Excit.L5.2,Oligo.3,25,-8.24,-24.982262997372587
GM,Excit.L5.2,Oligo.4,25,-8.24,-15.816493674409339
GM,Excit.L5.2,Oligo.5,25,-5.3851540329481615,-5.3851540329481615
GM,Excit.L5.2,Vasc.Endo,85.71428571428571,-8.24,-10.436120918067957
GM,Excit.L5.2,Vasc.PC,25,-7.501486648216561,-7.501486648216561
GM,Excit.L5.2,Excit.L2,617.8571428571428,-8.24,-9.105009792426022
GM,Excit.L5.2,Excit.L2_5.1,25,-8.24,-9.12920730985705
GM,Excit.L5.2,Excit.L2_5.2,25,-7.152744585325269,-7.152744585325269
GM,Excit.L5.2,Excit.L5.1,146.42857142857142,-7.988346140038624,-7.988346140038624
GM,Excit.L5.2,Excit.L5.2,50,4.561257893100824,4.561257893100824
GM,Excit.L5.2,Excit.L6_CT,46.875,-8.04945738226657,-8.04945738226657
GM,Excit.L5.2,Excit.L6b,25,-8.24,-8.41677841837467
GM,Excit.L5.2,Inhib.Lamp5_Lhx6,430,-5.220065107589888,-5.220065107589888
GM,Excit.L5.2,Inhib.Pvalb,25,-7.3684262753943255,-7.3684262753943255
GM,Excit.L5.2,Inhib.Vip,37.5,-7.042069761742402,-7.042069761742402
GM,Excit.L5.2,Inhib.Chandelier,1305,-4.2896235808742444,-4.2896235808742444
GM,Excit.L5.2,Inhib.Sst,83.33333333333333,-5.731109773916329,-5.731109773916329
GM,Excit.L5_6_NP,Astro.1,195,-6.758449500568577,-6.758449500568577
GM,Excit.L5_6_NP,Astro.2,118.75,-7.483631889579916,-7.483631889579916
GM,Excit.L5_6_NP,Astro.5,93.75,-8.24,-8.365754866987375
GM,Excit.L5_6_NP,Micro.5,43.75,-6.268891904980329,-6.268891904980329
GM,Excit.L5_6_NP,Oligo.3,25,-8.24,-13.996005539501564
GM,Excit.L5_6_NP,Oligo.4,25,-8.24,-14.463297807088187
GM,Excit.L5_6_NP,Vasc.Endo,137.5,-7.712881707600419,-7.712881707600419
GM,Excit.L5_6_NP,Excit.L2,635,-7.8335106466713835,-7.8335106466713835
GM,Excit.L5_6_NP,Inhib.Vip,231.25,-5.602941474673363,-5.602941474673363
GM,Excit.L6_CT,Oligo.5,25,-5.11783432939185,-5.11783432939185
GM,Excit.L6_CT,Excit.L6_CT,25,6.867538578167528,6.867538578167528
GM,Excit.L6b,Astro.2,25,3.0448345541508277,3.0448345541508277
GM,Excit.L6b,Astro.5,25,4.647924753910284,4.647924753910284
GM,Excit.L6b,Micro.5,54.16666666666667,3.6131982455977916,3.6131982455977916
GM,Excit.L6b,OPC.5,220,2.89555952466902,2.89555952466902
GM,Excit.L6b,Oligo.3,50,6.881644602779713,6.881644602779713
GM,Excit.L6b,Oligo.4,25,5.727437270424304,5.727437270424304
GM,Excit.L6b,Vasc.Endo,25,5.7577038007286925,5.7577038007286925
GM,Excit.L6b,Excit.L6b,25,6.978985424736862,6.978985424736862
GM,Inhib.Pax6,Astro.1,32.142857142857146,-5.528974599034489,-5.528974599034489
GM,Inhib.Pax6,Astro.2,44.44444444444444,-5.679352663649003,-5.679352663649003
GM,Inhib.Pax6,Astro.5,32.5,-7.425274711897699,-7.425274711897699
GM,Inhib.Pax6,Micro.2,162.5,-5.455154395299987,-5.455154395299987
GM,Inhib.Pax6,Micro.5,25,-5.698085525527297,-5.698085525527297
GM,Inhib.Pax6,OPC.2,134.375,-5.100326305954689,-5.100326305954689
GM,Inhib.Pax6,OPC.5,25,-8.24,-16.198038379746876
GM,Inhib.Pax6,Oligo.1,1381.25,-4.273419360646774,-4.273419360646774
GM,Inhib.Pax6,Oligo.3,25,-8.24,-9.365604262276236
GM,Inhib.Pax6,Oligo.4,172.22222222222223,-5.895850883529666,-5.895850883529666
GM,Inhib.Pax6,Vasc.Endo,60,-5.775290717691238,-5.775290717691238
GM,Inhib.Pax6,Vasc.PC,225,-4.281489537259169,-4.281489537259169
GM,Inhib.Pax6,Excit.L2,44.44444444444444,-6.587885850033788,-6.587885850033788
GM,Inhib.Pax6,Excit.L2_5.1,94.44444444444444,-5.51854074123896,-5.51854074123896
GM,Inhib.Pax6,Excit.L2_5.2,168.75,-5.819869015872708,-5.819869015872708
GM,Inhib.Pax6,Excit.L5.1,31.25,-5.763450687356782,-5.763450687356782
GM,Inhib.Pax6,Excit.L6_CT,187.5,-4.261317996685491,-4.261317996685491
GM,Inhib.Pax6,Excit.L6b,981.25,-4.460972397795237,-4.460972397795237
GM,Inhib.Pax6,Inhib.Pvalb,146.42857142857142,-4.43735269527633,-4.43735269527633
GM,Inhib.Pax6,Inhib.Vip,929.1666666666667,-5.084733217590095,-5.084733217590095
GM,Inhib.Lamp5_Lhx6,OPC.4,25,-5.573044258156004,-5.573044258156004
GM,Inhib.Pvalb,Astro.1,96.42857142857143,-5.159560809183416,-5.159560809183416
GM,Inhib.Pvalb,Astro.2,446.875,-4.679912204319923,-4.679912204319923
GM,Inhib.Pvalb,Astro.5,202.77777777777777,-5.254425615450334,-5.254425615450334
GM,Inhib.Pvalb,Micro.5,190.625,-4.24919463466439,-4.24919463466439
GM,Inhib.Pvalb,OPC.2,112.5,-4.8852009215719034,-4.8852009215719034
GM,Inhib.Pvalb,OPC.5,145.83333333333331,-4.934192372735071,-4.934192372735071
GM,Inhib.Pvalb,Oligo.3,58.33333333333333,-6.474351374998325,-6.474351374998325
GM,Inhib.Pvalb,Oligo.4,288.8888888888889,-4.875581889803775,-4.875581889803775
GM,Inhib.Pvalb,Vasc.Endo,25,-8.24,-18.297297933067497
GM,Inhib.Pvalb,Vasc.PC,25,-7.746367019545737,-7.746367019545737
GM,Inhib.Pvalb,Excit.L2,25,-7.553562036288043,-7.553562036288043
GM,Inhib.Pvalb,Excit.L2_5.1,120.83333333333334,-4.822397896207838,-4.822397896207838
GM,Inhib.Pvalb,Excit.L2_5.2,262.5,-4.592275979626075,-4.592275979626075
GM,Inhib.Pvalb,Excit.L5.1,140,-5.084576360520004,-5.084576360520004
GM,Inhib.Pvalb,Excit.L6b,212.5,-4.475811543125662,-4.475811543125662
GM,Inhib.Pvalb,Inhib.Vip,70.83333333333334,-5.583202342402721,-5.583202342402721
GM,Inhib.Vip,Astro.1,25,8.24,9.64354635686394
GM,Inhib.Vip,Astro.2,25,8.24,8.491448914354926
GM,Inhib.Vip,Astro.5,25,8.24,9.589175285854825
GM,Inhib.Vip,Micro.2,25,5.473600519011637,5.473600519011637
GM,Inhib.Vip,Micro.5,25,7.356116782205388,7.356116782205388
GM,Inhib.Vip,OPC.2,25,8.24,8.410086494857762
GM,Inhib.Vip,OPC.5,25,6.517860569446651,6.517860569446651
GM,Inhib.Vip,Oligo.3,25,8.24,8.7002914082061409
GM,Inhib.Vip,Oligo.4,25,5.600945162680816,5.600945162680816
GM,Inhib.Vip,Vasc.Endo,44.44444444444444,7.891349031124322,7.891349031124322
GM,Inhib.Vip,Vasc.PC,25,6.141962032985196,6.141962032985196
GM,Inhib.Vip,Excit.L2,25,8.24,10.058868360316753
GM,Inhib.Vip,Excit.L2_5.1,25,6.095557451008734,6.095557451008734
GM,Inhib.Vip,Inhib.Pax6,50,4.708978913447748,4.708978913447748
GM,Inhib.Vip,Inhib.Lamp5_Lhx6,25,5.264783801442537,5.264783801442537
GM,Inhib.Vip,Inhib.Pvalb,25,5.016290775170621,5.016290775170621
GM,Inhib.Vip,Inhib.Vip,25,8.24,11.41583516883037
GM,Inhib.Vip,Inhib.Sst,25,5.091906300713792,5.091906300713792
GM,Inhib.Chandelier,Astro.1,50,-5.576487711536724,-5.576487711536724
GM,Inhib.Chandelier,Astro.2,181.25,-4.837939003491924,-4.837939003491924
GM,Inhib.Chandelier,Astro.5,112.5,-5.952376156548222,-5.952376156548222
GM,Inhib.Chandelier,Micro.2,531.25,-4.490393237783331,-4.490393237783331
GM,Inhib.Chandelier,Micro.5,117.85714285714285,-4.968667137628522,-4.968667137628522
GM,Inhib.Chandelier,OPC.2,25,-8.24,-15.321346128733149
GM,Inhib.Chandelier,OPC.5,100,-4.819911821221902,-4.819911821221902
GM,Inhib.Chandelier,Oligo.3,131.25,-6.801454871731837,-6.801454871731837
GM,Inhib.Chandelier,Oligo.4,687.5,-4.681832080249238,-4.681832080249238
GM,Inhib.Chandelier,Vasc.Endo,104.16666666666666,-5.542509181214357,-5.542509181214357
GM,Inhib.Chandelier,Vasc.PC,245.83333333333334,-4.351253579488374,-4.351253579488374
GM,Inhib.Chandelier,Excit.L2,25,-6.148559862410836,-6.148559862410836
GM,Inhib.Chandelier,Excit.L2_5.1,170.83333333333331,-3.0846625573279707,-3.0846625573279707
GM,Inhib.Chandelier,Inhib.Vip,25,-5.448384953615625,-5.448384953615625
GM,Inhib.Sst,Astro.5,306.25,-4.649999903841476,-4.649999903841476
GM,Inhib.Sst,Oligo.3,510,-4.4193168061555195,-4.4193168061555195
GM,Inhib.Sst,Vasc.Endo,25,-6.40128489625075,-6.40128489625075
GM,Inhib.Sst,Vasc.PC,25,-8.24,-11.57741234556491
GM,Inhib.Sst,Excit.L2,150,-4.363921588997599,-4.363921588997599
Vasc,Astro.1,Astro.1,133.33333333333331,-4.864845906968514,-4.864845906968514
Vasc,Astro.1,Astro.4,1250,-4.295299312105689,-4.295299312105689
Vasc,Astro.1,Macro,1225,-4.195100730365741,-4.195100730365741
Vasc,Astro.1,Vasc.PC,800,-4.871385791608169,-4.871385791608169
Vasc,Astro.1,Vasc.VLMC,780,-4.6817638148260485,-4.6817638148260485
