"","source","target","n","p_target","p_source"
"376","Excit.L2","Oligo.3",15,0.0133096716947649,0.148514851485149
"377","Excit.L2","Oligo.4",17,0.0150842945874002,0.144067796610169
"378","Excit.L2","Oligo.5",17,0.0150842945874002,0.149122807017544
"379","Excit.L2","Vasc.Endo",16,0.0141969831410825,0.186046511627907
"380","Excit.L2","Vasc.VLMC",19,0.0168589174800355,0.243589743589744
"381","Excit.L2","Excit.L2",104,0.0922803904170364,0.079449961802903
"382","Excit.L2","Excit.L2_5.1",76,0.067435669920142,0.088681446907818
"383","Excit.L2","Excit.L5.1",85,0.0754214729370009,0.0807217473884141
"384","Excit.L2","Excit.L6b",77,0.0683229813664596,0.0784114052953157
"385","Excit.L2","Inhib.Lamp5_Lhx6",69,0.0612244897959184,0.0997109826589595
"386","Excit.L2","Inhib.Pvalb",78,0.0692102928127773,0.104
"387","Excit.L2","Inhib.Vip",67,0.059449866903283,0.0964028776978417
"388","Excit.L2","Inhib.Sst",81,0.0718722271517303,0.0959715639810427
"389","Excit.L2_5.1","Astro.1",22,0.0313837375178317,0.0730897009966777
"390","Excit.L2_5.1","Astro.2",9,0.0128388017118402,0.0661764705882353
"391","Excit.L2_5.1","Astro.3",14,0.0199714693295292,0.0619469026548673
"392","Excit.L2_5.1","Astro.4",13,0.0185449358059914,0.0773809523809524
"393","Excit.L2_5.1","Astro.5",3,0.00427960057061341,0.0422535211267606
"394","Excit.L2_5.1","Macro",1,0.0014265335235378,0.125
"395","Excit.L2_5.1","OPC.1",24,0.0342368045649073,0.06282722513089
"396","Excit.L2_5.1","OPC.2",19,0.0271041369472183,0.0701107011070111
"397","Excit.L2_5.1","OPC.3",30,0.0427960057061341,0.0656455142231947
"398","Excit.L2_5.1","OPC.4",29,0.0413694721825963,0.0666666666666667
"399","Excit.L2_5.1","Oligo.1",13,0.0185449358059914,0.0787878787878788
"400","Excit.L2_5.1","Oligo.2",13,0.0185449358059914,0.0677083333333333
"401","Excit.L2_5.1","Oligo.3",8,0.0114122681883024,0.0792079207920792
"402","Excit.L2_5.1","Oligo.4",9,0.0128388017118402,0.076271186440678
"403","Excit.L2_5.1","Oligo.5",8,0.0114122681883024,0.0701754385964912
"404","Excit.L2_5.1","Vasc.Endo",5,0.00713266761768902,0.0581395348837209
"405","Excit.L2_5.1","Vasc.VLMC",5,0.00713266761768902,0.0641025641025641
"406","Excit.L2_5.1","Excit.L2",73,0.10413694721826,0.0557677616501146
"407","Excit.L2_5.1","Excit.L2_5.1",55,0.0784593437945792,0.0641773628938156
"408","Excit.L2_5.1","Excit.L5.1",65,0.0927246790299572,0.0617283950617284
"409","Excit.L2_5.1","Excit.L6b",59,0.0841654778887304,0.060081466395112
"410","Excit.L2_5.1","Inhib.Lamp5_Lhx6",44,0.0627674750356633,0.0635838150289017
"411","Excit.L2_5.1","Inhib.Pvalb",56,0.079885877318117,0.0746666666666667
"412","Excit.L2_5.1","Inhib.Vip",44,0.0627674750356633,0.0633093525179856
"413","Excit.L2_5.1","Inhib.Chandelier",25,0.0356633380884451,0.110619469026549
"414","Excit.L2_5.1","Inhib.Sst",55,0.0784593437945792,0.0651658767772512
"415","Excit.L5.1","Astro.1",39,0.0426229508196721,0.129568106312292
"416","Excit.L5.1","Astro.2",17,0.0185792349726776,0.125
"417","Excit.L5.1","Astro.3",29,0.0316939890710383,0.128318584070796
"418","Excit.L5.1","Astro.4",23,0.0251366120218579,0.136904761904762
"419","Excit.L5.1","Astro.5",10,0.0109289617486339,0.140845070422535
"420","Excit.L5.1","Micro.1",5,0.00546448087431694,0.151515151515152
"421","Excit.L5.1","Micro.2",4,0.00437158469945355,0.153846153846154
"422","Excit.L5.1","OPC.1",41,0.0448087431693989,0.107329842931937
"423","Excit.L5.1","OPC.2",31,0.033879781420765,0.114391143911439
"424","Excit.L5.1","OPC.3",43,0.0469945355191257,0.0940919037199125
"425","Excit.L5.1","OPC.4",42,0.0459016393442623,0.096551724137931
"426","Excit.L5.1","Oligo.1",16,0.0174863387978142,0.096969696969697
"427","Excit.L5.1","Oligo.2",18,0.019672131147541,0.09375
"428","Excit.L5.1","Oligo.3",10,0.0109289617486339,0.099009900990099
"429","Excit.L5.1","Oligo.4",12,0.0131147540983607,0.101694915254237
"430","Excit.L5.1","Oligo.5",12,0.0131147540983607,0.105263157894737
"431","Excit.L5.1","Vasc.Endo",9,0.00983606557377049,0.104651162790698
"432","Excit.L5.1","Excit.L2",89,0.0972677595628415,0.067990832696715
"433","Excit.L5.1","Excit.L2_5.1",68,0.0743169398907104,0.0793465577596266
"434","Excit.L5.1","Excit.L5.1",90,0.0983606557377049,0.0854700854700855
"435","Excit.L5.1","Excit.L6b",57,0.0622950819672131,0.0580448065173116
"436","Excit.L5.1","Inhib.Lamp5_Lhx6",57,0.0622950819672131,0.0823699421965318
"437","Excit.L5.1","Inhib.Pvalb",66,0.0721311475409836,0.088
"438","Excit.L5.1","Inhib.Vip",63,0.0688524590163934,0.0906474820143885
"439","Excit.L5.1","Inhib.Sst",64,0.0699453551912568,0.0758293838862559
"440","Excit.L6b","Astro.1",41,0.0421810699588477,0.136212624584718
"441","Excit.L6b","Astro.2",21,0.0216049382716049,0.154411764705882
"442","Excit.L6b","Astro.3",29,0.0298353909465021,0.128318584070796
"443","Excit.L6b","Astro.4",25,0.0257201646090535,0.148809523809524
"444","Excit.L6b","Astro.5",13,0.0133744855967078,0.183098591549296
"445","Excit.L6b","Macro",1,0.00102880658436214,0.125
"446","Excit.L6b","Micro.1",8,0.00823045267489712,0.242424242424242
"447","Excit.L6b","Micro.2",6,0.00617283950617284,0.230769230769231
"448","Excit.L6b","Micro.3",1,0.00102880658436214,0.0666666666666667
"449","Excit.L6b","Micro.4",5,0.0051440329218107,0.238095238095238
"450","Excit.L6b","OPC.1",39,0.0401234567901235,0.102094240837696
"451","Excit.L6b","OPC.2",33,0.0339506172839506,0.121771217712177
"452","Excit.L6b","OPC.3",46,0.0473251028806584,0.100656455142232
"453","Excit.L6b","OPC.4",42,0.0432098765432099,0.096551724137931
"454","Excit.L6b","Oligo.1",20,0.0205761316872428,0.121212121212121
"455","Excit.L6b","Oligo.2",23,0.0236625514403292,0.119791666666667
"456","Excit.L6b","Oligo.3",13,0.0133744855967078,0.128712871287129
"457","Excit.L6b","Oligo.4",15,0.0154320987654321,0.127118644067797
"458","Excit.L6b","Oligo.5",15,0.0154320987654321,0.131578947368421
"459","Excit.L6b","Vasc.Endo",14,0.01440329218107,0.162790697674419
"460","Excit.L6b","Vasc.VLMC",10,0.0102880658436214,0.128205128205128
"461","Excit.L6b","Excit.L2",91,0.0936213991769547,0.0695187165775401
"462","Excit.L6b","Excit.L2_5.1",70,0.0720164609053498,0.0816802800466744
"463","Excit.L6b","Excit.L5.1",56,0.0576131687242798,0.0531813865147198
"464","Excit.L6b","Excit.L6b",79,0.0812757201646091,0.0804480651731161
"465","Excit.L6b","Inhib.Lamp5_Lhx6",62,0.0637860082304527,0.0895953757225433
"466","Excit.L6b","Inhib.Pvalb",63,0.0648148148148148,0.084
"467","Excit.L6b","Inhib.Vip",64,0.065843621399177,0.0920863309352518
"468","Excit.L6b","Inhib.Sst",67,0.0689300411522634,0.0793838862559242
"469","Inhib.Lamp5_Lhx6","Astro.1",32,0.0338624338624339,0.106312292358804
"470","Inhib.Lamp5_Lhx6","Astro.2",20,0.0211640211640212,0.147058823529412
"471","Inhib.Lamp5_Lhx6","Astro.3",25,0.0264550264550265,0.110619469026549
"472","Inhib.Lamp5_Lhx6","Astro.4",23,0.0243386243386243,0.136904761904762
"473","Inhib.Lamp5_Lhx6","Astro.5",9,0.00952380952380952,0.126760563380282
"474","Inhib.Lamp5_Lhx6","Macro",1,0.00105820105820106,0.125
"475","Inhib.Lamp5_Lhx6","Micro.1",2,0.00211640211640212,0.0606060606060606
"476","Inhib.Lamp5_Lhx6","Micro.2",2,0.00211640211640212,0.0769230769230769
"477","Inhib.Lamp5_Lhx6","Micro.3",2,0.00211640211640212,0.133333333333333
"478","Inhib.Lamp5_Lhx6","Micro.4",2,0.00211640211640212,0.0952380952380952
"479","Inhib.Lamp5_Lhx6","Micro.5",2,0.00211640211640212,0.285714285714286
"480","Inhib.Lamp5_Lhx6","OPC.1",37,0.0391534391534392,0.0968586387434555
"481","Inhib.Lamp5_Lhx6","OPC.2",28,0.0296296296296296,0.103321033210332
"482","Inhib.Lamp5_Lhx6","OPC.3",40,0.0423280423280423,0.087527352297593
"483","Inhib.Lamp5_Lhx6","OPC.4",40,0.0423280423280423,0.0919540229885057
"484","Inhib.Lamp5_Lhx6","Oligo.1",15,0.0158730158730159,0.0909090909090909
"485","Inhib.Lamp5_Lhx6","Oligo.2",17,0.017989417989418,0.0885416666666667
"486","Inhib.Lamp5_Lhx6","Oligo.3",11,0.0116402116402116,0.108910891089109
"487","Inhib.Lamp5_Lhx6","Oligo.4",12,0.0126984126984127,0.101694915254237
"488","Inhib.Lamp5_Lhx6","Oligo.5",11,0.0116402116402116,0.0964912280701754
"489","Inhib.Lamp5_Lhx6","Vasc.Endo",9,0.00952380952380952,0.104651162790698
"490","Inhib.Lamp5_Lhx6","Vasc.VLMC",14,0.0148148148148148,0.179487179487179
"491","Inhib.Lamp5_Lhx6","Excit.L2",93,0.0984126984126984,0.0710466004583652
"492","Inhib.Lamp5_Lhx6","Excit.L2_5.1",70,0.0740740740740741,0.0816802800466744
"493","Inhib.Lamp5_Lhx6","Excit.L5.1",77,0.0814814814814815,0.0731244064577398
"494","Inhib.Lamp5_Lhx6","Excit.L6b",71,0.0751322751322751,0.0723014256619145
"495","Inhib.Lamp5_Lhx6","Inhib.Lamp5_Lhx6",54,0.0571428571428571,0.0780346820809249
"496","Inhib.Lamp5_Lhx6","Inhib.Pvalb",63,0.0666666666666667,0.084
"497","Inhib.Lamp5_Lhx6","Inhib.Vip",57,0.0603174603174603,0.0820143884892086
"498","Inhib.Lamp5_Lhx6","Inhib.Chandelier",35,0.037037037037037,0.154867256637168
"499","Inhib.Lamp5_Lhx6","Inhib.Sst",71,0.0751322751322751,0.0841232227488152
"500","Inhib.Pvalb","Astro.1",28,0.031927023945268,0.0930232558139535
"501","Inhib.Pvalb","Astro.2",15,0.0171037628278221,0.110294117647059
"502","Inhib.Pvalb","Astro.3",24,0.0273660205245154,0.106194690265487
"503","Inhib.Pvalb","Astro.4",19,0.0216647662485747,0.113095238095238
"504","Inhib.Pvalb","Astro.5",11,0.0125427594070696,0.154929577464789
"505","Inhib.Pvalb","Macro",2,0.00228050171037628,0.25
"506","Inhib.Pvalb","Micro.1",5,0.00570125427594071,0.151515151515152
"507","Inhib.Pvalb","Micro.2",4,0.00456100342075257,0.153846153846154
"508","Inhib.Pvalb","Micro.3",4,0.00456100342075257,0.266666666666667
"509","Inhib.Pvalb","Micro.4",5,0.00570125427594071,0.238095238095238
"510","Inhib.Pvalb","Micro.5",1,0.00114025085518814,0.142857142857143
"511","Inhib.Pvalb","OPC.1",33,0.0376282782212087,0.0863874345549738
"512","Inhib.Pvalb","OPC.2",24,0.0273660205245154,0.0885608856088561
"513","Inhib.Pvalb","OPC.3",35,0.0399087799315849,0.0765864332603939
"514","Inhib.Pvalb","OPC.4",34,0.0387685290763968,0.0781609195402299
"515","Inhib.Pvalb","Oligo.1",17,0.0193842645381984,0.103030303030303
"516","Inhib.Pvalb","Oligo.2",19,0.0216647662485747,0.0989583333333333
"517","Inhib.Pvalb","Oligo.3",11,0.0125427594070696,0.108910891089109
"518","Inhib.Pvalb","Oligo.4",15,0.0171037628278221,0.127118644067797
"519","Inhib.Pvalb","Oligo.5",15,0.0171037628278221,0.131578947368421
"520","Inhib.Pvalb","Vasc.Endo",12,0.0136830102622577,0.13953488372093
"521","Inhib.Pvalb","Vasc.VLMC",12,0.0136830102622577,0.153846153846154
"522","Inhib.Pvalb","Excit.L2",92,0.104903078677309,0.0702826585179526
"523","Inhib.Pvalb","Excit.L2_5.1",62,0.0706955530216648,0.0723453908984831
"524","Inhib.Pvalb","Excit.L5.1",73,0.0832383124287343,0.0693257359924027
"525","Inhib.Pvalb","Excit.L6b",66,0.0752565564424173,0.0672097759674134
"526","Inhib.Pvalb","Inhib.Lamp5_Lhx6",55,0.0627137970353478,0.0794797687861272
"527","Inhib.Pvalb","Inhib.Pvalb",63,0.0718358038768529,0.084
"528","Inhib.Pvalb","Inhib.Vip",54,0.0615735461801596,0.0776978417266187
"529","Inhib.Pvalb","Inhib.Sst",67,0.0763968072976055,0.0793838862559242
"530","Inhib.Vip","Astro.1",17,0.0254491017964072,0.0564784053156146
"531","Inhib.Vip","Astro.2",5,0.00748502994011976,0.0367647058823529
"532","Inhib.Vip","Astro.3",11,0.0164670658682635,0.0486725663716814
"533","Inhib.Vip","Astro.4",8,0.0119760479041916,0.0476190476190476
"534","Inhib.Vip","Astro.5",2,0.0029940119760479,0.028169014084507
"535","Inhib.Vip","Micro.2",1,0.00149700598802395,0.0384615384615385
"536","Inhib.Vip","OPC.1",23,0.0344311377245509,0.0602094240837696
"537","Inhib.Vip","OPC.2",16,0.0239520958083832,0.0590405904059041
"538","Inhib.Vip","OPC.3",29,0.0434131736526946,0.0634573304157549
"539","Inhib.Vip","OPC.4",28,0.0419161676646707,0.064367816091954
"540","Inhib.Vip","Oligo.1",9,0.0134730538922156,0.0545454545454545
"541","Inhib.Vip","Oligo.2",14,0.0209580838323353,0.0729166666666667
"542","Inhib.Vip","Oligo.3",6,0.00898203592814371,0.0594059405940594
"543","Inhib.Vip","Oligo.4",6,0.00898203592814371,0.0508474576271186
"544","Inhib.Vip","Oligo.5",6,0.00898203592814371,0.0526315789473684
"545","Inhib.Vip","Vasc.Endo",6,0.00898203592814371,0.0697674418604651
"546","Inhib.Vip","Vasc.VLMC",4,0.00598802395209581,0.0512820512820513
"547","Inhib.Vip","Excit.L2",78,0.116766467065868,0.0595874713521772
"548","Inhib.Vip","Excit.L2_5.1",55,0.0823353293413174,0.0641773628938156
"549","Inhib.Vip","Excit.L5.1",67,0.100299401197605,0.063627730294397
"550","Inhib.Vip","Excit.L6b",62,0.092814371257485,0.0631364562118126
"551","Inhib.Vip","Inhib.Lamp5_Lhx6",41,0.061377245508982,0.0592485549132948
"552","Inhib.Vip","Inhib.Pvalb",53,0.0793413173652695,0.0706666666666667
"553","Inhib.Vip","Inhib.Vip",42,0.062874251497006,0.060431654676259
"554","Inhib.Vip","Inhib.Chandelier",23,0.0344311377245509,0.101769911504425
"555","Inhib.Vip","Inhib.Sst",56,0.0838323353293413,0.0663507109004739
"556","Inhib.Chandelier","Astro.1",16,0.0547945205479452,0.053156146179402
"557","Inhib.Chandelier","Astro.2",8,0.0273972602739726,0.0588235294117647
"558","Inhib.Chandelier","Astro.3",9,0.0308219178082192,0.0398230088495575
"559","Inhib.Chandelier","OPC.1",22,0.0753424657534247,0.0575916230366492
"560","Inhib.Chandelier","OPC.2",14,0.0479452054794521,0.0516605166051661
"561","Inhib.Chandelier","OPC.3",23,0.0787671232876712,0.050328227571116
"562","Inhib.Chandelier","OPC.4",23,0.0787671232876712,0.0528735632183908
"563","Inhib.Chandelier","Oligo.1",11,0.0376712328767123,0.0666666666666667
"564","Inhib.Chandelier","Oligo.3",2,0.00684931506849315,0.0198019801980198
"565","Inhib.Chandelier","Oligo.4",4,0.0136986301369863,0.0338983050847458
"566","Inhib.Chandelier","Oligo.5",4,0.0136986301369863,0.0350877192982456
"567","Inhib.Chandelier","Excit.L2_5.1",36,0.123287671232877,0.0420070011668611
"568","Inhib.Chandelier","Inhib.Lamp5_Lhx6",33,0.113013698630137,0.0476878612716763
"569","Inhib.Chandelier","Inhib.Vip",28,0.0958904109589041,0.0402877697841727
"570","Inhib.Chandelier","Inhib.Chandelier",25,0.0856164383561644,0.110619469026549
"571","Inhib.Chandelier","Inhib.Sst",34,0.116438356164384,0.0402843601895735
"572","Inhib.Sst","Astro.1",26,0.0317073170731707,0.0863787375415282
"573","Inhib.Sst","Astro.2",11,0.0134146341463415,0.0808823529411765
"574","Inhib.Sst","Astro.3",20,0.024390243902439,0.0884955752212389
"575","Inhib.Sst","Astro.4",16,0.0195121951219512,0.0952380952380952
"576","Inhib.Sst","Astro.5",7,0.00853658536585366,0.0985915492957746
"577","Inhib.Sst","Macro",1,0.00121951219512195,0.125
"578","Inhib.Sst","Micro.1",3,0.00365853658536585,0.0909090909090909
"579","Inhib.Sst","Micro.2",2,0.0024390243902439,0.0769230769230769
"580","Inhib.Sst","Micro.3",1,0.00121951219512195,0.0666666666666667
"581","Inhib.Sst","Micro.4",2,0.0024390243902439,0.0952380952380952
"582","Inhib.Sst","OPC.1",29,0.0353658536585366,0.0759162303664921
"583","Inhib.Sst","OPC.2",21,0.025609756097561,0.0774907749077491
"584","Inhib.Sst","OPC.3",32,0.0390243902439024,0.0700218818380744
"585","Inhib.Sst","OPC.4",31,0.0378048780487805,0.071264367816092
"586","Inhib.Sst","Oligo.1",13,0.0158536585365854,0.0787878787878788
"587","Inhib.Sst","Oligo.2",16,0.0195121951219512,0.0833333333333333
"588","Inhib.Sst","Oligo.3",10,0.0121951219512195,0.099009900990099
"589","Inhib.Sst","Oligo.4",11,0.0134146341463415,0.0932203389830508
"590","Inhib.Sst","Oligo.5",11,0.0134146341463415,0.0964912280701754
"591","Inhib.Sst","Vasc.Endo",8,0.00975609756097561,0.0930232558139535
"592","Inhib.Sst","Vasc.VLMC",8,0.00975609756097561,0.102564102564103
"593","Inhib.Sst","Excit.L2",89,0.108536585365854,0.067990832696715
"594","Inhib.Sst","Excit.L2_5.1",60,0.0731707317073171,0.0700116686114352
"595","Inhib.Sst","Excit.L5.1",74,0.0902439024390244,0.0702754036087369
"596","Inhib.Sst","Excit.L6b",65,0.0792682926829268,0.0661914460285132
"597","Inhib.Sst","Inhib.Lamp5_Lhx6",48,0.0585365853658537,0.069364161849711
"598","Inhib.Sst","Inhib.Pvalb",61,0.074390243902439,0.0813333333333333
"599","Inhib.Sst","Inhib.Vip",50,0.0609756097560976,0.0719424460431655
"600","Inhib.Sst","Inhib.Chandelier",28,0.0341463414634146,0.123893805309735
"601","Inhib.Sst","Inhib.Sst",66,0.0804878048780488,0.0781990521327014
