Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000157216,SSBP3,16,-3.7480,407,1.21874,581,1.92636,129,-0.7708,135,-0.9011
ENSG00000116133,DHCR24,16,-4.0984,407,0.78366,698,1.80430,113,-1.3798,237,-0.1862
ENSG00000162407,PLPP3,16,-3.8299,407,1.11589,1,-7.5840,401,1.34466,170,-0.5271
ENSG00000162599,NFIA,16,-3.6474,407,1.34975,149,-0.3643,232,0.41782,161,-0.3613
ENSG00000116675,DNAJC6,16,-4.2514,407,0.60304,1337,3.13924,162,-0.9655,116,-1.8446
ENSG00000184588,PDE4B,16,-3.1847,407,1.98626,1,-6.9478,222,0.99452,89,-0.9596
ENSG00000142864,SERBP1,16,-3.5713,407,1.44802,121,-0.6000,122,-0.6633,202,0.35808
ENSG00000116754,SRSF11,16,-3.8814,407,1.05145,542,1.59595,135,-0.8525,185,-0.4152
ENSG00000154027,AK5,16,-4.3536,407,0.47989,1620,3.53116,74,-2.3201,137,-1.6750
ENSG00000137941,TTLL7,16,-4.1508,407,0.72230,238,-0.1699,100,-1.6339,379,1.13791
ENSG00000142875,PRKACB,16,-4.3438,407,0.49419,924,2.04307,163,-1.0608,260,-0.3616
ENSG00000153904,DDAH1,16,-3.6226,407,1.38256,183,-0.0039,480,2.27396,22,-3.8331
ENSG00000143013,LMO4,16,-4.7285,407,0.05312,1741,2.94909,566,0.71765,61,-3.4173
ENSG00000122406,RPL5,18,-5.4618,407,-0.8887,487,-0.6080,495,-0.6496,1133,1.57239
ENSG00000117519,CNN3,16,-3.6326,407,1.36964,1,-7.3881,250,0.59065,185,-0.0008
ENSG00000134243,SORT1,16,-5.0560,407,-0.3100,1143,1.47081,167,-1.8063,635,0.73931
ENSG00000168710,AHCYL1,16,-3.9445,407,0.97309,57,-2.1336,534,1.90827,128,-1.2650
ENSG00000197106,SLC6A17,16,-4.2993,407,0.54531,1700,3.85819,174,-0.9076,41,-3.5783
ENSG00000155366,RHOC,16,-4.4059,407,0.42075,1,-8.1568,186,-0.9215,510,1.67939
ENSG00000009307,CSDE1,16,-4.6388,407,0.15469,506,0.51815,396,0.12794,402,0.22433
ENSG00000163399,ATP1A1,16,-4.4393,407,0.38275,1015,2.10313,212,-0.7404,260,-0.5163
ENSG00000198162,MAN1A2,16,-3.8732,407,1.06123,28,-3.1112,258,0.31814,249,0.36668
ENSG00000092621,PHGDH,16,-3.1706,407,2.01002,1,-6.9318,229,1.08637,82,-1.0925
ENSG00000265972,TXNIP,16,-4.0398,407,0.85562,1,-7.7926,134,-1.0413,378,1.44619
ENSG00000159164,SV2A,16,-4.0602,407,0.83194,1152,3.08749,294,0.32262,17,-4.5903
ENSG00000266472,MRPS21,173,0.32257,407,1.89467,1,-7.0092,206,0.73220,72,-1.4650
ENSG00000143420,ENSA,16,-4.8983,407,-0.1363,1449,2.19254,289,-0.7473,383,-0.3559
ENSG00000143393,PI4KB,16,-3.3364,407,1.77152,444,1.95619,156,0.06910,44,-2.4024
ENSG00000159377,PSMB4,16,-4.0401,407,0.85541,392,0.79286,144,-0.9217,275,0.31587
ENSG00000197747,S100A10,16,-5.1954,407,-0.4621,1,-8.9303,84,-2.9916,1074,3.17568
ENSG00000197956,S100A6,16,-4.1839,407,0.68303,31,-3.2700,165,-0.8625,412,1.39239
ENSG00000189171,S100A13,16,-3.8214,407,1.12644,17,-3.7845,481,1.84777,123,-1.1807
ENSG00000160678,S100A1,16,-3.5391,407,1.49310,1,-7.2959,417,2.00597,75,-1.7335
ENSG00000143543,JTB,16,-3.4671,407,1.58962,1,-7.2245,270,1.00149,130,-0.5664
ENSG00000177954,RPS27,2390,-0.6558,407,-3.3014,1270,-1.6200,1880,-1.1272,6171,1.97879
ENSG00000143549,TPM3,383,0.13803,407,0.23648,442,0.37534,116,-1.8515,426,0.54068
ENSG00000160710,ADAR,16,-3.6764,407,1.31265,348,1.02728,254,0.55611,109,-1.2284
ENSG00000163346,PBXIP1,16,-3.4562,407,1.60496,36,-2.3062,323,1.44497,92,-1.2548
ENSG00000132718,SYT11,16,-5.6398,3891,3.49360,541,-0.4964,336,-1.3451,383,-1.4188
ENSG00000160781,PAQR6,36,-5.3839,407,-1.8601,412,-1.8426,401,-2.0259,2645,2.99546
ENSG00000125462,C1orf61,16,-5.0772,407,-0.3333,49,-3.4794,1529,2.88285,244,-1.5312
ENSG00000132702,HAPLN2,16,-3.8647,407,1.07239,1,-7.6183,114,-1.1079,325,1.31540
ENSG00000132692,BCAN,16,-4.2187,407,0.64101,1,-7.9703,724,2.27798,155,-1.2717
ENSG00000162706,CADM3,16,-3.9902,407,0.91676,1000,2.82140,234,-0.0172,59,-2.6650
ENSG00000177807,KCNJ10,16,-3.5202,407,1.51864,51,-1.8441,209,0.37876,162,-0.1377
ENSG00000162729,IGSF8,16,-3.4252,407,1.64807,1,-7.1820,212,0.54072,149,-0.1879
ENSG00000018625,ATP1A2,16,-4.7743,407,0.00199,1,-8.5228,1366,3.36935,125,-2.3349
ENSG00000162734,PEA15,240,-2.4193,3794,2.16911,1237,0.08939,856,-0.5592,889,-0.6510
ENSG00000143256,PFDN2,16,-3.9212,407,1.00168,430,1.10376,119,-1.1045,235,0.10560
ENSG00000158864,NDUFS2,16,-3.2252,407,1.93004,1,-6.9852,181,0.49970,118,-0.4123
ENSG00000143248,RGS5,16,-4.5946,407,0.20455,1,-8.3443,105,-2.0389,649,2.35421
ENSG00000143198,MGST3,16,-4.1610,407,0.70949,350,0.45323,281,0.10215,265,-0.0112
ENSG00000143153,ATP1B1,18,-5.3396,407,-0.7742,3284,3.28632,429,-0.7687,352,-1.3748
ENSG00000117523,PRRC2C,16,-5.3929,3898,4.18597,191,-1.8190,239,-1.6153,256,-1.8380
ENSG00000117592,PRDX6,16,-3.4776,407,1.57573,1,-7.2349,355,1.65844,90,-1.3221
ENSG00000234741,GAS5,16,-4.3665,407,0.46716,7,-5.5997,185,-0.8821,490,1.61269
ENSG00000116147,TNR,16,-3.5386,407,1.49414,137,-0.3749,356,1.55050,72,-1.8134
ENSG00000135821,GLUL,16,-6.0904,407,-1.4145,51,-4.4433,2867,2.58089,719,-0.7871
ENSG00000162704,ARPC5,16,-3.7102,407,1.26886,313,0.79478,147,-0.5003,181,-0.1864
ENSG00000118200,CAMSAP2,16,-3.7562,407,1.20986,824,2.73672,206,0.04569,38,-3.1194
ENSG00000116857,TMEM9,16,-3.7035,407,1.27650,651,2.24440,251,0.49251,43,-2.8581
ENSG00000159176,CSRP1,16,-5.0308,407,-0.2821,82,-2.6937,477,-0.0295,726,1.31321
ENSG00000198892,SHISA4,16,-3.3449,407,1.75899,67,-1.2724,242,0.94006,98,-0.9889
ENSG00000170075,GPR37L1,16,-4.0229,407,0.87522,1,-7.7770,540,1.77829,169,-0.8302
ENSG00000143862,ARL8A,16,-3.8111,407,1.13957,438,1.27559,77,-1.6832,217,0.09773
ENSG00000163531,NFASC,16,-4.0540,407,0.83915,444,0.99705,89,-1.7154,295,0.49563
ENSG00000184144,CNTN2,16,-4.8172,407,-0.0459,186,-1.2644,119,-2.0768,730,2.10372
ENSG00000117266,CDK18,290,0.66729,407,1.27366,1,-6.9965,55,-2.0699,235,0.53930
ENSG00000069275,NUCKS1,16,-5.2234,407,-0.4928,1373,1.60353,433,-0.4421,581,0.12567
ENSG00000117691,NENF,16,-5.0197,407,-0.2702,401,-0.2933,234,-1.2366,760,1.55501
ENSG00000143819,EPHX1,16,-3.4194,407,1.65537,1,-7.1773,312,1.42147,97,-1.1017
ENSG00000163041,H3F3A,16,-5.0539,407,-0.3075,133,-2.0068,359,-0.5645,790,1.63082
ENSG00000143799,PARP1,16,-3.2062,407,1.95715,41,-1.8431,164,0.33264,112,-0.4981
ENSG00000143772,ITPKB,16,-3.5106,407,1.52920,1,-7.2692,188,0.18917,183,0.19203
ENSG00000143761,ARF1,16,-4.7433,407,0.03693,1101,1.82946,246,-0.8420,390,-0.0458
ENSG00000143774,GUK1,687,-0.3473,407,-1.1602,698,-0.3234,861,0.01541,1042,0.56877
ENSG00000168159,RNF187,16,-5.3916,4004,4.32366,391,-0.7331,268,-1.4289,163,-2.5992
ENSG00000116574,RHOU,16,-3.4869,407,1.56130,42,-2.1255,71,-1.4564,225,0.89093
ENSG00000135744,AGT,16,-4.2636,407,0.58738,6,-5.6943,632,1.75854,219,-0.6255
ENSG00000119280,C1orf198,16,-3.9681,407,0.94373,117,-1.0811,97,-1.4817,341,1.21279
ENSG00000168264,IRF2BP2,375,-0.1466,407,-0.0156,209,-1.0547,138,-1.8217,607,1.25933
ENSG00000173726,TOMM20,16,-4.2692,407,0.58163,1048,2.45122,178,-0.8345,188,-0.9569
ENSG00000153187,HNRNPU,16,-4.2533,407,0.60063,588,1.25871,267,-0.1091,251,-0.2962
ENSG00000171863,RPS7,16,-5.7756,407,-1.0837,403,-1.0970,550,-0.6880,1345,1.80256
ENSG00000134313,KIDINS220,525,1.77129,407,1.27206,1,-7.4618,170,-0.2447,120,-1.0835
ENSG00000134308,YWHAQ,16,-4.5129,407,0.29808,591,0.94149,310,-0.1639,354,0.11702
ENSG00000163032,VSNL1,16,-4.8384,407,-0.0701,2859,4.56543,237,-1.0091,16,-5.4898
ENSG00000143878,RHOB,16,-5.1055,407,-0.3640,168,-1.7127,302,-0.9143,850,1.82711
ENSG00000084731,KIF3C,16,-3.3677,407,1.72714,279,1.01063,285,1.28195,29,-3.1212
ENSG00000084754,HADHA,16,-3.0097,407,2.25519,1,-6.7731,180,0.79514,75,-1.0521
ENSG00000084764,MAPRE3,16,-4.3869,407,0.44396,1706,3.64109,228,-0.5543,53,-3.2704
ENSG00000228474,OST4,16,-3.8991,407,1.02853,1,-7.6534,198,-0.2124,295,0.84749
ENSG00000213639,PPP1CB,269,-0.4946,407,0.16989,877,1.53260,275,-0.5152,299,-0.4891
ENSG00000138078,PREPL,16,-4.8904,407,-0.1277,2004,3.03118,337,-0.4776,215,-1.5252
ENSG00000116016,EPAS1,280,-0.8666,407,-0.2816,1,-8.7776,229,-1.2807,804,1.80927
ENSG00000143933,CALM2,135,-3.3636,407,-1.7360,3116,1.61478,998,-0.4057,1400,0.30799
ENSG00000179915,NRXN1,16,-3.5658,407,1.45646,660,2.49985,203,0.26193,25,-3.5300
ENSG00000115306,SPTBN1,365,-1.7158,3744,2.26500,814,-0.4914,796,-0.5894,864,-0.5915
ENSG00000115310,RTN4,16,-5.4454,407,-0.7322,2056,2.12959,615,-0.0907,526,-0.4954
ENSG00000143947,RPS27A,735,-1.6785,407,-2.5558,867,-1.4294,1177,-1.0620,3800,2.12181
ENSG00000115355,CCDC88A,16,-4.5115,407,0.29967,479,0.57760,185,-1.0465,444,0.80226
ENSG00000221823,PPP3R1,16,-3.7312,407,1.24134,1055,3.53413,114,-0.9550,19,-4.1682
ENSG00000115977,AAK1,16,-3.5320,407,1.50262,647,2.51177,151,-0.2449,45,-2.5897
ENSG00000169564,PCBP1,16,-4.1318,407,0.74444,291,0.18202,248,-0.0904,284,0.22953
ENSG00000124374,PAIP2B,16,-4.3407,407,0.49570,35,-3.2259,60,-2.6064,533,2.19911
ENSG00000144040,SFXN5,16,-3.0444,407,2.20089,1,-6.8077,311,2.15057,16,-3.6527
ENSG00000204843,DCTN1,16,-4.3874,407,0.44298,791,1.65458,146,-1.2959,323,0.10326
ENSG00000034510,TMSB10,1876,-1.1249,407,-3.3930,2311,-0.8050,1118,-2.0481,6947,2.34591
ENSG00000168906,MAT2A,16,-5.2903,4027,4.74415,230,-1.4406,146,-2.2644,165,-2.4650
ENSG00000172005,MAL,377,0.16700,407,0.29259,48,-2.9652,154,-1.3531,481,1.07621
ENSG00000135940,COX5B,16,-5.1095,407,-0.3691,440,-0.2433,564,0.18202,654,0.71590
ENSG00000158417,EIF5B,547,0.47540,407,-0.0143,655,0.78568,210,-1.1522,416,0.03602
ENSG00000071082,RPL31,914,-1.1719,407,-2.3834,640,-1.7093,1254,-0.7614,3232,1.85345
ENSG00000071054,MAP4K4,16,-5.0909,407,-0.3487,5,-6.6381,220,-1.4129,920,2.40268
ENSG00000188177,ZC3H6,16,-2.9157,407,2.40504,1,-6.6808,122,0.13650,88,-0.6020
ENSG00000155368,DBI,375,0.37649,407,0.51161,1,-8.0795,546,1.26017,203,-0.8842
ENSG00000136717,BIN1,16,-4.8699,407,-0.1046,742,0.90731,182,-1.4682,594,0.95563
ENSG00000152082,MZT2B,16,-4.9316,407,-0.1732,115,-2.1004,413,-0.1702,678,1.31310
ENSG00000136002,ARHGEF4,592,1.77596,407,1.05316,471,1.32721,152,-0.6466,49,-2.8291
ENSG00000152102,FAM168B,16,-4.0876,407,0.79699,699,1.82190,158,-0.8193,210,-0.4556
ENSG00000115762,PLEKHB2,16,-6.0601,7696,5.67248,618,-0.7428,113,-3.4458,86,-4.3139
ENSG00000173272,MZT2A,16,-3.7053,407,1.27512,1,-7.4601,185,-0.0875,239,0.58599
ENSG00000144224,UBXN4,16,-3.6944,407,1.28823,1,-7.4497,153,-0.4189,252,0.78614
ENSG00000169554,ZEB2,16,-4.8737,407,-0.1099,180,-1.3719,155,-1.7270,751,2.03619
ENSG00000168280,KIF5C,16,-5.0865,407,-0.3435,944,1.07178,431,-0.2848,577,0.37163
ENSG00000157827,FMNL2,16,-4.0063,407,0.89674,58,-2.1647,148,-0.8340,344,1.14093
ENSG00000136541,ERMN,16,-4.7386,407,0.04102,1,-8.3951,52,-3.2394,760,2.84323
ENSG00000144283,PKP4,16,-4.9046,407,-0.1433,493,0.16977,112,-2.2627,715,1.64684
ENSG00000136531,SCN2A,16,-4.2338,407,0.62397,1455,3.45138,310,0.19621,4,-6.6923
ENSG00000138398,PPIG,16,-3.3029,407,1.81857,1,-7.0618,181,0.39490,135,-0.2182
ENSG00000077380,DYNC1I2,16,-4.3341,407,0.50573,331,0.16245,166,-1.0185,402,0.88757
ENSG00000091428,RAPGEF4,16,-4.5468,407,0.25925,381,0.15281,216,-0.8321,472,0.93244
ENSG00000128656,CHN1,16,-6.0155,407,-1.3358,6488,4.60006,798,-0.3313,29,-5.8296
ENSG00000170144,HNRNPA3,16,-3.9050,407,1.02172,356,0.78645,178,-0.4092,218,-0.0559
ENSG00000061676,NCKAP1,16,-3.9837,407,0.92519,971,2.75579,234,-0.0079,64,-2.5351
ENSG00000115524,SF3B1,16,-5.3990,4014,4.31050,345,-0.9339,101,-2.9409,263,-1.7973
ENSG00000144381,HSPD1,16,-3.6090,407,1.39955,260,0.59519,183,0.01445,147,-0.5139
ENSG00000115993,TRAK2,16,-4.0326,407,0.86504,70,-1.9195,72,-2.0121,389,1.60556
ENSG00000138443,ABI2,16,-3.8659,407,1.07113,939,2.88442,147,-0.6915,74,-2.1447
ENSG00000114942,EEF1B2,573,-0.1497,407,-0.6916,365,-0.8605,323,-1.1463,918,1.20342
ENSG00000078018,MAP2,16,-6.4425,7515,3.88188,2530,1.15941,581,-1.3576,92,-4.6081
ENSG00000197756,RPL37A,2602,-1.0120,407,-3.7617,1290,-2.0680,2597,-1.1151,8772,2.20769
ENSG00000127838,PNKD,16,-3.4059,407,1.67395,35,-2.2940,216,0.60395,134,-0.4114
ENSG00000171450,CDK5R2,16,-3.5341,407,1.49997,729,2.81713,160,-0.1448,21,-3.7973
ENSG00000144567,RETREG2,16,-3.7565,407,1.20819,576,1.89558,188,-0.1231,109,-1.3293
ENSG00000135924,DNAJB2,16,-5.0260,407,-0.2775,1686,2.33760,256,-1.0976,432,-0.2767
ENSG00000054356,PTPRN,16,-4.3769,407,0.45587,1616,3.47161,343,0.19947,13,-5.3207
ENSG00000135919,SERPINE2,16,-3.1593,407,2.02699,1,-6.9205,325,2.04020,32,-2.7330
ENSG00000187957,DNER,16,-4.0085,407,0.89480,576,1.54190,325,0.59321,127,-1.3756
ENSG00000135916,ITM2C,16,-5.2076,407,-0.4757,382,-0.5722,1319,2.00693,372,-0.8862
ENSG00000173692,PSMD1,16,-3.1531,407,2.03737,1,-6.9132,193,0.73430,97,-0.7403
ENSG00000115053,NCL,16,-4.0478,407,0.84679,4,-5.9116,207,-0.3130,343,1.02753
ENSG00000187514,PTMA,925,-1.3615,407,-2.5848,1654,-0.4668,681,-1.9613,3898,2.16399
ENSG00000115468,EFHD1,282,-1.6683,3921,3.14788,33,-4.8037,146,-2.8076,732,-0.3058
ENSG00000132329,RAMP1,16,-3.1620,407,2.02348,1,-6.9227,338,2.16138,26,-3.0660
ENSG00000172428,COPS9,16,-5.6799,3927,3.43003,103,-3.0226,699,-0.1517,348,-1.6434
ENSG00000063660,GPC1,16,-3.6523,407,1.34399,572,2.03510,241,0.48456,52,-2.4864
ENSG00000130294,KIF1A,16,-5.2917,407,-0.5667,2487,2.85839,559,-0.0708,300,-1.4240
ENSG00000168385,SEPTIN2,16,-4.4660,407,0.35185,1,-8.2160,281,-0.2796,492,1.31662
ENSG00000115694,STK25,16,-4.2531,407,0.60040,467,0.83988,221,-0.4472,305,0.19536
ENSG00000176720,BOK,16,-4.0266,407,0.87248,23,-3.5000,54,-2.4481,407,1.87230
ENSG00000134108,ARL8B,16,-3.5549,407,1.47084,524,1.98996,130,-0.5292,92,-1.3800
ENSG00000241553,ARPC4,16,-3.9893,407,0.91763,735,2.07503,187,-0.4181,149,-1.0405
ENSG00000254999,BRK1,16,-3.6309,407,1.37177,1,-7.3858,210,0.24154,205,0.27775
ENSG00000157087,ATP2B2,16,-3.9777,407,0.93246,1277,3.61101,196,-0.3213,4,-6.4473
ENSG00000157103,SLC6A1,16,-3.8721,407,1.06301,1,-7.6259,419,1.37947,175,-0.5242
ENSG00000157152,SYN2,16,-3.9404,407,0.97773,1254,3.63725,129,-0.9908,30,-3.6472
ENSG00000144713,RPL32,844,-2.0130,407,-3.0894,980,-1.7914,1455,-1.3070,5745,2.48158
ENSG00000144711,IQSEC1,16,-3.7354,407,1.23616,452,1.43589,128,-0.7707,164,-0.4641
ENSG00000163517,HDAC11,16,-3.7919,407,1.16405,31,-2.8390,130,-0.8106,286,0.99762
ENSG00000225733,FGD5-AS1,16,-3.4431,407,1.62294,178,0.14702,200,0.40115,115,-0.7979
ENSG00000174748,RPL15,16,-6.3043,407,-1.6369,791,-0.6228,787,-0.7018,1936,1.79589
ENSG00000163539,CLASP2,16,-3.8764,407,1.05727,417,1.10123,151,-0.6525,207,-0.1445
ENSG00000168028,RPSA,323,-1.7318,407,-1.3839,838,-0.2660,504,-1.1610,1582,1.61768
ENSG00000168314,MOBP,1274,-0.8295,407,-2.5439,577,-2.0275,257,-3.3918,4156,2.90585
ENSG00000188846,RPL14,16,-5.7415,407,-1.0474,478,-0.7981,548,-0.6544,1284,1.68412
ENSG00000168036,CTNNB1,16,-4.0289,407,0.86875,219,-0.1689,295,0.36774,239,-0.0427
ENSG00000187094,CCK,16,-4.0957,407,0.78826,895,2.35686,441,1.13254,22,-4.2750
ENSG00000114853,ZBTB47,16,-3.5866,407,1.43005,231,0.41886,98,-1.0466,191,0.16629
ENSG00000010282,HHATL,16,-3.4982,407,1.54725,1,-7.1700,156,-0.1458,196,0.41066
ENSG00000181061,HIGD1A,16,-4.5585,407,0.24578,741,1.29735,187,-1.0847,403,0.39062
ENSG00000114646,CSPG5,16,-3.6272,407,1.37616,252,0.52212,317,1.11702,87,-1.5877
ENSG00000047849,MAP4,302,-1.3702,876,0.30492,581,-0.3608,431,-0.9131,982,0.90490
ENSG00000164050,PLXNB1,16,-4.2093,407,0.65167,1,-7.4897,296,0.13584,365,0.84422
ENSG00000232112,TMA7,1310,1.29646,407,-0.6676,124,-2.4492,576,-0.1351,646,0.10984
ENSG00000164054,SHISA5,16,-3.5245,407,1.51127,1,-7.2815,215,0.42978,173,0.01975
ENSG00000010256,UQCRC1,16,-3.7852,407,1.17170,573,1.84347,218,0.11547,104,-1.4602
ENSG00000067560,RHOA,16,-4.5343,407,0.27363,199,-0.8618,376,0.16586,431,0.64811
ENSG00000176095,IP6K1,16,-3.3079,407,1.81164,445,2.00033,180,0.37334,26,-3.2204
ENSG00000164076,CAMKV,16,-3.9599,407,0.95463,1291,3.69830,168,-0.5704,8,-5.5354
ENSG00000114353,GNAI2,16,-5.7482,3941,3.28710,25,-5.1086,304,-1.6206,644,-0.5114
ENSG00000012171,SEMA3B,16,-3.8386,407,1.10432,41,-2.5083,68,-1.8934,329,1.45345
ENSG00000090097,PCBP4,16,-3.5621,407,1.46194,1,-7.3187,138,-0.4395,221,0.66154
