Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to8,Feature log2 fold change topic 3to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000197696,NMB,16,0.47984,11,-0.2297,14,0.31692,10,-0.2417
ENSG00000140612,SEC11A,30,0.03817,19,-1.0567,76,1.60120,34,0.28468
ENSG00000166716,ZNF592,11,-0.3253,13,-0.0705,31,1.32526,10,-0.5159
ENSG00000073417,PDE8A,17,0.87702,4,-2.0238,39,2.23628,10,-0.1250
ENSG00000170776,AKAP13,39,0.33214,23,-0.7917,95,1.83024,24,-0.5217
ENSG00000140538,NTRK3,78,-0.3215,124,0.95241,51,-0.9399,59,-0.8343
ENSG00000259494,MRPL46,24,-0.0676,25,-0.0387,22,-0.1883,27,0.16885
ENSG00000181991,MRPS11,51,-0.4509,82,0.64252,53,-0.3603,53,-0.4450
ENSG00000140545,MFGE8,17,-0.8922,19,-1.0491,87,1.82669,39,0.58332
ENSG00000140526,ABHD2,91,0.00472,92,0.03295,148,0.78351,70,-0.4896
ENSG00000140521,POLG,22,0.11515,24,0.44877,13,-0.6396,15,-0.5100
ENSG00000166823,MESP1,52,-0.8173,122,1.30647,30,-1.5984,54,-0.8416
ENSG00000157823,AP3S2,66,0.83024,35,-0.4420,27,-0.6384,43,0.06481
ENSG00000242498,ARPIN,17,0.59355,9,-0.8419,21,0.81012,14,0.16891
ENSG00000259291,ZNF710-AS1,31,0.24502,21,-0.6426,14,-1.0027,40,0.84526
ENSG00000182054,IDH2,49,-0.4617,66,0.10135,32,-1.0449,80,0.45374
ENSG00000185033,SEMA4B,17,0.55763,11,-0.3135,11,-0.1128,12,-0.0065
ENSG00000185043,CIB1,23,-1.0518,50,0.34506,68,0.64955,41,-0.1771
ENSG00000182768,NGRN,449,0.26213,416,0.22142,331,-0.2420,304,-0.4434
ENSG00000140575,IQGAP1,10,-0.4591,8,-1.2280,63,2.79879,10,-0.5414
ENSG00000140577,CRTC3,21,0.87886,12,-0.3105,14,0.13269,10,-0.4689
ENSG00000140564,FURIN,19,-0.6294,31,0.28910,55,1.04627,20,-0.6270
ENSG00000196547,MAN2A2,42,0.07868,43,0.26923,40,0.00211,31,-0.4545
ENSG00000184508,HDDC3,20,-0.2392,25,0.18904,35,0.67307,18,-0.4531
ENSG00000140553,UNC45A,22,0.20531,20,0.10272,33,0.86433,11,-0.8857
ENSG00000184056,VPS33B,12,-0.3613,21,1.11849,10,-0.5642,7,-1.2529
ENSG00000185518,SV2B,301,0.22465,344,0.88593,154,-0.8353,120,-1.3844
ENSG00000176463,SLCO3A1,34,1.14921,16,-0.3688,26,0.59294,10,-1.0861
ENSG00000185442,FAM174B,22,0.05233,25,0.43047,19,-0.1603,15,-0.6128
ENSG00000272888,LINC01578,95,0.20290,73,-0.3956,134,0.73813,84,-0.0051
ENSG00000173575,CHD2,88,0.60678,39,-1.1382,121,1.07419,74,0.31756
ENSG00000182175,RGMA,20,1.35628,3,-2.5024,18,0.99770,14,0.74050
ENSG00000185551,NR2F2,69,0.45920,51,-0.1029,47,-0.1948,48,-0.1696
ENSG00000140443,IGF1R,29,0.47533,25,0.28543,16,-0.5000,15,-0.6747
ENSG00000182253,SYNM,40,-0.4612,64,0.56230,90,0.83184,29,-1.0622
ENSG00000168904,LRRC28,8,-0.4343,14,0.92810,9,-0.2558,6,-0.9768
ENSG00000068305,MEF2A,56,-0.8132,130,1.28577,49,-0.9637,53,-0.9850
ENSG00000140471,LINS1,10,0.08545,8,-0.3616,18,1.00308,9,-0.1325
ENSG00000131873,CHSY1,12,-0.5649,10,-1.3330,86,2.88346,13,-0.4581
ENSG00000131871,SELENOS,31,-0.2678,29,-0.5843,91,1.51772,37,0.00703
ENSG00000131876,SNRPA1,22,-0.4608,35,0.65554,21,-0.4536,23,-0.4223
ENSG00000184277,TM2D3,133,0.22477,148,0.76308,81,-0.5721,58,-1.2396
ENSG00000185418,TARSL2,28,0.16311,27,0.14503,21,-0.2758,23,-0.2236
ENSG00000161980,POLR3K,30,-0.4091,49,0.77876,31,-0.3384,26,-0.6999
ENSG00000161981,SNRNP25,79,-0.2767,102,0.26690,62,-0.6389,96,0.05352
ENSG00000103152,MPG,42,-0.4960,75,0.92236,44,-0.4107,36,-0.8376
ENSG00000103148,NPRL3,22,-0.0790,24,0.12106,28,0.31887,20,-0.2579
ENSG00000188536,HBA2,15,-5.5998,3,-8.5666,7150,8.79886,42,-4.2373
ENSG00000206172,HBA1,18,-3.9675,2,-7.3838,2752,8.19085,16,-4.2090
ENSG00000086506,HBQ1,16,-0.5695,31,1.22639,8,-1.5110,13,-0.9204
ENSG00000007392,LUC7L,33,-0.0131,39,0.50029,21,-0.6965,26,-0.4546
ENSG00000167930,FAM234A,15,-0.2002,16,-0.0955,32,1.01516,14,-0.2999
ENSG00000076344,RGS11,18,0.31612,13,-0.4318,19,0.34638,16,0.15964
ENSG00000242173,ARHGDIG,309,-0.1630,409,0.59312,224,-0.6440,261,-0.4872
ENSG00000185615,PDIA2,14,0.28484,16,0.93184,3,-1.8094,6,-1.2528
ENSG00000086504,MRPL28,107,0.07022,112,0.25641,75,-0.4953,91,-0.2278
ENSG00000129925,TMEM8A,11,-0.0377,13,0.46076,13,0.23861,7,-0.7978
ENSG00000103202,NME4,58,0.32575,37,-0.6297,77,0.76844,52,0.17125
ENSG00000242612,DECR2,8,-0.8494,19,1.10677,6,-1.3010,10,-0.5870
ENSG00000090565,RAB11FIP3,53,0.42987,36,-0.3750,49,0.24381,42,0.03981
ENSG00000007541,PIGQ,15,-0.7288,30,0.96485,13,-0.8526,17,-0.5719
ENSG00000197562,RAB40C,40,-0.4190,74,1.36108,14,-1.9646,26,-1.1919
ENSG00000130731,METTL26,135,-0.7949,290,0.97809,115,-0.9804,165,-0.5134
ENSG00000172366,MCRIP2,35,0.31175,24,-0.5355,39,0.42261,34,0.25271
ENSG00000140983,RHOT2,27,-0.2551,38,0.62566,36,0.22765,19,-0.8781
ENSG00000103269,RHBDL1,19,-0.7135,43,1.24977,10,-1.5878,19,-0.8292
ENSG00000103266,STUB1,150,-0.2886,210,0.53520,129,-0.4876,147,-0.3551
ENSG00000161999,JMJD8,20,-0.0236,22,0.26301,23,0.17464,16,-0.4414
ENSG00000127585,FBXL16,381,-0.4592,514,0.08021,278,-0.9014,625,0.44878
ENSG00000103260,METRN,132,-0.3038,91,-1.2931,241,0.67756,281,1.25938
ENSG00000103254,ANTKMT,62,-0.7972,136,1.02797,49,-1.1154,75,-0.5490
ENSG00000103253,HAGHL,31,0.26289,29,0.20550,17,-0.6728,23,-0.2666
ENSG00000103245,CIAO3,16,-0.1466,23,0.79109,10,-0.9234,12,-0.7284
ENSG00000007376,RPUSD1,13,-0.3756,21,0.89113,14,-0.2572,9,-0.9625
ENSG00000103227,LMF1,14,-0.0395,17,0.41606,12,-0.3288,12,-0.4330
ENSG00000260807,AC009041.2,46,0.38479,39,0.12673,31,-0.2738,30,-0.4055
ENSG00000005513,SOX8,62,1.12955,19,-1.3529,75,1.32193,31,-0.1657
ENSG00000103275,UBE2I,97,0.13348,104,0.44591,71,-0.3715,64,-0.6245
ENSG00000007516,BAIAP3,137,-0.2179,202,0.88811,91,-0.8131,96,-0.8632
ENSG00000007520,TSR3,56,-0.3311,71,0.10658,78,0.21103,68,-0.0064
ENSG00000090581,GNPTG,67,-0.3200,98,0.59057,61,-0.4516,65,-0.4272
ENSG00000059145,UNKL,20,0.78232,13,0.00949,10,-0.3188,9,-0.6572
ENSG00000174109,C16orf91,14,-0.7038,30,1.24347,12,-0.7972,11,-1.0596
ENSG00000103249,CLCN7,45,0.10908,52,0.67633,29,-0.5892,25,-0.9120
ENSG00000100726,TELO2,19,0.36210,18,0.51448,5,-1.6696,11,-0.6074
ENSG00000007545,CRAMP1,12,0.08593,14,0.70027,4,-1.4102,8,-0.6741
ENSG00000138834,MAPK8IP3,233,0.64147,177,0.24236,124,-0.4167,102,-0.8447
ENSG00000103024,NME3,83,0.17027,79,0.12196,82,0.12953,62,-0.3729
ENSG00000074071,MRPS34,88,0.10554,95,0.44492,53,-0.6862,64,-0.4794
ENSG00000162032,SPSB3,29,0.05397,29,0.04126,44,0.71722,21,-0.4985
ENSG00000095906,NUBP2,36,0.36527,27,-0.1953,26,-0.1825,30,0.03653
ENSG00000063854,HAGH,102,-0.4517,174,0.87915,72,-0.9599,96,-0.6028
ENSG00000180185,FAHD1,41,0.39700,33,0.00370,31,-0.0735,28,-0.3145
ENSG00000198736,MSRB1,9,-0.3785,9,-0.5050,26,1.34592,12,0.11764
ENSG00000140990,NDUFB10,167,-0.4572,229,0.11625,219,-0.0078,237,0.14849
ENSG00000140988,RPS2,453,-0.2388,435,-0.4799,1076,1.19118,554,0.11753
ENSG00000255198,SNHG9,42,-0.9393,75,0.01757,94,0.36803,89,0.34537
ENSG00000183751,TBL3,17,-0.2615,25,0.75782,13,-0.6667,14,-0.6573
ENSG00000127554,GFER,13,0.23589,11,-0.0054,13,0.23861,9,-0.2967
ENSG00000127561,SYNGR3,332,0.92938,217,0.24590,128,-0.6907,103,-1.1788
ENSG00000065054,SLC9A3R2,35,-0.0558,30,-0.5007,118,2.01803,22,-0.8568
ENSG00000065057,NTHL1,43,0.63129,26,-0.3516,35,0.24891,27,-0.1859
ENSG00000103197,TSC2,49,0.20107,45,0.09114,40,-0.1622,39,-0.2230
ENSG00000008710,PKD1,67,0.35891,62,0.38566,22,-1.3473,42,-0.4611
ENSG00000167964,RAB26,68,0.87876,43,0.09876,22,-0.9603,28,-0.7089
ENSG00000260260,SNHG19,30,0.38433,18,-0.7733,26,0.09031,33,0.59991
ENSG00000131653,TRAF7,22,0.58309,15,-0.1704,15,-0.0925,14,-0.2377
ENSG00000167971,CASKIN1,96,0.52427,59,-0.4836,56,-0.3737,84,0.32171
ENSG00000167965,MLST8,59,0.34313,51,0.13703,27,-0.8926,44,-0.1809
ENSG00000184207,PGP,122,-0.1115,169,0.87729,71,-0.9384,79,-0.9062
ENSG00000167967,E4F1,17,0.03344,20,0.60273,7,-1.2180,12,-0.5114
ENSG00000167969,ECI1,53,0.78896,23,-0.9983,44,0.39542,41,0.38164
ENSG00000205937,RNPS1,209,0.33466,195,0.36758,150,-0.2211,112,-0.7766
ENSG00000167972,ABCA3,57,-0.1952,79,0.71237,45,-0.5269,43,-0.6929
ENSG00000162065,TBC1D24,60,0.55873,45,0.08058,40,-0.1647,32,-0.5690
ENSG00000185883,ATP6V0C,1624,0.37605,1491,0.39331,962,-0.4825,867,-0.7532
ENSG00000162066,AMDHD2,8,-0.1442,9,0.00999,1,-2.4130,12,0.55179
ENSG00000140992,PDPK1,125,0.25999,117,0.24151,66,-0.7462,92,-0.2952
ENSG00000167978,SRRM2,136,0.71800,73,-0.5759,119,0.43095,88,-0.0640
ENSG00000103363,ELOB,454,-0.7435,826,0.47531,531,-0.4494,708,-0.0057
ENSG00000162076,FLYWCH2,35,-0.1293,43,0.37768,41,0.11706,29,-0.5013
ENSG00000059122,FLYWCH1,34,0.26913,34,0.42708,21,-0.5177,20,-0.6760
ENSG00000162073,PAQR4,21,-0.0571,27,0.73653,16,-0.4791,13,-0.8882
ENSG00000006327,TNFRSF12A,10,-0.8607,3,-3.0721,137,4.37743,9,-1.0266
ENSG00000103145,HCFC1R1,282,0.62770,187,-0.1751,225,0.19206,159,-0.4135
ENSG00000085644,ZNF213,12,-0.1965,16,0.45417,13,-0.1167,11,-0.4514
ENSG00000006194,ZNF263,14,-0.4420,23,0.73676,21,0.19289,11,-0.8886
ENSG00000122390,NAA60,26,-0.5495,42,0.52450,37,0.05261,29,-0.3817
ENSG00000103351,CLUAP1,32,0.55266,21,-0.2632,24,-0.0010,22,-0.1147
ENSG00000126602,TRAP1,62,-0.4518,107,0.93435,63,-0.3854,49,-0.9075
ENSG00000005339,CREBBP,52,0.41050,39,-0.1523,69,0.85034,29,-0.6466
ENSG00000162104,ADCY9,8,-0.7855,18,1.03708,5,-1.4464,10,-0.4938
ENSG00000217930,PAM16,43,-0.9198,97,0.88845,61,-0.3218,56,-0.5321
ENSG00000262246,CORO7,15,0.01872,18,0.46545,19,0.38612,9,-0.9706
ENSG00000168140,VASN,10,-0.4301,10,-0.5052,47,2.29756,7,-0.9341
ENSG00000103423,DNAJA3,33,-0.3182,51,0.81871,23,-0.8212,28,-0.6555
ENSG00000153406,NMRAL1,51,0.25419,45,0.04911,33,-0.4495,41,-0.1059
ENSG00000103415,HMOX2,75,-0.5035,129,0.82678,69,-0.5923,72,-0.6024
ENSG00000089486,CDIP1,240,0.55410,185,0.15588,144,-0.3093,125,-0.6255
ENSG00000153443,UBALD1,44,-0.2186,65,0.93110,36,-0.5049,27,-1.0683
ENSG00000102858,MGRN1,41,-0.0181,48,0.40395,29,-0.5490,35,-0.3524
ENSG00000168101,NUDT16L1,38,-0.7306,74,0.77633,47,-0.3553,46,-0.4631
ENSG00000067836,ROGDI,90,-0.0469,107,0.45992,69,-0.4598,73,-0.4442
ENSG00000140632,GLYR1,100,0.21198,100,0.36181,59,-0.6196,69,-0.4726
ENSG00000118900,UBN1,22,0.14474,22,0.23485,23,0.15440,15,-0.5405
ENSG00000118898,PPL,21,1.58619,7,-0.6930,8,-0.1616,6,-0.7285
ENSG00000103184,SEC14L5,14,0.38461,12,0.21787,15,0.48985,6,-1.0093
ENSG00000103174,NAGPA,17,-1.1914,57,1.84374,14,-1.4560,15,-1.5019
ENSG00000033011,ALG1,19,0.94478,11,-0.0177,6,-0.8345,8,-0.6360
ENSG00000153446,C16orf89,9,-0.8974,11,-0.8662,37,1.47916,21,0.67030
ENSG00000078328,RBFOX1,219,-0.2925,352,1.05733,130,-1.0620,148,-1.0045
ENSG00000183044,ABAT,240,0.85201,127,-0.4545,121,-0.3385,148,-0.0324
ENSG00000153048,CARHSP1,25,-0.0436,20,-0.6360,23,-0.1726,38,0.82534
ENSG00000187555,USP7,95,0.10559,107,0.57967,68,-0.4312,57,-0.8005
ENSG00000182831,C16orf72,26,-0.0252,30,0.40211,16,-0.7209,22,-0.2898
ENSG00000183454,GRIN2A,153,-0.2628,246,1.15127,85,-1.1332,91,-1.1859
ENSG00000166669,ATF7IP2,8,-2.5404,67,2.15465,27,-0.6473,15,-1.6618
ENSG00000166676,TVP23A,18,0.88994,10,-0.1172,9,-0.2699,8,-0.6046
ENSG00000182108,DEXI,55,0.26506,55,0.43990,25,-0.9587,35,-0.5456
ENSG00000038532,CLEC16A,21,0.59168,18,0.53481,7,-1.1172,8,-1.0756
ENSG00000189067,LITAF,34,-0.0089,11,-2.2901,175,3.01019,33,-0.0648
ENSG00000184602,SNN,78,-1.3768,250,1.11675,110,-0.7837,142,-0.4703
ENSG00000153066,TXNDC11,13,-0.0359,15,0.45758,18,0.47619,7,-0.9648
ENSG00000122299,ZC3H7A,19,-0.0035,19,0.01723,30,0.72387,15,-0.4137
ENSG00000171490,RSL1D1,84,0.13421,74,-0.1536,139,0.93691,62,-0.4297
ENSG00000103342,GSPT1,69,0.07696,63,-0.1251,89,0.46013,63,-0.1074
ENSG00000237515,SHISA9,60,0.35014,62,0.78794,17,-1.6031,26,-1.1002
ENSG00000186260,MRTFB,149,-0.8654,374,1.54504,89,-1.5672,127,-1.2021
ENSG00000262454,MIR193BHG,13,0.55889,8,-0.5414,2,-2.3537,14,0.67715
ENSG00000140694,PARN,22,-0.1728,28,0.45053,34,0.49330,15,-0.8243
ENSG00000103429,BFAR,21,0.07027,22,0.21628,24,0.25819,15,-0.4977
ENSG00000103512,NOMO1,47,-0.3744,81,1.10761,24,-1.3899,35,-0.9199
ENSG00000179889,PDXDC1,59,0.39281,51,0.25395,47,-0.0023,31,-0.7551
ENSG00000157045,NTAN1,22,-0.5465,25,-0.5068,55,0.96286,39,0.47067
ENSG00000085721,RRN3,20,0.05069,23,0.57608,17,-0.2070,12,-0.8412
ENSG00000156968,MPV17L,12,0.08805,12,0.00531,16,0.47627,10,-0.3135
ENSG00000166780,BMERB1,318,0.74826,223,0.16155,104,-1.0775,151,-0.6098
ENSG00000166783,MARF1,67,0.75762,33,-0.7092,68,0.71443,42,-0.0939
ENSG00000133393,FOPNL,31,0.26300,28,0.19617,12,-1.1580,25,-0.1309
ENSG00000103489,XYLT1,31,0.21932,29,0.21598,31,0.17558,20,-0.5961
ENSG00000134419,RPS15A,318,-0.5439,348,-0.6068,1033,1.42108,505,0.27373
ENSG00000170540,ARL6IP1,772,0.74368,502,-0.0610,380,-0.4669,406,-0.4331
ENSG00000157106,SMG1,25,-0.1595,31,0.42928,28,0.04808,20,-0.5222
ENSG00000167186,COQ7,13,-0.2135,17,0.45043,5,-1.4862,14,-0.0462
ENSG00000103528,SYT17,123,0.77931,93,0.45744,25,-1.7464,44,-1.0403
ENSG00000006007,GDE1,100,0.18643,102,0.38521,89,-0.0155,59,-0.7466
ENSG00000103540,CCP110,60,0.87809,34,-0.2619,40,0.10720,28,-0.5324
ENSG00000103544,VPS35L,35,-0.3026,47,0.40974,48,0.22649,32,-0.4715
ENSG00000103550,KNOP1,25,0.79864,12,-0.6769,13,-0.2398,18,0.26229
ENSG00000174628,IQCK,11,-0.1534,11,-0.2764,14,0.24032,14,0.35138
ENSG00000261195,AC027130.1,13,0.80159,1,-3.4662,26,1.81211,14,1.09884
ENSG00000167191,GPRC5B,203,0.53190,71,-1.7036,288,1.05633,231,0.88971
ENSG00000066654,THUMPD1,49,0.65658,36,0.20875,27,-0.3260,21,-0.8444
ENSG00000102897,LYRM1,41,-0.0350,48,0.43445,20,-1.0982,37,-0.2307
ENSG00000011638,TMEM159,11,-0.5879,23,1.28131,12,-0.4546,7,-1.4042
ENSG00000103316,CRYM,115,-1.3403,399,1.63887,81,-1.7852,152,-0.9847
ENSG00000197006,METTL9,93,-0.1155,114,0.41740,99,-0.0122,76,-0.5102
ENSG00000140740,UQCRC2,175,0.06037,192,0.39508,141,-0.2820,128,-0.5085
ENSG00000185716,MOSMO,65,0.79991,44,0.13456,35,-0.2595,24,-0.9420
ENSG00000103319,EEF2K,11,0.18989,10,0.02227,10,0.11421,9,-0.2343
ENSG00000058600,POLR3E,13,0.08394,13,0.26705,14,0.25383,9,-0.5914
ENSG00000140743,CDR2,6,-1.4222,19,0.84457,18,0.30125,11,-0.5304
ENSG00000122254,HS3ST2,75,4.03029,2,-3.8289,6,-1.5031,9,-1.0642
ENSG00000103404,USP31,15,0.27813,13,0.12064,5,-1.2660,12,-0.0193
ENSG00000168434,COG7,18,0.35013,15,-0.0121,14,-0.1189,13,-0.2267
ENSG00000103365,GGA2,24,0.17162,26,0.57784,19,-0.2186,12,-0.9764
ENSG00000103356,EARS2,16,0.33779,15,0.42449,13,-0.0065,7,-1.0076
ENSG00000103353,UBFD1,66,0.84086,41,-0.0406,17,-1.3649,35,-0.3334
ENSG00000004779,NDUFAB1,241,-0.2617,323,0.44190,177,-0.7092,256,-0.1715
ENSG00000166847,DCTN5,93,0.29721,89,0.40404,57,-0.4972,54,-0.6756
ENSG00000166501,PRKCB,1623,1.48834,258,-2.2726,439,-0.8288,1265,1.12172
ENSG00000006116,CACNG3,116,-0.7263,255,1.27254,90,-1.0583,103,-0.9974
ENSG00000122257,RBBP6,77,0.77300,46,-0.2486,55,0.15217,39,-0.4466
ENSG00000090905,TNRC6A,90,1.22036,36,-0.6850,39,-0.2841,43,-0.1649
ENSG00000205629,LCMT1,65,-0.0881,80,0.51403,64,-0.0934,48,-0.6521
ENSG00000182601,HS3ST4,38,1.89667,5,-2.2913,28,1.06883,14,-0.0514
ENSG00000169189,NSMCE1,41,0.14453,41,0.21043,42,0.14326,29,-0.4947
ENSG00000077235,GTF3C1,76,0.76880,50,0.01659,41,-0.2801,34,-0.6689
ENSG00000169181,GSG1L,9,-1.2675,28,1.19057,7,-1.5702,16,-0.4309
ENSG00000169180,XPO6,47,-0.1730,66,0.82595,51,-0.0308,26,-1.1796
ENSG00000188322,SBK1,16,-0.0414,18,0.29188,2,-3.0205,18,0.19218
ENSG00000188603,CLN3,19,0.95219,9,-0.5516,16,0.59114,8,-0.4606
ENSG00000176046,NUPR1,23,-0.4223,14,-1.6335,102,2.11125,41,0.65615
ENSG00000196502,SULT1A1,52,0.35499,46,0.21120,30,-0.5547,34,-0.4016
ENSG00000168488,ATXN2L,42,0.46799,39,0.68476,17,-0.9885,15,-1.2487
ENSG00000178952,TUFM,146,0.18090,144,0.27994,112,-0.2507,103,-0.4528
ENSG00000178188,SH2B1,40,0.36934,37,0.42735,19,-0.8248,22,-0.6786
ENSG00000176953,NFATC2IP,51,1.24377,25,-0.1279,27,0.06150,12,-1.3717
ENSG00000169682,SPNS1,13,-0.2888,18,0.38785,3,-2.1235,17,0.16519
ENSG00000183336,BOLA2,15,-0.3754,24,0.81372,13,-0.5596,12,-0.6929
ENSG00000103485,QPRT,39,1.63088,8,-1.6771,15,-0.1808,21,0.39710
ENSG00000079616,KIF22,27,-0.0905,28,-0.0099,27,-0.0869,30,0.11138
ENSG00000103495,MAZ,102,0.42495,83,0.08935,78,-0.0461,62,-0.4889
ENSG00000167371,PRRT2,253,0.54044,221,0.53170,93,-1.0685,106,-1.0100
ENSG00000280789,PAGR1,17,-0.2087,22,0.49697,19,-0.0150,14,-0.5576
ENSG00000103502,CDIPT,115,0.44690,98,0.26209,85,-0.0897,58,-0.7882
ENSG00000174938,SEZ6L2,548,0.93125,379,0.43126,158,-1.1304,145,-1.4333
ENSG00000174939,ASPHD1,78,-0.6236,137,0.59683,80,-0.5490,102,-0.2023
ENSG00000174943,KCTD13,35,-0.3304,54,0.75954,26,-0.7926,32,-0.5615
ENSG00000149932,TMEM219,120,0.11053,102,-0.2754,126,0.17598,125,0.19994
ENSG00000149930,TAOK2,30,-0.1631,36,0.27833,17,-1.0062,33,0.05389
ENSG00000149929,HIRIP3,25,0.10368,24,0.00854,18,-0.4140,25,0.05910
ENSG00000169592,INO80E,39,0.40613,29,-0.2130,28,-0.1805,32,0.02367
ENSG00000149927,DOC2A,159,-0.5177,309,1.32620,98,-1.2008,107,-1.2290
ENSG00000149926,TLCD3B,18,-0.4298,27,0.48689,14,-0.7541,22,-0.1098
ENSG00000149925,ALDOA,31,-1.2434,94,1.28792,46,-0.5608,41,-0.8660
ENSG00000149923,PPP4C,50,0.22384,44,0.01499,43,-0.0114,39,-0.1966
ENSG00000090238,YPEL3,291,0.00956,354,0.65843,181,-0.7201,194,-0.7236
ENSG00000102882,MAPK3,195,-0.3374,275,0.43976,174,-0.4904,216,-0.1832
ENSG00000102879,CORO1A,52,-1.1179,149,1.41866,82,-0.3476,49,-1.2734
ENSG00000169627,BOLA2B,18,-0.2993,24,0.27157,20,-0.0956,20,-0.1188
ENSG00000169217,CD2BP2,47,-0.1926,62,0.53724,34,-0.6747,43,-0.3690
ENSG00000169221,TBC1D10B,63,0.69596,40,-0.2134,48,0.18435,34,-0.4278
ENSG00000180035,ZNF48,15,0.49186,13,0.25895,7,-0.7259,8,-0.5674
ENSG00000179965,ZNF771,28,-0.3430,41,0.50365,11,-1.7616,35,0.00988
ENSG00000179958,DCTPP1,34,-0.4144,52,0.53019,41,-0.0975,35,-0.4118
ENSG00000179918,SEPHS2,49,-0.0922,64,0.69807,39,-0.4422,33,-0.8003
ENSG00000229809,ZNF688,9,-0.8589,20,0.71965,5,-1.5336,15,-0.0150
ENSG00000156858,PRR14,16,0.54592,12,0.06536,13,0.19413,8,-0.7183
ENSG00000156860,FBRS,11,-0.7143,18,0.27834,21,0.36240,16,-0.0889
ENSG00000080603,SRCAP,23,-0.0544,23,0.00515,29,0.33862,22,-0.1217
ENSG00000156873,PHKG2,19,-0.2246,29,0.94451,2,-3.3460,17,-0.5359
ENSG00000196118,CCDC189,18,0.39928,17,0.56603,2,-2.6079,10,-0.6051
ENSG00000103549,RNF40,35,0.19121,33,0.18273,33,0.07516,24,-0.4598
ENSG00000099385,BCL7C,34,0.64399,14,-1.3048,44,0.98287,31,0.50703
ENSG00000099364,FBXL19,24,-0.0077,25,0.05927,11,-1.1445,28,0.25312
ENSG00000099381,SETD1A,14,0.56057,11,0.14404,17,0.73016,5,-1.3416
ENSG00000099365,STX1B,234,0.74995,139,-0.2874,126,-0.3227,142,-0.1566
ENSG00000103496,STX4,36,-0.3261,38,-0.3575,87,1.13712,45,0.05656
ENSG00000167397,VKORC1,43,-0.0231,45,0.11947,72,0.81470,30,-0.6321
ENSG00000103507,BCKDK,32,-0.2796,45,0.48348,36,-0.0965,30,-0.4405
ENSG00000103510,KAT8,40,0.24772,39,0.35708,36,0.07161,22,-0.8145
ENSG00000089280,FUS,136,-0.1849,176,0.47805,190,0.36247,99,-0.7685
ENSG00000169900,PYDC1,2,-3.6887,34,1.12277,6,-2.1289,28,0.21568
ENSG00000140691,ARMC5,15,0.21411,14,0.21945,9,-0.5400,11,-0.2843
ENSG00000140688,C16orf58,50,-0.1212,66,0.64199,47,-0.2022,35,-0.7860
ENSG00000197302,ZNF720,13,0.08602,14,0.34772,5,-1.2195,11,-0.1799
ENSG00000069329,VPS35,247,0.25583,256,0.58081,178,-0.2887,118,-1.0501
ENSG00000155330,C16orf87,18,0.14967,17,0.02795,10,-0.8141,17,0.10886
ENSG00000166123,GPT2,42,-0.2315,41,-0.3964,52,0.11605,64,0.58304
ENSG00000069345,DNAJA2,103,0.02457,129,0.79069,67,-0.6434,58,-1.0069
ENSG00000171208,NETO2,69,1.47181,30,-0.1557,15,-1.1624,16,-1.1432
ENSG00000129636,ITFG1,287,0.61329,244,0.57796,123,-0.7723,95,-1.3399
ENSG00000102893,PHKB,54,1.13516,24,-0.5477,31,0.08772,23,-0.4106
ENSG00000102910,LONP2,71,0.17896,67,0.14513,85,0.45040,46,-0.6049
ENSG00000196470,SIAH1,25,0.43704,18,-0.1241,25,0.37066,16,-0.3859
ENSG00000102921,N4BP1,30,0.49361,24,0.14982,28,0.35417,13,-0.9149
ENSG00000205423,CNEP1R1,18,0.77135,12,0.02575,17,0.60728,5,-1.2977
ENSG00000121274,TENT4B,36,0.35977,34,0.41964,19,-0.6518,20,-0.7142
ENSG00000166164,BRD7,38,-0.4278,53,0.17339,60,0.29021,48,-0.0739
ENSG00000083799,CYLD,62,0.26526,57,0.17732,48,-0.1791,43,-0.4042
ENSG00000224578,HNRNPA1P48,15,0.38940,8,-0.9493,28,1.41199,12,0.04914
ENSG00000103460,TOX3,8,-1.2270,27,1.38464,12,-0.6427,10,-0.9960
ENSG00000177200,CHD9,71,1.03158,30,-0.7495,43,0.09225,41,-0.0116
ENSG00000103479,RBL2,23,0.55065,14,-0.5463,29,0.85191,15,-0.1908
ENSG00000166971,AKTIP,61,0.05910,59,-0.0009,47,-0.3474,62,0.08373
ENSG00000103494,RPGRIP1L,10,-0.5134,19,0.89862,4,-1.7765,11,-0.4115
ENSG00000140718,FTO,85,-0.0194,101,0.51093,55,-0.6706,66,-0.4739
ENSG00000087258,GNAO1,929,0.78136,629,0.11483,405,-0.6236,408,-0.7171
ENSG00000159461,AMFR,96,0.35443,84,0.21378,70,-0.1755,58,-0.5553
ENSG00000167005,NUDT21,140,0.71854,100,0.16386,50,-0.9727,68,-0.6051
ENSG00000087263,OGFOD1,34,0.25618,33,0.39029,20,-0.5771,21,-0.5780
ENSG00000125124,BBS2,33,0.01113,29,-0.3257,33,-0.0165,41,0.40360
ENSG00000087250,MT3,2993,-0.3995,3031,-0.5849,3576,-0.0903,5905,0.93764
ENSG00000125148,MT2A,446,-1.2581,388,-1.9853,5373,3.25271,991,0.05315
ENSG00000169715,MT1E,291,-0.3882,193,-1.4828,955,1.60993,567,0.91974
ENSG00000205364,MT1M,123,-0.6238,105,-1.2586,356,1.12755,304,1.14685
