cluster_sn,cluster_xenium,n_genes,cor,p_value,n_genes_fdr05,cor_fdr05,p_value_fdr05,FDR,FDR_fdr05
OPC.5,OPC.5_xWMuf,64,-0.1014194139194139,0.4242559776986539,NA,NA,NA,0.6207149288677131,NA
Oligo.1,Oligo.1_xGL,140,0.13767028930047454,0.10474592767232298,NA,NA,NA,0.24440716456875364,NA
Oligo.1,Oligo.1_xL5,142,0.21177054889970684,0.01152996353760987,NA,NA,NA,0.059470338246619334,NA
Oligo.1,Oligo.1_xL6,123,-0.20950329545601115,0.02019266011453005,NA,NA,NA,0.08603829092278022,NA
Oligo.1,Oligo.1_xLD_glia,133,0.11741871639750665,0.17807668499267662,NA,NA,NA,0.35982505421200633,NA
Oligo.1,Oligo.1_xVasc_adj,103,-0.2799609014629003,0.0043022688047380684,NA,NA,NA,0.031225736697630603,NA
Oligo.1,Oligo.1_xWMd,204,0.04260765702412167,0.5448081979838969,NA,NA,NA,0.7144723065297025,NA
Oligo.1,Oligo.1_xWMuf,186,0.15055597256735775,0.04033296627699674,NA,NA,NA,0.1299366892756463,NA
Oligo.2,Oligo.2_xGL,131,0.23856830192708056,0.006177302209337529,NA,NA,NA,0.039056491388069534,NA
Oligo.2,Oligo.2_xL5,99,-0.05570810142238714,0.5833276033792247,NA,NA,NA,0.7376271629827615,NA
Oligo.2,Oligo.2_xL6,100,0.1187998799879988,0.23866983725340937,NA,NA,NA,0.4455170295396975,NA
Oligo.2,Oligo.2_xLD_glia,123,0.12641395054881274,0.16333298745502908,NA,NA,NA,0.3371192790984655,NA
Oligo.2,Oligo.2_xVasc_adj,80,-0.28352086263478665,0.011043584628358402,NA,NA,NA,0.059470338246619334,NA
Oligo.2,Oligo.2_xWMd,184,0.20699466394405808,0.004883364440987486,NA,NA,NA,0.03199056610529476,NA
Oligo.2,Oligo.2_xWMuf,136,0.20773818043032294,0.015369456131381156,NA,NA,NA,0.07005612562210946,NA
Oligo.3,Oligo.3_xGL,196,0.12203938193785911,0.08837749841020795,52,0.33876888926833426,0.0144126774482929,0.21926569225823744,0.037061170581324604
Oligo.3,Oligo.3_xL1_inhib,169,0.22250012431007904,0.0037100130561528474,47,0.32701202590194267,0.025321065814460236,0.027967790730998386,0.05697239808253553
Oligo.3,Oligo.3_xL2,161,0.07991143317230273,0.3132594744114424,46,0.18569226025285226,0.21591007320899872,0.5293004912469199,0.3533073925238161
Oligo.3,Oligo.3_xL5,250,0.28603350453607257,4.727899200089517e-6,59,0.5296902396259499,2.1607315063014467e-5,2.058513059138938e-4,1.9076313410846765e-4
Oligo.3,Oligo.3_xL6,250,0.24455546488743818,9.804810840519353e-5,58,0.44747608354609497,4.887269971384454e-4,0.0013726735176727094,0.0017594171896984034
Oligo.3,Oligo.3_xLD_glia,257,0.2213240034838476,3.610414024929489e-4,60,0.4712975826618506,1.717589165622471e-4,0.00411403898201787,7.729151245301119e-4
Oligo.3,Oligo.3_xVasc_adj,200,0.28532513312832825,4.53451947553979e-5,51,0.5555656108597284,3.179385568474461e-5,0.00076856956024390485,1.9076313410846765e-4
Oligo.3,Oligo.3_xVasc_im,83,0.1827169304395281,0.098235795750379,28,0.029556650246305417,0.8815863991862568,0.2348075117935888,0.8815863991862568
Oligo.3,Oligo.3_xVasc_mural,64,-0.07358058608058608,0.5624931804419027,20,0.34135338345864663,0.1409795601950227,0.7224188723170628,0.2537632083510409
Oligo.3,Oligo.3_xWMd,264,-0.08709180911634458,0.15813938671275166,59,-0.0930450029222677,0.4823348322196437,0.3332830085559067,0.5788017986635724
Oligo.3,Oligo.3_xWMuf,266,0.27394020348730636,6.301570589200831e-6,61,0.5521946060285563,5.802221569989132e-6,2.058513059138938e-4,1.0443998825980437e-4
Oligo.4,Oligo.4_xGL,194,0.04514633915841116,0.5315973848297942,NA,NA,NA,0.7144723065297025,NA
Oligo.4,Oligo.4_xL1_inhib,137,0.09302835701084622,0.27921569608851293,NA,NA,NA,0.49302951741755435,NA
Oligo.4,Oligo.4_xL2,108,0.16183181380814923,0.09425536953924833,NA,NA,NA,0.22807472135423054,NA
Oligo.4,Oligo.4_xL5,201,-0.031557558740948725,0.65625322919449125,NA,NA,NA,0.7916982692184463,NA
Oligo.4,Oligo.4_xL6,196,-0.12345942672266096,0.0847145978592167,NA,NA,NA,0.21287257923598044,NA
Oligo.4,Oligo.4_xLD_glia,214,0.02628761047047335,0.7019652506287604,NA,NA,NA,0.804591749258696,NA
Oligo.4,Oligo.4_xVasc_adj,162,0.1177753220964744,0.1354312850364549,NA,NA,NA,0.29493924296827956,NA
Oligo.4,Oligo.4_xVasc_im,96,0.09350244167118828,0.3642450110389404,NA,NA,NA,0.5621419068002544,NA
Oligo.4,Oligo.4_xWMd,237,-0.1097890776134526,0.09171979461795586,NA,NA,NA,0.2247134968139919,NA
Oligo.4,Oligo.4_xWMuf,228,-0.04650811955730467,0.48440587383998673,NA,NA,NA,0.673358519664095,NA
Oligo.5,Oligo.5_xL5,103,0.22938540614154548,0.019953936941344858,NA,NA,NA,0.08603829092278022,NA
Oligo.5,Oligo.5_xL6,78,-0.06913339824732229,0.5467900305074254,NA,NA,NA,0.7144723065297025,NA
Oligo.5,Oligo.5_xLD_glia,93,-0.044940467309241734,0.6683077587487574,NA,NA,NA,0.7916982692184463,NA
Oligo.5,Oligo.5_xWMd,91,-0.2186016881669056,0.03755665971222651,NA,NA,NA,0.12730744036697583,NA
Oligo.5,Oligo.5_xWMuf,110,0.13374659062732458,0.1633996505834399,NA,NA,NA,0.3371192790984655,NA
Vasc.Endo,Vasc.Endo_xGL,92,0.04697686605119985,0.6560074044379525,NA,NA,NA,0.7916982692184463,NA
Vasc.Endo,Vasc.Endo_xL1_inhib,98,0.07917806297776843,0.43770118746596054,NA,NA,NA,0.6262002390023961,NA
Vasc.Endo,Vasc.Endo_xL2,96,-0.04180683667932718,0.6854022108366695,NA,NA,NA,0.7916982692184463,NA
Vasc.Endo,Vasc.Endo_xL5,102,-0.029612498657061597,0.7672966019266309,NA,NA,NA,0.8375857008121399,NA
Vasc.Endo,Vasc.Endo_xL6,96,-0.03570265870862724,0.7294078103445877,NA,NA,NA,0.8216317863651676,NA
Vasc.Endo,Vasc.Endo_xLD_glia,115,0.05354691075514875,0.5692685866992002,NA,NA,NA,0.724523655798982,NA
Vasc.Endo,Vasc.Endo_xVasc_adj,115,0.16266077487572006,0.08242980072761706,NA,NA,NA,0.20982131094302525,NA
Vasc.Endo,Vasc.Endo_xVasc_im,97,0.19040605933094887,0.061851287641051356,NA,NA,NA,0.18093809518874726,NA
Vasc.Endo,Vasc.Endo_xVasc_mural,114,0.3289645815192078,3.778199065118452e-4,NA,NA,NA,0.00411403898201787,NA
Vasc.Endo,Vasc.Endo_xWMd,93,0.19518963922294166,0.06091070277525701,NA,NA,NA,0.18088632945379354,NA
Vasc.Endo,Vasc.Endo_xWMuf,107,0.09220400086208587,0.3443236059551569,NA,NA,NA,0.5577473286546343,NA
Vasc.VLMC,Vasc.VLMC_xVasc_adj,83,0.1923932664455732,0.08146180811166195,NA,NA,NA,0.20982131094302525,NA
Vasc.VLMC,Vasc.VLMC_xVasc_im,118,0.14312739437365557,0.12196196746200703,NA,NA,NA,0.27476489221325723,NA
Vasc.VLMC,Vasc.VLMC_xVasc_mural,124,0.29329976396538165,9.909363684196403e-4,NA,NA,NA,0.00924873943858331,NA
Excit.L2,Excit.L2_xL1_inhib,191,0.021538302562689446,0.7672240048185398,NA,NA,NA,0.8375857008121399,NA
Excit.L2,Excit.L2_xL2,296,0.29798673866470476,2.004314513683883e-7,NA,NA,NA,3.928456446820411e-5,NA
Excit.L2,Excit.L2_xL5,278,0.12302490603301681,0.040439479825583796,NA,NA,NA,0.1299366892756463,NA
Excit.L2,Excit.L2_xL6,189,0.1611671021525445,0.026823097072168532,NA,NA,NA,0.1030848436499026,NA
Excit.L2,Excit.L2_xLD_glia,235,0.08692797766003682,0.18404603210856965,NA,NA,NA,0.3680920642171393,NA
Excit.L2,Excit.L2_xVasc_adj,197,0.29230353885901383,3.327614728319775e-5,NA,NA,NA,6.522124867506759e-4,NA
Excit.L2,Excit.L2_xWMuf,181,0.11535425900066784,0.12195179789274396,NA,NA,NA,0.27476489221325723,NA
Excit.L2_5.mix,Excit.L2_5.mix_xL2,198,-0.012736347481137422,0.8585342821263067,NA,NA,NA,0.8903318481309846,NA
Excit.L2_5.mix,Excit.L2_5.mix_xL5,252,0.11479997570418497,0.06888124796249108,NA,NA,NA,0.19286749429497502,NA
Excit.L2_5.mix,Excit.L2_5.mix_xL6,192,-0.08836095814231074,0.22272274782060944,NA,NA,NA,0.42382192789164513,NA
Excit.L2_5.mix,Excit.L2_5.mix_xLD_glia,214,0.021695834647091412,0.7521454408500737,NA,NA,NA,0.8375857008121399,NA
Excit.L2_5.mix,Excit.L2_5.mix_xVasc_adj,156,0.03251410598852555,0.6866770702404892,NA,NA,NA,0.7916982692184463,NA
Excit.L2_5.mix,Excit.L2_5.mix_xWMuf,191,-0.1362444888399008,0.06024517819675307,NA,NA,NA,0.18088632945379354,NA
Excit.L2_5.RELN,Excit.L2_5.RELN_xL1_inhib,171,-0.08156094751241992,0.2886088357902952,NA,NA,NA,0.500583416378221,NA
Excit.L2_5.RELN,Excit.L2_5.RELN_xL2,176,0.030644948272066916,0.6861167488052073,NA,NA,NA,0.7916982692184463,NA
Excit.L2_5.RELN,Excit.L2_5.RELN_xL5,181,-0.12124137372756157,0.10394963087828683,NA,NA,NA,0.24440716456875364,NA
Excit.L2_5.RELN,Excit.L2_5.RELN_xLD_glia,151,-0.0654757755315441,0.42400716259793875,NA,NA,NA,0.6207149288677131,NA
Excit.L5.RELN,Excit.L5.RELN_xL5,226,0.3006557249230049,4.655665255308187e-6,NA,NA,NA,2.058513059138938e-4,NA
Excit.L5.RELN,Excit.L5.RELN_xLD_glia,187,0.3152731236626428,1.2299979107709192e-5,NA,NA,NA,2.769938237756926e-4,NA
Excit.L5.RELN,Excit.L5.RELN_xVasc_adj,166,0.29090253228482793,1.527955815846068e-4,NA,NA,NA,0.001996528932705529,NA
Excit.L5.RELN,Excit.L5.RELN_xWMuf,163,0.1025155036826442,0.19264487125791216,NA,NA,NA,0.37758394766550785,NA
Excit.L5.RORB,Excit.L5.RORB_xL5,254,-0.01587728178943919,0.8010560499893097,NA,NA,NA,0.8532988358581778,NA
Excit.L5.RORB,Excit.L5.RORB_xL6,218,-0.26709404060650876,6.90584073271468e-5,NA,NA,NA,0.0010411882950862132,NA
Excit.L5.RORB,Excit.L5.RORB_xLD_glia,167,-0.1723360507899863,0.02605534681685008,NA,NA,NA,0.1030848436499026,NA
Excit.L5.RORB,Excit.L5.RORB_xWMuf,171,-0.225014999880001,0.003148885176027561,NA,NA,NA,0.02468725978005608,NA
Excit.L6.CT,Excit.L6.CT_xL6,196,0.1601734016527345,0.025017540909992624,NA,NA,NA,0.1030848436499026,NA
Excit.L6b,Excit.L6b_xL6,203,0.0684275758784224,0.3317257507947299,NA,NA,NA,0.5510020945403988,NA
Excit.L6b,Excit.L6b_xWMuf,148,-0.1713797073336863,0.03739168043788585,NA,NA,NA,0.12730744036697583,NA
Inhib.LAMP5_LHX6,Inhib.LAMP5_LHX6_xGL,145,-0.07988505747126436,0.3390954532369111,NA,NA,NA,0.5577473286546343,NA
Inhib.LAMP5_LHX6,Inhib.LAMP5_LHX6_xL1_inhib,183,0.01886459940629577,0.7997244656479149,NA,NA,NA,0.8532988358581778,NA
Inhib.LAMP5_LHX6,Inhib.LAMP5_LHX6_xL2,180,-0.09379713365638857,0.21020623691603219,NA,NA,NA,0.40792497460932975,NA
Inhib.LAMP5_LHX6,Inhib.LAMP5_LHX6_xL5,185,-0.0736780258519389,0.3186032867635967,NA,NA,NA,0.5337285829544014,NA
Inhib.LAMP5_LHX6,Inhib.LAMP5_LHX6_xL6,146,-0.20960928537688103,0.011229190442187249,NA,NA,NA,0.059470338246619334,NA
Inhib.LAMP5_LHX6,Inhib.LAMP5_LHX6_xLD_glia,170,0.03917782622236064,0.6116467058942807,NA,NA,NA,0.7684791945851219,NA
Inhib.LAMP5_LHX6,Inhib.LAMP5_LHX6_xWMuf,159,0.03342488655361834,0.6754374393083121,NA,NA,NA,0.7916982692184463,NA
Inhib.PVALB,Inhib.PVALB_xL1_inhib,151,0.074457999302893,0.36314677295298425,NA,NA,NA,0.5621419068002544,NA
Inhib.PVALB,Inhib.PVALB_xL2,173,0.055133476412754776,0.47086615386984526,NA,NA,NA,0.6592126154177833,NA
Inhib.PVALB,Inhib.PVALB_xL5,225,0.16572271386430681,0.012880529681403574,NA,NA,NA,0.06311459543887751,NA
Inhib.PVALB,Inhib.PVALB_xL6,172,-0.13715765418385323,0.07281373029692469,NA,NA,NA,0.20100691743939772,NA
Inhib.PVALB,Inhib.PVALB_xLD_glia,183,0.02486234364352682,0.7380881923176885,NA,NA,NA,0.8266587753958112,NA
Inhib.PVALB,Inhib.PVALB_xWMuf,172,-0.02174882022909134,0.7768211252750742,NA,NA,NA,0.8411985665962128,NA
Inhib.VIP,Inhib.VIP_xGL,169,0.17082691064591515,0.026485648808874062,NA,NA,NA,0.1030848436499026,NA
Inhib.VIP,Inhib.VIP_xL1_inhib,276,0.024956835661591587,0.6795713596689756,NA,NA,NA,0.7916982692184463,NA
Inhib.VIP,Inhib.VIP_xL2,273,-0.002263033231259938,0.97029377570114,NA,NA,NA,0.9806884452910051,NA
Inhib.VIP,Inhib.VIP_xL5,246,0.0012103429304969745,0.9849252843608873,NA,NA,NA,0.9849252843608873,NA
Inhib.VIP,Inhib.VIP_xL6,137,0.11266264677880036,0.18969584632642705,NA,NA,NA,0.37555945333312835,NA
Inhib.VIP,Inhib.VIP_xLD_glia,236,0.0024038307914930135,0.970681420339056,NA,NA,NA,0.9806884452910051,NA
Inhib.VIP,Inhib.VIP_xVasc_adj,156,-0.16667035450680406,0.03767260990451325,NA,NA,NA,0.12730744036697583,NA
Inhib.VIP,Inhib.VIP_xWMuf,182,-0.10625431085534337,0.15327782981686233,NA,NA,NA,0.32654842004461976,NA
Inhib.Chandelier,Inhib.Chandelier_xL5,130,-0.04209534474047167,0.6339852296687412,NA,NA,NA,0.7864626899688181,NA
Inhib.Chandelier,Inhib.Chandelier_xLD_glia,111,0.039759564759564756,0.6782029163054815,NA,NA,NA,0.7916982692184463,NA
Inhib.SST,Inhib.SST_xL2,142,0.26933659687630324,0.001234400263085717,NA,NA,NA,0.010080935481866688,NA
Inhib.SST,Inhib.SST_xL5,179,0.32151779549306386,1.2719104152965476e-5,NA,NA,NA,2.769938237756926e-4,NA
Inhib.SST,Inhib.SST_xL6,129,0.0065071556350626125,0.941598393983178,NA,NA,NA,0.9672281599307789,NA
Inhib.SST,Inhib.SST_xLD_glia,139,0.2124044863488091,0.012190486899864243,NA,NA,NA,0.06126501108649722,NA
Inhib.SST,Inhib.SST_xWMuf,142,-0.023158441797938353,0.7841755721977892,NA,NA,NA,0.8444967700591576,NA
