Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to11,Feature log2 fold change topic 4to11
ENSG00000116809,ZBTB17,23,0.34536,44,1.39172,15,-0.3774,16,-0.7821
ENSG00000185519,FAM131C,3,-2.1860,3,-2.3525,17,0.02915,19,1.28581
ENSG00000037637,FBXO42,16,0.10383,6,-1.4199,11,-0.4446,17,0.57140
ENSG00000055070,SZRD1,86,1.81815,12,-1.3233,26,-0.1948,25,-0.7055
ENSG00000157191,NECAP2,47,1.80099,1,-3.7192,13,-0.3223,15,-0.4581
ENSG00000058453,CROCC,23,0.74224,0,-4.1844,7,-1.1205,16,0.65129
ENSG00000159363,ATP13A2,55,-1.5054,171,0.22370,109,-0.4934,163,0.54111
ENSG00000117118,SDHB,67,-0.5415,103,0.12393,104,0.14851,96,0.07655
ENSG00000117115,PADI2,227,2.80696,21,-1.2801,45,-0.1378,32,-1.6147
ENSG00000179051,RCC2,20,0.34347,0,-4.3540,9,-0.8613,18,0.87629
ENSG00000074964,ARHGEF10L,25,0.55832,27,0.66570,15,-0.1977,16,-0.4931
ENSG00000117154,IGSF21,19,-1.7026,65,0.13327,31,-0.9822,67,0.80385
ENSG00000159423,ALDH4A1,27,-0.3866,1,-4.5764,45,0.43785,38,0.63480
ENSG00000127463,EMC1,31,-0.2673,80,1.27668,24,-0.6320,34,-0.4086
ENSG00000053372,MRTO4,29,-0.3752,8,-2.3022,35,-0.0833,41,0.79518
ENSG00000053371,AKR7A2,90,1.03807,10,-2.2655,68,0.56006,45,-0.3224
ENSG00000077549,CAPZB,225,0.13012,201,-0.0516,168,-0.3314,211,0.09203
ENSG00000173436,MICOS10,270,-0.4513,273,-0.4305,516,0.58201,363,0.03878
ENSG00000158747,NBL1,265,0.61302,155,-0.2446,128,-0.5403,181,-0.0152
ENSG00000169914,OTUD3,4,-1.7476,2,-2.5781,10,-0.6405,18,1.66627
ENSG00000162545,CAMK2N1,465,-1.8143,1226,-0.3481,1832,0.28822,1664,0.50245
ENSG00000090432,MUL1,13,-0.9796,1,-4.5878,27,0.06563,30,1.12003
ENSG00000158828,PINK1,212,-0.9408,299,-0.4149,393,0.01660,422,0.48646
ENSG00000244038,DDOST,33,-0.0402,77,1.34000,20,-0.8228,31,-0.4847
ENSG00000117245,KIF17,6,-1.4835,10,-0.8817,7,-1.2608,21,1.37834
ENSG00000189410,SH2D5,9,-2.1348,35,-0.0845,42,0.21487,40,0.47533
ENSG00000127483,HP1BP3,156,0.00647,106,-0.5897,114,-0.4849,166,0.40864
ENSG00000075151,EIF4G3,68,-0.7626,108,-0.0621,57,-1.0365,125,0.68107
ENSG00000117298,ECE1,63,2.29824,1,-3.7483,10,-0.8651,14,-0.7643
ENSG00000076864,RAP1GAP,35,-2.1635,131,-0.1658,82,-0.8857,169,1.03141
ENSG00000090686,USP48,42,-0.0665,94,1.24749,37,-0.2881,39,-0.5519
ENSG00000070831,CDC42,168,-0.2781,83,-1.3438,140,-0.5597,227,0.79598
ENSG00000173372,C1QA,221,2.96516,26,-0.8604,44,-0.0624,26,-1.8693
ENSG00000159189,C1QC,191,2.94566,22,-0.8820,36,-0.1546,23,-1.8161
ENSG00000173369,C1QB,329,2.64188,78,0.02022,92,0.27944,44,-1.9080
ENSG00000004487,KDM1A,40,-0.2723,29,-0.7537,49,0.05022,50,0.35868
ENSG00000169641,LUZP1,20,-0.9335,6,-2.6423,24,-0.6997,45,1.41200
ENSG00000125944,HNRNPR,111,0.09666,30,-1.8723,81,-0.4003,116,0.64320
ENSG00000125945,ZNF436,2,-3.2616,23,0.08970,8,-1.5704,26,1.21501
ENSG00000117318,ID3,769,6.16449,23,-1.8443,8,-3.3663,9,-4.8311
ENSG00000142676,RPL11,1392,1.26529,896,0.51139,737,0.19417,519,-0.9565
ENSG00000011007,ELOA,24,0.71439,0,-4.3147,10,-0.7109,17,0.55336
ENSG00000057757,PITHD1,62,-1.7580,157,-0.3606,133,-0.6107,227,0.95138
ENSG00000011009,LYPLA2,28,-0.8905,34,-0.5754,42,-0.2776,56,0.67435
ENSG00000117308,GALE,7,-1.4159,22,0.37045,11,-0.6620,19,0.49606
ENSG00000117305,HMGCL,35,0.69162,11,-1.1134,26,0.23751,22,-0.1140
ENSG00000179163,FUCA1,20,0.58010,0,-4.0614,11,-0.3191,15,0.49457
ENSG00000189266,PNRC2,85,0.56008,128,1.25847,45,-0.4418,50,-0.7704
ENSG00000188529,SRSF10,68,0.29036,31,-0.9288,44,-0.3875,60,0.32909
ENSG00000001461,NIPAL3,34,-0.7114,65,0.28914,35,-0.6789,58,0.36730
ENSG00000133226,SRRM1,86,1.07320,40,-0.1624,36,-0.3456,41,-0.3855
ENSG00000169504,CLIC4,141,2.70839,6,-2.3568,14,-1.2966,24,-1.1460
ENSG00000117614,SYF2,122,0.99429,81,0.32018,48,-0.5000,60,-0.4783
ENSG00000117616,RSRP1,66,-0.0359,90,0.47149,45,-0.6102,67,0.00440
ENSG00000183726,TMEM50A,94,0.08529,117,0.44733,59,-0.6388,88,-0.0255
ENSG00000204178,MACO1,21,-0.3979,31,0.25477,11,-1.3130,29,0.44629
ENSG00000117643,MAN1C1,50,0.16400,22,-1.1080,32,-0.5247,49,0.49573
ENSG00000162430,SELENON,80,0.86108,68,0.57716,38,-0.3529,42,-0.5608
ENSG00000117640,MTFR1L,60,-0.2682,60,-0.2810,72,0.00283,74,0.21819
ENSG00000117632,STMN1,338,-1.7345,726,-0.5847,680,-0.6854,1234,1.08497
ENSG00000158008,EXTL1,6,-3.0473,56,0.12665,35,-0.6197,59,0.85742
ENSG00000142684,ZNF593,36,0.10887,61,0.96066,33,-0.0485,30,-0.5119
ENSG00000142669,SH3BGRL3,240,-0.2832,379,0.44219,230,-0.3487,289,0.03195
ENSG00000158062,UBXN11,42,0.77803,10,-1.3703,23,-0.1850,26,0.06067
ENSG00000117682,DHDDS,14,-0.2937,7,-1.3639,16,-0.0542,18,0.57893
ENSG00000198830,HMGN2,329,1.33338,170,0.22026,160,0.12343,121,-0.8531
ENSG00000117713,ARID1A,57,0.05833,33,-0.7595,33,-0.7726,60,0.53696
ENSG00000204160,ZDHHC18,17,-0.7127,10,-1.5123,16,-0.7596,32,1.12002
ENSG00000142751,GPN2,9,-0.8568,1,-3.4773,15,-0.0530,18,1.09717
ENSG00000090273,NUDC,96,-0.8741,236,0.54057,162,-0.0674,170,0.05051
ENSG00000253368,TRNP1,20,-1.7924,42,-0.6522,50,-0.3879,75,0.98937
ENSG00000090020,SLC9A1,5,-2.2077,0,-4.9731,12,-1.0891,32,2.33336
ENSG00000142784,WDTC1,27,-0.3606,39,0.21306,27,-0.3470,35,0.17749
ENSG00000186501,TMEM222,59,-0.4290,72,-0.1296,81,0.06042,81,0.19063
ENSG00000158195,WASF2,84,2.06994,2,-3.4945,21,-0.2814,22,-0.7119
ENSG00000126705,AHDC1,34,-0.5226,3,-4.0428,33,-0.5882,57,1.28358
ENSG00000126709,IFI6,180,0.55415,172,0.47392,74,-0.8530,123,-0.2093
ENSG00000009780,FAM76A,9,-0.6536,10,-0.5926,10,-0.4824,16,0.68861
ENSG00000117758,STX12,78,-0.2215,90,0.00313,64,-0.5353,95,0.29078
ENSG00000117751,PPP1R8,23,-0.2863,35,0.36799,20,-0.5366,29,0.13490
ENSG00000117748,RPA2,69,0.35819,42,-0.4360,44,-0.3476,57,0.12935
ENSG00000126698,DNAJC8,142,0.20276,134,0.11280,123,-0.0209,122,-0.1268
ENSG00000130770,ATP5IF1,258,-1.1124,453,-0.2490,565,0.09962,570,0.42272
ENSG00000180098,TRNAU1AP,16,-0.1105,7,-1.3047,16,-0.0935,18,0.50191
ENSG00000120656,TAF12,20,0.25023,30,0.92308,14,-0.2943,15,-0.4650
ENSG00000198492,YTHDF2,34,-1.2548,66,-0.2567,40,-1.0258,89,0.93196
ENSG00000116350,SRSF4,54,0.26192,28,-0.7413,35,-0.4233,48,0.30463
ENSG00000116353,MECR,15,-1.2699,28,-0.3420,31,-0.1782,39,0.63840
ENSG00000162511,LAPTM5,158,1.65981,69,0.23550,86,0.60167,43,-1.2833
ENSG00000162512,SDC3,149,-0.5217,88,-1.3176,182,-0.2100,234,0.74097
ENSG00000134644,PUM1,60,-1.3404,123,-0.2512,87,-0.7822,165,0.86802
ENSG00000060688,SNRNP40,19,-0.0277,3,-2.4917,14,-0.4636,22,0.82783
ENSG00000121766,ZCCHC17,47,-1.4736,158,0.38161,109,-0.2169,132,0.33438
ENSG00000121769,FABP3,22,-2.6197,21,-2.7110,100,-0.3841,158,1.71967
ENSG00000162517,PEF1,51,-0.9127,39,-1.3162,64,-0.5670,107,1.06187
ENSG00000084636,COL16A1,95,1.34614,10,-2.1788,26,-0.7355,42,-0.0593
ENSG00000121753,ADGRB2,62,-2.2245,107,-1.4325,223,-0.3156,326,1.31417
ENSG00000184007,PTP4A2,180,0.08622,253,0.63938,101,-0.8106,167,-0.0857
ENSG00000121774,KHDRBS1,139,0.23292,115,-0.0711,104,-0.2204,120,0.01167
ENSG00000121775,TMEM39B,6,-1.5584,44,1.50084,8,-1.1269,17,-0.1733
ENSG00000025800,KPNA6,22,-0.9837,32,-0.3675,38,-0.1360,45,0.55382
ENSG00000084652,TXLNA,30,0.54019,0,-4.7384,18,-0.2154,23,0.49657
ENSG00000160050,CCDC28B,29,0.88962,3,-2.3522,35,1.16897,15,-0.5792
ENSG00000084623,EIF3I,93,-0.3793,128,0.12146,101,-0.2404,122,0.18890
ENSG00000175130,MARCKSL1,541,1.38341,140,-0.8129,305,0.40362,203,-0.6940
ENSG00000160058,BSDC1,52,-0.4635,64,-0.1564,62,-0.2017,75,0.32859
ENSG00000176261,ZBTB8OS,47,-0.2546,137,1.54956,50,-0.1390,46,-0.7516
ENSG00000162521,RBBP4,81,-0.0964,73,-0.2730,61,-0.5509,92,0.36214
ENSG00000162522,KIAA1522,8,-1.7976,12,-1.1911,35,0.42190,30,0.69514
ENSG00000134684,YARS,50,-0.9587,51,-0.9367,60,-0.6809,109,1.00655
ENSG00000116497,S100PBP,17,0.24257,12,-0.3203,12,-0.3674,15,0.15550
ENSG00000160097,FNDC5,22,0.31117,5,-1.9456,10,-0.9376,21,0.72138
ENSG00000121905,HPCA,21,-3.1598,149,-0.2665,157,-0.1825,202,0.88485
ENSG00000121900,TMEM54,60,0.20175,22,-1.3281,64,0.30380,55,0.15974
ENSG00000116514,RNF19B,24,0.37190,13,-0.5069,20,0.09842,19,-0.0311
ENSG00000004455,AK2,72,1.54982,5,-2.6535,30,0.09139,26,-0.4478
ENSG00000142920,AZIN2,29,0.45346,17,-0.3561,12,-0.8385,22,0.20193
ENSG00000160094,ZNF362,10,-0.8430,10,-0.8310,17,0.01517,19,0.60483
ENSG00000134686,PHC2,60,0.14471,45,-0.3190,55,0.00359,55,0.05767
ENSG00000163866,SMIM12,31,-1.0331,86,0.55362,27,-1.2510,66,0.45418
ENSG00000116544,DLGAP3,38,-0.9541,32,-1.2108,122,0.86805,74,0.20988
ENSG00000163867,ZMYM6,17,-0.3150,41,1.13397,11,-0.9985,20,-0.2065
ENSG00000116560,SFPQ,187,0.27730,121,-0.4148,105,-0.6251,165,0.25777
ENSG00000146463,ZMYM4,42,0.06225,37,-0.1262,41,0.05662,40,0.00036
ENSG00000142687,KIAA0319L,50,-0.3098,69,0.20028,37,-0.7700,64,0.30311
ENSG00000020129,NCDN,118,-2.5132,585,-0.1043,530,-0.2585,705,0.77784
ENSG00000126067,PSMB2,69,-0.6464,39,-1.4807,88,-0.2604,119,0.85531
ENSG00000142686,C1orf216,16,-2.7249,115,0.19770,71,-0.5635,115,0.76125
ENSG00000134698,AGO4,18,0.60423,0,-3.9643,19,0.68273,12,-0.0283
ENSG00000092847,AGO1,28,-0.0564,28,-0.0993,28,-0.1000,30,0.10572
ENSG00000126070,AGO3,9,-0.7819,0,-4.2675,14,-0.0942,18,1.13575
ENSG00000116863,ADPRHL2,24,0.04674,30,0.36476,16,-0.5731,24,0.01490
ENSG00000054116,TRAPPC3,37,-0.8328,87,0.49878,37,-0.8531,68,0.33290
ENSG00000116871,MAP7D1,101,-0.8341,93,-0.9653,169,-0.0358,193,0.67024
ENSG00000054118,THRAP3,60,0.19853,30,-0.8745,28,-0.9696,58,0.55588
ENSG00000196182,STK40,18,-0.1106,0,-4.5577,17,-0.2441,23,0.90500
ENSG00000181817,LSM10,38,-0.4290,20,-1.4274,69,0.48428,54,0.34690
ENSG00000116885,OSCP1,13,-0.8681,30,0.39948,17,-0.5219,25,0.29917
ENSG00000116898,MRPS15,48,-0.2308,29,-0.9934,50,-0.1712,60,0.51467
ENSG00000163873,GRIK3,0,-5.4938,2,-3.2535,3,-2.7813,31,3.76035
ENSG00000163875,MEAF6,40,-1.4763,64,-0.7911,67,-0.7109,125,1.12283
ENSG00000163877,SNIP1,10,-0.4388,2,-2.2750,9,-0.5053,15,1.03431
ENSG00000134697,GNL2,17,0.39480,0,-4.0405,12,-0.0372,14,0.48740
ENSG00000116922,C1orf109,13,-0.2852,33,1.23523,9,-0.8231,14,-0.3268
ENSG00000183317,EPHA10,6,-1.5417,0,-4.3713,13,-0.3106,20,1.56296
ENSG00000185090,MANEAL,12,-1.7697,8,-2.3383,27,-0.5905,48,1.59902
ENSG00000196449,YRDC,13,-0.2429,0,-4.2439,2,-2.5129,18,1.74867
ENSG00000197982,C1orf122,329,0.23264,328,0.22811,425,0.65331,256,-0.4958
ENSG00000183431,SF3A3,42,0.29477,18,-0.9710,27,-0.3786,37,0.33450
ENSG00000183520,UTP11,22,-0.4387,15,-0.9481,21,-0.5285,33,0.74525
ENSG00000116954,RRAGC,38,-0.1056,6,-2.7872,34,-0.3006,47,0.82794
ENSG00000174574,AKIRIN1,42,-1.1676,58,-0.6817,68,-0.4271,102,0.86715
ENSG00000168653,NDUFS5,387,-0.8416,554,-0.2884,771,0.23526,701,0.29701
ENSG00000127603,MACF1,192,0.64267,117,-0.1621,102,-0.3773,126,-0.1131
ENSG00000090621,PABPC4,84,0.59739,46,-0.3535,55,-0.0813,56,-0.1257
ENSG00000116983,HPCAL4,82,-2.2121,186,-0.9932,378,0.10779,405,0.91141
ENSG00000084072,PPIE,41,0.28060,24,-0.5543,30,-0.2117,35,0.15796
ENSG00000168389,MFSD2A,28,0.31482,51,1.32752,9,-1.3865,21,-0.5098
ENSG00000131236,CAP1,136,0.03772,109,-0.3074,101,-0.4361,140,0.27432
ENSG00000131238,PPT1,116,-0.0513,62,-1.0149,97,-0.3377,131,0.50963
ENSG00000259943,AL050341.2,16,-0.4899,59,1.64867,8,-1.4833,20,-0.4562
ENSG00000084073,ZMPSTE24,42,0.33749,5,-2.8212,12,-1.5408,39,0.98417
ENSG00000084070,SMAP2,42,-1.8896,208,0.56333,88,-0.8016,160,0.50272
ENSG00000117016,RIMS3,17,-2.2253,52,-0.5852,57,-0.4478,88,1.06796
ENSG00000066136,NFYC,18,-0.8840,1,-4.3839,21,-0.6661,40,1.52265
ENSG00000179862,CITED4,21,0.35045,12,-0.5008,15,-0.2396,17,0.11533
ENSG00000171793,CTPS1,5,-1.5243,4,-1.6575,14,0.05478,16,0.99434
ENSG00000010803,SCMH1,12,-0.4576,36,1.38302,20,0.39397,13,-0.7750
ENSG00000127124,HIVEP3,15,-0.8327,57,1.35407,10,-1.3806,25,-0.1493
ENSG00000198815,FOXJ3,30,-1.1047,68,0.13636,30,-1.1437,70,0.70745
ENSG00000177181,RIMKLA,6,-2.2601,15,-0.9280,19,-0.6341,34,1.31583
ENSG00000127125,PPCS,56,-0.4099,56,-0.4128,67,-0.1396,78,0.38510
ENSG00000171960,PPIH,20,0.36664,13,-0.2909,18,0.27003,15,-0.1745
ENSG00000065978,YBX1,350,1.79138,228,1.00862,105,-0.2539,84,-1.4266
ENSG00000164008,C1orf50,18,-0.3584,31,0.44524,16,-0.5852,24,0.13411
ENSG00000177868,SVBP,58,0.32160,18,-1.4772,62,0.41983,48,0.06595
ENSG00000117394,SLC2A1,186,2.06070,25,-1.2258,22,-1.4639,49,-0.6494
ENSG00000117395,EBNA1BP2,62,-0.5625,131,0.62953,77,-0.2290,88,-0.0237
ENSG00000066322,ELOVL1,90,2.70422,5,-2.0461,15,-0.4731,14,-1.3308
ENSG00000159479,MED8,24,0.42344,0,-4.5741,16,-0.2560,21,0.58767
ENSG00000178922,HYI,85,2.05062,24,-0.1400,30,0.22429,18,-1.3037
ENSG00000142949,PTPRF,80,-0.7612,90,-0.5826,113,-0.2276,145,0.61224
ENSG00000066135,KDM4A,15,0.07480,0,-4.1017,11,-0.4758,17,0.89143
ENSG00000126091,ST3GAL3,28,-0.6582,17,-1.4120,25,-0.8024,50,1.08708
ENSG00000117408,IPO13,59,-0.0307,52,-0.2314,59,-0.0418,62,0.12267
ENSG00000132768,DPH2,8,-1.0182,13,-0.3961,17,0.04677,18,0.48516
ENSG00000117410,ATP6V0B,197,-1.0203,169,-1.2520,247,-0.6751,448,1.13077
ENSG00000117411,B4GALT2,59,-0.4684,51,-0.6673,81,0.03560,85,0.41420
ENSG00000159214,CCDC24,13,-0.9583,3,-2.7560,27,0.16420,28,0.93166
ENSG00000178028,DMAP1,38,-0.4321,32,-0.7230,49,-0.0400,55,0.45533
ENSG00000117419,ERI3,132,-0.5678,195,0.04475,166,-0.2144,200,0.27934
ENSG00000187147,RNF220,72,-0.6353,46,-1.3011,76,-0.5419,124,0.93738
ENSG00000126106,TMEM53,12,-0.2360,25,0.87924,18,0.32024,13,-0.4877
ENSG00000142937,RPS8,2876,1.38272,1980,0.73161,1434,0.20155,952,-1.1393
ENSG00000070785,EIF2B3,23,-0.1928,15,-0.8440,12,-1.1976,30,0.82207
ENSG00000126107,HECTD3,10,-0.7931,8,-1.0592,12,-0.5519,19,0.93264
ENSG00000126088,UROD,82,0.29821,20,-1.8117,75,0.16167,71,0.26540
ENSG00000117450,PRDX1,741,1.19567,167,-1.1862,530,0.62265,317,-0.5967
ENSG00000117448,AKR1A1,65,0.20931,119,1.21317,51,-0.1755,49,-0.6668
ENSG00000132780,NASP,47,1.03934,3,-2.8912,25,0.01096,25,-0.0188
