Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to11,Feature log2 fold change topic 7to11
ENSG00000162441,LZIC,29,-0.1070,26,-0.2664,34,0.24810
ENSG00000130939,UBE4B,26,-0.6252,28,-0.3457,45,0.73370
ENSG00000054523,KIF1B,230,-0.1730,236,-0.0894,269,0.21028
ENSG00000142657,PGD,44,-0.4293,43,-0.3723,66,0.58503
ENSG00000241563,CORT,37,-1.5154,317,3.47885,21,-2.5981
ENSG00000160049,DFFA,31,0.12721,22,-0.4792,31,0.13732
ENSG00000142655,PEX14,24,-0.2594,27,-0.0297,30,0.25209
ENSG00000120948,TARDBP,51,-0.7905,113,0.75834,79,0.13871
ENSG00000116649,SRM,101,-0.0455,128,0.38228,95,-0.2083
ENSG00000171824,EXOSC10,24,0.10207,24,0.07456,21,-0.1423
ENSG00000198793,MTOR,41,-0.0223,47,0.21014,40,-0.1116
ENSG00000116661,FBXO2,271,0.48601,172,-0.4333,202,-0.2373
ENSG00000132879,FBXO44,148,-0.5913,229,0.28876,220,0.32948
ENSG00000116670,MAD2L2,22,-0.1318,30,0.43981,22,-0.1693
ENSG00000177000,MTHFR,17,-0.4157,29,0.61023,20,-0.0450
ENSG00000011021,CLCN6,39,-0.6443,65,0.34186,60,0.33538
ENSG00000116685,KIAA2013,26,-0.5488,35,0.01025,41,0.47250
ENSG00000083444,PLOD1,23,-0.4929,24,-0.3172,36,0.61013
ENSG00000116688,MFN2,67,-0.6031,96,0.13567,104,0.43877
ENSG00000116691,MIIP,15,-0.5198,16,-0.3175,25,0.63268
ENSG00000048707,VPS13D,34,-0.7773,37,-0.5115,67,0.93936
ENSG00000162496,DHRS3,24,0.93460,10,-0.7935,13,-0.5399
ENSG00000116731,PRDM2,54,-0.7191,75,-0.0226,94,0.62756
ENSG00000189337,KAZN,32,0.06265,14,-1.2946,38,0.51292
ENSG00000142634,EFHD2,71,-0.4040,22,-2.1386,123,1.15833
ENSG00000116138,DNAJC16,17,-0.7748,29,0.32562,29,0.44687
ENSG00000197312,DDI2,14,-0.8529,22,0.02852,28,0.69845
ENSG00000116786,PLEKHM2,119,0.69601,70,-0.4112,74,-0.4671
ENSG00000065526,SPEN,33,0.38819,19,-0.6088,27,-0.0559
ENSG00000116809,ZBTB17,17,-0.1365,14,-0.4217,20,0.35352
ENSG00000037637,FBXO42,13,-0.1656,15,0.11267,15,0.08258
ENSG00000055070,SZRD1,26,0.58793,22,0.14296,15,-0.6879
ENSG00000159363,ATP13A2,146,-0.0463,119,-0.3881,163,0.25501
ENSG00000117118,SDHB,84,-0.0640,99,0.24398,83,-0.0952
ENSG00000117115,PADI2,33,1.03136,8,-1.5825,19,-0.3690
ENSG00000117154,IGSF21,48,-0.7573,55,-0.3994,92,0.86713
ENSG00000159423,ALDH4A1,39,0.90787,25,-0.1650,19,-0.8432
ENSG00000127463,EMC1,20,-0.8431,29,-0.0273,38,0.72513
ENSG00000053372,MRTO4,28,-0.3685,36,0.14647,37,0.23866
ENSG00000053371,AKR7A2,42,0.14147,52,0.48053,33,-0.4634
ENSG00000077549,CAPZB,167,-0.1725,215,0.31384,177,-0.0432
ENSG00000173436,MICOS10,326,0.20369,314,0.08893,271,-0.2505
ENSG00000158747,NBL1,192,-0.0430,193,-0.0238,200,0.05416
ENSG00000169914,OTUD3,14,-0.2803,13,-0.2478,18,0.39232
ENSG00000162545,CAMK2N1,1760,0.16466,2179,0.52042,1326,-0.5180
ENSG00000090432,MUL1,17,-0.4369,13,-0.7960,27,0.78642
ENSG00000158828,PINK1,369,-0.2085,377,-0.1282,447,0.26384
ENSG00000244038,DDOST,19,-0.6298,38,0.66399,27,0.08908
ENSG00000117245,KIF17,15,-0.1476,17,0.11145,16,0.06716
ENSG00000189410,SH2D5,20,-0.6562,36,0.48625,30,0.24286
ENSG00000127483,HP1BP3,123,-0.4989,145,-0.1208,186,0.50822
ENSG00000075151,EIF4G3,94,-0.7258,145,0.14439,160,0.52944
ENSG00000117298,ECE1,20,0.13658,20,0.13689,17,-0.2155
ENSG00000076864,RAP1GAP,109,-0.6425,157,0.10469,175,0.48959
ENSG00000090686,USP48,30,-0.9012,75,0.86464,50,0.13393
ENSG00000070831,CDC42,144,-0.5581,232,0.39159,204,0.23242
ENSG00000173369,C1QB,28,1.46393,11,-0.6773,9,-1.2002
ENSG00000004487,KDM1A,44,-0.5996,60,0.06322,69,0.48125
ENSG00000169641,LUZP1,34,-0.5546,34,-0.4466,56,0.72710
ENSG00000125944,HNRNPR,95,-0.4068,148,0.46594,117,0.05462
ENSG00000125945,ZNF436,15,-0.7450,32,0.75387,22,0.10797
ENSG00000117318,ID3,25,2.44172,3,-1.9534,5,-1.8348
ENSG00000142676,RPL11,456,0.47704,335,-0.1903,324,-0.3581
ENSG00000057757,PITHD1,145,-0.6131,201,0.05860,231,0.49482
ENSG00000011009,LYPLA2,33,-0.3757,45,0.23333,42,0.18868
ENSG00000117308,GALE,17,-0.3769,24,0.26413,22,0.16938
ENSG00000117305,HMGCL,19,0.37224,10,-0.6749,16,-0.0110
ENSG00000189266,PNRC2,39,-0.1129,64,0.81449,34,-0.4845
ENSG00000188529,SRSF10,39,-0.4649,55,0.23463,54,0.26267
ENSG00000001461,NIPAL3,44,-0.4611,41,-0.5100,69,0.67964
ENSG00000133226,SRRM1,47,0.29054,41,-0.0086,37,-0.2759
ENSG00000117614,SYF2,57,0.16355,61,0.22816,47,-0.3026
ENSG00000117616,RSRP1,30,-0.9182,60,0.41680,57,0.48881
ENSG00000183726,TMEM50A,66,-0.4803,156,1.21486,67,-0.5101
ENSG00000204178,MACO1,25,-0.3183,30,0.04260,32,0.26008
ENSG00000117643,MAN1C1,32,-0.7975,80,0.98723,46,-0.0452
ENSG00000162430,SELENON,43,0.37579,38,0.05910,31,-0.4051
ENSG00000117640,MTFR1L,62,-0.1371,88,0.51583,61,-0.2207
ENSG00000117632,STMN1,1160,-0.5955,1280,-0.3172,1942,0.69467
ENSG00000158008,EXTL1,42,-0.4360,42,-0.3411,62,0.57476
ENSG00000142684,ZNF593,37,0.36714,15,-1.2456,34,0.20538
ENSG00000142669,SH3BGRL3,225,0.21415,177,-0.2583,201,-0.0574
ENSG00000158062,UBXN11,33,0.40507,9,-1.8116,31,0.31917
ENSG00000117682,DHDDS,13,-0.1378,15,0.02421,15,0.11198
ENSG00000198830,HMGN2,129,0.12889,158,0.45866,103,-0.4340
ENSG00000117713,ARID1A,55,-0.2131,54,-0.2055,68,0.31059
ENSG00000204160,ZDHHC18,20,-0.6757,48,0.97842,27,-0.1317
ENSG00000142751,GPN2,13,-0.3416,24,0.81599,14,-0.2739
ENSG00000090273,NUDC,180,-0.4774,302,0.54048,230,0.05920
ENSG00000253368,TRNP1,64,-0.0811,39,-0.8943,79,0.50883
ENSG00000090020,SLC9A1,20,-0.7825,31,0.10630,36,0.59693
ENSG00000142784,WDTC1,40,0.33298,30,-0.2151,32,-0.1979
ENSG00000186501,TMEM222,58,-0.3602,64,-0.1220,79,0.39232
ENSG00000158195,WASF2,22,0.60666,14,-0.3488,15,-0.4056
ENSG00000126705,AHDC1,38,-0.6079,53,0.07131,60,0.48288
ENSG00000126709,IFI6,102,0.03275,70,-0.6078,111,0.28513
ENSG00000009780,FAM76A,17,-0.0926,15,-0.3332,20,0.26973
ENSG00000117758,STX12,69,-0.5566,114,0.42595,97,0.20700
ENSG00000117751,PPP1R8,18,-0.4837,34,0.71171,22,-0.0669
ENSG00000117748,RPA2,35,-0.8964,86,0.87538,56,0.12165
ENSG00000126698,DNAJC8,109,-0.0317,118,0.11347,109,-0.0403
ENSG00000130770,ATP5IF1,502,-0.0005,541,0.13204,487,-0.0812
ENSG00000180098,TRNAU1AP,26,0.30839,25,0.14964,20,-0.3953
ENSG00000198492,YTHDF2,43,-1.1455,94,0.35339,98,0.69088
ENSG00000116350,SRSF4,34,-0.4738,32,-0.4519,53,0.66220
ENSG00000116353,MECR,27,-0.0650,20,-0.5624,31,0.35504
ENSG00000162511,LAPTM5,28,0.72003,20,-0.0706,15,-0.6907
ENSG00000162512,SDC3,109,-0.2394,164,0.55225,114,-0.1550
ENSG00000134644,PUM1,88,-1.0706,203,0.55446,178,0.49479
ENSG00000060688,SNRNP40,14,-0.1330,22,0.73957,13,-0.4017
ENSG00000121766,ZCCHC17,118,-0.1677,127,-0.0045,135,0.15609
ENSG00000121769,FABP3,98,-0.6560,148,0.18379,157,0.44987
ENSG00000162517,PEF1,76,-0.4731,120,0.41599,100,0.14580
ENSG00000084636,COL16A1,25,-0.2572,18,-0.7134,34,0.59453
ENSG00000121753,ADGRB2,212,-0.5366,376,0.58523,281,0.07439
ENSG00000184007,PTP4A2,128,0.18224,95,-0.3783,120,0.03554
ENSG00000121774,KHDRBS1,106,-0.1581,133,0.27824,113,-0.0320
ENSG00000121775,TMEM39B,13,-0.6140,31,1.07164,16,-0.2633
ENSG00000025800,KPNA6,35,-0.6548,58,0.34880,54,0.33879
ENSG00000084652,TXLNA,19,-0.3950,24,0.11071,25,0.28363
ENSG00000160050,CCDC28B,20,0.30805,13,-0.5088,18,-0.0230
ENSG00000084623,EIF3I,103,-0.0852,117,0.15459,106,-0.0170
ENSG00000175130,MARCKSL1,221,0.70628,125,-0.4827,139,-0.4413
ENSG00000160058,BSDC1,57,-0.2780,87,0.52272,62,-0.0984
ENSG00000176261,ZBTB8OS,31,-0.1178,36,0.15943,33,0.00964
ENSG00000162521,RBBP4,72,-0.4721,99,0.16689,101,0.31253
ENSG00000162522,KIAA1522,33,0.50547,23,-0.2303,23,-0.3649
ENSG00000134684,YARS,77,-0.6737,153,0.65957,112,0.12695
ENSG00000160097,FNDC5,27,-0.1920,22,-0.5367,35,0.45809
ENSG00000121905,HPCA,290,0.02939,266,-0.1231,291,0.04435
ENSG00000121900,TMEM54,71,0.03013,50,-0.5763,77,0.27348
ENSG00000116514,RNF19B,21,-0.3307,33,0.50726,24,-0.0407
ENSG00000004455,AK2,18,0.51827,8,-1.0234,15,-0.0184
ENSG00000142920,AZIN2,22,-0.7314,36,0.23864,37,0.47246
ENSG00000160094,ZNF362,21,-0.0130,13,-0.7617,24,0.39342
ENSG00000134686,PHC2,48,-0.3191,54,-0.0538,63,0.31803
ENSG00000163866,SMIM12,45,-0.5415,43,-0.5172,75,0.75053
ENSG00000116544,DLGAP3,71,0.03333,93,0.52898,60,-0.3931
ENSG00000116560,SFPQ,118,-0.2112,119,-0.1485,143,0.27758
ENSG00000146463,ZMYM4,25,-0.6372,62,1.12999,30,-0.2972
ENSG00000142687,KIAA0319L,59,-0.0867,60,-0.0180,63,0.09088
ENSG00000020129,NCDN,672,-0.4941,1392,0.94001,768,-0.2473
ENSG00000126067,PSMB2,89,-0.6228,140,0.27155,137,0.36603
ENSG00000142686,C1orf216,90,-0.4472,185,0.96621,98,-0.3102
ENSG00000092847,AGO1,22,-0.2352,17,-0.6199,30,0.53425
ENSG00000126070,AGO3,16,-0.1199,12,-0.5107,19,0.38116
ENSG00000116863,ADPRHL2,18,-0.4256,22,-0.0103,26,0.38302
ENSG00000054116,TRAPPC3,52,-0.2226,47,-0.3305,66,0.38486
ENSG00000116871,MAP7D1,187,0.03924,212,0.25423,170,-0.1994
ENSG00000054118,THRAP3,61,0.09914,47,-0.3791,61,0.11508
ENSG00000196182,STK40,15,-0.1365,11,-0.6732,19,0.46919
ENSG00000181817,LSM10,37,-0.1971,49,0.38043,39,-0.0674
ENSG00000116885,OSCP1,13,-0.9333,29,0.63863,23,0.33601
ENSG00000116898,MRPS15,43,-0.1483,53,0.23087,46,-0.0092
ENSG00000163873,GRIK3,15,-0.4934,11,-0.8426,25,0.85417
ENSG00000163875,MEAF6,78,-0.5934,122,0.29142,116,0.32940
ENSG00000183317,EPHA10,17,-0.3398,26,0.54337,19,-0.0596
ENSG00000185090,MANEAL,38,-0.1203,35,-0.2385,44,0.24540
ENSG00000197982,C1orf122,225,0.61259,116,-0.7031,160,-0.2406
ENSG00000183431,SF3A3,23,-1.0617,41,0.05245,53,0.83479
ENSG00000183520,UTP11,28,-0.1637,29,-0.0502,32,0.17934
ENSG00000116954,RRAGC,23,-0.9432,46,0.38504,45,0.52914
ENSG00000174574,AKIRIN1,56,-0.5788,84,0.22254,85,0.36346
ENSG00000168653,NDUFS5,727,0.09406,745,0.11664,655,-0.1613
ENSG00000127603,MACF1,94,0.05036,81,-0.2182,94,0.07733
ENSG00000090621,PABPC4,48,0.03938,54,0.21677,44,-0.1743
ENSG00000116983,HPCAL4,350,-0.1066,474,0.46732,337,-0.2129
ENSG00000084072,PPIE,39,0.13062,30,-0.3274,37,0.05906
ENSG00000131236,CAP1,103,-0.6469,157,0.20232,163,0.43071
ENSG00000131238,PPT1,99,-0.3531,163,0.61705,112,-0.1041
ENSG00000259943,AL050341.2,14,-0.7170,17,-0.3177,26,0.79252
ENSG00000084073,ZMPSTE24,17,-0.9380,32,0.25132,34,0.61730
ENSG00000084070,SMAP2,111,-0.4900,166,0.31925,151,0.22684
ENSG00000117016,RIMS3,120,-0.6587,98,-0.8705,227,1.00536
ENSG00000066136,NFYC,38,-0.3555,50,0.17185,49,0.21142
ENSG00000179862,CITED4,25,-0.2758,29,0.08513,30,0.19717
ENSG00000171793,CTPS1,16,0.26923,17,0.27906,12,-0.4444
ENSG00000127124,HIVEP3,20,-0.0574,14,-0.6310,24,0.37877
ENSG00000198815,FOXJ3,35,-0.9365,75,0.55701,64,0.39988
ENSG00000177181,RIMKLA,23,-0.3027,16,-0.7996,33,0.67075
ENSG00000127125,PPCS,53,-0.4024,76,0.33150,67,0.14545
ENSG00000171960,PPIH,15,0.18776,11,-0.3674,14,0.02477
ENSG00000065978,YBX1,87,0.92981,57,-0.0933,41,-0.9156
ENSG00000164008,C1orf50,21,0.17829,19,-0.0474,19,-0.1416
ENSG00000177868,SVBP,34,0.00760,34,0.00850,34,-0.0122
ENSG00000117394,SLC2A1,46,0.53917,35,-0.0793,30,-0.4889
ENSG00000117395,EBNA1BP2,89,0.01465,86,-0.0611,90,0.02246
ENSG00000066322,ELOVL1,22,1.40802,6,-1.1025,8,-0.9346
ENSG00000159479,MED8,16,-0.5452,32,0.81135,20,-0.0963
ENSG00000178922,HYI,24,0.74373,10,-0.9107,16,-0.2900
ENSG00000142949,PTPRF,112,-0.4990,242,1.01652,125,-0.3102
ENSG00000066135,KDM4A,12,-0.3991,23,0.83280,13,-0.2375
ENSG00000126091,ST3GAL3,37,-0.5393,69,0.68074,48,0.00336
ENSG00000117408,IPO13,53,0.15836,59,0.32176,42,-0.3627
ENSG00000117410,ATP6V0B,292,-1.0142,655,0.56561,563,0.44784
ENSG00000117411,B4GALT2,72,0.17173,61,-0.1575,65,-0.0716
ENSG00000159214,CCDC24,23,0.27937,14,-0.5751,21,0.03568
ENSG00000178028,DMAP1,52,-0.0988,45,-0.3112,59,0.26397
ENSG00000117419,ERI3,140,-0.6029,234,0.40438,205,0.25929
ENSG00000187147,RNF220,95,-0.5138,114,-0.1053,144,0.51168
ENSG00000126106,TMEM53,12,-0.2538,24,1.03374,11,-0.5462
ENSG00000142937,RPS8,1011,0.57574,680,-0.2810,678,-0.4100
ENSG00000070785,EIF2B3,22,-0.2720,28,0.21890,26,0.10875
ENSG00000126107,HECTD3,12,-0.7202,27,0.78183,18,0.06665
ENSG00000126088,UROD,69,-0.2537,92,0.30873,78,0.03273
ENSG00000117450,PRDX1,288,-0.0540,305,0.05382,297,0.01749
ENSG00000117448,AKR1A1,46,0.06949,45,0.02440,43,-0.0802
ENSG00000132780,NASP,25,-0.1889,17,-0.8315,34,0.58226
ENSG00000159592,GPBP1L1,29,0.07004,11,-1.4694,34,0.55700
ENSG00000159596,TMEM69,13,-0.7262,26,0.63867,19,0.18350
ENSG00000086015,MAST2,25,-0.0411,30,0.23983,25,-0.1137
ENSG00000117461,PIK3R3,20,0.03738,16,-0.3354,20,0.15101
ENSG00000085998,POMGNT1,54,-0.2344,68,0.23787,61,0.06322
ENSG00000132128,LRRC41,40,-0.5792,68,0.46335,57,0.19850
ENSG00000173660,UQCRH,555,0.02833,458,-0.3114,579,0.14712
ENSG00000117480,FAAH,38,-0.2651,57,0.52981,41,-0.1151
ENSG00000079277,MKNK1,20,-0.4174,33,0.54298,24,0.00706
ENSG00000123472,ATPAF1,110,-0.3378,139,0.14059,139,0.21616
ENSG00000159658,EFCAB14,45,0.37470,36,-0.1077,34,-0.3012
ENSG00000186377,CYP4X1,14,-1.3839,34,0.30315,38,0.87923
ENSG00000162368,CMPK1,69,-0.2322,68,-0.2057,86,0.32762
ENSG00000162373,BEND5,17,-1.0569,28,-0.0254,38,0.88002
ENSG00000162374,ELAVL4,98,-0.8616,84,-0.9638,216,1.21027
ENSG00000185104,FAF1,33,-0.4069,55,0.57259,40,-0.0239
ENSG00000123091,RNF11,282,-0.8710,502,0.27046,523,0.55580
ENSG00000085832,EPS15,115,-0.5290,94,-0.7505,194,0.84592
ENSG00000078618,NRDC,51,-0.5189,60,-0.1477,79,0.53984
ENSG00000169213,RAB3B,38,-0.0495,12,-1.8527,51,0.76612
ENSG00000117862,TXNDC12,29,-0.1209,33,0.11827,31,0.03868
ENSG00000134717,BTF3L4,51,-0.7407,84,0.23946,87,0.47897
ENSG00000157077,ZFYVE9,29,-0.2557,22,-0.6753,40,0.57682
ENSG00000134748,PRPF38A,20,0.17755,15,-0.3265,19,0.01371
ENSG00000134744,TUT4,23,0.30315,17,-0.2843,19,-0.1307
ENSG00000162377,COA7,12,-0.6903,16,-0.0851,21,0.64192
ENSG00000162378,ZYG11B,114,-0.4448,134,-0.0853,164,0.44302
ENSG00000116171,SCP2,71,-0.1488,93,0.36529,73,-0.1005
ENSG00000162384,CZIB,51,-0.5317,87,0.51880,68,0.11988
ENSG00000162385,MAGOH,27,-0.5370,36,0.07768,41,0.42182
ENSG00000157193,LRP8,26,-0.3931,29,-0.1693,37,0.44679
ENSG00000058799,YIPF1,14,-0.6523,26,0.59038,20,0.16295
ENSG00000081870,HSPB11,38,0.09278,35,-0.0794,36,-0.0405
ENSG00000116209,TMEM59,153,-0.5256,239,0.36059,213,0.22764
ENSG00000116221,MRPL37,51,-0.4213,74,0.29917,67,0.18336
ENSG00000157216,SSBP3,153,-0.3232,134,-0.4753,214,0.54468
ENSG00000243725,TTC4,12,-0.5273,18,0.22738,18,0.31871
ENSG00000116133,DHCR24,80,-1.3197,229,0.69305,190,0.54913
ENSG00000162402,USP24,25,-0.0705,25,-0.0089,26,0.07056
ENSG00000162407,PLPP3,145,1.36789,101,0.24892,38,-1.7809
ENSG00000162409,PRKAA2,28,-0.9221,59,0.52553,51,0.41294
ENSG00000162601,MYSM1,15,-1.2956,39,0.45400,38,0.71576
ENSG00000177606,JUN,71,-0.4144,133,0.82336,79,-0.2164
ENSG00000134709,HOOK1,20,-0.7997,58,1.34096,25,-0.3660
ENSG00000162599,NFIA,75,1.02332,34,-0.6760,38,-0.6904
ENSG00000162604,TM2D1,44,-0.7259,93,0.75756,64,0.09048
ENSG00000162607,USP1,19,-0.6042,37,0.67651,26,0.05908
ENSG00000116641,DOCK7,25,0.07646,27,0.22528,22,-0.2156
ENSG00000125703,ATG4C,11,-0.7815,19,0.31338,18,0.46030
ENSG00000079739,PGM1,31,0.21530,25,-0.1825,27,-0.0999
ENSG00000158966,CACHD1,26,0.23162,21,-0.1871,22,-0.1133
ENSG00000162437,RAVER2,16,0.07967,15,-0.1334,16,0.00280
ENSG00000162434,JAK1,43,-0.7915,57,-0.1867,82,0.77899
ENSG00000162433,AK4,56,-0.1107,48,-0.3599,66,0.29961
ENSG00000116675,DNAJC6,237,-0.8138,390,0.18678,427,0.56886
ENSG00000213625,LEPROT,27,1.45825,16,-0.0493,7,-1.6285
ENSG00000184588,PDE4B,25,-1.2391,62,0.48725,59,0.65549
ENSG00000118473,SGIP1,69,-0.4271,103,0.35804,89,0.14801
ENSG00000198160,MIER1,20,-0.4107,31,0.47453,24,0.05174
ENSG00000142864,SERBP1,89,-0.4778,111,-0.0075,129,0.42494
ENSG00000116717,GADD45A,20,0.82724,1,-3.5267,15,0.13390
ENSG00000116729,WLS,60,0.26132,56,0.09444,47,-0.3114
ENSG00000033122,LRRC7,43,-0.8191,89,0.60669,71,0.27761
ENSG00000066557,LRRC40,14,-0.9096,45,1.28410,21,-0.2285
ENSG00000116754,SRSF11,119,0.10964,136,0.32443,100,-0.3164
ENSG00000118454,ANKRD13C,21,-0.7928,34,0.18945,37,0.55137
ENSG00000050628,PTGER3,13,-0.6212,30,0.95421,17,-0.1544
ENSG00000132485,ZRANB2,72,-0.2641,94,0.26252,83,0.07301
ENSG00000172260,NEGR1,172,-0.4034,181,-0.2387,247,0.49338
ENSG00000178965,ERICH3,64,-0.2476,92,0.45267,70,-0.0738
ENSG00000162623,TYW3,20,-0.0123,12,-0.8096,24,0.41218
ENSG00000117054,ACADM,33,-0.2902,40,0.10492,41,0.19750
ENSG00000137955,RABGGTB,32,-0.2618,20,-1.0016,46,0.71294
ENSG00000117069,ST6GALNAC5,31,-1.6923,135,1.10203,88,0.41780
ENSG00000142892,PIGK,23,-0.7220,42,0.43482,37,0.33063
ENSG00000154027,AK5,304,-0.9649,666,0.56382,567,0.41490
ENSG00000036549,AC118549.1,17,-0.1340,13,-0.5433,21,0.40899
ENSG00000077254,USP33,71,-0.7770,109,0.07911,128,0.60984
ENSG00000180488,MIGA1,52,-0.9738,104,0.37412,102,0.55848
ENSG00000162613,FUBP1,42,-0.5596,109,1.34177,43,-0.5650
ENSG00000162616,DNAJB4,21,-0.5795,42,0.79780,27,-0.0573
ENSG00000117114,ADGRL2,24,-1.1265,56,0.45752,53,0.60369
ENSG00000137941,TTLL7,92,-0.5285,114,-0.0673,141,0.50178
ENSG00000142875,PRKACB,318,-0.6608,510,0.27939,501,0.39070
ENSG00000117133,RPF1,23,-0.4849,39,0.49626,30,0.09798
ENSG00000174021,GNG5,60,1.49917,14,-1.4941,24,-0.8963
ENSG00000117155,SSX2IP,72,-1.0077,128,0.13288,153,0.74520
ENSG00000162642,C1orf52,42,-0.5612,73,0.51189,58,0.14878
ENSG00000153904,DDAH1,193,-0.3893,262,0.22182,250,0.20783
ENSG00000117174,ZNHIT6,24,-0.0716,10,-1.4164,31,0.67507
ENSG00000122417,ODF2L,24,-0.8220,35,-0.0242,46,0.70741
ENSG00000097033,SH3GLB1,29,0.05968,39,0.57035,23,-0.4516
ENSG00000183291,SELENOF,90,-0.4584,146,0.48676,116,0.08293
ENSG00000153936,HS2ST1,31,-0.3977,53,0.67593,35,-0.1114
ENSG00000143013,LMO4,436,-0.8935,659,-0.0393,871,0.77008
ENSG00000137947,GTF2B,24,-0.1882,36,0.53842,24,-0.1908
ENSG00000137944,KYAT3,14,-0.5745,21,0.20469,21,0.37162
