Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000130764,LRRC47,31,-0.9991,42,-0.5447,49,-0.4398,72,0.35221,80,0.56335
ENSG00000116198,CEP104,26,0.55676,30,0.79955,22,0.45602,6,-1.7811,18,0.00142
ENSG00000196581,AJAP1,0,-6.8637,13,-1.6906,26,-0.8956,46,0.17916,81,1.50415
ENSG00000069424,KCNAB2,56,-2.1575,20,-3.6024,243,0.08691,240,0.04880,346,0.81313
ENSG00000116254,CHD5,3,-6.0898,27,-3.0302,267,0.62790,220,0.14158,231,0.24334
ENSG00000116251,RPL22,1418,1.89571,1095,1.41462,310,-0.8160,368,-0.4447,251,-1.1041
ENSG00000116237,ICMT,28,-0.4130,12,-1.6617,34,-0.1889,41,0.21202,48,0.52867
ENSG00000158292,GPR153,22,0.64847,0,-4.8507,14,-0.0944,9,-0.7342,22,0.91691
ENSG00000097021,ACOT7,14,-3.2100,44,-1.5689,83,-0.8183,129,0.04686,243,1.48964
ENSG00000215788,TNFRSF25,57,0.92556,0,-6.6330,25,-0.4784,20,-0.7992,55,1.16053
ENSG00000171680,PLEKHG5,0,-6.8827,7,-2.6561,38,-0.2247,35,-0.3269,81,1.44292
ENSG00000162408,NOL9,0,-6.6240,12,-1.6170,43,0.44489,40,0.27612,39,0.20624
ENSG00000162413,KLHL21,32,-0.0551,36,0.11439,33,-0.0236,26,-0.4863,41,0.41732
ENSG00000116273,PHF13,0,-5.8510,13,-0.6447,17,-0.3275,32,0.93220,22,0.14841
ENSG00000041988,THAP3,0,-5.3615,19,0.41040,12,-0.3619,19,0.59863,16,0.18253
ENSG00000007923,DNAJC11,0,-6.3355,18,-0.8871,33,0.11764,30,-0.0870,46,0.76413
ENSG00000171735,CAMTA1,150,-0.4100,81,-1.3376,202,0.07906,268,0.64709,166,-0.3035
ENSG00000049245,VAMP3,101,1.52320,170,2.54814,22,-1.1204,36,-0.2263,6,-3.1181
ENSG00000049246,PER3,28,-0.0219,36,0.34326,25,-0.2690,36,0.46298,24,-0.3584
ENSG00000116288,PARK7,387,1.09239,227,0.21537,104,-1.2395,248,0.44675,202,0.03832
ENSG00000116285,ERRFI1,0,-5.7733,13,-0.5577,17,-0.2519,24,0.41313,26,0.60904
ENSG00000162426,SLC45A1,1,-4.7955,0,-8.5138,26,-0.1507,34,0.40764,42,0.87471
ENSG00000142599,RERE,61,-1.1362,79,-0.7461,102,-0.4763,155,0.37033,177,0.64955
ENSG00000074800,ENO1,219,-1.1869,307,-0.6775,336,-0.7036,562,0.32716,721,0.86678
ENSG00000171612,SLC25A33,0,-5.8766,15,-0.9505,16,-0.9816,51,1.36494,32,0.28995
ENSG00000188807,TMEM201,0,-5.4912,14,-0.1631,17,0.18215,18,0.20479,18,0.24653
ENSG00000171608,PIK3CD,25,0.75449,5,-1.5583,23,0.93472,13,-0.3026,8,-1.0868
ENSG00000171603,CLSTN1,228,-1.3458,141,-2.0561,436,-0.4856,587,0.11906,917,1.09055
ENSG00000178585,CTNNBIP1,33,0.02649,38,0.22659,49,0.98059,28,-0.3149,14,-1.4146
ENSG00000162441,LZIC,0,-6.2898,73,1.61035,20,-0.6559,30,0.14381,30,0.16122
ENSG00000130939,UBE4B,61,0.39608,45,-0.0576,42,-0.2406,43,-0.1832,54,0.28291
ENSG00000054523,KIF1B,29,-3.4318,340,0.23491,296,0.01897,308,0.09861,347,0.33293
ENSG00000142657,PGD,41,-0.4691,41,-0.4946,47,-0.3701,85,0.85923,50,-0.2242
ENSG00000241563,CORT,0,-6.5590,10,-1.7364,19,-1.1043,89,2.53467,17,-1.2234
ENSG00000160049,DFFA,35,0.32479,41,0.58203,23,-0.4194,36,0.45644,22,-0.4880
ENSG00000142655,PEX14,0,-6.3331,0,-5.6036,29,0.01579,39,0.59777,37,0.53660
ENSG00000120948,TARDBP,17,-2.2179,95,0.40332,45,-0.9749,80,0.14539,119,1.00811
ENSG00000116649,SRM,35,-1.5940,62,-0.7646,86,-0.3407,128,0.45073,132,0.52347
ENSG00000171824,EXOSC10,20,-0.4714,35,0.44680,19,-0.6712,41,0.86600,22,-0.3149
ENSG00000198793,MTOR,0,-6.6032,15,-1.2577,30,-0.3003,29,-0.3528,65,1.39236
ENSG00000116661,FBXO2,45,-2.1479,133,-0.5283,160,-0.3363,248,0.56383,230,0.40921
ENSG00000132879,FBXO44,0,-8.5863,52,-1.4739,157,0.27916,136,-0.0313,191,0.65691
ENSG00000116670,MAD2L2,9,-1.4934,34,0.48638,15,-0.9729,30,0.39336,35,0.68068
ENSG00000177000,MTHFR,41,1.01617,12,-0.9482,24,0.20157,20,-0.1671,18,-0.3640
ENSG00000011021,CLCN6,0,-7.8879,43,-1.0403,100,0.35996,99,0.30045,94,0.18912
ENSG00000116685,KIAA2013,39,0.13251,53,0.63459,35,-0.0315,32,-0.2011,33,-0.1385
ENSG00000083444,PLOD1,113,2.76979,19,-0.3699,17,-0.7019,22,-0.2034,9,-1.7188
ENSG00000116688,MFN2,37,-1.3363,84,-0.0869,93,0.09651,82,-0.1499,109,0.41044
ENSG00000116691,MIIP,0,-5.4248,9,-0.6974,13,-0.3634,28,1.32436,13,-0.3268
ENSG00000048707,VPS13D,0,-6.6886,37,-0.1463,41,0.03118,41,0.00562,54,0.59141
ENSG00000162496,DHRS3,32,0.23776,26,-0.0773,35,0.59627,33,0.35610,10,-1.6787
ENSG00000116731,PRDM2,35,-0.8737,47,-0.4111,66,0.17186,52,-0.2935,77,0.46165
ENSG00000189337,KAZN,23,-0.9577,79,0.93767,46,0.10505,63,0.73536,17,-1.5787
ENSG00000142634,EFHD2,39,-1.3935,41,-1.3379,234,2.93577,23,-2.4058,31,-1.9409
ENSG00000116138,DNAJC16,0,-6.2780,33,0.30662,28,0.07299,27,-0.0617,34,0.43755
ENSG00000197312,DDI2,0,-4.6649,16,-0.4332,26,0.44062,18,-0.3481,28,0.50789
ENSG00000116786,PLEKHM2,0,-7.5131,23,-1.5946,89,0.71273,79,0.38281,57,-0.2668
ENSG00000065526,SPEN,52,0.10973,58,0.30550,49,0.03484,48,0.00574,42,-0.2393
ENSG00000116809,ZBTB17,0,-4.2829,25,0.65079,13,-0.4329,22,0.61125,17,0.09673
ENSG00000037637,FBXO42,50,0.96761,9,-1.6631,19,-0.6741,32,0.29378,32,0.31050
ENSG00000055070,SZRD1,125,2.18840,62,0.89200,22,-0.9362,36,0.05379,14,-1.6098
ENSG00000157191,NECAP2,87,2.63111,43,1.26162,11,-1.1434,18,-0.1653,3,-2.7544
ENSG00000058453,CROCC,55,1.52114,14,-0.6647,24,0.25128,15,-0.7163,17,-0.4415
ENSG00000159363,ATP13A2,23,-2.4697,45,-1.5186,118,-0.0710,146,0.35824,161,0.57140
ENSG00000117118,SDHB,14,-2.4147,56,-0.3526,63,-0.2199,81,0.28123,92,0.55100
ENSG00000117115,PADI2,0,-7.0825,332,3.84224,21,-1.5159,40,-0.3434,14,-2.0083
ENSG00000179051,RCC2,37,0.52446,28,0.08346,23,-0.2425,30,0.28706,22,-0.3239
ENSG00000074964,ARHGEF10L,64,2.12416,6,-1.6748,22,0.38822,11,-0.8410,10,-1.0817
ENSG00000117154,IGSF21,0,-7.7969,55,-0.5748,154,1.82898,55,-0.6742,41,-1.1645
ENSG00000159423,ALDH4A1,1,-4.0245,11,-0.6966,19,0.16696,34,1.50405,6,-1.6531
ENSG00000169991,IFFO2,0,-4.3514,10,-0.6081,16,0.25424,19,0.48465,14,-0.0181
ENSG00000127463,EMC1,0,-6.6235,19,-0.9622,31,-0.2805,52,0.82294,41,0.30690
ENSG00000053372,MRTO4,0,-6.5779,23,-0.6213,37,0.18160,34,0.00878,45,0.56482
ENSG00000053371,AKR7A2,69,0.95679,44,0.22275,22,-1.0288,41,0.14790,44,0.27612
ENSG00000077549,CAPZB,399,0.82394,137,-0.8540,211,-0.2641,239,-0.0045,259,0.15091
ENSG00000173436,MICOS10,277,0.29461,263,0.21051,204,-0.2600,262,0.25139,208,-0.1919
ENSG00000158747,NBL1,386,1.01145,42,-2.3903,240,0.33072,223,0.13865,144,-0.6664
ENSG00000169914,OTUD3,0,-5.6020,10,-0.8294,20,0.36686,22,0.52170,16,-0.1275
ENSG00000162545,CAMK2N1,56,-3.9874,478,-0.8427,527,-0.8853,909,0.18720,1513,1.34159
ENSG00000090432,MUL1,0,-6.1205,20,-0.3547,20,-0.3882,32,0.49649,33,0.60257
ENSG00000183114,FAM43B,0,-5.9612,5,-2.2026,42,1.79691,18,-0.3723,12,-1.0374
ENSG00000158828,PINK1,128,-1.1037,206,-0.3795,248,-0.1299,279,0.11549,332,0.46527
ENSG00000244038,DDOST,107,2.21758,23,-0.3505,20,-0.7345,19,-0.7843,29,-0.0539
ENSG00000117245,KIF17,0,-5.3948,2,-2.6728,19,0.55932,5,-1.6685,28,1.38067
ENSG00000189410,SH2D5,35,0.18673,2,-3.5849,24,-0.5270,20,-0.8136,61,1.47930
ENSG00000127483,HP1BP3,200,0.46666,119,-0.3504,127,-0.3393,164,0.18953,157,0.09949
ENSG00000075151,EIF4G3,40,-1.4802,72,-0.5964,124,0.33405,115,0.14939,109,0.03977
ENSG00000117298,ECE1,201,3.85411,28,-0.0692,12,-1.6445,16,-1.0817,9,-1.9709
ENSG00000076864,RAP1GAP,11,-4.1303,71,-1.3978,247,0.77462,142,-0.4209,215,0.37026
ENSG00000090686,USP48,69,1.24678,36,0.20012,22,-0.7583,36,0.24022,28,-0.2635
ENSG00000070831,CDC42,200,-0.1953,228,0.00632,199,-0.2695,238,0.09775,260,0.26978
ENSG00000173372,C1QA,415,4.94404,21,-1.1654,12,-2.3413,22,-1.2591,2,-4.7454
ENSG00000173369,C1QB,422,4.55636,35,-0.5708,18,-1.8569,27,-1.1254,1,-5.5483
ENSG00000004487,KDM1A,43,-0.1380,18,-1.4516,40,-0.3212,61,0.51411,53,0.24521
ENSG00000169641,LUZP1,95,1.10375,0,-7.2970,57,0.38493,37,-0.4764,48,-0.0177
ENSG00000125944,HNRNPR,96,-0.2753,139,0.29954,79,-0.7432,129,0.21597,148,0.50017
ENSG00000125945,ZNF436,0,-5.8705,8,-1.3453,21,0.01975,15,-0.5554,37,1.25251
ENSG00000117318,ID3,1134,6.17414,46,-1.2981,25,-2.5821,5,-4.8126,3,-5.4129
ENSG00000142676,RPL11,2109,2.57515,1246,1.52715,262,-1.2406,326,-0.7752,206,-1.5322
ENSG00000011007,ELOA,5,-1.9073,20,0.18547,18,0.05281,22,0.47865,16,-0.2079
ENSG00000057757,PITHD1,1,-6.2885,119,-0.2425,125,-0.2132,145,0.08902,202,0.78240
ENSG00000011009,LYPLA2,0,-7.0190,17,-1.5028,43,-0.1671,57,0.42257,65,0.70019
ENSG00000117308,GALE,0,-5.4103,4,-1.7860,16,0.11176,15,-0.0332,23,0.85237
ENSG00000117305,HMGCL,43,1.58330,18,0.13533,15,-0.1612,15,-0.1890,10,-0.8083
ENSG00000189266,PNRC2,100,0.81988,47,-0.3885,52,-0.2912,69,0.26983,53,-0.2407
ENSG00000188529,SRSF10,78,0.59832,62,0.21606,42,-0.4961,47,-0.2340,65,0.36917
ENSG00000001461,NIPAL3,1,-5.2297,155,1.82873,46,-0.2764,44,-0.3179,53,0.00239
ENSG00000133226,SRRM1,109,1.30871,93,1.02643,36,-0.6077,39,-0.4462,42,-0.2720
ENSG00000169504,CLIC4,427,3.15848,317,2.45213,23,-2.1828,32,-1.5689,6,-4.0633
ENSG00000117614,SYF2,164,1.72705,72,0.31990,42,-0.6541,42,-0.5914,57,-0.0427
ENSG00000117616,RSRP1,162,1.15656,115,0.58366,51,-0.8694,64,-0.3916,94,0.32187
ENSG00000183726,TMEM50A,282,1.50200,146,0.38985,58,-1.2963,100,-0.2567,138,0.37302
ENSG00000204178,MACO1,45,1.07024,8,-1.4906,24,0.04123,17,-0.5220,26,0.22426
ENSG00000117643,MAN1C1,47,-0.0149,22,-1.1399,30,-0.8983,58,0.42557,68,0.73653
ENSG00000162430,SELENON,60,0.45722,57,0.36700,47,0.07534,30,-0.7478,50,0.17512
ENSG00000117640,MTFR1L,15,-2.0163,39,-0.5913,59,0.04096,56,-0.0381,78,0.60462
ENSG00000117632,STMN1,119,-2.8976,1003,0.31411,696,-0.3475,745,-0.1877,1244,0.86580
ENSG00000158008,EXTL1,37,-0.5638,2,-4.5212,59,0.24876,42,-0.4445,79,0.80902
ENSG00000175087,PDIK1L,0,-5.6810,15,-0.3178,16,-0.2820,37,1.61984,9,-1.1218
ENSG00000142684,ZNF593,36,0.67972,23,-0.0191,18,-0.5433,31,0.61781,18,-0.4449
ENSG00000142669,SH3BGRL3,404,1.29750,201,0.13612,182,-0.0260,135,-0.5703,157,-0.2931
ENSG00000158062,UBXN11,0,-5.5993,7,-1.2574,19,0.22821,23,0.63692,17,0.00577
ENSG00000117682,DHDDS,0,-5.6635,8,-1.2475,22,0.41828,10,-0.9938,30,1.10398
ENSG00000198830,HMGN2,325,1.96584,204,1.12211,56,-1.1798,114,0.19659,47,-1.3513
ENSG00000117713,ARID1A,0,-7.3532,61,0.07007,54,-0.1860,69,0.31510,74,0.45668
ENSG00000204160,ZDHHC18,42,0.13628,11,-1.8264,43,0.27291,39,0.03506,39,0.02281
ENSG00000142751,GPN2,7,-1.1904,14,-0.2405,14,-0.3626,19,0.20618,23,0.57963
ENSG00000090273,NUDC,47,-1.4622,156,0.36481,101,-0.4094,136,0.18293,156,0.46583
ENSG00000253368,TRNP1,21,-1.0537,4,-3.5050,35,-0.3860,57,0.64416,55,0.56882
ENSG00000090020,SLC9A1,61,0.98724,5,-2.6350,37,0.28330,17,-1.1544,43,0.52614
ENSG00000142784,WDTC1,37,0.00135,42,0.20882,41,0.26378,32,-0.2456,33,-0.1833
ENSG00000186501,TMEM222,10,-3.1058,64,-0.3976,86,0.08884,106,0.48874,86,0.06965
ENSG00000158195,WASF2,136,2.46279,113,2.07668,21,-0.9068,18,-1.0792,5,-2.9203
ENSG00000126705,AHDC1,0,-7.2132,11,-2.3455,61,0.31396,54,0.04287,73,0.64658
ENSG00000126709,IFI6,603,2.29066,110,-0.6013,156,-0.0964,127,-0.4568,79,-1.2685
ENSG00000009780,FAM76A,0,-5.4876,15,-0.1175,19,0.40827,20,0.50749,12,-0.4125
ENSG00000117758,STX12,0,-7.5645,75,0.13553,74,0.14827,71,0.05679,81,0.32611
ENSG00000117751,PPP1R8,4,-3.0568,38,0.23388,32,-0.0586,39,0.35355,35,0.14675
ENSG00000117748,RPA2,12,-1.8774,31,-0.4382,35,-0.3309,59,0.71170,46,0.18938
ENSG00000126698,DNAJC8,192,0.75582,82,-0.5880,101,-0.3513,95,-0.4336,159,0.56567
ENSG00000130770,ATP5IF1,259,-0.2923,208,-0.6271,193,-0.9380,367,0.32321,467,0.84215
ENSG00000180098,TRNAU1AP,0,-5.2666,17,0.38830,15,0.17851,14,0.03093,15,0.19288
ENSG00000197989,SNHG12,0,-5.4144,19,0.39635,14,-0.1510,23,0.84002,12,-0.3543
ENSG00000120656,TAF12,69,2.34114,27,0.65072,14,-0.5518,4,-2.4672,18,-0.0111
ENSG00000198492,YTHDF2,25,-1.4083,44,-0.5452,56,-0.2735,64,0.02775,92,0.76747
ENSG00000116350,SRSF4,87,1.23744,36,-0.1861,34,-0.3797,50,0.38013,28,-0.7094
ENSG00000116353,MECR,39,0.41377,29,-0.0637,30,0.04405,26,-0.2389,30,0.01192
ENSG00000060656,PTPRU,0,-6.2926,10,-1.5269,68,3.08666,12,-1.4406,5,-2.6795
ENSG00000162511,LAPTM5,187,2.56480,61,0.50522,33,-0.5544,40,-0.1661,9,-2.5762
ENSG00000162512,SDC3,145,-0.4752,129,-0.6543,199,0.02162,211,0.13818,219,0.21491
ENSG00000134644,PUM1,18,-2.9573,57,-1.3043,142,0.13197,126,-0.1112,195,0.77454
ENSG00000121766,ZCCHC17,38,-1.6143,74,-0.6298,107,-0.0791,102,-0.1593,162,0.78338
ENSG00000121769,FABP3,47,-1.2045,25,-2.1251,91,-0.2795,111,0.11031,161,0.91098
ENSG00000162517,PEF1,232,1.46625,53,-0.9132,75,-0.5154,72,-0.5231,118,0.40206
ENSG00000084636,COL16A1,19,-1.0276,71,1.02447,36,-0.1227,40,0.10187,34,-0.2153
ENSG00000121753,ADGRB2,41,-2.4043,51,-2.0987,220,0.14685,176,-0.2906,322,0.95088
ENSG00000184007,PTP4A2,86,-1.1388,842,2.78974,132,-0.6424,109,-0.9148,132,-0.5878
ENSG00000121774,KHDRBS1,81,-0.5438,111,-0.0540,90,-0.5059,157,0.62713,120,0.07975
ENSG00000121775,TMEM39B,28,0.86054,1,-3.4363,27,1.31436,3,-2.6396,16,-0.0390
ENSG00000025800,KPNA6,0,-6.1981,10,-1.4700,24,-0.1445,25,-0.1052,44,1.11319
ENSG00000084652,TXLNA,0,-5.9016,27,0.35912,23,0.14066,23,0.13957,23,0.15103
ENSG00000084623,EIF3I,112,0.11813,76,-0.4788,82,-0.4938,116,0.20094,129,0.43010
ENSG00000175130,MARCKSL1,44,-2.4830,1169,2.97228,142,-0.9756,276,0.32624,65,-2.1431
ENSG00000160058,BSDC1,0,-7.3200,38,-0.6296,63,0.22851,58,0.02329,74,0.50733
ENSG00000176261,ZBTB8OS,26,-0.6325,54,0.49418,27,-0.7717,59,0.81822,37,-0.1226
ENSG00000162521,RBBP4,146,0.80356,81,-0.1373,53,-1.0090,116,0.53187,93,0.09468
ENSG00000162522,KIAA1522,3,-2.9070,4,-2.2452,14,-0.7777,37,1.16165,27,0.47256
ENSG00000134684,YARS,14,-2.8006,38,-1.3760,74,-0.4740,135,0.75376,123,0.55523
ENSG00000116497,S100PBP,0,-5.6365,25,0.57745,11,-0.8121,27,0.88859,19,0.18974
ENSG00000160097,FNDC5,0,-5.7182,2,-3.1576,19,0.03694,36,1.49037,12,-0.7488
ENSG00000121905,HPCA,31,-3.3233,34,-3.2208,389,0.64695,241,-0.3741,398,0.61289
ENSG00000121900,TMEM54,0,-6.4543,47,0.65919,38,0.46959,41,0.56232,17,-1.1014
ENSG00000004455,AK2,32,0.42389,65,1.61831,21,-0.3631,26,0.14006,12,-1.2285
ENSG00000142920,AZIN2,18,-0.8331,32,-0.0079,27,-0.3303,44,0.65773,31,-0.0828
ENSG00000160094,ZNF362,42,1.04398,23,0.08922,25,0.24612,21,-0.0833,12,-1.0055
ENSG00000134686,PHC2,118,0.98733,123,1.06090,50,-0.4996,53,-0.3561,56,-0.2408
ENSG00000163866,SMIM12,11,-1.9073,29,-0.5157,30,-0.6622,51,0.42693,61,0.79860
ENSG00000116544,DLGAP3,30,-1.3106,7,-3.4224,75,0.11909,75,0.08986,98,0.64380
ENSG00000163867,ZMYM6,0,-5.2784,14,0.06677,12,-0.2185,16,0.32541,17,0.46786
ENSG00000116560,SFPQ,179,0.32800,185,0.38065,124,-0.3342,175,0.35652,122,-0.3383
ENSG00000146463,ZMYM4,143,1.81962,27,-0.8907,45,-0.1928,47,-0.0633,32,-0.7633
ENSG00000142687,KIAA0319L,66,0.68398,36,-0.2991,35,-0.4423,54,0.43104,39,-0.2016
ENSG00000020129,NCDN,28,-4.0198,80,-2.5010,291,-0.7448,366,-0.2695,900,1.77101
ENSG00000126067,PSMB2,0,-8.0819,93,-0.2043,90,-0.3426,126,0.34217,147,0.67090
ENSG00000142686,C1orf216,15,-2.8163,25,-2.0899,84,-0.3663,109,0.18078,165,1.07568
ENSG00000134698,AGO4,0,-5.3484,16,0.20017,17,0.38951,19,0.54626,10,-0.6021
ENSG00000092847,AGO1,0,-6.1691,44,0.86521,33,0.61561,15,-0.9130,28,0.16819
ENSG00000126070,AGO3,8,-1.2893,33,0.80313,15,-0.5867,34,1.16716,12,-0.9247
ENSG00000116863,ADPRHL2,0,-5.4444,17,0.14477,14,-0.1588,13,-0.2297,23,0.85364
ENSG00000054116,TRAPPC3,76,0.34185,29,-1.1248,42,-0.7276,94,0.91101,58,-0.0822
ENSG00000116871,MAP7D1,146,-0.2948,216,0.32114,115,-0.8417,161,-0.1711,270,0.89371
ENSG00000054118,THRAP3,111,0.91283,41,-0.6472,60,-0.1170,62,-0.0297,60,-0.0995
ENSG00000196182,STK40,43,1.06903,22,0.02443,17,-0.4679,29,0.52169,14,-0.7437
ENSG00000181817,LSM10,70,1.06500,21,-0.8422,22,-0.9463,47,0.53237,38,0.08073
ENSG00000116898,MRPS15,93,1.12775,25,-0.9720,46,-0.0158,41,-0.2263,44,-0.0992
ENSG00000163873,GRIK3,0,-6.0035,8,-1.6086,56,3.11874,10,-1.3466,3,-2.9660
ENSG00000163875,MEAF6,19,-2.4388,46,-1.1310,95,-0.0714,111,0.24491,132,0.61562
ENSG00000163877,SNIP1,24,0.53347,17,-0.0399,16,-0.0750,19,0.24113,13,-0.4333
ENSG00000134697,GNL2,48,1.04211,12,-1.1204,18,-0.7027,38,0.84565,19,-0.4831
ENSG00000183317,EPHA10,0,-5.7028,2,-2.8043,14,-0.4850,21,0.22561,33,1.24726
ENSG00000185090,MANEAL,0,-6.3344,6,-2.1868,22,-0.5036,45,0.96563,37,0.52580
ENSG00000196449,YRDC,0,-5.4215,6,-1.4311,15,0.05738,19,0.51077,18,0.36967
ENSG00000197982,C1orf122,110,-0.7594,438,1.48117,131,-0.6410,195,0.15113,168,-0.1284
ENSG00000183431,SF3A3,24,-0.5818,21,-0.7382,28,-0.4565,40,0.29498,46,0.58768
ENSG00000183520,UTP11,40,0.54133,25,-0.1977,20,-0.7033,38,0.62408,27,-0.1146
ENSG00000116954,RRAGC,30,-0.6958,43,-0.1411,30,-0.8634,70,0.84944,52,0.22163
ENSG00000174574,AKIRIN1,9,-3.2039,96,0.32325,67,-0.3249,68,-0.2702,121,0.91699
ENSG00000168653,NDUFS5,344,-0.0406,328,-0.1115,286,-0.4336,394,0.21735,412,0.30514
ENSG00000127603,MACF1,275,1.22398,166,0.37928,115,-0.2744,144,0.19393,79,-0.9109
ENSG00000090621,PABPC4,79,0.47865,68,0.23612,66,0.24669,48,-0.3812,50,-0.2857
ENSG00000116983,HPCAL4,4,-6.1854,25,-3.6716,283,-0.1015,322,0.15626,479,1.01761
ENSG00000084072,PPIE,27,-0.1967,60,1.10428,29,-0.1286,34,0.19058,21,-0.6659
ENSG00000168389,MFSD2A,182,3.81643,8,-1.7849,21,-0.4679,5,-2.7742,10,-1.5725
ENSG00000131236,CAP1,165,0.21097,121,-0.2750,112,-0.5183,128,-0.2266,205,0.71998
ENSG00000131238,PPT1,61,-1.0095,117,-0.0091,84,-0.6790,167,0.72300,132,0.22991
ENSG00000084073,ZMPSTE24,68,1.19515,23,-0.5354,20,-0.9543,39,0.31992,35,0.14817
ENSG00000049089,COL9A2,0,-6.1121,172,3.89961,15,-0.9525,19,-0.4446,2,-3.9610
ENSG00000084070,SMAP2,50,-1.0701,25,-2.0572,83,-0.3890,76,-0.5058,189,1.41563
ENSG00000117016,RIMS3,0,-7.4892,0,-6.3011,69,0.14126,96,0.83637,69,0.14850
