Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000175040,CHST2,39,-0.0660,29,-0.5304,56,0.50494,43,0.11526,48,0.27240,26,-0.7102
ENSG00000181744,DIPK2A,25,0.51307,12,-0.6639,17,-0.1732,22,0.37678,18,-0.0659,11,-0.7656
ENSG00000114698,PLSCR4,12,-0.6120,16,-0.1739,31,0.95888,7,-1.6949,22,0.40673,38,1.36664
ENSG00000163754,GYG1,19,-0.9169,27,-0.3237,61,1.04249,30,-0.2672,28,-0.3025,44,0.45086
ENSG00000071794,HLTF,27,-0.1353,37,0.35548,31,0.08685,28,-0.1480,37,0.37616,22,-0.5139
ENSG00000114744,COMMD2,21,-0.0426,24,0.12456,37,0.87894,18,-0.4403,25,0.21042,15,-0.5853
ENSG00000082996,RNF13,28,-1.1027,39,-0.5711,94,0.87458,55,-0.0643,64,0.20087,62,0.14856
ENSG00000070087,PFN2,536,0.05986,584,0.20404,535,0.05704,582,0.28533,398,-0.4225,335,-0.6967
ENSG00000196428,TSC22D2,39,-0.1933,42,-0.0792,37,-0.2583,54,0.49862,42,-0.0820,30,-0.6130
ENSG00000120742,SERP1,138,0.33635,90,-0.3650,108,-0.0679,110,-0.0678,119,0.07989,119,0.09251
ENSG00000144895,EIF2A,33,-0.2855,37,-0.1183,48,0.33210,35,-0.2917,50,0.40024,44,0.17430
ENSG00000198843,SELENOT,115,-0.4119,164,0.17729,197,0.47978,136,-0.1869,164,0.17431,135,-0.1529
ENSG00000181788,SIAH2,31,-0.0513,23,-0.4860,40,0.38008,36,0.29104,27,-0.2677,25,-0.3609
ENSG00000144893,MED12L,32,0.53813,14,-0.7742,18,-0.4118,25,0.12382,37,0.79462,11,-1.1564
ENSG00000152601,MBNL1,78,-0.1005,59,-0.5550,69,-0.2968,111,0.75081,77,-0.1158,47,-0.9077
ENSG00000181467,RAP2B,74,0.65979,32,-0.7026,42,-0.2745,62,0.51798,34,-0.6317,33,-0.6584
ENSG00000114790,ARHGEF26,9,-1.0135,7,-1.3171,21,0.27228,5,-2.1675,51,1.95532,37,1.28501
ENSG00000174953,DHX36,37,-0.3607,50,0.13033,49,0.08003,57,0.53700,28,-0.7921,34,-0.4981
ENSG00000114805,PLCH1,5,-2.3253,47,1.06710,64,1.70530,21,-0.4180,15,-0.8051,7,-1.8293
ENSG00000174928,C3orf33,15,-0.3970,20,-0.0031,24,0.31857,24,0.44408,17,-0.2392,11,-0.9519
ENSG00000169359,SLC33A1,23,0.40547,13,-0.4434,17,-0.0922,19,0.15262,19,0.10116,13,-0.4500
ENSG00000163655,GMPS,30,-0.2291,33,-0.0694,43,0.38597,34,-0.0026,35,0.01896,31,-0.1621
ENSG00000169282,KCNAB1,29,-1.1197,70,0.28551,121,1.26238,68,0.33716,20,-1.6789,29,-1.1390
ENSG00000114850,SSR3,82,-0.0884,80,-0.1231,99,0.22740,70,-0.4530,124,0.59797,97,0.18602
ENSG00000163660,CCNL1,30,0.75414,17,-0.2123,19,-0.0362,16,-0.3623,20,0.05424,19,0.01850
ENSG00000174891,RSRC1,48,0.80776,34,0.22993,28,-0.1259,28,-0.1116,20,-0.6073,23,-0.3963
ENSG00000178053,MLF1,42,0.59249,26,-0.1969,22,-0.4598,31,0.11223,25,-0.2965,29,-0.0636
ENSG00000168827,GFM1,22,-0.5904,52,0.81079,22,-0.5999,33,0.05776,25,-0.4428,38,0.27394
ENSG00000118855,MFSD1,12,-0.7279,13,-0.5539,26,0.54343,17,-0.1809,27,0.61284,20,0.11769
ENSG00000240207,AC080013.1,15,-0.0964,17,0.15617,17,0.11930,18,0.27097,14,-0.1970,10,-0.7216
ENSG00000180044,C3orf80,34,-0.4188,37,-0.2638,39,-0.1916,66,1.09099,23,-1.0432,21,-1.1603
ENSG00000068885,IFT80,35,-0.0614,33,-0.1585,31,-0.2401,44,0.48828,27,-0.4430,30,-0.2670
ENSG00000186432,KPNA4,70,-0.1837,71,-0.1677,77,-0.0307,95,0.46179,45,-0.8767,80,0.04082
ENSG00000163590,PPM1L,45,-0.8168,94,0.35282,83,0.14985,96,0.58415,49,-0.6881,48,-0.7378
ENSG00000169255,B3GALNT1,92,0.29650,65,-0.2770,109,0.59009,73,-0.1098,66,-0.2389,63,-0.3155
ENSG00000169251,NMD3,17,-0.5711,22,-0.1600,36,0.69208,19,-0.4306,29,0.30362,29,0.34378
ENSG00000121871,SLITRK3,7,-1.1278,6,-1.4330,20,0.42671,21,0.85407,6,-1.3013,18,0.32993
ENSG00000114209,PDCD10,52,0.42913,25,-0.7149,35,-0.2289,42,0.08745,37,-0.1142,46,0.23659
ENSG00000163536,SERPINI1,330,-0.6374,565,0.23379,658,0.49562,638,0.66402,251,-1.0628,208,-1.3507
ENSG00000173905,GOLIM4,24,-0.6296,33,-0.1086,53,0.68045,15,-1.5762,49,0.54484,77,1.38852
ENSG00000008952,SEC62,168,-0.5226,183,-0.3904,292,0.37696,231,-0.0146,243,0.06722,283,0.32709
ENSG00000173889,PHC3,23,0.02549,13,-0.8148,18,-0.3811,25,0.25652,20,-0.2122,31,0.53822
ENSG00000163558,PRKCI,60,0.07132,45,-0.3824,60,0.06590,67,0.37726,61,0.10575,32,-0.9375
ENSG00000136603,SKIL,32,-0.1032,39,0.20319,31,-0.1744,36,0.09662,37,0.11640,28,-0.2979
ENSG00000013297,CLDN11,0,-4.4025,6,-1.4835,17,0.15133,6,-1.7803,8,-1.0187,74,3.35155
ENSG00000013293,SLC7A14,72,0.08016,53,-0.4142,94,0.53480,76,0.25079,53,-0.4135,48,-0.5824
ENSG00000163584,RPL22L1,49,0.28829,29,-0.5891,35,-0.2601,32,-0.5379,61,0.65522,61,0.64006
ENSG00000163577,EIF5A2,7,-1.0688,14,-0.0422,16,0.20680,16,0.32092,15,0.15760,12,-0.2533
ENSG00000154310,TNIK,21,-1.2805,52,0.14342,63,0.45032,38,-0.5132,59,0.35574,75,0.75583
ENSG00000144959,NCEH1,84,-0.1808,70,-0.4579,88,-0.0916,129,0.82816,67,-0.5359,52,-0.9207
ENSG00000169760,NLGN1,28,-0.0333,17,-0.8512,26,-0.1780,37,0.61014,38,0.46024,11,-1.4492
ENSG00000177565,TBL1XR1,100,-0.1285,107,-0.0142,83,-0.4170,120,0.24643,111,0.05120,103,-0.0793
ENSG00000172667,ZMAT3,79,-0.4429,119,0.21880,135,0.43917,110,0.13118,79,-0.4492,91,-0.2262
ENSG00000121879,PIK3CA,15,-0.7725,13,-0.9224,28,0.24969,31,0.55091,14,-0.8993,33,0.50545
ENSG00000121864,ZNF639,29,0.24241,14,-0.9282,31,0.35715,27,0.16824,14,-0.9094,31,0.38847
ENSG00000171109,MFN1,10,-1.3770,33,0.46857,19,-0.4213,35,0.91735,17,-0.5446,13,-1.0154
ENSG00000114450,GNB4,3,-3.1311,40,0.89970,51,1.35886,15,-0.8985,19,-0.2967,30,0.39018
ENSG00000136522,MRPL47,47,0.13242,50,0.25726,62,0.62877,41,-0.1058,36,-0.2740,25,-0.8337
ENSG00000136521,NDUFB5,178,0.11805,191,0.23379,149,-0.1744,157,-0.1266,208,0.38420,129,-0.3987
ENSG00000114757,PEX5L,101,-0.3429,93,-0.4719,99,-0.3738,180,0.97189,84,-0.6402,81,-0.6868
ENSG00000163728,TTC14,27,0.04102,23,-0.2615,21,-0.3870,32,0.39831,22,-0.2912,26,-0.0565
ENSG00000114416,FXR1,70,0.06296,45,-0.6370,56,-0.2974,71,0.10782,90,0.47675,67,-0.0216
ENSG00000205981,DNAJC19,117,0.08630,107,-0.0529,130,0.26386,114,0.07603,108,-0.0434,81,-0.5011
ENSG00000242808,SOX2-OT,36,-0.7192,49,-0.2339,72,0.38329,26,-1.5304,25,-1.2805,195,2.38457
ENSG00000241231,AC068308.1,23,0.44381,13,-0.4943,11,-0.6870,9,-1.3329,43,1.56444,25,0.56370
ENSG00000181449,SOX2,59,-0.5788,25,-1.8497,135,0.80452,23,-2.3480,270,2.20860,116,0.53775
ENSG00000058063,ATP11B,16,0.06859,10,-0.7333,15,-0.0378,20,0.62548,12,-0.4419,11,-0.4857
ENSG00000043093,DCUN1D1,38,-0.2917,43,-0.0873,55,0.28777,49,0.14774,43,-0.0973,41,-0.1888
ENSG00000078070,MCCC1,35,0.83871,21,-0.0293,15,-0.5168,21,-0.0307,18,-0.2900,18,-0.2342
ENSG00000114796,KLHL24,28,-0.3984,38,0.08435,43,0.25814,35,-0.0791,23,-0.6985,53,0.63547
ENSG00000163872,YEATS2,49,0.21755,36,-0.2906,42,-0.0484,49,0.29212,47,0.12306,25,-0.8497
ENSG00000180834,MAP6D1,45,0.37832,22,-0.7701,27,-0.4682,43,0.45673,30,-0.2713,33,-0.1356
ENSG00000175193,PARL,43,0.17169,40,0.07616,29,-0.4356,39,0.04357,50,0.41517,29,-0.4809
ENSG00000114770,ABCC5,52,-0.5477,51,-0.5735,109,0.67397,97,0.69486,52,-0.5543,33,-1.2568
ENSG00000145191,EIF2B5,39,-0.1506,27,-0.7296,46,0.11612,47,0.24272,42,-0.0007,45,0.09606
ENSG00000161202,DVL3,30,-0.5749,32,-0.4687,53,0.33903,49,0.29978,36,-0.2941,47,0.14857
ENSG00000161203,AP2M1,770,-0.1678,670,-0.3922,885,0.06085,1067,0.55643,748,-0.2156,553,-0.6962
ENSG00000161204,ABCF3,38,-0.3567,39,-0.3207,48,0.00970,55,0.35749,64,0.48679,26,-0.9279
ENSG00000145198,VWA5B2,29,-0.1373,23,-0.4795,36,0.22824,31,-0.0409,36,0.18748,36,0.19410
ENSG00000163888,CAMK2N2,181,0.50312,142,0.09511,121,-0.1732,132,-0.0398,103,-0.4322,131,-0.0334
ENSG00000175166,PSMD2,99,-0.6679,151,0.00262,157,0.06439,173,0.32667,133,-0.1970,147,-0.0379
ENSG00000114867,EIF4G1,116,0.17556,81,-0.4166,148,0.59247,100,-0.0898,115,0.16603,74,-0.5569
ENSG00000175182,FAM131A,295,0.19499,208,-0.3731,246,-0.1056,340,0.66032,181,-0.5925,146,-0.9323
ENSG00000163882,POLR2H,62,0.38127,45,-0.1553,57,0.22996,50,0.03172,37,-0.4606,44,-0.1837
ENSG00000090539,CHRD,33,-0.4720,23,-1.0171,32,-0.5265,65,0.95347,52,0.24974,24,-0.9732
ENSG00000177383,MAGEF1,57,-0.2574,49,-0.5200,74,0.16741,87,0.63791,43,-0.7132,54,-0.3402
ENSG00000156931,VPS8,21,-0.7685,46,0.52586,36,0.08034,39,0.31727,25,-0.5153,28,-0.3281
ENSG00000187068,C3orf70,50,0.97685,20,-0.5502,26,-0.1344,18,-0.9130,44,0.73584,32,0.22012
ENSG00000073803,MAP3K13,38,-0.4210,43,-0.2224,74,0.70599,44,-0.2516,33,-0.6283,73,0.67591
ENSG00000163900,TMEM41A,14,-0.2953,11,-0.7222,21,0.32711,22,0.62958,8,-1.1167,16,-0.0554
ENSG00000163904,SENP2,52,0.35348,54,0.40108,34,-0.3451,49,0.38316,16,-1.4880,33,-0.3883
ENSG00000136527,TRA2B,66,-0.2285,71,-0.1140,102,0.48944,67,-0.2947,88,0.23580,83,0.13005
ENSG00000244405,ETV5,43,-0.6656,65,0.00365,92,0.60227,68,0.12462,69,0.10214,44,-0.6120
ENSG00000058866,DGKG,59,0.88294,24,-0.6452,16,-1.2096,39,0.22964,35,-0.0321,32,-0.1502
ENSG00000090520,DNAJB11,28,-0.0578,25,-0.2638,29,-0.0404,34,0.33774,19,-0.6488,32,0.14325
ENSG00000156976,EIF4A2,734,-0.1579,878,0.13774,619,-0.4327,946,0.38224,817,0.01771,580,-0.5344
ENSG00000073849,ST6GAL1,23,-0.4647,37,0.30914,30,-0.0358,35,0.34541,21,-0.5632,28,-0.1682
ENSG00000163923,RPL39L,30,0.50094,21,-0.0282,27,0.34298,19,-0.2773,18,-0.3493,22,-0.0184
ENSG00000157005,SST,378,1.70899,176,0.28709,303,1.26230,71,-1.4494,22,-2.9135,94,-0.7310
ENSG00000113916,BCL6,28,-0.4465,18,-1.1012,49,0.50571,23,-0.9112,81,1.42582,45,0.35879
ENSG00000152492,CCDC50,11,-1.1034,25,0.22509,29,0.49366,11,-1.3163,25,0.22402,51,1.51534
ENSG00000114279,FGF12,175,0.16520,161,0.03078,153,-0.0492,176,0.26225,100,-0.7293,146,-0.1301
ENSG00000180611,MB21D2,11,-0.4969,20,0.49585,17,0.22884,19,0.61652,7,-1.2083,7,-1.1717
ENSG00000127249,ATP13A4,11,-1.5317,7,-2.2120,37,0.31367,8,-2.3540,120,2.70514,46,0.66712
ENSG00000198836,OPA1,145,0.16528,109,-0.3043,168,0.40486,142,0.18256,99,-0.4546,105,-0.3677
ENSG00000114315,HES1,39,-0.3131,23,-1.1468,63,0.46450,18,-1.8252,138,1.96536,65,0.50649
ENSG00000133657,ATP13A3,30,-0.0346,14,-1.1967,27,-0.1731,34,0.26901,42,0.54413,28,-0.1441
ENSG00000041802,LSG1,11,-0.7199,11,-0.6288,38,1.45151,17,0.07177,8,-1.0687,14,-0.2966
ENSG00000114331,ACAP2,32,-0.0929,29,-0.2325,22,-0.6629,30,-0.2049,58,0.93420,36,0.11427
ENSG00000184203,PPP1R2,97,0.33212,75,-0.1005,97,0.32723,84,0.11446,58,-0.5169,59,-0.4705
ENSG00000189058,APOD,61,-1.7309,179,-0.0736,150,-0.3520,99,-1.2667,394,1.32132,413,1.41522
ENSG00000061938,TNK2,114,0.04997,106,-0.0738,126,0.21894,103,-0.1530,87,-0.3804,141,0.41190
ENSG00000072274,TFRC,48,-0.8995,59,-0.5698,128,0.69583,77,-0.2042,134,0.77935,77,-0.1537
ENSG00000161217,PCYT1A,12,-0.8805,16,-0.4285,38,1.05818,18,-0.2635,20,-0.0585,25,0.29210
ENSG00000213123,TCTEX1D2,118,0.76836,88,0.26122,52,-0.5806,78,0.10342,61,-0.3339,46,-0.7727
ENSG00000163960,UBXN7,16,-0.4895,28,0.38196,29,0.42786,22,-0.0520,19,-0.2493,21,-0.1276
ENSG00000163961,RNF168,15,-0.4397,36,0.94747,20,0.01267,19,-0.2071,18,-0.1841,18,-0.2229
ENSG00000174013,FBXO45,27,-0.4449,42,0.25940,39,0.14508,36,0.01285,46,0.41602,24,-0.6136
ENSG00000163964,PIGX,39,-0.4677,46,-0.1892,63,0.33486,64,0.52673,40,-0.4320,34,-0.6587
ENSG00000174007,CEP19,16,0.32070,5,-1.3239,14,0.08569,17,0.53064,13,0.00032,8,-0.8457
ENSG00000180370,PAK2,32,0.05652,30,-0.0745,26,-0.2837,27,-0.3121,27,-0.2393,53,0.91675
ENSG00000119231,SENP5,54,0.17520,46,-0.0898,63,0.43310,46,-0.1181,38,-0.4176,50,0.04487
ENSG00000114503,NCBP2,86,0.49603,67,0.08613,49,-0.4295,62,-0.0536,77,0.31749,44,-0.5790
ENSG00000270170,NCBP2AS2,67,-0.0123,60,-0.1999,62,-0.1222,77,0.32229,74,0.15989,45,-0.6578
ENSG00000119227,PIGZ,14,-0.9159,15,-0.7768,30,0.30191,28,0.33582,37,0.68155,17,-0.6103
ENSG00000228109,MELTF-AS1,30,0.56829,18,-0.2651,12,-0.8733,18,-0.3841,37,0.96441,19,-0.1555
ENSG00000075711,DLG1,35,-1.2716,105,0.48568,76,-0.0439,91,0.37372,73,-0.1226,64,-0.3251
ENSG00000161267,BDH1,58,0.56971,26,-0.7520,47,0.19022,40,-0.0683,47,0.20055,34,-0.3347
ENSG00000145016,RUBCN,44,0.13591,40,-0.0490,39,-0.0612,42,0.05953,40,-0.0422,38,-0.1223
ENSG00000122068,FYTTD1,78,0.63803,52,-0.0667,47,-0.2044,56,0.10512,31,-0.8632,53,-0.0299
ENSG00000186001,LRCH3,10,-0.6022,7,-1.2265,24,0.84263,15,-0.0441,9,-0.7733,25,0.87428
ENSG00000182899,RPL35A,1259,0.35497,1401,0.53897,781,-0.4307,764,-0.6151,1072,0.08540,1342,0.46512
ENSG00000182903,ZNF721,62,0.83918,31,-0.3089,44,0.22895,42,0.23777,23,-0.7858,18,-1.1940
ENSG00000174227,PIGG,16,-0.4737,13,-0.7311,20,-0.0803,31,0.92146,6,-1.8483,24,0.16865
ENSG00000273238,TMEM271,97,0.13644,89,0.00525,79,-0.1955,105,0.40947,52,-0.8626,79,-0.1849
ENSG00000283183,AC116565.1,10,-0.5051,13,-0.0797,11,-0.3513,17,0.46634,14,-0.0184,12,-0.1808
ENSG00000169020,ATP5ME,1178,0.06883,1755,0.75330,885,-0.3978,1036,-0.1952,883,-0.4007,1233,0.14359
ENSG00000215375,MYL5,21,-0.0174,9,-1.3613,25,0.29876,17,-0.4042,40,1.11208,21,0.01706
ENSG00000185619,PCGF3,31,-0.3790,61,0.77298,40,0.03583,37,-0.0973,41,0.09923,26,-0.6206
ENSG00000168993,CPLX1,112,-0.7367,233,0.45781,355,1.22215,173,-0.0591,109,-0.7749,91,-1.0499
ENSG00000178950,GAK,55,-0.1480,73,0.31770,97,0.80161,60,-0.0211,37,-0.7764,42,-0.5887
ENSG00000127419,TMEM175,36,-0.5588,46,-0.1864,55,0.11498,56,0.22510,65,0.38332,40,-0.4147
ENSG00000145214,DGKQ,30,-0.1157,17,-1.0066,42,0.43991,37,0.33081,27,-0.2545,30,-0.0976
ENSG00000159692,CTBP1,179,-0.0369,183,0.00041,198,0.13163,204,0.25949,145,-0.3814,147,-0.3532
ENSG00000090316,MAEA,51,-0.5577,67,-0.1057,103,0.61351,83,0.34734,60,-0.2889,44,-0.7681
ENSG00000163950,SLBP,107,0.35102,48,-0.9252,70,-0.3460,119,0.80576,59,-0.6112,54,-0.7673
ENSG00000168936,TMEM129,29,-0.5956,27,-0.7347,69,0.80044,40,-0.1625,54,0.38148,44,0.05790
ENSG00000068078,FGFR3,116,-0.8798,66,-1.7289,316,0.76887,52,-2.4874,648,2.23149,311,0.74070
ENSG00000168924,LETM1,67,0.26765,71,0.37128,51,-0.1713,62,0.20265,34,-0.8100,46,-0.3478
ENSG00000109685,NSD2,62,0.16655,51,-0.1497,61,0.12572,62,0.20446,38,-0.6352,54,-0.0684
ENSG00000185049,NELFA,26,0.19723,19,-0.3110,17,-0.4747,25,0.16555,23,0.01842,25,0.11674
ENSG00000243449,C4orf48,683,0.15893,728,0.26693,670,0.12705,612,-0.0299,403,-0.6929,642,0.05811
ENSG00000185818,NAT8L,310,0.33521,181,-0.5467,280,0.16256,224,-0.2757,326,0.42350,260,0.04164
ENSG00000123933,MXD4,42,-0.1903,41,-0.2391,54,0.24066,32,-0.8040,86,1.04961,57,0.33154
ENSG00000159733,ZFYVE28,27,0.06310,14,-1.0330,28,0.09428,38,0.96244,10,-1.5328,18,-0.5929
ENSG00000063978,RNF4,47,0.22139,31,-0.4273,54,0.48090,44,0.19617,29,-0.5623,32,-0.3724
ENSG00000125386,FAM193A,19,0.09759,11,-0.7850,18,0.01596,20,0.34514,9,-0.9883,23,0.46753
ENSG00000087274,ADD1,196,-0.2576,150,-0.6811,260,0.20019,266,0.35396,201,-0.2239,235,0.03227
ENSG00000109736,MFSD10,38,-0.5927,29,-1.0064,57,0.05144,70,0.60706,60,0.14689,46,-0.2986
ENSG00000249673,NOP14-AS1,16,0.35807,8,-0.7546,8,-0.7688,16,0.55857,5,-1.3996,17,0.51293
ENSG00000197386,HTT,114,0.34536,79,-0.2581,80,-0.2489,99,0.15731,69,-0.4834,103,0.17364
ENSG00000159788,RGS12,60,0.17941,34,-0.7489,35,-0.7072,47,-0.3138,89,0.86078,74,0.52384
ENSG00000163956,LRPAP1,203,-0.2709,196,-0.3243,166,-0.5873,296,0.52362,271,0.20691,192,-0.3584
ENSG00000184160,ADRA2C,10,-0.4650,6,-1.2632,7,-0.8606,16,0.42901,21,0.78297,14,0.10224
ENSG00000132406,TMEM128,23,0.03429,24,0.08680,27,0.30935,23,0.07126,16,-0.4792,20,-0.1994
ENSG00000168824,NSG1,137,0.44799,78,-0.4777,82,-0.3905,121,0.33851,122,0.25477,57,-0.9561
ENSG00000168818,STX18,22,-0.3746,16,-0.9150,33,0.26324,29,0.09491,43,0.71510,23,-0.3078
ENSG00000072832,CRMP1,207,-0.3593,252,-0.0413,234,-0.1615,319,0.52014,245,-0.0914,173,-0.6412
ENSG00000181215,C4orf50,18,-0.6818,31,0.13474,38,0.49993,35,0.52998,20,-0.5533,14,-1.1198
ENSG00000152969,JAKMIP1,84,0.14631,68,-0.2081,90,0.25681,93,0.44951,49,-0.7233,48,-0.7633
ENSG00000109501,WFS1,99,0.12653,21,-2.2322,54,-0.8511,70,-0.5823,284,2.13626,66,-0.5242
ENSG00000074211,PPP2R2C,262,0.19288,179,-0.4341,253,0.13212,269,0.33879,215,-0.1325,153,-0.6790
ENSG00000013288,MAN2B2,33,-0.3604,30,-0.4944,43,0.10170,48,0.42271,42,0.05564,32,-0.3650
ENSG00000179010,MRFAP1,514,0.32881,378,-0.1808,407,-0.0633,417,-0.0309,391,-0.1251,439,0.06327
ENSG00000251580,LINC02482,21,0.31206,17,-0.0342,16,-0.0660,13,-0.6284,24,0.54111,21,0.36244
ENSG00000170846,AC093323.1,71,-0.0367,73,0.00365,74,0.02969,83,0.29462,60,-0.3179,57,-0.3875
ENSG00000178988,MRFAP1L1,131,0.16648,106,-0.1804,124,0.07642,125,0.12687,104,-0.2150,107,-0.1572
ENSG00000186222,BLOC1S4,33,0.59831,12,-1.0130,20,-0.2608,27,0.33928,30,0.40335,11,-1.1851
ENSG00000170871,KIAA0232,80,-0.1105,81,-0.0858,100,0.26485,94,0.23285,75,-0.2226,65,-0.4376
ENSG00000132405,TBC1D14,59,0.01115,54,-0.1416,76,0.43785,58,-0.0349,38,-0.6679,68,0.25356
ENSG00000173011,TADA2B,26,0.12319,19,-0.4120,27,0.15591,27,0.25962,13,-0.9405,28,0.23334
ENSG00000109519,GRPEL1,43,-0.2934,57,0.16180,57,0.16549,63,0.47650,31,-0.8375,38,-0.5181
ENSG00000184985,SORCS2,22,-0.1024,11,-1.1830,28,0.30250,13,-1.1195,53,1.45796,33,0.57372
ENSG00000196526,AFAP1,25,0.23037,18,-0.3062,18,-0.3123,26,0.39384,17,-0.4148,20,-0.1780
ENSG00000163995,ABLIM2,77,0.37366,46,-0.4638,48,-0.3898,73,0.43394,56,-0.1427,44,-0.5412
ENSG00000251615,AC104825.1,17,0.32029,14,0.03163,11,-0.3037,15,0.26392,11,-0.4049,11,-0.3412
ENSG00000071127,WDR1,71,-0.4050,55,-0.7997,66,-0.5204,105,0.31585,114,0.36236,113,0.34421
ENSG00000178163,ZNF518B,12,-0.7510,12,-0.7295,28,0.63854,24,0.58407,8,-1.2648,20,0.07584
ENSG00000157869,RAB28,32,0.23745,32,0.22682,30,0.10634,26,-0.1741,29,0.09851,22,-0.3704
ENSG00000038219,BOD1L1,56,0.20278,40,-0.3630,43,-0.2514,55,0.24212,41,-0.3307,54,0.12262
ENSG00000137449,CPEB2,25,-0.9568,57,0.35673,71,0.74349,50,0.19018,27,-0.8260,38,-0.3174
ENSG00000118564,FBXL5,85,0.08361,45,-0.9368,77,-0.0705,84,0.09405,98,0.32158,89,0.15762
ENSG00000237765,FAM200B,67,-0.2967,99,0.33123,116,0.61383,68,-0.3668,69,-0.2589,91,0.18705
ENSG00000169762,TAPT1,43,0.08243,28,-0.5737,35,-0.2539,48,0.40844,44,0.13446,31,-0.4414
ENSG00000169744,LDB2,170,0.72175,64,-0.8811,67,-0.8106,150,0.75939,92,-0.3008,48,-1.3170
ENSG00000151552,QDPR,141,-0.5533,270,0.51577,203,0.03403,200,0.00885,85,-1.3451,294,0.66233
ENSG00000002549,LAP3,30,-0.1427,21,-0.7168,33,0.01787,22,-0.8090,72,1.38080,40,0.33690
ENSG00000118579,MED28,52,0.24496,45,-0.0100,43,-0.0967,44,-0.0580,50,0.17843,39,-0.2333
ENSG00000163257,DCAF16,17,-0.6755,17,-0.7205,49,1.07873,26,-0.0143,29,0.15831,20,-0.4254
ENSG00000145147,SLIT2,19,-0.4890,24,-0.0565,64,1.68801,25,-0.0320,9,-1.5582,11,-1.2798
ENSG00000163138,PACRGL,24,-0.2075,12,-1.2761,29,0.11672,31,0.29929,31,0.21009,29,0.10947
ENSG00000185774,KCNIP4,124,0.27153,67,-0.7155,79,-0.4630,137,0.67060,88,-0.2960,73,-0.5977
ENSG00000152990,ADGRA3,7,-1.7466,16,-0.5001,13,-0.7587,13,-0.9514,38,0.94185,59,1.83398
ENSG00000109819,PPARGC1A,8,-0.7823,16,0.22199,21,0.70966,15,0.17191,7,-0.9307,13,-0.0937
ENSG00000109606,DHX15,48,0.07217,32,-0.5652,48,0.07329,52,0.29872,39,-0.2752,45,-0.0603
ENSG00000181982,CCDC149,15,0.13775,13,-0.0868,16,0.29573,12,-0.1605,17,0.40394,9,-0.5635
ENSG00000053900,ANAPC4,21,-0.0544,15,-0.5975,21,-0.0698,25,0.24644,32,0.58920,14,-0.7104
ENSG00000250317,SMIM20,46,0.02918,55,0.31615,46,0.03788,37,-0.4196,62,0.51451,41,-0.1406
ENSG00000168214,RBPJ,24,-0.8228,49,0.31909,53,0.46811,45,0.26118,18,-1.2616,43,0.12120
ENSG00000109689,STIM2,22,-0.2197,17,-0.5803,31,0.37973,31,0.53723,25,0.01995,11,-1.3005
ENSG00000169851,PCDH7,157,-0.0596,117,-0.5264,141,-0.2320,212,0.67457,141,-0.2292,108,-0.6592
ENSG00000047365,ARAP2,19,-0.4770,21,-0.3159,23,-0.2098,30,0.35574,31,0.29311,23,-0.1979
ENSG00000174145,NWD2,14,-0.2278,15,-0.1713,14,-0.2891,25,1.17561,7,-1.3195,6,-1.6185
ENSG00000065882,TBC1D1,16,-0.4660,13,-0.8451,21,-0.0752,22,-0.0104,35,0.78767,25,0.21314
ENSG00000109787,KLF3,13,-0.3913,13,-0.3769,30,1.03986,9,-1.0881,21,0.45044,25,0.73608
ENSG00000109790,KLHL5,16,-0.5848,36,0.75615,31,0.49815,18,-0.5240,12,-1.0177,35,0.71957
ENSG00000157796,WDR19,21,0.51846,14,-0.1214,15,-0.0437,16,0.16521,11,-0.4556,12,-0.4313
ENSG00000035928,RFC1,28,-0.1459,22,-0.4823,32,0.09934,24,-0.4645,51,0.88547,36,0.28559
ENSG00000163682,RPL9,707,-0.1854,944,0.29174,586,-0.4873,736,-0.1676,859,0.13360,1036,0.45114
ENSG00000121897,LIAS,13,-0.0357,12,-0.0818,19,0.67556,11,-0.2703,19,0.67685,5,-1.2995
ENSG00000163683,SMIM14,89,0.34106,81,0.17781,60,-0.3188,74,0.04729,63,-0.2399,67,-0.1470
ENSG00000078140,UBE2K,126,-0.0526,108,-0.3097,146,0.19252,152,0.37620,113,-0.2352,93,-0.5443
ENSG00000121892,PDS5A,34,-0.5724,28,-0.8584,48,-0.0086,60,0.53653,54,0.18534,43,-0.2104
ENSG00000163697,APBB2,27,-0.3517,30,-0.2252,40,0.28606,36,0.16273,16,-1.1603,49,0.62180
ENSG00000154277,UCHL1,2013,-0.2213,2242,-0.0462,2654,0.23420,2932,0.60286,1461,-0.7320,1281,-0.9362
ENSG00000064042,LIMCH1,112,0.01798,58,-1.0200,120,0.13453,126,0.32168,108,-0.0451,108,-0.0384
ENSG00000109133,TMEM33,55,-0.5316,59,-0.4311,104,0.50865,84,0.19793,75,-0.0487,72,-0.1178
ENSG00000014824,SLC30A9,112,-0.0419,131,0.22209,155,0.49857,121,0.11436,71,-0.7643,88,-0.4271
ENSG00000124406,ATP8A1,176,-0.2494,116,-0.9132,202,-0.0306,274,0.73204,198,-0.0620,131,-0.7163
