"","logFC_Apoe_e4yes","p_Apoe_e4yes","padj"
"NSMCE2",-0.0581846482058208,0.0165687349244829,0.093767939350601
"FAM49B",-0.128747853473679,0.00564625069239605,0.0495175786130021
"ASAP1",-0.0242175430040788,0.710525209154514,0.834739134607768
"ADCY8",-0.347078570539218,0.0151043532569306,0.0885398039545338
"EFR3A",-0.0487834663787389,0.290736008671167,0.498650425773752
"KCNQ3",-0.371946389072532,0.0972675539561399,0.260952485088652
"LRRC6",-0.270972209410011,0.077306902765761,0.228964421384634
"PHF20L1",0.024365416995983,0.424242097940896,0.625113921246562
"NDRG1",0.191495773101643,0.0670061875861141,0.210673146044312
"ST3GAL1",0.025790349570029,0.855462163564758,0.92157586115748
"ZFAT",0.10192364200976,0.274762705752869,0.483370166054734
"KHDRBS3",0.101398507311051,0.348597789378402,0.556201761827158
"FAM135B",0.265949244340204,0.148047748003826,0.334477245809191
"KCNK9",0.055576835857407,0.712940102977228,0.836629183649235
"TRAPPC9",-0.139181457052221,0.0146170121920048,0.0867915740696329
"CHRAC1",0.306569088520543,0.000894223248842768,0.0163681159522298
"AGO2",0.0339669915546613,0.496404873702292,0.684406897521006
"PTK2",-0.136506252457237,0.0941005088769463,0.255964622472028
"DENND3",-0.260152825396768,0.161669186411698,0.352170116284238
"SLC45A4",0.253468515139398,0.109333162476608,0.279755636880059
"TSNARE1",0.13891267797677,0.077652855883042,0.229597111212981
"ADGRB1",-0.0670709871456715,0.722915354196879,0.842505093363416
"JRK",0.090128262380513,0.107410585323562,0.276779366464873
"THEM6",0.0118010988626285,0.914705145626876,0.95412678153268
"LY6E",-0.561039154683305,0.0119008078560578,0.0772523891840062
"LY6H",-0.597629531859036,0.00473775934891573,0.0447047130845145
"GPIHBP1",-0.0831164446271401,0.593464373136267,0.755272061571759
"AC138696.1",-0.0182262864013253,0.879600793978051,0.934740848895979
"GLI4",-0.218226445472583,0.0884857439423408,0.246809018760982
"ZNF696",0.0932314693968589,0.343815442411529,0.55138617346495
"TOP1MT",0.0462151312293943,0.61667292244676,0.769401243871654
"RHPN1",-0.253134414560502,0.0619849454370008,0.202082989701477
"ZC3H3",0.0821616285605147,0.215952692857001,0.418097128496388
"MROH6",0.504988947519072,0.0878332410140369,0.245695151838814
"NAPRT",-0.20215152200372,0.0522639254662777,0.182989223172574
"EEF1D",0.262897876851145,0.00755024527137359,0.0584202044882301
"TIGD5",0.18964986113199,0.0183595619565785,0.099350083740577
"PYCR3",-0.416594037053908,0.0306915145195251,0.134487004217099
"TSTA3",-0.0410006391341408,0.771461496463066,0.871383726567343
"ZNF623",0.178902942615925,0.000888988521415729,0.0163046494220986
"ZNF707",-0.121547170840073,0.423304122732963,0.624251420791013
"SCRIB",0.204388397332251,0.00275793211109902,0.0315570588372475
"PUF60",-0.0312730336108948,0.713543636339659,0.837015594615775
"NRBP2",-0.143488726045077,0.395365976549195,0.600487214290675
"PLEC",0.186985126642154,0.121794113054282,0.297245330574912
"PARP10",-0.183037402693942,0.027169853195728,0.125912330838993
"GRINA",-0.143134854130333,0.133530403796811,0.314321284084367
"OPLAH",-0.250741029782082,0.253018581848245,0.459805273833567
"EXOSC4",-0.0541154160312087,0.774713490577139,0.873870949799843
"GPAA1",-0.14497109199893,0.0876282766346949,0.245343335756245
"CYC1",0.0578793386309442,0.646305033779167,0.789687633463956
"SHARPIN",0.0171360067448273,0.85156575303,0.919573971232248
"MAF1",0.209102162366146,0.0176845263078259,0.0970104692370865
"WDR97",-0.0210242149718431,0.862682715853011,0.925572659294417
"HGH1",-0.107863169424044,0.400600104445475,0.604918749244992
"MROH1",-0.0535520036075055,0.406141293867035,0.609089061309487
"BOP1",-0.158980201123397,0.0822890372112064,0.237717514199807
"SCX",0.476157229888869,0.0150845491400207,0.0884655622068795
"HSF1",0.0406847101348073,0.3986633234143,0.603571888057423
"DGAT1",-0.0303092481132147,0.723155297822829,0.842627216795533
"SCRT1",-0.0783814544980091,0.656093927990326,0.797246122343216
"SLC52A2",0.296252910479588,0.034452032267584,0.144574867544836
"FBXL6",0.236469374171209,0.159132912865433,0.348960370948229
"ADCK5",0.00654007909770637,0.942102187935372,0.969890627919789
"CPSF1",-0.0367956657787025,0.701223257051885,0.829077244670066
"VPS28",-0.167222511835663,0.0722427228161029,0.220283420555401
"TONSL",-0.027646315926027,0.839688519211205,0.912801023877931
"CYHR1",0.047456295813505,0.560434913850364,0.730197608288688
"KIFC2",-0.178306569204586,0.323996608524567,0.532983668237944
"PPP1R16A",0.0219741974651257,0.853479195789445,0.920800469634582
"MFSD3",-0.0560105334001835,0.651897268119682,0.794303555412268
"RECQL4",0.84104535632733,0.0102403082120132,0.0706165271915787
"LRRC14",0.0834176951909198,0.427052195955209,0.62805774025766
"LRRC24",-0.160901683033871,0.0966956012492611,0.259980883202613
"ARHGAP39",0.120445378771797,0.477029398091877,0.668024443570408
"ZNF251",0.109787868243437,0.0249083355318012,0.118899882091711
"ZNF34",0.217413588210525,0.000844045274877379,0.015993704998081
"RPL8",0.127417292447393,0.369079176287295,0.575527035777124
"ZNF517",-0.230128899177251,0.00951637189280185,0.0668377927371977
"ZNF7",-0.058908986958732,0.546930906839785,0.72045434229859
"COMMD5",0.152554060940897,0.0961386532905998,0.259318338051374
"ZNF250",0.0070168420114547,0.910203415185237,0.951971447497837
"ZNF16",0.146875495582459,0.180145593177637,0.376164764031755
"C8orf33",0.176796970377441,0.0917981139362288,0.252355780545966
"WASHC1",0.105503482684789,0.100796444117485,0.266667279142587
"CBWD1",0.267821707964143,0.00663803698671505,0.0543863110431501
"DOCK8",-0.161708835545182,0.243692302629356,0.449513994370791
"KANK1",-0.00221306214727568,0.979160859798218,0.990256900472566
"DMRT2",0.0159834103631468,0.881637188106428,0.935837772269199
"SMARCA2",0.0540088076836432,0.294577399385563,0.502744937494244
"VLDLR",-0.0136304504617292,0.856469258463256,0.92234996124675
"PUM3",0.0604307899334829,0.158315625148738,0.3479686461233
"RFX3",0.121525546343557,0.064665942733808,0.206831588024797
"GLIS3",-0.114571629073625,0.56837473001968,0.736270535958587
"SLC1A1",-0.2252169063744,0.0835138235398898,0.239528272080836
"SPATA6L",-0.118342717497345,0.231936032595221,0.436867505079796
"PLPP6",-0.0164127318750397,0.87261603483068,0.931311506642131
"CDC37L1",-0.101646492079045,0.113726609987266,0.285906229483967
"AK3",0.186197281706716,0.0745343940693457,0.224311751874238
"RCL1",-0.0481306961429499,0.268736629514438,0.476772707718934
"JAK2",-0.0801880679390561,0.132363905173308,0.312667463383079
"PLGRKT",-0.178255321237642,0.00810026235131918,0.0605784255024425
"PDCD1LG2",-0.309864871645488,0.0476008778796744,0.17425999370308
"RIC1",-0.0753548339596575,0.1557852271029,0.344349609017818
"ERMP1",-0.0486857367237255,0.289990557670205,0.498577314763848
"KIAA2026",0.086367260620731,0.00076566139897804,0.014852902162515
"MLANA",0.294680692119254,0.071785515299298,0.21948337172191
"RANBP6",0.315163828669427,0.00308934810415643,0.0337296931336621
"UHRF2",-0.00273547253679467,0.949153237544719,0.973363063858187
"GLDC",-0.412661137499401,0.00706732804072064,0.0562911150489007
"KDM4C",0.0100980466582541,0.737103005368138,0.851671836132584
"DMAC1",-0.0120519644349512,0.880886399385256,0.935465272189742
"PTPRD",-0.0995276786566617,0.0580005872429874,0.194202452611483
"LURAP1L",0.0864873805698191,0.720644680836985,0.841125448331159
"MPDZ",0.1684715418702,0.0178742689200698,0.0977053111854898
"NFIB",0.0455780232794424,0.549179762557189,0.721743972260136
"ZDHHC21",0.00132701925305891,0.987426265114101,0.994258644014911
"FREM1",-0.308910064047469,0.095088265375997,0.257784682681985
"TTC39B",-0.321999587755438,0.0127410386048976,0.0804724517797609
"SNAPC3",0.069096076276504,0.188799948117831,0.386201544581736
"PSIP1",0.242153348697774,0.000353106663654423,0.0091926423865664
"CCDC171",-0.094046452375961,0.255371067788149,0.461979309785511
"BNC2",0.0450961051801472,0.719254318794526,0.840296957189376
"CNTLN",0.0105491711090014,0.922471653896329,0.958682455976522
"SH3GL2",-0.256729575730096,0.170194477561729,0.364068697729148
"ADAMTSL1",-0.0614077894582047,0.577113481988851,0.742713705349033
"SAXO1",-0.207723185848076,0.324977522342856,0.533437824824426
"RRAGA",-0.0110185030092027,0.924883175891697,0.959940054309568
"HAUS6",0.0132805903824919,0.756976437093497,0.862379501192586
"PLIN2",0.128413630382715,0.140013900472748,0.322800419471311
"DENND4C",-0.0580625487734774,0.00869930182485111,0.0631527523219419
"RPS6",0.0391763303606805,0.777313753846085,0.874883927126311
"ACER2",-0.104298117687458,0.295794305396188,0.504097124608362
"SLC24A2",0.0411529928466058,0.539052598048827,0.715007972616468
"MLLT3",-0.00614434040991409,0.923028001433687,0.959070592875395
"FOCAD",-0.125908518633028,0.084485716153485,0.241025051215727
"KLHL9",0.300623491476844,0.000160408141613722,0.00571351778912983
"IFNA13",0.0290970656965407,0.871806698060526,0.930746395790719
"IFNA2",0.11084584024498,0.587489924932216,0.750998055473491
"AL359922.1",0.0108653442924826,0.942105672068311,0.969890627919789
"CDKN2A",0.140010683710909,0.202739366418943,0.402232825594547
"CDKN2B",0.337241978252433,0.0493292582707371,0.177545213038331
"ELAVL2",-0.147631139033598,0.500742475785234,0.687937999992308
"TUSC1",0.312669773971042,0.016538026621099,0.093767939350601
"CAAP1",0.00152025113647796,0.966286950843888,0.982379842059025
"PLAA",-0.0988179476614197,0.0707247039185426,0.217651851681126
"IFT74",-0.016733851421173,0.820840753366349,0.901041599407901
"TEK",-0.100543582929645,0.494588275480007,0.682585801286139
"EQTN",-0.514937172233486,0.000611257893613739,0.0126967013740327
"MOB3B",-0.0784144845538963,0.0321364273445803,0.138371997100083
"C9orf72",-0.009759591656575,0.751942473141872,0.859139964766555
"LINGO2",-0.20127331069968,0.275688730511405,0.484445958430186
"ACO1",0.0269378701357834,0.647823670811021,0.790763487853642
"DDX58",0.0369196681684949,0.611812429286936,0.766823062984092
"TOPORS",0.272147471492598,0.00120478253438389,0.0194143890326205
"SMIM27",0.0744247354630668,0.324997926787159,0.533437824824426
"NDUFB6",-0.0270451553121496,0.446986002140928,0.644529676092924
"APTX",0.100852701698817,0.152566294214761,0.340051958979181
"DNAJA1",0.487135181042459,0.00689515618151167,0.0555196721255963
"SMU1",0.00223868947344165,0.946069274253614,0.971858341937492
"B4GALT1",-0.237247390761254,0.0665965325393603,0.210005467780133
"BAG1",-0.0346129766179657,0.717208921302184,0.839294256521467
"CHMP5",0.135490527384931,0.00245409715099573,0.0294681898208712
"NFX1",-0.0249260959659289,0.65963466153808,0.799772885557741
"NOL6",-0.264592102397321,0.102433521764412,0.269387988477205
"PRSS3",-0.265861045269693,0.0973992955634877,0.261136319909723
"UBE2R2",-0.0339838525753418,0.452316915011581,0.649155576533824
"UBAP2",-0.0519116511193589,0.183749621794684,0.380074330375517
"DCAF12",-0.100074765915934,0.0930158876617171,0.254224278761358
"UBAP1",0.0585778268551745,0.0384159242036408,0.154311226169049
"KIF24",-0.620304787729665,0.00289787300126952,0.032586608195764
"NUDT2",0.0662872377519564,0.36328972084902,0.570147697664773
"MYORG",0.0927762572123379,0.490807580175035,0.679183420829596
"C9orf24",0.338948440148836,0.00681483753963968,0.0550548273947765
"FAM219A",-0.049669589351335,0.240005330609515,0.445818276967438
"ENHO",0.130935716698977,0.342552442100865,0.550001277858761
"RPP25L",0.0510521081072305,0.732646746915249,0.848508012459877
"DCTN3",-0.0821690170695058,0.51204600760603,0.695830039067214
"SIGMAR1",0.188229171041406,0.0205172555496917,0.106336190201497
"GALT",-0.0995295298830448,0.342009497857602,0.549556755374923
"IL11RA",-0.02090928942032,0.764318390318295,0.866395306698162
"AL162231.1",-0.322187430341966,0.046579434016398,0.172148030519297
"PHF24",-0.445726549443985,0.0261901588127891,0.122981602125079
"DNAJB5",0.310368770406404,0.00176196720414634,0.0243906751736297
"VCP",0.054383893440789,0.394482447984696,0.599659776180857
"FANCG",-0.13438777071361,0.241743270023174,0.447317097525336
"PIGO",0.113766246246653,0.277140473482103,0.485279743873141
"STOML2",-0.0425830718420753,0.650498880647962,0.79301385199446
"FAM214B",-0.0644145367226112,0.691832270478663,0.822525711961201
"UNC13B",-0.221730294289689,0.00061658330547515,0.0127155435485144
"RUSC2",0.0521883562443046,0.279875006021188,0.487793400086437
"TESK1",0.28488568799327,2.59309184485316e-05,0.00186107910254719
"CD72",0.172330671918849,0.0177610523145972,0.0972436520548983
"CCDC107",-0.086481422386472,0.383003839861323,0.588929592202694
"TLN1",0.26194842697949,0.00158498641564008,0.0232164913269644
"CREB3",0.163208378987713,0.180253605593292,0.376170879170104
"GBA2",-0.073366108665491,0.203130152297771,0.402814665910382
"RGP1",0.0488006692333308,0.417266313455669,0.618882603990742
"SPAG8",-0.279339062709488,0.012146390493338,0.0781650648926952
"HINT2",-0.0974311899298591,0.615268317652102,0.768460012121937
"TMEM8B",-0.0282516305665254,0.653262922568019,0.79505344101973
"RECK",-0.042324157502808,0.60866212665395,0.764420905391279
"GLIPR2",-0.122678968869073,0.412960205566035,0.614850759026109
"CLTA",-0.0341675800320669,0.635497682149328,0.782542185726019
"GNE",-0.0278641198945734,0.394059217364515,0.5992369396958
"RNF38",-0.0619328638064521,0.0309971947952201,0.135347863954323
"ZCCHC7",0.0777653252544005,0.0623810767672253,0.20289404286075
"GRHPR",0.0980788028304107,0.0127747547011243,0.080603238419721
"ZBTB5",-0.0246379898374109,0.556491224169817,0.727570775438647
"POLR1E",-0.0754345369731382,0.477006601328888,0.668024443570408
"FBXO10",0.16701194965154,0.259509928096934,0.467001139334249
"AL513165.2",-0.282044290530495,0.0795167804261376,0.232500396731542
"AL138752.2",-0.059970881312902,0.242498589164288,0.448082866621786
"FRMPD1",-0.0783422258213671,0.474681550922315,0.666405939316069
"TRMT10B",0.0179805633809646,0.805322070396504,0.891031347888703
"DCAF10",0.000687224766112522,0.983483191175449,0.991806942142429
"FAM95C",0.306905427840734,0.255855626504965,0.462607359850773
"ANKRD18A",0.466290460496691,0.0797920481532624,0.233203552055478
"CNTNAP3",0.55060405909987,0.0168438641156784,0.0946134978592241
"CBWD6",-0.115117669279626,0.326290139011864,0.534768866900544
"CNTNAP3B",-0.081526879701176,0.54046386848253,0.715903296620147
"AL391987.2",0.484665682370851,0.00166594985075603,0.0238113616500216
"CBWD5",0.116163541041325,0.131089814496842,0.310977147939733
"ZNF658",-0.100289418999791,0.275782396250818,0.484445958430186
"CBWD3",0.185580839733066,0.0751984598705055,0.225522583425775
"PGM5",0.0639819116430853,0.726914576260319,0.845576403737714
"PIP5K1B",-0.195049759716633,0.216923653804221,0.419302338721394
"TJP2",0.0257879314414954,0.886683530350313,0.939206967099844
"FAM189A2",-0.163495288324259,0.389225003227987,0.594856022273854
"APBA1",-0.0543851468434432,0.00858098856782076,0.0627348733524689
"PTAR1",0.149292792829693,0.0052155928819463,0.0474534706263425
"MAMDC2",0.0189814367656407,0.874755586794808,0.932050515551676
"SMC5",0.105100363147098,0.000412968459359135,0.0101153430949308
"KLF9",-0.0392189064855616,0.811239024847106,0.89454204369083
"TRPM3",-0.11102546868555,0.498178616497903,0.68570803239387
"CEMIP2",-0.0847063214214207,0.0573040503949877,0.192755643999644
"ABHD17B",0.0286549505190908,0.61023375143588,0.765773837751232
"C9orf85",0.0713328446744743,0.0646150935502308,0.206831588024797
"GDA",-0.124509644839726,0.298548716778556,0.506935557456818
"ZFAND5",0.221833164850495,1.62029638787152e-06,0.000271074061518316
"TMC1",-0.0579982082471861,0.687456831936299,0.819678563965541
"ALDH1A1",-0.22367152138288,0.241146252317676,0.446679276340903
"RORB",-0.230497496242004,0.0277489194262392,0.127244086959492
"TRPM6",-0.00672853129042579,0.95754242461897,0.977660519558233
"C9orf40",0.321898113992416,0.00170887010524048,0.0241188136038041
"CARNMT1",-0.021353622197465,0.567391824088108,0.735472749382828
"NMRK1",0.104754931556828,0.233713842569028,0.438430664515795
"OSTF1",-0.0297265918130815,0.721452097553942,0.84159868080767
"PCSK5",-0.0257248026561998,0.8286201134141,0.905969688144303
"RFK",-0.0044503587942689,0.965518851808135,0.982112518026831
"PRUNE2",0.0402770963277778,0.472589497162377,0.664770236265738
"VPS13A",-0.027744012617847,0.740028348287028,0.852666786794314
"GNA14",0.136609981892453,0.438993757311494,0.638199277405447
"GNAQ",-0.0620462686831697,0.082407536389986,0.237758059800113
"CEP78",-0.0618409384433887,0.24997145399801,0.456274305191242
"PSAT1",0.00182159904468118,0.964457925987895,0.981567232165079
"TLE4",0.330948922052329,0.0044589657128595,0.0428669535405391
"TLE1",-0.284805551356705,0.000952586708511134,0.017058460248367
"FRMD3",0.128712146459467,0.121514356988498,0.297155250857083
"IDNK",-0.344426677101458,0.00146481956627334,0.0222488323464011
"UBQLN1",0.202479969739736,8.62214486385776e-06,0.000906342292641619
"GKAP1",0.209478827731915,0.0158892252931456,0.0916382112580045
"KIF27",0.119554802862671,0.040731835324591,0.159212159910914
"C9orf64",0.10175035944785,0.265008587847396,0.472674615722903
"HNRNPK",0.0149705089054983,0.794892752707202,0.88502344937535
"RMI1",-0.0552370086127084,0.406037957446584,0.609007790931744
"NTRK2",-0.0450602391980449,0.677235895241717,0.812724822085286
"AGTPBP1",0.0229796650085099,0.701472978918682,0.829167263745925
"NAA35",-0.0519371676616442,0.130884579829977,0.310828897954845
"GOLM1",0.316663945952412,0.0023437368475905,0.0286708657604556
"C9orf153",0.677106350580538,0.00153545952316772,0.0227388352826892
"ISCA1",0.051437066857154,0.33919091644373,0.546797777666196
"TUT7",0.0841755332487161,0.00102557222079775,0.0177995671710444
"GAS1",-0.0141034962666725,0.894273183610708,0.943056849915313
"DAPK1",-0.093325173804831,0.458104547243318,0.653247259093608
"CTSL",0.172758646461957,0.038439439492226,0.15435457099628
"CDK20",0.115480881417949,0.316838452953193,0.525393029438775
"SPIN1",-0.070223524173907,0.0242779643557355,0.117070730632517
"SHC3",0.0352033942734548,0.661591756348565,0.800937364562953
"CKS2",0.915829959942576,0.00184855980332542,0.0248183673703236
"SECISBP2",-0.105957797218686,0.20426640756594,0.404033411421728
"SEMA4D",-0.116334975272917,0.0691034697448842,0.214629873706166
"GADD45G",-0.242181865159259,0.430293943548541,0.630656717735485
"DIRAS2",-0.310555424172213,0.0109507531874985,0.073431673971581
"AUH",-0.0799361109953351,0.0137865159212152,0.0838696638663224
"NFIL3",0.269460276941734,0.0778088427741623,0.229766239761359
"ROR2",-0.0735308269315107,0.630894993765359,0.779404279423467
"SPTLC1",-0.0695186026432831,0.263763298360381,0.471789086790104
"IARS",0.0251843904523369,0.730925793757075,0.848204515726369
"NOL8",0.264538325198048,0.000188006311238924,0.00636550330293101
"CENPP",-0.0442386879675625,0.704285399371294,0.830956685151498
"OGN",-0.654288101573943,5.03786588698433e-05,0.00267853007079373
"OMD",-0.268468441999263,0.317060455876706,0.525603550856784
"ASPN",-0.178433124620223,0.503371250017455,0.689866902257941
"ECM2",-0.0719319053579561,0.79006107813654,0.883096449614843
"IPPK",-0.0687066937801684,0.428146079016594,0.628623958669861
"BICD2",0.199715219525615,0.0212961329872294,0.108512203938218
"ZNF484",-0.0496790634179932,0.417736396804953,0.61943154591444
"CARD19",-0.0576729235172317,0.534917616163893,0.712456910952597
"NINJ1",0.300983649502367,0.0168675675932531,0.0946233126372079
"WNK2",-0.248191299812221,0.0134001791042084,0.082587136116686
"FAM120AOS",-0.051225751730934,0.439797273966582,0.638767911274483
"FAM120A",0.00478645372963021,0.808850166300804,0.893021316892334
"PHF2",0.0854682044517849,0.0311500990334908,0.135756655393571
"PTPDC1",-0.146763884686544,0.0099600146033728,0.0692229394082982
"ZNF169",0.0461035020172256,0.264330693619797,0.472326741937494
"MFSD14B",-0.0790244297978926,0.133951791460471,0.314482631992953
"FANCC",0.111337658097608,0.40295152693365,0.606619974443091
"PTCH1",0.10852448242903,0.102432892167155,0.269387988477205
"ERCC6L2",0.132229365800047,0.00922131524200103,0.0657733153084493
"AL160269.1",0.0307546310959851,0.777179208631246,0.874883927126311
"SLC35D2",-0.0936833100569621,0.337021940510683,0.544934223226564
"ZNF367",0.0376014724262485,0.747037133363086,0.856046250844772
"HABP4",-0.00236967154181518,0.968365795358964,0.98336383971878
"CDC14B",0.0168954224530205,0.809519751268889,0.893461482743656
"ZNF510",0.0602662442931355,0.245205570322956,0.45139445850958
"ZNF782",0.110362679076637,5.69314384912222e-05,0.00290326907729722
"MFSD14C",-0.119208548954004,0.0406571795243867,0.159186024855039
"CCDC180",0.0841716373090188,0.342164839993929,0.549735083262643
"TDRD7",-0.073670663294654,0.0349585869519225,0.145860878622297
"TMOD1",-0.0565090977487595,0.765259494125952,0.867065525391679
"TSTD2",-0.0231890344539199,0.743336583862925,0.854254562480698
"NCBP1",0.0160292141778631,0.693004626787748,0.823603465536949
"XPA",-0.0816091721171373,0.15940004201686,0.349254515723229
"TRMO",-0.27063185003624,0.0109742928190265,0.0735497223436323
"ANP32B",0.00500904420126843,0.919254604003504,0.956858719261774
"NANS",-0.0676632723133308,0.589505614136695,0.752654267092164
"TRIM14",-0.211314237225177,0.0515380743615375,0.181559177855839
"CORO2A",0.0620454291840755,0.774853013224767,0.873870949799843
"TBC1D2",0.0815500244004852,0.3756071155784,0.582365079215877
"GABBR2",-0.226043846118365,0.0850556124247995,0.241634376242117
"ANKS6",-0.0383285150165251,0.536111925496753,0.713510791618061
"GALNT12",-0.21320747147673,0.0804474239253546,0.234455427394872
"TGFBR1",-0.179960538126971,0.0585380951002588,0.195053529035334
"ALG2",0.427863223680742,0.000410711697430457,0.0101089273634157
"SEC61B",-0.0883720158785742,0.328919479585534,0.537372470800783
"STX17",0.0702642654874788,0.113923594002818,0.28612508651863
"ERP44",0.0815538303533679,0.0281143540586264,0.128132797166053
"INVS",-0.0844125343027102,0.139757066744778,0.322568368616369
"TEX10",-0.0370231136070124,0.410853002289806,0.613113006307235
"MSANTD3",0.228390300805221,0.0579153349182635,0.194126813715748
"MSANTD3-TMEFF1",0.152880829763097,0.0557170508847071,0.190327343689981
"CAVIN4",-0.0676568759276411,0.514606644887034,0.698161325097452
"PLPPR1",0.0395908311683041,0.70969254056931,0.834322237590216
"MRPL50",0.195500579218724,0.0183758377045854,0.0993947537473689
"ZNF189",-0.217116426154573,0.143168211855127,0.327332192123382
"TMEM246",0.174979780976233,0.0352409831157903,0.146483677410601
"RNF20",-0.0397004278098334,0.456670405860409,0.652245582740275
"GRIN3A",-0.404577999529941,0.00110381472640196,0.0184345985034678
"SMC2",0.0310519784387387,0.763204661658433,0.86573628147796
"NIPSNAP3A",0.0180337227010283,0.836218770869716,0.910342001986956
"ABCA1",0.0263229243468735,0.876305862828318,0.932844941145838
"SLC44A1",-0.0259005094346379,0.484784252254055,0.674587762190864
"FSD1L",-0.0132454470842665,0.820090130252538,0.900519016217092
"FKTN",-0.0824515432986891,0.186892063504841,0.383883051707607
"TMEM38B",0.123732305573112,0.0826078665764127,0.238008993865358
"ZNF462",-0.135618771514307,0.0154700353174801,0.0903499890762724
"RAD23B",-0.0114682506604476,0.737537171968727,0.851845751993462
"ELP1",0.0413256691281566,0.176572642150582,0.372496388693605
"CTNNAL1",0.192689433864238,0.131228129795313,0.31118135941944
"TMEM245",0.119636991050829,0.000483768904614843,0.0112583485876749
"FRRS1L",-0.0367367854691269,0.812137684063185,0.895030959808743
"EPB41L4B",0.696355631368529,0.0532447354503978,0.184975823297261
"PALM2",-0.17326697813722,0.0473001557211115,0.173622107078634
"PALM2-AKAP2",-0.230513335439689,0.00679324154325317,0.0550296685785141
"TXN",-0.239694421949766,0.0941744771538225,0.256091753541841
"SVEP1",0.0188514747058764,0.938109683626749,0.967963692614292
"MUSK",-0.129026840487221,0.546189828356857,0.720086800771913
"LPAR1",-0.0726675927424935,0.364997290924947,0.571958324373034
"ECPAS",-0.0755231457245316,0.0740335734107469,0.223543869811398
"ZNF483",0.132091928426555,0.0395090209227213,0.156679372637164
"PTGR1",0.314649402792108,0.0274678646506603,0.126596658654351
"UGCG",0.127530101685201,0.0511557124009568,0.18081049289009
"SUSD1",0.0617918806810413,0.629047432726463,0.778581281097317
"PTBP3",0.0117899992822977,0.876618987706576,0.932844941145838
"HSDL2",0.0969603759152782,0.112934648175739,0.284621956516933
"KIAA1958",0.148654024010193,0.00653350263932269,0.0538318914271853
"INIP",0.0829381289731203,0.00563381122907943,0.0495136090430868
"SNX30",0.0160682559779945,0.743502662146109,0.854257920024863
"ZNF883",-0.278736281902306,0.0368703664021977,0.150147085263238
"ZFP37",-0.221914378041905,0.0890246804444302,0.247705828316816
"SLC31A2",0.177180958795158,0.00928233168528158,0.065793366835488
"FKBP15",0.0944044776298772,0.000868539716418206,0.0162205705228417
"SLC31A1",-0.219341247617193,3.98332814041365e-05,0.00239144883682302
"CDC26",0.362296232259153,0.00676178624493548,0.054909603635151
"PRPF4",-0.101465889191141,0.317418185824512,0.525651144871539
"WDR31",-0.343077975389868,0.0184773346398451,0.0995899673252613
"HDHD3",0.220051643635944,0.0222665913829639,0.111530962173682
"ALAD",0.0586199543674655,0.472045055994188,0.664423254643342
"POLE3",0.155827390591619,0.240033856030241,0.445818276967438
"C9orf43",0.24124836978486,0.236658339486093,0.44213329457435
"RGS3",-0.0706850997647574,0.0329423060302199,0.140686491763611
"ZNF618",-0.0369207317018349,0.69680601001117,0.826140458865137
"COL27A1",0.0616472979265653,0.780380860432064,0.877220575333286
"AKNA",-0.0883302688475836,0.14309019161904,0.327274576327638
"WHRN",0.00280944573813837,0.966627893382188,0.982404072401548
"ATP6V1G1",0.0658614308255783,0.508984565265016,0.693571226387077
"TMEM268",-0.216033727273385,0.00579646743400722,0.0503715458921581
"PAPPA",0.0528455287353648,0.830328594634295,0.906877484991026
"ASTN2",-0.179739087825582,0.186008380027725,0.382998431960275
"TRIM32",0.210925812450253,0.13762743080052,0.319437932661556
"AL160272.2",0.583429046569201,0.18295102116795,0.379308859680983
"BRINP1",-0.442331849087256,0.0166294109053452,0.0938395537063012
"CDK5RAP2",-0.0673704596521671,0.298196285254762,0.506614802149302
"MEGF9",0.00687077482303899,0.906198595928453,0.9502091102218
"FBXW2",-0.16273650217525,0.00198351090397285,0.0255240572399081
"B3GNT10",0.162991140390677,0.328421732566377,0.536984049341938
"PSMD5",-0.186211715238423,0.047584109858729,0.174250085511043
"PHF19",0.20419579106767,0.0332171125230913,0.141598368897884
"TRAF1",0.119929362251982,0.122239615217114,0.298011668654433
"C5",0.142913562647954,0.0747870825532317,0.224723939621641
"CNTRL",0.162307976565831,0.00763439598346547,0.058579216735049
"RAB14",0.16759643511934,0.0118284725539065,0.0769440587338629
"GSN",-0.191795501150752,0.052179675515166,0.182889758531213
"STOM",0.519472556308474,8.27785392733034e-05,0.00378520907260065
"DAB2IP",-0.0747192240765657,0.319672097497812,0.527942850241849
"TTLL11",-0.100564228039127,0.195249750024749,0.393335549873857
"NDUFA8",-0.0378353920790599,0.721607785318838,0.841694623086506
"RBM18",0.13345670306374,0.0581098499144601,0.194371898113176
"MRRF",-0.156424655425772,0.0171436821820081,0.0953949302197777
"PDCL",-0.120666745997204,0.244213039766525,0.450199620576397
"RC3H2",-0.037568537112978,0.523263771027246,0.704919690563156
"ZBTB6",0.0617317929411391,0.376824343143481,0.583441008375872
"ZBTB26",-0.0207561276695379,0.641897500358593,0.787009406861312
"RABGAP1",-0.100490204619421,5.78399777943739e-05,0.00293751231486837
"STRBP",0.0174512578618588,0.790574535889475,0.883117637073827
"CRB2",-0.115899969272862,0.561804505551691,0.731474969185155
"DENND1A",0.0403518888032717,0.36819534824273,0.574729499454841
"NEK6",-0.500129257369777,0.011090089925299,0.0740454710960697
"PSMB7",-0.06120381468611,0.197320013968771,0.395952471113281
