feature,group,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out,class.power,grp
MVB12B,1,1.228979825,0.20309108,415231242.5,0.563904782,4.53E-148,2.40E-146,77.73072338,63.38369626,0.127809565,APOE34 & APOE44 vs APOE33 (AD and nonAD)
WWOX,1,2.051490561,0.246013968,415224911.5,0.563896185,2.42E-145,1.23E-143,87.17297196,78.90817784,0.127792369,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RFX3,1,0.577951523,0.149286375,415199964.5,0.563862305,6.78E-182,5.65E-180,47.09831232,32.09662756,0.127724611,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PLCG2,1,0.237169889,0.098797593,414899076,0.563453684,5.31E-297,1.29E-294,25.25879917,11.38577428,0.126907367,APOE34 & APOE44 vs APOE33 (AD and nonAD)
STAT3,1,0.430485445,0.136375794,414847741,0.563383968,3.85E-207,4.31E-205,37.84114436,23.76293346,0.126767936,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RASGEF1B,1,0.520551333,0.142418763,414728803.5,0.563222445,2.43E-186,2.14E-184,43.99899617,28.95363436,0.12644489,APOE34 & APOE44 vs APOE33 (AD and nonAD)
IRF2BP2,1,0.314042487,0.110389543,414630907.5,0.563089497,2.27E-235,3.39E-233,31.9907146,17.92718299,0.126178995,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ENOX1,1,1.682197121,0.223742609,414565482.5,0.563000647,1.21E-141,5.87E-140,85.78016187,75.43616607,0.126001294,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PREX1,1,1.066939464,0.186752687,414563638.5,0.562998143,9.73E-146,4.98E-144,73.3515277,59.08480887,0.125996285,APOE34 & APOE44 vs APOE33 (AD and nonAD)
GNAO1,1,1.58291719,0.213684161,414371911,0.562737767,1.26E-140,6.03E-139,85.00219587,74.22832157,0.125475534,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MIB1,1,0.520115727,0.138981397,414301478.5,0.562642116,1.12E-180,9.18E-179,44.71422298,29.98398199,0.125284233,APOE34 & APOE44 vs APOE33 (AD and nonAD)
HNRNPA2B1,1,0.843699183,0.168551708,414298429.5,0.562637976,2.14E-149,1.15E-147,65.58755254,49.64717087,0.125275951,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MPHOSPH8,1,0.663639273,0.149096064,414244626.5,0.562564909,4.32E-160,2.71E-158,55.55555556,39.40430322,0.125129817,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TMCC2,1,0.450421572,0.120982515,414233125,0.562549289,2.41E-189,2.23E-187,41.7027417,26.62020001,0.125098578,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CHD7,1,0.804690744,0.168051677,414132806.5,0.562413051,1.22E-152,6.91E-151,60.69703244,45.24438287,0.124826103,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TSC22D4,1,0.554614398,0.137550019,414107962,0.562379311,8.83E-171,6.28E-169,48.5068072,33.26118014,0.124758623,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NUFIP2,1,0.425182517,0.121081716,414107829.5,0.562379131,9.72E-193,9.47E-191,40.19072715,25.56387722,0.124758263,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CTIF,1,0.512954872,0.130732879,413910417,0.562111035,2.21E-175,1.72E-173,45.75255662,30.70262782,0.124222071,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MAP2K4,1,0.581423167,0.143272287,413826993.5,0.561997742,4.05E-168,2.79E-166,48.63542255,33.78068315,0.123995484,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SFMBT2,1,0.421488633,0.132417145,413795224.5,0.561954598,2.00E-204,2.21E-202,36.20365142,22.3819213,0.123909196,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NEK1,1,0.506173029,0.135855333,413759952,0.561906696,6.19E-179,5.02E-177,43.69471109,29.21338586,0.123813393,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PRIMA1,1,0.341854803,0.11519304,413730711.5,0.561866986,5.19E-218,6.69E-216,33.31451158,19.53764232,0.123733973,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NAP1L4,1,0.609397168,0.136933113,413658952,0.561769533,7.64E-160,4.75E-158,53.01148127,36.99727261,0.123539067,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TACC1,1,0.970879305,0.180459696,413597236.5,0.561685721,3.75E-142,1.84E-140,69.62168267,53.7209403,0.123371441,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ABCA8,1,1.091669479,0.190077259,413524016,0.561586283,2.49E-139,1.17E-137,73.87853692,58.55664747,0.123172567,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ACER3,1,0.91406472,0.175695263,413448887,0.561484254,1.98E-143,9.83E-142,66.40316206,50.37447509,0.122968509,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SLAIN1,1,1.741470578,0.203420694,413390295.5,0.561404684,2.89E-134,1.27E-132,88.55950812,79.84761245,0.122809369,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MSI2,1,0.590990341,0.144430703,413294341,0.561274373,1.75E-164,1.13E-162,48.35623314,33.90622971,0.122548747,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FRYL,1,2.062195823,0.17939986,413289772.5,0.561268169,2.64E-133,1.15E-131,93.69784805,88.44105805,0.122536338,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FANCC,1,0.314678515,0.137377338,413259497,0.561227053,1.39E-258,2.52E-256,26.55436351,13.80146327,0.122454107,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CXXC5,1,0.356880357,0.107499009,413145123.5,0.561071728,2.07E-203,2.24E-201,35.28452224,21.14810165,0.122143457,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RAB40B,1,0.754623947,0.155107241,413017499.5,0.560898409,4.80E-146,2.46E-144,60.11355794,44.58201654,0.121796817,APOE34 & APOE44 vs APOE33 (AD and nonAD)
KAZN,1,1.254479835,0.216893211,412898915.5,0.560737366,2.24E-136,1.01E-134,71.17134074,58.18433698,0.121474731,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ZNF397,1,0.516548865,0.125502271,412801186,0.560604644,7.70E-166,5.11E-164,46.29525064,31.2351184,0.121209288,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TANC2,1,0.675382781,0.154225172,412675325.5,0.560433719,2.85E-154,1.63E-152,51.53711023,37.25702411,0.120867439,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PLOD3,1,0.252763648,0.107217609,412618386.5,0.560356393,3.09E-258,5.53E-256,25.85795847,13.02220875,0.120712787,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MPP5,1,0.456612974,0.118732883,412581136,0.560305805,1.80E-174,1.38E-172,42.03525943,27.52500108,0.120611611,APOE34 & APOE44 vs APOE33 (AD and nonAD)
STIP1,1,0.218316805,0.104718712,412347261.5,0.559988192,2.91E-286,6.77E-284,22.97195558,10.40737694,0.119976384,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FAM95C,1,0.198014802,0.117457238,412313630.5,0.559942519,0,0,19.17937135,6.935365167,0.119885039,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PON2,1,0.457992919,0.115735326,412272914.5,0.559887225,3.56E-170,2.50E-168,42.78499278,28.12675873,0.11977445,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CTBP2,1,0.447439751,0.123199846,412272058.5,0.559886063,4.05E-178,3.24E-176,39.79860719,25.87124984,0.119772125,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ERBIN,1,2.427885841,0.186450669,412180220,0.559761341,7.06E-127,2.82E-125,95.6302152,91.38057925,0.119522683,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SGK3,1,1.07433003,0.182601486,412123449.5,0.559684244,2.10E-131,8.92E-130,72.33828973,58.37915061,0.119368488,APOE34 & APOE44 vs APOE33 (AD and nonAD)
C12orf76,1,0.750891657,0.149058447,412082911,0.559629191,1.40E-139,6.62E-138,61.0577828,44.55604139,0.119258382,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CLMN,1,1.963519063,0.178395527,412051342.5,0.559586319,3.00E-126,1.18E-124,92.26112052,86.43231309,0.119172638,APOE34 & APOE44 vs APOE33 (AD and nonAD)
HSP90AB1,1,0.636912235,0.141599964,412024257.5,0.559549536,2.54E-148,1.36E-146,52.82012673,37.87176934,0.119099073,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CASC4,1,0.684762159,0.145027092,411975116.5,0.5594828,8.67E-145,4.38E-143,55.28577702,39.98441491,0.118965601,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PTPN13,1,0.755574132,0.164486718,411901826,0.559383268,5.88E-144,2.94E-142,54.88738315,41.19225941,0.118766537,APOE34 & APOE44 vs APOE33 (AD and nonAD)
INSR,1,0.801221119,0.15799272,411898367,0.559378571,6.17E-138,2.86E-136,61.24913734,45.53443872,0.118757142,APOE34 & APOE44 vs APOE33 (AD and nonAD)
GRM3,1,1.516386321,0.208367713,411802279,0.559248079,5.08E-126,1.99E-124,83.14511575,71.08099918,0.118496157,APOE34 & APOE44 vs APOE33 (AD and nonAD)
KMT2E,1,0.892710881,0.164762018,411782144,0.559220734,2.81E-132,1.20E-130,67.82420478,51.78579159,0.118441468,APOE34 & APOE44 vs APOE33 (AD and nonAD)
STMN4,1,0.33340466,0.097570785,411590954,0.558961089,6.82E-202,7.22E-200,32.56791518,18.85795922,0.117922177,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RAPGEF3,1,0.335059837,0.104360265,411559707,0.558918654,3.20E-198,3.29E-196,33.05728088,19.74977272,0.117837307,APOE34 & APOE44 vs APOE33 (AD and nonAD)
HSPH1,1,0.23351046,0.105439292,411482986.5,0.558814463,5.56E-267,1.11E-264,23.59621055,11.17797307,0.117628927,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PHYHIPL,1,0.882312953,0.170093495,411421443.5,0.558730885,2.87E-134,1.26E-132,61.3997114,47.26178622,0.11746177,APOE34 & APOE44 vs APOE33 (AD and nonAD)
C1QTNF3-AMACR,1,0.860560809,0.165425221,411387683.5,0.558685037,3.03E-133,1.31E-131,62.49137336,48.07567427,0.117370074,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FHIT,1,1.604810759,0.220557097,411384304,0.558680448,1.65E-124,6.31E-123,78.25145869,68.29732889,0.117360895,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TSEN15,1,0.344717295,0.107738003,411241119,0.558485995,3.17E-193,3.12E-191,33.436853,20.26927573,0.11697199,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ANKRD36,1,0.577370868,0.126749338,411232399.5,0.558474154,2.95E-146,1.52E-144,50.86893783,35.59028529,0.116948307,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TIAM2,1,0.406190035,0.120490326,411222893.5,0.558461244,1.18E-181,9.75E-180,36.09072087,22.89709511,0.116922488,APOE34 & APOE44 vs APOE33 (AD and nonAD)
BBS2,1,0.622608203,0.133359435,411161403.5,0.558377738,2.02E-142,9.90E-141,53.15264446,37.74622278,0.116755475,APOE34 & APOE44 vs APOE33 (AD and nonAD)
GPHN,1,1.393780622,0.190966956,411093200,0.558285114,2.08E-122,7.81E-121,80.39713909,70.0722975,0.116570228,APOE34 & APOE44 vs APOE33 (AD and nonAD)
IRAK2,1,0.314241992,0.111755869,411083498.5,0.558271939,1.60E-211,1.94E-209,29.65054269,16.95311485,0.116543877,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PXK,1,1.722598366,0.178087087,411076225.5,0.558262062,5.71E-121,2.09E-119,89.40021331,81.95159964,0.116524123,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ZMYND8,1,0.749188643,0.152686614,410999794,0.558158264,4.32E-135,1.93E-133,57.97728841,43.41313477,0.116316528,APOE34 & APOE44 vs APOE33 (AD and nonAD)
DNAJB1,1,0.177400701,0.110508059,410837320,0.557937616,0,0,18.10653115,6.342265899,0.115875232,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CCNH,1,1.31954979,0.193040999,410823396.5,0.557918707,1.47E-121,5.41E-120,78.39262187,66.12840383,0.115837414,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ABCC5,1,0.352871834,0.105915651,410689889,0.557737397,1.96E-186,1.73E-184,33.87916431,20.66323217,0.115474795,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RALGDS,1,0.500402912,0.114411746,410634716,0.55766247,1.61E-150,8.83E-149,46.05370475,31.33901901,0.115324939,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PRRC2C,1,0.693012136,0.145557598,410601820.5,0.557617796,7.64E-134,3.34E-132,57.2087333,41.73773756,0.115235592,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FAM171A1,1,0.681953106,0.143179868,410601434.5,0.557617272,2.23E-137,1.03E-135,53.78317335,39.39131564,0.115234543,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PLD5,1,0.674530381,0.158563835,410570851,0.557575738,7.21E-147,3.76E-145,46.96028609,33.99281354,0.115151475,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SGMS1,1,1.159109301,0.180903686,410539560.5,0.557533244,1.96E-121,7.18E-120,73.84716733,61.18879605,0.115066487,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ARHGAP17,1,0.419051337,0.108704194,410532574,0.557523756,3.69E-165,2.44E-163,39.56960913,25.66777783,0.115047511,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NDUFAF6,1,0.449377028,0.123392521,410528277,0.55751792,6.62E-168,4.53E-166,38.39324926,25.17424997,0.11503584,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TRA2A,1,0.856929827,0.156703526,410503289,0.557483985,5.70E-126,2.23E-124,65.85419412,49.87661804,0.11496797,APOE34 & APOE44 vs APOE33 (AD and nonAD)
GPRC5B,1,1.309782608,0.179530317,410469972,0.557438739,7.21E-119,2.50E-117,81.32881611,69.59175722,0.114877478,APOE34 & APOE44 vs APOE33 (AD and nonAD)
AC098850.3,1,0.439184448,0.106402507,410468940,0.557437338,8.45E-161,5.37E-159,41.09417153,26.75007576,0.114874675,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PRUNE2,1,2.359863694,0.152508089,410406625,0.557352711,5.31E-117,1.79E-115,96.04115691,93.25944846,0.114705421,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MFAP3L,1,0.467280501,0.114511,410394131.5,0.557335744,7.88E-157,4.61E-155,42.21406613,28.27395125,0.114671488,APOE34 & APOE44 vs APOE33 (AD and nonAD)
AC010615.4,1,0.247594857,0.10318487,410361701.5,0.557291702,5.87E-241,9.30E-239,24.71296819,12.52002251,0.114583405,APOE34 & APOE44 vs APOE33 (AD and nonAD)
IWS1,1,0.54435829,0.124775875,410191424.5,0.557060458,1.09E-144,5.49E-143,47.21751678,33.11831681,0.114120915,APOE34 & APOE44 vs APOE33 (AD and nonAD)
KANTR,1,0.502065664,0.118900409,410184576,0.557051157,2.56E-150,1.39E-148,44.36915741,30.3476341,0.114102314,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ZDHHC11B,1,0.483027758,0.115074587,410152161.5,0.557007136,6.83E-152,3.84E-150,43.60373926,29.49478332,0.114014273,APOE34 & APOE44 vs APOE33 (AD and nonAD)
VRK2,1,0.957794244,0.171657709,410051057,0.556869832,9.38E-124,3.55E-122,64.19787942,50.66453093,0.113739663,APOE34 & APOE44 vs APOE33 (AD and nonAD)
DMTF1,1,0.485816333,0.110658632,410010680.5,0.556814998,1.86E-147,9.77E-146,45.38553234,30.77622408,0.113629996,APOE34 & APOE44 vs APOE33 (AD and nonAD)
WDFY3,1,1.050866937,0.171764592,409909973.5,0.556678233,1.10E-118,3.79E-117,72.22535918,58.59128101,0.113356466,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SNAP23,1,0.273572643,0.098162237,409906764,0.556673874,1.67E-210,1.93E-208,27.93462576,15.52015239,0.113347749,APOE34 & APOE44 vs APOE33 (AD and nonAD)
AGTPBP1,1,1.117787964,0.178940471,409830529,0.556570343,5.65E-118,1.93E-116,72.53905515,59.76016278,0.113140687,APOE34 & APOE44 vs APOE33 (AD and nonAD)
METTL7A,1,0.222933343,0.103062171,409817188,0.556552226,1.62E-253,2.74E-251,22.71786185,10.99181783,0.113104451,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SHTN1,1,2.083197612,0.190060921,409810772.5,0.556543513,7.91E-114,2.55E-112,94.45699228,87.77436253,0.113087026,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SOX10,1,0.495477959,0.11329292,409791355,0.556517143,1.57E-145,7.97E-144,45.46709329,31.13554699,0.113034286,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SPP1,1,1.161390746,0.186527043,409762701.5,0.55647823,2.06E-117,6.97E-116,72.61434218,60.80349799,0.112956461,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SHC4,1,0.304367307,0.093422256,409655855,0.556333127,1.27E-191,1.22E-189,30.78925905,17.98346249,0.112666255,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MAP4K5,1,1.450258495,0.181993535,409604738,0.556263708,9.88E-114,3.17E-112,83.02591129,72.85596779,0.112527416,APOE34 & APOE44 vs APOE33 (AD and nonAD)
YPEL2,1,0.907058904,0.158158444,409572709.5,0.556220212,4.94E-120,1.76E-118,66.50354476,51.07580415,0.112440423,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TANC1,1,0.613844786,0.136405224,409532270,0.556165293,7.99E-137,3.63E-135,48.88637932,35.64223559,0.112330586,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PDE7A,1,0.544448086,0.119525633,409525490.5,0.556156086,1.34E-140,6.41E-139,47.10458624,32.75033551,0.112312172,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SON,1,0.722290382,0.139749115,409513112,0.556139275,5.31E-125,2.05E-123,59.56772696,43.76812849,0.112278551,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MAPT,1,1.367836441,0.188381105,409510997,0.556136403,1.59E-113,5.07E-112,82.10678211,69.82986276,0.112272806,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SUGT1,1,0.304920288,0.096938533,409451794,0.556056002,1.84E-188,1.67E-186,30.94297007,18.35577298,0.112112005,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RALGAPA2,1,0.449536722,0.117303368,409439680.5,0.556039552,3.72E-157,2.20E-155,39.10533911,26.05740508,0.112079103,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SCAPER,1,0.816028418,0.152457743,409230733,0.555755791,4.12E-121,1.51E-119,61.63184641,47.23148188,0.111511581,APOE34 & APOE44 vs APOE33 (AD and nonAD)
HIBCH,1,0.801923868,0.147711634,409149411,0.555645351,9.73E-121,3.51E-119,61.54087458,47.05398502,0.111290702,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ERCC6L2,1,0.490305073,0.114054116,409134764,0.55562546,2.26E-143,1.12E-141,44.08055712,30.32165895,0.11125092,APOE34 & APOE44 vs APOE33 (AD and nonAD)
HSPA2,1,0.436565407,0.108074657,409033315,0.555487687,8.72E-151,4.79E-149,40.41345128,27.15701978,0.110975374,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MPDZ,1,0.758954855,0.144025843,409029543,0.555482564,4.36E-122,1.62E-120,59.05640253,44.61665007,0.110965129,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ZBTB1,1,0.332665547,0.099294582,408948188.5,0.555372081,6.33E-176,4.95E-174,32.63379133,20.00952422,0.110744162,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PACS2,1,0.860549536,0.153491308,408879070.5,0.555278215,6.46E-117,2.17E-115,64.6809712,50.43508377,0.110556431,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MRPS5,1,0.345571518,0.093771048,408739923.5,0.555089247,2.15E-167,1.45E-165,34.42185833,21.41218235,0.110178493,APOE34 & APOE44 vs APOE33 (AD and nonAD)
XYLT1,1,0.347214299,0.121877921,408687657,0.555018266,6.67E-195,6.67E-193,28.28282828,16.38599074,0.110036532,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FAM124A,1,0.770590781,0.141050618,408671941.5,0.554996924,2.76E-119,9.69E-118,59.91592948,45.40456297,0.109993847,APOE34 & APOE44 vs APOE33 (AD and nonAD)
GRB10,1,0.510405868,0.116456026,408615206.5,0.554919875,7.65E-140,3.62E-138,43.94566786,30.46885147,0.10983975,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CCP110,1,1.001610581,0.167530664,408572459.5,0.554861822,4.74E-112,1.49E-110,71.04272539,55.96779081,0.109723644,APOE34 & APOE44 vs APOE33 (AD and nonAD)
UBE2B,1,0.420320206,0.104070623,408406783.5,0.554636826,1.74E-149,9.42E-148,39.14925654,25.9967964,0.109273652,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SLC25A27,1,0.340072519,0.093697018,408375546,0.554594404,4.40E-165,2.90E-163,34.13953197,21.40352396,0.109188808,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CTNNA1,1,0.685100389,0.131984668,408306369,0.554500458,7.57E-121,2.76E-119,55.96022335,41.35676869,0.109000916,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SLC26A3,1,0.371676543,0.115062743,408300731.5,0.554492802,2.43E-173,1.82E-171,31.74289479,19.68916403,0.108985604,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CPEB2,1,0.711507052,0.135216696,408253689.5,0.554428917,1.32E-119,4.67E-118,56.92954389,42.23559461,0.108857833,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NFIB,1,0.780396981,0.14907518,408119149,0.554246204,2.74E-118,9.43E-117,56.8354351,43.69020304,0.108492408,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CNTNAP2,1,1.56971672,0.210907987,408110508,0.554234469,6.47E-108,1.93E-106,71.79559571,65.60890082,0.108468938,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ACSL1,1,0.361394689,0.096012101,408066631,0.554174882,1.82E-158,1.09E-156,35.27511136,22.51179705,0.108349764,APOE34 & APOE44 vs APOE33 (AD and nonAD)
MKLN1,1,1.115810685,0.170854754,408038510.5,0.554136693,1.73E-107,5.09E-106,75.01411632,61.50915624,0.108273386,APOE34 & APOE44 vs APOE33 (AD and nonAD)
AGO2,1,0.608117342,0.119467369,407889481.5,0.553934304,6.88E-122,2.54E-120,52.87972897,38.06225378,0.107868608,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FAM13B,1,0.817434852,0.1477166,407851722.5,0.553883025,2.19E-113,6.96E-112,61.25541126,47.27910299,0.107766051,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RBM48,1,0.20458004,0.091996566,407832975.5,0.553857566,2.12E-239,3.27E-237,21.68266516,10.40304775,0.107715132,APOE34 & APOE44 vs APOE33 (AD and nonAD)
FCHO1,1,0.450975439,0.100304047,407830066,0.553853615,2.09E-138,9.74E-137,42.17014869,28.53803195,0.107707229,APOE34 & APOE44 vs APOE33 (AD and nonAD)
WWP1,1,0.459396499,0.108463693,407826139.5,0.553848282,1.63E-139,7.69E-138,41.44864797,28.33888913,0.107696565,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CD82,1,0.296743889,0.098299662,407803928,0.553818118,2.18E-183,1.84E-181,28.80983751,16.97043162,0.107636236,APOE34 & APOE44 vs APOE33 (AD and nonAD)
NFKBIA,1,0.19077497,0.094716133,407764687.5,0.553764827,1.44E-257,2.56E-255,20.11418533,8.98307286,0.107529655,APOE34 & APOE44 vs APOE33 (AD and nonAD)
IRS2,1,0.292918635,0.097089161,407741264,0.553733017,4.90E-185,4.22E-183,28.41771755,16.58946275,0.107466034,APOE34 & APOE44 vs APOE33 (AD and nonAD)
PSIP1,1,0.289460777,0.091185564,407664279,0.553628468,1.20E-178,9.66E-177,29.50937951,17.51590978,0.107256935,APOE34 & APOE44 vs APOE33 (AD and nonAD)
VAPA,1,0.482446925,0.104129591,407437778,0.553320868,6.47E-131,2.71E-129,44.53227931,30.92774579,0.106641736,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ZNF24,1,0.335535979,0.091555598,407375452,0.553236226,8.17E-159,4.93E-157,33.54350963,21.1221265,0.106472452,APOE34 & APOE44 vs APOE33 (AD and nonAD)
TMED10,1,0.426805868,0.098552185,407362357.5,0.553218443,6.42E-139,3.01E-137,40.40090344,27.12238625,0.106436886,APOE34 & APOE44 vs APOE33 (AD and nonAD)
CEP97,1,0.416840015,0.099609185,407349153,0.553200511,2.21E-141,1.07E-139,39.21199573,26.32581497,0.106401022,APOE34 & APOE44 vs APOE33 (AD and nonAD)
SLC24A2,1,2.726121875,0.180276281,407326025.5,0.553169103,8.07E-101,2.15E-99,97.98920886,94.76167799,0.106338205,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ARRB1,1,0.33895224,0.106988136,407241359.5,0.553054122,3.62E-172,2.66E-170,29.91718427,18.22589722,0.106108244,APOE34 & APOE44 vs APOE33 (AD and nonAD)
RNF130,1,1.447292032,0.174234056,407162017,0.552946371,8.26E-101,2.19E-99,84.04856014,73.83436512,0.105892742,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ARRDC2,1,0.185620392,0.089365408,407018239.5,0.552751114,3.68E-250,6.16E-248,19.89459816,8.909476601,0.105502228,APOE34 & APOE44 vs APOE33 (AD and nonAD)
THRA,1,0.311841904,0.086565523,406878592,0.552561465,2.21E-161,1.41E-159,31.7962231,19.63288454,0.105122931,APOE34 & APOE44 vs APOE33 (AD and nonAD)
ZCCHC24,1,0.860796931,0.145430629,406860192.5,0.552536478,2.23E-105,6.32E-104,65.80400276,50.66453093,0.105072956,APOE34 & APOE44 vs APOE33 (AD and nonAD)
