Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7
ENSG00000105393,BABAM1,11,-3.2718,17,-2.7206,164,0.87730,95,-0.0751,81,-0.3521,165,1.15957
ENSG00000127220,ABHD8,11,-2.8217,3,-4.4851,12,-2.7513,95,0.44232,122,0.89033,135,1.46493
ENSG00000130312,MRPL34,12,-2.5694,24,-1.5068,90,0.62683,53,-0.2580,77,0.34840,91,0.82799
ENSG00000130311,DDA1,88,-0.2508,8,-3.8280,121,0.29591,80,-0.4074,130,0.42066,144,0.74689
ENSG00000130304,SLC27A1,11,-1.6971,75,1.42077,69,1.25664,40,0.25383,1,-4.5638,22,-0.8175
ENSG00000130313,PGLS,11,-2.1122,42,-0.1244,152,2.43788,27,-0.8199,1,-4.9685,42,-0.1559
ENSG00000130477,UNC13A,11,-3.5310,0,-8.4221,23,-2.5437,114,-0.0809,211,1.01323,238,1.72656
ENSG00000130479,MAP1S,11,-2.2342,28,-0.9131,38,-0.4313,51,0.05153,33,-0.6467,92,1.50096
ENSG00000105640,RPL18A,404,-1.2877,1761,1.20892,2234,1.70978,664,-0.5065,489,-0.9937,389,-1.5131
ENSG00000007080,CCDC124,181,1.13934,77,-0.3588,54,-0.9210,114,0.29934,22,-2.2846,112,0.31501
ENSG00000105642,KCNN1,11,-2.1491,0,-7.0705,16,-1.6768,124,1.86528,2,-4.2723,86,1.47580
ENSG00000099308,MAST3,11,-4.2435,79,-1.4380,141,-0.5313,282,0.64242,38,-2.5414,406,1.88083
ENSG00000105647,PIK3R2,106,0.55454,4,-4.4090,45,-0.8602,94,0.33846,81,0.08858,104,0.65763
ENSG00000105649,RAB3A,59,-2.9829,6,-6.2706,112,-2.0483,364,-0.2183,642,0.76895,859,1.85878
ENSG00000130522,JUND,253,-0.6217,475,0.43210,537,0.65003,421,0.21854,127,-1.6867,388,0.09762
ENSG00000130520,LSM4,107,-0.3052,57,-1.2812,49,-1.5355,152,0.28977,135,0.08956,199,0.98997
ENSG00000130511,SSBP4,466,1.56983,0,-9.1742,205,0.03298,151,-0.4654,283,0.59209,151,-0.5504
ENSG00000105701,FKBP8,307,-0.1144,266,-0.3518,230,-0.5848,356,0.13191,266,-0.3486,439,0.62124
ENSG00000105700,KXD1,11,-2.7914,50,-0.5783,138,1.16924,57,-0.3863,147,1.30069,50,-0.6845
ENSG00000221983,UBA52,714,-0.3366,1696,1.19897,1288,0.67515,694,-0.3834,549,-0.7591,593,-0.7370
ENSG00000006015,REX1BD,638,2.21450,41,-2.4996,169,-0.3446,135,-0.7116,123,-0.8531,177,-0.3224
ENSG00000105696,TMEM59L,86,-2.9261,16,-5.3728,245,-1.3686,472,-0.3330,750,0.45184,1235,1.97583
ENSG00000105662,CRTC1,11,-2.3673,2,-4.7356,44,-0.3506,90,0.89244,81,0.70269,75,0.72031
ENSG00000005007,UPF1,69,0.30404,40,-0.6216,61,0.07643,12,-2.3896,122,1.36119,51,-0.2513
ENSG00000223802,CERS1,242,1.52828,81,-0.4418,30,-1.9829,29,-1.9982,241,1.52048,60,-1.0482
ENSG00000105669,COPE,73,-0.9976,147,0.12742,102,-0.4678,129,-0.0872,179,0.46925,161,0.35412
ENSG00000064607,SUGP2,11,-2.9302,56,-0.5494,18,-2.2422,66,-0.3015,64,-0.3443,169,1.95016
ENSG00000254901,BORCS8,54,0.14629,0,-7.1583,24,-1.1380,38,-0.4137,68,0.53824,81,1.12912
ENSG00000130287,NCAN,11,-2.9915,0,-7.8945,76,-0.1390,51,-0.7860,249,2.18016,95,0.29284
ENSG00000187664,HAPLN4,11,-1.7448,0,-6.6828,42,0.29647,43,0.33050,21,-0.8203,65,1.44659
ENSG00000105705,SUGP1,11,-1.1848,6,-2.1249,48,1.21808,26,0.11387,2,-3.3752,39,1.01427
ENSG00000186010,NDUFA13,627,0.02315,466,-0.4636,798,0.43969,661,0.11442,582,-0.1014,596,-0.0718
ENSG00000250067,YJEFN3,27,-3.4746,11,-4.7015,64,-2.2179,128,-1.1702,1243,3.59923,191,-0.6204
ENSG00000167232,ZNF91,12,-1.9599,13,-1.8158,136,2.37082,45,0.12922,28,-0.6372,29,-0.6799
ENSG00000169021,UQCRFS1,297,0.65561,76,-1.5665,104,-1.0818,173,-0.2727,237,0.25491,270,0.60750
ENSG00000187135,VSTM2B,11,-2.4702,10,-2.6326,5,-3.5575,28,-1.1851,206,2.59997,73,0.49047
ENSG00000131943,C19orf12,329,2.35810,0,-8.1959,18,-2.6373,59,-0.8690,112,0.16821,97,-0.1040
ENSG00000105176,URI1,11,-2.5656,108,0.98884,140,1.50985,47,-0.4598,3,-4.2743,62,-0.0009
ENSG00000105185,PDCD5,11,-3.3330,43,-1.3903,99,-0.0842,85,-0.3312,202,1.18899,145,0.71143
ENSG00000130881,LRP3,92,1.57345,0,-6.8316,29,-0.4783,65,0.88370,19,-1.1597,35,-0.2208
ENSG00000124299,PEPD,11,-2.1799,73,0.73625,25,-1.0183,26,-0.9595,76,0.81635,61,0.52527
ENSG00000257103,LSM14A,98,1.51206,37,-0.2522,47,0.12961,33,-0.4322,1,-4.9010,43,-0.0026
ENSG00000105220,GPI,11,-5.3040,31,-3.8964,125,-1.8523,348,-0.2526,749,1.10563,786,1.63422
ENSG00000126261,UBA2,506,2.42713,28,-2.5963,31,-2.4381,35,-2.2733,272,1.03199,98,-0.8350
ENSG00000089351,GRAMD1A,11,-2.8632,14,-2.5399,75,-0.0148,21,-1.9516,280,2.73929,63,-0.3401
ENSG00000105711,SCN1B,11,-3.0710,0,-7.9709,40,-1.2318,75,-0.2454,14,-2.7655,234,3.03632
ENSG00000153902,LGI4,181,1.56417,76,-0.0347,71,-0.1653,60,-0.4411,54,-0.5964,52,-0.7521
ENSG00000266964,FXYD1,35,-2.3926,63,-1.5123,531,2.36827,199,0.32898,176,0.12208,71,-1.4871
ENSG00000221946,FXYD7,11,-4.1137,132,-0.4899,98,-0.9600,197,0.16720,176,-0.0169,316,1.35885
ENSG00000105698,USF2,11,-3.5031,133,0.21607,217,1.10720,148,0.40351,157,0.50848,76,-0.7997
ENSG00000105695,MAG,120,-0.3236,696,3.66774,152,0.07082,22,-2.8965,1,-6.4562,15,-3.6723
ENSG00000105677,TMEM147,290,2.13399,21,-2.3622,109,0.18037,62,-0.7453,15,-2.8767,94,-0.0792
ENSG00000126254,RBM42,11,-1.9697,1,-4.6594,121,2.09242,47,0.21620,32,-0.4286,38,-0.1514
ENSG00000126267,COX6B1,126,-1.6548,78,-2.3731,358,-0.0044,360,0.00478,628,0.99806,481,0.63441
ENSG00000205155,PSENEN,11,-2.2039,0,-7.0756,92,1.16673,37,-0.4219,91,1.12738,53,0.19454
ENSG00000004777,ARHGAP33,11,-2.1200,57,0.36554,68,0.68117,41,-0.1657,33,-0.5265,55,0.38016
ENSG00000105290,APLP1,11,-5.2254,747,1.20602,324,-0.2785,220,-0.9027,244,-0.7375,570,0.88179
ENSG00000239382,ALKBH6,11,-1.9655,18,-1.3253,25,-0.7811,28,-0.6375,70,0.92997,68,1.15166
ENSG00000105270,CLIP3,11,-4.9318,70,-2.3322,91,-1.9338,302,-0.0605,600,1.17417,559,1.37750
ENSG00000105258,POLR2I,71,-1.5821,213,0.17399,290,0.72139,165,-0.2563,184,-0.0696,211,0.19409
ENSG00000105254,TBCB,11,-4.2013,197,0.06465,98,-1.0527,151,-0.3700,374,1.23813,247,0.56517
ENSG00000126247,CAPNS1,856,1.36575,122,-1.8959,452,0.17641,231,-0.9175,216,-1.0184,486,0.37193
ENSG00000161281,COX7A1,41,-2.2176,30,-2.6752,361,1.38031,176,0.05678,215,0.39814,184,0.16464
ENSG00000011332,DPF1,11,-2.1678,0,-7.0937,30,-0.7223,54,0.22083,54,0.21230,91,1.59270
ENSG00000167642,SPINT2,598,1.80282,30,-3.1248,86,-1.5745,79,-1.7040,300,0.44289,266,0.28188
ENSG00000167641,PPP1R14A,319,0.23818,1105,2.97870,380,0.54300,52,-2.6007,50,-2.6385,19,-4.3144
ENSG00000167645,YIF1B,275,2.35441,36,-1.3583,77,-0.1640,13,-2.8852,50,-0.8585,72,-0.3166
ENSG00000099341,PSMD8,251,0.86819,34,-2.3425,74,-1.1688,99,-0.7043,114,-0.4801,251,1.12766
ENSG00000130244,FAM98C,11,-1.8607,14,-1.5394,52,0.51140,33,-0.2444,61,0.80307,49,0.50000
ENSG00000178982,EIF3K,884,2.16129,140,-1.1979,243,-0.3221,157,-1.0167,81,-2.0322,282,-0.0963
ENSG00000130402,ACTN4,457,1.64764,268,0.59686,316,0.90197,93,-1.1396,42,-2.3458,77,-1.6069
ENSG00000104823,ECH1,11,-2.3917,43,-0.3836,65,0.29285,67,0.33735,24,-1.3283,87,1.03358
ENSG00000104824,HNRNPL,11,-2.9936,76,-0.1319,62,-0.4756,49,-0.8405,178,1.40330,101,0.42468
ENSG00000068903,SIRT2,11,-3.9436,486,2.22379,172,0.14318,97,-0.8013,108,-0.6206,117,-0.5807
ENSG00000128626,MRPS12,64,1.41431,0,-6.4281,11,-1.5989,41,0.54128,1,-4.3621,45,0.94524
ENSG00000179134,SAMD4B,97,1.06627,74,0.57243,13,-2.1851,74,0.56930,1,-5.1986,57,0.13055
ENSG00000063322,MED29,34,-1.5882,36,-1.4797,195,1.37093,87,-0.1019,84,-0.1525,105,0.26789
ENSG00000105193,RPS16,1385,0.68048,1908,1.29507,1672,1.03416,488,-1.0548,535,-0.9107,291,-2.0378
ENSG00000196235,SUPT5H,260,1.61357,85,-0.4144,82,-0.4741,57,-1.0414,119,0.13895,82,-0.5550
ENSG00000105197,TIMM50,11,-2.2208,0,-7.1416,47,-0.0695,22,-1.2847,28,-0.8714,117,2.40756
ENSG00000176396,EID2,11,-2.1700,11,-2.2465,22,-1.2293,40,-0.2776,39,-0.3008,104,2.05242
ENSG00000105204,DYRK1B,11,-0.9597,0,-5.9491,2,-3.4291,35,0.89739,24,0.18909,38,1.35986
ENSG00000105202,FBL,302,2.23789,194,1.24460,62,-0.7397,39,-1.4504,1,-6.0735,43,-1.4717
ENSG00000013275,PSMC4,11,-2.7577,54,-0.4250,71,0.02146,21,-1.9063,139,1.23030,98,0.71985
ENSG00000130758,MAP3K10,11,-2.4642,20,-1.6333,15,-2.0615,130,1.50050,80,0.56920,73,0.50807
ENSG00000174521,TTC9B,11,-4.5841,42,-2.7275,124,-1.1042,432,1.00372,62,-2.1445,526,1.96604
ENSG00000105223,PLD3,904,0.58473,37,-4.3314,329,-1.0838,317,-1.1455,877,0.52954,1029,1.06118
ENSG00000090013,BLVRB,11,-2.1480,12,-2.0574,86,1.10078,52,0.18374,77,0.87492,44,-0.1228
ENSG00000160460,SPTBN4,11,-2.9498,0,-7.8518,6,-3.8371,51,-0.7443,258,2.34523,117,0.84203
ENSG00000105245,NUMBL,12,-2.5153,0,-7.4926,46,-0.4930,68,0.14871,128,1.30596,91,0.83904
ENSG00000167578,RAB4B,369,3.06382,41,-1.2518,24,-2.0708,27,-1.9040,2,-5.6799,85,-0.1252
ENSG00000269858,EGLN2,301,1.93152,40,-1.5887,50,-1.2606,72,-0.6874,129,0.26397,90,-0.3948
ENSG00000105323,HNRNPUL1,421,2.51319,41,-1.7247,198,0.83515,45,-1.5771,44,-1.6260,56,-1.4065
ENSG00000248098,BCKDHA,12,-2.3742,30,-0.9720,22,-1.4283,27,-1.1418,198,2.67027,47,-0.2844
ENSG00000105341,DMAC2,11,-1.5942,0,-6.5399,3,-3.6159,32,-0.0210,55,0.95586,62,1.59453
ENSG00000105372,RPS19,1421,0.30464,2245,1.14711,2256,1.15715,775,-0.6987,732,-0.7897,448,-1.7292
ENSG00000105404,RABAC1,1062,2.03918,155,-1.4006,244,-0.6916,169,-1.2669,303,-0.3453,339,-0.1885
ENSG00000105409,ATP1A3,229,-1.2793,0,-10.432,138,-2.0487,349,-0.6227,978,1.17737,939,1.46915
ENSG00000105737,GRIK5,113,0.33163,0,-8.0641,3,-4.9506,100,0.12747,236,1.76935,99,0.12899
ENSG00000105723,GSK3A,11,-3.2970,65,-0.7194,97,-0.0853,104,0.03068,21,-2.4083,207,1.78596
ENSG00000079432,CIC,11,-2.4158,0,-7.3257,47,-0.2708,37,-0.6496,186,2.43105,54,-0.0556
ENSG00000079462,PAFAH1B3,11,-2.3359,0,-7.2557,58,0.14963,33,-0.7766,166,2.26791,51,-0.0623
ENSG00000167619,TMEM145,11,-2.3648,0,-7.2802,67,0.37993,19,-1.6450,177,2.39087,51,-0.0958
ENSG00000105429,MEGF8,152,1.09738,23,-1.9789,43,-1.0292,66,-0.3600,101,0.34409,96,0.31015
ENSG00000167378,IRGQ,11,-1.9381,14,-1.6910,3,-3.8270,46,0.20843,53,0.45033,78,1.61533
ENSG00000131116,ZNF428,11,-3.0881,95,0.12168,81,-0.1344,123,0.57512,74,-0.2905,117,0.59494
ENSG00000105767,CADM4,11,-3.4678,215,1.13597,158,0.55669,80,-0.5831,130,0.21288,103,-0.2007
ENSG00000130204,TOMM40,141,1.00870,15,-2.5626,70,-0.2267,53,-0.6597,103,0.44145,89,0.21298
ENSG00000130203,APOE,470,-0.3158,633,0.18161,1652,2.08927,594,0.07296,401,-0.5711,115,-2.7004
ENSG00000130208,APOC1,11,-3.2023,71,-0.4717,440,3.52150,62,-0.6997,46,-1.1707,18,-2.7502
ENSG00000104853,CLPTM1,13,-3.2020,39,-1.6006,131,0.32863,92,-0.2641,85,-0.4032,199,1.45621
ENSG00000007047,MARK4,11,-2.5595,0,-7.4765,29,-1.2077,53,-0.2484,187,2.17864,76,0.43632
ENSG00000104866,PPP1R37,11,-2.0503,0,-6.9740,25,-0.9034,37,-0.2616,107,1.68091,62,0.78405
ENSG00000012061,ERCC1,183,1.92590,40,-0.8310,68,0.01183,34,-1.0978,55,-0.3237,45,-0.7422
ENSG00000125744,RTN2,280,2.54501,12,-2.8793,32,-1.4552,62,-0.4349,12,-2.9491,84,0.07605
ENSG00000125746,EML2,139,0.46824,113,0.10568,30,-1.9864,39,-1.5833,319,2.16971,51,-1.3092
ENSG00000125743,SNRPD2,39,-2.6233,255,0.30734,352,0.89129,214,0.00956,141,-0.6735,245,0.28892
ENSG00000185800,DMWD,11,-2.6446,5,-3.7786,54,-0.3135,84,0.44251,91,0.57589,105,1.09133
ENSG00000125755,SYMPK,18,-1.8605,33,-0.9075,152,1.81980,41,-0.5556,61,0.06425,52,-0.2335
ENSG00000176182,MYPOP,31,0.03275,0,-6.4557,26,-0.2658,49,0.86444,3,-3.4068,51,1.22050
ENSG00000104967,NOVA2,117,0.71744,32,-1.3964,116,0.70141,51,-0.6787,77,0.00101,74,-0.0774
ENSG00000011485,PPP5C,281,1.36109,16,-3.2092,59,-1.3080,36,-2.0461,155,0.25053,195,0.82772
ENSG00000277531,PNMA8C,11,-1.9551,0,-6.8897,90,1.43544,29,-0.5457,1,-4.8252,78,1.54368
ENSG00000182013,PNMA8A,27,-3.1850,0,-9.0622,63,-1.9269,128,-0.8537,628,2.08345,334,0.98165
ENSG00000204851,PNMA8B,11,-3.9052,1,-6.7940,100,-0.6994,152,-0.0235,234,0.73058,290,1.53530
ENSG00000160014,CALM3,246,-2.5767,169,-3.1355,668,-1.0696,1429,0.16403,1156,-0.1910,2705,1.88228
ENSG00000197380,DACT3,294,1.49031,111,-0.2751,75,-0.8985,130,-0.0193,83,-0.7538,113,-0.2878
ENSG00000090372,STRN4,475,2.90747,61,-1.0993,1,-6.4791,49,-1.4280,60,-1.1327,103,-0.3304
ENSG00000042753,AP2S1,86,-1.5331,16,-3.9512,236,0.07576,228,0.01906,195,-0.2401,409,1.42201
ENSG00000160007,ARHGAP35,96,-0.3069,54,-1.2076,70,-0.8118,135,0.27500,96,-0.3006,178,0.97544
ENSG00000130748,TMEM160,500,0.84936,212,-0.6153,138,-1.2910,326,0.08994,185,-0.8307,402,0.55924
ENSG00000142230,SAE1,17,-2.0852,9,-2.9186,102,0.78659,46,-0.5558,70,0.12160,105,1.10230
ENSG00000257704,INAFM1,57,-0.1006,0,-7.4531,25,-1.3835,60,-0.0100,89,0.66526,97,1.05233
ENSG00000105419,MEIS3,11,-2.0535,0,-6.9835,9,-2.3763,80,1.08332,39,-0.2049,83,1.56296
ENSG00000118160,SLC8A2,12,-3.2691,1,-6.5835,21,-2.4244,90,-0.1905,166,0.87630,208,1.84376
ENSG00000105402,NAPA,124,-1.2797,57,-2.4470,180,-0.7006,216,-0.4079,395,0.62267,481,1.30624
ENSG00000105373,NOP53,659,2.11208,355,0.80634,209,-0.1213,101,-1.2687,96,-1.3545,76,-1.9001
ENSG00000178980,SELENOW,1592,0.05905,1888,0.35151,1697,0.16721,1291,-0.2908,991,-0.7164,1653,0.14770
ENSG00000105438,KDELR1,89,0.88190,5,-3.5767,46,-0.2712,22,-1.4181,91,0.93602,62,0.29652
ENSG00000105443,CYTH2,52,1.16465,12,-1.2770,5,-2.4129,26,-0.0860,1,-4.2357,47,1.25746
ENSG00000142235,LMTK3,161,0.90333,34,-1.6274,49,-1.0913,57,-0.8380,135,0.57852,120,0.45448
ENSG00000063177,RPL18,1296,0.56337,1523,0.86023,1613,0.96970,634,-0.6370,628,-0.6527,430,-1.4031
ENSG00000105516,DBP,11,-1.8374,0,-6.7730,76,1.26046,57,0.71946,1,-4.6970,59,1.01405
ENSG00000063180,CA11,88,-1.7259,179,-0.6247,310,0.28047,381,0.64632,284,0.13350,299,0.26535
ENSG00000104805,NUCB1,68,-0.6542,55,-0.9776,265,1.81848,50,-1.1284,49,-1.1562,112,0.20508
ENSG00000087086,FTL,1516,-0.7637,4659,1.18416,4707,1.20448,2152,-0.1978,1953,-0.3566,987,-1.6027
ENSG00000183207,RUVBL2,155,1.41804,56,-0.4167,69,-0.0560,45,-0.7360,7,-3.5333,85,0.34922
ENSG00000104852,SNRNP70,13,-3.0857,158,0.85219,90,-0.1273,55,-0.9253,159,0.86486,103,0.12382
ENSG00000104863,LIN7B,148,1.25515,13,-2.6175,44,-0.8496,64,-0.2471,92,0.36597,79,0.12929
ENSG00000177380,PPFIA3,11,-3.4025,34,-1.8306,52,-1.1798,157,0.62317,87,-0.3714,212,1.62774
ENSG00000104888,SLC17A7,11,-6.2280,31,-4.8141,248,-1.7802,1007,0.46868,240,-1.8289,1916,2.63753
ENSG00000104872,PIH1D1,358,3.27200,7,-3.6154,2,-5.3432,60,-0.5115,2,-5.4613,74,-0.2081
ENSG00000142541,RPL13A,3805,1.29824,3287,1.00927,2836,0.73104,963,-1.0688,1153,-0.7867,521,-2.2078
ENSG00000142534,RPS11,1076,0.23560,1956,1.34973,1652,1.01331,642,-0.6191,388,-1.4046,423,-1.4336
ENSG00000142546,NOSIP,11,-2.0589,55,0.38470,37,-0.2814,44,-0.0042,56,0.40798,52,0.35629
ENSG00000126461,SCAF1,11,-2.4177,10,-2.6061,60,0.11774,69,0.36467,84,0.70738,78,0.73309
ENSG00000126457,PRMT1,212,1.45464,72,-0.4731,44,-1.2317,52,-0.9854,32,-1.7200,131,0.65944
ENSG00000169169,CPT1C,11,-2.2951,14,-2.0167,42,-0.3169,70,0.52231,50,-0.0333,86,1.18564
ENSG00000196961,AP2A1,11,-3.1506,27,-1.8871,67,-0.5168,77,-0.2842,80,-0.2286,190,1.84236
ENSG00000104973,MED25,11,-1.2484,27,0.10373,1,-4.5496,26,0.04879,24,-0.1132,44,1.29269
ENSG00000104960,PTOV1,131,-0.6923,160,-0.3753,104,-1.0611,119,-0.8399,347,0.97635,271,0.65567
ENSG00000204673,AKT1S1,12,-2.1012,60,0.41260,72,0.75210,46,-0.0484,38,-0.3514,51,0.15088
ENSG00000104946,TBC1D17,128,1.22174,59,-0.1571,54,-0.3092,39,-0.8190,48,-0.4749,63,-0.0542
ENSG00000131408,NR1H2,308,2.43582,58,-0.7516,59,-0.7330,48,-1.0397,44,-1.1904,65,-0.6639
ENSG00000161671,EMC10,373,1.83237,178,0.38403,70,-1.1484,58,-1.4311,115,-0.3589,103,-0.6267
ENSG00000161677,JOSD2,11,-2.1809,115,1.64677,53,0.18551,37,-0.4108,16,-1.6674,50,0.10664
ENSG00000204653,ASPDH,11,-1.4398,0,-6.3899,30,0.06649,62,1.39499,5,-2.6258,47,1.09356
ENSG00000131409,LRRC4B,11,-3.5388,36,-1.8650,141,0.27484,127,0.09377,172,0.62010,177,0.85256
ENSG00000169035,KLK7,11,-1.8506,0,-6.7888,1,-5.2798,45,0.26761,1,-4.6989,104,3.11922
ENSG00000105379,ETFB,11,-3.6181,284,1.49598,170,0.50551,155,0.34260,54,-1.3444,106,-0.3454
ENSG00000105568,PPP2R1A,203,-1.4359,75,-2.9160,380,-0.4541,413,-0.3166,799,0.82586,816,1.12440
ENSG00000179820,MYADM,80,1.31875,37,-0.0885,30,-0.4069,11,-1.9525,1,-4.7436,56,0.80698
ENSG00000126583,PRKCG,13,-3.9160,0,-8.9877,62,-1.6469,189,0.11468,131,-0.4902,420,2.40465
ENSG00000142408,CACNG8,11,-2.2189,0,-7.1417,37,-0.4333,111,1.51432,10,-2.3550,86,1.32365
ENSG00000170906,NDUFA3,234,-0.9303,202,-1.1541,438,0.08872,462,0.17939,535,0.43486,519,0.47123
ENSG00000105619,TFPT,207,1.08397,134,0.29091,46,-1.4257,120,0.10357,114,0.02032,85,-0.5491
ENSG00000105618,PRPF31,369,2.76384,8,-3.7969,48,-1.1454,50,-1.0893,89,-0.1756,64,-0.8086
ENSG00000125505,MBOAT7,11,-3.8525,16,-3.4075,74,-1.1174,138,-0.1287,131,-0.2091,336,2.17404
ENSG00000170889,RPS9,511,-0.8894,2285,1.81071,1783,1.27857,517,-0.8708,363,-1.4203,366,-1.5741
ENSG00000167614,TTYH1,39,-2.5867,172,-0.3355,426,1.28128,300,0.61209,165,-0.4080,187,-0.2368
ENSG00000167615,LENG8,11,-1.7027,48,0.57046,60,0.98214,35,0.00178,5,-2.8913,41,0.36648
ENSG00000125503,PPP1R12C,349,1.49182,54,-1.6663,97,-0.7768,96,-0.7834,292,1.12713,102,-0.7968
ENSG00000129990,SYT5,155,0.00784,0,-8.7961,63,-1.4145,77,-1.1093,386,1.73027,200,0.55081
ENSG00000105063,PPP6R1,11,-2.5427,23,-1.5396,64,0.07198,127,1.33491,25,-1.3736,88,0.81157
ENSG00000133265,HSPBP1,44,-1.0466,30,-1.6349,111,0.48708,84,0.00097,130,0.76562,94,0.24319
ENSG00000160469,BRSK1,11,-4.0260,212,0.39732,77,-1.2517,280,0.90354,198,0.28072,199,0.35478
ENSG00000108107,RPL28,1155,-0.7509,4605,1.74939,3020,0.88641,1248,-0.6272,1074,-0.8657,859,-1.3696
ENSG00000108106,UBE2S,83,0.25846,49,-0.6167,57,-0.3604,56,-0.3961,17,-2.2436,119,1.17422
ENSG00000063241,ISOC2,11,-2.3723,21,-1.5090,58,0.10762,32,-0.8278,130,1.64135,63,0.32202
ENSG00000090971,NAT14,185,0.36431,22,-2.9075,197,0.47732,75,-1.1056,210,0.58662,179,0.37287
ENSG00000213015,ZNF580,230,2.22676,28,-1.5283,31,-1.3682,40,-0.9926,72,-0.0669,61,-0.4055
ENSG00000173581,CCDC106,11,-2.5305,0,-7.4430,92,0.74358,87,0.62721,53,-0.2033,89,0.86604
ENSG00000063244,U2AF2,11,-1.6587,39,0.26361,1,-4.7717,30,-0.1561,62,1.09382,45,0.64362
ENSG00000063245,EPN1,297,0.98110,37,-2.3744,133,-0.4123,233,0.53348,77,-1.2834,211,0.43883
ENSG00000167685,ZNF444,11,-1.2741,21,-0.3624,45,0.95032,36,0.54656,9,-1.6268,30,0.30147
ENSG00000166770,ZNF667-AS1,209,1.52858,14,-2.8811,62,-0.6503,56,-0.7965,155,0.92766,73,-0.4302
ENSG00000198300,PEG3,148,-0.5189,35,-2.6955,58,-1.9567,142,-0.5811,436,1.40239,301,0.87690
ENSG00000268205,AC005261.1,104,0.64772,32,-1.3024,60,-0.2968,39,-0.9822,121,0.91622,74,0.05195
ENSG00000121413,ZSCAN18,115,-0.2706,31,-2.2777,62,-1.2268,93,-0.6085,335,1.71631,154,0.27743
ENSG00000142396,ERVK3-1,297,2.73481,7,-3.5764,13,-2.7691,40,-1.0999,81,0.01643,62,-0.5039
ENSG00000283103,AC010642.2,14,-2.4084,35,-1.0146,39,-0.8425,76,0.24474,191,2.06307,54,-0.3980
ENSG00000121410,A1BG,229,2.17301,87,0.23130,9,-3.1655,27,-1.6127,132,0.97586,24,-2.0075
ENSG00000083845,RPS5,810,0.30411,1381,1.29898,1039,0.74881,469,-0.6055,463,-0.6250,293,-1.5056
ENSG00000083807,SLC27A5,11,-2.3163,26,-1.1014,102,1.21199,45,-0.2499,115,1.45622,33,-0.8631
ENSG00000130726,TRIM28,11,-3.5348,53,-1.3084,247,1.31638,46,-1.5243,300,1.73479,91,-0.5218
ENSG00000130724,CHMP2A,111,-0.2110,87,-0.6113,227,1.04108,91,-0.5316,147,0.25961,111,-0.2578
ENSG00000130725,UBE2M,12,-3.9553,149,-0.1868,105,-0.7444,256,0.75048,226,0.52401,209,0.48467
ENSG00000125841,NRSN2,59,-0.8186,0,-7.3023,87,-0.1871,128,0.46017,31,-1.8192,190,1.63066
ENSG00000101266,CSNK2A1,128,1.18614,51,-0.4347,33,-1.1119,31,-1.2023,5,-3.8661,108,1.11869
ENSG00000125818,PSMF1,322,2.08242,21,-2.5843,61,-0.9496,60,-0.9878,84,-0.4491,114,0.05402
ENSG00000101298,SNPH,11,-3.0283,0,-7.9398,38,-1.2778,145,0.94583,80,-0.0967,160,1.53653
ENSG00000088832,FKBP1A,163,-0.3367,37,-2.6009,161,-0.3578,221,0.17118,213,0.10949,301,0.92224
ENSG00000088833,NSFL1C,222,1.41087,72,-0.5749,37,-1.6282,74,-0.5443,163,0.80408,77,-0.5621
ENSG00000198053,SIRPA,139,-0.4429,28,-2.8594,143,-0.3936,141,-0.4231,76,-1.3797,373,1.81730
ENSG00000125835,SNRPB,11,-1.4253,15,-0.9866,54,1.11340,28,-0.0692,3,-3.4009,45,1.01114
ENSG00000101361,NOP56,173,1.77787,17,-2.1470,35,-1.0623,39,-0.9049,85,0.37829,63,-0.1398
ENSG00000101365,IDH3B,11,-2.8412,23,-1.8355,29,-1.4950,52,-0.5722,165,1.46189,121,1.09863
ENSG00000132635,PCED1A,11,-1.3080,12,-1.2606,39,0.64792,35,0.46672,2,-3.3810,43,1.10147
ENSG00000132670,PTPRA,339,0.82287,154,-0.5318,156,-0.5096,142,-0.6528,153,-0.5342,272,0.52369
ENSG00000125901,MRPS26,131,0.35764,57,-1.0073,68,-0.7217,110,0.06336,67,-0.7320,155,0.83357
ENSG00000101200,AVP,11,-1.8374,0,-6.7725,10,-2.0653,8,-2.4010,1,-4.7069,117,4.17862
ENSG00000088899,LZTS3,11,-3.0651,0,-7.9660,21,-2.1736,129,0.69535,19,-2.3260,213,2.54082
ENSG00000198171,DDRGK1,344,1.99010,81,-0.6768,65,-1.0187,60,-1.1465,157,0.41159,77,-0.8681
ENSG00000088854,C20orf194,12,-1.4528,0,-6.4215,76,1.78678,22,-0.4533,1,-4.2002,48,1.07931
ENSG00000088812,ATRN,11,-2.4213,32,-0.9109,40,-0.5253,23,-1.4088,81,0.64834,102,1.42837
ENSG00000101220,C20orf27,11,-2.5497,37,-0.8160,133,1.43091,50,-0.3393,69,0.20456,64,0.08777
ENSG00000101222,SPEF1,11,-1.3550,0,-6.3191,43,0.77846,28,0.04095,1,-4.2483,54,1.66610
