Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000138073,PREB,27,-0.0754,31,0.12848,36,0.36526,39,0.56501,30,0.07989,9,-1.6157,22,-0.4230,36,0.39594,24,-0.2505
ENSG00000138074,SLC5A6,27,0.96842,8,-0.8633,15,0.08175,16,0.11216,20,0.50478,11,-0.4654,10,-0.5574,7,-1.1046,18,0.31877
ENSG00000138085,ATRAID,27,-0.9415,111,1.31562,93,1.00627,44,-0.2175,38,-0.4298,46,-0.1175,33,-0.7005,47,-0.1026,42,-0.2859
ENSG00000115194,SLC30A3,27,-0.5197,3,-3.5149,0,-6.6938,108,2.15876,0,-9.1512,3,-3.5270,29,-0.4102,46,0.31373,50,0.49202
ENSG00000115204,MPV17,27,-0.7176,38,-0.2041,50,0.22463,51,0.30067,45,0.07888,60,0.53921,48,0.19377,21,-1.0989,38,-0.1849
ENSG00000115207,GTF3C2,29,0.84743,10,-0.7257,17,0.04435,22,0.42475,17,-0.0368,13,-0.3542,14,-0.3599,13,-0.3908,17,-0.0437
ENSG00000115211,EIF2B4,27,0.22646,20,-0.2167,25,0.11710,25,0.12101,32,0.49692,12,-1.0128,25,0.11255,14,-0.7745,25,0.11327
ENSG00000115234,SNX17,27,-1.7821,54,-0.7550,109,0.33948,119,0.54264,108,0.33217,102,0.23847,73,-0.3166,83,-0.0973,94,0.11594
ENSG00000163795,ZNF513,355,4.78349,24,-0.8353,10,-2.1265,13,-1.8296,6,-2.7724,12,-1.8677,11,-1.9872,7,-2.6348,15,-1.5632
ENSG00000115241,PPM1G,27,-0.6385,46,0.20098,30,-0.4526,61,0.72402,25,-0.7556,49,0.29626,33,-0.3498,36,-0.1735,44,0.11318
ENSG00000115216,NRBP1,27,-0.7226,21,-1.0953,24,-0.8636,64,0.72272,39,-0.1381,22,-0.9997,42,-0.0276,65,0.64390,53,0.34924
ENSG00000138002,IFT172,27,1.13606,5,-1.2865,9,-0.6315,18,0.51015,9,-0.5863,0,-4.9765,14,0.16134,15,0.21178,14,0.15775
ENSG00000115226,FNDC4,27,-1.1215,37,-0.6346,17,-1.7599,67,0.28881,72,0.38860,39,-0.5639,60,0.10933,74,0.43224,78,0.58742
ENSG00000243943,ZNF512,27,0.12857,32,0.41211,29,0.24719,28,0.24180,11,-1.1480,22,-0.1629,24,-0.0743,18,-0.4846,26,0.11358
ENSG00000198522,GPN1,27,0.24151,11,-1.1305,22,-0.0588,39,0.95944,14,-0.7750,33,0.58365,13,-0.8825,27,0.23701,19,-0.3232
ENSG00000119760,SUPT7L,27,-0.4379,36,-0.0079,24,-0.6078,56,0.79474,22,-0.7528,32,-0.1869,33,-0.1469,43,0.27122,35,-0.0350
ENSG00000163798,SLC4A1AP,27,-0.6185,21,-1.0115,26,-0.6873,61,0.75739,61,0.66354,33,-0.3208,33,-0.3072,45,0.18985,41,0.01415
ENSG00000243147,MRPL33,27,-2.6646,181,0.19141,190,0.26891,154,-0.0673,191,0.27237,124,-0.3993,172,0.12234,176,0.14296,192,0.31648
ENSG00000158019,BABAM2,27,-0.2981,15,-1.1929,17,-1.0154,54,0.92139,19,-0.8471,41,0.36231,24,-0.4834,37,0.20397,40,0.34408
ENSG00000075426,FOSL2,27,0.61967,14,-0.3951,2,-2.9621,20,0.21574,26,0.58062,0,-6.0054,9,-1.1468,45,1.50871,22,0.35155
ENSG00000213639,PPP1CB,730,1.86381,168,-0.5793,191,-0.3877,228,-0.1183,111,-1.2088,214,-0.2081,188,-0.4467,234,-0.0714,227,-0.1236
ENSG00000171103,TRMT61B,345,4.37702,5,-3.1717,18,-1.2915,21,-1.1962,14,-1.7197,27,-0.7552,16,-1.6233,11,-2.0517,15,-1.6556
ENSG00000163811,WDR43,27,0.88538,21,0.47689,18,0.20975,17,0.15699,20,0.43888,7,-1.2291,15,-0.0335,13,-0.2907,8,-1.0740
ENSG00000115295,CLIP4,27,-0.7769,35,-0.3562,71,0.73442,52,0.25994,56,0.36228,53,0.26252,34,-0.4760,34,-0.4352,45,0.00391
ENSG00000119801,YPEL5,27,-2.1074,85,-0.3867,75,-0.5957,163,0.72211,86,-0.3781,84,-0.4201,119,0.14519,124,0.19591,135,0.36739
ENSG00000213626,LBH,27,0.66307,12,-0.5513,1,-3.8825,9,-1.0209,2,-3.0075,7,-1.4191,14,-0.3927,24,0.46077,46,1.92976
ENSG00000172954,LCLAT1,27,1.18563,4,-1.7339,3,-1.8765,15,0.32070,18,0.55619,13,-0.0149,10,-0.3693,10,-0.3566,14,0.10683
ENSG00000013016,EHD3,27,-1.4630,15,-2.2710,14,-2.3578,158,1.55358,66,-0.0990,72,0.03635,77,0.14238,52,-0.4881,67,-0.1024
ENSG00000162961,DPY30,855,3.66939,79,-0.7851,99,-0.4528,75,-0.9275,14,-3.3389,46,-1.6141,55,-1.4226,91,-0.5757,72,-0.9898
ENSG00000021574,SPAST,27,-0.1413,17,-0.7892,45,0.67754,35,0.30527,35,0.27776,33,0.15985,22,-0.5030,34,0.21353,24,-0.3176
ENSG00000152683,SLC30A6,27,1.04959,10,-0.5305,10,-0.5150,14,0.02234,14,-0.0299,15,0.08441,5,-1.4928,35,1.53336,9,-0.7027
ENSG00000119820,YIPF4,27,-1.5131,77,0.07496,119,0.77661,87,0.29287,83,0.19639,87,0.27757,64,-0.2262,52,-0.5293,66,-0.1654
ENSG00000115760,BIRC6,27,-0.3352,40,0.30050,34,0.02969,39,0.28040,21,-0.7057,35,0.07851,25,-0.4838,42,0.37094,36,0.14447
ENSG00000152689,RASGRP3,27,0.78224,30,0.99375,88,3.10504,5,-1.7097,31,1.02385,4,-1.9019,3,-2.6327,0,-6.4737,0,-6.0679
ENSG00000119812,FAM98A,255,2.28044,49,-0.5245,60,-0.2076,82,0.29629,52,-0.4340,78,0.19918,38,-0.9755,44,-0.6990,25,-1.6183
ENSG00000260025,CRIM1-DT,173,2.37726,10,-2.1855,3,-3.7162,55,0.35434,6,-2.8001,9,-2.3593,33,-0.5252,49,0.16001,55,0.36311
ENSG00000150938,CRIM1,27,-0.7678,19,-1.2942,10,-2.2247,62,0.58580,7,-2.6464,30,-0.5769,46,0.06608,86,1.08233,69,0.79274
ENSG00000171055,FEZ2,27,-1.3656,85,0.39857,143,1.25639,87,0.48554,42,-0.7065,67,0.01124,48,-0.5227,37,-0.8961,62,-0.1110
ENSG00000115808,STRN,27,-0.5092,50,0.46502,113,1.87697,32,-0.2590,52,0.52253,56,0.63613,17,-1.2634,19,-1.0072,17,-1.2927
ENSG00000008869,HEATR5B,101,2.07349,15,-1.0887,15,-1.0787,37,0.35366,24,-0.3295,30,-0.0223,21,-0.5769,14,-1.1054,23,-0.4324
ENSG00000152133,GPATCH11,355,3.77739,61,0.23517,31,-0.8252,35,-0.6730,14,-2.0092,12,-2.2158,20,-1.5741,17,-1.7209,18,-1.7223
ENSG00000055332,EIF2AK2,27,-0.6141,31,-0.3954,37,-0.1196,45,0.19088,67,0.81496,24,-0.7804,39,-0.0311,42,0.06783,43,0.10861
ENSG00000218739,CEBPZOS,338,3.05210,34,-0.9763,33,-1.0101,50,-0.4390,68,0.06701,50,-0.4091,42,-0.7306,27,-1.3427,23,-1.6217
ENSG00000115816,CEBPZ,27,-0.1634,27,-0.1794,58,1.08588,34,0.23870,56,1.00916,17,-0.8638,24,-0.3900,12,-1.3397,23,-0.4387
ENSG00000003509,NDUFAF7,27,1.46295,7,-0.6016,3,-1.6656,17,0.81565,4,-1.4045,4,-1.5110,6,-0.9689,17,0.68672,11,0.03844
ENSG00000115828,QPCT,27,0.54179,5,-1.9172,0,-6.6323,33,0.99692,58,1.87534,5,-1.9673,8,-1.4206,15,-0.3587,19,-0.0186
ENSG00000119787,ATL2,27,0.19967,7,-1.7367,7,-1.8569,37,0.78530,13,-0.8694,21,-0.2029,18,-0.4228,43,0.95466,28,0.30270
ENSG00000143889,HNRNPLL,27,-0.4350,23,-0.6558,36,0.01324,65,1.10899,22,-0.7607,21,-0.7911,28,-0.4035,39,0.13838,37,0.07380
ENSG00000115875,SRSF7,310,2.16605,35,-1.3947,72,-0.3333,98,0.16693,42,-1.1474,78,-0.1977,52,-0.8898,77,-0.2272,76,-0.2519
ENSG00000152147,GEMIN6,27,1.31105,9,-0.4454,9,-0.3312,13,0.10482,8,-0.5277,8,-0.5586,16,0.54044,6,-0.8975,8,-0.5572
ENSG00000163214,DHX57,27,1.15835,9,-0.6248,7,-0.9472,17,0.49842,2,-2.7290,4,-1.6846,11,-0.2225,33,1.50044,9,-0.5748
ENSG00000188010,MORN2,27,-0.8406,58,0.34865,35,-0.4345,48,0.04570,39,-0.2641,34,-0.4739,56,0.31381,42,-0.1630,58,0.39124
ENSG00000115904,SOS1,27,0.22195,28,0.29902,19,-0.3170,31,0.50397,26,0.19865,24,0.04599,14,-0.8382,28,0.29029,19,-0.3746
ENSG00000011566,MAP4K3,27,-0.1830,33,0.14039,14,-1.1665,55,1.12279,8,-2.0337,32,0.07034,20,-0.6481,49,0.76924,25,-0.3420
ENSG00000231312,MAP4K3-DT,27,0.74433,8,-1.0147,3,-2.2674,23,0.53693,22,0.44835,25,0.60276,19,0.17339,10,-0.7375,11,-0.6372
ENSG00000152154,TMEM178A,27,-2.1247,51,-1.1837,38,-1.6161,206,1.16139,158,0.56493,174,0.72405,90,-0.3476,89,-0.3346,101,-0.1687
ENSG00000183023,SLC8A1,27,-1.6772,20,-2.0830,9,-3.2049,160,1.27012,90,0.14573,102,0.34313,74,-0.1818,85,0.06779,91,0.17816
ENSG00000162878,PKDCC,27,1.12194,0,-3.9033,6,-1.1424,28,1.43098,10,-0.4250,12,-0.1599,13,0.01394,6,-1.1311,7,-0.9747
ENSG00000143924,EML4,27,1.28216,11,-0.1988,7,-0.8644,21,1.02499,1,-3.6787,3,-1.8672,11,-0.1331,1,-2.9516,15,0.42358
ENSG00000115944,COX7A2L,27,-2.6487,49,-1.7676,96,-0.7686,268,0.96598,160,0.01229,188,0.26967,170,0.12308,147,-0.1233,181,0.22510
ENSG00000057935,MTA3,27,-0.4208,16,-1.1420,13,-1.5126,44,0.36960,13,-1.5125,13,-1.4973,36,0.01916,80,1.34231,52,0.68031
ENSG00000152518,ZFP36L2,599,3.55520,131,0.48439,99,0.03802,14,-2.9374,56,-0.8317,68,-0.5285,35,-1.6370,31,-1.7027,37,-1.5412
ENSG00000138036,DYNC2LI1,27,-0.0153,39,0.57369,13,-1.0607,34,0.37486,30,0.16231,31,0.20336,20,-0.5364,16,-0.7915,31,0.25267
ENSG00000138095,LRPPRC,30,-1.5194,39,-1.1349,67,-0.3199,150,1.13620,77,-0.1036,74,-0.1555,59,-0.5466,94,0.22163,92,0.19717
ENSG00000138032,PPM1B,27,-1.3218,69,0.10851,101,0.72334,74,0.24821,39,-0.7520,78,0.30829,67,0.06802,71,0.14742,52,-0.3454
ENSG00000138078,PREPL,27,-3.8068,129,-1.5281,157,-1.2352,766,1.50693,242,-0.5801,215,-0.7580,234,-0.6800,571,0.77929,442,0.40278
ENSG00000171132,PRKCE,27,-2.0543,22,-2.3196,14,-2.9841,238,1.58107,100,-0.0869,128,0.29658,88,-0.3126,113,0.10680,106,0.01199
ENSG00000116016,EPAS1,343,2.31746,125,0.50022,18,-2.4091,24,-2.1026,70,-0.4113,193,1.22754,69,-0.4739,57,-0.7187,52,-0.9268
ENSG00000119729,RHOQ,27,-1.1642,148,1.56313,69,0.27861,29,-1.1205,42,-0.4894,86,0.62937,55,-0.0908,51,-0.2096,52,-0.1736
ENSG00000151665,PIGF,27,0.34207,24,0.15811,29,0.44559,23,0.12864,7,-1.5647,18,-0.2807,15,-0.5769,37,0.84993,20,-0.1078
ENSG00000119878,CRIPT,27,-1.0240,64,0.30871,109,1.19531,56,0.09906,64,0.29829,36,-0.5704,53,0.02600,29,-0.9289,42,-0.3667
ENSG00000171150,SOCS5,27,-0.1086,13,-1.2280,27,-0.1242,53,1.11475,19,-0.6178,23,-0.3281,18,-0.7662,36,0.34403,30,0.07038
ENSG00000180398,MCFD2,27,-1.3989,61,-0.1532,45,-0.6412,96,0.61837,53,-0.3861,113,0.81887,73,0.13428,66,-0.0489,56,-0.3319
ENSG00000143933,CALM2,1552,-0.4939,1470,-0.5771,2412,0.19497,3234,0.75744,2319,0.13206,2015,-0.0893,1825,-0.2657,2241,0.07842,1733,-0.3520
ENSG00000119888,EPCAM,27,1.16056,3,-2.0243,6,-1.0638,19,0.68685,20,0.65519,8,-0.7409,8,-0.8343,20,0.67522,9,-0.5583
ENSG00000095002,MSH2,27,-0.0043,16,-0.7929,24,-0.1805,47,1.04195,13,-1.1190,14,-1.0102,21,-0.4250,14,-0.9980,40,0.69480
ENSG00000184261,KCNK12,355,4.06240,4,-3.5701,22,-1.1686,31,-0.7518,1,-5.5400,0,-5.9549,26,-0.9954,23,-1.1056,32,-0.7052
ENSG00000116062,MSH6,27,0.27313,23,0.00983,41,0.97578,14,-0.8185,17,-0.4508,24,0.07235,12,-1.0307,56,1.49501,16,-0.5404
ENSG00000138081,FBXO11,27,-1.4072,52,-0.4135,37,-0.9376,112,0.91265,38,-0.8830,51,-0.4448,57,-0.2931,93,0.48920,91,0.50490
ENSG00000170802,FOXN2,27,0.48025,23,0.20566,78,2.38270,7,-1.5532,35,0.93792,14,-0.5058,10,-1.1482,1,-3.5002,13,-0.7254
ENSG00000162869,PPP1R21,27,-0.3461,32,-0.0605,33,-0.0464,44,0.48950,21,-0.6889,27,-0.3201,26,-0.3987,46,0.49170,38,0.19811
ENSG00000179915,NRXN1,27,-2.8363,54,-1.8296,20,-3.2304,316,1.03671,79,-1.2618,175,-0.0522,166,-0.1432,316,0.90586,267,0.70569
ENSG00000115239,ASB3,27,-0.3019,38,0.21724,29,-0.1918,33,0.00291,38,0.24905,53,0.78934,26,-0.3983,30,-0.1238,30,-0.1465
ENSG00000068912,ERLEC1,27,-1.7701,35,-1.3928,76,-0.2088,157,1.09286,88,0.00636,52,-0.8033,61,-0.5872,116,0.45289,109,0.38686
ENSG00000068878,PSME4,188,3.47602,41,0.44049,18,-0.8012,21,-0.6626,26,-0.2607,2,-3.5272,12,-1.5440,6,-2.4211,12,-1.4932
ENSG00000170634,ACYP2,27,-2.5621,194,0.40927,249,0.82240,131,-0.2223,217,0.59769,187,0.35396,123,-0.3291,137,-0.1354,138,-0.1416
ENSG00000115306,SPTBN1,27,-4.0262,379,-0.1233,313,-0.4181,458,0.19332,338,-0.2989,460,0.18459,556,0.54696,490,0.28308,441,0.12861
ENSG00000214595,EML6,27,1.11561,8,-0.7140,1,-3.2265,19,0.62081,10,-0.4059,6,-1.0576,14,0.09298,21,0.71572,10,-0.4680
ENSG00000115310,RTN4,314,-1.6051,515,-0.8677,1077,0.27833,1603,1.06851,607,-0.6165,542,-0.7893,656,-0.5402,1365,0.66255,955,0.09562
ENSG00000143947,RPS27A,1359,-0.0181,2265,0.80834,2053,0.64545,856,-0.7877,2034,0.63010,1257,-0.1403,1297,-0.0991,1013,-0.4737,1102,-0.3746
ENSG00000085760,MTIF2,27,0.69052,20,0.22470,17,-0.0655,16,-0.0904,21,0.28398,17,0.01569,13,-0.4813,12,-0.5700,18,0.04575
ENSG00000115355,CCDC88A,27,-2.5404,258,0.90715,308,1.20907,107,-0.5301,268,0.96996,256,0.89185,83,-0.9474,89,-0.7713,91,-0.7909
ENSG00000163001,CFAP36,27,-1.9566,55,-0.9043,50,-1.0279,139,0.60332,109,0.15856,77,-0.3825,83,-0.3040,145,0.61551,140,0.62798
ENSG00000275052,PPP4R3B,27,-0.9443,82,0.79912,48,-0.0695,54,0.13905,33,-0.6556,58,0.24426,37,-0.5013,74,0.63088,48,-0.0797
ENSG00000138035,PNPT1,27,0.60030,12,-0.6133,44,1.44384,16,-0.2287,26,0.52089,11,-0.7021,12,-0.6771,16,-0.2244,14,-0.4587
ENSG00000115380,EFEMP1,27,-1.9843,330,2.03472,66,-0.6496,18,-2.6570,5,-4.2399,428,2.58126,68,-0.6466,25,-2.0979,78,-0.4281
ENSG00000055813,CCDC85A,27,0.11932,23,-0.1262,5,-2.2705,39,0.83475,11,-1.1528,9,-1.5392,25,-0.0099,20,-0.3216,37,0.72689
ENSG00000115392,FANCL,27,0.28455,26,0.21419,34,0.66179,32,0.61945,32,0.55887,10,-1.2375,9,-1.3601,20,-0.1828,19,-0.2675
ENSG00000119866,BCL11A,27,-1.6893,18,-2.2489,6,-3.7364,155,1.18893,70,-0.2540,50,-0.7618,88,0.10558,119,0.58385,107,0.45489
ENSG00000115421,PAPOLG,27,1.28432,3,-1.8042,11,-0.0843,17,0.59150,3,-1.8930,7,-0.8189,9,-0.5450,9,-0.4240,17,0.54504
ENSG00000162928,PEX13,27,1.03416,12,-0.2261,10,-0.4449,14,0.02360,16,0.20801,22,0.69417,8,-0.8349,16,0.24757,10,-0.5815
ENSG00000162929,KIAA1841,27,0.88288,18,0.21422,11,-0.4360,25,0.85592,12,-0.3350,1,-3.5951,12,-0.4470,12,-0.3779,15,-0.0249
ENSG00000237651,C2orf74,27,-1.7401,92,0.11890,94,0.15673,99,0.25209,116,0.49024,89,0.06709,87,0.03579,66,-0.3883,84,-0.0279
ENSG00000115464,USP34,27,-0.6363,49,0.27672,40,-0.0128,49,0.31568,29,-0.5095,36,-0.1839,54,0.48239,20,-1.0818,42,0.03319
ENSG00000082898,XPO1,154,0.83168,81,-0.2029,99,0.10883,99,0.11394,31,-1.6521,145,0.72376,60,-0.7233,126,0.49190,78,-0.2936
ENSG00000115484,CCT4,27,-2.3786,107,-0.3285,187,0.55445,189,0.64824,150,0.19868,115,-0.2208,116,-0.2242,151,0.20792,119,-0.1710
ENSG00000173163,COMMD1,255,3.01069,35,-0.5307,47,-0.0838,45,-0.1805,19,-1.4628,26,-0.9866,27,-1.0088,20,-1.3743,26,-1.0359
ENSG00000170340,B3GNT2,27,1.31735,1,-3.3181,6,-0.9824,29,1.71633,0,-5.2571,10,-0.2390,3,-2.0891,23,1.05391,6,-1.0489
ENSG00000186889,TMEM17,27,0.83524,12,-0.4666,5,-1.5378,21,0.51753,22,0.51534,18,0.17975,11,-0.6363,16,0.01826,13,-0.3075
ENSG00000115504,EHBP1,27,-0.6378,29,-0.5286,15,-1.5035,59,0.66386,28,-0.5631,30,-0.4763,34,-0.3248,51,0.34810,62,0.76091
ENSG00000014641,MDH1,27,-4.4304,248,-1.1968,159,-1.8502,1106,1.36607,467,-0.2301,381,-0.5438,345,-0.7503,717,0.44857,798,0.70322
ENSG00000169764,UGP2,355,1.01228,135,-0.5345,60,-1.7375,192,0.01829,246,0.40802,212,0.16933,217,0.23173,113,-0.7972,172,-0.1723
ENSG00000197329,PELI1,27,0.82002,9,-0.8062,28,0.91511,21,0.51610,23,0.60416,11,-0.5502,9,-0.9215,16,0.01892,8,-1.1281
ENSG00000119862,LGALSL,27,0.45428,6,-1.6464,6,-1.8253,34,0.94205,3,-2.7280,2,-3.0444,19,-0.1091,26,0.40270,33,0.88905
ENSG00000119844,AFTPH,27,-0.5685,26,-0.5904,19,-1.0724,49,0.40742,59,0.67200,21,-0.8982,26,-0.6460,91,1.40950,36,-0.1431
ENSG00000237638,LINC02245,27,1.11486,0,-4.4693,2,-2.7812,20,0.71251,4,-1.7338,6,-1.1479,16,0.30478,10,-0.3952,20,0.68069
ENSG00000115902,SLC1A4,27,-1.7301,64,-0.4472,17,-2.3999,80,-0.0957,8,-3.4563,262,1.92445,82,-0.0490,89,0.08273,113,0.50977
ENSG00000011523,CEP68,27,-0.4451,20,-0.9109,17,-1.1623,59,0.91226,33,-0.1279,46,0.39923,34,-0.0706,49,0.50646,26,-0.5446
ENSG00000138069,RAB1A,27,-2.6831,120,-0.4708,102,-0.7106,284,1.03540,100,-0.7478,176,0.12907,157,-0.0617,175,0.11178,184,0.22131
ENSG00000138071,ACTR2,27,-2.7221,168,0.01397,124,-0.4616,239,0.64595,141,-0.2616,124,-0.4576,129,-0.4286,304,0.97129,189,0.21906
ENSG00000198369,SPRED2,27,-0.1403,13,-1.1618,4,-2.8050,42,0.64456,16,-0.9374,42,0.57577,32,0.17180,47,0.75136,27,-0.1525
ENSG00000197223,C1D,27,-1.1346,53,-0.1076,67,0.25600,98,1.01323,32,-0.8818,31,-0.9053,37,-0.7267,99,0.89458,51,-0.1669
ENSG00000115946,PNO1,27,0.97965,1,-3.0412,11,-0.3474,24,0.89402,17,0.28683,12,-0.2396,13,-0.1358,4,-1.6824,13,-0.2200
ENSG00000221823,PPP3R1,27,-2.1925,22,-2.4706,23,-2.4217,235,1.32774,147,0.36135,133,0.20029,123,0.09056,153,0.43101,91,-0.4262
ENSG00000119865,CNRIP1,245,1.00716,50,-1.4813,39,-1.8481,217,0.91350,67,-1.0437,104,-0.3631,121,-0.1472,113,-0.2372,145,0.16240
ENSG00000169604,ANTXR1,27,0.26365,76,2.07011,32,0.55261,8,-1.5843,25,0.17227,17,-0.4605,24,0.11051,12,-0.9444,9,-1.4646
ENSG00000198380,GFPT1,27,-0.3007,18,-0.9074,26,-0.3610,49,0.73802,11,-1.6643,9,-1.9420,23,-0.6043,44,0.46469,57,1.03073
ENSG00000169599,NFU1,27,-0.7112,32,-0.4662,38,-0.1978,49,0.21973,75,0.91514,21,-1.0406,44,0.05013,41,-0.0676,47,0.16609
ENSG00000115977,AAK1,27,-2.0646,48,-1.2109,30,-1.8969,176,0.92502,118,0.16019,47,-1.2585,99,-0.1282,154,0.59155,152,0.64225
ENSG00000196975,ANXA4,27,1.14259,32,1.46667,26,1.10372,9,-0.5385,9,-0.5376,4,-1.6941,10,-0.4172,1,-3.0906,9,-0.5459
ENSG00000087338,GMCL1,27,0.59361,32,0.85915,15,-0.2918,16,-0.1883,15,-0.3346,6,-1.6846,15,-0.3713,30,0.78954,17,-0.1257
ENSG00000124380,SNRNP27,300,2.26666,69,-0.2539,101,0.33513,65,-0.3860,49,-0.7960,69,-0.2640,51,-0.7736,58,-0.5237,51,-0.7713
ENSG00000169564,PCBP1,778,1.81949,195,-0.4853,320,0.29174,271,0.02669,255,-0.0659,226,-0.2555,167,-0.7755,152,-0.8588,198,-0.5027
ENSG00000116001,TIA1,27,-0.2533,40,0.37200,48,0.67142,42,0.50286,15,-1.1480,17,-0.9659,32,0.01826,31,-0.0400,27,-0.2609
ENSG00000116005,PCYOX1,195,1.66727,74,0.02972,44,-0.7634,74,0.04465,45,-0.7346,75,0.06085,44,-0.8233,59,-0.3052,70,-0.0629
ENSG00000143977,SNRPG,27,-1.6583,143,0.92816,119,0.61372,72,-0.2009,55,-0.5798,88,0.12764,77,-0.0857,85,0.08406,78,-0.0698
ENSG00000035141,FAM136A,27,0.03163,20,-0.4124,8,-1.7539,36,0.53501,34,0.42647,34,0.41721,19,-0.5208,13,-0.9982,34,0.47160
ENSG00000163235,TGFA,355,4.84877,24,-0.7861,61,0.66319,2,-4.3584,20,-1.0453,3,-3.8609,6,-2.9894,1,-4.9097,3,-3.7439
ENSG00000075340,ADD2,27,-1.7745,16,-2.4843,4,-4.4243,141,0.87518,65,-0.4537,70,-0.3465,108,0.37761,123,0.54026,123,0.60735
ENSG00000144043,TEX261,27,0.06313,53,1.18063,40,0.71443,25,-0.0712,6,-2.0364,33,0.39908,18,-0.6088,34,0.43569,15,-0.8719
ENSG00000124357,NAGK,27,-0.8307,45,-0.0417,57,0.32672,59,0.41270,55,0.25770,40,-0.2226,33,-0.5804,39,-0.2529,55,0.30797
ENSG00000124383,MPHOSPH10,27,0.01668,28,0.08995,35,0.42363,33,0.36390,24,-0.1410,13,-1.0630,21,-0.4161,44,0.81704,20,-0.4473
ENSG00000124374,PAIP2B,27,-0.7184,116,1.66788,127,1.83700,12,-2.0498,82,1.03836,48,0.17083,20,-1.1971,17,-1.4248,18,-1.4293
ENSG00000075292,ZNF638,27,-1.1690,28,-1.1294,73,0.37128,75,0.46096,78,0.46313,72,0.32863,50,-0.2690,53,-0.1493,59,0.01612
ENSG00000135636,DYSF,355,4.36444,41,-0.1426,66,0.61424,8,-2.6170,28,-0.7328,16,-1.5466,6,-3.0264,0,-7.8212,3,-4.0533
ENSG00000003137,CYP26B1,27,0.00855,4,-2.5546,1,-4.1235,57,1.43054,31,0.24697,25,-0.1057,17,-0.7493,30,0.15903,27,0.05229
ENSG00000144036,EXOC6B,344,2.88359,63,-0.1739,73,0.04783,45,-0.7571,31,-1.2601,42,-0.8059,47,-0.6845,28,-1.4103,43,-0.8088
ENSG00000135638,EMX1,27,1.27622,3,-1.9305,0,-5.2904,17,0.64093,0,-7.5538,6,-0.9188,6,-1.0018,39,1.95740,11,-0.0907
ENSG00000144040,SFXN5,27,-2.1742,84,-0.4899,23,-2.3648,47,-1.4438,53,-1.1754,261,1.35618,176,0.77523,135,0.25721,175,0.76098
ENSG00000135631,RAB11FIP5,27,-0.3339,13,-1.3792,5,-2.8561,53,0.85496,15,-1.1752,15,-1.1999,27,-0.3491,56,0.83506,54,0.87897
ENSG00000272702,AC010913.1,27,0.67154,12,-0.6108,5,-1.7682,18,0.04245,25,0.55684,11,-0.6860,20,0.19894,6,-1.6263,25,0.60939
ENSG00000135632,SMYD5,27,0.47394,24,0.29312,15,-0.4640,22,0.17922,1,-3.5442,15,-0.4612,17,-0.2709,32,0.74945,23,0.29253
ENSG00000135617,PRADC1,27,-0.0262,29,0.09384,34,0.32557,31,0.20055,19,-0.5594,14,-0.9839,26,-0.0873,35,0.39369,28,0.06778
ENSG00000135624,CCT7,278,0.98575,125,-0.3031,130,-0.2351,205,0.53757,92,-0.7622,118,-0.3860,98,-0.7211,156,0.04405,157,0.05798
ENSG00000163013,FBXO41,27,-1.1735,22,-1.4531,4,-3.8414,72,0.36397,64,0.13773,66,0.19463,86,0.69958,42,-0.5115,80,0.56104
ENSG00000135625,EGR4,27,0.47440,0,-5.5133,0,-9.5410,42,1.43283,0,-6.3606,12,-0.7409,9,-1.1734,37,1.00252,30,0.71303
ENSG00000144034,TPRKB,27,0.00568,31,0.24216,35,0.42388,25,-0.0932,32,0.27661,35,0.42615,24,-0.2028,29,0.14568,17,-0.7661
ENSG00000144048,DUSP11,27,1.07047,10,-0.5030,11,-0.3103,18,0.45520,6,-1.1553,9,-0.6080,13,-0.0698,10,-0.4768,15,0.12493
ENSG00000124356,STAMBP,27,-0.0997,46,0.74181,86,1.86047,27,-0.0999,48,0.84376,16,-0.8307,10,-1.6919,17,-0.7911,15,-1.0644
ENSG00000114956,DGUOK,27,-1.0730,37,-0.5887,44,-0.3377,67,0.36184,41,-0.4488,81,0.63749,61,0.18618,63,0.23245,53,-0.0511
ENSG00000163170,BOLA3,27,-1.4695,58,-0.3149,45,-0.7089,76,0.11198,80,0.17740,58,-0.3057,73,0.04984,93,0.41786,98,0.56363
ENSG00000225439,BOLA3-AS1,27,1.08813,6,-1.2870,17,0.32720,20,0.71072,4,-1.7711,4,-1.7644,19,0.57447,6,-1.2657,11,-0.3550
ENSG00000114978,MOB1A,27,-0.0483,58,1.21105,37,0.45132,16,-0.9076,17,-0.7298,69,1.50426,23,-0.3315,12,-1.2309,18,-0.7389
ENSG00000204843,DCTN1,27,-3.2771,143,-0.8268,200,-0.3138,358,0.69134,237,-0.0457,214,-0.2106,218,-0.1977,387,0.73812,287,0.28322
