Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000158109,TPRG1L,41,-2.0033,156,0.04325,158,0.04756,205,0.61452,103,-0.6110,144,-0.1024
ENSG00000116213,WRAP73,23,0.81267,9,-0.8811,22,0.76142,17,0.45055,13,-0.0452,6,-1.2007
ENSG00000130764,LRRC47,48,-0.8691,84,0.02458,86,0.05369,107,0.52357,67,-0.3412,58,-0.5713
ENSG00000116198,CEP104,41,1.47369,13,-0.6001,31,0.98464,14,-0.3676,13,-0.4155,9,-0.9644
ENSG00000198912,C1orf174,10,-0.1446,10,-0.3103,14,0.34021,14,0.35868,14,0.24835,7,-0.6909
ENSG00000196581,AJAP1,18,-1.3288,51,0.40051,34,-0.3682,58,0.62867,12,-1.9311,32,-0.4710
ENSG00000131697,NPHP4,5,-1.0312,11,0.46339,13,0.53603,10,0.10948,5,-0.8466,4,-1.0747
ENSG00000069424,KCNAB2,20,-3.1105,178,0.17596,204,0.34226,181,0.18135,150,-0.1528,187,0.19723
ENSG00000116254,CHD5,15,-2.9553,132,0.51832,118,0.15181,119,0.21581,51,-1.1440,106,-0.0066
ENSG00000116251,RPL22,1122,1.34655,387,-0.5569,545,0.12788,386,-0.4987,628,0.35846,529,0.08041
ENSG00000116237,ICMT,22,-0.6517,39,0.35057,46,0.48502,31,-0.1323,27,-0.3435,25,-0.4567
ENSG00000158292,GPR153,1,-2.5891,17,1.53246,1,-2.6398,4,-1.3180,7,-0.3937,15,0.74235
ENSG00000097021,ACOT7,70,-2.0725,297,0.18193,226,-0.3053,400,0.81262,149,-0.9463,188,-0.5926
ENSG00000215788,TNFRSF25,1,-3.2009,17,0.72342,11,-0.2920,13,-0.0053,14,0.12427,8,-0.6996
ENSG00000171680,PLEKHG5,1,-4.5962,34,0.96123,11,-1.0373,22,-0.0810,15,-0.6286,25,0.15700
ENSG00000162408,NOL9,20,-0.4705,30,0.26537,17,-0.7363,29,0.17096,33,0.30653,18,-0.5979
ENSG00000162413,KLHL21,36,0.36482,33,0.32452,25,-0.2066,26,-0.1660,26,-0.1467,17,-0.7608
ENSG00000116273,PHF13,14,-0.2974,19,0.23001,26,0.71706,16,-0.1571,15,-0.1913,9,-0.9225
ENSG00000041988,THAP3,27,0.33412,23,0.14584,21,-0.0680,21,-0.0908,23,0.10146,13,-0.7446
ENSG00000007923,DNAJC11,13,-1.1256,25,-0.1541,30,0.18924,35,0.57605,19,-0.5295,27,0.00455
ENSG00000171735,CAMTA1,88,-1.0870,165,-0.1690,295,0.82233,201,0.24422,171,-0.0604,142,-0.3502
ENSG00000049245,VAMP3,158,2.99054,14,-1.5124,40,0.36450,15,-1.3775,37,0.24610,15,-1.1163
ENSG00000049246,PER3,24,0.16413,28,0.65130,12,-0.8698,15,-0.6562,28,0.38458,16,-0.4848
ENSG00000116288,PARK7,284,-0.4792,394,0.04135,477,0.33900,366,-0.1065,467,0.30327,350,-0.1568
ENSG00000116285,ERRFI1,16,-0.1920,16,-0.2565,22,0.27277,25,0.64012,8,-1.2463,16,-0.2243
ENSG00000162426,SLC45A1,14,-0.9532,32,0.40945,17,-0.7279,35,0.51464,13,-1.1565,21,-0.3947
ENSG00000142599,RERE,77,-0.3738,108,0.24395,114,0.24571,89,-0.1752,111,0.20850,70,-0.5040
ENSG00000074800,ENO1,431,-0.5469,534,-0.2953,754,0.33462,664,0.16469,900,0.62586,515,-0.2692
ENSG00000171612,SLC25A33,14,-1.3706,34,-0.0312,27,-0.3959,26,-0.5709,91,1.62234,37,0.09563
ENSG00000188807,TMEM201,12,0.18592,11,0.20119,8,-0.3450,11,0.17453,10,-0.0763,5,-1.1057
ENSG00000171608,PIK3CD,1,-2.5716,7,-0.5558,18,1.00727,14,0.79895,10,0.11493,4,-1.1320
ENSG00000171603,CLSTN1,155,-2.1875,712,0.18797,603,-0.1344,926,0.73739,437,-0.6332,400,-0.7675
ENSG00000178585,CTNNBIP1,51,0.46419,33,-0.3164,31,-0.3252,43,0.24420,41,0.14648,35,-0.1420
ENSG00000162441,LZIC,72,1.36790,22,-0.7282,42,0.43797,29,-0.2041,29,-0.1494,32,-0.0019
ENSG00000130939,UBE4B,26,-0.5068,25,-0.7438,56,0.71987,47,0.56681,38,0.10317,33,-0.1189
ENSG00000054523,KIF1B,274,0.17076,209,-0.3537,300,0.31747,269,0.18352,298,0.30676,190,-0.4038
ENSG00000142657,PGD,36,-0.4266,37,-0.5071,93,1.10920,59,0.46256,33,-0.5566,32,-0.5927
ENSG00000175279,CENPS,6,-0.6991,13,0.89714,5,-0.9160,8,-0.3369,8,-0.2130,7,-0.4603
ENSG00000241563,CORT,3,-5.1892,72,-0.9812,821,4.14368,26,-2.5358,26,-2.2393,67,-0.8476
ENSG00000160049,DFFA,60,0.92308,26,-0.5817,35,0.04542,31,-0.1731,53,0.73089,29,-0.2245
ENSG00000142655,PEX14,24,0.06375,23,-0.0412,25,0.10407,28,0.37508,14,-0.7932,17,-0.4205
ENSG00000120948,TARDBP,62,0.30005,54,0.10034,59,0.20306,50,-0.0517,51,-0.0155,29,-0.8787
ENSG00000116649,SRM,47,-0.9849,103,0.33468,97,0.13232,82,-0.1654,99,0.16319,82,-0.1432
ENSG00000171824,EXOSC10,24,0.27549,19,-0.1144,16,-0.3792,22,0.09998,23,0.18422,20,-0.0798
ENSG00000198793,MTOR,16,-1.2590,34,-0.1525,50,0.50179,44,0.42290,27,-0.4252,37,0.02701
ENSG00000120942,UBIAD1,27,1.60763,8,-0.5098,3,-1.8753,10,-0.0447,15,0.59087,6,-0.7532
ENSG00000116661,FBXO2,172,-0.1915,210,0.18091,134,-0.5806,166,-0.3047,279,0.58396,215,0.15894
ENSG00000132879,FBXO44,34,-1.9053,142,0.40267,109,-0.1510,151,0.48090,67,-0.9046,88,-0.4826
ENSG00000116670,MAD2L2,43,1.17504,22,0.10950,17,-0.3295,14,-0.7845,24,0.17421,19,-0.1912
ENSG00000177674,AGTRAP,30,2.15473,3,-1.8831,3,-1.2522,5,-0.8538,23,1.67748,10,0.20417
ENSG00000177000,MTHFR,11,-0.2876,12,-0.1595,18,0.44740,15,0.30656,9,-0.6268,13,-0.0485
ENSG00000011021,CLCN6,26,-0.8602,49,0.15915,39,-0.2705,53,0.28999,42,-0.1496,43,-0.1126
ENSG00000175206,NPPA,2,-2.2642,21,2.06709,0,-3.6801,7,-0.8388,3,-1.8557,8,-0.4949
ENSG00000116685,KIAA2013,47,0.59172,31,-0.1332,39,0.27983,35,0.13092,30,-0.1263,15,-1.1466
ENSG00000083444,PLOD1,29,0.60063,14,-0.8043,43,1.25249,19,-0.0900,29,0.55015,9,-1.2212
ENSG00000116688,MFN2,59,-0.5243,79,-0.1071,87,0.09100,110,0.60481,67,-0.3173,49,-0.7909
ENSG00000116691,MIIP,17,0.20918,14,-0.1102,15,0.01697,17,0.25954,14,-0.1050,10,-0.5618
ENSG00000048707,VPS13D,41,-0.2941,56,0.30595,33,-0.6226,60,0.41124,33,-0.6096,30,-0.7704
ENSG00000162496,DHRS3,20,0.80191,8,-0.8154,10,-0.3277,9,-0.6082,33,1.69658,12,-0.0087
ENSG00000116731,PRDM2,62,-0.3673,78,-0.0086,78,0.00349,101,0.53056,47,-0.7931,59,-0.4372
ENSG00000189337,KAZN,76,0.68853,33,-0.8384,85,0.86291,57,0.27412,44,-0.2014,40,-0.3416
ENSG00000142634,EFHD2,24,-2.7353,67,-1.5094,406,1.74028,254,1.24391,87,-0.8203,70,-1.1321
ENSG00000132906,CASP9,12,0.56699,7,-0.2792,4,-1.0560,11,0.57872,7,-0.3264,6,-0.3642
ENSG00000116138,DNAJC16,16,-0.5569,22,-0.1591,24,0.04046,28,0.39274,25,0.11704,20,-0.2646
ENSG00000197312,DDI2,14,-0.6050,21,0.01854,32,0.63797,25,0.34497,13,-0.7287,13,-0.7130
ENSG00000116786,PLEKHM2,39,-0.7374,58,-0.1678,52,-0.2815,71,0.27052,69,0.15811,81,0.42534
ENSG00000065526,SPEN,61,0.97740,32,-0.0854,21,-0.7385,32,-0.0891,38,0.18093,24,-0.4906
ENSG00000116809,ZBTB17,23,0.73138,14,-0.0125,10,-0.4561,14,-0.0340,15,0.03536,10,-0.4771
ENSG00000185519,FAM131C,3,-2.1960,16,0.11496,28,0.96298,15,-0.0902,15,-0.0101,14,-0.1549
ENSG00000037637,FBXO42,14,-0.5125,19,-0.1031,25,0.37400,22,0.24616,21,0.12191,14,-0.4888
ENSG00000055070,SZRD1,49,1.45927,19,-0.1718,16,-0.3671,13,-0.8442,26,0.35928,20,-0.0271
ENSG00000157191,NECAP2,38,1.80281,8,-0.8834,19,0.59229,6,-1.2595,27,1.17241,8,-0.7951
ENSG00000219481,NBPF1,25,1.47369,8,-0.4632,13,0.38945,6,-0.9447,18,0.90324,6,-0.8325
ENSG00000058453,CROCC,7,-0.5641,12,0.31159,5,-1.1228,13,0.41543,10,-0.1890,7,-0.5537
ENSG00000238142,BX284668.5,8,-0.0776,6,-0.6954,11,0.39895,7,-0.2910,21,1.44097,8,-0.0515
ENSG00000159363,ATP13A2,39,-1.7192,118,-0.0727,157,0.40984,158,0.55576,93,-0.4246,102,-0.2714
ENSG00000117118,SDHB,68,-0.4823,96,0.05452,133,0.57458,97,0.08115,73,-0.3902,78,-0.2770
ENSG00000117115,PADI2,243,3.23351,22,-1.3683,26,-0.8446,13,-2.0630,67,0.63829,32,-0.5408
ENSG00000179051,RCC2,26,1.17346,16,0.52074,5,-1.2514,9,-0.5695,7,-0.9173,10,-0.3412
ENSG00000074964,ARHGEF10L,18,0.26425,14,-0.1368,18,0.28653,14,-0.0982,17,0.25012,12,-0.2743
ENSG00000117154,IGSF21,18,-2.2718,81,-0.0564,166,1.13554,100,0.37358,65,-0.3910,43,-1.0157
ENSG00000159423,ALDH4A1,41,0.70985,19,-0.6434,37,0.53043,14,-1.1326,64,1.48635,29,0.15955
ENSG00000169991,IFFO2,10,0.10484,7,-0.4565,11,0.21441,12,0.57692,11,0.22583,4,-1.2067
ENSG00000127463,EMC1,19,-0.7018,29,-0.0677,35,0.28128,38,0.53936,25,-0.2806,17,-0.8642
ENSG00000053372,MRTO4,21,-0.7892,34,-0.0482,25,-0.4745,46,0.59954,31,-0.1416,29,-0.2658
ENSG00000053371,AKR7A2,63,0.48856,42,-0.2148,50,0.11323,40,-0.2866,77,0.82536,32,-0.5539
ENSG00000040487,SLC66A1,6,-0.8242,6,-0.8434,22,1.30213,11,0.23933,14,0.51238,8,-0.2919
ENSG00000077549,CAPZB,136,-0.5710,207,0.11549,200,0.02769,224,0.26603,186,-0.0842,141,-0.5225
ENSG00000173436,MICOS10,313,-0.0282,348,0.20418,293,-0.1348,289,-0.1925,315,-0.0223,328,0.04532
ENSG00000158747,NBL1,74,-1.5115,221,0.23964,213,0.10663,214,0.14940,192,-0.0613,186,-0.1093
ENSG00000169914,OTUD3,10,-0.4296,11,-0.2952,9,-0.5179,22,1.06890,5,-1.3650,10,-0.4051
ENSG00000162545,CAMK2N1,879,-0.5277,1754,0.91026,585,-1.1477,913,-0.5654,936,-0.4307,1394,0.19780
ENSG00000090432,MUL1,28,0.16978,23,-0.1799,36,0.56809,27,0.12276,22,-0.1917,18,-0.5474
ENSG00000183114,FAM43B,3,-2.2109,10,-0.7549,38,1.59413,18,0.43587,14,-0.0649,11,-0.4055
ENSG00000158828,PINK1,215,-0.8819,370,-0.0649,437,0.22108,495,0.55248,255,-0.6236,314,-0.3009
ENSG00000244038,DDOST,22,-0.2138,27,0.14193,24,-0.0609,26,0.02842,28,0.15740,19,-0.4218
ENSG00000117245,KIF17,3,-2.6733,22,-0.0059,12,-0.8554,38,1.22139,10,-1.1932,15,-0.6193
ENSG00000189410,SH2D5,3,-3.6523,38,0.24259,27,-0.3513,49,0.73981,21,-0.7241,28,-0.3257
ENSG00000127483,HP1BP3,174,0.26545,133,-0.2290,188,0.38536,161,0.17795,151,0.03147,95,-0.6779
ENSG00000075151,EIF4G3,63,-0.9928,121,0.01324,115,-0.0771,164,0.64920,92,-0.4249,80,-0.6434
ENSG00000117298,ECE1,35,1.38438,10,-0.8199,10,-0.5695,10,-0.6664,40,1.66821,9,-0.8365
ENSG00000162551,ALPL,4,-1.4165,6,-1.0765,4,-1.6087,18,1.07268,21,1.02667,13,0.28720
ENSG00000076864,RAP1GAP,39,-1.9490,117,-0.4081,293,1.20913,206,0.80594,64,-1.2147,76,-0.9670
ENSG00000090686,USP48,64,0.56736,39,-0.3207,50,0.16746,52,0.29390,41,-0.1479,29,-0.6906
ENSG00000070831,CDC42,226,0.01393,209,-0.1504,254,0.19889,276,0.43064,184,-0.3095,136,-0.7791
ENSG00000173372,C1QA,43,1.55021,13,-0.5826,9,-0.9120,4,-2.1678,49,1.77693,22,0.37189
ENSG00000159189,C1QC,39,1.47089,12,-0.6622,11,-0.5094,5,-1.9115,42,1.62887,22,0.51693
ENSG00000173369,C1QB,54,1.57889,16,-0.5403,9,-1.2093,7,-1.8533,49,1.39721,34,0.74970
ENSG00000133216,EPHB2,10,-0.3571,15,0.53905,3,-1.9340,14,0.28023,10,-0.2610,8,-0.6861
ENSG00000004487,KDM1A,30,-0.4889,40,-0.1095,46,0.14583,51,0.43969,35,-0.2684,34,-0.3273
ENSG00000169641,LUZP1,10,-2.2607,49,0.20146,25,-0.8545,67,0.86603,25,-0.8859,36,-0.3383
ENSG00000125944,HNRNPR,110,0.09806,105,0.03735,131,0.37665,106,0.03943,102,-0.0287,58,-0.8872
ENSG00000125945,ZNF436,10,-0.7624,16,-0.1040,14,-0.2271,26,1.00570,4,-1.9152,11,-0.5694
ENSG00000249087,ZNF436-AS1,5,-0.7509,11,0.57513,6,-0.5392,7,-0.4915,7,-0.3200,14,0.64167
ENSG00000204219,TCEA3,11,0.43138,5,-0.8593,4,-0.9471,7,-0.2085,21,1.50181,12,0.53584
ENSG00000117318,ID3,80,3.37819,2,-3.3428,2,-2.5452,0,-4.4329,53,2.37921,9,-0.6271
ENSG00000142676,RPL11,914,1.55662,274,-0.6089,392,0.11356,239,-0.7865,525,0.58805,375,0.04061
ENSG00000011007,ELOA,25,0.59698,17,-0.0011,24,0.51475,16,-0.1620,14,-0.2566,9,-0.8699
ENSG00000057757,PITHD1,117,-0.7576,184,-0.0827,194,0.02717,264,0.68516,121,-0.7090,141,-0.4684
ENSG00000011009,LYPLA2,11,-1.7541,38,0.21421,37,0.12224,40,0.30909,27,-0.3479,32,-0.1185
ENSG00000117308,GALE,6,-1.2331,15,0.08359,14,-0.0565,19,0.55819,11,-0.4099,11,-0.4413
ENSG00000117305,HMGCL,28,0.49332,20,-0.0469,25,0.32056,17,-0.2897,25,0.34462,14,-0.5970
ENSG00000179163,FUCA1,4,-1.6664,12,-0.1477,24,0.96853,16,0.34742,15,0.17531,6,-1.2242
ENSG00000189266,PNRC2,68,0.23195,44,-0.5768,82,0.55016,69,0.32448,60,0.05495,49,-0.2705
ENSG00000188529,SRSF10,50,0.02822,50,0.04924,57,0.23374,51,0.08564,50,0.03390,29,-0.8332
ENSG00000001460,STPG1,5,-1.0229,10,0.08484,5,-0.8009,14,0.78446,7,-0.3773,6,-0.7117
ENSG00000001461,NIPAL3,151,1.22182,44,-0.9981,111,0.69135,96,0.59077,48,-0.6440,22,-1.7784
ENSG00000133226,SRRM1,132,1.29726,48,-0.4779,59,-0.0310,62,0.03410,54,-0.1863,43,-0.5381
ENSG00000169504,CLIC4,250,4.02692,6,-2.9843,48,0.44504,9,-2.3048,39,0.11179,10,-1.9647
ENSG00000117614,SYF2,126,1.01105,57,-0.3572,71,0.07543,65,-0.0882,78,0.21802,47,-0.5604
ENSG00000117616,RSRP1,70,1.12835,30,-0.3278,37,0.09524,34,-0.0494,34,-0.0447,22,-0.7293
ENSG00000183726,TMEM50A,116,0.59934,89,0.25111,54,-0.6198,83,0.06156,63,-0.3770,44,-0.9328
ENSG00000204178,MACO1,28,0.16306,23,-0.2118,16,-0.6463,30,0.34615,30,0.30209,21,-0.2756
ENSG00000117643,MAN1C1,10,-1.8999,68,1.73527,20,-0.9655,25,-0.7796,17,-1.1988,20,-0.9660
ENSG00000162430,SELENON,54,1.06441,29,0.04759,26,-0.1623,18,-0.8391,36,0.38988,26,-0.1142
ENSG00000117640,MTFR1L,33,-0.9626,73,0.40894,58,-0.0943,59,-0.0974,66,0.09724,53,-0.2416
ENSG00000117632,STMN1,953,-0.7522,1514,-0.0462,1879,0.31346,2056,0.60200,1015,-0.6551,930,-0.7881
ENSG00000158008,EXTL1,6,-2.6835,37,0.03634,36,-0.0266,54,0.81490,23,-0.6833,28,-0.4167
ENSG00000175087,PDIK1L,10,-0.4384,12,-0.1995,17,0.47049,15,0.38910,9,-0.5595,12,-0.1169
ENSG00000142684,ZNF593,22,-0.2129,23,-0.2374,40,0.74870,24,-0.1120,26,0.02611,28,0.15588
ENSG00000142669,SH3BGRL3,198,-0.2989,199,-0.3971,301,0.36855,294,0.42526,229,-0.0732,227,-0.0848
ENSG00000158062,UBXN11,11,-1.0317,23,0.14671,16,-0.4107,23,0.13895,20,-0.1231,28,0.44189
ENSG00000117682,DHDDS,7,-1.2826,15,-0.1851,23,0.59533,22,0.65625,13,-0.3175,8,-0.9555
ENSG00000198830,HMGN2,257,1.39943,89,-0.4735,119,0.10092,75,-0.7415,180,0.77375,90,-0.3309
ENSG00000117713,ARID1A,66,0.13284,57,-0.1426,81,0.46426,64,0.10462,57,-0.0992,44,-0.4975
ENSG00000060642,PIGV,4,-1.0980,7,-0.5126,14,0.58864,11,0.24438,18,1.01636,6,-0.5770
ENSG00000204160,ZDHHC18,14,-0.5882,22,0.13125,24,0.25498,25,0.35155,14,-0.6393,14,-0.5940
ENSG00000142751,GPN2,11,-0.5974,21,0.54559,12,-0.4402,18,0.15323,8,-1.1299,14,-0.2694
ENSG00000198746,GPATCH3,14,0.56908,11,0.33436,5,-1.0580,10,0.06361,6,-0.6115,6,-0.5671
ENSG00000090273,NUDC,165,-0.1043,200,0.29275,160,-0.1561,169,-0.0767,156,-0.1866,151,-0.2472
ENSG00000253368,TRNP1,12,-2.0655,55,0.33616,35,-0.4559,55,0.27303,45,-0.0817,48,0.01008
ENSG00000090020,SLC9A1,3,-2.5281,18,-0.1662,8,-1.2517,37,1.45265,9,-1.1562,12,-0.7590
ENSG00000142784,WDTC1,38,0.53463,26,-0.1117,37,0.48392,20,-0.5987,39,0.57004,23,-0.2588
ENSG00000186501,TMEM222,48,-0.4215,60,-0.1025,83,0.44204,65,0.05946,70,0.17363,56,-0.1778
ENSG00000158195,WASF2,135,2.60666,14,-1.6087,32,-0.0207,13,-1.5996,73,1.36277,21,-0.6665
ENSG00000126705,AHDC1,21,-1.2810,47,-0.1210,63,0.37841,71,0.76019,30,-0.7707,31,-0.7214
ENSG00000126709,IFI6,195,0.83367,60,-1.3021,213,0.99028,146,0.46245,133,0.20270,65,-0.8961
ENSG00000009780,FAM76A,12,-0.0636,10,-0.4121,11,-0.1520,17,0.55009,18,0.54391,6,-0.9883
ENSG00000117758,STX12,80,-0.3912,92,-0.2534,148,0.58398,118,0.27118,109,0.08537,76,-0.4711
ENSG00000117751,PPP1R8,43,0.71564,23,-0.3891,35,0.38770,33,0.37250,22,-0.3644,12,-1.2418
ENSG00000117748,RPA2,43,-0.8061,69,-0.0998,109,0.67146,87,0.37085,66,-0.1381,40,-0.8995
ENSG00000126698,DNAJC8,146,0.15780,131,-0.0316,131,-0.0244,141,0.12034,117,-0.1963,119,-0.1687
ENSG00000130770,ATP5IF1,202,-1.4283,625,0.47269,501,-0.0396,527,0.05127,412,-0.3463,455,-0.1921
ENSG00000130766,SESN2,8,-0.5713,13,0.34326,8,-0.4847,11,-0.0906,18,0.74590,5,-1.0547
ENSG00000204138,PHACTR4,40,1.87685,7,-1.3300,13,-0.0911,8,-0.9179,35,1.62036,9,-0.6579
ENSG00000242125,SNHG3,12,0.30190,11,0.19688,12,0.31458,8,-0.3076,11,0.22834,5,-1.0363
ENSG00000180098,TRNAU1AP,21,0.36815,12,-0.6653,25,0.69282,17,0.04572,25,0.67964,11,-0.5352
ENSG00000197989,SNHG12,20,0.76979,10,-0.3588,15,0.28122,9,-0.6247,25,1.15934,8,-0.6597
ENSG00000120656,TAF12,19,0.30520,14,-0.2358,21,0.48160,17,0.12439,10,-0.6530,16,-0.0012
ENSG00000198492,YTHDF2,50,-0.6851,71,-0.1828,87,0.17983,112,0.78074,57,-0.4897,40,-1.0342
ENSG00000116350,SRSF4,59,0.40440,44,-0.1083,39,-0.2471,51,0.21812,45,-0.0174,33,-0.5167
ENSG00000116353,MECR,13,-1.3685,35,0.14541,54,0.81335,36,0.20274,23,-0.5457,22,-0.6374
ENSG00000060656,PTPRU,10,-0.7546,8,-1.3608,31,0.98007,33,1.60002,5,-1.7862,7,-1.3755
ENSG00000162511,LAPTM5,86,1.49024,24,-0.7556,33,-0.1170,15,-1.5103,88,1.52866,40,0.20184
ENSG00000162512,SDC3,138,-0.0847,127,-0.2903,197,0.48938,131,-0.2094,254,0.91222,110,-0.4325
ENSG00000134644,PUM1,85,-0.7656,126,-0.2212,197,0.55022,187,0.61272,104,-0.4576,85,-0.7683
ENSG00000060688,SNRNP40,33,0.95199,19,0.14717,13,-0.5582,17,-0.1773,18,-0.0583,10,-0.9231
ENSG00000121766,ZCCHC17,75,-0.7961,122,-0.0637,161,0.40132,157,0.46695,87,-0.5700,98,-0.3893
ENSG00000121769,FABP3,26,-2.3356,144,0.31808,71,-0.8775,180,0.77688,64,-1.0456,104,-0.2912
ENSG00000162517,PEF1,40,-1.0436,98,0.54775,70,-0.1780,88,0.22379,41,-0.9768,55,-0.5368
ENSG00000084636,COL16A1,66,1.33737,24,-0.3984,19,-0.6817,31,0.13485,34,0.22609,13,-1.2329
ENSG00000121753,ADGRB2,59,-1.8994,221,0.16833,223,0.12444,273,0.59101,132,-0.6949,148,-0.5147
ENSG00000184007,PTP4A2,680,2.37248,116,-0.8994,136,-0.4484,156,-0.2876,149,-0.3063,92,-1.0448
