Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000140443,IGF1R,413,1.92587,204,0.87510,131,-0.0596,71,-0.9940,119,-0.2177,32,-2.1925,72,-0.9725,24,-2.7165
ENSG00000182253,SYNM,85,-0.5707,204,1.13750,414,2.14136,59,-1.1169,0,-8.6896,32,-2.0381,37,-1.8256,56,-1.2916
ENSG00000068305,MEF2A,294,1.07169,204,0.58919,175,0.20892,115,-0.4603,171,0.16819,107,-0.5724,94,-0.7618,63,-1.4637
ENSG00000184277,TM2D3,1,-6.1958,204,1.46527,98,-0.1646,137,0.36562,116,0.09735,59,-0.9505,66,-0.7857,56,-1.1121
ENSG00000161981,SNRNP25,33,-1.7247,204,1.61871,11,-3.3350,76,-0.4849,59,-0.8722,138,0.46327,81,-0.3786,65,-0.7810
ENSG00000103152,MPG,1,-5.9790,204,1.94628,136,0.60133,54,-0.8426,5,-4.3125,100,0.10927,59,-0.7078,32,-1.7301
ENSG00000103148,NPRL3,1,-5.8369,204,2.32142,0,-6.9318,39,-1.1822,37,-1.2488,131,0.70141,29,-1.6319,43,-1.1394
ENSG00000188536,HBA2,11444,5.74292,204,-2.9891,1476,0.28705,9,-7.1502,0,-12.014,0,-12.460,1,-9.9970,18,-6.3805
ENSG00000206172,HBA1,5061,5.31527,204,-1.8083,602,0.07205,19,-4.9820,0,-10.914,0,-11.359,2,-8.1101,16,-5.3833
ENSG00000007392,LUC7L,152,0.60225,204,1.57770,97,-0.1302,72,-0.5830,86,-0.3078,44,-1.3305,27,-2.0562,33,-1.8707
ENSG00000242173,ARHGDIG,1,-7.1436,204,-0.2475,39,-2.6642,437,1.04798,360,0.71758,374,0.78320,214,-0.1205,255,0.17081
ENSG00000086504,MRPL28,2,-6.1460,204,0.66477,156,0.07234,226,0.67397,181,0.31390,176,0.26929,61,-1.3688,113,-0.4777
ENSG00000103202,NME4,102,-0.1257,204,1.41949,112,0.01559,56,-1.0469,54,-1.0923,100,-0.1639,67,-0.7720,58,-1.0779
ENSG00000090565,RAB11FIP3,301,1.17924,204,0.67893,103,-0.5623,105,-0.5284,140,-0.0895,97,-0.6554,114,-0.4039,78,-1.0639
ENSG00000007541,PIGQ,1,-6.1154,204,1.63358,47,-1.2109,127,0.33945,91,-0.2007,107,0.05457,53,-1.0155,48,-1.2440
ENSG00000197562,RAB40C,29,-1.9991,204,1.47966,81,-0.4538,96,-0.1857,178,0.80744,86,-0.3560,36,-1.6741,38,-1.7065
ENSG00000130731,METTL26,28,-2.6556,204,0.45933,98,-0.7934,178,0.13437,236,0.60014,217,0.45598,162,-0.0111,133,-0.3529
ENSG00000172366,MCRIP2,1,-5.8093,204,2.40205,9,-3.2223,45,-0.9617,38,-1.2148,38,-1.2007,67,-0.3302,54,-0.7397
ENSG00000140983,RHOT2,9,-3.3542,204,2.16700,58,-0.6575,54,-0.7692,50,-0.8710,102,0.22281,22,-2.0873,33,-1.5951
ENSG00000103266,STUB1,1,-6.6679,204,0.45360,250,0.68582,190,0.23753,133,-0.3252,184,0.18944,167,0.02868,132,-0.3686
ENSG00000127585,FBXL16,222,-1.0845,204,-1.4093,255,-0.8765,476,0.09153,929,1.20797,888,1.12874,598,0.45931,483,0.12757
ENSG00000103260,METRN,301,0.09662,204,-0.6165,285,0.01048,117,-1.3460,243,-0.2415,381,0.48043,489,0.89605,343,0.34564
ENSG00000103254,ANTKMT,160,0.57392,204,1.38074,31,-1.9502,69,-0.7602,85,-0.4380,60,-0.9548,102,-0.1512,58,-1.0820
ENSG00000103253,HAGHL,1,-5.7837,204,2.47970,25,-1.8010,70,-0.2396,35,-1.3114,48,-0.8335,36,-1.2387,37,-1.2930
ENSG00000260807,AC009041.2,1,-6.6512,204,0.65414,36,-2.1609,253,0.85983,147,-0.0262,200,0.46989,124,-0.2963,137,-0.1585
ENSG00000005513,SOX8,1,-6.1669,204,1.52452,19,-2.6099,79,-0.4740,39,-1.5426,79,-0.4688,49,-1.1830,149,0.61263
ENSG00000103275,UBE2I,31,-2.0123,204,1.26924,108,-0.1214,130,0.17130,108,-0.1274,91,-0.3916,76,-0.6736,65,-0.9686
ENSG00000007516,BAIAP3,298,0.79932,204,0.21964,36,-2.4302,345,1.04997,281,0.70038,143,-0.3806,65,-1.5819,115,-0.7792
ENSG00000007520,TSR3,1,-6.0168,204,1.85573,128,0.45453,23,-2.1388,43,-1.2247,24,-2.0622,85,-0.1868,71,-0.5124
ENSG00000090581,GNPTG,1,-6.1544,204,1.55062,113,0.10874,87,-0.2993,36,-1.6204,104,-0.0235,88,-0.2932,62,-0.9046
ENSG00000103249,CLCN7,67,-0.9489,204,1.11952,100,-0.3261,188,0.68476,39,-1.7577,137,0.16007,82,-0.6361,68,-1.0040
ENSG00000138834,MAPK8IP3,292,0.19307,204,-0.4537,159,-0.7543,465,0.96684,518,1.15387,135,-1.0006,204,-0.3730,230,-0.2041
ENSG00000103024,NME3,121,-0.1538,204,0.91773,175,0.43356,115,-0.2391,57,-1.2975,42,-1.7473,114,-0.2488,118,-0.2209
ENSG00000074071,MRPS34,1,-5.9341,204,2.05845,0,-7.0206,74,-0.3127,18,-2.4452,65,-0.5174,72,-0.3564,79,-0.2480
ENSG00000095906,NUBP2,1,-5.7768,204,2.50121,2,-5.0373,39,-1.1083,19,-2.1552,47,-0.8434,57,-0.5632,59,-0.5362
ENSG00000063854,HAGH,1,-6.0057,204,1.88198,18,-2.4822,125,0.42784,86,-0.1670,24,-2.0610,108,0.19707,39,-1.4745
ENSG00000140990,NDUFB10,12,-3.7116,204,0.64349,155,0.05322,125,-0.2882,127,-0.2599,172,0.21737,220,0.61570,115,-0.4582
ENSG00000140988,RPS2,595,0.14660,204,-1.7146,1138,1.23564,515,-0.0825,570,0.07748,641,0.26603,603,0.16860,648,0.31921
ENSG00000255198,SNHG9,195,0.69825,204,1.05433,70,-0.9078,62,-1.1027,160,0.37000,84,-0.6363,115,-0.1479,48,-1.5660
ENSG00000127561,SYNGR3,48,-2.1890,204,-0.0054,95,-1.1710,457,1.35131,320,0.73175,232,0.20024,163,-0.3489,160,-0.4192
ENSG00000103197,TSC2,301,1.45995,204,1.05769,61,-1.1173,88,-0.5598,38,-1.8070,70,-0.9186,87,-0.5872,68,-1.0350
ENSG00000008710,PKD1,129,-0.2739,204,0.59253,179,0.24369,190,0.33571,286,1.02284,74,-1.1208,85,-0.9154,68,-1.3285
ENSG00000167964,RAB26,4,-4.6756,204,1.56604,1,-6.7166,139,0.43930,74,-0.5572,119,0.19498,59,-0.8973,77,-0.5433
ENSG00000167971,CASKIN1,198,0.24752,204,0.37862,68,-1.3856,125,-0.4751,153,-0.1564,120,-0.5409,142,-0.2750,223,0.50045
ENSG00000167965,MLST8,1,-6.1943,204,1.46815,83,-0.4251,92,-0.2669,107,-0.0280,104,-0.0679,83,-0.4168,58,-1.0439
ENSG00000184207,PGP,1,-6.3630,204,1.14361,81,-0.6312,166,0.49454,127,0.05745,99,-0.3324,94,-0.4039,83,-0.6580
ENSG00000167969,ECI1,63,-0.6845,204,1.78507,98,-0.0020,10,-3.3350,17,-2.6354,136,0.51826,77,-0.3850,35,-1.6812
ENSG00000205937,RNPS1,17,-3.4419,204,0.33356,161,-0.1121,257,0.64265,251,0.60468,194,0.18136,201,0.24039,105,-0.8351
ENSG00000167972,ABCA3,157,0.22703,204,0.87491,31,-2.2441,166,0.31339,235,0.89175,57,-1.3176,102,-0.4444,69,-1.1157
ENSG00000162065,TBC1D24,1,-6.0751,204,1.72181,17,-2.6582,150,0.65358,48,-1.1129,65,-0.6631,65,-0.6816,72,-0.5502
ENSG00000185883,ATP6V0C,952,0.11998,204,-2.4789,1012,0.21735,2122,1.48286,896,0.02312,1658,1.04099,872,-0.0205,795,-0.1828
ENSG00000140992,PDPK1,122,-0.2655,204,0.73779,52,-1.5549,208,0.59546,202,0.54165,95,-0.6494,104,-0.5084,96,-0.6828
ENSG00000167978,SRRM2,151,-0.4286,204,0.05574,343,0.89799,231,0.24262,249,0.36837,185,-0.1085,166,-0.2779,122,-0.8155
ENSG00000103363,ELOB,83,-2.1781,204,-0.9902,534,0.68496,288,-0.3068,491,0.54673,430,0.32921,469,0.47186,473,0.54957
ENSG00000059122,FLYWCH1,1,-5.9759,204,1.95408,9,-3.4200,89,-0.0821,139,0.64070,36,-1.4704,27,-1.8981,59,-0.7787
ENSG00000103145,HCFC1R1,32,-2.6476,204,0.15836,252,0.46724,226,0.28997,128,-0.6033,219,0.24395,219,0.24354,192,0.03410
ENSG00000005339,CREBBP,88,-0.4325,204,1.28061,137,0.26219,90,-0.4028,125,0.11712,38,-1.7117,58,-1.0741,66,-0.9358
ENSG00000153406,NMRAL1,199,1.12397,204,1.70104,50,-1.0648,47,-1.1733,36,-1.5635,24,-2.1478,42,-1.3505,50,-1.1495
ENSG00000103415,HMOX2,1,-6.1224,204,1.61836,58,-0.8973,90,-0.2266,140,0.48073,49,-1.1310,87,-0.2801,52,-1.1416
ENSG00000089486,CDIP1,1,-7.4137,204,-0.4206,195,-0.4114,580,1.38762,430,0.86357,326,0.40160,257,0.01883,196,-0.4414
ENSG00000153443,UBALD1,2,-5.9382,204,1.35742,81,-0.5195,98,-0.2313,172,0.67603,124,0.14398,60,-0.9792,49,-1.3711
ENSG00000102858,MGRN1,78,-0.3383,204,1.82605,72,-0.4699,78,-0.3382,70,-0.5053,26,-2.0014,80,-0.2978,26,-2.0805
ENSG00000168101,NUDT16L1,1,-5.8426,204,2.30544,43,-1.0528,75,-0.2089,41,-1.1322,23,-1.9635,76,-0.1722,34,-1.4982
ENSG00000067836,ROGDI,16,-2.6575,204,1.83643,5,-4.2121,63,-0.6745,40,-1.3634,54,-0.9108,79,-0.3185,99,0.03463
ENSG00000140632,GLYR1,26,-2.2188,204,1.28865,131,0.19377,162,0.53589,37,-1.7245,77,-0.6270,105,-0.1621,63,-1.0100
ENSG00000078328,RBFOX1,19,-3.7504,204,-0.2917,89,-1.5011,524,1.32991,473,1.14728,359,0.67486,221,-0.1131,156,-0.7116
ENSG00000183044,ABAT,2,-6.0299,204,0.46265,44,-1.9656,109,-0.6251,204,0.36035,285,0.91557,220,0.48114,159,-0.0476
ENSG00000187555,USP7,1,-6.3883,204,1.09757,32,-2.0512,212,0.86649,126,0.01506,112,-0.1686,93,-0.4541,92,-0.5181
ENSG00000183454,GRIN2A,479,0.82704,204,-0.6544,60,-2.3664,503,0.91032,631,1.30794,339,0.25515,204,-0.5456,175,-0.8390
ENSG00000182108,DEXI,35,-1.6429,204,1.63411,106,0.04100,55,-0.9596,50,-1.1026,21,-2.3753,76,-0.4777,90,-0.2386
ENSG00000189067,LITAF,1,-5.8751,204,2.21419,108,0.34266,9,-3.3713,12,-2.8866,12,-2.9685,51,-0.8307,78,-0.2015
ENSG00000184602,SNN,268,0.50359,204,0.07615,33,-2.6822,301,0.69646,351,0.95587,237,0.30386,150,-0.4152,103,-1.0717
ENSG00000171490,RSL1D1,1,-6.1021,204,1.66250,17,-2.6906,55,-0.9619,189,1.01028,90,-0.1892,76,-0.4662,42,-1.4360
ENSG00000103342,GSPT1,1,-6.3333,204,1.19815,95,-0.3593,88,-0.4858,160,0.46000,85,-0.5314,163,0.49379,58,-1.1990
ENSG00000237515,SHISA9,57,-0.8286,204,1.80596,65,-0.6411,92,-0.0997,57,-0.8302,31,-1.7542,53,-0.9293,54,-0.9710
ENSG00000186260,MRTFB,685,1.46660,204,-0.6458,132,-1.2005,465,0.78528,405,0.55527,453,0.73870,186,-0.6740,113,-1.5324
ENSG00000103512,NOMO1,25,-2.0167,204,1.86742,26,-1.9838,124,0.41744,106,0.15310,38,-1.4266,53,-0.9047,36,-1.5839
ENSG00000179889,PDXDC1,1,-6.0433,204,1.59933,211,1.17332,44,-1.3033,45,-1.2764,120,0.22869,44,-1.3080,34,-1.7926
ENSG00000157045,NTAN1,1,-5.7207,204,2.68379,22,-1.9399,38,-1.1126,24,-1.7901,18,-2.1626,64,-0.3031,41,-1.0506
ENSG00000166780,BMERB1,2,-6.4014,204,0.19599,54,-1.8607,303,0.80928,338,0.99502,244,0.44373,207,0.17967,137,-0.5126
ENSG00000166783,MARF1,130,0.20256,204,1.32205,77,-0.6201,38,-1.6693,47,-1.3695,139,0.30804,35,-1.8017,92,-0.3779
ENSG00000133393,FOPNL,1,-5.8935,204,2.16471,50,-0.8887,75,-0.2642,43,-1.1017,56,-0.7139,37,-1.3437,50,-0.9484
ENSG00000103489,XYLT1,30,-1.6346,204,2.22318,28,-1.7379,50,-0.8462,36,-1.3290,50,-0.8407,48,-0.9231,52,-0.8574
ENSG00000134419,RPS15A,34,-3.3629,204,-0.8783,959,1.85272,150,-1.1994,483,0.62725,264,-0.3389,385,0.25345,362,0.17260
ENSG00000170540,ARL6IP1,19,-4.4872,204,-1.2260,321,-0.3562,901,1.35165,432,0.11339,458,0.20536,571,0.56697,557,0.59725
ENSG00000157106,SMG1,21,-2.3102,204,1.79601,55,-0.8909,38,-1.4479,165,0.84843,59,-0.7851,64,-0.6604,33,-1.7707
ENSG00000103528,SYT17,1,-6.2177,204,1.42085,60,-0.9372,157,0.56776,101,-0.1472,59,-0.9592,99,-0.1746,64,-0.9092
ENSG00000006007,GDE1,1,-6.4581,204,0.97429,39,-1.8118,148,0.19332,220,0.85347,135,0.05317,121,-0.1277,81,-0.7960
ENSG00000103540,CCP110,31,-1.6743,204,1.90611,7,-3.8843,45,-1.1459,130,0.50310,64,-0.6027,27,-1.9112,64,-0.6564
ENSG00000167191,GPRC5B,18,-3.9162,204,-0.4644,230,-0.1949,105,-1.3846,150,-0.8514,257,-0.0213,772,1.88429,359,0.59005
ENSG00000102897,LYRM1,1,-5.8690,204,2.23102,63,-0.5052,70,-0.3470,25,-1.8913,69,-0.3673,46,-0.9800,36,-1.4464
ENSG00000103316,CRYM,1,-6.4205,204,1.04016,22,-2.6538,322,1.57392,202,0.74888,84,-0.6499,65,-1.0271,47,-1.6109
ENSG00000197006,METTL9,43,-1.8069,204,0.76522,55,-1.4647,112,-0.3809,122,-0.2438,256,0.96021,92,-0.6802,139,-0.0452
ENSG00000140740,UQCRC2,211,0.44303,204,0.49585,167,0.06545,142,-0.1934,142,-0.1894,160,-0.0022,152,-0.0890,90,-0.9691
ENSG00000185716,MOSMO,1,-6.1184,204,1.62716,115,0.17066,50,-1.1251,145,0.54323,76,-0.4708,31,-1.8124,54,-1.0871
ENSG00000004779,NDUFAB1,1,-6.4174,204,1.04575,92,-0.5046,118,-0.1145,120,-0.0896,87,-0.5960,180,0.56554,94,-0.5072
ENSG00000166847,DCTN5,111,-0.4538,204,0.67033,86,-0.8516,133,-0.1717,266,0.95976,133,-0.1722,67,-1.2177,113,-0.4656
ENSG00000166501,PRKCB,62,-2.9238,204,-1.3574,257,-0.8195,832,1.06914,224,-1.0255,723,0.82802,278,-0.7001,903,1.44346
ENSG00000006116,CACNG3,66,-1.6110,204,0.14343,10,-4.3493,454,1.47242,448,1.44790,223,0.25771,107,-0.8807,84,-1.3403
ENSG00000122257,RBBP6,33,-1.6822,204,1.70632,56,-0.9139,30,-1.8067,140,0.53553,66,-0.6539,92,-0.1488,40,-1.5137
ENSG00000090905,TNRC6A,48,-1.3719,204,1.24193,118,0.00229,68,-0.8582,34,-1.8729,104,-0.1960,101,-0.2464,107,-0.1710
ENSG00000077235,GTF3C1,1,-6.2797,204,1.29945,63,-0.9363,168,0.60835,170,0.62979,54,-1.1535,54,-1.1630,74,-0.7456
ENSG00000169180,XPO6,1,-6.2143,204,1.20501,60,-1.0669,176,0.62536,143,0.28235,165,0.52136,82,-0.5928,39,-1.8085
ENSG00000176046,NUPR1,1,-5.9647,204,1.98113,147,0.75037,20,-2.2703,14,-2.8421,79,-0.2607,84,-0.1503,32,-1.7054
ENSG00000196502,SULT1A1,1,-5.9498,204,2.01871,97,0.08812,36,-1.4363,56,-0.7633,52,-0.8698,76,-0.2976,41,-1.3378
ENSG00000178952,TUFM,168,-0.1027,204,0.25253,304,0.85711,139,-0.4053,124,-0.5835,136,-0.4413,204,0.19942,147,-0.3518
ENSG00000178188,SH2B1,1,-5.8781,204,2.17155,110,0.35413,81,-0.1412,14,-2.6921,27,-1.8034,45,-1.0144,40,-1.2881
ENSG00000103495,MAZ,143,-0.2373,204,0.42535,82,-1.0775,156,-0.0926,197,0.27424,225,0.48971,155,-0.1025,127,-0.4527
ENSG00000167371,PRRT2,1,-7.2872,204,-0.2565,127,-0.9307,479,1.20272,272,0.25073,392,0.85438,167,-0.5160,254,0.15811
ENSG00000103502,CDIPT,1,-6.3249,204,1.21386,173,0.60050,87,-0.4920,97,-0.3300,64,-0.9488,117,-0.0277,81,-0.6608
ENSG00000174938,SEZ6L2,390,0.45751,204,-0.6850,65,-2.2747,560,1.06436,497,0.86093,334,0.20632,180,-0.7642,298,0.02274
ENSG00000174939,ASPHD1,69,-0.9296,204,1.06410,39,-1.7775,112,-0.1905,137,0.12678,167,0.44778,69,-0.9396,93,-0.5257
ENSG00000174943,KCTD13,1,-5.7971,204,2.43886,34,-1.3559,79,-0.0793,4,-4.3575,48,-0.8218,25,-1.7717,53,-0.7464
ENSG00000149932,TMEM219,53,-1.7215,204,0.42778,175,0.08623,99,-0.7931,122,-0.4731,116,-0.5555,161,-0.0403,242,0.69975
ENSG00000149930,TAOK2,90,-0.3436,204,1.38093,82,-0.4871,85,-0.4360,82,-0.4811,78,-0.5653,72,-0.6828,67,-0.8663
ENSG00000169592,INO80E,44,-1.0910,204,2.11343,68,-0.4302,59,-0.6569,23,-2.0312,16,-2.5233,42,-1.1707,61,-0.6477
ENSG00000149927,DOC2A,9,-4.5440,204,0.02522,51,-2.0727,486,1.49144,297,0.63331,396,1.12195,151,-0.4501,106,-1.0717
ENSG00000090238,YPEL3,55,-2.2018,204,-0.2798,197,-0.2779,469,1.14203,312,0.45400,342,0.60549,172,-0.4931,216,-0.1497
ENSG00000102882,MAPK3,75,-1.9522,204,-0.5388,243,-0.1696,401,0.63595,402,0.63936,420,0.71260,354,0.43080,237,-0.2315
ENSG00000102879,CORO1A,1,-6.1061,204,1.65375,46,-1.2290,180,0.92126,72,-0.5564,92,-0.1624,51,-1.0792,37,-1.6468
ENSG00000169217,CD2BP2,1,-5.8674,204,2.23569,60,-0.5665,63,-0.4944,54,-0.7413,28,-1.6905,44,-1.0532,46,-1.0355
ENSG00000169221,TBC1D10B,1,-6.3055,204,1.25031,61,-1.0203,137,0.23797,189,0.77413,49,-1.3365,76,-0.6831,85,-0.5470
ENSG00000103549,RNF40,1,-6.2889,204,1.28182,261,1.35156,96,-0.2967,89,-0.4187,50,-1.2754,55,-1.1432,58,-1.1570
ENSG00000099385,BCL7C,1,-5.8102,204,2.39938,54,-0.6595,11,-3.0200,26,-1.7557,37,-1.2217,55,-0.6496,61,-0.5414
ENSG00000099364,FBXL19,1,-6.0718,204,1.72949,85,-0.2589,78,-0.3947,23,-2.2330,122,0.31726,30,-1.7946,75,-0.4878
ENSG00000099365,STX1B,242,0.18210,204,-0.1173,33,-2.8109,349,0.77867,376,0.90761,187,-0.2321,158,-0.4925,212,-0.0377
ENSG00000167397,VKORC1,54,-0.7649,204,2.12149,31,-1.5827,65,-0.4971,64,-0.5183,36,-1.3674,51,-0.8557,35,-1.5401
ENSG00000103510,KAT8,1,-6.1131,204,1.63798,132,0.39949,97,-0.0958,95,-0.1213,62,-0.7889,50,-1.1040,42,-1.4640
ENSG00000089280,FUS,222,0.35506,204,0.27882,347,1.10793,128,-0.5125,148,-0.2846,143,-0.3440,178,0.00116,89,-1.1466
ENSG00000140688,C16orf58,1,-5.8197,204,2.37151,20,-2.1763,65,-0.3896,62,-0.4712,53,-0.7086,63,-0.4389,24,-2.0155
ENSG00000069329,VPS35,21,-2.9243,204,0.65414,142,-0.0865,250,0.83875,130,-0.2251,150,0.00384,95,-0.7040,124,-0.3290
ENSG00000166123,GPT2,1,-6.2416,204,1.37349,44,-1.4450,39,-1.6132,92,-0.3075,127,0.19522,172,0.68417,76,-0.6656
ENSG00000069345,DNAJA2,112,-0.0144,204,1.35663,39,-1.6157,123,0.12706,135,0.28475,67,-0.8193,71,-0.7311,44,-1.5411
ENSG00000129636,ITFG1,1,-6.7192,204,0.54760,137,-0.2144,360,1.39673,76,-1.1126,172,0.14882,131,-0.2829,118,-0.4819
ENSG00000102893,PHKB,1,-5.9705,204,1.96709,115,0.33024,38,-1.3592,48,-1.0033,103,0.15574,43,-1.1666,33,-1.6931
ENSG00000102910,LONP2,390,1.82718,204,0.89558,54,-1.4108,122,-0.1648,32,-2.1755,65,-1.1304,84,-0.7317,64,-1.2239
ENSG00000166164,BRD7,87,-0.2633,204,1.62905,120,0.23985,31,-1.8099,46,-1.2326,104,0.00920,44,-1.2995,46,-1.3257
ENSG00000083799,CYLD,337,1.52760,204,0.86540,124,-0.1566,130,-0.0842,76,-0.9069,27,-2.4294,49,-1.5609,75,-0.9974
ENSG00000177200,CHD9,194,1.07140,204,1.68010,12,-3.1232,13,-2.9899,79,-0.3917,39,-1.4495,49,-1.1057,59,-0.9029
ENSG00000166971,AKTIP,1,-5.9780,204,1.94887,28,-1.8031,76,-0.3166,51,-0.9245,75,-0.3531,100,0.09973,44,-1.2522
ENSG00000140718,FTO,118,0.19106,204,1.58817,6,-4.0743,111,0.09094,49,-1.1453,86,-0.2992,59,-0.8828,55,-1.0726
ENSG00000087258,GNAO1,215,-1.3063,204,-1.5952,176,-1.6096,981,1.10322,1054,1.23156,982,1.10503,551,0.14188,487,-0.0611
ENSG00000159461,AMFR,194,0.66091,204,1.00245,129,-0.0061,78,-0.7884,81,-0.7317,102,-0.3715,116,-0.1747,56,-1.3679
ENSG00000167005,NUDT21,1,-6.4761,204,0.94325,3,-5.2302,212,0.76460,227,0.88324,146,0.15542,86,-0.6645,85,-0.7494
ENSG00000125124,BBS2,1,-5.9787,204,1.94692,0,-6.9562,56,-0.7996,59,-0.7241,39,-1.3276,140,0.65431,62,-0.6940
ENSG00000087250,MT3,2822,-0.3089,204,-4.5084,1950,-0.8779,2011,-0.8304,5958,0.90452,6178,0.96695,9937,1.83520,4158,0.34460
ENSG00000125148,MT2A,730,-1.1931,204,-3.3638,8254,3.16956,496,-1.7706,1150,-0.5008,1466,-0.1223,2818,0.94787,949,-0.8610
ENSG00000169715,MT1E,227,-1.7135,204,-2.1169,2236,2.03428,241,-1.6260,587,-0.2748,707,0.01749,1962,1.77517,560,-0.3828
ENSG00000205364,MT1M,233,-0.2761,204,-0.5854,716,1.61093,57,-2.3759,227,-0.3192,262,-0.0963,553,1.14012,199,-0.5655
ENSG00000198417,MT1F,3,-5.7810,204,0.46262,181,0.16800,25,-2.7761,81,-1.0700,195,0.28940,422,1.61854,137,-0.3011
ENSG00000125144,MT1G,1,-7.2198,204,-0.1674,174,-0.3828,61,-1.9560,295,0.45663,122,-0.9197,796,2.27094,191,-0.2630
ENSG00000187193,MT1X,69,-1.6119,204,0.04149,341,0.87661,51,-2.0716,132,-0.6446,175,-0.2022,556,1.75877,130,-0.7244
ENSG00000051108,HERPUD1,138,-0.4040,204,0.26557,982,3.31412,22,-3.0965,54,-1.8231,26,-2.8687,64,-1.5654,34,-2.6092
ENSG00000172775,FAM192A,1,-6.2207,204,1.41508,55,-1.0879,111,0.00536,68,-0.7549,82,-0.4697,80,-0.5157,106,-0.0786
ENSG00000102931,ARL2BP,1,-6.0430,204,1.79495,24,-2.0976,110,0.18674,74,-0.4305,67,-0.5830,45,-1.1928,72,-0.5166
ENSG00000102934,PLLP,1,-6.1190,204,1.62579,194,1.03665,25,-2.1269,20,-2.4561,29,-1.9205,24,-2.1825,116,0.20850
ENSG00000006210,CX3CL1,68,-1.5289,204,0.19585,344,1.02342,421,1.38189,136,-0.4823,160,-0.2303,107,-0.8397,93,-1.1311
ENSG00000102978,POLR2C,1,-5.9409,204,2.04096,46,-1.0545,83,-0.1566,32,-1.5951,72,-0.3779,56,-0.7470,52,-0.9432
ENSG00000205336,ADGRG1,315,0.82316,204,0.13533,48,-2.0668,101,-0.9748,134,-0.5518,98,-1.0185,543,1.80430,122,-0.7533
ENSG00000103034,NDRG4,116,-2.0799,204,-1.4347,285,-0.7331,1063,1.42373,657,0.58896,697,0.68845,698,0.69007,448,-0.0340
ENSG00000125107,CNOT1,1,-5.8796,204,2.20213,84,-0.0571,68,-0.4024,19,-2.2863,55,-0.7187,77,-0.1899,23,-2.1023
ENSG00000125166,GOT2,52,-1.3696,204,1.02226,78,-0.7757,224,0.91472,188,0.62113,82,-0.6967,81,-0.7053,47,-1.6209
ENSG00000150394,CDH8,72,-0.7116,204,1.32379,6,-4.2157,252,1.31590,64,-0.8961,73,-0.6976,60,-0.9919,61,-1.0548
ENSG00000183723,CMTM4,1,-6.4038,204,1.06990,48,-1.4809,225,0.94951,112,-0.1839,100,-0.3624,122,-0.0495,83,-0.6948
ENSG00000135720,DYNC1LI2,183,-0.0386,204,0.16178,296,0.73687,105,-0.8926,108,-0.8538,124,-0.6412,119,-0.7039,260,0.59474
ENSG00000159593,NAE1,1,-5.9739,204,1.95889,99,0.08686,57,-0.7696,87,-0.1201,63,-0.6130,60,-0.6754,25,-2.0991
ENSG00000166595,CIAO2B,23,-2.5494,204,1.03338,123,-0.0537,132,0.05669,109,-0.2416,150,0.26139,104,-0.3165,75,-0.8832
ENSG00000172831,CES2,1,-5.7624,204,2.54652,27,-1.6369,38,-1.1613,48,-0.7910,48,-0.7910,21,-2.0166,46,-0.9335
ENSG00000196123,KIAA0895L,1,-5.8842,204,2.18980,59,-0.6170,66,-0.4523,70,-0.3573,34,-1.4192,35,-1.4164,45,-1.1105
ENSG00000159720,ATP6V0D1,512,1.13601,204,-0.4519,198,-0.4126,448,0.90131,242,-0.1033,220,-0.2544,221,-0.2476,195,-0.4826
ENSG00000039523,RIPOR1,1,-6.6828,204,0.60430,261,0.87238,171,0.18215,194,0.37920,170,0.17033,80,-1.0061,97,-0.7652
ENSG00000159753,CARMIL2,1,-5.8001,204,2.42992,0,-6.8937,94,0.19870,46,-0.8877,31,-1.5098,52,-0.7056,37,-1.3055
ENSG00000102981,PARD6A,1,-5.7876,204,2.46782,45,-0.9159,75,-0.1449,15,-2.5191,25,-1.8000,41,-1.0702,45,-1.0055
ENSG00000102898,NUTF2,25,-2.3006,204,1.25594,123,0.06799,116,-0.0246,50,-1.3086,140,0.27799,126,0.10746,51,-1.3720
ENSG00000038358,EDC4,1,-5.9100,204,2.12096,37,-1.3338,72,-0.3296,47,-0.9816,67,-0.4554,53,-0.7977,47,-1.0659
ENSG00000205220,PSMB10,49,-1.4936,204,0.97717,83,-0.6955,90,-0.5776,128,-0.0287,140,0.11347,153,0.25398,91,-0.6163
ENSG00000132612,VPS4A,1,-6.7072,204,0.56612,57,-1.5243,209,0.47426,259,0.83405,194,0.35557,140,-0.1656,120,-0.4503
ENSG00000132604,TERF2,1,-5.9744,204,1.95768,3,-4.7287,87,-0.1185,90,-0.0569,95,0.03310,49,-0.9927,45,-1.1855
ENSG00000103018,CYB5B,71,-0.9048,204,1.05110,91,-0.5184,127,0.00402,88,-0.5604,95,-0.4458,135,0.09625,89,-0.6090
ENSG00000181019,NQO1,1,-5.7570,204,2.56409,2,-5.4183,8,-3.2994,19,-2.1542,29,-1.5406,134,0.83764,39,-1.1727
