Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000116237,ICMT,36,-0.5508,56,0.41560,51,0.05262,45,-0.1500
ENSG00000158292,GPR153,23,0.37505,20,0.08571,13,-0.5642,15,-0.4407
ENSG00000097021,ACOT7,285,-0.0163,342,0.54935,198,-0.5986,165,-0.8838
ENSG00000215788,TNFRSF25,24,-0.6944,42,0.52063,41,0.20389,28,-0.3842
ENSG00000171680,PLEKHG5,38,-0.0907,40,0.07095,43,0.12513,36,-0.1435
ENSG00000162408,NOL9,35,-0.0197,39,0.26950,26,-0.4682,32,-0.1739
ENSG00000204859,ZBTB48,6,-1.2682,15,0.24305,12,-0.2115,25,1.03621
ENSG00000162413,KLHL21,40,-0.3247,44,-0.2139,79,0.86364,46,-0.0603
ENSG00000116273,PHF13,15,-0.8083,29,0.63593,22,-0.1325,22,-0.1176
ENSG00000041988,THAP3,30,-0.0663,33,0.19211,39,0.39299,16,-0.9848
ENSG00000007923,DNAJC11,38,0.13728,37,0.14193,29,-0.3236,29,-0.2886
ENSG00000171735,CAMTA1,183,0.02939,175,-0.0908,185,0.04305,193,0.11028
ENSG00000049245,VAMP3,23,-0.0707,17,-0.8851,37,0.70553,43,0.97194
ENSG00000049246,PER3,32,-0.2495,38,0.07175,48,0.43411,31,-0.2568
ENSG00000116288,PARK7,497,0.22628,415,-0.1799,453,0.03640,435,-0.0291
ENSG00000116285,ERRFI1,24,0.24911,22,0.08918,25,0.27566,9,-1.3415
ENSG00000162426,SLC45A1,23,-0.7864,46,0.80137,27,-0.4545,31,-0.2351
ENSG00000142599,RERE,121,0.02535,125,0.13478,118,-0.0177,95,-0.3675
ENSG00000074800,ENO1,523,-0.6144,740,0.03366,1112,0.71618,733,0.00381
ENSG00000171612,SLC25A33,41,-0.3052,42,-0.3912,78,0.82640,59,0.33641
ENSG00000188807,TMEM201,15,-0.0976,18,0.28129,6,-1.5271,21,0.48527
ENSG00000171603,CLSTN1,794,-0.1139,988,0.50257,711,-0.2769,491,-0.8628
ENSG00000178585,CTNNBIP1,37,-0.2116,42,0.00846,45,0.11961,47,0.19648
ENSG00000162441,LZIC,35,0.15654,30,-0.1286,23,-0.5447,42,0.43848
ENSG00000130939,UBE4B,36,-0.1125,48,0.76940,20,-0.9677,20,-1.0150
ENSG00000054523,KIF1B,337,0.35143,277,-0.0514,243,-0.2445,232,-0.3164
ENSG00000142657,PGD,35,-0.5878,60,0.66156,36,-0.4981,44,-0.1516
ENSG00000175279,CENPS,11,-0.2248,12,-0.0184,12,-0.0121,16,0.38461
ENSG00000241563,CORT,114,1.14344,63,-0.1520,12,-2.6351,43,-0.7207
ENSG00000160049,DFFA,29,0.19348,23,-0.3609,25,-0.0537,35,0.47072
ENSG00000142655,PEX14,29,-0.2262,35,0.15844,48,0.62131,19,-0.9101
ENSG00000120948,TARDBP,70,-0.3434,92,0.28244,83,-0.0271,81,-0.0644
ENSG00000116649,SRM,111,-0.1621,127,0.14816,118,-0.0344,118,-0.0344
ENSG00000171824,EXOSC10,15,-0.8398,28,0.41371,30,0.35824,23,-0.1082
ENSG00000198793,MTOR,52,0.21862,46,-0.0507,49,0.06356,37,-0.3719
ENSG00000204624,DISP3,15,-0.1574,15,-0.3418,31,1.08808,13,-0.4294
ENSG00000116661,FBXO2,316,-0.2073,287,-0.5423,514,0.63780,529,0.68721
ENSG00000132879,FBXO44,134,-0.5148,221,0.74079,153,-0.2350,109,-0.7765
ENSG00000116670,MAD2L2,37,0.12307,33,-0.1561,36,0.03804,37,0.10001
ENSG00000177674,AGTRAP,6,-1.6680,10,-1.2117,51,2.10375,29,1.00712
ENSG00000177000,MTHFR,12,-0.6813,21,0.55533,15,-0.2752,18,0.02965
ENSG00000011021,CLCN6,59,-0.4194,93,0.75021,40,-0.9525,62,-0.2903
ENSG00000116685,KIAA2013,36,-0.0740,41,0.24617,43,0.21898,22,-0.8300
ENSG00000083444,PLOD1,20,-0.2492,23,-0.0813,36,0.73409,19,-0.3138
ENSG00000116688,MFN2,101,-0.0974,117,0.29778,78,-0.5048,102,-0.0730
ENSG00000116691,MIIP,14,-0.4128,20,0.38731,13,-0.4097,19,0.13931
ENSG00000048707,VPS13D,45,-0.2171,58,0.42454,42,-0.2931,40,-0.3675
ENSG00000162496,DHRS3,13,-0.6385,10,-1.3778,45,1.61052,36,1.16054
ENSG00000116731,PRDM2,67,-0.2880,95,0.64841,58,-0.4816,51,-0.6731
ENSG00000189337,KAZN,31,-0.4243,46,0.54454,19,-1.0909,45,0.24657
ENSG00000142634,EFHD2,121,-0.0394,156,0.76146,46,-1.5530,79,-0.7221
ENSG00000116138,DNAJC16,17,-0.8354,31,0.43620,33,0.32823,25,-0.1295
ENSG00000197312,DDI2,14,-0.8062,30,1.06840,13,-0.8329,16,-0.5564
ENSG00000116786,PLEKHM2,107,0.27606,88,-0.1453,78,-0.2865,98,0.09968
ENSG00000065526,SPEN,36,0.25595,34,0.18638,13,-1.3356,33,0.05801
ENSG00000116809,ZBTB17,21,0.11665,21,0.11434,23,0.23295,11,-0.9029
ENSG00000185519,FAM131C,20,0.34125,14,-0.3969,29,0.95193,7,-1.2973
ENSG00000037637,FBXO42,21,-0.0591,22,0.07284,29,0.47824,14,-0.7357
ENSG00000055070,SZRD1,28,-0.0767,25,-0.4150,43,0.62285,36,0.31561
ENSG00000157191,NECAP2,8,-1.0112,12,-0.3871,23,0.78986,26,1.03732
ENSG00000058453,CROCC,17,-0.2388,21,0.27857,28,0.60283,8,-1.3420
ENSG00000238142,BX284668.5,18,0.66081,10,-0.5784,11,-0.1845,15,0.21380
ENSG00000159363,ATP13A2,157,0.12947,163,0.31053,98,-0.6534,113,-0.4289
ENSG00000117118,SDHB,105,0.26173,95,0.08574,84,-0.1597,63,-0.5982
ENSG00000117115,PADI2,19,-0.9059,26,-0.5826,35,0.14350,81,1.66850
ENSG00000179051,RCC2,18,-0.2555,22,0.10866,31,0.61378,14,-0.6486
ENSG00000074964,ARHGEF10L,12,-0.5548,16,-0.1563,34,1.21881,12,-0.4855
ENSG00000117154,IGSF21,64,-0.2138,88,0.65418,24,-1.7060,71,-0.0218
ENSG00000159423,ALDH4A1,24,-0.6029,26,-0.5789,67,1.24444,44,0.48008
ENSG00000169991,IFFO2,12,-0.6340,16,-0.1767,44,1.64057,6,-1.5794
ENSG00000127481,UBR4,16,0.12545,16,0.12989,17,0.22473,8,-0.9740
ENSG00000127463,EMC1,26,-0.5396,36,0.01882,56,0.76332,33,-0.1361
ENSG00000053372,MRTO4,45,0.09513,45,0.14403,40,-0.1115,32,-0.4326
ENSG00000053371,AKR7A2,50,0.21254,34,-0.7062,65,0.60561,59,0.44498
ENSG00000077549,CAPZB,190,-0.2038,230,0.26048,247,0.25942,143,-0.6302
ENSG00000173436,MICOS10,494,0.32142,403,-0.1216,305,-0.5177,458,0.14357
ENSG00000158747,NBL1,225,-0.3020,249,-0.1691,445,0.89907,224,-0.2674
ENSG00000169914,OTUD3,16,-0.4780,29,1.08315,6,-1.8215,15,-0.5536
ENSG00000162545,CAMK2N1,1922,0.45696,1444,-0.1633,1369,-0.1819,1255,-0.3227
ENSG00000090432,MUL1,22,-0.4867,33,0.40840,26,-0.1999,29,0.02510
ENSG00000183114,FAM43B,6,-1.3080,15,0.20145,20,0.63350,18,0.46889
ENSG00000158828,PINK1,479,0.23275,446,0.14433,266,-0.7509,392,-0.1322
ENSG00000244038,DDOST,23,-0.3978,30,0.18718,41,0.62803,19,-0.6236
ENSG00000117245,KIF17,20,0.36343,20,0.62825,10,-0.7634,2,-3.2228
ENSG00000189410,SH2D5,30,-0.5951,50,0.54884,31,-0.4910,45,0.10260
ENSG00000127483,HP1BP3,103,-0.4677,156,0.48709,101,-0.4540,136,0.03566
ENSG00000075151,EIF4G3,90,-0.2211,125,0.67559,56,-0.9540,76,-0.4617
ENSG00000117298,ECE1,13,-0.8897,14,-1.1085,68,2.15265,25,0.21510
ENSG00000162551,ALPL,8,-0.7991,16,0.65433,13,0.03264,10,-0.3584
ENSG00000076864,RAP1GAP,210,-0.2569,306,0.80635,138,-0.8795,141,-0.8458
ENSG00000090686,USP48,30,-0.3899,42,0.40991,28,-0.4608,39,0.09790
ENSG00000070831,CDC42,236,-0.0879,287,0.46427,173,-0.5765,186,-0.4602
ENSG00000133216,EPHB2,8,-0.8145,17,0.99960,9,-0.5746,9,-0.5925
ENSG00000004487,KDM1A,53,-0.0723,60,0.29250,58,0.09239,33,-0.7843
ENSG00000169641,LUZP1,33,-0.2518,44,0.42101,37,-0.0660,27,-0.5524
ENSG00000125944,HNRNPR,91,-0.1873,111,0.29262,100,-0.0191,80,-0.3711
ENSG00000125945,ZNF436,27,-0.3038,41,0.83857,15,-1.1748,22,-0.5929
ENSG00000249087,ZNF436-AS1,13,-0.8486,19,-0.2516,46,1.40874,18,-0.1752
ENSG00000117318,ID3,8,-2.4387,6,-3.2474,106,2.04351,136,2.66972
ENSG00000142676,RPL11,583,0.03017,427,-0.7558,831,0.62793,888,0.74600
ENSG00000011007,ELOA,15,-0.3290,20,0.21728,21,0.25610,15,-0.2541
ENSG00000057757,PITHD1,268,0.18992,273,0.34385,171,-0.5688,151,-0.7686
ENSG00000011009,LYPLA2,50,-0.3082,64,0.23364,77,0.43144,41,-0.6032
ENSG00000117308,GALE,18,-0.4600,25,0.23081,31,0.50826,18,-0.4253
ENSG00000117305,HMGCL,17,-0.5803,22,-0.2363,35,0.64705,34,0.57787
ENSG00000179163,FUCA1,14,-0.0791,16,0.25216,11,-0.4558,14,-0.0368
ENSG00000189266,PNRC2,52,-0.1938,63,0.24207,65,0.18855,43,-0.4874
ENSG00000188529,SRSF10,49,-0.0830,58,0.36694,44,-0.2612,37,-0.5148
ENSG00000001460,STPG1,19,0.57888,15,0.11348,8,-0.9158,9,-0.7647
ENSG00000001461,NIPAL3,47,-0.3484,67,0.50631,33,-0.8777,61,0.10935
ENSG00000133226,SRRM1,37,-0.0247,43,0.37269,22,-0.8350,35,-0.1390
ENSG00000169504,CLIC4,11,-0.5829,9,-1.3057,16,-0.0083,53,2.25599
ENSG00000117614,SYF2,44,-0.5965,59,-0.0612,72,0.29772,88,0.62568
ENSG00000117616,RSRP1,59,-0.5754,101,0.70482,68,-0.2823,60,-0.4902
ENSG00000183726,TMEM50A,91,-0.2927,122,0.41700,111,0.06392,72,-0.6319
ENSG00000204178,MACO1,28,-0.0406,30,0.09157,27,-0.1070,28,-0.0362
ENSG00000117643,MAN1C1,37,-0.3477,49,0.24110,58,0.41932,32,-0.5242
ENSG00000162430,SELENON,35,-0.6648,44,-0.3704,89,0.96752,70,0.53769
ENSG00000117640,MTFR1L,76,0.04396,76,0.08060,76,0.03721,60,-0.3240
ENSG00000117632,STMN1,1675,-0.0109,2095,0.71607,845,-1.0950,905,-0.9890
ENSG00000158008,EXTL1,61,-0.0838,68,0.18167,59,-0.1222,58,-0.1613
ENSG00000142684,ZNF593,62,0.13762,54,-0.1709,60,0.08634,59,0.05957
ENSG00000142669,SH3BGRL3,404,0.30775,366,0.16890,197,-0.8969,297,-0.2472
ENSG00000158062,UBXN11,26,0.00927,28,0.27082,23,-0.1455,18,-0.5728
ENSG00000117682,DHDDS,16,-0.6560,31,1.05687,8,-1.5222,19,-0.3206
ENSG00000198830,HMGN2,106,-0.5020,127,-0.2579,198,0.59403,197,0.58686
ENSG00000117713,ARID1A,32,-0.7558,51,0.15521,78,0.80531,42,-0.2311
ENSG00000204160,ZDHHC18,35,-0.0795,36,-0.0548,45,0.33927,34,-0.1138
ENSG00000142751,GPN2,17,-0.1834,20,0.20731,7,-1.4763,29,0.70017
ENSG00000090273,NUDC,204,0.04220,198,-0.0178,213,0.11089,182,-0.1521
ENSG00000253368,TRNP1,68,0.02210,76,0.40774,42,-0.7542,53,-0.3811
ENSG00000090020,SLC9A1,19,-1.0765,47,1.01122,44,0.34745,11,-1.7287
ENSG00000142784,WDTC1,27,-0.5139,35,-0.0587,49,0.51248,43,0.32333
ENSG00000186501,TMEM222,86,0.13927,82,0.08279,63,-0.3902,76,-0.0830
ENSG00000158195,WASF2,14,-1.0916,22,-0.4427,45,0.93859,47,1.03071
ENSG00000126705,AHDC1,40,-0.4395,66,0.84314,34,-0.6662,32,-0.7550
ENSG00000126709,IFI6,61,-0.3993,77,0.03127,86,0.19744,93,0.32824
ENSG00000009780,FAM76A,14,-0.3175,19,0.37821,17,0.03765,13,-0.4291
ENSG00000117758,STX12,94,-0.0754,110,0.36827,63,-0.6910,89,-0.1378
ENSG00000117751,PPP1R8,24,-0.2987,28,0.07856,26,-0.0782,34,0.34954
ENSG00000117748,RPA2,51,-0.3233,68,0.35338,67,0.15544,44,-0.5054
ENSG00000126698,DNAJC8,184,0.40472,147,-0.0543,131,-0.2124,112,-0.4702
ENSG00000130770,ATP5IF1,1076,0.48062,860,0.04205,587,-0.5922,601,-0.5536
ENSG00000242125,SNHG3,12,-0.7850,18,-0.0539,36,1.21804,14,-0.3977
ENSG00000180098,TRNAU1AP,17,-0.6670,24,-0.0893,38,0.69423,31,0.35214
ENSG00000197989,SNHG12,7,-1.0652,14,0.23808,10,-0.4441,24,1.03466
ENSG00000120656,TAF12,10,-0.9442,19,0.27141,21,0.32466,21,0.34622
ENSG00000198492,YTHDF2,50,-0.7060,102,1.17472,36,-1.1088,44,-0.8131
ENSG00000116329,OPRD1,16,0.24210,16,0.40492,9,-0.5885,6,-1.1427
ENSG00000116350,SRSF4,26,-0.8035,52,0.82490,29,-0.5736,37,-0.1668
ENSG00000116353,MECR,51,0.28915,42,-0.1328,53,0.30762,29,-0.6519
ENSG00000060656,PTPRU,14,-0.5018,19,0.21162,22,0.36057,17,-0.0966
ENSG00000162511,LAPTM5,11,-0.8529,9,-1.5803,42,1.52849,43,1.59693
ENSG00000162512,SDC3,81,-0.4862,100,-0.1739,158,0.67570,129,0.32835
ENSG00000134644,PUM1,101,-0.2420,132,0.43768,91,-0.3798,97,-0.2699
ENSG00000060688,SNRNP40,22,0.44129,18,0.08415,19,0.16031,5,-1.9286
ENSG00000121766,ZCCHC17,120,0.12527,124,0.29413,76,-0.6312,88,-0.3927
ENSG00000121769,FABP3,235,0.32987,233,0.50024,100,-1.0916,89,-1.2655
ENSG00000162517,PEF1,135,0.07197,138,0.18109,124,-0.0787,94,-0.5298
ENSG00000084636,COL16A1,21,-1.0735,50,0.75536,40,0.01063,35,-0.2166
ENSG00000121753,ADGRB2,332,0.18702,333,0.30864,220,-0.5044,193,-0.7133
ENSG00000184007,PTP4A2,112,-0.2492,135,0.15568,88,-0.6073,173,0.50228
ENSG00000121774,KHDRBS1,98,-0.1751,105,-0.0628,134,0.37009,110,0.02763
ENSG00000121775,TMEM39B,16,-0.4562,25,0.62040,21,0.01593,12,-0.8713
ENSG00000025800,KPNA6,37,-0.1228,46,0.43230,29,-0.5096,32,-0.3613
ENSG00000084652,TXLNA,16,-1.0257,37,0.77043,17,-0.8314,36,0.35602
ENSG00000160050,CCDC28B,20,-0.0031,17,-0.3978,21,0.07508,30,0.69764
ENSG00000084623,EIF3I,121,0.02367,120,0.01730,127,0.09783,106,-0.1898
ENSG00000175130,MARCKSL1,188,-0.1532,152,-0.7587,223,0.14311,428,1.31072
ENSG00000160058,BSDC1,71,-0.1820,88,0.35627,72,-0.1220,59,-0.4370
ENSG00000176261,ZBTB8OS,56,0.27256,53,0.23867,24,-1.1276,43,-0.2044
ENSG00000162521,RBBP4,65,-0.3560,83,0.16482,97,0.33528,71,-0.1777
ENSG00000162522,KIAA1522,52,0.93819,29,-0.3614,19,-0.8324,26,-0.3903
ENSG00000134684,YARS,101,-0.2539,136,0.50706,102,-0.2047,78,-0.6343
ENSG00000116497,S100PBP,11,-0.6189,16,0.13381,20,0.40990,17,0.17603
ENSG00000160097,FNDC5,24,-0.0417,29,0.51559,23,-0.0796,9,-1.5056
ENSG00000121905,HPCA,275,-0.3186,392,0.58596,306,-0.1044,187,-0.8887
ENSG00000121900,TMEM54,51,-0.3421,71,0.42681,38,-0.7593,70,0.19496
ENSG00000116514,RNF19B,15,-0.5070,24,0.63236,17,-0.2854,15,-0.4074
ENSG00000004455,AK2,28,0.11493,22,-0.4519,35,0.45256,32,0.29268
ENSG00000142920,AZIN2,29,-0.1489,33,0.19658,27,-0.2216,31,0.00920
ENSG00000160094,ZNF362,16,-0.2259,19,0.11419,20,0.20786,17,-0.1114
ENSG00000134686,PHC2,53,-0.6240,82,0.31185,92,0.35139,68,-0.1482
ENSG00000163866,SMIM12,67,-0.1072,81,0.38687,76,0.10021,36,-1.0572
ENSG00000116544,DLGAP3,80,0.22252,63,-0.3422,70,-0.0253,89,0.37087
ENSG00000163867,ZMYM6,11,-0.5432,16,0.10615,25,0.80965,11,-0.4412
ENSG00000116560,SFPQ,141,-0.0103,133,-0.1712,191,0.50256,127,-0.1701
ENSG00000146463,ZMYM4,27,-0.4255,34,-0.0040,27,-0.3679,56,0.82711
ENSG00000142687,KIAA0319L,53,-0.4018,76,0.45672,72,0.14389,44,-0.6448
ENSG00000020129,NCDN,798,-0.1043,955,0.38431,790,-0.1062,539,-0.7172
ENSG00000126067,PSMB2,99,-0.5311,160,0.61108,118,-0.1878,102,-0.4148
ENSG00000142686,C1orf216,133,0.02102,144,0.27676,129,-0.0387,81,-0.7689
ENSG00000134698,AGO4,8,-0.8682,14,0.09482,18,0.37235,20,0.55124
ENSG00000092847,AGO1,28,-0.3091,34,0.11079,37,0.20338,33,0.03349
ENSG00000126070,AGO3,9,-0.5706,15,0.43660,9,-0.4866,15,0.29462
ENSG00000116863,ADPRHL2,12,-1.1814,28,0.40952,30,0.34221,29,0.28256
ENSG00000054116,TRAPPC3,67,0.05228,71,0.26064,61,-0.1169,42,-0.6832
ENSG00000116871,MAP7D1,192,-0.1512,206,-0.0273,266,0.41548,189,-0.1534
ENSG00000054118,THRAP3,47,-0.2980,57,0.08145,67,0.31093,54,-0.0392
ENSG00000196182,STK40,23,-0.0790,25,0.17312,19,-0.3214,24,0.03368
ENSG00000181817,LSM10,75,0.39205,58,-0.1537,56,-0.1576,53,-0.2270
ENSG00000116885,OSCP1,20,-0.2631,28,0.60354,12,-0.9765,21,-0.1818
ENSG00000116898,MRPS15,79,0.41367,61,-0.1522,43,-0.6421,69,0.12763
ENSG00000163873,GRIK3,23,-0.0502,31,0.94661,3,-3.1183,15,-0.6795
ENSG00000163875,MEAF6,134,0.19603,136,0.35164,70,-0.8685,87,-0.5222
ENSG00000134697,GNL2,12,-0.5899,16,-0.1919,30,1.01107,17,0.04382
ENSG00000116922,C1orf109,16,-0.0310,21,0.75730,6,-1.5416,10,-0.7371
ENSG00000183317,EPHA10,14,-0.7946,23,0.06935,39,0.93632,20,-0.1780
ENSG00000185090,MANEAL,36,-0.2591,50,0.63368,22,-0.9576,35,-0.2756
ENSG00000196449,YRDC,20,0.36616,16,0.01324,13,-0.3544,13,-0.4167
ENSG00000197982,C1orf122,330,0.39455,216,-0.5893,292,0.12349,350,0.42986
ENSG00000183431,SF3A3,36,-0.1149,40,0.11378,40,0.07523,35,-0.1493
ENSG00000183520,UTP11,32,-0.4611,46,0.40142,45,0.16410,32,-0.3954
ENSG00000116954,RRAGC,36,-0.0487,42,0.34816,27,-0.4953,31,-0.2960
ENSG00000174574,AKIRIN1,92,0.24123,91,0.35348,48,-0.8253,53,-0.6812
ENSG00000168653,NDUFS5,1199,0.54140,867,-0.1595,764,-0.2977,711,-0.4139
ENSG00000127603,MACF1,110,-0.3499,125,-0.1634,186,0.56998,155,0.25919
ENSG00000090621,PABPC4,46,-0.0191,42,-0.2926,49,0.08200,64,0.53675
ENSG00000116983,HPCAL4,482,0.47806,346,-0.2529,357,-0.0992,331,-0.2242
ENSG00000084072,PPIE,43,-0.0520,46,0.16085,47,0.11957,33,-0.4527
ENSG00000168389,MFSD2A,14,-0.4960,16,-0.2873,23,0.39169,29,0.81295
ENSG00000131236,CAP1,139,-0.0233,149,0.17525,118,-0.2806,132,-0.1020
ENSG00000131238,PPT1,140,0.08698,130,-0.0682,146,0.15312,121,-0.1613
ENSG00000259943,AL050341.2,18,0.03113,19,0.15939,20,0.14570,12,-0.6799
ENSG00000084073,ZMPSTE24,38,0.42147,28,-0.1783,27,-0.1825,27,-0.2026
ENSG00000084070,SMAP2,150,-0.0715,179,0.41957,136,-0.2210,97,-0.7598
ENSG00000117016,RIMS3,132,0.15651,137,0.35879,104,-0.2553,59,-1.1529
ENSG00000066136,NFYC,30,-0.5937,47,0.35560,55,0.45408,31,-0.4596
ENSG00000179862,CITED4,18,-0.2177,22,0.19905,25,0.30866,15,-0.4879
ENSG00000171793,CTPS1,16,-0.0648,19,0.39517,9,-0.9180,16,-0.0671
ENSG00000010803,SCMH1,23,0.51060,15,-0.4157,11,-0.7079,24,0.51100
ENSG00000127124,HIVEP3,21,0.00905,23,0.28091,16,-0.4091,17,-0.3125
ENSG00000198815,FOXJ3,63,-0.0165,79,0.68787,28,-1.2976,41,-0.7117
ENSG00000177181,RIMKLA,30,-0.0976,36,0.35411,30,-0.1064,21,-0.6346
ENSG00000127125,PPCS,57,-0.0208,56,-0.0897,54,-0.1096,70,0.31975
ENSG00000171960,PPIH,22,-0.0955,23,0.04668,18,-0.3474,28,0.34048
ENSG00000065978,YBX1,60,-0.2946,47,-0.9838,117,0.87506,137,1.16703
ENSG00000164008,C1orf50,23,-0.0852,27,0.31230,17,-0.5464,23,-0.0959
ENSG00000177868,SVBP,60,0.40725,49,0.00157,44,-0.1790,32,-0.6940
ENSG00000117394,SLC2A1,32,-0.8019,29,-1.2917,137,1.85279,84,0.88825
ENSG00000117395,EBNA1BP2,83,-0.0873,91,0.12079,117,0.48483,51,-0.8455
ENSG00000066322,ELOVL1,8,-1.0900,14,-0.1976,5,-1.6163,43,1.94141
ENSG00000159479,MED8,32,0.04312,32,0.02313,45,0.58916,16,-1.0762
ENSG00000178922,HYI,22,-0.3145,19,-0.8345,59,1.38751,34,0.38541
ENSG00000142949,PTPRF,139,-0.0242,158,0.35941,120,-0.2527,95,-0.6373
ENSG00000066135,KDM4A,18,-0.4624,30,0.85989,12,-1.0605,18,-0.4219
ENSG00000126091,ST3GAL3,42,0.00502,45,0.21071,40,-0.0793,32,-0.4650
ENSG00000117408,IPO13,73,0.06575,58,-0.4839,98,0.56880,84,0.30031
ENSG00000132768,DPH2,15,0.01593,15,0.01919,14,-0.0685,15,-0.0039
ENSG00000117410,ATP6V0B,486,-0.1525,615,0.48532,447,-0.2684,337,-0.7171
ENSG00000117411,B4GALT2,92,0.20709,73,-0.3352,92,0.18203,93,0.19439
