source,ligand_complex,receptor_complex,target,APOE_carrier,lr_mean,n_sig_samples,lr_specificity
Astro.1,CDH1,EGFR,Astro.1,E2+,0.003102358169590678,8,0.02914263304001534
Astro.1,CDH1,EGFR,Astro.1,E4+,0.003016481362986175,5,0.030791209665811867
Astro.1,CDH1,EGFR,Astro.2,E2+,0.0015661685647709548,6,0.014712123251697087
Astro.1,CDH1,EGFR,Astro.2,E4+,0.001078477790512422,5,0.011008732284927998
Astro.1,CDH1,EGFR,Inhib.Lamp5_Lhx6,E2+,0.0024000678851315697,3,0.022545526281623183
Astro.1,CNTN2,NRP1,Astro.1,E2+,0.0191475388555393,8,0.044441280149703076
Astro.1,CNTN2,NRP1,Astro.1,E4+,0.015245992832610085,8,0.034280219201786505
Astro.1,CNTN2,NRP1,Astro.2,E2+,0.01035275243015274,7,0.02402865321439655
Astro.1,CNTN2,NRP1,Astro.2,E4+,0.007540645885956383,8,0.01695494657066427
Astro.1,CNTN2,NRP1,Astro.3,E4+,0.012647918227413573,3,0.028438515880358145
Astro.1,CNTN2,NRP1,Excit.L2,E2+,0.008964810075366226,6,0.020807250428060812
Astro.1,CNTN2,NRP1,Excit.L2,E4+,0.007879083629231983,7,0.01771591505287622
Astro.1,CNTN2,NRP1,Excit.L5.2,E2+,0.012739141491885864,5,0.02956744259295879
Astro.1,CNTN2,NRP1,Inhib.Vip,E4+,0.005896710472206821,5,0.013258600458236852
Astro.1,CNTN2,NRP1,Vasc.Endo,E2+,0.014142637080181689,7,0.03282494430630733
Astro.1,CNTN2,NRP1,Vasc.Endo,E4+,0.00843735592947408,8,0.01897117583101659
Astro.1,CXCL14,CXCR4,Astro.1,E2+,0.06962079117489949,8,1.0
Astro.1,CXCL14,CXCR4,Astro.1,E4+,0.06370344535158098,8,0.44812974901481434
Astro.1,CXCL14,CXCR4,Astro.2,E2+,0.037022408227453694,8,0.5317722996632859
Astro.1,CXCL14,CXCR4,Astro.2,E4+,0.02960218370539222,8,0.20824021496756642
Astro.1,CXCL14,CXCR4,Astro.3,E2+,0.06617210282252421,3,0.9504646773732925
Astro.1,CXCL14,CXCR4,Astro.5,E2+,0.03005344619853498,3,0.43167343679039094
Astro.1,CXCL14,CXCR4,Excit.L5.2,E2+,0.04220257310582677,4,0.6061777292907603
Astro.1,CXCL14,CXCR4,Excit.L5.2,E4+,0.046717407184400345,3,0.3286393670016568
Astro.1,CXCL14,CXCR4,Macro,E4+,0.0888752090249858,3,0.625203627436418
Astro.1,CXCL14,CXCR4,Micro.2,E4+,0.05459482544111821,3,0.3840540380101862
Astro.1,CXCL14,CXCR4,Micro.5,E4+,0.051144923395983276,3,0.3597852762645761
Astro.1,DCN,EGFR,Astro.1,E2+,0.048598405108674435,8,0.07645150181187214
Astro.1,DCN,EGFR,Astro.1,E4+,0.12693005000836763,7,0.1939670145850735
Astro.1,DCN,EGFR,Astro.2,E2+,0.020585628412453264,8,0.0323838242089201
Astro.1,DCN,EGFR,Astro.2,E4+,0.04517643450804973,8,0.06903596217402289
Astro.1,DCN,EGFR,Astro.5,E2+,0.007716153668604176,3,0.012138495797482076
Astro.1,DCN,EGFR,Inhib.Lamp5_Lhx6,E2+,0.035769147784376856,6,0.0562694405409264
Astro.1,DCN,EGFR,Inhib.Lamp5_Lhx6,E4+,0.09188639507359331,5,0.14041536840357785
Astro.1,DCN,EGFR,Inhib.Pax6,E2+,0.06375515669446385,4,0.10029500899553169
Astro.1,DCN,EGFR,Inhib.Pax6,E4+,0.07848059636288761,3,0.11992941764666415
Astro.1,DCN,EGFR,Inhib.Vip,E2+,0.031485464129709574,7,0.049530658723828704
Astro.1,DCN,EGFR,Inhib.Vip,E4+,0.04868259162815848,7,0.07439386465029907
Astro.1,DCN,EGFR,OPC.2,E2+,0.020604512890716176,5,0.03241353190654731
Astro.1,DCN,EGFR,OPC.2,E4+,0.03346955115493408,6,0.05114619364442849
Astro.1,DCN,ERBB4,Astro.1,E2+,0.028574615730879792,8,0.049366900415021606
Astro.1,DCN,ERBB4,Astro.1,E4+,0.06358424680968704,7,0.11761487086241035
Astro.1,DCN,ERBB4,Astro.2,E2+,0.012083142847634055,4,0.020875427172061745
Astro.1,DCN,ERBB4,Astro.2,E4+,0.044353341072359935,3,0.0820425300964217
Astro.1,DCN,ERBB4,Inhib.Chandelier,E2+,0.07369839010633365,6,0.1273249348090102
Astro.1,DCN,ERBB4,Inhib.Chandelier,E4+,0.14853772312385075,7,0.27475744386338447
Astro.1,DCN,ERBB4,Inhib.Lamp5_Lhx6,E2+,0.04275408280325075,8,0.07386403960641057
Astro.1,DCN,ERBB4,Inhib.Lamp5_Lhx6,E4+,0.06952166579455744,8,0.12859760325604416
Astro.1,DCN,ERBB4,Inhib.Pax6,E2+,0.1058774171095371,5,0.18291899201282075
Astro.1,DCN,ERBB4,Inhib.Pax6,E4+,0.13992412846465058,5,0.25882445929040954
Astro.1,DCN,ERBB4,Inhib.Pvalb,E2+,0.04933238465971085,7,0.08522903487726101
Astro.1,DCN,ERBB4,Inhib.Pvalb,E4+,0.08419398318831965,7,0.15573770166256853
Astro.1,DCN,ERBB4,Inhib.Vip,E2+,0.06995267185027425,8,0.12085364918014412
Astro.1,DCN,ERBB4,Inhib.Vip,E4+,0.11466987773136632,8,0.2121104446129621
Astro.1,DCN,ERBB4,OPC.2,E2+,0.023838602500944554,3,0.041184732868538236
Astro.1,DCN,ERBB4,OPC.2,E4+,0.044237540912513196,3,0.08182832891405989
Astro.1,DCN,TLR2,Macro,E4+,0.006884015453745386,3,0.008595516668022185
Astro.1,DCN,TLR2,Micro.2,E2+,0.005517477358962966,6,0.005306732604020886
Astro.1,DCN,TLR2,Micro.2,E4+,0.00781494708551613,7,0.009757896155901016
Astro.1,DCN,TLR2,Micro.3,E4+,0.015872725091751107,5,0.01981899576051225
Astro.1,DCN,TLR2,Micro.5,E2+,0.004458632811038031,8,0.004288331526953462
Astro.1,DCN,TLR2,Micro.5,E4+,0.007926573582422936,7,0.009897275188560414
Astro.1,HLA-DMB,CD4,Micro.2,E2+,0.00301121494926248,7,0.007710890643088539
Astro.1,HLA-DMB,CD4,Micro.2,E4+,0.002901707516375212,7,0.006867901651813193
Astro.1,HLA-DMB,CD4,Micro.3,E2+,0.015999814248523706,3,0.04097110968790625
Astro.1,HLA-DMB,CD4,Micro.5,E2+,0.004783603461304599,7,0.012249488592321786
Astro.1,HLA-DMB,CD4,Micro.5,E4+,0.002479321385242888,6,0.005868177733625029
Astro.1,HLA-DMB,CD4,Vasc.PC,E2+,0.0018749415877760214,3,0.004801208080167335
Astro.1,HLA-DQA1,CD4,Micro.2,E2+,0.0017800122482846774,5,0.006029556958665057
Astro.1,HLA-DQA1,CD4,Micro.2,E4+,0.003149567626705967,3,0.006895377347479541
Astro.1,HLA-DQA1,CD4,Micro.5,E2+,0.001867197826727305,4,0.006324886618166315
Astro.1,HLA-DQA1,CD4,Micro.5,E4+,0.0017277464293910746,5,0.003782571134651835
Astro.1,HLA-DQA1,CD4,Vasc.PC,E2+,0.0003409623980466251,3,0.0011549651985632635
Astro.1,HLA-DQA1,CD4,Vasc.PC,E4+,0.0007602201505842074,3,0.0016643569615675394
Astro.1,IGFBP4,FZD8,Astro.1,E2+,0.007766653141015646,8,0.05223055033814401
Astro.1,IGFBP4,FZD8,Astro.1,E4+,0.006669372513057645,8,0.06164385992451839
Astro.1,IGFBP4,FZD8,Astro.2,E2+,0.004295034736298646,8,0.028884002404282415
Astro.1,IGFBP4,FZD8,Astro.2,E4+,0.0038365264237076326,8,0.03546035207910761
Astro.1,IGFBP4,FZD8,Astro.3,E4+,0.017261446682681064,3,0.15954457474349465
Astro.1,IGFBP4,FZD8,Astro.5,E4+,0.001068418465568239,4,0.009875207615605583
Astro.1,NLGN1,NRXN1,Astro.1,E2+,0.02930414585735057,8,0.028606476114937385
Astro.1,NLGN1,NRXN1,Astro.1,E4+,0.026804007835165528,7,0.024323420408184367
Astro.1,NLGN1,NRXN1,Astro.2,E2+,0.017662159619343757,6,0.017241660949562625
Astro.1,NLGN1,NRXN1,Astro.2,E4+,0.012810182492083268,4,0.011624659124734212
Astro.1,NLGN1,NRXN1,Astro.5,E2+,0.014011331520566573,4,0.013677751347289916
Astro.1,NLGN1,NRXN1,Excit.L2,E2+,0.024430193778865322,8,0.023848562528332562
Astro.1,NLGN1,NRXN1,Excit.L2,E4+,0.01868257923721092,8,0.0169535926078829
Astro.1,NLGN1,NRXN1,Excit.L2_5.2,E2+,0.022298301521994624,3,0.02176742611771461
Astro.1,NLGN1,NRXN1,Excit.L2_5.2,E4+,0.01611183312367071,4,0.01462075720256306
Astro.1,NLGN1,NRXN1,Excit.L5.1,E2+,0.033290489800219224,3,0.03249791363858024
Astro.1,NLGN1,NRXN1,Excit.L5.2,E2+,0.030218942203114475,7,0.02949949309425886
Astro.1,NLGN1,NRXN1,Excit.L5.2,E4+,0.03270538065274392,5,0.029678648361784327
Astro.1,NLGN1,NRXN1,Inhib.Lamp5_Lhx6,E4+,0.011320266751212024,3,0.010272628220966236
Astro.1,NLGN1,NRXN1,Inhib.Sst,E2+,0.022253348306849836,4,0.02172354314355836
Astro.1,NLGN1,NRXN1,Inhib.Vip,E2+,0.025458326192693243,6,0.024852217283612997
Astro.1,NLGN1,NRXN1,Inhib.Vip,E4+,0.01788358821053652,8,0.016228544519414894
Astro.1,NLGN1,NRXN1,OPC.2,E2+,0.020453715187657207,6,0.01996675548318979
Astro.1,NLGN1,NRXN1,OPC.2,E4+,0.011817552072366042,4,0.010723892076865398
Astro.1,NLGN1,NRXN1,OPC.5,E4+,0.010923462453171318,4,0.00991254633245268
Astro.1,NLGN1,NRXN3,Excit.L2,E2+,0.0168442775352393,8,0.03210118288344204
Astro.1,NLGN1,NRXN3,Excit.L2,E4+,0.013321570088398446,8,0.023257460581173596
Astro.1,NLGN1,NRXN3,Excit.L2_5.1,E2+,0.007706432986637344,3,0.014686626610460995
Astro.1,NLGN1,NRXN3,Excit.L2_5.1,E4+,0.006018452503600768,3,0.010507314147906753
Astro.1,NLGN1,NRXN3,Excit.L2_5.2,E2+,0.013038059843073468,3,0.024847438104255687
Astro.1,NLGN1,NRXN3,Excit.L2_5.2,E4+,0.0101088482644227,4,0.017648530801607717
Astro.1,NLGN1,NRXN3,Excit.L5.1,E2+,0.017471221732465566,4,0.03329598926743619
Astro.1,NLGN1,NRXN3,Excit.L5.2,E2+,0.017903827258697852,7,0.0341204324105106
Astro.1,NLGN1,NRXN3,Excit.L5.2,E4+,0.01954289204884659,5,0.03411895433136769
Astro.1,NLGN1,NRXN3,Inhib.Chandelier,E2+,0.026548049113851224,6,0.050594261345993215
Astro.1,NLGN1,NRXN3,Inhib.Chandelier,E4+,0.018856803328321372,6,0.03292114647036341
Astro.1,NLGN1,NRXN3,Inhib.Lamp5_Lhx6,E2+,0.009328803128922944,5,0.017778477865772555
Astro.1,NLGN1,NRXN3,Inhib.Lamp5_Lhx6,E4+,0.007453912733453673,7,0.0130134121145962
Astro.1,NLGN1,NRXN3,Inhib.Pax6,E2+,0.020602270807314492,4,0.03926302339867057
Astro.1,NLGN1,NRXN3,Inhib.Pax6,E4+,0.025281611651389122,3,0.04413789684766886
Astro.1,NLGN1,NRXN3,Inhib.Pvalb,E2+,0.01854720458851483,6,0.035346556433004744
Astro.1,NLGN1,NRXN3,Inhib.Pvalb,E4+,0.020692071676822604,3,0.036125249364234426
Astro.1,NLGN1,NRXN3,Inhib.Sst,E2+,0.019780124620166605,6,0.03769620849340999
Astro.1,NLGN1,NRXN3,Inhib.Sst,E4+,0.009172075540143728,7,0.01601306632077969
Astro.1,NLGN1,NRXN3,Inhib.Vip,E2+,0.015757429550285317,8,0.030029909368830446
Astro.1,NLGN1,NRXN3,Inhib.Vip,E4+,0.013224123307051644,8,0.023087333136668442
Astro.1,NRG3,EGFR,Astro.1,E2+,0.16055595880934734,8,0.45663236703123017
Astro.1,NRG3,EGFR,Astro.1,E4+,0.13538515335144602,8,0.7229514304097138
Astro.1,NRG3,EGFR,Astro.2,E2+,0.08371568411735128,8,0.23809325595656022
Astro.1,NRG3,EGFR,Astro.2,E4+,0.0636404876812829,8,0.3398377182594064
Astro.1,NRG3,EGFR,Astro.3,E2+,0.11344020424121398,6,0.32263186843586644
Astro.1,NRG3,EGFR,Astro.3,E4+,0.0770895045131642,6,0.41165494278898995
Astro.1,NRG3,EGFR,Astro.5,E2+,0.03825728169755113,6,0.1088063826922647
Astro.1,NRG3,EGFR,Astro.5,E4+,0.020680883497752194,4,0.11043511003030453
Astro.1,NRG3,EGFR,Inhib.Lamp5_Lhx6,E2+,0.09380066561515764,8,0.2667756481079338
Astro.1,NRG3,EGFR,Inhib.Lamp5_Lhx6,E4+,0.08016173082504138,8,0.42806051128547273
Astro.1,NRG3,EGFR,Inhib.Pax6,E2+,0.06905472080694601,3,0.19639645174552509
Astro.1,NRG3,EGFR,Inhib.Pax6,E4+,0.05121192099195432,3,0.27346965762968706
Astro.1,NRG3,EGFR,Inhib.Vip,E2+,0.09138418108205641,7,0.2599029972239223
Astro.1,NRG3,EGFR,Inhib.Vip,E4+,0.05791821925309783,7,0.30928102837919685
Astro.1,NRG3,EGFR,OPC.2,E2+,0.07232797664912431,6,0.2057058201065433
Astro.1,NRG3,EGFR,OPC.2,E4+,0.042591641903430275,7,0.22743770402690422
Astro.1,NRG3,EGFR,OPC.4,E2+,0.09776868590185206,4,0.27806097510157585
Astro.1,NRG3,EGFR,OPC.4,E4+,0.057157462880528864,3,0.30521861906674946
Astro.1,NRG3,EGFR,OPC.5,E2+,0.036360069936148126,5,0.10341057985944883
Astro.1,NRG3,EGFR,OPC.5,E4+,0.03834720812235557,4,0.20477259343429957
Astro.1,NRG3,EGFR,Vasc.PC,E2+,0.026116965398176446,3,0.074278474731688
Astro.1,NRG3,ERBB3,Excit.L5.2,E2+,0.053887162766990106,3,0.5516901106988127
Astro.1,NRG3,ERBB3,OPC.1,E4+,0.04652837808640307,3,0.1244786136579867
Astro.1,NRG3,ERBB3,OPC.2,E2+,0.09549731423300552,6,0.977689697423067
Astro.1,NRG3,ERBB3,OPC.2,E4+,0.057194930738765984,8,0.15301512709953444
Astro.1,NRG3,ERBB3,OPC.4,E2+,0.09767650665104821,5,1.0
Astro.1,NRG3,ERBB3,OPC.4,E4+,0.0537964835790958,6,0.1439231705684021
Astro.1,NRG3,ERBB3,OPC.5,E2+,0.06163863249696905,8,0.6310486995319624
Astro.1,NRG3,ERBB3,OPC.5,E4+,0.043026782783846404,8,0.11511070214290754
Astro.1,NRG3,ERBB3,Oligo.1,E2+,0.08397028900430502,5,0.8596774381406882
Astro.1,NRG3,ERBB3,Oligo.1,E4+,0.035272378417562,8,0.09436513685657752
Astro.1,NRG3,ERBB3,Oligo.2,E2+,0.06494457756591938,4,0.6648945564559913
Astro.1,NRG3,ERBB3,Oligo.2,E4+,0.02897879483318864,4,0.07752774445771383
Astro.1,NRG3,ERBB3,Oligo.3,E2+,0.04319272280169533,7,0.44220175641623244
Astro.1,NRG3,ERBB3,Oligo.3,E4+,0.028846116674882884,5,0.07717278703414052
Astro.1,NRG3,ERBB3,Oligo.4,E2+,0.05724872625999106,8,0.586105382172538
Astro.1,NRG3,ERBB3,Oligo.4,E4+,0.0364078720895319,8,0.09740295343040593
Astro.1,NRG3,ERBB3,Oligo.5,E2+,0.06312568080831359,7,0.6462729163096678
Astro.1,NRG3,ERBB3,Oligo.5,E4+,0.039026163698746896,5,0.10440773896284351
Astro.1,NRXN1,NLGN1,Excit.L2,E2+,0.2741267869149782,8,0.3632546194107232
Astro.1,NRXN1,NLGN1,Excit.L2,E4+,0.23691091126603764,8,0.29412621328137273
Astro.1,NRXN1,NLGN1,Excit.L2_5.1,E2+,0.09277817186218959,4,0.12294347403515593
Astro.1,NRXN1,NLGN1,Excit.L2_5.1,E4+,0.040821367671623233,3,0.050679954882864864
Astro.1,NRXN1,NLGN1,Excit.L2_5.2,E2+,0.31689572410390865,5,0.4199291756480333
Astro.1,NRXN1,NLGN1,Excit.L2_5.2,E4+,0.23600122510267227,6,0.292996832852775
Astro.1,NRXN1,NLGN1,Excit.L5.1,E2+,0.19001150762802818,7,0.25179063550795855
Astro.1,NRXN1,NLGN1,Excit.L5.1,E4+,0.11796099698711564,6,0.14644923348319205
Astro.1,NRXN1,NLGN1,Excit.L5.2,E2+,0.389831181440483,7,0.5165784017032806
Astro.1,NRXN1,NLGN1,Excit.L5.2,E4+,0.2811293629673311,7,0.3490236668708443
Astro.1,NRXN1,NLGN1,Excit.L6_CT,E2+,0.12833136076480617,3,0.17005619967937816
Astro.1,NRXN1,NLGN1,Inhib.Lamp5_Lhx6,E2+,0.14540498163275606,5,0.1926810285775249
Astro.1,NRXN1,NLGN1,Inhib.Lamp5_Lhx6,E4+,0.08019849691164398,7,0.09956687972463696
Astro.1,NRXN1,NLGN1,Inhib.Pax6,E2+,0.19321762256377523,7,0.2560391661746571
Astro.1,NRXN1,NLGN1,Inhib.Pax6,E4+,0.16328905578473865,6,0.20272427045086042
Astro.1,NRXN1,NLGN1,Inhib.Pvalb,E2+,0.16341432380618273,7,0.2165458132294335
Astro.1,NRXN1,NLGN1,Inhib.Pvalb,E4+,0.11919023936596655,6,0.14797534472966986
Astro.1,NRXN1,NLGN1,Inhib.Sst,E2+,0.16094513040153968,4,0.21327380205333027
Astro.1,NRXN1,NLGN1,Inhib.Vip,E2+,0.2588054198712272,8,0.3429517609525457
Astro.1,NRXN1,NLGN1,Inhib.Vip,E4+,0.18227897208083144,8,0.22630035709394405
Astro.1,NRXN1,NLGN1,OPC.2,E2+,0.2558329023565051,6,0.3390127780802262
Astro.1,NRXN1,NLGN1,OPC.2,E4+,0.13526143306688287,8,0.16792782104619483
Astro.1,NRXN1,NLGN1,OPC.4,E2+,0.2386042504909091,5,0.31618251239612877
Astro.1,NRXN1,NLGN1,OPC.4,E4+,0.1522208459239645,7,0.1889830263825475
Astro.1,NRXN1,NLGN1,OPC.5,E2+,0.12967243063877523,8,0.17183329644600281
Astro.1,NRXN1,NLGN1,OPC.5,E4+,0.10658596774479016,6,0.1323270714471301
Astro.1,NRXN3,NLGN1,Excit.L2,E2+,0.017065676608215067,8,0.03241041257993851
Astro.1,NRXN3,NLGN1,Excit.L2,E4+,0.012033750695504514,8,0.02102090442275831
Astro.1,NRXN3,NLGN1,Excit.L2_5.1,E2+,0.006019934971220686,3,0.011432806363372749
Astro.1,NRXN3,NLGN1,Excit.L2_5.2,E2+,0.018953378680436336,4,0.03599545666540096
Astro.1,NRXN3,NLGN1,Excit.L2_5.2,E4+,0.015130776182807329,5,0.02643087828799381
Astro.1,NRXN3,NLGN1,Excit.L5.1,E2+,0.015858065288137355,6,0.030116968140643206
Astro.1,NRXN3,NLGN1,Excit.L5.2,E2+,0.03123043389106847,5,0.059311521640623116
Astro.1,NRXN3,NLGN1,Excit.L5.2,E4+,0.02023850469318294,5,0.03535320645905303
Astro.1,NRXN3,NLGN1,Inhib.Pax6,E2+,0.012582118260054379,4,0.023895427840325882
Astro.1,NRXN3,NLGN1,Inhib.Pax6,E4+,0.009712793084920214,4,0.016966588413071304
Astro.1,NRXN3,NLGN1,Inhib.Pvalb,E2+,0.011079529789227022,6,0.021041775248905593
Astro.1,NRXN3,NLGN1,Inhib.Sst,E2+,0.008799225825081958,6,0.01671111822414783
Astro.1,NRXN3,NLGN1,Inhib.Vip,E2+,0.017164656511449033,7,0.03259839103368414
Astro.1,NRXN3,NLGN1,Inhib.Vip,E4+,0.009295964185059832,7,0.01623845961214128
Astro.1,NRXN3,NLGN1,OPC.2,E2+,0.012607858150739846,6,0.023944311954095913
Astro.1,NRXN3,NLGN1,OPC.2,E4+,0.007539746362704371,6,0.013170647429272125
Astro.1,NRXN3,NLGN1,OPC.4,E4+,0.012768940112857818,3,0.02230515460093264
Astro.1,NRXN3,NLGN1,OPC.5,E2+,0.009618060724405972,6,0.018266214897500264
Astro.1,NRXN3,NLGN1,OPC.5,E4+,0.007806814756249314,4,0.01363717023808726
Astro.1,NTRK3,PTPRD,Excit.L2,E2+,0.17003589381408224,8,0.3299095723526541
Astro.1,NTRK3,PTPRD,Excit.L2,E4+,0.1594671882183255,8,0.27751828893726477
Astro.1,NTRK3,PTPRD,Excit.L2_5.1,E2+,0.0627186132739537,4,0.12168884121834699
Astro.1,NTRK3,PTPRD,Excit.L2_5.2,E2+,0.19101819581460733,4,0.37062016659657476
Astro.1,NTRK3,PTPRD,Excit.L2_5.2,E4+,0.17204603951197436,5,0.2994090698986147
Astro.1,NTRK3,PTPRD,Excit.L5.1,E2+,0.17855237050332318,6,0.34643353749598393
Astro.1,NTRK3,PTPRD,Excit.L5.1,E4+,0.11029523680001552,6,0.1919451000337714
Astro.1,NTRK3,PTPRD,Excit.L5.2,E2+,0.2404061719220787,7,0.4664444405865972
Astro.1,NTRK3,PTPRD,Excit.L5.2,E4+,0.20898020239138582,7,0.36368502409422904
Astro.1,NTRK3,PTPRD,Excit.L5_6_NP,E2+,0.12524503821871039,3,0.24300479193649238
Astro.1,NTRK3,PTPRD,Excit.L6_CT,E2+,0.11599128831390869,3,0.22505034358284304
Astro.1,NTRK3,PTPRD,Excit.L6b,E2+,0.182106163499103,4,0.353328730629438
Astro.1,NTRK3,PTPRD,Inhib.Chandelier,E2+,0.21788310434210922,8,0.422744399220612
Astro.1,NTRK3,PTPRD,Inhib.Chandelier,E4+,0.21486038787485937,7,0.37391822022842786
Astro.1,NTRK3,PTPRD,Inhib.Lamp5_Lhx6,E2+,0.1697310430251282,8,0.3293180902181516
Astro.1,NTRK3,PTPRD,Inhib.Lamp5_Lhx6,E4+,0.14424343137003015,8,0.25102461961921263
Astro.1,NTRK3,PTPRD,Inhib.Pax6,E2+,0.1585373150476296,7,0.30759962873774005
Astro.1,NTRK3,PTPRD,Inhib.Pax6,E4+,0.10874427981073898,7,0.1892459934985133
