Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000150764,DIXDC1,41,-0.1336,48,0.14247,48,0.16669,43,-0.0105
ENSG00000150768,DLAT,41,0.41729,32,-0.0774,19,-0.8720,33,-0.0859
ENSG00000150776,NKAPD1,19,0.07619,9,-1.0795,14,-0.4555,22,0.41106
ENSG00000150779,TIMM8B,77,-0.3044,70,-0.3746,73,-0.3092,106,0.50826
ENSG00000204370,SDHD,44,0.06857,26,-0.7745,34,-0.3409,48,0.31095
ENSG00000150787,PTS,68,0.22149,42,-0.5998,54,-0.2018,63,0.07610
ENSG00000250303,LINC02762,31,0.51815,24,-0.0557,18,-0.5271,22,-0.2897
ENSG00000149294,NCAM1,403,0.67588,351,0.24734,194,-0.6988,241,-0.5381
ENSG00000109906,ZBTB16,37,-0.3517,75,0.88662,33,-0.4577,45,0.01694
ENSG00000076043,REXO2,21,0.06249,22,0.14277,10,-1.0301,21,0.19504
ENSG00000182985,CADM1,90,0.48688,83,0.20448,37,-1.0374,66,-0.2349
ENSG00000109917,ZPR1,45,0.20305,52,0.39002,29,-0.5352,38,-0.1761
ENSG00000160584,SIK3,87,0.35165,126,0.89597,91,0.33643,47,-1.0017
ENSG00000168092,PAFAH1B2,163,0.35762,145,0.07380,104,-0.4609,128,-0.2032
ENSG00000149577,SIDT2,36,0.88138,30,0.30178,13,-1.0227,18,-0.7058
ENSG00000160613,PCSK7,16,-0.3708,26,0.46042,17,-0.1912,21,0.18170
ENSG00000186318,BACE1,64,-0.1040,146,1.33764,66,-0.0334,50,-0.6764
ENSG00000137726,FXYD6,552,0.22837,621,0.36448,301,-0.7924,476,-0.1160
ENSG00000177098,SCN4B,38,0.80930,10,-1.4688,22,-0.3006,24,-0.2771
ENSG00000149575,SCN2B,131,0.74423,71,-0.4793,57,-0.8228,85,-0.2875
ENSG00000110344,UBE4A,72,1.00349,44,-0.1223,17,-1.5311,38,-0.5400
ENSG00000167283,ATP5MG,371,-0.1988,330,-0.3376,372,-0.1465,463,0.35124
ENSG00000118058,KMT2A,50,0.33159,49,0.20167,27,-0.7045,40,-0.1622
ENSG00000149582,TMEM25,88,1.20635,28,-1.0027,16,-1.8749,45,-0.4296
ENSG00000118096,IFT46,28,0.39343,34,0.60646,11,-1.1887,21,-0.3129
ENSG00000095139,ARCN1,36,0.62961,14,-1.0402,14,-1.0369,28,0.02725
ENSG00000019144,PHLDB1,15,-1.9455,168,2.58197,88,1.21042,22,-1.3995
ENSG00000110367,DDX6,117,-0.0735,158,0.44053,110,-0.1498,117,-0.0752
ENSG00000278376,AP004609.3,12,-0.6343,22,0.42080,21,0.31766,18,0.19618
ENSG00000118181,RPS25,395,-0.4880,642,0.40718,799,0.78138,472,-0.1546
ENSG00000196655,TRAPPC4,47,0.60581,29,-0.3578,34,-0.0858,30,-0.4233
ENSG00000149428,HYOU1,103,0.73950,81,0.10749,43,-0.8694,62,-0.4937
ENSG00000160695,VPS11,32,0.50503,27,0.08159,14,-0.9357,23,-0.2223
ENSG00000188486,H2AFX,40,0.48397,48,0.63621,32,-0.0398,23,-0.7828
ENSG00000172375,C2CD2L,133,1.19514,54,-0.6739,27,-1.6998,67,-0.5299
ENSG00000110395,CBL,23,0.01039,26,0.24694,10,-1.2822,25,0.24692
ENSG00000173456,RNF26,45,1.22686,14,-0.9995,6,-2.3144,23,-0.4002
ENSG00000036672,USP2,58,1.24343,22,-0.7280,19,-0.9214,26,-0.7270
ENSG00000154096,THY1,2135,0.80866,1280,-0.2809,691,-1.2361,1335,-0.3268
ENSG00000110400,NECTIN1,67,0.71008,57,0.22894,40,-0.3284,37,-0.6883
ENSG00000184232,OAF,5,-2.1371,37,1.31594,29,0.86766,18,0.17676
ENSG00000196914,ARHGEF12,120,0.38066,116,0.22223,66,-0.6843,93,-0.2254
ENSG00000109929,SC5D,125,0.85247,70,-0.3671,35,-1.4165,78,-0.3085
ENSG00000137642,SORL1,255,0.93002,157,-0.1648,111,-0.7141,133,-0.6285
ENSG00000255248,MIR100HG,81,0.60578,60,-0.0790,62,-0.0131,49,-0.5593
ENSG00000109971,HSPA8,574,0.63840,337,-0.4149,233,-0.9896,410,-0.1592
ENSG00000023171,GRAMD1B,91,0.35771,66,-0.2480,45,-0.8511,78,0.02930
ENSG00000166257,SCN3B,787,0.76991,522,-0.1407,257,-1.2458,497,-0.3362
ENSG00000110002,VWA5A,40,1.04409,13,-1.0050,16,-0.7092,21,-0.4912
ENSG00000154144,TBRG1,51,-0.1385,67,0.33351,36,-0.6467,59,0.19279
ENSG00000110013,SIAE,34,0.63765,17,-0.6486,13,-0.9990,25,-0.0861
ENSG00000154146,NRGN,1646,-0.2077,2448,0.49518,1483,-0.3247,1869,0.07499
ENSG00000165478,HEPACAM,38,-1.7519,293,1.94129,179,0.98272,78,-0.5819
ENSG00000165495,PKNOX2,25,0.82921,18,0.02219,3,-2.4842,16,-0.2927
ENSG00000149557,FEZ1,155,-0.2887,323,1.01032,254,0.58708,141,-0.5690
ENSG00000149547,EI24,107,0.52328,76,-0.1844,71,-0.2993,75,-0.3200
ENSG00000134910,STT3A,21,0.31458,22,0.25339,24,0.42087,14,-0.6121
ENSG00000109832,DDX25,40,0.87902,32,0.24903,10,-1.4664,22,-0.5817
ENSG00000182934,SRPRA,24,0.65488,19,0.04095,6,-1.6190,17,-0.2242
ENSG00000110074,FOXRED1,39,0.74083,16,-0.8822,32,0.16411,23,-0.5179
ENSG00000149571,KIRREL3,60,1.54484,11,-1.6738,11,-1.7214,25,-0.6836
ENSG00000134909,ARHGAP32,81,1.42413,9,-2.3897,15,-1.7156,39,-0.4640
ENSG00000170322,NFRKB,19,0.41890,33,1.19060,9,-0.8317,11,-0.8205
ENSG00000084234,APLP2,453,0.83834,247,-0.4138,173,-0.9648,275,-0.3720
ENSG00000196323,ZBTB44,55,0.05913,77,0.62616,49,-0.1266,47,-0.3050
ENSG00000134917,ADAMTS8,39,1.55760,4,-2.4538,8,-1.4327,16,-0.6478
ENSG00000255455,AP003486.1,24,0.62729,16,-0.2457,8,-1.2240,17,-0.1551
ENSG00000120451,SNX19,32,0.48287,30,0.26258,25,-0.0032,20,-0.5878
ENSG00000182667,NTM,127,0.13434,167,0.55804,122,0.04686,101,-0.4096
ENSG00000183715,OPCML,164,0.36014,115,-0.3187,69,-1.0950,146,0.10639
ENSG00000080854,IGSF9B,34,1.24671,9,-1.3028,6,-1.7471,17,-0.4259
ENSG00000166086,JAM3,26,-0.4526,98,2.02599,46,0.58156,17,-1.3610
ENSG00000151502,VPS26B,109,0.20619,87,-0.2145,43,-1.2891,110,0.25425
ENSG00000151500,THYN1,59,0.23786,51,-0.0379,43,-0.3343,51,-0.0826
ENSG00000109956,B3GAT1,167,-0.4607,281,0.48590,200,-0.0720,225,0.19636
ENSG00000120645,IQSEC3,53,-0.1486,67,0.28164,73,0.43011,52,-0.1846
ENSG00000060237,WNK1,88,-0.1870,150,0.75027,169,0.95836,70,-0.7281
ENSG00000082805,ERC1,42,0.70032,38,0.31559,8,-1.9778,27,-0.3454
ENSG00000006831,ADIPOR2,27,-0.5177,91,1.69480,55,0.77453,21,-1.0628
ENSG00000166159,LRTM2,55,1.86991,26,-0.1510,2,-3.4245,15,-1.3333
ENSG00000151067,CACNA1C,32,0.46555,22,-0.2344,8,-1.7759,27,0.09236
ENSG00000004478,FKBP4,92,0.53883,54,-0.4760,57,-0.3858,67,-0.2063
ENSG00000171792,RHNO1,24,0.97955,15,-0.1024,7,-1.2833,12,-0.5685
ENSG00000111218,PRMT8,52,1.07252,6,-2.5756,11,-1.6839,33,-0.0879
ENSG00000118971,CCND2,244,0.22582,238,0.12311,130,-0.8302,221,0.00626
ENSG00000139180,NDUFA9,103,0.46758,76,-0.1523,42,-1.0843,82,-0.0584
ENSG00000130035,GALNT8,59,0.11977,53,-0.0883,42,-0.4457,57,0.08307
ENSG00000111262,KCNA1,31,0.83658,15,-0.5964,13,-0.8056,19,-0.3526
ENSG00000110799,VWF,13,-1.2432,96,2.44563,29,0.17291,17,-0.9210
ENSG00000010278,CD9,6,-2.2810,95,2.69752,55,1.49004,10,-1.6864
ENSG00000215039,CD27-AS1,45,-0.0733,36,-0.4025,32,-0.5917,53,0.40781
ENSG00000139190,VAMP1,25,0.28864,28,0.38123,18,-0.3018,19,-0.3309
ENSG00000111639,MRPL51,104,-0.4791,157,0.28626,154,0.25335,140,0.17206
ENSG00000111640,GAPDH,2344,0.31595,1962,-0.0603,1589,-0.3966,1936,-0.1283
ENSG00000010295,IFFO1,27,0.66480,28,0.49248,7,-1.5904,17,-0.4557
ENSG00000111642,CHD4,88,0.55148,59,-0.2562,56,-0.3449,61,-0.3067
ENSG00000111653,ING4,29,0.01987,57,1.16729,21,-0.4937,23,-0.4902
ENSG00000139200,PIANP,182,0.36823,117,-0.4411,82,-0.9932,162,0.11597
ENSG00000111652,COPS7A,129,0.43792,95,-0.1908,52,-1.1301,106,-0.0057
ENSG00000089693,MLF2,380,0.20083,294,-0.2673,248,-0.5317,360,0.09862
ENSG00000159335,PTMS,378,-0.0568,400,0.04911,307,-0.3778,413,0.16648
ENSG00000250510,GPR162,159,0.57577,92,-0.4780,57,-1.2144,123,-0.0288
ENSG00000111667,USP5,170,0.78621,106,-0.2248,85,-0.5644,99,-0.4930
ENSG00000111669,TPI1,1182,0.38446,940,-0.0965,644,-0.6930,962,-0.0927
ENSG00000111674,ENO2,1054,0.68806,727,-0.1281,414,-1.0080,696,-0.3070
ENSG00000111676,ATN1,84,0.06731,95,0.26162,78,-0.0727,77,-0.1456
ENSG00000111678,C12orf57,112,-0.9405,227,0.37819,228,0.38959,208,0.39611
ENSG00000215021,PHB2,111,0.55621,77,-0.2033,59,-0.6113,79,-0.2466
ENSG00000126749,EMG1,23,-0.1083,30,0.36612,17,-0.5497,25,0.12380
ENSG00000139182,CLSTN3,285,1.06126,108,-0.8504,70,-1.5169,160,-0.3678
ENSG00000139197,PEX5,82,0.81892,40,-0.5711,35,-0.7751,50,-0.3497
ENSG00000059804,SLC2A3,128,0.94503,51,-0.8322,39,-1.2559,77,-0.2980
ENSG00000089818,NECAP1,158,0.46619,84,-0.6733,94,-0.4988,127,-0.0405
ENSG00000166532,RIMKLB,28,0.12111,41,0.71108,21,-0.3801,23,-0.3218
ENSG00000111752,PHC1,20,0.49979,34,1.27532,9,-0.8660,10,-0.9743
ENSG00000003056,M6PR,56,1.43148,20,-0.7454,21,-0.6879,20,-1.0093
ENSG00000175899,A2M,42,-1.4119,265,1.99393,138,0.74891,67,-0.6619
ENSG00000139112,GABARAPL1,438,0.31782,402,0.09356,270,-0.5404,358,-0.1482
ENSG00000256537,SMIM10L1,65,-0.0577,72,0.14320,57,-0.2452,68,0.08369
ENSG00000111261,MANSC1,34,0.98652,21,-0.1042,14,-0.7206,17,-0.7150
ENSG00000111269,CREBL2,55,-0.0008,57,0.05125,43,-0.3829,58,0.11760
ENSG00000111276,CDKN1B,34,-0.2131,39,0.03528,32,-0.2750,42,0.27272
ENSG00000178878,APOLD1,12,-0.9745,53,1.74586,17,-0.2342,18,-0.2287
ENSG00000013583,HEBP1,21,-0.0900,44,1.17310,22,0.01432,17,-0.5812
ENSG00000084444,FAM234B,49,-0.0590,56,0.19617,31,-0.7660,54,0.21778
ENSG00000273079,GRIN2B,149,1.33245,40,-1.2443,28,-1.7773,71,-0.5248
ENSG00000171681,ATF7IP,30,0.81700,27,0.37774,20,-0.0511,13,-1.0100
ENSG00000084463,WBP11,73,0.48397,66,0.17117,33,-0.9200,54,-0.2442
ENSG00000151490,PTPRO,52,0.86856,11,-1.8449,13,-1.4942,36,0.01288
ENSG00000023734,STRAP,174,0.85998,61,-1.0868,61,-1.0745,113,-0.1874
ENSG00000008394,MGST1,51,-0.9047,194,1.54211,91,0.20006,72,-0.2823
ENSG00000048540,LMO3,194,-0.5795,407,0.76117,204,-0.3803,283,0.24608
ENSG00000052126,PLEKHA5,33,0.92754,15,-0.6290,4,-2.5459,21,-0.1626
ENSG00000139154,AEBP2,30,0.76751,28,0.43083,17,-0.3825,15,-0.8425
ENSG00000084453,SLCO1A2,7,-1.6674,46,1.63233,71,2.55183,6,-2.0516
ENSG00000111711,GOLT1B,34,0.47563,13,-1.1885,13,-1.2096,31,0.24463
ENSG00000111716,LDHB,540,0.34551,387,-0.2891,350,-0.4451,453,-0.0576
ENSG00000111726,CMAS,279,1.07823,103,-0.8838,69,-1.4865,155,-0.3825
ENSG00000111728,ST8SIA1,15,-0.4645,25,0.52122,18,-0.0227,20,0.16220
ENSG00000111731,C2CD5,39,0.84379,10,-1.4432,10,-1.5616,27,-0.0115
ENSG00000139163,ETNK1,104,0.93731,47,-0.6530,31,-1.2849,62,-0.3329
ENSG00000060982,BCAT1,32,0.49055,19,-0.4934,20,-0.3947,24,-0.1496
ENSG00000205707,ETFRF1,32,-0.3647,39,0.04830,36,-0.0666,43,0.31736
ENSG00000133703,KRAS,62,0.60074,50,0.06630,24,-1.0479,42,-0.2871
ENSG00000123095,BHLHE41,24,-0.3875,39,0.53404,50,0.94838,24,-0.4095
ENSG00000111790,FGFR1OP2,97,0.66638,57,-0.3950,51,-0.5601,64,-0.3076
ENSG00000064115,TM7SF3,59,0.46835,56,0.23795,33,-0.6078,42,-0.3427
ENSG00000152944,MED21,24,0.54455,20,0.15537,10,-0.9716,16,-0.2862
ENSG00000110841,PPFIBP1,63,1.04833,31,-0.4377,24,-0.8604,32,-0.6175
ENSG00000061794,MRPS35,61,0.64172,30,-0.7014,32,-0.6031,43,-0.1772
ENSG00000087448,KLHL42,92,0.87181,63,-0.0333,37,-0.8520,50,-0.5801
ENSG00000087494,PTHLH,34,1.14562,0,-7.9816,8,-1.3912,20,-0.0917
ENSG00000123106,CCDC91,53,-0.0216,52,-0.0523,37,-0.5560,58,0.22987
ENSG00000087502,ERGIC2,41,0.66900,30,-0.0660,18,-0.7975,27,-0.3638
ENSG00000133687,TMTC1,60,1.29348,17,-1.1155,9,-2.1355,30,-0.4637
ENSG00000133704,IPO8,21,-0.0158,43,1.18333,19,-0.2290,17,-0.5608
ENSG00000110888,CAPRIN2,35,0.70344,47,1.01351,7,-1.9328,18,-0.7787
ENSG00000170456,DENND5B,49,0.91921,19,-0.8949,10,-1.8562,31,-0.1577
ENSG00000151743,AMN1,56,0.46223,52,0.22409,35,-0.4012,39,-0.3950
ENSG00000151746,BICD1,25,0.40799,31,0.63693,13,-0.7416,17,-0.4529
ENSG00000087470,DNM1L,181,0.66111,103,-0.4481,73,-0.9820,128,-0.1733
ENSG00000139116,KIF21A,237,0.93372,132,-0.3264,79,-1.1083,133,-0.4705
ENSG00000151229,SLC2A13,166,1.47818,20,-2.3393,22,-2.2234,78,-0.4600
ENSG00000018236,CNTN1,483,0.88855,297,-0.1949,160,-1.1518,277,-0.4608
ENSG00000015153,YAF2,53,-0.0947,65,0.27713,41,-0.4547,58,0.12523
ENSG00000134283,PPHLN1,61,0.63504,29,-0.7115,17,-1.4816,47,0.02743
ENSG00000139168,ZCRB1,69,-0.3926,107,0.39951,72,-0.2559,92,0.25200
ENSG00000139174,PRICKLE1,55,1.05309,28,-0.3686,11,-1.8220,30,-0.4558
ENSG00000151239,TWF1,18,-0.4900,41,0.98116,23,0.01994,22,-0.1019
ENSG00000184613,NELL2,515,1.52345,129,-1.2678,86,-1.8795,215,-0.7123
ENSG00000139218,SCAF11,26,0.42710,28,0.43207,22,-0.0036,17,-0.6168
ENSG00000111371,SLC38A1,104,0.75188,52,-0.5816,22,-1.8511,74,-0.0710
ENSG00000134294,SLC38A2,105,0.36439,145,0.80752,95,0.09643,63,-0.8256
ENSG00000079337,RAPGEF3,9,-2.1000,100,2.18776,43,0.59522,25,-0.4220
ENSG00000211584,SLC48A1,81,-0.0463,179,1.33409,96,0.23563,57,-0.8605
ENSG00000134291,TMEM106C,59,0.60881,30,-0.6570,36,-0.3483,41,-0.2358
ENSG00000152556,PFKM,139,0.60436,77,-0.5232,42,-1.4483,107,-0.0007
ENSG00000177981,ASB8,51,0.44923,26,-0.7642,17,-1.4260,46,0.21396
ENSG00000177875,CCDC184,61,0.46153,46,-0.1282,21,-1.3482,49,-0.0095
ENSG00000167535,CACNB3,132,0.64392,52,-1.0364,57,-0.8713,99,-0.0260
ENSG00000174243,DDX23,21,-0.6587,47,0.79266,17,-0.8769,34,0.42438
ENSG00000172602,RND1,80,1.41419,22,-1.1458,24,-1.0030,33,-0.7885
ENSG00000134287,ARF3,537,0.42284,415,-0.1159,279,-0.7414,427,-0.1099
ENSG00000169884,WNT10B,61,1.02455,30,-0.4815,21,-0.9874,32,-0.5441
ENSG00000181418,DDN,346,0.01413,256,-0.4722,244,-0.5457,390,0.33896
ENSG00000181929,PRKAG1,29,0.29967,38,0.64477,26,0.04312,19,-0.6257
ENSG00000167548,KMT2D,27,0.09061,23,-0.2321,13,-1.0951,30,0.32831
ENSG00000123416,TUBA1B,2707,0.27816,2160,-0.1636,1775,-0.4751,2364,-0.0280
ENSG00000167552,TUBA1A,1648,0.43435,1752,0.41563,1187,-0.2211,1094,-0.5268
ENSG00000123352,SPATS2,46,0.92470,26,-0.3104,15,-1.1280,26,-0.4621
ENSG00000135519,KCNH3,140,0.31036,131,0.11334,97,-0.3732,113,-0.2022
ENSG00000187778,MCRS1,48,0.17619,68,0.70616,40,-0.1910,37,-0.4401
ENSG00000110844,PRPF40B,23,0.53240,19,0.10616,13,-0.4602,15,-0.3938
ENSG00000139644,TMBIM6,202,-0.1856,372,0.88569,208,-0.0911,199,-0.2511
ENSG00000135472,FAIM2,618,0.55265,452,-0.1180,260,-0.9873,454,-0.1774
ENSG00000110881,ASIC1,32,-0.0439,69,1.30966,24,-0.4505,26,-0.5518
ENSG00000066117,SMARCD1,43,0.62467,43,0.45562,19,-0.8030,26,-0.5617
ENSG00000167588,GPD1,10,-1.0385,69,2.53610,9,-0.9690,13,-0.7396
ENSG00000178449,COX14,120,-0.1427,128,-0.0029,89,-0.5695,144,0.32010
ENSG00000139624,CERS5,31,0.64752,38,0.83603,25,0.13543,13,-1.2050
ENSG00000066084,DIP2B,40,-0.0305,100,1.56745,59,0.59023,22,-1.3202
ENSG00000185432,METTL7A,36,-1.3568,159,1.32504,114,0.72497,71,-0.1026
ENSG00000110911,SLC11A2,42,0.27230,84,1.42897,32,-0.2093,22,-1.0830
ENSG00000050426,LETMD1,59,0.50731,60,0.37579,31,-0.6759,40,-0.4308
ENSG00000110925,CSRNP2,33,0.30257,28,-0.0364,21,-0.4788,28,-0.0988
ENSG00000135457,TFCP2,29,0.61416,33,0.65867,21,-0.0616,14,-0.9370
ENSG00000184271,POU6F1,27,0.07757,26,-0.0468,16,-0.8106,28,0.20728
ENSG00000183283,DAZAP2,123,-0.2928,234,0.85269,140,-0.0167,132,-0.1673
ENSG00000050438,SLC4A8,56,0.28122,57,0.22347,18,-1.5302,50,0.05108
ENSG00000196876,SCN8A,193,1.11991,67,-0.9556,34,-1.9560,107,-0.3387
ENSG00000135503,ACVR1B,73,1.12964,21,-1.2531,21,-1.1909,39,-0.4100
ENSG00000161835,GRASP,142,1.15094,58,-0.6884,33,-1.5420,73,-0.5035
ENSG00000123358,NR4A1,31,0.98227,25,0.32344,20,-0.0933,12,-1.1651
ENSG00000123395,ATG101,49,0.61318,57,0.70455,19,-1.0137,28,-0.6407
ENSG00000063046,EIF4B,103,-0.3081,196,0.83406,133,0.18397,109,-0.2285
ENSG00000111077,TNS2,6,-1.7173,52,2.14747,38,1.47458,9,-1.2341
ENSG00000167778,SPRYD3,302,0.22528,331,0.31711,176,-0.6897,260,-0.1174
ENSG00000167779,IGFBP6,43,0.11846,42,0.04952,20,-1.1138,44,0.20082
ENSG00000182544,MFSD5,35,0.91132,31,0.39743,13,-0.9974,17,-0.7983
ENSG00000123349,PFDN5,390,-0.4492,667,0.52940,711,0.63884,454,-0.1663
ENSG00000139637,C12orf10,88,-0.0436,104,0.22686,72,-0.3483,93,0.06926
ENSG00000205352,PRR13,73,0.01386,86,0.26215,68,-0.1212,71,-0.0783
ENSG00000197111,PCBP2,331,0.12061,271,-0.2340,262,-0.2902,324,0.08496
ENSG00000139625,MAP3K12,52,0.55893,54,0.44162,10,-2.1485,37,-0.2432
ENSG00000135390,ATP5MC2,217,-0.1916,292,0.34325,296,0.36370,224,-0.1432
ENSG00000012822,CALCOCO1,35,0.06384,57,0.84409,16,-1.1731,33,-0.1379
ENSG00000123415,SMUG1,27,-0.1352,31,0.15313,15,-1.0081,32,0.36010
ENSG00000094916,CBX5,78,-0.2472,135,0.71715,97,0.15831,81,-0.1988
ENSG00000135486,HNRNPA1,200,-0.3568,359,0.69104,304,0.40755,218,-0.2087
ENSG00000111481,COPZ1,78,0.35810,41,-0.7541,43,-0.6840,70,0.13844
ENSG00000161642,ZNF385A,28,-0.9293,87,1.13594,55,0.34269,44,-0.0276
ENSG00000123360,PDE1B,127,1.36691,32,-1.3095,25,-1.6971,59,-0.5608
ENSG00000135447,PPP1R1A,127,0.11881,97,-0.3385,83,-0.5823,130,0.21287
ENSG00000135426,TESPA1,62,0.99754,9,-2.2966,10,-2.0782,42,0.01414
ENSG00000135441,BLOC1S1,198,-0.1735,271,0.37750,213,-0.0159,214,-0.0077
ENSG00000135404,CD63,253,0.03084,360,0.60929,300,0.30292,206,-0.4573
ENSG00000135414,GDF11,18,-0.3386,35,0.81661,28,0.46610,19,-0.3296
ENSG00000205323,SARNP,72,0.20571,60,-0.1461,39,-0.8240,69,0.13015
ENSG00000135392,DNAJC14,21,0.60393,9,-0.9127,13,-0.3775,15,-0.1545
ENSG00000170473,PYM1,22,0.24697,21,0.17155,19,0.01399,17,-0.3105
ENSG00000111540,RAB5B,162,0.15403,202,0.48671,115,-0.4330,139,-0.2106
ENSG00000139531,SUOX,16,-0.0803,16,-0.0897,14,-0.2566,18,0.20121
ENSG00000197728,RPS26,339,-0.1237,301,-0.2793,365,0.02724,387,0.20109
ENSG00000065361,ERBB3,14,-0.9552,91,2.51727,39,0.81455,10,-1.6994
ENSG00000170515,PA2G4,88,0.46803,61,-0.2440,46,-0.7019,68,-0.1181
ENSG00000229117,RPL41,1489,-0.6206,2286,0.20037,2891,0.59504,2140,0.14976
ENSG00000139641,ESYT1,37,1.89063,7,-1.4135,14,-0.4330,9,-1.4970
ENSG00000196465,MYL6B,187,-0.4228,265,0.22968,217,-0.0951,256,0.29740
ENSG00000092841,MYL6,303,-0.4895,514,0.47977,441,0.22323,400,0.10000
ENSG00000139613,SMARCC2,61,0.32838,46,-0.2099,50,-0.0817,48,-0.1962
ENSG00000181852,RNF41,66,-0.0060,78,0.26770,49,-0.4783,68,0.05843
ENSG00000139579,NABP2,68,0.18573,46,-0.4796,75,0.30916,59,-0.1372
ENSG00000139645,ANKRD52,30,0.17194,34,0.33017,8,-1.8946,30,0.15640
ENSG00000062485,CS,100,0.86327,74,0.09252,50,-0.5343,51,-0.7219
ENSG00000257727,CNPY2,118,0.75278,66,-0.4177,61,-0.5534,73,-0.3924
ENSG00000170581,STAT2,43,-0.5070,129,1.45638,44,-0.3686,50,-0.2867
ENSG00000135423,GLS2,36,0.81918,21,-0.3061,10,-1.4092,22,-0.2960
ENSG00000076108,BAZ2A,38,0.73010,33,0.28718,15,-0.9257,22,-0.5550
ENSG00000110955,ATP5F1B,698,0.39202,480,-0.3251,298,-1.0622,603,0.07093
ENSG00000110958,PTGES3,341,0.45291,243,-0.2258,185,-0.6588,267,-0.1215
ENSG00000196531,NACA,309,-0.4624,447,0.23495,598,0.72521,379,-0.0597
ENSG00000166886,NAB2,54,0.69683,45,0.19131,12,-1.8132,36,-0.3046
ENSG00000123384,LRP1,136,0.10021,175,0.49295,95,-0.5020,123,-0.1416
ENSG00000182199,SHMT2,23,0.38210,15,-0.3698,15,-0.3690,18,-0.0904
ENSG00000179912,R3HDM2,64,-0.0719,63,-0.0854,47,-0.5500,74,0.28498
ENSG00000166986,MARS,77,1.12666,30,-0.7734,16,-1.6703,41,-0.4327
ENSG00000175197,DDIT3,27,0.19745,18,-0.5206,11,-1.1729,28,0.33875
ENSG00000175203,DCTN2,260,0.46840,254,0.29372,143,-0.6212,183,-0.3655
ENSG00000155980,KIF5A,379,-0.1288,502,0.36251,475,0.27026,378,-0.1630
ENSG00000166908,PIP4K2C,56,0.88274,26,-0.6294,12,-1.7726,36,-0.2016
ENSG00000178498,DTX3,95,0.24903,76,-0.1770,74,-0.2176,82,-0.0808
ENSG00000240771,ARHGEF25,54,0.63148,20,-1.1323,24,-0.8688,41,0.00617
ENSG00000135454,B4GALNT1,138,1.12207,35,-1.4346,43,-1.0944,75,-0.3882
ENSG00000135506,OS9,77,0.47663,70,0.17134,37,-0.8043,56,-0.2659
ENSG00000135439,AGAP2,129,-0.5150,267,0.79123,149,-0.1807,174,0.11169
ENSG00000135452,TSPAN31,27,0.22292,35,0.58009,18,-0.4421,21,-0.3246
ENSG00000135446,CDK4,12,-0.7074,38,1.27916,22,0.33642,16,-0.2840
ENSG00000139266,MARCH9,37,0.32123,36,0.17760,10,-1.6825,33,0.05659
ENSG00000123297,TSFM,42,1.24394,8,-1.7771,16,-0.7279,20,-0.5555
ENSG00000175215,CTDSP2,21,-0.6184,80,1.87654,30,0.11407,20,-0.7617
ENSG00000257698,GIHCG,30,-0.3493,22,-0.7349,24,-0.6338,46,0.75061
ENSG00000198673,TAFA2,108,1.71587,7,-3.0379,10,-2.5856,45,-0.6154
ENSG00000135655,USP15,38,0.85390,34,0.43274,6,-2.2154,21,-0.5413
ENSG00000061987,MON2,38,0.65938,35,0.37011,26,-0.1230,20,-0.7874
ENSG00000111110,PPM1H,47,0.69243,28,-0.3364,15,-1.2857,32,-0.1778
ENSG00000184575,XPOT,54,0.58227,25,-0.7929,33,-0.3477,39,-0.1724
ENSG00000183735,TBK1,29,1.31428,6,-1.6389,5,-1.7909,15,-0.4316
ENSG00000135677,GNS,34,1.12031,25,0.24816,19,-0.1967,12,-1.2511
ENSG00000111490,TBC1D30,26,0.78804,20,0.11853,2,-2.9894,17,-0.2529
ENSG00000156076,WIF1,22,-0.3618,11,-1.3025,7,-1.9870,39,1.15892
ENSG00000174106,LEMD3,35,0.58027,22,-0.3670,18,-0.6252,25,-0.2096
ENSG00000139233,LLPH,21,-0.2873,33,0.55300,18,-0.4362,25,0.14759
ENSG00000155957,TMBIM4,31,-0.1057,40,0.34127,27,-0.3227,33,0.06255
ENSG00000111530,CAND1,113,0.48213,112,0.32579,50,-0.9371,81,-0.3109
ENSG00000127314,RAP1B,31,0.22707,38,0.50244,27,-0.0626,24,-0.4243
ENSG00000175782,SLC35E3,24,0.50186,32,0.86506,8,-1.1989,15,-0.5814
ENSG00000135679,MDM2,31,0.10078,56,1.06251,20,-0.6358,25,-0.4490
ENSG00000111605,CPSF6,64,0.55971,73,0.63234,29,-0.8588,39,-0.5780
ENSG00000166226,CCT2,117,0.80983,47,-0.8905,39,-1.1818,78,-0.1584
ENSG00000127328,RAB3IP,24,-0.3864,49,0.88695,42,0.64338,24,-0.4321
ENSG00000111596,CNOT2,22,0.20843,30,0.65925,15,-0.4900,17,-0.3401
ENSG00000135643,KCNMB4,141,-0.0218,228,0.78328,137,-0.0674,124,-0.3451
ENSG00000153233,PTPRR,89,1.02019,43,-0.4786,26,-1.2403,48,-0.4836
ENSG00000139291,TMEM19,40,0.45468,23,-0.5244,28,-0.2372,31,-0.1582
ENSG00000080371,RAB21,75,0.34158,62,-0.0706,70,0.13873,56,-0.3549
ENSG00000121749,TBC1D15,29,0.44255,36,0.66916,20,-0.2452,18,-0.6724
