Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000157933,SKI,100,0.87700,42,-0.5231,57,-0.0682,53,-0.1617,68,0.22317,49,-0.3558
ENSG00000157916,RER1,83,0.60006,24,-1.3810,75,0.60265,56,-0.0648,51,-0.1888,41,-0.6090
ENSG00000157870,PRXL2B,84,0.25064,64,-0.1831,85,0.36565,60,-0.2891,44,-0.7793,71,-0.0282
ENSG00000158109,TPRG1L,177,-0.2100,95,-1.1766,274,0.72346,99,-1.1111,202,0.00266,210,0.07922
ENSG00000130764,LRRC47,60,-0.1263,32,-1.0880,86,0.63501,61,-0.1093,58,-0.1840,59,-0.1777
ENSG00000196581,AJAP1,0,-5.9887,44,-0.2055,68,0.71367,33,-0.6282,111,1.39070,29,-0.9605
ENSG00000069424,KCNAB2,53,-2.4061,96,-1.5151,331,0.59375,251,-0.0346,315,0.34162,299,0.29456
ENSG00000116254,CHD5,23,-3.2257,81,-1.4120,293,0.91940,94,-1.1768,168,-0.2881,281,0.65745
ENSG00000116251,RPL22,1452,1.68335,733,0.43565,325,-1.0680,642,0.21394,505,-0.1753,380,-0.6942
ENSG00000116237,ICMT,106,1.29823,9,-2.4798,64,0.58752,31,-0.7419,11,-2.3127,49,-0.0197
ENSG00000097021,ACOT7,82,-1.7184,83,-1.7053,398,1.17589,159,-0.7113,253,0.01797,239,-0.0801
ENSG00000162408,NOL9,43,-0.0690,18,-1.4074,61,0.70077,46,0.01600,28,-0.7327,44,-0.0352
ENSG00000007923,DNAJC11,51,0.35282,42,0.02656,41,0.02003,22,-0.9864,23,-0.8846,54,0.51712
ENSG00000171735,CAMTA1,228,0.14743,188,-0.1663,219,0.11737,149,-0.5303,187,-0.1706,231,0.19845
ENSG00000116288,PARK7,163,-0.7995,164,-0.7847,299,0.22648,282,0.07035,414,0.71213,256,-0.1017
ENSG00000142599,RERE,163,0.72175,70,-0.6637,101,-0.1103,83,-0.3816,177,0.86082,79,-0.5128
ENSG00000074800,ENO1,352,-0.6513,515,-0.0494,622,0.36011,502,-0.0884,711,0.48566,414,-0.4451
ENSG00000171603,CLSTN1,242,-1.2930,207,-1.5349,919,1.29666,494,-0.1889,396,-0.5379,452,-0.3724
ENSG00000178585,CTNNBIP1,55,0.38093,33,-0.4334,40,-0.1943,37,-0.2868,18,-1.3324,66,0.79199
ENSG00000162441,LZIC,56,0.32291,77,0.86925,42,-0.1818,42,-0.1352,50,0.13509,31,-0.6943
ENSG00000130939,UBE4B,39,-0.2208,25,-0.9209,57,0.55054,37,-0.3198,36,-0.3598,48,0.13384
ENSG00000054523,KIF1B,286,-0.3680,210,-0.8493,453,0.52711,293,-0.3306,319,-0.1940,388,0.13748
ENSG00000142657,PGD,37,-0.2293,20,-1.1353,65,1.01411,38,-0.1834,20,-1.1753,37,-0.2311
ENSG00000241563,CORT,0,-7.2140,18,-2.8118,304,3.65916,32,-1.9835,33,-1.9499,29,-2.2580
ENSG00000120948,TARDBP,66,-0.1672,93,0.38233,87,0.37832,45,-0.7761,76,0.04724,61,-0.3472
ENSG00000116649,SRM,60,-0.6805,50,-0.9697,128,0.77724,67,-0.5188,72,-0.3869,99,0.13404
ENSG00000198793,MTOR,25,-0.6409,25,-0.5930,31,-0.3315,26,-0.5658,86,1.46761,38,0.06533
ENSG00000116661,FBXO2,89,-1.3685,243,0.20778,193,-0.2152,464,1.34269,192,-0.1732,179,-0.3212
ENSG00000132879,FBXO44,66,-1.2486,82,-0.9051,222,1.03441,70,-1.1587,98,-0.6285,167,0.25047
ENSG00000011021,CLCN6,11,-2.3128,1,-5.7317,91,1.41328,62,0.23611,23,-1.2701,54,0.01791
ENSG00000116688,MFN2,51,-1.2697,78,-0.6119,182,1.16910,85,-0.4647,38,-1.6762,116,0.02431
ENSG00000048707,VPS13D,46,-0.4929,50,-0.3648,82,0.62644,58,-0.1130,39,-0.7471,62,-0.0068
ENSG00000162496,DHRS3,165,2.14404,53,0.06657,27,-1.2169,57,0.17166,54,0.10437,25,-1.2166
ENSG00000116731,PRDM2,106,0.28156,118,0.46401,94,0.12333,53,-0.8140,66,-0.4642,88,-0.0271
ENSG00000189337,KAZN,81,0.96420,35,-0.4276,45,-0.0448,20,-1.2629,14,-1.7737,64,0.63735
ENSG00000142634,EFHD2,3,-3.9506,54,0.13613,52,0.10169,37,-0.4857,6,-3.1598,96,1.37882
ENSG00000116786,PLEKHM2,60,-0.3273,48,-0.6893,60,-0.4377,63,-0.2505,67,-0.1514,124,1.04940
ENSG00000065526,SPEN,90,0.71675,124,1.28944,42,-0.6801,40,-0.5932,54,-0.1455,47,-0.3836
ENSG00000159363,ATP13A2,23,-2.4146,41,-1.5568,163,0.92723,95,-0.2565,90,-0.3456,133,0.33308
ENSG00000117118,SDHB,145,0.92988,55,-0.6630,66,-0.4867,66,-0.3719,139,0.84907,75,-0.1958
ENSG00000117115,PADI2,13,-1.6991,121,1.93981,11,-2.2520,65,0.76412,77,1.06675,30,-0.5722
ENSG00000117154,IGSF21,0,-5.9534,44,-0.2340,82,1.20483,23,-1.2015,34,-0.6225,55,0.14308
ENSG00000127463,EMC1,82,1.31831,16,-1.3177,55,0.89461,27,-0.5677,22,-0.8884,15,-1.4985
ENSG00000053372,MRTO4,0,-5.4726,2,-3.9994,56,1.19882,19,-0.8991,25,-0.5389,49,0.67325
ENSG00000053371,AKR7A2,36,-0.1958,49,0.31815,52,0.55758,59,0.60647,36,-0.1892,15,-1.6365
ENSG00000077549,CAPZB,160,-0.4931,235,0.11846,249,0.29276,177,-0.3331,211,-0.0556,218,-0.0061
ENSG00000173436,MICOS10,392,0.68431,231,-0.1935,216,-0.3828,296,0.20680,282,0.13163,247,-0.0997
ENSG00000158747,NBL1,418,1.25924,197,-0.0328,172,-0.3234,136,-0.6190,134,-0.6380,204,0.02890
ENSG00000162545,CAMK2N1,212,-2.9737,891,-0.8256,1482,-0.0309,1495,-0.0092,2141,0.58761,2174,0.72823
ENSG00000158828,PINK1,345,-0.2861,252,-0.7729,517,0.52667,341,-0.3037,272,-0.6568,472,0.25857
ENSG00000189410,SH2D5,14,-1.8154,6,-2.9496,77,1.22406,35,-0.4591,32,-0.6158,54,0.23977
ENSG00000127483,HP1BP3,416,1.23911,113,-0.9210,209,0.06428,190,-0.0991,176,-0.2223,151,-0.5252
ENSG00000075151,EIF4G3,60,-1.1458,176,0.56259,143,0.29628,96,-0.4164,102,-0.3184,131,0.09263
ENSG00000076864,RAP1GAP,18,-2.9435,29,-2.2890,234,1.58505,55,-1.3268,129,-0.0105,117,-0.1818
ENSG00000090686,USP48,55,-0.0519,63,0.16272,62,0.16871,41,-0.5219,92,0.80431,38,-0.6885
ENSG00000070831,CDC42,234,0.12499,164,-0.4363,284,0.63971,146,-0.6245,160,-0.4784,195,-0.1903
ENSG00000004487,KDM1A,46,0.15906,48,0.23555,51,0.45647,38,-0.1327,35,-0.2731,27,-0.7381
ENSG00000169641,LUZP1,73,0.47175,62,0.19931,54,-0.0310,22,-1.3892,48,-0.2238,64,0.26791
ENSG00000125944,HNRNPR,192,0.98846,78,-0.4959,100,-0.1389,68,-0.7203,147,0.53106,88,-0.3409
ENSG00000142676,RPL11,2192,1.99140,1125,0.71692,396,-1.1880,687,-0.1062,484,-0.6582,462,-0.8096
ENSG00000057757,PITHD1,120,-0.6848,74,-1.4250,270,0.92503,156,-0.2645,176,-0.0738,163,-0.2294
ENSG00000011009,LYPLA2,34,-0.1541,25,-0.6325,65,1.40886,18,-1.1372,20,-0.9540,23,-0.8159
ENSG00000189266,PNRC2,195,1.60820,58,-0.4646,73,-0.1489,54,-0.5920,47,-0.7876,65,-0.3212
ENSG00000188529,SRSF10,46,-0.3981,136,1.42530,41,-0.7634,55,-0.1390,71,0.29018,54,-0.1928
ENSG00000001461,NIPAL3,0,-5.9248,59,0.35473,56,0.35576,41,-0.2300,30,-0.7223,65,0.60697
ENSG00000133226,SRRM1,154,1.52552,106,0.83974,49,-0.5317,23,-1.5712,59,-0.1332,44,-0.6627
ENSG00000117614,SYF2,132,1.11262,134,1.14421,47,-0.7417,58,-0.2549,34,-1.0947,59,-0.2804
ENSG00000117616,RSRP1,120,0.91532,51,-0.5041,85,0.44906,43,-0.7432,73,0.06983,43,-0.8467
ENSG00000183726,TMEM50A,171,0.85535,134,0.44492,113,0.20587,50,-1.1045,130,0.38328,50,-1.2197
ENSG00000117643,MAN1C1,83,1.09501,30,-0.5670,47,0.16700,15,-1.6064,68,0.73088,27,-0.8035
ENSG00000162430,SELENON,162,2.02836,20,-1.4906,52,-0.0362,56,0.07574,44,-0.3158,20,-1.6346
ENSG00000117640,MTFR1L,54,-0.4133,74,0.10690,64,-0.1868,46,-0.6542,101,0.61998,80,0.26537
ENSG00000117632,STMN1,253,-2.1399,435,-1.3295,1401,0.75403,684,-0.6343,1220,0.29366,1195,0.29962
ENSG00000158008,EXTL1,0,-5.8667,22,-1.1579,65,0.84324,46,-0.0099,57,0.35801,46,0.01008
ENSG00000142669,SH3BGRL3,213,0.06316,203,-0.0145,200,-0.0462,190,-0.1160,160,-0.3933,237,0.28183
ENSG00000198830,HMGN2,433,1.36435,270,0.52014,138,-0.7236,221,0.18135,166,-0.2805,137,-0.6431
ENSG00000117713,ARID1A,151,1.28874,83,0.24175,71,-0.0218,48,-0.6154,78,0.14228,35,-1.1994
ENSG00000090273,NUDC,228,0.53525,70,-1.3411,173,0.09820,154,-0.1178,229,0.53713,144,-0.2459
ENSG00000253368,TRNP1,11,-2.4988,44,-0.4502,70,0.42070,39,-0.6008,36,-0.7435,91,0.90147
ENSG00000142784,WDTC1,89,0.79183,15,-1.9749,55,0.00663,41,-0.4794,78,0.57843,54,-0.0410
ENSG00000186501,TMEM222,82,0.03172,72,-0.1813,103,0.55850,43,-0.9901,105,0.43632,58,-0.5909
ENSG00000126705,AHDC1,50,-0.0087,70,0.55394,59,0.38407,33,-0.6750,44,-0.2181,38,-0.4808
ENSG00000126709,IFI6,833,2.82681,241,0.33383,118,-0.9990,68,-1.6261,95,-1.1364,89,-1.3458
ENSG00000117758,STX12,161,0.79718,40,-1.4140,109,0.18940,77,-0.4125,110,0.15912,92,-0.1453
ENSG00000117751,PPP1R8,20,-0.8626,30,-0.2026,35,0.04940,43,0.36300,14,-1.3679,49,0.66667
ENSG00000117748,RPA2,65,0.36112,48,-0.1348,67,0.60987,32,-0.7676,68,0.43782,26,-1.1589
ENSG00000126698,DNAJC8,162,0.55639,78,-0.6164,125,0.17349,103,-0.1878,160,0.53364,81,-0.6212
ENSG00000130770,ATP5IF1,313,-0.4785,185,-1.2885,468,0.22849,406,-0.0618,564,0.47947,464,0.17764
ENSG00000198492,YTHDF2,40,-0.9212,27,-1.5314,89,0.46873,32,-1.2564,123,0.89359,81,0.21844
ENSG00000116350,SRSF4,98,1.17069,48,-0.0638,32,-0.8335,42,-0.2450,30,-0.8085,65,0.53280
ENSG00000162512,SDC3,85,-0.5036,46,-1.4230,171,0.93903,113,-0.0488,123,0.09278,83,-0.5896
ENSG00000134644,PUM1,80,-1.0326,40,-2.0569,251,1.21968,111,-0.5374,118,-0.4384,148,-0.0909
ENSG00000121766,ZCCHC17,72,-0.8428,113,-0.1265,143,0.33900,101,-0.3131,89,-0.5026,150,0.38852
ENSG00000121769,FABP3,12,-3.1138,52,-0.9068,155,1.29994,47,-1.0580,49,-1.0105,108,0.27138
ENSG00000162517,PEF1,42,-0.8090,23,-1.6822,97,0.76155,46,-0.6749,63,-0.1727,84,0.33344
ENSG00000084636,COL16A1,68,0.64953,60,0.44151,31,-0.7516,46,0.01496,45,-0.0192,50,0.14472
ENSG00000121753,ADGRB2,36,-2.8170,36,-2.8366,403,1.43832,182,-0.3917,168,-0.5209,234,0.00548
ENSG00000184007,PTP4A2,175,0.14649,155,-0.0553,135,-0.3556,179,0.18591,85,-0.9835,221,0.62703
ENSG00000121774,KHDRBS1,149,0.14017,90,-0.6659,157,0.31586,125,-0.1397,189,0.53322,103,-0.5091
ENSG00000025800,KPNA6,26,-0.9449,40,-0.3021,63,0.62841,40,-0.2911,27,-0.9208,56,0.27115
ENSG00000084623,EIF3I,55,-0.8368,17,-2.5320,133,0.84100,43,-1.1964,132,0.57361,98,0.08353
ENSG00000175130,MARCKSL1,106,-0.1215,140,0.33884,89,-0.4971,182,0.78274,161,0.56727,85,-0.5259
ENSG00000160058,BSDC1,93,0.55036,45,-0.6036,79,0.39158,40,-0.8067,52,-0.4058,66,-0.0165
ENSG00000176261,ZBTB8OS,47,0.32384,18,-1.1996,23,-0.9512,53,0.54230,60,0.73481,49,0.45498
ENSG00000162521,RBBP4,63,-0.3842,114,0.57372,80,-0.0288,62,-0.4213,106,0.45251,71,-0.2345
ENSG00000162522,KIAA1522,25,-0.7163,17,-1.3198,53,0.70364,31,-0.3916,30,-0.4355,46,0.30723
ENSG00000134684,YARS,30,-1.6400,27,-1.8051,148,1.40647,58,-0.6313,75,-0.2330,72,-0.3210
ENSG00000121905,HPCA,5,-4.8302,59,-1.4461,208,0.78661,87,-0.8626,133,-0.1875,220,0.75581
ENSG00000121900,TMEM54,0,-5.0415,4,-2.6227,27,0.14614,45,0.93397,22,-0.2668,39,0.80664
ENSG00000134686,PHC2,57,0.32187,4,-3.4587,58,0.46489,41,-0.2083,26,-0.9488,61,0.49349
ENSG00000163866,SMIM12,12,-2.0039,12,-2.1102,79,1.33671,30,-0.7110,42,-0.1632,45,-0.0850
ENSG00000116544,DLGAP3,13,-2.5734,95,0.40001,76,0.05256,76,0.02093,101,0.50147,78,0.09218
ENSG00000116560,SFPQ,204,0.24449,299,0.90146,131,-0.5939,129,-0.4947,226,0.41943,164,-0.1200
ENSG00000146463,ZMYM4,85,0.53827,102,0.84338,63,0.03787,59,-0.0808,53,-0.2459,34,-1.0276
ENSG00000142687,KIAA0319L,87,0.71732,35,-0.7774,59,0.08876,27,-1.1630,83,0.63812,51,-0.2045
ENSG00000020129,NCDN,157,-2.0331,191,-1.7386,842,0.86013,333,-0.8997,933,0.77189,583,-0.0203
ENSG00000126067,PSMB2,122,0.00630,51,-1.3552,182,0.99356,60,-1.1039,102,-0.2787,107,-0.2416
ENSG00000142686,C1orf216,35,-1.5681,10,-3.3961,133,0.73346,67,-0.6076,111,0.20254,129,0.53170
ENSG00000092847,AGO1,50,0.39585,25,-0.7370,51,0.57546,22,-0.8980,64,0.79688,21,-1.0567
ENSG00000054116,TRAPPC3,65,0.45159,1,-5.2573,69,0.80902,47,-0.0737,29,-0.8120,47,-0.0939
ENSG00000116871,MAP7D1,178,-0.3029,61,-1.9270,265,0.48069,188,-0.2085,285,0.46825,212,-0.0173
ENSG00000054118,THRAP3,196,1.09020,103,0.00284,114,0.21848,51,-1.1126,104,0.01068,67,-0.7616
ENSG00000181817,LSM10,38,-0.1830,27,-0.7176,49,0.30939,28,-0.6496,57,0.48324,43,0.02362
ENSG00000116898,MRPS15,99,0.92916,19,-1.6826,42,-0.6386,26,-1.1965,103,0.98627,71,0.42304
ENSG00000163875,MEAF6,30,-2.1038,58,-1.0944,196,1.31499,79,-0.6348,87,-0.4760,108,-0.1470
ENSG00000197982,C1orf122,116,-0.7260,210,0.21924,155,-0.3473,264,0.60619,204,0.17517,196,0.12085
ENSG00000116954,RRAGC,74,0.45191,32,-0.8868,90,1.19349,41,-0.4827,20,-1.6008,34,-0.8662
ENSG00000174574,AKIRIN1,17,-2.6427,77,-0.3775,123,0.52968,108,0.16211,210,1.31268,50,-1.1544
ENSG00000168653,NDUFS5,562,-0.1965,366,-0.8692,643,0.02907,551,-0.2282,711,0.18636,796,0.43640
ENSG00000127603,MACF1,377,0.72915,502,1.24555,159,-0.8471,205,-0.2768,295,0.31432,169,-0.6482
ENSG00000090621,PABPC4,80,0.21117,120,0.88505,50,-0.6783,64,-0.1470,28,-1.4109,96,0.59617
ENSG00000116983,HPCAL4,53,-3.0505,182,-1.2247,514,0.59284,336,-0.2755,540,0.50449,467,0.30013
ENSG00000131236,CAP1,278,1.10666,133,-0.1423,149,0.05462,110,-0.4434,110,-0.4455,115,-0.4185
ENSG00000131238,PPT1,216,0.79444,87,-0.6898,168,0.51303,90,-0.6329,122,-0.1538,95,-0.6075
ENSG00000084073,ZMPSTE24,64,0.88402,21,-0.9092,47,0.47983,40,0.10882,30,-0.3557,22,-0.9154
ENSG00000084070,SMAP2,112,-0.3984,121,-0.2744,181,0.52732,94,-0.6630,138,-0.0612,143,-0.0123
ENSG00000117016,RIMS3,15,-3.1494,36,-1.8981,156,0.50215,76,-0.7747,163,0.43561,184,0.76200
ENSG00000066136,NFYC,56,0.23701,35,-0.5210,80,1.30702,10,-2.3424,27,-0.9229,33,-0.6663
ENSG00000198815,FOXJ3,29,-1.2789,70,0.10642,104,1.12744,25,-1.4716,55,-0.2941,52,-0.4327
ENSG00000177181,RIMKLA,44,0.09757,36,-0.2221,55,0.70999,38,-0.1292,30,-0.4672,27,-0.6970
ENSG00000127125,PPCS,16,-1.5807,12,-2.0937,54,0.35114,33,-0.5288,36,-0.4242,79,1.08312
ENSG00000065978,YBX1,380,1.94683,258,1.17987,57,-1.5433,95,-0.5017,119,-0.1355,72,-1.0079
ENSG00000117394,SLC2A1,1855,5.08015,44,-2.6602,60,-2.5404,51,-2.4343,79,-1.8066,40,-2.9512
ENSG00000117395,EBNA1BP2,78,0.03896,35,-1.1954,101,0.66997,60,-0.3606,103,0.51236,51,-0.6799
ENSG00000142949,PTPRF,32,-2.3157,34,-2.2107,247,1.35962,126,-0.2438,114,-0.3988,135,-0.1467
ENSG00000126091,ST3GAL3,0,-5.5662,27,-0.5115,39,0.13010,31,-0.3058,35,-0.0888,61,1.01522
ENSG00000117408,IPO13,0,-6.0300,69,0.48355,63,0.45226,50,-0.0435,47,-0.1433,54,0.09070
ENSG00000117410,ATP6V0B,209,-0.7500,105,-1.7956,542,1.21857,203,-0.7922,312,-0.1178,284,-0.3067
ENSG00000117411,B4GALT2,21,-1.9050,35,-1.1913,69,-0.1619,55,-0.4912,114,0.71214,119,0.94778
ENSG00000178028,DMAP1,38,-0.3469,53,0.17525,44,-0.1427,44,-0.1049,38,-0.3675,60,0.46369
ENSG00000117419,ERI3,120,-0.3936,97,-0.7193,181,0.37301,112,-0.4998,159,0.05465,175,0.24840
ENSG00000187147,RNF220,102,-0.0846,37,-1.6266,132,0.46516,88,-0.3119,120,0.18317,112,0.07641
ENSG00000142937,RPS8,2029,1.62363,1575,1.13937,425,-1.2358,885,0.14351,471,-0.8563,529,-0.7525
ENSG00000126088,UROD,30,-1.2436,37,-0.8947,87,0.64047,55,-0.2780,55,-0.2796,78,0.31353
ENSG00000117450,PRDX1,428,0.46013,312,-0.0597,326,0.01434,395,0.32424,337,0.06366,233,-0.5874
ENSG00000117448,AKR1A1,24,-0.7028,12,-1.6970,46,0.41231,61,0.77790,44,0.23095,32,-0.3073
ENSG00000085998,POMGNT1,88,0.41567,56,-0.3154,87,0.55757,23,-1.6946,83,0.31484,52,-0.4787
ENSG00000132128,LRRC41,60,0.41582,2,-4.5089,72,1.06283,25,-1.0032,36,-0.4077,41,-0.2297
ENSG00000173660,UQCRH,270,-0.6697,216,-1.0171,419,0.03326,385,-0.1118,542,0.44983,522,0.45182
ENSG00000123472,ATPAF1,127,-0.0530,153,0.25176,111,-0.3533,127,-0.0575,149,0.20188,147,0.21235
ENSG00000159658,EFCAB14,184,1.18289,210,1.43168,50,-1.1698,50,-0.9587,121,0.45699,57,-0.8348
ENSG00000162368,CMPK1,125,0.38260,28,-1.9199,107,0.16680,68,-0.5966,113,0.20751,119,0.34236
ENSG00000162374,ELAVL4,10,-3.9756,41,-1.9544,245,1.31470,99,-0.6267,52,-1.6042,193,0.53077
ENSG00000185104,FAF1,67,0.79778,51,0.35190,52,0.52820,29,-0.5492,20,-1.1202,24,-0.9114
ENSG00000123091,RNF11,333,-0.5451,252,-0.9765,565,0.42569,300,-0.7071,515,0.15349,562,0.34601
ENSG00000085832,EPS15,104,-0.7022,140,-0.2387,170,0.10114,92,-0.8843,157,-0.0540,228,0.67245
ENSG00000078618,NRDC,36,-1.1901,76,-0.0484,110,0.82435,73,-0.1037,46,-0.8325,70,-0.1852
ENSG00000169213,RAB3B,46,-1.4024,43,-1.5041,153,0.71807,69,-0.7704,13,-3.1994,193,1.09888
ENSG00000134717,BTF3L4,25,-1.6283,86,0.31023,79,0.21671,53,-0.4740,87,0.32241,77,0.15785
ENSG00000157077,ZFYVE9,11,-1.7523,8,-2.2259,38,0.20838,37,0.08940,21,-0.7540,61,1.13559
ENSG00000162378,ZYG11B,70,-1.0994,104,-0.4896,190,0.70517,80,-0.8909,182,0.41538,132,-0.1214
ENSG00000116171,SCP2,195,0.96099,181,0.82166,80,-0.6538,116,0.07165,118,0.10324,73,-0.7214
ENSG00000162384,CZIB,38,-0.1349,44,0.11026,42,0.04946,61,0.64650,25,-0.7966,38,-0.1291
ENSG00000162385,MAGOH,64,0.85775,8,-2.3002,49,0.54026,17,-1.2141,27,-0.5360,42,0.13698
ENSG00000157193,LRP8,44,-0.5763,59,-0.1276,100,1.12374,55,-0.2374,32,-1.0778,42,-0.7318
ENSG00000116209,TMEM59,496,1.78459,52,-1.9283,197,0.16730,150,-0.3209,157,-0.2447,99,-1.0506
ENSG00000116221,MRPL37,0,-6.0080,17,-1.6946,77,1.01632,43,-0.2440,83,0.82627,41,-0.3689
ENSG00000157216,SSBP3,153,-0.3426,97,-1.0502,245,0.58965,121,-0.7133,154,-0.3403,225,0.32287
ENSG00000116133,DHCR24,54,-1.7010,51,-1.8007,285,1.46717,126,-0.4113,76,-1.1977,155,-0.0997
ENSG00000162402,USP24,11,-1.9826,108,1.68984,38,-0.1909,49,0.27822,45,0.11412,23,-0.9794
ENSG00000162407,PLPP3,144,0.58507,117,0.23478,27,-2.3433,234,1.46364,315,2.07031,10,-3.5661
ENSG00000162409,PRKAA2,15,-1.9567,58,0.13919,72,0.69779,50,-0.1207,71,0.46541,36,-0.6987
ENSG00000162601,MYSM1,32,-0.5439,53,0.27889,57,0.56587,47,0.06628,30,-0.6412,35,-0.4388
ENSG00000177606,JUN,361,1.23792,167,-0.0850,206,0.35576,53,-1.8490,250,0.58115,68,-1.6092
ENSG00000134709,HOOK1,12,-1.6822,26,-0.5061,38,0.16184,23,-0.6588,25,-0.5539,59,1.04622
ENSG00000162599,NFIA,344,1.88641,188,0.74229,58,-1.3862,205,0.89345,81,-0.6268,47,-1.5825
ENSG00000162604,TM2D1,53,-0.0593,11,-2.4118,93,1.33883,84,0.68484,14,-2.0988,29,-1.1251
ENSG00000116641,DOCK7,0,-5.5397,104,1.87490,26,-0.6429,62,0.87578,39,0.09207,22,-0.8566
ENSG00000162434,JAK1,208,1.44002,112,0.34078,84,-0.1728,79,-0.2307,77,-0.2718,46,-1.1692
ENSG00000162433,AK4,47,-0.6562,49,-0.5915,68,-0.0894,107,0.67911,148,1.27298,42,-0.9166
ENSG00000116675,DNAJC6,47,-3.1287,186,-1.1030,587,1.11997,234,-0.7463,266,-0.5486,443,0.31376
ENSG00000184588,PDE4B,33,-0.9394,36,-0.8107,67,0.20634,85,0.54716,57,-0.1187,69,0.21292
ENSG00000118473,SGIP1,21,-2.5731,114,-0.0323,144,0.50431,86,-0.4706,185,0.78185,102,-0.2295
ENSG00000142864,SERBP1,239,0.83898,201,0.53437,107,-0.6205,150,0.04696,119,-0.3243,140,-0.0743
ENSG00000116729,WLS,193,1.11211,31,-1.7858,144,0.87419,90,-0.1748,70,-0.5705,43,-1.4154
ENSG00000033122,LRRC7,61,-0.9004,19,-2.6368,164,1.02519,80,-0.4841,107,-0.0176,107,-0.0083
ENSG00000116754,SRSF11,245,0.70918,202,0.38237,175,0.19838,101,-0.7264,190,0.28098,89,-1.0191
ENSG00000118454,ANKRD13C,16,-1.5274,16,-1.5693,63,0.83226,38,-0.2481,69,0.72711,36,-0.3764
ENSG00000132485,ZRANB2,103,-0.2916,120,-0.0507,172,0.77051,82,-0.6631,107,-0.2325,95,-0.4800
ENSG00000172260,NEGR1,91,-0.9585,104,-0.7590,208,0.48800,108,-0.6981,189,0.19405,198,0.31291
ENSG00000178965,ERICH3,0,-6.1609,70,0.34705,72,0.57939,32,-0.8640,88,0.74348,50,-0.2278
ENSG00000117054,ACADM,75,0.82148,42,-0.1239,35,-0.5449,56,0.31683,47,0.02749,44,-0.0765
ENSG00000137955,RABGGTB,121,1.36940,43,-0.3790,53,-0.0844,37,-0.6262,68,0.36074,33,-0.8784
ENSG00000117069,ST6GALNAC5,28,-1.4981,25,-1.6802,135,1.61031,30,-1.3911,38,-1.0474,71,-0.0751
