Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000116251,RPL22,780,0.07941,518,-0.7643,1181,0.79318,812,0.20823
ENSG00000116237,ICMT,50,0.78719,35,0.22967,27,-0.2844,24,-0.5952
ENSG00000097021,ACOT7,216,-0.0445,282,0.59698,179,-0.3486,179,-0.4737
ENSG00000171680,PLEKHG5,42,1.24833,20,-0.1006,11,-0.9118,17,-0.3688
ENSG00000162408,NOL9,31,-0.1923,45,0.59508,22,-0.7583,32,-0.2485
ENSG00000162413,KLHL21,21,-0.4997,29,0.06232,33,0.26892,28,0.00743
ENSG00000116273,PHF13,13,-0.3995,18,0.16245,18,0.13143,16,-0.0604
ENSG00000041988,THAP3,4,-2.7553,31,0.65637,25,0.09734,23,-0.0888
ENSG00000007923,DNAJC11,64,1.04314,43,0.52140,16,-1.2345,23,-0.8279
ENSG00000171735,CAMTA1,158,0.07142,174,0.32895,88,-0.8596,148,-0.0511
ENSG00000049245,VAMP3,50,-0.0453,39,-0.6166,40,-0.4144,69,0.73892
ENSG00000049246,PER3,18,-0.7192,31,0.25225,31,0.18630,27,-0.0709
ENSG00000116288,PARK7,277,-0.4692,352,-0.1130,324,-0.2188,435,0.39084
ENSG00000116285,ERRFI1,1,-3.4348,23,0.94818,19,0.22925,13,-0.4377
ENSG00000162426,SLC45A1,4,-2.6030,30,0.79361,25,0.22378,19,-0.3225
ENSG00000142599,RERE,183,0.84962,98,-0.2841,106,-0.0790,103,-0.1811
ENSG00000074800,ENO1,641,-0.2665,851,0.28850,677,-0.1761,722,-0.1012
ENSG00000171612,SLC25A33,36,0.26013,22,-0.6713,25,-0.3022,39,0.60083
ENSG00000188807,TMEM201,3,-2.1596,16,0.43273,17,0.46517,12,-0.1130
ENSG00000171603,CLSTN1,457,-0.0690,641,0.76091,330,-0.5914,368,-0.5590
ENSG00000178585,CTNNBIP1,63,0.67178,50,0.41632,12,-1.8595,37,-0.2712
ENSG00000162441,LZIC,73,0.79889,29,-0.9357,57,0.36594,50,0.19209
ENSG00000130939,UBE4B,76,0.96615,54,0.53479,42,-0.0404,22,-1.3102
ENSG00000054523,KIF1B,299,-0.2628,400,0.31259,283,-0.3486,343,-0.0572
ENSG00000142657,PGD,129,1.18084,62,-0.1442,70,0.09750,47,-0.6914
ENSG00000241563,CORT,3574,6.46721,45,-4.0351,22,-4.6089,41,-4.1730
ENSG00000160049,DFFA,85,1.17128,33,-0.6115,50,0.23887,38,-0.2823
ENSG00000142655,PEX14,47,1.10002,31,0.56282,11,-1.1963,15,-0.9496
ENSG00000120948,TARDBP,125,1.15902,57,-0.2713,61,-0.0903,53,-0.4324
ENSG00000116649,SRM,64,-0.8875,127,0.31119,146,0.45552,100,-0.2344
ENSG00000171824,EXOSC10,7,-1.5644,23,0.22007,23,0.16253,23,0.18018
ENSG00000198793,MTOR,17,-1.3372,52,0.66949,44,0.14986,34,-0.3414
ENSG00000116661,FBXO2,347,0.05730,245,-0.6627,253,-0.4572,448,0.74561
ENSG00000132879,FBXO44,52,-1.0516,147,1.02652,56,-0.9204,84,-0.3815
ENSG00000116670,MAD2L2,4,-2.6120,26,0.23084,34,0.64254,24,0.04070
ENSG00000177674,AGTRAP,15,-0.3582,15,-0.4551,27,0.62262,21,0.24166
ENSG00000177000,MTHFR,9,-0.8951,19,0.52032,16,0.12003,13,-0.2733
ENSG00000011021,CLCN6,101,0.88081,75,0.54113,39,-0.6978,39,-0.8892
ENSG00000116685,KIAA2013,26,-0.4578,39,0.31933,43,0.39164,29,-0.3516
ENSG00000083444,PLOD1,0,-4.5083,17,0.00978,34,1.15099,17,0.00821
ENSG00000116688,MFN2,90,-0.0364,103,0.25317,111,0.30689,77,-0.4132
ENSG00000116691,MIIP,27,0.56770,17,-0.3144,19,-0.0304,20,0.01290
ENSG00000048707,VPS13D,70,0.44141,58,0.20911,40,-0.4721,48,-0.2546
ENSG00000162496,DHRS3,71,1.48906,23,-0.6092,18,-0.8629,29,-0.1015
ENSG00000116731,PRDM2,41,-0.3630,67,0.64425,52,0.01106,40,-0.5530
ENSG00000189337,KAZN,39,-0.4736,67,0.57691,40,-0.4482,48,-0.2222
ENSG00000142634,EFHD2,30,-2.0121,190,1.59051,48,-1.3028,79,-0.7176
ENSG00000116138,DNAJC16,28,0.52168,24,0.33976,17,-0.2658,16,-0.5407
ENSG00000197312,DDI2,31,0.54946,31,0.81360,9,-1.3594,16,-0.7641
ENSG00000116786,PLEKHM2,61,0.01481,57,-0.1212,57,-0.0897,64,0.15196
ENSG00000065526,SPEN,44,0.09257,47,0.31798,44,0.09118,34,-0.4320
ENSG00000116809,ZBTB17,26,0.78022,16,-0.1258,13,-0.4001,15,-0.1527
ENSG00000185519,FAM131C,56,1.94936,8,-1.6025,17,-0.2544,19,-0.0153
ENSG00000037637,FBXO42,8,-1.1370,20,0.38685,6,-1.4738,21,0.45016
ENSG00000055070,SZRD1,37,0.39396,21,-0.7031,26,-0.1879,36,0.51277
ENSG00000157191,NECAP2,37,0.82320,16,-0.6709,33,0.64488,21,-0.2075
ENSG00000219481,NBPF1,18,-0.0169,17,-0.0707,26,0.65491,16,-0.2907
ENSG00000058453,CROCC,1,-3.4028,19,0.57564,23,0.71647,13,-0.3208
ENSG00000159363,ATP13A2,113,-0.1515,157,0.58618,65,-1.0297,115,-0.1767
ENSG00000117118,SDHB,119,0.50486,83,-0.1447,81,-0.1412,86,-0.0620
ENSG00000117115,PADI2,52,-0.8137,54,-1.0017,141,0.81852,115,0.69679
ENSG00000074964,ARHGEF10L,12,-0.9507,22,0.03395,39,1.01614,18,-0.3077
ENSG00000117154,IGSF21,47,-0.7626,112,1.06030,46,-0.7780,58,-0.5573
ENSG00000159423,ALDH4A1,2,-3.3686,18,-0.6755,24,-0.0802,39,1.28736
ENSG00000127463,EMC1,38,0.09367,39,0.16881,68,1.07531,22,-0.9775
ENSG00000053372,MRTO4,26,-0.5570,45,0.47279,26,-0.5841,37,-0.0299
ENSG00000053371,AKR7A2,31,-0.8312,53,0.00854,60,0.21466,58,0.19445
ENSG00000077549,CAPZB,229,0.04067,257,0.33548,253,0.20699,178,-0.4891
ENSG00000173436,MICOS10,233,-0.4725,261,-0.3929,381,0.33215,368,0.39254
ENSG00000158747,NBL1,344,0.45128,283,0.16627,268,0.02868,216,-0.4374
ENSG00000162545,CAMK2N1,665,-0.2718,663,-0.3766,898,0.22125,913,0.36185
ENSG00000090432,MUL1,36,0.54583,33,0.58852,18,-0.5577,18,-0.7372
ENSG00000183114,FAM43B,24,0.62266,25,1.01349,4,-2.0328,10,-0.9403
ENSG00000158828,PINK1,403,-0.0192,402,-0.0348,334,-0.3240,440,0.18002
ENSG00000244038,DDOST,27,-0.2547,36,0.31531,33,0.08022,28,-0.2560
ENSG00000189410,SH2D5,21,-0.4980,42,0.95882,10,-1.5658,25,-0.3257
ENSG00000127483,HP1BP3,157,-0.0577,179,0.23696,158,-0.0485,149,-0.1959
ENSG00000075151,EIF4G3,82,-0.4441,147,0.80879,139,0.42881,66,-0.9961
ENSG00000117298,ECE1,22,0.42630,13,-0.5434,24,0.56029,17,-0.0103
ENSG00000076864,RAP1GAP,81,-0.9467,243,1.43091,85,-0.8819,95,-0.9175
ENSG00000090686,USP48,13,-1.8774,48,0.17042,57,0.38103,48,0.16790
ENSG00000070831,CDC42,376,0.62837,295,0.31067,290,0.18542,175,-0.8272
ENSG00000173372,C1QA,24,-0.1412,16,-1.0441,41,0.75537,33,0.53842
ENSG00000159189,C1QC,7,-1.9101,10,-1.7082,82,2.13777,29,0.28457
ENSG00000173369,C1QB,62,0.67875,24,-1.1327,67,0.82675,44,0.13319
ENSG00000004487,KDM1A,55,0.25505,58,0.54326,35,-0.4517,36,-0.5318
ENSG00000169641,LUZP1,77,1.62831,37,0.40444,9,-1.8234,17,-1.1552
ENSG00000125944,HNRNPR,45,-1.4688,144,0.56143,118,0.04835,108,-0.1397
ENSG00000125945,ZNF436,27,0.80613,19,0.35150,9,-1.0008,13,-0.4860
ENSG00000117318,ID3,46,0.18648,34,-0.4487,90,1.36190,32,-0.5813
ENSG00000142676,RPL11,487,-0.1392,336,-0.9406,998,1.10804,582,0.22132
ENSG00000011007,ELOA,1,-4.1689,25,1.11903,17,0.05481,13,-0.5055
ENSG00000057757,PITHD1,211,0.21196,215,0.35910,115,-0.7669,171,-0.1835
ENSG00000011009,LYPLA2,9,-1.9943,44,0.67769,41,0.32603,29,-0.3255
ENSG00000117308,GALE,45,1.57415,19,0.00198,22,0.24574,9,-1.4370
ENSG00000117305,HMGCL,17,-0.5201,22,-0.2511,48,1.17244,21,-0.2803
ENSG00000189266,PNRC2,15,-1.7860,55,0.23581,58,0.26172,53,0.15185
ENSG00000188529,SRSF10,45,-0.1201,51,0.11531,73,0.69034,39,-0.4677
ENSG00000001461,NIPAL3,40,-0.8204,75,0.29863,104,0.75601,54,-0.4432
ENSG00000133226,SRRM1,104,0.86949,59,-0.1444,48,-0.4098,57,-0.1937
ENSG00000169504,CLIC4,98,0.55589,41,-1.0904,130,1.07075,70,0.00487
ENSG00000117614,SYF2,119,0.67463,68,-0.3477,102,0.40475,71,-0.2531
ENSG00000117616,RSRP1,64,0.70048,42,-0.0383,56,0.46694,31,-0.6405
ENSG00000183726,TMEM50A,29,-1.3571,67,-0.0432,103,0.70159,71,0.09560
ENSG00000204178,MACO1,46,0.99128,28,0.19093,27,0.05073,17,-0.8990
ENSG00000117643,MAN1C1,4,-2.6196,26,0.32553,44,1.09884,19,-0.3917
ENSG00000162430,SELENON,28,-0.2683,28,-0.3787,17,-1.0233,46,0.80942
ENSG00000117640,MTFR1L,100,0.70389,62,-0.1412,75,0.21639,55,-0.3735
ENSG00000117632,STMN1,1087,-0.2817,1580,0.49639,1106,-0.2539,1136,-0.2883
ENSG00000158008,EXTL1,37,-0.0945,49,0.57962,16,-1.3601,37,-0.1149
ENSG00000142684,ZNF593,30,-0.1875,35,0.10162,18,-0.9708,38,0.32418
ENSG00000142669,SH3BGRL3,252,-0.4530,323,-0.0751,382,0.22165,356,0.15100
ENSG00000158062,UBXN11,0,-4.3310,19,0.40565,19,0.30537,17,0.15240
ENSG00000117682,DHDDS,2,-2.7034,27,1.49752,2,-2.6907,14,-0.2973
ENSG00000198830,HMGN2,75,-1.1606,130,-0.3890,270,0.94893,170,0.20927
ENSG00000117713,ARID1A,74,0.21455,79,0.48764,57,-0.2079,50,-0.5489
ENSG00000204160,ZDHHC18,58,1.26634,31,0.20483,12,-1.3518,21,-0.6083
ENSG00000142751,GPN2,33,0.63983,29,0.65560,11,-1.1416,16,-0.6890
ENSG00000090273,NUDC,149,-0.1824,153,-0.2026,176,0.08504,184,0.23508
ENSG00000253368,TRNP1,11,-2.1571,53,0.41210,31,-0.5999,52,0.38253
ENSG00000090020,SLC9A1,3,-2.9196,36,1.21662,34,0.68061,13,-1.1503
ENSG00000142784,WDTC1,14,-1.3670,40,0.34461,31,-0.1730,37,0.16781
ENSG00000186501,TMEM222,83,0.21446,82,0.27532,58,-0.3707,65,-0.2351
ENSG00000158195,WASF2,9,-2.2172,30,-0.5911,74,1.05413,49,0.48574
ENSG00000126705,AHDC1,45,-0.1575,80,1.30762,15,-1.8219,33,-0.8479
ENSG00000126709,IFI6,220,0.80924,142,0.07079,136,-0.0165,106,-0.5584
ENSG00000009780,FAM76A,8,-1.1222,23,0.69561,11,-0.7754,17,-0.0398
ENSG00000117758,STX12,146,0.45514,126,0.30734,113,0.03518,84,-0.6082
ENSG00000117751,PPP1R8,23,-0.4381,35,0.31879,37,0.32447,26,-0.3185
ENSG00000117748,RPA2,17,-1.6682,66,0.70522,54,0.14030,43,-0.3079
ENSG00000126698,DNAJC8,113,-0.4321,166,0.28542,112,-0.4410,152,0.07136
ENSG00000130770,ATP5IF1,651,0.27618,537,-0.0639,478,-0.2354,559,0.02842
ENSG00000180098,TRNAU1AP,43,0.80831,32,0.39542,11,-1.3801,22,-0.4391
ENSG00000198492,YTHDF2,90,0.38406,93,0.63506,59,-0.3170,49,-0.7898
ENSG00000116350,SRSF4,14,-1.4597,43,0.37372,62,0.87920,30,-0.4501
ENSG00000116353,MECR,24,-0.4396,29,-0.1757,32,0.02512,37,0.33555
ENSG00000060656,PTPRU,9,-1.3149,40,1.93739,7,-1.6540,11,-1.2140
ENSG00000162511,LAPTM5,50,0.05398,26,-1.2518,70,0.62931,63,0.67130
ENSG00000162512,SDC3,109,0.26022,110,0.42174,54,-0.8617,83,-0.2494
ENSG00000134644,PUM1,120,-0.2044,202,1.07621,71,-1.0191,96,-0.7323
ENSG00000060688,SNRNP40,41,1.12905,19,-0.2702,32,0.66226,14,-0.8842
ENSG00000121766,ZCCHC17,115,-0.4769,182,0.40369,148,-0.0608,141,-0.1946
ENSG00000121769,FABP3,110,0.24985,95,0.02235,69,-0.5011,97,0.05803
ENSG00000162517,PEF1,44,-0.6437,86,0.62482,37,-0.9413,65,-0.0531
ENSG00000084636,COL16A1,17,-0.5919,26,0.09348,32,0.38935,25,-0.0587
ENSG00000121753,ADGRB2,101,-0.7628,210,0.64677,136,-0.2892,144,-0.2632
ENSG00000184007,PTP4A2,238,0.01398,185,-0.5330,262,0.17390,278,0.40094
ENSG00000121774,KHDRBS1,45,-1.4958,132,0.29478,109,-0.1171,128,0.22041
ENSG00000025800,KPNA6,14,-1.7377,70,1.38150,23,-0.9981,32,-0.6091
ENSG00000084652,TXLNA,51,1.44859,15,-0.8581,22,-0.0648,21,-0.1522
ENSG00000160050,CCDC28B,2,-2.5252,13,-0.3080,11,-0.5128,22,1.07520
ENSG00000084623,EIF3I,159,0.58483,115,0.05182,109,-0.0501,95,-0.3581
ENSG00000175130,MARCKSL1,277,-0.4627,236,-0.9274,607,0.85438,454,0.51138
ENSG00000160058,BSDC1,94,0.51020,92,0.71558,42,-0.7860,48,-0.7860
ENSG00000176261,ZBTB8OS,5,-3.0182,30,-0.5472,48,0.38227,55,0.93710
ENSG00000162521,RBBP4,66,-0.4325,108,0.54008,84,-0.0570,73,-0.3663
ENSG00000162522,KIAA1522,1,-3.7420,16,0.53214,4,-1.6702,16,0.63252
ENSG00000134684,YARS,96,-0.0103,109,0.30837,101,0.08004,82,-0.3616
ENSG00000116497,S100PBP,38,1.15305,15,-0.5736,25,0.38285,16,-0.3867
ENSG00000121905,HPCA,59,-1.6972,229,0.69453,144,-0.3049,168,-0.0836
ENSG00000121900,TMEM54,48,-0.0237,44,-0.1918,53,0.13950,51,0.13052
ENSG00000116514,RNF19B,10,-0.7819,20,0.50780,11,-0.5756,16,0.00273
ENSG00000004455,AK2,12,-1.3758,27,-0.2759,34,0.17044,39,0.60974
ENSG00000142920,AZIN2,3,-2.8756,29,0.88983,20,-0.0186,18,-0.2792
ENSG00000160094,ZNF362,21,0.26306,17,-0.0975,22,0.32458,16,-0.2031
ENSG00000134686,PHC2,18,-1.8483,66,0.26518,78,0.45920,60,0.02281
ENSG00000163866,SMIM12,7,-2.7327,53,0.58635,34,-0.3341,45,0.17150
ENSG00000116544,DLGAP3,2,-3.5136,32,0.38223,24,-0.2036,32,0.37994
ENSG00000116560,SFPQ,76,-1.0369,163,0.24580,199,0.51113,137,-0.1558
ENSG00000146463,ZMYM4,58,0.87378,32,-0.1686,45,0.42352,26,-0.5991
ENSG00000142687,KIAA0319L,104,0.79495,71,0.20265,55,-0.2643,50,-0.5785
ENSG00000020129,NCDN,417,0.22081,493,0.76872,271,-0.4811,252,-0.7800
ENSG00000126067,PSMB2,46,-1.3493,143,0.69938,111,0.03962,94,-0.3149
ENSG00000142686,C1orf216,40,-0.8900,82,0.34750,94,0.46847,62,-0.2816
ENSG00000092847,AGO1,25,-0.0821,26,-0.0488,29,0.13650,27,0.02016
ENSG00000126070,AGO3,25,0.29319,18,-0.3607,28,0.45979,21,-0.0410
ENSG00000116863,ADPRHL2,44,1.04576,21,-0.2898,19,-0.3823,22,-0.1926
ENSG00000054116,TRAPPC3,60,0.10436,58,0.07460,64,0.21132,51,-0.2344
ENSG00000116871,MAP7D1,161,-0.1496,167,-0.1253,244,0.55019,168,-0.1053
ENSG00000054118,THRAP3,41,-0.6526,77,0.57066,59,-0.0787,53,-0.3086
ENSG00000196182,STK40,12,-0.4549,18,0.29269,19,0.33104,14,-0.2868
ENSG00000181817,LSM10,27,-0.6159,39,-0.0407,52,0.44763,41,0.05067
ENSG00000116885,OSCP1,15,-0.0525,23,0.99862,8,-1.0642,11,-0.6997
ENSG00000116898,MRPS15,51,-0.0849,50,-0.1587,62,0.23360,55,0.07890
ENSG00000163873,GRIK3,58,0.44615,73,1.37848,16,-1.5983,21,-1.4248
ENSG00000163875,MEAF6,135,0.43953,118,0.28817,90,-0.2308,85,-0.4421
ENSG00000134697,GNL2,36,0.89607,23,0.15481,17,-0.3999,17,-0.5420
ENSG00000185090,MANEAL,88,1.60599,39,0.19172,21,-0.8156,20,-1.1293
ENSG00000196449,YRDC,12,-0.3330,17,0.44279,14,0.01188,12,-0.3304
ENSG00000197982,C1orf122,197,-0.6270,256,-0.2829,366,0.38713,332,0.31640
ENSG00000183431,SF3A3,27,-0.3047,42,0.64990,27,-0.2896,26,-0.4391
ENSG00000183520,UTP11,24,-0.2534,35,0.49171,29,0.04955,23,-0.4405
ENSG00000116954,RRAGC,32,-0.4222,55,0.67505,29,-0.6038,37,-0.2947
ENSG00000174574,AKIRIN1,63,-0.5441,95,0.17598,102,0.24773,85,-0.0821
ENSG00000168653,NDUFS5,596,-0.1354,586,-0.2234,628,-0.0513,733,0.29666
ENSG00000127603,MACF1,93,-0.3601,118,0.05377,112,-0.0501,122,0.12084
ENSG00000090621,PABPC4,47,-0.6103,66,-0.0650,106,0.74968,65,-0.1166
ENSG00000116983,HPCAL4,222,-0.7213,483,0.85413,225,-0.7003,296,-0.3560
ENSG00000084072,PPIE,38,0.24934,32,-0.0663,31,-0.1001,32,-0.0126
ENSG00000168389,MFSD2A,44,1.22793,18,-0.3689,28,0.38782,16,-0.6646
ENSG00000131236,CAP1,80,-0.9887,176,0.39832,111,-0.4845,159,0.14367
ENSG00000131238,PPT1,182,0.64783,121,-0.0549,141,0.20658,102,-0.4209
ENSG00000259943,AL050341.2,6,-1.4943,15,-0.2457,30,1.00365,18,0.11030
ENSG00000084073,ZMPSTE24,64,0.85759,46,0.40572,24,-0.7590,28,-0.6711
ENSG00000049089,COL9A2,13,-0.5921,11,-1.0346,18,-0.0459,28,1.11627
ENSG00000084070,SMAP2,96,-0.0421,116,0.39265,95,-0.0547,83,-0.3728
ENSG00000117016,RIMS3,106,0.68657,78,0.23655,53,-0.4541,57,-0.4547
ENSG00000066136,NFYC,63,1.00059,39,0.22482,30,-0.2691,24,-0.7754
ENSG00000204060,FOXO6,4,-2.1514,29,1.09035,12,-0.7937,17,-0.2731
ENSG00000127124,HIVEP3,11,-1.1979,34,0.96171,30,0.42611,15,-0.9143
ENSG00000198815,FOXJ3,56,0.22378,63,0.66318,42,-0.2507,34,-0.7525
ENSG00000177181,RIMKLA,37,0.99023,22,0.14413,9,-1.2496,18,-0.3268
ENSG00000127125,PPCS,99,0.53866,66,-0.1721,63,-0.2007,71,-0.0301
ENSG00000171960,PPIH,25,0.39230,15,-0.5926,30,0.67493,20,-0.0200
ENSG00000065978,YBX1,152,0.61978,73,-0.7654,193,1.05472,93,-0.2830
ENSG00000164008,C1orf50,43,0.64175,25,-0.3240,55,1.07053,20,-0.7500
ENSG00000177868,SVBP,3,-3.3868,29,-0.2411,56,0.90508,38,0.38177
ENSG00000117394,SLC2A1,66,0.52227,24,-1.3648,154,2.18722,32,-0.8739
ENSG00000117395,EBNA1BP2,25,-1.6058,89,0.55722,59,-0.3139,73,0.05025
ENSG00000179178,TMEM125,58,0.81471,25,-0.7054,69,1.13654,28,-0.5464
ENSG00000066322,ELOVL1,37,-0.5802,39,-0.6746,68,0.39595,69,0.62930
ENSG00000159479,MED8,30,0.81324,22,0.41494,11,-0.8195,14,-0.6253
ENSG00000178922,HYI,17,-0.7336,20,-0.6710,52,1.10940,30,0.22135
ENSG00000142949,PTPRF,95,-0.2727,154,0.80515,96,-0.2625,83,-0.6541
ENSG00000066135,KDM4A,6,-1.4268,22,0.85250,17,0.13152,12,-0.5253
ENSG00000126091,ST3GAL3,20,-0.5626,29,0.05075,14,-1.0541,35,0.52979
ENSG00000117408,IPO13,30,-1.3810,71,-0.0797,103,0.57351,80,0.21509
ENSG00000117410,ATP6V0B,395,0.22282,441,0.61166,335,-0.0516,237,-0.7895
ENSG00000117411,B4GALT2,43,-0.6039,63,0.01489,68,0.12877,67,0.16140
ENSG00000159214,CCDC24,53,1.32533,21,-0.3254,10,-1.4261,24,-0.0798
ENSG00000178028,DMAP1,30,-0.5855,50,0.32099,61,0.57986,36,-0.4261
ENSG00000117419,ERI3,188,0.03954,205,0.26746,165,-0.1690,166,-0.2207
ENSG00000187147,RNF220,108,0.18004,99,0.04711,90,-0.1233,94,-0.0801
ENSG00000126106,TMEM53,15,0.01721,15,0.14380,7,-1.0099,16,0.20478
ENSG00000142937,RPS8,927,-0.4787,862,-0.7766,2278,1.05084,1394,0.26691
ENSG00000070785,EIF2B3,15,-0.7875,31,0.52054,16,-0.7265,25,0.04002
ENSG00000126107,HECTD3,3,-2.5001,21,0.84108,16,0.06167,13,-0.3005
ENSG00000126088,UROD,111,0.39842,99,0.27756,68,-0.4206,76,-0.3237
ENSG00000117450,PRDX1,303,-0.4241,383,-0.0627,462,0.26740,412,0.10495
ENSG00000117448,AKR1A1,35,-0.6717,51,-0.0963,98,1.04730,47,-0.2828
ENSG00000132780,NASP,30,-0.1539,31,-0.1476,43,0.45511,32,-0.0240
ENSG00000159592,GPBP1L1,6,-2.3629,30,0.08187,31,0.13866,35,0.43982
ENSG00000159596,TMEM69,18,0.02833,19,0.18576,31,0.94995,12,-0.8409
ENSG00000086015,MAST2,45,1.00603,22,-0.2894,32,0.37076,20,-0.5417
ENSG00000117461,PIK3R3,22,0.36194,15,-0.3959,21,0.32869,18,0.02812
ENSG00000085998,POMGNT1,76,0.42631,64,0.19624,68,0.24487,45,-0.5773
ENSG00000132128,LRRC41,86,0.74651,64,0.34664,39,-0.5834,42,-0.5769
ENSG00000173660,UQCRH,568,0.17060,482,-0.1388,383,-0.4721,568,0.24388
ENSG00000117480,FAAH,25,-0.5694,51,0.92874,17,-1.1118,30,-0.3704
ENSG00000282881,TMEM275,30,0.74353,22,0.23241,19,-0.0574,14,-0.6773
ENSG00000079277,MKNK1,2,-2.7733,18,0.12619,31,0.97497,17,-0.0645
ENSG00000123472,ATPAF1,138,0.07899,112,-0.3438,127,-0.0539,150,0.31217
ENSG00000159658,EFCAB14,118,0.73181,56,-0.6633,88,0.22257,80,0.09539
ENSG00000186377,CYP4X1,3,-2.3699,25,1.60910,5,-1.4629,11,-0.6460
ENSG00000162368,CMPK1,76,-0.4303,114,0.34151,105,0.10252,89,-0.2246
ENSG00000162373,BEND5,10,-0.6162,19,0.46123,5,-1.7734,18,0.28476
ENSG00000162374,ELAVL4,44,-1.1146,165,1.85976,35,-1.4802,49,-1.2263
ENSG00000185104,FAF1,2,-3.5592,34,0.31347,43,0.61294,30,0.04037
ENSG00000123091,RNF11,306,-0.2756,467,0.63353,262,-0.5257,312,-0.3366
ENSG00000085832,EPS15,95,-0.6737,181,0.55863,133,-0.1407,129,-0.2590
ENSG00000117859,OSBPL9,36,0.96922,14,-0.8050,34,0.85716,17,-0.3489
ENSG00000078618,NRDC,70,-0.0005,86,0.53208,38,-0.9686,64,-0.2042
ENSG00000169213,RAB3B,369,1.67846,164,0.26686,28,-2.5496,95,-0.9012
ENSG00000117862,TXNDC12,36,0.15892,33,0.03651,48,0.66075,26,-0.5043
