Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000107404,DVL1,97,0.32453,81,0.03021,77,-0.0534,41,-1.0367,45,-0.8785,75,-0.1038,84,0.08430,98,0.33720,89,0.17090,110,0.52101
ENSG00000175756,AURKAIP1,165,-0.2009,154,-0.3119,197,0.07939,178,-0.0786,160,-0.2507,147,-0.3795,243,0.42409,216,0.22781,206,0.15627,207,0.15790
ENSG00000221978,CCNL2,85,0.34647,104,0.68044,62,-0.1604,75,0.13599,52,-0.4491,71,0.06330,59,-0.2378,61,-0.1909,33,-1.1079,84,0.33215
ENSG00000242485,MRPL20,194,0.00691,231,0.28588,138,-0.5249,208,0.11845,188,-0.0441,217,0.18522,195,0.01222,218,0.19393,178,-0.1292,166,-0.2443
ENSG00000179403,VWA1,10,-2.5662,18,-1.7442,15,-1.9770,7,-3.0561,43,-0.4238,34,-0.7782,49,-0.1982,8,-2.7872,71,0.38196,305,3.40652
ENSG00000197785,ATAD3A,16,-0.4185,29,0.48012,26,0.30722,33,0.70013,38,0.93630,8,-1.4559,6,-1.7805,15,-0.5540,26,0.33252,16,-0.4217
ENSG00000205090,TMEM240,54,0.28934,72,0.75653,38,-0.2739,72,0.74370,43,-0.1039,49,0.12782,21,-1.1826,46,0.01251,31,-0.6090,29,-0.6989
ENSG00000160075,SSU72,188,0.06536,167,-0.1204,211,0.25767,223,0.34431,136,-0.4423,189,0.07867,169,-0.0984,235,0.43329,181,0.01088,102,-0.8928
ENSG00000228594,FNDC10,30,-0.9582,53,-0.0798,63,0.19338,51,-0.1426,79,0.55799,65,0.23183,88,0.74357,58,0.04020,52,-0.1277,22,-1.4566
ENSG00000272106,AL691432.2,13,-0.7902,13,-0.7686,17,-0.3488,12,-0.8692,15,-0.5299,46,1.27861,7,-1.6403,35,0.81247,23,0.10675,33,0.69535
ENSG00000197530,MIB2,39,-0.3518,46,-0.1240,43,-0.2109,43,-0.2138,70,0.55843,91,1.01366,48,-0.0403,41,-0.2909,31,-0.7020,41,-0.2802
ENSG00000189339,SLC35E2B,1,-4.0201,11,-0.8052,16,-0.3231,24,0.33907,17,-0.2153,37,1.05418,37,1.06391,12,-0.7219,22,0.18376,17,-0.1657
ENSG00000215790,SLC35E2A,37,0.55086,9,-1.6454,21,-0.3297,45,0.87812,21,-0.3486,29,0.13792,24,-0.1771,38,0.58690,31,0.25877,9,-1.5784
ENSG00000008130,NADK,45,0.33134,26,-0.5352,37,0.02808,34,-0.0957,35,-0.0655,47,0.39799,24,-0.6373,54,0.65206,21,-0.8476,41,0.19766
ENSG00000078369,GNB1,651,0.30171,563,0.06500,558,0.05108,595,0.15519,403,-0.4608,531,-0.0265,670,0.34931,616,0.21186,493,-0.1468,323,-0.8047
ENSG00000187730,GABRD,132,-0.0289,244,0.98825,73,-0.9465,92,-0.5998,175,0.42296,160,0.27977,194,0.59608,182,0.48699,46,-1.6312,49,-1.5447
ENSG00000067606,PRKCZ,167,-0.6163,256,0.05628,232,-0.0955,312,0.37772,305,0.34079,232,-0.0967,279,0.19890,328,0.46188,216,-0.2145,142,-0.8572
ENSG00000162585,FAAP20,32,-1.2957,108,0.59190,48,-0.6841,59,-0.3780,69,-0.1314,35,-1.1546,86,0.21256,101,0.47690,88,0.24536,125,0.83905
ENSG00000157933,SKI,21,-0.4631,24,-0.2971,34,0.25202,13,-1.2587,50,0.89029,32,0.17689,44,0.70068,15,-0.9609,31,0.11181,24,-0.2633
ENSG00000157916,RER1,67,-0.3344,96,0.24677,108,0.43905,123,0.65711,55,-0.6316,64,-0.4048,101,0.32947,66,-0.3443,67,-0.3156,77,-0.1117
ENSG00000157911,PEX10,9,-1.9644,47,0.53722,32,-0.0776,28,-0.2900,24,-0.5357,45,0.46521,33,-0.0330,45,0.44799,45,0.44312,30,-0.1695
ENSG00000149527,PLCH2,37,0.31842,6,-2.4316,66,1.31896,59,1.11786,1,-4.6927,43,0.57132,8,-1.8738,23,-0.3882,35,0.26465,23,-0.4467
ENSG00000197921,HES5,4,-2.1308,6,-1.3703,10,-0.7615,14,-0.1765,16,-0.0109,26,0.78167,20,0.36070,9,-0.9269,40,1.54471,16,-0.0248
ENSG00000157870,PRXL2B,76,0.41104,39,-0.6576,61,0.04989,53,-0.1845,83,0.54997,57,-0.0486,98,0.83549,52,-0.2003,39,-0.6611,34,-0.8770
ENSG00000158109,TPRG1L,256,0.20339,178,-0.3756,262,0.23870,315,0.54229,264,0.25200,258,0.21581,221,-0.0305,221,-0.0346,163,-0.5077,119,-0.9919
ENSG00000116213,WRAP73,2,-3.0810,27,0.90932,15,5.51186,14,-0.1772,17,0.19208,12,-0.4302,20,0.45487,13,-0.3114,18,0.23694,16,0.09317
ENSG00000130764,LRRC47,111,0.37810,90,0.03787,73,-0.2986,133,0.67683,93,0.09327,68,-0.4051,87,-0.0112,86,-0.0302,60,-0.5938,78,-0.1969
ENSG00000196581,AJAP1,57,0.96204,52,0.82008,22,-0.5737,17,-0.9638,29,-0.1352,52,0.80397,25,-0.3873,23,-0.4673,18,-0.8716,22,-0.5523
ENSG00000069424,KCNAB2,255,-0.0352,280,0.11456,320,0.32788,231,-0.1950,249,-0.0762,301,0.22877,266,0.03099,413,0.75795,183,-0.5566,112,-1.3052
ENSG00000116254,CHD5,169,0.30420,158,0.19741,72,-1.0288,136,-0.0509,219,0.73618,218,0.72986,119,-0.2503,132,-0.0886,101,-0.5141,75,-0.9653
ENSG00000116251,RPL22,501,-0.1718,385,-0.5865,409,-0.4926,338,-0.7846,570,0.03255,416,-0.4654,512,-0.1377,462,-0.3016,864,0.71809,1129,1.18854
ENSG00000116237,ICMT,36,-0.4450,56,0.25847,61,0.39763,64,0.49154,19,-1.3712,58,0.32819,59,0.34079,47,-0.0112,35,-0.4619,39,-0.2858
ENSG00000158292,GPR153,3,-2.1395,31,1.17416,12,-0.3809,22,0.58179,0,-4.1455,23,0.71568,15,0.03697,17,0.21322,16,0.07539,11,-0.5196
ENSG00000097021,ACOT7,427,0.36480,321,-0.0977,548,0.78546,638,1.05180,220,-0.6834,294,-0.2328,367,0.12108,301,-0.1983,176,-1.0260,115,-1.6637
ENSG00000215788,TNFRSF25,51,1.01883,24,-0.2139,20,-0.4845,11,-1.3805,53,1.08287,51,0.99403,10,-1.5080,18,-0.6193,21,-0.4280,17,-0.7677
ENSG00000171680,PLEKHG5,68,1.51371,37,0.45245,20,-0.4977,15,-0.9777,16,-0.8796,42,0.65766,24,-0.2431,31,0.18638,19,-0.5862,7,-1.9606
ENSG00000162408,NOL9,24,-0.4924,19,-0.8802,38,0.24618,42,0.39405,43,0.42286,39,0.26594,46,0.52832,25,-0.4277,35,0.09924,19,-0.8584
ENSG00000162413,KLHL21,27,-0.5542,55,0.55883,44,0.21016,40,0.06794,32,-0.3107,56,0.60302,26,-0.6261,41,0.07543,33,-0.2514,33,-0.2244
ENSG00000116273,PHF13,19,0.09151,27,0.59985,10,-0.9204,12,-0.6057,29,0.73970,30,0.82304,16,-0.2391,10,-0.9581,15,-0.2544,15,-0.3458
ENSG00000041988,THAP3,35,0.44162,22,-0.2951,22,-0.3140,23,-0.2140,15,-0.8591,48,0.97176,23,-0.2462,33,0.37080,26,-0.0542,19,-0.5224
ENSG00000007923,DNAJC11,57,0.37117,47,0.03920,24,-0.9721,41,-0.1619,72,0.76555,65,0.57652,48,0.10100,43,-0.0807,28,-0.7345,28,-0.7306
ENSG00000171735,CAMTA1,133,-0.4456,239,0.49191,99,-0.8958,125,-0.5479,275,0.72706,249,0.56411,192,0.13440,130,-0.4877,181,0.04096,144,-0.3284
ENSG00000049245,VAMP3,17,-1.0506,24,-0.4883,8,-2.0285,7,-2.2695,19,-0.8842,33,-0.0060,24,-0.5282,10,-1.8675,47,0.56157,145,2.75328
ENSG00000049246,PER3,3,-2.6626,23,0.38085,6,-1.7022,9,-1.0012,21,0.17801,18,-0.0661,22,0.29838,13,-0.5687,21,0.23439,48,1.64310
ENSG00000116288,PARK7,417,0.00669,301,-0.5043,466,0.18710,439,0.08831,495,0.28584,400,-0.0608,539,0.42564,348,-0.2785,403,-0.0468,343,-0.3044
ENSG00000116285,ERRFI1,33,0.71776,23,0.13579,17,-0.3437,30,0.56915,37,0.93354,12,-0.9070,20,-0.0905,16,-0.4454,10,-1.0672,13,-0.7152
ENSG00000162426,SLC45A1,66,0.35815,65,0.34615,67,0.37623,50,-0.0791,68,0.41222,47,-0.1751,89,0.85525,36,-0.6117,31,-0.8380,9,-2.5764
ENSG00000142599,RERE,99,0.00431,133,0.48062,88,-0.1869,65,-0.6522,107,0.12614,85,-0.2455,108,0.13735,98,-0.0097,111,0.17976,96,-0.0549
ENSG00000074800,ENO1,1004,0.49544,684,-0.1280,1163,0.74417,822,0.16701,609,-0.3109,686,-0.1236,735,-0.0144,550,-0.4720,751,0.02169,408,-0.9306
ENSG00000171612,SLC25A33,14,-1.5491,30,-0.3807,42,0.14197,34,-0.2034,16,-1.3043,34,-0.1787,89,1.42958,40,0.04569,58,0.65705,28,-0.5007
ENSG00000188807,TMEM201,31,0.72638,14,-0.5542,13,-0.6943,17,-0.2859,18,-0.1456,21,0.07591,19,-0.1226,11,-0.9157,8,-1.2840,49,1.49601
ENSG00000171603,CLSTN1,1056,0.42615,1189,0.62450,1164,0.58893,739,-0.1513,743,-0.1424,719,-0.1955,982,0.30680,738,-0.1543,448,-0.9279,349,-1.3054
ENSG00000178585,CTNNBIP1,18,-1.3068,42,-0.0651,73,0.85457,27,-0.7075,58,0.45542,48,0.17613,60,0.52341,32,-0.4833,50,0.21249,26,-0.7780
ENSG00000162441,LZIC,4,-2.9839,29,-0.2277,24,-0.4927,24,-0.5275,25,-0.4245,18,-0.9538,79,1.49185,37,0.19385,33,0.00553,58,0.91111
ENSG00000130939,UBE4B,27,-0.6266,48,0.25988,60,0.62661,40,-0.0137,59,0.60223,48,0.24856,20,-1.0686,44,0.10850,31,-0.4277,31,-0.4472
ENSG00000054523,KIF1B,260,-0.0152,240,-0.1410,229,-0.2119,243,-0.1214,274,0.07169,334,0.39539,357,0.50277,264,0.00927,232,-0.1938,189,-0.5184
ENSG00000142657,PGD,67,0.05436,68,0.08815,70,0.11650,71,0.13749,67,0.06395,65,0.00475,64,-0.0165,60,-0.1128,44,-0.6095,71,0.15533
ENSG00000241563,CORT,773,3.75195,34,-2.0076,16,-3.0835,87,-0.6024,26,-2.3890,40,-1.7674,76,-0.8200,95,-0.4748,82,-0.7065,55,-1.3024
ENSG00000160049,DFFA,9,-1.9025,33,0.10432,26,-0.2436,33,0.13093,15,-1.1234,29,-0.1106,22,-0.4973,27,-0.1803,52,0.85637,62,1.15725
ENSG00000142655,PEX14,23,-0.4459,45,0.63498,39,0.41278,37,0.33996,24,-0.3803,35,0.22450,48,0.75028,20,-0.6185,18,-0.8228,14,-1.1504
ENSG00000120948,TARDBP,78,0.14356,89,0.36309,61,-0.2520,53,-0.4466,96,0.49061,91,0.39649,47,-0.6465,72,0.00968,56,-0.3665,68,-0.0642
ENSG00000116649,SRM,114,-0.3381,176,0.35866,223,0.75373,181,0.39708,94,-0.6310,139,-0.0218,127,-0.1635,135,-0.0693,120,-0.2569,102,-0.5092
ENSG00000171824,EXOSC10,16,-0.7628,39,0.65688,29,0.19468,22,-0.2428,20,-0.3796,17,-0.6782,22,-0.2155,18,-0.5320,29,0.16452,46,0.96041
ENSG00000198793,MTOR,36,-0.4020,58,0.34036,70,0.66614,67,0.58325,25,-0.9580,40,-0.2279,48,0.06060,48,0.04357,43,-0.1264,31,-0.6348
ENSG00000116661,FBXO2,289,-0.0029,263,-0.1521,348,0.29957,305,0.08447,168,-0.8457,222,-0.4139,197,-0.6020,210,-0.5006,596,1.22166,294,0.02488
ENSG00000132879,FBXO44,273,0.60436,182,-0.0567,220,0.24750,219,0.24218,178,-0.0890,253,0.47988,168,-0.1887,179,-0.0813,139,-0.4762,75,-1.4261
ENSG00000116670,MAD2L2,60,1.50296,18,-0.4898,20,-0.3674,19,-0.4497,18,-0.5113,31,0.35664,18,-0.4868,16,-0.6688,31,0.36841,18,-0.5277
ENSG00000011021,CLCN6,80,0.29624,81,0.30478,78,0.24308,74,0.16589,74,0.16698,71,0.09846,51,-0.4291,51,-0.4242,68,0.02165,40,-0.7764
ENSG00000116685,KIAA2013,25,-0.9762,54,0.22958,58,0.34233,71,0.67772,62,0.45284,47,0.00544,37,-0.3871,37,-0.3671,31,-0.6291,47,-0.0015
ENSG00000083444,PLOD1,19,-0.8650,27,-0.3464,20,-0.7536,21,-0.7396,25,-0.4370,41,0.32920,68,1.17770,15,-1.1749,38,0.19990,60,0.96886
ENSG00000116688,MFN2,103,0.17310,123,0.47000,120,0.42249,92,-0.0084,86,-0.1080,83,-0.1677,97,0.08319,75,-0.3223,66,-0.5159,77,-0.2824
ENSG00000116691,MIIP,7,-1.8334,31,0.48396,13,-0.9271,12,-1.0148,46,1.15172,22,-0.0665,35,0.66566,15,-0.7087,17,-0.4685,34,0.62388
ENSG00000048707,VPS13D,38,-0.3367,80,0.85664,36,-0.4364,43,-0.1386,50,0.07667,50,0.07386,66,0.54029,41,-0.2360,36,-0.4229,34,-0.5043
ENSG00000162496,DHRS3,26,-0.2442,52,0.91774,13,-1.2946,10,-1.7015,43,0.57948,13,-1.2353,48,0.78372,19,-0.7162,47,0.73403,29,-0.0482
ENSG00000116731,PRDM2,76,0.12622,68,-0.0410,71,0.03021,39,-0.8993,115,0.81764,91,0.43301,56,-0.3604,66,-0.0809,56,-0.3576,61,-0.2117
ENSG00000189337,KAZN,17,-1.5728,55,0.27076,70,0.65013,50,0.09936,50,0.09774,29,-0.7614,60,0.40263,49,0.07980,30,-0.6747,59,0.36163
ENSG00000142634,EFHD2,54,-0.9548,14,-2.9309,38,-1.4985,79,-0.3766,538,3.36754,41,-1.3848,58,-0.8381,29,-1.9011,83,-0.2968,69,-0.5749
ENSG00000116138,DNAJC16,37,0.51761,34,0.40221,23,-0.2545,40,0.64037,36,0.49543,16,-0.8257,10,-1.4499,23,-0.2125,19,-0.5189,29,0.13798
ENSG00000197312,DDI2,8,-1.3086,25,0.40685,7,-1.4046,27,0.51535,39,1.17403,18,-0.1454,21,0.12807,22,0.21915,13,-0.5498,13,-0.6469
ENSG00000116786,PLEKHM2,73,-0.4629,97,-0.0176,98,0.00092,105,0.10982,101,0.03834,103,0.06558,130,0.45541,112,0.20924,113,0.22544,51,-1.0248
ENSG00000065526,SPEN,30,0.04987,24,-0.2908,18,-0.7379,22,-0.4752,32,0.11003,54,1.00863,15,-1.0150,11,-1.4493,33,0.20399,54,1.00809
ENSG00000116809,ZBTB17,3,-2.5468,29,0.85820,10,-0.9005,9,-1.0632,12,-0.5453,10,-0.8238,23,0.44675,20,0.18844,20,0.20714,39,1.34071
ENSG00000185519,FAM131C,14,-0.8721,47,1.08757,11,-1.1355,12,-1.0798,17,-0.5715,29,0.27144,17,-0.5005,35,0.58180,28,0.24019,33,0.48313
ENSG00000037637,FBXO42,28,0.22400,32,0.47420,19,-0.3173,41,0.88422,38,0.74631,10,-1.3511,22,-0.0995,29,0.28405,13,-0.9537,8,-1.6967
ENSG00000055070,SZRD1,10,-1.5568,24,-0.2970,32,0.13876,20,-0.5960,21,-0.5189,36,0.29175,17,-0.8482,20,-0.5908,33,0.16984,82,1.76103
ENSG00000058453,CROCC,7,-1.4933,21,0.17008,26,0.52100,19,0.00312,20,0.13600,17,-0.1234,14,-0.4208,11,-0.7335,19,0.00559,32,0.90485
ENSG00000238142,BX284668.5,20,0.26418,7,-1.2873,16,-0.0444,19,0.23850,12,-0.5692,11,-0.7029,20,0.26724,23,0.48090,24,0.59743,16,-0.0671
ENSG00000159363,ATP13A2,174,-0.4159,371,0.81480,223,-0.0258,313,0.52301,124,-0.9349,177,-0.3912,349,0.71067,297,0.43805,154,-0.6092,86,-1.4948
ENSG00000117118,SDHB,103,0.00382,135,0.43193,108,0.07036,140,0.50099,95,-0.1319,108,0.06575,91,-0.1990,100,-0.0524,87,-0.2668,65,-0.7186
ENSG00000117115,PADI2,4,-3.2480,13,-1.5943,9,-2.1479,10,-1.9714,10,-1.8970,3,-3.7481,5,-2.8562,15,-1.3457,71,1.09582,228,3.84483
ENSG00000179051,RCC2,16,-0.6976,65,1.63717,22,-0.2118,24,-0.0295,18,-0.5334,19,-0.4550,15,-0.7280,26,0.06214,34,0.49031,11,-1.2295
ENSG00000074964,ARHGEF10L,16,-0.0880,19,0.15491,11,-0.6919,22,0.40139,9,-1.0375,7,-1.2418,29,0.82559,17,-0.0127,30,0.92665,12,-0.5927
ENSG00000117154,IGSF21,50,-0.7425,133,0.80568,61,-0.4439,51,-0.7116,227,1.79204,44,-0.9510,57,-0.5442,91,0.17542,57,-0.5677,42,-1.0239
ENSG00000159423,ALDH4A1,28,-0.4834,25,-0.6180,34,-0.1470,4,-3.2222,42,0.17080,29,-0.3943,77,1.20060,41,0.12552,66,0.93412,30,-0.3509
ENSG00000127463,EMC1,29,-0.1294,48,0.67525,41,0.42298,27,-0.2301,23,-0.4827,25,-0.3835,42,0.45936,23,-0.4848,24,-0.4347,34,0.10480
ENSG00000053372,MRTO4,28,-0.3918,41,0.24358,42,0.26287,39,0.16343,43,0.29493,45,0.37373,39,0.16044,31,-0.2097,24,-0.5965,23,-0.6768
ENSG00000053371,AKR7A2,54,0.66186,22,-0.7411,35,-0.0484,55,0.67533,23,-0.7153,24,-0.6386,15,-1.2946,25,-0.5644,70,1.10382,38,0.07014
ENSG00000077549,CAPZB,191,-0.1728,203,-0.0704,214,0.00812,304,0.58379,206,-0.0532,199,-0.1026,267,0.37091,180,-0.2640,174,-0.3160,188,-0.1935
ENSG00000173436,MICOS10,385,-0.1107,351,-0.2556,428,0.05841,424,0.04259,414,0.00577,331,-0.3491,457,0.16585,480,0.24527,456,0.16289,399,-0.0530
ENSG00000158747,NBL1,211,-0.2235,281,0.23628,217,-0.1817,328,0.49073,381,0.74082,213,-0.2111,155,-0.6992,197,-0.3287,261,0.11804,184,-0.4340
ENSG00000169914,OTUD3,6,-1.6209,16,-0.1831,12,-0.6042,25,0.54645,21,0.27366,12,-0.5622,38,1.25392,24,0.49753,15,-0.2719,9,-1.0620
ENSG00000162545,CAMK2N1,1078,-0.0642,1520,0.49583,1083,-0.0565,1046,-0.1127,304,-1.9952,1672,0.65504,1018,-0.1556,1982,0.94845,934,-0.2922,587,-1.0097
ENSG00000090432,MUL1,15,-0.9420,43,0.70612,24,-0.2375,24,-0.2393,33,0.24122,56,1.15738,20,-0.5436,23,-0.3294,22,-0.3593,20,-0.4914
ENSG00000183114,FAM43B,8,-1.3471,18,-0.1563,5,-2.0829,9,-1.2431,94,2.89902,6,-1.8267,28,0.50396,2,-3.1673,17,-0.3085,17,-0.2981
ENSG00000158828,PINK1,453,-0.1284,485,-0.0165,679,0.53115,723,0.63639,498,0.02514,467,-0.0769,359,-0.4920,557,0.20496,447,-0.1488,237,-1.1272
ENSG00000244038,DDOST,49,0.48381,33,-0.1484,51,0.54281,57,0.74115,23,-0.7006,28,-0.3947,52,0.58577,29,-0.3681,27,-0.4551,14,-1.4388
ENSG00000189410,SH2D5,68,1.02181,12,-1.6640,43,0.24654,51,0.52136,30,-0.3122,60,0.79272,38,0.05047,33,-0.1794,21,-0.8874,13,-1.6028
ENSG00000127483,HP1BP3,107,-0.3923,131,-0.0729,120,-0.2086,118,-0.2451,198,0.59863,170,0.34988,182,0.46135,80,-0.8356,116,-0.2626,149,0.13665
ENSG00000075151,EIF4G3,130,0.08824,180,0.61602,126,0.03213,140,0.20929,137,0.16573,96,-0.3907,152,0.33954,121,-0.0347,56,-1.2139,95,-0.4092
ENSG00000117298,ECE1,11,-1.1385,31,0.49743,13,-0.8148,6,-1.8890,19,-0.3223,37,0.80487,10,-1.1804,6,-2.0484,20,-0.1761,74,2.09070
ENSG00000076864,RAP1GAP,207,0.07008,228,0.22956,230,0.24652,248,0.36617,311,0.74867,212,0.10913,139,-0.5523,190,-0.0668,133,-0.6264,80,-1.3881
ENSG00000090686,USP48,46,0.13939,43,0.01987,32,-0.4379,36,-0.2764,48,0.18183,40,-0.1002,61,0.59341,23,-0.9557,26,-0.7377,70,0.81816
ENSG00000070831,CDC42,221,-0.2094,316,0.36797,329,0.43170,360,0.58306,206,-0.3185,125,-1.0861,350,0.53672,231,-0.1399,160,-0.7099,223,-0.1977
ENSG00000173372,C1QA,11,-1.8555,12,-1.7354,25,-0.6536,15,-1.4348,19,-1.0703,36,-0.0926,28,-0.5122,27,-0.5293,75,1.12078,135,2.27365
ENSG00000159189,C1QC,10,-1.5309,11,-1.3152,16,-0.8488,9,-1.6938,10,-1.5030,13,-1.1268,23,-0.3020,23,-0.3095,67,1.50358,94,2.20176
ENSG00000173369,C1QB,53,-0.3875,40,-0.8338,16,-2.2142,9,-3.0085,33,-1.1298,59,-0.2300,61,-0.1833,44,-0.6665,118,0.91619,248,2.36042
ENSG00000004487,KDM1A,31,-0.9616,96,0.82647,92,0.74356,69,0.27649,65,0.16763,69,0.27418,42,-0.5089,53,-0.1575,42,-0.4943,23,-1.3996
ENSG00000169641,LUZP1,31,-0.5948,79,0.90284,48,0.08623,63,0.51913,62,0.51545,26,-0.8547,36,-0.3457,61,0.46584,27,-0.8133,22,-1.1168
ENSG00000125944,HNRNPR,116,0.29444,96,-0.0180,115,0.27376,96,-0.0123,144,0.65320,105,0.12888,104,0.11555,56,-0.8378,75,-0.4067,61,-0.7207
ENSG00000117318,ID3,44,-0.6620,4,-4.0860,19,-1.9088,7,-3.2573,8,-3.1176,23,-1.6108,6,-3.4620,12,-2.6112,124,1.02447,422,3.92367
ENSG00000142676,RPL11,320,-0.9973,422,-0.5718,449,-0.4744,305,-1.0705,516,-0.2566,447,-0.4832,461,-0.4337,567,-0.1088,909,0.66561,1672,1.77462
ENSG00000011007,ELOA,14,-0.3605,18,-0.0368,15,-0.3378,11,-0.7881,45,1.55273,26,0.56471,12,-0.6800,15,-0.3106,13,-0.4993,13,-0.4664
ENSG00000057757,PITHD1,291,0.44948,202,-0.1408,231,0.07211,294,0.47189,210,-0.0751,270,0.32830,246,0.17846,220,-0.0016,136,-0.7593,105,-1.1535
ENSG00000011009,LYPLA2,72,0.45470,54,-0.0057,44,-0.3282,64,0.24936,51,-0.1018,67,0.32661,58,0.09854,64,0.26636,32,-0.8183,38,-0.5479
ENSG00000117308,GALE,50,1.14212,37,0.62787,43,0.88011,16,-0.6591,11,-1.2391,11,-1.2316,26,0.07122,28,0.17959,15,-0.7990,13,-0.9456
ENSG00000117305,HMGCL,12,-1.0839,11,-1.2057,32,0.48709,29,0.29041,36,0.69220,22,-0.1431,28,0.27795,19,-0.3393,24,-0.0014,25,0.10695
ENSG00000189266,PNRC2,59,0.53481,39,-0.1312,45,0.09795,32,-0.4702,42,-0.0102,50,0.27190,55,0.40901,23,-0.9359,33,-0.3861,47,0.14252
ENSG00000188529,SRSF10,50,-0.1399,58,0.09164,88,0.77358,69,0.37124,51,-0.1272,43,-0.3732,40,-0.5151,30,-0.9385,38,-0.5603,82,0.65504
ENSG00000001461,NIPAL3,53,-0.3568,58,-0.2181,73,0.13440,78,0.24222,85,0.39229,52,-0.4064,43,-0.7051,62,-0.1262,72,0.10742,94,0.55570
ENSG00000133226,SRRM1,29,-0.5497,39,-0.0945,35,-0.2337,29,-0.5119,44,0.11710,46,0.18139,23,-0.8970,51,0.35886,40,-0.0399,73,0.96823
ENSG00000169504,CLIC4,3,-3.4047,21,-0.6275,3,-3.2354,4,-2.8839,35,0.12038,6,-2.4919,11,-1.6636,15,-1.2040,47,0.60815,177,3.42551
ENSG00000117614,SYF2,46,-0.3123,62,0.18419,90,0.78302,34,-0.7550,66,0.27367,47,-0.2639,46,-0.2864,29,-1.0257,59,0.08480,78,0.54781
ENSG00000117616,RSRP1,93,0.57892,56,-0.2519,38,-0.8513,60,-0.1353,80,0.32730,99,0.67858,34,-0.9862,40,-0.7665,50,-0.4193,103,0.75557
ENSG00000183726,TMEM50A,176,1.22842,61,-0.5303,76,-0.1716,121,0.57185,72,-0.2740,82,-0.0625,51,-0.7934,53,-0.7415,65,-0.4174,94,0.16503
ENSG00000204178,MACO1,24,-0.2355,36,0.38345,16,-0.8951,41,0.61982,30,0.11767,43,0.67763,19,-0.6296,16,-0.8772,19,-0.5834,38,0.47027
ENSG00000117643,MAN1C1,124,1.51925,88,0.88958,54,0.09026,39,-0.4187,18,-1.5994,35,-0.5703,45,-0.1911,51,-0.0021,27,-0.9685,29,-0.8532
ENSG00000162430,SELENON,53,0.15301,55,0.21602,25,-0.9998,26,-0.9376,55,0.21531,46,-0.0510,46,-0.0706,23,-1.1272,68,0.57084,82,0.89670
ENSG00000117640,MTFR1L,68,-0.0364,95,0.50288,51,-0.4949,82,0.24939,73,0.07152,97,0.52361,47,-0.6282,72,0.04134,49,-0.5515,66,-0.0979
