Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000197312,DDI2,12,-0.9070,31,1.03281,16,-0.4418,15,-0.5921
ENSG00000116786,PLEKHM2,30,-0.9520,55,-0.0008,62,0.25194,60,0.16631
ENSG00000065526,SPEN,43,0.13473,42,0.13628,24,-0.8573,49,0.44163
ENSG00000037637,FBXO42,1,-3.5202,20,0.58430,20,0.48756,12,-0.4547
ENSG00000055070,SZRD1,28,-0.0729,24,-0.4375,27,-0.1156,39,0.61601
ENSG00000157191,NECAP2,7,-1.6339,18,-0.2262,12,-0.8520,36,1.35994
ENSG00000219481,NBPF1,3,-2.5063,19,0.18576,13,-0.5287,26,0.89186
ENSG00000058453,CROCC,9,-0.8019,19,0.60918,16,0.12136,10,-0.5998
ENSG00000159363,ATP13A2,73,-0.7946,161,0.73524,117,-0.0622,88,-0.5811
ENSG00000117118,SDHB,109,0.38603,90,0.08984,73,-0.3020,83,-0.0767
ENSG00000117115,PADI2,41,-1.0917,30,-1.8792,68,-0.3369,192,2.09908
ENSG00000074964,ARHGEF10L,21,-0.0524,19,-0.2165,14,-0.8007,33,0.86508
ENSG00000117154,IGSF21,62,-0.2864,93,0.57824,45,-0.8678,79,0.13672
ENSG00000159423,ALDH4A1,4,-2.6992,15,-0.8968,30,0.44238,41,1.13724
ENSG00000127463,EMC1,55,0.73490,39,0.24477,18,-1.1693,37,0.10065
ENSG00000053372,MRTO4,25,-0.5795,46,0.60205,41,0.22066,22,-0.8469
ENSG00000053371,AKR7A2,45,-0.1808,40,-0.4497,45,-0.1902,71,0.73454
ENSG00000077549,CAPZB,255,0.29678,230,0.17435,174,-0.3788,208,-0.0547
ENSG00000173436,MICOS10,346,0.18371,314,0.02806,354,0.26274,242,-0.4591
ENSG00000158747,NBL1,200,-0.2600,260,0.23664,235,-0.0050,216,-0.1589
ENSG00000162545,CAMK2N1,1034,0.45731,685,-0.3113,908,0.27978,700,-0.2242
ENSG00000090432,MUL1,36,0.56965,31,0.49506,13,-1.1922,24,-0.0813
ENSG00000183114,FAM43B,0,-5.8675,26,1.68316,10,-0.6737,9,-0.7398
ENSG00000158828,PINK1,380,-0.0226,425,0.23312,422,0.17818,292,-0.5138
ENSG00000244038,DDOST,29,-0.0799,31,0.08583,23,-0.5294,37,0.39186
ENSG00000189410,SH2D5,22,-0.4112,35,0.59066,24,-0.3124,24,-0.2688
ENSG00000127483,HP1BP3,82,-0.9488,164,0.21236,123,-0.3739,190,0.47369
ENSG00000075151,EIF4G3,70,-0.5971,137,0.75589,68,-0.7287,99,-0.0545
ENSG00000076864,RAP1GAP,141,-0.0202,193,0.76711,102,-0.6114,110,-0.4864
ENSG00000090686,USP48,52,0.19612,43,-0.1643,41,-0.2322,53,0.29050
ENSG00000070831,CDC42,210,-0.1597,294,0.59740,155,-0.7260,225,-0.0538
ENSG00000173372,C1QA,54,1.30334,11,-1.6167,33,0.53084,26,0.00502
ENSG00000159189,C1QC,63,1.59529,7,-2.3966,23,-0.1941,38,0.82069
ENSG00000173369,C1QB,75,1.24101,15,-1.6408,41,0.20987,45,0.41687
ENSG00000004487,KDM1A,38,-0.3278,64,0.80820,31,-0.7502,41,-0.2403
ENSG00000169641,LUZP1,10,-1.4879,44,1.52946,18,-0.5840,14,-1.0867
ENSG00000125944,HNRNPR,87,-0.4187,117,0.09200,88,-0.4448,142,0.47537
ENSG00000125945,ZNF436,1,-3.5221,23,1.16560,9,-0.8069,15,0.03019
ENSG00000117318,ID3,47,0.31937,12,-2.1592,8,-2.5775,106,2.65529
ENSG00000142676,RPL11,1166,1.38751,299,-1.1801,500,-0.1291,611,0.25795
ENSG00000011007,ELOA,6,-1.4236,24,0.95060,10,-0.8958,17,0.08018
ENSG00000057757,PITHD1,160,-0.2433,251,0.78311,174,-0.1229,111,-0.9180
ENSG00000011009,LYPLA2,15,-1.1088,35,0.31271,32,0.04664,32,0.03638
ENSG00000117308,GALE,31,0.81043,28,1.01476,9,-1.1911,9,-1.2319
ENSG00000117305,HMGCL,48,1.10107,20,-0.4790,18,-0.6667,30,0.30001
ENSG00000189266,PNRC2,50,0.00296,43,-0.3337,49,-0.0031,60,0.38079
ENSG00000188529,SRSF10,96,1.15896,41,-0.4026,37,-0.5150,51,0.05208
ENSG00000001461,NIPAL3,25,-1.4651,74,0.37044,47,-0.5590,84,0.55979
ENSG00000133226,SRRM1,93,0.76714,57,-0.0959,46,-0.4789,60,0.01429
ENSG00000169504,CLIC4,63,0.01370,27,-1.6111,30,-1.2701,148,2.10034
ENSG00000117614,SYF2,99,0.48334,67,-0.2452,63,-0.3146,85,0.26571
ENSG00000117616,RSRP1,64,0.82052,40,0.02330,21,-1.1273,46,0.27465
ENSG00000183726,TMEM50A,77,0.20141,50,-0.6470,52,-0.5128,107,0.95489
ENSG00000204178,MACO1,29,0.20088,36,0.82156,12,-1.3068,23,-0.1946
ENSG00000117643,MAN1C1,41,0.91277,24,-0.0441,16,-0.7390,25,0.02849
ENSG00000162430,SELENON,9,-1.9593,30,-0.1144,39,0.39155,39,0.38813
ENSG00000117640,MTFR1L,63,0.05512,64,0.14286,49,-0.3950,65,0.15045
ENSG00000117632,STMN1,1133,-0.1425,1456,0.40050,1165,-0.1120,1027,-0.3462
ENSG00000158008,EXTL1,16,-1.2523,47,0.64323,41,0.24610,25,-0.6387
ENSG00000142684,ZNF593,30,-0.1141,31,-0.0887,39,0.38228,28,-0.2423
ENSG00000142669,SH3BGRL3,454,0.56974,271,-0.3950,380,0.31490,283,-0.2525
ENSG00000158062,UBXN11,17,0.12378,16,-0.0156,16,-0.0213,16,-0.0339
ENSG00000117682,DHDDS,9,-0.8797,22,0.67838,16,0.01306,12,-0.5409
ENSG00000198830,HMGN2,265,0.91269,94,-1.0410,133,-0.3036,218,0.68974
ENSG00000117713,ARID1A,72,0.19258,74,0.37828,44,-0.6498,63,-0.0288
ENSG00000204160,ZDHHC18,15,-0.8563,35,0.84460,18,-0.6393,23,-0.1425
ENSG00000142751,GPN2,25,0.43323,24,0.54212,17,-0.2477,12,-0.8859
ENSG00000090273,NUDC,185,0.25175,133,-0.3932,189,0.33693,156,-0.0405
ENSG00000253368,TRNP1,19,-1.3489,56,0.55276,59,0.55049,27,-0.9093
ENSG00000090020,SLC9A1,24,0.08993,29,0.61517,18,-0.3611,16,-0.5728
ENSG00000142784,WDTC1,35,0.07486,34,0.01599,35,0.07617,31,-0.1454
ENSG00000186501,TMEM222,16,-2.1808,91,0.71917,56,-0.3807,74,0.14055
ENSG00000158195,WASF2,24,-0.7416,19,-1.4198,31,-0.4018,83,1.79682
ENSG00000126705,AHDC1,24,-1.0796,70,1.00055,37,-0.4966,38,-0.4147
ENSG00000126709,IFI6,190,0.61805,140,0.13808,75,-1.0064,148,0.22362
ENSG00000009780,FAM76A,1,-3.9038,20,0.65367,14,-0.1867,17,0.21134
ENSG00000117758,STX12,73,-0.5326,125,0.52067,86,-0.3213,96,-0.1023
ENSG00000117751,PPP1R8,27,-0.0468,28,0.06369,21,-0.4883,33,0.37022
ENSG00000117748,RPA2,25,-0.9963,59,0.52427,45,-0.1259,45,-0.1100
ENSG00000126698,DNAJC8,94,-0.6695,162,0.30411,142,-0.0150,139,-0.0466
ENSG00000130770,ATP5IF1,659,0.34393,600,0.26540,614,0.26453,304,-1.0150
ENSG00000180098,TRNAU1AP,9,-1.4910,34,0.84868,25,0.05087,17,-0.6459
ENSG00000198492,YTHDF2,80,0.22002,90,0.63558,46,-0.7720,59,-0.3126
ENSG00000116350,SRSF4,43,0.31387,40,0.26284,28,-0.4381,33,-0.1325
ENSG00000116353,MECR,26,-0.2382,30,-0.0616,37,0.39516,27,-0.2227
ENSG00000060656,PTPRU,3,-2.5587,29,1.22627,11,-0.8475,17,-0.1094
ENSG00000162511,LAPTM5,65,0.63861,22,-1.3814,47,0.12568,65,0.78101
ENSG00000162512,SDC3,42,-1.1673,113,0.59477,71,-0.4224,95,0.11792
ENSG00000134644,PUM1,90,-0.6367,200,1.08024,88,-0.7627,103,-0.4841
ENSG00000060688,SNRNP40,50,1.63335,19,-0.0936,10,-1.1770,16,-0.3746
ENSG00000121766,ZCCHC17,102,-0.5632,167,0.33165,158,0.15955,122,-0.3237
ENSG00000121769,FABP3,104,0.25408,100,0.26907,102,0.26087,53,-0.9243
ENSG00000162517,PEF1,43,-0.6409,81,0.54801,69,0.12076,47,-0.5759
ENSG00000084636,COL16A1,27,0.17470,18,-0.6451,15,-0.8457,42,1.16310
ENSG00000121753,ADGRB2,168,0.07060,193,0.43645,141,-0.2436,130,-0.3993
ENSG00000184007,PTP4A2,121,-0.8888,171,-0.4647,215,0.03239,314,0.82411
ENSG00000121774,KHDRBS1,110,-0.1356,119,-0.0132,100,-0.3311,145,0.38044
ENSG00000025800,KPNA6,19,-1.2146,59,0.90559,33,-0.4352,35,-0.2828
ENSG00000084652,TXLNA,21,0.18236,18,-0.0844,19,-0.0440,19,0.03675
ENSG00000160050,CCDC28B,0,-5.0250,7,-1.1613,21,0.89838,22,1.00539
ENSG00000084623,EIF3I,205,1.10697,100,-0.1884,81,-0.5481,102,-0.1248
ENSG00000175130,MARCKSL1,159,-1.2003,188,-1.1916,259,-0.4972,738,1.83028
ENSG00000160058,BSDC1,48,-0.5383,94,0.89955,38,-0.9718,63,-0.1015
ENSG00000176261,ZBTB8OS,44,0.18736,29,-0.6356,51,0.50779,41,0.07549
ENSG00000162521,RBBP4,67,-0.3982,94,0.22096,58,-0.6926,110,0.49550
ENSG00000162522,KIAA1522,7,-1.0774,22,1.05746,19,0.48541,3,-2.3071
ENSG00000134684,YARS,75,-0.3234,113,0.50318,70,-0.5093,91,-0.0137
ENSG00000116497,S100PBP,24,0.41560,18,-0.0679,10,-1.1258,26,0.64997
ENSG00000121905,HPCA,139,-0.2544,196,0.46612,171,0.09860,115,-0.6340
ENSG00000121900,TMEM54,63,0.42605,53,0.18708,50,0.06853,34,-0.6610
ENSG00000116514,RNF19B,18,0.19093,16,0.03062,17,0.18852,13,-0.3747
ENSG00000004455,AK2,7,-2.0039,22,-0.5295,25,-0.1954,51,1.27518
ENSG00000142920,AZIN2,3,-2.6019,22,0.38517,16,-0.3112,25,0.53651
ENSG00000160094,ZNF362,5,-1.7392,22,0.58457,12,-0.6775,22,0.45004
ENSG00000134686,PHC2,49,-0.2305,57,0.00673,47,-0.3623,70,0.42692
ENSG00000163866,SMIM12,24,-0.8985,47,0.23667,36,-0.2824,51,0.35947
ENSG00000116544,DLGAP3,8,-1.8284,37,0.77877,36,0.55151,14,-1.2107
ENSG00000116560,SFPQ,157,0.14146,146,0.02235,130,-0.1919,150,0.07099
ENSG00000146463,ZMYM4,67,1.26648,29,-0.2748,26,-0.3944,27,-0.3228
ENSG00000142687,KIAA0319L,49,-0.2899,75,0.62771,48,-0.3528,48,-0.3499
ENSG00000020129,NCDN,433,0.28560,515,0.90789,293,-0.4080,177,-1.2713
ENSG00000126067,PSMB2,79,-0.4343,121,0.36881,89,-0.2947,105,0.03186
ENSG00000142686,C1orf216,33,-1.0317,71,0.23118,79,0.42524,54,-0.3070
ENSG00000092847,AGO1,24,-0.0621,21,-0.3615,26,0.08812,30,0.36038
ENSG00000126070,AGO3,3,-2.4189,20,0.17913,18,-0.0391,24,0.52731
ENSG00000116863,ADPRHL2,50,1.34210,18,-0.5120,16,-0.7204,25,0.14802
ENSG00000054116,TRAPPC3,106,1.05062,58,0.01503,49,-0.2887,41,-0.6043
ENSG00000116871,MAP7D1,260,0.71730,155,-0.2168,144,-0.3132,176,0.05934
ENSG00000054118,THRAP3,54,-0.1420,64,0.18882,47,-0.3976,65,0.20305
ENSG00000196182,STK40,17,0.14302,18,0.43797,13,-0.2925,12,-0.4020
ENSG00000181817,LSM10,72,0.86846,43,-0.0233,34,-0.4547,39,-0.1885
ENSG00000116885,OSCP1,3,-2.2723,24,1.25015,9,-0.9452,14,-0.1121
ENSG00000116898,MRPS15,66,0.35988,54,0.06389,57,0.14523,40,-0.5042
ENSG00000163873,GRIK3,5,-3.1138,72,1.55468,15,-1.7322,43,0.03490
ENSG00000163875,MEAF6,74,-0.4981,139,0.82977,87,-0.2747,71,-0.6415
ENSG00000134697,GNL2,16,-0.2418,19,0.15055,14,-0.4995,22,0.37399
ENSG00000185090,MANEAL,43,0.52179,44,0.86032,21,-0.7349,18,-1.0150
ENSG00000196449,YRDC,17,0.43767,14,0.09287,11,-0.2527,12,-0.1658
ENSG00000197982,C1orf122,222,-0.3081,216,-0.4726,317,0.33411,320,0.35437
ENSG00000183431,SF3A3,48,0.67935,35,0.21081,26,-0.3953,26,-0.3987
ENSG00000183520,UTP11,16,-0.7766,34,0.55057,20,-0.5649,29,0.16019
ENSG00000116954,RRAGC,26,-0.7666,55,0.71346,30,-0.6069,41,-0.0228
ENSG00000174574,AKIRIN1,107,0.34545,87,-0.0085,71,-0.3818,94,0.14315
ENSG00000168653,NDUFS5,874,0.50302,603,-0.1630,763,0.32048,490,-0.5180
ENSG00000127603,MACF1,115,0.02538,111,-0.0286,102,-0.1864,125,0.19466
ENSG00000090621,PABPC4,83,0.33594,60,-0.2725,64,-0.1064,76,0.21484
ENSG00000116983,HPCAL4,264,-0.4492,483,0.84829,289,-0.3518,250,-0.6134
ENSG00000084072,PPIE,26,-0.3126,35,0.24834,27,-0.2489,33,0.08838
ENSG00000168389,MFSD2A,94,2.27035,29,0.04312,8,-1.9948,15,-1.1223
ENSG00000131236,CAP1,126,-0.2759,165,0.24181,110,-0.5597,176,0.32806
ENSG00000131238,PPT1,124,0.12941,123,0.16937,82,-0.6110,130,0.24252
ENSG00000259943,AL050341.2,17,0.07258,16,-0.0370,12,-0.5406,21,0.45722
ENSG00000084073,ZMPSTE24,38,0.10065,40,0.29026,24,-0.6683,38,0.15430
ENSG00000049089,COL9A2,0,-6.1539,6,-1.6735,18,0.21599,36,1.93630
ENSG00000084070,SMAP2,133,0.44547,125,0.50967,79,-0.4586,74,-0.5905
ENSG00000117016,RIMS3,92,0.42247,100,0.86401,55,-0.4814,35,-1.2281
ENSG00000066136,NFYC,55,0.88622,33,0.01746,24,-0.5749,30,-0.1548
ENSG00000204060,FOXO6,6,-1.7387,25,0.72805,16,-0.2711,18,-0.0460
ENSG00000127124,HIVEP3,14,-0.7751,33,1.02209,15,-0.6974,18,-0.3863
ENSG00000198815,FOXJ3,33,-0.3883,56,0.71409,34,-0.3877,34,-0.3925
ENSG00000177181,RIMKLA,17,-0.2856,30,1.01553,20,-0.0833,8,-1.4661
ENSG00000127125,PPCS,78,0.31746,63,-0.0552,61,-0.1143,64,-0.0202
ENSG00000171960,PPIH,7,-1.3699,17,0.05504,19,0.24102,19,0.22974
ENSG00000065978,YBX1,219,1.45318,41,-1.6715,71,-0.5606,146,0.85409
ENSG00000164008,C1orf50,39,0.58248,32,0.34301,17,-0.8287,26,-0.1290
ENSG00000177868,SVBP,27,-0.3328,29,-0.3067,38,0.26619,38,0.26031
ENSG00000117394,SLC2A1,186,2.50200,17,-2.0323,19,-1.7182,69,0.58159
ENSG00000117395,EBNA1BP2,55,-0.3951,76,0.17530,80,0.24554,60,-0.2843
ENSG00000179178,TMEM125,17,-0.8662,14,-1.4539,8,-2.1778,83,2.66610
ENSG00000066322,ELOVL1,21,-1.3088,19,-1.8242,25,-1.1592,134,2.61143
ENSG00000159479,MED8,7,-1.4100,23,0.84176,13,-0.4450,16,-0.1247
ENSG00000178922,HYI,37,0.55067,18,-0.8417,23,-0.2561,38,0.74201
ENSG00000142949,PTPRF,95,-0.1793,131,0.52320,92,-0.2585,88,-0.3524
ENSG00000066135,KDM4A,4,-2.1081,21,0.82049,11,-0.5918,17,0.16716
ENSG00000126091,ST3GAL3,19,-0.5700,30,0.19795,33,0.37140,22,-0.3858
ENSG00000117408,IPO13,41,-0.7863,52,-0.5765,61,-0.1962,112,1.06719
ENSG00000117410,ATP6V0B,252,-0.4781,484,0.93634,226,-0.7408,280,-0.3597
ENSG00000117411,B4GALT2,49,-0.2657,59,0.06532,66,0.29106,50,-0.2542
ENSG00000159214,CCDC24,9,-1.2633,30,0.86490,24,0.23906,12,-1.0418
ENSG00000178028,DMAP1,53,0.30024,48,0.18465,33,-0.5049,45,0.03628
ENSG00000117419,ERI3,146,-0.2873,190,0.19574,163,-0.1342,178,0.03784
ENSG00000187147,RNF220,90,-0.0097,96,0.13291,83,-0.1718,91,0.00441
ENSG00000126106,TMEM53,1,-3.8790,16,0.49322,14,0.07098,14,0.17322
ENSG00000142937,RPS8,2301,1.09586,765,-0.9783,1352,0.18634,1267,0.05822
ENSG00000070785,EIF2B3,31,0.17700,35,0.64091,22,-0.4053,19,-0.6369
ENSG00000126107,HECTD3,18,0.18655,21,0.57000,13,-0.3692,12,-0.5645
ENSG00000126088,UROD,76,-0.1430,101,0.47459,72,-0.2668,71,-0.2932
ENSG00000117450,PRDX1,412,0.12398,311,-0.4540,304,-0.4246,554,0.76596
ENSG00000117448,AKR1A1,71,0.46456,54,0.00239,42,-0.4249,56,0.08368
ENSG00000132780,NASP,47,0.75074,20,-0.8209,31,0.04265,36,0.34255
ENSG00000159592,GPBP1L1,16,-0.9479,27,-0.1441,25,-0.2843,42,0.78160
ENSG00000159596,TMEM69,38,1.35805,16,-0.1642,10,-0.9518,16,-0.1078
ENSG00000086015,MAST2,44,0.82831,33,0.48668,21,-0.4848,16,-0.9339
ENSG00000117461,PIK3R3,33,0.99964,17,-0.2136,20,0.13932,12,-0.7200
ENSG00000085998,POMGNT1,64,0.23847,61,0.22390,37,-0.7333,62,0.19900
ENSG00000132128,LRRC41,56,0.08948,66,0.53219,32,-0.8760,53,-0.0017
ENSG00000173660,UQCRH,415,-0.2761,553,0.28327,573,0.30337,356,-0.5929
ENSG00000117480,FAAH,30,-0.2815,47,0.63684,21,-0.9430,38,0.10887
ENSG00000282881,TMEM275,13,-0.2543,17,0.25411,19,0.39654,11,-0.6926
ENSG00000079277,MKNK1,18,0.08981,12,-0.6139,17,-0.0035,23,0.60779
ENSG00000123472,ATPAF1,75,-0.7678,116,-0.0945,146,0.37429,126,0.08425
ENSG00000159658,EFCAB14,76,0.11315,54,-0.5648,60,-0.3018,103,0.78461
ENSG00000186377,CYP4X1,8,-1.0907,26,1.45738,9,-1.0110,11,-0.6729
ENSG00000162368,CMPK1,78,-0.2897,104,0.25937,85,-0.1904,94,0.01003
ENSG00000162373,BEND5,10,-0.5808,13,-0.0576,23,1.05198,7,-1.0526
ENSG00000162374,ELAVL4,24,-1.9484,141,1.50138,79,-0.1228,33,-1.5772
ENSG00000185104,FAF1,22,-0.3982,28,-0.0884,27,-0.1420,36,0.42704
ENSG00000123091,RNF11,233,-0.6598,476,0.77450,311,-0.2324,267,-0.5112
ENSG00000085832,EPS15,87,-0.7922,173,0.45199,119,-0.3548,153,0.12246
ENSG00000117859,OSBPL9,2,-3.1170,21,0.36273,12,-0.7182,27,0.87752
ENSG00000078618,NRDC,72,0.07861,81,0.41212,55,-0.4006,61,-0.2128
ENSG00000169213,RAB3B,19,-2.8645,228,1.68357,86,-0.7344,80,-0.8566
ENSG00000117862,TXNDC12,48,0.73196,33,0.15855,29,-0.1456,22,-0.6462
ENSG00000134717,BTF3L4,73,-0.0700,79,0.08619,76,-0.0079,74,-0.0610
ENSG00000157077,ZFYVE9,21,-0.8012,47,0.73685,24,-0.6897,35,0.02295
ENSG00000134748,PRPF38A,25,0.03447,20,-0.5044,24,-0.0483,33,0.57210
