Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000138134,STAMBPL1,7,-1.2879,8,-0.9656,18,0.49439,19,0.69188
ENSG00000107798,LIPA,53,0.84502,13,-1.5391,47,0.54503,24,-0.8371
ENSG00000119917,IFIT3,31,0.92845,22,0.16281,21,0.09257,11,-1.1593
ENSG00000185745,IFIT1,46,-0.4339,34,-0.8759,75,0.49214,64,0.21591
ENSG00000152778,IFIT5,15,-0.2855,19,0.04621,19,0.14328,19,0.07721
ENSG00000148688,RPP30,29,0.20864,11,-1.3561,30,0.30136,26,0.01779
ENSG00000180628,PCGF5,75,0.19886,51,-0.4543,88,0.53327,55,-0.4618
ENSG00000165338,HECTD2,20,-0.6113,23,-0.3141,40,0.69592,28,-0.0483
ENSG00000119938,PPP1R3C,41,1.34798,19,-0.2127,15,-0.6429,15,-0.8074
ENSG00000107854,TNKS2,40,-0.5154,44,-0.2986,48,-0.1944,68,0.62874
ENSG00000095564,BTAF1,12,0.14557,12,0.06782,9,-0.4700,12,0.19042
ENSG00000107864,CPEB3,43,-0.3276,45,-0.2158,80,0.92369,40,-0.5322
ENSG00000198060,MARCH5,30,-0.1453,29,-0.1488,30,-0.0944,36,0.24957
ENSG00000138190,EXOC6,18,-0.8003,25,-0.1667,26,-0.1505,37,0.71106
ENSG00000138207,RBP4,50,-1.1610,123,0.40172,55,-0.9901,147,1.13074
ENSG00000148690,FRA10AC1,64,0.02025,83,0.45578,80,0.46902,45,-0.7140
ENSG00000108231,LGI1,70,-0.0353,60,-0.2734,86,0.37436,66,-0.1742
ENSG00000108239,TBC1D12,18,0.87593,16,0.56581,7,-0.9093,9,-0.5187
ENSG00000095637,SORBS1,89,0.10700,80,-0.0919,71,-0.3288,92,0.19944
ENSG00000059573,ALDH18A1,19,-0.2200,19,-0.1584,21,0.00923,23,0.22865
ENSG00000119977,TCTN3,18,0.02099,11,-0.7239,14,-0.3602,22,0.51444
ENSG00000177853,ZNF518A,13,0.13855,8,-0.5481,15,0.36097,11,-0.2020
ENSG00000197430,OPALIN,70,3.24844,12,-0.9982,14,-0.8189,0,-5.3734
ENSG00000077147,TM9SF3,86,-0.1333,59,-0.7084,109,0.32764,96,0.10125
ENSG00000196233,LCOR,17,-0.1565,20,0.11520,23,0.47104,16,-0.3520
ENSG00000187122,SLIT1,126,-0.7428,141,-0.4884,286,0.84811,186,-0.0528
ENSG00000052749,RRP12,8,-1.2611,16,-0.1560,24,0.68030,19,0.24809
ENSG00000171314,PGAM1,474,-0.5346,562,-0.1956,739,0.30631,692,0.21275
ENSG00000171311,EXOSC1,25,-0.1763,34,0.34398,26,-0.1043,28,0.04314
ENSG00000171307,ZDHHC16,22,-0.0383,20,-0.1697,14,-0.8200,30,0.64139
ENSG00000155229,MMS19,36,-0.3878,53,0.28724,47,0.11478,46,0.05092
ENSG00000165886,UBTD1,18,0.23322,22,0.46403,6,-1.5594,20,0.46063
ENSG00000171160,MORN4,64,-0.3074,77,0.04058,62,-0.3688,92,0.47378
ENSG00000155252,PI4K2A,23,-0.7915,53,0.66137,39,0.16337,36,0.04536
ENSG00000119986,AVPI1,20,-0.4713,39,0.68504,28,0.14552,24,-0.1560
ENSG00000155256,ZFYVE27,33,-0.5613,37,-0.3011,41,-0.1782,58,0.64626
ENSG00000155265,GOLGA7B,63,-0.2668,87,0.28466,75,0.04734,74,0.02230
ENSG00000095713,CRTAC1,18,-0.5213,20,-0.2945,51,1.68363,12,-1.3538
ENSG00000107521,HPS1,21,-0.3151,33,0.48858,32,0.50503,20,-0.4813
ENSG00000119946,CNNM1,25,-0.6456,34,-0.0858,53,0.79270,33,-0.2221
ENSG00000120053,GOT1,112,-1.2398,224,-0.0220,276,0.38830,272,0.44287
ENSG00000155287,SLC25A28,32,-0.2790,35,-0.0805,35,-0.1286,43,0.34100
ENSG00000119929,CUTC,16,-0.3597,23,0.25811,12,-0.8640,26,0.69711
ENSG00000014919,COX15,21,0.18891,18,-0.0443,19,-0.0021,18,-0.1355
ENSG00000107566,ERLIN1,12,-0.2707,4,-1.9397,9,-0.6843,21,1.17789
ENSG00000213341,CHUK,9,-0.4092,8,-0.6309,9,-0.4237,16,0.82853
ENSG00000095485,CWF19L1,13,-0.2841,15,-0.0141,20,0.47201,14,-0.1880
ENSG00000196072,BLOC1S2,77,-0.3034,111,0.33790,98,0.14604,88,-0.0622
ENSG00000099194,SCD,681,2.02230,152,-1.0531,312,0.10497,76,-2.4901
ENSG00000235823,OLMALINC,37,2.60379,5,-1.5248,10,-0.4839,3,-2.5889
ENSG00000166136,NDUFB8,654,0.08467,769,0.34590,614,-0.0362,567,-0.2209
ENSG00000166135,HIF1AN,24,-0.0586,24,-0.0652,26,0.13523,24,-0.0344
ENSG00000119906,SLF2,38,0.18531,39,0.19663,37,0.15000,29,-0.3873
ENSG00000055950,MRPL43,95,0.33097,119,0.66715,47,-0.9403,80,-0.0204
ENSG00000107816,LZTS2,28,0.10395,14,-0.9522,42,0.97016,19,-0.6801
ENSG00000107819,SFXN3,45,-0.6779,60,-0.1400,73,0.20644,76,0.35994
ENSG00000166167,BTRC,37,-1.0569,54,-0.3463,89,0.55463,78,0.34335
ENSG00000166171,DPCD,40,-0.2037,49,0.16017,40,-0.1680,48,0.20639
ENSG00000166169,POLL,16,-0.1213,12,-0.5504,23,0.57147,16,-0.1859
ENSG00000107829,FBXW4,56,0.34564,45,-0.0779,48,0.05336,41,-0.3092
ENSG00000107833,NPM3,17,-0.8363,40,0.66334,28,0.05448,29,0.15817
ENSG00000198408,OGA,133,-0.4745,149,-0.2360,148,-0.2831,222,0.64068
ENSG00000120049,KCNIP2,59,-0.7869,102,0.16970,44,-1.2921,143,1.20165
ENSG00000120029,ARMH3,17,0.10583,23,0.54340,10,-0.7919,18,0.16539
ENSG00000166189,HPS6,6,-1.0205,7,-0.7834,9,-0.4430,18,1.23421
ENSG00000166197,NOLC1,45,-0.5098,55,-0.1129,49,-0.3456,77,0.65509
ENSG00000107862,GBF1,31,-0.5729,35,-0.3305,43,-0.0060,53,0.53881
ENSG00000059915,PSD,452,0.10571,418,-0.0415,368,-0.2870,457,0.14934
ENSG00000107872,FBXL15,86,-0.4576,122,0.16419,130,0.32329,110,-0.0161
ENSG00000107874,CUEDC2,110,-0.1738,124,0.04535,105,-0.2644,138,0.30801
ENSG00000269609,RPARP-AS1,22,-0.4291,39,0.57731,31,0.24343,25,-0.2013
ENSG00000138111,MFSD13A,12,-0.9506,6,-1.7461,15,-0.5342,34,1.47364
ENSG00000138107,ACTR1A,89,-0.6683,121,-0.0952,161,0.44946,136,0.12713
ENSG00000107882,SUFU,13,0.21020,14,0.37736,11,-0.1098,10,-0.2900
ENSG00000171206,TRIM8,80,0.43739,57,-0.1791,50,-0.4638,65,0.04488
ENSG00000138175,ARL3,147,0.18353,146,0.14050,111,-0.3540,136,0.04601
ENSG00000166272,WBP1L,26,0.12407,25,-0.0124,24,-0.1001,25,-0.0168
ENSG00000166275,BORCS7,87,-0.0723,83,-0.1396,75,-0.3617,106,0.38038
ENSG00000148842,CNNM2,18,-0.4176,21,-0.1643,31,0.61148,22,-0.1574
ENSG00000076685,NT5C2,38,0.39260,22,-0.5617,32,0.02708,30,-0.1318
ENSG00000148798,INA,123,-1.1314,259,0.16855,223,-0.0903,306,0.68589
ENSG00000173915,ATP5MD,1118,-0.2088,1910,0.72618,1023,-0.3733,1267,0.03278
ENSG00000148843,PDCD11,9,-0.2645,7,-0.6451,15,0.59695,10,-0.0687
ENSG00000107954,NEURL1,98,-0.0917,112,0.13531,87,-0.3188,114,0.24301
ENSG00000107957,SH3PXD2A,36,-0.2344,34,-0.3085,44,0.14427,45,0.19144
ENSG00000065613,SLK,40,-0.4218,27,-0.9698,40,-0.4202,72,0.92978
ENSG00000148834,GSTO1,151,-0.3781,220,0.28790,173,-0.1270,204,0.23279
ENSG00000065621,GSTO2,6,-0.8168,8,-0.3269,8,-0.2526,14,0.85257
ENSG00000156395,SORCS3,16,-0.4917,5,-2.1219,29,0.63140,24,0.36598
ENSG00000108018,SORCS1,8,-1.3781,11,-0.8387,45,2.20255,10,-1.2010
ENSG00000108039,XPNPEP1,19,-0.4779,24,-0.0756,17,-0.6954,35,0.83397
ENSG00000148700,ADD3,243,1.37020,72,-0.9479,111,-0.3067,89,-0.8028
ENSG00000119950,MXI1,94,0.85659,55,-0.2050,61,-0.0500,45,-0.6996
ENSG00000119953,SMNDC1,17,-0.2971,25,0.41071,16,-0.3672,22,0.28111
ENSG00000138166,DUSP5,9,-0.2757,13,0.34623,11,0.16203,10,-0.1008
ENSG00000108055,SMC3,31,0.54911,16,-0.6175,23,-0.0577,21,-0.1916
ENSG00000150593,PDCD4,35,-0.0916,33,-0.1529,25,-0.6992,47,0.60726
ENSG00000214413,BBIP1,47,0.20414,44,0.06497,43,0.05739,37,-0.2522
ENSG00000108061,SHOC2,59,-0.3461,43,-0.7943,114,1.00952,60,-0.3866
ENSG00000119927,GPAM,54,1.41131,22,-0.4341,27,-0.0942,15,-1.2949
ENSG00000023041,ZDHHC6,16,-0.5375,25,0.24331,23,0.09866,24,0.18531
ENSG00000260917,AL158212.3,15,0.33834,11,-0.2269,18,0.82435,7,-1.0591
ENSG00000148737,TCF7L2,23,1.32079,7,-0.7996,11,-0.2106,8,-0.8775
ENSG00000196865,NHLRC2,14,0.29666,4,-1.4528,16,0.58598,10,-0.3081
ENSG00000043591,ADRB1,17,-0.6658,15,-0.7677,12,-1.2238,40,1.46826
ENSG00000165813,CCDC186,21,-0.1517,15,-0.6814,31,0.61282,21,-0.1576
ENSG00000169129,AFAP1L2,16,-0.7490,15,-0.8069,31,0.46347,29,0.41312
ENSG00000099204,ABLIM1,98,0.38187,96,0.27415,59,-0.5758,79,-0.0487
ENSG00000151553,FAM160B1,20,-0.3191,21,-0.2019,24,0.09301,26,0.24994
ENSG00000165832,TRUB1,32,-0.8819,32,-0.7929,89,1.11417,50,-0.1465
ENSG00000107518,ATRNL1,48,-1.4577,53,-1.1535,107,-0.0688,175,1.26371
ENSG00000165868,HSPA12A,76,-0.9319,135,0.08045,118,-0.1535,168,0.67619
ENSG00000187164,SHTN1,125,0.34327,105,-0.0105,109,0.06118,90,-0.3467
ENSG00000165650,PDZD8,36,0.03047,28,-0.3723,29,-0.3803,42,0.40517
ENSG00000229847,EMX2OS,55,1.35732,30,0.02042,19,-0.8074,20,-0.8263
ENSG00000170370,EMX2,58,1.51421,30,0.00479,15,-1.2006,20,-0.7703
ENSG00000107560,RAB11FIP2,48,-0.3479,52,-0.1552,69,0.35885,58,0.02644
ENSG00000238276,AL354863.1,27,1.63431,16,0.33117,12,-0.2040,4,-2.2116
ENSG00000165669,FAM204A,78,-0.0415,87,0.15438,60,-0.5260,91,0.33156
ENSG00000151893,CACUL1,32,-0.1790,35,-0.0308,37,0.09589,36,0.07455
ENSG00000188613,NANOS1,18,0.68346,11,-0.2127,5,-1.4601,15,0.35105
ENSG00000107581,EIF3A,77,0.01151,60,-0.3997,77,0.01281,82,0.14674
ENSG00000119979,DENND10,86,0.02193,100,0.27702,73,-0.2679,87,0.04762
ENSG00000183605,SFXN4,15,0.11984,14,0.07261,12,-0.2614,14,0.06683
ENSG00000165672,PRDX3,127,-0.3453,141,-0.1300,156,0.04349,171,0.27717
ENSG00000198873,GRK5,9,-0.5420,11,-0.2645,13,0.11937,15,0.39840
ENSG00000148908,RGS10,34,1.28868,21,0.23310,12,-0.7974,12,-0.8753
ENSG00000151923,TIAL1,47,0.04835,43,-0.1132,45,-0.0287,47,0.03510
ENSG00000151929,BAG3,43,1.88419,15,-0.3831,12,-0.7585,9,-1.4022
ENSG00000198825,INPP5F,170,-0.3465,181,-0.2061,308,0.84802,168,-0.4369
ENSG00000197771,MCMBP,15,0.02406,6,-1.4448,15,-0.0151,18,0.44144
ENSG00000107651,SEC23IP,19,-0.1323,18,-0.1771,22,0.12298,21,0.08130
ENSG00000120008,WDR11,20,-0.0684,17,-0.3145,26,0.38870,20,-0.1438
ENSG00000066468,FGFR2,84,1.98211,30,-0.3446,22,-0.8978,17,-1.4630
ENSG00000107669,ATE1,32,-0.3521,48,0.35637,41,0.10129,39,-0.0004
ENSG00000107672,NSMCE4A,20,0.33109,11,-0.6559,18,0.08746,16,-0.0937
ENSG00000138162,TACC2,23,-0.8396,42,0.22861,47,0.47041,38,0.05315
ENSG00000107679,PLEKHA1,50,-0.5599,49,-0.5386,99,0.75267,67,-0.0531
ENSG00000166033,HTRA1,797,1.42229,365,-0.2370,284,-0.7213,283,-0.8335
ENSG00000119965,C10orf88,7,-1.1263,15,0.06214,14,-0.1181,19,0.75299
ENSG00000179988,PSTK,20,-0.3320,22,-0.1475,17,-0.6223,32,0.72775
ENSG00000095574,IKZF5,22,0.12241,12,-0.8560,22,0.10043,22,0.13590
ENSG00000196177,ACADSB,27,-0.5073,27,-0.4399,35,-0.0195,44,0.54793
ENSG00000154473,BUB3,34,-0.4837,41,-0.1488,54,0.37418,46,0.10176
ENSG00000154478,GPR26,12,0.07361,10,-0.1830,17,0.81714,7,-0.7830
ENSG00000182022,CHST15,22,-0.7029,23,-0.5188,46,0.76155,32,0.02030
ENSG00000065154,OAT,131,-0.5547,142,-0.3589,213,0.35658,197,0.24576
ENSG00000107902,LHPP,127,1.55900,61,-0.0588,45,-0.6296,35,-1.2039
ENSG00000189319,FAM53B,15,-0.1929,13,-0.3710,18,0.20245,17,0.13722
ENSG00000203791,EEF1AKMT2,26,-0.0479,18,-0.5673,22,-0.3422,32,0.50593
ENSG00000019995,ZRANB1,43,-0.2968,43,-0.2637,58,0.27762,53,0.10649
ENSG00000175029,CTBP2,30,-0.2693,14,-1.4216,34,-0.0576,46,0.68008
ENSG00000107938,EDRF1,8,-0.2382,6,-0.6217,9,0.10983,10,0.33134
ENSG00000188690,UROS,155,-0.1013,184,0.19613,164,0.01060,161,-0.0251
ENSG00000107949,BCCIP,32,-0.3121,41,0.12135,32,-0.3093,44,0.39997
ENSG00000089876,DHX32,9,-0.2567,7,-0.6947,7,-0.7216,15,0.92546
ENSG00000150760,DOCK1,36,1.66549,12,-0.5793,16,-0.1744,7,-1.5428
ENSG00000132334,PTPRE,22,-0.6039,35,0.18913,27,-0.2595,38,0.51882
ENSG00000170430,MGMT,36,0.57638,26,-0.0848,29,0.11271,21,-0.5946
ENSG00000108010,GLRX3,35,-0.4908,77,0.89781,45,-0.0078,42,-0.1619
ENSG00000176769,TCERG1L,6,-1.4649,15,0.05900,5,-1.6182,26,1.72470
ENSG00000175470,PPP2R2D,31,-0.3876,23,-0.7666,47,0.43987,41,0.20058
ENSG00000176171,BNIP3,209,-0.0264,160,-0.4552,257,0.38570,201,-0.1202
ENSG00000188385,JAKMIP3,10,-0.4699,8,-0.6960,19,0.81776,12,-0.1252
ENSG00000151640,DPYSL4,40,-0.5125,50,-0.0692,54,0.04185,61,0.36130
ENSG00000165752,STK32C,58,-0.8437,52,-0.9074,85,-0.1758,135,0.99589
ENSG00000148814,LRRC27,17,-0.1252,21,0.20779,12,-0.7547,22,0.50181
ENSG00000171813,PWWP2B,17,-0.5192,7,-1.7884,18,-0.4363,35,1.16682
ENSG00000068383,INPP5A,43,-0.5396,70,0.33061,65,0.25196,58,0.01243
ENSG00000148826,NKX6-2,50,3.89171,0,-5.0600,9,-0.8977,0,-5.6128
ENSG00000197177,ADGRA1,28,-0.7773,42,-0.0483,82,1.43043,28,-0.9058
ENSG00000171798,KNDC1,91,-0.4810,126,0.11696,121,0.05143,131,0.24959
ENSG00000130640,TUBGCP2,48,-0.3038,67,0.30053,56,-0.0137,58,0.08886
ENSG00000198546,ZNF511,26,-0.1122,24,-0.2256,27,-0.0304,30,0.20816
ENSG00000130643,CALY,258,-0.9371,605,0.56147,380,-0.2526,532,0.49974
ENSG00000127884,ECHS1,180,0.13104,137,-0.3350,172,0.03900,169,0.00463
ENSG00000148832,PAOX,11,-0.3146,16,0.36898,3,-2.0846,20,1.08498
ENSG00000148824,MTG1,18,-0.3811,20,-0.1232,18,-0.3271,27,0.56561
ENSG00000203772,SPRN,25,-1.2167,40,-0.3573,77,0.90089,52,0.09534
ENSG00000171772,SYCE1,7,-0.7820,7,-0.8122,10,-0.2669,17,1.00007
ENSG00000177951,BET1L,20,0.26890,13,-0.4879,15,-0.3204,19,0.21372
ENSG00000177963,RIC8A,52,-0.1981,42,-0.4813,78,0.62127,52,-0.2002
ENSG00000142082,SIRT3,28,-0.6847,56,0.49673,38,-0.1647,48,0.33785
ENSG00000185627,PSMD13,57,-0.6969,65,-0.4086,84,0.01795,107,0.62119
ENSG00000185201,IFITM2,55,2.32799,7,-1.6528,19,-0.2982,6,-2.1748
ENSG00000185885,IFITM1,24,2.57252,2,-2.1357,6,-0.6106,3,-2.0759
ENSG00000142089,IFITM3,331,2.49062,70,-0.9363,67,-1.1199,49,-1.8162
ENSG00000182272,B4GALNT4,95,-0.0111,105,0.15311,94,-0.0389,94,-0.0346
ENSG00000185187,SIGIRR,58,1.27302,36,0.18244,28,-0.2362,16,-1.3198
ENSG00000174915,PTDSS2,33,-0.0538,39,0.21798,34,-0.0078,33,-0.0589
ENSG00000023191,RNH1,80,0.42149,53,-0.3325,51,-0.4280,68,0.09713
ENSG00000174775,HRAS,140,-0.1032,194,0.45871,131,-0.2227,148,0.01157
ENSG00000099849,RASSF7,9,-0.4923,13,0.16401,17,0.81226,9,-0.4768
ENSG00000070047,PHRF1,17,0.46294,19,0.51353,9,-0.6934,13,-0.1885
ENSG00000177030,DEAF1,163,-0.1790,259,0.61889,220,0.40765,137,-0.5827
ENSG00000177106,EPS8L2,12,0.17724,5,-1.2850,20,1.27225,7,-1.0484
ENSG00000177042,TMEM80,30,-0.0265,24,-0.3962,23,-0.5106,39,0.53993
ENSG00000177156,TALDO1,97,0.16140,72,-0.3605,82,-0.1752,96,0.15438
ENSG00000177225,GATD1,41,0.54769,18,-0.8707,31,-0.0216,29,-0.1389
ENSG00000184524,CEND1,179,-0.5769,281,0.22614,404,1.06886,172,-0.7520
ENSG00000177542,SLC25A22,96,-0.8069,117,-0.4054,249,1.07985,132,-0.2896
ENSG00000177600,RPLP2,1692,0.73310,1319,0.17661,925,-0.4606,979,-0.4209
ENSG00000177666,PNPLA2,30,0.10656,18,-0.6803,28,0.00706,30,0.17078
ENSG00000177697,CD151,51,1.37043,19,-0.5932,22,-0.3778,18,-0.8754
ENSG00000177700,POLR2L,514,0.18098,579,0.35499,385,-0.3651,457,-0.0577
ENSG00000214063,TSPAN4,17,1.10683,3,-1.6613,12,0.35913,6,-0.9308
ENSG00000177830,CHID1,65,-0.4157,75,-0.1381,78,-0.0767,97,0.41840
ENSG00000183020,AP2A2,95,-0.7477,118,-0.3242,165,0.26553,172,0.42346
ENSG00000078902,TOLLIP,191,-0.9586,239,-0.5049,414,0.47152,389,0.42433
ENSG00000174672,BRSK2,61,-0.5063,70,-0.2283,124,0.91131,67,-0.3778
ENSG00000182208,MOB2,35,0.22075,33,0.04980,35,0.22256,26,-0.4080
ENSG00000184545,DUSP8,76,-0.1035,82,0.03854,86,0.14767,78,-0.0582
ENSG00000244242,IFITM10,28,-0.1903,14,-1.2014,69,1.90030,13,-1.6446
ENSG00000117984,CTSD,319,0.05385,256,-0.3143,321,0.06299,316,0.04054
ENSG00000214026,MRPL23,93,0.00936,134,0.63096,77,-0.3373,89,-0.1001
ENSG00000110651,CD81,805,0.70281,437,-0.4363,418,-0.5760,564,-0.0306
ENSG00000184281,TSSC4,27,0.10755,17,-0.6384,29,0.21180,26,-0.0112
ENSG00000269821,KCNQ1OT1,17,0.06423,17,0.08891,35,1.75105,3,-2.7688
ENSG00000129757,CDKN1C,35,0.62562,2,-3.7033,63,2.23464,2,-3.8933
ENSG00000205531,NAP1L4,96,-0.0605,99,-0.0009,107,0.14460,96,-0.0705
ENSG00000110619,CARS,24,-0.3332,24,-0.2583,33,0.31108,30,0.10087
ENSG00000021762,OSBPL5,6,-0.8333,13,0.33521,11,0.13331,12,0.28304
ENSG00000005801,ZNF195,10,-0.2622,11,-0.0304,10,-0.1843,13,0.34794
ENSG00000110713,NUP98,16,0.42049,10,-0.3779,9,-0.5396,14,0.18749
ENSG00000148985,PGAP2,12,-0.2297,6,-1.2169,16,0.39787,15,0.24515
ENSG00000177105,RHOG,28,1.87486,8,-0.6081,12,-0.1459,4,-1.9709
ENSG00000167323,STIM1,60,-0.8709,88,-0.1620,68,-0.6466,145,1.06775
ENSG00000167325,RRM1,15,-0.4986,13,-0.6655,20,-0.0132,25,0.61111
ENSG00000244734,HBB,121,-0.5059,1,-7.3706,514,3.61298,2,-6.6507
ENSG00000051009,FAM160A2,12,-0.9622,27,0.46753,27,0.55763,20,-0.0942
ENSG00000110148,CCKBR,14,-1.2433,28,-0.0478,28,-0.0948,40,0.83674
ENSG00000170955,CAVIN3,13,0.42430,11,0.12639,7,-0.8081,11,0.12858
ENSG00000166311,SMPD1,38,-0.3765,23,-1.1248,64,0.64593,49,0.10026
ENSG00000166313,APBB1,299,-0.4999,432,0.16146,427,0.16691,417,0.14702
ENSG00000110171,TRIM3,20,-0.6787,30,0.02205,32,0.15345,34,0.33331
ENSG00000132254,ARFIP2,34,-0.7027,53,0.09743,47,-0.1280,62,0.52715
ENSG00000132286,TIMM10B,35,-0.0681,40,0.13384,40,0.17106,34,-0.1538
ENSG00000132275,RRP8,12,0.44978,5,-0.8578,7,-0.4283,11,0.24494
ENSG00000166333,ILK,72,0.91840,47,0.00764,32,-0.6638,39,-0.3898
ENSG00000166337,TAF10,177,0.34966,185,0.37322,132,-0.2162,128,-0.3321
ENSG00000166340,TPP1,139,1.08541,51,-0.7975,75,-0.1992,63,-0.5917
ENSG00000166341,DCHS1,23,0.50009,32,0.98990,13,-0.5964,13,-0.6402
ENSG00000158042,MRPL17,30,-0.5396,37,-0.1554,42,0.08286,47,0.38230
ENSG00000175390,EIF3F,133,0.25438,97,-0.3078,85,-0.5889,134,0.33409
ENSG00000166402,TUB,42,-0.5411,61,0.10446,45,-0.4370,73,0.63831
ENSG00000166405,RIC3,26,-0.3462,30,-0.0868,31,-0.0257,36,0.31281
ENSG00000166441,RPL27A,718,0.95957,488,0.11063,359,-0.4435,336,-0.6528
ENSG00000166444,ST5,29,0.45023,15,-0.7232,31,0.55884,17,-0.6390
ENSG00000166452,AKIP1,29,0.11592,25,-0.1460,23,-0.3231,30,0.21132
ENSG00000175348,TMEM9B,71,0.00419,65,-0.1339,75,0.11680,69,-0.0384
ENSG00000175352,NRIP3,55,-0.0291,67,0.29886,88,0.94699,31,-1.1478
ENSG00000184014,DENND5A,101,0.80823,54,-0.3647,59,-0.2596,57,-0.3918
ENSG00000166471,TMEM41B,32,-0.0121,23,-0.5592,35,0.14825,34,0.11244
ENSG00000205339,IPO7,59,-0.6225,85,0.05345,107,0.52071,81,-0.0345
ENSG00000133789,SWAP70,18,0.13825,12,-0.5544,26,0.94362,11,-0.8304
ENSG00000133812,SBF2,26,0.35906,23,0.09272,14,-0.7954,23,0.19512
ENSG00000255823,MTRNR2L8,1243,0.82983,1118,0.49176,722,-0.2744,545,-0.8896
ENSG00000110315,RNF141,98,0.63621,59,-0.2963,81,0.25122,51,-0.6945
ENSG00000072952,MRVI1,34,1.28076,23,0.34420,11,-0.8396,12,-0.9102
ENSG00000198730,CTR9,27,-0.0462,22,-0.3887,25,-0.1657,31,0.32157
ENSG00000110321,EIF4G2,241,-0.2881,225,-0.3611,370,0.55100,268,-0.1097
ENSG00000236287,ZBED5,22,-0.2104,23,-0.1499,24,-0.0628,28,0.27335
ENSG00000110328,GALNT18,23,-1.2087,24,-1.0183,15,-1.9143,89,2.14883
ENSG00000170242,USP47,46,0.23469,41,0.01632,37,-0.1661,39,-0.0743
ENSG00000050165,DKK3,689,-0.4145,853,-0.0154,667,-0.4725,1107,0.63548
ENSG00000133816,MICAL2,48,-0.9745,68,-0.3187,132,0.99078,78,-0.1324
ENSG00000197702,PARVA,57,0.02675,41,-0.5172,75,0.57422,48,-0.3236
ENSG00000187079,TEAD1,27,1.25065,9,-0.7360,14,-0.1663,10,-0.8505
ENSG00000133794,ARNTL,19,-0.4034,13,-1.0083,18,-0.4808,35,0.96597
ENSG00000148925,BTBD10,44,-1.1145,51,-0.7474,100,0.39395,106,0.64219
ENSG00000197601,FAR1,39,-0.3721,31,-0.7030,62,0.51400,50,0.10398
ENSG00000262655,SPON1,62,1.53091,27,-0.2060,27,-0.2802,15,-1.4137
ENSG00000133818,RRAS2,12,0.39331,3,-1.6473,11,0.16737,10,0.02772
ENSG00000129083,COPB1,32,-0.3865,40,-0.0069,29,-0.5997,52,0.69113
ENSG00000129084,PSMA1,107,-0.6611,159,0.05492,133,-0.2650,197,0.61880
ENSG00000110693,SOX6,14,0.67467,19,1.03634,7,-0.5458,6,-0.9242
ENSG00000110696,C11orf58,153,-0.1307,173,0.08378,135,-0.3657,188,0.32792
ENSG00000110700,RPS13,1477,0.98114,1196,0.42310,721,-0.4717,616,-0.8588
ENSG00000011405,PIK3C2A,45,0.79069,26,-0.2639,28,-0.1260,24,-0.5271
ENSG00000070081,NUCB2,27,-0.3426,22,-0.5826,29,-0.2142,41,0.63054
ENSG00000260196,AC124798.1,13,0.19774,11,-0.0322,14,0.35636,9,-0.4733
ENSG00000006071,ABCC8,17,-0.2751,16,-0.3167,18,-0.2465,25,0.51607
ENSG00000129159,KCNC1,34,-0.8658,68,0.37110,70,0.49587,54,-0.0328
ENSG00000129158,SERGEF,57,-0.0468,62,0.08228,61,0.09370,56,-0.0787
ENSG00000110768,GTF2H1,26,-0.5931,50,0.57717,34,-0.1052,39,0.19261
ENSG00000134333,LDHA,218,-0.8405,287,-0.3110,365,0.09442,442,0.60610
ENSG00000074319,TSG101,56,-0.1888,56,-0.1578,54,-0.2715,74,0.41141
ENSG00000179119,SPTY2D1,10,-0.1298,3,-1.9611,14,0.37583,13,0.32547
ENSG00000110786,PTPN5,42,-1.6200,97,-0.1839,97,-0.2253,166,1.13532
ENSG00000177054,ZDHHC13,10,-0.1954,8,-0.5734,12,0.21783,12,0.19740
ENSG00000166833,NAV2,16,0.35755,11,-0.3219,12,-0.1729,13,-0.0310
ENSG00000270607,AC009549.1,11,-0.5278,9,-0.7557,24,0.91067,14,-0.1626
ENSG00000109854,HTATIP2,9,-0.3210,8,-0.5132,12,0.17935,12,0.29708
ENSG00000185238,PRMT3,18,0.85702,8,-0.5067,9,-0.4835,10,-0.2221
ENSG00000165973,NELL1,23,-1.5911,82,0.59818,81,0.69629,57,-0.0192
ENSG00000171714,ANO5,16,-0.5639,25,0.23369,22,0.01025,24,0.27634
ENSG00000091664,SLC17A6,8,-2.3912,10,-1.8143,20,-0.9287,68,2.33901
ENSG00000198168,SVIP,93,-0.0862,79,-0.3418,96,-0.0413,108,0.24211
ENSG00000187398,LUZP2,24,-0.5901,45,0.51712,25,-0.5226,40,0.50942
ENSG00000134343,ANO3,24,-1.3791,18,-1.6307,62,0.32917,77,1.00984
ENSG00000176971,FIBIN,33,2.22446,1,-3.2818,10,-0.4875,6,-1.4079
ENSG00000129151,BBOX1,39,2.37569,11,-0.4054,8,-0.9764,5,-2.0824
ENSG00000109881,CCDC34,20,-0.9055,42,0.39912,32,-0.0365,39,0.41906
ENSG00000205213,LGR4,28,1.13190,2,-2.7185,14,-0.2664,15,-0.2223
ENSG00000148943,LIN7C,57,-0.2552,88,0.50334,71,0.15170,60,-0.2003
ENSG00000176697,BDNF,5,-2.2543,15,-0.5659,27,0.54453,29,0.84988
