Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000107130,NCS1,449,-0.1307,679,0.58365,335,-0.6606,534,0.24828
ENSG00000130707,ASS1,28,-0.3368,44,0.46571,34,0.05772,33,-0.0380
ENSG00000107164,FUBP3,43,0.52209,39,0.23831,30,-0.2256,28,-0.4158
ENSG00000130713,EXOSC2,14,-0.4002,15,-0.2414,18,0.02634,21,0.37207
ENSG00000097007,ABL1,25,0.13322,21,-0.1533,29,0.39446,20,-0.3918
ENSG00000126878,AIF1L,63,2.39569,12,-1.1359,21,-0.2892,5,-2.6411
ENSG00000126883,NUP214,17,0.11783,18,0.14981,14,-0.2776,17,0.04231
ENSG00000160539,PLPP7,9,-1.0310,14,-0.2527,15,-0.1589,24,0.86851
ENSG00000130723,PRRC2B,141,-0.3588,167,-0.0299,223,0.54092,156,-0.1919
ENSG00000130714,POMT1,28,-0.3401,24,-0.5352,32,-0.1143,42,0.54273
ENSG00000130717,UCK1,39,-0.0990,45,0.16301,47,0.24816,37,-0.2126
ENSG00000107263,RAPGEF1,64,-0.0895,80,0.28350,74,0.18003,61,-0.2250
ENSG00000160563,MED27,20,-0.6880,28,-0.1072,24,-0.4122,41,0.80141
ENSG00000196358,NTNG2,75,0.52758,50,-0.2462,114,1.52476,12,-2.8186
ENSG00000107290,SETX,26,-0.1029,18,-0.6702,26,-0.1097,33,0.41684
ENSG00000125482,TTF1,15,0.84804,7,-0.5594,9,-0.2430,8,-0.3713
ENSG00000125484,GTF3C4,16,-0.4803,17,-0.3937,26,0.40453,23,0.16960
ENSG00000165698,SPACA9,30,-0.2464,33,-0.0349,31,-0.1589,39,0.32071
ENSG00000165699,TSC1,22,-0.5712,30,-0.0303,45,0.77633,27,-0.2807
ENSG00000148308,GTF3C5,25,0.05925,17,-0.5747,22,-0.1777,27,0.31317
ENSG00000160271,RALGDS,61,0.33937,49,-0.0856,41,-0.4323,53,0.07112
ENSG00000148296,SURF6,36,-0.1491,41,0.09768,48,0.40491,34,-0.2841
ENSG00000148297,MED22,24,0.36783,11,-0.9385,19,-0.0168,20,0.04321
ENSG00000148303,RPL7A,1295,0.45681,1231,0.29525,881,-0.2960,889,-0.3278
ENSG00000148290,SURF1,125,0.50681,92,-0.0860,96,-0.0174,81,-0.4022
ENSG00000148291,SURF2,44,-0.0315,60,0.48715,44,-0.0157,40,-0.2245
ENSG00000148248,SURF4,63,-0.1728,49,-0.5475,74,0.14460,76,0.23268
ENSG00000148300,REXO4,18,-0.0553,9,-1.1491,14,-0.4710,25,0.75283
ENSG00000160326,SLC2A6,13,-1.3650,26,-0.1547,49,1.15679,26,-0.1857
ENSG00000197859,ADAMTSL2,11,-0.7060,9,-0.7997,28,1.25479,13,-0.4075
ENSG00000160293,VAV2,18,0.46459,33,1.47364,10,-0.5689,8,-1.1107
ENSG00000235106,BRD3OS,57,-0.1791,49,-0.3968,66,0.09788,69,0.22223
ENSG00000169925,BRD3,47,0.27659,45,0.17558,46,0.23508,31,-0.5432
ENSG00000196363,WDR5,33,-0.1141,20,-0.8479,52,0.82419,30,-0.3513
ENSG00000186350,RXRA,60,0.60778,41,-0.1266,51,0.26673,31,-0.7630
ENSG00000130558,OLFM1,804,-1.3797,1577,-0.1883,1662,-0.1199,2550,0.97008
ENSG00000196422,PPP1R26,31,0.15913,29,0.02053,24,-0.3094,29,0.09297
ENSG00000160345,C9orf116,21,0.13703,27,0.57249,14,-0.5217,19,-0.0424
ENSG00000122140,MRPS2,34,-0.2766,42,0.09709,44,0.20234,40,-0.0033
ENSG00000107147,KCNT1,20,-0.8727,36,0.09453,45,0.60058,34,0.01789
ENSG00000130559,CAMSAP1,36,-0.8786,41,-0.5723,64,0.15713,76,0.66714
ENSG00000130560,UBAC1,57,-0.0175,67,0.24158,48,-0.3353,61,0.14478
ENSG00000148411,NACC2,125,1.10138,76,0.02675,51,-0.6969,57,-0.5870
ENSG00000238227,TMEM250,41,-0.3684,32,-0.7227,49,-0.0138,62,0.54571
ENSG00000165661,QSOX2,10,-0.7181,7,-1.2260,12,-0.4756,24,1.20616
ENSG00000160360,GPSM1,46,-0.1214,35,-0.5479,68,0.69105,42,-0.3072
ENSG00000165684,SNAPC4,13,-0.6639,21,0.18814,21,0.20580,20,0.20302
ENSG00000165689,ENTR1,12,-0.4646,18,0.19934,22,0.62383,14,-0.3162
ENSG00000165688,PMPCA,35,-0.3549,47,0.17329,41,-0.0718,47,0.23413
ENSG00000148384,INPP5E,20,-0.4128,17,-0.5627,26,0.12882,29,0.41513
ENSG00000148396,SEC16A,33,-0.6126,19,-1.4025,51,0.17434,62,0.71630
ENSG00000148400,NOTCH1,34,1.96751,9,-0.7225,9,-0.8431,7,-1.2836
ENSG00000172889,EGFL7,101,-0.0189,59,-0.8755,186,1.31949,61,-1.0382
ENSG00000169692,AGPAT2,15,-0.6452,11,-0.9927,33,0.83810,22,0.05475
ENSG00000165716,DIPK1B,42,-0.8715,67,-0.0365,79,0.29208,79,0.35265
ENSG00000233016,SNHG7,91,0.38558,69,-0.1356,71,-0.1013,69,-0.1910
ENSG00000177984,LCN15,5,-1.2471,6,-0.8989,14,0.66104,13,0.50886
ENSG00000244187,TMEM141,92,-0.1611,151,0.70706,102,0.04181,87,-0.3124
ENSG00000196642,RABL6,128,0.13936,162,0.52237,87,-0.5620,120,0.01233
ENSG00000232434,AJM1,49,-0.1632,61,0.22047,57,0.10537,52,-0.0682
ENSG00000054148,PHPT1,433,0.41005,464,0.45957,211,-0.9186,357,0.02426
ENSG00000107223,EDF1,455,0.08608,413,-0.0865,391,-0.2017,459,0.12399
ENSG00000159069,FBXW5,98,-0.0584,130,0.42091,113,0.21914,85,-0.3676
ENSG00000107317,PTGDS,3541,1.89438,970,-0.8002,1102,-0.6791,846,-1.2769
ENSG00000214402,LCNL1,16,0.85517,6,-0.9222,7,-0.6189,11,0.00241
ENSG00000148362,PAXX,117,0.40181,92,-0.0607,94,-0.0196,83,-0.3087
ENSG00000107331,ABCA2,139,0.11898,102,-0.3983,147,0.22781,124,-0.1202
ENSG00000107281,NPDC1,250,-0.5784,269,-0.3951,306,-0.2173,454,0.71786
ENSG00000054179,ENTPD2,36,2.65392,4,-1.6235,2,-2.6396,8,-1.0249
ENSG00000186193,SAPCD2,13,0.21195,14,0.34719,5,-1.2767,14,0.42842
ENSG00000197355,UAP1L1,12,0.36641,4,-1.2611,14,0.64052,8,-0.4768
ENSG00000268996,MAN1B1-DT,7,-0.8444,11,0.06744,13,0.36673,12,0.22743
ENSG00000177239,MAN1B1,50,-0.3728,52,-0.2666,73,0.32671,65,0.11784
ENSG00000176978,DPP7,79,-0.1995,82,-0.0957,96,0.18209,89,0.04730
ENSG00000176884,GRIN1,405,-0.6762,565,-0.0638,753,0.49949,606,0.07260
ENSG00000176101,SSNA1,85,-0.1450,133,0.63351,75,-0.3592,93,0.03501
ENSG00000176058,TPRN,26,0.10415,25,-0.0348,32,0.46013,20,-0.4892
ENSG00000187713,TMEM203,36,-0.5113,62,0.43940,43,-0.1857,54,0.28041
ENSG00000212864,RNF208,67,-0.3763,108,0.45446,83,0.01699,84,0.02915
ENSG00000188229,TUBB4B,193,-0.4550,251,0.02608,266,0.13959,269,0.20490
ENSG00000188986,NELFB,61,-0.0394,44,-0.5426,87,0.68505,52,-0.3714
ENSG00000187609,EXD3,14,-0.3959,12,-0.6098,24,0.71308,16,-0.0998
ENSG00000188747,NOXA1,12,-1.2694,16,-0.7193,30,0.28658,35,0.79250
ENSG00000165802,NSMF,390,0.66213,353,0.37698,262,-0.1422,200,-0.7257
ENSG00000130653,PNPLA7,13,0.20582,8,-0.6532,14,0.31230,11,-0.1796
ENSG00000182154,MRPL41,262,0.27150,212,-0.1208,202,-0.2312,229,0.00496
ENSG00000148399,DPH7,13,-0.6492,18,0.02404,20,0.15855,21,0.31098
ENSG00000165724,ZMYND19,21,-0.3421,18,-0.5375,29,0.27373,28,0.24142
ENSG00000197070,ARRDC1,18,-0.2667,20,-0.0862,27,0.55082,18,-0.2435
ENSG00000203993,ARRDC1-AS1,22,0.36611,13,-0.5063,14,-0.4318,20,0.21162
ENSG00000181090,EHMT1,18,0.03898,13,-0.3947,20,0.27997,17,-0.1008
ENSG00000148408,CACNA1B,32,-1.2232,51,-0.4126,72,0.18299,88,0.75784
ENSG00000015171,ZMYND11,93,-0.0031,90,-0.0596,87,-0.1359,99,0.13458
ENSG00000151240,DIP2C,35,-0.3802,35,-0.3441,49,0.25418,47,0.21481
ENSG00000107929,LARP4B,39,-0.3242,59,0.39957,55,0.32098,42,-0.2380
ENSG00000107937,GTPBP4,24,-0.3236,19,-0.6726,30,0.08959,34,0.42174
ENSG00000067064,IDI1,136,-0.1207,128,-0.2019,166,0.26009,143,-0.0334
ENSG00000047056,WDR37,18,-0.8737,49,0.91167,31,0.14644,28,-0.0634
ENSG00000185736,ADARB2,35,1.55215,11,-0.6523,5,-1.9461,16,-0.2023
ENSG00000067057,PFKP,112,-0.8038,111,-0.7263,299,1.16931,154,-0.2735
ENSG00000107959,PITRM1,51,0.08662,36,-0.4584,51,0.08368,49,0.05126
ENSG00000067082,KLF6,24,-0.3560,14,-1.1373,48,1.05958,25,-0.3343
ENSG00000187134,AKR1C1,9,-0.1313,5,-0.9935,14,0.74025,9,-0.2066
ENSG00000196139,AKR1C3,19,1.05631,23,1.15109,9,-0.4733,5,-1.6972
ENSG00000173848,NET1,28,0.51860,33,0.72339,18,-0.3562,16,-0.6302
ENSG00000196372,ASB13,18,-0.0293,12,-0.6915,17,-0.1517,22,0.39912
ENSG00000108021,TASOR2,19,-0.1492,22,0.12985,19,-0.0843,21,0.11890
ENSG00000057608,GDI2,78,-0.2050,73,-0.2828,95,0.16677,93,0.14190
ENSG00000134452,FBH1,27,-0.1351,25,-0.2262,25,-0.2725,34,0.40100
ENSG00000134453,RBM17,48,0.08193,50,0.13602,52,0.21113,40,-0.3169
ENSG00000170525,PFKFB3,43,-0.0763,27,-0.7973,32,-0.6154,61,0.76663
ENSG00000198879,SFMBT2,22,-0.0963,20,-0.2016,35,0.85874,17,-0.6611
ENSG00000151657,KIN,10,0.24443,7,-0.3666,6,-0.6850,11,0.42081
ENSG00000165629,ATP5F1C,173,-0.4724,218,-0.0412,178,-0.4209,289,0.65060
ENSG00000165632,TAF3,15,0.69197,8,-0.4541,17,0.87180,5,-1.4833
ENSG00000270111,CELF2-DT,14,-1.1050,41,0.78112,23,-0.2343,31,0.43541
ENSG00000048740,CELF2,146,-0.4915,119,-0.7444,271,0.72517,190,-0.0030
ENSG00000151461,UPF2,31,0.11463,20,-0.6317,41,0.67296,24,-0.4623
ENSG00000181192,DHTKD1,22,1.44817,6,-1.0194,9,-0.4068,8,-0.7950
ENSG00000065665,SEC61A2,34,-0.7732,44,-0.3030,58,0.19616,64,0.48628
ENSG00000165609,NUDT5,18,0.00147,18,0.01256,20,0.21911,16,-0.1923
ENSG00000151465,CDC123,55,-0.4245,73,0.10269,52,-0.5133,88,0.61420
ENSG00000183049,CAMK1D,97,-0.7558,152,0.04549,131,-0.2253,191,0.64915
ENSG00000151468,CCDC3,30,-0.7755,19,-1.3854,66,0.74939,52,0.30701
ENSG00000123240,OPTN,147,-0.5462,153,-0.4067,274,0.67625,194,-0.0349
ENSG00000107537,PHYH,25,-0.2052,30,0.10934,39,0.64424,22,-0.4877
ENSG00000086475,SEPHS1,38,0.04897,28,-0.4379,40,0.13165,38,0.03492
ENSG00000165630,PRPF18,10,-0.6780,9,-0.7095,11,-0.3770,21,0.98573
ENSG00000239665,AL157392.3,6,-0.7976,11,0.28988,9,-0.0173,11,0.40464
ENSG00000151474,FRMD4A,24,-0.4626,27,-0.2160,38,0.41579,32,0.07893
ENSG00000065809,FAM107B,42,3.89847,0,-4.4144,6,-1.2506,1,-3.9269
ENSG00000187522,HSPA14,6,-1.5218,15,-0.0853,11,-0.5594,25,1.27907
ENSG00000176244,ACBD7,111,0.75526,107,0.56348,57,-0.5502,57,-0.6241
ENSG00000152465,NMT2,23,-0.2882,17,-0.7343,42,0.91504,23,-0.3469
ENSG00000148468,FAM171A1,93,-0.4292,87,-0.4817,113,-0.0711,147,0.55142
ENSG00000148481,MINDY3,26,-0.3287,23,-0.5058,32,0.06824,37,0.38832
ENSG00000148484,RSU1,29,0.11671,22,-0.3115,27,-0.0478,28,0.07624
ENSG00000026025,VIM,815,2.09002,190,-0.9615,214,-0.8734,177,-1.3448
ENSG00000136738,STAM,36,-0.3816,28,-0.6942,56,0.46451,47,0.15259
ENSG00000148482,SLC39A12,85,2.19776,15,-1.2956,24,-0.6985,16,-1.5507
ENSG00000165995,CACNB2,43,-0.9861,61,-0.3228,57,-0.4884,111,1.09355
ENSG00000165997,ARL5B,13,-0.5192,9,-0.9995,27,0.85900,17,-0.0443
ENSG00000120594,PLXDC2,20,0.57040,12,-0.3106,16,0.09004,12,-0.4598
ENSG00000078114,NEBL,144,0.77780,66,-0.6388,77,-0.4486,94,-0.1182
ENSG00000204682,MIR1915HG,16,0.89946,11,0.14726,7,-0.6907,9,-0.4251
ENSG00000078403,MLLT10,17,0.42244,5,-1.5587,13,-0.0368,15,0.15029
ENSG00000148444,COMMD3,46,-0.1559,64,0.41420,37,-0.5757,57,0.31280
ENSG00000168283,BMI1,47,-0.1696,61,0.28608,59,0.25579,46,-0.2305
ENSG00000150867,PIP4K2A,106,1.69913,32,-0.7327,44,-0.2518,24,-1.4278
ENSG00000148450,MSRB2,120,0.69123,107,0.36219,78,-0.1791,61,-0.7161
ENSG00000165312,OTUD1,10,-0.8835,21,0.27934,18,0.02076,21,0.42706
ENSG00000120549,KIAA1217,13,-1.1974,69,1.74620,31,0.29260,18,-0.7780
ENSG00000107863,ARHGAP21,126,0.05245,87,-0.5511,141,0.27757,120,-0.0525
ENSG00000099256,PRTFDC1,36,0.76715,22,-0.1829,18,-0.5193,22,-0.2355
ENSG00000185875,THNSL1,10,-0.5574,14,0.08370,14,0.08467,15,0.28715
ENSG00000151025,GPR158,30,-0.6973,17,-1.5182,79,1.24797,40,-0.2192
ENSG00000136750,GAD2,83,-0.6298,220,1.09612,105,-0.2060,114,-0.0642
ENSG00000136754,ABI1,84,-0.1637,66,-0.5393,77,-0.3391,116,0.57881
ENSG00000107890,ANKRD26,22,0.00876,27,0.35435,27,0.37323,17,-0.5347
ENSG00000136758,YME1L1,54,-0.1245,38,-0.6719,62,0.15343,63,0.23022
ENSG00000107897,ACBD5,57,0.59340,54,0.40436,43,0.02674,28,-0.8260
ENSG00000099246,RAB18,123,-0.2858,117,-0.3287,138,-0.0717,170,0.40284
ENSG00000150054,MPP7,4,-1.7551,12,-0.2195,14,0.02246,20,1.01433
ENSG00000254635,WAC-AS1,18,-0.5692,17,-0.6182,32,0.48147,28,0.23462
ENSG00000095787,WAC,87,-0.3508,148,0.57856,118,0.22763,94,-0.2443
ENSG00000165757,JCAD,24,-0.2681,23,-0.2651,48,1.21962,17,-0.9265
ENSG00000107951,MTPAP,9,-0.7052,6,-1.4051,22,0.90569,15,0.11982
ENSG00000148516,ZEB1,37,-0.0368,31,-0.3271,39,0.04861,40,0.12889
ENSG00000165322,ARHGAP12,28,-0.0837,41,0.56279,35,0.31311,23,-0.5295
ENSG00000170759,KIF5B,109,0.77986,56,-0.4711,89,0.35174,48,-0.8934
ENSG00000120616,EPC1,12,-0.1638,13,-0.0921,13,-0.0192,15,0.18195
ENSG00000216937,CCDC7,25,1.71498,3,-1.7981,6,-1.1621,10,-0.4282
ENSG00000150093,ITGB1,47,1.47191,16,-0.6544,22,-0.1946,13,-1.1674
ENSG00000099250,NRP1,17,0.77343,6,-0.8807,6,-0.9759,13,0.27201
ENSG00000148498,PARD3,22,0.76451,15,0.02485,4,-2.1719,18,0.40477
ENSG00000108094,CUL2,23,-1.2572,37,-0.3966,39,-0.3551,73,1.16125
ENSG00000095794,CREM,49,-0.3950,71,0.27178,50,-0.3280,71,0.39402
ENSG00000108100,CCNY,84,-0.3079,89,-0.1751,96,-0.0486,114,0.34100
ENSG00000177283,FZD8,36,2.05969,8,-1.0641,9,-0.8642,8,-1.2652
ENSG00000198105,ZNF248,18,-0.4322,14,-0.8109,19,-0.3798,33,0.86791
ENSG00000175395,ZNF25,39,-1.1290,63,-0.2660,112,0.84856,77,0.07022
ENSG00000189180,ZNF33A,35,0.37076,25,-0.2303,28,-0.0091,26,-0.2107
ENSG00000075407,ZNF37A,17,0.18153,10,-0.7764,16,0.02513,17,0.12437
ENSG00000196693,ZNF33B,11,0.02161,12,0.16316,15,0.61935,8,-0.6934
ENSG00000165733,BMS1,19,-0.0026,18,-0.1578,22,0.22491,18,-0.1151
ENSG00000169826,CSGALNACT2,13,0.40106,4,-1.3242,13,0.26967,10,-0.1324
ENSG00000198915,RASGEF1A,33,-0.6521,60,0.35557,41,-0.3082,59,0.49610
ENSG00000169813,HNRNPF,40,0.95084,24,-0.1201,25,-0.0472,17,-0.8628
ENSG00000169740,ZNF32,59,-0.1481,82,0.40101,56,-0.2634,67,0.10807
ENSG00000107562,CXCL12,20,1.19232,6,-1.0116,6,-1.1684,11,-0.0166
ENSG00000107551,RASSF4,59,1.55303,21,-0.5671,25,-0.2725,16,-1.2511
ENSG00000165512,ZNF22,19,0.74187,11,-0.3401,16,0.30816,9,-0.8593
ENSG00000165406,MARCH8,13,0.32475,7,-0.7765,13,0.31086,10,-0.2459
ENSG00000172661,WASHC2C,13,-0.1689,7,-1.0691,19,0.50890,15,0.06632
ENSG00000265354,TIMM23,49,-0.3666,63,0.11264,60,0.02080,65,0.20039
ENSG00000266412,NCOA4,69,0.07654,48,-0.5368,84,0.46987,59,-0.2559
ENSG00000265763,ZNF488,9,-0.4176,11,-0.0371,13,0.28770,12,0.08474
ENSG00000170324,FRMPD2,9,-2.0095,10,-1.7100,53,1.25293,35,0.38313
ENSG00000107643,MAPK8,29,-0.8950,35,-0.5121,73,0.84607,49,0.04457
ENSG00000197444,OGDHL,47,-0.5315,68,0.12869,77,0.41630,62,-0.0330
ENSG00000227345,PARG,18,-0.1472,17,-0.1806,18,-0.0972,21,0.26617
ENSG00000099290,WASHC2A,15,-0.3120,13,-0.5312,19,0.11571,21,0.34817
ENSG00000198964,SGMS1,21,0.65586,10,-0.6951,15,-0.0877,14,-0.2470
ENSG00000204147,ASAH2B,7,-0.5066,4,-1.1117,12,0.50428,11,0.31230
ENSG00000177613,CSTF2T,20,-0.1228,15,-0.5317,25,0.31110,21,0.04984
ENSG00000122873,CISD1,146,-0.6317,174,-0.2808,242,0.31588,234,0.29788
ENSG00000072401,UBE2D1,21,-0.8105,29,-0.2382,28,-0.3205,47,0.86160
ENSG00000108064,TFAM,14,-0.3681,8,-1.1766,21,0.43768,19,0.29649
ENSG00000237949,LINC00844,289,3.14844,39,-1.4133,52,-1.0741,16,-3.1042
ENSG00000165443,PHYHIPL,160,-0.3978,130,-0.6806,185,-0.1388,256,0.64382
ENSG00000148541,FAM13C,23,-0.4493,21,-0.5400,38,0.47069,32,0.14209
ENSG00000108091,CCDC6,68,-0.4381,79,-0.1387,85,-0.0338,102,0.40121
ENSG00000151150,ANK3,85,-0.4862,147,0.48375,127,0.28840,103,-0.1437
ENSG00000150347,ARID5B,24,-0.5480,37,0.21998,26,-0.4318,41,0.58420
ENSG00000138311,ZNF365,29,-1.4240,42,-0.7229,64,-0.0590,100,1.12851
ENSG00000181915,ADO,23,-0.7927,49,0.49210,21,-0.9875,51,0.89524
ENSG00000148572,NRBF2,21,-0.3988,22,-0.2850,28,0.16602,29,0.27764
ENSG00000171988,JMJD1C,33,-0.1272,19,-0.9399,39,0.21724,39,0.25696
ENSG00000165476,REEP3,32,1.91512,8,-0.9033,11,-0.3992,6,-1.5472
ENSG00000198739,LRRTM3,14,-1.6344,25,-0.6175,35,-0.0967,57,1.20401
ENSG00000108176,DNAJC12,62,-0.8619,98,-0.0385,64,-0.8047,151,1.10056
ENSG00000096717,SIRT1,14,0.14012,8,-0.7184,16,0.44291,12,-0.2222
ENSG00000148634,HERC4,25,-0.6383,22,-0.7878,44,0.41242,42,0.38842
ENSG00000179774,ATOH7,6,-1.3041,10,-0.4415,18,0.57855,16,0.46810
ENSG00000096746,HNRNPH3,97,-0.1152,121,0.27223,114,0.20594,93,-0.2210
ENSG00000204130,RUFY2,34,-0.3395,31,-0.4404,54,0.59466,39,-0.0842
ENSG00000122912,SLC25A16,16,-0.4575,19,-0.1690,24,0.22131,23,0.22436
ENSG00000060339,CCAR1,45,0.24321,32,-0.3658,44,0.18288,37,-0.2021
ENSG00000165730,STOX1,64,1.30126,35,-0.0394,24,-0.6786,24,-0.8127
ENSG00000107625,DDX50,18,-0.5002,36,0.65030,19,-0.4893,28,0.35532
ENSG00000165732,DDX21,17,-0.2426,19,-0.0232,19,0.03126,20,0.16920
ENSG00000198954,KIF1BP,50,-0.5772,48,-0.5759,62,-0.1828,92,0.75395
ENSG00000122862,SRGN,30,1.60541,11,-0.5000,14,-0.0131,6,-1.6942
ENSG00000122958,VPS26A,47,0.08766,37,-0.3229,41,-0.1679,49,0.19469
ENSG00000156502,SUPV3L1,20,-0.2428,24,0.03273,29,0.41614,21,-0.1888
ENSG00000156515,HK1,173,-0.5818,170,-0.5431,372,0.94690,214,-0.2368
ENSG00000171224,FAM241B,33,-0.8483,87,0.84496,46,-0.2560,60,0.27934
ENSG00000099284,H2AFY2,10,-0.3893,11,-0.2916,18,0.64249,12,-0.1537
ENSG00000042286,AIFM2,12,0.13163,12,0.09579,9,-0.3881,12,0.13433
ENSG00000079332,SAR1A,84,-0.0452,83,-0.0588,101,0.31479,78,-0.2062
ENSG00000180817,PPA1,177,-0.5055,267,0.22733,227,-0.0482,262,0.28780
ENSG00000172731,LRRC20,18,-0.9410,54,0.94911,30,-0.0684,33,0.11984
ENSG00000148730,EIF4EBP2,82,0.70163,50,-0.2275,52,-0.2145,49,-0.3734
ENSG00000166224,SGPL1,24,1.05008,10,-0.5397,14,-0.0375,10,-0.7945
ENSG00000166228,PCBD1,117,0.53458,113,0.39626,81,-0.1948,69,-0.5506
ENSG00000107731,UNC5B,20,1.33578,9,-0.2106,4,-1.7620,10,-0.1961
ENSG00000107738,VSIR,104,1.26768,45,-0.4042,44,-0.4880,41,-0.7325
ENSG00000197746,PSAP,1115,-0.2084,841,-0.6316,1006,-0.3970,1627,0.67740
ENSG00000107742,SPOCK2,204,-0.1080,214,-0.0213,252,0.29703,202,-0.1571
ENSG00000138303,ASCC1,20,0.49648,8,-0.9384,12,-0.4137,17,0.21565
ENSG00000166295,ANAPC16,101,0.47081,55,-0.6026,68,-0.3101,82,0.06812
ENSG00000168209,DDIT4,94,1.24519,36,-0.6066,26,-1.2614,50,-0.1512
ENSG00000148719,DNAJB12,34,0.21751,31,0.02267,26,-0.2691,30,0.01401
ENSG00000107745,MICU1,56,-0.3304,39,-0.8674,75,0.22591,78,0.37344
ENSG00000156026,MCU,9,-0.0297,3,-1.6799,6,-0.7526,13,1.00318
ENSG00000122884,P4HA1,25,1.10572,12,-0.2857,10,-0.7088,12,-0.4308
ENSG00000122882,ECD,18,0.00128,13,-0.5488,12,-0.7611,24,0.71686
ENSG00000138286,FAM149B1,12,-0.1422,7,-0.8767,15,0.26434,14,0.21154
ENSG00000213551,DNAJC9,18,-0.3574,14,-0.6865,28,0.47108,23,0.12780
ENSG00000182180,MRPS16,60,-0.0585,57,-0.1225,64,0.05476,64,0.05723
ENSG00000138279,ANXA7,103,-0.4042,109,-0.2709,114,-0.2219,162,0.56746
ENSG00000107758,PPP3CB,215,-1.0395,305,-0.3811,521,0.61398,435,0.29380
ENSG00000166348,USP54,23,1.55132,5,-1.3066,14,0.40123,4,-1.8162
ENSG00000176986,SEC24C,27,-0.4005,25,-0.4857,33,-0.0561,42,0.52326
ENSG00000196968,FUT11,11,-0.2800,21,0.86292,15,0.32754,9,-0.6010
ENSG00000172586,CHCHD1,97,-0.1131,127,0.34188,81,-0.4450,114,0.23819
ENSG00000214655,ZSWIM8,22,-0.5956,36,0.24434,31,-0.0014,35,0.29931
ENSG00000166507,NDST2,32,0.23570,30,0.10711,22,-0.4645,30,0.09296
ENSG00000148660,CAMK2G,139,-0.2666,102,-0.7223,235,0.78582,145,-0.2302
ENSG00000035403,VCL,14,-0.2717,14,-0.2841,21,0.47101,16,-0.0767
ENSG00000185009,AP3M1,22,0.32309,11,-0.8248,18,-0.0389,19,0.06796
ENSG00000156110,ADK,29,-0.1064,32,0.07843,22,-0.6136,37,0.46861
ENSG00000156650,KAT6B,28,0.36758,20,-0.2423,22,-0.0747,21,-0.1490
ENSG00000156671,SAMD8,41,-0.2866,36,-0.4741,52,0.15359,54,0.28103
ENSG00000165637,VDAC2,139,-0.4728,173,-0.0703,141,-0.4484,236,0.68067
ENSG00000165644,COMTD1,14,-0.4741,28,0.68433,22,0.37664,15,-0.3656
ENSG00000165655,ZNF503,11,-0.2740,3,-2.0673,35,2.40525,4,-2.2427
ENSG00000156113,KCNMA1,90,-0.4800,107,-0.1283,180,0.91514,95,-0.4474
ENSG00000151208,DLG5,17,0.74171,13,0.17680,10,-0.3376,9,-0.5244
ENSG00000148606,POLR3A,25,-0.4771,33,0.04079,41,0.48735,31,-0.0918
ENSG00000138326,RPS24,2544,0.85341,2068,0.33572,1300,-0.4879,1260,-0.6303
ENSG00000230417,LINC00595,14,0.38307,22,1.11181,8,-0.6597,9,-0.5768
ENSG00000108175,ZMIZ1,82,-0.0768,59,-0.5848,116,0.62988,75,-0.2677
ENSG00000108179,PPIF,38,0.41117,24,-0.4332,34,0.19152,27,-0.3406
ENSG00000165424,ZCCHC24,103,1.52714,58,0.17007,44,-0.3392,22,-1.6233
ENSG00000225484,NUTM2B-AS1,14,-0.1533,14,-0.1065,17,0.22247,15,-0.0169
ENSG00000133678,TMEM254,16,-0.3075,12,-0.7438,15,-0.4853,27,0.83447
ENSG00000189129,PLAC9,43,0.01606,53,0.33055,21,-1.2292,54,0.57022
ENSG00000122359,ANXA11,90,-0.5810,122,-0.0164,90,-0.5903,169,0.81064
ENSG00000122378,PRXL2A,289,0.34837,190,-0.3890,242,-0.0045,229,-0.1289
ENSG00000108219,TSPAN14,41,-0.4181,50,-0.0546,44,-0.3100,65,0.54934
ENSG00000185737,NRG3,22,-0.7023,46,0.55070,33,-0.0236,36,0.21179
ENSG00000165678,GHITM,287,-0.7697,388,-0.2032,465,0.10830,542,0.51572
ENSG00000148600,CDHR1,11,-0.5599,44,1.91020,22,0.73927,4,-2.2982
ENSG00000148604,RGR,47,1.49604,19,-0.3988,11,-1.3352,19,-0.4789
ENSG00000107771,CCSER2,61,-0.1956,63,-0.1070,69,0.04769,72,0.15920
ENSG00000182771,GRID1,15,-0.3585,15,-0.2925,21,0.29335,19,0.14709
ENSG00000062650,WAPL,20,0.14611,11,-0.8054,16,-0.2599,22,0.37268
ENSG00000107779,BMPR1A,18,0.31096,19,0.37075,12,-0.4260,14,-0.1386
ENSG00000173267,SNCG,341,-0.5351,475,0.06783,733,1.00920,342,-0.6168
ENSG00000148671,ADIRF,715,2.19643,159,-0.9894,186,-0.8362,135,-1.5388
ENSG00000148672,GLUD1,612,1.07848,345,-0.1152,286,-0.4747,273,-0.6479
ENSG00000223482,NUTM2A-AS1,22,-0.6134,46,0.66393,32,0.08217,31,0.00432
ENSG00000107789,MINPP1,7,-0.9080,7,-0.7664,10,-0.4050,18,1.14694
ENSG00000138138,ATAD1,53,-0.3238,54,-0.2528,56,-0.2146,78,0.50262
ENSG00000171862,PTEN,88,-0.3240,107,0.04828,127,0.39065,99,-0.1124
