Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000272106,AL691432.2,14,-0.9301,15,-0.5299,30,0.69740,23,0.10675,33,0.69535
ENSG00000197530,MIB2,43,-0.3231,70,0.55843,60,0.41728,31,-0.7020,41,-0.2802
ENSG00000189339,SLC35E2B,13,-0.8398,17,-0.2153,28,0.86911,22,0.18376,17,-0.1657
ENSG00000215790,SLC35E2A,28,0.14944,21,-0.3486,30,0.27469,31,0.25877,9,-1.5784
ENSG00000008130,NADK,36,-0.0615,35,-0.0655,42,0.28488,21,-0.8476,41,0.19766
ENSG00000078369,GNB1,592,0.22489,403,-0.4608,606,0.24205,493,-0.1468,323,-0.8047
ENSG00000187730,GABRD,135,0.00981,175,0.42296,179,0.62180,46,-1.6312,49,-1.5447
ENSG00000067606,PRKCZ,242,-0.0512,305,0.34079,280,0.26521,216,-0.2145,142,-0.8572
ENSG00000162585,FAAP20,62,-0.4354,69,-0.1314,74,-0.0308,88,0.24536,125,0.83905
ENSG00000157933,SKI,23,-0.5108,50,0.89029,31,0.12530,31,0.11181,24,-0.2633
ENSG00000157916,RER1,98,0.45488,55,-0.6316,77,-0.1372,67,-0.3156,77,-0.1117
ENSG00000157911,PEX10,29,-0.3393,24,-0.5357,41,0.40838,45,0.44312,30,-0.1695
ENSG00000149527,PLCH2,42,0.89315,1,-4.6927,25,-0.3673,35,0.26465,23,-0.4467
ENSG00000197921,HES5,9,-1.2666,16,-0.0109,18,0.26835,40,1.54471,16,-0.0248
ENSG00000157870,PRXL2B,57,-0.0801,83,0.54997,69,0.33342,39,-0.6611,34,-0.8770
ENSG00000158109,TPRG1L,253,0.28081,264,0.25200,233,0.06984,163,-0.5077,119,-0.9919
ENSG00000116213,WRAP73,14,-0.1514,17,0.19208,15,-0.0656,18,0.23694,16,0.09317
ENSG00000130764,LRRC47,102,0.36672,93,0.09327,81,-0.1773,60,-0.5938,78,-0.1969
ENSG00000196581,AJAP1,37,0.38437,29,-0.1352,33,0.10267,18,-0.8716,22,-0.5523
ENSG00000069424,KCNAB2,272,0.09595,249,-0.0762,327,0.48747,183,-0.5566,112,-1.3052
ENSG00000116254,CHD5,134,-0.1081,219,0.73618,157,0.23732,101,-0.5141,75,-0.9653
ENSG00000116251,RPL22,408,-0.6896,570,0.03255,463,-0.3710,864,0.71809,1129,1.18854
ENSG00000116237,ICMT,54,0.32789,19,-1.3712,55,0.29798,35,-0.4619,39,-0.2858
ENSG00000158292,GPR153,17,0.27370,0,-4.1455,19,0.45924,16,0.07539,11,-0.5196
ENSG00000097021,ACOT7,483,0.97506,220,-0.6834,321,-0.1224,176,-1.0260,115,-1.6637
ENSG00000215788,TNFRSF25,27,-0.0865,53,1.08287,26,-0.0957,21,-0.4280,17,-0.7677
ENSG00000171680,PLEKHG5,35,0.58025,16,-0.8796,32,0.31152,19,-0.5862,7,-1.9606
ENSG00000162408,NOL9,31,-0.1583,43,0.42286,37,0.21551,35,0.09924,19,-0.8584
ENSG00000162413,KLHL21,42,0.17371,32,-0.3107,41,0.11071,33,-0.2514,33,-0.2244
ENSG00000116273,PHF13,17,-0.1613,29,0.73970,19,0.03021,15,-0.2544,15,-0.3458
ENSG00000041988,THAP3,25,-0.0992,15,-0.8591,35,0.57830,26,-0.0542,19,-0.5224
ENSG00000007923,DNAJC11,42,-0.1700,72,0.76555,52,0.28915,28,-0.7345,28,-0.7306
ENSG00000171735,CAMTA1,149,-0.3877,275,0.72706,190,0.15622,181,0.04096,144,-0.3284
ENSG00000049245,VAMP3,14,-1.6687,19,-0.8842,22,-0.7712,47,0.56157,145,2.75328
ENSG00000049246,PER3,10,-1.1644,21,0.17801,18,-0.0985,21,0.23439,48,1.64310
ENSG00000116288,PARK7,406,-0.0543,495,0.28584,429,0.06835,403,-0.0468,343,-0.3044
ENSG00000116285,ERRFI1,26,0.50026,37,0.93354,16,-0.5547,10,-1.0672,13,-0.7152
ENSG00000162426,SLC45A1,62,0.40952,68,0.41222,57,0.16626,31,-0.8380,9,-2.5764
ENSG00000142599,RERE,96,-0.0636,107,0.12614,97,-0.0415,111,0.17976,96,-0.0549
ENSG00000074800,ENO1,918,0.55921,609,-0.3109,657,-0.2433,751,0.02169,408,-0.9306
ENSG00000171612,SLC25A33,30,-0.5530,16,-1.3043,55,0.77229,58,0.65705,28,-0.5007
ENSG00000188807,TMEM201,19,-0.1618,18,-0.1456,17,-0.3390,8,-1.2840,49,1.49601
ENSG00000171603,CLSTN1,1037,0.64434,743,-0.1424,813,0.00037,448,-0.9279,349,-1.3054
ENSG00000178585,CTNNBIP1,40,-0.1828,58,0.45542,47,0.15396,50,0.21249,26,-0.7780
ENSG00000162441,LZIC,20,-1.0366,25,-0.4245,45,0.66804,33,0.00553,58,0.91111
ENSG00000130939,UBE4B,44,0.17908,59,0.60223,37,-0.1841,31,-0.4277,31,-0.4472
ENSG00000054523,KIF1B,243,-0.1778,274,0.07169,318,0.41800,232,-0.1938,189,-0.5184
ENSG00000142657,PGD,69,0.15178,67,0.06395,63,-0.0522,44,-0.6095,71,0.15533
ENSG00000241563,CORT,228,1.85946,26,-2.3890,70,-1.1185,82,-0.7065,55,-1.3024
ENSG00000160049,DFFA,25,-0.4378,15,-1.1234,26,-0.3199,52,0.85637,62,1.15725
ENSG00000142655,PEX14,36,0.43897,24,-0.3803,34,0.26454,18,-0.8228,14,-1.1504
ENSG00000120948,TARDBP,70,-0.0296,96,0.49061,70,-0.0381,56,-0.3665,68,-0.0642
ENSG00000116649,SRM,174,0.53258,94,-0.6310,134,-0.1070,120,-0.2569,102,-0.5092
ENSG00000171824,EXOSC10,26,0.05499,20,-0.3796,19,-0.5733,29,0.16452,46,0.96041
ENSG00000198793,MTOR,58,0.54739,25,-0.9580,45,-0.0466,43,-0.1264,31,-0.6348
ENSG00000116661,FBXO2,301,0.09805,168,-0.8457,210,-0.6204,596,1.22166,294,0.02488
ENSG00000132879,FBXO44,224,0.43314,178,-0.0890,200,0.12186,139,-0.4762,75,-1.4261
ENSG00000116670,MAD2L2,29,0.39625,18,-0.5113,22,-0.2616,31,0.36841,18,-0.5277
ENSG00000011021,CLCN6,78,0.39887,74,0.16698,58,-0.2939,68,0.02165,40,-0.7764
ENSG00000116685,KIAA2013,52,0.25520,62,0.45284,40,-0.3019,31,-0.6291,47,-0.0015
ENSG00000083444,PLOD1,22,-0.9084,25,-0.4370,41,0.45617,38,0.19990,60,0.96886
ENSG00000116688,MFN2,109,0.43359,86,-0.1080,85,-0.1622,66,-0.5159,77,-0.2824
ENSG00000116691,MIIP,16,-0.8349,46,1.15172,24,0.06421,17,-0.4685,34,0.62388
ENSG00000048707,VPS13D,49,0.09510,50,0.07667,52,0.20082,36,-0.4229,34,-0.5043
ENSG00000162496,DHRS3,25,-0.4002,43,0.57948,27,-0.2199,47,0.73403,29,-0.0482
ENSG00000116731,PRDM2,63,-0.2217,115,0.81764,71,0.03522,56,-0.3576,61,-0.2117
ENSG00000189337,KAZN,48,0.05425,50,0.09774,46,-0.0367,30,-0.6747,59,0.36163
ENSG00000142634,EFHD2,46,-1.5519,538,3.36754,43,-1.5430,83,-0.2968,69,-0.5749
ENSG00000116138,DNAJC16,33,0.57399,36,0.49543,16,-0.9114,19,-0.5189,29,0.13798
ENSG00000197312,DDI2,17,-0.3166,39,1.17403,20,0.09554,13,-0.5498,13,-0.6469
ENSG00000116786,PLEKHM2,94,-0.1174,101,0.03834,115,0.33062,113,0.22544,51,-1.0248
ENSG00000065526,SPEN,24,-0.4834,32,0.11003,27,-0.1839,33,0.20399,54,1.00809
ENSG00000116809,ZBTB17,13,-0.6860,12,-0.5453,18,0.02036,20,0.20714,39,1.34071
ENSG00000185519,FAM131C,21,-0.3314,17,-0.5715,27,0.22451,28,0.24019,33,0.48313
ENSG00000037637,FBXO42,30,0.58863,38,0.74631,20,-0.3253,13,-0.9537,8,-1.6967
ENSG00000055070,SZRD1,22,-0.6595,21,-0.5189,24,-0.3891,33,0.16984,82,1.76103
ENSG00000058453,CROCC,18,-0.0798,20,0.13600,14,-0.5059,19,0.00559,32,0.90485
ENSG00000238142,BX284668.5,16,-0.1555,12,-0.5692,18,0.10898,24,0.59743,16,-0.0671
ENSG00000159363,ATP13A2,270,0.44898,124,-0.9349,274,0.40982,154,-0.6092,86,-1.4948
ENSG00000117118,SDHB,122,0.41711,95,-0.1319,99,-0.0749,87,-0.2668,65,-0.7186
ENSG00000117115,PADI2,9,-2.6001,10,-1.8970,8,-2.6193,71,1.09582,228,3.84483
ENSG00000179051,RCC2,32,0.62346,18,-0.5334,20,-0.4264,34,0.49031,11,-1.2295
ENSG00000074964,ARHGEF10L,17,-0.0177,9,-1.0375,18,0.05862,30,0.92665,12,-0.5927
ENSG00000117154,IGSF21,74,-0.2204,227,1.79204,64,-0.4673,57,-0.5677,42,-1.0239
ENSG00000159423,ALDH4A1,23,-1.0458,42,0.17080,49,0.57390,66,0.93412,30,-0.3509
ENSG00000127463,EMC1,36,0.34832,23,-0.4827,30,-0.1076,24,-0.4347,34,0.10480
ENSG00000053372,MRTO4,37,0.13486,43,0.29493,38,0.16115,24,-0.5965,23,-0.6768
ENSG00000053371,AKR7A2,42,0.35107,23,-0.7153,21,-0.9669,70,1.10382,38,0.07014
ENSG00000077549,CAPZB,228,0.17056,206,-0.0532,216,0.02803,174,-0.3160,188,-0.1935
ENSG00000173436,MICOS10,397,-0.0917,414,0.00577,423,0.05073,456,0.16289,399,-0.0530
ENSG00000158747,NBL1,259,0.16005,381,0.74082,188,-0.4973,261,0.11804,184,-0.4340
ENSG00000169914,OTUD3,15,-0.4254,21,0.27366,25,0.72741,15,-0.2719,9,-1.0620
ENSG00000162545,CAMK2N1,1182,0.12656,304,-1.9952,1557,0.73403,934,-0.2922,587,-1.0097
ENSG00000090432,MUL1,27,-0.1195,33,0.24122,33,0.33362,22,-0.3593,20,-0.4914
ENSG00000183114,FAM43B,10,-1.3890,94,2.89902,12,-0.9779,17,-0.3085,17,-0.2981
ENSG00000158828,PINK1,585,0.45139,498,0.02514,461,-0.1255,447,-0.1488,237,-1.1272
ENSG00000244038,DDOST,47,0.70938,23,-0.7006,36,0.00081,27,-0.4551,14,-1.4388
ENSG00000189410,SH2D5,44,0.42298,30,-0.3122,44,0.35432,21,-0.8874,13,-1.6028
ENSG00000127483,HP1BP3,119,-0.3270,198,0.59863,144,0.10388,116,-0.2626,149,0.13665
ENSG00000075151,EIF4G3,144,0.39432,137,0.16573,123,-0.0051,56,-1.2139,95,-0.4092
ENSG00000117298,ECE1,15,-0.8341,19,-0.3223,18,-0.4768,20,-0.1761,74,2.09070
ENSG00000076864,RAP1GAP,228,0.36208,311,0.74867,180,-0.1880,133,-0.6264,80,-1.3881
ENSG00000090686,USP48,39,-0.1821,48,0.18183,41,-0.0576,26,-0.7377,70,0.81816
ENSG00000070831,CDC42,307,0.50482,206,-0.3185,235,-0.1391,160,-0.7099,223,-0.1977
ENSG00000173372,C1QA,16,-1.7280,19,-1.0703,30,-0.4554,75,1.12078,135,2.27365
ENSG00000159189,C1QC,12,-1.6915,10,-1.5030,19,-0.6599,67,1.50358,94,2.20176
ENSG00000173369,C1QB,29,-1.6624,33,-1.1298,55,-0.4320,118,0.91619,248,2.36042
ENSG00000004487,KDM1A,72,0.55063,65,0.16763,55,-0.1296,42,-0.4943,23,-1.3996
ENSG00000169641,LUZP1,55,0.48918,62,0.51545,41,-0.2028,27,-0.8133,22,-1.1168
ENSG00000125944,HNRNPR,106,0.21628,144,0.65320,88,-0.1812,75,-0.4067,61,-0.7207
ENSG00000117318,ID3,18,-2.3971,8,-3.1176,14,-2.6736,124,1.02447,422,3.92367
ENSG00000142676,RPL11,374,-1.0265,516,-0.2566,491,-0.4165,909,0.66561,1672,1.77462
ENSG00000011007,ELOA,14,-0.5115,45,1.55273,17,-0.0818,13,-0.4993,13,-0.4664
ENSG00000057757,PITHD1,254,0.36178,210,-0.0751,245,0.22684,136,-0.7593,105,-1.1535
ENSG00000011009,LYPLA2,59,0.17695,51,-0.1018,63,0.30709,32,-0.8183,38,-0.5479
ENSG00000117308,GALE,37,1.04466,11,-1.2391,22,-0.2755,15,-0.7990,13,-0.9456
ENSG00000117305,HMGCL,21,-0.3072,36,0.69220,23,-0.0632,24,-0.0014,25,0.10695
ENSG00000189266,PNRC2,44,0.06755,42,-0.0102,43,0.01193,33,-0.3861,47,0.14252
ENSG00000188529,SRSF10,66,0.48537,51,-0.1272,38,-0.7246,38,-0.5603,82,0.65504
ENSG00000001461,NIPAL3,66,-0.0489,85,0.39229,52,-0.4921,72,0.10742,94,0.55570
ENSG00000133226,SRRM1,33,-0.4798,44,0.11710,40,-0.0489,40,-0.0399,73,0.96823
ENSG00000169504,CLIC4,8,-2.5225,35,0.12038,10,-1.9594,47,0.60815,177,3.42551
ENSG00000117614,SYF2,58,0.09854,66,0.27367,41,-0.6041,59,0.08480,78,0.54781
ENSG00000117616,RSRP1,62,-0.1362,80,0.32730,58,-0.2463,50,-0.4193,103,0.75557
ENSG00000183726,TMEM50A,109,0.64002,72,-0.2740,62,-0.6143,65,-0.4174,94,0.16503
ENSG00000204178,MACO1,29,0.08987,30,0.11767,26,-0.1765,19,-0.5834,38,0.47027
ENSG00000117643,MAN1C1,76,1.13861,18,-1.5994,44,-0.3002,27,-0.9685,29,-0.8532
ENSG00000162430,SELENON,40,-0.4254,55,0.21531,38,-0.4331,68,0.57084,82,0.89670
ENSG00000117640,MTFR1L,74,0.14018,73,0.07152,72,0.05049,49,-0.5515,66,-0.0979
ENSG00000117632,STMN1,1684,0.73527,1317,0.04450,1089,-0.3233,739,-0.8583,746,-0.8442
ENSG00000158008,EXTL1,37,-0.6735,126,1.58135,60,0.37055,33,-0.6366,16,-1.7273
ENSG00000142684,ZNF593,36,-0.0600,38,0.02502,42,0.26891,36,-0.0337,26,-0.5635
ENSG00000142669,SH3BGRL3,274,-0.0492,371,0.45795,249,-0.2321,280,-0.0007,304,0.13094
ENSG00000158062,UBXN11,22,-0.3370,23,-0.1790,32,0.46546,30,0.22786,20,-0.3876
ENSG00000117682,DHDDS,29,0.68342,8,-1.4786,20,-0.2072,26,0.23042,13,-0.8370
ENSG00000198830,HMGN2,100,-0.7961,171,0.26937,124,-0.3004,176,0.31248,326,1.38626
ENSG00000117713,ARID1A,41,-0.3253,58,0.33314,47,-0.0013,66,0.54665,42,-0.1591
ENSG00000204160,ZDHHC18,54,0.72042,27,-0.6558,32,-0.4776,35,-0.2714,38,-0.1498
ENSG00000142751,GPN2,19,0.18111,25,0.53083,19,0.16646,10,-0.8871,9,-1.0853
ENSG00000090273,NUDC,159,-0.2486,218,0.34084,183,0.07087,181,0.03578,185,0.07114
ENSG00000253368,TRNP1,98,0.33389,50,-0.8393,110,0.54211,66,-0.4084,20,-2.2116
ENSG00000090020,SLC9A1,35,0.75126,20,-0.4196,24,-0.2322,14,-1.0062,20,-0.4590
ENSG00000142784,WDTC1,24,-0.7121,47,0.56121,39,0.33546,27,-0.3212,46,0.51804
ENSG00000186501,TMEM222,83,-0.1066,92,0.10153,102,0.35686,62,-0.5134,73,-0.2674
ENSG00000158195,WASF2,13,-1.5970,18,-0.7247,22,-0.5112,40,0.50250,115,2.52007
ENSG00000126705,AHDC1,45,0.00302,97,1.31301,42,-0.1225,25,-0.8713,19,-1.2913
ENSG00000126709,IFI6,84,-0.1046,126,0.59889,71,-0.4172,71,-0.3327,131,0.65838
ENSG00000117758,STX12,105,0.19689,143,0.64371,81,-0.3606,81,-0.2829,82,-0.2584
ENSG00000117751,PPP1R8,22,-0.4583,58,1.25753,26,-0.0524,18,-0.6342,28,0.06600
ENSG00000117748,RPA2,64,0.43166,57,0.08856,35,-0.8229,53,-0.0303,69,0.39833
ENSG00000126698,DNAJC8,104,-0.2812,94,-0.3640,144,0.42580,96,-0.3222,141,0.28582
ENSG00000130770,ATP5IF1,790,0.56891,470,-0.4756,649,0.04398,501,-0.3766,276,-1.2883
ENSG00000180098,TRNAU1AP,18,-0.4263,34,0.78131,26,0.40291,16,-0.4646,15,-0.5213
ENSG00000120656,TAF12,15,-0.2067,9,-0.9209,20,0.44007,14,-0.2302,21,0.35242
ENSG00000198492,YTHDF2,103,0.65577,109,0.49102,66,-0.3928,50,-0.7496,36,-1.2514
ENSG00000116350,SRSF4,48,0.03660,59,0.35415,47,-0.0173,27,-0.8354,53,0.20354
ENSG00000116353,MECR,38,0.16442,34,-0.0861,35,-0.0122,40,0.18153,24,-0.6188
ENSG00000060656,PTPRU,6,-2.2579,136,4.17779,8,-1.6899,4,-2.4704,14,-0.4990
ENSG00000162511,LAPTM5,25,-1.5117,64,0.25666,34,-0.8945,89,0.82013,187,2.22568
ENSG00000162512,SDC3,179,-0.1917,239,0.33683,206,0.12067,210,0.12985,159,-0.3126
ENSG00000134644,PUM1,142,0.09597,271,1.14595,121,-0.2381,89,-0.6788,75,-0.9285
ENSG00000060688,SNRNP40,19,-0.5347,20,-0.3286,28,0.28975,30,0.32616,34,0.52079
ENSG00000121766,ZCCHC17,117,0.01511,90,-0.4058,147,0.51520,97,-0.2902,66,-0.8792
ENSG00000121769,FABP3,330,0.94896,68,-1.8981,253,0.15409,135,-0.8669,65,-1.9483
ENSG00000162517,PEF1,113,0.20435,99,-0.0757,125,0.40018,56,-0.9633,57,-0.9319
ENSG00000084636,COL16A1,35,-0.5605,51,0.19158,41,-0.2326,45,-0.0210,96,1.25959
ENSG00000121753,ADGRB2,362,0.48612,390,0.42495,287,-0.0906,189,-0.7248,112,-1.5182
ENSG00000184007,PTP4A2,144,-0.4668,166,-0.0977,138,-0.4783,164,-0.1143,446,1.60174
ENSG00000121774,KHDRBS1,112,0.15916,84,-0.3413,108,0.05924,80,-0.4311,113,0.12082
ENSG00000121775,TMEM39B,23,0.36729,22,0.17593,22,0.17442,8,-1.4214,12,-0.7918
ENSG00000025800,KPNA6,44,0.14132,52,0.38920,41,-0.0227,35,-0.2659,28,-0.6076
ENSG00000084652,TXLNA,29,-0.2509,45,0.53729,30,-0.1882,38,0.22530,37,0.20857
ENSG00000160050,CCDC28B,19,-0.1288,13,-0.6468,18,-0.2115,27,0.49084,30,0.66509
ENSG00000084623,EIF3I,129,0.03005,120,-0.0902,132,0.06942,128,0.00316,115,-0.1665
ENSG00000175130,MARCKSL1,165,-1.1603,210,-0.5001,211,-0.6076,480,0.84787,897,2.02400
ENSG00000160058,BSDC1,73,-0.0965,77,0.02828,87,0.28481,48,-0.7203,82,0.12353
ENSG00000176261,ZBTB8OS,61,0.30135,47,-0.2445,49,-0.1995,59,0.13050,45,-0.2954
ENSG00000162521,RBBP4,108,0.37651,94,0.01414,85,-0.1835,62,-0.6363,88,-0.0908
ENSG00000162522,KIAA1522,20,0.07674,10,-0.9704,27,0.66735,17,-0.2310,8,-1.3403
ENSG00000134684,YARS,139,0.56659,90,-0.3474,115,0.05141,77,-0.5888,52,-1.1868
ENSG00000160097,FNDC5,47,0.96974,15,-1.2218,34,0.02890,21,-0.7309,7,-2.3538
ENSG00000121905,HPCA,384,0.48625,379,0.28437,342,0.15590,157,-1.0899,79,-2.1078
ENSG00000121900,TMEM54,50,-0.1351,22,-1.3794,66,0.44469,68,0.38234,46,-0.2326
ENSG00000116514,RNF19B,30,0.32766,11,-1.3568,34,0.53815,13,-1.1084,18,-0.5557
ENSG00000004455,AK2,25,-0.2488,27,-0.0511,17,-0.9722,28,-0.0186,75,1.70276
ENSG00000142920,AZIN2,40,0.56670,43,0.44374,22,-0.7324,15,-1.1542,39,0.28552
ENSG00000160094,ZNF362,23,0.12234,7,-1.6010,27,0.45724,16,-0.4369,21,-0.0345
ENSG00000134686,PHC2,65,-0.3570,77,0.00034,71,-0.1592,76,-0.0029,138,0.98712
ENSG00000163866,SMIM12,73,0.43696,54,-0.2037,57,-0.1335,42,-0.5829,54,-0.2097
ENSG00000116544,DLGAP3,51,-0.6724,127,1.01318,74,0.13602,89,0.41988,50,-0.5114
ENSG00000116560,SFPQ,122,-0.5249,212,0.52209,179,0.32491,143,-0.1217,160,0.06009
ENSG00000146463,ZMYM4,38,0.24576,48,0.51784,34,-0.0291,34,-0.0379,9,-1.9569
ENSG00000142687,KIAA0319L,63,-0.1701,71,0.08791,80,0.36985,53,-0.3788,59,-0.2181
ENSG00000020129,NCDN,925,0.78453,774,0.18062,647,-0.1356,292,-1.3338,213,-1.8068
ENSG00000126067,PSMB2,136,0.47844,132,0.25550,103,-0.1813,82,-0.5015,61,-0.9527
ENSG00000142686,C1orf216,133,0.43631,161,0.59297,107,-0.0907,67,-0.7947,39,-1.6133
ENSG00000092847,AGO1,24,-0.8589,69,1.05856,45,0.46647,28,-0.4307,35,-0.0784
ENSG00000116863,ADPRHL2,27,0.28785,13,-0.8873,26,0.17576,18,-0.4276,22,-0.1305
ENSG00000054116,TRAPPC3,70,0.39968,39,-0.6529,58,-0.0528,51,-0.2420,53,-0.2067
ENSG00000116871,MAP7D1,202,0.19759,103,-0.9217,215,0.29715,163,-0.2195,148,-0.3680
ENSG00000054118,THRAP3,43,-0.3521,71,0.56200,55,0.20405,43,-0.2406,50,-0.0077
ENSG00000196182,STK40,19,-0.2622,40,1.07379,16,-0.4590,23,0.15543,22,0.08438
ENSG00000181817,LSM10,71,0.28506,33,-0.9912,73,0.31051,48,-0.4393,48,-0.4324
ENSG00000116885,OSCP1,36,1.07206,20,-0.3280,17,-0.6558,14,-0.8095,15,-0.7589
ENSG00000116898,MRPS15,68,0.06755,50,-0.4600,70,0.11331,47,-0.5415,84,0.37968
ENSG00000163873,GRIK3,11,-1.5492,123,3.22054,16,-0.7277,13,-0.9016,10,-1.2723
ENSG00000163875,MEAF6,140,0.53899,120,0.09053,119,0.09055,70,-0.7638,31,-1.9788
ENSG00000185090,MANEAL,69,0.83721,52,0.04297,43,-0.3245,27,-0.9545,22,-1.2549
ENSG00000196449,YRDC,30,0.64745,12,-1.0052,24,0.08515,7,-1.7242,21,-0.1391
ENSG00000197982,C1orf122,212,-0.4949,277,0.07897,264,-0.0040,312,0.27044,413,0.73676
ENSG00000183431,SF3A3,32,-0.0829,37,0.20594,36,0.21487,24,-0.4790,31,-0.0971
ENSG00000183520,UTP11,39,0.52791,17,-0.9707,27,-0.2975,26,-0.2669,36,0.19950
ENSG00000116954,RRAGC,53,0.53269,50,0.24521,37,-0.2873,19,-1.2253,37,-0.2140
ENSG00000174574,AKIRIN1,119,1.03397,52,-0.7090,52,-0.8517,66,-0.3379,71,-0.2315
ENSG00000168653,NDUFS5,779,0.08442,646,-0.2431,877,0.32475,646,-0.2435,489,-0.6771
ENSG00000127603,MACF1,123,-0.0076,141,0.21145,100,-0.4152,126,0.03175,176,0.57565
ENSG00000090621,PABPC4,50,-0.3001,57,-0.0051,47,-0.3988,68,0.28829,106,1.02372
ENSG00000116983,HPCAL4,232,-0.0579,292,0.32845,290,0.42831,200,-0.2803,89,-1.5089
ENSG00000084072,PPIE,40,-0.0815,40,-0.0916,46,0.20861,36,-0.2323,42,0.02283
ENSG00000131236,CAP1,146,0.29527,118,-0.1514,118,-0.1897,115,-0.1974,127,-0.0384
ENSG00000131238,PPT1,168,0.55425,79,-0.8479,138,0.02544,119,-0.2191,76,-0.8964
ENSG00000084073,ZMPSTE24,42,0.28793,41,0.14642,39,0.09452,28,-0.4367,19,-1.0189
ENSG00000084070,SMAP2,193,0.75361,115,-0.3819,136,-0.1466,78,-0.9697,87,-0.8136
ENSG00000117016,RIMS3,98,0.22510,35,-1.4458,114,0.52330,69,-0.4153,58,-0.6819
ENSG00000066136,NFYC,60,0.66810,43,-0.1044,36,-0.4999,28,-0.7670,45,-0.0313
ENSG00000179862,CITED4,30,0.99194,4,-2.4277,21,0.02779,6,-1.7782,15,-0.4698
ENSG00000171793,CTPS1,25,0.45330,6,-1.8946,27,0.56925,13,-0.7528,9,-1.2987
ENSG00000127124,HIVEP3,19,-0.0230,43,1.41010,14,-0.5044,17,-0.1448,10,-1.0033
ENSG00000198815,FOXJ3,69,0.41983,96,0.82703,49,-0.3350,31,-0.9769,33,-0.8811
ENSG00000177181,RIMKLA,44,0.41715,29,-0.3876,41,0.20310,24,-0.6633,20,-0.9374
ENSG00000127125,PPCS,77,0.45030,52,-0.3218,55,-0.3101,63,-0.0300,56,-0.2277
ENSG00000171960,PPIH,23,-0.0519,41,0.87584,28,0.33370,14,-0.7684,6,-1.9841
ENSG00000065978,YBX1,50,-1.1725,68,-0.4141,82,-0.1432,136,0.71588,230,1.66744
ENSG00000164008,C1orf50,31,0.35051,23,-0.2491,25,-0.1960,33,0.28969,17,-0.7196
ENSG00000177868,SVBP,56,0.29794,39,-0.3905,48,-0.0808,34,-0.5884,57,0.21534
ENSG00000117394,SLC2A1,45,-1.2964,35,-1.3811,53,-0.9078,74,-0.2337,406,3.01592
ENSG00000117395,EBNA1BP2,101,0.36691,62,-0.5389,107,0.43747,43,-1.0738,43,-1.0997
ENSG00000066322,ELOVL1,8,-2.6547,19,-1.0108,5,-3.3134,59,0.77479,240,4.06900
ENSG00000159479,MED8,29,0.47286,10,-1.2661,31,0.52380,10,-1.2579,12,-1.0899
