Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000142657,PGD,54,0.01243,21,-1.4830,51,-0.0867,47,-0.2103,52,-0.0794,77,0.73698
ENSG00000241563,CORT,17,-2.1123,39,-0.9166,67,-0.0511,0,-7.5894,181,2.47521,35,-1.2066
ENSG00000160049,DFFA,67,1.32412,18,-0.8448,29,-0.1202,16,-1.0273,34,0.12818,27,-0.2903
ENSG00000120948,TARDBP,148,1.27339,56,-0.3969,60,-0.2799,121,0.90031,49,-0.6742,45,-0.8412
ENSG00000116649,SRM,53,-1.6378,60,-1.4462,97,-0.6995,63,-1.3725,190,0.46405,276,1.34304
ENSG00000198793,MTOR,29,-0.3418,19,-1.0114,18,-1.0380,34,-0.1105,51,0.70988,43,0.34727
ENSG00000116661,FBXO2,333,0.59160,287,0.33357,243,0.05330,226,-0.0646,174,-0.5544,222,-0.1095
ENSG00000132879,FBXO44,43,-1.4742,58,-1.0048,55,-1.1091,113,0.03235,175,0.97001,132,0.36279
ENSG00000011021,CLCN6,47,-0.3811,55,-0.1302,15,-2.0668,77,0.43458,93,0.95800,47,-0.4343
ENSG00000116685,KIAA2013,78,1.62337,5,-2.7216,27,-0.2377,27,-0.2843,29,-0.1708,29,-0.1445
ENSG00000116688,MFN2,75,-0.4614,74,-0.4869,57,-0.9057,129,0.41593,128,0.48593,106,0.10809
ENSG00000048707,VPS13D,68,0.07194,97,0.68702,39,-0.8079,52,-0.3645,72,0.19430,60,-0.1498
ENSG00000116731,PRDM2,61,0.23999,71,0.50790,31,-0.8261,70,0.48347,52,-0.0266,42,-0.4222
ENSG00000189337,KAZN,68,0.43054,37,-0.5703,26,-1.0678,35,-0.6526,61,0.30259,65,0.44641
ENSG00000142634,EFHD2,74,-0.2609,14,-2.7280,54,-0.7716,9,-3.3809,95,0.17196,178,1.63471
ENSG00000116786,PLEKHM2,44,-0.4973,46,-0.4397,76,0.38371,70,0.24480,61,0.03763,62,0.04590
ENSG00000065526,SPEN,76,1.12506,89,1.42724,29,-0.4977,36,-0.1499,22,-1.0289,22,-1.0517
ENSG00000159363,ATP13A2,26,-2.8928,70,-1.4476,163,-0.1358,73,-1.3794,262,0.81386,280,0.96853
ENSG00000117118,SDHB,70,-0.2502,53,-0.6868,86,0.10330,70,-0.2493,97,0.35816,88,0.16151
ENSG00000117115,PADI2,287,3.34889,100,0.87997,55,-0.1535,10,-2.6675,11,-2.7292,3,-4.4134
ENSG00000117154,IGSF21,22,-1.7495,34,-1.1381,44,-0.7126,163,1.53537,99,0.72426,47,-0.7010
ENSG00000127463,EMC1,29,-0.0944,21,-0.6074,20,-0.6627,40,0.45119,46,0.80331,22,-0.5800
ENSG00000053372,MRTO4,17,-1.1275,13,-1.5152,23,-0.7236,52,0.61261,47,0.54808,44,0.39309
ENSG00000053371,AKR7A2,94,1.06785,13,-2.0681,58,0.21257,43,-0.2711,57,0.22559,42,-0.3415
ENSG00000077549,CAPZB,197,0.00572,116,-0.8431,119,-0.7987,208,0.09451,261,0.57449,205,0.08235
ENSG00000173436,MICOS10,217,-0.1796,209,-0.2409,317,0.45343,229,-0.0931,211,-0.2628,272,0.22966
ENSG00000158747,NBL1,53,-1.6708,81,-1.0120,111,-0.5263,198,0.41641,208,0.60560,187,0.39011
ENSG00000162545,CAMK2N1,395,-0.5229,599,0.15182,487,-0.1886,1088,1.21302,545,-0.0049,356,-0.7747
ENSG00000158828,PINK1,197,-1.2295,269,-0.7468,325,-0.4491,315,-0.4975,572,0.58531,590,0.65446
ENSG00000244038,DDOST,55,0.97733,17,-0.9380,15,-1.0991,26,-0.3187,40,0.47832,29,-0.1689
ENSG00000127483,HP1BP3,251,0.97963,84,-0.8451,101,-0.5474,162,0.21010,144,0.02256,127,-0.2180
ENSG00000075151,EIF4G3,95,-0.4377,132,0.09935,57,-1.2172,65,-1.0236,153,0.41555,169,0.63159
ENSG00000076864,RAP1GAP,32,-2.7945,68,-1.6775,79,-1.4501,218,0.14101,338,1.12900,264,0.56107
ENSG00000090686,USP48,62,0.30249,90,0.97850,50,-0.0337,27,-0.9943,54,0.09288,37,-0.6132
ENSG00000070831,CDC42,270,0.12743,155,-0.7670,148,-0.8368,189,-0.4543,311,0.43752,308,0.41761
ENSG00000173372,C1QA,74,1.06143,55,0.51648,74,1.07266,11,-1.9390,37,-0.1448,16,-1.5526
ENSG00000173369,C1QB,113,1.21187,127,1.43558,67,0.28814,19,-1.6411,50,-0.2438,13,-2.3676
ENSG00000004487,KDM1A,54,0.31045,19,-1.3352,15,-1.6989,39,-0.2240,62,0.63580,55,0.38711
ENSG00000169641,LUZP1,14,-1.9531,42,-0.3481,43,-0.3157,31,-0.8036,67,0.51685,75,0.76728
ENSG00000125944,HNRNPR,135,0.33680,96,-0.2357,88,-0.3615,140,0.39614,125,0.23778,88,-0.4287
ENSG00000142676,RPL11,1344,1.50866,821,0.58623,656,0.20297,463,-0.3679,305,-1.1382,376,-0.7861
ENSG00000057757,PITHD1,88,-1.2028,81,-1.3370,152,-0.3498,162,-0.2557,275,0.77401,240,0.47970
ENSG00000011009,LYPLA2,78,0.73419,22,-1.3026,12,-2.1199,48,-0.0973,91,1.29623,31,-0.8784
ENSG00000189266,PNRC2,105,1.62521,31,-0.5023,30,-0.5597,42,-0.0023,41,-0.0847,25,-0.9157
ENSG00000188529,SRSF10,106,1.01279,48,-0.3120,45,-0.4387,67,0.20927,57,-0.0640,46,-0.4680
ENSG00000001461,NIPAL3,142,1.40377,55,-0.2463,38,-0.8205,64,-0.0172,63,-0.0536,45,-0.6364
ENSG00000133226,SRRM1,104,1.39782,41,-0.2280,42,-0.1818,64,0.51631,25,-1.1199,38,-0.3853
ENSG00000169504,CLIC4,221,3.80585,19,-1.2050,54,0.46990,15,-1.5197,6,-2.9339,3,-3.9730
ENSG00000117614,SYF2,111,0.95409,61,-0.0630,61,-0.0597,76,0.29026,54,-0.3022,46,-0.5941
ENSG00000117616,RSRP1,198,1.79835,39,-1.0100,49,-0.6516,71,-0.0724,69,-0.1351,49,-0.7439
ENSG00000183726,TMEM50A,137,1.18828,39,-0.9269,45,-0.7078,127,1.03701,78,0.22251,27,-1.6273
ENSG00000117643,MAN1C1,32,0.13671,11,-1.5472,18,-0.7786,30,0.01718,40,0.61874,32,0.19305
ENSG00000162430,SELENON,91,1.43005,10,-2.0792,46,0.22550,56,0.53154,38,-0.1196,22,-1.0303
ENSG00000117640,MTFR1L,61,0.03806,19,-1.7985,57,-0.0866,73,0.31949,71,0.33225,64,0.12912
ENSG00000117632,STMN1,835,0.12087,388,-1.0961,622,-0.3598,1005,0.43561,666,-0.2853,1012,0.53739
ENSG00000158008,EXTL1,0,-7.4500,33,-0.4740,26,-0.8421,46,0.07221,70,0.98995,53,0.38455
ENSG00000142684,ZNF593,59,0.62109,36,-0.1788,44,0.14577,42,0.03652,36,-0.2329,36,-0.2194
ENSG00000142669,SH3BGRL3,269,-0.3354,186,-0.9221,305,-0.1367,139,-1.3611,436,0.55538,440,0.57448
ENSG00000198830,HMGN2,411,1.84406,156,0.04824,89,-0.8449,169,0.18462,94,-0.8588,99,-0.7683
ENSG00000117713,ARID1A,81,0.77084,43,-0.2919,52,0.02655,57,0.16592,59,0.26213,30,-0.9314
ENSG00000090273,NUDC,193,0.37635,121,-0.3901,139,-0.1706,163,0.08800,163,0.10884,146,-0.1065
ENSG00000253368,TRNP1,6,-3.6336,45,-0.7335,72,0.03018,39,-0.9337,95,0.61010,106,0.85044
ENSG00000186501,TMEM222,79,0.00188,67,-0.2755,55,-0.5977,74,-0.1159,109,0.64795,71,-0.2120
ENSG00000126705,AHDC1,41,0.07169,12,-1.7919,4,-3.3193,95,1.58329,46,0.30536,35,-0.2056
ENSG00000126709,IFI6,1034,2.21254,240,-0.4870,130,-1.4344,85,-2.0682,402,0.43082,150,-1.3454
ENSG00000117758,STX12,81,-0.4645,59,-0.9408,91,-0.2725,69,-0.7057,132,0.40512,149,0.65625
ENSG00000117748,RPA2,75,-0.3519,62,-0.6455,37,-1.4346,97,0.05826,149,0.98378,89,-0.0885
ENSG00000126698,DNAJC8,125,0.25777,94,-0.2051,64,-0.8147,129,0.31113,123,0.28564,98,-0.1642
ENSG00000130770,ATP5IF1,221,-1.4996,331,-0.8823,506,-0.2122,323,-0.9221,739,0.50302,874,0.87422
ENSG00000198492,YTHDF2,44,-0.6951,20,-1.9146,45,-0.6703,75,0.15156,98,0.74577,83,0.39364
ENSG00000116350,SRSF4,61,0.68436,47,0.24441,37,-0.1432,54,0.48733,37,-0.1973,26,-0.7867
ENSG00000116353,MECR,14,-1.4326,21,-0.7694,13,-1.4941,22,-0.6799,61,1.24761,41,0.36576
ENSG00000162511,LAPTM5,105,0.84569,113,0.97968,127,1.19148,36,-0.8965,32,-1.2171,34,-1.1165
ENSG00000162512,SDC3,120,0.28990,34,-1.6686,57,-0.9124,181,1.00661,141,0.68257,67,-0.7416
ENSG00000134644,PUM1,130,0.07171,100,-0.3505,56,-1.2521,166,0.47516,148,0.33208,125,0.00666
ENSG00000121766,ZCCHC17,58,-0.7159,27,-1.8525,45,-1.0956,228,1.68848,95,0.10018,87,-0.0721
ENSG00000121769,FABP3,30,-1.6345,39,-1.2517,28,-1.7562,42,-1.1431,160,1.32407,120,0.64842
ENSG00000162517,PEF1,40,-1.0337,30,-1.4603,57,-0.4999,95,0.33190,113,0.77564,86,0.20761
ENSG00000084636,COL16A1,135,2.37725,19,-1.1001,11,-1.8826,32,-0.3083,37,-0.0911,21,-1.1266
ENSG00000121753,ADGRB2,50,-2.3487,83,-1.5944,117,-1.0678,270,0.26395,397,1.17923,265,0.27335
ENSG00000184007,PTP4A2,453,1.59537,278,0.67069,189,0.01077,97,-1.0374,111,-0.9287,130,-0.6690
ENSG00000121774,KHDRBS1,175,0.62154,97,-0.3543,60,-1.1163,163,0.50131,151,0.43968,86,-0.6229
ENSG00000025800,KPNA6,50,-0.0352,68,0.46205,29,-0.8795,26,-1.0360,76,0.81113,42,-0.3526
ENSG00000084623,EIF3I,66,-0.7253,74,-0.5543,85,-0.3226,102,-0.0316,142,0.63261,111,0.12028
ENSG00000175130,MARCKSL1,537,2.78869,140,0.05738,95,-0.5563,181,0.49719,37,-2.1762,26,-2.7001
ENSG00000160058,BSDC1,68,0.30519,21,-1.5276,47,-0.2948,68,0.30027,74,0.53861,50,-0.2190
ENSG00000176261,ZBTB8OS,56,0.48531,9,-2.3219,56,0.48116,39,-0.0912,46,0.20412,41,-0.0495
ENSG00000162521,RBBP4,88,0.44712,44,-0.6615,34,-1.0914,85,0.38278,71,0.08867,73,0.16906
ENSG00000134684,YARS,36,-1.4517,42,-1.2033,41,-1.2583,59,-0.6993,134,0.79789,142,0.92651
ENSG00000121905,HPCA,29,-2.8626,59,-1.8261,87,-1.2524,245,0.40935,311,1.02708,247,0.50713
ENSG00000134686,PHC2,95,1.00066,25,-1.1542,37,-0.5636,68,0.41240,58,0.17626,42,-0.4523
ENSG00000163866,SMIM12,17,-1.8635,30,-1.0770,43,-0.5122,57,-0.0353,79,0.58876,83,0.70136
ENSG00000116544,DLGAP3,11,-2.0701,28,-0.6659,44,0.06295,69,0.81951,45,0.10982,49,0.28445
ENSG00000116560,SFPQ,225,0.75612,158,0.14738,105,-0.5205,162,0.18489,121,-0.3284,133,-0.1667
ENSG00000146463,ZMYM4,69,0.86233,76,1.03412,8,-2.3860,40,-0.0547,32,-0.5038,38,-0.1610
ENSG00000142687,KIAA0319L,28,-0.9361,53,0.05685,46,-0.1771,52,0.01868,77,0.83700,39,-0.5131
ENSG00000020129,NCDN,151,-2.3434,257,-1.5550,292,-1.3597,1065,0.73582,1215,1.22760,673,-0.0547
ENSG00000126067,PSMB2,90,-0.5161,41,-1.7038,49,-1.4519,137,0.16435,179,0.75569,159,0.49360
ENSG00000142686,C1orf216,17,-2.6736,32,-1.7595,43,-1.3436,85,-0.2839,189,1.38552,127,0.45631
ENSG00000054116,TRAPPC3,44,-0.4530,18,-1.7841,30,-1.0688,93,0.78199,70,0.34647,73,0.41071
ENSG00000116871,MAP7D1,149,-0.3720,84,-1.2580,146,-0.4007,226,0.31581,209,0.20995,238,0.47987
ENSG00000054118,THRAP3,87,0.88939,56,0.13895,11,-2.3687,62,0.29255,42,-0.3951,57,0.19926
ENSG00000181817,LSM10,31,-0.6297,8,-2.5839,52,0.20429,37,-0.3281,46,0.02392,73,0.97343
ENSG00000116898,MRPS15,46,-0.1820,46,-0.1907,48,-0.1156,40,-0.4207,48,-0.1295,68,0.56624
ENSG00000163875,MEAF6,78,-0.3650,33,-1.6696,51,-1.0410,120,0.33831,136,0.67857,114,0.30284
ENSG00000185090,MANEAL,10,-2.0191,12,-1.7187,14,-1.5303,47,0.38387,55,0.82217,52,0.68744
ENSG00000197982,C1orf122,361,0.67026,237,-0.0479,317,0.43993,219,-0.1767,185,-0.5065,223,-0.1681
ENSG00000183431,SF3A3,27,-0.2626,10,-1.8134,20,-0.7644,30,-0.1004,29,-0.2035,56,1.20711
ENSG00000183520,UTP11,34,0.04930,22,-0.6126,22,-0.6045,29,-0.1957,46,0.71735,31,-0.1181
ENSG00000185668,POU3F1,0,-8.1420,6,-3.3178,10,-2.6264,0,-9.0269,92,0.93813,135,2.00767
ENSG00000116954,RRAGC,65,0.59994,22,-1.1156,29,-0.7061,31,-0.5794,61,0.61315,46,0.03595
ENSG00000174574,AKIRIN1,98,0.09013,30,-1.7256,40,-1.3339,88,-0.0811,121,0.53137,122,0.55584
ENSG00000168653,NDUFS5,354,-0.8798,635,0.05683,495,-0.3510,496,-0.3466,592,-0.0702,874,0.72906
ENSG00000127603,MACF1,355,1.14414,344,1.08040,148,-0.3577,155,-0.2852,121,-0.7676,117,-0.8174
ENSG00000090621,PABPC4,81,0.89878,39,-0.3254,58,0.31281,43,-0.1620,50,0.08478,31,-0.7836
ENSG00000116983,HPCAL4,70,-2.0921,195,-0.5318,237,-0.2191,460,0.91445,392,0.76174,211,-0.4595
ENSG00000131236,CAP1,104,-0.7497,114,-0.6042,107,-0.6990,141,-0.2673,201,0.38302,230,0.66535
ENSG00000131238,PPT1,167,0.25267,79,-0.9527,80,-0.9160,136,-0.0873,175,0.39850,167,0.30477
ENSG00000084073,ZMPSTE24,85,1.19471,15,-1.6062,10,-2.2646,58,0.51795,48,0.22330,39,-0.1587
ENSG00000084070,SMAP2,56,-1.1893,114,-0.0604,75,-0.7394,151,0.40915,159,0.59848,117,-0.0242
ENSG00000117016,RIMS3,13,-1.8940,27,-0.8535,62,0.50336,69,0.68266,41,-0.2076,57,0.43594
ENSG00000066136,NFYC,24,-0.4785,8,-2.1445,20,-0.7537,34,0.11222,52,0.99883,34,0.10610
ENSG00000198815,FOXJ3,23,-1.6296,54,-0.3405,52,-0.4076,77,0.22895,89,0.58954,75,0.22103
ENSG00000177181,RIMKLA,4,-3.1729,26,-0.3372,31,-0.0769,9,-1.9314,43,0.58265,51,0.96662
ENSG00000127125,PPCS,66,0.30602,54,-0.0287,48,-0.2203,54,-0.0198,52,-0.0821,56,0.03709
ENSG00000065978,YBX1,231,1.90656,59,-0.5461,88,0.10333,84,0.03001,57,-0.6695,42,-1.1767
ENSG00000177868,SVBP,48,0.73108,19,-0.7521,32,0.03508,24,-0.3915,36,0.31184,26,-0.3127
ENSG00000117394,SLC2A1,118,2.04794,28,-0.5173,21,-0.9652,43,0.14642,28,-0.6350,24,-0.8455
ENSG00000117395,EBNA1BP2,47,-0.8817,21,-2.1159,81,-0.0279,79,-0.0604,104,0.47271,111,0.60534
ENSG00000142949,PTPRF,158,1.03369,63,-0.5253,52,-0.8078,108,0.35595,90,0.05591,68,-0.4508
ENSG00000126091,ST3GAL3,34,-0.2085,29,-0.4459,29,-0.4725,36,-0.1090,44,0.24017,47,0.37804
ENSG00000117408,IPO13,151,1.57835,37,-0.8513,54,-0.2355,64,0.03759,68,0.16982,30,-1.3061
ENSG00000117410,ATP6V0B,314,-0.6931,161,-1.7147,354,-0.5026,405,-0.2869,839,1.20283,476,-0.0268
ENSG00000117411,B4GALT2,57,0.24999,38,-0.4070,72,0.65038,63,0.41837,45,-0.1563,36,-0.5656
ENSG00000178028,DMAP1,25,-1.0195,24,-1.0578,49,0.05910,84,0.99551,63,0.58164,35,-0.5457
ENSG00000117419,ERI3,116,-0.6043,71,-1.3697,117,-0.5875,121,-0.5372,264,0.93772,200,0.33221
ENSG00000187147,RNF220,195,1.03623,41,-1.5030,96,-0.1787,100,-0.1146,100,-0.1419,114,0.11159
ENSG00000142937,RPS8,1662,1.54974,829,0.27259,750,0.10378,886,0.38605,413,-0.9546,340,-1.2788
ENSG00000070785,EIF2B3,35,0.21204,8,-2.0899,9,-1.8831,35,0.19079,40,0.52445,40,0.52388
ENSG00000126088,UROD,50,-0.7920,23,-1.9769,75,-0.1377,107,0.44298,105,0.48596,96,0.31384
ENSG00000117450,PRDX1,692,1.33341,199,-0.7893,243,-0.4781,366,0.18996,266,-0.3796,290,-0.2255
ENSG00000117448,AKR1A1,90,0.96890,28,-0.9409,23,-1.2568,35,-0.5938,67,0.51510,51,-0.0256
ENSG00000132780,NASP,84,1.71851,42,0.42099,31,-0.0773,21,-0.6649,18,-1.0478,23,-0.6134
ENSG00000159592,GPBP1L1,73,1.41810,12,-1.4984,38,0.25028,29,-0.1767,31,-0.1185,24,-0.5712
ENSG00000085998,POMGNT1,63,0.10466,58,-0.0430,58,-0.0345,38,-0.7060,82,0.64226,47,-0.4156
ENSG00000132128,LRRC41,35,-0.2609,5,-3.1024,33,-0.3294,51,0.38081,73,1.29291,27,-0.7166
ENSG00000173660,UQCRH,263,-1.2717,291,-1.1147,626,0.10239,398,-0.6297,715,0.38798,851,0.76143
ENSG00000117480,FAAH,56,0.42762,37,-0.2621,35,-0.3414,51,0.25568,65,0.85981,18,-1.4546
ENSG00000123472,ATPAF1,145,0.31131,86,-0.5425,94,-0.3913,115,-0.0784,153,0.47793,109,-0.1938
ENSG00000159658,EFCAB14,172,1.90325,33,-0.9660,49,-0.3494,65,0.08694,44,-0.6010,42,-0.6938
ENSG00000162368,CMPK1,135,0.53030,54,-0.9447,63,-0.7286,82,-0.2998,97,-0.0274,131,0.56379
ENSG00000162374,ELAVL4,14,-3.5609,84,-0.9062,74,-1.1162,96,-0.7082,202,0.62199,260,1.21312
ENSG00000185104,FAF1,37,-0.0240,26,-0.5588,30,-0.3654,40,0.11968,43,0.27626,40,0.12532
ENSG00000123091,RNF11,271,-0.5729,221,-0.8874,259,-0.6400,341,-0.2030,556,0.75273,443,0.26978
ENSG00000085832,EPS15,167,-0.0543,182,0.09100,130,-0.4586,55,-1.7715,194,0.23290,228,0.57110
ENSG00000078618,NRDC,52,-0.6283,97,0.37201,64,-0.3075,75,-0.0490,108,0.68165,58,-0.5431
ENSG00000169213,RAB3B,35,-2.1884,90,-0.7658,125,-0.2390,166,0.22358,183,0.45746,190,0.54483
ENSG00000134717,BTF3L4,56,-0.3897,44,-0.7459,49,-0.6000,87,0.33494,83,0.29949,84,0.31747
ENSG00000157077,ZFYVE9,36,-0.0889,29,-0.3877,24,-0.6867,30,-0.3395,46,0.40280,44,0.32320
ENSG00000162378,ZYG11B,46,-1.5257,105,-0.2589,119,-0.0591,137,0.17571,148,0.36444,141,0.26701
ENSG00000116171,SCP2,229,1.45767,71,-0.5661,74,-0.5134,126,0.36144,73,-0.5972,83,-0.3828
ENSG00000162384,CZIB,75,0.58511,35,-0.6773,41,-0.4040,52,-0.0284,45,-0.2906,65,0.41074
ENSG00000162385,MAGOH,38,0.38876,2,-3.5886,16,-0.9640,43,0.57489,30,-0.0109,41,0.61792
ENSG00000157193,LRP8,16,-1.7702,23,-1.1981,23,-1.1691,38,-0.4185,71,0.72789,77,0.93476
ENSG00000081870,HSPB11,48,0.34877,28,-0.5286,23,-0.8355,37,-0.0628,45,0.29969,42,0.15448
ENSG00000116209,TMEM59,372,0.99524,100,-1.1720,130,-0.7625,170,-0.3412,260,0.43305,192,-0.1634
ENSG00000116221,MRPL37,44,-0.4514,29,-1.1194,44,-0.4394,53,-0.1446,91,0.94631,57,-0.0554
ENSG00000157216,SSBP3,139,-0.1979,94,-0.8212,86,-0.9495,98,-0.7572,178,0.24981,241,0.90189
ENSG00000116133,DHCR24,145,-0.2673,51,-1.8569,84,-1.1145,66,-1.4748,336,1.53043,174,0.03544
ENSG00000162402,USP24,66,1.26625,18,-0.8822,25,-0.4139,43,0.46772,22,-0.6565,30,-0.1101
ENSG00000162407,PLPP3,286,2.28367,79,-0.1465,39,-1.2567,249,1.96044,6,-4.0284,14,-2.9369
ENSG00000177606,JUN,170,1.10888,20,-2.3207,15,-2.7083,343,2.65315,69,-0.4795,17,-2.6928
ENSG00000134709,HOOK1,7,-2.2027,31,-0.0216,9,-1.9446,53,0.91002,37,0.33341,38,0.38551
ENSG00000162599,NFIA,373,2.99935,111,0.41116,93,0.11308,65,-0.4625,15,-2.8755,12,-3.1608
ENSG00000162604,TM2D1,105,0.88162,17,-1.9587,23,-1.5744,63,0.00303,85,0.60838,62,-0.0136
ENSG00000116641,DOCK7,57,0.90220,69,1.25534,7,-2.4316,32,-0.0776,26,-0.4369,26,-0.4850
ENSG00000079739,PGM1,28,-0.1107,23,-0.4403,14,-1.1449,49,0.84041,26,-0.2776,37,0.41616
ENSG00000158966,CACHD1,56,0.18074,28,-0.8990,18,-1.5895,73,0.62991,52,0.07652,61,0.38346
ENSG00000162437,RAVER2,23,-0.6539,40,0.25025,26,-0.4562,43,0.39491,44,0.52189,27,-0.4568
