Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to11,Feature log2 fold change topic 7to11
ENSG00000117450,PRDX1,1272,1.84908,414,-0.0831,342,-0.4640,283,-0.6740,361,-0.4667
ENSG00000085998,POMGNT1,235,1.56839,131,0.54980,52,-1.0414,52,-0.8930,90,-0.0944
ENSG00000173660,UQCRH,1083,2.07905,548,0.82321,187,-1.0424,148,-1.2319,260,-0.5809
ENSG00000123472,ATPAF1,326,2.24214,114,0.33913,89,-0.0658,59,-0.6763,49,-1.3693
ENSG00000159658,EFCAB14,36,-1.7147,94,-0.2526,60,-1.1102,96,-0.2291,163,1.26131
ENSG00000162368,CMPK1,480,2.21619,80,-0.8273,68,-1.2625,90,-0.6614,131,-0.1156
ENSG00000162374,ELAVL4,3,-4.1788,434,4.09618,69,0.21460,1,-5.1956,7,-3.7706
ENSG00000123091,RNF11,3,-5.5604,699,2.68291,121,-0.5571,115,-0.5321,121,-0.6999
ENSG00000085832,EPS15,11,-3.0383,146,0.79522,71,-0.4291,1,-5.7170,122,0.97155
ENSG00000078618,NRDC,3,-3.3673,156,2.71864,28,-0.4682,1,-4.3875,29,-0.4712
ENSG00000169213,RAB3B,3,-4.0027,242,2.72776,114,1.79395,1,-5.0198,3,-4.9099
ENSG00000134717,BTF3L4,3,-3.9384,91,0.89298,24,-1.3812,124,1.43801,58,0.25078
ENSG00000162378,ZYG11B,3,-4.4034,394,3.26630,55,-0.5065,1,-5.4171,47,-1.0024
ENSG00000116171,SCP2,373,1.74149,87,-0.6734,75,-1.0642,215,0.75422,117,-0.3579
ENSG00000162384,CZIB,3,-4.0969,39,-0.6405,40,-0.7201,158,1.68904,65,0.28993
ENSG00000116209,TMEM59,191,-0.4186,258,0.05399,114,-1.3917,195,-0.3823,351,1.09342
ENSG00000157216,SSBP3,243,1.53656,233,1.45975,47,-1.3020,74,-0.4265,77,-0.5786
ENSG00000116133,DHCR24,3,-5.7022,323,0.97061,46,-2.3019,47,-2.0086,291,1.76686
ENSG00000162407,PLPP3,242,0.62078,106,-0.6854,382,2.18005,79,-1.1284,49,-2.4179
ENSG00000177606,JUN,1174,4.03452,109,-0.7007,53,-2.0192,76,-1.2396,74,-1.7759
ENSG00000162599,NFIA,386,0.96624,34,-2.7692,142,-0.7692,363,0.86047,230,0.19434
ENSG00000162434,JAK1,179,1.81829,107,0.88662,45,-0.5828,1,-5.1950,52,-0.4414
ENSG00000162433,AK4,120,1.86764,100,1.52571,62,0.92970,1,-4.5845,7,-3.1060
ENSG00000116675,DNAJC6,3,-5.3992,665,2.83262,57,-1.6190,1,-6.4135,150,0.09927
ENSG00000213625,LEPROT,225,2.30495,37,-0.7909,60,-0.0372,1,-5.1695,46,-0.6667
ENSG00000184588,PDE4B,3,-4.2048,85,0.47346,57,-0.1969,31,-1.0864,81,0.73584
ENSG00000142864,SERBP1,341,1.58135,142,0.08429,73,-1.0929,148,0.15612,125,-0.1786
ENSG00000116729,WLS,902,3.79708,75,-0.9591,113,-0.4202,1,-6.3693,46,-2.2465
ENSG00000116754,SRSF11,199,0.55629,303,1.27209,72,-1.2078,159,0.18918,135,-0.1126
ENSG00000132485,ZRANB2,298,2.28465,114,0.52497,44,-1.1333,2,-5.4869,72,-0.3316
ENSG00000172260,NEGR1,3,-3.5789,180,2.71619,29,-0.6377,1,-4.5977,36,-0.3409
ENSG00000154027,AK5,3,-4.9888,417,2.40861,35,-1.9571,111,0.03258,113,0.08494
ENSG00000077254,USP33,107,1.37525,140,1.87746,42,-0.2304,37,-0.3696,22,-1.6374
ENSG00000180488,MIGA1,3,-4.0883,115,1.12737,20,-1.8674,1,-5.1051,92,1.61681
ENSG00000137941,TTLL7,3,-5.3254,199,0.59766,27,-2.7042,83,-0.7883,230,1.90184
ENSG00000142875,PRKACB,3,-5.9305,448,1.26821,97,-1.3762,117,-0.9043,289,1.01427
ENSG00000174021,GNG5,499,2.75151,54,-1.1105,115,0.05202,11,-3.3729,65,-1.2174
ENSG00000117155,SSX2IP,3,-3.1971,164,3.14349,26,-0.3227,1,-4.2180,19,-1.0704
ENSG00000153904,DDAH1,3,-5.2824,247,1.01445,296,2.01293,6,-4.5668,65,-1.5376
ENSG00000097033,SH3GLB1,82,0.43807,45,-0.5044,31,-1.2218,78,0.35439,77,0.62838
ENSG00000183291,SELENOF,369,1.68831,122,-0.1851,94,-0.7074,121,-0.1910,123,-0.2732
ENSG00000143013,LMO4,3,-5.8489,983,3.03679,168,-0.3132,296,0.65508,78,-1.9281
ENSG00000197147,LRRC8B,3,-3.6273,125,1.86800,35,-0.3653,47,0.16806,37,-0.3334
ENSG00000162664,ZNF326,3,-3.8104,17,-1.5301,25,-1.1432,1,-4.8236,86,2.36246
ENSG00000122406,RPL5,2255,1.86486,349,-1.2108,238,-2.0167,670,-0.2134,890,0.42124
ENSG00000117528,ABCD3,3,-3.8018,73,0.68433,38,-0.4315,32,-0.6237,61,0.70463
ENSG00000117525,F3,3,-3.9257,1,-5.1929,106,1.71813,183,2.21548,14,-2.5942
ENSG00000117519,CNN3,1155,2.95520,72,-1.8297,209,-0.2696,204,-0.2535,117,-1.5530
ENSG00000117569,PTBP2,3,-3.5694,109,1.66723,29,-0.6495,28,-0.5967,44,0.23792
ENSG00000156875,MFSD14A,3,-3.5459,89,1.33427,25,-0.8714,4,-3.1603,54,0.90212
ENSG00000170989,S1PR1,3,-4.1211,30,-1.0277,142,2.27824,104,0.91374,19,-2.3116
ENSG00000134186,PRPF38B,3,-4.1281,38,-0.7209,31,-1.1738,107,0.94817,84,1.04856
ENSG00000116266,STXBP3,114,0.78749,60,-0.2465,25,-1.7977,1,-5.3731,105,1.31945
ENSG00000085433,WDR47,3,-3.1980,180,3.39911,25,-0.4552,1,-4.2186,17,-1.2781
ENSG00000197780,TAF13,3,-4.3078,62,-0.1404,42,-0.8812,71,0.06024,97,1.14489
ENSG00000215717,TMEM167B,188,2.23248,81,0.69361,38,-0.6182,28,-0.9852,34,-0.9823
ENSG00000031698,SARS,3,-4.4808,196,1.59478,77,0.00449,134,0.91638,56,-0.7492
ENSG00000143126,CELSR2,3,-4.4477,217,1.83520,46,-0.8723,26,-1.5756,87,0.43623
ENSG00000134243,SORT1,33,-3.0245,360,0.61268,83,-1.8835,209,-0.2626,373,1.39070
ENSG00000134201,GSTM5,446,3.16413,0,-9.1593,90,0.10988,1,-5.6429,44,-1.4233
ENSG00000134202,GSTM3,3,-5.1448,239,1.11763,218,1.34367,17,-2.9268,85,-0.8359
ENSG00000168710,AHCYL1,424,1.42220,58,-1.7336,267,0.82475,90,-1.0922,126,-0.8541
ENSG00000197106,SLC6A17,3,-4.5355,607,4.47921,74,-0.1482,1,-5.5512,8,-3.9753
ENSG00000134248,LAMTOR5,146,0.54149,105,0.01778,107,0.04847,62,-0.8035,103,-0.0417
ENSG00000177301,KCNA2,3,-3.1661,155,3.05281,35,0.25569,1,-4.1867,15,-1.5565
ENSG00000116459,ATP5PB,20,-2.1497,135,0.74634,83,-0.0645,64,-0.4361,94,0.27190
ENSG00000116473,RAP1A,3,-4.7522,28,-1.7930,36,-1.6352,67,-0.5079,162,2.21693
ENSG00000171385,KCND3,3,-3.4099,246,3.94797,29,-0.3987,1,-4.4294,12,-2.1531
ENSG00000155366,RHOC,359,1.70644,21,-2.7511,114,-0.2813,265,1.15424,93,-0.8147
ENSG00000155380,SLC16A1,3,-4.0594,24,-1.3151,32,-1.0305,72,0.36713,87,1.39085
ENSG00000163349,HIPK1,1116,4.90006,43,-1.7420,47,-1.8097,1,-6.3114,36,-2.5578
ENSG00000009307,CSDE1,515,0.81676,384,0.32735,111,-1.7992,858,1.73043,270,-0.3681
ENSG00000163399,ATP1A1,224,0.62988,428,1.77621,75,-1.2677,214,0.55367,116,-0.6420
ENSG00000198162,MAN1A2,3,-6.1142,111,-1.1691,154,-0.8062,305,0.39890,348,1.23872
ENSG00000092621,PHGDH,197,0.51358,47,-1.6953,153,0.12334,22,-2.7739,171,0.49843
ENSG00000134250,NOTCH2,3,-3.1080,0,-7.6402,75,2.53184,44,0.65451,11,-2.0489
ENSG00000265241,RBM8A,373,2.10715,84,-0.4586,51,-1.3969,70,-0.7232,111,-0.0305
ENSG00000265972,TXNIP,457,1.04000,5,-5.6622,54,-2.5208,548,1.35913,301,0.62258
ENSG00000178104,PDE4DIP,1010,3.51225,199,0.22981,90,-1.1618,1,-6.6599,82,-1.5833
ENSG00000159164,SV2A,3,-5.1239,732,3.63395,70,-0.9870,98,-0.3053,55,-1.6543
ENSG00000143401,ANP32E,469,3.32129,0,-9.1488,44,-1.1628,30,-1.5497,60,-0.8016
ENSG00000117362,APH1A,3,-3.4852,88,1.37874,45,0.34606,72,1.03183,24,-1.0131
ENSG00000266472,MRPS21,748,2.77713,249,0.64916,76,-1.3986,1,-6.6162,122,-0.7443
ENSG00000143384,MCL1,190,0.47438,21,-2.8295,80,-1.0255,380,1.68986,144,0.05877
ENSG00000143420,ENSA,126,-0.4471,754,2.77983,111,-0.7742,19,-3.2301,123,-0.7317
ENSG00000143418,CERS2,3,-5.4018,9,-4.0393,37,-2.3311,226,0.71752,250,2.09764
ENSG00000213190,MLLT11,3,-4.4605,473,3.70893,44,-0.9788,73,-0.0611,30,-1.9099
ENSG00000159352,PSMD4,3,-4.6586,104,0.29713,63,-0.6027,54,-0.7264,121,1.04076
ENSG00000143393,PI4KB,3,-4.4431,191,1.59272,51,-0.7057,80,0.11184,79,0.14312
ENSG00000143416,SELENBP1,189,2.11691,0,-8.5671,88,0.95964,149,1.64934,4,-4.4520
ENSG00000159377,PSMB4,35,-2.0524,250,0.97836,102,-0.5728,4,-5.0967,184,0.89388
ENSG00000143376,SNX27,3,-3.7892,109,1.38909,31,-0.7714,1,-4.8072,63,0.85757
ENSG00000159409,CELF3,3,-3.0261,148,3.18687,35,0.46770,17,-0.7561,7,-2.6971
ENSG00000197956,S100A6,1180,2.34844,148,-1.1741,115,-1.7708,853,1.68913,194,-1.1189
ENSG00000188643,S100A16,3,-4.1902,10,-2.6912,130,1.78606,71,0.19125,43,-0.8718
ENSG00000189171,S100A13,177,-0.3493,152,-0.5847,375,1.20251,113,-1.0287,172,-0.6000
ENSG00000160678,S100A1,3,-5.6136,124,-0.4740,347,1.77727,3,-5.8389,135,-0.5257
ENSG00000160679,CHTOP,409,2.83763,103,0.22833,34,-1.6793,64,-0.5026,60,-0.9079
ENSG00000143621,ILF2,3,-3.8161,60,0.34772,39,-0.3829,1,-4.8340,70,1.17661
ENSG00000143543,JTB,554,2.45980,178,0.36426,80,-1.0330,27,-2.4893,112,-0.5752
ENSG00000177954,RPS27,1028,-1.6750,915,-1.8483,1270,-1.5645,2851,-0.1221,5055,1.81695
ENSG00000143549,TPM3,240,0.67470,368,1.42216,59,-1.7078,396,1.55787,111,-0.8206
ENSG00000143612,C1orf43,6,-4.1865,117,0.16989,61,-0.9983,8,-3.7257,168,1.68240
ENSG00000143569,UBAP2L,3,-3.6291,228,3.23276,38,-0.2332,4,-3.3692,24,-1.2762
ENSG00000143575,HAX1,306,2.67990,114,0.77319,31,-1.4358,1,-5.3831,53,-0.6979
ENSG00000160714,UBE2Q1,254,2.20854,179,1.52275,34,-1.3453,7,-3.4262,51,-0.8054
ENSG00000160710,ADAR,576,2.41144,296,1.12103,57,-1.6806,115,-0.4232,99,-0.9596
ENSG00000143603,KCNN3,254,2.50602,67,0.08793,57,-0.1974,1,-5.2255,41,-1.0109
ENSG00000163344,PMVK,165,0.81209,89,-0.1929,84,-0.3342,190,1.05266,81,-0.5100
ENSG00000163346,PBXIP1,729,3.14868,24,-2.6158,149,0.11924,62,-1.2541,57,-1.8832
ENSG00000143537,ADAM15,3,-4.2570,14,-2.2741,31,-1.3462,110,0.83856,100,1.44654
ENSG00000179085,DPM3,3,-4.2980,21,-1.7305,57,-0.3281,95,0.55110,90,0.89558
ENSG00000163463,KRTCAP2,3,-5.1955,58,-1.1984,91,-0.5978,127,0.01598,184,1.25299
ENSG00000177628,GBA,3,-3.5633,93,1.38325,40,-0.0358,1,-4.5821,46,0.33658
ENSG00000116521,SCAMP3,3,-4.1162,51,-0.2426,42,-0.6373,47,-0.3652,85,1.15637
ENSG00000160752,FDPS,3,-4.0863,80,0.51536,40,-0.7059,91,0.72838,69,0.49460
ENSG00000116539,ASH1L,3,-4.2166,123,1.08261,56,-0.2356,4,-3.9530,80,0.68089
ENSG00000132718,SYT11,3,-5.9769,379,0.91819,218,0.01449,114,-0.9816,246,0.35858
ENSG00000116584,ARHGEF2,3,-3.9695,84,0.73113,18,-1.8904,42,-0.3803,82,1.40453
ENSG00000163479,SSR2,3,-4.3147,55,-0.3428,44,-0.8220,167,1.50491,79,0.41235
ENSG00000160803,UBQLN4,3,-3.7254,116,1.58123,35,-0.4605,24,-0.9635,50,0.25873
ENSG00000116586,LAMTOR2,349,3.00024,94,0.44284,43,-0.9024,20,-1.8882,38,-1.3805
ENSG00000160781,PAQR6,25,-4.9735,92,-3.1040,184,-2.3363,421,-0.8459,1382,2.92438
ENSG00000198952,SMG5,16,-1.5922,87,1.07036,28,-0.8628,120,1.65813,38,-0.4218
ENSG00000163468,CCT3,3,-4.0235,37,-0.6366,66,0.34723,1,-5.0407,75,0.89295
ENSG00000125462,C1orf61,3,-7.5096,898,0.58343,1497,2.31962,183,-1.8665,262,-1.8229
ENSG00000116604,MEF2D,3,-4.0321,247,2.72384,25,-1.4517,80,0.57837,43,-0.6578
ENSG00000163382,NAXE,731,3.95576,55,-1.0487,51,-1.3479,28,-2.0627,46,-1.7916
ENSG00000132702,HAPLN2,3,-5.3969,60,-1.3479,21,-3.1600,11,-3.7786,291,3.64254
ENSG00000132692,BCAN,12,-4.3414,148,-0.7171,379,1.06575,186,-0.3664,220,-0.1671
ENSG00000143321,HDGF,579,3.01245,80,-0.6020,42,-1.7759,129,0.14641,76,-1.0059
ENSG00000162706,CADM3,266,1.41185,585,3.09715,94,-0.3762,6,-4.3786,25,-2.9104
ENSG00000158710,TAGLN2,3,-4.5088,6,-3.8174,40,-1.2131,134,0.87992,119,1.44394
ENSG00000177807,KCNJ10,3,-5.5446,46,-1.8845,185,0.29400,69,-1.2862,218,0.95187
