Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000090432,MUL1,29,0.86909,20,-0.0779,15,-0.8314
ENSG00000183114,FAM43B,63,1.91508,11,-1.6674,17,-1.5799
ENSG00000158828,PINK1,508,0.42642,309,-0.4962,389,-0.2663
ENSG00000244038,DDOST,37,0.72321,26,-0.0593,21,-0.6872
ENSG00000117245,KIF17,26,0.87734,11,-0.7696,14,-0.6551
ENSG00000189410,SH2D5,24,0.22498,12,-0.8829,22,0.01557
ENSG00000127483,HP1BP3,119,0.30544,111,0.10054,93,-0.3249
ENSG00000075151,EIF4G3,150,0.62001,63,-0.9367,103,-0.3625
ENSG00000117298,ECE1,12,0.10017,26,1.30639,9,-0.7176
ENSG00000162551,ALPL,8,-1.4320,21,0.28714,23,1.07448
ENSG00000076864,RAP1GAP,210,0.83499,62,-1.3515,127,-0.5088
ENSG00000090686,USP48,34,0.19327,34,0.13535,29,-0.2291
ENSG00000070831,CDC42,298,0.80173,155,-0.5262,173,-0.6341
ENSG00000173372,C1QA,34,-0.7663,125,1.56361,47,-0.1453
ENSG00000159189,C1QC,25,-1.1906,76,0.81864,55,0.62908
ENSG00000173369,C1QB,38,-1.1177,180,1.68359,68,0.01735
ENSG00000004487,KDM1A,57,0.90879,29,-0.4947,30,-0.7514
ENSG00000169641,LUZP1,36,0.27422,26,-0.3475,31,-0.1563
ENSG00000125944,HNRNPR,88,0.11233,75,-0.1774,82,-0.0496
ENSG00000125945,ZNF436,14,0.00791,9,-0.7351,15,0.19328
ENSG00000117318,ID3,8,-1.1961,110,4.41636,3,-3.1466
ENSG00000142676,RPL11,322,-0.5937,969,1.37672,406,-0.1521
ENSG00000011007,ELOA,14,-0.0006,19,0.40578,14,-0.1505
ENSG00000057757,PITHD1,212,0.50814,82,-1.1319,160,-0.2167
ENSG00000011009,LYPLA2,55,0.54743,29,-0.6563,39,-0.3481
ENSG00000117308,GALE,16,0.13726,4,-1.9816,16,0.25835
ENSG00000117305,HMGCL,15,-0.0494,24,0.71710,14,-0.2452
ENSG00000179163,FUCA1,18,0.98857,6,-1.0180,9,-0.7193
ENSG00000189266,PNRC2,39,0.31729,37,0.14564,30,-0.3524
ENSG00000188529,SRSF10,60,0.62262,36,-0.3862,39,-0.4891
ENSG00000001460,STPG1,18,1.17833,3,-1.7607,9,-0.8036
ENSG00000001461,NIPAL3,57,0.41299,47,-0.0392,42,-0.3829
ENSG00000133226,SRRM1,43,-0.0948,50,0.15266,46,0.03465
ENSG00000169504,CLIC4,7,-1.5123,88,3.44218,8,-1.4019
ENSG00000117614,SYF2,42,-0.2258,75,0.76385,45,-0.1093
ENSG00000117616,RSRP1,32,-0.0826,32,-0.0509,34,0.09355
ENSG00000183726,TMEM50A,82,0.37997,59,-0.2604,63,-0.2833
ENSG00000204178,MACO1,14,-0.5671,12,-0.6828,23,0.71336
ENSG00000117643,MAN1C1,38,0.41001,15,-1.1262,30,-0.1208
ENSG00000162430,SELENON,34,0.09330,41,0.33619,31,-0.2100
ENSG00000117640,MTFR1L,57,0.10055,48,-0.1998,54,-0.0317
ENSG00000117632,STMN1,1600,0.72074,792,-0.6466,1000,-0.5236
ENSG00000158008,EXTL1,43,0.04544,30,-0.5383,44,0.11198
ENSG00000142684,ZNF593,34,-0.2361,34,-0.1465,41,0.26493
ENSG00000142669,SH3BGRL3,314,0.19878,302,0.07312,269,-0.2126
ENSG00000158062,UBXN11,23,-0.2967,18,-0.5317,30,0.42979
ENSG00000117682,DHDDS,18,0.20697,18,0.11679,15,-0.2356
ENSG00000198830,HMGN2,112,0.01497,204,1.00156,95,-0.4529
ENSG00000117713,ARID1A,52,0.05300,42,-0.2847,51,0.03790
ENSG00000204160,ZDHHC18,44,1.18015,14,-1.0564,20,-0.9090
ENSG00000142751,GPN2,16,0.30697,7,-1.0843,14,-0.0269
ENSG00000090273,NUDC,165,0.38089,119,-0.2522,127,-0.2866
ENSG00000253368,TRNP1,101,0.63998,31,-1.3742,70,-0.3101
ENSG00000090020,SLC9A1,28,1.07477,5,-1.9548,14,-0.6776
ENSG00000142784,WDTC1,22,-0.1048,36,0.72546,21,-0.1988
ENSG00000186501,TMEM222,82,0.53803,49,-0.4665,58,-0.3840
ENSG00000158195,WASF2,14,-0.9743,70,1.91840,21,-0.2608
ENSG00000126705,AHDC1,47,0.24306,20,-1.1303,43,0.04322
ENSG00000126709,IFI6,86,0.63502,83,0.35487,51,-0.7498
ENSG00000117758,STX12,119,0.74706,67,-0.4200,71,-0.6056
ENSG00000117751,PPP1R8,27,0.35543,18,-0.3732,21,-0.2283
ENSG00000117748,RPA2,59,0.56394,39,-0.2762,40,-0.4606
ENSG00000126698,DNAJC8,122,0.19882,114,0.02837,105,-0.1974
ENSG00000130770,ATP5IF1,660,0.36803,432,-0.4198,524,-0.2284
ENSG00000180098,TRNAU1AP,22,0.32499,14,-0.4958,18,-0.1672
ENSG00000120656,TAF12,14,-0.1823,14,-0.1326,16,0.21139
ENSG00000198492,YTHDF2,88,0.71831,49,-0.4623,54,-0.5656
ENSG00000116350,SRSF4,40,-0.2028,35,-0.3503,48,0.29490
ENSG00000116353,MECR,41,0.35127,27,-0.4482,33,-0.2047
ENSG00000060656,PTPRU,37,2.04690,10,-0.8810,8,-1.8788
ENSG00000162511,LAPTM5,30,-0.7729,99,1.37717,43,-0.0131
ENSG00000162512,SDC3,231,-0.0306,140,-0.7939,252,0.24258
ENSG00000134644,PUM1,112,0.50756,49,-0.9503,84,-0.2482
ENSG00000060688,SNRNP40,28,1.02084,21,0.16717,12,-1.0798
ENSG00000121766,ZCCHC17,134,0.39441,73,-0.6741,106,-0.1932
ENSG00000121769,FABP3,189,0.53444,56,-1.5104,143,-0.1866
ENSG00000162517,PEF1,96,0.15468,63,-0.5410,90,0.00841
ENSG00000084636,COL16A1,22,-0.4198,36,0.51500,28,0.17698
ENSG00000121753,ADGRB2,258,-0.0087,83,-1.7371,289,0.37406
ENSG00000184007,PTP4A2,148,-0.1278,235,0.65561,149,-0.1445
ENSG00000121774,KHDRBS1,89,0.41705,63,-0.2632,67,-0.3189
ENSG00000121775,TMEM39B,21,1.00653,12,-0.2432,10,-0.9227
ENSG00000025800,KPNA6,53,0.28336,25,-0.9734,46,-0.0238
ENSG00000084652,TXLNA,14,-0.3287,16,-0.0385,18,0.31327
ENSG00000160050,CCDC28B,25,0.27869,33,0.65744,18,-0.5271
ENSG00000084623,EIF3I,133,0.52325,67,-0.7206,97,-0.3100
ENSG00000175130,MARCKSL1,255,-0.0955,716,1.68897,199,-0.8016
ENSG00000160058,BSDC1,74,0.66763,53,-0.1006,45,-0.6174
ENSG00000176261,ZBTB8OS,39,0.00614,54,0.51128,36,-0.2016
ENSG00000162521,RBBP4,96,0.54374,71,-0.1245,65,-0.4854
ENSG00000162522,KIAA1522,8,-1.0519,3,-2.0105,20,1.39776
ENSG00000134684,YARS,119,0.58957,53,-0.8813,83,-0.3428
ENSG00000160097,FNDC5,33,1.12777,10,-1.1096,15,-0.8455
ENSG00000121905,HPCA,334,-0.0025,156,-1.1680,364,0.28699
ENSG00000121900,TMEM54,33,-0.2831,45,0.28925,39,0.15280
ENSG00000116514,RNF19B,35,0.53229,15,-0.9689,25,-0.2692
ENSG00000004455,AK2,21,-0.0148,61,1.76258,15,-0.9363
ENSG00000142920,AZIN2,29,0.56387,21,-0.1094,19,-0.5102
ENSG00000160094,ZNF362,21,0.68099,10,-0.6352,13,-0.4862
ENSG00000134686,PHC2,62,0.27995,60,0.14726,49,-0.3168
ENSG00000163866,SMIM12,62,0.59645,40,-0.3099,41,-0.4836
ENSG00000116544,DLGAP3,48,-0.5706,45,-0.5420,77,0.68030
ENSG00000163867,ZMYM6,13,0.28959,6,-1.0512,12,-0.0158
ENSG00000116560,SFPQ,149,0.29196,130,-0.0140,120,-0.2730
ENSG00000146463,ZMYM4,26,0.17804,29,0.25586,22,-0.2590
ENSG00000142687,KIAA0319L,49,0.27394,33,-0.4359,41,-0.1327
ENSG00000020129,NCDN,585,0.47185,176,-1.5328,463,-0.1217
ENSG00000126067,PSMB2,131,0.45938,95,-0.1996,95,-0.3790
ENSG00000142686,C1orf216,86,0.34889,35,-1.1401,73,-0.0585
ENSG00000092847,AGO1,20,-0.0668,19,-0.1285,21,0.10366
ENSG00000126070,AGO3,12,0.18801,15,0.45404,10,-0.3483
ENSG00000116863,ADPRHL2,20,0.19641,14,-0.4853,18,-0.0453
ENSG00000054116,TRAPPC3,69,0.54388,33,-0.7666,49,-0.3206
ENSG00000116871,MAP7D1,166,0.07728,142,-0.1920,159,-0.0120
ENSG00000054118,THRAP3,43,-0.1461,35,-0.4168,49,0.26078
ENSG00000196182,STK40,16,-0.3174,17,-0.1808,21,0.34924
ENSG00000181817,LSM10,52,0.07831,53,0.07652,49,-0.0994
ENSG00000116885,OSCP1,21,0.51247,12,-0.5412,15,-0.3402
ENSG00000116898,MRPS15,70,0.38633,53,-0.1876,54,-0.3107
ENSG00000163873,GRIK3,59,2.02393,3,-3.3011,16,-1.5491
ENSG00000163875,MEAF6,107,0.40594,58,-0.6680,84,-0.2058
ENSG00000134697,GNL2,14,0.01888,8,-0.7803,15,0.19263
ENSG00000183317,EPHA10,13,0.37195,9,-0.2381,10,-0.2819
ENSG00000185090,MANEAL,47,0.59787,21,-0.8649,33,-0.3543
ENSG00000196449,YRDC,20,0.64909,11,-0.4560,13,-0.4975
ENSG00000197982,C1orf122,230,-0.1137,376,0.71635,228,-0.1863
ENSG00000183431,SF3A3,42,0.76404,33,0.09616,23,-0.7825
ENSG00000183520,UTP11,39,0.35545,22,-0.6454,32,-0.1615
ENSG00000116954,RRAGC,38,0.88989,20,-0.4529,21,-0.7428
ENSG00000174574,AKIRIN1,83,0.47040,53,-0.4048,61,-0.3328
ENSG00000168653,NDUFS5,666,0.04286,570,-0.2141,659,0.02702
ENSG00000127603,MACF1,96,0.17473,111,0.34417,81,-0.2903
ENSG00000183682,BMP8A,16,0.38943,4,-1.7650,13,-0.0123
ENSG00000090621,PABPC4,38,-0.4960,64,0.44737,53,0.27200
ENSG00000116983,HPCAL4,189,-0.4244,117,-1.0390,276,0.66158
ENSG00000084072,PPIE,34,0.45976,30,0.11084,23,-0.4799
ENSG00000168389,MFSD2A,6,-1.4561,17,0.40020,17,1.03607
ENSG00000131236,CAP1,166,0.36540,132,-0.1085,128,-0.3143
ENSG00000131238,PPT1,130,0.47851,98,-0.1228,92,-0.4211
ENSG00000084073,ZMPSTE24,37,0.59654,23,-0.3832,25,-0.4638
ENSG00000084070,SMAP2,134,0.54275,53,-1.0937,98,-0.2574
ENSG00000117016,RIMS3,74,1.28224,28,-0.7553,30,-1.0773
ENSG00000066136,NFYC,42,0.31741,21,-0.8352,36,-0.0837
ENSG00000179862,CITED4,20,0.81937,10,-0.4775,11,-0.6642
ENSG00000171793,CTPS1,19,0.75216,10,-0.5101,12,-0.5878
ENSG00000010803,SCMH1,8,-0.4820,11,0.01766,12,0.42938
ENSG00000127124,HIVEP3,16,-0.4179,18,-0.1481,22,0.42889
ENSG00000198815,FOXJ3,59,0.79609,28,-0.6480,35,-0.5994
ENSG00000177181,RIMKLA,28,0.01139,15,-0.9824,30,0.24037
ENSG00000127125,PPCS,53,-0.1265,43,-0.4214,60,0.24374
ENSG00000171960,PPIH,19,0.15960,20,0.14984,17,-0.2022
ENSG00000065978,YBX1,69,-0.4162,211,1.55798,73,-0.4206
ENSG00000164008,C1orf50,29,0.71901,20,-0.0942,17,-0.6717
ENSG00000177868,SVBP,62,0.28234,56,0.03477,50,-0.2799
ENSG00000117394,SLC2A1,35,-0.3232,86,1.25526,36,-0.2990
ENSG00000117395,EBNA1BP2,100,0.30431,59,-0.6138,84,-0.1188
ENSG00000179178,TMEM125,9,-0.1521,57,3.43920,2,-2.8808
ENSG00000066322,ELOVL1,18,-0.2959,126,3.51751,5,-2.7821
ENSG00000159479,MED8,34,0.51225,17,-0.7675,25,-0.2891
ENSG00000178922,HYI,11,-0.5965,42,1.80881,12,-0.4579
ENSG00000142949,PTPRF,120,0.39010,59,-0.8420,97,-0.1535
ENSG00000066135,KDM4A,13,0.30273,11,-0.1254,11,-0.2480
ENSG00000126091,ST3GAL3,38,0.36983,17,-0.9860,31,-0.1060
ENSG00000117408,IPO13,56,0.12566,59,0.16590,50,-0.1758
ENSG00000132768,DPH2,16,0.95898,15,0.49772,7,-1.1559
ENSG00000117410,ATP6V0B,594,0.68238,225,-1.0738,394,-0.3999
ENSG00000117411,B4GALT2,57,-0.7397,70,-0.2436,100,0.74017
ENSG00000159214,CCDC24,21,0.11999,8,-1.4323,21,0.20961
ENSG00000178028,DMAP1,60,0.85094,23,-0.9784,35,-0.5867
ENSG00000117419,ERI3,227,0.26310,124,-0.7609,200,-0.0463
ENSG00000187147,RNF220,107,0.23015,82,-0.2657,93,-0.1364
ENSG00000126106,TMEM53,22,1.01532,15,-0.0066,10,-1.0092
ENSG00000142937,RPS8,777,-0.2861,1806,1.18529,805,-0.2882
ENSG00000070785,EIF2B3,32,0.85670,18,-0.3234,17,-0.7438
ENSG00000126107,HECTD3,14,0.26273,7,-0.8283,12,-0.0319
ENSG00000126088,UROD,74,0.32507,72,0.16423,57,-0.3667
ENSG00000117450,PRDX1,319,0.02760,540,0.88148,276,-0.3995
ENSG00000117448,AKR1A1,42,0.02166,41,-0.0239,42,-0.0123
ENSG00000132780,NASP,21,-0.4841,40,0.62337,29,0.18176
ENSG00000159592,GPBP1L1,26,-0.0982,28,0.01108,28,0.08737
ENSG00000159596,TMEM69,16,0.33914,16,0.23716,12,-0.4074
ENSG00000086015,MAST2,28,0.33326,27,0.19966,21,-0.3877
ENSG00000085998,POMGNT1,65,0.78423,58,0.29567,34,-0.8800
ENSG00000132128,LRRC41,48,0.32056,39,-0.1156,39,-0.2684
ENSG00000173660,UQCRH,719,0.30251,441,-0.5626,607,-0.1291
ENSG00000117480,FAAH,32,0.19791,30,0.03989,28,-0.2004
ENSG00000282881,TMEM275,23,2.04877,6,-0.9808,5,-1.8556
ENSG00000079277,MKNK1,20,-0.1013,18,-0.2530,22,0.17337
ENSG00000123472,ATPAF1,108,0.24513,81,-0.2786,92,-0.1472
ENSG00000159658,EFCAB14,38,-0.2526,76,0.92098,41,-0.1669
ENSG00000186377,CYP4X1,28,1.07449,5,-1.8914,15,-0.6838
ENSG00000162368,CMPK1,92,0.14023,68,-0.3676,86,-0.0220
ENSG00000162373,BEND5,31,0.26161,17,-0.7381,28,-0.0497
ENSG00000162374,ELAVL4,167,0.76436,52,-1.3203,106,-0.4424
ENSG00000185104,FAF1,40,0.58075,30,-0.0867,26,-0.5343
ENSG00000123091,RNF11,388,0.03695,192,-1.0596,409,0.23012
ENSG00000085832,EPS15,201,0.45822,98,-0.8103,154,-0.2269
ENSG00000117859,OSBPL9,15,0.57813,16,0.45603,9,-0.7345
ENSG00000078618,NRDC,91,0.52490,39,-0.9849,67,-0.2590
ENSG00000169213,RAB3B,204,1.31410,42,-1.6772,89,-0.9524
ENSG00000117862,TXNDC12,30,0.16944,36,0.39054,25,-0.3041
ENSG00000134717,BTF3L4,88,0.45143,58,-0.3487,65,-0.3290
ENSG00000157077,ZFYVE9,23,0.31394,11,-0.9676,20,-0.0547
ENSG00000134748,PRPF38A,16,-0.3299,33,0.92721,18,-0.1030
ENSG00000134744,TUT4,18,0.54760,22,0.68695,10,-0.8106
ENSG00000162377,COA7,24,1.18070,16,0.05884,9,-1.2114
ENSG00000162378,ZYG11B,144,0.56618,52,-1.2051,104,-0.2623
ENSG00000116171,SCP2,74,0.33186,89,0.51151,54,-0.5124
ENSG00000162384,CZIB,56,0.05803,55,0.01175,53,-0.0582
ENSG00000162385,MAGOH,48,0.75801,34,-0.0349,27,-0.7309
ENSG00000157193,LRP8,84,1.57193,17,-1.6045,30,-1.2283
ENSG00000058804,NDC1,17,1.03764,7,-0.7233,8,-0.8295
ENSG00000058799,YIPF1,27,0.36614,8,-1.6193,23,-0.0064
ENSG00000081870,HSPB11,51,0.34207,37,-0.2704,41,-0.2435
ENSG00000116209,TMEM59,192,0.44720,216,0.49210,128,-0.6181
ENSG00000116221,MRPL37,71,0.33413,47,-0.4444,58,-0.1890
ENSG00000157216,SSBP3,153,0.21811,88,-0.7051,139,-0.0147
ENSG00000243725,TTC4,17,0.61362,10,-0.3729,11,-0.4836
ENSG00000116133,DHCR24,197,0.83850,91,-0.6864,113,-0.6338
ENSG00000162402,USP24,23,0.10642,16,-0.5311,23,0.05217
ENSG00000162407,PLPP3,46,-1.4125,189,1.14536,112,0.58047
ENSG00000162409,PRKAA2,36,0.19697,13,-1.3903,34,0.12873
ENSG00000173406,DAB1,26,0.64813,8,-1.2675,18,-0.3341
ENSG00000162601,MYSM1,23,1.05171,4,-2.0266,12,-0.6473
ENSG00000177606,JUN,39,-0.1287,66,0.74741,39,-0.1879
ENSG00000172456,FGGY,9,-0.0565,14,0.53715,9,-0.1552
ENSG00000134709,HOOK1,27,0.57075,4,-2.3172,21,-0.1404
ENSG00000162599,NFIA,50,-0.3670,131,1.29959,54,-0.2893
ENSG00000162604,TM2D1,73,0.56391,50,-0.2279,49,-0.4745
ENSG00000162607,USP1,18,0.49042,23,0.66397,11,-0.7409
ENSG00000116641,DOCK7,25,0.35268,20,-0.1030,19,-0.3036
ENSG00000125703,ATG4C,16,0.02016,27,0.81337,14,-0.3573
ENSG00000079739,PGM1,36,0.35119,41,0.45493,26,-0.5068
ENSG00000158966,CACHD1,11,-0.5665,21,0.57565,16,0.27323
ENSG00000162437,RAVER2,13,0.20644,13,0.17483,11,-0.2560
ENSG00000162434,JAK1,64,0.48706,37,-0.5376,47,-0.3159
ENSG00000162433,AK4,33,-0.7676,29,-0.7307,60,0.90397
ENSG00000116675,DNAJC6,398,0.70023,135,-1.2336,263,-0.3914
ENSG00000213625,LEPROT,15,-0.2835,31,1.00320,16,-0.1848
ENSG00000184588,PDE4B,60,0.68943,43,-0.1023,36,-0.6390
ENSG00000118473,SGIP1,104,0.59240,39,-1.1243,74,-0.3015
ENSG00000198160,MIER1,17,0.06375,23,0.55925,15,-0.2765
ENSG00000142864,SERBP1,113,0.16745,138,0.43282,94,-0.3197
ENSG00000116717,GADD45A,27,0.44574,26,0.24508,18,-0.5154
ENSG00000116729,WLS,151,1.32895,80,-0.2390,57,-1.2686
ENSG00000033122,LRRC7,77,0.42047,19,-1.8426,64,-0.0345
ENSG00000066557,LRRC40,25,0.37541,11,-1.0215,21,-0.1050
ENSG00000116754,SRSF11,72,0.08716,66,-0.0709,68,-0.0587
ENSG00000118454,ANKRD13C,33,0.40122,26,-0.1090,25,-0.3492
ENSG00000197568,HHLA3,27,0.10188,35,0.46785,24,-0.2724
